sl_100_5400_20290307 Coordinates.csv
2029/03/07 07:47:00.0000 UTC

Generated: Tue Oct  8 21:45:53 2024,
Start: 2029/03/07 07:47:00.00, Stop: 2029/03/07 09:17:00.00,
TIME_UNITS,STARLINK-5896 - X-Coordinate,STARLINK-31598 - X-Coordinate,STARLINK-2457 - X-Coordinate,STARLINK-3934 - X-Coordinate,STARLINK-5755 - X-Coordinate,STARLINK-5259 - X-Coordinate,STARLINK-2608 - X-Coordinate,STARLINK-30823 - X-Coordinate,STARLINK-3567 - X-Coordinate,STARLINK-31422 - X-Coordinate,STARLINK-5591 - X-Coordinate,STARLINK-3819 - X-Coordinate,STARLINK-5129 - X-Coordinate,STARLINK-5036 - X-Coordinate,STARLINK-4085 - X-Coordinate,STARLINK-31481 - X-Coordinate,STARLINK-4568 - X-Coordinate,STARLINK-5661 - X-Coordinate,STARLINK-5956 - X-Coordinate,STARLINK-1686 - X-Coordinate,STARLINK-4712 - X-Coordinate,STARLINK-31524 - X-Coordinate,STARLINK-30702 - X-Coordinate,STARLINK-31313 - X-Coordinate,STARLINK-1147 - X-Coordinate,STARLINK-2192 - X-Coordinate,STARLINK-5323 - X-Coordinate,STARLINK-30460 - X-Coordinate,STARLINK-31088 - X-Coordinate,STARLINK-30210 - X-Coordinate,STARLINK-2681 - X-Coordinate,STARLINK-1207 - X-Coordinate,STARLINK-31543 - X-Coordinate,STARLINK-30195 - X-Coordinate,STARLINK-11207 [DTC] - X-Coordinate,STARLINK-5580 - X-Coordinate,STARLINK-5928 - X-Coordinate,STARLINK-5340 - X-Coordinate,STARLINK-5056 - X-Coordinate,STARLINK-31519 - X-Coordinate,STARLINK-2284 - X-Coordinate,STARLINK-31565 - X-Coordinate,STARLINK-1657 - X-Coordinate,STARLINK-31011 - X-Coordinate,STARLINK-4583 - X-Coordinate,STARLINK-31234 - X-Coordinate,STARLINK-30206 - X-Coordinate,STARLINK-31202 - X-Coordinate,STARLINK-4201 - X-Coordinate,STARLINK-30327 - X-Coordinate,STARLINK-32187 - X-Coordinate,STARLINK-6329 - X-Coordinate,STARLINK-5656 - X-Coordinate,STARLINK-2307 - X-Coordinate,STARLINK-1060 - X-Coordinate,STARLINK-32010 - X-Coordinate,STARLINK-5775 - X-Coordinate,STARLINK-31054 - X-Coordinate,STARLINK-5082 - X-Coordinate,STARLINK-11270 [DTC] - X-Coordinate,STARLINK-6353 - X-Coordinate,STARLINK-31922 - X-Coordinate,STARLINK-30795 - X-Coordinate,STARLINK-2750 - X-Coordinate,STARLINK-4574 - X-Coordinate,STARLINK-4055 - X-Coordinate,STARLINK-1680 - X-Coordinate,STARLINK-5030 - X-Coordinate,STARLINK-30994 - X-Coordinate,STARLINK-3712 - X-Coordinate,STARLINK-31614 - X-Coordinate,STARLINK-6222 - X-Coordinate,STARLINK-30411 - X-Coordinate,STARLINK-31055 - X-Coordinate,STARLINK-3336 - X-Coordinate,STARLINK-5009 - X-Coordinate,STARLINK-3996 - X-Coordinate,STARLINK-3615 - X-Coordinate,STARLINK-30282 - X-Coordinate,STARLINK-5784 - X-Coordinate,STARLINK-30911 - X-Coordinate,STARLINK-5739 - X-Coordinate,STARLINK-30079 - X-Coordinate,STARLINK-1053 - X-Coordinate,STARLINK-3304 - X-Coordinate,STARLINK-2252 - X-Coordinate,STARLINK-4512 - X-Coordinate,STARLINK-4788 - X-Coordinate,STARLINK-31333 - X-Coordinate,STARLINK-1748 - X-Coordinate,STARLINK-31071 - X-Coordinate,STARLINK-31770 - X-Coordinate,STARLINK-1512 - X-Coordinate,STARLINK-6328 - X-Coordinate,STARLINK-4528 - X-Coordinate,STARLINK-30299 - X-Coordinate,STARLINK-3685 - X-Coordinate,STARLINK-3770 - X-Coordinate,STARLINK-5186 - X-Coordinate,STARLINK-11075 [DTC] - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5896 - Y-Coordinate,STARLINK-31598 - Y-Coordinate,STARLINK-2457 - Y-Coordinate,STARLINK-3934 - Y-Coordinate,STARLINK-5755 - Y-Coordinate,STARLINK-5259 - Y-Coordinate,STARLINK-2608 - Y-Coordinate,STARLINK-30823 - Y-Coordinate,STARLINK-3567 - Y-Coordinate,STARLINK-31422 - Y-Coordinate,STARLINK-5591 - Y-Coordinate,STARLINK-3819 - Y-Coordinate,STARLINK-5129 - Y-Coordinate,STARLINK-5036 - Y-Coordinate,STARLINK-4085 - Y-Coordinate,STARLINK-31481 - Y-Coordinate,STARLINK-4568 - Y-Coordinate,STARLINK-5661 - Y-Coordinate,STARLINK-5956 - Y-Coordinate,STARLINK-1686 - Y-Coordinate,STARLINK-4712 - Y-Coordinate,STARLINK-31524 - Y-Coordinate,STARLINK-30702 - Y-Coordinate,STARLINK-31313 - Y-Coordinate,STARLINK-1147 - Y-Coordinate,STARLINK-2192 - Y-Coordinate,STARLINK-5323 - Y-Coordinate,STARLINK-30460 - Y-Coordinate,STARLINK-31088 - Y-Coordinate,STARLINK-30210 - Y-Coordinate,STARLINK-2681 - Y-Coordinate,STARLINK-1207 - Y-Coordinate,STARLINK-31543 - Y-Coordinate,STARLINK-30195 - Y-Coordinate,STARLINK-11207 [DTC] - Y-Coordinate,STARLINK-5580 - Y-Coordinate,STARLINK-5928 - Y-Coordinate,STARLINK-5340 - Y-Coordinate,STARLINK-5056 - Y-Coordinate,STARLINK-31519 - Y-Coordinate,STARLINK-2284 - Y-Coordinate,STARLINK-31565 - Y-Coordinate,STARLINK-1657 - Y-Coordinate,STARLINK-31011 - Y-Coordinate,STARLINK-4583 - Y-Coordinate,STARLINK-31234 - Y-Coordinate,STARLINK-30206 - Y-Coordinate,STARLINK-31202 - Y-Coordinate,STARLINK-4201 - Y-Coordinate,STARLINK-30327 - Y-Coordinate,STARLINK-32187 - Y-Coordinate,STARLINK-6329 - Y-Coordinate,STARLINK-5656 - Y-Coordinate,STARLINK-2307 - Y-Coordinate,STARLINK-1060 - Y-Coordinate,STARLINK-32010 - Y-Coordinate,STARLINK-5775 - Y-Coordinate,STARLINK-31054 - Y-Coordinate,STARLINK-5082 - Y-Coordinate,STARLINK-11270 [DTC] - Y-Coordinate,STARLINK-6353 - Y-Coordinate,STARLINK-31922 - Y-Coordinate,STARLINK-30795 - Y-Coordinate,STARLINK-2750 - Y-Coordinate,STARLINK-4574 - Y-Coordinate,STARLINK-4055 - Y-Coordinate,STARLINK-1680 - Y-Coordinate,STARLINK-5030 - Y-Coordinate,STARLINK-30994 - Y-Coordinate,STARLINK-3712 - Y-Coordinate,STARLINK-31614 - Y-Coordinate,STARLINK-6222 - Y-Coordinate,STARLINK-30411 - Y-Coordinate,STARLINK-31055 - Y-Coordinate,STARLINK-3336 - Y-Coordinate,STARLINK-5009 - Y-Coordinate,STARLINK-3996 - Y-Coordinate,STARLINK-3615 - Y-Coordinate,STARLINK-30282 - Y-Coordinate,STARLINK-5784 - Y-Coordinate,STARLINK-30911 - Y-Coordinate,STARLINK-5739 - Y-Coordinate,STARLINK-30079 - Y-Coordinate,STARLINK-1053 - Y-Coordinate,STARLINK-3304 - Y-Coordinate,STARLINK-2252 - Y-Coordinate,STARLINK-4512 - Y-Coordinate,STARLINK-4788 - Y-Coordinate,STARLINK-31333 - Y-Coordinate,STARLINK-1748 - Y-Coordinate,STARLINK-31071 - Y-Coordinate,STARLINK-31770 - Y-Coordinate,STARLINK-1512 - Y-Coordinate,STARLINK-6328 - Y-Coordinate,STARLINK-4528 - Y-Coordinate,STARLINK-30299 - Y-Coordinate,STARLINK-3685 - Y-Coordinate,STARLINK-3770 - Y-Coordinate,STARLINK-5186 - Y-Coordinate,STARLINK-11075 [DTC] - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5896 - Z-Coordinate,STARLINK-31598 - Z-Coordinate,STARLINK-2457 - Z-Coordinate,STARLINK-3934 - Z-Coordinate,STARLINK-5755 - Z-Coordinate,STARLINK-5259 - Z-Coordinate,STARLINK-2608 - Z-Coordinate,STARLINK-30823 - Z-Coordinate,STARLINK-3567 - Z-Coordinate,STARLINK-31422 - Z-Coordinate,STARLINK-5591 - Z-Coordinate,STARLINK-3819 - Z-Coordinate,STARLINK-5129 - Z-Coordinate,STARLINK-5036 - Z-Coordinate,STARLINK-4085 - Z-Coordinate,STARLINK-31481 - Z-Coordinate,STARLINK-4568 - Z-Coordinate,STARLINK-5661 - Z-Coordinate,STARLINK-5956 - Z-Coordinate,STARLINK-1686 - Z-Coordinate,STARLINK-4712 - Z-Coordinate,STARLINK-31524 - Z-Coordinate,STARLINK-30702 - Z-Coordinate,STARLINK-31313 - Z-Coordinate,STARLINK-1147 - Z-Coordinate,STARLINK-2192 - Z-Coordinate,STARLINK-5323 - Z-Coordinate,STARLINK-30460 - Z-Coordinate,STARLINK-31088 - Z-Coordinate,STARLINK-30210 - Z-Coordinate,STARLINK-2681 - Z-Coordinate,STARLINK-1207 - Z-Coordinate,STARLINK-31543 - Z-Coordinate,STARLINK-30195 - Z-Coordinate,STARLINK-11207 [DTC] - Z-Coordinate,STARLINK-5580 - Z-Coordinate,STARLINK-5928 - Z-Coordinate,STARLINK-5340 - Z-Coordinate,STARLINK-5056 - Z-Coordinate,STARLINK-31519 - Z-Coordinate,STARLINK-2284 - Z-Coordinate,STARLINK-31565 - Z-Coordinate,STARLINK-1657 - Z-Coordinate,STARLINK-31011 - Z-Coordinate,STARLINK-4583 - Z-Coordinate,STARLINK-31234 - Z-Coordinate,STARLINK-30206 - Z-Coordinate,STARLINK-31202 - Z-Coordinate,STARLINK-4201 - Z-Coordinate,STARLINK-30327 - Z-Coordinate,STARLINK-32187 - Z-Coordinate,STARLINK-6329 - Z-Coordinate,STARLINK-5656 - Z-Coordinate,STARLINK-2307 - Z-Coordinate,STARLINK-1060 - Z-Coordinate,STARLINK-32010 - Z-Coordinate,STARLINK-5775 - Z-Coordinate,STARLINK-31054 - Z-Coordinate,STARLINK-5082 - Z-Coordinate,STARLINK-11270 [DTC] - Z-Coordinate,STARLINK-6353 - Z-Coordinate,STARLINK-31922 - Z-Coordinate,STARLINK-30795 - Z-Coordinate,STARLINK-2750 - Z-Coordinate,STARLINK-4574 - Z-Coordinate,STARLINK-4055 - Z-Coordinate,STARLINK-1680 - Z-Coordinate,STARLINK-5030 - Z-Coordinate,STARLINK-30994 - Z-Coordinate,STARLINK-3712 - Z-Coordinate,STARLINK-31614 - Z-Coordinate,STARLINK-6222 - Z-Coordinate,STARLINK-30411 - Z-Coordinate,STARLINK-31055 - Z-Coordinate,STARLINK-3336 - Z-Coordinate,STARLINK-5009 - Z-Coordinate,STARLINK-3996 - Z-Coordinate,STARLINK-3615 - Z-Coordinate,STARLINK-30282 - Z-Coordinate,STARLINK-5784 - Z-Coordinate,STARLINK-30911 - Z-Coordinate,STARLINK-5739 - Z-Coordinate,STARLINK-30079 - Z-Coordinate,STARLINK-1053 - Z-Coordinate,STARLINK-3304 - Z-Coordinate,STARLINK-2252 - Z-Coordinate,STARLINK-4512 - Z-Coordinate,STARLINK-4788 - Z-Coordinate,STARLINK-31333 - Z-Coordinate,STARLINK-1748 - Z-Coordinate,STARLINK-31071 - Z-Coordinate,STARLINK-31770 - Z-Coordinate,STARLINK-1512 - Z-Coordinate,STARLINK-6328 - Z-Coordinate,STARLINK-4528 - Z-Coordinate,STARLINK-30299 - Z-Coordinate,STARLINK-3685 - Z-Coordinate,STARLINK-3770 - Z-Coordinate,STARLINK-5186 - Z-Coordinate,STARLINK-11075 [DTC] - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-2497.3009,6706.4225,3015.2089,-4694.2967,5496.4782,6493.7660,2147.2595,1719.1012,-6670.9301,-3470.8055,606.6295,4776.6309,-5442.9168,4849.9529,5790.1015,-4868.7122,2332.5769,-1941.5840,-5180.1748,-3138.1027,-1556.7098,0.0000,3520.8872,4597.7561,1405.8728,-3182.7256,3442.6598,-4844.1990,-3394.7704,5291.4649,5895.8876,4132.3266,4733.4371,-955.9611,-3636.2033,1761.8436,611.9118,-4798.6492,0.0000,3016.5089,1810.0948,-4278.6411,3288.1675,-6580.8204,-734.4704,4942.3890,-844.0355,-2910.9750,-1398.6407,1141.7684,0.0000,-4586.1871,-5261.7626,-6710.0708,621.2093,526.9375,-4060.8526,-1701.3458,-1120.3953,5323.9815,-6891.3869,4793.6273,-4419.6244,-6365.4695,-3479.5710,4111.7597,-5289.3916,1668.8219,-4699.9362,-2726.4901,-5111.3977,-3852.8280,-2753.7605,3093.6856,-4561.2340,5658.8188,2996.5353,-4673.7300,5365.0362,5643.1950,-788.4775,-1026.0062,-2944.9082,-295.2397,-2728.7014,-3979.5948,-3014.8813,-314.8359,-414.2609,0.0000,-6546.1154,-793.3647,0.0000,-1896.3039,-1705.4999,5614.4708,-4828.8528,733.7509,-2999.5594,-1950.4755,-298680.0200,-320487.1476,-304108.1753,-306395.4464,-314434.7376,-312418.3247,-307246.5195,-306475.6171,889715.9146,853533.6885,860046.0727,874752.2293,-307611.3643,875898.9763,591.0190,-1307.6833,2884.1421,3668.3819,1312.6712,272.0384,-5316.8289,-5923.9730,473.4489,5843.5594,-5621.7841,-4691.2321,4214.2628,4687.1326,390.5990,1275.2733,-6429.1474,4694.7261,2865.8563,-2647.0009,4636.4618,0.0000,2655.7262,-2410.2230,-6729.7736,-3128.1450,-5378.3256,-4611.9697,5296.9836,-1993.6261,1239.7709,-623.7925,-3814.9438,6654.4095,-5527.8671,-2518.7312,-6351.0834,-1702.2780,0.0000,4037.1584,-6452.1494,3756.5607,-2732.6605,-1908.9815,-4371.4196,4500.3276,-5436.1294,5460.7565,4722.1883,5968.4978,0.0000,-2338.2860,-1850.7173,630.5574,-6826.5716,5040.3218,-3711.2060,-5989.4665,4963.1568,313.1870,602.1551,-1807.9840,-4088.1880,1263.2060,4243.6495,-2387.1129,-3666.1562,-6381.1989,-2197.2520,6045.6571,-2033.9423,-813.2588,5670.8280,-5533.1486,2719.7624,929.1722,-6169.3617,-5061.9124,714.1796,1630.1782,-4410.4195,-6183.2149,4830.4015,4137.4979,-3937.9652,-4813.7355,2844.6116,-5761.4492,-6822.4037,0.0000,2007.8522,6487.0743,0.0000,6658.7445,-6488.6603,4007.2264,2388.3592,-5309.2671,-3727.9620,-5657.6769,-137728.3411,-168182.0872,-148262.1172,-147519.8954,-150440.8387,-151148.7214,-156593.1856,-151930.5323,-104689654.9417,-104723004.9755,-104697540.1600,-104687658.9076,-152983.6736,-104680959.2440,-6464.3850,277.7272,-5449.7102,3347.4090,-4005.3139,-1596.2834,3736.6133,3082.7934,1718.5352,-97.6851,-4053.7368,-1722.0471,-596.1287,1444.2613,3741.9746,-4519.6773,-985.6754,-4697.8841,3548.7208,-5396.9634,-4898.8273,0.0000,5254.3566,-4479.0935,-748.8395,4992.0155,2693.0531,1784.9642,2874.9738,3970.3353,-3321.3479,-5475.1424,-3089.8911,1538.8127,998.2380,6243.6176,2722.5964,-4696.6494,0.0000,-4609.5697,179.8852,-3791.0177,5377.0704,1001.0475,5269.0862,1324.9398,-4170.0061,2933.4476,-4843.5143,3293.8380,0.0000,-4638.2440,-4024.0018,1262.1369,1119.2336,4382.4022,-4215.0261,-2649.0702,4671.9182,4051.2591,-577.6993,4469.9025,-3422.2085,-2190.6725,-4205.2761,-5004.7217,-2524.2989,-2113.1249,4467.3162,1881.5332,-4026.0758,5708.7304,-2859.9700,2567.2312,4405.4098,3853.6286,642.1844,233.4207,4200.7460,-3700.6666,-5206.4385,2955.7281,-3968.0343,5479.5710,-4970.1856,-2973.7920,5521.5976,3801.1200,28.0462,0.0000,-322.2804,-1940.8014,0.0000,3.7370,-1608.6432,659.5830,4290.8884,-4341.2609,4963.3429,-3003.2181,-156056.3308,-160891.8499,-157793.5906,-157849.4239,-153878.4245,-162369.6764,-168074.1650,-158616.1383,-2158832.9644,-2176352.4970,-2181113.2899,-2176903.0787,-159572.2559,-2171115.3757,
300.000,-1187.5255,6055.4422,4543.2801,-4226.5355,6235.5782,5767.6776,994.1438,173.8509,-6690.5169,-2006.1648,-391.4956,3349.9075,-4558.2072,5200.7833,6459.8814,-4367.2803,985.8648,52.3021,-4604.6134,-4540.9810,-71.1814,0.0000,4083.4078,3090.6431,108.8485,-4905.3411,2230.2103,-5949.9642,-1518.9323,4927.7579,5130.8971,3401.4420,3880.7082,670.6796,-4327.5706,1075.5459,-17.8807,-5433.0276,0.0000,4694.1891,517.2718,-3303.0990,1460.7144,-6472.6331,-2577.0277,5940.7568,-2651.2282,-998.4008,628.0303,2891.0932,0.0000,-5104.6942,-5117.7695,-5924.3975,-589.2066,2262.8419,-4806.6348,-3351.6545,952.4535,4236.3774,-6553.2908,4167.8031,-5833.1036,-5245.3371,-2679.4646,2298.0191,-6279.9278,1113.7337,-5011.8826,-1651.9612,-6094.0426,-2507.8035,-1376.4405,2109.5491,-2728.1128,4778.6133,1838.4469,-5360.9989,5887.4357,5313.7717,-2587.6968,-2552.1289,-1513.4218,1874.7859,-3661.9987,-5277.4217,-1326.0404,-1810.7276,-1596.7631,0.0000,-5844.4205,875.9919,0.0000,-368.9061,-2914.5136,6329.7742,-4702.8455,-757.3844,-4788.9503,-3397.3414,-295792.0827,-316944.4449,-300754.3954,-303097.2357,-311206.7258,-309115.4600,-304026.2335,-302996.7754,3180776.9278,3145535.3914,3151740.7845,3166551.1281,-304347.5976,3167007.9030,2367.0735,-2412.5294,1404.4685,5084.3638,-436.7721,-1033.0500,-6400.1029,-6666.5714,1713.4597,6329.5001,-4264.1730,-5047.2237,5045.1404,3302.4461,-1023.6226,3324.5186,-6286.4412,5416.7315,4574.1067,-1018.5196,5786.2194,0.0000,553.9013,-3956.3538,-6455.8764,-2104.1235,-4809.7428,-3530.9604,5484.5603,-3855.2738,-382.9860,-2674.9560,-5320.4656,6219.5308,-4312.1972,-4391.1744,-6906.7083,316.1480,0.0000,2740.8981,-6381.0883,5353.1369,-3929.6515,-300.0816,-3225.4000,3334.4350,-4356.8028,5493.3777,4200.8746,5944.8523,0.0000,-247.3195,233.2866,1802.8911,-6887.7734,5506.7735,-1743.3372,-5745.5228,5379.4458,-1373.2032,2070.8600,-3789.0530,-3022.4083,2368.5684,5718.0485,-3490.0771,-2774.8376,-6834.5871,-57.7258,6694.2257,-365.6519,795.4212,6617.0313,-6454.8472,3550.0021,-750.1477,-6535.5127,-4040.7998,-1190.1026,-360.2414,-3206.8051,-5059.0315,6071.4084,3961.2646,-2038.1087,-4275.5759,4206.9215,-6263.2108,-6387.2970,0.0000,3362.4275,5941.9396,0.0000,6740.7114,-6248.7259,2680.2659,4093.5327,-6165.1625,-3055.2349,-5615.0193,-143889.0057,-174854.1213,-154782.3612,-154081.2508,-156872.8260,-157619.5986,-162970.2134,-158301.8315,-104643070.9952,-104676836.1209,-104651190.9608,-104640965.1408,-159408.4134,-104634314.2750,-6430.9029,2059.8535,-4948.9099,1736.2122,-2982.5415,-3236.4410,2218.3713,1761.9096,-78.9857,1445.9902,-5483.5685,-3332.8194,1218.6228,3097.3935,2220.1818,-3953.3240,-2696.8169,-4305.0849,2353.6838,-4931.6262,-3798.6214,0.0000,5483.8798,-4669.7313,-2480.5246,4045.7666,4460.5417,276.6999,3929.3510,2934.8650,-4567.7392,-5358.5767,-1768.5961,2899.0850,2724.0474,5292.9921,670.6465,-4285.1537,0.0000,-4135.1764,1980.5893,-2687.3412,5442.1248,2438.0387,5509.9887,-222.0708,-4652.4589,3962.6677,-5447.7250,2024.9152,0.0000,-4679.1026,-4589.3143,2938.9433,-688.4404,3074.6508,-4678.4965,-1235.0628,4228.4784,4999.1727,965.8149,3809.7122,-2187.7687,-3715.1147,-2813.4950,-5495.0102,-796.9862,-12.4718,4663.4213,92.0695,-3032.8718,6415.8175,-1492.4243,835.4884,5248.1806,4930.9244,-1176.0548,-1572.6087,3298.7149,-4453.5497,-5495.7869,3986.7805,-2930.7774,5294.4023,-5486.0339,-1306.2967,5311.7604,2294.0298,1826.8338,0.0000,1224.4928,-3227.9764,0.0000,1529.3838,195.2138,-885.9495,2930.1363,-2997.1736,3909.1626,-1320.7526,-156076.3423,-160926.4182,-157736.3981,-158038.4569,-153839.6012,-162115.2424,-168169.8114,-159051.9791,-2158108.7647,-2175841.0787,-2180663.0477,-2176618.6135,-159585.0779,-2170401.6235,
600.000,173.0930,4776.4876,5641.8453,-3340.3332,6385.2706,4417.5945,-235.6020,-1371.9424,-6040.8704,-322.1729,-1416.8353,1569.7040,-3208.9578,5058.4192,6494.3787,-3449.0649,-486.3005,2019.7302,-3598.2027,-5502.3687,1383.6765,0.0000,4292.3985,1304.4937,-1225.7086,-6100.4053,745.9177,-6475.2247,522.0991,4108.4590,3880.2036,2387.3495,2648.2471,2257.0742,-4571.1433,349.2079,-636.9004,-5576.6010,0.0000,5912.9213,-854.5729,-2020.1347,-480.9282,-5745.0558,-4197.0471,6332.8434,-4229.4982,1034.1168,2618.2032,4343.9428,0.0000,-5172.7252,-4508.9865,-4535.6067,-1749.4700,3723.9109,-5131.7524,-4642.1719,2915.6241,2721.3389,-5580.4370,3151.4278,-6676.7658,-3591.9893,-1644.2127,279.6224,-6641.2121,444.2227,-4865.6731,-412.4897,-6469.0163,-967.6073,120.6399,917.7381,-631.4211,3458.9630,482.8955,-5522.6151,5842.7281,4509.7602,-4163.8271,-3866.4406,38.9776,3856.0934,-4289.6343,-6042.5538,453.6224,-3103.7600,-2635.4279,0.0000,-4551.3484,2484.4148,0.0000,1208.5926,-3832.9805,6435.0814,-4132.8761,-2142.4677,-6096.9084,-4458.2241,-292777.8752,-313262.2344,-297267.3555,-299661.1235,-307843.7336,-305667.2285,-300673.8761,-299481.2355,5470218.9967,5435925.9270,5441822.4065,5456726.6634,-300949.6859,5456494.8022,3953.5005,-3292.1146,-171.1287,5966.1298,-2120.1793,-2261.9016,-6829.1538,-6757.0856,2782.9415,6169.7377,-2503.7788,-4932.9214,5382.4339,1565.7669,-2312.3921,5025.0473,-5531.0348,5647.2960,5824.6618,673.5170,6383.1041,0.0000,-1591.6055,-5140.8544,-5548.6005,-896.6953,-3788.9437,-2108.6187,5171.3373,-5329.2596,-2008.3332,-4475.2713,-6277.0725,5183.1457,-2607.0886,-5834.7571,-6756.9810,2283.8831,0.0000,1203.8793,-5618.3540,6406.8546,-4781.3142,1359.1410,-1806.3777,1825.7976,-2883.5519,5007.0605,3317.5880,5353.9947,0.0000,1857.0723,2308.4444,2824.6619,-6272.6381,5393.0253,386.2005,-4908.6879,5307.1579,-2954.7891,3348.6656,-5379.9212,-1683.5482,3274.0208,6619.7510,-4302.4541,-1615.2566,-6585.1567,2084.5288,6669.7625,1313.7456,2383.1621,6918.9492,-6709.9718,4084.4166,-2397.2085,-6248.6417,-2601.4375,-2953.0699,-2337.4260,-1727.8428,-3458.9376,6726.0607,3445.1349,46.2509,-3324.6243,5193.8549,-6154.0466,-5291.4386,0.0000,4390.4145,4805.2322,0.0000,6170.3666,-5380.4557,1085.8711,5370.6793,-6418.6662,-2120.7226,-4964.2907,-149990.4627,-181450.8104,-161235.7215,-160581.7005,-163236.9776,-164022.4034,-169279.3803,-164675.5081,-104546352.2242,-104580509.7427,-104554682.7440,-104544073.4765,-165763.5937,-104537532.2211,-5718.8159,3612.0215,-3903.7479,-68.8522,-1639.7331,-4492.8753,453.6136,249.4875,-1867.9762,2825.2924,-6334.5447,-4584.2594,2901.4256,4413.8077,458.0675,-2932.3529,-4116.6929,-3449.6159,903.5615,-3904.1746,-2290.4416,0.0000,5109.6677,-4344.9398,-3944.9215,2620.9943,5750.6515,-1261.3298,4560.6084,1582.3954,-5315.0772,-4659.0474,-248.3541,3944.0405,4125.5971,3784.3208,-1452.9602,-3414.5799,0.0000,-3198.7477,3546.9573,-1284.3278,4910.6299,3612.9771,5150.9469,-1744.0842,-4631.6781,4552.2746,-5464.4857,537.4131,0.0000,-4219.4184,-4652.7736,4290.5292,-2422.8483,1401.5651,-4641.7693,321.1510,3328.4236,5354.4223,2406.1983,2718.1510,-718.2899,-4827.9878,-1118.1264,-5391.6343,1016.4395,2089.4962,4342.5060,-1707.4396,-1698.4956,6439.9417,35.7008,-989.3551,5522.5625,5475.9964,-2866.0418,-3207.5060,2031.4862,-4732.6210,-5182.5201,4590.8607,-1576.8089,4529.5577,-5409.2538,502.0513,4528.1833,539.1154,3421.3372,0.0000,2635.5019,-4152.3830,0.0000,2890.4720,1977.8193,-2336.5212,1249.9205,-1327.4435,2430.3848,518.6481,-156096.5093,-160960.8051,-157682.6181,-158231.0910,-153803.8230,-161854.6336,-168260.6409,-159526.1596,-2157390.0825,-2175329.4292,-2180210.2227,-2176302.5126,-159597.7927,-2169687.8303,
