sl_100_5400_20290527 Coordinates.csv
2029/05/27 07:47:00.0000 UTC

Generated: Tue Oct  8 21:45:26 2024,
Start: 2029/05/27 07:47:00.00, Stop: 2029/05/27 09:17:00.00,
TIME_UNITS,STARLINK-2479 - X-Coordinate,STARLINK-5411 - X-Coordinate,STARLINK-31980 - X-Coordinate,STARLINK-3976 - X-Coordinate,STARLINK-30819 - X-Coordinate,STARLINK-5501 - X-Coordinate,STARLINK-30886 - X-Coordinate,STARLINK-4347 - X-Coordinate,STARLINK-31446 - X-Coordinate,STARLINK-4521 - X-Coordinate,STARLINK-30604 - X-Coordinate,STARLINK-2333 - X-Coordinate,STARLINK-1799 - X-Coordinate,STARLINK-31514 - X-Coordinate,STARLINK-4742 - X-Coordinate,STARLINK-11265 [DTC] - X-Coordinate,STARLINK-6260 - X-Coordinate,STARLINK-6091 - X-Coordinate,STARLINK-6031 - X-Coordinate,STARLINK-6369 - X-Coordinate,STARLINK-5285 - X-Coordinate,STARLINK-11087 [DTC] - X-Coordinate,STARLINK-31513 - X-Coordinate,STARLINK-3146 - X-Coordinate,STARLINK-4371 - X-Coordinate,STARLINK-5177 - X-Coordinate,STARLINK-31641 - X-Coordinate,STARLINK-1478 - X-Coordinate,STARLINK-31297 - X-Coordinate,STARLINK-3177 - X-Coordinate,STARLINK-1277 - X-Coordinate,STARLINK-31414 - X-Coordinate,STARLINK-4021 - X-Coordinate,STARLINK-2003 - X-Coordinate,STARLINK-4776 - X-Coordinate,STARLINK-3156 - X-Coordinate,STARLINK-4417 - X-Coordinate,STARLINK-3226 - X-Coordinate,STARLINK-5540 - X-Coordinate,STARLINK-30412 - X-Coordinate,STARLINK-31516 - X-Coordinate,STARLINK-5605 - X-Coordinate,STARLINK-6313 - X-Coordinate,STARLINK-1912 - X-Coordinate,STARLINK-3623 - X-Coordinate,STARLINK-5760 - X-Coordinate,STARLINK-2531 - X-Coordinate,STARLINK-31461 - X-Coordinate,STARLINK-32233 - X-Coordinate,STARLINK-3786 - X-Coordinate,STARLINK-1826 - X-Coordinate,STARLINK-32029 - X-Coordinate,STARLINK-31129 - X-Coordinate,STARLINK-3100 - X-Coordinate,STARLINK-31755 - X-Coordinate,STARLINK-5686 - X-Coordinate,STARLINK-31519 - X-Coordinate,STARLINK-2223 - X-Coordinate,STARLINK-11151 [DTC] - X-Coordinate,STARLINK-30351 - X-Coordinate,STARLINK-30071 - X-Coordinate,STARLINK-4483 - X-Coordinate,STARLINK-4047 - X-Coordinate,STARLINK-3140 - X-Coordinate,STARLINK-1802 - X-Coordinate,STARLINK-3305 - X-Coordinate,STARLINK-4565 - X-Coordinate,STARLINK-30824 - X-Coordinate,STARLINK-31896 - X-Coordinate,STARLINK-31480 - X-Coordinate,STARLINK-3708 - X-Coordinate,STARLINK-4112 - X-Coordinate,STARLINK-5430 - X-Coordinate,STARLINK-2384 - X-Coordinate,STARLINK-31349 - X-Coordinate,STARLINK-5283 - X-Coordinate,STARLINK-4392 - X-Coordinate,STARLINK-30851 - X-Coordinate,STARLINK-3820 - X-Coordinate,STARLINK-4105 - X-Coordinate,STARLINK-5839 - X-Coordinate,STARLINK-2660 - X-Coordinate,STARLINK-1704 - X-Coordinate,STARLINK-30227 - X-Coordinate,STARLINK-31213 - X-Coordinate,STARLINK-31788 - X-Coordinate,STARLINK-2427 - X-Coordinate,STARLINK-2720 - X-Coordinate,STARLINK-3364 - X-Coordinate,STARLINK-30113 - X-Coordinate,STARLINK-3960 - X-Coordinate,STARLINK-31861 - X-Coordinate,STARLINK-31445 - X-Coordinate,STARLINK-30601 - X-Coordinate,STARLINK-30332 - X-Coordinate,STARLINK-3584 - X-Coordinate,STARLINK-5566 - X-Coordinate,STARLINK-5912 - X-Coordinate,STARLINK-31479 - X-Coordinate,STARLINK-6242 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-2479 - Y-Coordinate,STARLINK-5411 - Y-Coordinate,STARLINK-31980 - Y-Coordinate,STARLINK-3976 - Y-Coordinate,STARLINK-30819 - Y-Coordinate,STARLINK-5501 - Y-Coordinate,STARLINK-30886 - Y-Coordinate,STARLINK-4347 - Y-Coordinate,STARLINK-31446 - Y-Coordinate,STARLINK-4521 - Y-Coordinate,STARLINK-30604 - Y-Coordinate,STARLINK-2333 - Y-Coordinate,STARLINK-1799 - Y-Coordinate,STARLINK-31514 - Y-Coordinate,STARLINK-4742 - Y-Coordinate,STARLINK-11265 [DTC] - Y-Coordinate,STARLINK-6260 - Y-Coordinate,STARLINK-6091 - Y-Coordinate,STARLINK-6031 - Y-Coordinate,STARLINK-6369 - Y-Coordinate,STARLINK-5285 - Y-Coordinate,STARLINK-11087 [DTC] - Y-Coordinate,STARLINK-31513 - Y-Coordinate,STARLINK-3146 - Y-Coordinate,STARLINK-4371 - Y-Coordinate,STARLINK-5177 - Y-Coordinate,STARLINK-31641 - Y-Coordinate,STARLINK-1478 - Y-Coordinate,STARLINK-31297 - Y-Coordinate,STARLINK-3177 - Y-Coordinate,STARLINK-1277 - Y-Coordinate,STARLINK-31414 - Y-Coordinate,STARLINK-4021 - Y-Coordinate,STARLINK-2003 - Y-Coordinate,STARLINK-4776 - Y-Coordinate,STARLINK-3156 - Y-Coordinate,STARLINK-4417 - Y-Coordinate,STARLINK-3226 - Y-Coordinate,STARLINK-5540 - Y-Coordinate,STARLINK-30412 - Y-Coordinate,STARLINK-31516 - Y-Coordinate,STARLINK-5605 - Y-Coordinate,STARLINK-6313 - Y-Coordinate,STARLINK-1912 - Y-Coordinate,STARLINK-3623 - Y-Coordinate,STARLINK-5760 - Y-Coordinate,STARLINK-2531 - Y-Coordinate,STARLINK-31461 - Y-Coordinate,STARLINK-32233 - Y-Coordinate,STARLINK-3786 - Y-Coordinate,STARLINK-1826 - Y-Coordinate,STARLINK-32029 - Y-Coordinate,STARLINK-31129 - Y-Coordinate,STARLINK-3100 - Y-Coordinate,STARLINK-31755 - Y-Coordinate,STARLINK-5686 - Y-Coordinate,STARLINK-31519 - Y-Coordinate,STARLINK-2223 - Y-Coordinate,STARLINK-11151 [DTC] - Y-Coordinate,STARLINK-30351 - Y-Coordinate,STARLINK-30071 - Y-Coordinate,STARLINK-4483 - Y-Coordinate,STARLINK-4047 - Y-Coordinate,STARLINK-3140 - Y-Coordinate,STARLINK-1802 - Y-Coordinate,STARLINK-3305 - Y-Coordinate,STARLINK-4565 - Y-Coordinate,STARLINK-30824 - Y-Coordinate,STARLINK-31896 - Y-Coordinate,STARLINK-31480 - Y-Coordinate,STARLINK-3708 - Y-Coordinate,STARLINK-4112 - Y-Coordinate,STARLINK-5430 - Y-Coordinate,STARLINK-2384 - Y-Coordinate,STARLINK-31349 - Y-Coordinate,STARLINK-5283 - Y-Coordinate,STARLINK-4392 - Y-Coordinate,STARLINK-30851 - Y-Coordinate,STARLINK-3820 - Y-Coordinate,STARLINK-4105 - Y-Coordinate,STARLINK-5839 - Y-Coordinate,STARLINK-2660 - Y-Coordinate,STARLINK-1704 - Y-Coordinate,STARLINK-30227 - Y-Coordinate,STARLINK-31213 - Y-Coordinate,STARLINK-31788 - Y-Coordinate,STARLINK-2427 - Y-Coordinate,STARLINK-2720 - Y-Coordinate,STARLINK-3364 - Y-Coordinate,STARLINK-30113 - Y-Coordinate,STARLINK-3960 - Y-Coordinate,STARLINK-31861 - Y-Coordinate,STARLINK-31445 - Y-Coordinate,STARLINK-30601 - Y-Coordinate,STARLINK-30332 - Y-Coordinate,STARLINK-3584 - Y-Coordinate,STARLINK-5566 - Y-Coordinate,STARLINK-5912 - Y-Coordinate,STARLINK-31479 - Y-Coordinate,STARLINK-6242 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-2479 - Z-Coordinate,STARLINK-5411 - Z-Coordinate,STARLINK-31980 - Z-Coordinate,STARLINK-3976 - Z-Coordinate,STARLINK-30819 - Z-Coordinate,STARLINK-5501 - Z-Coordinate,STARLINK-30886 - Z-Coordinate,STARLINK-4347 - Z-Coordinate,STARLINK-31446 - Z-Coordinate,STARLINK-4521 - Z-Coordinate,STARLINK-30604 - Z-Coordinate,STARLINK-2333 - Z-Coordinate,STARLINK-1799 - Z-Coordinate,STARLINK-31514 - Z-Coordinate,STARLINK-4742 - Z-Coordinate,STARLINK-11265 [DTC] - Z-Coordinate,STARLINK-6260 - Z-Coordinate,STARLINK-6091 - Z-Coordinate,STARLINK-6031 - Z-Coordinate,STARLINK-6369 - Z-Coordinate,STARLINK-5285 - Z-Coordinate,STARLINK-11087 [DTC] - Z-Coordinate,STARLINK-31513 - Z-Coordinate,STARLINK-3146 - Z-Coordinate,STARLINK-4371 - Z-Coordinate,STARLINK-5177 - Z-Coordinate,STARLINK-31641 - Z-Coordinate,STARLINK-1478 - Z-Coordinate,STARLINK-31297 - Z-Coordinate,STARLINK-3177 - Z-Coordinate,STARLINK-1277 - Z-Coordinate,STARLINK-31414 - Z-Coordinate,STARLINK-4021 - Z-Coordinate,STARLINK-2003 - Z-Coordinate,STARLINK-4776 - Z-Coordinate,STARLINK-3156 - Z-Coordinate,STARLINK-4417 - Z-Coordinate,STARLINK-3226 - Z-Coordinate,STARLINK-5540 - Z-Coordinate,STARLINK-30412 - Z-Coordinate,STARLINK-31516 - Z-Coordinate,STARLINK-5605 - Z-Coordinate,STARLINK-6313 - Z-Coordinate,STARLINK-1912 - Z-Coordinate,STARLINK-3623 - Z-Coordinate,STARLINK-5760 - Z-Coordinate,STARLINK-2531 - Z-Coordinate,STARLINK-31461 - Z-Coordinate,STARLINK-32233 - Z-Coordinate,STARLINK-3786 - Z-Coordinate,STARLINK-1826 - Z-Coordinate,STARLINK-32029 - Z-Coordinate,STARLINK-31129 - Z-Coordinate,STARLINK-3100 - Z-Coordinate,STARLINK-31755 - Z-Coordinate,STARLINK-5686 - Z-Coordinate,STARLINK-31519 - Z-Coordinate,STARLINK-2223 - Z-Coordinate,STARLINK-11151 [DTC] - Z-Coordinate,STARLINK-30351 - Z-Coordinate,STARLINK-30071 - Z-Coordinate,STARLINK-4483 - Z-Coordinate,STARLINK-4047 - Z-Coordinate,STARLINK-3140 - Z-Coordinate,STARLINK-1802 - Z-Coordinate,STARLINK-3305 - Z-Coordinate,STARLINK-4565 - Z-Coordinate,STARLINK-30824 - Z-Coordinate,STARLINK-31896 - Z-Coordinate,STARLINK-31480 - Z-Coordinate,STARLINK-3708 - Z-Coordinate,STARLINK-4112 - Z-Coordinate,STARLINK-5430 - Z-Coordinate,STARLINK-2384 - Z-Coordinate,STARLINK-31349 - Z-Coordinate,STARLINK-5283 - Z-Coordinate,STARLINK-4392 - Z-Coordinate,STARLINK-30851 - Z-Coordinate,STARLINK-3820 - Z-Coordinate,STARLINK-4105 - Z-Coordinate,STARLINK-5839 - Z-Coordinate,STARLINK-2660 - Z-Coordinate,STARLINK-1704 - Z-Coordinate,STARLINK-30227 - Z-Coordinate,STARLINK-31213 - Z-Coordinate,STARLINK-31788 - Z-Coordinate,STARLINK-2427 - Z-Coordinate,STARLINK-2720 - Z-Coordinate,STARLINK-3364 - Z-Coordinate,STARLINK-30113 - Z-Coordinate,STARLINK-3960 - Z-Coordinate,STARLINK-31861 - Z-Coordinate,STARLINK-31445 - Z-Coordinate,STARLINK-30601 - Z-Coordinate,STARLINK-30332 - Z-Coordinate,STARLINK-3584 - Z-Coordinate,STARLINK-5566 - Z-Coordinate,STARLINK-5912 - Z-Coordinate,STARLINK-31479 - Z-Coordinate,STARLINK-6242 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-816.7504,6632.0613,-4253.1790,4231.4366,-6748.8270,-101.9245,-6081.7874,-4378.4768,927.2151,-5088.0223,-2950.5482,4825.2875,-4339.9658,-4069.8182,6336.4852,5241.5591,-4913.0066,-3130.9718,-3175.3566,-4215.5088,2816.8423,567.7900,-6537.1648,2228.8645,-4633.9801,-2478.0040,1916.1939,3508.8036,-587.4587,-5426.5936,3805.9216,-3393.2712,4456.2811,6000.6658,-6056.3993,4030.4288,5782.8086,-6047.7413,644.4012,1628.6804,2802.4805,-3783.6354,-4658.5615,-5503.1457,-1678.5689,-5406.2548,-2806.2521,3967.2188,53.2016,-78.8563,367.4715,-720.9566,3398.0083,5951.9364,20.8073,3843.4164,-4696.6924,-331.3175,-4168.6317,4068.9633,-2064.9586,5514.0320,4395.1586,5209.0779,8.6146,6060.8440,-4945.6217,950.2713,-3415.8988,5441.5184,-5498.2518,114.1768,68.1395,-1223.9595,-2627.0282,4594.1822,837.7092,-5755.2117,-1608.8777,-3459.9606,6446.7068,-3797.0069,5969.9243,-5204.1060,-1639.3884,-2762.5995,-5221.0337,103.1915,-6341.5227,4813.5973,-4465.1253,-6019.8351,-4329.6001,-6196.2162,-5477.7811,-2208.6733,-6814.3809,3355.5805,-5824.5474,3708.9164,178650.3904,196531.6978,186425.4000,184943.1806,186183.2004,187430.9352,193611.8139,190643.4094,136139081.4364,136125933.3435,136146210.9061,136132156.8660,190001.9878,136133110.4908,6854.4822,1214.1045,-3927.7161,2582.3637,1430.5721,-6575.5903,1424.9747,-3044.2416,6704.2181,4667.1886,4189.5971,2509.1055,683.2164,-5062.0449,-2713.0472,2592.4508,-1259.5563,-4083.1504,6054.3205,-3214.6598,6295.7859,6686.7643,792.6711,-3531.6771,3027.6926,6285.1457,6549.1621,5190.8322,5283.2562,4146.7510,-3835.9110,-3746.4645,-5033.2967,-2618.5536,1532.6535,1063.8299,-3792.1151,-1111.2690,1416.1393,3780.1395,-3003.0575,-3585.2141,-2146.8852,-1850.7595,-4725.3019,824.2792,-3238.7544,3049.6959,5422.7486,-4518.1395,5515.8248,6097.1281,-5120.4683,-3173.9769,-5027.0605,3504.9031,4367.6111,-5909.2368,-720.7435,3042.0709,-6277.8620,989.1173,-174.3890,777.1865,-6880.0078,-3280.8392,700.8250,-6584.0682,-4618.3019,4003.5636,1058.1199,6476.1407,-5295.0946,6601.7713,-4560.4333,4940.9498,-641.6318,2974.5651,4093.0968,-4141.6626,262.2902,1428.2079,3448.8260,4534.9972,4887.2055,-3780.2257,-3961.1659,6460.3321,571.7928,-1636.7073,-522.5211,1729.7229,3272.8327,-2691.0374,-3775.4640,4224.2150,886.1417,5949.6552,1786.8424,-5215.0443,-275223.5119,-291099.3206,-270155.3721,-272579.1899,-281035.1830,-279172.1465,-275118.0835,-274820.7374,8975974.2118,8961084.3845,8938230.8093,8971723.4396,-274759.6389,8960185.1905,253.8306,-1585.1780,-3654.5682,4590.8611,-457.8484,2227.9849,-3049.7756,4420.5480,924.3242,78.4453,-4671.9936,-4188.0371,5242.6647,2123.1483,-492.7280,-3241.8583,4714.8337,4637.6931,1148.9667,4422.6095,-778.4667,-775.7750,-1843.4669,-5512.2912,4180.7789,1384.7195,277.3726,-2880.0135,4334.2348,-1056.1752,-4313.6151,-4552.1240,-1519.8488,2041.8174,2370.5610,-5442.6418,-467.9141,3047.7325,6750.0276,-5486.7396,-5444.9394,-4597.9624,4630.7170,3623.0732,-4742.4712,-4250.9900,5362.6290,-4612.6389,-4131.7141,5213.1775,4133.7473,2841.3980,2958.5091,1645.0584,-4578.3794,4558.1482,2326.0585,3478.1536,5262.7234,-4704.3910,1928.1678,3989.6923,-5325.7432,-4467.3668,-104.2829,705.6250,-4765.4464,1965.2390,3640.8651,-191.0905,-3833.1023,-2375.4571,4407.9634,1827.9863,4268.1610,1551.2273,6822.8208,2393.8155,5330.4960,4307.1802,2479.5530,-5388.4917,-348.7939,-360.8637,4439.8504,-5011.4921,2152.3156,-2182.9739,-2642.2526,4477.4921,5215.5691,-2725.5140,4130.8962,-129.4785,-1817.8570,-5015.7278,778.4697,1131.4092,3119.1099,-2682.7229,-142393.2531,-145307.0842,-140400.9008,-140879.0364,-136637.3706,-144860.7041,-150893.4904,-143979.3459,4208919.5634,4173752.1250,4193419.0285,4190357.5064,-142334.2464,4197411.5147,
300.000,408.7724,6917.9984,-5649.3604,4181.1680,-6011.2446,-762.2381,-5968.1360,-2714.9875,2409.8453,-4041.2784,-974.2134,4544.5450,-4431.3496,-5382.8898,5431.6360,4886.3581,-5294.4915,-4501.2293,-2621.5081,-4909.4064,3153.6916,1771.2429,-6411.1652,209.8143,-5775.4067,-1072.1273,2957.2002,4076.1667,1374.6861,-4637.5780,3127.3612,-4972.7915,3571.6091,5668.2700,-6005.7823,4689.8631,5834.1057,-6722.7553,-1329.4691,3520.6106,992.9803,-5156.7764,-5100.7849,-4907.6169,-2967.7118,-5377.5817,-3948.4749,4964.6047,1626.4029,-2032.1307,1952.1772,772.3202,1485.7436,4900.8671,-2110.4568,5313.5066,-2997.0896,-1727.0538,-3829.4549,5252.3587,-3336.5312,4651.5459,3539.7713,4326.1247,-1196.1609,5352.6709,-3612.8890,-712.7318,-4372.5427,6085.9391,-5795.6726,1399.0390,-1539.9413,158.3022,-4477.7495,5144.3358,1084.7699,-5175.7299,110.8390,-3965.8543,5702.3707,-2822.7885,6348.9355,-4027.0572,529.6874,-4596.4392,-5310.0682,1387.9010,-6559.8568,4227.3407,-5163.9963,-4738.3092,-3378.6782,-6378.6080,-5784.0799,-861.7692,-6459.5071,4396.0518,-4471.3772,2511.8659,184519.5708,202492.0592,192240.9984,190792.8222,191881.6591,193182.6103,199257.7292,196543.9569,135914316.9127,135900883.5739,135921953.9636,135906788.8883,195699.2948,135908319.1520,6721.4482,-290.8321,-3237.5402,488.0977,2806.1963,-6902.8263,3117.2808,-2455.6455,6362.1080,5330.6746,5045.1189,549.8788,2722.3310,-4164.0006,-3634.1212,795.8716,837.9301,-2417.9261,6345.0331,-1187.8459,5504.5828,6430.4605,2351.1606,-4332.8841,3156.4923,6090.7000,5798.1291,3589.7131,5724.8815,5063.8474,-5406.5024,-2352.5166,-5885.1190,-3855.4620,2872.5797,-951.6233,-3294.2651,144.0428,266.2696,2717.8940,-4227.1920,-3673.8168,-33.2258,-77.8046,-3099.0198,2787.3464,-1376.0170,1117.3914,6035.5880,-3598.2928,6035.8975,5231.1391,-5336.4015,-3357.7518,-4580.4914,2057.0179,5011.5518,-4720.0087,1456.9450,1280.4569,-5087.9250,-742.2658,-2167.0973,-1039.9705,-6558.6625,-4259.9926,2296.5830,-6086.0721,-2806.8644,2599.8554,2643.9096,6724.7194,-5965.3486,6057.9741,-3753.0594,4600.9119,1624.7104,4476.4250,5190.6789,-2215.7296,-1399.7068,3385.8550,2279.6467,5490.0781,4952.7944,-3143.1879,-2405.9595,6662.9637,1901.9774,-3642.4568,1357.2338,3104.8336,4992.2869,-1445.8133,-2082.1251,5589.6288,2352.6154,4698.2414,3185.2216,-6338.1977,-271528.8832,-286874.9846,-266050.0625,-268526.6862,-277031.2871,-275087.0557,-271112.5158,-271191.0411,11950271.4811,11935526.5535,11913025.3440,11946201.8268,-270717.5740,11934558.3676,-1547.6823,-62.9150,-2111.7853,5283.0349,-1952.6717,137.2578,-1721.9728,5876.8914,-631.7262,-1719.3136,-4656.4544,-5115.8903,4444.8455,638.9566,-2251.9819,-4494.5617,4384.9682,4677.1526,-979.7802,4705.7612,-2821.2830,1060.2748,-331.0617,-5385.9614,2202.0182,3046.2142,2060.6723,-4250.0461,3520.9365,760.9162,-2964.1768,-4000.4742,288.6066,263.5574,599.5584,-4908.6805,1766.8558,1384.1794,6792.8450,-5221.0412,-5259.4567,-2865.6630,4662.1396,4766.2637,-5406.6552,-3358.8535,5443.7009,-4518.6775,-2720.6671,5523.5545,2726.0569,4216.4288,3976.4154,3587.3541,-4560.1794,3922.2349,3525.1230,4672.9225,5366.9908,-4325.6591,3216.9170,5008.5472,-5521.5929,-5282.6677,1693.5300,-1108.5332,-5416.5414,3246.4115,4386.4053,1360.9934,-2334.2896,-626.5784,3089.7335,3414.9311,3434.9634,-572.8772,6622.2840,949.4349,4562.8600,5197.4627,3643.6155,-5104.8930,1456.4364,1181.2859,4633.4991,-4002.9260,3682.9796,-411.4766,-922.6334,3843.7093,4350.2320,-3817.7281,3194.6564,1686.9532,-3128.6561,-3985.6514,-769.1222,2551.7913,4086.1713,-1284.0859,-142471.0909,-145362.4426,-140383.8186,-141100.9137,-136636.8642,-144634.2039,-151016.7977,-143851.8601,4208099.7202,4173134.2410,4192210.6837,4189725.3605,-142379.7143,4196502.0696,
600.000,1610.8754,6530.5299,-6458.6035,3745.5413,-4684.2770,-1343.0029,-5291.7080,-796.1061,3653.8597,-2577.5934,1077.7031,3855.3044,-4116.4522,-6147.0174,3977.1136,4035.1535,-5202.1483,-5470.2633,-1787.6680,-5167.0538,3204.0795,2797.2975,-5636.9939,-1804.7330,-6302.3614,471.0879,3715.1717,4282.3685,3178.7613,-3379.2770,2170.5995,-6059.1133,2324.2792,4759.1046,-5295.2050,4920.6183,5234.8050,-6715.8593,-3109.7108,5078.5880,-881.9223,-5989.4650,-5089.1618,-3849.3300,-4015.6198,-4855.7157,-4743.7105,5492.0114,3003.8204,-3813.8519,3316.9166,2226.9423,-593.8803,3332.4599,-4033.3546,6282.7539,-981.0870,-2996.0677,-3143.5382,5955.4092,-4308.9817,3358.6605,2388.3915,3057.6494,-2299.2961,4108.3425,-1958.4567,-2334.4405,-4923.2004,6099.0392,-5498.9309,2536.5986,-2964.8522,1560.3236,-5862.7966,5170.8484,1120.2200,-4095.9061,1781.1791,-4135.1712,4417.0416,-1602.2786,6099.9441,-2447.7501,2646.5688,-5960.1425,-4900.0563,2523.7093,-6121.8351,3240.3104,-5382.6843,-2985.1526,-2115.3471,-5886.1870,-5545.5305,529.1112,-5472.2470,5031.9886,-2679.9364,1083.9251,190316.0052,208361.1202,197972.8565,196566.5307,197496.0771,198851.6042,204819.1371,202308.3897,135624574.8647,135610848.4430,135632700.7130,135616437.7963,201310.6674,135618546.8454,5919.4652,-1766.9142,-2238.1191,-1672.6534,3926.4040,-6527.0994,4497.7618,-1527.6692,5372.7091,5475.8459,5454.0037,-1490.6288,4465.8804,-2849.2923,-4217.0866,-1121.1813,2839.8944,-546.7994,5991.7893,945.7259,4139.4329,5483.3304,3668.5396,-4759.8435,2914.3095,5302.7150,4441.0768,1618.5562,5621.5100,5481.4099,-6433.5787,-752.6374,-6145.8704,-4696.3261,3888.8673,-2843.2246,-2457.5291,1368.9717,-993.9497,1433.7408,-5061.6184,-3423.1615,2074.5662,1739.9284,-1191.1768,4465.4777,594.4707,-906.7887,6036.2567,-2373.3054,5971.2281,3832.0232,-5044.5758,-3243.3620,-3707.7981,442.6870,5178.1070,-3073.1237,3490.0836,-576.2476,-3394.7408,-2440.1671,-3971.6318,-2792.7838,-5573.8372,-4828.2582,3711.3674,-5013.9017,-712.9229,911.9521,3929.9286,6299.8691,-6057.0186,4938.0330,-2590.0562,3782.4714,3723.3221,5533.4432,5806.8678,-66.6984,-2956.0468,5002.2672,867.5493,5915.8640,4556.4699,-2231.5110,-584.1233,6173.7347,3031.0296,-5268.8302,3070.0318,4201.9092,6203.8053,-27.6465,-165.6571,6418.0197,3596.5657,2981.7591,4301.0431,-6846.0371,-267708.5273,-282527.6686,-261828.1320,-264353.9463,-272908.8611,-270872.1040,-266991.0909,-267397.7847,14919024.2371,14904411.3512,14882291.2518,14915096.3350,-266557.4582,14903385.3678,-3181.8222,1466.0888,-334.2360,5366.6011,-3236.8844,-1968.1258,-211.1513,6704.2791,-2117.1244,-3330.9404,-4143.8798,-5481.5312,3153.1281,-916.6463,-3768.0793,-5212.7577,3585.1223,4215.8293,-3003.7303,4479.9831,-4563.5976,2773.5364,1218.2917,-4680.7089,-11.7218,4376.3009,3613.0260,-5158.8457,2319.1088,2495.6245,-1294.9856,-2996.3197,2065.5438,-1543.8583,-1242.9714,-3832.8750,3812.1214,-432.0078,6110.7702,-4380.0576,-4484.7944,-829.0278,4190.8390,5380.1190,-5486.3966,-2106.4227,4926.6532,-3914.6883,-1002.5698,5235.9389,1023.0940,5106.5043,4547.8424,5147.2114,-4025.9097,2864.2416,4328.5142,5353.3645,4851.9862,-3482.9276,4154.0259,5479.4168,-5121.9923,-5527.8968,3305.7013,-2803.8684,-5482.5524,4180.5668,4635.5693,2755.7014,-569.1179,1190.4166,1435.1424,4640.2406,2208.8188,-2635.4694,5708.0098,-597.7195,3303.4597,5525.9038,4414.2928,-4230.5199,3103.5470,2595.6800,4303.7241,-2552.4669,4813.5102,1406.2973,897.5199,2770.3225,3010.9057,-4483.4848,1899.9372,3308.1873,-4099.7000,-2527.0290,-2233.8110,3697.7550,4599.3668,251.7647,-142548.7928,-145417.4596,-140370.4292,-141326.0279,-136639.3514,-144401.6990,-151135.3347,-143606.4526,4207274.4901,4172522.3083,4191003.1539,4189103.5428,-142425.0752,4195592.4818,
