sl_100_5400_20290610 Coordinates.csv
2029/06/10 07:47:00.0000 UTC

Generated: Tue Oct  8 21:45:37 2024,
Start: 2029/06/10 07:47:00.00, Stop: 2029/06/10 09:17:00.00,
TIME_UNITS,STARLINK-3135 - X-Coordinate,STARLINK-30951 - X-Coordinate,STARLINK-4287 - X-Coordinate,STARLINK-31319 - X-Coordinate,STARLINK-5494 - X-Coordinate,STARLINK-3915 - X-Coordinate,STARLINK-30462 - X-Coordinate,STARLINK-30175 - X-Coordinate,STARLINK-1505 - X-Coordinate,STARLINK-30808 - X-Coordinate,STARLINK-31175 - X-Coordinate,STARLINK-6213 - X-Coordinate,STARLINK-32092 - X-Coordinate,STARLINK-30548 - X-Coordinate,STARLINK-30371 - X-Coordinate,STARLINK-30205 - X-Coordinate,STARLINK-5858 - X-Coordinate,STARLINK-1187 - X-Coordinate,STARLINK-30961 - X-Coordinate,STARLINK-2450 - X-Coordinate,STARLINK-3970 - X-Coordinate,STARLINK-2324 - X-Coordinate,STARLINK-3232 - X-Coordinate,STARLINK-31534 - X-Coordinate,STARLINK-4367 - X-Coordinate,STARLINK-31385 - X-Coordinate,STARLINK-32286 - X-Coordinate,STARLINK-4730 - X-Coordinate,STARLINK-1728 - X-Coordinate,STARLINK-6262 - X-Coordinate,STARLINK-3872 - X-Coordinate,STARLINK-3387 - X-Coordinate,STARLINK-30305 - X-Coordinate,STARLINK-32004 - X-Coordinate,STARLINK-30335 - X-Coordinate,STARLINK-2498 - X-Coordinate,STARLINK-1076 - X-Coordinate,STARLINK-1672 - X-Coordinate,STARLINK-30530 - X-Coordinate,STARLINK-4693 - X-Coordinate,STARLINK-2473 - X-Coordinate,STARLINK-3928 - X-Coordinate,STARLINK-4122 - X-Coordinate,STARLINK-31340 - X-Coordinate,STARLINK-31747 - X-Coordinate,STARLINK-30859 - X-Coordinate,STARLINK-1414 - X-Coordinate,STARLINK-4641 - X-Coordinate,STARLINK-3144 - X-Coordinate,STARLINK-5648 - X-Coordinate,STARLINK-30511 - X-Coordinate,STARLINK-3669 - X-Coordinate,STARLINK-3208 - X-Coordinate,STARLINK-31367 - X-Coordinate,STARLINK-31809 - X-Coordinate,STARLINK-3140 - X-Coordinate,STARLINK-3235 - X-Coordinate,STARLINK-3653 - X-Coordinate,STARLINK-3106 - X-Coordinate,STARLINK-11118 [DTC] - X-Coordinate,STARLINK-31835 - X-Coordinate,STARLINK-31158 - X-Coordinate,STARLINK-2698 - X-Coordinate,STARLINK-6104 - X-Coordinate,STARLINK-30527 - X-Coordinate,STARLINK-3590 - X-Coordinate,STARLINK-30829 - X-Coordinate,STARLINK-6070 - X-Coordinate,STARLINK-5632 - X-Coordinate,STARLINK-31112 - X-Coordinate,STARLINK-4756 - X-Coordinate,STARLINK-5717 - X-Coordinate,STARLINK-3609 - X-Coordinate,STARLINK-31968 - X-Coordinate,STARLINK-4722 - X-Coordinate,STARLINK-2145 - X-Coordinate,STARLINK-6179 - X-Coordinate,STARLINK-3867 - X-Coordinate,STARLINK-30237 - X-Coordinate,STARLINK-5212 - X-Coordinate,STARLINK-5984 - X-Coordinate,STARLINK-4560 - X-Coordinate,STARLINK-31002 - X-Coordinate,STARLINK-4118 - X-Coordinate,STARLINK-31215 - X-Coordinate,STARLINK-6163 - X-Coordinate,STARLINK-2412 - X-Coordinate,STARLINK-5948 - X-Coordinate,STARLINK-6052 - X-Coordinate,STARLINK-6193 - X-Coordinate,STARLINK-1216 - X-Coordinate,STARLINK-6042 - X-Coordinate,STARLINK-30480 - X-Coordinate,STARLINK-2602 - X-Coordinate,STARLINK-4076 - X-Coordinate,STARLINK-1263 - X-Coordinate,STARLINK-32113 - X-Coordinate,STARLINK-1363 - X-Coordinate,STARLINK-31609 - X-Coordinate,STARLINK-4046 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3135 - Y-Coordinate,STARLINK-30951 - Y-Coordinate,STARLINK-4287 - Y-Coordinate,STARLINK-31319 - Y-Coordinate,STARLINK-5494 - Y-Coordinate,STARLINK-3915 - Y-Coordinate,STARLINK-30462 - Y-Coordinate,STARLINK-30175 - Y-Coordinate,STARLINK-1505 - Y-Coordinate,STARLINK-30808 - Y-Coordinate,STARLINK-31175 - Y-Coordinate,STARLINK-6213 - Y-Coordinate,STARLINK-32092 - Y-Coordinate,STARLINK-30548 - Y-Coordinate,STARLINK-30371 - Y-Coordinate,STARLINK-30205 - Y-Coordinate,STARLINK-5858 - Y-Coordinate,STARLINK-1187 - Y-Coordinate,STARLINK-30961 - Y-Coordinate,STARLINK-2450 - Y-Coordinate,STARLINK-3970 - Y-Coordinate,STARLINK-2324 - Y-Coordinate,STARLINK-3232 - Y-Coordinate,STARLINK-31534 - Y-Coordinate,STARLINK-4367 - Y-Coordinate,STARLINK-31385 - Y-Coordinate,STARLINK-32286 - Y-Coordinate,STARLINK-4730 - Y-Coordinate,STARLINK-1728 - Y-Coordinate,STARLINK-6262 - Y-Coordinate,STARLINK-3872 - Y-Coordinate,STARLINK-3387 - Y-Coordinate,STARLINK-30305 - Y-Coordinate,STARLINK-32004 - Y-Coordinate,STARLINK-30335 - Y-Coordinate,STARLINK-2498 - Y-Coordinate,STARLINK-1076 - Y-Coordinate,STARLINK-1672 - Y-Coordinate,STARLINK-30530 - Y-Coordinate,STARLINK-4693 - Y-Coordinate,STARLINK-2473 - Y-Coordinate,STARLINK-3928 - Y-Coordinate,STARLINK-4122 - Y-Coordinate,STARLINK-31340 - Y-Coordinate,STARLINK-31747 - Y-Coordinate,STARLINK-30859 - Y-Coordinate,STARLINK-1414 - Y-Coordinate,STARLINK-4641 - Y-Coordinate,STARLINK-3144 - Y-Coordinate,STARLINK-5648 - Y-Coordinate,STARLINK-30511 - Y-Coordinate,STARLINK-3669 - Y-Coordinate,STARLINK-3208 - Y-Coordinate,STARLINK-31367 - Y-Coordinate,STARLINK-31809 - Y-Coordinate,STARLINK-3140 - Y-Coordinate,STARLINK-3235 - Y-Coordinate,STARLINK-3653 - Y-Coordinate,STARLINK-3106 - Y-Coordinate,STARLINK-11118 [DTC] - Y-Coordinate,STARLINK-31835 - Y-Coordinate,STARLINK-31158 - Y-Coordinate,STARLINK-2698 - Y-Coordinate,STARLINK-6104 - Y-Coordinate,STARLINK-30527 - Y-Coordinate,STARLINK-3590 - Y-Coordinate,STARLINK-30829 - Y-Coordinate,STARLINK-6070 - Y-Coordinate,STARLINK-5632 - Y-Coordinate,STARLINK-31112 - Y-Coordinate,STARLINK-4756 - Y-Coordinate,STARLINK-5717 - Y-Coordinate,STARLINK-3609 - Y-Coordinate,STARLINK-31968 - Y-Coordinate,STARLINK-4722 - Y-Coordinate,STARLINK-2145 - Y-Coordinate,STARLINK-6179 - Y-Coordinate,STARLINK-3867 - Y-Coordinate,STARLINK-30237 - Y-Coordinate,STARLINK-5212 - Y-Coordinate,STARLINK-5984 - Y-Coordinate,STARLINK-4560 - Y-Coordinate,STARLINK-31002 - Y-Coordinate,STARLINK-4118 - Y-Coordinate,STARLINK-31215 - Y-Coordinate,STARLINK-6163 - Y-Coordinate,STARLINK-2412 - Y-Coordinate,STARLINK-5948 - Y-Coordinate,STARLINK-6052 - Y-Coordinate,STARLINK-6193 - Y-Coordinate,STARLINK-1216 - Y-Coordinate,STARLINK-6042 - Y-Coordinate,STARLINK-30480 - Y-Coordinate,STARLINK-2602 - Y-Coordinate,STARLINK-4076 - Y-Coordinate,STARLINK-1263 - Y-Coordinate,STARLINK-32113 - Y-Coordinate,STARLINK-1363 - Y-Coordinate,STARLINK-31609 - Y-Coordinate,STARLINK-4046 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3135 - Z-Coordinate,STARLINK-30951 - Z-Coordinate,STARLINK-4287 - Z-Coordinate,STARLINK-31319 - Z-Coordinate,STARLINK-5494 - Z-Coordinate,STARLINK-3915 - Z-Coordinate,STARLINK-30462 - Z-Coordinate,STARLINK-30175 - Z-Coordinate,STARLINK-1505 - Z-Coordinate,STARLINK-30808 - Z-Coordinate,STARLINK-31175 - Z-Coordinate,STARLINK-6213 - Z-Coordinate,STARLINK-32092 - Z-Coordinate,STARLINK-30548 - Z-Coordinate,STARLINK-30371 - Z-Coordinate,STARLINK-30205 - Z-Coordinate,STARLINK-5858 - Z-Coordinate,STARLINK-1187 - Z-Coordinate,STARLINK-30961 - Z-Coordinate,STARLINK-2450 - Z-Coordinate,STARLINK-3970 - Z-Coordinate,STARLINK-2324 - Z-Coordinate,STARLINK-3232 - Z-Coordinate,STARLINK-31534 - Z-Coordinate,STARLINK-4367 - Z-Coordinate,STARLINK-31385 - Z-Coordinate,STARLINK-32286 - Z-Coordinate,STARLINK-4730 - Z-Coordinate,STARLINK-1728 - Z-Coordinate,STARLINK-6262 - Z-Coordinate,STARLINK-3872 - Z-Coordinate,STARLINK-3387 - Z-Coordinate,STARLINK-30305 - Z-Coordinate,STARLINK-32004 - Z-Coordinate,STARLINK-30335 - Z-Coordinate,STARLINK-2498 - Z-Coordinate,STARLINK-1076 - Z-Coordinate,STARLINK-1672 - Z-Coordinate,STARLINK-30530 - Z-Coordinate,STARLINK-4693 - Z-Coordinate,STARLINK-2473 - Z-Coordinate,STARLINK-3928 - Z-Coordinate,STARLINK-4122 - Z-Coordinate,STARLINK-31340 - Z-Coordinate,STARLINK-31747 - Z-Coordinate,STARLINK-30859 - Z-Coordinate,STARLINK-1414 - Z-Coordinate,STARLINK-4641 - Z-Coordinate,STARLINK-3144 - Z-Coordinate,STARLINK-5648 - Z-Coordinate,STARLINK-30511 - Z-Coordinate,STARLINK-3669 - Z-Coordinate,STARLINK-3208 - Z-Coordinate,STARLINK-31367 - Z-Coordinate,STARLINK-31809 - Z-Coordinate,STARLINK-3140 - Z-Coordinate,STARLINK-3235 - Z-Coordinate,STARLINK-3653 - Z-Coordinate,STARLINK-3106 - Z-Coordinate,STARLINK-11118 [DTC] - Z-Coordinate,STARLINK-31835 - Z-Coordinate,STARLINK-31158 - Z-Coordinate,STARLINK-2698 - Z-Coordinate,STARLINK-6104 - Z-Coordinate,STARLINK-30527 - Z-Coordinate,STARLINK-3590 - Z-Coordinate,STARLINK-30829 - Z-Coordinate,STARLINK-6070 - Z-Coordinate,STARLINK-5632 - Z-Coordinate,STARLINK-31112 - Z-Coordinate,STARLINK-4756 - Z-Coordinate,STARLINK-5717 - Z-Coordinate,STARLINK-3609 - Z-Coordinate,STARLINK-31968 - Z-Coordinate,STARLINK-4722 - Z-Coordinate,STARLINK-2145 - Z-Coordinate,STARLINK-6179 - Z-Coordinate,STARLINK-3867 - Z-Coordinate,STARLINK-30237 - Z-Coordinate,STARLINK-5212 - Z-Coordinate,STARLINK-5984 - Z-Coordinate,STARLINK-4560 - Z-Coordinate,STARLINK-31002 - Z-Coordinate,STARLINK-4118 - Z-Coordinate,STARLINK-31215 - Z-Coordinate,STARLINK-6163 - Z-Coordinate,STARLINK-2412 - Z-Coordinate,STARLINK-5948 - Z-Coordinate,STARLINK-6052 - Z-Coordinate,STARLINK-6193 - Z-Coordinate,STARLINK-1216 - Z-Coordinate,STARLINK-6042 - Z-Coordinate,STARLINK-30480 - Z-Coordinate,STARLINK-2602 - Z-Coordinate,STARLINK-4076 - Z-Coordinate,STARLINK-1263 - Z-Coordinate,STARLINK-32113 - Z-Coordinate,STARLINK-1363 - Z-Coordinate,STARLINK-31609 - Z-Coordinate,STARLINK-4046 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,4460.4829,646.9060,-4033.2654,-1535.8074,-1342.4104,-1737.8185,-4036.0765,6502.4003,0.0000,3068.2409,0.0000,1914.2873,-3002.0027,1468.6437,-4288.1118,-3434.5426,-5673.1741,-6232.1133,4556.8666,-6482.1788,5734.1004,473.1458,-3657.5682,-6280.4905,-5926.3459,195.3705,0.0000,4854.9916,-4296.8012,4514.3189,-2185.3090,-2662.6333,-1959.6404,-5888.1808,-6157.0869,-2580.9885,5931.0129,-2195.6035,-552.8787,1891.1366,-1776.9246,-1971.4309,-6438.8304,1402.2748,2480.7023,-3677.3013,-3182.8145,4083.8612,-162.8599,-4045.4599,2301.1102,-6574.8148,2928.0972,-4562.4873,5923.7961,3697.3162,4153.2324,2267.7053,-6115.8718,4365.1863,-6355.0006,-1544.6417,6371.8306,-2021.2500,1690.9262,744.1830,2594.2116,-6870.1087,724.1015,6452.4872,1710.1520,6081.2138,5366.0911,3798.1878,-3583.2930,2007.3210,5716.2120,-5780.5079,6119.9519,-1804.5733,-5299.9341,5491.6605,-3713.9844,2857.0254,6490.6627,-5876.8501,-3167.8939,5636.6038,6540.2504,-811.7205,-2377.3541,-6855.7167,5876.9777,3238.0860,4151.2382,2068.3991,5417.4324,4248.6380,-1931.3902,4884.9177,-298073.0745,-269391.3629,-286131.5523,-287047.3738,-283881.0805,-283075.3845,-278038.2668,-280422.8851,146844770.2058,146883639.1188,146858887.2584,146855803.4319,-281634.6280,146861273.3358,-3786.1881,-6012.5225,-2230.9830,-4806.3597,-2135.2250,-5380.0302,3981.8785,881.8897,0.0000,-6055.1197,0.0000,5405.7736,5562.8058,4158.3474,-3107.1322,-4380.5877,-4057.3153,2761.5595,2729.0524,-2340.6872,2164.4141,-4094.6093,3865.7725,2662.8524,3286.7043,-5470.1228,0.0000,-482.1979,201.1898,2283.0917,-3494.0814,-3124.5418,-6243.1289,25.9689,814.5431,-5553.3300,265.0296,-3471.7153,6921.7202,-6086.5924,-3794.4732,3739.0966,2320.2487,-5028.6461,-4615.2850,3910.1552,5654.5881,-1951.5219,6908.9737,-5188.4147,6328.8755,593.1880,4832.7340,-1999.1560,-3286.2638,1910.4266,115.0501,-3863.6939,-2946.8303,-3911.5293,2263.0209,5041.1893,-476.4563,5384.8843,6491.2265,4123.3225,3183.6263,848.8243,-5668.0389,-1970.8089,-5653.3635,3313.0730,3956.8743,3446.1793,-2124.1392,-6407.4552,-1163.4373,-3247.1290,-2200.9826,-4509.7260,-2699.7574,-4092.6029,4872.7909,-6192.1436,720.5460,924.2057,2794.5975,2022.5549,-25.0206,5477.6531,-5570.9086,248.8796,495.9146,5689.5829,5129.0208,-5937.8573,2496.6444,-2846.0069,-3710.3086,-4865.8062,244212.4540,234728.5674,240743.3909,237975.8140,230041.8206,232150.9749,237528.4648,235765.5938,36611113.6694,36602402.8011,36609157.1384,36615833.0070,237044.0963,36617103.8855,-3672.8394,-3405.3815,-5070.0099,-4622.6872,-6483.9644,3952.3836,3953.7927,2129.2879,0.0000,-1360.5260,0.0000,3878.1064,2595.2756,-5308.1330,-4412.2481,4071.5475,-225.9618,1105.0742,4443.7095,75.4003,-3219.9241,5418.8488,-4411.4686,-492.8914,-1489.4651,4087.1511,0.0000,-4908.4457,-5358.1472,4714.7128,-5499.5169,5452.7683,-2119.2064,-3410.7060,-3000.8958,-3169.4051,3165.3412,-5327.3571,51.4527,-2674.7751,-5291.7143,5461.8111,902.2873,4212.5755,-4406.7928,4333.0403,2316.8444,-5212.9575,-205.6940,2152.1813,1553.6043,-1995.5574,-3968.2228,4570.5239,1012.8336,-5511.7952,-5529.9969,-5224.7398,-1524.2725,3295.9153,1075.5418,4343.6845,2561.5082,-3858.3565,-1332.7664,5452.2572,5453.5269,-543.6583,-3942.9013,-1269.1071,-3527.1433,-120.2731,-1677.7237,-4495.4233,5436.7106,-1289.7901,3730.6620,-1929.1553,-2366.1636,-4897.3127,3563.9084,1006.1496,-3277.7021,1018.3247,2104.1953,3514.6867,-5438.6064,3455.4658,2222.3781,4136.4100,-3358.9162,-501.7233,3520.9274,466.0299,-1971.5300,2747.5858,-3346.6808,-4248.9531,-5416.7258,-204.0659,158857.4501,156536.2604,157404.0480,156856.6026,161150.4604,152973.4476,146880.7530,155665.6391,-662221.4903,-683554.0408,-633073.9845,-645303.5424,155449.0624,-651774.2617,
300.000,3953.0157,-1198.2318,-5422.3507,-3541.8836,-2680.4508,-3351.4251,-2952.3040,5960.5945,0.0000,1695.2189,0.0000,3390.2018,-1143.1970,3112.6828,-4929.9227,-5117.7837,-6230.0019,-5162.1981,5756.9663,-6584.8396,6654.9392,-1657.4728,-1673.1436,-5475.5719,-5400.9804,-1331.7006,0.0000,3624.9838,-3525.1685,5283.1868,-3875.2244,-4085.5829,-3255.4215,-6395.4741,-6204.1209,-3409.4889,4900.9535,-4064.5657,958.9535,746.3116,-3774.8447,-203.1097,-5930.0437,-757.9693,361.3039,-2393.2210,-1598.9413,3688.1000,1043.9491,-4833.4886,3743.5875,-6635.4436,4525.1205,-5368.6074,4688.1480,4690.1473,3907.8305,120.2037,-5679.0514,3788.9562,-5885.3143,318.7247,5319.4237,-416.2884,3026.2031,2846.8314,4069.7056,-6282.7705,56.8081,5949.6792,502.8176,6477.5191,5495.6552,4770.5618,-4771.6458,617.3885,5677.2482,-5690.0397,5737.1974,-3688.8450,-5798.0714,5719.9857,-2536.5373,1727.4442,6783.4743,-5920.5864,-1369.9928,6528.0820,5526.2110,1224.9673,-3266.9742,-6624.0886,6345.8854,4066.1754,5230.9591,935.1941,6457.4867,3857.3202,-3874.5102,3757.1177,-303200.6205,-274134.5119,-290943.5282,-291813.3810,-288784.4899,-287946.5619,-282992.3686,-285501.2234,146012883.6368,146051915.5801,146027544.8753,146024538.3730,-286548.2204,146029470.6075,-5246.5767,-5329.4179,-843.8729,-4121.1982,-382.6896,-5495.9660,5532.8207,-801.8030,0.0000,-6708.5200,0.0000,3976.5879,5611.1071,2744.1672,-1063.4952,-3444.4773,-2628.1074,3630.1450,1101.8089,-1098.6431,1050.2245,-4363.2255,4166.9286,3955.4598,2498.7241,-6150.2025,0.0000,-2184.4687,2241.3777,282.7680,-2132.2381,-1465.1675,-5037.6039,1449.0176,2512.6251,-4002.7362,-1218.9832,-2432.4298,6693.2205,-6802.6919,-3129.6322,4877.1857,3417.7060,-4854.7799,-4996.1850,5440.2541,5507.4011,-3906.5787,6541.7708,-3606.8321,5811.5002,1861.6365,4572.9465,-19.5155,-4345.9041,23.1587,-2037.6908,-4121.7095,-2014.0802,-5301.0468,3390.3605,5830.4052,-1734.6273,6332.6259,5494.0053,3890.0281,1573.4266,1406.7640,-6627.5603,-3410.8455,-6575.4405,1830.1153,2492.1792,1506.9983,-364.4171,-6131.4316,-2999.6955,-1741.2778,-3757.7149,-4416.3258,-3508.9238,-3701.7739,6149.8871,-6629.1662,-836.7766,2717.5201,4028.3210,481.0391,-708.5740,4968.9479,-4019.1171,864.0824,-1246.9835,4628.0314,4472.6081,-6719.3996,1430.3371,-4571.0624,-2874.5904,-5435.4262,237795.4148,228868.0322,234825.5517,232016.3220,223998.6115,226202.0230,231474.4996,229762.1114,39813165.2201,39805043.1333,39810846.3234,39817248.8975,231037.9651,39819166.9298,-2134.0096,-4282.1741,-4102.5587,-4158.6754,-6409.3324,2485.3935,2910.4946,3375.8236,0.0000,173.7708,0.0000,4538.8906,3724.4099,-5514.4833,-4698.6003,3086.7366,-1733.3416,2798.3765,3690.1428,-1719.7992,-1588.9899,4957.6540,-5256.3944,1060.2241,-3571.2099,2664.6796,0.0000,-5476.4827,-5455.7158,4453.2898,-5259.9403,5267.7428,-3368.2333,-1811.9304,-1661.3011,-4461.9920,4442.0562,-4776.4741,1572.4309,-961.1592,-4637.9707,4886.8624,-916.2572,4565.9288,-4667.7681,3504.4532,3814.9738,-4335.2709,-1986.0124,3393.9307,28.1451,-217.9393,-2505.0646,4109.8694,2453.0393,-5069.7335,-5331.3116,-5510.9063,-3482.8375,1670.6781,-749.8914,3548.1975,4006.6169,-2772.2756,-2728.5659,4904.7515,5251.2350,-2606.3163,-2061.8550,275.0826,-1954.6354,-1639.0390,-3297.3159,-4635.0812,4901.0089,-2964.7006,2596.0249,-3505.7714,-918.6213,-3802.8481,1481.3034,-1239.8152,-2003.8353,-800.9465,620.0660,2308.7156,-5414.4886,2231.3196,4077.2105,4644.2241,-4599.1867,1627.0460,2318.2244,2255.9995,-186.8940,1043.5942,-1736.3455,-2901.8101,-4853.4696,-1986.3138,158885.5082,156552.0486,157502.4073,156717.4027,161232.7014,153283.4028,146841.1404,156162.1064,-663581.5387,-685114.4598,-634551.0534,-646761.0884,155486.3382,-653274.6256,
600.000,3072.8268,-2957.1900,-6277.0244,-5195.2582,-3814.3343,-4610.2927,-1608.3050,4848.4160,0.0000,155.2951,0.0000,4575.2927,852.1383,4489.3732,-5131.3660,-6296.8393,-6205.9293,-3567.4484,6416.9469,-6032.5516,6915.4142,-3599.6812,484.7208,-4111.6402,-4264.3857,-2694.8085,0.0000,2079.7442,-2454.8786,5575.0580,-5206.8456,-5130.0403,-4260.9770,-6241.8524,-5649.6634,-3947.1724,3365.3639,-5512.4759,2393.2995,-462.1527,-5374.5815,1546.9188,-4823.7205,-2847.5344,-1791.1910,-906.7948,175.9030,2972.9490,2169.2664,-5182.4674,4819.4847,-6029.9563,5655.9151,-5646.9752,2972.5938,5262.0227,3335.3700,-2036.7215,-4692.1360,2819.8643,-4803.7643,2124.5867,3742.0036,1204.7672,4082.5248,4657.8578,5166.8630,-5053.4235,-589.2226,4850.2566,-733.3608,6252.5646,5097.2323,5299.4293,-5512.6056,-866.4704,5106.7525,-5058.6953,4800.6390,-5188.2648,-5653.3363,5312.2665,-1134.0416,415.8572,6398.6881,-5401.4594,529.7431,6788.4502,3947.7771,3162.5006,-3885.7041,-5695.7817,6194.7998,4445.2975,5781.1164,-281.2837,6831.4910,3066.5106,-5432.3764,2237.4103,-308188.7623,-278752.8953,-295625.0285,-296441.9828,-293558.1098,-292689.4036,-287816.4984,-290534.0019,145111188.7444,145150367.8975,145126409.8687,145123522.1107,-291333.7597,145127859.4069,-6173.2517,-4161.5648,586.8598,-3061.3566,1355.7931,-5082.3476,6544.1193,-2435.2067,0.0000,-6708.5189,0.0000,2181.7500,5121.0857,1101.4214,1076.4371,-2199.5484,-936.6571,4166.3558,-602.0428,272.0868,-150.2882,-4232.9758,4113.3842,4857.0032,1482.5719,-6211.1901,0.0000,-3714.9034,4078.0283,-1724.5575,-604.6118,302.8356,-3334.7701,2701.2775,3950.3831,-2050.5631,-2617.7014,-1183.8140,5820.1788,-6839.7264,-2184.2159,5569.3986,4182.6694,-4205.8949,-4920.5784,6444.9016,4837.5466,-5466.1058,5524.9095,-1664.9620,4725.6587,2940.6897,3880.6979,1938.6167,-4990.6699,-1832.3170,-3990.9100,-4027.7716,-838.6887,-6107.5103,4175.0982,6053.2946,-2862.1295,6675.8091,3941.2887,3319.8923,-154.9860,1855.8013,-6913.6607,-4512.0146,-6835.1268,155.8234,750.2972,-567.1685,1393.1207,-5239.6651,-4529.5212,-32.5337,-4941.2804,-3920.8625,-3953.3661,-2919.8394,6833.6792,-6403.5125,-2304.3764,4229.6852,4907.5000,-1086.7901,-1372.7076,4015.1762,-2072.8346,1410.4648,-2846.7162,3015.3501,3366.1166,-6816.0387,236.5305,-5772.6515,-1798.6778,-5476.7344,231270.2546,222912.5644,228805.0586,225959.5957,217854.5539,220163.7378,225317.0235,223745.8164,42996346.0270,42988813.6728,42993688.7772,42999834.2615,224930.0802,43002363.0544,-364.2101,-4702.9555,-2681.0734,-3232.6017,-5659.1862,748.6467,1553.2118,4255.6958,0.0000,1689.3434,0.0000,4712.4837,4437.4130,-5124.5682,-4474.4775,1766.7437,-3058.8656,4188.4241,2540.9116,-3327.7648,212.8483,3938.2255,-5535.6268,2494.9792,-5272.3607,944.5462,0.0000,-5457.3609,-4955.6666,3712.5660,-4444.2964,4494.0239,-4248.5956,-7.9843,-141.0539,-5270.3396,5199.9754,-3668.3221,2925.6692,856.3551,-3448.2002,3784.3821,-2635.5383,4381.4927,-4411.3633,2295.7207,4897.2913,-2988.5162,-3552.1831,4270.7306,-1500.3755,1583.3796,-770.4698,3176.0548,3620.7548,-4080.3602,-4559.8827,-5196.4204,-5073.2754,-150.2896,-2491.5026,2356.5039,5013.9709,-1388.6021,-3820.4623,3820.8776,4462.5091,-4391.6666,39.0891,1788.8907,-167.9107,-2981.9360,-4555.5919,-4254.9538,3823.0440,-4309.2826,1182.7268,-4703.2337,627.8544,-2295.5952,-759.6560,-3352.6260,-516.8098,-2533.1375,-932.5349,853.3306,-4801.0286,766.5394,5490.8428,4651.3145,-5346.9216,3577.2040,860.5674,3762.6011,1618.1479,-775.5558,67.6436,-1203.7195,-3751.6090,-3552.8832,158913.2336,156567.5166,157596.8407,156574.8460,161311.7606,153599.1230,146806.0951,156606.3787,-664937.0754,-686673.3025,-636036.5503,-648261.2174,155523.5265,-654775.1383,
