sl_100_5400_20290812 Coordinates.csv
2029/08/12 07:47:00.0000 UTC

Generated: Tue Oct  8 21:45:39 2024,
Start: 2029/08/12 07:47:00.00, Stop: 2029/08/12 09:17:00.00,
TIME_UNITS,STARLINK-5932 - X-Coordinate,STARLINK-6199 - X-Coordinate,STARLINK-5781 - X-Coordinate,STARLINK-31494 - X-Coordinate,STARLINK-2483 - X-Coordinate,STARLINK-30705 - X-Coordinate,STARLINK-6226 - X-Coordinate,STARLINK-5023 - X-Coordinate,STARLINK-31340 - X-Coordinate,STARLINK-31612 - X-Coordinate,STARLINK-6045 - X-Coordinate,STARLINK-31074 - X-Coordinate,STARLINK-31935 - X-Coordinate,STARLINK-31319 - X-Coordinate,STARLINK-5391 - X-Coordinate,STARLINK-2423 - X-Coordinate,STARLINK-5498 - X-Coordinate,STARLINK-4726 - X-Coordinate,STARLINK-6222 - X-Coordinate,STARLINK-5550 - X-Coordinate,STARLINK-4101 - X-Coordinate,STARLINK-4068 - X-Coordinate,STARLINK-1992 - X-Coordinate,STARLINK-4094 - X-Coordinate,STARLINK-11174 [DTC] - X-Coordinate,STARLINK-6068 - X-Coordinate,STARLINK-5255 - X-Coordinate,STARLINK-5964 - X-Coordinate,STARLINK-5688 - X-Coordinate,STARLINK-5929 - X-Coordinate,STARLINK-30329 - X-Coordinate,STARLINK-4103 - X-Coordinate,STARLINK-1588 - X-Coordinate,STARLINK-6111 - X-Coordinate,STARLINK-30867 - X-Coordinate,STARLINK-31564 - X-Coordinate,STARLINK-30820 - X-Coordinate,STARLINK-5019 - X-Coordinate,STARLINK-31112 - X-Coordinate,STARLINK-30355 - X-Coordinate,STARLINK-5231 - X-Coordinate,STARLINK-2471 - X-Coordinate,STARLINK-31451 - X-Coordinate,STARLINK-4646 - X-Coordinate,STARLINK-5804 - X-Coordinate,STARLINK-11264 [DTC] - X-Coordinate,STARLINK-3986 - X-Coordinate,STARLINK-30117 - X-Coordinate,STARLINK-1012 - X-Coordinate,STARLINK-5610 - X-Coordinate,STARLINK-6257 - X-Coordinate,STARLINK-1221 - X-Coordinate,STARLINK-31624 - X-Coordinate,STARLINK-4771 - X-Coordinate,STARLINK-30169 - X-Coordinate,STARLINK-31368 - X-Coordinate,STARLINK-31862 - X-Coordinate,STARLINK-5838 - X-Coordinate,STARLINK-4449 - X-Coordinate,STARLINK-31651 - X-Coordinate,STARLINK-3766 - X-Coordinate,STARLINK-31242 - X-Coordinate,STARLINK-6192 - X-Coordinate,STARLINK-30798 - X-Coordinate,STARLINK-3158 - X-Coordinate,STARLINK-4080 - X-Coordinate,STARLINK-3324 - X-Coordinate,STARLINK-31858 - X-Coordinate,STARLINK-5138 - X-Coordinate,STARLINK-5204 - X-Coordinate,STARLINK-30540 - X-Coordinate,STARLINK-1728 - X-Coordinate,STARLINK-31236 - X-Coordinate,STARLINK-1918 - X-Coordinate,STARLINK-5273 - X-Coordinate,STARLINK-3199 - X-Coordinate,STARLINK-6104 - X-Coordinate,STARLINK-1984 - X-Coordinate,STARLINK-4197 - X-Coordinate,STARLINK-1844 - X-Coordinate,STARLINK-31275 - X-Coordinate,STARLINK-4763 - X-Coordinate,STARLINK-3791 - X-Coordinate,STARLINK-4064 - X-Coordinate,STARLINK-30349 - X-Coordinate,STARLINK-31766 - X-Coordinate,STARLINK-30312 - X-Coordinate,STARLINK-1278 - X-Coordinate,STARLINK-31306 - X-Coordinate,STARLINK-31176 - X-Coordinate,STARLINK-4149 - X-Coordinate,STARLINK-2052 - X-Coordinate,STARLINK-30125 - X-Coordinate,STARLINK-31552 - X-Coordinate,STARLINK-3768 - X-Coordinate,STARLINK-32167 - X-Coordinate,STARLINK-31854 - X-Coordinate,STARLINK-4288 - X-Coordinate,STARLINK-30857 - X-Coordinate,STARLINK-1368 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5932 - Y-Coordinate,STARLINK-6199 - Y-Coordinate,STARLINK-5781 - Y-Coordinate,STARLINK-31494 - Y-Coordinate,STARLINK-2483 - Y-Coordinate,STARLINK-30705 - Y-Coordinate,STARLINK-6226 - Y-Coordinate,STARLINK-5023 - Y-Coordinate,STARLINK-31340 - Y-Coordinate,STARLINK-31612 - Y-Coordinate,STARLINK-6045 - Y-Coordinate,STARLINK-31074 - Y-Coordinate,STARLINK-31935 - Y-Coordinate,STARLINK-31319 - Y-Coordinate,STARLINK-5391 - Y-Coordinate,STARLINK-2423 - Y-Coordinate,STARLINK-5498 - Y-Coordinate,STARLINK-4726 - Y-Coordinate,STARLINK-6222 - Y-Coordinate,STARLINK-5550 - Y-Coordinate,STARLINK-4101 - Y-Coordinate,STARLINK-4068 - Y-Coordinate,STARLINK-1992 - Y-Coordinate,STARLINK-4094 - Y-Coordinate,STARLINK-11174 [DTC] - Y-Coordinate,STARLINK-6068 - Y-Coordinate,STARLINK-5255 - Y-Coordinate,STARLINK-5964 - Y-Coordinate,STARLINK-5688 - Y-Coordinate,STARLINK-5929 - Y-Coordinate,STARLINK-30329 - Y-Coordinate,STARLINK-4103 - Y-Coordinate,STARLINK-1588 - Y-Coordinate,STARLINK-6111 - Y-Coordinate,STARLINK-30867 - Y-Coordinate,STARLINK-31564 - Y-Coordinate,STARLINK-30820 - Y-Coordinate,STARLINK-5019 - Y-Coordinate,STARLINK-31112 - Y-Coordinate,STARLINK-30355 - Y-Coordinate,STARLINK-5231 - Y-Coordinate,STARLINK-2471 - Y-Coordinate,STARLINK-31451 - Y-Coordinate,STARLINK-4646 - Y-Coordinate,STARLINK-5804 - Y-Coordinate,STARLINK-11264 [DTC] - Y-Coordinate,STARLINK-3986 - Y-Coordinate,STARLINK-30117 - Y-Coordinate,STARLINK-1012 - Y-Coordinate,STARLINK-5610 - Y-Coordinate,STARLINK-6257 - Y-Coordinate,STARLINK-1221 - Y-Coordinate,STARLINK-31624 - Y-Coordinate,STARLINK-4771 - Y-Coordinate,STARLINK-30169 - Y-Coordinate,STARLINK-31368 - Y-Coordinate,STARLINK-31862 - Y-Coordinate,STARLINK-5838 - Y-Coordinate,STARLINK-4449 - Y-Coordinate,STARLINK-31651 - Y-Coordinate,STARLINK-3766 - Y-Coordinate,STARLINK-31242 - Y-Coordinate,STARLINK-6192 - Y-Coordinate,STARLINK-30798 - Y-Coordinate,STARLINK-3158 - Y-Coordinate,STARLINK-4080 - Y-Coordinate,STARLINK-3324 - Y-Coordinate,STARLINK-31858 - Y-Coordinate,STARLINK-5138 - Y-Coordinate,STARLINK-5204 - Y-Coordinate,STARLINK-30540 - Y-Coordinate,STARLINK-1728 - Y-Coordinate,STARLINK-31236 - Y-Coordinate,STARLINK-1918 - Y-Coordinate,STARLINK-5273 - Y-Coordinate,STARLINK-3199 - Y-Coordinate,STARLINK-6104 - Y-Coordinate,STARLINK-1984 - Y-Coordinate,STARLINK-4197 - Y-Coordinate,STARLINK-1844 - Y-Coordinate,STARLINK-31275 - Y-Coordinate,STARLINK-4763 - Y-Coordinate,STARLINK-3791 - Y-Coordinate,STARLINK-4064 - Y-Coordinate,STARLINK-30349 - Y-Coordinate,STARLINK-31766 - Y-Coordinate,STARLINK-30312 - Y-Coordinate,STARLINK-1278 - Y-Coordinate,STARLINK-31306 - Y-Coordinate,STARLINK-31176 - Y-Coordinate,STARLINK-4149 - Y-Coordinate,STARLINK-2052 - Y-Coordinate,STARLINK-30125 - Y-Coordinate,STARLINK-31552 - Y-Coordinate,STARLINK-3768 - Y-Coordinate,STARLINK-32167 - Y-Coordinate,STARLINK-31854 - Y-Coordinate,STARLINK-4288 - Y-Coordinate,STARLINK-30857 - Y-Coordinate,STARLINK-1368 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5932 - Z-Coordinate,STARLINK-6199 - Z-Coordinate,STARLINK-5781 - Z-Coordinate,STARLINK-31494 - Z-Coordinate,STARLINK-2483 - Z-Coordinate,STARLINK-30705 - Z-Coordinate,STARLINK-6226 - Z-Coordinate,STARLINK-5023 - Z-Coordinate,STARLINK-31340 - Z-Coordinate,STARLINK-31612 - Z-Coordinate,STARLINK-6045 - Z-Coordinate,STARLINK-31074 - Z-Coordinate,STARLINK-31935 - Z-Coordinate,STARLINK-31319 - Z-Coordinate,STARLINK-5391 - Z-Coordinate,STARLINK-2423 - Z-Coordinate,STARLINK-5498 - Z-Coordinate,STARLINK-4726 - Z-Coordinate,STARLINK-6222 - Z-Coordinate,STARLINK-5550 - Z-Coordinate,STARLINK-4101 - Z-Coordinate,STARLINK-4068 - Z-Coordinate,STARLINK-1992 - Z-Coordinate,STARLINK-4094 - Z-Coordinate,STARLINK-11174 [DTC] - Z-Coordinate,STARLINK-6068 - Z-Coordinate,STARLINK-5255 - Z-Coordinate,STARLINK-5964 - Z-Coordinate,STARLINK-5688 - Z-Coordinate,STARLINK-5929 - Z-Coordinate,STARLINK-30329 - Z-Coordinate,STARLINK-4103 - Z-Coordinate,STARLINK-1588 - Z-Coordinate,STARLINK-6111 - Z-Coordinate,STARLINK-30867 - Z-Coordinate,STARLINK-31564 - Z-Coordinate,STARLINK-30820 - Z-Coordinate,STARLINK-5019 - Z-Coordinate,STARLINK-31112 - Z-Coordinate,STARLINK-30355 - Z-Coordinate,STARLINK-5231 - Z-Coordinate,STARLINK-2471 - Z-Coordinate,STARLINK-31451 - Z-Coordinate,STARLINK-4646 - Z-Coordinate,STARLINK-5804 - Z-Coordinate,STARLINK-11264 [DTC] - Z-Coordinate,STARLINK-3986 - Z-Coordinate,STARLINK-30117 - Z-Coordinate,STARLINK-1012 - Z-Coordinate,STARLINK-5610 - Z-Coordinate,STARLINK-6257 - Z-Coordinate,STARLINK-1221 - Z-Coordinate,STARLINK-31624 - Z-Coordinate,STARLINK-4771 - Z-Coordinate,STARLINK-30169 - Z-Coordinate,STARLINK-31368 - Z-Coordinate,STARLINK-31862 - Z-Coordinate,STARLINK-5838 - Z-Coordinate,STARLINK-4449 - Z-Coordinate,STARLINK-31651 - Z-Coordinate,STARLINK-3766 - Z-Coordinate,STARLINK-31242 - Z-Coordinate,STARLINK-6192 - Z-Coordinate,STARLINK-30798 - Z-Coordinate,STARLINK-3158 - Z-Coordinate,STARLINK-4080 - Z-Coordinate,STARLINK-3324 - Z-Coordinate,STARLINK-31858 - Z-Coordinate,STARLINK-5138 - Z-Coordinate,STARLINK-5204 - Z-Coordinate,STARLINK-30540 - Z-Coordinate,STARLINK-1728 - Z-Coordinate,STARLINK-31236 - Z-Coordinate,STARLINK-1918 - Z-Coordinate,STARLINK-5273 - Z-Coordinate,STARLINK-3199 - Z-Coordinate,STARLINK-6104 - Z-Coordinate,STARLINK-1984 - Z-Coordinate,STARLINK-4197 - Z-Coordinate,STARLINK-1844 - Z-Coordinate,STARLINK-31275 - Z-Coordinate,STARLINK-4763 - Z-Coordinate,STARLINK-3791 - Z-Coordinate,STARLINK-4064 - Z-Coordinate,STARLINK-30349 - Z-Coordinate,STARLINK-31766 - Z-Coordinate,STARLINK-30312 - Z-Coordinate,STARLINK-1278 - Z-Coordinate,STARLINK-31306 - Z-Coordinate,STARLINK-31176 - Z-Coordinate,STARLINK-4149 - Z-Coordinate,STARLINK-2052 - Z-Coordinate,STARLINK-30125 - Z-Coordinate,STARLINK-31552 - Z-Coordinate,STARLINK-3768 - Z-Coordinate,STARLINK-32167 - Z-Coordinate,STARLINK-31854 - Z-Coordinate,STARLINK-4288 - Z-Coordinate,STARLINK-30857 - Z-Coordinate,STARLINK-1368 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,0.0000,1552.9157,6632.3267,3006.7995,-3569.1678,3092.2559,-4227.1953,-3503.2125,4647.3129,2001.5119,2832.1627,-2719.9400,-4548.7221,-5195.7315,-5133.1070,-1180.2654,5534.4900,3896.3911,-4019.8693,606.4094,-2782.3584,6233.5061,4215.2397,-3364.8669,4422.1013,4378.2767,-4944.9370,2406.3845,3317.7955,-2368.6852,4521.7363,4000.5280,655.4420,4810.1045,-4526.2394,5197.3661,530.8441,-3861.2444,1055.2174,4924.0490,6795.1294,6685.3398,5466.7521,4279.5476,916.0680,4715.9827,-6065.9167,6248.5317,-4589.5846,-4937.4758,-1366.7874,0.0000,3274.0342,-3847.5682,220.8665,2342.5232,2725.5608,-6057.1040,4542.4052,4102.8338,-597.0702,6345.5509,5461.4860,3687.2823,-3693.1903,-4580.2213,591.4018,-5515.2334,-6236.8134,3558.1100,6055.5193,-4023.1744,-770.9540,3112.0377,4578.5492,6886.8693,52.4014,0.0000,-2276.8960,0.0000,-387.5136,-4122.0763,3208.8849,-6224.4114,5468.7913,4501.9724,1079.2012,4336.0836,4439.0910,-6057.6575,-3140.3132,-1166.1709,-1710.3660,-2913.1042,4034.0220,2469.5330,690.8402,-4313.7066,-127.0078,-5238.6337,507.7774,24108.1451,646.3368,2795.0664,11269.5823,9797.8406,7442.6510,4480.8879,141395311.0715,141441171.7460,141427144.4931,141409579.2635,6133.1301,141404049.2621,0.0000,6571.5404,1952.2451,-4000.9548,2436.0377,3842.8386,-5248.4847,-3298.7121,4393.6461,5872.1615,2304.1701,-4431.1338,3327.6130,-4084.0308,-556.4732,-6670.8895,-3711.3859,-2159.9611,-4053.9486,1392.1716,3799.3255,-1200.5241,272.4770,4876.2578,-1655.0077,957.4256,-3247.2927,5888.2353,-5288.2563,3525.9974,3896.4016,2019.4784,5003.8686,3137.1152,-2355.0002,-973.2187,6789.4998,3034.3144,5482.2309,1093.3405,-912.5942,1639.3699,-198.7070,-188.6647,2259.7818,2667.9036,-1995.8916,-2946.4229,3976.1182,-3255.1163,-6017.4294,0.0000,-4117.3614,-4523.2225,6908.6339,-5769.9179,5219.5032,3202.2797,-3908.4196,3459.9793,5201.9106,-2359.7510,2044.7725,5585.5030,-3998.8089,4938.5667,-5178.0720,1182.6666,1790.5023,-4872.2666,2297.2385,1246.3788,-4424.8163,3471.4529,-3263.8522,-162.1952,-6565.1286,0.0000,-3607.7845,0.0000,5224.0672,-1849.3298,-5652.2917,1871.4101,987.6350,-5108.0239,4971.9363,3376.4635,-2841.2017,393.0699,4923.7144,-6816.9684,4955.1057,-4555.1269,5575.0112,6207.7394,-5865.3281,1656.8087,-6519.5232,3639.5136,353160.7265,369734.2275,365123.3890,362698.8643,361618.7048,363468.3169,370349.8407,366353.7720,154316081.5029,154331936.2892,154310676.6599,154308283.8224,366958.1309,154302298.6059,0.0000,1377.7877,-441.5560,-4619.0939,-5297.6638,-4699.7802,1564.8673,4862.8434,2013.7718,2843.4344,5895.3888,4290.3580,-3796.9612,1753.3842,-4642.7744,-1386.2389,1952.1544,-5258.7251,-3957.1800,6757.6467,-5031.7100,-2760.7565,-5352.3190,-3552.7371,-4821.3051,5345.8999,-3553.8613,2696.6731,2948.1725,5483.2120,3562.9581,-5261.8446,-4593.0635,-3866.2673,4683.6036,4206.8925,1269.3538,-4909.6139,-3998.5020,4696.5186,-805.4962,-260.1598,-3895.3785,-5415.0863,-6519.6723,3718.7126,2332.9047,458.0739,-3279.4787,3575.2984,-3188.9225,0.0000,4326.0378,-3524.3578,162.2867,2796.4052,3340.4917,985.5285,3451.8961,4154.3611,4390.9877,-728.7929,3734.4781,-1379.1930,4258.2325,-1491.5478,4534.7830,3807.8828,2352.7079,-3402.6052,2446.7326,-5426.4765,-5131.7794,-4990.4811,-3965.1126,-540.3160,-2197.7763,0.0000,-5427.8638,0.0000,4366.9513,5206.2632,2181.8801,2361.1578,4116.9598,-312.4179,4673.2332,-4175.1553,-4447.2518,-3334.4544,-3681.0138,256.9005,-4515.2184,-4123.7266,467.7930,975.5253,3374.4370,4915.3745,-2291.9600,-2497.0874,-2902.6294,-6737.0109,-1633.0494,-2495.1655,1996.9536,-5958.8968,-12304.0533,-4021.6345,-48885429.0329,-48902383.2437,-48904405.1695,-48903263.9261,-3696.5171,-48897719.5311,
300.000,0.0000,2905.1602,6641.2052,1069.1248,-2704.5651,4846.3939,-5426.2295,-3984.9869,5191.3016,3325.4246,2473.6189,-4092.5978,-3707.3357,-5608.2819,-4868.0064,-2388.1864,4390.5387,3330.9803,-3600.4629,-1368.2962,-673.5564,6342.8749,4583.6737,-1535.6101,2776.5197,5813.9165,-6174.3340,4005.0782,1424.4415,-2139.0394,5026.6608,5288.5766,2237.4141,6084.7850,-5458.6259,5068.1111,2006.6553,-4173.7014,2968.9151,5211.5725,6089.1780,6698.5726,4542.2608,3547.7481,2697.6303,4451.2675,-6723.2106,5213.0883,-2849.8398,-5194.8991,-2853.6522,0.0000,1239.6956,-5270.8280,1702.7833,1248.6911,4431.8959,-4863.4396,5450.4642,4783.1426,1192.8954,5644.7588,6402.5176,4626.5143,-4092.0208,-3712.1508,-1214.9959,-5437.0453,-5000.5723,1763.7955,6796.2866,-2890.5489,-2766.2513,3862.8485,2745.4943,6653.1064,-1551.2925,0.0000,-3715.0975,0.0000,1618.4929,-4117.9861,2215.4934,-6116.3170,6100.4211,3414.3225,3133.9778,5785.6348,2577.9739,-5068.5708,-1286.9675,-2302.3755,435.1268,-4145.2805,4734.5222,3390.2710,-1191.4856,-2676.7043,-1720.4098,-4742.3404,-6811.8802,16261.9985,-7111.3966,-4910.8877,3573.3781,2021.7881,-267.1428,-3153.0351,137993317.4135,138038486.5292,138024729.0745,138006990.1174,-1602.1017,138001987.6436,0.0000,5602.5436,394.9690,-4984.8426,4310.2869,3242.8643,-4294.5576,-1234.9987,2683.4596,4504.1148,198.1396,-2753.0268,5013.6787,-2407.9595,1578.7028,-6473.4744,-3751.4893,-4096.5181,-2445.0085,242.9526,4104.6048,-2558.7171,-1794.1176,4790.7115,-3022.4452,184.8037,-2352.8402,5480.0125,-5457.4341,5206.2037,1968.0358,476.1751,3663.4248,1773.5295,-461.3326,-2976.2948,6066.9469,4484.0674,5425.6701,-1028.6159,-2040.2536,403.4083,-2099.7675,-2238.8923,971.5131,712.3697,-852.3249,-4113.8864,4347.2815,-1265.0967,-4788.1520,0.0000,-4827.9226,-4009.7171,6560.6530,-6623.7390,4675.7218,4284.4200,-4040.5511,1434.2226,4243.2887,-3713.4006,466.7311,4200.5945,-2060.3348,5804.1142,-4239.9589,3067.0285,2792.6712,-4836.7843,863.8579,3113.1026,-4576.2376,1462.8485,-3854.0250,-1354.9464,-5811.5775,0.0000,-1972.6500,0.0000,5566.5161,310.1537,-6477.5814,3172.6741,-838.3013,-5701.4818,4473.6287,2533.1931,-3629.4325,2084.3332,4772.4422,-6343.7533,5045.6051,-2821.8318,4489.2880,5174.6439,-5183.4776,3062.5762,-5705.9269,4881.9045,353144.5282,370090.7164,365300.4182,362903.0775,361652.6874,363578.4766,370336.0539,366576.8267,157369342.0241,157385952.4760,157364470.6757,157361842.6866,367000.3053,157355521.7695,0.0000,2764.1413,-1936.8866,-4515.9528,-4565.0943,-3522.6760,40.9736,5420.7043,3283.4039,3898.5318,6474.3233,4593.9618,-2700.0008,3076.7176,-4693.5070,420.1541,3850.0754,-4429.1656,-5414.9992,6784.1673,-5494.7787,-1058.8020,-4717.3934,-4734.7687,-5357.3753,3856.1334,-1987.3873,1299.1919,3978.6998,4058.5533,4377.4168,-4423.4309,-5304.8048,-2783.7330,4238.7452,3336.6089,2670.1732,-3266.7143,-2982.4214,4391.7529,-2536.4437,1543.8054,-4479.0255,-5483.6998,-6342.2359,4779.1937,569.8573,1951.8693,-4540.6833,4376.1118,-4145.6279,0.0000,4639.9684,-1951.6748,-1372.4392,1093.1111,2086.1518,2424.6502,1351.4347,4595.2415,5220.2962,830.3587,2601.1707,-2767.9926,5172.5738,317.2958,5315.9143,2714.9311,3847.8748,-4634.2453,1010.7355,-5397.8859,-4232.1994,-5438.7017,-4995.0607,1273.5352,-3430.1165,0.0000,-5474.0686,0.0000,3594.7484,5518.9552,410.7768,613.3740,3151.7423,1504.8728,4230.2924,-2779.9596,-5267.4033,-4235.7409,-4819.3157,-1542.8424,-4713.9054,-4593.2812,2230.3741,2699.0655,4237.3464,5381.4502,-3502.5520,-760.2326,-3065.1257,-6880.8389,-1710.4674,-2803.4389,1905.3158,-5814.9848,-12509.3523,-4592.3461,-48888909.6937,-48906073.3610,-48908179.3306,-48907199.9914,-3828.7525,-48901206.3698,
600.000,0.0000,3997.4065,6012.1770,-955.3552,-1613.4025,6091.0337,-6095.7689,-4120.3658,5207.2373,4348.7199,1946.5852,-5072.8577,-2510.0319,-5478.2219,-4179.3061,-3362.6187,2776.4428,2481.6081,-2878.4904,-3145.2134,1502.1595,5827.7746,4527.1477,471.4066,866.1753,6677.5635,-6781.6261,5203.1485,-625.6694,-1744.7495,5090.7982,6077.8738,3637.0528,6772.7736,-5893.4616,4438.6766,3312.9866,-4097.5905,4571.6831,5026.8648,4773.5887,6040.2398,3167.1314,2520.7861,4254.0934,3720.9616,-6675.0708,3663.4109,-811.5267,-4985.5660,-4103.0067,0.0000,-912.0337,-6157.4805,3031.5454,38.2189,5666.8690,-3188.6886,5770.8839,5014.5413,2901.3965,4361.0127,6730.7477,5122.9215,-4142.2770,-2468.2034,-2940.5496,-4823.9288,-3264.5954,-229.1222,6876.1025,-1518.6163,-4455.9408,4276.6304,633.2770,5753.6939,-3034.7147,0.0000,-4829.6764,0.0000,3440.8449,-3764.0684,1000.2785,-5403.1633,6157.2867,1957.5320,4883.1881,6653.4846,467.0139,-3610.4516,720.6133,-3227.2393,2539.9742,-4993.5661,4981.1428,3978.2885,-2980.7277,-787.7094,-3177.0675,-3766.1204,-14130.1101,8410.4164,-14866.2538,-12615.3347,-4121.8336,-5765.0445,-7973.6252,-10675.0204,134525412.0504,134569873.3313,134556384.7515,134538460.8574,-9336.3783,134534016.2559,0.0000,4080.5098,-1217.9779,-5497.8765,5750.5908,2345.7236,-2922.1398,951.3922,670.4533,2685.8170,-1948.2306,-809.1321,6178.5795,-471.1516,3568.1010,-5629.1802,-3455.0289,-5621.5780,-553.5670,-1014.1018,4061.0158,-3652.2055,-3653.8769,4275.6768,-4120.7785,-556.7383,-1244.8589,4544.5868,-5125.9642,6348.9828,-155.1703,-1072.6222,1981.3500,263.6020,1451.4944,-4654.9178,4758.4864,5454.2455,4852.7565,-3037.2696,-2992.6722,-890.4382,-3806.3560,-4087.4746,-345.2719,-1353.5318,373.9345,-4898.4022,4333.8079,859.4709,-3113.5379,0.0000,-5090.0071,-3115.1456,5571.1978,-6790.8066,3663.0733,4971.4145,-3713.3361,-733.7073,2891.5655,-4693.3702,-1133.2727,2381.3317,88.8754,6088.7935,-2924.8976,4622.3017,3559.1927,-4369.8200,-643.7683,4695.5794,-4298.2358,-682.3297,-4112.6404,-2426.8319,-4506.0455,0.0000,-181.7535,0.0000,5372.2828,2444.0526,-6639.5299,4152.1777,-2559.5146,-5712.1150,3578.8871,1467.7004,-4113.6819,3607.3813,4193.1383,-5238.0317,4690.7292,-817.0350,2939.2292,3578.9247,-3999.3552,4193.6693,-4347.7876,5617.8597,352978.7052,370280.4054,365315.8619,362955.2660,361525.5986,363531.6777,370160.1867,366676.3442,160347611.5243,160364960.1483,160343256.6552,160340362.4881,366879.4133,160333750.6158,0.0000,3849.1824,-3224.5358,-3904.2451,-3324.2102,-1948.8001,-1487.3526,5376.7612,4164.9514,4516.4820,6363.9442,4364.6080,-1296.3277,4056.6585,-4245.3294,2181.1223,5337.8182,-3117.9858,-6298.6353,6086.1551,-5361.1958,757.0997,-3553.1287,-5405.8521,-5274.3218,1962.2004,-205.1377,-238.7625,4578.3545,2201.3035,4727.5842,-3108.0157,-5423.3746,-1401.9916,3339.7066,2081.4046,3784.3479,-1275.9033,-1637.9809,3609.5878,-3992.6473,3179.0681,-4536.9745,-4960.1081,-5496.9864,5241.4375,-1257.8375,3235.6786,-5310.4135,4704.6283,-4661.8872,0.0000,4431.2916,-167.4866,-2759.1169,-732.6850,592.2863,3602.8238,-894.6922,4513.1410,5467.8692,2295.5932,1188.7167,-3847.8279,5529.3761,2091.5986,5523.5929,1315.2034,4925.8655,-5369.6513,-533.8895,-4777.3769,-2857.6987,-5280.3052,-5479.6483,2949.5225,-4294.2810,0.0000,-4928.8907,0.0000,2419.1246,5232.7672,-1405.7908,-1200.5687,1847.1339,3152.4739,3330.6133,-1083.1783,-5516.3319,-4683.1629,-5436.4889,-3176.6886,-4406.0916,-4543.2769,3750.2984,4109.8315,4620.7316,5225.1697,-4335.3349,1061.0347,-3227.7217,-7024.4464,-1791.9148,-3114.6321,1810.6300,-5665.4019,-12710.0281,-5103.6435,-48892395.9539,-48909763.3455,-48911951.8938,-48911113.3299,-3960.9842,-48904693.2477,
