sl_100_86400_20290118 Coordinates.csv
2029/01/18 07:47:00.0000 UTC

Generated: Tue Oct  8 21:48:34 2024,
Start: 2029/01/18 07:47:00.00, Stop: 2029/01/19 07:47:00.00,
TIME_UNITS,STARLINK-5059 - X-Coordinate,STARLINK-1212 - X-Coordinate,STARLINK-31926 - X-Coordinate,STARLINK-1605 - X-Coordinate,STARLINK-1588 - X-Coordinate,STARLINK-4126 - X-Coordinate,STARLINK-31683 - X-Coordinate,STARLINK-31591 - X-Coordinate,STARLINK-3459 - X-Coordinate,STARLINK-31277 - X-Coordinate,STARLINK-1052 - X-Coordinate,STARLINK-3101 - X-Coordinate,STARLINK-30887 - X-Coordinate,STARLINK-31423 - X-Coordinate,STARLINK-1917 - X-Coordinate,STARLINK-31588 - X-Coordinate,STARLINK-6299 - X-Coordinate,STARLINK-11123 [DTC] - X-Coordinate,STARLINK-1411 - X-Coordinate,STARLINK-1351 - X-Coordinate,STARLINK-6110 - X-Coordinate,STARLINK-2388 - X-Coordinate,STARLINK-2383 - X-Coordinate,STARLINK-5950 - X-Coordinate,STARLINK-6064 - X-Coordinate,STARLINK-31987 - X-Coordinate,STARLINK-4307 - X-Coordinate,STARLINK-30480 - X-Coordinate,STARLINK-1307 - X-Coordinate,STARLINK-5245 - X-Coordinate,STARLINK-31348 - X-Coordinate,STARLINK-5350 - X-Coordinate,STARLINK-30904 - X-Coordinate,STARLINK-6249 - X-Coordinate,STARLINK-1227 - X-Coordinate,STARLINK-31574 - X-Coordinate,STARLINK-31092 - X-Coordinate,STARLINK-3234 - X-Coordinate,STARLINK-30191 - X-Coordinate,STARLINK-5948 - X-Coordinate,STARLINK-2018 - X-Coordinate,STARLINK-32120 - X-Coordinate,STARLINK-31796 - X-Coordinate,STARLINK-1540 - X-Coordinate,STARLINK-4785 - X-Coordinate,STARLINK-3460 - X-Coordinate,STARLINK-1758 - X-Coordinate,STARLINK-4439 - X-Coordinate,STARLINK-3833 - X-Coordinate,STARLINK-4421 - X-Coordinate,STARLINK-1205 - X-Coordinate,STARLINK-30607 - X-Coordinate,STARLINK-31961 - X-Coordinate,STARLINK-1011 - X-Coordinate,STARLINK-5163 - X-Coordinate,STARLINK-3318 - X-Coordinate,STARLINK-3983 - X-Coordinate,STARLINK-32083 - X-Coordinate,STARLINK-4504 - X-Coordinate,STARLINK-4332 - X-Coordinate,STARLINK-3357 - X-Coordinate,STARLINK-4448 - X-Coordinate,STARLINK-32304 - X-Coordinate,STARLINK-30149 - X-Coordinate,STARLINK-5210 - X-Coordinate,STARLINK-31145 - X-Coordinate,STARLINK-4034 - X-Coordinate,STARLINK-2484 - X-Coordinate,STARLINK-2545 - X-Coordinate,STARLINK-30350 - X-Coordinate,STARLINK-4150 - X-Coordinate,STARLINK-1356 - X-Coordinate,STARLINK-3954 - X-Coordinate,STARLINK-31814 - X-Coordinate,STARLINK-5712 - X-Coordinate,STARLINK-6308 - X-Coordinate,STARLINK-30485 - X-Coordinate,STARLINK-5060 - X-Coordinate,STARLINK-3924 - X-Coordinate,STARLINK-4426 - X-Coordinate,STARLINK-30241 - X-Coordinate,STARLINK-11084 [DTC] - X-Coordinate,STARLINK-4064 - X-Coordinate,STARLINK-3059 - X-Coordinate,STARLINK-30260 - X-Coordinate,STARLINK-31459 - X-Coordinate,STARLINK-1019 - X-Coordinate,STARLINK-31018 - X-Coordinate,STARLINK-1527 - X-Coordinate,STARLINK-32042 - X-Coordinate,STARLINK-1132 - X-Coordinate,STARLINK-4539 - X-Coordinate,STARLINK-31038 - X-Coordinate,STARLINK-2053 - X-Coordinate,STARLINK-31496 - X-Coordinate,STARLINK-5338 - X-Coordinate,STARLINK-31397 - X-Coordinate,STARLINK-30713 - X-Coordinate,STARLINK-11197 [DTC] - X-Coordinate,STARLINK-1094 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5059 - Y-Coordinate,STARLINK-1212 - Y-Coordinate,STARLINK-31926 - Y-Coordinate,STARLINK-1605 - Y-Coordinate,STARLINK-1588 - Y-Coordinate,STARLINK-4126 - Y-Coordinate,STARLINK-31683 - Y-Coordinate,STARLINK-31591 - Y-Coordinate,STARLINK-3459 - Y-Coordinate,STARLINK-31277 - Y-Coordinate,STARLINK-1052 - Y-Coordinate,STARLINK-3101 - Y-Coordinate,STARLINK-30887 - Y-Coordinate,STARLINK-31423 - Y-Coordinate,STARLINK-1917 - Y-Coordinate,STARLINK-31588 - Y-Coordinate,STARLINK-6299 - Y-Coordinate,STARLINK-11123 [DTC] - Y-Coordinate,STARLINK-1411 - Y-Coordinate,STARLINK-1351 - Y-Coordinate,STARLINK-6110 - Y-Coordinate,STARLINK-2388 - Y-Coordinate,STARLINK-2383 - Y-Coordinate,STARLINK-5950 - Y-Coordinate,STARLINK-6064 - Y-Coordinate,STARLINK-31987 - Y-Coordinate,STARLINK-4307 - Y-Coordinate,STARLINK-30480 - Y-Coordinate,STARLINK-1307 - Y-Coordinate,STARLINK-5245 - Y-Coordinate,STARLINK-31348 - Y-Coordinate,STARLINK-5350 - Y-Coordinate,STARLINK-30904 - Y-Coordinate,STARLINK-6249 - Y-Coordinate,STARLINK-1227 - Y-Coordinate,STARLINK-31574 - Y-Coordinate,STARLINK-31092 - Y-Coordinate,STARLINK-3234 - Y-Coordinate,STARLINK-30191 - Y-Coordinate,STARLINK-5948 - Y-Coordinate,STARLINK-2018 - Y-Coordinate,STARLINK-32120 - Y-Coordinate,STARLINK-31796 - Y-Coordinate,STARLINK-1540 - Y-Coordinate,STARLINK-4785 - Y-Coordinate,STARLINK-3460 - Y-Coordinate,STARLINK-1758 - Y-Coordinate,STARLINK-4439 - Y-Coordinate,STARLINK-3833 - Y-Coordinate,STARLINK-4421 - Y-Coordinate,STARLINK-1205 - Y-Coordinate,STARLINK-30607 - Y-Coordinate,STARLINK-31961 - Y-Coordinate,STARLINK-1011 - Y-Coordinate,STARLINK-5163 - Y-Coordinate,STARLINK-3318 - Y-Coordinate,STARLINK-3983 - Y-Coordinate,STARLINK-32083 - Y-Coordinate,STARLINK-4504 - Y-Coordinate,STARLINK-4332 - Y-Coordinate,STARLINK-3357 - Y-Coordinate,STARLINK-4448 - Y-Coordinate,STARLINK-32304 - Y-Coordinate,STARLINK-30149 - Y-Coordinate,STARLINK-5210 - Y-Coordinate,STARLINK-31145 - Y-Coordinate,STARLINK-4034 - Y-Coordinate,STARLINK-2484 - Y-Coordinate,STARLINK-2545 - Y-Coordinate,STARLINK-30350 - Y-Coordinate,STARLINK-4150 - Y-Coordinate,STARLINK-1356 - Y-Coordinate,STARLINK-3954 - Y-Coordinate,STARLINK-31814 - Y-Coordinate,STARLINK-5712 - Y-Coordinate,STARLINK-6308 - Y-Coordinate,STARLINK-30485 - Y-Coordinate,STARLINK-5060 - Y-Coordinate,STARLINK-3924 - Y-Coordinate,STARLINK-4426 - Y-Coordinate,STARLINK-30241 - Y-Coordinate,STARLINK-11084 [DTC] - Y-Coordinate,STARLINK-4064 - Y-Coordinate,STARLINK-3059 - Y-Coordinate,STARLINK-30260 - Y-Coordinate,STARLINK-31459 - Y-Coordinate,STARLINK-1019 - Y-Coordinate,STARLINK-31018 - Y-Coordinate,STARLINK-1527 - Y-Coordinate,STARLINK-32042 - Y-Coordinate,STARLINK-1132 - Y-Coordinate,STARLINK-4539 - Y-Coordinate,STARLINK-31038 - Y-Coordinate,STARLINK-2053 - Y-Coordinate,STARLINK-31496 - Y-Coordinate,STARLINK-5338 - Y-Coordinate,STARLINK-31397 - Y-Coordinate,STARLINK-30713 - Y-Coordinate,STARLINK-11197 [DTC] - Y-Coordinate,STARLINK-1094 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5059 - Z-Coordinate,STARLINK-1212 - Z-Coordinate,STARLINK-31926 - Z-Coordinate,STARLINK-1605 - Z-Coordinate,STARLINK-1588 - Z-Coordinate,STARLINK-4126 - Z-Coordinate,STARLINK-31683 - Z-Coordinate,STARLINK-31591 - Z-Coordinate,STARLINK-3459 - Z-Coordinate,STARLINK-31277 - Z-Coordinate,STARLINK-1052 - Z-Coordinate,STARLINK-3101 - Z-Coordinate,STARLINK-30887 - Z-Coordinate,STARLINK-31423 - Z-Coordinate,STARLINK-1917 - Z-Coordinate,STARLINK-31588 - Z-Coordinate,STARLINK-6299 - Z-Coordinate,STARLINK-11123 [DTC] - Z-Coordinate,STARLINK-1411 - Z-Coordinate,STARLINK-1351 - Z-Coordinate,STARLINK-6110 - Z-Coordinate,STARLINK-2388 - Z-Coordinate,STARLINK-2383 - Z-Coordinate,STARLINK-5950 - Z-Coordinate,STARLINK-6064 - Z-Coordinate,STARLINK-31987 - Z-Coordinate,STARLINK-4307 - Z-Coordinate,STARLINK-30480 - Z-Coordinate,STARLINK-1307 - Z-Coordinate,STARLINK-5245 - Z-Coordinate,STARLINK-31348 - Z-Coordinate,STARLINK-5350 - Z-Coordinate,STARLINK-30904 - Z-Coordinate,STARLINK-6249 - Z-Coordinate,STARLINK-1227 - Z-Coordinate,STARLINK-31574 - Z-Coordinate,STARLINK-31092 - Z-Coordinate,STARLINK-3234 - Z-Coordinate,STARLINK-30191 - Z-Coordinate,STARLINK-5948 - Z-Coordinate,STARLINK-2018 - Z-Coordinate,STARLINK-32120 - Z-Coordinate,STARLINK-31796 - Z-Coordinate,STARLINK-1540 - Z-Coordinate,STARLINK-4785 - Z-Coordinate,STARLINK-3460 - Z-Coordinate,STARLINK-1758 - Z-Coordinate,STARLINK-4439 - Z-Coordinate,STARLINK-3833 - Z-Coordinate,STARLINK-4421 - Z-Coordinate,STARLINK-1205 - Z-Coordinate,STARLINK-30607 - Z-Coordinate,STARLINK-31961 - Z-Coordinate,STARLINK-1011 - Z-Coordinate,STARLINK-5163 - Z-Coordinate,STARLINK-3318 - Z-Coordinate,STARLINK-3983 - Z-Coordinate,STARLINK-32083 - Z-Coordinate,STARLINK-4504 - Z-Coordinate,STARLINK-4332 - Z-Coordinate,STARLINK-3357 - Z-Coordinate,STARLINK-4448 - Z-Coordinate,STARLINK-32304 - Z-Coordinate,STARLINK-30149 - Z-Coordinate,STARLINK-5210 - Z-Coordinate,STARLINK-31145 - Z-Coordinate,STARLINK-4034 - Z-Coordinate,STARLINK-2484 - Z-Coordinate,STARLINK-2545 - Z-Coordinate,STARLINK-30350 - Z-Coordinate,STARLINK-4150 - Z-Coordinate,STARLINK-1356 - Z-Coordinate,STARLINK-3954 - Z-Coordinate,STARLINK-31814 - Z-Coordinate,STARLINK-5712 - Z-Coordinate,STARLINK-6308 - Z-Coordinate,STARLINK-30485 - Z-Coordinate,STARLINK-5060 - Z-Coordinate,STARLINK-3924 - Z-Coordinate,STARLINK-4426 - Z-Coordinate,STARLINK-30241 - Z-Coordinate,STARLINK-11084 [DTC] - Z-Coordinate,STARLINK-4064 - Z-Coordinate,STARLINK-3059 - Z-Coordinate,STARLINK-30260 - Z-Coordinate,STARLINK-31459 - Z-Coordinate,STARLINK-1019 - Z-Coordinate,STARLINK-31018 - Z-Coordinate,STARLINK-1527 - Z-Coordinate,STARLINK-32042 - Z-Coordinate,STARLINK-1132 - Z-Coordinate,STARLINK-4539 - Z-Coordinate,STARLINK-31038 - Z-Coordinate,STARLINK-2053 - Z-Coordinate,STARLINK-31496 - Z-Coordinate,STARLINK-5338 - Z-Coordinate,STARLINK-31397 - Z-Coordinate,STARLINK-30713 - Z-Coordinate,STARLINK-11197 [DTC] - Z-Coordinate,STARLINK-1094 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,1199.7048,-3715.0495,4065.7322,5779.6872,-3078.5754,3751.2490,-4971.2103,-881.2125,4361.8159,3697.1500,0.0000,-2282.0832,1457.9241,-1148.5637,4051.4664,6503.8990,2256.3273,2714.0028,-3869.9581,-3766.4956,2990.3635,-4052.2880,3297.9302,-4041.6346,175.3128,6322.2490,-5949.7537,-4304.6837,5095.2844,-3351.7220,-5588.4321,-4546.4783,-1890.1038,-6020.5688,-3208.5474,6230.5513,-2837.7589,4055.7099,6750.8852,-2028.4168,3025.2735,0.0000,-4454.8679,-3473.8434,-2677.7711,4396.2573,3963.1982,-611.4099,-6164.3111,-907.6707,-729.3444,6308.9016,-4173.9673,-2206.6505,-3770.7766,2721.0533,-2883.2492,-5406.0348,657.8839,1819.9988,2030.8404,1006.6014,-1203.2964,-4920.1410,6821.5398,-3990.2298,6695.0890,5377.8187,-242.5892,4965.1181,3845.2815,-6901.1944,-5974.2943,615.2280,4367.3045,3606.4347,4584.8686,-2206.6873,1236.0619,953.9232,-1296.6207,5174.9206,-313.3722,-3527.5468,-4911.0669,-2710.1924,3062.7025,-5032.7735,3514.1569,6164.4515,-6422.2016,4650.2833,1632.0919,1977.5259,-1246.8293,1862.1000,-2907.3494,-4399.4596,-4051.5814,-5837.2373,119783.8543,88617.3338,107990.0197,107026.9966,99376.4600,100291.6188,99776.5902,101868.7776,-113947160.5872,-113919135.0056,-113928102.8424,-113930124.6278,102157.2631,-113928164.8856,3956.5118,4495.8949,3850.6514,1858.6483,2720.4323,5432.2943,-290.3815,4373.8357,-2321.0348,-3537.3694,0.0000,-626.9666,-6284.4728,-6360.8866,689.5464,1323.7426,4715.2344,3946.9942,1665.8501,-5728.4140,-6147.5791,-826.9718,3342.3258,-3612.4698,-2533.5967,2598.5795,-3081.4370,4343.6000,-1175.2683,4311.7521,1759.2922,-3855.3684,-6576.6938,1713.5336,-4458.3262,1784.2296,4141.2504,922.8962,-1400.0360,-4791.5283,2756.3106,0.0000,-2216.7278,-5330.0436,6140.1173,-155.2584,3066.9827,-6600.4283,1421.2557,-6543.3274,-4880.7560,-841.3270,-3128.5763,-4925.9435,-2163.3622,3765.3579,3556.4511,-845.1526,4623.3527,537.4220,-3604.3500,5934.9008,3893.3040,1589.3708,-0.7048,5424.1416,1251.8469,3252.8705,-4142.7059,-4011.5323,1705.8967,447.8668,-1002.1333,5227.7355,-3280.6119,3808.8413,4969.6819,6275.7162,-4078.3626,335.2056,-4890.7037,4073.7221,6841.3287,-5762.8626,-3781.5595,4610.9502,5717.1366,-175.7813,3982.3072,-1970.5459,-688.6620,2051.2885,6457.7184,6014.4273,-4639.9468,1785.3621,-4668.8531,-4860.5968,4967.5719,-2267.3306,391889.0386,381530.5001,388331.6813,390241.4759,394078.2781,392203.6215,384645.7908,387051.9471,-111956773.6367,-111949956.7088,-111956532.0507,-111945196.1179,387388.9061,-111950032.0832,5494.5769,-3700.3493,3892.3662,2540.8222,5455.2044,2017.7502,-4571.5110,5125.6793,-4772.9483,4332.1846,0.0000,6483.3971,-2297.2733,-2164.9506,-5292.0167,-1498.8020,4528.8476,-4742.7227,-5467.2401,899.4510,1058.7134,5487.0963,-4987.8633,4311.3449,-6475.9289,312.1536,-1799.4621,3131.0126,-4528.3378,-4229.2048,3486.0202,-3528.6741,835.5767,-2975.5344,-4199.9515,2102.0449,4601.8228,-5524.4232,7.4900,4553.1183,5429.6188,0.0000,4596.3349,-2483.3194,1131.2295,5365.5568,4662.3093,1966.0776,2744.6805,2012.3967,4857.1059,2453.1758,4298.5329,4269.8590,-5341.0285,-5110.1588,5156.6159,-4135.7749,-5094.7676,6704.7206,-5491.4061,3405.6399,5414.5879,4666.2524,-687.4976,-1724.0489,-821.3613,2553.8940,-5328.4504,-2723.3189,-5481.5202,207.1311,-2722.8636,4296.3938,4241.1640,4518.0479,-1509.0304,-1951.1484,5401.8189,6837.8062,-4715.0154,1410.5127,-981.7490,1582.8209,3072.8737,4210.9640,-2412.4560,4519.1810,3885.2477,-2293.1220,2428.1243,-4679.6582,1791.9917,2495.3300,-4836.3818,6430.6801,-3958.5815,1928.3262,1611.0077,-2840.8976,-24130.7556,-26704.6597,-25869.5065,-25667.3016,-21859.4921,-30502.9516,-36013.4067,-29307.6380,-3902338.8744,-3890165.5121,-3922785.9119,-3899397.5109,-27548.5549,-3905669.8423,
3600.000,-5188.5586,2699.2020,-5160.0843,-2920.2510,-84.5421,-4104.0974,4881.2277,-2418.6900,-254.5258,1038.4972,0.0000,4211.3189,348.0553,3676.6927,-5120.5304,-4742.5158,-5268.1063,-4626.5307,2793.9883,4514.1581,46.0745,4611.8687,-4585.2702,5360.1828,3234.3121,-5544.1806,3934.6374,2543.4220,-5724.2024,2264.8384,4919.3583,6600.4448,3815.0732,5547.6633,4181.7409,-4662.6919,-1386.0255,-4544.9780,-4872.9790,5206.5665,-5975.1886,0.0000,6076.7535,4029.2102,452.5934,-2882.4619,-6602.5474,-1218.0105,5949.3478,-1075.6815,3533.2563,-5868.9085,6663.7218,4125.0022,6379.6819,-4728.8389,-1463.5680,6732.0369,-3848.4283,3476.5176,2026.0999,1377.4150,-3089.9040,2954.9494,-4696.7446,1106.9159,-5797.9433,-4084.3178,4984.6364,-1426.2223,-4802.6401,5403.7258,5903.7350,-4382.4519,-714.6523,-6361.2306,-5817.8492,1905.3736,3207.9479,311.0865,5018.9352,-5502.4720,-1605.2267,2706.9826,6616.0211,-240.0775,-3827.9417,3798.2054,-6008.2725,-2753.1223,3990.0699,-6826.7657,-3738.5034,-3731.5561,4544.3659,-5744.6036,5251.2573,4304.3567,-613.2382,6633.5927,17010.4109,-11808.8411,6966.6693,4892.9916,-1836.8446,-66.6700,-1147.2951,1925.8340,-80986947.9393,-80963566.3088,-80961144.8258,-80975378.9005,1320.5754,-80968114.5092,-2971.4175,-6333.0552,650.0916,2687.3820,-5833.9808,-2086.6837,-4140.6154,-6123.4009,4482.5792,5582.4384,0.0000,-3328.1180,6422.9312,5415.5736,3744.5901,2119.7084,-1881.0388,977.0933,-5456.2325,4043.7559,5599.8574,-3426.8305,1228.0529,-278.4502,4704.8454,-291.4669,4518.5200,-6359.6931,3792.8673,-6516.6183,-4721.8677,2088.8270,4981.5206,-4111.2734,318.6936,1991.3363,-5777.0036,3270.3367,3425.5348,2141.4685,585.0113,0.0000,-1847.2455,1372.6562,-5783.7193,4096.5013,-1631.1257,2967.2819,-3073.9495,2922.0589,5774.9484,2653.1875,98.9687,947.1694,-515.2744,240.4234,-4577.7453,-1294.7711,-5416.8471,-625.1914,5277.3530,-6509.4713,-5227.8539,-4905.1316,1968.0712,-4745.5038,697.4307,824.0900,2564.9881,4924.2375,2511.7473,-1963.4995,-1472.2655,-5048.5600,5279.8797,-1696.6074,-3061.9475,-5904.6955,4188.9430,-5292.7082,3485.3107,-1706.3673,-4884.6349,3069.8560,1977.6861,-6724.1868,-2337.8426,-4449.7940,-2292.6334,3420.3766,-1945.9195,-214.7196,-5446.6505,-5227.7607,4975.5586,-764.7433,370.1958,1171.2076,-4022.5930,645.8524,410598.4119,391721.1068,400154.3696,401664.3516,407664.3766,404211.9617,398870.0189,401182.3506,-137622114.4605,-137614889.4296,-137619111.3794,-137615437.4746,400833.7995,-137614200.7180,-3420.6378,-508.8902,-4423.8932,-5259.2926,-3571.5892,-5153.2976,2154.0548,-1717.3987,5183.4485,-3582.1329,0.0000,-4357.6037,-2352.6020,-1901.2688,2134.2918,4383.7856,-4083.4156,4789.1423,3152.8619,3324.5522,-4070.4711,-3790.5516,4923.1887,-4392.0974,3959.4484,3990.9278,-3496.6994,544.8408,778.4493,239.0682,217.5842,160.5218,2848.8728,-589.2109,5482.8186,-4558.3192,-3348.5946,4039.3289,3462.8642,-4029.9013,-3215.8593,0.0000,-2380.3114,5328.7438,3528.0837,-4820.8933,-843.3208,-6129.3418,1651.6861,-6168.1612,-1500.7375,2245.6651,-1170.7428,-5439.9145,2519.2130,5010.9756,-4962.6067,-78.2807,1874.3371,-6022.9565,3895.4828,1906.2236,-3033.3345,-3978.0253,4579.1606,4942.8112,-3604.8384,-5363.0173,3749.7632,4663.0745,4266.9475,3842.3730,-2662.3912,-1253.8336,-4422.7484,-2164.7835,-2192.2767,-3104.9201,-4435.7308,-4460.0541,3223.1097,3486.0294,4616.7601,-5615.1001,459.1819,-1076.1525,5257.1482,-3418.0015,1413.4518,5267.1607,-5291.3490,1002.0794,1981.5031,2251.4007,1002.2007,-3818.3710,4252.4620,-5184.3054,-5215.7451,-1679.6367,-22796.6106,-25497.9117,-23752.9396,-26505.8075,-19929.9234,-25525.1273,-35263.1529,-24435.0198,-3914232.7816,-3895132.3369,-3928998.5706,-3914540.7107,-26074.3779,-3914467.6433,
7200.000,6626.5195,-333.8757,4886.6253,-902.5658,2206.0934,4147.3996,-2574.2439,3883.8063,-3057.6680,-4487.3101,0.0000,-5122.2049,-2690.9188,-4849.3509,3201.7070,1359.9951,6787.4296,5004.6088,-1419.4050,-4203.3962,-3721.4585,-4017.9088,4963.9109,-5651.6747,-4100.4030,2623.7553,-86.6305,486.5242,3956.1163,-237.6670,-1759.3749,-6074.7117,-4919.4652,-2879.8245,-4920.2320,1754.1628,4336.2951,4157.4813,1017.3619,-6835.4583,6072.6325,0.0000,-4837.3914,-4167.4098,3060.1563,1560.4047,5819.0020,-91.1099,-2826.5195,-31.0625,-4502.0074,2108.4678,-5473.2840,-5579.5602,-6221.0861,5850.6847,4589.3981,-4631.6930,4877.4659,-6428.5651,-4310.7454,-2083.1046,4959.1563,-896.2424,674.5693,2920.6245,2376.1407,2001.2800,-6640.6979,-2568.6156,4764.9565,-1729.4931,-1315.3706,5673.5907,-2576.1161,6738.2433,5219.4665,336.8494,-5822.7003,-2980.0238,-6728.8933,3102.4765,4120.4927,-2405.0776,-5791.1819,2793.0124,4518.7718,-1441.0588,3653.8645,-1655.0653,-727.3279,5906.6420,4831.1775,4106.8388,-5074.1239,6821.9483,-5741.3247,-3543.6934,5576.3087,-4329.0781,-87587.1522,-111394.7405,-94530.6267,-100119.0830,-103252.7194,-98157.3714,-102638.5237,-100369.3042,-42512549.5220,-42493353.4968,-42482627.6010,-42495848.8325,-99705.4602,-42494383.4270,1610.9777,5332.0260,-4471.6832,-6158.7517,6404.2926,-2371.9179,5890.9963,4683.6565,-5800.5848,-4969.0683,0.0000,4613.5106,-3391.3502,-1607.9314,-5059.9927,-5428.4147,-805.5667,-4460.9262,6645.6382,-138.3489,-3664.4032,5563.6602,-4517.8427,3591.0005,-5550.7912,-3230.8264,-1907.8997,5665.7373,-4504.9398,5702.0384,5407.1648,423.4782,-1194.1629,5039.8713,3539.6396,-5552.3209,5240.0257,-5519.7082,-4961.5487,440.2824,-2690.5225,0.0000,4406.7331,3352.8656,2705.1000,-6617.7281,-399.9952,2491.9090,3819.8154,2624.7357,-4471.8896,-3766.4798,2673.4132,2699.4246,2186.6704,-3239.4029,4911.9181,2778.5821,4189.7606,-1812.5229,-5339.3844,2564.2557,4268.9037,6835.3682,-4335.4504,3432.3948,-3346.2445,-5191.7657,-670.9403,-5198.6538,-4985.3107,3787.6833,3748.8842,2514.6102,-6151.8906,-534.9539,-382.3552,2951.9530,-3644.4206,6209.3815,-1553.7083,-2655.9760,1339.1998,1580.2621,733.3249,5499.0863,-1987.9086,6598.7515,-1828.9136,-4808.6911,4959.1955,-1383.4052,2041.3800,1234.8576,-2803.9432,653.0097,3432.1771,3546.7793,1510.7987,1770.2845,402585.1548,376072.1392,386102.6052,386178.9305,395199.3014,387632.3860,387111.7456,387922.3225,-153855597.8285,-153850317.1000,-153846653.0945,-153852706.4140,388440.6965,-153846704.0345,-956.3372,4362.3507,1629.9401,2139.2603,-937.3079,4975.4156,2069.3341,-3049.9177,-2041.7518,-460.1035,0.0000,-542.7856,5294.7821,4500.1714,2988.9747,-3874.0511,1092.7519,-682.0051,1180.7483,-5496.1304,4529.7838,-479.3015,-1358.9128,1790.1493,813.9718,-5435.0592,6656.3346,-3868.2743,3432.7015,3873.7108,-3773.1500,3286.9448,-4686.0655,3773.7248,-3328.7563,3532.4842,-462.5684,-25.6822,-4683.1994,983.5449,-1496.4154,0.0000,-1782.9218,-4249.9855,-5435.7573,1417.4571,-3600.7376,6438.3277,-5008.2001,6375.8013,-2794.7928,-5290.1324,-2949.7548,2993.9993,1960.2869,-1713.5270,1564.6734,4214.2809,2511.6158,2012.4727,336.7225,-6086.5292,-1805.8674,1041.2461,-5272.9817,-5295.6711,5485.2451,3877.7371,999.0080,-3811.9771,-349.8101,-5532.4831,5308.8475,-2787.1724,1842.8505,-1532.4987,4528.3520,6252.4573,517.1898,-691.9546,288.7448,-5363.0165,-5398.6651,6309.1346,-3726.0496,-2898.3124,-4853.2245,-507.0508,-5170.1767,-4613.8695,4735.5160,3287.0470,-4488.4669,-5293.1633,3570.5469,-1107.0243,-1072.1059,4638.5016,3205.8825,5025.3197,-21492.0707,-24298.3942,-22256.5643,-25886.6914,-18426.3411,-22624.2218,-33871.0792,-26192.6385,-3926119.4147,-3901433.7729,-3933529.4638,-3929862.3338,-24598.2528,-3923242.9603,
