sl_100_86400_20290202 Coordinates.csv
2029/02/02 07:47:00.0000 UTC

Generated: Tue Oct  8 21:47:34 2024,
Start: 2029/02/02 07:47:00.00, Stop: 2029/02/03 07:47:00.00,
TIME_UNITS,STARLINK-6351 - X-Coordinate,STARLINK-5754 - X-Coordinate,STARLINK-31022 - X-Coordinate,STARLINK-5686 - X-Coordinate,STARLINK-1555 - X-Coordinate,STARLINK-4093 - X-Coordinate,STARLINK-6267 - X-Coordinate,STARLINK-1493 - X-Coordinate,STARLINK-31668 - X-Coordinate,STARLINK-5892 - X-Coordinate,STARLINK-32227 - X-Coordinate,STARLINK-30772 - X-Coordinate,STARLINK-31186 - X-Coordinate,STARLINK-4766 - X-Coordinate,STARLINK-2076 - X-Coordinate,STARLINK-1775 - X-Coordinate,STARLINK-1089 - X-Coordinate,STARLINK-2119 - X-Coordinate,STARLINK-5268 - X-Coordinate,STARLINK-1678 - X-Coordinate,STARLINK-2482 - X-Coordinate,STARLINK-32194 - X-Coordinate,STARLINK-5189 - X-Coordinate,STARLINK-30111 - X-Coordinate,STARLINK-3960 - X-Coordinate,STARLINK-3268 - X-Coordinate,STARLINK-31974 - X-Coordinate,STARLINK-1996 - X-Coordinate,STARLINK-30222 - X-Coordinate,STARLINK-5117 - X-Coordinate,STARLINK-2265 - X-Coordinate,STARLINK-30952 - X-Coordinate,STARLINK-5808 - X-Coordinate,STARLINK-11075 [DTC] - X-Coordinate,STARLINK-31491 - X-Coordinate,STARLINK-11121 [DTC] - X-Coordinate,STARLINK-3042 - X-Coordinate,STARLINK-2150 - X-Coordinate,STARLINK-31431 - X-Coordinate,STARLINK-3540 - X-Coordinate,STARLINK-3846 - X-Coordinate,STARLINK-5051 - X-Coordinate,STARLINK-4656 - X-Coordinate,STARLINK-11120 [DTC] - X-Coordinate,STARLINK-31025 - X-Coordinate,STARLINK-3827 - X-Coordinate,STARLINK-31313 - X-Coordinate,STARLINK-3335 - X-Coordinate,STARLINK-1992 - X-Coordinate,STARLINK-5658 - X-Coordinate,STARLINK-1815 - X-Coordinate,STARLINK-2749 - X-Coordinate,STARLINK-6160 - X-Coordinate,STARLINK-4008 - X-Coordinate,STARLINK-2349 - X-Coordinate,STARLINK-3393 - X-Coordinate,STARLINK-31960 - X-Coordinate,STARLINK-3275 - X-Coordinate,STARLINK-4355 - X-Coordinate,STARLINK-3925 - X-Coordinate,STARLINK-2478 - X-Coordinate,STARLINK-3652 - X-Coordinate,STARLINK-31517 - X-Coordinate,STARLINK-30384 - X-Coordinate,STARLINK-31129 - X-Coordinate,STARLINK-30052 - X-Coordinate,STARLINK-6122 - X-Coordinate,STARLINK-30413 - X-Coordinate,STARLINK-6188 - X-Coordinate,STARLINK-2056 - X-Coordinate,STARLINK-3330 - X-Coordinate,STARLINK-30323 - X-Coordinate,STARLINK-3449 - X-Coordinate,STARLINK-30988 - X-Coordinate,STARLINK-5244 - X-Coordinate,STARLINK-32304 - X-Coordinate,STARLINK-32077 - X-Coordinate,STARLINK-3765 - X-Coordinate,STARLINK-2434 - X-Coordinate,STARLINK-31018 - X-Coordinate,STARLINK-5054 - X-Coordinate,STARLINK-1423 - X-Coordinate,STARLINK-4767 - X-Coordinate,STARLINK-2406 - X-Coordinate,STARLINK-4114 - X-Coordinate,STARLINK-1122 - X-Coordinate,STARLINK-4194 - X-Coordinate,STARLINK-30883 - X-Coordinate,STARLINK-4046 - X-Coordinate,STARLINK-5458 - X-Coordinate,STARLINK-30568 - X-Coordinate,STARLINK-4403 - X-Coordinate,STARLINK-4747 - X-Coordinate,STARLINK-31985 - X-Coordinate,STARLINK-3946 - X-Coordinate,STARLINK-31868 - X-Coordinate,STARLINK-2062 - X-Coordinate,STARLINK-2606 - X-Coordinate,STARLINK-30936 - X-Coordinate,STARLINK-4189 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-6351 - Y-Coordinate,STARLINK-5754 - Y-Coordinate,STARLINK-31022 - Y-Coordinate,STARLINK-5686 - Y-Coordinate,STARLINK-1555 - Y-Coordinate,STARLINK-4093 - Y-Coordinate,STARLINK-6267 - Y-Coordinate,STARLINK-1493 - Y-Coordinate,STARLINK-31668 - Y-Coordinate,STARLINK-5892 - Y-Coordinate,STARLINK-32227 - Y-Coordinate,STARLINK-30772 - Y-Coordinate,STARLINK-31186 - Y-Coordinate,STARLINK-4766 - Y-Coordinate,STARLINK-2076 - Y-Coordinate,STARLINK-1775 - Y-Coordinate,STARLINK-1089 - Y-Coordinate,STARLINK-2119 - Y-Coordinate,STARLINK-5268 - Y-Coordinate,STARLINK-1678 - Y-Coordinate,STARLINK-2482 - Y-Coordinate,STARLINK-32194 - Y-Coordinate,STARLINK-5189 - Y-Coordinate,STARLINK-30111 - Y-Coordinate,STARLINK-3960 - Y-Coordinate,STARLINK-3268 - Y-Coordinate,STARLINK-31974 - Y-Coordinate,STARLINK-1996 - Y-Coordinate,STARLINK-30222 - Y-Coordinate,STARLINK-5117 - Y-Coordinate,STARLINK-2265 - Y-Coordinate,STARLINK-30952 - Y-Coordinate,STARLINK-5808 - Y-Coordinate,STARLINK-11075 [DTC] - Y-Coordinate,STARLINK-31491 - Y-Coordinate,STARLINK-11121 [DTC] - Y-Coordinate,STARLINK-3042 - Y-Coordinate,STARLINK-2150 - Y-Coordinate,STARLINK-31431 - Y-Coordinate,STARLINK-3540 - Y-Coordinate,STARLINK-3846 - Y-Coordinate,STARLINK-5051 - Y-Coordinate,STARLINK-4656 - Y-Coordinate,STARLINK-11120 [DTC] - Y-Coordinate,STARLINK-31025 - Y-Coordinate,STARLINK-3827 - Y-Coordinate,STARLINK-31313 - Y-Coordinate,STARLINK-3335 - Y-Coordinate,STARLINK-1992 - Y-Coordinate,STARLINK-5658 - Y-Coordinate,STARLINK-1815 - Y-Coordinate,STARLINK-2749 - Y-Coordinate,STARLINK-6160 - Y-Coordinate,STARLINK-4008 - Y-Coordinate,STARLINK-2349 - Y-Coordinate,STARLINK-3393 - Y-Coordinate,STARLINK-31960 - Y-Coordinate,STARLINK-3275 - Y-Coordinate,STARLINK-4355 - Y-Coordinate,STARLINK-3925 - Y-Coordinate,STARLINK-2478 - Y-Coordinate,STARLINK-3652 - Y-Coordinate,STARLINK-31517 - Y-Coordinate,STARLINK-30384 - Y-Coordinate,STARLINK-31129 - Y-Coordinate,STARLINK-30052 - Y-Coordinate,STARLINK-6122 - Y-Coordinate,STARLINK-30413 - Y-Coordinate,STARLINK-6188 - Y-Coordinate,STARLINK-2056 - Y-Coordinate,STARLINK-3330 - Y-Coordinate,STARLINK-30323 - Y-Coordinate,STARLINK-3449 - Y-Coordinate,STARLINK-30988 - Y-Coordinate,STARLINK-5244 - Y-Coordinate,STARLINK-32304 - Y-Coordinate,STARLINK-32077 - Y-Coordinate,STARLINK-3765 - Y-Coordinate,STARLINK-2434 - Y-Coordinate,STARLINK-31018 - Y-Coordinate,STARLINK-5054 - Y-Coordinate,STARLINK-1423 - Y-Coordinate,STARLINK-4767 - Y-Coordinate,STARLINK-2406 - Y-Coordinate,STARLINK-4114 - Y-Coordinate,STARLINK-1122 - Y-Coordinate,STARLINK-4194 - Y-Coordinate,STARLINK-30883 - Y-Coordinate,STARLINK-4046 - Y-Coordinate,STARLINK-5458 - Y-Coordinate,STARLINK-30568 - Y-Coordinate,STARLINK-4403 - Y-Coordinate,STARLINK-4747 - Y-Coordinate,STARLINK-31985 - Y-Coordinate,STARLINK-3946 - Y-Coordinate,STARLINK-31868 - Y-Coordinate,STARLINK-2062 - Y-Coordinate,STARLINK-2606 - Y-Coordinate,STARLINK-30936 - Y-Coordinate,STARLINK-4189 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-6351 - Z-Coordinate,STARLINK-5754 - Z-Coordinate,STARLINK-31022 - Z-Coordinate,STARLINK-5686 - Z-Coordinate,STARLINK-1555 - Z-Coordinate,STARLINK-4093 - Z-Coordinate,STARLINK-6267 - Z-Coordinate,STARLINK-1493 - Z-Coordinate,STARLINK-31668 - Z-Coordinate,STARLINK-5892 - Z-Coordinate,STARLINK-32227 - Z-Coordinate,STARLINK-30772 - Z-Coordinate,STARLINK-31186 - Z-Coordinate,STARLINK-4766 - Z-Coordinate,STARLINK-2076 - Z-Coordinate,STARLINK-1775 - Z-Coordinate,STARLINK-1089 - Z-Coordinate,STARLINK-2119 - Z-Coordinate,STARLINK-5268 - Z-Coordinate,STARLINK-1678 - Z-Coordinate,STARLINK-2482 - Z-Coordinate,STARLINK-32194 - Z-Coordinate,STARLINK-5189 - Z-Coordinate,STARLINK-30111 - Z-Coordinate,STARLINK-3960 - Z-Coordinate,STARLINK-3268 - Z-Coordinate,STARLINK-31974 - Z-Coordinate,STARLINK-1996 - Z-Coordinate,STARLINK-30222 - Z-Coordinate,STARLINK-5117 - Z-Coordinate,STARLINK-2265 - Z-Coordinate,STARLINK-30952 - Z-Coordinate,STARLINK-5808 - Z-Coordinate,STARLINK-11075 [DTC] - Z-Coordinate,STARLINK-31491 - Z-Coordinate,STARLINK-11121 [DTC] - Z-Coordinate,STARLINK-3042 - Z-Coordinate,STARLINK-2150 - Z-Coordinate,STARLINK-31431 - Z-Coordinate,STARLINK-3540 - Z-Coordinate,STARLINK-3846 - Z-Coordinate,STARLINK-5051 - Z-Coordinate,STARLINK-4656 - Z-Coordinate,STARLINK-11120 [DTC] - Z-Coordinate,STARLINK-31025 - Z-Coordinate,STARLINK-3827 - Z-Coordinate,STARLINK-31313 - Z-Coordinate,STARLINK-3335 - Z-Coordinate,STARLINK-1992 - Z-Coordinate,STARLINK-5658 - Z-Coordinate,STARLINK-1815 - Z-Coordinate,STARLINK-2749 - Z-Coordinate,STARLINK-6160 - Z-Coordinate,STARLINK-4008 - Z-Coordinate,STARLINK-2349 - Z-Coordinate,STARLINK-3393 - Z-Coordinate,STARLINK-31960 - Z-Coordinate,STARLINK-3275 - Z-Coordinate,STARLINK-4355 - Z-Coordinate,STARLINK-3925 - Z-Coordinate,STARLINK-2478 - Z-Coordinate,STARLINK-3652 - Z-Coordinate,STARLINK-31517 - Z-Coordinate,STARLINK-30384 - Z-Coordinate,STARLINK-31129 - Z-Coordinate,STARLINK-30052 - Z-Coordinate,STARLINK-6122 - Z-Coordinate,STARLINK-30413 - Z-Coordinate,STARLINK-6188 - Z-Coordinate,STARLINK-2056 - Z-Coordinate,STARLINK-3330 - Z-Coordinate,STARLINK-30323 - Z-Coordinate,STARLINK-3449 - Z-Coordinate,STARLINK-30988 - Z-Coordinate,STARLINK-5244 - Z-Coordinate,STARLINK-32304 - Z-Coordinate,STARLINK-32077 - Z-Coordinate,STARLINK-3765 - Z-Coordinate,STARLINK-2434 - Z-Coordinate,STARLINK-31018 - Z-Coordinate,STARLINK-5054 - Z-Coordinate,STARLINK-1423 - Z-Coordinate,STARLINK-4767 - Z-Coordinate,STARLINK-2406 - Z-Coordinate,STARLINK-4114 - Z-Coordinate,STARLINK-1122 - Z-Coordinate,STARLINK-4194 - Z-Coordinate,STARLINK-30883 - Z-Coordinate,STARLINK-4046 - Z-Coordinate,STARLINK-5458 - Z-Coordinate,STARLINK-30568 - Z-Coordinate,STARLINK-4403 - Z-Coordinate,STARLINK-4747 - Z-Coordinate,STARLINK-31985 - Z-Coordinate,STARLINK-3946 - Z-Coordinate,STARLINK-31868 - Z-Coordinate,STARLINK-2062 - Z-Coordinate,STARLINK-2606 - Z-Coordinate,STARLINK-30936 - Z-Coordinate,STARLINK-4189 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,4386.6483,-5707.9450,2881.6371,6102.8861,4262.1827,-5433.1652,-1319.1462,3611.3949,5292.3081,1137.0651,3014.5287,5152.4818,-843.8370,5173.0062,4436.2620,5390.1811,0.0000,-5344.5935,6843.6279,-2962.3849,2818.7514,4874.0388,4298.6840,-5301.2350,676.9562,1942.3364,4792.7058,534.6255,-2628.2305,5227.7643,-4383.5130,-3857.8140,4571.7458,-3509.8525,4072.4777,4484.9646,3914.4087,-4340.3630,940.8885,-3136.3529,4044.7067,-3123.4139,904.3987,-449.6136,-4349.4353,-36.3601,3720.5416,-3095.6110,-1806.4055,290.4930,4458.5295,5978.5542,-629.0928,-126.1519,2381.7979,-4218.1864,3706.1796,1172.6796,-1529.6130,4608.2618,-3781.8294,5256.7152,3899.6941,2747.4160,-4653.8346,666.8843,-5379.9983,4001.5804,-4353.4840,-984.9486,1163.4486,6778.4584,4945.8998,4939.8540,1312.0834,-3767.8625,3273.4161,1703.6808,-5610.3401,4344.2164,-5163.7291,5989.5579,-2761.8080,-435.1921,-2105.8288,-573.3946,2475.7622,-4695.8886,-6123.1012,2295.8890,2802.1092,6044.2433,3094.8111,3737.0632,-2843.3434,4021.6267,-2402.8221,3334.2543,-1688.7252,6579.8398,-86286.3543,-110773.8536,-86248.1239,-87706.3478,-96076.5516,-94727.3668,-93281.4296,-90641.9211,-77129547.8815,-77187753.1135,-77174989.6089,-77155653.1349,-91673.7732,-77149160.2490,3809.3817,3313.6063,-5066.2028,-1787.4007,4991.9214,1090.6702,-6797.2841,2378.5120,-2762.4059,2324.0014,3372.3202,-895.0435,-5776.1889,447.7481,-5254.5727,1865.4433,0.0000,-964.0331,828.6668,-5217.2153,-3350.9263,-2127.2523,-1368.4780,372.3813,-4396.3156,-6632.2154,-2073.1016,-4366.5227,4389.8790,-1725.7585,4656.7805,-5594.5580,5262.3205,-4796.5339,-1075.1593,4194.0812,-3546.5370,5234.8623,-6702.5050,-4245.0928,1485.0562,4609.4783,-5878.0324,-6556.8933,-4703.6430,4193.9137,-4190.3087,4311.9548,6426.7600,5046.4080,4150.8255,3156.7829,6252.1752,-6709.7327,3309.0614,219.7395,-3453.3891,6053.1783,205.6285,-4020.6956,1655.2435,-4408.9488,4517.7531,4239.8936,-1806.5351,-5151.6379,477.4786,-3116.7356,-2562.9395,-5699.5363,4279.7126,1214.3082,-1113.8688,2879.4637,4078.8553,5028.7730,-4846.0936,6481.7721,-2679.1878,-3853.1496,-2616.3691,3179.4140,3085.0191,-5226.2172,4574.4782,4430.4123,-5815.6151,2239.5066,857.8903,3438.0661,5898.1370,-3241.8942,-2773.4278,1708.0532,3229.3258,5272.3591,3391.2634,5141.8568,3776.5857,-2003.4733,-340432.8177,-357395.0696,-349251.2862,-347574.1814,-345804.0241,-347410.1629,-354824.0280,-351959.3929,-115803966.7462,-115826901.9926,-115804103.9615,-115802265.9208,-351568.7697,-115803606.1664,3756.7001,-2040.0737,-3596.1098,2729.1171,2131.6399,-4113.9042,326.5564,5200.8449,3273.6899,-6465.8050,5103.7420,4444.2386,-3652.8299,-4571.9930,608.8443,-3815.2539,0.0000,-4237.7090,353.4918,3373.3731,5345.4639,-4207.6190,-5240.9041,4439.0474,5258.5157,119.1171,4331.9299,-5330.4522,4665.9360,-4146.9034,-2517.6455,-1275.5707,-692.7196,3072.2455,-5387.3532,2687.0328,4496.1077,-1216.4584,-958.8722,-4470.8933,-5371.5212,4040.0525,-3540.0673,1176.5678,2097.8560,-5489.7959,3935.8692,-4450.8014,-1453.2801,4710.0137,-3123.2792,-1454.7232,2921.7381,-1618.3770,5157.9480,5409.3636,-4626.4860,2605.9423,-6763.5185,3221.8472,-5484.6791,-740.8667,-3362.4945,-4691.2417,4648.1411,4563.3332,-4237.4474,-4711.4818,4704.0020,-3810.5609,-5286.9720,-812.5241,-4698.7610,-3924.2782,5404.6682,2550.1080,3527.2393,-1704.1235,3074.5510,3474.0601,3739.3431,1067.6359,5528.3722,4474.3455,4484.8062,-5117.1632,2750.2230,4470.9536,-3070.9140,5504.3911,2270.3670,1043.4296,-5527.9674,-5467.6275,-5413.9055,1670.6854,5400.3883,-3084.5261,5482.7286,-496.5777,-17955.2225,-19540.7245,-16505.2875,-16383.3801,-12520.6278,-21117.9006,-26690.9154,-19669.9456,-5694454.8799,-5695602.5681,-5696549.6841,-5696986.1088,-18214.2866,-5700165.0107,
3600.000,-5119.0262,4259.9095,-415.1842,-5526.9654,-4284.9167,1986.1443,3298.3437,-4605.1437,-4048.8463,-4416.9801,-4811.0892,-2958.2419,3781.6731,-2849.5400,-2425.3078,-6838.2306,0.0000,6791.8745,-5683.9500,4859.2642,1240.0867,-365.0278,-1373.8543,3609.3927,2494.4032,152.1002,-1328.1287,3763.9186,-1177.5573,-1454.9970,627.5425,4865.7649,-5214.9040,5388.8693,-3651.9965,-3990.6417,220.0662,1459.8671,1026.5726,5729.4124,-6125.4845,1901.7941,803.1571,2577.4600,5974.6464,-4211.9158,655.1130,-1159.1608,-1066.0236,-4187.5749,-6009.3431,-6107.3715,-1714.1507,1705.1272,-5597.3285,4708.7679,-32.2058,-3291.8788,4527.2766,-3868.2706,1934.2447,-2561.3604,-5730.0849,-5828.1932,5608.3264,2825.4182,3152.1562,-1456.6503,5957.5975,3373.2288,-4749.5102,-6256.5206,-1664.1108,-6849.9211,-5047.6180,2056.8051,1082.6606,-3075.2088,4236.5965,322.6826,3896.7645,-5869.5629,-206.7740,3676.8479,-2950.3126,-4171.1294,-1005.4848,3350.5492,6237.4283,-5797.0613,-4447.1248,-4118.9381,-4.0008,-5559.7375,-1107.5753,-5585.6707,-770.5702,-4019.9913,-1992.9119,-4267.7684,-26.7194,-18177.1946,4818.7833,2397.5668,-5627.7753,-3002.8389,-2720.4765,-1572.9717,-44430357.0219,-44481239.9548,-44473729.8157,-44453457.6847,-821.0124,-44449034.7435,194.7820,-5153.1701,6832.7002,4074.3805,-1555.8200,-3655.7167,4909.6824,2553.4621,5448.0775,764.7066,1106.8172,4718.2071,5744.6597,3219.4449,5371.9422,-95.0810,0.0000,-1108.3440,955.5580,4786.5706,4937.4797,4263.0353,4684.9836,-4124.5776,5993.4083,5543.6081,5395.0482,3395.1122,-5699.9210,3907.5627,-4291.0321,2573.2422,-2854.2735,3386.3147,5122.0840,579.5414,2371.3864,-4785.2243,5744.6003,3806.9703,1687.2170,-6617.9579,6836.2967,4814.2216,2251.2176,-3466.0782,5163.5183,-4080.1580,-4538.4351,-4484.9909,-2926.0470,-1457.4327,-6689.8694,6072.6054,1350.9388,-4120.2736,5896.1514,-5237.8164,3579.6886,5641.1165,-5546.1005,4536.5409,-3560.6132,-1475.2911,-2452.9413,5887.4901,-4347.0776,6042.4982,-1115.7212,2433.5120,-4397.2583,1095.5553,4044.8916,-653.3807,-3749.9843,-6044.4883,3957.4685,-5579.6666,-739.8889,5051.4031,-1380.8689,-1194.0695,-5844.7199,2231.6880,-3384.8661,-2859.6544,6618.4350,-5687.1010,-2640.7935,-1299.3577,-2690.7765,280.9617,5622.4604,2238.1595,-5078.0987,-3210.2187,-6152.9676,-1092.9301,-5660.9879,3174.1942,-352721.8516,-373237.4922,-362590.4966,-361610.9463,-357478.6368,-360409.8959,-365815.3464,-363062.5433,-131801118.5769,-131834333.6224,-131809931.9665,-131806779.8511,-363283.7237,-131801351.4351,-4664.2183,-1736.9140,2.7945,882.1973,-5188.4625,5491.4731,-3622.1828,-4262.3963,557.3075,5316.3074,-4722.0352,-4027.1500,208.3831,5404.4079,3589.7613,-523.5645,0.0000,198.1639,3790.6988,953.9452,-4688.7423,5246.4651,4880.4504,-4247.6971,-2333.8178,-4130.2205,-3910.1714,4682.4420,-3770.8377,5473.3849,5320.4139,4172.5433,3685.9635,2068.9490,2665.7396,-5363.2233,-6526.4966,4754.7049,-3565.7996,667.0348,2633.1699,71.1817,-678.6246,3835.0813,2162.6742,4222.0926,-4464.2311,5461.1770,4984.4792,-3196.6821,-1469.6669,-2897.5908,612.2084,-2806.2598,-3195.8907,-2849.0169,3494.8973,2551.9817,3829.6250,1030.1933,3536.1844,4515.0544,-1187.4881,3358.2380,-3030.4230,-2299.7587,4262.3446,3030.1529,-3323.3900,5526.1285,2367.7658,-2786.8970,5337.1576,822.1195,-2862.4341,2287.5015,-5471.9291,-2687.6309,-5449.9679,-4503.2026,-5525.6132,3349.2785,-3698.3724,-5398.8856,-5044.7713,4519.7655,1654.0227,-1896.7213,-1320.0367,-3502.5577,-4568.9212,-5580.3960,4008.1507,3279.0760,4544.2799,2285.0878,-2851.4663,5439.1768,-3358.7509,4379.6244,-19993.2281,-21432.4117,-17523.6652,-20332.5379,-13719.5709,-19252.1721,-29045.7826,-18273.1519,-5693273.4518,-5699429.0148,-5701577.7442,-5705840.4850,-19856.3072,-5701548.0554,
7200.000,5040.4457,-844.5739,-2219.6060,2681.0628,3902.9119,1333.2586,-4925.7451,4116.0475,624.5674,6571.0080,5315.0797,467.2134,-5021.3436,720.6982,-1394.5034,4846.6412,0.0000,-5017.1266,2322.2729,-4699.8575,-4002.7282,-3516.8598,-884.8783,-1579.4227,-3955.3787,-3223.2715,-1942.1381,-6410.5854,4004.7694,-2112.0993,3859.2068,-5036.6211,5076.4340,-3998.8604,2134.7037,2574.8765,-4607.1333,2767.2722,-3535.8360,-5639.7078,5727.2553,275.8605,-2331.2127,-4218.4920,-4535.8571,6441.2816,-4404.4385,4917.6012,4621.6344,6250.4974,4681.6100,3992.3109,3590.4075,-3336.8093,4742.9940,-3651.8586,-2871.3352,3997.6968,-3397.0615,1149.4695,-250.0840,-1808.6292,4794.1961,6805.7960,-4510.2345,-4833.8576,-594.5740,-887.2075,-5789.5710,-5676.0123,5777.0580,3582.9704,-1170.3090,6154.4364,6239.2596,1528.6547,-5290.6437,3850.9335,-2516.2291,-4508.4609,-2424.2209,3472.6088,2130.1642,-6273.8343,6387.9427,6684.5876,-1443.0030,-989.2172,-3380.8200,6831.4439,5484.2134,-1150.6603,-2029.2144,5205.7789,3711.0310,5012.3225,2716.5639,4424.7582,3965.5744,-4.8568,87149.7263,75423.9388,95650.8539,90179.7328,84893.0266,91830.2612,87547.2427,90692.6649,-8714598.2983,-8755477.3387,-8752709.8279,-8728461.4498,90062.1960,-8732237.3620,-3915.2118,5262.3944,-5394.1666,-5004.3458,-2888.4027,5892.7247,-1276.6422,-5372.9798,-5498.6574,-1970.9240,-4207.1161,-6802.4067,-3292.5861,-6252.1926,-3919.1359,-1865.9753,0.0000,2566.0673,-3426.1886,-1880.1459,-5533.6395,-5421.8966,-6698.8902,6588.5500,-5229.7733,-2634.2223,-6496.7524,-2341.1589,5628.5428,-5719.5406,3463.1612,1625.4100,-773.8340,946.8165,-6179.7127,-5362.2902,-2216.8715,3478.9854,-2070.0033,-1863.2005,-3337.1568,5481.0169,-4753.1036,357.4292,2014.2300,2473.2595,-4924.5618,3740.8550,1278.9451,2940.7141,-192.9257,-1605.0011,4563.0111,-2701.4260,-3925.7295,5573.7544,-6217.9099,513.6000,-5884.8405,-4978.2882,6802.4651,-3902.0427,466.7213,-1063.7805,5054.6305,-4749.5886,6706.2316,-6841.1709,3767.2906,925.0598,3144.2514,-3644.3473,-6290.9645,-1581.3030,2532.1236,3934.4385,-2673.7947,2038.3172,4583.7255,-4713.3190,5284.9351,-2259.1493,6562.4313,516.3696,1752.5096,1135.5473,-4519.2377,6492.6557,3573.6028,-413.8605,-1337.2319,899.0165,-6607.1910,-4236.6722,5772.6716,-776.6883,5978.4624,-3375.6875,5517.4085,-4247.8544,-343988.7987,-365404.9222,-352927.9418,-354235.5630,-346263.1102,-352324.5108,-353945.2837,-352030.3010,-138765393.1130,-138806380.1312,-138781246.7493,-138770584.1074,-351897.5268,-138765690.0538,2675.1561,4382.3754,3573.2412,-3969.8957,4897.4307,-3337.2350,4697.0447,-194.6106,-3977.9890,-1172.2039,815.7058,825.4404,3351.9204,-2872.1612,-5515.9262,4471.7787,0.0000,3946.3828,-5531.0124,-4675.6692,1084.7048,-2046.9094,-1461.3012,1451.1318,-2139.9141,5506.2002,361.8469,-1078.7744,562.7340,-3214.7332,-4514.4824,-4453.4890,-4772.4900,-5289.6483,1984.1500,3089.0924,4691.8389,-5292.5095,5462.0745,3528.3367,1841.7415,-4164.1914,4441.8569,-5169.4217,-4571.1618,-275.7128,1812.8388,-3132.1132,-4871.4295,-342.5567,4977.2958,5401.7665,-3796.3187,5392.2340,-2335.1801,-1683.7331,96.8331,-5353.2180,1368.1851,-4669.0721,852.8638,-5402.0557,4856.8071,172.3866,-858.8497,-1413.9753,-1331.4601,523.6982,-188.2758,-3862.7516,2064.5831,4674.2911,-2613.2599,2758.6921,-1537.3347,-5318.7942,3394.9303,5355.9432,4551.7300,1810.9934,3697.5920,-5480.4470,-474.3687,2812.8076,1289.2844,-352.4044,-5012.1803,-2008.7190,4828.3935,-821.6092,3986.4885,6774.0591,17.3199,1282.5963,-829.1716,-4593.2327,-1856.4481,-4015.8247,-1062.9880,-5438.1774,-22019.2276,-23309.4115,-19164.8955,-22750.8187,-15343.0574,-19560.4935,-30759.2900,-23197.8992,-5692609.2363,-5703248.8885,-5706586.0895,-5711314.2297,-21496.0381,-5702912.4315,
