sl_100_86400_20290904 Coordinates.csv
2029/09/04 07:47:00.0000 UTC

Generated: Tue Oct  8 21:47:51 2024,
Start: 2029/09/04 07:47:00.00, Stop: 2029/09/05 07:47:00.00,
TIME_UNITS,STARLINK-2409 - X-Coordinate,STARLINK-31170 - X-Coordinate,STARLINK-3389 - X-Coordinate,STARLINK-5181 - X-Coordinate,STARLINK-31616 - X-Coordinate,STARLINK-30991 - X-Coordinate,STARLINK-31357 - X-Coordinate,STARLINK-4533 - X-Coordinate,STARLINK-31438 - X-Coordinate,STARLINK-32290 - X-Coordinate,STARLINK-1063 - X-Coordinate,STARLINK-1216 - X-Coordinate,STARLINK-31053 - X-Coordinate,STARLINK-5405 - X-Coordinate,STARLINK-30850 - X-Coordinate,STARLINK-3343 - X-Coordinate,STARLINK-4610 - X-Coordinate,STARLINK-11130 [DTC] - X-Coordinate,STARLINK-2381 - X-Coordinate,STARLINK-5495 - X-Coordinate,STARLINK-31325 - X-Coordinate,STARLINK-30471 - X-Coordinate,STARLINK-11288 [DTC] - X-Coordinate,STARLINK-1151 - X-Coordinate,STARLINK-30603 - X-Coordinate,STARLINK-1492 - X-Coordinate,STARLINK-5988 - X-Coordinate,STARLINK-4675 - X-Coordinate,STARLINK-5501 - X-Coordinate,STARLINK-30356 - X-Coordinate,STARLINK-31291 - X-Coordinate,STARLINK-32131 - X-Coordinate,STARLINK-2474 - X-Coordinate,STARLINK-5889 - X-Coordinate,STARLINK-31129 - X-Coordinate,STARLINK-30754 - X-Coordinate,STARLINK-31461 - X-Coordinate,STARLINK-5338 - X-Coordinate,STARLINK-6343 - X-Coordinate,STARLINK-11143 [DTC] - X-Coordinate,STARLINK-6304 - X-Coordinate,STARLINK-6298 - X-Coordinate,STARLINK-31402 - X-Coordinate,STARLINK-31983 - X-Coordinate,STARLINK-2169 - X-Coordinate,STARLINK-31369 - X-Coordinate,STARLINK-2219 - X-Coordinate,STARLINK-5195 - X-Coordinate,STARLINK-30788 - X-Coordinate,STARLINK-3754 - X-Coordinate,STARLINK-5360 - X-Coordinate,STARLINK-2482 - X-Coordinate,STARLINK-2428 - X-Coordinate,STARLINK-5238 - X-Coordinate,STARLINK-31654 - X-Coordinate,STARLINK-6275 - X-Coordinate,STARLINK-30507 - X-Coordinate,STARLINK-5178 - X-Coordinate,STARLINK-11272 [DTC] - X-Coordinate,STARLINK-2102 - X-Coordinate,STARLINK-31958 - X-Coordinate,STARLINK-5662 - X-Coordinate,STARLINK-1709 - X-Coordinate,STARLINK-1672 - X-Coordinate,STARLINK-4179 - X-Coordinate,STARLINK-5969 - X-Coordinate,STARLINK-2455 - X-Coordinate,STARLINK-5029 - X-Coordinate,STARLINK-2525 - X-Coordinate,STARLINK-4580 - X-Coordinate,STARLINK-30148 - X-Coordinate,STARLINK-3692 - X-Coordinate,STARLINK-2617 - X-Coordinate,STARLINK-4139 - X-Coordinate,STARLINK-31409 - X-Coordinate,STARLINK-5458 - X-Coordinate,STARLINK-2159 - X-Coordinate,STARLINK-4380 - X-Coordinate,STARLINK-1991 - X-Coordinate,STARLINK-5484 - X-Coordinate,STARLINK-3776 - X-Coordinate,STARLINK-2361 - X-Coordinate,STARLINK-3573 - X-Coordinate,STARLINK-2393 - X-Coordinate,STARLINK-2264 - X-Coordinate,STARLINK-1627 - X-Coordinate,STARLINK-31411 - X-Coordinate,STARLINK-3591 - X-Coordinate,STARLINK-31685 - X-Coordinate,STARLINK-30233 - X-Coordinate,STARLINK-30072 - X-Coordinate,STARLINK-31249 - X-Coordinate,STARLINK-31696 - X-Coordinate,STARLINK-30847 - X-Coordinate,STARLINK-6031 - X-Coordinate,STARLINK-5530 - X-Coordinate,STARLINK-31926 - X-Coordinate,STARLINK-2087 - X-Coordinate,STARLINK-1657 - X-Coordinate,STARLINK-31398 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-2409 - Y-Coordinate,STARLINK-31170 - Y-Coordinate,STARLINK-3389 - Y-Coordinate,STARLINK-5181 - Y-Coordinate,STARLINK-31616 - Y-Coordinate,STARLINK-30991 - Y-Coordinate,STARLINK-31357 - Y-Coordinate,STARLINK-4533 - Y-Coordinate,STARLINK-31438 - Y-Coordinate,STARLINK-32290 - Y-Coordinate,STARLINK-1063 - Y-Coordinate,STARLINK-1216 - Y-Coordinate,STARLINK-31053 - Y-Coordinate,STARLINK-5405 - Y-Coordinate,STARLINK-30850 - Y-Coordinate,STARLINK-3343 - Y-Coordinate,STARLINK-4610 - Y-Coordinate,STARLINK-11130 [DTC] - Y-Coordinate,STARLINK-2381 - Y-Coordinate,STARLINK-5495 - Y-Coordinate,STARLINK-31325 - Y-Coordinate,STARLINK-30471 - Y-Coordinate,STARLINK-11288 [DTC] - Y-Coordinate,STARLINK-1151 - Y-Coordinate,STARLINK-30603 - Y-Coordinate,STARLINK-1492 - Y-Coordinate,STARLINK-5988 - Y-Coordinate,STARLINK-4675 - Y-Coordinate,STARLINK-5501 - Y-Coordinate,STARLINK-30356 - Y-Coordinate,STARLINK-31291 - Y-Coordinate,STARLINK-32131 - Y-Coordinate,STARLINK-2474 - Y-Coordinate,STARLINK-5889 - Y-Coordinate,STARLINK-31129 - Y-Coordinate,STARLINK-30754 - Y-Coordinate,STARLINK-31461 - Y-Coordinate,STARLINK-5338 - Y-Coordinate,STARLINK-6343 - Y-Coordinate,STARLINK-11143 [DTC] - Y-Coordinate,STARLINK-6304 - Y-Coordinate,STARLINK-6298 - Y-Coordinate,STARLINK-31402 - Y-Coordinate,STARLINK-31983 - Y-Coordinate,STARLINK-2169 - Y-Coordinate,STARLINK-31369 - Y-Coordinate,STARLINK-2219 - Y-Coordinate,STARLINK-5195 - Y-Coordinate,STARLINK-30788 - Y-Coordinate,STARLINK-3754 - Y-Coordinate,STARLINK-5360 - Y-Coordinate,STARLINK-2482 - Y-Coordinate,STARLINK-2428 - Y-Coordinate,STARLINK-5238 - Y-Coordinate,STARLINK-31654 - Y-Coordinate,STARLINK-6275 - Y-Coordinate,STARLINK-30507 - Y-Coordinate,STARLINK-5178 - Y-Coordinate,STARLINK-11272 [DTC] - Y-Coordinate,STARLINK-2102 - Y-Coordinate,STARLINK-31958 - Y-Coordinate,STARLINK-5662 - Y-Coordinate,STARLINK-1709 - Y-Coordinate,STARLINK-1672 - Y-Coordinate,STARLINK-4179 - Y-Coordinate,STARLINK-5969 - Y-Coordinate,STARLINK-2455 - Y-Coordinate,STARLINK-5029 - Y-Coordinate,STARLINK-2525 - Y-Coordinate,STARLINK-4580 - Y-Coordinate,STARLINK-30148 - Y-Coordinate,STARLINK-3692 - Y-Coordinate,STARLINK-2617 - Y-Coordinate,STARLINK-4139 - Y-Coordinate,STARLINK-31409 - Y-Coordinate,STARLINK-5458 - Y-Coordinate,STARLINK-2159 - Y-Coordinate,STARLINK-4380 - Y-Coordinate,STARLINK-1991 - Y-Coordinate,STARLINK-5484 - Y-Coordinate,STARLINK-3776 - Y-Coordinate,STARLINK-2361 - Y-Coordinate,STARLINK-3573 - Y-Coordinate,STARLINK-2393 - Y-Coordinate,STARLINK-2264 - Y-Coordinate,STARLINK-1627 - Y-Coordinate,STARLINK-31411 - Y-Coordinate,STARLINK-3591 - Y-Coordinate,STARLINK-31685 - Y-Coordinate,STARLINK-30233 - Y-Coordinate,STARLINK-30072 - Y-Coordinate,STARLINK-31249 - Y-Coordinate,STARLINK-31696 - Y-Coordinate,STARLINK-30847 - Y-Coordinate,STARLINK-6031 - Y-Coordinate,STARLINK-5530 - Y-Coordinate,STARLINK-31926 - Y-Coordinate,STARLINK-2087 - Y-Coordinate,STARLINK-1657 - Y-Coordinate,STARLINK-31398 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-2409 - Z-Coordinate,STARLINK-31170 - Z-Coordinate,STARLINK-3389 - Z-Coordinate,STARLINK-5181 - Z-Coordinate,STARLINK-31616 - Z-Coordinate,STARLINK-30991 - Z-Coordinate,STARLINK-31357 - Z-Coordinate,STARLINK-4533 - Z-Coordinate,STARLINK-31438 - Z-Coordinate,STARLINK-32290 - Z-Coordinate,STARLINK-1063 - Z-Coordinate,STARLINK-1216 - Z-Coordinate,STARLINK-31053 - Z-Coordinate,STARLINK-5405 - Z-Coordinate,STARLINK-30850 - Z-Coordinate,STARLINK-3343 - Z-Coordinate,STARLINK-4610 - Z-Coordinate,STARLINK-11130 [DTC] - Z-Coordinate,STARLINK-2381 - Z-Coordinate,STARLINK-5495 - Z-Coordinate,STARLINK-31325 - Z-Coordinate,STARLINK-30471 - Z-Coordinate,STARLINK-11288 [DTC] - Z-Coordinate,STARLINK-1151 - Z-Coordinate,STARLINK-30603 - Z-Coordinate,STARLINK-1492 - Z-Coordinate,STARLINK-5988 - Z-Coordinate,STARLINK-4675 - Z-Coordinate,STARLINK-5501 - Z-Coordinate,STARLINK-30356 - Z-Coordinate,STARLINK-31291 - Z-Coordinate,STARLINK-32131 - Z-Coordinate,STARLINK-2474 - Z-Coordinate,STARLINK-5889 - Z-Coordinate,STARLINK-31129 - Z-Coordinate,STARLINK-30754 - Z-Coordinate,STARLINK-31461 - Z-Coordinate,STARLINK-5338 - Z-Coordinate,STARLINK-6343 - Z-Coordinate,STARLINK-11143 [DTC] - Z-Coordinate,STARLINK-6304 - Z-Coordinate,STARLINK-6298 - Z-Coordinate,STARLINK-31402 - Z-Coordinate,STARLINK-31983 - Z-Coordinate,STARLINK-2169 - Z-Coordinate,STARLINK-31369 - Z-Coordinate,STARLINK-2219 - Z-Coordinate,STARLINK-5195 - Z-Coordinate,STARLINK-30788 - Z-Coordinate,STARLINK-3754 - Z-Coordinate,STARLINK-5360 - Z-Coordinate,STARLINK-2482 - Z-Coordinate,STARLINK-2428 - Z-Coordinate,STARLINK-5238 - Z-Coordinate,STARLINK-31654 - Z-Coordinate,STARLINK-6275 - Z-Coordinate,STARLINK-30507 - Z-Coordinate,STARLINK-5178 - Z-Coordinate,STARLINK-11272 [DTC] - Z-Coordinate,STARLINK-2102 - Z-Coordinate,STARLINK-31958 - Z-Coordinate,STARLINK-5662 - Z-Coordinate,STARLINK-1709 - Z-Coordinate,STARLINK-1672 - Z-Coordinate,STARLINK-4179 - Z-Coordinate,STARLINK-5969 - Z-Coordinate,STARLINK-2455 - Z-Coordinate,STARLINK-5029 - Z-Coordinate,STARLINK-2525 - Z-Coordinate,STARLINK-4580 - Z-Coordinate,STARLINK-30148 - Z-Coordinate,STARLINK-3692 - Z-Coordinate,STARLINK-2617 - Z-Coordinate,STARLINK-4139 - Z-Coordinate,STARLINK-31409 - Z-Coordinate,STARLINK-5458 - Z-Coordinate,STARLINK-2159 - Z-Coordinate,STARLINK-4380 - Z-Coordinate,STARLINK-1991 - Z-Coordinate,STARLINK-5484 - Z-Coordinate,STARLINK-3776 - Z-Coordinate,STARLINK-2361 - Z-Coordinate,STARLINK-3573 - Z-Coordinate,STARLINK-2393 - Z-Coordinate,STARLINK-2264 - Z-Coordinate,STARLINK-1627 - Z-Coordinate,STARLINK-31411 - Z-Coordinate,STARLINK-3591 - Z-Coordinate,STARLINK-31685 - Z-Coordinate,STARLINK-30233 - Z-Coordinate,STARLINK-30072 - Z-Coordinate,STARLINK-31249 - Z-Coordinate,STARLINK-31696 - Z-Coordinate,STARLINK-30847 - Z-Coordinate,STARLINK-6031 - Z-Coordinate,STARLINK-5530 - Z-Coordinate,STARLINK-31926 - Z-Coordinate,STARLINK-2087 - Z-Coordinate,STARLINK-1657 - Z-Coordinate,STARLINK-31398 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,3251.9632,805.5799,5041.7306,3710.1262,2743.5835,2572.9561,2178.3364,6332.8285,1746.8512,3788.8906,-3539.6812,5876.9530,1087.1863,4450.9651,4991.8069,-4286.5011,5714.6527,-5048.4534,-2720.3783,-6487.9567,-4779.2129,2722.2338,6263.0080,-887.8657,3068.1505,0.0000,4967.0908,-3955.0752,-1801.3710,-6665.5401,3114.3723,-1878.5717,2438.2637,-2461.1052,-5158.0448,4931.0478,-4785.5573,2372.2471,-4832.2831,5318.1925,-2085.7229,6362.9785,0.0000,4152.7821,-1931.2529,4739.8690,-6728.1608,-4624.5052,-3989.7105,4267.6053,5113.1592,3894.1011,1890.4208,-924.9070,684.9790,-69.7381,2384.9152,1549.6004,1002.4198,-4284.8846,-629.3455,-4944.6418,-3433.2915,-4422.3194,-4164.3604,5760.9683,-6392.8509,6201.4147,4125.7179,-4808.1192,-2679.2048,1456.2938,-6527.0806,537.4051,-5389.4737,4356.8158,-3223.2663,-2170.5291,4069.8712,-1699.7357,2746.0696,-2073.0455,4991.9617,3810.6883,-5377.3291,-1666.3499,5500.7939,2212.4642,6177.9013,-6732.7631,2988.3056,-4139.6863,3202.0013,5007.8336,2872.3854,-2397.9631,5532.8333,184.4732,1944.6939,4761.0507,-363157.4212,-340166.9700,-359007.6802,-356009.4090,-347752.9483,-349838.2753,-354623.9957,-355385.2374,124781030.2710,124784680.5821,124751923.3744,124752373.4272,-354554.8028,124763499.9943,-6012.9799,6144.6764,-2864.0391,-5627.8621,-5833.2558,4597.9742,5762.9650,811.5580,-5294.1786,-1729.1194,-5395.7418,3458.5239,3987.8738,-2448.4787,-4749.1243,-302.6027,1719.7125,-3866.4239,-4759.9804,2655.9126,3488.8709,5433.0551,1316.5194,3977.4623,-6203.6562,0.0000,2494.7109,2943.6578,2078.9319,156.9901,5376.0270,4225.6849,3386.0257,2844.2604,782.2833,2651.2001,1381.8729,-505.2477,4800.3115,4002.2200,-1204.1416,2562.8566,0.0000,-2474.8503,6409.1982,-3371.4774,854.1134,4635.7374,994.1391,1888.3633,275.8376,-5367.2506,3889.5972,-6703.8457,-5333.5746,-5626.1601,6027.1280,-3798.3015,-4976.2049,-888.3174,4931.8130,-662.9184,-3920.0630,3282.0956,-255.7968,-3761.0487,1821.9317,-1521.4765,-3352.0902,-2417.2138,6393.8489,-5930.4121,-1202.8245,4473.8129,2027.0564,2066.4856,-5235.0894,962.2443,-1469.3808,1672.6408,5562.3952,5821.1798,-1258.8822,-3831.5588,-1334.2694,6110.0861,3789.7093,4900.5324,-2266.6044,-438.3948,5895.5598,-1031.9305,-4699.9817,-4252.8538,-5403.2797,5207.0768,-2191.8864,-5335.0262,3717.4776,3658.9986,41900.6750,70886.1340,53383.0442,51877.0646,54071.1910,55267.1548,60695.7720,56993.2038,185008954.8209,185040533.8804,184999844.6962,185005295.7182,57056.5930,185008945.2526,-221.9419,-3077.8863,-3327.7602,1416.8892,-1504.1441,-4514.6217,2806.0137,-2558.5000,-3982.9768,-5421.5985,-2437.3364,1188.4956,-5488.0026,-4734.1744,-555.3203,-5428.7746,3457.5548,2168.2497,-4158.6606,208.2117,3448.4704,3462.3498,-1880.0565,5355.7878,-452.4911,0.0000,-4166.7401,-4853.6741,-6384.9609,1908.5699,-2840.7864,-4930.0779,5473.2758,-5855.3630,4384.9990,-4085.8761,4620.7466,-6503.9965,1277.1748,1002.8824,6508.8360,970.5806,0.0000,-4806.7057,-1658.3911,3363.9049,1198.2699,2158.5385,5449.7664,5073.8262,-4670.0553,1953.5941,5356.3457,1377.5785,-4179.1658,-4078.4731,2365.2940,5464.7581,4428.7495,5326.6960,4631.9602,4618.6883,-4564.2749,3813.0031,-5496.0643,805.0098,-22.8814,2520.8745,4377.8224,4292.0512,240.1088,3170.3540,-1981.9439,-5181.5915,-3726.5853,-4925.8780,2664.2406,6463.3683,-5389.0263,-6535.3830,2951.0227,2873.9336,-4588.1593,4197.6834,-4095.5661,-2633.3810,-1386.4628,-4320.3015,-905.9847,1504.3014,-2036.0933,5325.9378,-3781.4395,2172.0629,-3265.7199,3481.3670,-3344.5677,-4106.0175,-5445.7030,3215.8003,139809.0374,134420.0869,138454.6235,137481.3957,142046.6374,134173.1138,127734.8096,134804.9160,-72309113.0733,-72325043.9497,-72297759.4496,-72304521.3149,136355.5762,-72298621.6541,
3600.000,-637.0588,-3671.9953,9.9882,-688.4688,1431.0941,-5318.9325,-4839.8346,-3824.9499,1221.1861,-1029.7393,4024.9686,-5954.5531,-5170.1866,-2309.6222,-2160.2886,3413.2745,-3739.8705,4102.6497,4154.0369,5122.3363,683.5475,-5037.5056,-5655.4890,-4039.1642,-620.2894,0.0000,-4550.0892,-178.4606,1113.7412,4574.3910,-5469.0027,-3276.9468,-5544.1352,-2146.5564,4834.5150,-5018.0631,3207.9899,-1022.3460,1754.6399,-5362.8434,4092.3224,-6396.2083,0.0000,-3600.1302,203.6500,212.6109,4219.6412,3327.7288,3106.5596,-3943.3505,-4469.8470,-2456.5725,-5125.6135,2581.7739,2858.5434,375.8658,-4297.7930,2403.5518,3650.7554,3710.6283,-3833.6239,5173.9390,4297.7595,3322.5657,4800.6095,-3033.6126,3258.3474,-2818.6749,-3538.4784,3782.6128,203.1467,1914.9452,6495.6944,-4497.3501,4674.2233,-3864.6738,4009.5493,-2443.4117,-3632.1244,-714.4249,-4455.6001,-1675.2840,-5554.8809,-2847.3176,3333.1658,-89.8397,-6195.5706,-4110.6562,-3358.8600,4910.6808,-4887.8616,5853.6090,-1773.0257,-3390.3548,-2986.9268,2007.3411,-1803.0707,3799.3094,-5419.1146,-4937.7426,-361299.8562,-346686.1495,-362830.7907,-359657.3497,-350397.3743,-354991.7289,-357050.5817,-356916.0913,72601600.5543,72596916.6393,72578819.5366,72577467.9430,-357620.3698,72584909.3846,5245.3906,-3475.6813,4047.8146,4786.9429,3851.7214,-1567.2683,-4556.3360,2004.9768,6707.1536,5448.7940,1829.3831,-1752.2930,-3020.6641,5649.8231,5356.9145,-3934.1507,1810.8818,-488.7401,573.4370,-2246.3602,-5006.0937,-4839.9044,1141.8862,-4162.8872,6196.0508,0.0000,-5152.2967,-4468.2854,-5878.0013,-2759.5121,-3942.8421,-3624.3547,-369.3942,-2279.0262,-4559.3185,1461.8642,-5423.6296,4802.2376,-5262.3868,-1408.0946,-2719.3845,-242.8114,0.0000,5707.9795,-6306.2274,4059.0444,-2572.5053,-5593.7946,-5194.8188,2579.5347,3727.2963,6002.2531,-830.8061,4176.7408,6102.6549,6899.8827,-2842.3312,5491.8287,2584.5255,-3502.6724,-4813.3271,-3627.7763,-284.9162,-5718.8967,-3703.1815,4847.8821,-3498.5511,3272.0652,5896.6408,-1871.3438,-6144.0805,3726.5076,-370.3198,-2013.2216,-5013.2116,2449.0251,509.8662,2370.9662,5170.9414,-5212.9072,-5003.3243,-3797.0483,4001.7088,6229.8433,-2516.3319,-6568.7642,-1150.9525,-938.1242,4588.4554,-2309.7321,-4583.3229,-2538.6318,6556.3583,5836.6754,6009.0722,-5897.8944,4686.4089,1997.7466,-914.3146,839.6761,-50923.5914,-16674.0944,-35495.8219,-35561.4094,-36128.2965,-34538.9055,-30055.5425,-33352.4307,211033687.1140,211068001.9555,211022020.9394,211025109.6270,-33346.3300,211034162.1620,4333.2932,4703.0439,5306.8205,-4914.4492,5178.1124,4157.0805,1294.1334,5338.7865,684.9041,3984.8458,5281.3868,3059.1114,3353.4813,3296.3268,3786.2714,4544.6298,-5517.3445,-5305.0288,5440.6428,4216.1758,-4636.3632,-328.4011,-3349.5684,-3434.6120,-3061.8621,0.0000,-981.4394,5262.3805,3527.0233,-4432.4139,-1093.3899,4656.3995,-4082.4982,6199.3432,-1546.0562,4537.4847,-2563.6825,4891.1845,-4162.6778,3810.1337,-4920.2709,2643.2597,0.0000,939.8798,-2785.1058,-5360.9710,-4803.1891,2271.2665,-3179.1140,-5048.2069,3748.3394,2393.4083,-4539.3485,-4866.1122,959.9147,-743.5689,-4598.7688,-3302.5251,-5048.7021,-4654.1377,-2901.8165,-2532.1885,5408.9412,1085.5948,3275.8743,-3917.2834,4608.8496,-5347.3832,-500.6267,-5451.7296,3202.0512,-5468.3725,-2375.3505,4766.1117,258.0777,5139.5500,-5353.3930,-6006.5753,2776.6858,4535.7498,1523.5207,-5415.2698,793.5793,-41.3346,5464.0757,-1968.4899,-2616.2045,5442.7096,-3437.4002,-4290.6614,-1714.0041,-2445.3755,-705.6249,1522.5256,-1766.5573,2471.0088,4613.7287,5174.8961,4111.8830,-4627.2628,138872.2950,133327.8047,137958.4527,134488.0190,141480.7878,136852.3194,126334.3394,137205.9678,-72352332.8874,-72368505.7245,-72333466.8068,-72341775.8345,135517.0849,-72340561.7467,
7200.000,-3321.4178,6027.2652,-4685.7304,-3463.1147,-5676.6094,6708.0284,5161.3887,547.1048,-3422.6977,-1055.8333,-4295.1206,4016.3080,6583.8265,151.9073,-1937.8647,-2438.0887,1473.7302,-2105.8065,-5198.8454,-1305.5147,3345.2613,5703.8894,1138.8033,5966.6538,-2667.4923,0.0000,1270.0846,3511.0726,-1103.9798,-1360.8051,5364.6517,6310.8015,6667.0855,5649.6500,-2464.4438,4362.4881,-672.4227,852.2455,2312.6099,2841.4343,-5427.2829,4310.9194,0.0000,1340.3560,2396.5359,-4846.5477,-122.7366,25.4506,-1572.0966,3344.6230,3087.5918,-669.7507,6700.1558,-4486.3911,-4696.6834,-727.2042,5601.1267,-4401.3888,-6615.8343,-2846.8546,6025.6897,-3357.6162,-4885.4027,400.0007,-4111.4207,-1039.7317,2389.2274,-1421.9786,1406.7291,-2621.7048,3030.5502,-5410.6898,-3788.7682,6779.8531,-1891.2207,3168.1984,-3898.2878,6395.8752,2389.3881,1340.1238,4410.4453,5501.3250,3684.0386,401.4725,-1242.1496,2386.7831,4252.4452,5594.8475,-2122.6263,-1741.2400,5210.0707,-4929.4542,-812.0000,149.5423,1035.6882,895.2612,-2145.1878,-6396.5092,6775.4119,3928.7514,-336147.1338,-331101.1655,-343737.3796,-338795.1375,-330513.9654,-340708.7564,-336701.4786,-338602.8241,15456349.3268,15443197.6469,15440501.2406,15439758.4409,-338000.0127,15440080.2983,-2722.3648,240.5325,-4199.7291,-2968.8457,-238.9413,-1183.6236,611.4703,-5149.7748,-5061.2091,-6740.1422,2635.4700,-1471.5826,1631.3615,-6937.3508,-4750.0776,6417.7979,-5414.2243,5219.6622,3292.0634,2227.4428,5418.8628,2734.0339,-3904.0461,2754.8451,-4323.7027,0.0000,4031.8793,5457.2137,6721.4324,5280.8883,396.5628,2364.9053,-1741.1075,2725.7006,5861.7937,-4903.1487,6597.2516,-6870.8912,4727.8481,-3052.2558,4322.5132,-2790.3458,0.0000,-5610.0303,3568.2721,-3889.7853,4493.1031,4475.5142,6493.6273,-5775.8146,-6176.9474,-4433.8742,-1441.8835,-172.2933,-3914.8559,-4659.5797,-1156.2210,-5083.2592,-127.4951,6211.7177,2955.2715,5719.1729,3929.4255,4444.3983,5433.0917,-5052.9106,4190.8526,-4995.5504,-5624.5790,5616.1893,4074.8196,-1083.4185,2454.7193,-31.1489,5654.6423,-5787.3108,4480.5270,-1989.8401,-6282.7836,6819.4331,1722.4878,1135.3190,-4653.9863,-5420.7088,5955.5252,3821.7830,-2627.0478,-2658.9833,-4633.9307,5066.9754,1234.5010,4157.6321,-4928.5297,-5434.2988,-3797.1660,2380.7694,-6001.6504,1206.6759,-1138.3309,-4969.4588,-139909.3487,-103113.8265,-122189.7738,-118817.9619,-124059.2964,-122136.2879,-118353.2060,-121519.2756,222653888.0724,222688620.0233,222644275.4340,222646236.5353,-121663.1604,222655188.5047,-5329.2210,-3383.5447,-2256.1715,5153.5165,-3399.3487,-1304.5465,-4348.9000,-4528.2712,3088.0867,356.4151,-4714.0274,-5450.4814,1068.9304,93.9551,-4636.7547,-860.1899,4009.9714,3664.0429,-3079.3827,-6524.8150,2525.4383,-3002.1295,5275.1115,-1493.6229,4712.8873,0.0000,5494.3947,-2391.0550,1352.1856,4280.4713,4197.6072,-474.0618,-18.2201,-3005.6357,-2475.1981,-2222.9085,-1514.6128,-391.9222,4501.9489,-5289.1121,436.9512,-4656.8159,0.0000,3617.4211,5379.2236,2559.6757,5208.3880,-5254.0489,-1442.9538,1749.8727,-541.3621,-5271.0520,723.3117,5240.0568,2984.6716,5089.3210,3855.9654,-1272.3853,1284.4356,963.0331,-1110.2021,-1532.5775,-2944.4280,-5007.9599,1050.7494,4616.0307,-4578.6724,4485.3795,-3735.7596,3001.0723,-4729.2442,4106.0726,5239.3465,-1065.7743,3379.9448,-1986.2930,3100.4556,1631.4121,1578.7367,52.5086,-4987.9247,3854.8694,3492.7997,-4173.5836,-3233.0244,5156.6199,4632.5969,-3029.6671,4248.7086,4361.7547,4365.5638,-2260.5659,4643.9629,-4290.0790,5697.8067,-6215.0103,-2445.2086,-1722.2439,11.4739,2508.6594,137887.9527,132240.2268,136795.4487,134001.3325,140494.1883,135934.1393,125549.6994,133018.2018,-72394784.9349,-72411797.1974,-72370218.6558,-72378742.3316,134666.0410,-72382496.3971,
