sl_5_5400_20290215 Coordinates.csv
2029/02/15 07:47:00.0000 UTC

Generated: Tue Oct  8 21:11:19 2024,
Start: 2029/02/15 07:47:00.00, Stop: 2029/02/15 09:17:00.00,
TIME_UNITS,STARLINK-5920 - X-Coordinate,STARLINK-11082 [DTC] - X-Coordinate,STARLINK-30227 - X-Coordinate,STARLINK-31309 - X-Coordinate,STARLINK-5874 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5920 - Y-Coordinate,STARLINK-11082 [DTC] - Y-Coordinate,STARLINK-30227 - Y-Coordinate,STARLINK-31309 - Y-Coordinate,STARLINK-5874 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5920 - Z-Coordinate,STARLINK-11082 [DTC] - Z-Coordinate,STARLINK-30227 - Z-Coordinate,STARLINK-31309 - Z-Coordinate,STARLINK-5874 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,3464.3859,-4424.8759,3156.9207,-4981.1424,-5367.7745,-24617.2604,-41046.1465,-32603.2803,-34437.2086,-42991.7110,-41327.9369,-38300.3394,-37755.1831,-45612648.6197,-45629489.4474,-45601269.2094,-45594122.1614,-37434.6635,-45603198.0245,-186.2107,-2971.3922,-4080.3274,-847.0209,-2759.8760,415430.0524,393032.3565,405348.2053,406727.1598,406656.1199,405353.2965,398451.6953,402348.3547,-114444992.0459,-114476784.3569,-114451298.7585,-114451476.6634,401976.3132,-114458290.3983,5937.1578,-4071.2103,-4607.9309,4618.9827,3417.7332,-500.5062,-2204.6540,-1930.5909,-1879.1238,2025.8595,-6529.8050,-12154.3056,-1959.9927,-5302353.9340,-5319853.4642,-5273655.8438,-5286037.7166,-3667.5876,-5290056.7537,
300.000,1807.9374,-4349.1062,1184.4900,-5306.1473,-5819.7902,-33477.8202,-49557.3167,-41069.8361,-42972.0765,-51548.5731,-49830.7817,-46845.6000,-45799.7689,-43096535.8820,-43112883.4088,-43085813.2576,-43078631.9465,-45955.8613,-43087148.8591,-1578.5531,-969.3077,-4949.1224,1246.4919,-3544.0299,414882.6752,391954.8663,404352.1731,405712.2399,405783.9419,404420.1422,397634.4370,401577.4288,-115411448.1605,-115443692.4410,-115417823.3892,-115417699.3465,401098.8002,-115424790.9181,6443.9880,-5013.2823,-4685.4568,4143.0143,1315.8790,-391.0372,-2092.1769,-1734.7421,-1931.0857,2203.0422,-6139.6277,-12114.1857,-1830.1246,-5302039.3483,-5319634.6086,-5273135.5662,-5285404.1992,-3543.4432,-5289741.5766,
600.000,14.3900,-3854.9997,-886.0020,-5135.1235,-5628.5071,-42327.0917,-58039.4681,-49517.7428,-51485.9466,-60084.8439,-58303.4392,-55373.0358,-53840.1304,-40559965.8927,-40575811.5153,-40549896.3822,-40542708.9365,-54456.6804,-40550640.1836,-2875.3298,1158.6666,-5377.9805,3199.2985,-3958.1135,414145.2751,390697.0809,403173.1917,404507.4311,404729.2052,403301.1154,396635.6564,400609.7608,-116322602.7287,-116355285.7326,-116329076.7126,-116328661.4255,400040.6230,-116335992.9761,6247.6620,-5365.0149,-4259.2395,3207.4758,-926.5041,-281.7746,-1980.3523,-1542.3358,-1986.8331,2377.0601,-5743.3514,-12069.3434,-1832.0902,-5301719.1040,-5319414.2779,-5272626.0586,-5284780.4967,-3419.2978,-5289426.3015,
900.000,-1729.0895,-3001.0452,-2853.6807,-4476.3008,-4832.6599,-51160.9714,-66488.8714,-57943.1468,-59975.2209,-68596.6615,-66741.0239,-63878.7817,-61906.0383,-38004153.9329,-38019489.3827,-37994732.4350,-37987566.1916,-62933.2896,-37994887.1479,-3937.9428,3180.6879,-5320.6772,4817.6580,-3931.4251,413218.0637,389259.6245,401811.8278,403112.4839,403492.4336,401996.5095,395455.6752,399438.1389,-117178023.2972,-117211131.5740,-117184625.9827,-117183932.5257,398802.2513,-117191464.0186,5369.6909,-5085.3283,-3374.8485,1916.0099,-3070.1487,-172.7172,-1869.1417,-1353.5021,-2046.2679,2547.9408,-5341.0889,-12019.8170,-1954.2890,-5301393.2033,-5319192.4590,-5272127.2221,-5284167.7084,-3295.1514,-5289110.9284,
1200.000,-3246.3826,-1877.3805,-4529.3327,-3384.1064,-3537.3302,-59975.3596,-74901.8065,-66342.2074,-68436.3836,-77080.1737,-75138.5502,-72358.9768,-70022.1992,-35430324.4117,-35445141.7614,-35421544.4262,-35414425.7186,-71381.8687,-35421114.0347,-4644.9822,4873.9047,-4774.0628,5943.2940,-3443.5065,412101.3413,387643.2068,400268.7333,401527.1491,402074.2304,400506.6699,394094.9019,398056.0278,-117977304.1158,-118010824.0181,-117984065.0942,-117983108.8939,397384.2359,-117990798.1894,3905.5712,-4206.8136,-2127.0275,411.8891,-4887.1612,-63.8639,-1758.5092,-1168.3642,-2109.2456,2715.7100,-4933.0184,-11965.6429,-2176.5070,-5301061.6510,-5318969.1386,-5271638.9513,-5283566.9969,-3171.0040,-5288795.4574,
1500.000,-4390.2710,-596.5926,-5753.6201,-1955.1337,-1899.7722,-68766.1616,-83274.5651,-74711.0981,-76866.0202,-85531.5399,-83490.9191,-80809.7661,-78206.5433,-32839710.2800,-32854001.9495,-32831563.9404,-32824517.8772,-79798.6098,-32830553.6727,-4906.3048,6048.7356,-3779.6646,6469.2039,-2528.4085,410795.4978,385848.6219,398544.6450,399751.1689,400475.2784,398831.9860,392553.8312,396458.1991,-118720066.3295,-118753984.0208,-118727014.7773,-118725813.5765,395787.2089,-118733616.5221,2014.8131,-2832.2084,-649.8660,-1137.9493,-6185.4753,44.7864,-1648.4219,-987.0383,-2175.5611,2880.3924,-4519.4047,-11906.8551,-2471.8773,-5300724.4543,-5318744.3034,-5271161.1352,-5282979.5923,-3046.8559,-5288479.8885,
1800.000,-5057.0049,717.0453,-6412.5099,-319.7792,-109.8539,-77529.2903,-91603.4528,-83046.0093,-85260.8420,-93946.9328,-91792.9029,-89227.3028,-86469.1955,-30233552.4393,-30247311.2021,-30226030.5475,-30219080.7812,-88179.7193,-30224446.8463,-4674.7320,6570.3705,-2421.2648,6349.9601,-1272.3529,409301.0122,383876.7475,396640.3842,397784.2672,398696.3395,396972.8825,390833.0436,394641.3192,-119405958.1583,-119440259.6209,-119413122.7800,-119411696.5845,394011.8827,-119419567.1202,-96.1393,-1123.0060,897.4285,-2561.6767,-6828.6692,153.2348,-1538.8491,-809.6334,-2244.9292,3042.0109,-4100.6272,-11843.4858,-2809.0612,-5300381.6232,-5318517.9396,-5270693.6574,-5282406.7971,-2922.7069,-5288164.2216,
2100.000,-5195.9210,1939.2047,-6448.2125,1369.6835,1632.0389,-86260.6679,-99884.7912,-91343.1495,-93617.7163,-102322.5401,-100039.1291,-97607.7502,-94812.0472,-27613099.1477,-27626318.1365,-27606191.2103,-27599359.6951,-96521.4193,-27604041.7015,-3953.5835,6375.0187,-818.3044,5605.3087,194.6583,407618.4522,381728.5440,394556.8557,395626.1425,396738.2548,394929.8076,388933.2055,392604.4631,-120034655.0635,-120069326.1065,-120042064.0361,-120040435.0407,392059.0505,-120048325.3236,-2196.6204,719.0663,2347.7579,-3701.8504,-6749.4060,261.4823,-1429.7625,-636.2508,-2316.9593,3200.5869,-3677.2176,-11775.5648,-3154.4650,-5300033.1698,-5318290.0336,-5270236.3970,-5281849.9904,-2798.5572,-5287848.4568,
2400.000,-4812.8398,2957.0272,-5864.3079,2953.3010,3137.0861,-94956.2278,-108114.9197,-99598.7475,-101933.7037,-110654.5666,-108224.0644,-105947.2833,-103228.8214,-24979605.4212,-24992278.1344,-24973299.6879,-24966606.4278,-104819.9497,-24970593.1479,-2798.6422,5478.4412,884.4616,4316.8565,1712.2271,405748.4746,379405.0536,392295.0474,393276.4622,394601.9443,392703.2204,386855.0684,390349.5310,-120605859.9012,-120640886.1690,-120613540.8221,-120611733.3137,389929.5853,-120619593.8620,-4057.4761,2475.9246,3544.4023,-4432.8195,-5955.8480,369.5301,-1321.1356,-466.9844,-2391.1216,3356.1407,-3249.9099,-11703.1200,-3474.3853,-5299679.1089,-5318060.5714,-5269789.2289,-5281310.6317,-2674.4069,-5287532.5941,
2700.000,-3966.9042,3679.3198,-4724.4980,4278.4162,4248.1176,-103611.9165,-116290.1978,-107809.0543,-110206.1047,-118939.2352,-116342.0001,-114242.0914,-111705.5347,-22334332.4332,-22346452.7399,-22328615.9367,-22322078.7223,-113071.5698,-22325362.2577,-1314.0441,3975.1163,2530.0601,2618.6143,3106.7299,403691.8249,376907.3996,389856.0298,390734.8636,392288.4065,390293.5762,384599.4690,387881.5387,-121119303.0625,-121154670.0433,-121127282.8992,-121125323.1332,387624.4399,-121133102.9959,-5476.4562,3939.4080,4358.1326,-4674.3011,-4530.9399,477.3791,-1212.9437,-301.9201,-2466.7019,3508.6911,-2819.7076,-11626.1774,-3737.0339,-5299319.4579,-5317829.5391,-5269352.0245,-5280790.2649,-2550.2559,-5287216.6335,
3000.000,-2761.6713,4044.2771,-3145.3280,5214.0593,4856.0685,-112223.6958,-124407.0069,-115970.3445,-118432.5171,-127172.7898,-124387.0449,-122488.3796,-120221.2885,-19678546.9104,-19690109.0562,-19673405.5069,-19667039.6429,-121272.5597,-19669615.6622,357.3591,2027.9208,3963.7926,682.7917,4210.8885,401449.3366,374236.7854,387240.9550,388000.9652,389798.7184,387701.3105,382167.3284,385208.7495,-121574742.6006,-121610435.6356,-121583047.6433,-121580963.6903,385144.6463,-121588610.6437,-6300.0374,4936.3443,4701.1702,-4399.8489,-2624.5405,585.0304,-1105.1638,-141.1360,-2542.7416,3658.2555,-2387.9735,-11544.7611,-3914.4267,-5298954.2364,-5317596.9222,-5268924.6521,-5280290.5203,-2426.1045,-5286900.5750,
3300.000,-1332.1156,4024.0468,-1283.9356,5663.6282,4911.2077,-120787.5444,-132461.7522,-124078.9186,-126610.9037,-135351.4956,-132353.1300,-130682.3706,-128749.3576,-17013520.5255,-17024519.1378,-17008938.9377,-17002756.9598,-129419.2222,-17004624.9447,2047.8818,-150.1596,5047.7222,-1297.5663,4883.8899,399021.9314,371394.4940,384451.0561,385074.3968,387134.0350,384926.8243,379559.6520,382342.6032,-121971964.3447,-122007968.6370,-121980620.1612,-121978441.7188,382491.3153,-121985902.4958,-6439.3821,5349.0501,4536.5323,-3639.5924,-438.5346,692.4850,-997.7746,15.2983,-2617.9587,3804.8502,-1956.5486,-11458.8933,-3984.1279,-5298583.4669,-5317362.7066,-5268506.9775,-5279813.1168,-2301.9526,-5286584.4187,
3600.000,170.5673,3626.0583,677.7406,5574.8826,4427.6292,-129299.4602,-140450.8649,-132131.1046,-134739.6713,-143471.6422,-140234.0410,-138820.3068,-137258.5718,-14340529.2890,-14350959.3821,-14336491.1492,-14330502.5334,-137507.8845,-14331666.0323,3581.6388,-2319.7511,5673.8968,-3127.5521,5029.5983,396410.6189,368381.8865,381487.6463,381954.8614,384295.5888,381970.4738,376777.5291,379297.3960,-122310782.0008,-122347082.6246,-122319813.3933,-122317571.5590,379665.6360,-122324792.1153,-5879.2912,5128.9232,3881.9319,-2477.0842,1794.2399,799.7437,-890.7558,167.3210,-2690.6443,3948.4901,-1527.9079,-11368.5942,-3930.8161,-5298207.1738,-5317126.8774,-5268098.8641,-5279359.8607,-2177.8004,-5286268.1644,
3900.000,1594.7269,2891.4270,2550.7692,4946.2840,3480.0692,-137755.4619,-148370.8035,-140123.2596,-142817.7521,-151529.5441,-148023.4959,-146898.4524,-145714.9988,-11660852.9376,-11670709.9177,-11657340.8328,-11651551.6969,-145534.8999,-11652018.5846,4792.5401,-4241.4752,5775.2004,-4629.4222,4610.1234,393616.4958,365200.4022,378352.1182,378642.2468,381284.6895,378832.5728,373822.1320,376089.6632,-122591037.2384,-122627619.1488,-122600468.2039,-122598195.2026,376668.8752,-122605121.0257,-4679.7940,4301.9389,2807.9275,-1040.4579,3835.2154,906.8077,-784.0886,314.8791,-2758.5333,4089.1890,-1105.3582,-11273.8824,-3747.5996,-5297825.3845,-5316889.4200,-5267700.1735,-5278932.6437,-2053.6479,-5285951.8123,
4200.000,2803.3164,1890.8181,4157.4841,3828.7538,2193.2851,-146151.5911,-156218.0560,-148051.7714,-150844.6749,-159521.5432,-155715.3019,-154913.0947,-154083.9198,-8975774.3217,-8985053.9915,-8972769.8385,-8967182.6416,-153496.6490,-8966965.3812,5542.2558,-5702.3981,5332.7992,-5659.9816,3652.4742,390640.7457,361851.5570,375045.9428,375136.8164,378102.7237,375513.4211,370694.7160,372737.2361,-122812599.7648,-122849447.8075,-122822453.4566,-122820182.3175,373502.3769,-122826758.7850,-2970.2937,2965.6939,1430.4573,511.4349,5466.3214,1013.6778,-677.7554,457.9281,-2818.6495,4226.9594,-693.2768,-11174.7747,-3436.9553,-5297438.1284,-5316650.3194,-5267310.7658,-5278533.4366,-1929.4951,-5285635.3624,
4500.000,3687.0791,718.0532,5348.5251,2322.2174,725.5954,-154483.9140,-163989.1419,-155913.0606,-158820.5903,-167444.0098,-163303.6368,-162860.5463,-162332.0486,-6286578.7912,-6295277.3544,-6284062.5625,-6278675.8028,-161389.5422,-6277791.7077,5736.4566,-6539.9803,4379.2404,-6124.5052,2247.2149,387484.6386,358336.9427,371570.6684,371439.5120,374751.1540,372013.3806,367396.6184,369257.9796,-122975367.3850,-123012466.3066,-122985666.0777,-122983430.2536,370167.5616,-122989603.0461,-936.3839,1278.1924,-101.6194,2006.5878,6513.7172,1120.3550,-571.7396,596.4317,-2867.1397,4361.8127,-297.3701,-11071.2862,-3011.1193,-5297045.4377,-5316409.5605,-5266930.5000,-5278164.2787,-1805.3422,-5285318.8147,
4800.000,4174.6042,-518.2328,6016.9238,566.9330,-750.8738,-162748.5238,-171680.6131,-163703.5818,-166746.1932,-175293.3450,-170783.5085,-170737.1471,-170429.8707,-3594553.5800,-3602667.6455,-3592505.3319,-3587313.2524,-169210.0204,-3585784.7404,5337.2361,-6660.8119,2996.5575,-5985.5676,539.4322,384149.5307,354658.2265,367927.9202,367552.4008,371231.5187,368333.0336,363929.2586,365668.2763,-123079266.0491,-123116600.5068,-123090031.1050,-123087864.0271,366665.9259,-123093579.6043,1199.9469,-560.7207,-1622.7405,3279.1165,6866.1732,1226.8401,-466.0254,730.3627,-2899.1394,4493.7591,75.1059,-10963.4301,-2491.7388,-5296647.3467,-5316167.1279,-5266559.2339,-5277827.2626,-1681.1891,-5285002.1691,
