sl_100_86400_20290212 Coordinates.csv
2029/02/12 07:47:00.0000 UTC

Generated: Tue Oct  8 21:48:02 2024,
Start: 2029/02/12 07:47:00.00, Stop: 2029/02/13 07:47:00.00,
TIME_UNITS,STARLINK-30349 - X-Coordinate,STARLINK-3622 - X-Coordinate,STARLINK-5707 - X-Coordinate,STARLINK-3504 - X-Coordinate,STARLINK-2732 - X-Coordinate,STARLINK-1020 - X-Coordinate,STARLINK-2636 - X-Coordinate,STARLINK-4207 - X-Coordinate,STARLINK-5375 - X-Coordinate,STARLINK-31388 - X-Coordinate,STARLINK-11128 [DTC] - X-Coordinate,STARLINK-3257 - X-Coordinate,STARLINK-5916 - X-Coordinate,STARLINK-3867 - X-Coordinate,STARLINK-31497 - X-Coordinate,STARLINK-31334 - X-Coordinate,STARLINK-31505 - X-Coordinate,STARLINK-5733 - X-Coordinate,STARLINK-5915 - X-Coordinate,STARLINK-1012 - X-Coordinate,STARLINK-3691 - X-Coordinate,STARLINK-5185 - X-Coordinate,STARLINK-30439 - X-Coordinate,STARLINK-2384 - X-Coordinate,STARLINK-31814 - X-Coordinate,STARLINK-31094 - X-Coordinate,STARLINK-2249 - X-Coordinate,STARLINK-11162 [DTC] - X-Coordinate,STARLINK-3899 - X-Coordinate,STARLINK-31282 - X-Coordinate,STARLINK-30503 - X-Coordinate,STARLINK-6289 - X-Coordinate,STARLINK-1357 - X-Coordinate,STARLINK-30868 - X-Coordinate,STARLINK-1360 - X-Coordinate,STARLINK-6177 - X-Coordinate,STARLINK-2423 - X-Coordinate,STARLINK-31024 - X-Coordinate,STARLINK-32092 - X-Coordinate,STARLINK-6350 - X-Coordinate,STARLINK-2105 - X-Coordinate,STARLINK-3501 - X-Coordinate,STARLINK-30785 - X-Coordinate,STARLINK-3143 - X-Coordinate,STARLINK-32049 - X-Coordinate,STARLINK-2682 - X-Coordinate,STARLINK-3818 - X-Coordinate,STARLINK-5880 - X-Coordinate,STARLINK-30565 - X-Coordinate,STARLINK-4127 - X-Coordinate,STARLINK-1865 - X-Coordinate,STARLINK-5471 - X-Coordinate,STARLINK-5560 - X-Coordinate,STARLINK-6321 - X-Coordinate,STARLINK-3327 - X-Coordinate,STARLINK-4499 - X-Coordinate,STARLINK-2418 - X-Coordinate,STARLINK-4610 - X-Coordinate,STARLINK-3046 - X-Coordinate,STARLINK-6054 - X-Coordinate,STARLINK-5490 - X-Coordinate,STARLINK-6171 - X-Coordinate,STARLINK-2637 - X-Coordinate,STARLINK-31449 - X-Coordinate,STARLINK-3615 - X-Coordinate,STARLINK-5615 - X-Coordinate,STARLINK-6252 - X-Coordinate,STARLINK-5595 - X-Coordinate,STARLINK-4604 - X-Coordinate,STARLINK-5295 - X-Coordinate,STARLINK-30289 - X-Coordinate,STARLINK-31016 - X-Coordinate,STARLINK-3744 - X-Coordinate,STARLINK-30926 - X-Coordinate,STARLINK-2156 - X-Coordinate,STARLINK-31077 - X-Coordinate,STARLINK-1603 - X-Coordinate,STARLINK-5527 - X-Coordinate,STARLINK-6361 - X-Coordinate,STARLINK-5617 - X-Coordinate,STARLINK-1750 - X-Coordinate,STARLINK-31001 - X-Coordinate,STARLINK-5991 - X-Coordinate,STARLINK-4502 - X-Coordinate,STARLINK-3387 - X-Coordinate,STARLINK-1010 - X-Coordinate,STARLINK-5710 - X-Coordinate,STARLINK-1452 - X-Coordinate,STARLINK-5519 - X-Coordinate,STARLINK-6322 - X-Coordinate,STARLINK-4769 - X-Coordinate,STARLINK-1135 - X-Coordinate,STARLINK-30478 - X-Coordinate,STARLINK-4109 - X-Coordinate,STARLINK-2549 - X-Coordinate,STARLINK-5780 - X-Coordinate,STARLINK-30787 - X-Coordinate,STARLINK-30384 - X-Coordinate,STARLINK-3786 - X-Coordinate,STARLINK-6053 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-30349 - Y-Coordinate,STARLINK-3622 - Y-Coordinate,STARLINK-5707 - Y-Coordinate,STARLINK-3504 - Y-Coordinate,STARLINK-2732 - Y-Coordinate,STARLINK-1020 - Y-Coordinate,STARLINK-2636 - Y-Coordinate,STARLINK-4207 - Y-Coordinate,STARLINK-5375 - Y-Coordinate,STARLINK-31388 - Y-Coordinate,STARLINK-11128 [DTC] - Y-Coordinate,STARLINK-3257 - Y-Coordinate,STARLINK-5916 - Y-Coordinate,STARLINK-3867 - Y-Coordinate,STARLINK-31497 - Y-Coordinate,STARLINK-31334 - Y-Coordinate,STARLINK-31505 - Y-Coordinate,STARLINK-5733 - Y-Coordinate,STARLINK-5915 - Y-Coordinate,STARLINK-1012 - Y-Coordinate,STARLINK-3691 - Y-Coordinate,STARLINK-5185 - Y-Coordinate,STARLINK-30439 - Y-Coordinate,STARLINK-2384 - Y-Coordinate,STARLINK-31814 - Y-Coordinate,STARLINK-31094 - Y-Coordinate,STARLINK-2249 - Y-Coordinate,STARLINK-11162 [DTC] - Y-Coordinate,STARLINK-3899 - Y-Coordinate,STARLINK-31282 - Y-Coordinate,STARLINK-30503 - Y-Coordinate,STARLINK-6289 - Y-Coordinate,STARLINK-1357 - Y-Coordinate,STARLINK-30868 - Y-Coordinate,STARLINK-1360 - Y-Coordinate,STARLINK-6177 - Y-Coordinate,STARLINK-2423 - Y-Coordinate,STARLINK-31024 - Y-Coordinate,STARLINK-32092 - Y-Coordinate,STARLINK-6350 - Y-Coordinate,STARLINK-2105 - Y-Coordinate,STARLINK-3501 - Y-Coordinate,STARLINK-30785 - Y-Coordinate,STARLINK-3143 - Y-Coordinate,STARLINK-32049 - Y-Coordinate,STARLINK-2682 - Y-Coordinate,STARLINK-3818 - Y-Coordinate,STARLINK-5880 - Y-Coordinate,STARLINK-30565 - Y-Coordinate,STARLINK-4127 - Y-Coordinate,STARLINK-1865 - Y-Coordinate,STARLINK-5471 - Y-Coordinate,STARLINK-5560 - Y-Coordinate,STARLINK-6321 - Y-Coordinate,STARLINK-3327 - Y-Coordinate,STARLINK-4499 - Y-Coordinate,STARLINK-2418 - Y-Coordinate,STARLINK-4610 - Y-Coordinate,STARLINK-3046 - Y-Coordinate,STARLINK-6054 - Y-Coordinate,STARLINK-5490 - Y-Coordinate,STARLINK-6171 - Y-Coordinate,STARLINK-2637 - Y-Coordinate,STARLINK-31449 - Y-Coordinate,STARLINK-3615 - Y-Coordinate,STARLINK-5615 - Y-Coordinate,STARLINK-6252 - Y-Coordinate,STARLINK-5595 - Y-Coordinate,STARLINK-4604 - Y-Coordinate,STARLINK-5295 - Y-Coordinate,STARLINK-30289 - Y-Coordinate,STARLINK-31016 - Y-Coordinate,STARLINK-3744 - Y-Coordinate,STARLINK-30926 - Y-Coordinate,STARLINK-2156 - Y-Coordinate,STARLINK-31077 - Y-Coordinate,STARLINK-1603 - Y-Coordinate,STARLINK-5527 - Y-Coordinate,STARLINK-6361 - Y-Coordinate,STARLINK-5617 - Y-Coordinate,STARLINK-1750 - Y-Coordinate,STARLINK-31001 - Y-Coordinate,STARLINK-5991 - Y-Coordinate,STARLINK-4502 - Y-Coordinate,STARLINK-3387 - Y-Coordinate,STARLINK-1010 - Y-Coordinate,STARLINK-5710 - Y-Coordinate,STARLINK-1452 - Y-Coordinate,STARLINK-5519 - Y-Coordinate,STARLINK-6322 - Y-Coordinate,STARLINK-4769 - Y-Coordinate,STARLINK-1135 - Y-Coordinate,STARLINK-30478 - Y-Coordinate,STARLINK-4109 - Y-Coordinate,STARLINK-2549 - Y-Coordinate,STARLINK-5780 - Y-Coordinate,STARLINK-30787 - Y-Coordinate,STARLINK-30384 - Y-Coordinate,STARLINK-3786 - Y-Coordinate,STARLINK-6053 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-30349 - Z-Coordinate,STARLINK-3622 - Z-Coordinate,STARLINK-5707 - Z-Coordinate,STARLINK-3504 - Z-Coordinate,STARLINK-2732 - Z-Coordinate,STARLINK-1020 - Z-Coordinate,STARLINK-2636 - Z-Coordinate,STARLINK-4207 - Z-Coordinate,STARLINK-5375 - Z-Coordinate,STARLINK-31388 - Z-Coordinate,STARLINK-11128 [DTC] - Z-Coordinate,STARLINK-3257 - Z-Coordinate,STARLINK-5916 - Z-Coordinate,STARLINK-3867 - Z-Coordinate,STARLINK-31497 - Z-Coordinate,STARLINK-31334 - Z-Coordinate,STARLINK-31505 - Z-Coordinate,STARLINK-5733 - Z-Coordinate,STARLINK-5915 - Z-Coordinate,STARLINK-1012 - Z-Coordinate,STARLINK-3691 - Z-Coordinate,STARLINK-5185 - Z-Coordinate,STARLINK-30439 - Z-Coordinate,STARLINK-2384 - Z-Coordinate,STARLINK-31814 - Z-Coordinate,STARLINK-31094 - Z-Coordinate,STARLINK-2249 - Z-Coordinate,STARLINK-11162 [DTC] - Z-Coordinate,STARLINK-3899 - Z-Coordinate,STARLINK-31282 - Z-Coordinate,STARLINK-30503 - Z-Coordinate,STARLINK-6289 - Z-Coordinate,STARLINK-1357 - Z-Coordinate,STARLINK-30868 - Z-Coordinate,STARLINK-1360 - Z-Coordinate,STARLINK-6177 - Z-Coordinate,STARLINK-2423 - Z-Coordinate,STARLINK-31024 - Z-Coordinate,STARLINK-32092 - Z-Coordinate,STARLINK-6350 - Z-Coordinate,STARLINK-2105 - Z-Coordinate,STARLINK-3501 - Z-Coordinate,STARLINK-30785 - Z-Coordinate,STARLINK-3143 - Z-Coordinate,STARLINK-32049 - Z-Coordinate,STARLINK-2682 - Z-Coordinate,STARLINK-3818 - Z-Coordinate,STARLINK-5880 - Z-Coordinate,STARLINK-30565 - Z-Coordinate,STARLINK-4127 - Z-Coordinate,STARLINK-1865 - Z-Coordinate,STARLINK-5471 - Z-Coordinate,STARLINK-5560 - Z-Coordinate,STARLINK-6321 - Z-Coordinate,STARLINK-3327 - Z-Coordinate,STARLINK-4499 - Z-Coordinate,STARLINK-2418 - Z-Coordinate,STARLINK-4610 - Z-Coordinate,STARLINK-3046 - Z-Coordinate,STARLINK-6054 - Z-Coordinate,STARLINK-5490 - Z-Coordinate,STARLINK-6171 - Z-Coordinate,STARLINK-2637 - Z-Coordinate,STARLINK-31449 - Z-Coordinate,STARLINK-3615 - Z-Coordinate,STARLINK-5615 - Z-Coordinate,STARLINK-6252 - Z-Coordinate,STARLINK-5595 - Z-Coordinate,STARLINK-4604 - Z-Coordinate,STARLINK-5295 - Z-Coordinate,STARLINK-30289 - Z-Coordinate,STARLINK-31016 - Z-Coordinate,STARLINK-3744 - Z-Coordinate,STARLINK-30926 - Z-Coordinate,STARLINK-2156 - Z-Coordinate,STARLINK-31077 - Z-Coordinate,STARLINK-1603 - Z-Coordinate,STARLINK-5527 - Z-Coordinate,STARLINK-6361 - Z-Coordinate,STARLINK-5617 - Z-Coordinate,STARLINK-1750 - Z-Coordinate,STARLINK-31001 - Z-Coordinate,STARLINK-5991 - Z-Coordinate,STARLINK-4502 - Z-Coordinate,STARLINK-3387 - Z-Coordinate,STARLINK-1010 - Z-Coordinate,STARLINK-5710 - Z-Coordinate,STARLINK-1452 - Z-Coordinate,STARLINK-5519 - Z-Coordinate,STARLINK-6322 - Z-Coordinate,STARLINK-4769 - Z-Coordinate,STARLINK-1135 - Z-Coordinate,STARLINK-30478 - Z-Coordinate,STARLINK-4109 - Z-Coordinate,STARLINK-2549 - Z-Coordinate,STARLINK-5780 - Z-Coordinate,STARLINK-30787 - Z-Coordinate,STARLINK-30384 - Z-Coordinate,STARLINK-3786 - Z-Coordinate,STARLINK-6053 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,5944.0436,4510.3221,1466.7468,-3049.6865,3740.0644,-1838.9828,-1198.0737,-5365.1091,2128.2103,753.3964,5900.8415,-1275.4187,5294.3098,1495.1450,4793.5135,1082.3255,-1635.1430,5088.0213,3889.9223,-1347.8103,-1183.7973,-741.2742,-877.5243,-4095.4482,-63.6967,-5177.9736,2358.0012,0.0000,-5331.8370,-4910.4473,-4314.8946,3101.7242,6198.3391,-1927.2207,-1783.5848,-4518.9698,6475.2196,4794.9533,-4009.7235,4323.2301,-4170.0353,3237.8930,4187.1561,2554.7957,-2830.5633,-448.0849,-2698.8180,5859.5392,-3486.5677,4710.4436,-3120.2716,-5938.2910,6947.0309,-4154.7076,-4681.1593,-1190.1590,-692.5066,5950.7157,-4718.4381,-75.4455,5539.1182,2625.8170,-4030.1357,5011.5159,-3117.4657,1024.9418,-1610.8654,5618.7762,-6611.8524,662.8358,5252.3746,1585.4975,5141.8785,1260.0006,4507.6884,-4570.7331,0.0000,-3625.5521,3927.9259,1583.8166,-4389.3525,-6576.7610,-5407.2156,6634.5273,5727.7727,3211.0279,-2961.5323,3184.8860,-4764.1429,-952.5701,-3069.8201,0.0000,-1694.5090,2176.3553,2113.9045,154.8764,4014.9583,-4578.9278,4816.1666,-2746.2753,-221404.2496,-244966.6845,-221871.9547,-223624.2013,-232173.1857,-230573.1750,-227896.6011,-226903.4758,-52819728.4551,-52842672.6964,-52827507.9425,-52809994.4478,-226858.4213,-52819896.1387,1635.6927,1734.7633,6743.7037,2958.4170,-2242.0482,3732.8960,5199.5846,-1450.6788,5266.3703,5216.8943,2272.9695,5618.9925,3310.5127,-6582.0502,3209.1067,-6461.3275,-5210.2441,-1609.9797,-5527.1612,-6337.2584,3986.2227,6760.2544,5913.0001,1585.3139,5023.9622,-4119.8170,4941.1313,0.0000,3658.5352,4642.0281,-4806.2234,4068.3096,-2071.5311,-6481.3507,5996.0116,3474.6541,-2288.2440,-4969.9973,3301.8338,-4869.9136,362.9628,3233.2890,-2884.4168,-6392.0773,5756.0770,-6864.0594,-5579.6471,-3667.3085,3978.8971,3975.3601,-5233.4905,-1017.1787,8.2955,-3661.5904,-4430.3860,-4044.6375,-4119.9243,-2188.0218,-989.1931,2511.9246,1559.8253,6291.8978,2059.3516,-4648.0857,5341.7602,2589.2393,6422.8197,4082.4227,1799.4353,-5596.0834,850.9686,-5345.3048,-2155.2192,5787.6649,-879.5338,2215.3180,0.0000,2921.7940,-5394.6115,2798.8670,-387.3521,-2175.7414,-3600.0216,1697.3851,-1469.0333,5814.0666,4507.2111,3988.0498,-2014.4361,-6677.3987,5608.5839,0.0000,-6437.6244,5245.2810,-4907.4341,-6147.3791,4899.9164,2831.6145,-2262.3217,6384.4649,321320.9427,303303.4864,311222.6760,312678.2240,313034.2512,311654.8583,304604.0969,308511.5001,-115119142.2802,-115159188.2343,-115131115.7104,-115130161.3675,308081.9833,-115136358.5018,3142.1086,-4938.0374,-650.5599,5449.7815,5403.3076,-5520.6078,4369.5403,4077.2809,-3967.7650,4331.2160,-2317.5999,-3850.7742,3034.5937,-1458.7861,3627.2983,-2035.9578,-3872.8998,4400.1362,1492.1865,2365.6253,5508.3425,1139.2659,-3405.9306,5387.2240,-4587.7723,1988.5282,4020.7428,0.0000,2415.4249,-850.8919,-2479.2647,-4678.6415,-2190.1261,1010.3457,-2570.1742,-3928.1512,-822.2112,557.8114,-4450.8955,2380.8741,5443.1306,-5175.0166,4652.4394,2.8685,-1853.7889,361.9940,3018.3046,288.6200,-4334.9165,-3146.0549,2985.9373,3328.6354,-486.3428,4149.9008,-2483.2290,-5436.4765,-5395.4366,2726.3224,4992.0178,6463.4770,3839.9992,1222.2080,5174.6092,94.5733,3035.6086,6338.5710,-2030.7439,-199.7387,921.3507,-4058.7570,4430.8222,3970.4898,-4020.2312,3582.8013,5066.2629,-4509.9182,0.0000,5135.5447,-1861.5467,-6162.6956,5250.3097,-456.2390,2468.8028,-694.9211,3432.8932,1840.2543,4327.1062,4629.3898,-4614.1946,-1640.3416,2621.6905,0.0000,-1867.3608,-3936.0264,-4377.2566,3126.4126,-2818.0454,-4305.8805,4394.5845,-56.9630,-102313.8200,-105592.0260,-101357.7627,-101290.8763,-97398.8754,-105963.4354,-111574.3422,-101362.7953,-5535677.3163,-5506280.2475,-5506098.3618,-5521053.3083,-103089.8940,-5524679.3998,
3600.000,-4643.9873,-3706.7995,-3400.2218,-575.5850,-641.9421,-1781.1841,-794.4748,3413.4176,-5051.0222,-4710.4244,-3772.4942,-2183.6373,-5082.2741,961.6531,-6522.2616,1447.0747,5261.8915,-4515.3966,-1776.3225,2911.6044,-2650.1384,-931.2536,-2931.9046,3793.9317,-4161.6214,6332.7429,-4925.4917,0.0000,1789.7013,1415.3922,6018.4881,-6081.5788,-2956.0410,3303.4722,-1940.2076,3136.1613,-4940.0432,-2886.3395,1744.4897,-2613.7736,2973.0298,-4707.3649,-2004.1495,-330.5858,-1293.0408,2043.8959,4395.4418,-3645.7311,-1224.6176,-6149.0190,4950.0064,3492.2259,-5549.8564,5260.8745,4326.3822,5074.5944,4872.4819,-2488.0231,6874.1798,-4359.5148,-6813.7409,-4220.2406,3535.2062,-2438.2486,1794.7111,-4672.1553,-1540.4026,-4478.2693,5255.8951,-521.6768,-4448.1988,2469.6946,-1124.9795,-4125.8343,-5018.6474,1288.8720,0.0000,-887.2292,-1900.1604,-4812.2478,5709.8670,5876.8657,3677.0889,-5141.4294,-1920.4328,-3901.8877,-1141.2490,-5947.0436,6355.3395,3029.3766,1723.7770,0.0000,3794.5257,-4408.2328,2061.7492,3175.3242,-5938.1372,1027.6723,-4905.1057,1771.5429,-296651.6969,-313336.7727,-291818.0464,-294391.6864,-302997.6459,-299887.7677,-298725.5263,-297282.9941,-21125208.0603,-21143509.4687,-21138437.6308,-21123294.8088,-297274.7823,-21125550.6450,2034.2465,2643.5330,-5287.3155,-5266.6334,5064.4635,-5594.7770,-6838.2310,-2386.2135,-4652.1345,-2843.6382,1641.1883,-3522.9874,420.2845,4770.3587,-1768.8192,6430.6359,4133.8762,4924.5207,6319.9554,5911.3740,-5283.2294,-6036.0090,-4103.3425,-5064.8125,-4885.2776,2142.6063,-4665.4307,0.0000,-4060.9807,-5230.9587,3180.1285,-1835.5896,3401.6706,4854.5431,-3632.8088,-6114.7926,3426.9757,5194.3883,-6377.8917,6304.4625,-4635.7734,977.2400,6042.1588,5522.2863,-3916.4542,5350.2888,5141.7617,4924.8466,-4095.4918,-2945.0083,4282.3985,-2248.3850,219.6524,-322.1127,883.3377,1822.7350,3896.0171,3538.4332,792.7488,-1608.7535,1030.0884,-3614.4621,-5528.3062,4841.3998,-6518.6286,-3832.2112,-5045.7660,-2876.6476,-3025.4025,6882.4159,3189.6911,3342.2060,3991.2604,-2982.9359,4338.7144,-5638.7163,0.0000,-2356.0526,6397.4575,-4139.8676,-3069.4909,-431.8414,5227.9320,621.6841,3624.3806,-2543.5263,-5270.6693,-3366.6157,-1232.4353,5904.4978,-6468.2872,0.0000,5459.1583,-5311.1239,3713.2845,3930.1174,-3486.1836,-5294.8443,4833.6609,-4936.0423,254471.2598,233275.2509,243119.6512,243708.8570,246474.9276,243997.9275,238734.8569,241074.0157,-124832068.2566,-124880449.5770,-124849775.2010,-124842787.3301,241552.2292,-124850279.6152,-4720.2929,5181.8784,-2923.6821,-4455.4231,-4721.4507,3633.7077,-512.8348,-5503.6697,882.5972,-4051.7854,5318.3294,5540.0241,-4721.9104,4888.8910,900.9084,-1897.1324,-16.8678,-1823.0194,2192.8553,2044.0668,-3583.5386,3197.3752,4665.8574,-2898.7794,2240.5659,1746.1117,428.1263,0.0000,-5295.1517,4113.2388,-1229.4899,2756.0207,5204.6125,3492.1683,5351.3863,794.3606,-3420.1803,3557.3738,1730.7415,1240.8099,-4118.9278,4944.9215,-2665.4913,4089.1476,5237.9777,3820.3324,1348.0060,3205.7451,5323.6038,-1165.8406,1796.8569,-5498.8788,-4209.4750,-4498.6450,5299.4714,4255.9228,2746.8336,-5386.3173,-578.2642,-5161.7419,-686.1563,-4142.5610,-2079.9934,4153.2274,1345.5683,-3395.6303,4475.6283,-4475.1232,3316.9868,-779.6730,-4257.5687,-5450.9215,5467.9339,-4703.1547,-1695.4185,3545.2924,0.0000,-6469.9072,-1856.7145,2822.6170,-2256.5672,3662.3872,2729.6640,4525.6701,-5481.0235,-5085.5565,-4342.8758,-941.1660,2456.0017,-2032.2141,1728.0694,0.0000,-1894.9157,-185.9675,5434.6233,-4708.0746,-783.4407,4278.4838,-564.0895,-4570.1335,-101522.6390,-104575.3716,-99570.7996,-102418.5220,-95788.7225,-101276.8865,-111106.2919,-103655.6020,-5531203.3457,-5505465.2070,-5503981.8497,-5515204.0594,-101915.2183,-5521950.7988,
7200.000,2626.5490,2824.9815,4764.6877,3004.2234,-1613.3369,3806.0379,2289.0722,-1396.5745,5873.0285,6787.2610,644.5539,5596.1297,4168.1237,-4198.2495,4777.5958,-3807.0008,-5436.6189,2591.4394,-1506.2928,-3770.4893,4652.6651,3156.9152,6076.7642,-2760.1002,5917.1550,-5227.8029,4782.7018,0.0000,2644.2062,3210.8896,-5527.9222,6867.3176,-1357.0745,-4073.0594,5654.6921,-740.2936,1047.9338,-890.4320,846.8785,-367.8728,-1603.2252,5390.7545,-332.3434,-3096.2183,5589.2357,-3869.0434,-4428.2002,-288.7837,5146.6480,5036.2886,-4379.2092,-683.8617,1777.3896,-5414.9995,-3597.0211,-6873.3327,-6076.9638,-1710.7921,-5516.7586,6696.8001,5480.3299,5240.6114,-1938.5896,-2077.3539,774.4271,5337.1205,4880.1835,2262.2063,-1447.1139,-139.5857,3024.8882,-6020.8185,-2706.8603,6274.3736,3332.3641,1763.9581,0.0000,4958.5289,-1235.9563,5079.1168,-4644.7499,-3578.9311,-239.2551,1983.3552,-2104.4400,4331.4819,4456.7803,5840.3874,-5878.6719,-4463.3059,893.5390,0.0000,-4828.3545,4655.0035,-5692.1643,-5999.2818,5700.5190,2169.5465,2875.9969,1324.2492,-352298.5547,-362110.3242,-343114.4903,-348322.8370,-354850.4723,-346936.9519,-350936.4421,-348558.7664,11990973.3533,11980322.4983,11975697.5790,11986186.0676,-348796.6770,11990994.7446,-5444.7297,-5929.9836,1786.5409,6194.7007,-6638.7687,5742.9771,5363.1265,5863.9700,2446.4617,118.5704,-5616.3505,1335.0583,-4220.2655,-1701.4221,-948.2037,-3523.3542,-367.6793,-6133.0865,-5009.1066,-2615.3163,5067.7581,2753.3931,1629.3277,6256.2972,2793.3787,1087.8963,1594.4664,0.0000,4224.2781,4269.2221,-68.0363,-379.1549,-4737.7268,-501.8922,429.5661,6273.4771,-4051.0834,-4082.1124,6400.0396,-5560.4063,6683.8236,-4021.8247,-6807.4607,-2791.4359,745.5545,-1498.5546,-2081.8915,-5056.6200,3778.2929,332.2264,-447.4690,5551.2698,-1722.5138,3787.6401,3490.5154,-18.7493,-2404.4445,-4867.3576,-375.0212,1660.9822,-3074.4966,-375.8358,6140.7792,-3666.3559,4819.6455,4115.6827,2595.6194,-758.6814,3934.7802,-4670.5282,-6056.5754,-1178.2344,-5447.0447,-142.7161,-5222.7549,6551.4737,0.0000,2826.6505,-5186.2234,4229.2108,4483.0619,3643.7155,-2719.2877,-3840.8498,-5449.1442,-1951.8128,5030.3204,1427.3909,3464.5023,-2864.8962,4675.0458,0.0000,-2164.5523,2938.2657,-2468.2143,-1043.4003,603.7194,6379.9656,-5112.2376,1976.1373,170085.8622,148388.2411,159230.5073,157051.9351,164064.0909,159228.5670,156924.2037,160084.5683,-125987390.7657,-126042718.1931,-126012911.5977,-126005022.5603,159373.1614,-126006617.3143,3364.8560,-2140.9635,4695.1237,662.4897,1263.4867,533.5490,-3697.4560,3342.8545,2726.4614,749.5945,-3659.0617,-3865.1678,3602.5479,-5217.0685,-4779.9299,4475.8674,3874.4680,-1902.7640,-4541.9258,-5157.9016,-636.9815,-5485.2311,-2783.2619,-1278.8155,1842.6594,-4393.9214,-4565.4436,0.0000,4769.0473,-4228.1507,4146.1443,834.6063,-4821.6827,-5473.6575,-3687.0555,2814.9648,5496.6728,-5534.0644,2235.3997,-4137.9904,-25.3904,-1572.7695,-1072.3281,-5484.1944,-3577.7132,-5503.7806,-4867.6351,-4720.0173,-2445.8514,4719.7911,-5173.2221,4008.0277,6500.4388,2064.2347,-4756.9463,-218.0803,1944.8487,4577.8201,-4208.9291,791.2446,-2913.2446,4504.6638,-2431.4081,-5386.4036,-4872.8270,-1631.6530,-4177.3541,6517.9353,-5505.4972,5125.9084,1471.4995,3041.2125,-3202.8923,2921.9654,-2917.5392,231.7072,0.0000,3942.4553,4410.7741,2132.8834,-2331.3601,-4708.7371,-6400.5303,-5362.2488,3551.7167,4985.2754,1641.1846,-3383.6558,1189.6954,4464.7897,-5020.6556,0.0000,4437.0911,4160.4773,-3036.8328,3241.0696,3885.1818,-1444.5804,-3653.6714,6523.1254,-100733.9951,-103522.3959,-98403.6676,-101963.8212,-94595.8531,-98821.4917,-109991.1512,-99104.6259,-5526114.8334,-5504792.3260,-5502774.1503,-5512853.4791,-100732.0751,-5519206.8710,
