sl_100_5400_20291226 Coordinates.csv
2029/12/26 07:47:00.0000 UTC

Generated: Tue Oct  8 21:45:53 2024,
Start: 2029/12/26 07:47:00.00, Stop: 2029/12/26 09:17:00.00,
TIME_UNITS,STARLINK-32285 - X-Coordinate,STARLINK-3323 - X-Coordinate,STARLINK-3649 - X-Coordinate,STARLINK-31414 - X-Coordinate,STARLINK-3779 - X-Coordinate,STARLINK-11179 [DTC] - X-Coordinate,STARLINK-4681 - X-Coordinate,STARLINK-3247 - X-Coordinate,STARLINK-30215 - X-Coordinate,STARLINK-30578 - X-Coordinate,STARLINK-2260 - X-Coordinate,STARLINK-4557 - X-Coordinate,STARLINK-4178 - X-Coordinate,STARLINK-31561 - X-Coordinate,STARLINK-31078 - X-Coordinate,STARLINK-30792 - X-Coordinate,STARLINK-31074 - X-Coordinate,STARLINK-31065 - X-Coordinate,STARLINK-31181 - X-Coordinate,STARLINK-1407 - X-Coordinate,STARLINK-3909 - X-Coordinate,STARLINK-3625 - X-Coordinate,STARLINK-4435 - X-Coordinate,STARLINK-3982 - X-Coordinate,STARLINK-6286 - X-Coordinate,STARLINK-1732 - X-Coordinate,STARLINK-31485 - X-Coordinate,STARLINK-30484 - X-Coordinate,STARLINK-30375 - X-Coordinate,STARLINK-5644 - X-Coordinate,STARLINK-3120 - X-Coordinate,STARLINK-5602 - X-Coordinate,STARLINK-4253 - X-Coordinate,STARLINK-3506 - X-Coordinate,STARLINK-2111 - X-Coordinate,STARLINK-4701 - X-Coordinate,STARLINK-31193 - X-Coordinate,STARLINK-4582 - X-Coordinate,STARLINK-31782 - X-Coordinate,STARLINK-31066 - X-Coordinate,STARLINK-5284 - X-Coordinate,STARLINK-2686 - X-Coordinate,STARLINK-5014 - X-Coordinate,STARLINK-4543 - X-Coordinate,STARLINK-3793 - X-Coordinate,STARLINK-1146 - X-Coordinate,STARLINK-2293 - X-Coordinate,STARLINK-1826 - X-Coordinate,STARLINK-2089 - X-Coordinate,STARLINK-6229 - X-Coordinate,STARLINK-3319 - X-Coordinate,STARLINK-5612 - X-Coordinate,STARLINK-31133 - X-Coordinate,STARLINK-1701 - X-Coordinate,STARLINK-31962 - X-Coordinate,STARLINK-2046 - X-Coordinate,STARLINK-31919 - X-Coordinate,STARLINK-3897 - X-Coordinate,STARLINK-5784 - X-Coordinate,STARLINK-3572 - X-Coordinate,STARLINK-1971 - X-Coordinate,STARLINK-31629 - X-Coordinate,STARLINK-30562 - X-Coordinate,STARLINK-30103 - X-Coordinate,STARLINK-6180 - X-Coordinate,STARLINK-5143 - X-Coordinate,STARLINK-30586 - X-Coordinate,STARLINK-2447 - X-Coordinate,STARLINK-1899 - X-Coordinate,STARLINK-2191 - X-Coordinate,STARLINK-30206 - X-Coordinate,STARLINK-3586 - X-Coordinate,STARLINK-5213 - X-Coordinate,STARLINK-2147 - X-Coordinate,STARLINK-11096 [DTC] - X-Coordinate,STARLINK-3739 - X-Coordinate,STARLINK-1936 - X-Coordinate,STARLINK-1710 - X-Coordinate,STARLINK-30334 - X-Coordinate,STARLINK-4327 - X-Coordinate,STARLINK-5674 - X-Coordinate,STARLINK-30406 - X-Coordinate,STARLINK-31303 - X-Coordinate,STARLINK-3132 - X-Coordinate,STARLINK-31503 - X-Coordinate,STARLINK-5198 - X-Coordinate,STARLINK-2026 - X-Coordinate,STARLINK-31235 - X-Coordinate,STARLINK-2620 - X-Coordinate,STARLINK-31018 - X-Coordinate,STARLINK-3780 - X-Coordinate,STARLINK-4314 - X-Coordinate,STARLINK-6306 - X-Coordinate,STARLINK-6308 - X-Coordinate,STARLINK-3512 - X-Coordinate,STARLINK-32241 - X-Coordinate,STARLINK-30835 - X-Coordinate,STARLINK-30204 - X-Coordinate,STARLINK-5006 - X-Coordinate,STARLINK-30421 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-32285 - Y-Coordinate,STARLINK-3323 - Y-Coordinate,STARLINK-3649 - Y-Coordinate,STARLINK-31414 - Y-Coordinate,STARLINK-3779 - Y-Coordinate,STARLINK-11179 [DTC] - Y-Coordinate,STARLINK-4681 - Y-Coordinate,STARLINK-3247 - Y-Coordinate,STARLINK-30215 - Y-Coordinate,STARLINK-30578 - Y-Coordinate,STARLINK-2260 - Y-Coordinate,STARLINK-4557 - Y-Coordinate,STARLINK-4178 - Y-Coordinate,STARLINK-31561 - Y-Coordinate,STARLINK-31078 - Y-Coordinate,STARLINK-30792 - Y-Coordinate,STARLINK-31074 - Y-Coordinate,STARLINK-31065 - Y-Coordinate,STARLINK-31181 - Y-Coordinate,STARLINK-1407 - Y-Coordinate,STARLINK-3909 - Y-Coordinate,STARLINK-3625 - Y-Coordinate,STARLINK-4435 - Y-Coordinate,STARLINK-3982 - Y-Coordinate,STARLINK-6286 - Y-Coordinate,STARLINK-1732 - Y-Coordinate,STARLINK-31485 - Y-Coordinate,STARLINK-30484 - Y-Coordinate,STARLINK-30375 - Y-Coordinate,STARLINK-5644 - Y-Coordinate,STARLINK-3120 - Y-Coordinate,STARLINK-5602 - Y-Coordinate,STARLINK-4253 - Y-Coordinate,STARLINK-3506 - Y-Coordinate,STARLINK-2111 - Y-Coordinate,STARLINK-4701 - Y-Coordinate,STARLINK-31193 - Y-Coordinate,STARLINK-4582 - Y-Coordinate,STARLINK-31782 - Y-Coordinate,STARLINK-31066 - Y-Coordinate,STARLINK-5284 - Y-Coordinate,STARLINK-2686 - Y-Coordinate,STARLINK-5014 - Y-Coordinate,STARLINK-4543 - Y-Coordinate,STARLINK-3793 - Y-Coordinate,STARLINK-1146 - Y-Coordinate,STARLINK-2293 - Y-Coordinate,STARLINK-1826 - Y-Coordinate,STARLINK-2089 - Y-Coordinate,STARLINK-6229 - Y-Coordinate,STARLINK-3319 - Y-Coordinate,STARLINK-5612 - Y-Coordinate,STARLINK-31133 - Y-Coordinate,STARLINK-1701 - Y-Coordinate,STARLINK-31962 - Y-Coordinate,STARLINK-2046 - Y-Coordinate,STARLINK-31919 - Y-Coordinate,STARLINK-3897 - Y-Coordinate,STARLINK-5784 - Y-Coordinate,STARLINK-3572 - Y-Coordinate,STARLINK-1971 - Y-Coordinate,STARLINK-31629 - Y-Coordinate,STARLINK-30562 - Y-Coordinate,STARLINK-30103 - Y-Coordinate,STARLINK-6180 - Y-Coordinate,STARLINK-5143 - Y-Coordinate,STARLINK-30586 - Y-Coordinate,STARLINK-2447 - Y-Coordinate,STARLINK-1899 - Y-Coordinate,STARLINK-2191 - Y-Coordinate,STARLINK-30206 - Y-Coordinate,STARLINK-3586 - Y-Coordinate,STARLINK-5213 - Y-Coordinate,STARLINK-2147 - Y-Coordinate,STARLINK-11096 [DTC] - Y-Coordinate,STARLINK-3739 - Y-Coordinate,STARLINK-1936 - Y-Coordinate,STARLINK-1710 - Y-Coordinate,STARLINK-30334 - Y-Coordinate,STARLINK-4327 - Y-Coordinate,STARLINK-5674 - Y-Coordinate,STARLINK-30406 - Y-Coordinate,STARLINK-31303 - Y-Coordinate,STARLINK-3132 - Y-Coordinate,STARLINK-31503 - Y-Coordinate,STARLINK-5198 - Y-Coordinate,STARLINK-2026 - Y-Coordinate,STARLINK-31235 - Y-Coordinate,STARLINK-2620 - Y-Coordinate,STARLINK-31018 - Y-Coordinate,STARLINK-3780 - Y-Coordinate,STARLINK-4314 - Y-Coordinate,STARLINK-6306 - Y-Coordinate,STARLINK-6308 - Y-Coordinate,STARLINK-3512 - Y-Coordinate,STARLINK-32241 - Y-Coordinate,STARLINK-30835 - Y-Coordinate,STARLINK-30204 - Y-Coordinate,STARLINK-5006 - Y-Coordinate,STARLINK-30421 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-32285 - Z-Coordinate,STARLINK-3323 - Z-Coordinate,STARLINK-3649 - Z-Coordinate,STARLINK-31414 - Z-Coordinate,STARLINK-3779 - Z-Coordinate,STARLINK-11179 [DTC] - Z-Coordinate,STARLINK-4681 - Z-Coordinate,STARLINK-3247 - Z-Coordinate,STARLINK-30215 - Z-Coordinate,STARLINK-30578 - Z-Coordinate,STARLINK-2260 - Z-Coordinate,STARLINK-4557 - Z-Coordinate,STARLINK-4178 - Z-Coordinate,STARLINK-31561 - Z-Coordinate,STARLINK-31078 - Z-Coordinate,STARLINK-30792 - Z-Coordinate,STARLINK-31074 - Z-Coordinate,STARLINK-31065 - Z-Coordinate,STARLINK-31181 - Z-Coordinate,STARLINK-1407 - Z-Coordinate,STARLINK-3909 - Z-Coordinate,STARLINK-3625 - Z-Coordinate,STARLINK-4435 - Z-Coordinate,STARLINK-3982 - Z-Coordinate,STARLINK-6286 - Z-Coordinate,STARLINK-1732 - Z-Coordinate,STARLINK-31485 - Z-Coordinate,STARLINK-30484 - Z-Coordinate,STARLINK-30375 - Z-Coordinate,STARLINK-5644 - Z-Coordinate,STARLINK-3120 - Z-Coordinate,STARLINK-5602 - Z-Coordinate,STARLINK-4253 - Z-Coordinate,STARLINK-3506 - Z-Coordinate,STARLINK-2111 - Z-Coordinate,STARLINK-4701 - Z-Coordinate,STARLINK-31193 - Z-Coordinate,STARLINK-4582 - Z-Coordinate,STARLINK-31782 - Z-Coordinate,STARLINK-31066 - Z-Coordinate,STARLINK-5284 - Z-Coordinate,STARLINK-2686 - Z-Coordinate,STARLINK-5014 - Z-Coordinate,STARLINK-4543 - Z-Coordinate,STARLINK-3793 - Z-Coordinate,STARLINK-1146 - Z-Coordinate,STARLINK-2293 - Z-Coordinate,STARLINK-1826 - Z-Coordinate,STARLINK-2089 - Z-Coordinate,STARLINK-6229 - Z-Coordinate,STARLINK-3319 - Z-Coordinate,STARLINK-5612 - Z-Coordinate,STARLINK-31133 - Z-Coordinate,STARLINK-1701 - Z-Coordinate,STARLINK-31962 - Z-Coordinate,STARLINK-2046 - Z-Coordinate,STARLINK-31919 - Z-Coordinate,STARLINK-3897 - Z-Coordinate,STARLINK-5784 - Z-Coordinate,STARLINK-3572 - Z-Coordinate,STARLINK-1971 - Z-Coordinate,STARLINK-31629 - Z-Coordinate,STARLINK-30562 - Z-Coordinate,STARLINK-30103 - Z-Coordinate,STARLINK-6180 - Z-Coordinate,STARLINK-5143 - Z-Coordinate,STARLINK-30586 - Z-Coordinate,STARLINK-2447 - Z-Coordinate,STARLINK-1899 - Z-Coordinate,STARLINK-2191 - Z-Coordinate,STARLINK-30206 - Z-Coordinate,STARLINK-3586 - Z-Coordinate,STARLINK-5213 - Z-Coordinate,STARLINK-2147 - Z-Coordinate,STARLINK-11096 [DTC] - Z-Coordinate,STARLINK-3739 - Z-Coordinate,STARLINK-1936 - Z-Coordinate,STARLINK-1710 - Z-Coordinate,STARLINK-30334 - Z-Coordinate,STARLINK-4327 - Z-Coordinate,STARLINK-5674 - Z-Coordinate,STARLINK-30406 - Z-Coordinate,STARLINK-31303 - Z-Coordinate,STARLINK-3132 - Z-Coordinate,STARLINK-31503 - Z-Coordinate,STARLINK-5198 - Z-Coordinate,STARLINK-2026 - Z-Coordinate,STARLINK-31235 - Z-Coordinate,STARLINK-2620 - Z-Coordinate,STARLINK-31018 - Z-Coordinate,STARLINK-3780 - Z-Coordinate,STARLINK-4314 - Z-Coordinate,STARLINK-6306 - Z-Coordinate,STARLINK-6308 - Z-Coordinate,STARLINK-3512 - Z-Coordinate,STARLINK-32241 - Z-Coordinate,STARLINK-30835 - Z-Coordinate,STARLINK-30204 - Z-Coordinate,STARLINK-5006 - Z-Coordinate,STARLINK-30421 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,6334.4351,-5427.5771,2740.3727,860.0342,-5965.1253,-4297.6169,-4069.0507,3140.5994,6402.4074,4576.0950,4271.9444,-3040.9395,5481.6395,-4622.2215,-5502.2895,6765.2514,5804.1392,-4053.8668,-5416.6793,-2816.5519,251.9592,-5344.3415,-640.9171,-2658.9855,-5260.0704,-993.4509,-1193.1214,3342.1155,-5430.2592,-5966.1880,-2837.1692,5413.3316,3615.5261,491.9687,139.4749,3619.1370,-5897.7048,5923.3470,-5844.0399,722.9594,-4510.7553,5983.9865,-3705.3094,-537.4553,829.6241,-259.2236,5171.9336,-764.1895,6008.9328,-4973.9739,5322.3219,-2119.9962,1108.9520,-5590.3021,5243.0218,-1323.3333,951.0381,812.1620,-3242.9432,-5433.4634,5753.9492,5458.1014,-3834.8540,-6282.9729,-4742.2468,4009.7378,1631.4250,6399.7476,0.0000,0.0000,1675.4971,-2206.7728,4776.3369,1375.5854,-2811.5200,-4566.6061,3577.7943,3812.7553,5114.2662,-4093.2202,4148.2035,0.0000,0.0000,1567.9102,2409.6926,4326.7292,0.0000,1699.6736,-3194.9947,4033.2834,474.0611,-1430.0341,-4839.5351,-3047.3343,-6528.2079,6224.5658,-3258.0403,-4185.2736,-1697.3667,4540.0495,-205917.6280,-228157.7647,-219969.7609,-219348.0430,-224119.9674,-224676.1609,-227972.4908,-225320.1468,56600290.1006,56560043.5124,56597792.0519,56586337.2965,-224538.3767,56589532.0747,184.0499,1106.2510,3097.0705,4905.1486,-2556.6133,-3252.5717,788.8569,5789.9867,-2624.6381,-3586.6492,-755.3116,5172.8217,1618.3495,-1839.8988,-1592.7220,1128.8049,-1218.9401,-4628.1108,-4020.2181,-5929.1553,-4298.8554,-3084.9366,6031.4685,3188.5351,1969.3018,-6390.8831,-6105.1491,4587.3539,1997.5054,-2508.9260,-3066.6461,4370.4217,2246.2418,-6057.5843,-4151.5104,4502.6374,-1976.1661,-2898.4878,-1533.5933,5056.5116,-3276.4680,-3021.4319,5512.4508,6817.8440,-4355.3255,6139.1754,-3857.3924,4868.7308,-837.3459,4627.5297,1614.6263,1166.7915,-6159.8024,1702.2254,3878.5943,3974.1403,6634.4107,-4862.0365,-3907.0365,359.2593,1509.4661,3428.8811,-1586.3208,2285.4072,-2595.9105,-2794.3246,6689.1893,-842.3388,0.0000,0.0000,-5867.0841,4511.8055,2384.2489,4126.8261,-2895.8081,-2619.3703,3254.0117,-3038.8358,1977.8464,-749.9214,4706.4473,0.0000,0.0000,-5142.7533,-4809.2224,2220.7584,0.0000,4888.0225,2628.8666,5111.2012,-5418.0662,-1717.9572,-4746.3746,-5237.0702,-2280.5513,-726.9956,-5898.1547,4794.4958,-5392.9486,-3266.7657,-305162.6422,-297159.2788,-309558.5761,-305713.5935,-298608.1200,-301184.0021,-307424.4567,-305368.8991,286072390.5584,286067241.6984,286061482.9438,286052124.9961,-306130.3398,286059466.8848,-2512.3590,-4121.0463,5517.6590,4614.4664,-2400.1242,-4080.2285,5527.6896,-2247.9533,1.8129,-3799.4419,5298.2348,3307.1302,-3880.8238,4635.0918,3680.2034,-1000.1323,3149.7682,3004.9680,-1312.2508,-1960.2112,-5357.7003,3038.2617,-3383.8935,5530.5514,4021.4920,1355.8922,-2839.6192,3930.9611,3753.9366,-1935.8409,-5582.5798,57.1508,5407.8695,3167.1132,-5481.5567,-3805.6477,-2362.0909,1998.3750,-3127.3378,4658.7231,4187.9604,-838.9290,1716.5926,-861.8857,5288.5212,2769.0691,1654.5112,-4844.8273,3263.7192,1351.6172,4024.1917,-6515.9499,-2799.2565,-3683.5742,-1932.2962,5437.8087,1224.5264,4817.8773,4722.6875,-3880.5639,3502.1067,2298.8630,5525.1543,-1885.2761,4315.1591,-4887.3325,-946.1210,-2011.1372,0.0000,0.0000,-3209.7516,-4566.7358,-4344.2942,-5353.8887,-5361.5437,-4469.1892,4988.2004,-4894.8756,-4253.5610,-5530.8826,2924.1141,0.0000,0.0000,4312.1330,4189.2719,-4859.2312,0.0000,-4449.4108,-5497.6107,1728.6830,4248.1706,6552.3124,1402.8366,-3362.0435,20.8451,2755.0835,-1574.2781,-2693.4203,-4000.3449,-3911.9351,27753.5576,21806.4887,27116.8199,25618.9507,30516.5133,23066.6235,16179.2385,26310.1204,-99427924.7111,-99447126.1953,-99400743.6830,-99427164.9893,24857.6112,-99416321.9481,
300.000,5415.5388,-3984.6415,4181.5931,2916.8473,-5639.0320,-5741.3387,-3582.7366,3853.9309,5526.1553,3712.5487,3183.8550,-1255.3768,6469.1316,-5228.1443,-6319.9123,6473.9612,5729.7064,-4765.7573,-6285.0093,-4027.0875,-1850.0667,-5131.4475,-932.6418,-974.8988,-3813.4037,-2139.2410,-2875.6504,4368.5948,-5108.5833,-6652.4486,-4307.4052,5512.5278,4190.3335,-997.6391,-2018.6990,4080.1572,-5630.2059,5533.8643,-6555.5055,2804.2620,-3817.7280,4910.2108,-2735.0048,673.4233,-1296.5151,1162.8130,4484.0124,1180.5541,6293.2190,-3912.4770,4668.2122,-677.8463,-479.1182,-4086.2839,5591.1255,648.2611,2455.0620,-815.1542,-4779.4073,-4153.5891,6624.6657,6358.5530,-4414.0765,-5822.6482,-5905.0832,2103.1091,2970.7137,5375.6492,0.0000,0.0000,111.1440,-145.0198,4477.5507,3408.4034,-4153.5768,-4405.9509,4062.3904,1855.5393,5109.6189,-5461.7990,4846.2781,0.0000,0.0000,-326.1809,770.7875,4205.7071,0.0000,3686.5246,-1702.2727,4829.9785,-1033.1971,604.1444,-5887.5272,-4698.1990,-6590.3163,6437.0427,-4603.0657,-3102.1046,-2720.3253,4145.1638,-199419.5835,-221645.2536,-213547.4520,-212983.7968,-217623.6484,-218165.3495,-221436.1661,-218353.2276,50343789.2930,50303528.2926,50340856.4715,50330317.6550,-218018.1252,50332951.9415,-1177.3519,2418.6836,1476.5278,4193.1400,-996.5460,-2379.2389,2880.9079,4407.9614,-3877.7457,-5217.5521,-2649.0761,4955.3154,365.2686,232.9539,72.2496,-454.4417,-2981.8556,-2839.2166,-2765.4188,-5536.9604,-3720.8090,-1362.7731,4589.3210,4515.7109,3466.7228,-5464.3954,-6027.6046,2791.6371,3818.0564,-1074.9945,-1506.1547,3655.4360,139.9332,-5103.7641,-3879.4755,2678.9575,-134.2051,-4103.9636,55.2201,4743.6103,-1705.1816,-3862.6132,6293.3504,6790.5971,-3930.4908,5172.2625,-4925.5183,4093.7598,-2277.1823,5715.2465,-217.3640,2826.1142,-6689.8737,2798.2249,2155.0538,4757.4542,6348.8247,-5772.4466,-2430.6060,1852.9126,269.2736,2477.7467,501.3984,3766.0391,-985.9948,-3672.5884,5812.5108,-2018.5097,0.0000,0.0000,-6620.1492,4256.0873,403.5978,3801.0797,-1150.9646,-604.8116,1200.0396,-3808.8067,-129.7435,-1630.0569,2947.6270,0.0000,0.0000,-4512.9426,-5923.8740,118.5980,0.0000,4348.6266,4189.1717,3560.0344,-6192.1465,-722.5260,-3641.5745,-4634.3045,-1035.3446,-2087.8765,-5164.3182,6036.7453,-6001.9531,-4843.4003,-309360.7918,-302022.1805,-314331.5219,-310490.0877,-303244.2413,-305955.5351,-312040.0126,-310049.2534,287242513.2958,287236698.9312,287232059.8032,287221960.6542,-310802.3120,287229576.0798,-3970.7259,-5093.3119,5281.1247,4472.9469,-3885.9124,-2658.2066,5158.7596,-3764.3894,-1524.4603,-2688.0129,5452.8396,4558.9269,-2393.4078,4342.1558,2536.3808,-2437.0767,1843.8457,4010.9602,229.4806,-174.5906,-5475.3194,4369.6130,-5130.8075,5147.4394,4598.5176,3033.1909,-1464.3349,4557.9388,2630.2189,-418.5422,-5271.5216,2150.4912,5457.6586,4460.5811,-5308.1509,-4902.6043,-3544.1684,216.8344,-1814.9214,4176.2669,5576.9579,-2575.2515,-86.3866,958.2335,5522.0893,4158.0588,-171.3551,-5441.8489,1644.2037,-182.3962,5026.6042,-6314.7087,-1417.1419,-4817.0477,-3220.8573,4906.4900,-326.7863,3681.8117,4398.3377,-4902.1131,1930.7318,538.4726,5293.7258,-387.1680,3467.7977,-5464.6030,-2388.4252,-3571.5025,0.0000,0.0000,-1918.4791,-5286.5668,-5211.7909,-4638.6428,-5143.8314,-5283.1904,5505.6466,-5457.6913,-4694.1823,-3923.6424,3964.1108,0.0000,0.0000,5197.0105,3289.1359,-5437.1827,0.0000,-3751.3767,-5185.8675,3058.0198,2872.1580,6857.8746,-129.3879,-2110.5106,1812.2778,1047.8304,-50.7696,-1295.0499,-2129.7379,-2436.1333,27614.1605,21714.8505,27034.1399,25322.6293,30424.9687,23226.6712,15991.6680,26344.6902,-99424602.9471,-99443978.6226,-99397254.6481,-99423930.0030,24734.8278,-99413089.4408,
600.000,3950.1728,-2167.3958,5245.8265,4684.0597,-4782.2291,-6570.0266,-2798.3662,4233.0397,4106.0280,2516.7840,1823.4985,687.9002,6816.4023,-5336.2929,-6501.3407,5563.1702,5056.4512,-5036.9974,-6527.3609,-4822.8916,-3783.2278,-4439.6973,-1052.2170,764.0658,-2016.6768,-3077.4445,-4255.8812,5010.0665,-4307.1510,-6633.0483,-5399.2146,5071.1653,4403.5605,-2430.2473,-3976.9285,4191.6030,-4769.4204,4589.1228,-6598.2305,4608.5045,-2800.2143,3301.7333,-1484.8690,1827.5018,-3309.2669,2504.6214,3294.7581,3040.7497,5953.8865,-2469.4462,3584.6770,767.9276,-2005.8629,-2187.4336,5391.4611,2524.3111,3710.9190,-2326.7734,-5878.2623,-2446.0256,6837.0558,6603.5492,-4610.9129,-4802.9840,-6508.8447,3.3917,4047.3014,3784.6079,0.0000,0.0000,-1446.4078,1952.8113,3782.0074,5095.6208,-5088.8694,-3862.8426,4211.5051,-273.5591,4656.7976,-6211.5204,5110.5130,0.0000,0.0000,-2221.4910,-918.1998,3720.4219,0.0000,5295.5912,-84.8768,5143.7078,-2408.5947,2527.0428,-6362.9215,-5884.4155,-6002.7907,5993.7594,-5498.4252,-1727.0595,-3439.6179,3346.2725,-192837.3854,-215027.3188,-207029.9218,-206532.1805,-211031.6918,-211552.2552,-214804.9930,-211263.3871,44063171.1892,44022911.8773,44059782.3258,44050195.2099,-211400.6819,44052254.9020,-2459.5962,3542.9241,-248.1465,3091.4493,695.8176,-1282.9446,4692.4004,2587.3539,-4766.6116,-6341.8280,-4305.2479,4274.5025,-897.8207,2263.9916,1707.2600,-2015.7136,-4413.1389,-758.8630,-1232.6751,-4577.8252,-2826.6906,527.3646,2654.5446,5435.7875,4663.2981,-3914.9641,-5348.8258,732.4773,5251.4044,468.8551,155.2103,2548.0696,-1964.2819,-3653.0376,-3276.5320,581.9030,1748.5561,-4894.4831,1621.2762,4008.2820,81.2921,-4319.5622,6432.6569,6079.5854,-3174.1112,3668.5276,-5445.8805,2964.2811,-3471.7179,6248.6502,-2063.6486,4251.9765,-6552.2314,3668.9005,192.4897,5105.5626,5412.6683,-6128.5412,-754.2129,3193.4977,-976.1945,1277.9099,2518.4909,4880.5266,690.6150,-4245.8957,4375.5628,-3021.1600,0.0000,0.0000,-6725.5504,3611.3428,-1642.5469,3147.4887,678.3971,1490.0174,-966.4505,-4260.5440,-2233.6309,-2382.4853,895.2529,0.0000,0.0000,-3479.0020,-6450.3630,-2009.7256,0.0000,3404.0430,5363.3721,1620.8955,-6362.9745,436.1911,-2181.2017,-3600.0077,332.3962,-3223.4004,-3926.6425,6684.2492,-6008.8791,-5906.5405,-313420.7194,-306746.0682,-318964.8817,-315135.6309,-307742.8719,-310602.5157,-316515.9817,-314626.0570,288275813.7609,288269336.3420,288265794.0697,288255003.3298,-315335.4007,288262859.1982,-4983.0233,-5515.2074,4472.0851,3823.0313,-4954.0934,-929.4677,4233.8223,-4883.1652,-2886.6694,-1290.4157,5003.9888,5305.9754,-647.0249,3557.8825,1106.3126,-3613.1357,321.2936,4571.7906,1745.9357,1630.3907,-4993.7650,5222.6205,-6333.3759,4211.0721,4678.9004,4336.9748,74.3807,4691.8072,1220.8669,1147.5049,-4407.2317,4015.8108,4912.4175,5260.5253,-4554.7357,-5472.7906,-4298.7119,-1588.3638,-296.8887,3243.9408,6380.5473,-4014.3236,-1879.8574,2673.8247,5158.4943,5063.6672,-1976.6377,-5452.8993,-154.5448,-1696.8546,5476.1809,-5446.0099,121.8959,-5430.8290,-4144.9510,3835.8157,-1841.2770,2145.6302,3604.5254,-5341.9335,150.1870,-1281.8388,4492.0460,1152.1754,2247.3075,-5453.5888,-3577.0573,-4720.8422,0.0000,0.0000,-418.3172,-5406.0947,-5511.0076,-3420.5087,-4321.4949,-5526.8292,5439.2030,-5432.2990,-4634.9268,-1894.6978,4578.0760,0.0000,0.0000,5517.1320,2019.4904,-5420.4470,0.0000,-2633.0652,-4308.0536,4030.8476,1184.9320,6430.2453,-1647.7184,-632.6344,3407.9877,-775.8674,1478.1917,243.3828,-30.4369,-687.1225,27474.5588,21624.5426,26947.0666,25024.3204,30330.4506,23391.7737,15808.6265,26259.9426,-99421275.7028,-99440829.3040,-99393776.0298,-99420677.8016,24612.0287,-99409856.6594,
