sl_100_5400_20290603 Coordinates.csv
2029/06/03 07:47:00.0000 UTC

Generated: Tue Oct  8 21:45:30 2024,
Start: 2029/06/03 07:47:00.00, Stop: 2029/06/03 09:17:00.00,
TIME_UNITS,STARLINK-30565 - X-Coordinate,STARLINK-3166 - X-Coordinate,STARLINK-6150 - X-Coordinate,STARLINK-6038 - X-Coordinate,STARLINK-1286 - X-Coordinate,STARLINK-31526 - X-Coordinate,STARLINK-11141 [DTC] - X-Coordinate,STARLINK-31578 - X-Coordinate,STARLINK-2314 - X-Coordinate,STARLINK-1695 - X-Coordinate,STARLINK-30557 - X-Coordinate,STARLINK-30924 - X-Coordinate,STARLINK-4388 - X-Coordinate,STARLINK-2755 - X-Coordinate,STARLINK-30196 - X-Coordinate,STARLINK-3392 - X-Coordinate,STARLINK-6299 - X-Coordinate,STARLINK-5446 - X-Coordinate,STARLINK-1333 - X-Coordinate,STARLINK-2066 - X-Coordinate,STARLINK-4171 - X-Coordinate,STARLINK-5151 - X-Coordinate,STARLINK-6375 - X-Coordinate,STARLINK-31998 - X-Coordinate,STARLINK-30248 - X-Coordinate,STARLINK-30568 - X-Coordinate,STARLINK-31342 - X-Coordinate,STARLINK-11142 [DTC] - X-Coordinate,STARLINK-3591 - X-Coordinate,STARLINK-2661 - X-Coordinate,STARLINK-3924 - X-Coordinate,STARLINK-5690 - X-Coordinate,STARLINK-2591 - X-Coordinate,STARLINK-30462 - X-Coordinate,STARLINK-1506 - X-Coordinate,STARLINK-1545 - X-Coordinate,STARLINK-5059 - X-Coordinate,STARLINK-4205 - X-Coordinate,STARLINK-3323 - X-Coordinate,STARLINK-3274 - X-Coordinate,STARLINK-1588 - X-Coordinate,STARLINK-3792 - X-Coordinate,STARLINK-1808 - X-Coordinate,STARLINK-4190 - X-Coordinate,STARLINK-4116 - X-Coordinate,STARLINK-30926 - X-Coordinate,STARLINK-30083 - X-Coordinate,STARLINK-4000 - X-Coordinate,STARLINK-5355 - X-Coordinate,STARLINK-30395 - X-Coordinate,STARLINK-31501 - X-Coordinate,STARLINK-4423 - X-Coordinate,STARLINK-5033 - X-Coordinate,STARLINK-5789 - X-Coordinate,STARLINK-3286 - X-Coordinate,STARLINK-30998 - X-Coordinate,STARLINK-31629 - X-Coordinate,STARLINK-31690 - X-Coordinate,STARLINK-4544 - X-Coordinate,STARLINK-4049 - X-Coordinate,STARLINK-30604 - X-Coordinate,STARLINK-30244 - X-Coordinate,STARLINK-1067 - X-Coordinate,STARLINK-30768 - X-Coordinate,STARLINK-31646 - X-Coordinate,STARLINK-5474 - X-Coordinate,STARLINK-31339 - X-Coordinate,STARLINK-5224 - X-Coordinate,STARLINK-31097 - X-Coordinate,STARLINK-5585 - X-Coordinate,STARLINK-4167 - X-Coordinate,STARLINK-11145 [DTC] - X-Coordinate,STARLINK-3289 - X-Coordinate,STARLINK-5092 - X-Coordinate,STARLINK-31371 - X-Coordinate,STARLINK-30882 - X-Coordinate,STARLINK-4705 - X-Coordinate,STARLINK-32271 - X-Coordinate,STARLINK-5425 - X-Coordinate,STARLINK-5436 - X-Coordinate,STARLINK-6225 - X-Coordinate,STARLINK-1375 - X-Coordinate,STARLINK-5894 - X-Coordinate,STARLINK-6114 - X-Coordinate,STARLINK-30794 - X-Coordinate,STARLINK-31774 - X-Coordinate,STARLINK-4708 - X-Coordinate,STARLINK-4371 - X-Coordinate,STARLINK-1453 - X-Coordinate,STARLINK-6184 - X-Coordinate,STARLINK-6047 - X-Coordinate,STARLINK-4187 - X-Coordinate,STARLINK-3189 - X-Coordinate,STARLINK-4374 - X-Coordinate,STARLINK-30470 - X-Coordinate,STARLINK-30364 - X-Coordinate,STARLINK-5799 - X-Coordinate,STARLINK-4528 - X-Coordinate,STARLINK-30072 - X-Coordinate,STARLINK-5259 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-30565 - Y-Coordinate,STARLINK-3166 - Y-Coordinate,STARLINK-6150 - Y-Coordinate,STARLINK-6038 - Y-Coordinate,STARLINK-1286 - Y-Coordinate,STARLINK-31526 - Y-Coordinate,STARLINK-11141 [DTC] - Y-Coordinate,STARLINK-31578 - Y-Coordinate,STARLINK-2314 - Y-Coordinate,STARLINK-1695 - Y-Coordinate,STARLINK-30557 - Y-Coordinate,STARLINK-30924 - Y-Coordinate,STARLINK-4388 - Y-Coordinate,STARLINK-2755 - Y-Coordinate,STARLINK-30196 - Y-Coordinate,STARLINK-3392 - Y-Coordinate,STARLINK-6299 - Y-Coordinate,STARLINK-5446 - Y-Coordinate,STARLINK-1333 - Y-Coordinate,STARLINK-2066 - Y-Coordinate,STARLINK-4171 - Y-Coordinate,STARLINK-5151 - Y-Coordinate,STARLINK-6375 - Y-Coordinate,STARLINK-31998 - Y-Coordinate,STARLINK-30248 - Y-Coordinate,STARLINK-30568 - Y-Coordinate,STARLINK-31342 - Y-Coordinate,STARLINK-11142 [DTC] - Y-Coordinate,STARLINK-3591 - Y-Coordinate,STARLINK-2661 - Y-Coordinate,STARLINK-3924 - Y-Coordinate,STARLINK-5690 - Y-Coordinate,STARLINK-2591 - Y-Coordinate,STARLINK-30462 - Y-Coordinate,STARLINK-1506 - Y-Coordinate,STARLINK-1545 - Y-Coordinate,STARLINK-5059 - Y-Coordinate,STARLINK-4205 - Y-Coordinate,STARLINK-3323 - Y-Coordinate,STARLINK-3274 - Y-Coordinate,STARLINK-1588 - Y-Coordinate,STARLINK-3792 - Y-Coordinate,STARLINK-1808 - Y-Coordinate,STARLINK-4190 - Y-Coordinate,STARLINK-4116 - Y-Coordinate,STARLINK-30926 - Y-Coordinate,STARLINK-30083 - Y-Coordinate,STARLINK-4000 - Y-Coordinate,STARLINK-5355 - Y-Coordinate,STARLINK-30395 - Y-Coordinate,STARLINK-31501 - Y-Coordinate,STARLINK-4423 - Y-Coordinate,STARLINK-5033 - Y-Coordinate,STARLINK-5789 - Y-Coordinate,STARLINK-3286 - Y-Coordinate,STARLINK-30998 - Y-Coordinate,STARLINK-31629 - Y-Coordinate,STARLINK-31690 - Y-Coordinate,STARLINK-4544 - Y-Coordinate,STARLINK-4049 - Y-Coordinate,STARLINK-30604 - Y-Coordinate,STARLINK-30244 - Y-Coordinate,STARLINK-1067 - Y-Coordinate,STARLINK-30768 - Y-Coordinate,STARLINK-31646 - Y-Coordinate,STARLINK-5474 - Y-Coordinate,STARLINK-31339 - Y-Coordinate,STARLINK-5224 - Y-Coordinate,STARLINK-31097 - Y-Coordinate,STARLINK-5585 - Y-Coordinate,STARLINK-4167 - Y-Coordinate,STARLINK-11145 [DTC] - Y-Coordinate,STARLINK-3289 - Y-Coordinate,STARLINK-5092 - Y-Coordinate,STARLINK-31371 - Y-Coordinate,STARLINK-30882 - Y-Coordinate,STARLINK-4705 - Y-Coordinate,STARLINK-32271 - Y-Coordinate,STARLINK-5425 - Y-Coordinate,STARLINK-5436 - Y-Coordinate,STARLINK-6225 - Y-Coordinate,STARLINK-1375 - Y-Coordinate,STARLINK-5894 - Y-Coordinate,STARLINK-6114 - Y-Coordinate,STARLINK-30794 - Y-Coordinate,STARLINK-31774 - Y-Coordinate,STARLINK-4708 - Y-Coordinate,STARLINK-4371 - Y-Coordinate,STARLINK-1453 - Y-Coordinate,STARLINK-6184 - Y-Coordinate,STARLINK-6047 - Y-Coordinate,STARLINK-4187 - Y-Coordinate,STARLINK-3189 - Y-Coordinate,STARLINK-4374 - Y-Coordinate,STARLINK-30470 - Y-Coordinate,STARLINK-30364 - Y-Coordinate,STARLINK-5799 - Y-Coordinate,STARLINK-4528 - Y-Coordinate,STARLINK-30072 - Y-Coordinate,STARLINK-5259 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-30565 - Z-Coordinate,STARLINK-3166 - Z-Coordinate,STARLINK-6150 - Z-Coordinate,STARLINK-6038 - Z-Coordinate,STARLINK-1286 - Z-Coordinate,STARLINK-31526 - Z-Coordinate,STARLINK-11141 [DTC] - Z-Coordinate,STARLINK-31578 - Z-Coordinate,STARLINK-2314 - Z-Coordinate,STARLINK-1695 - Z-Coordinate,STARLINK-30557 - Z-Coordinate,STARLINK-30924 - Z-Coordinate,STARLINK-4388 - Z-Coordinate,STARLINK-2755 - Z-Coordinate,STARLINK-30196 - Z-Coordinate,STARLINK-3392 - Z-Coordinate,STARLINK-6299 - Z-Coordinate,STARLINK-5446 - Z-Coordinate,STARLINK-1333 - Z-Coordinate,STARLINK-2066 - Z-Coordinate,STARLINK-4171 - Z-Coordinate,STARLINK-5151 - Z-Coordinate,STARLINK-6375 - Z-Coordinate,STARLINK-31998 - Z-Coordinate,STARLINK-30248 - Z-Coordinate,STARLINK-30568 - Z-Coordinate,STARLINK-31342 - Z-Coordinate,STARLINK-11142 [DTC] - Z-Coordinate,STARLINK-3591 - Z-Coordinate,STARLINK-2661 - Z-Coordinate,STARLINK-3924 - Z-Coordinate,STARLINK-5690 - Z-Coordinate,STARLINK-2591 - Z-Coordinate,STARLINK-30462 - Z-Coordinate,STARLINK-1506 - Z-Coordinate,STARLINK-1545 - Z-Coordinate,STARLINK-5059 - Z-Coordinate,STARLINK-4205 - Z-Coordinate,STARLINK-3323 - Z-Coordinate,STARLINK-3274 - Z-Coordinate,STARLINK-1588 - Z-Coordinate,STARLINK-3792 - Z-Coordinate,STARLINK-1808 - Z-Coordinate,STARLINK-4190 - Z-Coordinate,STARLINK-4116 - Z-Coordinate,STARLINK-30926 - Z-Coordinate,STARLINK-30083 - Z-Coordinate,STARLINK-4000 - Z-Coordinate,STARLINK-5355 - Z-Coordinate,STARLINK-30395 - Z-Coordinate,STARLINK-31501 - Z-Coordinate,STARLINK-4423 - Z-Coordinate,STARLINK-5033 - Z-Coordinate,STARLINK-5789 - Z-Coordinate,STARLINK-3286 - Z-Coordinate,STARLINK-30998 - Z-Coordinate,STARLINK-31629 - Z-Coordinate,STARLINK-31690 - Z-Coordinate,STARLINK-4544 - Z-Coordinate,STARLINK-4049 - Z-Coordinate,STARLINK-30604 - Z-Coordinate,STARLINK-30244 - Z-Coordinate,STARLINK-1067 - Z-Coordinate,STARLINK-30768 - Z-Coordinate,STARLINK-31646 - Z-Coordinate,STARLINK-5474 - Z-Coordinate,STARLINK-31339 - Z-Coordinate,STARLINK-5224 - Z-Coordinate,STARLINK-31097 - Z-Coordinate,STARLINK-5585 - Z-Coordinate,STARLINK-4167 - Z-Coordinate,STARLINK-11145 [DTC] - Z-Coordinate,STARLINK-3289 - Z-Coordinate,STARLINK-5092 - Z-Coordinate,STARLINK-31371 - Z-Coordinate,STARLINK-30882 - Z-Coordinate,STARLINK-4705 - Z-Coordinate,STARLINK-32271 - Z-Coordinate,STARLINK-5425 - Z-Coordinate,STARLINK-5436 - Z-Coordinate,STARLINK-6225 - Z-Coordinate,STARLINK-1375 - Z-Coordinate,STARLINK-5894 - Z-Coordinate,STARLINK-6114 - Z-Coordinate,STARLINK-30794 - Z-Coordinate,STARLINK-31774 - Z-Coordinate,STARLINK-4708 - Z-Coordinate,STARLINK-4371 - Z-Coordinate,STARLINK-1453 - Z-Coordinate,STARLINK-6184 - Z-Coordinate,STARLINK-6047 - Z-Coordinate,STARLINK-4187 - Z-Coordinate,STARLINK-3189 - Z-Coordinate,STARLINK-4374 - Z-Coordinate,STARLINK-30470 - Z-Coordinate,STARLINK-30364 - Z-Coordinate,STARLINK-5799 - Z-Coordinate,STARLINK-4528 - Z-Coordinate,STARLINK-30072 - Z-Coordinate,STARLINK-5259 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-3861.7901,-811.6994,1106.2100,4555.2464,1237.4468,6583.8730,2891.3788,-6537.1147,-1694.5183,4826.7440,3636.6012,-5434.3456,-1433.1807,2120.1883,5072.5468,-2805.0531,1983.3277,-6523.4544,3684.7861,2329.2386,-4105.4491,4210.9523,4846.1737,-430.7821,4452.0322,-330.0522,2910.4973,593.3758,-2532.8315,3255.4838,-406.7237,5685.8385,5304.3130,6155.1332,-2780.9024,-4099.0405,-1977.0285,5414.8048,-6185.0835,-5664.6142,2693.3451,-3830.3534,3452.8880,3439.6527,990.4935,1129.4692,4958.2063,2351.2790,-4078.5270,-4453.0868,6407.9783,1810.7790,1902.5411,2018.1811,3784.2177,1546.9309,2962.5330,-5933.0459,-4480.1052,-4980.7502,5344.7638,5170.4953,3210.1580,-6040.0129,5576.2807,-1626.7933,-5623.8015,2190.1384,4114.6596,4990.2157,4402.7908,-5352.7293,-272.2702,1711.7102,-6570.2803,4399.9871,-3589.8504,-418.9883,-3519.9636,2623.5511,3769.8729,4122.1881,-3133.9273,5390.1727,4748.7827,4026.3956,2567.2122,-5412.2474,-4931.7568,1861.5812,-6203.1541,4181.9578,-3838.4173,269.9520,734.2040,-6382.1281,-4193.7504,-489.9418,4788.8794,-3101.0800,-333742.0597,-314192.5112,-332698.0982,-333911.9176,-331702.3332,-330666.3794,-325013.4752,-329815.1786,142046969.2037,142099251.0441,142070682.0830,142068823.5324,-328640.7978,142061750.2079,1484.8195,4062.0289,6826.8381,2272.0309,-6653.8765,-702.9450,-5155.9154,1150.5880,3846.6343,-1879.5010,4917.7496,3453.0937,2284.7021,-6033.1466,1231.1117,3159.1602,5564.9781,1436.0551,4816.5657,3397.6680,3359.8471,4593.1703,4162.1120,-6250.4308,-2418.5713,-5301.8291,4302.2527,-6214.5532,5967.2343,-2481.9410,-4668.1245,-537.0304,3032.4555,1405.3082,4852.4114,492.1217,3624.3727,-4180.9874,2360.9271,-1202.7011,5036.8126,3737.0337,5526.6292,5921.2732,4327.1658,-6655.9450,3800.0748,-3451.3213,-2969.3169,3133.7307,2226.9817,-1841.4271,3608.5268,-6562.2655,-2948.8838,-6397.8241,3172.9513,-1941.9666,49.5404,4097.8650,962.1677,377.4084,2646.0460,-658.5364,-2367.3092,4674.8869,-2781.3253,-5826.8765,3306.3563,1366.0470,4846.9455,3860.9143,-6192.7945,6574.1377,-1837.5549,3658.5778,2077.0827,4374.7846,4321.6464,-5574.8568,-3390.5257,-799.5323,1346.9748,-3246.2176,4004.2023,3588.2481,3821.4276,3235.7954,2052.1925,5862.1453,3114.0863,-4861.2136,1801.0412,964.6756,-5203.7673,-2405.7895,3496.8856,4111.1717,2945.4673,-2877.8767,-211216.0023,-233451.2949,-215861.8596,-218471.3150,-226727.4342,-224726.0000,-219978.6730,-219076.3164,22669786.5720,22635713.2673,22635084.0257,22655518.8253,-220042.5276,22655734.3910,5430.2616,5517.8115,-117.4960,-4729.4741,-245.6826,1583.8796,3298.7106,1618.0988,-5315.4549,-4499.5451,3229.7443,2276.2156,-6372.2924,-2658.7666,-4519.5653,-5041.5929,-3611.9434,1531.8909,3252.6899,5469.8684,-4430.8870,-2764.4053,-2706.7131,-2394.8861,4721.8011,-4432.4642,-4422.7866,-2328.5279,2340.2254,5432.2918,5035.0914,-3885.1618,3119.6700,-2833.5206,4029.1227,5468.2144,5494.9792,-905.9043,1937.9219,3752.8432,-3743.0064,4347.5653,-2318.8689,672.1739,-5291.7101,-1554.9826,-2958.1522,-5482.7826,4694.9939,4280.5353,63.7616,-6455.7081,5605.7494,910.2640,-4999.6443,-2338.9727,5285.2981,2703.3318,-5212.6172,-2405.2159,4294.8041,-4693.6323,-5485.2210,2989.4419,3156.9399,4862.9513,-2721.0836,-3013.8170,4458.4211,-4610.6632,-2224.0565,-1432.8122,-3044.2867,-1267.9302,-292.7062,-3710.1082,5505.6812,5148.5719,-4078.6294,3104.8159,4719.7465,-5129.8885,-6067.5458,2886.5481,-3014.8422,4161.9126,5151.5326,2898.0075,-4357.7045,-3216.1784,-220.6793,-2451.2744,5418.7575,-6848.5595,-4512.5381,-1073.2004,-4281.5922,-5520.7956,4017.4181,5141.6603,-35263.7973,-39417.2989,-36200.2487,-36714.4589,-32451.1573,-40650.3605,-46710.8116,-37129.9478,2072251.4154,2079809.4465,2082484.5094,2063680.1081,-38146.8884,2071051.9596,
300.000,-3163.8300,1303.9825,2522.1175,5397.1740,-38.3057,5694.9588,1088.2976,-6286.6672,119.9809,3152.0424,4510.3641,-3890.9226,-3104.0932,998.5100,5685.9903,-1564.6517,3391.0946,-5532.8701,4159.3958,4038.3009,-3583.9588,4533.1878,5292.5838,-1700.5050,3225.5402,-2312.8695,4693.5182,-830.5941,-975.7190,1736.9230,-2306.3074,4661.5167,6376.5347,5701.5562,-1762.6996,-3553.3125,61.9720,4591.0527,-5893.2900,-4865.7416,3492.8213,-3177.1281,4083.6857,4223.4384,2763.6984,-502.7891,6182.0796,649.2272,-5195.8898,-3540.1365,6555.8258,3694.8233,3545.7481,543.1623,1840.7585,48.2879,3937.6783,-5640.5414,-3587.8135,-4379.8905,4960.1622,4861.0732,4302.5696,-5344.8723,5463.0880,-152.9125,-5333.0205,1739.1734,5640.2664,5034.6441,5496.5197,-4024.8639,-1637.7608,2152.0013,-6483.6384,5777.4045,-2218.3261,1664.0090,-2728.8645,1586.0082,2141.4658,2978.2416,-1125.0198,3790.7047,6037.7051,5529.7472,4438.4464,-6156.8066,-4905.3138,3573.1463,-5666.8788,2571.9669,-2404.7034,-1543.9102,-1261.0551,-6388.4307,-3145.6794,1649.0817,6040.2965,-4767.6221,-329404.0477,-309213.0983,-327871.6442,-329045.1571,-326980.9390,-325901.7694,-320344.2496,-325162.7417,141521386.8345,141574259.1868,141545803.0727,141543198.9140,-323925.1215,141536223.1032,3504.0592,4424.9554,6230.8221,3299.2834,-6461.1578,-1875.8864,-4897.2843,2678.2325,4909.8886,-3050.1805,3179.2441,4394.4418,3326.2868,-6785.8674,-727.6894,4814.1504,4134.3588,2497.9435,3099.3433,2072.4214,5019.7128,2931.7552,2366.8843,-5202.9962,-4177.2391,-4502.7158,3289.2574,-5392.4871,5637.8435,-4050.3474,-5074.4029,-2321.9389,2065.0188,-414.4484,6142.0805,2600.4547,4384.6895,-5067.5302,3586.5621,496.8928,3316.1864,5332.3101,4075.3147,4860.6103,3085.6227,-6267.3039,2636.3570,-4718.4301,-1144.0542,4883.3185,679.9193,-2480.4988,4190.2397,-6876.9225,-3779.5787,-6926.4002,1218.3288,-79.6975,2020.7980,5267.4982,-1122.5082,-1743.2509,765.4622,1154.9161,-3816.7875,3476.7882,-1127.6234,-6618.5535,2444.1697,-786.1508,4168.2014,4454.8637,-6563.4485,5701.8757,-556.7504,2891.4967,3765.1945,3706.1280,5764.8242,-6558.0377,-4790.9754,-2700.9662,2132.4356,-4245.2846,2896.2505,2305.6959,3199.3900,3123.9529,3781.1143,5628.4542,3536.5471,-5011.8144,3448.6318,2260.9026,-5637.8224,-783.0556,5162.3864,4290.1093,1504.6963,-1637.4780,-218188.0438,-240124.4497,-222716.0452,-225373.0261,-233695.6076,-231606.0042,-226951.3593,-225774.7308,25770298.4613,25737041.3479,25735766.4924,25756775.3693,-226972.7833,25756329.3608,4932.9191,5131.5406,-1637.2073,-2870.6393,-2034.7723,3219.6766,4542.3902,88.8059,-4668.8110,-5276.7217,4167.3970,3487.4053,-5212.2133,-948.7934,-3848.1709,-4199.6900,-4400.4657,3174.5658,4518.9991,5127.5737,-3118.2399,-4164.1426,-3812.4502,-3878.0852,4485.0861,-4716.3949,-3699.7080,-3826.1159,3837.6722,5181.8234,4032.8894,-4538.3073,1472.4611,-3901.3332,2590.0667,5249.8449,5292.7607,912.9987,152.6621,4864.8050,-4842.0718,3006.6219,-3817.3731,2418.1195,-5527.4754,-2912.1462,-1609.9658,-4981.5454,4381.2536,3407.7992,1599.7265,-5342.2131,4238.3754,-635.6229,-5508.7801,-892.8598,5457.8433,3799.3370,-5503.9636,-657.7943,4697.0981,-4716.5845,-5319.6844,3991.1101,1511.4085,5999.9441,-4130.8767,-989.4882,3159.6859,-4697.1123,-462.7251,-3094.9998,-1382.5889,-3262.5149,-2074.7909,-2180.4496,5330.9503,5414.1140,-2647.4587,1453.1082,4521.8794,-5270.9538,-6530.5336,3937.9318,-1678.4292,3246.0530,4221.0889,737.2148,-3026.0192,-1926.8541,1888.0697,-3925.7847,5446.2829,-6356.3266,-3821.1613,-2502.5766,-3405.1349,-5147.6291,3003.5598,4352.3866,-35115.6816,-39323.1973,-36021.1354,-36773.6199,-32288.4483,-40260.7654,-46671.0210,-37421.4149,2071309.7719,2078410.8207,2081029.2959,2062145.6639,-38029.6713,2069850.3430,
600.000,-2195.5477,3272.0546,3707.6035,5631.1251,-1333.0340,4214.6136,-860.5817,-5398.9542,1884.7776,1178.5701,4984.6709,-1947.1257,-4480.2847,-211.5428,5771.9775,-191.4053,4508.9159,-3974.9059,4264.7607,5364.8962,-2739.6915,4429.6049,5262.3894,-2829.2083,1724.4073,-4092.5825,6004.4477,-2204.1430,713.1474,83.8376,-3948.0126,3211.1837,6796.2248,4718.9543,-597.0386,-2704.3575,2069.4426,3299.5404,-5011.4836,-3617.4381,3987.7823,-2239.0597,4350.7521,4605.0153,4300.8927,-2111.6311,6798.4995,-1076.8819,-5833.9816,-2316.5658,6028.8896,5211.2918,4795.9094,-990.6296,-268.4727,-1446.5583,4566.2068,-4796.2408,-2388.1239,-3342.2327,4136.4335,4138.6741,5012.7190,-4118.4542,4797.8704,1396.1624,-4528.4808,1121.3823,6603.4498,4637.0358,6039.3784,-2251.0762,-2824.9114,2412.9312,-5734.0874,6548.9634,-674.1064,3594.2793,-1694.8273,406.1328,337.1334,1551.9716,969.9784,1822.2857,6730.7653,6475.2139,5867.2363,-6236.8753,-4415.6715,4927.6781,-4541.4113,677.2126,-775.7921,-3243.3215,-3114.3171,-5780.8514,-1826.3586,3611.1534,6709.7178,-5922.2120,-324918.3586,-304092.6716,-322896.6762,-324022.4599,-322111.5252,-320989.1567,-315527.1497,-320283.9098,140928141.7301,140981585.3286,140953256.0023,140949858.9316,-319063.2546,140943029.9761,5171.0163,4401.6039,5024.9778,4001.5362,-5588.8151,-2890.1027,-4162.5646,3933.3780,5494.2858,-3967.4056,1130.2420,4923.5837,3946.4542,-6865.1150,-2592.9331,5930.9636,2318.8590,3340.6296,1058.3796,585.7598,6171.1423,948.0968,330.0759,-3598.9028,-5551.1328,-3305.4774,1977.5206,-3987.5635,4769.6514,-5234.0129,-5007.1276,-3912.0383,903.8170,-2221.4481,6815.9904,4453.9339,4756.8500,-5453.3013,4450.9967,2187.8202,1256.1710,6387.0109,2208.1284,3296.4619,1586.0490,-5282.5364,1229.9129,-5551.4384,766.3141,6159.8289,-952.6313,-2784.5669,4391.0261,-6524.2058,-4298.0072,-6799.6009,-835.5866,1816.4175,3818.2485,5900.1939,-3114.0630,-3706.3401,-1158.4739,2878.8898,-4859.5341,1977.3363,674.7161,-6723.9683,1374.4061,-2862.5970,3078.2073,4605.1665,-6283.3273,4233.9535,804.2788,1848.4414,5111.2771,2703.6849,6628.0092,-6882.8887,-5757.0771,-4332.4888,2784.9123,-4869.4600,1519.7984,818.8510,2306.7583,2663.2575,5112.6131,4865.1587,3620.7453,-4691.5505,4789.5068,3239.8049,-5555.8924,937.0883,6332.6259,4097.7737,-55.3758,-263.3066,-225074.4501,-246690.6797,-229470.3594,-232170.3375,-240562.0415,-238372.7662,-233825.0013,-232458.7585,28858659.4058,28826235.2053,28824323.3660,28845876.2985,-233801.9973,28844775.3636,3884.5731,4189.8523,-2980.5404,-706.5400,-3590.6073,4491.5882,5264.8305,-1450.4385,-3488.8088,-5473.3290,4656.2874,4308.2551,-3492.4999,863.1467,-2760.3175,-2835.1247,-4717.2726,4465.3902,5291.4049,4217.6647,-1468.9335,-5096.3214,-4511.6575,-4904.2870,3767.8338,-4493.5554,-2561.6221,-4863.7371,4917.1398,4346.4102,2589.7238,-4701.4292,-337.3046,-4549.9750,869.2648,4451.4245,4511.1443,2632.6383,-1649.2102,5449.6180,-5400.6316,1338.9990,-4905.1665,3899.0762,-5167.1205,-3957.2346,-87.7714,-3939.1056,3591.1821,2169.7805,2952.8138,-3663.6169,2418.5456,-2113.2954,-5429.4317,646.8023,5024.2343,4465.3560,-5193.0898,1161.6098,4595.5976,-4248.6903,-4574.6132,4535.2121,-303.0928,6498.3132,-5081.0427,1141.6143,1519.8487,-4281.3410,1348.5474,-4399.4370,428.9497,-4905.1691,-3624.7115,-405.5811,4577.6477,5059.5686,-929.6740,-356.3204,3839.8129,-4771.4339,-6306.4317,4566.2155,-160.0416,1964.6510,2835.2214,-1502.2275,-1365.0501,-431.8551,3795.4069,-4968.4719,4879.5108,-5183.4715,-2720.1643,-3660.9814,-2165.3524,-4217.4585,1665.4145,3040.1161,-34968.5777,-39229.0000,-35845.8242,-36836.0688,-32128.8130,-39865.2668,-46626.5493,-37756.5802,2070367.3215,2077011.6469,2079571.2719,2060637.4266,-37912.4323,2068648.5794,
