sl_100_5400_20290916 Coordinates.csv
2029/09/16 07:47:00.0000 UTC

Generated: Tue Oct  8 21:45:44 2024,
Start: 2029/09/16 07:47:00.00, Stop: 2029/09/16 09:17:00.00,
TIME_UNITS,STARLINK-4295 - X-Coordinate,STARLINK-31401 - X-Coordinate,STARLINK-5743 - X-Coordinate,STARLINK-11083 [DTC] - X-Coordinate,STARLINK-1575 - X-Coordinate,STARLINK-30592 - X-Coordinate,STARLINK-5869 - X-Coordinate,STARLINK-4778 - X-Coordinate,STARLINK-5937 - X-Coordinate,STARLINK-31010 - X-Coordinate,STARLINK-5784 - X-Coordinate,STARLINK-31578 - X-Coordinate,STARLINK-5307 - X-Coordinate,STARLINK-3609 - X-Coordinate,STARLINK-4125 - X-Coordinate,STARLINK-31558 - X-Coordinate,STARLINK-30328 - X-Coordinate,STARLINK-2369 - X-Coordinate,STARLINK-4592 - X-Coordinate,STARLINK-31040 - X-Coordinate,STARLINK-5284 - X-Coordinate,STARLINK-6124 - X-Coordinate,STARLINK-31278 - X-Coordinate,STARLINK-30752 - X-Coordinate,STARLINK-1627 - X-Coordinate,STARLINK-4338 - X-Coordinate,STARLINK-30173 - X-Coordinate,STARLINK-31594 - X-Coordinate,STARLINK-30341 - X-Coordinate,STARLINK-4493 - X-Coordinate,STARLINK-4111 - X-Coordinate,STARLINK-5212 - X-Coordinate,STARLINK-1404 - X-Coordinate,STARLINK-4311 - X-Coordinate,STARLINK-5489 - X-Coordinate,STARLINK-3867 - X-Coordinate,STARLINK-5772 - X-Coordinate,STARLINK-30838 - X-Coordinate,STARLINK-31479 - X-Coordinate,STARLINK-30570 - X-Coordinate,STARLINK-1614 - X-Coordinate,STARLINK-2680 - X-Coordinate,STARLINK-4444 - X-Coordinate,STARLINK-2209 - X-Coordinate,STARLINK-4158 - X-Coordinate,STARLINK-4545 - X-Coordinate,STARLINK-30324 - X-Coordinate,STARLINK-6303 - X-Coordinate,STARLINK-4680 - X-Coordinate,STARLINK-31491 - X-Coordinate,STARLINK-1020 - X-Coordinate,STARLINK-30873 - X-Coordinate,STARLINK-30990 - X-Coordinate,STARLINK-1073 - X-Coordinate,STARLINK-4302 - X-Coordinate,STARLINK-5118 - X-Coordinate,STARLINK-1977 - X-Coordinate,STARLINK-1059 - X-Coordinate,STARLINK-4532 - X-Coordinate,STARLINK-4565 - X-Coordinate,STARLINK-30246 - X-Coordinate,STARLINK-6162 - X-Coordinate,STARLINK-5154 - X-Coordinate,STARLINK-31307 - X-Coordinate,STARLINK-2278 - X-Coordinate,STARLINK-5385 - X-Coordinate,STARLINK-3615 - X-Coordinate,STARLINK-4595 - X-Coordinate,STARLINK-30124 - X-Coordinate,STARLINK-1206 - X-Coordinate,STARLINK-2488 - X-Coordinate,STARLINK-31663 - X-Coordinate,STARLINK-2380 - X-Coordinate,STARLINK-31198 - X-Coordinate,STARLINK-5572 - X-Coordinate,STARLINK-5070 - X-Coordinate,STARLINK-31797 - X-Coordinate,STARLINK-3712 - X-Coordinate,STARLINK-1730 - X-Coordinate,STARLINK-11114 [DTC] - X-Coordinate,STARLINK-6172 - X-Coordinate,STARLINK-3327 - X-Coordinate,STARLINK-31099 - X-Coordinate,STARLINK-1153 - X-Coordinate,STARLINK-30408 - X-Coordinate,STARLINK-31054 - X-Coordinate,STARLINK-32103 - X-Coordinate,STARLINK-31031 - X-Coordinate,STARLINK-30774 - X-Coordinate,STARLINK-30762 - X-Coordinate,STARLINK-30247 - X-Coordinate,STARLINK-30170 - X-Coordinate,STARLINK-6249 - X-Coordinate,STARLINK-1236 - X-Coordinate,STARLINK-3363 - X-Coordinate,STARLINK-1112 - X-Coordinate,STARLINK-4339 - X-Coordinate,STARLINK-30790 - X-Coordinate,STARLINK-4318 - X-Coordinate,STARLINK-5752 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-4295 - Y-Coordinate,STARLINK-31401 - Y-Coordinate,STARLINK-5743 - Y-Coordinate,STARLINK-11083 [DTC] - Y-Coordinate,STARLINK-1575 - Y-Coordinate,STARLINK-30592 - Y-Coordinate,STARLINK-5869 - Y-Coordinate,STARLINK-4778 - Y-Coordinate,STARLINK-5937 - Y-Coordinate,STARLINK-31010 - Y-Coordinate,STARLINK-5784 - Y-Coordinate,STARLINK-31578 - Y-Coordinate,STARLINK-5307 - Y-Coordinate,STARLINK-3609 - Y-Coordinate,STARLINK-4125 - Y-Coordinate,STARLINK-31558 - Y-Coordinate,STARLINK-30328 - Y-Coordinate,STARLINK-2369 - Y-Coordinate,STARLINK-4592 - Y-Coordinate,STARLINK-31040 - Y-Coordinate,STARLINK-5284 - Y-Coordinate,STARLINK-6124 - Y-Coordinate,STARLINK-31278 - Y-Coordinate,STARLINK-30752 - Y-Coordinate,STARLINK-1627 - Y-Coordinate,STARLINK-4338 - Y-Coordinate,STARLINK-30173 - Y-Coordinate,STARLINK-31594 - Y-Coordinate,STARLINK-30341 - Y-Coordinate,STARLINK-4493 - Y-Coordinate,STARLINK-4111 - Y-Coordinate,STARLINK-5212 - Y-Coordinate,STARLINK-1404 - Y-Coordinate,STARLINK-4311 - Y-Coordinate,STARLINK-5489 - Y-Coordinate,STARLINK-3867 - Y-Coordinate,STARLINK-5772 - Y-Coordinate,STARLINK-30838 - Y-Coordinate,STARLINK-31479 - Y-Coordinate,STARLINK-30570 - Y-Coordinate,STARLINK-1614 - Y-Coordinate,STARLINK-2680 - Y-Coordinate,STARLINK-4444 - Y-Coordinate,STARLINK-2209 - Y-Coordinate,STARLINK-4158 - Y-Coordinate,STARLINK-4545 - Y-Coordinate,STARLINK-30324 - Y-Coordinate,STARLINK-6303 - Y-Coordinate,STARLINK-4680 - Y-Coordinate,STARLINK-31491 - Y-Coordinate,STARLINK-1020 - Y-Coordinate,STARLINK-30873 - Y-Coordinate,STARLINK-30990 - Y-Coordinate,STARLINK-1073 - Y-Coordinate,STARLINK-4302 - Y-Coordinate,STARLINK-5118 - Y-Coordinate,STARLINK-1977 - Y-Coordinate,STARLINK-1059 - Y-Coordinate,STARLINK-4532 - Y-Coordinate,STARLINK-4565 - Y-Coordinate,STARLINK-30246 - Y-Coordinate,STARLINK-6162 - Y-Coordinate,STARLINK-5154 - Y-Coordinate,STARLINK-31307 - Y-Coordinate,STARLINK-2278 - Y-Coordinate,STARLINK-5385 - Y-Coordinate,STARLINK-3615 - Y-Coordinate,STARLINK-4595 - Y-Coordinate,STARLINK-30124 - Y-Coordinate,STARLINK-1206 - Y-Coordinate,STARLINK-2488 - Y-Coordinate,STARLINK-31663 - Y-Coordinate,STARLINK-2380 - Y-Coordinate,STARLINK-31198 - Y-Coordinate,STARLINK-5572 - Y-Coordinate,STARLINK-5070 - Y-Coordinate,STARLINK-31797 - Y-Coordinate,STARLINK-3712 - Y-Coordinate,STARLINK-1730 - Y-Coordinate,STARLINK-11114 [DTC] - Y-Coordinate,STARLINK-6172 - Y-Coordinate,STARLINK-3327 - Y-Coordinate,STARLINK-31099 - Y-Coordinate,STARLINK-1153 - Y-Coordinate,STARLINK-30408 - Y-Coordinate,STARLINK-31054 - Y-Coordinate,STARLINK-32103 - Y-Coordinate,STARLINK-31031 - Y-Coordinate,STARLINK-30774 - Y-Coordinate,STARLINK-30762 - Y-Coordinate,STARLINK-30247 - Y-Coordinate,STARLINK-30170 - Y-Coordinate,STARLINK-6249 - Y-Coordinate,STARLINK-1236 - Y-Coordinate,STARLINK-3363 - Y-Coordinate,STARLINK-1112 - Y-Coordinate,STARLINK-4339 - Y-Coordinate,STARLINK-30790 - Y-Coordinate,STARLINK-4318 - Y-Coordinate,STARLINK-5752 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-4295 - Z-Coordinate,STARLINK-31401 - Z-Coordinate,STARLINK-5743 - Z-Coordinate,STARLINK-11083 [DTC] - Z-Coordinate,STARLINK-1575 - Z-Coordinate,STARLINK-30592 - Z-Coordinate,STARLINK-5869 - Z-Coordinate,STARLINK-4778 - Z-Coordinate,STARLINK-5937 - Z-Coordinate,STARLINK-31010 - Z-Coordinate,STARLINK-5784 - Z-Coordinate,STARLINK-31578 - Z-Coordinate,STARLINK-5307 - Z-Coordinate,STARLINK-3609 - Z-Coordinate,STARLINK-4125 - Z-Coordinate,STARLINK-31558 - Z-Coordinate,STARLINK-30328 - Z-Coordinate,STARLINK-2369 - Z-Coordinate,STARLINK-4592 - Z-Coordinate,STARLINK-31040 - Z-Coordinate,STARLINK-5284 - Z-Coordinate,STARLINK-6124 - Z-Coordinate,STARLINK-31278 - Z-Coordinate,STARLINK-30752 - Z-Coordinate,STARLINK-1627 - Z-Coordinate,STARLINK-4338 - Z-Coordinate,STARLINK-30173 - Z-Coordinate,STARLINK-31594 - Z-Coordinate,STARLINK-30341 - Z-Coordinate,STARLINK-4493 - Z-Coordinate,STARLINK-4111 - Z-Coordinate,STARLINK-5212 - Z-Coordinate,STARLINK-1404 - Z-Coordinate,STARLINK-4311 - Z-Coordinate,STARLINK-5489 - Z-Coordinate,STARLINK-3867 - Z-Coordinate,STARLINK-5772 - Z-Coordinate,STARLINK-30838 - Z-Coordinate,STARLINK-31479 - Z-Coordinate,STARLINK-30570 - Z-Coordinate,STARLINK-1614 - Z-Coordinate,STARLINK-2680 - Z-Coordinate,STARLINK-4444 - Z-Coordinate,STARLINK-2209 - Z-Coordinate,STARLINK-4158 - Z-Coordinate,STARLINK-4545 - Z-Coordinate,STARLINK-30324 - Z-Coordinate,STARLINK-6303 - Z-Coordinate,STARLINK-4680 - Z-Coordinate,STARLINK-31491 - Z-Coordinate,STARLINK-1020 - Z-Coordinate,STARLINK-30873 - Z-Coordinate,STARLINK-30990 - Z-Coordinate,STARLINK-1073 - Z-Coordinate,STARLINK-4302 - Z-Coordinate,STARLINK-5118 - Z-Coordinate,STARLINK-1977 - Z-Coordinate,STARLINK-1059 - Z-Coordinate,STARLINK-4532 - Z-Coordinate,STARLINK-4565 - Z-Coordinate,STARLINK-30246 - Z-Coordinate,STARLINK-6162 - Z-Coordinate,STARLINK-5154 - Z-Coordinate,STARLINK-31307 - Z-Coordinate,STARLINK-2278 - Z-Coordinate,STARLINK-5385 - Z-Coordinate,STARLINK-3615 - Z-Coordinate,STARLINK-4595 - Z-Coordinate,STARLINK-30124 - Z-Coordinate,STARLINK-1206 - Z-Coordinate,STARLINK-2488 - Z-Coordinate,STARLINK-31663 - Z-Coordinate,STARLINK-2380 - Z-Coordinate,STARLINK-31198 - Z-Coordinate,STARLINK-5572 - Z-Coordinate,STARLINK-5070 - Z-Coordinate,STARLINK-31797 - Z-Coordinate,STARLINK-3712 - Z-Coordinate,STARLINK-1730 - Z-Coordinate,STARLINK-11114 [DTC] - Z-Coordinate,STARLINK-6172 - Z-Coordinate,STARLINK-3327 - Z-Coordinate,STARLINK-31099 - Z-Coordinate,STARLINK-1153 - Z-Coordinate,STARLINK-30408 - Z-Coordinate,STARLINK-31054 - Z-Coordinate,STARLINK-32103 - Z-Coordinate,STARLINK-31031 - Z-Coordinate,STARLINK-30774 - Z-Coordinate,STARLINK-30762 - Z-Coordinate,STARLINK-30247 - Z-Coordinate,STARLINK-30170 - Z-Coordinate,STARLINK-6249 - Z-Coordinate,STARLINK-1236 - Z-Coordinate,STARLINK-3363 - Z-Coordinate,STARLINK-1112 - Z-Coordinate,STARLINK-4339 - Z-Coordinate,STARLINK-30790 - Z-Coordinate,STARLINK-4318 - Z-Coordinate,STARLINK-5752 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-3385.8761,2912.1965,5348.0676,-5664.6156,-3991.2073,4730.2283,-247.2775,-44.2707,-917.7284,2796.1290,5729.3526,1640.0585,3148.4992,3054.0073,-2724.4224,2811.2464,-3326.3334,4138.2481,-4318.9956,6777.1963,-1468.6972,-5586.6100,1891.9711,1694.2382,4395.9752,5944.9657,-5695.5215,3898.7789,-1474.5767,-3982.1429,-121.9314,-3041.5762,376.4273,-3059.7051,4609.8973,-5339.7424,-4491.8993,3583.5670,4186.6627,-4053.4079,4451.3135,1988.1086,-716.7524,4991.0757,-1847.7687,-614.4479,5439.0141,3594.9748,0.0000,-2396.8773,-1404.2555,1729.5936,2685.0715,-4753.3419,-104.6575,-4471.1407,-3015.4016,0.0000,1172.1521,4767.7250,5064.3740,5690.7226,3041.4473,-5699.3835,3352.4803,-3616.5493,5129.7670,-4171.7961,-2703.4669,4222.9769,-778.9536,-1696.2415,-4212.5556,-3728.2184,-1533.9810,2651.7912,202.7560,-3334.7874,-4470.3474,4512.7646,5202.1337,6125.1297,4540.4194,4279.6017,5040.5244,3791.5874,-2783.5975,-6134.3404,-2881.1669,543.3679,-4405.4723,1864.4239,-4286.1532,3804.6827,1348.7541,4574.7307,3000.5638,5274.7337,4293.7141,2224.8733,337870.9830,351054.1923,340888.0184,344181.8028,351832.2870,349522.7891,343736.0520,343545.8217,115505633.7602,115526004.0564,115518719.8677,115501956.1670,344548.5777,115511443.9578,-4003.0239,4308.4625,-2094.6420,-2676.0891,1069.9060,-3139.7673,-5981.6804,-6383.7064,6100.0810,-5495.7712,3908.0872,-5825.1852,-1541.4040,5942.2058,-3114.7774,-5933.4948,3839.8846,-524.5854,1416.5382,142.4725,-5597.4139,486.2473,-4583.6841,-4064.8427,-4461.6603,3370.6125,-3466.2186,5193.1775,6671.3803,2750.6454,-4173.1959,3116.1483,4125.6583,-2185.5698,2239.8733,-4354.0002,-4864.0278,-3607.9248,-2896.3567,3084.4559,-708.0468,-3504.1322,-6802.2819,1742.4190,-6625.1343,5122.9773,3126.0902,-5840.5580,0.0000,-3909.6051,-4102.5851,-4958.8456,5749.7619,2623.1000,6055.1966,-753.6523,3547.0972,0.0000,-6764.4876,-2334.7665,3956.6301,2564.6813,-3095.5141,1158.0095,5707.1095,4861.7273,4437.0109,2865.8995,5794.2855,1643.5104,4146.6693,-5399.9877,-5296.1315,4831.9147,6266.9596,-6224.0087,-4958.7749,3887.4727,549.1854,1124.5697,4401.0779,1114.2375,1973.6613,-5027.3348,695.8783,-5055.7061,-5449.5485,198.1997,5362.5804,6046.3368,-2633.3121,-4797.9145,-5145.2374,3710.3632,6076.0692,4972.3312,2363.3742,2951.7330,1565.3460,-6121.0864,67922.4669,89457.5709,68549.4249,67651.9096,71465.7484,72230.4979,76551.4289,71929.1436,197814956.7507,197842774.8365,197814493.2051,197790685.0596,73001.8558,197797840.9861,4458.8405,4385.6366,-3798.2482,2128.5746,-5490.0346,3821.6103,3432.6417,2577.5343,-3134.5624,-3246.1301,234.6246,3163.8600,5989.9710,-1612.6648,-5529.0295,-1812.0280,-4702.7992,5495.0954,-5211.6787,1424.4783,-3898.1578,4071.5219,4619.3889,5197.5858,-2792.1195,-1173.6809,1859.7054,-2204.0775,-720.6845,4903.8823,-5495.1554,-5347.9020,-5481.9285,5802.0499,-4691.1934,410.6597,-2046.7917,-4739.0776,-4593.2937,-4692.2218,-4863.2340,5335.3169,1043.5973,4411.6000,-634.0358,4567.6033,-2961.0509,-914.2984,0.0000,-5068.7103,-5382.4749,-4528.5964,-2790.6181,4312.2353,-3378.6043,-5216.1398,-5052.8618,0.0000,-267.7209,-4411.0866,-2610.8239,3028.1421,5321.9084,-3567.4112,87.2200,3401.5847,-1226.3523,-4705.5956,-2480.9547,-5218.2783,5469.7960,-3795.3293,-850.0705,3070.2068,2543.1541,-1588.0372,-4593.4842,4602.6759,-4890.1465,-4874.4186,1207.6430,2973.8848,-4839.6655,1938.7412,-4682.9089,2346.3822,-2933.7394,-3211.2058,-3125.0794,3124.1265,4678.2264,-4636.4192,1763.3032,-4347.0669,-2973.5581,-1321.9165,-5784.8398,-3376.8350,5206.0567,2374.8278,-142267.7122,-145136.2801,-142649.4446,-143683.2163,-139089.8254,-146917.7232,-153399.8326,-145752.8999,-84050529.2566,-84071306.9823,-84074504.9363,-84064154.8271,-144772.0003,-84060051.4821,
300.000,-3922.8734,4700.3456,3865.6345,-5396.2103,-3257.2345,2928.9809,-2009.7017,-1347.7012,714.2987,1415.0641,6248.6943,-280.0258,3664.9691,4185.8272,-4251.1675,1073.1487,-1655.9829,3507.9500,-4186.5051,6102.9879,-2431.9584,-5728.0288,-198.7952,-487.4104,2722.9730,5082.2070,-5899.9219,4717.8412,33.8636,-3467.6677,-2245.8154,-1063.0973,2491.7436,-1062.9352,5157.0666,-5747.4792,-5151.2265,1933.8957,2582.4232,-2466.6351,4692.9595,57.3737,-209.2090,6135.2530,-2954.1139,961.6782,6496.5571,2243.5064,0.0000,-3541.1365,-3135.3935,-412.7349,4273.1232,-4547.6775,-522.7793,-5273.2214,-931.5245,0.0000,-58.4599,4639.4199,6225.8420,6630.1903,1056.7125,-5654.3720,4237.5927,-2413.8723,5905.1334,-3736.0417,-872.0935,5368.0732,1397.5562,-3558.1342,-5085.0026,-1820.5377,246.8215,1729.4235,-1960.6123,-2483.4364,-3243.8169,5525.0501,6128.1751,6777.1219,4268.0588,3428.5671,4945.8885,2591.7523,-4406.8556,-5031.7517,-936.4105,2194.7840,-5473.7862,-67.9856,-5038.1591,5387.8898,2747.4636,5475.1409,1053.0279,6392.2852,5402.2261,785.5370,336352.9341,349204.1920,339217.7993,342533.5816,350291.6067,347866.6888,342210.7166,342040.1282,111160455.5283,111179892.0850,111172948.5745,111157151.3275,342970.4395,111166298.7328,-2046.6128,3311.7235,-3509.6491,-1080.7620,3104.6931,-3775.7327,-6225.7601,-6700.2333,6634.7975,-6532.8175,2456.7615,-5442.9760,-3362.7550,5445.2296,-1596.5327,-5957.2397,5148.5098,-2606.2691,3401.3504,-1108.8738,-6221.4607,2397.4724,-5166.1572,-4060.7252,-4704.6815,3381.7971,-1754.9027,3604.4157,6817.9625,4573.1182,-4181.8176,4016.0696,3624.2610,-1479.7317,159.7262,-3135.3215,-3245.8918,-4961.1579,-4353.4928,4540.6618,-2672.2693,-4515.8667,-6139.8292,419.8814,-6128.0053,5967.7421,1815.0617,-6512.6236,0.0000,-2084.0949,-2788.4699,-5058.8710,5271.5502,4318.0877,4642.8021,1070.3335,4043.3925,0.0000,-6692.4406,-4067.2108,2810.3081,1151.9069,-3999.2975,2982.1320,4781.3221,6149.7109,3500.8487,4634.2959,5746.2508,6.0000,4055.2407,-5148.1778,-4436.2797,5188.2052,5863.2477,-5726.9881,-4687.6875,5473.7782,2353.4927,-530.6989,3201.6436,-130.0636,-95.8699,-5966.5992,-1457.7774,-6162.0748,-4912.6494,1564.7353,5406.3910,5007.5146,-826.3612,-5585.5739,-3610.4976,3002.5601,6190.2981,4141.9318,1567.0364,1590.0271,2589.0034,-6826.8772,74777.6941,96864.3705,75882.3474,75037.5855,78712.0822,79492.2127,83751.5557,79513.2321,200291191.3695,200319193.9822,200290606.7529,200266392.3151,80232.2073,200273994.5994,5269.9132,3638.1766,-4490.0220,3669.0015,-5192.9775,4896.8854,2202.5453,850.0838,-1825.4158,-1964.0317,1744.5340,4112.5236,4844.1086,194.2939,-5202.9255,-3124.9785,-4321.1518,5338.3856,-4326.3992,3077.1804,-2010.0871,3080.6855,4382.3910,5447.5651,-4182.5271,-3293.2346,3161.8276,-3433.4741,831.8133,3815.8692,-5009.1268,-5504.9764,-5279.3714,6667.6910,-4653.1339,2177.3499,-3311.7917,-4467.5290,-4624.0636,-4610.5173,-3846.6040,4930.5433,3177.7904,3101.4673,1181.9159,3313.2793,-1614.2786,632.4298,0.0000,-5462.5669,-5492.9665,-4725.1762,-1410.4465,2961.5163,-5126.1937,-4336.7097,-5476.6987,0.0000,1542.4833,-3091.9149,-1200.1816,1696.1442,5480.8786,-2382.0723,-1738.9364,2161.4615,590.6112,-3508.9786,-3642.5811,-4352.6572,5414.8535,-2695.5200,975.2062,4052.1674,3692.1077,-3538.1767,-4462.2179,3364.3113,-5304.7351,-3818.2421,-332.4862,1301.2342,-5450.8711,155.7607,-4607.9064,883.1427,-1576.0203,-4497.4711,-4089.8966,4086.6076,4195.1817,-4096.8235,3083.5887,-3014.1824,-1300.0993,489.8771,-6670.3311,-2129.6049,3485.9116,929.7959,-142184.9058,-145123.6238,-142558.9194,-143819.4740,-139012.3533,-146600.3954,-153431.5933,-146044.4737,-84053980.8802,-84074785.2127,-84077984.4684,-84067044.7867,-144732.7382,-84063335.4850,
600.000,-4124.9165,6010.9959,2020.0089,-4542.0833,-2251.2797,825.3420,-3558.1075,-2505.8051,2260.4676,-82.4605,6173.8214,-2197.1422,3866.1107,4894.1361,-5390.9917,-796.9644,143.9070,2586.2230,-3685.5351,4831.0886,-3127.4574,-5338.7756,-2252.3484,-2622.6821,752.6466,3688.7786,-5553.1290,5097.0183,1547.0402,-2648.0852,-4135.8070,997.9004,4364.5575,1010.9424,5251.8306,-5595.9799,-5340.9151,130.0859,749.9871,-672.1566,4445.8771,-1845.6784,276.8834,6672.7988,-3777.6879,2409.5821,6924.9671,667.3356,0.0000,-4378.0973,-4593.9123,-2516.6393,5438.1972,-3923.8613,-812.6729,-5587.2135,1239.5818,0.0000,-1300.6533,4078.0129,6781.6923,6930.6634,-1011.2475,-5051.5762,4659.8443,-999.9846,6089.4656,-2966.6950,1068.9906,6009.0087,3435.8742,-5043.8250,-5436.9343,284.2402,2031.0106,590.7621,-3921.5825,-1420.5639,-1702.8966,5968.8432,6458.6628,6752.5586,3632.5057,2232.7819,4413.7872,1126.5992,-5564.6779,-3451.6105,1120.9070,3658.4144,-6044.6213,-1969.8204,-5327.7179,6418.5209,3857.7104,5825.9652,-965.5324,6889.7932,5897.0200,-720.8912,334700.4224,347197.3709,337396.6840,340727.7416,348598.1122,346045.3009,340534.9851,340439.9844,106762218.1322,106780719.5427,106774125.1937,106759323.7807,341240.5914,106768098.0193,115.4049,2010.9493,-4617.6425,671.1089,4839.6412,-4080.8157,-5871.8395,-6343.6859,6529.1206,-6948.2687,754.4134,-4540.1213,-4813.3756,4393.5362,34.5120,-5393.0120,5984.3292,-4441.6951,5036.2345,-2284.5625,-6232.4237,4059.2804,-5253.0097,-3697.7829,-4511.9146,2984.9019,147.0026,1646.4585,6285.0398,5930.6304,-3828.8104,4572.2523,2815.7641,-526.9810,-1923.1878,-1584.1197,-1301.2302,-5867.6016,-5408.4073,5587.6306,-4313.3807,-5078.9305,-4798.8013,-911.3409,-5013.3965,6233.8669,343.8051,-6551.2744,0.0000,-71.6482,-1246.1165,-4715.7063,4292.4926,5572.8884,2723.3696,2755.1919,4192.8793,0.0000,-5942.5981,-5376.6467,1403.0060,-355.8653,-4555.8341,4487.7774,3302.4918,6846.2444,2206.3768,5931.9628,5150.9019,-1593.0257,3621.7586,-4393.5212,-3107.3452,5056.6233,4915.0825,-4671.4122,-3971.3267,6509.2891,3936.4826,-2092.6855,1687.5101,-1346.6301,-2175.0910,-6302.1905,-3469.3229,-6614.8740,-3879.5089,2823.6539,4941.3469,3480.2928,1031.9302,-5862.8673,-1713.3216,2023.4917,5690.5709,2888.6809,518.1879,93.9169,3372.5663,-6871.4808,81602.6523,104231.7862,83183.4324,82399.0266,85926.0798,86718.0464,90919.8177,87124.9559,202671986.5419,202700152.4510,202671257.3764,202646688.3130,87428.5313,202654709.8372,5505.9955,2479.4213,-4692.4720,4758.4404,-4326.8693,5428.4908,733.6107,-970.2555,-319.6194,-474.7167,3067.9833,4601.2362,3183.2718,1979.8457,-4315.0876,-4085.7136,-3475.7517,4603.7475,-2975.2694,4399.4615,89.1988,1760.1043,3644.6648,5085.2823,-5111.5148,-5061.1240,4123.8385,-4283.6688,2292.7029,2312.6841,-3980.9819,-5065.5949,-4498.3693,6817.1305,-4121.2450,3707.5867,-4222.2897,-3722.3168,-4144.2575,-4034.7381,-2361.7396,3940.4867,4969.6804,1453.0002,2869.7261,1698.4803,-94.8892,2110.9409,0.0000,-5248.6694,-5012.2578,-4417.5046,120.8694,1294.2667,-6327.3942,-2989.5380,-5300.5548,0.0000,3182.8208,-1437.4706,338.8355,183.0622,5038.3035,-929.2640,-3352.2288,691.7320,2343.1119,-1933.4341,-4402.2102,-3017.6159,4775.9890,-1292.0314,2690.7123,4581.4228,4446.3619,-5112.8374,-3817.7241,1759.1555,-5079.8628,-2317.6040,-1836.8577,-512.6474,-5478.2438,-1644.2942,-4036.9818,-682.8249,-38.3904,-5302.2612,-4600.4266,4591.7869,3266.2958,-3118.3285,4072.5808,-1349.3103,514.7645,2248.0269,-6845.4848,-653.4258,1392.6853,-614.7714,-142103.5745,-145110.8411,-142472.4372,-143958.3483,-138937.8108,-146277.4207,-153458.6582,-146230.8489,-84057436.6495,-84078262.9737,-84081459.3512,-84069927.2767,-144693.3805,-84066619.4038,
