sl_100_86400_20290320 Coordinates.csv
2029/03/20 07:47:00.0000 UTC

Generated: Tue Oct  8 21:49:50 2024,
Start: 2029/03/20 07:47:00.00, Stop: 2029/03/21 07:47:00.00,
TIME_UNITS,STARLINK-3343 - X-Coordinate,STARLINK-6349 - X-Coordinate,STARLINK-5412 - X-Coordinate,STARLINK-31964 - X-Coordinate,STARLINK-6290 - X-Coordinate,STARLINK-30935 - X-Coordinate,STARLINK-30078 - X-Coordinate,STARLINK-2284 - X-Coordinate,STARLINK-3637 - X-Coordinate,STARLINK-31818 - X-Coordinate,STARLINK-31931 - X-Coordinate,STARLINK-5726 - X-Coordinate,STARLINK-5264 - X-Coordinate,STARLINK-4619 - X-Coordinate,STARLINK-31138 - X-Coordinate,STARLINK-4679 - X-Coordinate,STARLINK-5542 - X-Coordinate,STARLINK-3500 - X-Coordinate,STARLINK-4287 - X-Coordinate,STARLINK-31834 - X-Coordinate,STARLINK-3234 - X-Coordinate,STARLINK-5400 - X-Coordinate,STARLINK-4784 - X-Coordinate,STARLINK-3502 - X-Coordinate,STARLINK-31575 - X-Coordinate,STARLINK-6333 - X-Coordinate,STARLINK-30375 - X-Coordinate,STARLINK-31382 - X-Coordinate,STARLINK-1606 - X-Coordinate,STARLINK-30082 - X-Coordinate,STARLINK-2264 - X-Coordinate,STARLINK-1201 - X-Coordinate,STARLINK-4691 - X-Coordinate,STARLINK-3721 - X-Coordinate,STARLINK-30341 - X-Coordinate,STARLINK-30928 - X-Coordinate,STARLINK-1323 - X-Coordinate,STARLINK-30496 - X-Coordinate,STARLINK-11264 [DTC] - X-Coordinate,STARLINK-5093 - X-Coordinate,STARLINK-1143 - X-Coordinate,STARLINK-2180 - X-Coordinate,STARLINK-5546 - X-Coordinate,STARLINK-5663 - X-Coordinate,STARLINK-5273 - X-Coordinate,STARLINK-31715 - X-Coordinate,STARLINK-32188 - X-Coordinate,STARLINK-4776 - X-Coordinate,STARLINK-5450 - X-Coordinate,STARLINK-4738 - X-Coordinate,STARLINK-2293 - X-Coordinate,STARLINK-5015 - X-Coordinate,STARLINK-3900 - X-Coordinate,STARLINK-30171 - X-Coordinate,STARLINK-31270 - X-Coordinate,STARLINK-31738 - X-Coordinate,STARLINK-6358 - X-Coordinate,STARLINK-4344 - X-Coordinate,STARLINK-30236 - X-Coordinate,STARLINK-30703 - X-Coordinate,STARLINK-5953 - X-Coordinate,STARLINK-1094 - X-Coordinate,STARLINK-31747 - X-Coordinate,STARLINK-30405 - X-Coordinate,STARLINK-3765 - X-Coordinate,STARLINK-30809 - X-Coordinate,STARLINK-3501 - X-Coordinate,STARLINK-5576 - X-Coordinate,STARLINK-4087 - X-Coordinate,STARLINK-1477 - X-Coordinate,STARLINK-30454 - X-Coordinate,STARLINK-3115 - X-Coordinate,STARLINK-4481 - X-Coordinate,STARLINK-30189 - X-Coordinate,STARLINK-31850 - X-Coordinate,STARLINK-3954 - X-Coordinate,STARLINK-30344 - X-Coordinate,STARLINK-1993 - X-Coordinate,STARLINK-31057 - X-Coordinate,STARLINK-31714 - X-Coordinate,STARLINK-5209 - X-Coordinate,STARLINK-31647 - X-Coordinate,STARLINK-32197 - X-Coordinate,STARLINK-30136 - X-Coordinate,STARLINK-30036 - X-Coordinate,STARLINK-30493 - X-Coordinate,STARLINK-2674 - X-Coordinate,STARLINK-3419 - X-Coordinate,STARLINK-31436 - X-Coordinate,STARLINK-3989 - X-Coordinate,STARLINK-2421 - X-Coordinate,STARLINK-5390 - X-Coordinate,STARLINK-31487 - X-Coordinate,STARLINK-30182 - X-Coordinate,STARLINK-1280 - X-Coordinate,STARLINK-5698 - X-Coordinate,STARLINK-1007 - X-Coordinate,STARLINK-4494 - X-Coordinate,STARLINK-31341 - X-Coordinate,STARLINK-1575 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3343 - Y-Coordinate,STARLINK-6349 - Y-Coordinate,STARLINK-5412 - Y-Coordinate,STARLINK-31964 - Y-Coordinate,STARLINK-6290 - Y-Coordinate,STARLINK-30935 - Y-Coordinate,STARLINK-30078 - Y-Coordinate,STARLINK-2284 - Y-Coordinate,STARLINK-3637 - Y-Coordinate,STARLINK-31818 - Y-Coordinate,STARLINK-31931 - Y-Coordinate,STARLINK-5726 - Y-Coordinate,STARLINK-5264 - Y-Coordinate,STARLINK-4619 - Y-Coordinate,STARLINK-31138 - Y-Coordinate,STARLINK-4679 - Y-Coordinate,STARLINK-5542 - Y-Coordinate,STARLINK-3500 - Y-Coordinate,STARLINK-4287 - Y-Coordinate,STARLINK-31834 - Y-Coordinate,STARLINK-3234 - Y-Coordinate,STARLINK-5400 - Y-Coordinate,STARLINK-4784 - Y-Coordinate,STARLINK-3502 - Y-Coordinate,STARLINK-31575 - Y-Coordinate,STARLINK-6333 - Y-Coordinate,STARLINK-30375 - Y-Coordinate,STARLINK-31382 - Y-Coordinate,STARLINK-1606 - Y-Coordinate,STARLINK-30082 - Y-Coordinate,STARLINK-2264 - Y-Coordinate,STARLINK-1201 - Y-Coordinate,STARLINK-4691 - Y-Coordinate,STARLINK-3721 - Y-Coordinate,STARLINK-30341 - Y-Coordinate,STARLINK-30928 - Y-Coordinate,STARLINK-1323 - Y-Coordinate,STARLINK-30496 - Y-Coordinate,STARLINK-11264 [DTC] - Y-Coordinate,STARLINK-5093 - Y-Coordinate,STARLINK-1143 - Y-Coordinate,STARLINK-2180 - Y-Coordinate,STARLINK-5546 - Y-Coordinate,STARLINK-5663 - Y-Coordinate,STARLINK-5273 - Y-Coordinate,STARLINK-31715 - Y-Coordinate,STARLINK-32188 - Y-Coordinate,STARLINK-4776 - Y-Coordinate,STARLINK-5450 - Y-Coordinate,STARLINK-4738 - Y-Coordinate,STARLINK-2293 - Y-Coordinate,STARLINK-5015 - Y-Coordinate,STARLINK-3900 - Y-Coordinate,STARLINK-30171 - Y-Coordinate,STARLINK-31270 - Y-Coordinate,STARLINK-31738 - Y-Coordinate,STARLINK-6358 - Y-Coordinate,STARLINK-4344 - Y-Coordinate,STARLINK-30236 - Y-Coordinate,STARLINK-30703 - Y-Coordinate,STARLINK-5953 - Y-Coordinate,STARLINK-1094 - Y-Coordinate,STARLINK-31747 - Y-Coordinate,STARLINK-30405 - Y-Coordinate,STARLINK-3765 - Y-Coordinate,STARLINK-30809 - Y-Coordinate,STARLINK-3501 - Y-Coordinate,STARLINK-5576 - Y-Coordinate,STARLINK-4087 - Y-Coordinate,STARLINK-1477 - Y-Coordinate,STARLINK-30454 - Y-Coordinate,STARLINK-3115 - Y-Coordinate,STARLINK-4481 - Y-Coordinate,STARLINK-30189 - Y-Coordinate,STARLINK-31850 - Y-Coordinate,STARLINK-3954 - Y-Coordinate,STARLINK-30344 - Y-Coordinate,STARLINK-1993 - Y-Coordinate,STARLINK-31057 - Y-Coordinate,STARLINK-31714 - Y-Coordinate,STARLINK-5209 - Y-Coordinate,STARLINK-31647 - Y-Coordinate,STARLINK-32197 - Y-Coordinate,STARLINK-30136 - Y-Coordinate,STARLINK-30036 - Y-Coordinate,STARLINK-30493 - Y-Coordinate,STARLINK-2674 - Y-Coordinate,STARLINK-3419 - Y-Coordinate,STARLINK-31436 - Y-Coordinate,STARLINK-3989 - Y-Coordinate,STARLINK-2421 - Y-Coordinate,STARLINK-5390 - Y-Coordinate,STARLINK-31487 - Y-Coordinate,STARLINK-30182 - Y-Coordinate,STARLINK-1280 - Y-Coordinate,STARLINK-5698 - Y-Coordinate,STARLINK-1007 - Y-Coordinate,STARLINK-4494 - Y-Coordinate,STARLINK-31341 - Y-Coordinate,STARLINK-1575 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3343 - Z-Coordinate,STARLINK-6349 - Z-Coordinate,STARLINK-5412 - Z-Coordinate,STARLINK-31964 - Z-Coordinate,STARLINK-6290 - Z-Coordinate,STARLINK-30935 - Z-Coordinate,STARLINK-30078 - Z-Coordinate,STARLINK-2284 - Z-Coordinate,STARLINK-3637 - Z-Coordinate,STARLINK-31818 - Z-Coordinate,STARLINK-31931 - Z-Coordinate,STARLINK-5726 - Z-Coordinate,STARLINK-5264 - Z-Coordinate,STARLINK-4619 - Z-Coordinate,STARLINK-31138 - Z-Coordinate,STARLINK-4679 - Z-Coordinate,STARLINK-5542 - Z-Coordinate,STARLINK-3500 - Z-Coordinate,STARLINK-4287 - Z-Coordinate,STARLINK-31834 - Z-Coordinate,STARLINK-3234 - Z-Coordinate,STARLINK-5400 - Z-Coordinate,STARLINK-4784 - Z-Coordinate,STARLINK-3502 - Z-Coordinate,STARLINK-31575 - Z-Coordinate,STARLINK-6333 - Z-Coordinate,STARLINK-30375 - Z-Coordinate,STARLINK-31382 - Z-Coordinate,STARLINK-1606 - Z-Coordinate,STARLINK-30082 - Z-Coordinate,STARLINK-2264 - Z-Coordinate,STARLINK-1201 - Z-Coordinate,STARLINK-4691 - Z-Coordinate,STARLINK-3721 - Z-Coordinate,STARLINK-30341 - Z-Coordinate,STARLINK-30928 - Z-Coordinate,STARLINK-1323 - Z-Coordinate,STARLINK-30496 - Z-Coordinate,STARLINK-11264 [DTC] - Z-Coordinate,STARLINK-5093 - Z-Coordinate,STARLINK-1143 - Z-Coordinate,STARLINK-2180 - Z-Coordinate,STARLINK-5546 - Z-Coordinate,STARLINK-5663 - Z-Coordinate,STARLINK-5273 - Z-Coordinate,STARLINK-31715 - Z-Coordinate,STARLINK-32188 - Z-Coordinate,STARLINK-4776 - Z-Coordinate,STARLINK-5450 - Z-Coordinate,STARLINK-4738 - Z-Coordinate,STARLINK-2293 - Z-Coordinate,STARLINK-5015 - Z-Coordinate,STARLINK-3900 - Z-Coordinate,STARLINK-30171 - Z-Coordinate,STARLINK-31270 - Z-Coordinate,STARLINK-31738 - Z-Coordinate,STARLINK-6358 - Z-Coordinate,STARLINK-4344 - Z-Coordinate,STARLINK-30236 - Z-Coordinate,STARLINK-30703 - Z-Coordinate,STARLINK-5953 - Z-Coordinate,STARLINK-1094 - Z-Coordinate,STARLINK-31747 - Z-Coordinate,STARLINK-30405 - Z-Coordinate,STARLINK-3765 - Z-Coordinate,STARLINK-30809 - Z-Coordinate,STARLINK-3501 - Z-Coordinate,STARLINK-5576 - Z-Coordinate,STARLINK-4087 - Z-Coordinate,STARLINK-1477 - Z-Coordinate,STARLINK-30454 - Z-Coordinate,STARLINK-3115 - Z-Coordinate,STARLINK-4481 - Z-Coordinate,STARLINK-30189 - Z-Coordinate,STARLINK-31850 - Z-Coordinate,STARLINK-3954 - Z-Coordinate,STARLINK-30344 - Z-Coordinate,STARLINK-1993 - Z-Coordinate,STARLINK-31057 - Z-Coordinate,STARLINK-31714 - Z-Coordinate,STARLINK-5209 - Z-Coordinate,STARLINK-31647 - Z-Coordinate,STARLINK-32197 - Z-Coordinate,STARLINK-30136 - Z-Coordinate,STARLINK-30036 - Z-Coordinate,STARLINK-30493 - Z-Coordinate,STARLINK-2674 - Z-Coordinate,STARLINK-3419 - Z-Coordinate,STARLINK-31436 - Z-Coordinate,STARLINK-3989 - Z-Coordinate,STARLINK-2421 - Z-Coordinate,STARLINK-5390 - Z-Coordinate,STARLINK-31487 - Z-Coordinate,STARLINK-30182 - Z-Coordinate,STARLINK-1280 - Z-Coordinate,STARLINK-5698 - Z-Coordinate,STARLINK-1007 - Z-Coordinate,STARLINK-4494 - Z-Coordinate,STARLINK-31341 - Z-Coordinate,STARLINK-1575 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,4317.6717,-6730.0210,-2450.2363,-6574.2184,-5696.1096,2596.0353,4746.4527,-768.6328,-2672.0907,5086.2534,2017.5703,-3222.6257,-4133.1545,2909.5764,3950.3162,-5411.6173,3688.8909,-4559.4592,3824.4801,-5092.6851,-1670.9323,-4275.6879,-3110.2333,-6586.4315,-2953.0332,6837.9602,-1128.8250,4942.9381,-2619.2166,-2970.3232,6731.2467,-1722.7001,-6486.8207,-6789.0506,6704.9971,2800.0504,3925.0540,768.0338,3779.9568,-5800.4877,1811.4280,5569.8767,-5802.4505,-5979.5833,143.0393,5239.5150,-3725.5318,-4722.9886,-5875.2591,-3648.6788,3746.7570,-5735.7718,-6387.6366,-4327.5679,-6766.5258,5205.4492,-83.4951,-4576.7495,-1399.6987,-804.6644,3445.8728,5814.3374,2972.2572,-6661.7967,-5107.2653,4588.3238,-5014.1061,-4932.4530,-944.1312,2283.3097,2090.0581,-6517.2119,5032.8052,6284.8289,-785.8120,-6385.3773,-3858.9644,-4204.0761,1683.1495,-1220.2644,-5835.9802,3008.6686,1621.1317,5127.7810,-4009.1256,3960.5040,4224.7487,6631.2830,-1622.4124,-4460.4164,3057.6201,4793.2548,725.5968,453.2401,-5676.8905,-5489.3271,0.0000,-6647.7720,-4990.1296,-6143.0436,174448.6740,175920.7462,176295.9451,173832.7847,166620.1538,168746.5412,174968.4030,172727.5679,29087597.5706,29078969.1976,29073996.3721,29086525.3009,173838.4315,29088579.2907,5371.1357,-40.6946,-6147.1464,-61.2812,-753.4210,-4414.9729,2025.6376,3994.6644,4252.0175,1359.8348,6539.0834,-5565.5000,-311.3320,5689.1338,-4357.5379,-2434.6387,-4482.9397,323.6630,-1632.9876,4298.4645,5143.8597,2749.0751,-2753.0859,-55.7478,-5163.0402,145.5218,-6736.1638,1241.2080,-3065.5522,5268.3326,1293.7789,4012.3952,1731.7311,630.2622,-1316.7474,4255.0622,1213.8238,-6115.4836,4610.6299,-3618.7226,6609.0591,181.8941,-2362.8316,354.2223,-6879.3053,2179.9931,2314.0775,1368.8123,-64.2525,-2127.7462,-5065.7842,-3411.8039,-2502.5040,3138.4159,-48.3648,-4164.9389,5282.2637,-1862.6659,4856.8993,4976.1497,5042.6545,860.3265,-4644.4676,-1478.2371,21.0415,-3380.2744,2999.3571,1480.1530,6204.8253,5136.0566,-5738.5834,-872.7819,-4398.7502,622.0956,5914.0485,1511.1111,-5679.4505,617.6180,-4472.6719,6565.1739,3258.2374,-2779.0558,6538.7465,1273.5835,-3112.8897,-1057.0354,-652.2292,521.6329,-4107.0879,4956.4475,2971.7296,-3404.7386,-5018.1830,-6935.5019,3842.6959,-4224.2867,0.0000,-241.0149,-2265.6389,834.2864,325236.2709,318753.3688,332687.4739,332938.4737,328350.6962,328072.0047,323906.5930,326023.3437,-93764062.8159,-93801415.9923,-93791133.1881,-93777583.4880,327353.7525,-93783442.9498,-619.8178,1692.1135,1930.3518,-1643.9228,-3876.5100,4633.4608,-4632.8151,-5329.3538,4409.8536,-4279.3075,106.0557,2574.4680,-5538.8201,2599.5674,3510.0714,2939.5638,-3812.0001,-5172.5418,5436.8909,1542.3257,4292.4267,4721.9196,-5516.9727,-1965.8229,3334.0568,-1083.6662,1025.4079,4355.6006,5300.8963,-3302.6301,-714.9854,-5360.3922,1628.4714,1130.0308,778.0740,-4720.2803,5417.4779,3247.6977,-2833.5673,1214.4207,508.8563,-4081.6384,-2987.4694,3005.1516,1.9738,3794.3960,-5221.7481,4545.2526,-3644.7395,-5479.6374,2361.3869,-1939.3955,795.8113,-4387.9481,-1017.7645,1318.5945,4471.2186,-4871.6330,4708.5460,4607.0815,-3314.7959,3549.8543,4041.1353,30.4764,4649.7283,-3915.9400,-3682.1101,-4631.9903,-2829.9602,4013.7405,3250.9645,2116.2679,1714.0704,2804.2133,-3289.5864,-853.5526,811.1469,-5411.9872,-4914.8104,1630.4372,-1689.1028,5463.0118,1107.3122,-4504.0163,-4708.2024,5465.1608,5395.9319,1789.3700,-5253.4544,2064.5385,-5421.7178,-3658.9853,-4572.4530,50.1846,-358.4471,-176.2968,0.0000,-1847.8664,-4118.6716,-2975.5780,154627.9030,156208.5854,156516.5666,156394.1022,160417.6744,151966.5137,146204.8593,154407.0406,683332.9939,657088.6428,706249.4989,696637.3975,154716.2555,689722.6111,
3600.000,-4514.8223,6319.6954,3780.7950,4028.6314,6586.7875,1350.1004,-5370.2747,-4330.3173,568.0522,-6281.1178,-3997.1085,5220.7508,4297.7042,-3806.2846,-2004.0361,6153.9532,-1887.3472,5511.8053,-1276.0431,1628.8468,-83.6063,1772.3687,5965.1754,6155.5098,5605.4264,-5080.7184,3316.4416,-5944.2258,6249.2640,748.2054,-5113.8362,-1168.5068,3659.6121,5778.3687,-4385.3162,-5723.0904,-4647.4871,2489.1848,-3894.1995,3403.1614,-3130.3631,-2823.9372,6199.5970,5552.9267,1648.3110,-3565.2755,-231.3401,4802.5897,3029.4249,5008.0705,626.9758,4737.2607,5946.2520,2691.9742,5709.0396,-2767.6984,-3828.0726,4920.8166,-2522.5484,-1713.1496,-3938.6394,-6746.8548,1570.7546,5293.7623,6360.0622,-3236.9956,4683.2731,4019.7715,-2024.8219,-4555.6839,177.2271,4262.9341,-1805.7949,-6630.1074,-3248.6533,3797.4365,4910.6642,4303.1644,2961.6854,-512.4204,4543.4652,94.8547,-3152.8200,-4774.0810,6236.0256,-2756.4019,-4408.5790,-6256.7460,4981.7628,3382.7424,-5256.2548,-3574.0932,3787.9195,1781.1085,3035.4352,5755.6138,0.0000,4238.7328,6754.3158,6151.6090,90742.0378,89940.2120,89941.3773,87367.9895,78673.9307,82779.2194,86627.4925,87062.9287,52442431.0470,52439690.7148,52431465.8812,52439496.9319,86215.4680,52444359.4520,-2828.7352,-2095.4270,5190.8220,-3132.0376,-2018.9803,5624.2472,1991.9465,-3885.6988,-6661.3897,2290.3383,-4179.3108,4432.6830,-3811.0976,-2131.5236,6554.0429,42.4210,6647.7468,-3600.6631,5380.7226,-4341.7691,-6898.0555,-5715.4249,-113.8075,-1635.4388,3862.9143,2352.5635,4493.4142,2871.9503,-69.9083,-6841.5919,923.1340,-6259.3690,-3098.1210,-2084.5258,3495.1864,-1622.8041,3370.4197,4463.0391,847.5234,4613.8802,-4199.2094,3072.6169,2364.1753,-3539.1387,5266.3327,2078.3255,-5126.1218,-4675.1696,-2823.3974,-1937.0967,4070.8754,502.1039,633.7014,-6124.2191,-2456.2619,5576.2094,-3973.9176,4891.1615,-5530.3782,-6583.8830,-5483.3480,1003.4257,5026.7181,-806.4261,-2511.7428,6059.9937,-5045.3680,-5035.8568,-3737.6540,-5196.2838,6916.1699,-1655.5909,4372.3177,1771.5578,-3813.9851,-3405.9470,2864.1480,-4540.5585,3582.0032,-6238.5353,-4385.5657,5902.0560,-3614.1966,2784.5557,-43.1916,5247.2112,4469.4609,1113.9301,877.7117,-5750.7220,858.0735,5917.9938,4435.2981,5841.0510,-4332.1911,1567.8608,0.0000,-1970.7931,-632.9077,-2672.5075,362142.1627,349769.4393,364387.0054,363420.7113,360846.6345,360589.6091,356943.3730,361737.0341,-82977685.7756,-83014050.5770,-83012618.1972,-83000912.9670,360115.2590,-82997715.7142,4406.2386,1949.4517,2503.8694,4447.4317,730.7948,-3791.9144,3893.8777,3314.7759,223.6593,1126.5123,-3662.4153,1045.8193,3841.7360,-5351.8092,70.8684,2447.6644,664.8598,2057.9810,-4051.1422,-5034.7452,-403.6837,-3530.3457,3464.1350,-2586.6764,439.2794,4061.9242,-4071.2951,-1209.4403,-2331.4400,-288.7901,4515.4804,2678.6051,-4979.7302,3160.7980,-3988.2433,3566.6975,-3662.2796,-4751.2500,5248.8766,3907.6013,-4455.7182,5491.1313,-2038.2040,1258.7463,4101.6931,-5449.0792,4474.8947,-70.2625,5525.0014,4349.6872,-5329.2087,5050.1378,3448.8323,1733.1181,-2867.5251,2720.5813,-4193.8858,-55.5596,-3301.6128,-672.1657,-1644.1883,801.0374,-4368.7845,4220.1897,-1016.3074,748.4802,-536.7129,2523.4673,5404.8039,-0.2927,216.3705,-5184.2051,-5029.8293,826.8433,4604.7292,-4218.6212,-3944.0180,2849.5227,5021.8988,2842.8778,-2767.5429,-3454.4820,-4864.2396,4185.9460,2989.8221,-3420.8123,-2846.3225,2654.4165,4618.5821,2058.1146,4369.1824,353.1090,3535.7686,3306.5159,4363.8750,3512.6438,0.0000,5070.1499,957.1069,-1517.1145,156685.6712,156578.3535,157607.8679,154633.5165,161348.9600,156010.6807,146050.4865,155243.3130,695644.8930,666544.5291,713464.5882,703830.5873,155241.6768,699175.2452,
7200.000,3993.5587,-3558.2324,-4099.8872,46.0260,-5029.3629,-4253.0958,4889.9235,6075.5815,2041.8755,4248.5506,5092.4171,-5449.1300,-3674.3768,4583.9820,-905.2888,-2266.3896,-420.3621,-4393.9645,-723.4190,3095.3728,1698.6013,575.4626,-6571.0534,-2742.2759,-5576.3213,1824.1927,-5179.8088,3411.1556,-5502.1845,1841.8728,1814.3494,2793.9890,530.0930,-2218.5181,373.7104,6892.1981,3829.3688,-5537.7843,2702.4752,260.9197,4301.8918,110.1516,-3720.8727,-1471.9461,-3899.1896,1611.5896,2975.5460,-1548.1453,1.2847,-5282.5755,-5274.2038,-3074.8933,-3367.2411,-454.9850,-2044.6502,-1582.6922,6435.5593,-1865.6591,5030.0039,3140.2341,2912.0917,4340.5431,-5173.7185,-1688.9988,-4894.1062,795.7247,-2108.5605,-2200.6386,5262.6726,4800.8670,-2457.9127,-1033.0729,-2639.6228,4302.4373,6310.3116,1968.7598,-5008.1345,-3155.1582,-6187.4307,2884.3960,-769.2186,-2167.4766,4532.7109,3723.3888,-6427.2404,1184.0834,3307.7106,3045.7168,-6638.6419,-569.0934,6005.1345,1064.2406,-6279.8575,-4182.0274,1522.7781,-4566.0129,0.0000,-657.4942,-5469.9509,-3051.3075,-3091.3297,-577.4973,-1865.4671,-5029.4742,-14407.3370,-4947.6239,-7074.3104,-7180.4337,72191197.2619,72193067.7823,72186222.8898,72195474.6056,-6724.5962,72194297.0801,-1425.7551,3975.1162,-1548.6779,5724.2559,3816.7397,-5422.9671,-4846.6097,2216.8178,4339.8942,-4398.8373,-156.2040,-1414.8064,5852.2689,-2235.3718,-5752.6204,3263.3369,-6308.2576,4761.5048,-6810.5853,3665.5131,5543.4268,6917.9797,1956.1462,3315.4631,-540.7567,-4899.0817,-714.7281,-4905.1977,2372.0516,5524.7438,-3929.1480,6091.6345,4553.6650,3588.4831,-5191.3147,-757.5713,-5550.9575,-2250.4895,-5701.1922,-1511.7484,-187.6998,-6006.6203,-526.7950,4862.0260,-1482.6029,-5880.1704,6122.3558,4732.7980,5681.7770,4434.5044,-2113.7674,3407.4820,2443.2688,6599.1571,4565.8513,-4717.9018,2190.1699,-4514.3062,4740.5392,4755.3270,2859.9770,-2647.0325,-4210.0976,3898.3949,3619.1501,-6231.1234,4886.5592,6463.8765,656.7315,2908.0190,-5402.3260,4697.8691,-3826.7582,-3699.2741,910.9990,4079.2903,1286.3161,5890.8577,-2479.8605,3109.1128,4218.6112,-6389.2098,-1025.0450,-5692.1232,2494.6146,-6643.1734,-5832.8624,-3063.3342,1541.9076,4767.4232,-3349.3244,-6065.4082,-2667.4978,-2895.9366,4003.7496,2231.6011,0.0000,4658.2097,2960.6685,3647.6405,376556.0477,358651.8802,372849.4492,368077.0428,370218.7798,370870.2514,366584.9630,368202.7241,-66497315.3139,-66530919.4076,-66538335.4486,-66524947.5568,369876.6686,-66517503.8238,-5470.6522,-4446.2975,-5327.4232,-3630.0069,2842.4062,539.7793,-801.9128,1743.5174,-4668.2418,2921.1982,4561.5129,-4047.7167,243.9636,4641.0206,-3620.4384,-5307.5196,2856.8715,2364.9207,-224.0475,4866.7964,-3763.9700,228.8825,793.3882,5348.1708,-3897.8124,-4544.3246,4504.5999,-3060.6589,-2932.4004,3669.2620,-5365.8849,1674.4456,5161.8129,-5479.2017,4487.0013,-300.8551,-935.4582,3581.5377,-1938.8080,-6778.4936,5347.0372,-3406.9979,5826.0602,-4382.4793,-5476.1351,3070.0698,-356.6294,-4491.7399,-3940.2588,-516.1239,3601.2625,-5220.2359,-5517.4632,1998.4040,4657.5331,-4634.8264,1327.9126,4917.0065,-201.7668,-3782.1597,5614.1744,-4625.6950,1515.1514,-5346.0843,-3280.6022,2873.3343,4389.6560,1128.9361,-4391.5635,-4038.5072,-3569.8600,4952.1846,5092.7685,-3955.8799,-2398.8950,4812.5692,4582.6107,1613.4751,-1589.1271,-5418.1406,5387.1949,-1101.6361,4991.5015,-1376.1327,574.0076,-1128.9615,-1597.7565,-5371.9932,-775.8368,-5072.1243,-482.5612,3151.3651,131.5760,-4740.3623,-5367.2818,-4713.7722,0.0000,-5055.1985,2866.2668,4954.3297,158022.3548,156869.9295,158052.4134,154610.5693,161844.4875,157564.3861,146520.1827,156051.4557,708185.1791,676364.7563,720127.6565,706047.8782,155754.4756,708627.6330,
