sl_100_5400_20291007 Coordinates.csv
2029/10/07 07:47:00.0000 UTC

Generated: Tue Oct  8 21:46:02 2024,
Start: 2029/10/07 07:47:00.00, Stop: 2029/10/07 09:17:00.00,
TIME_UNITS,STARLINK-5205 - X-Coordinate,STARLINK-31901 - X-Coordinate,STARLINK-1710 - X-Coordinate,STARLINK-1298 - X-Coordinate,STARLINK-31310 - X-Coordinate,STARLINK-30405 - X-Coordinate,STARLINK-31833 - X-Coordinate,STARLINK-4567 - X-Coordinate,STARLINK-5113 - X-Coordinate,STARLINK-1962 - X-Coordinate,STARLINK-30283 - X-Coordinate,STARLINK-1269 - X-Coordinate,STARLINK-31571 - X-Coordinate,STARLINK-5835 - X-Coordinate,STARLINK-31639 - X-Coordinate,STARLINK-31717 - X-Coordinate,STARLINK-5492 - X-Coordinate,STARLINK-4526 - X-Coordinate,STARLINK-6311 - X-Coordinate,STARLINK-6282 - X-Coordinate,STARLINK-30864 - X-Coordinate,STARLINK-4164 - X-Coordinate,STARLINK-5629 - X-Coordinate,STARLINK-31334 - X-Coordinate,STARLINK-3594 - X-Coordinate,STARLINK-5798 - X-Coordinate,STARLINK-1678 - X-Coordinate,STARLINK-5703 - X-Coordinate,STARLINK-31698 - X-Coordinate,STARLINK-5125 - X-Coordinate,STARLINK-31669 - X-Coordinate,STARLINK-1759 - X-Coordinate,STARLINK-1133 - X-Coordinate,STARLINK-30792 - X-Coordinate,STARLINK-2485 - X-Coordinate,STARLINK-30907 - X-Coordinate,STARLINK-5222 - X-Coordinate,STARLINK-31627 - X-Coordinate,STARLINK-11090 [DTC] - X-Coordinate,STARLINK-4252 - X-Coordinate,STARLINK-2128 - X-Coordinate,STARLINK-3755 - X-Coordinate,STARLINK-30253 - X-Coordinate,STARLINK-32001 - X-Coordinate,STARLINK-6170 - X-Coordinate,STARLINK-31854 - X-Coordinate,STARLINK-30401 - X-Coordinate,STARLINK-4303 - X-Coordinate,STARLINK-5773 - X-Coordinate,STARLINK-4032 - X-Coordinate,STARLINK-30578 - X-Coordinate,STARLINK-4685 - X-Coordinate,STARLINK-30396 - X-Coordinate,STARLINK-1609 - X-Coordinate,STARLINK-3817 - X-Coordinate,STARLINK-1723 - X-Coordinate,STARLINK-1734 - X-Coordinate,STARLINK-1742 - X-Coordinate,STARLINK-5928 - X-Coordinate,STARLINK-2753 - X-Coordinate,STARLINK-31405 - X-Coordinate,STARLINK-30778 - X-Coordinate,STARLINK-11266 [DTC] - X-Coordinate,STARLINK-31018 - X-Coordinate,STARLINK-3879 - X-Coordinate,STARLINK-1547 - X-Coordinate,STARLINK-32039 - X-Coordinate,STARLINK-31492 - X-Coordinate,STARLINK-5048 - X-Coordinate,STARLINK-32021 - X-Coordinate,STARLINK-5883 - X-Coordinate,STARLINK-4216 - X-Coordinate,STARLINK-32145 - X-Coordinate,STARLINK-4715 - X-Coordinate,STARLINK-30127 - X-Coordinate,STARLINK-3870 - X-Coordinate,STARLINK-32137 - X-Coordinate,STARLINK-5611 - X-Coordinate,STARLINK-6292 - X-Coordinate,STARLINK-5794 - X-Coordinate,STARLINK-2285 - X-Coordinate,STARLINK-31864 - X-Coordinate,STARLINK-1655 - X-Coordinate,STARLINK-30280 - X-Coordinate,STARLINK-1981 - X-Coordinate,STARLINK-2031 - X-Coordinate,STARLINK-3502 - X-Coordinate,STARLINK-2062 - X-Coordinate,STARLINK-30962 - X-Coordinate,STARLINK-3446 - X-Coordinate,STARLINK-2610 - X-Coordinate,STARLINK-2160 - X-Coordinate,STARLINK-31822 - X-Coordinate,STARLINK-5394 - X-Coordinate,STARLINK-1551 - X-Coordinate,STARLINK-5546 - X-Coordinate,STARLINK-5158 - X-Coordinate,STARLINK-3291 - X-Coordinate,STARLINK-31713 - X-Coordinate,STARLINK-6110 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5205 - Y-Coordinate,STARLINK-31901 - Y-Coordinate,STARLINK-1710 - Y-Coordinate,STARLINK-1298 - Y-Coordinate,STARLINK-31310 - Y-Coordinate,STARLINK-30405 - Y-Coordinate,STARLINK-31833 - Y-Coordinate,STARLINK-4567 - Y-Coordinate,STARLINK-5113 - Y-Coordinate,STARLINK-1962 - Y-Coordinate,STARLINK-30283 - Y-Coordinate,STARLINK-1269 - Y-Coordinate,STARLINK-31571 - Y-Coordinate,STARLINK-5835 - Y-Coordinate,STARLINK-31639 - Y-Coordinate,STARLINK-31717 - Y-Coordinate,STARLINK-5492 - Y-Coordinate,STARLINK-4526 - Y-Coordinate,STARLINK-6311 - Y-Coordinate,STARLINK-6282 - Y-Coordinate,STARLINK-30864 - Y-Coordinate,STARLINK-4164 - Y-Coordinate,STARLINK-5629 - Y-Coordinate,STARLINK-31334 - Y-Coordinate,STARLINK-3594 - Y-Coordinate,STARLINK-5798 - Y-Coordinate,STARLINK-1678 - Y-Coordinate,STARLINK-5703 - Y-Coordinate,STARLINK-31698 - Y-Coordinate,STARLINK-5125 - Y-Coordinate,STARLINK-31669 - Y-Coordinate,STARLINK-1759 - Y-Coordinate,STARLINK-1133 - Y-Coordinate,STARLINK-30792 - Y-Coordinate,STARLINK-2485 - Y-Coordinate,STARLINK-30907 - Y-Coordinate,STARLINK-5222 - Y-Coordinate,STARLINK-31627 - Y-Coordinate,STARLINK-11090 [DTC] - Y-Coordinate,STARLINK-4252 - Y-Coordinate,STARLINK-2128 - Y-Coordinate,STARLINK-3755 - Y-Coordinate,STARLINK-30253 - Y-Coordinate,STARLINK-32001 - Y-Coordinate,STARLINK-6170 - Y-Coordinate,STARLINK-31854 - Y-Coordinate,STARLINK-30401 - Y-Coordinate,STARLINK-4303 - Y-Coordinate,STARLINK-5773 - Y-Coordinate,STARLINK-4032 - Y-Coordinate,STARLINK-30578 - Y-Coordinate,STARLINK-4685 - Y-Coordinate,STARLINK-30396 - Y-Coordinate,STARLINK-1609 - Y-Coordinate,STARLINK-3817 - Y-Coordinate,STARLINK-1723 - Y-Coordinate,STARLINK-1734 - Y-Coordinate,STARLINK-1742 - Y-Coordinate,STARLINK-5928 - Y-Coordinate,STARLINK-2753 - Y-Coordinate,STARLINK-31405 - Y-Coordinate,STARLINK-30778 - Y-Coordinate,STARLINK-11266 [DTC] - Y-Coordinate,STARLINK-31018 - Y-Coordinate,STARLINK-3879 - Y-Coordinate,STARLINK-1547 - Y-Coordinate,STARLINK-32039 - Y-Coordinate,STARLINK-31492 - Y-Coordinate,STARLINK-5048 - Y-Coordinate,STARLINK-32021 - Y-Coordinate,STARLINK-5883 - Y-Coordinate,STARLINK-4216 - Y-Coordinate,STARLINK-32145 - Y-Coordinate,STARLINK-4715 - Y-Coordinate,STARLINK-30127 - Y-Coordinate,STARLINK-3870 - Y-Coordinate,STARLINK-32137 - Y-Coordinate,STARLINK-5611 - Y-Coordinate,STARLINK-6292 - Y-Coordinate,STARLINK-5794 - Y-Coordinate,STARLINK-2285 - Y-Coordinate,STARLINK-31864 - Y-Coordinate,STARLINK-1655 - Y-Coordinate,STARLINK-30280 - Y-Coordinate,STARLINK-1981 - Y-Coordinate,STARLINK-2031 - Y-Coordinate,STARLINK-3502 - Y-Coordinate,STARLINK-2062 - Y-Coordinate,STARLINK-30962 - Y-Coordinate,STARLINK-3446 - Y-Coordinate,STARLINK-2610 - Y-Coordinate,STARLINK-2160 - Y-Coordinate,STARLINK-31822 - Y-Coordinate,STARLINK-5394 - Y-Coordinate,STARLINK-1551 - Y-Coordinate,STARLINK-5546 - Y-Coordinate,STARLINK-5158 - Y-Coordinate,STARLINK-3291 - Y-Coordinate,STARLINK-31713 - Y-Coordinate,STARLINK-6110 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5205 - Z-Coordinate,STARLINK-31901 - Z-Coordinate,STARLINK-1710 - Z-Coordinate,STARLINK-1298 - Z-Coordinate,STARLINK-31310 - Z-Coordinate,STARLINK-30405 - Z-Coordinate,STARLINK-31833 - Z-Coordinate,STARLINK-4567 - Z-Coordinate,STARLINK-5113 - Z-Coordinate,STARLINK-1962 - Z-Coordinate,STARLINK-30283 - Z-Coordinate,STARLINK-1269 - Z-Coordinate,STARLINK-31571 - Z-Coordinate,STARLINK-5835 - Z-Coordinate,STARLINK-31639 - Z-Coordinate,STARLINK-31717 - Z-Coordinate,STARLINK-5492 - Z-Coordinate,STARLINK-4526 - Z-Coordinate,STARLINK-6311 - Z-Coordinate,STARLINK-6282 - Z-Coordinate,STARLINK-30864 - Z-Coordinate,STARLINK-4164 - Z-Coordinate,STARLINK-5629 - Z-Coordinate,STARLINK-31334 - Z-Coordinate,STARLINK-3594 - Z-Coordinate,STARLINK-5798 - Z-Coordinate,STARLINK-1678 - Z-Coordinate,STARLINK-5703 - Z-Coordinate,STARLINK-31698 - Z-Coordinate,STARLINK-5125 - Z-Coordinate,STARLINK-31669 - Z-Coordinate,STARLINK-1759 - Z-Coordinate,STARLINK-1133 - Z-Coordinate,STARLINK-30792 - Z-Coordinate,STARLINK-2485 - Z-Coordinate,STARLINK-30907 - Z-Coordinate,STARLINK-5222 - Z-Coordinate,STARLINK-31627 - Z-Coordinate,STARLINK-11090 [DTC] - Z-Coordinate,STARLINK-4252 - Z-Coordinate,STARLINK-2128 - Z-Coordinate,STARLINK-3755 - Z-Coordinate,STARLINK-30253 - Z-Coordinate,STARLINK-32001 - Z-Coordinate,STARLINK-6170 - Z-Coordinate,STARLINK-31854 - Z-Coordinate,STARLINK-30401 - Z-Coordinate,STARLINK-4303 - Z-Coordinate,STARLINK-5773 - Z-Coordinate,STARLINK-4032 - Z-Coordinate,STARLINK-30578 - Z-Coordinate,STARLINK-4685 - Z-Coordinate,STARLINK-30396 - Z-Coordinate,STARLINK-1609 - Z-Coordinate,STARLINK-3817 - Z-Coordinate,STARLINK-1723 - Z-Coordinate,STARLINK-1734 - Z-Coordinate,STARLINK-1742 - Z-Coordinate,STARLINK-5928 - Z-Coordinate,STARLINK-2753 - Z-Coordinate,STARLINK-31405 - Z-Coordinate,STARLINK-30778 - Z-Coordinate,STARLINK-11266 [DTC] - Z-Coordinate,STARLINK-31018 - Z-Coordinate,STARLINK-3879 - Z-Coordinate,STARLINK-1547 - Z-Coordinate,STARLINK-32039 - Z-Coordinate,STARLINK-31492 - Z-Coordinate,STARLINK-5048 - Z-Coordinate,STARLINK-32021 - Z-Coordinate,STARLINK-5883 - Z-Coordinate,STARLINK-4216 - Z-Coordinate,STARLINK-32145 - Z-Coordinate,STARLINK-4715 - Z-Coordinate,STARLINK-30127 - Z-Coordinate,STARLINK-3870 - Z-Coordinate,STARLINK-32137 - Z-Coordinate,STARLINK-5611 - Z-Coordinate,STARLINK-6292 - Z-Coordinate,STARLINK-5794 - Z-Coordinate,STARLINK-2285 - Z-Coordinate,STARLINK-31864 - Z-Coordinate,STARLINK-1655 - Z-Coordinate,STARLINK-30280 - Z-Coordinate,STARLINK-1981 - Z-Coordinate,STARLINK-2031 - Z-Coordinate,STARLINK-3502 - Z-Coordinate,STARLINK-2062 - Z-Coordinate,STARLINK-30962 - Z-Coordinate,STARLINK-3446 - Z-Coordinate,STARLINK-2610 - Z-Coordinate,STARLINK-2160 - Z-Coordinate,STARLINK-31822 - Z-Coordinate,STARLINK-5394 - Z-Coordinate,STARLINK-1551 - Z-Coordinate,STARLINK-5546 - Z-Coordinate,STARLINK-5158 - Z-Coordinate,STARLINK-3291 - Z-Coordinate,STARLINK-31713 - Z-Coordinate,STARLINK-6110 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-786.7775,0.0000,4325.6896,-2552.8529,3733.0189,4057.0338,5076.9924,770.2967,4368.0356,-411.5893,4394.2254,-4175.3300,-2309.3205,4122.2010,-4299.8053,-910.0943,2580.9338,4021.7484,4770.3615,-4732.0059,-3770.8761,4053.0185,-1659.6844,-6118.4613,-2946.1125,4508.8533,-6221.1578,-3363.3131,-5082.8441,3176.5572,-5776.2107,4070.2025,-3752.5091,1016.3446,-3644.7866,-4944.4863,-2791.8290,3607.2028,2746.4057,4058.2535,2538.3512,-4305.5539,4632.1229,-1613.6869,3998.0492,6498.9921,1178.1778,-2319.9919,4857.4204,-4791.1442,810.6225,-6535.3605,-1589.1706,2174.7663,-3594.1571,-616.8373,4108.2300,-913.5970,2588.7503,1614.0111,-3122.3225,-1860.2895,-2464.7344,3489.9320,-2482.2635,2472.2271,1634.7505,4364.8211,4645.5955,-5789.8417,2327.3328,-4551.8296,4832.8509,3707.3586,6204.0513,5674.1649,3279.4511,6580.7839,-3510.1383,-6390.8556,4746.6595,2009.6846,3302.3239,6109.5453,3204.2803,3825.7534,-2958.4762,878.4122,-4872.3383,431.2969,3349.4815,-2674.7421,991.6854,3315.8411,-5038.7200,-983.0204,1747.9535,5432.4450,6346.0597,5209.2241,-211538.5648,-214788.8650,-221335.9816,-217830.6403,-211978.2646,-214446.3969,-221348.9159,-219269.6628,100518192.0308,100507049.5157,100510826.4771,100500998.6295,-219353.4699,100504655.4374,6856.0319,0.0000,-156.2048,-3274.7420,-5241.3474,3173.4369,953.8671,-4215.7574,23.1940,-6124.0397,5273.6077,-274.8748,5653.4964,-4085.1220,269.7732,4584.0136,-4465.1063,-1138.9046,-1726.3728,2331.5848,4902.3338,-3620.2479,-1807.4494,-237.9033,-3259.4733,5081.3861,2209.0223,4410.7438,1556.5120,-2769.4980,-1901.1870,1087.2144,-5731.5820,-5348.6739,-2223.8795,2949.8645,-3054.5452,3128.4370,2975.4467,1017.3944,3288.3030,1155.0016,-2547.8089,-5597.2470,-4088.3362,-1652.5822,-5998.4031,6218.1798,4804.0980,3704.6269,5796.2370,-795.6975,-5158.7163,-6248.5208,3756.4314,6196.5416,4227.6599,5272.0744,218.5287,-5951.9283,3982.1030,-6378.7994,-6239.1682,5766.7949,4009.1956,-4203.9693,-3817.9188,-5195.1969,-1123.3431,-2961.1356,1280.4228,-5129.0059,543.0723,-2059.3566,-1945.7008,3697.4006,5003.2936,-403.4526,-5543.6956,-2347.4032,3495.2262,-5278.0157,-2505.1929,-3010.4986,2615.2800,5276.0917,-4797.6823,-4036.5280,1614.9600,4488.2255,-2718.9735,-5012.2295,-6567.6073,-4489.0034,-4271.3283,-2355.2000,-6035.8287,3180.3313,707.5939,4128.2602,274001.3336,299675.6757,274880.1491,275171.1039,281400.3266,281333.4474,283333.3854,278604.0486,216143990.8021,216183020.3393,216151787.4209,216144244.2832,280281.3134,216154771.2883,-317.6771,0.0000,5370.9030,5511.3318,-2417.0820,4462.4040,-4384.1920,-5436.2394,-5347.0581,3179.0053,-196.3257,-5478.2231,-3042.3687,-3826.8020,-5323.7383,4885.8435,4565.4838,5426.3444,4680.3731,-4476.6694,3149.8846,-4253.8506,6438.8669,-3089.6843,-5318.2504,1342.8159,1929.0253,4130.7132,4214.9711,-5489.8863,-2901.4519,5459.4536,624.8600,4278.2910,-5163.6304,3822.2273,-5507.7110,4906.2440,5399.6256,5509.0556,5456.2463,-5235.2495,-4464.3079,-3622.4666,3887.2677,-1174.0879,3295.7271,1647.5644,1320.4423,-3274.4142,3727.9714,2080.8584,4298.9607,1811.6218,4525.3114,-3010.2916,3647.8989,4216.6501,6423.1030,-2906.2949,4538.6739,-1975.2192,467.6833,-307.3851,-5021.9767,4524.0613,5408.2402,-102.6508,-4915.8817,1652.2800,6426.5252,580.0152,4787.6410,-5428.1839,-2411.8985,1288.4250,3264.1516,2127.4014,-2304.2170,-1292.3850,-3062.2322,-3927.5340,-5399.2456,-1234.6988,5490.1614,2248.9133,-3923.7857,-5401.6650,4619.1240,5211.9897,-5305.1241,3696.3386,-1617.8973,4120.0883,1964.5001,-6454.4126,-2843.4026,2843.8138,-2311.0993,1902.6794,-47583.1104,-49095.8814,-45014.0748,-46145.7165,-41483.0210,-49235.1122,-55803.9574,-46550.1215,-101944031.2067,-101964634.1758,-101915218.2582,-101933592.0847,-47164.9233,-101933172.0019,
300.000,431.8282,0.0000,4562.5304,-4181.3631,1937.6666,4199.1879,4810.2882,-1212.0470,3631.9378,-1810.1545,5125.9766,-3895.7201,-840.2723,2546.7353,-4504.7054,786.3125,496.3322,2939.5741,3696.5265,-3989.5120,-2606.5668,3482.9357,-3531.2497,-5308.4903,-3927.7103,5619.9227,-5952.2881,-2020.6069,-3485.6314,1411.2409,-6548.8995,4141.1802,-4489.0402,-856.7927,-5023.4459,-4285.2867,-4344.3485,4030.5119,4238.3674,5365.5642,3995.9832,-2967.6200,3814.5093,-3155.1496,2062.1946,6040.8272,-699.5846,-871.7598,5496.4600,-3072.4581,2501.3509,-5842.3753,-3275.2782,1035.4084,-2851.1863,682.5856,4389.5810,547.7704,3504.1073,9.3403,-1491.7694,-3168.8161,-3424.5909,4568.7755,-1217.3779,357.4052,-524.6135,3222.8753,3196.4954,-5664.2515,2386.3439,-5322.2645,3957.3818,2172.2071,5893.3993,5782.3317,3877.4782,6846.5118,-3545.9968,-6864.5047,5937.1078,163.6058,1635.4945,4900.2730,4479.3647,4356.8955,-4550.9146,-1314.1874,-3739.7810,2310.4020,1489.8996,-4250.6591,-655.1133,1962.7889,-5981.0838,-3091.7537,165.8649,6436.7109,5575.6897,6237.5473,-217294.7270,-220979.4544,-227285.8462,-223781.7605,-217776.8306,-220361.9009,-227117.3898,-225246.8159,95776604.0690,95764837.1475,95769448.4812,95759955.5795,-225181.6916,95763024.7951,6729.6425,0.0000,-2211.0922,-1867.6620,-5529.1873,1126.5873,-1199.0084,-4842.4193,-2019.7396,-6491.6698,4273.2449,1883.8052,6550.2278,-3675.0552,2326.1908,5518.7535,-5034.0494,-3041.9080,-3599.2950,4224.3919,6164.2363,-5215.2375,-757.8939,1519.5808,-1324.0776,4044.3757,3446.9545,5805.1024,2778.9984,-4039.0484,-371.1990,-1091.9285,-4639.0600,-5969.6603,-679.5566,4690.2393,-1575.8051,1044.9862,1382.9771,1981.6693,1662.7480,2858.5663,-4404.6742,-5726.1820,-4787.7352,-3112.4049,-5474.0125,5937.7509,3289.8481,4166.3384,4681.9674,578.7656,-3862.7687,-6783.1226,5368.7953,6748.2632,2400.1004,6169.1988,-1677.4779,-5319.5418,5313.0020,-5237.2888,-5330.2853,4618.4219,5469.3001,-4125.8946,-4205.0016,-5719.5374,-2672.9150,-1461.8305,-927.5857,-4186.9346,-1378.6462,-3607.8536,-3521.5600,2297.2465,3304.1010,-1073.1753,-4315.5885,-906.4726,2630.9031,-4753.5870,-3929.8465,-4116.0138,875.7828,3791.4317,-4521.6982,-4064.6131,3454.2583,3421.1834,-3866.1944,-4816.9964,-6125.5971,-5860.8218,-3422.2578,-2198.7901,-5448.7139,2233.0599,-704.6924,2958.7100,269686.1635,295072.6532,270254.3570,270602.1828,276736.9781,276640.8851,278632.9664,273818.9579,218287668.0745,218326575.8252,218296070.8704,218287973.7836,275589.3847,218298520.0048,1489.6555,0.0000,4678.6470,5162.3865,-3596.0049,5246.3598,-4618.6440,-4795.8216,-5514.0705,1545.4266,1610.0615,-5366.2634,-1710.0966,-5322.9443,-4603.6022,3829.4982,4674.5522,5387.1498,4585.3198,-3755.4948,1844.9676,-2878.8320,5870.1934,-4068.9826,-5514.6579,-191.9597,144.9015,3172.7732,5111.7281,-5440.4231,-1535.2881,5404.7626,2371.4803,3404.5567,-4380.9023,2723.6970,-5109.2325,5433.2879,5068.3197,3896.2273,5319.3912,-5505.0087,-3731.2104,-2072.2828,4540.6932,379.5790,4213.4642,3272.9569,2712.3431,-4540.4439,4466.7127,3629.1675,4686.1469,17.8802,3252.9630,-1348.6611,4795.9935,2841.8652,5739.1216,-4265.0492,3970.2738,-3254.9419,2248.2315,-1829.2318,-4006.8934,5204.2794,5342.9016,1708.9041,-5445.4468,3281.2173,6465.7695,-1237.9495,5384.7405,-5451.4854,-971.5520,2963.0797,4523.4149,28.9019,-4144.1244,243.9787,-1391.5037,-4970.0003,-5311.8123,-2641.3024,5140.3747,3760.7264,-2448.7972,-5291.0325,4665.0780,5517.3273,-5439.6429,2167.5996,-2966.8267,3152.2883,184.4469,-5811.1823,-4227.3373,1152.6935,-3813.7035,403.3280,-47738.1393,-49242.8312,-45089.7223,-46445.5880,-41570.8803,-49080.6515,-55998.2128,-47125.9716,-101946456.3427,-101967255.2095,-101917641.1579,-101935699.4750,-47289.5155,-101935722.3080,
600.000,1624.1865,0.0000,4393.0548,-5425.1476,-67.5195,3965.1755,4089.0408,-3047.2627,2591.9276,-3012.5643,5349.9234,-3286.7604,697.8213,678.7682,-4298.3661,2364.1651,-1626.9392,1611.6802,2300.1366,-2894.6649,-1208.3874,2595.7849,-5068.4329,-3991.0754,-4574.0956,6185.5489,-5082.0384,-510.6115,-1542.3804,-456.4389,-6630.4156,3859.2646,-4795.1603,-2623.6270,-5880.9869,-3232.6285,-5494.7548,4103.8159,5315.8392,6061.7767,5090.1513,-1376.7230,2661.4052,-4356.9359,-72.9169,4960.5966,-2537.2635,698.2631,5630.6893,-1033.2527,3985.3336,-4580.4577,-4673.3938,-209.3041,-1859.0195,1899.3086,4290.4242,1922.3454,4126.3387,-1635.5132,259.8594,-4201.7736,-4037.3396,5182.4977,126.9870,-1812.3506,-2616.8559,1725.2703,1460.3721,-4944.5476,2289.7765,-5565.2622,2724.0350,463.3107,5017.4731,5331.9320,4124.2629,6409.9431,-3272.8688,-6671.5309,6455.2805,-1732.7057,-159.9224,3208.1545,5344.7167,4490.8763,-5667.1747,-3366.0193,-2279.4558,3993.3600,-491.4107,-5363.0068,-2262.0494,449.5187,-6320.9052,-4884.1049,-1471.1370,6795.6001,4237.0306,6654.7758,-222966.9350,-227071.6308,-233135.2992,-229641.6635,-223476.6754,-226189.2940,-232785.0969,-231117.3227,90989324.2565,90976939.0008,90982351.2067,90973224.3937,-230909.5575,90975698.8535,5932.0026,0.0000,-4026.5336,-322.7552,-5298.0108,-1047.9905,-3237.3414,-5036.7501,-3884.9680,-6220.2928,2825.8220,3858.9062,6781.7506,-2954.0149,4126.6408,5894.3661,-5150.6812,-4663.5510,-5139.4704,5706.0627,6829.4124,-6280.1166,298.7238,3157.1324,718.0362,2612.6232,4334.6406,6641.0359,3764.5652,-4958.0158,1183.0620,-3158.1314,-3064.2370,-6034.2302,895.5388,5965.2086,13.9656,-1142.5800,-311.9789,2778.3090,-88.9468,4315.9278,-5834.1681,-5286.4170,-5064.0481,-4256.0102,-4452.5657,5065.6199,1446.3914,4259.2726,3141.4480,1933.7357,-2218.7894,-6625.7464,6439.3296,6631.9274,321.7315,6438.3248,-3361.9982,-4165.1017,6120.0257,-3590.6464,-3833.6522,2975.1074,6394.6928,-3647.7847,-4217.1569,-5652.6788,-3999.5710,227.3047,-3039.2000,-2812.1905,-3193.3586,-4837.7558,-4748.9222,641.1198,1254.1647,-1632.3488,-2628.5646,624.9158,1486.6114,-3795.2756,-4990.5593,-4845.7697,-912.0620,1911.6308,-3810.4573,-3729.4807,4979.5390,2063.0648,-4670.7322,-4133.4498,-5076.4737,-6674.1497,-2230.9156,-1895.6367,-4345.1244,1075.7304,-2083.6383,1503.6655,265252.5359,290340.8434,265509.7062,265919.3923,271953.6928,271820.3872,273813.8812,269043.2506,220327347.3667,220366118.4211,220336365.3465,220327755.1311,270776.3131,220338269.0843,3135.5981,0.0000,3479.4001,4254.8638,-4380.5975,5440.9248,-4325.0294,-3640.9600,-5085.7176,-254.9821,3238.9014,-4672.0097,-185.7064,-6255.6674,-3373.4800,2332.4966,4274.6068,4752.2221,3994.0845,-2630.3271,343.3004,-1191.5033,4664.6839,-4599.3266,-5114.0858,-1706.1378,-1655.1285,1873.1539,5426.2376,-4807.6238,9.8933,4764.2193,3858.1076,2165.5435,-3080.8304,1331.1200,-4155.0821,5358.4044,4151.4002,1864.7472,4596.3243,-5173.0682,-2596.8242,-293.0433,4704.9949,1890.2657,4682.9137,4533.3135,3816.8785,-5311.5788,4729.2183,4784.2624,4565.7390,-1777.8629,1626.8889,458.4516,5431.4158,1147.0465,4442.4994,-5145.0321,2952.0462,-4186.5157,3764.6164,-3139.0047,-2555.2969,5257.6041,4678.8910,3325.2331,-5374.7430,4523.0096,5822.6222,-2920.5514,5379.5292,-4882.0532,572.7909,4315.0154,5273.7587,-2072.7284,-5545.3788,1754.1386,448.1376,-5469.4997,-4626.0297,-3764.0840,4227.9685,4863.3651,-704.1808,-4582.6615,4206.8411,5223.4106,-4969.6532,390.9891,-3985.0113,1848.0386,-1615.7261,-4550.2313,-5152.8091,-663.1258,-4882.9561,-1139.5684,-47892.9246,-49389.6368,-45169.5211,-46747.9919,-41661.7158,-48920.6955,-56187.8429,-47714.4187,-101948876.4651,-101969874.4710,-101920073.5245,-101937806.7786,-47414.0708,-101938272.4541,
