sl_100_86400_20290512 Coordinates.csv
2029/05/12 07:47:00.0000 UTC

Generated: Tue Oct  8 21:49:19 2024,
Start: 2029/05/12 07:47:00.00, Stop: 2029/05/13 07:47:00.00,
TIME_UNITS,STARLINK-6095 - X-Coordinate,STARLINK-1656 - X-Coordinate,STARLINK-2323 - X-Coordinate,STARLINK-2103 - X-Coordinate,STARLINK-4153 - X-Coordinate,STARLINK-2602 - X-Coordinate,STARLINK-30383 - X-Coordinate,STARLINK-3308 - X-Coordinate,STARLINK-2343 - X-Coordinate,STARLINK-30795 - X-Coordinate,STARLINK-30484 - X-Coordinate,STARLINK-3813 - X-Coordinate,STARLINK-1399 - X-Coordinate,STARLINK-30216 - X-Coordinate,STARLINK-5949 - X-Coordinate,STARLINK-4778 - X-Coordinate,STARLINK-4545 - X-Coordinate,STARLINK-5878 - X-Coordinate,STARLINK-3618 - X-Coordinate,STARLINK-2464 - X-Coordinate,STARLINK-4391 - X-Coordinate,STARLINK-32277 - X-Coordinate,STARLINK-31977 - X-Coordinate,STARLINK-4112 - X-Coordinate,STARLINK-1533 - X-Coordinate,STARLINK-30399 - X-Coordinate,STARLINK-30176 - X-Coordinate,STARLINK-3727 - X-Coordinate,STARLINK-5526 - X-Coordinate,STARLINK-5781 - X-Coordinate,STARLINK-3585 - X-Coordinate,STARLINK-32262 - X-Coordinate,STARLINK-11203 [DTC] - X-Coordinate,STARLINK-2100 - X-Coordinate,STARLINK-4099 - X-Coordinate,STARLINK-4206 - X-Coordinate,STARLINK-1480 - X-Coordinate,STARLINK-11081 [DTC] - X-Coordinate,STARLINK-6032 - X-Coordinate,STARLINK-4631 - X-Coordinate,STARLINK-6079 - X-Coordinate,STARLINK-1267 - X-Coordinate,STARLINK-6221 - X-Coordinate,STARLINK-6290 - X-Coordinate,STARLINK-30886 - X-Coordinate,STARLINK-30963 - X-Coordinate,STARLINK-4313 - X-Coordinate,STARLINK-3291 - X-Coordinate,STARLINK-31354 - X-Coordinate,STARLINK-3678 - X-Coordinate,STARLINK-3642 - X-Coordinate,STARLINK-4078 - X-Coordinate,STARLINK-5822 - X-Coordinate,STARLINK-5689 - X-Coordinate,STARLINK-31574 - X-Coordinate,STARLINK-2214 - X-Coordinate,STARLINK-5465 - X-Coordinate,STARLINK-5603 - X-Coordinate,STARLINK-32122 - X-Coordinate,STARLINK-1151 - X-Coordinate,STARLINK-31938 - X-Coordinate,STARLINK-5179 - X-Coordinate,STARLINK-4260 - X-Coordinate,STARLINK-3609 - X-Coordinate,STARLINK-30488 - X-Coordinate,STARLINK-2271 - X-Coordinate,STARLINK-31348 - X-Coordinate,STARLINK-2317 - X-Coordinate,STARLINK-5104 - X-Coordinate,STARLINK-1448 - X-Coordinate,STARLINK-2706 - X-Coordinate,STARLINK-4303 - X-Coordinate,STARLINK-4716 - X-Coordinate,STARLINK-30450 - X-Coordinate,STARLINK-3086 - X-Coordinate,STARLINK-5280 - X-Coordinate,STARLINK-5155 - X-Coordinate,STARLINK-30068 - X-Coordinate,STARLINK-1200 - X-Coordinate,STARLINK-5726 - X-Coordinate,STARLINK-31089 - X-Coordinate,STARLINK-3226 - X-Coordinate,STARLINK-11190 [DTC] - X-Coordinate,STARLINK-3369 - X-Coordinate,STARLINK-31139 - X-Coordinate,STARLINK-2629 - X-Coordinate,STARLINK-30074 - X-Coordinate,STARLINK-31344 - X-Coordinate,STARLINK-5032 - X-Coordinate,STARLINK-1256 - X-Coordinate,STARLINK-31613 - X-Coordinate,STARLINK-31071 - X-Coordinate,STARLINK-3104 - X-Coordinate,STARLINK-30784 - X-Coordinate,STARLINK-6231 - X-Coordinate,STARLINK-5101 - X-Coordinate,STARLINK-6031 - X-Coordinate,STARLINK-4475 - X-Coordinate,STARLINK-5263 - X-Coordinate,STARLINK-5775 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-6095 - Y-Coordinate,STARLINK-1656 - Y-Coordinate,STARLINK-2323 - Y-Coordinate,STARLINK-2103 - Y-Coordinate,STARLINK-4153 - Y-Coordinate,STARLINK-2602 - Y-Coordinate,STARLINK-30383 - Y-Coordinate,STARLINK-3308 - Y-Coordinate,STARLINK-2343 - Y-Coordinate,STARLINK-30795 - Y-Coordinate,STARLINK-30484 - Y-Coordinate,STARLINK-3813 - Y-Coordinate,STARLINK-1399 - Y-Coordinate,STARLINK-30216 - Y-Coordinate,STARLINK-5949 - Y-Coordinate,STARLINK-4778 - Y-Coordinate,STARLINK-4545 - Y-Coordinate,STARLINK-5878 - Y-Coordinate,STARLINK-3618 - Y-Coordinate,STARLINK-2464 - Y-Coordinate,STARLINK-4391 - Y-Coordinate,STARLINK-32277 - Y-Coordinate,STARLINK-31977 - Y-Coordinate,STARLINK-4112 - Y-Coordinate,STARLINK-1533 - Y-Coordinate,STARLINK-30399 - Y-Coordinate,STARLINK-30176 - Y-Coordinate,STARLINK-3727 - Y-Coordinate,STARLINK-5526 - Y-Coordinate,STARLINK-5781 - Y-Coordinate,STARLINK-3585 - Y-Coordinate,STARLINK-32262 - Y-Coordinate,STARLINK-11203 [DTC] - Y-Coordinate,STARLINK-2100 - Y-Coordinate,STARLINK-4099 - Y-Coordinate,STARLINK-4206 - Y-Coordinate,STARLINK-1480 - Y-Coordinate,STARLINK-11081 [DTC] - Y-Coordinate,STARLINK-6032 - Y-Coordinate,STARLINK-4631 - Y-Coordinate,STARLINK-6079 - Y-Coordinate,STARLINK-1267 - Y-Coordinate,STARLINK-6221 - Y-Coordinate,STARLINK-6290 - Y-Coordinate,STARLINK-30886 - Y-Coordinate,STARLINK-30963 - Y-Coordinate,STARLINK-4313 - Y-Coordinate,STARLINK-3291 - Y-Coordinate,STARLINK-31354 - Y-Coordinate,STARLINK-3678 - Y-Coordinate,STARLINK-3642 - Y-Coordinate,STARLINK-4078 - Y-Coordinate,STARLINK-5822 - Y-Coordinate,STARLINK-5689 - Y-Coordinate,STARLINK-31574 - Y-Coordinate,STARLINK-2214 - Y-Coordinate,STARLINK-5465 - Y-Coordinate,STARLINK-5603 - Y-Coordinate,STARLINK-32122 - Y-Coordinate,STARLINK-1151 - Y-Coordinate,STARLINK-31938 - Y-Coordinate,STARLINK-5179 - Y-Coordinate,STARLINK-4260 - Y-Coordinate,STARLINK-3609 - Y-Coordinate,STARLINK-30488 - Y-Coordinate,STARLINK-2271 - Y-Coordinate,STARLINK-31348 - Y-Coordinate,STARLINK-2317 - Y-Coordinate,STARLINK-5104 - Y-Coordinate,STARLINK-1448 - Y-Coordinate,STARLINK-2706 - Y-Coordinate,STARLINK-4303 - Y-Coordinate,STARLINK-4716 - Y-Coordinate,STARLINK-30450 - Y-Coordinate,STARLINK-3086 - Y-Coordinate,STARLINK-5280 - Y-Coordinate,STARLINK-5155 - Y-Coordinate,STARLINK-30068 - Y-Coordinate,STARLINK-1200 - Y-Coordinate,STARLINK-5726 - Y-Coordinate,STARLINK-31089 - Y-Coordinate,STARLINK-3226 - Y-Coordinate,STARLINK-11190 [DTC] - Y-Coordinate,STARLINK-3369 - Y-Coordinate,STARLINK-31139 - Y-Coordinate,STARLINK-2629 - Y-Coordinate,STARLINK-30074 - Y-Coordinate,STARLINK-31344 - Y-Coordinate,STARLINK-5032 - Y-Coordinate,STARLINK-1256 - Y-Coordinate,STARLINK-31613 - Y-Coordinate,STARLINK-31071 - Y-Coordinate,STARLINK-3104 - Y-Coordinate,STARLINK-30784 - Y-Coordinate,STARLINK-6231 - Y-Coordinate,STARLINK-5101 - Y-Coordinate,STARLINK-6031 - Y-Coordinate,STARLINK-4475 - Y-Coordinate,STARLINK-5263 - Y-Coordinate,STARLINK-5775 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-6095 - Z-Coordinate,STARLINK-1656 - Z-Coordinate,STARLINK-2323 - Z-Coordinate,STARLINK-2103 - Z-Coordinate,STARLINK-4153 - Z-Coordinate,STARLINK-2602 - Z-Coordinate,STARLINK-30383 - Z-Coordinate,STARLINK-3308 - Z-Coordinate,STARLINK-2343 - Z-Coordinate,STARLINK-30795 - Z-Coordinate,STARLINK-30484 - Z-Coordinate,STARLINK-3813 - Z-Coordinate,STARLINK-1399 - Z-Coordinate,STARLINK-30216 - Z-Coordinate,STARLINK-5949 - Z-Coordinate,STARLINK-4778 - Z-Coordinate,STARLINK-4545 - Z-Coordinate,STARLINK-5878 - Z-Coordinate,STARLINK-3618 - Z-Coordinate,STARLINK-2464 - Z-Coordinate,STARLINK-4391 - Z-Coordinate,STARLINK-32277 - Z-Coordinate,STARLINK-31977 - Z-Coordinate,STARLINK-4112 - Z-Coordinate,STARLINK-1533 - Z-Coordinate,STARLINK-30399 - Z-Coordinate,STARLINK-30176 - Z-Coordinate,STARLINK-3727 - Z-Coordinate,STARLINK-5526 - Z-Coordinate,STARLINK-5781 - Z-Coordinate,STARLINK-3585 - Z-Coordinate,STARLINK-32262 - Z-Coordinate,STARLINK-11203 [DTC] - Z-Coordinate,STARLINK-2100 - Z-Coordinate,STARLINK-4099 - Z-Coordinate,STARLINK-4206 - Z-Coordinate,STARLINK-1480 - Z-Coordinate,STARLINK-11081 [DTC] - Z-Coordinate,STARLINK-6032 - Z-Coordinate,STARLINK-4631 - Z-Coordinate,STARLINK-6079 - Z-Coordinate,STARLINK-1267 - Z-Coordinate,STARLINK-6221 - Z-Coordinate,STARLINK-6290 - Z-Coordinate,STARLINK-30886 - Z-Coordinate,STARLINK-30963 - Z-Coordinate,STARLINK-4313 - Z-Coordinate,STARLINK-3291 - Z-Coordinate,STARLINK-31354 - Z-Coordinate,STARLINK-3678 - Z-Coordinate,STARLINK-3642 - Z-Coordinate,STARLINK-4078 - Z-Coordinate,STARLINK-5822 - Z-Coordinate,STARLINK-5689 - Z-Coordinate,STARLINK-31574 - Z-Coordinate,STARLINK-2214 - Z-Coordinate,STARLINK-5465 - Z-Coordinate,STARLINK-5603 - Z-Coordinate,STARLINK-32122 - Z-Coordinate,STARLINK-1151 - Z-Coordinate,STARLINK-31938 - Z-Coordinate,STARLINK-5179 - Z-Coordinate,STARLINK-4260 - Z-Coordinate,STARLINK-3609 - Z-Coordinate,STARLINK-30488 - Z-Coordinate,STARLINK-2271 - Z-Coordinate,STARLINK-31348 - Z-Coordinate,STARLINK-2317 - Z-Coordinate,STARLINK-5104 - Z-Coordinate,STARLINK-1448 - Z-Coordinate,STARLINK-2706 - Z-Coordinate,STARLINK-4303 - Z-Coordinate,STARLINK-4716 - Z-Coordinate,STARLINK-30450 - Z-Coordinate,STARLINK-3086 - Z-Coordinate,STARLINK-5280 - Z-Coordinate,STARLINK-5155 - Z-Coordinate,STARLINK-30068 - Z-Coordinate,STARLINK-1200 - Z-Coordinate,STARLINK-5726 - Z-Coordinate,STARLINK-31089 - Z-Coordinate,STARLINK-3226 - Z-Coordinate,STARLINK-11190 [DTC] - Z-Coordinate,STARLINK-3369 - Z-Coordinate,STARLINK-31139 - Z-Coordinate,STARLINK-2629 - Z-Coordinate,STARLINK-30074 - Z-Coordinate,STARLINK-31344 - Z-Coordinate,STARLINK-5032 - Z-Coordinate,STARLINK-1256 - Z-Coordinate,STARLINK-31613 - Z-Coordinate,STARLINK-31071 - Z-Coordinate,STARLINK-3104 - Z-Coordinate,STARLINK-30784 - Z-Coordinate,STARLINK-6231 - Z-Coordinate,STARLINK-5101 - Z-Coordinate,STARLINK-6031 - Z-Coordinate,STARLINK-4475 - Z-Coordinate,STARLINK-5263 - Z-Coordinate,STARLINK-5775 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,2909.3393,-3442.3849,-3557.9797,-2096.7945,-4776.6677,1886.6263,-5181.7822,-2892.2355,1326.6862,3082.6889,4842.0976,5982.1527,3819.8397,-116.6021,3315.2671,-1898.1925,4311.5183,-1228.7362,-4191.2128,2564.3839,161.0805,644.1753,-6225.1698,-5119.5932,2357.5437,2020.3105,5863.9212,3579.3503,-3103.6731,6199.3948,-1663.9704,0.0000,0.0000,6790.9823,-5291.6185,6463.4002,-2583.1184,4887.9216,6592.7469,2810.1209,-6494.3853,1811.3186,2095.6635,-1366.4157,-1960.4569,4424.6537,-6362.9363,-3531.1307,5918.8627,4052.9579,-5553.4627,617.0056,3492.6271,-1405.6288,4827.7364,-3810.1619,4270.2072,-4876.7279,2733.3026,3354.9837,5694.1462,-5874.4447,4357.5634,-3296.8153,-4849.3097,262.6169,4584.3769,-4788.8481,-6119.4966,-2706.0964,2649.2800,1729.3744,-4075.2019,2167.9232,1733.1061,-2681.2421,5566.6170,-5086.9496,-3566.0656,3995.9753,-5031.6042,-1094.4599,-4756.8731,3438.4314,-4976.1660,4669.9544,-6649.5646,3862.9793,1790.5059,-2166.3463,4197.8187,345.9111,-2264.5545,5531.2428,-646.4418,537.7349,-3102.1041,3777.0658,6528.6781,5131.2473,-273179.1737,-252807.4105,-263603.7295,-265583.1597,-266521.2286,-264872.8924,-257837.6137,-260589.7838,119761851.3408,119782115.2668,119759838.5177,119762668.5940,-261236.3395,119759114.5897,-4177.4900,-3119.9071,-2595.6493,-3936.0118,4053.7703,-4845.6545,-1372.0346,4675.5271,3918.1170,-4652.4492,-1539.7062,-904.2063,-5641.5409,6693.8038,-5796.7021,6065.6524,539.9303,6421.1799,-1146.4649,-4505.6725,954.1931,-6108.0115,1296.1360,-2196.5876,3225.0009,-4262.4849,-3384.6998,-5414.2596,6137.0898,-3001.7122,-3786.7056,0.0000,0.0000,932.3823,2304.6454,201.8655,5332.6739,625.2716,-711.0771,5125.5962,1872.2392,6131.3996,5838.7314,-5576.8199,4806.9714,2507.5155,-2713.9359,4544.2862,3450.1713,925.1602,-801.1405,5297.8359,-4724.8145,5162.3213,-1550.4233,-2446.2258,1426.7128,451.3821,6058.5402,5682.0346,-219.1634,-3613.0644,-2491.3951,-5983.8404,-4606.3603,4690.0408,3414.4186,-4791.4488,-2524.4496,6017.9758,3315.7731,-3782.4552,-1049.3941,-6477.4515,3723.9330,3199.3105,-1581.7478,540.5655,2290.3010,4683.8751,-304.4014,6413.7528,4258.3781,-5617.8591,-1168.3025,150.7806,-1536.9460,-3362.7855,4681.9085,-5029.0846,3437.0201,-6067.6425,5342.1434,-1312.6922,5392.5330,-5708.1976,-6170.7937,1923.6559,2223.6882,-4074.2357,295440.3069,263563.4808,286790.7878,284864.8283,276371.9303,277852.8515,280184.5911,280135.5306,-19047795.8420,-19062966.1214,-19015913.8359,-19018529.7410,281451.9078,-19028279.6208,-4707.8789,5105.2662,-5332.0039,5253.1878,2874.1504,-4032.2011,4308.3566,4189.4347,5458.4486,-4099.8596,4677.9248,-3313.6366,1134.8329,1777.5884,1853.2902,-2668.9872,-5365.4525,-2408.0533,5378.8777,4381.7456,6865.1914,2986.2113,2415.5039,4054.9267,5235.5604,-4949.9445,1118.2697,2293.6573,921.5444,-749.6554,5528.3252,0.0000,0.0000,630.3052,3779.1888,-2392.8439,3528.0120,4579.6303,1967.1226,3672.4132,1598.2502,-2525.7580,-3195.8178,-3882.5858,-4622.4564,-4725.6240,-283.6297,-3834.8893,-108.5147,-5520.2354,3998.9591,4365.9085,-3675.7340,-4398.2552,4544.4524,5080.1000,-5239.6267,4937.7932,-1469.4848,-1469.6923,3740.8542,-249.8588,-4729.8740,-777.7196,-1787.8408,4957.7641,-3727.9386,-589.0135,-2111.6827,-2035.3672,5466.6277,5430.4204,-5496.8917,-903.0115,-5612.1951,-5479.2263,3737.0576,-4687.3632,-5381.9321,-3185.1380,4680.4642,2190.0710,2199.7463,1982.5477,4462.5964,-5080.4010,1163.5771,4588.8101,-4765.0951,4142.5262,-4126.6151,-3174.5175,3810.7517,-3815.0644,4304.5753,-3902.3528,-671.0902,-5443.1831,-11.9158,-2256.1528,130187.8848,125652.0100,128827.3404,128427.8085,132625.8985,124350.5340,118375.4948,125951.6739,6815191.9864,6797675.9966,6811552.7627,6812167.0542,126924.4737,6820577.8822,
3600.000,693.6144,6407.0624,6397.2103,5584.7032,3868.3994,865.0140,4548.6651,-1274.6537,-5320.9533,-824.6349,-2912.4752,-6218.4669,-1001.2781,-2564.0603,-2.6928,296.7153,-3433.9908,-196.6738,6025.3055,2317.3152,4869.3768,2507.1298,5339.9428,6865.1733,-5869.4700,2771.2132,-3857.2293,-114.6622,1529.5585,-4373.9071,5393.4066,0.0000,0.0000,-5065.2905,1443.1882,-6406.1027,-1267.2503,-2293.3401,-6030.1918,-3966.9912,3966.2912,-3389.2964,-2375.9671,4330.5304,-1209.2769,-6136.0169,3503.3108,2508.6882,-5294.0792,-5187.8723,6803.6494,-3033.2724,-1570.9566,-1703.3524,-3579.4731,6613.5512,-6384.6376,6836.6309,-3749.7751,-4026.9070,-5902.5526,5315.0160,-4126.6160,3968.2288,5192.5649,-3493.1876,-6739.3468,5059.2224,3698.4586,-333.7466,-5349.1521,2702.3613,4369.6917,837.1274,-2735.1599,-1123.1185,-1917.7278,4719.2023,135.4084,-6094.8066,5029.1578,-614.8884,2979.2281,-1838.6445,4478.1426,-5981.5540,6413.1017,-1466.7335,-4688.5037,4083.1704,-6470.7822,2423.9384,2483.7747,-5778.2621,467.3952,2263.9850,2728.0420,-6111.9505,-5566.0802,-1713.0473,-338981.1905,-310904.7075,-323924.5787,-324908.6714,-328478.3193,-325583.3372,-320440.5143,-324220.3581,120637521.7052,120663935.3074,120628659.0342,120631343.3160,-323206.7913,120634290.7430,5892.7630,1675.6190,369.7050,3302.6662,-5501.1499,6396.4249,-2939.5298,-3985.4883,-1990.4826,6779.3882,5134.0603,2791.1454,4934.0073,-4713.7901,5349.5714,-6644.7249,3812.5482,-3609.6008,-1969.4618,3708.1463,-1676.5056,3297.8701,-3881.9053,651.3595,951.0978,3821.8498,4988.5165,4440.8880,-4261.3683,4560.6106,2077.1971,0.0000,0.0000,1222.2636,-3879.6321,1459.2687,-3963.1625,3994.3508,2902.4632,-1197.5293,-3764.8541,-2703.4572,-6342.7213,2782.3804,-6361.7984,883.1137,3597.1420,-6434.9119,-918.7348,2945.9884,-1119.1552,-6177.7069,6736.1981,-6466.9549,5416.1114,124.7667,1346.9533,-1200.6238,-2612.8900,-1905.2699,3413.8283,1235.8820,5417.8473,3219.1331,1265.6312,-5708.7091,-1047.4503,2277.1145,632.1707,-4593.1716,-68.6925,4819.9233,-3200.8683,5523.9933,765.3310,-5396.7643,3661.1621,-4232.7085,-5387.2683,-3285.3354,-3699.1445,-6421.7504,-5399.2875,6135.5278,-3555.5364,2895.4715,-753.0526,6306.4009,-4935.8774,995.8390,-2121.1939,6385.2564,-6409.3722,3619.1858,-6908.9679,6504.4042,4825.0814,1171.3941,-69.4812,4926.9506,216512.1718,190960.5927,212270.2316,209547.5975,201148.8521,204375.6509,204979.7425,207986.8018,12683085.9502,12674903.0010,12714884.8730,12713711.7979,206662.2346,12701603.6925,3573.1613,-1984.7888,2578.5562,-2354.1345,1517.6778,-1268.4736,-4253.5350,-5516.0300,-3846.9570,1123.2928,-3603.7037,-1049.6385,-4735.2358,-4389.6629,-4415.7105,-1808.5881,4602.3037,5946.2793,-2789.5429,-5205.3339,-4666.1251,-5439.4016,1642.5200,5.8505,-2855.6789,4933.4044,2701.7129,-5269.1375,-5259.3243,-2848.5954,-3799.7538,0.0000,0.0000,-4504.1815,-5532.5561,-2091.7745,-5510.9753,-4916.3866,1745.8654,-5534.4202,-4292.7873,5321.7423,-1660.6516,4627.6616,2511.9749,3110.4747,-4769.1937,-302.1909,4243.3984,3468.5285,89.0136,-485.9454,399.5478,1783.5168,-2077.4813,-1639.8387,2246.3225,-573.7906,5031.6029,5072.9188,-183.5532,4213.3610,1054.5965,4588.9657,4388.2927,-1407.0186,142.2276,-3935.0720,5840.0606,5133.1844,-4411.2345,-4051.7811,4293.1741,4020.9691,6335.1145,4112.8619,-5524.0218,2805.7521,4212.7538,-310.8163,-2909.6818,2346.9921,2751.8080,2503.4194,-3670.7082,1837.6486,2490.2308,-2346.0271,1188.0839,-5442.8855,-258.4000,-580.4869,1019.1814,-592.8720,442.0412,790.7617,-4171.9100,2958.0312,-4079.5107,4548.4308,130943.6342,126305.3801,130246.2776,127094.7860,133910.5498,128798.6520,118653.5845,128597.7545,6808795.9649,6792097.0537,6813717.4507,6811583.9943,127845.3967,6816798.1317,
7200.000,-3382.7833,-6474.8840,-6561.9952,-6316.7080,-805.2964,-3323.4283,-3088.9615,5120.4055,6835.5276,-1438.6451,725.1711,3461.7469,-3051.7207,5201.0365,-3831.0980,1962.6644,2416.5154,3230.6348,-5723.8159,-6028.4146,-6924.6607,-5614.7801,-1536.3025,-5417.6723,4968.3779,-6015.1133,-202.3129,-4116.1076,2117.5026,659.6984,-6882.3761,0.0000,0.0000,1559.2135,2460.2060,3355.3086,5170.5955,-248.8071,3016.4012,4959.9180,-247.1238,4939.0706,2042.0776,-6439.8055,3392.8283,6082.4283,741.7057,-299.9252,2945.7100,4854.7844,-4875.1491,3940.4851,-828.3667,3731.1664,1082.6790,-5821.5607,5897.2157,-5463.6500,4328.7458,3939.6943,3199.2432,-3295.0233,2263.3768,-4155.7080,-4630.3585,4547.6785,5551.7901,-3508.4882,-817.6872,4192.1418,6546.3680,-5152.0644,-3997.3313,-4302.2528,4433.5931,3469.6313,-1823.9184,-3266.8179,2233.6552,5888.2309,-3576.9647,2778.0554,1311.0821,-1323.3507,-2634.5998,4886.2701,-3891.5477,-963.5659,5227.8832,-5519.1341,5156.6310,-4209.1033,-1100.7666,2924.9978,128.0494,-3998.6945,-2345.2542,6080.4931,2716.9268,-2393.3119,-382441.7826,-348852.2355,-363372.8646,-361750.1286,-369418.5353,-363955.5503,-361951.1007,-363088.2943,113247292.4761,113277740.7101,113233406.6363,113235293.3138,-364376.1834,113244104.5647,-6041.8259,-57.6575,1233.6561,-1822.7127,4738.9285,-2409.7861,6002.3492,3178.8806,240.7053,-6276.2317,-6870.7747,-3658.6446,-3194.0396,1536.4623,-3866.6712,4225.6686,-6401.4612,162.5838,3576.6994,-2477.8652,-405.4150,84.9432,4925.8207,1228.0862,-3423.5702,-2964.1608,-5038.4150,-2824.8733,1478.8190,-5052.7136,-561.8711,0.0000,0.0000,-4024.9844,5260.4939,-3058.2614,2331.4396,-6664.5783,-4424.0567,-2851.1187,5325.7231,-1582.6529,3668.7105,175.0407,5967.5228,-3318.6681,-546.8836,5459.2547,-3041.1631,-4848.6161,2574.0787,4259.4392,-6134.0917,5503.7386,-6429.1873,1759.7287,-2860.6256,1184.9652,-2296.7553,-3229.0564,-4886.8014,2593.7514,-5616.5766,1341.9976,2861.2434,3986.1046,-1778.3607,2247.8500,3048.8667,2342.6563,-2174.4275,-4506.2358,5629.4133,-2965.0695,-4126.5712,5944.7901,-5528.6792,6069.1022,6472.2467,581.1016,5826.9080,3381.7460,3859.4643,-4143.8129,6259.7682,-4130.2060,3387.0684,-6652.7313,3273.4729,2762.4239,-435.4798,-3732.9534,4372.6242,-4182.4436,4850.8661,-4927.5291,-654.3185,-2912.2989,-3143.1774,-5076.8841,123471.4698,106210.0867,124427.8117,118834.2743,112925.3926,121038.8801,116443.5637,117681.3224,43564463.3536,43564330.6070,43591685.1761,43591119.2542,118803.2845,43581933.4352,-276.5605,-2420.4424,1777.3041,-2096.8246,-4951.8317,5128.1823,1336.2365,3387.8938,-488.5226,2530.9295,236.9537,4698.0772,5299.7245,4304.1106,4285.3008,5065.8252,-891.0119,-6174.6185,-1551.5171,1908.2888,-314.6576,3886.6645,-4440.5442,-4093.5751,-2665.0310,-1325.3633,-4661.8546,4734.6111,6428.4097,4685.1097,-347.9268,0.0000,0.0000,5351.7995,3725.2617,5175.3803,3920.0270,915.8421,-4386.9995,3863.5693,4446.4749,-4514.5648,5560.1219,-2552.9295,1059.2561,351.6433,6849.0601,4218.7120,-5391.2447,770.2449,-4149.5713,-3738.9335,3102.1825,1917.2621,-1988.0399,-3076.9368,2159.0740,-4152.8762,-4726.3970,-4447.6603,-3526.3015,-5486.3548,3282.2636,-5315.9332,-4280.6812,-3195.0857,3535.4482,5362.4021,-6195.1284,-4965.9907,642.5147,-241.2523,-440.9644,-4495.0860,-3421.4436,-29.9068,3683.6722,753.5853,-51.5251,3597.7016,-819.0996,-5299.1585,-5389.1872,-5336.9831,-52.0787,2569.5679,-4623.5153,-1486.9009,3108.1431,3011.6967,4422.5690,3905.2776,-5289.4019,4550.2837,-4960.5731,2781.5837,6485.1577,1431.5691,5494.3509,-4064.4728,131659.9733,126960.9815,131011.7940,127752.4342,134766.7471,130408.6330,119555.7450,128327.3114,6802899.5036,6786632.2588,6816374.2288,6812143.1281,128756.3289,6812999.7036,
