sl_20_5400_20291227 Coordinates.csv
2029/12/27 07:47:00.0000 UTC

Generated: Tue Oct  8 21:45:10 2024,
Start: 2029/12/27 07:47:00.00, Stop: 2029/12/27 09:17:00.00,
TIME_UNITS,STARLINK-4337 - X-Coordinate,STARLINK-5313 - X-Coordinate,STARLINK-30613 - X-Coordinate,STARLINK-5132 - X-Coordinate,STARLINK-32269 - X-Coordinate,STARLINK-2663 - X-Coordinate,STARLINK-31856 - X-Coordinate,STARLINK-30952 - X-Coordinate,STARLINK-30607 - X-Coordinate,STARLINK-3985 - X-Coordinate,STARLINK-4726 - X-Coordinate,STARLINK-3843 - X-Coordinate,STARLINK-11086 [DTC] - X-Coordinate,STARLINK-4212 - X-Coordinate,STARLINK-30400 - X-Coordinate,STARLINK-3364 - X-Coordinate,STARLINK-6042 - X-Coordinate,STARLINK-4430 - X-Coordinate,STARLINK-1398 - X-Coordinate,STARLINK-3534 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-4337 - Y-Coordinate,STARLINK-5313 - Y-Coordinate,STARLINK-30613 - Y-Coordinate,STARLINK-5132 - Y-Coordinate,STARLINK-32269 - Y-Coordinate,STARLINK-2663 - Y-Coordinate,STARLINK-31856 - Y-Coordinate,STARLINK-30952 - Y-Coordinate,STARLINK-30607 - Y-Coordinate,STARLINK-3985 - Y-Coordinate,STARLINK-4726 - Y-Coordinate,STARLINK-3843 - Y-Coordinate,STARLINK-11086 [DTC] - Y-Coordinate,STARLINK-4212 - Y-Coordinate,STARLINK-30400 - Y-Coordinate,STARLINK-3364 - Y-Coordinate,STARLINK-6042 - Y-Coordinate,STARLINK-4430 - Y-Coordinate,STARLINK-1398 - Y-Coordinate,STARLINK-3534 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-4337 - Z-Coordinate,STARLINK-5313 - Z-Coordinate,STARLINK-30613 - Z-Coordinate,STARLINK-5132 - Z-Coordinate,STARLINK-32269 - Z-Coordinate,STARLINK-2663 - Z-Coordinate,STARLINK-31856 - Z-Coordinate,STARLINK-30952 - Z-Coordinate,STARLINK-30607 - Z-Coordinate,STARLINK-3985 - Z-Coordinate,STARLINK-4726 - Z-Coordinate,STARLINK-3843 - Z-Coordinate,STARLINK-11086 [DTC] - Z-Coordinate,STARLINK-4212 - Z-Coordinate,STARLINK-30400 - Z-Coordinate,STARLINK-3364 - Z-Coordinate,STARLINK-6042 - Z-Coordinate,STARLINK-4430 - Z-Coordinate,STARLINK-1398 - Z-Coordinate,STARLINK-3534 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-5347.0447,3359.2975,829.6590,-1925.8045,1760.8642,-6186.0933,4328.8740,6133.2567,-3827.1313,-3967.6802,-4427.4883,3201.3527,-5289.2530,-432.9759,-6018.4894,331.5022,-3373.4399,-2530.8781,1914.6684,1937.1006,-260820.2491,-291434.3828,-273941.4770,-273383.7716,-278276.0823,-278788.9030,-281976.1085,-279591.0429,55818694.1731,55785423.6556,55821359.1639,55803257.5910,-278564.5010,55811017.2727,-2106.5419,-5638.0167,5284.5121,-4134.6688,3870.5028,-975.3758,899.1588,121.7957,5506.4194,-2532.9072,-665.9238,2922.4295,1134.9090,-4811.0771,2770.0648,-6654.6548,-1885.0610,-6022.7560,3958.6541,4769.8294,-254641.4634,-242297.5504,-257016.4356,-253157.0956,-246133.4206,-248720.8125,-255016.0806,-254146.9027,287154706.0968,287139025.9550,287140091.1439,287144390.5177,-253662.9340,287140145.8335,-3882.2651,2239.7502,-4408.8739,5186.8330,5332.4268,-2546.7844,5149.5043,3166.0101,-1247.5130,4991.2200,5221.2442,-5376.1752,-4023.6966,-4946.2603,1777.0964,-1744.6429,-5695.7540,2096.4177,5294.4311,4581.8096,-7498.4881,-14346.0195,-8573.7431,-10076.1994,-5176.2030,-12622.1317,-19513.2856,-12241.0629,-98486147.9621,-98452850.0869,-98460750.4888,-98473847.8667,-10834.4410,-98474046.5365,
300.000,-6015.5750,2253.6491,2713.7518,-3310.1931,3761.7177,-6704.6979,5182.1528,5290.4813,-2424.6766,-5449.7763,-5180.4168,4817.0719,-5566.9434,-2166.3756,-5608.1863,-900.2441,-5107.9614,-1723.5434,3889.8496,3094.5977,-255328.1987,-286145.9750,-268607.6632,-268107.9756,-272870.5600,-273366.4174,-276530.9543,-274516.6253,49538751.7200,49505120.2748,49541073.8672,49522805.3402,-273134.3983,49530996.3857,-2912.4341,-5122.0776,4287.9168,-2485.9775,3277.8041,280.8004,-936.0834,-1623.6384,5662.8937,-1290.5757,1198.6387,1645.0857,2788.5602,-3609.4342,3953.1468,-6826.2457,-1420.0262,-5221.9563,3435.8820,3077.7292,-259999.7796,-248389.0224,-262933.8319,-259079.2339,-251912.7861,-254635.4932,-260774.2084,-259820.0943,288307580.0315,288291378.1732,288293481.7529,288296815.1767,-259477.7415,288293020.5056,-1848.5623,4090.7432,-4722.3493,5528.6031,4652.0096,-807.1798,4284.2701,4124.3356,-2931.5112,3966.2582,4365.4105,-4666.2756,-2584.2271,-5484.3426,-21.4583,54.2176,-4388.3085,4096.4159,4522.2577,5332.1221,-7631.7671,-14476.8525,-8657.7004,-10373.6560,-5268.9823,-12463.2017,-19701.9696,-12084.9746,-98482787.4500,-98449652.8002,-98457101.2467,-98471082.8526,-10958.3929,-98470735.2484,
600.000,-6016.0788,875.3939,4361.7944,-4416.7640,5376.1118,-6508.3948,5527.4740,3952.2956,-746.3661,-6391.8956,-5449.2277,5974.2063,-5266.7010,-3727.8259,-4625.4723,-2041.7953,-6310.8186,-775.6021,5472.9004,3998.5126,-249727.6142,-280729.2159,-263154.4723,-262720.5175,-267345.2121,-267817.2263,-270966.7992,-269226.7605,43235073.9432,43201094.8441,43237027.6452,43218676.9475,-267582.9394,43227240.0217,-3423.4804,-4116.5919,2913.6645,-625.4734,2399.4386,1497.6888,-2639.3404,-3242.1760,5255.4562,39.9064,2910.7094,251.9009,4120.4344,-2094.3331,4732.9703,-6308.5965,-865.3004,-3810.0675,2618.7220,1098.6236,-265239.6299,-254365.9079,-268734.3111,-264893.2322,-257577.3250,-260448.1806,-266415.4289,-265365.6067,289323123.3321,289306383.2527,289309525.6374,289311869.7779,-265176.3022,289308560.7237,382.8717,5504.3377,-4531.2761,5273.9902,3450.3307,1025.5878,2931.7889,4635.9919,-4286.4993,2504.3575,3032.4023,-3452.1160,-844.1759,-5432.5143,-1817.6677,1847.1201,-2601.7539,5644.0838,3256.7437,5503.0835,-7765.2849,-14607.3855,-8746.0301,-10673.0689,-5364.7108,-12299.1984,-19886.1017,-11846.3245,-98479421.2154,-98446457.4183,-98453462.5008,-98468315.7761,-11082.3369,-98467423.6873,
900.000,-5362.4392,-647.9355,5612.3823,-5132.1768,6434.9009,-5614.9477,5316.0166,2253.8032,1044.0292,-6691.9806,-5194.2374,6549.7329,-4405.4290,-4960.8464,-3159.7138,-2998.1819,-6853.1272,185.5113,6503.4417,4559.5677,-244021.0448,-275186.5656,-257584.2838,-257225.0219,-261702.4621,-262143.0651,-265286.1830,-263706.5542,36910663.6363,36876350.7278,36912224.2690,36893875.8698,-261912.6132,36902751.1393,-3556.0008,-2737.7640,1293.6053,1262.1646,1312.4089,2566.4699,-4041.3556,-4578.5584,4339.0244,1338.8399,4306.3609,-1130.4044,5000.8896,-416.6446,5047.6439,-5151.5356,-254.7273,-1938.8503,1574.9033,-966.9477,-270358.8588,-260225.4894,-274415.2797,-270596.7847,-263124.5182,-266157.6777,-271937.3250,-270787.7042,290200849.1599,290183554.7440,290187734.7184,290189073.4351,-270756.0838,290186279.6459,2573.2552,6329.7810,-3855.8959,4450.4377,1861.8473,2739.8057,1245.6987,4645.7098,-5161.1999,766.4740,1367.7906,-1864.2693,994.1839,-4796.2340,-3413.3260,3437.9705,-530.4986,6568.9694,1635.7817,5076.2434,-7899.0393,-14737.6143,-8838.7999,-10974.0090,-5463.3625,-12130.6041,-20065.7129,-11552.2880,-98476049.2829,-98443263.8973,-98449834.2840,-98465544.0715,-11206.2730,-98464111.8533,
1200.000,-4141.5024,-2167.7814,6339.6202,-5376.7680,6827.1206,-4118.3125,4555.4999,362.4184,2767.3991,-6313.4903,-4426.4798,6477.3943,-3060.9208,-5736.6560,-1351.4042,-3691.0242,-6676.1730,1038.9159,6877.7627,4716.3977,-238211.0815,-269520.5410,-251899.5299,-251625.3466,-255944.7864,-256345.6633,-259491.6908,-257948.7893,30568533.5362,30533901.2216,30569677.5012,30551414.9736,-256125.9611,30560542.6407,-3269.0748,-1135.1429,-420.5772,2993.5212,110.9662,3392.8791,-5007.8412,-5501.2096,3017.2220,2493.0047,5256.7268,-2379.9073,5350.4917,1261.6055,4881.6259,-3471.0328,375.5749,184.4066,391.0998,-2912.4636,-275355.3655,-265965.1019,-279974.1939,-276187.5794,-268551.9008,-271763.0120,-277337.5338,-276090.1887,290940336.3245,290922471.8641,290927686.6286,290928010.6797,-276214.6076,290925756.0859,4487.8848,6479.1684,-2767.9992,3146.6226,64.5860,4137.3469,-582.1661,4152.4535,-5458.3497,-1055.8772,-446.4046,-74.2831,2716.6238,-3643.3868,-4632.9432,4652.8390,1598.8769,6769.5243,-163.7359,4097.8602,-8033.0277,-14867.5345,-8936.0692,-11275.9162,-5564.9128,-11958.0835,-20240.8322,-11233.3450,-98472671.6798,-98440072.1939,-98446216.6143,-98462765.5036,-11330.2010,-98460799.7464,
1500.000,-2501.5872,-3529.0427,6466.0317,-5113.6929,6512.1465,-2178.3444,3311.2513,-1538.6851,4246.9952,-5290.0127,-3208.3856,5755.9456,-1365.1633,-5967.7868,621.7158,-4064.4871,-5798.5378,1685.3833,6559.7251,4442.4060,-232300.3558,-263733.7159,-246102.6949,-245925.6076,-250074.7127,-250426.7448,-253585.9524,-251954.2909,24211704.8884,24176768.1169,24212409.6565,24194315.1792,-250225.5765,24203635.9361,-2571.8453,524.8401,-2071.2945,4404.3541,-1101.1585,3905.1082,-5452.5225,-5915.2211,1430.3354,3405.3379,5680.0850,-3390.0944,5147.0646,2782.5890,4265.0471,-1437.0625,987.9974,2320.2889,-833.8640,-4546.1281,-280227.1046,-271582.1338,-285408.5608,-281663.2663,-273857.0633,-277263.4579,-282613.7471,-281276.4083,291541229.4861,291522779.6988,291529024.9157,291528331.6302,-281549.4488,291526634.7148,5921.8633,5936.4345,-1383.5987,1503.1257,-1739.9417,5056.8981,-2343.8556,3209.5240,-5144.9792,-2762.0449,-2211.8548,1723.7386,4122.3746,-2097.4844,-5342.9540,5359.1506,3552.7061,6223.7976,-1945.4269,2674.0450,-8167.2480,-14997.1414,-9037.8886,-11578.0591,-5669.3388,-11782.5432,-20411.4867,-10921.3196,-98469288.4356,-98436882.2661,-98442609.4957,-98459978.1379,-11454.1209,-98457487.3666,
1800.000,-633.9786,-4585.8760,5971.2699,-4354.3151,5524.0271,-3.1062,1700.7905,-3268.3186,5326.2239,-3722.1140,-1648.9359,4450.5744,508.8275,-5618.4133,2562.3126,-4089.2196,-4314.2389,2058.8553,5584.2742,3749.9153,-226291.5390,-257828.7188,-240196.3145,-240130.2033,-244094.8190,-244388.0320,-247571.6411,-245731.9241,17843206.0077,17807980.2615,17843450.1589,17825604.0913,-244214.1033,17835059.5045,-1524.5527,2076.1639,-3509.4040,5365.4112,-2219.3869,4059.4661,-5344.5862,-5772.3253,-259.5067,4002.6998,5548.6607,-4078.8162,4426.1008,4007.4300,3268.6854,744.1178,1544.3789,4224.3349,-1996.9593,-5710.0245,-284972.0866,-277074.0287,-290715.9393,-287021.4119,-279037.6526,-282658.5577,-287763.7122,-286349.3338,292003239.3260,291984189.3725,291991459.2147,291989752.1432,-286758.2384,291988626.2321,6722.1397,4759.0465,149.1831,-302.6430,-3349.7130,5392.5419,-3839.3814,1918.9221,-4255.8332,-4164.6946,-3735.9877,3334.4608,5047.8457,-324.9180,-5465.8956,5480.0114,5116.4994,4991.6912,-3515.2468,959.4697,-8301.6978,-15126.4305,-9144.3000,-11879.4829,-5776.6187,-11605.2117,-20577.7015,-10647.4571,-98465899.5824,-98433694.0725,-98439012.9188,-98457180.3097,-11578.0326,-98454174.7139,
2100.000,1249.8032,-5217.4969,4895.3969,-3158.8605,3967.3773,2173.8351,-117.5153,-4664.6514,5885.1353,-1766.8758,106.2552,2687.0033,2364.9571,-4709.9125,4273.0204,-3764.2219,-2382.0836,2133.2590,4053.1272,2690.8391,-220187.3404,-251808.2325,-234182.9745,-234243.8328,-238007.7323,-238231.2596,-241451.4726,-239298.2567,11466070.8358,11430572.1163,11465834.0953,11448314.6176,-238094.2344,11457847.4508,-233.2544,3369.8335,-4607.7151,5794.4636,-3146.9463,3843.5513,-4709.7767,-5076.7648,-1884.5665,4241.0187,4889.4794,-4394.6323,3274.8791,4829.0188,1995.6238,2851.1534,2007.2222,5675.1586,-2999.2921,-6295.7721,-289588.3788,-282438.2861,-295893.9413,-292259.4340,-284091.3727,-287948.1345,-292785.2331,-291311.6489,292326142.6860,292306478.1875,292314765.3869,292312053.9422,-291838.6638,292311507.5049,6803.4619,3072.2962,1665.9320,-2075.7975,-4585.0991,5105.6797,-4899.6110,420.4198,-2889.7764,-5110.4393,-4853.1830,4582.9401,5385.5908,1482.7825,-4988.3959,5002.3310,6118.8785,3208.7081,-4702.8699,-859.4317,-8436.3751,-15255.3969,-9255.3367,-12178.9414,-5886.7321,-11427.7453,-20739.4997,-10440.5564,-98462505.1547,-98430507.5727,-98435426.8620,-98454370.5948,-11701.9360,-98450861.7882,
2400.000,2942.0472,-5342.3981,3336.0110,-1631.9217,2005.5906,4118.5713,-1960.2652,-5600.5317,5854.1018,378.3627,1888.7223,638.9518,4004.6582,-3320.5151,5576.2223,-3116.7349,-207.9219,1923.9387,2123.4504,1353.3945,-213990.5064,-245674.9925,-228065.3104,-228271.5013,-231816.1273,-231958.1988,-235228.2040,-232676.8859,5083337.4960,5047582.3095,5082600.7661,5065483.5763,-231868.7112,5075038.0603,1161.0519,4288.4003,-5272.2804,5663.1560,-3802.7150,3276.9881,-3625.4556,-3886.1616,-3287.8910,4107.5872,3779.5646,-4319.9816,1821.5301,5181.4819,570.6659,4670.1236,2341.3114,6500.7383,-3754.0513,-6254.8394,-294074.1062,-287672.4627,-300940.2333,-297374.5097,-289015.9855,-293132.2880,-297676.1709,-296165.8101,292509782.6763,292489489.7311,292498785.6294,292495084.7229,-296788.4699,292495121.6755,6157.0248,1056.4025,3003.7697,-3625.3662,-5308.8057,4229.3048,-5405.1358,-1123.6336,-1199.3430,-5496.2649,-5442.5526,5333.8190,5096.4656,3129.8789,-3962.5254,3978.1679,6450.2441,1071.4548,-5380.0188,-2585.0218,-8571.2775,-15384.0359,-9371.0232,-12474.8093,-5999.6600,-11252.3680,-20896.9028,-10325.1704,-98459105.1893,-98427322.7270,-98431851.2926,-98451547.7811,-11825.8311,-98447548.5896,
