sl_100_5400_20290918 Coordinates.csv
2029/09/18 07:47:00.0000 UTC

Generated: Tue Oct  8 21:45:57 2024,
Start: 2029/09/18 07:47:00.00, Stop: 2029/09/18 09:17:00.00,
TIME_UNITS,STARLINK-4547 - X-Coordinate,STARLINK-6346 - X-Coordinate,STARLINK-4779 - X-Coordinate,STARLINK-2636 - X-Coordinate,STARLINK-31986 - X-Coordinate,STARLINK-5971 - X-Coordinate,STARLINK-30763 - X-Coordinate,STARLINK-5785 - X-Coordinate,STARLINK-3515 - X-Coordinate,STARLINK-31035 - X-Coordinate,STARLINK-11126 [DTC] - X-Coordinate,STARLINK-6377 - X-Coordinate,STARLINK-2122 - X-Coordinate,STARLINK-5018 - X-Coordinate,STARLINK-4019 - X-Coordinate,STARLINK-2439 - X-Coordinate,STARLINK-5297 - X-Coordinate,STARLINK-3806 - X-Coordinate,STARLINK-2436 - X-Coordinate,STARLINK-5630 - X-Coordinate,STARLINK-1660 - X-Coordinate,STARLINK-6283 - X-Coordinate,STARLINK-31361 - X-Coordinate,STARLINK-30136 - X-Coordinate,STARLINK-5154 - X-Coordinate,STARLINK-4199 - X-Coordinate,STARLINK-3106 - X-Coordinate,STARLINK-5718 - X-Coordinate,STARLINK-30268 - X-Coordinate,STARLINK-30362 - X-Coordinate,STARLINK-2159 - X-Coordinate,STARLINK-3104 - X-Coordinate,STARLINK-1661 - X-Coordinate,STARLINK-1480 - X-Coordinate,STARLINK-31771 - X-Coordinate,STARLINK-32126 - X-Coordinate,STARLINK-31686 - X-Coordinate,STARLINK-5698 - X-Coordinate,STARLINK-1364 - X-Coordinate,STARLINK-5942 - X-Coordinate,STARLINK-31185 - X-Coordinate,STARLINK-1973 - X-Coordinate,STARLINK-2750 - X-Coordinate,STARLINK-31903 - X-Coordinate,STARLINK-1222 - X-Coordinate,STARLINK-30911 - X-Coordinate,STARLINK-4785 - X-Coordinate,STARLINK-2633 - X-Coordinate,STARLINK-5754 - X-Coordinate,STARLINK-1780 - X-Coordinate,STARLINK-31890 - X-Coordinate,STARLINK-3715 - X-Coordinate,STARLINK-6368 - X-Coordinate,STARLINK-1458 - X-Coordinate,STARLINK-1606 - X-Coordinate,STARLINK-4631 - X-Coordinate,STARLINK-30917 - X-Coordinate,STARLINK-4334 - X-Coordinate,STARLINK-30131 - X-Coordinate,STARLINK-30989 - X-Coordinate,STARLINK-2569 - X-Coordinate,STARLINK-3336 - X-Coordinate,STARLINK-6168 - X-Coordinate,STARLINK-30506 - X-Coordinate,STARLINK-5516 - X-Coordinate,STARLINK-31671 - X-Coordinate,STARLINK-6199 - X-Coordinate,STARLINK-1832 - X-Coordinate,STARLINK-32021 - X-Coordinate,STARLINK-11109 [DTC] - X-Coordinate,STARLINK-3386 - X-Coordinate,STARLINK-31593 - X-Coordinate,STARLINK-2396 - X-Coordinate,STARLINK-2309 - X-Coordinate,STARLINK-30129 - X-Coordinate,STARLINK-6374 - X-Coordinate,STARLINK-32256 - X-Coordinate,STARLINK-5728 - X-Coordinate,STARLINK-4328 - X-Coordinate,STARLINK-31533 - X-Coordinate,STARLINK-6035 - X-Coordinate,STARLINK-31257 - X-Coordinate,STARLINK-31241 - X-Coordinate,STARLINK-2442 - X-Coordinate,STARLINK-31208 - X-Coordinate,STARLINK-3632 - X-Coordinate,STARLINK-3831 - X-Coordinate,STARLINK-3509 - X-Coordinate,STARLINK-2655 - X-Coordinate,STARLINK-30600 - X-Coordinate,STARLINK-3545 - X-Coordinate,STARLINK-31789 - X-Coordinate,STARLINK-31082 - X-Coordinate,STARLINK-5851 - X-Coordinate,STARLINK-2466 - X-Coordinate,STARLINK-1959 - X-Coordinate,STARLINK-30919 - X-Coordinate,STARLINK-3782 - X-Coordinate,STARLINK-5819 - X-Coordinate,STARLINK-5197 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-4547 - Y-Coordinate,STARLINK-6346 - Y-Coordinate,STARLINK-4779 - Y-Coordinate,STARLINK-2636 - Y-Coordinate,STARLINK-31986 - Y-Coordinate,STARLINK-5971 - Y-Coordinate,STARLINK-30763 - Y-Coordinate,STARLINK-5785 - Y-Coordinate,STARLINK-3515 - Y-Coordinate,STARLINK-31035 - Y-Coordinate,STARLINK-11126 [DTC] - Y-Coordinate,STARLINK-6377 - Y-Coordinate,STARLINK-2122 - Y-Coordinate,STARLINK-5018 - Y-Coordinate,STARLINK-4019 - Y-Coordinate,STARLINK-2439 - Y-Coordinate,STARLINK-5297 - Y-Coordinate,STARLINK-3806 - Y-Coordinate,STARLINK-2436 - Y-Coordinate,STARLINK-5630 - Y-Coordinate,STARLINK-1660 - Y-Coordinate,STARLINK-6283 - Y-Coordinate,STARLINK-31361 - Y-Coordinate,STARLINK-30136 - Y-Coordinate,STARLINK-5154 - Y-Coordinate,STARLINK-4199 - Y-Coordinate,STARLINK-3106 - Y-Coordinate,STARLINK-5718 - Y-Coordinate,STARLINK-30268 - Y-Coordinate,STARLINK-30362 - Y-Coordinate,STARLINK-2159 - Y-Coordinate,STARLINK-3104 - Y-Coordinate,STARLINK-1661 - Y-Coordinate,STARLINK-1480 - Y-Coordinate,STARLINK-31771 - Y-Coordinate,STARLINK-32126 - Y-Coordinate,STARLINK-31686 - Y-Coordinate,STARLINK-5698 - Y-Coordinate,STARLINK-1364 - Y-Coordinate,STARLINK-5942 - Y-Coordinate,STARLINK-31185 - Y-Coordinate,STARLINK-1973 - Y-Coordinate,STARLINK-2750 - Y-Coordinate,STARLINK-31903 - Y-Coordinate,STARLINK-1222 - Y-Coordinate,STARLINK-30911 - Y-Coordinate,STARLINK-4785 - Y-Coordinate,STARLINK-2633 - Y-Coordinate,STARLINK-5754 - Y-Coordinate,STARLINK-1780 - Y-Coordinate,STARLINK-31890 - Y-Coordinate,STARLINK-3715 - Y-Coordinate,STARLINK-6368 - Y-Coordinate,STARLINK-1458 - Y-Coordinate,STARLINK-1606 - Y-Coordinate,STARLINK-4631 - Y-Coordinate,STARLINK-30917 - Y-Coordinate,STARLINK-4334 - Y-Coordinate,STARLINK-30131 - Y-Coordinate,STARLINK-30989 - Y-Coordinate,STARLINK-2569 - Y-Coordinate,STARLINK-3336 - Y-Coordinate,STARLINK-6168 - Y-Coordinate,STARLINK-30506 - Y-Coordinate,STARLINK-5516 - Y-Coordinate,STARLINK-31671 - Y-Coordinate,STARLINK-6199 - Y-Coordinate,STARLINK-1832 - Y-Coordinate,STARLINK-32021 - Y-Coordinate,STARLINK-11109 [DTC] - Y-Coordinate,STARLINK-3386 - Y-Coordinate,STARLINK-31593 - Y-Coordinate,STARLINK-2396 - Y-Coordinate,STARLINK-2309 - Y-Coordinate,STARLINK-30129 - Y-Coordinate,STARLINK-6374 - Y-Coordinate,STARLINK-32256 - Y-Coordinate,STARLINK-5728 - Y-Coordinate,STARLINK-4328 - Y-Coordinate,STARLINK-31533 - Y-Coordinate,STARLINK-6035 - Y-Coordinate,STARLINK-31257 - Y-Coordinate,STARLINK-31241 - Y-Coordinate,STARLINK-2442 - Y-Coordinate,STARLINK-31208 - Y-Coordinate,STARLINK-3632 - Y-Coordinate,STARLINK-3831 - Y-Coordinate,STARLINK-3509 - Y-Coordinate,STARLINK-2655 - Y-Coordinate,STARLINK-30600 - Y-Coordinate,STARLINK-3545 - Y-Coordinate,STARLINK-31789 - Y-Coordinate,STARLINK-31082 - Y-Coordinate,STARLINK-5851 - Y-Coordinate,STARLINK-2466 - Y-Coordinate,STARLINK-1959 - Y-Coordinate,STARLINK-30919 - Y-Coordinate,STARLINK-3782 - Y-Coordinate,STARLINK-5819 - Y-Coordinate,STARLINK-5197 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-4547 - Z-Coordinate,STARLINK-6346 - Z-Coordinate,STARLINK-4779 - Z-Coordinate,STARLINK-2636 - Z-Coordinate,STARLINK-31986 - Z-Coordinate,STARLINK-5971 - Z-Coordinate,STARLINK-30763 - Z-Coordinate,STARLINK-5785 - Z-Coordinate,STARLINK-3515 - Z-Coordinate,STARLINK-31035 - Z-Coordinate,STARLINK-11126 [DTC] - Z-Coordinate,STARLINK-6377 - Z-Coordinate,STARLINK-2122 - Z-Coordinate,STARLINK-5018 - Z-Coordinate,STARLINK-4019 - Z-Coordinate,STARLINK-2439 - Z-Coordinate,STARLINK-5297 - Z-Coordinate,STARLINK-3806 - Z-Coordinate,STARLINK-2436 - Z-Coordinate,STARLINK-5630 - Z-Coordinate,STARLINK-1660 - Z-Coordinate,STARLINK-6283 - Z-Coordinate,STARLINK-31361 - Z-Coordinate,STARLINK-30136 - Z-Coordinate,STARLINK-5154 - Z-Coordinate,STARLINK-4199 - Z-Coordinate,STARLINK-3106 - Z-Coordinate,STARLINK-5718 - Z-Coordinate,STARLINK-30268 - Z-Coordinate,STARLINK-30362 - Z-Coordinate,STARLINK-2159 - Z-Coordinate,STARLINK-3104 - Z-Coordinate,STARLINK-1661 - Z-Coordinate,STARLINK-1480 - Z-Coordinate,STARLINK-31771 - Z-Coordinate,STARLINK-32126 - Z-Coordinate,STARLINK-31686 - Z-Coordinate,STARLINK-5698 - Z-Coordinate,STARLINK-1364 - Z-Coordinate,STARLINK-5942 - Z-Coordinate,STARLINK-31185 - Z-Coordinate,STARLINK-1973 - Z-Coordinate,STARLINK-2750 - Z-Coordinate,STARLINK-31903 - Z-Coordinate,STARLINK-1222 - Z-Coordinate,STARLINK-30911 - Z-Coordinate,STARLINK-4785 - Z-Coordinate,STARLINK-2633 - Z-Coordinate,STARLINK-5754 - Z-Coordinate,STARLINK-1780 - Z-Coordinate,STARLINK-31890 - Z-Coordinate,STARLINK-3715 - Z-Coordinate,STARLINK-6368 - Z-Coordinate,STARLINK-1458 - Z-Coordinate,STARLINK-1606 - Z-Coordinate,STARLINK-4631 - Z-Coordinate,STARLINK-30917 - Z-Coordinate,STARLINK-4334 - Z-Coordinate,STARLINK-30131 - Z-Coordinate,STARLINK-30989 - Z-Coordinate,STARLINK-2569 - Z-Coordinate,STARLINK-3336 - Z-Coordinate,STARLINK-6168 - Z-Coordinate,STARLINK-30506 - Z-Coordinate,STARLINK-5516 - Z-Coordinate,STARLINK-31671 - Z-Coordinate,STARLINK-6199 - Z-Coordinate,STARLINK-1832 - Z-Coordinate,STARLINK-32021 - Z-Coordinate,STARLINK-11109 [DTC] - Z-Coordinate,STARLINK-3386 - Z-Coordinate,STARLINK-31593 - Z-Coordinate,STARLINK-2396 - Z-Coordinate,STARLINK-2309 - Z-Coordinate,STARLINK-30129 - Z-Coordinate,STARLINK-6374 - Z-Coordinate,STARLINK-32256 - Z-Coordinate,STARLINK-5728 - Z-Coordinate,STARLINK-4328 - Z-Coordinate,STARLINK-31533 - Z-Coordinate,STARLINK-6035 - Z-Coordinate,STARLINK-31257 - Z-Coordinate,STARLINK-31241 - Z-Coordinate,STARLINK-2442 - Z-Coordinate,STARLINK-31208 - Z-Coordinate,STARLINK-3632 - Z-Coordinate,STARLINK-3831 - Z-Coordinate,STARLINK-3509 - Z-Coordinate,STARLINK-2655 - Z-Coordinate,STARLINK-30600 - Z-Coordinate,STARLINK-3545 - Z-Coordinate,STARLINK-31789 - Z-Coordinate,STARLINK-31082 - Z-Coordinate,STARLINK-5851 - Z-Coordinate,STARLINK-2466 - Z-Coordinate,STARLINK-1959 - Z-Coordinate,STARLINK-30919 - Z-Coordinate,STARLINK-3782 - Z-Coordinate,STARLINK-5819 - Z-Coordinate,STARLINK-5197 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-2736.0517,-33.6491,-2793.4783,-6490.7227,-2679.8006,5039.3088,2747.8586,5210.9356,2274.5696,-1163.4037,0.0000,-5493.9503,-4074.2154,-425.7942,-1943.2120,-2148.1168,3319.1879,-3833.6892,-1555.7066,2059.1349,4181.6237,4609.8918,680.5800,-5291.0521,-4193.7352,5861.0410,923.8623,4458.2501,-6011.3695,2831.1296,-2796.2117,-4711.9926,3167.7552,242.2269,1955.3735,-3891.5309,5228.2145,-5702.6035,1894.6072,1608.5775,-1119.1635,6366.7271,6462.7525,2177.4222,-5939.8059,4092.4731,5504.6877,1066.5846,6871.0973,-4512.3152,0.0000,99.1111,-4491.1867,-281.8371,4453.2636,-1479.5968,-5032.3499,1677.4352,-3856.4888,-967.1518,4820.9304,-5556.5620,3881.7367,-919.8257,429.7310,4388.1865,6248.6204,1245.0365,-3372.5508,4949.2786,-1590.5351,3065.0381,2808.5770,1518.4034,-3828.0334,6430.4629,-2133.2354,5584.4827,3256.2721,-4995.0053,-4962.0686,-3693.5145,-4852.7002,3551.5703,-3975.4311,6195.7456,4085.3629,-654.7138,-3378.5842,823.7066,-1057.6194,-3549.0914,2139.4811,-6643.3815,-210.3219,-664.4596,3797.5782,2484.3282,-1313.4393,-5213.1456,369554.2296,371554.0053,360733.5880,364064.3151,371585.1809,369247.7932,363321.2067,364714.9376,113982248.8137,114005904.4161,114003566.5464,113998614.0377,364251.8845,113993261.6629,-3092.5657,-6927.9059,4089.4862,-2031.5002,-4281.1433,-375.3915,3420.0327,103.6618,-3447.4020,-5226.2659,0.0000,-179.1328,1506.5632,5894.5207,5003.0247,4372.4982,-2699.3344,4485.0722,6660.8571,-1910.9375,2756.8197,-5118.7134,6666.0323,-2750.2428,1884.8989,-415.5788,2792.7413,-4812.9710,2527.7982,4222.7428,4499.6625,865.2010,2615.4677,-5103.3003,-4715.3297,3133.9383,-593.4404,3551.2017,3757.4725,6734.3582,-5830.5218,-2202.3385,425.1515,5760.7478,-2692.5584,2146.4001,1389.9880,-4412.2645,-244.3585,-718.0008,0.0000,6156.7116,-3391.0194,-5510.8586,-900.3064,5791.4501,1177.6721,312.7565,3847.2453,-5060.5823,-4781.8446,2368.6830,-3545.3816,6567.3327,-6864.0047,-2540.5914,-2861.6621,3915.3159,5350.2024,-1172.7718,-4497.6498,-5151.5105,-5257.9785,-5016.0835,-5306.6755,2609.8625,3957.8553,-3646.0995,184.9419,852.3287,-3256.0488,4893.3813,-4477.7680,5871.2320,3359.3313,-2924.7744,-4475.2299,-6838.2471,5499.7724,-4193.0469,-4016.1755,-5537.2186,-4560.9750,-1336.2545,5825.9407,-4491.5074,5603.3732,4614.7125,4970.3662,-2768.3693,-93035.8671,-83886.2666,-88853.9509,-89646.2293,-85581.5519,-84891.2689,-80769.1185,-82716.4949,199752141.2040,199785174.9554,199758584.3152,199740654.1996,-84289.9062,199739320.8572,5508.4756,-276.1590,4689.3283,1142.8704,4673.2245,4708.0186,-5262.2218,4558.3081,5519.8225,4310.4305,0.0000,4203.7227,-5312.0512,-3538.6709,-4342.1000,4914.2136,5363.4616,3578.1367,-152.4981,-6337.2924,-4700.0096,-710.1430,186.7932,3538.2648,-5117.5722,-3629.7413,-6309.3261,-2199.8379,-2322.0613,-4706.2890,-4108.1323,-5038.7198,5389.2667,-4640.6969,-4534.7557,-4704.6034,-4320.9781,-1694.9873,-5425.2859,-287.7779,-3429.1221,-1395.0710,2171.7065,2980.8531,2231.6427,5069.5455,-3678.5834,-5184.4205,586.2959,-5174.8310,0.0000,-3116.9404,-4050.5470,4135.9927,-4800.1231,-3470.2199,-4623.5117,-6749.9916,-4257.9807,4645.1747,-1386.0733,3332.8822,-4515.2211,-2031.1605,-855.2602,-4581.8024,-524.7228,5431.5211,-2259.0517,4364.6018,-4931.6351,-3289.9403,3499.5868,-4435.2963,-2275.5306,141.1253,-5123.1052,1846.2684,6076.1586,4539.4431,-3591.4719,-3048.2468,-1727.6040,594.3306,-4404.1178,-984.7053,-3297.2283,136.9469,-2095.0297,5353.2566,5499.6066,1307.7191,4693.3878,-1571.3840,3621.0658,5173.5499,-1529.7289,-4471.6819,-4672.4150,-3572.7816,-108095.8960,-110187.2645,-105600.2212,-106643.8261,-102045.1207,-109865.5325,-116355.2601,-108444.8943,-85925839.4856,-85945617.8028,-85948335.0273,-85932524.3474,-107726.2887,-85937317.1347,
300.000,-4174.7774,-1524.3976,-701.3626,-6812.2932,-4468.4745,4631.5666,4559.9305,4672.4847,375.8386,-2861.0828,0.0000,-4776.7223,-2673.3099,954.6860,-691.7760,-46.5901,1483.2539,-1995.0433,-288.4108,1554.3165,4231.7166,3376.1883,1854.5294,-6391.7383,-2540.2112,6308.5176,2889.3514,2764.3475,-5541.1559,4404.0741,-788.3687,-2919.4542,4223.3687,-1538.9391,-193.9547,-3305.2407,4292.4624,-4918.0073,3845.6729,2994.6462,-2906.3170,5981.9586,5663.3978,3850.3142,-6683.2060,5451.4687,4759.4305,-698.8257,6611.0910,-5305.9058,0.0000,1472.7287,-4984.9612,-1808.5851,4635.0718,-245.2599,-4056.4926,-438.5834,-2664.0605,-2938.1337,3972.3149,-3999.0717,2619.9267,612.4542,-1107.5374,2907.0867,5420.5247,3207.2084,-2404.6330,5192.3973,-2989.4601,1726.0838,1805.3792,-417.6228,-5200.4648,6710.2804,31.1703,4794.2751,4914.8757,-4125.1575,-3492.8997,-2506.4771,-5400.5954,4485.4899,-2788.8616,5601.4932,2312.1216,-1819.8005,-1809.9381,-1348.5451,-3037.5075,-4513.5814,97.7999,-5975.3466,1218.0696,-2649.3366,5060.7670,3416.3441,-723.3214,-4916.1074,371490.1802,373082.2380,362374.1504,365724.7614,373358.0080,370904.3900,365110.8988,366635.1828,109595128.2470,109617810.7322,109615809.1528,109611608.2455,365987.7793,109606146.9192,-1466.7008,-6526.1198,4170.2361,-856.3672,-3919.8815,-2484.7783,2485.2155,-1979.9285,-4481.5169,-5506.9913,0.0000,1802.4435,3176.4191,6530.1639,6179.2189,4237.9304,-3885.3016,4587.2932,6556.3618,-3901.0585,677.5228,-5986.0648,6124.0039,-1334.6152,3256.1268,-1885.3967,3267.7299,-5336.1567,4054.5195,2755.0861,4363.6401,1591.4859,687.9603,-4072.5584,-5016.2211,4876.5823,-2532.1530,4874.5670,2951.7577,6120.8196,-5806.5164,-3368.9509,-934.1337,5416.8869,-1628.8388,729.3622,-357.7423,-5338.7812,-1733.9452,1101.6478,0.0000,5084.9372,-1372.9405,-4279.8195,-2855.5703,6643.3074,3096.1276,1145.6353,5414.4616,-4189.7112,-5661.0837,3252.2983,-5150.4038,6885.2430,-6441.4216,-4128.1673,-4130.0019,2948.6165,6250.3057,-2944.1698,-2901.0750,-6299.1835,-6390.2992,-4409.0308,-4501.2504,1116.8495,4089.5816,-4981.4303,1020.4191,2849.0584,-2824.6056,6134.4417,-2844.1565,5084.9784,5026.2467,-3976.4255,-4634.9302,-6414.3625,5435.9498,-3935.2025,-3111.0071,-4148.2870,-5240.9762,-536.3085,6429.6533,-4693.1338,4745.9185,2815.3189,6241.8601,-954.9023,-85009.9199,-76215.3352,-81055.9021,-81794.6616,-77865.8649,-77164.2534,-73099.0624,-74935.4550,202194709.2870,202227909.7289,202201166.8771,202183968.3296,-76591.5019,202181808.1875,5274.4283,-1783.6952,5349.5390,-670.9058,3470.5986,4481.2612,-4467.6909,4710.4725,5225.7647,2960.1218,0.0000,4670.1593,-5463.8846,-1968.7740,-2997.5042,5468.2678,5456.3636,4750.1521,-1940.4473,-5514.1454,-5367.9835,836.3793,1990.1831,2338.8653,-5502.5169,-2080.7409,-5424.3254,-3431.7482,-868.5756,-4583.4661,-5028.4881,-6105.8302,5254.6338,-5356.4897,-4628.6838,-3519.2188,-4639.0744,-180.0193,-4862.0255,1250.1461,-2198.1899,415.2703,3699.2821,1635.9351,473.1797,4102.6347,-4795.2170,-4299.8660,-961.7603,-4276.2306,0.0000,-4429.2370,-4620.1338,5093.3297,-3746.7895,-1886.6298,-4695.3309,-6852.7138,-3373.8304,4683.7053,418.1376,4581.9825,-3824.5250,-545.6422,-2309.6205,-4605.0703,1023.1339,5234.3402,-480.0141,3053.1886,-5452.4534,-2018.8904,1927.8465,-5247.1441,-816.5677,-1389.8396,-5452.9834,342.7757,4733.4334,4598.9285,-5287.5861,-1717.9275,-3056.4632,-1219.5424,-3665.9424,831.4592,-4557.7890,-1667.4538,-3638.8901,5441.7648,5347.2715,2712.8774,4464.9458,-3523.2850,2074.8629,4284.3182,-5.5448,-5279.4537,-2959.3826,-4747.3328,-108040.1298,-110050.0330,-105462.5035,-106732.6506,-101920.3893,-109500.6981,-116339.5166,-107921.4839,-85929169.4762,-85949050.5721,-85951819.9324,-85936157.0046,-107639.6332,-85940550.6476,
600.000,-5235.2675,-2884.6271,1473.3919,-6451.8870,-5795.8710,3814.0755,5916.0416,3723.8747,-1526.8639,-4246.5111,0.0000,-3633.3115,-1047.3802,2218.0003,595.9464,2073.6562,-470.3592,62.8153,1029.9860,963.3020,3913.6417,1807.1864,2848.7504,-6878.1336,-665.3506,6136.9775,4537.2326,787.4204,-4536.5147,5578.1521,1326.8733,-850.4625,4885.3899,-3207.9532,-2318.7156,-2422.3620,2955.9946,-3656.3947,5417.6218,4101.4456,-4387.3465,4989.2463,4293.2726,5124.4430,-6753.9971,6276.5061,3548.1665,-2359.1068,5700.1244,-5605.7060,0.0000,2745.6783,-5041.4808,-3202.9875,4329.0345,992.5149,-2728.5925,-2540.5928,-1243.4831,-4644.1202,2726.5986,-2043.4161,1139.1623,2080.2543,-2559.1189,1165.1440,4052.1514,4858.7828,-1179.7266,4895.9326,-4137.3970,232.0960,644.3116,-2343.3761,-6062.7959,6347.5294,2194.2354,3539.4681,6009.2167,-2873.8868,-1681.3356,-1083.4294,-5425.7350,4979.1021,-1352.9650,4445.5359,287.8984,-2819.1474,-21.9263,-3391.4209,-4735.0096,-5018.7366,-1935.1670,-4716.5329,2500.7966,-4347.7281,5834.3118,4064.2146,-98.5904,-4172.4992,373249.1711,374445.1529,363852.7550,367216.2636,374966.9727,372384.7530,366739.1263,368343.3722,105155694.6427,105177402.6830,105175740.9643,105172206.8008,367560.9732,105166722.9626,263.1475,-5493.4037,3880.2434,412.0948,-3201.4413,-4354.4318,1346.5528,-3885.2714,-5115.9633,-5255.4062,0.0000,3632.4518,4565.5913,6515.4383,6745.7910,3743.9757,-4729.5565,4281.0291,5783.8632,-5501.5124,-1481.4572,-6275.3491,4909.0006,187.9770,4351.6654,-3146.2740,3479.6454,-5369.8996,5179.9646,1054.6764,3807.3368,2235.2521,-1279.9567,-2680.1164,-4853.9167,6117.3797,-4237.1687,5722.7712,1901.0087,4909.4298,-5215.6332,-4198.6980,-2237.1415,4538.8721,-406.7992,-719.7046,-2107.5382,-5763.3219,-3062.2801,2778.9131,0.0000,3524.4421,778.6711,-2651.4320,-4464.9338,6835.9743,4736.8370,1766.6101,6458.9167,-2955.7452,-5982.7489,3862.4093,-6267.8021,6536.6975,-5399.2180,-5329.1757,-4999.1062,1731.5234,6466.8193,-4371.0902,-1043.2917,-6810.4072,-6885.1640,-3405.6273,-3264.5721,-496.2744,3860.3182,-5829.1673,1806.3408,4572.5474,-2022.6991,6755.1872,-906.5769,3778.8562,6189.4939,-4640.9502,-4378.9355,-5337.7847,4830.8256,-3337.4369,-1950.8121,-2304.3424,-5442.7524,362.1893,6388.7839,-4466.9425,3429.2679,746.5456,6880.3315,984.0750,-76940.1299,-68517.9731,-73219.8585,-73897.6993,-70112.7380,-69403.7777,-65391.0143,-67235.2678,204540931.9638,204574276.6340,204547380.0003,204530919.9161,-68857.3121,204527950.1097,4465.8003,-3100.4505,5410.3330,-2411.7862,1888.7642,3770.4635,-3178.6579,4357.6478,4364.7671,1285.2008,0.0000,4634.9042,-5014.8616,-183.9297,-1328.0513,5435.3336,4948.8162,5407.3454,-3512.5269,-4102.3552,-5447.2526,2292.9292,3557.8807,889.4211,-5286.9603,-306.3564,-3967.4520,-4294.6966,678.3981,-3969.9923,-5356.6926,-6527.6408,4520.2377,-5493.2770,-4205.3639,-1945.8889,-4434.3642,1354.2593,-3764.4942,2653.8804,-723.9432,2180.0380,4813.1826,108.9729,-1336.8239,2683.5958,-5361.5907,-2947.4659,-2405.4568,-2914.8396,0.0000,-5262.1395,-4696.4726,5497.9193,-2233.1372,-99.1188,-4266.0259,-6234.9646,-2125.8385,4222.9152,2177.4460,5334.0248,-2724.3707,998.2715,-3516.6858,-4114.9424,2459.4045,4448.3034,1355.5421,1380.9352,-5373.5060,-522.5007,148.0681,-5482.8037,730.0822,-2772.6402,-5171.0834,-1197.6232,2877.9236,4138.8972,-6420.7671,-196.6305,-4042.9341,-2900.3750,-2515.7986,2558.0303,-5324.4763,-3288.6677,-4768.4906,4928.5456,4614.2714,3797.3081,3749.7853,-5102.4104,299.9398,2927.7551,1519.2092,-5513.3453,-931.5195,-5407.8368,-107984.1235,-109910.2142,-105328.8642,-106824.1084,-101798.6149,-109130.2523,-116319.1073,-107376.7475,-85932504.5217,-85952482.9596,-85955301.7549,-85939832.4111,-107552.9111,-85943784.0694,
