sl_20_86400_20291015 Coordinates.csv
2029/10/15 07:47:00.0000 UTC

Generated: Tue Oct  8 21:46:09 2024,
Start: 2029/10/15 07:47:00.00, Stop: 2029/10/16 07:47:00.00,
TIME_UNITS,STARLINK-30443 - X-Coordinate,STARLINK-2291 - X-Coordinate,STARLINK-31261 - X-Coordinate,STARLINK-30974 - X-Coordinate,STARLINK-11228 [DTC] - X-Coordinate,STARLINK-11107 [DTC] - X-Coordinate,STARLINK-3907 - X-Coordinate,STARLINK-31724 - X-Coordinate,STARLINK-31511 - X-Coordinate,STARLINK-5187 - X-Coordinate,STARLINK-31621 - X-Coordinate,STARLINK-3989 - X-Coordinate,STARLINK-6185 - X-Coordinate,STARLINK-1655 - X-Coordinate,STARLINK-31098 - X-Coordinate,STARLINK-32255 - X-Coordinate,STARLINK-1048 - X-Coordinate,STARLINK-1015 - X-Coordinate,STARLINK-31053 - X-Coordinate,STARLINK-31703 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-30443 - Y-Coordinate,STARLINK-2291 - Y-Coordinate,STARLINK-31261 - Y-Coordinate,STARLINK-30974 - Y-Coordinate,STARLINK-11228 [DTC] - Y-Coordinate,STARLINK-11107 [DTC] - Y-Coordinate,STARLINK-3907 - Y-Coordinate,STARLINK-31724 - Y-Coordinate,STARLINK-31511 - Y-Coordinate,STARLINK-5187 - Y-Coordinate,STARLINK-31621 - Y-Coordinate,STARLINK-3989 - Y-Coordinate,STARLINK-6185 - Y-Coordinate,STARLINK-1655 - Y-Coordinate,STARLINK-31098 - Y-Coordinate,STARLINK-32255 - Y-Coordinate,STARLINK-1048 - Y-Coordinate,STARLINK-1015 - Y-Coordinate,STARLINK-31053 - Y-Coordinate,STARLINK-31703 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-30443 - Z-Coordinate,STARLINK-2291 - Z-Coordinate,STARLINK-31261 - Z-Coordinate,STARLINK-30974 - Z-Coordinate,STARLINK-11228 [DTC] - Z-Coordinate,STARLINK-11107 [DTC] - Z-Coordinate,STARLINK-3907 - Z-Coordinate,STARLINK-31724 - Z-Coordinate,STARLINK-31511 - Z-Coordinate,STARLINK-5187 - Z-Coordinate,STARLINK-31621 - Z-Coordinate,STARLINK-3989 - Z-Coordinate,STARLINK-6185 - Z-Coordinate,STARLINK-1655 - Z-Coordinate,STARLINK-31098 - Z-Coordinate,STARLINK-32255 - Z-Coordinate,STARLINK-1048 - Z-Coordinate,STARLINK-1015 - Z-Coordinate,STARLINK-31053 - Z-Coordinate,STARLINK-31703 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
32400.000,4948.8028,4054.2143,-2952.6939,0.0000,3002.5087,-2564.5060,-2318.1234,1853.9141,-4007.4500,-1490.1531,908.9756,3311.4090,3686.3534,-2408.2357,3501.3373,-4544.1952,2656.3551,-1057.5881,-5928.0796,0.0000,-305646.7557,-326483.7722,-317668.0555,-318251.0003,-319394.8346,-318903.4320,-311425.7072,-313784.3195,-224767066.7605,-224791980.6142,-224797985.7069,-224786204.0860,-314802.3098,-224779917.3949,-3975.1291,1905.3958,4590.3613,0.0000,3246.8944,3205.2781,4434.2654,5146.3956,-3107.9570,-5111.4723,-4937.5641,4624.1327,3691.5072,-5545.5739,-5902.1282,2739.2267,-4964.7049,5894.0545,-1864.7437,0.0000,218105.9729,188822.4111,208105.2901,209796.4325,200679.8542,201808.9075,199437.3219,204197.9003,-90004753.1405,-90030577.7740,-90025344.5643,-90026759.7276,202795.5943,-90020619.5687,-2723.7908,5113.5906,-4121.0654,0.0000,-5106.6118,-5385.0314,4724.6064,4055.9422,-4562.0549,4385.6931,4664.7194,4038.7038,-4573.6420,3108.4917,-1008.9323,4253.1498,4002.4086,-3471.4906,2915.8319,0.0000,-98899.7284,-102915.5200,-103420.7895,-97072.6070,-100289.6443,-110644.5152,-104880.0639,-101858.2098,-107590326.1318,-107622349.3546,-107574125.6751,-107591414.8198,-102270.2639,-107589620.2812,
36000.000,-1244.0740,-6532.1777,264.6839,0.0000,-6440.8428,-734.7968,554.7867,-5223.3202,6474.8804,3965.0583,3202.0603,-4097.3592,-6375.9413,4382.5331,-1742.3672,4088.0087,-1315.5070,-613.5828,6676.3197,0.0000,-351880.2590,-364717.4566,-357708.4627,-359654.2969,-361981.1443,-360820.6612,-352565.0941,-356859.1791,-193804114.1957,-193823859.0349,-193833574.2630,-193815703.6406,-356059.3603,-193815947.2641,4929.7356,867.4231,-6768.1405,0.0000,-1386.6684,-6169.2846,-6783.6373,-4315.6634,-136.0492,1514.4990,5368.9624,-854.9197,-1419.7448,4945.6216,5893.1449,-5441.0373,6787.3465,-6852.4552,218.2635,0.0000,135352.2359,100846.9648,123494.0975,124079.1390,115748.1153,116433.7930,114312.4493,115948.8840,-145153672.7853,-145179339.2318,-145182429.2248,-145178488.5134,117577.8535,-145170150.7133,4662.5393,-1708.0445,913.9209,0.0000,1470.5843,2676.5389,-1076.2647,-748.1362,2120.0726,-5450.5325,-2821.8946,-5594.4078,2319.9811,1606.6585,-3216.4923,48.3092,10.7964,-740.8365,1582.5208,0.0000,-97970.9218,-102175.0447,-101126.2178,-96973.6609,-97409.0888,-108226.6863,-106691.9926,-101232.3585,-107612731.0522,-107647348.9565,-107602221.5578,-107622580.1599,-101213.3723,-107615147.0305,
39600.000,-2882.1253,5491.1811,2273.6933,0.0000,5772.5242,2754.2794,1161.6773,5865.3574,-5941.5003,-5954.1553,-5469.6706,4874.9484,6762.1767,-4336.0547,-1478.4771,-1285.1847,-638.8268,2217.1853,-4223.9007,0.0000,-376059.2076,-379560.3490,-374939.6492,-377963.5597,-381361.2239,-379758.7347,-371576.7933,-374251.8126,-149612586.6819,-149628253.3295,-149637179.5063,-149616895.3881,-374663.2444,-149623259.6070,-5124.0278,-2636.1686,5730.0115,0.0000,-822.3053,5767.9727,5931.4247,1474.9917,2740.4131,1770.4073,-4008.6408,-2906.8001,-781.1972,-1240.9434,-3978.7372,5089.2504,-5576.2856,4786.7464,2050.6421,0.0000,43086.3749,5917.6544,30602.4538,30408.5782,22730.6160,23072.4529,21700.7323,26320.4271,-190407034.7581,-190430645.5958,-190442745.2337,-190427815.5379,24605.8852,-190423603.1131,-3627.3663,-3040.2980,2944.9096,0.0000,3393.1856,2226.2469,-3310.4560,-3145.9471,1912.1818,3001.5494,-1016.8042,4050.9016,1320.3768,-5096.7604,5473.1478,-4338.7756,-4040.0187,4469.0781,-5017.5321,0.0000,-97065.3745,-101416.3883,-98845.8923,-97297.3919,-95152.7427,-105083.9944,-107587.7843,-100312.5817,-107635265.2472,-107671881.5645,-107630746.8268,-107650888.9328,-100147.3697,-107640646.5903,
43200.000,5534.6279,-1288.7480,-4551.5486,0.0000,-1815.1875,-3848.9590,-3309.0095,-4212.8747,2371.6260,5798.8301,5433.2101,-4850.7586,-4623.4052,3436.7710,5034.3848,-3105.9147,3394.6034,-4173.7966,400.5952,0.0000,-376293.0603,-370011.4172,-368122.1339,-371592.0679,-376505.2567,-374050.1403,-366941.4732,-369460.9465,-95205337.7620,-95218684.2733,-95222557.8377,-95206803.3098,-369356.9431,-95214984.0552,4120.7116,3897.8880,-2077.8982,0.0000,3642.0598,-1691.8036,-2510.8761,2679.9601,-4532.1262,-3494.6942,636.0014,5013.9344,3047.0549,-3620.8507,1722.9230,-2986.5628,2417.8430,-957.1578,-4701.4590,0.0000,-52868.3536,-89846.8016,-64582.4600,-65368.6888,-72367.9053,-71950.0029,-72929.2941,-71934.1657,-222675698.8260,-222695981.6100,-222715846.3287,-222688862.4560,-70195.6946,-222691834.4508,248.3626,5418.0684,-4662.8697,0.0000,-5392.5738,-5307.0754,5485.5932,4629.6977,-4512.1674,1346.0200,4129.6371,-311.9223,-4179.3199,4611.0290,-4453.0608,5258.2771,5506.9101,-5438.7652,4980.4698,0.0000,-96180.4046,-100637.6382,-96905.3575,-98079.1920,-93397.3740,-101116.4939,-107716.1692,-98532.5937,-107658120.7420,-107695876.2170,-107659571.1326,-107676454.7663,-99072.3651,-107666118.9424,
46800.000,-5884.3128,-3277.5143,5814.5723,0.0000,-2292.4154,4380.1889,5416.8514,1625.7460,2180.9546,-2812.7511,-3912.0470,3000.4535,1120.6154,-2130.4890,-6894.3585,6407.6072,-5906.1352,5712.1954,2534.4455,0.0000,-352223.2039,-336641.4144,-337622.4664,-340178.9607,-347744.3443,-343035.5513,-338691.7716,-340644.8600,-34292724.3235,-34305870.3275,-34301399.8083,-34296681.4214,-340409.7843,-34301718.4375,-1515.7498,-4731.4354,-2039.1281,0.0000,-5703.8666,-3254.8834,-1280.1512,-6086.9774,5301.1128,4024.3451,3586.2317,-5153.0334,-5149.7859,6435.7740,28.2542,827.6179,698.3732,-2475.5117,6194.4719,0.0000,-146331.7602,-180277.5126,-155872.8021,-157889.9596,-163382.3026,-161498.2702,-163672.2119,-159174.8107,-239755867.7014,-239772418.8417,-239797158.2624,-239761848.6619,-160766.5416,-239771182.2540,3270.7339,-3636.9264,2950.9063,0.0000,2784.5350,3995.7676,-4065.9091,-2605.9757,3681.4251,-4858.4781,-4344.4627,-3635.7791,4498.5510,-567.4927,722.7584,-2146.4451,-3529.9044,3011.5338,-1542.1887,0.0000,-95313.8541,-99837.0419,-95536.6830,-99101.9935,-92072.5794,-96526.3249,-107166.7703,-98710.4986,-107681466.9917,-107719246.7653,-107688575.0254,-107699671.5029,-97988.4682,-107691564.0687,
50400.000,4512.5512,5458.0296,-4936.4042,0.0000,4213.2773,-3526.0003,-5868.0113,1077.1702,-5218.8718,-1636.6980,1752.6996,536.7080,2118.3667,-229.7711,5834.4443,-6172.2254,6361.2581,-5386.9419,-3823.7375,0.0000,-305083.4836,-281553.4176,-285397.5668,-287124.6302,-296881.0586,-287743.4758,-288404.7309,-289145.7000,28970390.1140,28955372.9238,28969927.9016,28960277.1604,-289605.2967,28961531.0755,-2278.5927,3947.7049,4639.3427,0.0000,4803.7928,5748.4176,3607.0339,6579.3308,-4388.3428,-4181.2596,-6457.2859,4184.0789,6258.3402,-5543.3252,-1524.5505,1118.8575,-2618.1714,4151.2770,-4866.4450,0.0000,-231169.3521,-259552.1327,-237335.9095,-243101.3430,-244391.3964,-239069.7974,-244703.7751,-242731.7322,-240479613.4735,-240493000.8391,-240518612.0975,-240482403.4071,-241298.2077,-240493954.9938,-4708.7513,-974.3342,906.3270,0.0000,2169.7646,598.1546,-61.4006,-1417.4042,-77.6200,5233.3399,1494.1848,5550.4555,-2113.7447,-3940.7656,3415.4679,-2648.4949,-689.2525,1267.8452,-2984.6609,0.0000,-94463.9477,-99012.8840,-94816.2985,-97430.8793,-91142.9117,-95773.6768,-105982.0902,-95857.9352,-107705439.9059,-107741890.2358,-107717644.4450,-107720990.5779,-96895.7888,-107716981.9509,
54000.000,-2417.2751,-4753.1401,1533.0014,0.0000,-4155.9354,331.4046,3547.5650,-3615.2399,5647.8407,5115.2655,786.4024,-4367.6516,-4150.8234,3572.8724,-2466.2886,2568.3635,-3914.7881,2481.4692,4099.8701,0.0000,-237655.1298,-208244.8222,-214833.7797,-217996.7708,-227118.1719,-216788.2009,-219127.4681,-220727.6112,90268018.5843,90249563.0016,90274035.4016,90252002.2274,-220132.0028,90258770.5403,5664.8685,-710.0983,-5241.1406,0.0000,-520.8174,-4847.3669,-4221.6073,-3798.2679,1280.7355,4043.1079,6374.0675,-3159.5016,-5331.2768,2143.7366,3405.1954,-3277.3020,3546.9317,-4347.3127,856.0393,0.0000,-301702.4341,-322568.4600,-303719.8478,-311190.7978,-310085.7525,-303215.8947,-310704.2472,-305454.1628,-224794771.3364,-224806447.5407,-224828534.6062,-224800433.5983,-306606.9998,-224808263.8630,3112.7068,4809.2656,-4117.4393,0.0000,-5300.8311,-4714.6341,4120.4462,4344.9110,-3602.0035,-2278.6556,2399.4573,-4445.3260,-1565.7576,5367.0316,-5519.1784,5373.4306,4451.4976,-4780.8343,5432.2377,0.0000,-93629.1804,-98163.3847,-94644.5401,-93813.1085,-90597.3391,-98405.0840,-104168.3002,-96983.5171,-107730133.0456,-107763689.4008,-107746665.3717,-107741168.9928,-95794.4372,-107742372.5709,
57600.000,168.6341,2716.6315,2979.7000,0.0000,3242.6529,4066.3961,818.1677,5514.0266,-4075.3987,-5985.6603,-3607.4798,6570.6309,4966.0248,-6151.6425,-1232.7856,1770.7350,-354.0314,1867.6267,-4083.9792,0.0000,-154116.3504,-121379.9689,-130474.2547,-134528.8756,-142869.6785,-133133.4293,-135218.9298,-135732.2840,145417497.4985,145394968.4758,145427195.5937,145401434.0334,-136383.7872,145407466.8911,-6886.8581,-3799.8543,4394.0645,0.0000,-4446.8410,2221.8186,4093.8587,-485.7461,3032.9599,-2676.5675,-3570.3042,2183.3887,2243.5511,1199.8798,-5310.8776,5235.1146,-4264.9159,4021.2968,3626.6453,0.0000,-353098.0683,-365270.8762,-350795.1572,-358382.2335,-356090.9645,-348959.9652,-357224.7316,-353420.5100,-193768726.6216,-193780722.7809,-193795332.3072,-193782098.7161,-352468.1139,-193781737.4752,463.0102,-4954.1317,4296.4367,0.0000,3902.2066,4925.7520,-5485.1535,-3981.4565,4537.7307,-2165.3151,-4612.3922,867.4858,4281.1339,-2649.6736,4273.6230,-3978.3060,-5433.2599,5303.0766,-4167.9674,0.0000,-92808.2175,-97286.6051,-94772.3897,-90879.7963,-90445.5036,-100163.7146,-101697.2856,-93264.4201,-107755591.5630,-107784528.1682,-107775518.3213,-107762188.9474,-94684.5242,-107767735.9104,
61200.000,2295.0302,-694.1898,-6156.9919,0.0000,-1637.6269,-6679.5393,-4815.7741,-5557.6593,1683.0666,4520.2238,5846.3215,-6191.7672,-5011.4948,5653.7923,3552.4662,-4303.1334,4110.5192,-5367.4167,3310.1115,0.0000,-59794.1113,-26488.2971,-37687.0276,-41778.5125,-49470.7335,-40790.3369,-42126.6445,-44234.5397,190654909.5400,190628904.1258,190664945.5945,190646905.5139,-43682.3052,190643936.6273,5320.6886,6650.7825,-2651.2449,0.0000,6499.9597,224.5152,-3726.5486,3900.5530,-6282.9952,-412.6541,-195.2778,-647.1288,1856.4037,-3116.2377,5938.0310,-5249.5595,4685.7814,-3549.4553,-6018.2027,0.0000,-381711.9148,-384908.7325,-375588.9563,-382579.5733,-379214.6033,-372790.7716,-380978.3885,-375166.5887,-149515810.9182,-149530203.5490,-149534706.5750,-149533825.7551,-375889.4723,-149528854.2269,-3760.7983,1255.6657,-1344.6309,0.0000,793.2691,-1088.2180,3211.0621,573.8629,-2052.6287,5191.9345,3572.2124,3151.0969,-4424.1349,-2149.1303,-474.1162,-510.8758,2981.5459,-2548.5869,12.2863,0.0000,-91999.7880,-96380.3443,-94868.2412,-88571.3354,-90716.9724,-101006.9087,-98502.0622,-95073.7273,-107781809.2759,-107804339.3816,-107804072.3050,-107788536.4688,-93566.1607,-107793071.9513,
64800.000,-4731.3713,-1283.0752,6319.8647,0.0000,-1284.1034,5256.6584,6278.1034,2930.1484,994.7988,-2287.7684,-6091.4501,3868.3459,4279.8853,-1768.6316,-4257.4347,4515.2658,-5596.7272,6292.8231,-917.9160,0.0000,39167.3977,70392.3409,57679.0539,54263.7672,47243.9375,54784.5006,53835.6367,52555.2171,222892000.6589,222864373.8580,222899102.7529,222889004.4395,52061.0516,222880201.5289,-1942.1912,-5755.1168,-18.9832,0.0000,-4537.5095,-2182.8393,2587.3393,-5217.7013,6441.1727,4280.4574,3149.9750,-1975.3692,-5118.9617,3927.9006,-4091.0476,2207.3821,-3833.8864,2237.0078,5405.4543,0.0000,-385359.5367,-380210.2631,-376519.8147,-382446.6594,-377562.9666,-372880.4697,-379992.8396,-375932.8035,-95053236.7113,-95071430.6536,-95065356.7071,-95066817.6263,-375307.4778,-95066838.4597,4629.4556,3389.6988,-2611.3066,0.0000,-4837.7760,-3664.6191,1157.6355,3254.3769,-2004.1844,-4916.0430,-25.6134,-5472.0655,1880.6638,5254.7957,-3640.4805,4579.2149,1325.9457,-1813.5486,4124.9003,0.0000,-91202.5462,-95442.0161,-94606.7993,-86764.4906,-91447.1069,-101083.3915,-94482.6938,-90795.3108,-107808729.0673,-107823215.0329,-107832177.9067,-107820269.4727,-92439.4582,-107818380.6755,
68400.000,6244.3840,3648.6129,-3768.1024,0.0000,4751.2608,-768.1383,-4955.3945,1569.0270,-3707.0501,405.6701,3552.5322,-1146.3657,-2397.5962,-3097.0358,4164.4678,-3611.5615,4866.3642,-4720.1972,-2884.1710,0.0000,136200.8688,163104.1262,149626.9863,147369.3045,141845.4447,147620.8090,145464.6050,144442.9340,239927045.8434,239900452.0419,239928641.6668,239920408.3162,144722.1701,239914782.1394,-1496.3597,1859.8569,3308.9876,0.0000,636.7087,4029.6833,115.7647,4761.9713,-3490.4300,-6731.2064,-4671.1698,4963.7087,6256.4281,-4266.3662,168.9781,2631.6539,952.1174,513.0333,-3035.5699,0.0000,-363496.1450,-351461.1259,-353459.6434,-358015.3795,-350472.5229,-348961.4392,-353313.5604,-350094.6209,-34095381.3256,-34117403.5981,-34103009.3220,-34103799.4085,-350691.8409,-34109941.2968,-2545.3480,-5439.8060,4635.7089,0.0000,4744.8863,5376.3022,-4789.1416,-4621.0063,4525.5153,1466.6490,-3548.4799,4759.8911,1783.6818,-4303.6867,5531.5034,-5139.0268,-4820.9302,5024.5086,-5448.3871,0.0000,-90414.8546,-94468.4861,-93756.2880,-85388.8630,-92418.5728,-100482.7766,-89841.6132,-92942.5116,-107836246.5827,-107841568.5269,-107859659.3795,-107851153.7522,-91304.5284,-107843662.0648,
72000.000,-5626.2564,-5525.4681,275.6125,0.0000,-6277.1031,-3521.5947,2338.6596,-5495.1924,5735.5547,1186.6952,805.0522,-822.4710,-773.6853,5812.8559,-3973.5036,2344.1011,-3202.3075,2185.6087,6139.5970,0.0000,224746.6806,245764.4615,232335.3519,231480.5411,230149.6454,231756.9708,226119.1794,228605.2180,240595255.4936,240572118.0153,240590022.3624,240581400.3489,228356.1593,240583039.7843,3823.8772,2237.7877,-5993.7525,0.0000,2402.6003,-5131.7547,-3800.8171,-3187.4850,-646.6062,6150.2081,5001.1618,-6780.3887,-5318.9884,3532.5899,3931.5624,-6153.7348,3118.7192,-4099.2783,628.1557,0.0000,-317290.8210,-300482.8648,-307744.3648,-310815.0960,-301063.9442,-302337.1574,-301699.4699,-304197.8104,29199554.3417,29175288.7759,29193177.2413,29191324.9836,-303552.4207,29183867.5526,-1190.4748,3273.5595,-3281.0260,0.0000,-639.1969,-2668.7451,5237.5887,2458.5671,-3635.4559,2895.8094,4615.8862,-1461.6958,-4386.1778,-10.3433,-4110.4325,1713.0736,5264.8254,-5131.7967,3005.0103,0.0000,-89634.3891,-93455.8407,-92240.5960,-84409.0082,-90695.7686,-99247.5607,-89040.2954,-88477.2545,-107864216.9877,-107860166.7895,-107886306.5655,-107879178.1354,-90161.4834,-107868916.1011,
75600.000,2607.5863,5077.0039,2607.4487,0.0000,3914.4060,5119.4999,-48.5706,6593.8809,-5659.5864,-3142.8884,-4732.3670,2099.9806,4319.2603,-5207.6137,3276.9176,-333.8963,1661.8854,-48.5609,-6604.2379,0.0000,298690.6424,313142.5815,300487.6358,301087.8759,302154.1116,301672.4181,294173.5778,297465.8779,224848438.5714,224829839.1474,224836683.3611,224828844.9248,297579.1234,224836800.1665,-4861.9059,-4308.5579,6300.0616,0.0000,-3745.6877,3808.7930,6512.5690,721.5637,3799.8216,-2893.9545,-4321.3887,6097.9137,3264.5401,-803.8964,-6106.6942,6090.5297,-6262.6304,6611.6262,1148.2983,0.0000,-249588.8893,-230513.0822,-242133.9542,-243818.6611,-234692.6025,-235824.9227,-233518.0215,-236020.6760,90513228.2512,90489293.7966,90504532.0114,90500108.3583,-236847.2903,90496521.6355,4142.8988,1398.4878,-494.9297,0.0000,-4035.5981,-2258.3764,-2254.2645,1560.1251,-23.1147,-5428.2567,-2443.3834,-2676.5652,4324.7106,4292.6473,184.7975,3009.6850,-2416.7204,2031.6569,1480.7101,0.0000,-88857.3205,-92399.0429,-90159.7040,-83813.8962,-87028.3978,-97383.9102,-91621.9291,-90576.1530,-107892464.3462,-107879796.1248,-107911870.1194,-107904465.1815,-89010.4355,-107894142.7662,
79200.000,1630.2230,-1502.0570,-4348.1727,0.0000,1157.3295,-4185.9505,-1607.8771,-4540.6157,2770.5343,5165.9584,6295.5526,-3312.5465,-6655.8831,2685.5068,-1256.8438,-2792.1036,-95.7059,-1487.9483,3790.8894,0.0000,352775.8130,360993.6143,349612.0038,351565.9187,353821.5683,352667.0637,344393.2537,348144.2223,193758468.5989,193743769.9104,193742231.6916,193737669.2609,347915.2201,193747814.9750,5022.4635,4355.4801,-3552.4941,0.0000,4067.1281,297.3012,-6313.1189,2539.2350,-5044.9808,-989.8501,2294.0550,-3078.7484,-1023.5602,-3376.2949,5640.9465,-3008.9474,6625.7310,-6347.4269,-2849.1122,0.0000,-164765.7059,-145995.4894,-160700.2958,-161267.9484,-152917.5185,-153611.9362,-151562.3188,-155733.3147,145661818.6368,145640689.4156,145647733.6170,145641290.0462,-154797.5712,145644446.9486,-4454.5582,-5013.3029,3889.4819,0.0000,5253.3093,5303.8758,-2244.3578,-4407.0236,3647.2962,4460.7821,-1458.7529,5306.9031,-1664.1407,-5263.8467,3823.6945,-5434.3649,-1974.7192,2310.6065,-4973.3349,0.0000,-88076.3657,-91291.3850,-87762.9208,-83613.1678,-84046.3254,-94863.7064,-93331.2581,-86317.5541,-107920793.0135,-107900844.1044,-107936070.5387,-107927408.3108,-87851.4975,-107919342.0421,
82800.000,-5064.8953,-3369.6481,5104.6408,0.0000,-5318.5553,2368.8489,3177.7610,938.0136,1838.0489,-5899.0461,-5202.6931,4768.4639,6525.9455,-161.4773,-2173.4460,5706.8499,-2077.1463,3089.8374,500.2488,0.0000,382950.5500,386329.0658,376411.2209,379436.4847,382768.7007,381168.8449,372975.7057,375781.3545,149444303.3386,149431575.6342,149427046.1432,149427629.0235,376086.5997,149434813.4935,-4290.1281,-3522.8349,-951.4072,0.0000,-3634.2303,-4932.3828,3140.8554,-5512.6263,4762.3203,3528.7660,1099.9012,-750.5472,-1200.6290,6455.3275,-3550.0380,-624.0585,-4168.7873,3307.5908,4645.0432,0.0000,-68489.8560,-52293.9262,-68614.4878,-68394.6555,-60688.3149,-61042.7371,-59741.8659,-61438.5968,190881547.9019,190864789.3967,190860453.8098,190854892.0558,-62620.5980,190864020.9035,1894.2166,4739.0655,-4451.1340,0.0000,-2026.6357,-3989.9144,5233.6933,3886.8845,-4524.6625,-658.5268,4323.9344,-5051.7353,-2019.6167,2129.8717,-5551.0398,3646.7719,5100.3608,-5237.1682,5024.0470,0.0000,-87275.2482,-90123.5672,-85382.0988,-83836.3836,-81689.7588,-91619.9605,-94125.8637,-87987.1435,-107949000.3054,-107923277.2454,-107958646.4934,-107948459.6965,-86684.7824,-107944513.9107,
86400.000,6237.7890,6357.3416,-4607.9100,0.0000,5880.5391,-438.0647,-4835.7798,2266.5733,-5594.0353,4029.1753,2633.1495,-5646.4585,-4011.7258,-1744.0790,5558.7532,-6090.3834,4699.7379,-4833.3746,-3727.7291,0.0000,386595.1555,387607.0670,379037.5575,382503.2125,387357.3229,384904.8422,377788.8998,380801.6041,94927531.7800,94914255.4038,94913238.8768,94918483.5636,380227.4036,94919109.4628,2294.7178,2286.0069,4737.9183,0.0000,1531.9078,6723.9092,1070.7471,6414.5493,-3361.0499,-4305.8604,-4779.7744,3579.5180,3462.1653,-6019.7088,1344.1073,2888.9365,608.7072,710.9307,-5529.6522,0.0000,32544.9699,44650.3240,28179.0597,28994.6034,36034.9219,35596.5666,36514.9896,32596.8568,223085574.2305,223073527.2747,223058148.8220,223058134.3207,33801.7398,223068423.3154,1863.3373,-828.4863,1737.1889,0.0000,-2950.1898,-632.2565,-4794.2146,-423.6004,1962.3154,-3594.8477,-4154.4558,1993.4080,4465.2054,2635.9969,3910.2592,930.3209,-5037.5614,4891.1484,-1643.6945,0.0000,-86407.9340,-88882.0238,-83342.7289,-84518.8738,-79835.4594,-87552.7457,-94154.4657,-84302.7278,-107976889.6233,-107946869.0778,-107979485.4478,-107968384.1583,-85510.4034,-107969658.3540,
