sl_100_86400_20290408 Coordinates.csv
2029/04/08 07:47:00.0000 UTC

Generated: Tue Oct  8 21:47:47 2024,
Start: 2029/04/08 07:47:00.00, Stop: 2029/04/09 07:47:00.00,
TIME_UNITS,STARLINK-3778 - X-Coordinate,STARLINK-2100 - X-Coordinate,STARLINK-31189 - X-Coordinate,STARLINK-1721 - X-Coordinate,STARLINK-5532 - X-Coordinate,STARLINK-5591 - X-Coordinate,STARLINK-3550 - X-Coordinate,STARLINK-4053 - X-Coordinate,STARLINK-3507 - X-Coordinate,STARLINK-1187 - X-Coordinate,STARLINK-31614 - X-Coordinate,STARLINK-30356 - X-Coordinate,STARLINK-3701 - X-Coordinate,STARLINK-5899 - X-Coordinate,STARLINK-3252 - X-Coordinate,STARLINK-31468 - X-Coordinate,STARLINK-5981 - X-Coordinate,STARLINK-4085 - X-Coordinate,STARLINK-31949 - X-Coordinate,STARLINK-2384 - X-Coordinate,STARLINK-2386 - X-Coordinate,STARLINK-31174 - X-Coordinate,STARLINK-3239 - X-Coordinate,STARLINK-1803 - X-Coordinate,STARLINK-1998 - X-Coordinate,STARLINK-5909 - X-Coordinate,STARLINK-30377 - X-Coordinate,STARLINK-31371 - X-Coordinate,STARLINK-32193 - X-Coordinate,STARLINK-31606 - X-Coordinate,STARLINK-5372 - X-Coordinate,STARLINK-1845 - X-Coordinate,STARLINK-5885 - X-Coordinate,STARLINK-31934 - X-Coordinate,STARLINK-1715 - X-Coordinate,STARLINK-30422 - X-Coordinate,STARLINK-2006 - X-Coordinate,STARLINK-3085 - X-Coordinate,STARLINK-4495 - X-Coordinate,STARLINK-3678 - X-Coordinate,STARLINK-31328 - X-Coordinate,STARLINK-31033 - X-Coordinate,STARLINK-11272 [DTC] - X-Coordinate,STARLINK-5800 - X-Coordinate,STARLINK-30452 - X-Coordinate,STARLINK-11208 [DTC] - X-Coordinate,STARLINK-3583 - X-Coordinate,STARLINK-4714 - X-Coordinate,STARLINK-1076 - X-Coordinate,STARLINK-4166 - X-Coordinate,STARLINK-5999 - X-Coordinate,STARLINK-30983 - X-Coordinate,STARLINK-5131 - X-Coordinate,STARLINK-2181 - X-Coordinate,STARLINK-1292 - X-Coordinate,STARLINK-30103 - X-Coordinate,STARLINK-32046 - X-Coordinate,STARLINK-2370 - X-Coordinate,STARLINK-5444 - X-Coordinate,STARLINK-31135 - X-Coordinate,STARLINK-31679 - X-Coordinate,STARLINK-1609 - X-Coordinate,STARLINK-30106 - X-Coordinate,STARLINK-1320 - X-Coordinate,STARLINK-5482 - X-Coordinate,STARLINK-1930 - X-Coordinate,STARLINK-4064 - X-Coordinate,STARLINK-5609 - X-Coordinate,STARLINK-4109 - X-Coordinate,STARLINK-5100 - X-Coordinate,STARLINK-2658 - X-Coordinate,STARLINK-3457 - X-Coordinate,STARLINK-2369 - X-Coordinate,STARLINK-4030 - X-Coordinate,STARLINK-30527 - X-Coordinate,STARLINK-2467 - X-Coordinate,STARLINK-5646 - X-Coordinate,STARLINK-31228 - X-Coordinate,STARLINK-1761 - X-Coordinate,STARLINK-30986 - X-Coordinate,STARLINK-1219 - X-Coordinate,STARLINK-3314 - X-Coordinate,STARLINK-5824 - X-Coordinate,STARLINK-3276 - X-Coordinate,STARLINK-31910 - X-Coordinate,STARLINK-1506 - X-Coordinate,STARLINK-4045 - X-Coordinate,STARLINK-2213 - X-Coordinate,STARLINK-5336 - X-Coordinate,STARLINK-4725 - X-Coordinate,STARLINK-31335 - X-Coordinate,STARLINK-5122 - X-Coordinate,STARLINK-1830 - X-Coordinate,STARLINK-1392 - X-Coordinate,STARLINK-1876 - X-Coordinate,STARLINK-31385 - X-Coordinate,STARLINK-6172 - X-Coordinate,STARLINK-1771 - X-Coordinate,STARLINK-2675 - X-Coordinate,STARLINK-1463 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3778 - Y-Coordinate,STARLINK-2100 - Y-Coordinate,STARLINK-31189 - Y-Coordinate,STARLINK-1721 - Y-Coordinate,STARLINK-5532 - Y-Coordinate,STARLINK-5591 - Y-Coordinate,STARLINK-3550 - Y-Coordinate,STARLINK-4053 - Y-Coordinate,STARLINK-3507 - Y-Coordinate,STARLINK-1187 - Y-Coordinate,STARLINK-31614 - Y-Coordinate,STARLINK-30356 - Y-Coordinate,STARLINK-3701 - Y-Coordinate,STARLINK-5899 - Y-Coordinate,STARLINK-3252 - Y-Coordinate,STARLINK-31468 - Y-Coordinate,STARLINK-5981 - Y-Coordinate,STARLINK-4085 - Y-Coordinate,STARLINK-31949 - Y-Coordinate,STARLINK-2384 - Y-Coordinate,STARLINK-2386 - Y-Coordinate,STARLINK-31174 - Y-Coordinate,STARLINK-3239 - Y-Coordinate,STARLINK-1803 - Y-Coordinate,STARLINK-1998 - Y-Coordinate,STARLINK-5909 - Y-Coordinate,STARLINK-30377 - Y-Coordinate,STARLINK-31371 - Y-Coordinate,STARLINK-32193 - Y-Coordinate,STARLINK-31606 - Y-Coordinate,STARLINK-5372 - Y-Coordinate,STARLINK-1845 - Y-Coordinate,STARLINK-5885 - Y-Coordinate,STARLINK-31934 - Y-Coordinate,STARLINK-1715 - Y-Coordinate,STARLINK-30422 - Y-Coordinate,STARLINK-2006 - Y-Coordinate,STARLINK-3085 - Y-Coordinate,STARLINK-4495 - Y-Coordinate,STARLINK-3678 - Y-Coordinate,STARLINK-31328 - Y-Coordinate,STARLINK-31033 - Y-Coordinate,STARLINK-11272 [DTC] - Y-Coordinate,STARLINK-5800 - Y-Coordinate,STARLINK-30452 - Y-Coordinate,STARLINK-11208 [DTC] - Y-Coordinate,STARLINK-3583 - Y-Coordinate,STARLINK-4714 - Y-Coordinate,STARLINK-1076 - Y-Coordinate,STARLINK-4166 - Y-Coordinate,STARLINK-5999 - Y-Coordinate,STARLINK-30983 - Y-Coordinate,STARLINK-5131 - Y-Coordinate,STARLINK-2181 - Y-Coordinate,STARLINK-1292 - Y-Coordinate,STARLINK-30103 - Y-Coordinate,STARLINK-32046 - Y-Coordinate,STARLINK-2370 - Y-Coordinate,STARLINK-5444 - Y-Coordinate,STARLINK-31135 - Y-Coordinate,STARLINK-31679 - Y-Coordinate,STARLINK-1609 - Y-Coordinate,STARLINK-30106 - Y-Coordinate,STARLINK-1320 - Y-Coordinate,STARLINK-5482 - Y-Coordinate,STARLINK-1930 - Y-Coordinate,STARLINK-4064 - Y-Coordinate,STARLINK-5609 - Y-Coordinate,STARLINK-4109 - Y-Coordinate,STARLINK-5100 - Y-Coordinate,STARLINK-2658 - Y-Coordinate,STARLINK-3457 - Y-Coordinate,STARLINK-2369 - Y-Coordinate,STARLINK-4030 - Y-Coordinate,STARLINK-30527 - Y-Coordinate,STARLINK-2467 - Y-Coordinate,STARLINK-5646 - Y-Coordinate,STARLINK-31228 - Y-Coordinate,STARLINK-1761 - Y-Coordinate,STARLINK-30986 - Y-Coordinate,STARLINK-1219 - Y-Coordinate,STARLINK-3314 - Y-Coordinate,STARLINK-5824 - Y-Coordinate,STARLINK-3276 - Y-Coordinate,STARLINK-31910 - Y-Coordinate,STARLINK-1506 - Y-Coordinate,STARLINK-4045 - Y-Coordinate,STARLINK-2213 - Y-Coordinate,STARLINK-5336 - Y-Coordinate,STARLINK-4725 - Y-Coordinate,STARLINK-31335 - Y-Coordinate,STARLINK-5122 - Y-Coordinate,STARLINK-1830 - Y-Coordinate,STARLINK-1392 - Y-Coordinate,STARLINK-1876 - Y-Coordinate,STARLINK-31385 - Y-Coordinate,STARLINK-6172 - Y-Coordinate,STARLINK-1771 - Y-Coordinate,STARLINK-2675 - Y-Coordinate,STARLINK-1463 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3778 - Z-Coordinate,STARLINK-2100 - Z-Coordinate,STARLINK-31189 - Z-Coordinate,STARLINK-1721 - Z-Coordinate,STARLINK-5532 - Z-Coordinate,STARLINK-5591 - Z-Coordinate,STARLINK-3550 - Z-Coordinate,STARLINK-4053 - Z-Coordinate,STARLINK-3507 - Z-Coordinate,STARLINK-1187 - Z-Coordinate,STARLINK-31614 - Z-Coordinate,STARLINK-30356 - Z-Coordinate,STARLINK-3701 - Z-Coordinate,STARLINK-5899 - Z-Coordinate,STARLINK-3252 - Z-Coordinate,STARLINK-31468 - Z-Coordinate,STARLINK-5981 - Z-Coordinate,STARLINK-4085 - Z-Coordinate,STARLINK-31949 - Z-Coordinate,STARLINK-2384 - Z-Coordinate,STARLINK-2386 - Z-Coordinate,STARLINK-31174 - Z-Coordinate,STARLINK-3239 - Z-Coordinate,STARLINK-1803 - Z-Coordinate,STARLINK-1998 - Z-Coordinate,STARLINK-5909 - Z-Coordinate,STARLINK-30377 - Z-Coordinate,STARLINK-31371 - Z-Coordinate,STARLINK-32193 - Z-Coordinate,STARLINK-31606 - Z-Coordinate,STARLINK-5372 - Z-Coordinate,STARLINK-1845 - Z-Coordinate,STARLINK-5885 - Z-Coordinate,STARLINK-31934 - Z-Coordinate,STARLINK-1715 - Z-Coordinate,STARLINK-30422 - Z-Coordinate,STARLINK-2006 - Z-Coordinate,STARLINK-3085 - Z-Coordinate,STARLINK-4495 - Z-Coordinate,STARLINK-3678 - Z-Coordinate,STARLINK-31328 - Z-Coordinate,STARLINK-31033 - Z-Coordinate,STARLINK-11272 [DTC] - Z-Coordinate,STARLINK-5800 - Z-Coordinate,STARLINK-30452 - Z-Coordinate,STARLINK-11208 [DTC] - Z-Coordinate,STARLINK-3583 - Z-Coordinate,STARLINK-4714 - Z-Coordinate,STARLINK-1076 - Z-Coordinate,STARLINK-4166 - Z-Coordinate,STARLINK-5999 - Z-Coordinate,STARLINK-30983 - Z-Coordinate,STARLINK-5131 - Z-Coordinate,STARLINK-2181 - Z-Coordinate,STARLINK-1292 - Z-Coordinate,STARLINK-30103 - Z-Coordinate,STARLINK-32046 - Z-Coordinate,STARLINK-2370 - Z-Coordinate,STARLINK-5444 - Z-Coordinate,STARLINK-31135 - Z-Coordinate,STARLINK-31679 - Z-Coordinate,STARLINK-1609 - Z-Coordinate,STARLINK-30106 - Z-Coordinate,STARLINK-1320 - Z-Coordinate,STARLINK-5482 - Z-Coordinate,STARLINK-1930 - Z-Coordinate,STARLINK-4064 - Z-Coordinate,STARLINK-5609 - Z-Coordinate,STARLINK-4109 - Z-Coordinate,STARLINK-5100 - Z-Coordinate,STARLINK-2658 - Z-Coordinate,STARLINK-3457 - Z-Coordinate,STARLINK-2369 - Z-Coordinate,STARLINK-4030 - Z-Coordinate,STARLINK-30527 - Z-Coordinate,STARLINK-2467 - Z-Coordinate,STARLINK-5646 - Z-Coordinate,STARLINK-31228 - Z-Coordinate,STARLINK-1761 - Z-Coordinate,STARLINK-30986 - Z-Coordinate,STARLINK-1219 - Z-Coordinate,STARLINK-3314 - Z-Coordinate,STARLINK-5824 - Z-Coordinate,STARLINK-3276 - Z-Coordinate,STARLINK-31910 - Z-Coordinate,STARLINK-1506 - Z-Coordinate,STARLINK-4045 - Z-Coordinate,STARLINK-2213 - Z-Coordinate,STARLINK-5336 - Z-Coordinate,STARLINK-4725 - Z-Coordinate,STARLINK-31335 - Z-Coordinate,STARLINK-5122 - Z-Coordinate,STARLINK-1830 - Z-Coordinate,STARLINK-1392 - Z-Coordinate,STARLINK-1876 - Z-Coordinate,STARLINK-31385 - Z-Coordinate,STARLINK-6172 - Z-Coordinate,STARLINK-1771 - Z-Coordinate,STARLINK-2675 - Z-Coordinate,STARLINK-1463 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-4287.9513,-5072.0115,5000.8771,0.0000,-2444.1191,2094.3025,-1895.7006,1822.7363,-600.0476,6103.2836,-5061.6063,-1671.6798,-5173.3312,2158.5158,-4299.9525,4468.9566,2659.3018,-6044.8745,-4030.1768,5185.8643,-2802.5655,-4834.8546,6754.6096,1474.8469,4556.5900,-5602.6253,-5637.8275,4058.6173,-2433.8836,-359.1185,2910.0333,-4899.6034,-5867.4521,-5019.0279,56.9540,4987.6120,847.6504,4523.8060,-5442.5408,-364.9488,5051.1418,688.7462,4756.3468,-3973.2136,-6307.5888,0.0000,-6213.1309,904.1519,4949.2437,6275.2034,2759.9597,962.5782,1895.2612,-4260.5351,2392.4715,4114.0998,-4169.4120,1195.2551,-6625.1457,-4169.9490,-4959.3535,-633.3543,-2485.0548,-2530.7614,-1466.0256,-4168.2415,-4559.7030,3094.8263,-2994.4640,-5685.4736,-2785.9523,1366.3579,-2068.5315,4795.1399,-2281.9997,4601.7019,-4306.9385,-3318.6656,408.8556,4308.5124,5567.4793,-3590.1417,-5595.9632,3096.9320,-4385.5168,-5246.8140,6027.7860,-4943.6915,2515.0331,3256.3223,6507.9641,-5284.5135,4546.2982,4642.2071,1000.2253,4877.8789,1064.8366,-6669.4469,-4071.9875,-1347.7584,-385105.9789,-393594.9440,-386222.6410,-388744.1859,-394143.0001,-392002.1665,-384794.1318,-386292.4901,66615731.7135,66611104.3040,66615093.8514,66615250.5718,-386963.2578,66610409.4654,-4728.9312,-2964.8553,960.5006,0.0000,-2911.2265,-1282.7101,4587.6822,5912.4531,-6230.7500,1626.7224,-3605.2301,-4958.9461,1249.1417,3222.1733,-4900.7890,-1284.2646,553.3759,546.5632,-5212.5381,-1084.0400,-3317.5982,-1203.4913,1173.3630,3966.3702,-2663.2470,3104.4873,1031.9815,-1070.4085,4869.7639,6510.1043,4924.6261,-4252.7584,-3349.1302,4452.4198,-4296.8566,-3413.0027,6756.5056,2720.4010,3205.7215,6742.3589,4459.2097,5857.3835,-3821.2397,5597.1164,2274.1612,0.0000,-346.5125,-6057.9299,4154.0391,-838.5174,-5100.7097,-5082.4140,4120.2545,328.5314,-3707.6342,4336.2689,-2526.8573,5648.1011,1819.6657,-1556.6845,459.5807,4382.6248,-4422.6027,-3636.1078,-1817.6610,-468.7483,3267.0055,5039.3134,4551.9276,-3923.4273,4262.5814,-4178.6264,-6138.7269,1826.4381,4447.7366,130.2615,4804.0694,-4490.5297,-5499.8306,2699.3326,-1883.0347,4307.1983,-2794.3130,-5541.2732,5218.9979,277.1554,2267.8806,3668.9608,-4680.8458,3451.9040,-426.0192,3011.6269,-3899.3937,748.3506,-3974.8034,3002.0043,-6170.1940,-1575.6811,2986.5945,-5557.8700,35380.9286,19035.2603,42685.5468,42144.1242,35513.4745,35904.1676,33966.3387,38573.4200,-72177121.1795,-72145625.5882,-72164670.9954,-72145924.6222,36872.8678,-72158059.8668,-2636.4150,-3595.1988,-4554.4531,0.0000,-5835.1912,-6509.0241,-4809.6875,3074.4938,2801.1765,2786.5083,2785.0321,4545.1928,3845.4764,5739.2796,2229.5032,-5006.9009,-6387.1856,3295.5969,1793.2310,-4519.0706,5332.5552,4642.5108,-914.5050,-5443.9568,4473.1913,2710.1521,-3764.5342,5376.4887,-4191.4883,2065.4228,-3922.3289,1919.2278,1583.1529,-1045.9892,5305.8738,-3382.9136,690.7370,4519.7231,-2759.9459,1438.6077,1203.1957,3602.0149,-2874.1888,-971.4176,1755.2113,0.0000,2921.0427,3161.1564,-1940.3335,2720.6410,3787.6651,4611.3548,-5222.9547,-5243.0124,5283.6577,-3541.3444,-4735.3341,-3530.0636,498.7457,5049.1749,4628.5335,5241.9825,4693.3357,-5243.3756,-6530.6467,5408.6286,-4053.8506,-3544.7657,-4247.2802,386.6614,-4676.2099,-5329.5953,2391.4571,4572.5207,4657.2055,5113.1977,2552.1391,-3918.3069,-4145.0672,4676.4995,-3591.8520,-4048.7434,-2972.5546,-2726.2046,342.6422,4462.5546,-2502.7601,-3117.0462,-4464.3578,-5029.1427,1849.8797,3252.4560,3404.2559,5031.4558,5413.0180,3725.9165,-2960.3976,650.7469,-4701.8174,-3422.3604,-86331.5221,-88970.4054,-84597.6448,-84822.5288,-80744.3009,-89131.2581,-94965.0995,-86365.7278,4705368.8859,4711559.7149,4682250.7148,4698810.7713,-86439.7435,4700297.3374,
3600.000,4219.6722,6657.2637,-4556.4638,0.0000,5246.0410,728.1027,-2446.2817,-3455.2951,2950.8286,-6723.8180,6581.7576,4964.4417,4787.9093,-4774.8790,5381.8543,-4690.4349,-4763.5157,6425.5509,5640.4934,-2057.7484,6156.9438,5302.5195,-6029.2171,-5167.1774,-4436.8342,2282.3255,2697.4566,-1760.3539,814.6395,-2845.2881,-5658.5326,5645.9568,3706.3792,1343.0904,3754.7797,-3814.3351,-2458.6931,-6153.6942,4695.3034,-1765.8612,-4645.3783,-2608.0190,-92.8852,1702.3240,3525.2608,0.0000,3435.2173,2174.0764,-5666.2362,-3152.7596,-575.6042,2486.4791,-4790.3232,4701.2991,-28.4854,-5052.1605,6733.7415,-3562.2771,4294.8289,3568.7760,3764.1506,-3830.5496,5636.7110,6026.0700,-2856.1773,5159.0716,470.8188,-4904.6301,-1278.2837,5753.3931,-1608.0641,1621.5994,3419.4517,-3537.6337,-1770.1309,-2693.3363,735.4054,5663.7505,3037.9966,-5792.5713,-1805.1318,-608.1248,4979.3089,-1721.3790,1140.8839,6304.7377,-6597.4171,1049.9202,245.4664,-4563.0374,-5639.0615,1434.5512,-486.1550,-6347.8570,3634.9165,-3871.9743,1320.5514,5153.8423,-168.5087,3932.7924,-380630.5571,-386749.0850,-381962.0177,-384158.8257,-391641.5064,-387588.9541,-382835.5867,-384526.4617,83083209.0907,83076416.3636,83083210.2030,83074908.0746,-384239.2089,83076737.1653,1073.0922,1607.1701,3567.5846,0.0000,4061.6776,4716.5897,-3716.6262,-2460.7664,3018.8330,-78.1760,1287.0702,2577.8596,-4227.0790,-4683.3790,3681.1607,4747.2796,-4291.4915,-2341.8854,3156.4139,3736.4135,1681.9096,-3152.4705,540.0815,-1568.2053,5259.9554,-2432.0130,-4356.0522,5155.2081,-6816.7705,-4263.0523,-3915.8125,2276.9217,4616.4366,-5133.5121,5183.8282,5776.5522,-5195.9495,-3241.0355,-4751.8743,-4543.0427,-1222.2555,-6378.1793,4044.8129,-6171.4743,-4064.7236,0.0000,-2452.2922,3588.4355,-2050.7687,2935.9069,6881.5455,5978.4207,-782.3637,-4435.1460,6449.6823,-563.0636,507.9672,-5608.1307,-3087.8165,-3641.0961,-4785.1938,-3283.2175,1901.4916,2440.9959,-1618.1321,-3464.8878,-4126.0494,-1272.8652,-3990.6508,1100.9091,-4074.7401,6215.4666,2877.9310,2532.1603,-5881.0039,3988.3357,-5119.3045,3755.1225,2879.1625,1097.5696,3721.5915,-4108.0241,-975.2508,6477.4151,-5535.2836,-2723.8962,-749.6573,-4081.8669,6637.3178,788.5511,2305.6636,-3931.8591,4138.5164,2039.4315,4485.0307,1401.2104,6767.2086,-733.8065,-4411.0936,5044.3842,-57833.3936,-79914.6584,-56450.1712,-58185.5007,-63353.1047,-62267.8205,-64516.5711,-63352.2120,-52406121.4577,-52378665.4679,-52386545.6572,-52375532.5642,-61632.2691,-52386855.6577,5348.0083,-720.5210,3615.3067,0.0000,2098.1787,5050.0884,5275.4184,-5463.0959,-5414.2109,1566.3309,1185.8056,-4110.9328,1538.1568,-1834.2924,2222.7185,1434.4820,2643.1529,974.5477,2194.2453,5486.7220,-2587.6176,-2906.5133,-3352.3059,4270.9927,-773.9608,-6108.3570,4543.1104,-4124.1965,44.3179,-4543.2922,821.9819,2947.0874,3618.0139,4224.8488,-2405.1105,-59.6887,3705.7223,73.4012,-1702.6681,-4897.5409,-4881.2067,562.4634,5382.0134,-2661.2216,-4378.0692,0.0000,-5436.0590,-5478.4887,-3036.2718,-5387.7068,-625.9214,-2499.1505,4914.4433,1972.6306,-2432.9485,4720.3786,722.4719,-1276.0277,-4420.2236,-4411.2385,-3048.3513,-4668.8509,-3537.5065,2182.5843,6100.7008,-2893.6470,5522.6814,4661.6552,5478.9144,-3687.6010,5332.7298,2529.0739,-5274.7511,-5333.2474,-3014.4079,-4933.2083,-4635.8042,-550.5233,5468.9693,-3619.2209,5492.4720,5517.1796,4699.0478,-1679.3430,-3837.4177,-662.2358,-1915.5170,5448.7047,1987.2367,5121.4491,2971.6485,-5492.8961,-5498.3135,-1757.6331,-3594.3756,-5463.0690,-628.6759,-4512.6651,5287.2712,-1874.6574,-83652.6776,-87909.8157,-82823.8661,-85866.4062,-79122.2126,-84376.0294,-94402.3650,-84959.6917,4709932.2244,4724142.1606,4690773.0870,4710850.8264,-85209.0998,4707852.8729,
7200.000,-3866.9180,-5128.4919,2906.0040,0.0000,-5083.1961,-1694.0800,5841.8274,5102.2485,-5313.2482,4388.0858,-4917.5801,-6830.8941,103.7103,4503.9272,-4474.9085,2782.8379,2874.3095,-3828.3332,-5006.5449,-767.3085,-6618.5599,-3816.7207,2956.0661,6877.0814,2553.7744,2345.4540,516.2868,-211.3807,1168.5423,5683.9729,6144.0061,-3646.0758,51.3421,3401.1767,-5118.1549,1166.0601,4002.5963,4723.9986,-1451.3572,4415.9927,3228.3452,3548.3042,-4727.1567,1703.7698,361.1352,0.0000,-60.1512,-5406.8021,3452.3961,-705.3279,-1694.8919,-4585.1413,6513.7497,-2804.9705,-1650.1892,5330.0093,-5381.9646,4109.9080,-9.8942,-2163.1530,-1478.3612,6507.0233,-6895.4311,-6391.0103,3645.8931,-4247.3627,3458.2367,5808.6470,5133.5416,-4318.0729,5208.6762,-3184.8531,-4787.9733,2194.7597,4445.1582,964.9479,3256.3510,-4976.4664,-6075.2669,5708.2215,-2111.1317,4594.1575,-3606.1408,-881.7250,3212.9882,-4539.0034,4359.2258,3296.1190,-2412.0076,5259.9488,1396.3767,2810.2120,-3804.7922,5345.9213,-5730.2607,2523.0248,-3327.8326,-1936.4019,3665.9528,-4072.8375,-355717.5846,-355391.9657,-353055.6030,-354614.1514,-364218.1492,-355364.3702,-356080.6692,-356906.4555,93851602.4014,93844987.8374,93848409.9431,93838108.7302,-356808.0509,93843990.8802,3330.6729,705.5868,-6179.0700,0.0000,-3837.5201,-6709.3564,2792.7818,-1530.9748,873.3126,-2004.5006,2015.0456,-170.3258,4017.5350,4190.3877,-265.8110,-5362.6027,5731.1990,3392.1222,836.5366,-6063.5138,-26.7862,5550.2473,-2958.5980,-293.7184,-5450.1569,2635.9774,6497.9882,-6822.0742,5371.7461,772.0699,1629.4083,1833.3998,-1797.5216,4263.3294,-3920.8162,-5885.3509,1009.4120,2104.3766,4479.8203,966.1064,-3315.4539,3990.3321,-3540.6858,4838.2122,5396.1362,0.0000,5383.6546,-671.7951,-2120.6067,-5149.8405,-6049.0305,-5080.6116,-1734.7074,5405.2100,-6374.3391,-3182.4628,1542.0330,1948.3958,4256.7453,6381.4324,6582.7413,2019.5172,529.5237,-730.0767,5537.7796,5106.0854,4815.5997,-2520.2156,3305.2528,2708.4153,3701.3484,-5833.5537,1328.4447,-6022.7609,5129.6029,-6658.5414,4689.4320,-822.6147,-305.7957,-3892.3123,-5369.7946,3771.5013,4741.6084,-4683.1339,4042.0334,3758.8291,-1643.7641,4306.9027,-6283.7569,-4013.7766,-3836.8474,4708.7152,-4137.3494,-3425.2849,-3503.1730,-5482.7711,-4720.7227,3862.0061,5302.2732,-355.1658,-148644.1703,-174077.4879,-152111.0136,-157655.7963,-158542.8943,-154847.3300,-159649.5390,-154648.8283,-29033359.5064,-29010612.6004,-29007298.1327,-29009841.4185,-156401.4782,-29014429.4234,-4653.4198,4528.5279,-7.2780,0.0000,2804.3215,-706.3841,-2411.5741,4398.6943,4244.9732,-4949.2759,-4270.4804,1190.3799,-5204.0734,-3200.9448,-5240.1148,3174.1593,2636.1860,-4651.0866,-4577.2995,-3329.6613,-1905.5839,-1053.1124,5498.8855,-314.8394,-3432.3441,5987.6051,-2125.0664,-203.6403,4105.3109,3723.2975,2757.0853,-5404.0509,-6705.9001,-4048.7698,-2279.4858,3444.4866,-5465.1597,-4652.9067,5021.9593,5212.1262,5033.4945,-4398.5573,-3258.7490,4650.6541,4327.0924,0.0000,4272.4356,4221.2338,5382.4040,4521.1151,-2938.2215,-1138.8525,-1538.2412,2925.6935,-2043.6302,-3121.0766,3838.7391,4995.8713,5408.0741,-76.9519,-909.5143,876.7928,151.1753,2374.6402,-2038.9718,-1695.6242,-3567.6991,-2727.3971,-3228.8690,4668.2102,-2632.5798,1863.3982,4790.8186,2490.3301,-842.1299,1469.6094,3936.1049,4577.6376,-3251.5315,266.3284,-3760.5352,-3532.5211,-3533.4223,4990.2517,4456.2277,-3595.2239,5091.0208,-4266.1422,1667.9802,-1999.6323,-5419.8365,4183.5479,3983.3428,-2694.1855,-1061.5468,3202.3038,3807.5564,5350.6692,-2453.8906,5247.0216,-81630.7763,-86815.5534,-81682.1939,-85066.8524,-77914.0684,-82214.3122,-93196.6499,-84474.2133,4714352.8577,4735253.1715,4700833.2659,4721771.4493,-83971.3258,4715400.3664,
