sl_100_86400_20291226 Coordinates.csv
2029/12/26 07:47:00.0000 UTC

Generated: Tue Oct  8 21:49:03 2024,
Start: 2029/12/26 07:47:00.00, Stop: 2029/12/27 07:47:00.00,
TIME_UNITS,STARLINK-31419 - X-Coordinate,STARLINK-4397 - X-Coordinate,STARLINK-30348 - X-Coordinate,STARLINK-32211 - X-Coordinate,STARLINK-3559 - X-Coordinate,STARLINK-11094 [DTC] - X-Coordinate,STARLINK-32084 - X-Coordinate,STARLINK-5286 - X-Coordinate,STARLINK-1337 - X-Coordinate,STARLINK-31575 - X-Coordinate,STARLINK-1039 - X-Coordinate,STARLINK-6182 - X-Coordinate,STARLINK-31701 - X-Coordinate,STARLINK-30525 - X-Coordinate,STARLINK-31907 - X-Coordinate,STARLINK-6119 - X-Coordinate,STARLINK-5344 - X-Coordinate,STARLINK-2385 - X-Coordinate,STARLINK-4198 - X-Coordinate,STARLINK-2310 - X-Coordinate,STARLINK-5376 - X-Coordinate,STARLINK-3200 - X-Coordinate,STARLINK-5707 - X-Coordinate,STARLINK-5970 - X-Coordinate,STARLINK-2467 - X-Coordinate,STARLINK-4784 - X-Coordinate,STARLINK-5121 - X-Coordinate,STARLINK-30310 - X-Coordinate,STARLINK-31305 - X-Coordinate,STARLINK-31176 - X-Coordinate,STARLINK-6367 - X-Coordinate,STARLINK-5684 - X-Coordinate,STARLINK-2213 - X-Coordinate,STARLINK-1412 - X-Coordinate,STARLINK-1678 - X-Coordinate,STARLINK-11080 [DTC] - X-Coordinate,STARLINK-30487 - X-Coordinate,STARLINK-1131 - X-Coordinate,STARLINK-4144 - X-Coordinate,STARLINK-5845 - X-Coordinate,STARLINK-6253 - X-Coordinate,STARLINK-5027 - X-Coordinate,STARLINK-2642 - X-Coordinate,STARLINK-30571 - X-Coordinate,STARLINK-1771 - X-Coordinate,STARLINK-2534 - X-Coordinate,STARLINK-3563 - X-Coordinate,STARLINK-31144 - X-Coordinate,STARLINK-5643 - X-Coordinate,STARLINK-5137 - X-Coordinate,STARLINK-32304 - X-Coordinate,STARLINK-30984 - X-Coordinate,STARLINK-30559 - X-Coordinate,STARLINK-31172 - X-Coordinate,STARLINK-2364 - X-Coordinate,STARLINK-30705 - X-Coordinate,STARLINK-6090 - X-Coordinate,STARLINK-32275 - X-Coordinate,STARLINK-1580 - X-Coordinate,STARLINK-3951 - X-Coordinate,STARLINK-6136 - X-Coordinate,STARLINK-3506 - X-Coordinate,STARLINK-5791 - X-Coordinate,STARLINK-4754 - X-Coordinate,STARLINK-3513 - X-Coordinate,STARLINK-5712 - X-Coordinate,STARLINK-3991 - X-Coordinate,STARLINK-6107 - X-Coordinate,STARLINK-5397 - X-Coordinate,STARLINK-2557 - X-Coordinate,STARLINK-5369 - X-Coordinate,STARLINK-3656 - X-Coordinate,STARLINK-5391 - X-Coordinate,STARLINK-1032 - X-Coordinate,STARLINK-31770 - X-Coordinate,STARLINK-4043 - X-Coordinate,STARLINK-11174 [DTC] - X-Coordinate,STARLINK-30841 - X-Coordinate,STARLINK-4199 - X-Coordinate,STARLINK-30895 - X-Coordinate,STARLINK-4588 - X-Coordinate,STARLINK-32256 - X-Coordinate,STARLINK-30162 - X-Coordinate,STARLINK-4365 - X-Coordinate,STARLINK-1279 - X-Coordinate,STARLINK-4190 - X-Coordinate,STARLINK-3603 - X-Coordinate,STARLINK-1498 - X-Coordinate,STARLINK-5067 - X-Coordinate,STARLINK-11254 [DTC] - X-Coordinate,STARLINK-3671 - X-Coordinate,STARLINK-30564 - X-Coordinate,STARLINK-3564 - X-Coordinate,STARLINK-31459 - X-Coordinate,STARLINK-3251 - X-Coordinate,STARLINK-32028 - X-Coordinate,STARLINK-4128 - X-Coordinate,STARLINK-30148 - X-Coordinate,STARLINK-6075 - X-Coordinate,STARLINK-30512 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31419 - Y-Coordinate,STARLINK-4397 - Y-Coordinate,STARLINK-30348 - Y-Coordinate,STARLINK-32211 - Y-Coordinate,STARLINK-3559 - Y-Coordinate,STARLINK-11094 [DTC] - Y-Coordinate,STARLINK-32084 - Y-Coordinate,STARLINK-5286 - Y-Coordinate,STARLINK-1337 - Y-Coordinate,STARLINK-31575 - Y-Coordinate,STARLINK-1039 - Y-Coordinate,STARLINK-6182 - Y-Coordinate,STARLINK-31701 - Y-Coordinate,STARLINK-30525 - Y-Coordinate,STARLINK-31907 - Y-Coordinate,STARLINK-6119 - Y-Coordinate,STARLINK-5344 - Y-Coordinate,STARLINK-2385 - Y-Coordinate,STARLINK-4198 - Y-Coordinate,STARLINK-2310 - Y-Coordinate,STARLINK-5376 - Y-Coordinate,STARLINK-3200 - Y-Coordinate,STARLINK-5707 - Y-Coordinate,STARLINK-5970 - Y-Coordinate,STARLINK-2467 - Y-Coordinate,STARLINK-4784 - Y-Coordinate,STARLINK-5121 - Y-Coordinate,STARLINK-30310 - Y-Coordinate,STARLINK-31305 - Y-Coordinate,STARLINK-31176 - Y-Coordinate,STARLINK-6367 - Y-Coordinate,STARLINK-5684 - Y-Coordinate,STARLINK-2213 - Y-Coordinate,STARLINK-1412 - Y-Coordinate,STARLINK-1678 - Y-Coordinate,STARLINK-11080 [DTC] - Y-Coordinate,STARLINK-30487 - Y-Coordinate,STARLINK-1131 - Y-Coordinate,STARLINK-4144 - Y-Coordinate,STARLINK-5845 - Y-Coordinate,STARLINK-6253 - Y-Coordinate,STARLINK-5027 - Y-Coordinate,STARLINK-2642 - Y-Coordinate,STARLINK-30571 - Y-Coordinate,STARLINK-1771 - Y-Coordinate,STARLINK-2534 - Y-Coordinate,STARLINK-3563 - Y-Coordinate,STARLINK-31144 - Y-Coordinate,STARLINK-5643 - Y-Coordinate,STARLINK-5137 - Y-Coordinate,STARLINK-32304 - Y-Coordinate,STARLINK-30984 - Y-Coordinate,STARLINK-30559 - Y-Coordinate,STARLINK-31172 - Y-Coordinate,STARLINK-2364 - Y-Coordinate,STARLINK-30705 - Y-Coordinate,STARLINK-6090 - Y-Coordinate,STARLINK-32275 - Y-Coordinate,STARLINK-1580 - Y-Coordinate,STARLINK-3951 - Y-Coordinate,STARLINK-6136 - Y-Coordinate,STARLINK-3506 - Y-Coordinate,STARLINK-5791 - Y-Coordinate,STARLINK-4754 - Y-Coordinate,STARLINK-3513 - Y-Coordinate,STARLINK-5712 - Y-Coordinate,STARLINK-3991 - Y-Coordinate,STARLINK-6107 - Y-Coordinate,STARLINK-5397 - Y-Coordinate,STARLINK-2557 - Y-Coordinate,STARLINK-5369 - Y-Coordinate,STARLINK-3656 - Y-Coordinate,STARLINK-5391 - Y-Coordinate,STARLINK-1032 - Y-Coordinate,STARLINK-31770 - Y-Coordinate,STARLINK-4043 - Y-Coordinate,STARLINK-11174 [DTC] - Y-Coordinate,STARLINK-30841 - Y-Coordinate,STARLINK-4199 - Y-Coordinate,STARLINK-30895 - Y-Coordinate,STARLINK-4588 - Y-Coordinate,STARLINK-32256 - Y-Coordinate,STARLINK-30162 - Y-Coordinate,STARLINK-4365 - Y-Coordinate,STARLINK-1279 - Y-Coordinate,STARLINK-4190 - Y-Coordinate,STARLINK-3603 - Y-Coordinate,STARLINK-1498 - Y-Coordinate,STARLINK-5067 - Y-Coordinate,STARLINK-11254 [DTC] - Y-Coordinate,STARLINK-3671 - Y-Coordinate,STARLINK-30564 - Y-Coordinate,STARLINK-3564 - Y-Coordinate,STARLINK-31459 - Y-Coordinate,STARLINK-3251 - Y-Coordinate,STARLINK-32028 - Y-Coordinate,STARLINK-4128 - Y-Coordinate,STARLINK-30148 - Y-Coordinate,STARLINK-6075 - Y-Coordinate,STARLINK-30512 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31419 - Z-Coordinate,STARLINK-4397 - Z-Coordinate,STARLINK-30348 - Z-Coordinate,STARLINK-32211 - Z-Coordinate,STARLINK-3559 - Z-Coordinate,STARLINK-11094 [DTC] - Z-Coordinate,STARLINK-32084 - Z-Coordinate,STARLINK-5286 - Z-Coordinate,STARLINK-1337 - Z-Coordinate,STARLINK-31575 - Z-Coordinate,STARLINK-1039 - Z-Coordinate,STARLINK-6182 - Z-Coordinate,STARLINK-31701 - Z-Coordinate,STARLINK-30525 - Z-Coordinate,STARLINK-31907 - Z-Coordinate,STARLINK-6119 - Z-Coordinate,STARLINK-5344 - Z-Coordinate,STARLINK-2385 - Z-Coordinate,STARLINK-4198 - Z-Coordinate,STARLINK-2310 - Z-Coordinate,STARLINK-5376 - Z-Coordinate,STARLINK-3200 - Z-Coordinate,STARLINK-5707 - Z-Coordinate,STARLINK-5970 - Z-Coordinate,STARLINK-2467 - Z-Coordinate,STARLINK-4784 - Z-Coordinate,STARLINK-5121 - Z-Coordinate,STARLINK-30310 - Z-Coordinate,STARLINK-31305 - Z-Coordinate,STARLINK-31176 - Z-Coordinate,STARLINK-6367 - Z-Coordinate,STARLINK-5684 - Z-Coordinate,STARLINK-2213 - Z-Coordinate,STARLINK-1412 - Z-Coordinate,STARLINK-1678 - Z-Coordinate,STARLINK-11080 [DTC] - Z-Coordinate,STARLINK-30487 - Z-Coordinate,STARLINK-1131 - Z-Coordinate,STARLINK-4144 - Z-Coordinate,STARLINK-5845 - Z-Coordinate,STARLINK-6253 - Z-Coordinate,STARLINK-5027 - Z-Coordinate,STARLINK-2642 - Z-Coordinate,STARLINK-30571 - Z-Coordinate,STARLINK-1771 - Z-Coordinate,STARLINK-2534 - Z-Coordinate,STARLINK-3563 - Z-Coordinate,STARLINK-31144 - Z-Coordinate,STARLINK-5643 - Z-Coordinate,STARLINK-5137 - Z-Coordinate,STARLINK-32304 - Z-Coordinate,STARLINK-30984 - Z-Coordinate,STARLINK-30559 - Z-Coordinate,STARLINK-31172 - Z-Coordinate,STARLINK-2364 - Z-Coordinate,STARLINK-30705 - Z-Coordinate,STARLINK-6090 - Z-Coordinate,STARLINK-32275 - Z-Coordinate,STARLINK-1580 - Z-Coordinate,STARLINK-3951 - Z-Coordinate,STARLINK-6136 - Z-Coordinate,STARLINK-3506 - Z-Coordinate,STARLINK-5791 - Z-Coordinate,STARLINK-4754 - Z-Coordinate,STARLINK-3513 - Z-Coordinate,STARLINK-5712 - Z-Coordinate,STARLINK-3991 - Z-Coordinate,STARLINK-6107 - Z-Coordinate,STARLINK-5397 - Z-Coordinate,STARLINK-2557 - Z-Coordinate,STARLINK-5369 - Z-Coordinate,STARLINK-3656 - Z-Coordinate,STARLINK-5391 - Z-Coordinate,STARLINK-1032 - Z-Coordinate,STARLINK-31770 - Z-Coordinate,STARLINK-4043 - Z-Coordinate,STARLINK-11174 [DTC] - Z-Coordinate,STARLINK-30841 - Z-Coordinate,STARLINK-4199 - Z-Coordinate,STARLINK-30895 - Z-Coordinate,STARLINK-4588 - Z-Coordinate,STARLINK-32256 - Z-Coordinate,STARLINK-30162 - Z-Coordinate,STARLINK-4365 - Z-Coordinate,STARLINK-1279 - Z-Coordinate,STARLINK-4190 - Z-Coordinate,STARLINK-3603 - Z-Coordinate,STARLINK-1498 - Z-Coordinate,STARLINK-5067 - Z-Coordinate,STARLINK-11254 [DTC] - Z-Coordinate,STARLINK-3671 - Z-Coordinate,STARLINK-30564 - Z-Coordinate,STARLINK-3564 - Z-Coordinate,STARLINK-31459 - Z-Coordinate,STARLINK-3251 - Z-Coordinate,STARLINK-32028 - Z-Coordinate,STARLINK-4128 - Z-Coordinate,STARLINK-30148 - Z-Coordinate,STARLINK-6075 - Z-Coordinate,STARLINK-30512 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,2014.9499,4153.0025,3638.3069,2482.6672,4573.4892,1260.1392,4100.0759,-2309.4641,-4169.7875,3570.2258,6722.2239,5562.2766,0.0000,-6584.5008,-2785.0840,-4924.6768,-3320.6187,-2916.7590,882.5933,1900.9275,6070.9081,-5072.2114,4097.9994,-5155.6433,4363.7275,-3111.1352,898.6999,5037.3443,6205.3318,2890.5601,-3572.0106,4931.4557,6862.7745,169.8175,-5302.9048,4239.4764,3532.8248,516.1287,-4762.4919,5907.3150,5018.1953,3553.3269,-3616.1858,1644.9280,2869.1265,-39.9255,4137.9701,4216.5243,-2854.2231,-4819.3077,6256.5549,1404.7551,4499.7703,0.0000,5325.7833,-4014.4089,-1157.9780,-5442.9391,4135.4160,2277.0722,5075.5166,491.9687,-6357.2401,2540.3074,-3828.5071,2875.2882,-3015.4190,4357.6468,-441.1196,1612.2196,-1492.1139,4445.1686,363.5617,4377.3239,2370.7386,-4019.8781,994.1351,-4449.2393,-3716.4387,4561.9803,-3995.0452,5823.8944,4296.1597,-5495.3300,-5634.0202,2832.5993,6479.9995,0.0000,-2691.9169,-5479.9442,-6739.9326,-4714.2621,4191.8095,-4610.3147,-4630.7284,-5595.5378,3627.0632,3159.4683,285.7756,-5024.8619,-205917.6280,-228157.7647,-219969.7609,-219348.0430,-224119.9674,-224676.1609,-227972.4908,-225320.1468,56600290.1006,56560043.5124,56597792.0519,56586337.2965,-224538.3767,56589532.0747,6502.5643,-3693.8773,4531.5202,4019.7593,-3527.3439,-6526.7707,429.1979,1014.3326,-2830.9601,-5809.4986,-393.4781,-1783.7668,0.0000,2137.8537,-6171.5754,1385.8328,3979.0458,-3641.4179,4218.6005,-3722.7381,-3203.8245,-3855.6190,3018.1166,-4745.8281,2687.0309,-6124.5025,5580.6233,3570.4155,-154.6370,-4384.4658,-4475.5537,3429.3090,127.1050,4669.0659,-2901.3022,-752.4391,4282.7727,-6534.0929,-1213.7668,2096.3976,-4765.4916,-5179.8520,2062.9983,5436.7577,-3028.6812,-6490.9636,1608.1385,2923.3049,-829.3104,820.3405,2560.9261,6472.1960,-5199.7293,0.0000,-2549.3667,1022.1954,6699.0635,-3958.1380,5013.4908,5581.4506,4680.1034,-6057.5843,2518.2337,-3289.1411,2218.9810,-4839.5274,5152.0447,-4726.2887,6217.4086,-3938.8133,-6711.5120,476.3242,-5925.3631,1204.8461,-6216.6690,5607.9176,5411.9944,2621.8483,-2545.3722,3611.5352,-1468.9459,-261.9435,3934.8144,4178.7349,-2563.7335,-5959.8239,1761.0269,0.0000,-97.8865,489.7286,226.3541,-101.9252,-5118.2802,2320.6560,2287.0376,-3862.6228,-3609.1304,4307.4512,5216.8163,1303.4296,-305162.6422,-297159.2788,-309558.5761,-305713.5935,-298608.1200,-301184.0021,-307424.4567,-305368.8991,286072390.5584,286067241.6984,286061482.9438,286052124.9961,-306130.3398,286059466.8848,-430.8511,-4139.9380,-3779.7946,4847.7720,-3783.0806,-998.8665,-5499.7694,6447.1241,-4668.4028,234.5391,-1460.4139,-3742.5955,0.0000,-40.7357,946.6395,4653.4765,-4603.8121,5045.0671,5384.4815,5394.5126,-638.4102,-2622.2840,-4706.9203,-274.8607,4581.2328,630.7672,-3998.1255,-2979.6046,2646.0132,-4515.1122,-3888.1706,3442.3631,-626.1823,5016.5401,-3288.1142,-5184.2016,4043.1119,-1337.6819,4848.5596,-2892.7865,141.0776,2905.3193,-5451.0105,-4015.1583,-5472.9889,-2343.2690,5288.2769,-4481.5937,6231.6645,4874.4725,533.3802,-2109.0255,-670.8489,0.0000,3470.2252,-5402.4999,1260.3300,-1035.1242,-1736.9132,-3371.8228,225.3222,3167.1132,-1087.2323,-5535.1217,5257.1984,4011.6481,3459.9795,-2546.2924,3050.2897,-5326.6926,843.4919,5257.9973,-3600.1001,-5225.2570,-1486.3069,345.7315,-3906.1978,4596.4121,-5234.5472,-3756.1150,5426.7947,-3528.5193,-3644.0908,494.4213,-3069.9672,-1939.9056,-1612.6308,0.0000,-6396.4795,-3781.4366,-1456.6145,-5014.1265,1902.6118,-4448.6395,-4587.3143,-1153.8129,4610.2937,-4428.8914,4566.1885,4666.6048,27753.5576,21806.4887,27116.8199,25618.9507,30516.5133,23066.6235,16179.2385,26310.1204,-99427924.7111,-99447126.1953,-99400743.6830,-99427164.9893,24857.6112,-99416321.9481,
3600.000,-4035.1403,-6438.6199,-5064.0459,-4728.2219,-440.8831,1713.7019,-4378.9316,2619.9248,6692.9912,-542.3267,-5886.2876,-5201.0595,0.0000,4588.2259,4453.6695,4001.4229,710.8678,6107.1324,-4730.8276,2589.7738,-3987.3857,4317.6023,-6265.1677,4049.1225,-3974.1563,3866.3826,-3444.6813,-6658.2249,-5794.1556,1118.6302,6163.7113,-5048.1044,-5634.8109,-3352.6135,4037.3572,-4348.9373,-6296.0842,2400.5666,6682.3344,-6852.8549,-2398.4545,-1666.2465,1852.2334,-4467.0707,744.1863,2340.8796,-6362.0113,-6561.1687,1470.5989,5638.5871,-4920.6552,-3569.2113,-2508.8358,0.0000,-1231.3322,1907.4427,-1141.4316,5538.6708,-4188.9131,-4174.3584,-5688.4818,2578.7774,4798.6252,966.1173,3019.3929,-580.1179,1766.0473,-2579.6734,-1921.5608,1807.2420,3474.3894,-5909.5726,2251.0359,-6331.0395,1251.4980,1575.9478,-3973.9715,1496.6736,6514.1772,-6687.7459,5990.3103,-2411.4588,-5075.1564,5021.8947,4129.8148,327.9389,-4712.2788,0.0000,5143.6538,1330.4106,5965.8275,2536.0381,-2665.3280,1195.1475,688.8149,5758.3228,785.7657,-5383.1345,-3743.6364,3265.4415,-123047.0598,-143700.9814,-137264.0123,-138233.2573,-140508.2724,-140287.1714,-143955.3632,-139998.9592,-19407392.4035,-19446771.4979,-19416259.4843,-19415055.2793,-140551.2918,-19419041.2837,-3884.5498,2302.2454,-749.8298,554.2385,4105.5029,4203.1895,3855.7164,-5106.1499,1259.5402,5841.5738,1989.7740,4556.8198,0.0000,-3875.6166,3144.6981,-4980.3026,-6451.5976,2648.0160,-2104.5088,4867.9411,4740.8599,191.3289,96.2744,3434.8731,1828.7787,3558.4905,-2309.0062,-1393.4920,3092.0290,5449.7657,3057.5502,530.7859,1576.0255,-5764.8280,-991.6028,4858.2120,-2609.2937,3600.3169,-1078.1642,233.0910,5460.6141,6685.9335,-5826.3244,-2639.0721,5527.8216,3799.7755,1120.0960,299.5116,-3790.9377,-3724.8357,360.9271,-3914.0506,5363.6972,0.0000,3936.8216,-5265.9151,-6369.4879,1689.2589,-851.0924,-5421.2186,-2128.9607,3239.6949,-4274.9286,5553.1185,-5742.8533,6825.2831,-6625.5533,6308.2799,-6656.0554,6114.2005,4522.6315,2690.7004,6558.3472,1608.8476,5069.9936,-5196.3415,-1306.9169,-5500.1618,457.7682,-1713.6201,-1756.5033,3298.9707,325.9601,-1338.0050,-968.1409,4545.8414,839.5521,0.0000,-2969.0455,-3988.1963,-1816.2238,-3949.5804,5804.6525,-5525.8233,-4263.9488,2005.0838,4282.6169,-867.9834,-5360.1333,-4667.4295,-346086.6445,-345898.8066,-357193.6001,-353946.8073,-344757.8504,-350198.3850,-353210.8988,-353243.4191,291007139.1964,290994258.4073,291000160.8053,290985482.1539,-352614.8173,290993809.8173,3882.4086,-1085.5491,4660.8762,-4826.4069,5518.0539,4948.0764,3621.8921,-3895.8071,859.3050,3472.8089,-2981.0581,530.0627,0.0000,3433.3172,-4131.3309,-2669.2819,2418.3789,-1745.1578,-4573.7957,-4041.5096,-3029.9781,5351.1029,2951.4902,4573.2190,-5316.6829,-4478.4772,5528.6969,-838.2870,1555.3562,4110.1073,723.2433,-4719.2608,-3647.9524,-1626.9628,5468.6715,1682.9559,-899.3789,5089.5191,-1395.5106,-787.4213,-3519.9783,668.1715,3088.3449,4620.0525,4012.6345,5249.4101,-2464.5388,1786.9152,-5594.5633,-1447.1055,-4660.7250,4487.8122,-3566.3774,0.0000,-5478.7832,3856.6395,2430.3973,-3587.9368,5182.2696,-939.1524,3281.0372,-5471.7715,-2581.4481,4000.4405,-2291.8702,-970.5813,790.2931,-1163.8409,422.8417,2394.4159,-3939.5348,-2365.4524,324.2881,2265.8909,4370.5209,-4280.1445,5282.7636,-3928.5551,2227.0636,512.8982,-2956.6326,5440.0520,4607.0451,4560.3726,5439.4916,5136.7143,4963.7883,0.0000,3572.5241,5172.4824,-2953.4256,5024.6244,2561.2620,3789.0828,5375.2831,-3222.1257,-5350.8078,4278.6062,-2344.0846,-4043.6640,26067.5700,20810.3494,25824.0179,22136.0670,29226.7465,25054.6918,14221.4333,21813.3935,-99387712.3869,-99409236.9464,-99359546.3386,-99387235.1042,23383.1944,-99377513.7686,
7200.000,5159.6883,4038.8380,5691.3938,5475.0006,-3681.4753,-5013.0075,3583.3979,-2878.6436,-5857.2036,-3457.2542,2312.4510,2987.9740,0.0000,-766.7999,-5133.9329,-2175.0580,1552.4086,-6242.9562,6847.7483,-5087.0798,-3.8752,-3105.3493,6433.6016,-2440.6288,3322.7614,-4189.6391,5808.0536,5284.6949,1921.1908,-4212.7247,-6256.8384,4430.3696,2005.7534,4488.1215,-2430.1156,2137.0879,6245.2638,-5217.8125,-5719.2795,5002.1129,-1558.1727,-1052.0952,-152.6032,6466.2602,-3018.3621,-4974.3421,6063.8314,5739.6737,-1250.9705,-4201.0989,1679.1657,5493.4166,-1274.6786,0.0000,-3014.9613,8.3380,3627.1641,-3340.3888,3246.1090,4386.3146,4734.0007,-5617.3522,-1196.1982,-3112.4868,-1430.1574,-1716.0142,544.9537,-463.5696,3697.7463,-3539.1959,-5106.9777,5161.0044,-3928.1268,5829.4106,-5045.5437,2355.5853,5879.4606,1199.4640,-6442.9973,6181.2811,-5792.5448,-1189.9542,4851.2020,-351.1326,-2237.4766,-4305.6294,1801.7011,0.0000,-5790.0784,2559.8440,-2494.5851,-620.5445,-744.5456,1917.2429,2709.3516,-3901.5657,-4475.7936,6407.2689,5519.1911,-1369.0965,-32953.5414,-48917.8157,-45717.8587,-50403.1198,-48052.5263,-46040.9551,-51332.8255,-48150.5842,-94110204.0520,-94146629.6968,-94126606.4607,-94112747.0591,-47602.7874,-94122449.7142,-622.5205,341.2158,-2882.3558,-3898.7825,-4503.1943,0.3515,-5815.8743,6219.0363,639.7073,-3687.5236,-3545.6332,-5495.6954,0.0000,5014.5925,1388.3065,6497.8607,6638.2010,-886.3768,352.2052,-4552.0537,-5041.1997,4129.2363,-2501.4908,186.6359,-5493.3042,831.8963,-929.1084,-1617.4489,-4708.7449,-5366.9822,-636.0241,-4332.5910,-3621.0152,4297.2784,5053.7323,-5482.5369,2.5554,1018.6600,2505.0823,-2648.6620,-4827.6911,-5663.9658,6701.0795,-226.1787,-6178.1265,-188.9404,-2698.2122,-2871.0130,6643.9000,4646.8898,-4239.1115,382.1100,-3948.3913,0.0000,-4986.1695,6772.9889,3667.6939,2360.6163,-4277.9742,2643.2390,-1778.4154,42.0183,4992.9745,-6176.3104,6347.3194,-6137.3949,5159.3095,-5524.6595,4600.1681,-5330.7574,-779.8840,-4112.5652,-4785.7915,-3084.2111,-2338.0471,3473.5547,-2527.4806,6767.5409,1137.7705,-696.9100,3479.0969,-5887.1233,-4223.2440,-888.3136,4866.1197,-2232.4533,-4228.5313,0.0000,3572.3824,5964.2912,3448.7230,6647.9969,-4277.2462,6530.6269,5729.7447,1505.4457,-4562.7165,-2148.9448,4016.8839,6743.3766,-365116.4930,-371970.2043,-382041.8384,-378190.0362,-368574.3380,-379274.8274,-376514.0280,-375986.4616,276089482.9095,276069873.4109,276082591.5414,276070837.3389,-376537.1220,276075296.2061,-4420.9746,5607.5906,-2709.3052,854.3381,-3717.6188,-4482.1661,714.7521,-1035.6806,3514.4317,-4586.6385,5423.1729,2984.9001,0.0000,-4715.3099,4291.5391,-988.9539,1229.1113,-2756.7656,815.6247,-304.0293,4691.9789,-4558.7236,591.7715,-6576.1809,2465.6497,5408.1811,-3649.7264,4042.8443,-4445.4217,-1173.9907,2874.8558,3089.9423,5498.9513,-2920.4671,-3988.8886,3270.9718,-2877.0368,-4063.6196,-2969.8286,3938.8593,4700.7596,-3846.5115,1426.2404,-2546.2738,130.9575,-4782.1178,-1941.6408,2266.2677,1419.3268,-2925.4838,5010.6897,-4240.9826,5513.8219,0.0000,3598.6877,652.4019,-4611.1450,5433.8928,-4055.0163,4620.5398,-4710.7023,3925.2875,4635.0682,5.2659,-2242.7450,-2697.0237,-4561.4182,4119.5701,-3660.1555,2333.6901,4607.3600,-2056.0977,3127.6607,2078.7904,-3944.4391,5478.8613,-2137.4371,797.6029,2186.3447,3029.5353,-1432.3757,-3217.6156,-2416.1159,-6862.6206,-4366.9560,-4878.5478,-5156.0432,0.0000,1357.8149,-1556.2595,5416.5631,-1665.9249,-5350.3413,-236.8660,-2741.1122,5473.0788,2577.7566,-1563.3804,-1285.8359,1206.0561,24354.0547,20175.8850,23874.9522,21605.0382,27537.4201,22761.4027,12884.4502,23537.4637,-99346800.1090,-99371072.5082,-99319700.3524,-99345041.6216,21906.6486,-99338666.1201,
