sl_100_86400_20291031 Coordinates.csv
2029/10/31 07:47:00.0000 UTC

Generated: Tue Oct  8 21:48:34 2024,
Start: 2029/10/31 07:47:00.00, Stop: 2029/11/01 07:47:00.00,
TIME_UNITS,STARLINK-4054 - X-Coordinate,STARLINK-2001 - X-Coordinate,STARLINK-1231 - X-Coordinate,STARLINK-30893 - X-Coordinate,STARLINK-4590 - X-Coordinate,STARLINK-31596 - X-Coordinate,STARLINK-11196 [DTC] - X-Coordinate,STARLINK-4414 - X-Coordinate,STARLINK-1076 - X-Coordinate,STARLINK-4160 - X-Coordinate,STARLINK-5852 - X-Coordinate,STARLINK-31184 - X-Coordinate,STARLINK-2369 - X-Coordinate,STARLINK-11101 [DTC] - X-Coordinate,STARLINK-4206 - X-Coordinate,STARLINK-30845 - X-Coordinate,STARLINK-1189 - X-Coordinate,STARLINK-3129 - X-Coordinate,STARLINK-5969 - X-Coordinate,STARLINK-1582 - X-Coordinate,STARLINK-3908 - X-Coordinate,STARLINK-2751 - X-Coordinate,STARLINK-31877 - X-Coordinate,STARLINK-4708 - X-Coordinate,STARLINK-31260 - X-Coordinate,STARLINK-4275 - X-Coordinate,STARLINK-2474 - X-Coordinate,STARLINK-3140 - X-Coordinate,STARLINK-2530 - X-Coordinate,STARLINK-1234 - X-Coordinate,STARLINK-30257 - X-Coordinate,STARLINK-6096 - X-Coordinate,STARLINK-3726 - X-Coordinate,STARLINK-5132 - X-Coordinate,STARLINK-4550 - X-Coordinate,STARLINK-30855 - X-Coordinate,STARLINK-6104 - X-Coordinate,STARLINK-2131 - X-Coordinate,STARLINK-5533 - X-Coordinate,STARLINK-30375 - X-Coordinate,STARLINK-2150 - X-Coordinate,STARLINK-5744 - X-Coordinate,STARLINK-1538 - X-Coordinate,STARLINK-1276 - X-Coordinate,STARLINK-6338 - X-Coordinate,STARLINK-3250 - X-Coordinate,STARLINK-30392 - X-Coordinate,STARLINK-1629 - X-Coordinate,STARLINK-6174 - X-Coordinate,STARLINK-30785 - X-Coordinate,STARLINK-11228 [DTC] - X-Coordinate,STARLINK-4352 - X-Coordinate,STARLINK-4000 - X-Coordinate,STARLINK-5647 - X-Coordinate,STARLINK-5580 - X-Coordinate,STARLINK-1284 - X-Coordinate,STARLINK-30595 - X-Coordinate,STARLINK-5692 - X-Coordinate,STARLINK-4617 - X-Coordinate,STARLINK-2613 - X-Coordinate,STARLINK-4175 - X-Coordinate,STARLINK-5833 - X-Coordinate,STARLINK-2081 - X-Coordinate,STARLINK-5958 - X-Coordinate,STARLINK-4684 - X-Coordinate,STARLINK-30137 - X-Coordinate,STARLINK-31612 - X-Coordinate,STARLINK-5452 - X-Coordinate,STARLINK-1845 - X-Coordinate,STARLINK-5263 - X-Coordinate,STARLINK-3994 - X-Coordinate,STARLINK-32252 - X-Coordinate,STARLINK-30496 - X-Coordinate,STARLINK-3936 - X-Coordinate,STARLINK-4776 - X-Coordinate,STARLINK-30253 - X-Coordinate,STARLINK-3808 - X-Coordinate,STARLINK-30530 - X-Coordinate,STARLINK-5021 - X-Coordinate,STARLINK-5395 - X-Coordinate,STARLINK-5992 - X-Coordinate,STARLINK-30238 - X-Coordinate,STARLINK-5018 - X-Coordinate,STARLINK-31682 - X-Coordinate,STARLINK-5937 - X-Coordinate,STARLINK-3199 - X-Coordinate,STARLINK-2389 - X-Coordinate,STARLINK-31928 - X-Coordinate,STARLINK-30347 - X-Coordinate,STARLINK-1865 - X-Coordinate,STARLINK-30391 - X-Coordinate,STARLINK-4413 - X-Coordinate,STARLINK-31264 - X-Coordinate,STARLINK-11130 [DTC] - X-Coordinate,STARLINK-4791 - X-Coordinate,STARLINK-31965 - X-Coordinate,STARLINK-4573 - X-Coordinate,STARLINK-6263 - X-Coordinate,STARLINK-31644 - X-Coordinate,STARLINK-5593 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-4054 - Y-Coordinate,STARLINK-2001 - Y-Coordinate,STARLINK-1231 - Y-Coordinate,STARLINK-30893 - Y-Coordinate,STARLINK-4590 - Y-Coordinate,STARLINK-31596 - Y-Coordinate,STARLINK-11196 [DTC] - Y-Coordinate,STARLINK-4414 - Y-Coordinate,STARLINK-1076 - Y-Coordinate,STARLINK-4160 - Y-Coordinate,STARLINK-5852 - Y-Coordinate,STARLINK-31184 - Y-Coordinate,STARLINK-2369 - Y-Coordinate,STARLINK-11101 [DTC] - Y-Coordinate,STARLINK-4206 - Y-Coordinate,STARLINK-30845 - Y-Coordinate,STARLINK-1189 - Y-Coordinate,STARLINK-3129 - Y-Coordinate,STARLINK-5969 - Y-Coordinate,STARLINK-1582 - Y-Coordinate,STARLINK-3908 - Y-Coordinate,STARLINK-2751 - Y-Coordinate,STARLINK-31877 - Y-Coordinate,STARLINK-4708 - Y-Coordinate,STARLINK-31260 - Y-Coordinate,STARLINK-4275 - Y-Coordinate,STARLINK-2474 - Y-Coordinate,STARLINK-3140 - Y-Coordinate,STARLINK-2530 - Y-Coordinate,STARLINK-1234 - Y-Coordinate,STARLINK-30257 - Y-Coordinate,STARLINK-6096 - Y-Coordinate,STARLINK-3726 - Y-Coordinate,STARLINK-5132 - Y-Coordinate,STARLINK-4550 - Y-Coordinate,STARLINK-30855 - Y-Coordinate,STARLINK-6104 - Y-Coordinate,STARLINK-2131 - Y-Coordinate,STARLINK-5533 - Y-Coordinate,STARLINK-30375 - Y-Coordinate,STARLINK-2150 - Y-Coordinate,STARLINK-5744 - Y-Coordinate,STARLINK-1538 - Y-Coordinate,STARLINK-1276 - Y-Coordinate,STARLINK-6338 - Y-Coordinate,STARLINK-3250 - Y-Coordinate,STARLINK-30392 - Y-Coordinate,STARLINK-1629 - Y-Coordinate,STARLINK-6174 - Y-Coordinate,STARLINK-30785 - Y-Coordinate,STARLINK-11228 [DTC] - Y-Coordinate,STARLINK-4352 - Y-Coordinate,STARLINK-4000 - Y-Coordinate,STARLINK-5647 - Y-Coordinate,STARLINK-5580 - Y-Coordinate,STARLINK-1284 - Y-Coordinate,STARLINK-30595 - Y-Coordinate,STARLINK-5692 - Y-Coordinate,STARLINK-4617 - Y-Coordinate,STARLINK-2613 - Y-Coordinate,STARLINK-4175 - Y-Coordinate,STARLINK-5833 - Y-Coordinate,STARLINK-2081 - Y-Coordinate,STARLINK-5958 - Y-Coordinate,STARLINK-4684 - Y-Coordinate,STARLINK-30137 - Y-Coordinate,STARLINK-31612 - Y-Coordinate,STARLINK-5452 - Y-Coordinate,STARLINK-1845 - Y-Coordinate,STARLINK-5263 - Y-Coordinate,STARLINK-3994 - Y-Coordinate,STARLINK-32252 - Y-Coordinate,STARLINK-30496 - Y-Coordinate,STARLINK-3936 - Y-Coordinate,STARLINK-4776 - Y-Coordinate,STARLINK-30253 - Y-Coordinate,STARLINK-3808 - Y-Coordinate,STARLINK-30530 - Y-Coordinate,STARLINK-5021 - Y-Coordinate,STARLINK-5395 - Y-Coordinate,STARLINK-5992 - Y-Coordinate,STARLINK-30238 - Y-Coordinate,STARLINK-5018 - Y-Coordinate,STARLINK-31682 - Y-Coordinate,STARLINK-5937 - Y-Coordinate,STARLINK-3199 - Y-Coordinate,STARLINK-2389 - Y-Coordinate,STARLINK-31928 - Y-Coordinate,STARLINK-30347 - Y-Coordinate,STARLINK-1865 - Y-Coordinate,STARLINK-30391 - Y-Coordinate,STARLINK-4413 - Y-Coordinate,STARLINK-31264 - Y-Coordinate,STARLINK-11130 [DTC] - Y-Coordinate,STARLINK-4791 - Y-Coordinate,STARLINK-31965 - Y-Coordinate,STARLINK-4573 - Y-Coordinate,STARLINK-6263 - Y-Coordinate,STARLINK-31644 - Y-Coordinate,STARLINK-5593 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-4054 - Z-Coordinate,STARLINK-2001 - Z-Coordinate,STARLINK-1231 - Z-Coordinate,STARLINK-30893 - Z-Coordinate,STARLINK-4590 - Z-Coordinate,STARLINK-31596 - Z-Coordinate,STARLINK-11196 [DTC] - Z-Coordinate,STARLINK-4414 - Z-Coordinate,STARLINK-1076 - Z-Coordinate,STARLINK-4160 - Z-Coordinate,STARLINK-5852 - Z-Coordinate,STARLINK-31184 - Z-Coordinate,STARLINK-2369 - Z-Coordinate,STARLINK-11101 [DTC] - Z-Coordinate,STARLINK-4206 - Z-Coordinate,STARLINK-30845 - Z-Coordinate,STARLINK-1189 - Z-Coordinate,STARLINK-3129 - Z-Coordinate,STARLINK-5969 - Z-Coordinate,STARLINK-1582 - Z-Coordinate,STARLINK-3908 - Z-Coordinate,STARLINK-2751 - Z-Coordinate,STARLINK-31877 - Z-Coordinate,STARLINK-4708 - Z-Coordinate,STARLINK-31260 - Z-Coordinate,STARLINK-4275 - Z-Coordinate,STARLINK-2474 - Z-Coordinate,STARLINK-3140 - Z-Coordinate,STARLINK-2530 - Z-Coordinate,STARLINK-1234 - Z-Coordinate,STARLINK-30257 - Z-Coordinate,STARLINK-6096 - Z-Coordinate,STARLINK-3726 - Z-Coordinate,STARLINK-5132 - Z-Coordinate,STARLINK-4550 - Z-Coordinate,STARLINK-30855 - Z-Coordinate,STARLINK-6104 - Z-Coordinate,STARLINK-2131 - Z-Coordinate,STARLINK-5533 - Z-Coordinate,STARLINK-30375 - Z-Coordinate,STARLINK-2150 - Z-Coordinate,STARLINK-5744 - Z-Coordinate,STARLINK-1538 - Z-Coordinate,STARLINK-1276 - Z-Coordinate,STARLINK-6338 - Z-Coordinate,STARLINK-3250 - Z-Coordinate,STARLINK-30392 - Z-Coordinate,STARLINK-1629 - Z-Coordinate,STARLINK-6174 - Z-Coordinate,STARLINK-30785 - Z-Coordinate,STARLINK-11228 [DTC] - Z-Coordinate,STARLINK-4352 - Z-Coordinate,STARLINK-4000 - Z-Coordinate,STARLINK-5647 - Z-Coordinate,STARLINK-5580 - Z-Coordinate,STARLINK-1284 - Z-Coordinate,STARLINK-30595 - Z-Coordinate,STARLINK-5692 - Z-Coordinate,STARLINK-4617 - Z-Coordinate,STARLINK-2613 - Z-Coordinate,STARLINK-4175 - Z-Coordinate,STARLINK-5833 - Z-Coordinate,STARLINK-2081 - Z-Coordinate,STARLINK-5958 - Z-Coordinate,STARLINK-4684 - Z-Coordinate,STARLINK-30137 - Z-Coordinate,STARLINK-31612 - Z-Coordinate,STARLINK-5452 - Z-Coordinate,STARLINK-1845 - Z-Coordinate,STARLINK-5263 - Z-Coordinate,STARLINK-3994 - Z-Coordinate,STARLINK-32252 - Z-Coordinate,STARLINK-30496 - Z-Coordinate,STARLINK-3936 - Z-Coordinate,STARLINK-4776 - Z-Coordinate,STARLINK-30253 - Z-Coordinate,STARLINK-3808 - Z-Coordinate,STARLINK-30530 - Z-Coordinate,STARLINK-5021 - Z-Coordinate,STARLINK-5395 - Z-Coordinate,STARLINK-5992 - Z-Coordinate,STARLINK-30238 - Z-Coordinate,STARLINK-5018 - Z-Coordinate,STARLINK-31682 - Z-Coordinate,STARLINK-5937 - Z-Coordinate,STARLINK-3199 - Z-Coordinate,STARLINK-2389 - Z-Coordinate,STARLINK-31928 - Z-Coordinate,STARLINK-30347 - Z-Coordinate,STARLINK-1865 - Z-Coordinate,STARLINK-30391 - Z-Coordinate,STARLINK-4413 - Z-Coordinate,STARLINK-31264 - Z-Coordinate,STARLINK-11130 [DTC] - Z-Coordinate,STARLINK-4791 - Z-Coordinate,STARLINK-31965 - Z-Coordinate,STARLINK-4573 - Z-Coordinate,STARLINK-6263 - Z-Coordinate,STARLINK-31644 - Z-Coordinate,STARLINK-5593 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-3251.1347,2879.3040,1119.4052,-1004.3124,6450.8675,-441.1605,-2631.6056,1468.8127,-4402.6191,-4620.6047,-6930.4717,-4964.8449,-4709.2606,5787.6903,-5215.6468,5082.0993,285.9335,-6754.7585,5361.2224,5537.1297,4512.7987,-1847.6334,-1613.7640,2341.9167,4708.7541,4458.5554,1835.2785,-1566.1637,4002.3034,-4128.8969,-5036.3435,4781.1896,3636.8587,6449.3507,5062.4060,1686.4322,-829.2698,-1047.5998,1928.2367,3455.1900,5931.0755,1376.0326,4092.2758,960.7035,-202.5415,-39.9875,3453.8655,6403.4281,6643.2017,-6135.1203,-3554.3210,2096.2745,-3173.2932,-3120.4010,3388.8626,-4637.4754,3559.6178,3589.4680,5215.5996,-1703.4848,870.3400,1040.9549,2897.0090,5034.7891,2686.3488,-331.3910,-2561.8600,1259.1161,-4242.1449,2339.0210,-1827.3164,0.0000,-2606.7660,-1427.3805,628.1329,-3042.4365,-4321.6308,-4831.3710,-2663.1403,-5536.0528,-3745.5183,-6015.4133,5230.2355,0.0000,3537.7739,-256.2782,3286.5863,5342.7947,4962.1810,-3588.2031,-1313.4986,-5644.9686,-705.6044,-5283.0471,1972.2029,-3679.0708,-3344.0915,6921.9057,-5046.4236,-627.4870,-347988.1631,-363605.0611,-356245.9944,-353023.9950,-350085.8620,-352378.4452,-359467.7330,-355747.6036,86758473.2026,86750147.2761,86769820.6923,86776139.9540,-356426.5026,86772446.9027,6041.3592,-5905.3379,6724.4197,6672.2123,-1649.1296,-6654.4779,6138.5050,-2100.5572,4893.2887,-3003.1588,397.4949,-296.6087,-1120.9052,-333.5500,256.6776,-1355.9520,-5298.3395,-423.5182,-3952.2546,165.3854,2834.6870,-3806.6573,-5673.0736,4857.2854,-2221.4948,-3091.1696,6107.6565,3861.3924,1303.6384,-479.0305,966.1156,4579.7504,2189.9007,-2087.2267,2603.2584,-6279.0841,-6844.2572,-5084.0741,1998.7707,4064.8786,2906.2402,-5135.8995,-250.5636,5390.2993,5278.0703,6022.1845,5632.2669,-258.9881,1850.5474,-98.6029,5729.5476,103.9634,4642.7827,-4113.6969,-1741.2904,-1785.7885,-5727.0383,-3510.7006,-3738.6670,5189.0064,5251.4432,-2221.3398,-2951.1079,-3499.2512,3168.5646,-5373.9076,6160.6168,5040.7299,-552.9463,6480.7332,3911.8429,0.0000,-5183.6347,-4657.6670,4095.1317,-6205.0917,-4375.0337,-1562.7489,6148.6119,-328.8682,-1584.6831,-3386.5925,-3095.5508,0.0000,4260.6689,6411.1510,-2560.1661,1123.3358,-1690.0038,-4364.5546,-4913.1171,3562.9401,6778.7923,-4060.9185,-3690.6985,4620.7527,-2954.1556,-173.6474,3827.6538,2367.4858,-124634.4127,-102968.6665,-114920.7877,-113241.5400,-105213.3714,-106249.2840,-107159.6118,-109042.4088,234315865.4845,234366203.5743,234350207.8861,234317380.2892,-109182.7599,234324583.7416,-392.9213,-1915.3381,905.1720,177.6697,-1869.7564,1449.0486,-1010.5753,-6441.4021,-1262.1196,4023.8796,133.6767,4584.5300,4917.9202,3374.9501,4485.9745,-4455.8223,-4420.1119,1384.9827,1897.0479,-3992.5267,4382.2763,-5459.4697,-3421.1469,-4336.0721,-4397.1125,-4225.7053,2598.6690,-5504.7972,5482.6030,5474.9665,-4642.1148,-2042.8588,-5236.7588,1365.1284,3892.6551,-2315.2019,596.4281,-4468.4079,6346.0664,-4386.4982,-2016.1477,4427.3754,-5436.3653,-4235.5712,4441.4357,3321.6409,1653.7532,1488.8782,511.3910,3127.8848,-367.8024,6597.3846,-3974.1006,-4606.1988,-5838.4326,-4816.5424,-1056.6462,-4638.9626,2616.9036,4201.0468,-4401.9350,-6514.9166,-5494.8167,3187.8606,-5535.7789,-4413.7110,1449.5015,4521.4549,-5201.5766,234.6898,-5356.1757,0.0000,3863.6745,-4854.6737,5179.1123,253.9246,-3103.5684,4726.7846,-1683.4969,4161.6053,5620.9801,322.9966,-3239.4790,0.0000,-4147.7914,-2573.4968,5455.9914,4041.4417,-4545.6238,-3696.7808,-4703.5331,1890.9555,-904.8399,-878.0295,5370.0507,-3431.7709,-5064.2307,-190.5209,2487.9769,6496.6796,78823.1146,76760.9086,77609.2201,76365.9268,81102.0003,73438.7965,66773.3775,77104.7780,-115090795.3949,-115105725.8648,-115105561.6872,-115098928.1842,75424.8366,-115102882.9202,
3600.000,1008.8117,-1031.0702,-2588.8820,-1528.8865,-5667.1271,3218.0378,-624.5605,-5824.6755,1795.1798,3852.4787,5045.1430,4878.7081,6602.3821,-5904.8364,2292.6016,-4483.1195,2007.2233,6139.7149,-2107.6602,-2479.6396,-6717.3759,5561.6968,4540.8546,-4096.0358,-330.5098,-131.9312,-3396.9213,-2594.7995,-5669.7671,4073.7312,3330.6018,-5145.7940,-6397.8984,-3708.5095,-6787.7787,664.5385,3003.9487,4072.5090,2570.5047,-5440.9609,-6336.4566,1752.5556,-3328.4444,-3290.7239,-3236.4215,-2802.5774,-4601.7496,-4620.5699,-6172.3925,6401.0321,415.4202,-4762.9158,-1105.0778,5648.3978,1032.6531,3700.1801,-1363.0669,79.2433,-6191.1842,-72.0599,-3352.8137,1777.0568,231.1020,-1332.8449,-5640.0107,3545.6103,-96.4684,-3922.8974,5521.0467,-3419.7391,-2677.1602,0.0000,4732.6889,4395.9406,-5424.9421,4525.0718,4167.9709,5790.3429,-170.5265,3997.6349,4639.8405,5838.1773,-4680.1068,0.0000,-6268.6150,-1364.2175,-56.2118,-4015.3799,-4158.4748,4084.6093,4969.3498,5962.3863,-1466.0896,5273.3351,1345.0356,-795.8336,6558.2853,-5443.6582,3734.2649,-2680.5022,-304624.4532,-327320.9963,-319219.8799,-317244.2022,-311310.8648,-315418.7912,-320138.2391,-318538.7118,23125418.9617,23107470.5061,23129642.9984,23143395.3339,-317714.9508,23139737.6306,-5581.1091,6191.4166,-5353.8125,-4769.7703,3052.9431,4162.4236,-4582.9739,2545.0363,-5280.0785,-1597.9999,-665.4292,-4096.2913,-1323.9492,2733.1123,-3633.0474,4885.2141,6580.8428,-1155.2954,4890.9713,3353.8173,-1515.4409,2650.7061,2175.0762,-970.2353,4321.1026,4194.6042,-2715.8452,-4903.0937,2194.9073,-3867.2156,-4729.0545,-1160.4350,965.6306,3258.6849,-1231.5362,6710.2887,4940.6835,1506.3019,1243.9598,-300.4921,-1322.0312,6426.4110,4788.7287,-6077.4049,-5802.0516,-3056.7262,-3996.4564,2666.8230,602.6611,-2502.4911,-4906.6009,-3814.2148,-3988.8479,827.8946,2869.9423,-2491.9758,5686.1985,5993.1734,1572.0209,-6891.3400,-6011.1698,5221.7510,5846.2329,4882.7420,-239.6275,5674.6255,-6341.7285,-5624.0755,-3418.5626,-4532.1744,-4444.5229,0.0000,2029.7906,1136.6800,-1386.6336,4096.7257,413.6613,-2101.4045,-4765.3079,-3430.9998,5026.0137,558.2452,4909.2752,0.0000,-2660.7328,-6522.3258,5570.5177,3467.1137,5081.5521,-583.1446,3819.1134,-1139.5656,-4830.6444,1318.7503,6151.6942,-4974.2856,834.3827,2415.2583,-5219.7068,-4843.0460,-207498.3453,-188614.4374,-200438.7135,-197808.4381,-190558.7017,-193661.1048,-192629.8755,-194961.6816,248815915.9100,248858658.9115,248846289.0796,248826290.9920,-195009.2615,248823781.6738,-3883.0819,-2728.7476,3445.7548,-4529.7353,-2525.8335,-4356.6425,4909.0985,2745.1094,-3720.2462,-5411.5768,-4728.5451,-2300.5054,-1540.1886,1641.0166,-5390.7408,1864.8816,564.4880,2946.9186,-4436.4962,5393.6313,-532.6291,3108.5143,4584.8627,5479.2675,5243.4333,5434.8381,-5347.6545,4094.8920,-3307.4434,-3980.0391,3778.3690,4479.5084,1869.8306,-4846.3644,223.5812,-1467.0046,-3809.6276,5283.5430,-6319.3548,4228.5970,-2408.9016,-1896.0974,3499.2530,328.1024,-1895.9198,-5495.7049,3036.4005,3844.2536,3050.0486,489.8959,4608.4220,-3297.9795,5491.4657,3894.8008,6257.3506,5277.7836,-3525.8709,3270.5977,2685.9745,-218.4912,522.2556,4236.6922,3600.0349,-4716.4626,3988.8975,1912.6247,2521.1791,-722.3822,1764.6810,3904.2046,4503.4044,0.0000,-4712.1724,5151.3198,-3574.8625,3241.2485,5456.6954,-3207.6771,4990.3174,-4521.8195,-1203.0830,-3662.1260,-1180.0923,0.0000,1201.7358,-1831.9593,-4027.9918,-4256.6089,2226.4127,5331.3327,2933.9071,3347.8678,4657.8920,-3957.7496,-2614.3289,4601.2119,1333.3327,3526.5782,2266.2733,-4206.6059,77365.4126,75168.9563,76526.8415,72933.6568,79985.6154,75590.9882,64906.5758,72505.1455,-115104728.0421,-115122286.3021,-115123242.0655,-115111126.0407,74080.3507,-115116995.3177,
7200.000,2637.2111,-2110.8333,3905.5155,4489.2787,2207.4190,-5518.3636,4695.4712,6422.3837,2908.7898,-2739.7296,-932.5454,-2667.2785,-5665.3153,1840.3378,391.0859,2464.5118,-3197.5354,-2910.3654,-2020.5458,-562.3602,5833.8261,-6677.4368,-6221.3939,5544.8305,-3375.4668,-3781.1790,4941.1817,4945.5846,5540.8976,-3254.0487,-1294.8837,4679.5371,5243.7419,-522.2822,5405.0423,-3100.8850,-4948.6594,-6219.4465,-3695.2237,6112.9218,4191.4838,-3813.6175,1849.4447,4062.4298,5046.0519,5605.8068,4096.0379,-1062.3666,3614.8455,-3928.5102,4031.6996,3295.3169,5116.7168,-6585.4233,-4152.0659,-2736.3472,-2434.8855,-2960.8332,2548.0835,1769.1001,4145.7026,-2511.0857,-2243.8331,-2597.2625,6700.8639,-5172.9005,3362.4989,4592.8563,-3612.1794,4127.5053,5426.5899,0.0000,-6216.9506,-6350.5253,6318.6585,-5059.0489,-3740.6650,-5260.4224,3939.6450,-2052.6319,-2045.2382,-4020.4296,1676.2133,0.0000,6443.6556,2908.1794,-2147.5305,1771.7671,2349.7308,-3835.6332,-6592.4031,-1846.7312,4250.8937,-2716.2846,-3193.3286,4831.6869,-5592.5601,2113.0370,171.8805,3625.6867,-242172.8385,-270821.4053,-261838.8776,-261618.9567,-252509.4047,-259971.6941,-260797.2480,-257790.2910,-42098062.2530,-42123036.9219,-42098511.4557,-42087139.7639,-258729.7057,-42082973.4839,3173.9557,-3648.8641,1388.1469,501.2052,-3827.4848,-142.0467,1345.8764,-244.6443,2975.6404,5599.9892,2189.1758,5929.2455,2749.1110,-3849.5936,6311.1975,-6132.1598,-4918.1028,3125.3711,-5082.0183,-6200.3847,-356.5513,-1259.0975,1606.8303,-2599.0709,-5531.1538,-4913.2879,-1488.8410,4813.0449,-4035.8514,6060.5876,6769.4029,-2942.0439,-2868.2491,-4433.3770,-798.7411,-4427.5815,-1340.1886,1659.5509,-5312.1317,-2905.0523,-1499.9975,-5487.2566,-6451.5713,4145.0051,4328.6954,-276.0097,-338.5841,-4244.1174,-3550.6353,4198.9274,2200.3717,5757.3988,3143.9111,1974.2894,-4591.5619,5856.4322,-3286.5101,-6137.1900,751.8862,5386.0428,4119.3084,-6474.6796,-6456.1867,-5509.5771,-1720.9578,-4341.5223,3729.6644,3699.5660,4685.4552,330.3414,4178.7140,0.0000,1177.4661,1750.4440,-1151.1899,-166.5045,3965.3205,4527.8361,2398.0677,6264.9142,-5328.9102,3124.1673,-4644.8087,0.0000,337.1620,3698.2926,-6526.0253,-6466.4982,-6366.4557,4988.9308,-2017.9118,-889.9723,1194.2770,3239.3945,-5627.3741,4207.1101,1336.6935,-4623.1709,4271.5790,5905.6643,-276498.1228,-262961.1627,-273282.9270,-267253.9167,-263499.5414,-271086.9380,-265400.6647,-268356.5346,246344043.0451,246377038.8109,246368120.3920,246358371.2604,-268399.5320,246351386.5601,5484.6626,5379.8170,-5492.2511,5006.0007,5308.5720,4011.1425,-4669.5733,2574.1476,5242.2754,2777.0649,6515.1195,-1897.1047,-2843.0974,-5188.1998,2726.3717,1939.7659,3630.5082,-5437.0410,4244.7928,-2801.4792,-3682.2328,1212.6219,-2276.7329,-3223.0520,-2105.6733,-2976.3243,4556.0427,-65.3474,-946.7352,-201.7194,-549.0501,-4178.7199,3101.4411,5272.1408,-4221.0013,4278.0491,4640.1797,-2336.1582,2483.4034,-1366.2150,5268.6194,-1824.0977,1117.5715,3758.8362,-1880.0858,3971.8892,-5439.7285,-4921.2957,-4711.1618,-3803.3359,-4954.5666,-2027.2574,-3371.6855,-754.6505,-3203.3976,-2466.6897,5452.4912,490.7237,-6407.2676,-3930.2583,3667.7492,433.9890,720.1514,3265.0116,24.1107,1671.3807,-4630.4445,-3574.0524,3201.9362,-5517.0788,-627.3693,0.0000,2935.2040,-1972.9963,-1691.9467,-4717.1870,-4213.3781,-234.1465,-5147.8043,2159.8557,-3965.3798,4663.7665,4787.5675,0.0000,2480.1351,5052.7827,-168.0903,1115.3196,1419.5546,-2444.2885,631.7106,-6633.5928,-5274.0807,5213.2067,-2147.0103,-2370.6263,3518.9351,-4709.3175,-5304.5065,-552.1129,75866.9419,73523.1887,74781.6874,72244.5606,78459.2816,73791.7347,63658.2858,74271.8028,-115119421.5076,-115138786.2755,-115140677.1425,-115130042.1911,72728.7429,-115131074.0784,
