sl_100_5400_20290302 Coordinates.csv
2029/03/02 07:47:00.0000 UTC

Generated: Tue Oct  8 21:45:58 2024,
Start: 2029/03/02 07:47:00.00, Stop: 2029/03/02 09:17:00.00,
TIME_UNITS,STARLINK-1965 - X-Coordinate,STARLINK-3513 - X-Coordinate,STARLINK-30961 - X-Coordinate,STARLINK-4625 - X-Coordinate,STARLINK-31303 - X-Coordinate,STARLINK-32255 - X-Coordinate,STARLINK-4487 - X-Coordinate,STARLINK-30798 - X-Coordinate,STARLINK-31280 - X-Coordinate,STARLINK-30492 - X-Coordinate,STARLINK-4139 - X-Coordinate,STARLINK-5043 - X-Coordinate,STARLINK-11182 [DTC] - X-Coordinate,STARLINK-4716 - X-Coordinate,STARLINK-2561 - X-Coordinate,STARLINK-3806 - X-Coordinate,STARLINK-2166 - X-Coordinate,STARLINK-4313 - X-Coordinate,STARLINK-6155 - X-Coordinate,STARLINK-30451 - X-Coordinate,STARLINK-5982 - X-Coordinate,STARLINK-4690 - X-Coordinate,STARLINK-3277 - X-Coordinate,STARLINK-30591 - X-Coordinate,STARLINK-5869 - X-Coordinate,STARLINK-31019 - X-Coordinate,STARLINK-31548 - X-Coordinate,STARLINK-4536 - X-Coordinate,STARLINK-6143 - X-Coordinate,STARLINK-31281 - X-Coordinate,STARLINK-31825 - X-Coordinate,STARLINK-5767 - X-Coordinate,STARLINK-3548 - X-Coordinate,STARLINK-1531 - X-Coordinate,STARLINK-6206 - X-Coordinate,STARLINK-30825 - X-Coordinate,STARLINK-2315 - X-Coordinate,STARLINK-4079 - X-Coordinate,STARLINK-31687 - X-Coordinate,STARLINK-2139 - X-Coordinate,STARLINK-4122 - X-Coordinate,STARLINK-5729 - X-Coordinate,STARLINK-3113 - X-Coordinate,STARLINK-5719 - X-Coordinate,STARLINK-30595 - X-Coordinate,STARLINK-4779 - X-Coordinate,STARLINK-30463 - X-Coordinate,STARLINK-32041 - X-Coordinate,STARLINK-31892 - X-Coordinate,STARLINK-4572 - X-Coordinate,STARLINK-30496 - X-Coordinate,STARLINK-3189 - X-Coordinate,STARLINK-1710 - X-Coordinate,STARLINK-3936 - X-Coordinate,STARLINK-6179 - X-Coordinate,STARLINK-5402 - X-Coordinate,STARLINK-11151 [DTC] - X-Coordinate,STARLINK-2462 - X-Coordinate,STARLINK-3798 - X-Coordinate,STARLINK-30409 - X-Coordinate,STARLINK-1338 - X-Coordinate,STARLINK-4283 - X-Coordinate,STARLINK-2098 - X-Coordinate,STARLINK-11082 [DTC] - X-Coordinate,STARLINK-5947 - X-Coordinate,STARLINK-4642 - X-Coordinate,STARLINK-30165 - X-Coordinate,STARLINK-4583 - X-Coordinate,STARLINK-4508 - X-Coordinate,STARLINK-30086 - X-Coordinate,STARLINK-5721 - X-Coordinate,STARLINK-1309 - X-Coordinate,STARLINK-3110 - X-Coordinate,STARLINK-32018 - X-Coordinate,STARLINK-2397 - X-Coordinate,STARLINK-2052 - X-Coordinate,STARLINK-5658 - X-Coordinate,STARLINK-5054 - X-Coordinate,STARLINK-31914 - X-Coordinate,STARLINK-30177 - X-Coordinate,STARLINK-1226 - X-Coordinate,STARLINK-5488 - X-Coordinate,STARLINK-2333 - X-Coordinate,STARLINK-4217 - X-Coordinate,STARLINK-4778 - X-Coordinate,STARLINK-1708 - X-Coordinate,STARLINK-30260 - X-Coordinate,STARLINK-6114 - X-Coordinate,STARLINK-3606 - X-Coordinate,STARLINK-31748 - X-Coordinate,STARLINK-5967 - X-Coordinate,STARLINK-31407 - X-Coordinate,STARLINK-5758 - X-Coordinate,STARLINK-5586 - X-Coordinate,STARLINK-30277 - X-Coordinate,STARLINK-4405 - X-Coordinate,STARLINK-31040 - X-Coordinate,STARLINK-1201 - X-Coordinate,STARLINK-5439 - X-Coordinate,STARLINK-2467 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-1965 - Y-Coordinate,STARLINK-3513 - Y-Coordinate,STARLINK-30961 - Y-Coordinate,STARLINK-4625 - Y-Coordinate,STARLINK-31303 - Y-Coordinate,STARLINK-32255 - Y-Coordinate,STARLINK-4487 - Y-Coordinate,STARLINK-30798 - Y-Coordinate,STARLINK-31280 - Y-Coordinate,STARLINK-30492 - Y-Coordinate,STARLINK-4139 - Y-Coordinate,STARLINK-5043 - Y-Coordinate,STARLINK-11182 [DTC] - Y-Coordinate,STARLINK-4716 - Y-Coordinate,STARLINK-2561 - Y-Coordinate,STARLINK-3806 - Y-Coordinate,STARLINK-2166 - Y-Coordinate,STARLINK-4313 - Y-Coordinate,STARLINK-6155 - Y-Coordinate,STARLINK-30451 - Y-Coordinate,STARLINK-5982 - Y-Coordinate,STARLINK-4690 - Y-Coordinate,STARLINK-3277 - Y-Coordinate,STARLINK-30591 - Y-Coordinate,STARLINK-5869 - Y-Coordinate,STARLINK-31019 - Y-Coordinate,STARLINK-31548 - Y-Coordinate,STARLINK-4536 - Y-Coordinate,STARLINK-6143 - Y-Coordinate,STARLINK-31281 - Y-Coordinate,STARLINK-31825 - Y-Coordinate,STARLINK-5767 - Y-Coordinate,STARLINK-3548 - Y-Coordinate,STARLINK-1531 - Y-Coordinate,STARLINK-6206 - Y-Coordinate,STARLINK-30825 - Y-Coordinate,STARLINK-2315 - Y-Coordinate,STARLINK-4079 - Y-Coordinate,STARLINK-31687 - Y-Coordinate,STARLINK-2139 - Y-Coordinate,STARLINK-4122 - Y-Coordinate,STARLINK-5729 - Y-Coordinate,STARLINK-3113 - Y-Coordinate,STARLINK-5719 - Y-Coordinate,STARLINK-30595 - Y-Coordinate,STARLINK-4779 - Y-Coordinate,STARLINK-30463 - Y-Coordinate,STARLINK-32041 - Y-Coordinate,STARLINK-31892 - Y-Coordinate,STARLINK-4572 - Y-Coordinate,STARLINK-30496 - Y-Coordinate,STARLINK-3189 - Y-Coordinate,STARLINK-1710 - Y-Coordinate,STARLINK-3936 - Y-Coordinate,STARLINK-6179 - Y-Coordinate,STARLINK-5402 - Y-Coordinate,STARLINK-11151 [DTC] - Y-Coordinate,STARLINK-2462 - Y-Coordinate,STARLINK-3798 - Y-Coordinate,STARLINK-30409 - Y-Coordinate,STARLINK-1338 - Y-Coordinate,STARLINK-4283 - Y-Coordinate,STARLINK-2098 - Y-Coordinate,STARLINK-11082 [DTC] - Y-Coordinate,STARLINK-5947 - Y-Coordinate,STARLINK-4642 - Y-Coordinate,STARLINK-30165 - Y-Coordinate,STARLINK-4583 - Y-Coordinate,STARLINK-4508 - Y-Coordinate,STARLINK-30086 - Y-Coordinate,STARLINK-5721 - Y-Coordinate,STARLINK-1309 - Y-Coordinate,STARLINK-3110 - Y-Coordinate,STARLINK-32018 - Y-Coordinate,STARLINK-2397 - Y-Coordinate,STARLINK-2052 - Y-Coordinate,STARLINK-5658 - Y-Coordinate,STARLINK-5054 - Y-Coordinate,STARLINK-31914 - Y-Coordinate,STARLINK-30177 - Y-Coordinate,STARLINK-1226 - Y-Coordinate,STARLINK-5488 - Y-Coordinate,STARLINK-2333 - Y-Coordinate,STARLINK-4217 - Y-Coordinate,STARLINK-4778 - Y-Coordinate,STARLINK-1708 - Y-Coordinate,STARLINK-30260 - Y-Coordinate,STARLINK-6114 - Y-Coordinate,STARLINK-3606 - Y-Coordinate,STARLINK-31748 - Y-Coordinate,STARLINK-5967 - Y-Coordinate,STARLINK-31407 - Y-Coordinate,STARLINK-5758 - Y-Coordinate,STARLINK-5586 - Y-Coordinate,STARLINK-30277 - Y-Coordinate,STARLINK-4405 - Y-Coordinate,STARLINK-31040 - Y-Coordinate,STARLINK-1201 - Y-Coordinate,STARLINK-5439 - Y-Coordinate,STARLINK-2467 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-1965 - Z-Coordinate,STARLINK-3513 - Z-Coordinate,STARLINK-30961 - Z-Coordinate,STARLINK-4625 - Z-Coordinate,STARLINK-31303 - Z-Coordinate,STARLINK-32255 - Z-Coordinate,STARLINK-4487 - Z-Coordinate,STARLINK-30798 - Z-Coordinate,STARLINK-31280 - Z-Coordinate,STARLINK-30492 - Z-Coordinate,STARLINK-4139 - Z-Coordinate,STARLINK-5043 - Z-Coordinate,STARLINK-11182 [DTC] - Z-Coordinate,STARLINK-4716 - Z-Coordinate,STARLINK-2561 - Z-Coordinate,STARLINK-3806 - Z-Coordinate,STARLINK-2166 - Z-Coordinate,STARLINK-4313 - Z-Coordinate,STARLINK-6155 - Z-Coordinate,STARLINK-30451 - Z-Coordinate,STARLINK-5982 - Z-Coordinate,STARLINK-4690 - Z-Coordinate,STARLINK-3277 - Z-Coordinate,STARLINK-30591 - Z-Coordinate,STARLINK-5869 - Z-Coordinate,STARLINK-31019 - Z-Coordinate,STARLINK-31548 - Z-Coordinate,STARLINK-4536 - Z-Coordinate,STARLINK-6143 - Z-Coordinate,STARLINK-31281 - Z-Coordinate,STARLINK-31825 - Z-Coordinate,STARLINK-5767 - Z-Coordinate,STARLINK-3548 - Z-Coordinate,STARLINK-1531 - Z-Coordinate,STARLINK-6206 - Z-Coordinate,STARLINK-30825 - Z-Coordinate,STARLINK-2315 - Z-Coordinate,STARLINK-4079 - Z-Coordinate,STARLINK-31687 - Z-Coordinate,STARLINK-2139 - Z-Coordinate,STARLINK-4122 - Z-Coordinate,STARLINK-5729 - Z-Coordinate,STARLINK-3113 - Z-Coordinate,STARLINK-5719 - Z-Coordinate,STARLINK-30595 - Z-Coordinate,STARLINK-4779 - Z-Coordinate,STARLINK-30463 - Z-Coordinate,STARLINK-32041 - Z-Coordinate,STARLINK-31892 - Z-Coordinate,STARLINK-4572 - Z-Coordinate,STARLINK-30496 - Z-Coordinate,STARLINK-3189 - Z-Coordinate,STARLINK-1710 - Z-Coordinate,STARLINK-3936 - Z-Coordinate,STARLINK-6179 - Z-Coordinate,STARLINK-5402 - Z-Coordinate,STARLINK-11151 [DTC] - Z-Coordinate,STARLINK-2462 - Z-Coordinate,STARLINK-3798 - Z-Coordinate,STARLINK-30409 - Z-Coordinate,STARLINK-1338 - Z-Coordinate,STARLINK-4283 - Z-Coordinate,STARLINK-2098 - Z-Coordinate,STARLINK-11082 [DTC] - Z-Coordinate,STARLINK-5947 - Z-Coordinate,STARLINK-4642 - Z-Coordinate,STARLINK-30165 - Z-Coordinate,STARLINK-4583 - Z-Coordinate,STARLINK-4508 - Z-Coordinate,STARLINK-30086 - Z-Coordinate,STARLINK-5721 - Z-Coordinate,STARLINK-1309 - Z-Coordinate,STARLINK-3110 - Z-Coordinate,STARLINK-32018 - Z-Coordinate,STARLINK-2397 - Z-Coordinate,STARLINK-2052 - Z-Coordinate,STARLINK-5658 - Z-Coordinate,STARLINK-5054 - Z-Coordinate,STARLINK-31914 - Z-Coordinate,STARLINK-30177 - Z-Coordinate,STARLINK-1226 - Z-Coordinate,STARLINK-5488 - Z-Coordinate,STARLINK-2333 - Z-Coordinate,STARLINK-4217 - Z-Coordinate,STARLINK-4778 - Z-Coordinate,STARLINK-1708 - Z-Coordinate,STARLINK-30260 - Z-Coordinate,STARLINK-6114 - Z-Coordinate,STARLINK-3606 - Z-Coordinate,STARLINK-31748 - Z-Coordinate,STARLINK-5967 - Z-Coordinate,STARLINK-31407 - Z-Coordinate,STARLINK-5758 - Z-Coordinate,STARLINK-5586 - Z-Coordinate,STARLINK-30277 - Z-Coordinate,STARLINK-4405 - Z-Coordinate,STARLINK-31040 - Z-Coordinate,STARLINK-1201 - Z-Coordinate,STARLINK-5439 - Z-Coordinate,STARLINK-2467 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,2951.1906,5304.1291,1097.7342,56.3201,0.0000,1768.3451,-2896.8645,-131.2577,-4224.8419,1190.1393,-1620.8991,2580.6335,6108.1311,-4551.2786,3561.4319,-4730.7342,-3051.2326,894.9089,-6617.4045,6008.7665,4191.5837,868.9663,3809.7885,-5752.5325,-3485.6378,-3936.6926,5018.5370,-4723.1906,-6503.7339,1028.7650,2045.8091,-1397.4988,-4255.2958,-6220.7779,5295.0958,3421.7529,4556.9506,5831.4149,4718.1075,3908.8344,5434.9623,88.1699,1746.0142,5152.2127,6361.7610,-5112.1718,-6546.0229,-4915.7669,-229.7030,1062.1801,5271.5244,1630.8173,-6595.3444,-2016.6298,-2321.2105,3185.1923,4541.9423,6493.5605,-2896.6636,-4697.6234,6153.5587,-76.4086,4482.3555,-3956.2603,-4619.9504,1589.4013,-1830.3272,-4311.1454,1918.1592,-3565.0253,1294.1696,-953.4965,2357.9563,-4235.5122,832.7983,3987.8922,-5475.8300,3643.5684,-5395.9664,2191.1355,5300.4364,5025.5523,2060.8396,3153.2032,-4949.5812,5865.6621,-4315.1685,-2117.4644,3072.0190,6726.7133,4694.6666,6590.4595,-4083.6356,5161.3701,5602.8681,2789.6050,-6052.2173,-2462.0583,3663.2993,-4392.1284,27183.9171,17342.4445,33263.3549,31069.4808,22815.3396,24758.9033,29449.5065,28070.8103,-10430109.6119,-10421356.8837,-10436352.0077,-10426072.2893,29393.1743,-10430169.9380,-3864.9603,1333.2067,5975.2810,-1178.2504,0.0000,-6335.6619,-4077.4740,-6621.2573,801.2705,5142.7626,-4117.9886,3703.1055,-2724.6950,-388.5931,-4052.5226,-697.3801,2801.3576,1393.1015,-1702.2926,-2609.1976,922.7825,6370.5935,5722.4927,-3454.4251,-5131.1525,-5289.8143,752.5490,-78.7221,1448.2356,-4994.4444,-6422.7450,6463.9052,5244.8732,1370.4386,3997.0883,2277.8989,-140.2169,-1674.9387,4198.0388,4632.2022,-4246.5640,-6751.9297,3778.3459,4494.6158,-1953.5612,3914.9689,2044.4645,857.9865,5743.4097,-1887.6652,4061.5375,-5265.4034,812.3504,3592.1289,-5298.4828,4384.3330,-3571.7747,952.1147,-2966.1915,1882.4376,-2165.7788,6881.5988,-5181.9632,4242.0620,2350.3912,-4450.3027,6144.2369,-284.3446,4104.3565,4883.0374,-5412.0994,-6679.9021,4477.2165,2248.4621,-5162.7925,-1456.0752,-3040.8994,4909.8528,-3618.5590,4639.2358,1172.3507,731.8095,-6202.3949,6011.2983,-1132.6666,-2179.7036,4536.7197,6488.7867,-3957.6492,259.8719,3596.1024,-1734.1493,-5288.8169,4236.5540,2267.1168,-971.5986,-2611.6552,6078.4016,2043.6813,-4830.8899,-346191.4023,-370162.7492,-350940.5201,-350024.9930,-352262.6156,-353128.0766,-358999.0480,-355750.3816,-107972892.4743,-107940974.1198,-107966094.4752,-107946259.8495,-355371.1244,-107954574.8584,4764.2072,4176.4961,3330.2502,6807.2891,0.0000,1766.8592,4729.0921,-1740.7142,-5226.2419,-4436.5317,5244.6153,-5238.7297,-857.5142,-5199.7195,4313.0794,-4989.6793,5502.3825,-6727.2843,1061.5831,1767.6310,-5460.4628,2498.9945,760.8004,-1730.0226,-3049.1517,-1856.2244,-4523.1838,-5042.2269,-1915.9504,-4566.7443,1110.1747,-2015.9385,-1448.0218,2620.7571,1978.5414,5478.3887,5169.5136,-3285.4437,-2659.0942,3306.2700,-339.4769,1510.5789,5517.4547,-487.3220,1521.3330,-2318.8029,932.3995,-4489.2888,-3656.3746,6560.7780,2076.9962,4125.1886,1880.9658,5501.9210,-3821.4978,4290.7040,3497.5365,2153.8762,-5526.9437,-4715.4119,-2003.1937,316.1273,871.8985,3348.9720,4583.4794,5040.5921,-2609.0203,5360.8231,-5181.3347,-3362.8056,-4170.1359,1191.9767,4685.4346,-4940.1848,-4178.3820,-5469.7797,2922.6360,-3195.9628,-2048.9720,4569.8413,-4270.9485,-4695.3544,-2106.9535,1259.3117,-4664.4303,-2926.7032,2941.9345,1174.6799,4741.5406,523.5174,3628.3806,31.2675,-1887.0967,-1782.3429,3242.6635,6246.3881,2125.6374,-2185.0049,-5480.9074,-2203.2326,-41140.4898,-41356.5057,-39001.0082,-39029.1413,-35070.8618,-43579.1484,-49265.5986,-39664.0586,-3142195.7760,-3149497.9530,-3168652.9280,-3145484.8827,-40767.5091,-3151242.4263,
300.000,1914.9864,4569.7532,2850.5215,1915.6977,0.0000,327.6739,-3693.4764,-1685.0001,-3081.5132,3199.7653,-3622.7360,4445.7520,5488.8220,-3814.8533,1579.3388,-5581.7493,-1441.4197,-1182.6107,-6447.8467,5430.2688,5660.5076,2048.5457,4516.7349,-6580.9648,-5031.6649,-4473.8142,4799.3656,-3755.9976,-5459.8921,-1012.2704,866.1798,305.0425,-2849.1553,-4989.3258,6310.4971,4515.2315,4994.4750,4406.5779,5970.6269,5285.8384,4355.9471,-1463.2266,3541.1970,5961.6616,5285.0951,-4537.0821,-5975.0917,-3484.9309,1575.0619,2842.1897,6314.5045,342.8879,-6589.7372,-76.5311,-4123.2530,4923.4861,4069.9212,6893.0301,-4380.1541,-3675.8225,5899.2855,1124.8770,3188.5434,-2110.7932,-3184.3906,46.3126,-20.4617,-4775.7759,3311.6230,-2347.9613,-496.8996,-2086.1969,3380.0785,-2454.2679,-662.6584,3424.4807,-6511.9897,5019.5395,-6364.0801,3860.4331,6260.5829,5238.6386,562.0193,4223.5017,-4247.9445,4437.3270,-3290.4549,-487.6116,1003.7407,6310.5784,3248.3691,5878.9280,-5355.1465,6182.4678,6528.2065,1044.9515,-6745.3476,-937.2581,4797.8151,-5487.1241,34370.7083,25058.3859,40812.3049,38558.8804,30246.1352,32260.2226,36877.2497,35828.9073,-8064711.2068,-8056253.6934,-8070366.3146,-8061378.9506,36860.0901,-8064787.5528,-5435.1406,-496.4702,5967.3028,-2366.6595,0.0000,-5905.4870,-2154.9098,-6631.7602,2674.7600,4867.0407,-3800.4860,2981.8234,-3788.6467,1629.7591,-4266.4571,1015.4009,4248.8590,452.8970,-90.1571,-4063.9425,105.6857,5258.8174,4602.8009,-2155.0868,-4414.1141,-3880.1062,-1412.8298,1815.8419,2824.6763,-5463.2221,-6740.8878,6075.4388,5477.1290,2470.0737,2809.3045,412.1406,-2081.0489,-2738.5356,3118.5190,4108.8004,-4927.1191,-6119.4197,2554.2878,3207.2845,-2935.2895,5091.3069,3441.3662,2378.2291,6136.2534,-2934.7513,2895.5602,-6321.9560,2070.8431,4538.8441,-4864.0336,3434.8558,-5041.2798,-270.7978,-1417.0335,3768.1527,-3420.5067,6632.4329,-5549.1747,4417.9123,3957.5763,-5613.4323,5824.6638,1727.7561,2457.9863,6154.4993,-6140.3738,-5855.3806,2678.6734,3393.5655,-6043.1759,-3480.5470,-1713.2449,4467.1785,-2362.3803,3260.7437,-232.1985,-1378.1864,-5792.1278,5435.3545,807.2700,-3110.7327,5875.5931,6403.4187,-4166.2682,-1279.2131,3050.2233,-3103.6999,-4400.5964,3073.8920,780.1669,394.7446,-1538.6529,5757.7287,259.3700,-4142.4274,-345745.1916,-369705.9846,-350334.1174,-349454.7257,-351558.0855,-352468.7170,-358239.0835,-354813.9890,-108172562.8404,-108140503.5807,-108165625.2833,-108145927.0765,-354662.5110,-108154157.8740,3627.9257,5118.7941,2070.7199,6203.5283,0.0000,3372.5583,5392.3900,-221.3537,-5399.5800,-3689.8686,4420.4167,-4377.1092,980.8475,-5540.4670,5195.6050,-3946.3049,5226.0475,-6811.0073,2491.5119,244.7936,-4022.1691,3962.5459,2494.7620,-217.9595,-1720.6561,-3445.5928,-4602.4204,-5507.9915,-3207.5745,-3997.8824,-714.8779,-3287.4206,-3100.5591,4052.5372,487.2471,5134.5018,4272.3760,-4549.5352,-1251.4874,1695.5249,-2111.3303,2874.8725,5357.5120,1064.0744,3165.8885,-558.5475,-613.7093,-5220.9371,-2502.9814,5574.6507,599.8096,2709.8990,97.1025,5161.4108,-2720.0299,3428.7517,1917.2237,390.4686,-5152.1000,-4487.1436,-217.4401,-1493.6060,2591.6039,4567.4766,4697.9863,4030.5919,-3740.4279,4650.3490,-5510.5906,-2111.7598,-3224.9763,2878.4291,5379.4683,-5464.5394,-2799.5267,-4909.0079,1567.5917,-1559.3218,-554.2808,4655.0649,-2907.1841,-4300.4041,-3647.4338,-555.3260,-5370.9106,-4285.2689,1590.9740,2588.9474,5403.6253,2025.9075,5313.7073,-1507.2565,-388.8928,-272.3431,1960.3667,6816.6434,359.0238,-3709.9738,-4954.8947,-441.4449,-41306.3927,-41513.9823,-39064.6757,-39339.4208,-35152.9214,-43446.2704,-49482.7069,-39472.0084,-3141730.8181,-3148274.4541,-3168107.6899,-3144603.1026,-40901.5441,-3150598.2840,
600.000,720.7614,3419.6023,4312.5539,3615.1643,0.0000,-1181.6357,-4178.7479,-3066.7819,-1664.0584,4885.8123,-5249.7908,5872.4234,4272.5446,-2757.7114,-570.7734,-5906.6048,269.2401,-3090.7260,-5658.3098,4290.9003,6566.5065,3067.2059,4799.1091,-6769.3176,-6078.0644,-4589.4828,4132.1855,-2466.6474,-3891.1674,-2932.4254,-410.9473,2004.5712,-1135.8922,-3261.1985,6710.1194,5194.4580,4972.9338,2549.3543,6619.0371,6125.7997,2828.0618,-2898.6962,5015.6532,6178.2585,3657.0280,-3500.0135,-4819.6175,-1709.6217,3199.5313,4355.7190,6754.0413,-949.7288,-5926.1124,1839.3940,-5515.7782,6182.6339,3182.9090,6604.5949,-5464.5125,-2336.2671,5033.8639,2229.8960,1556.1308,-15.2218,-1471.7103,-1462.5210,1817.4596,-4807.3104,4423.3301,-922.1294,-2216.2057,-3038.3419,4122.3458,-451.4553,-2055.6512,2577.7490,-6911.3185,5882.4438,-6678.5084,5175.8414,6608.1877,4981.0387,-1028.5389,4876.4294,-3172.6846,2568.1969,-1959.7867,1211.3553,-1171.2050,5232.7429,1490.6230,4563.0835,-6107.3452,6596.7284,6803.7713,-868.4637,-6769.5950,713.9526,5494.6581,-6026.4922,41552.6248,32763.5134,48343.3247,46034.4517,37660.7904,39755.7148,44285.9520,43640.7721,-5695569.2902,-5687416.3141,-5700644.3183,-5692950.0631,44310.1807,-5695665.4741,-6445.3612,-2313.5547,5394.3968,-3224.3507,0.0000,-4877.8711,-27.0322,-5974.0597,4299.8787,4146.9325,-3146.9516,2013.7587,-4454.5690,3513.8686,-4113.3675,2593.5907,5309.9153,-622.4767,1552.6336,-5095.8343,-670.5734,3627.9548,3011.6423,-648.3015,-3280.0066,-2057.7551,-3438.7098,3565.4993,3958.3654,-5416.3245,-6364.2339,5110.9478,5189.6591,3366.9682,1352.5765,-1460.0957,-3788.2216,-3579.3953,1736.9736,3191.9533,-5135.0551,-4897.7367,1128.6292,1589.2717,-3649.3600,5739.6686,4508.3521,3691.2679,5916.6737,-3596.0302,1459.1901,-6749.6414,3121.3350,5076.4454,-3982.4850,2183.1028,-5961.7163,-1462.1944,227.6349,5303.0382,-4318.0501,5715.4907,-5383.4712,4160.3136,5211.4331,-6241.8202,4963.6343,3542.0067,600.3903,6825.0744,-6298.9046,-4431.6132,630.2398,4254.4285,-6274.3932,-5165.3644,-233.2889,3591.2502,-869.3146,1592.3359,-1583.1354,-3341.8451,-4816.9178,4312.1036,2699.1796,-3780.4009,6637.5975,5707.7688,-4019.4023,-2703.7067,2111.2924,-4170.4766,-3090.4076,1612.3974,-766.0878,1638.8680,-317.3050,4890.0136,-1512.6976,-3040.7195,-345154.7638,-369087.5514,-349573.4281,-348736.4647,-350698.4480,-351654.9140,-357323.7371,-353694.4621,-108320413.1674,-108288231.3277,-108313311.1640,-108293826.4753,-353797.0056,-108301921.1491,2082.5432,5502.1432,589.2050,4932.3965,0.0000,4597.6265,5467.6910,1322.5983,-4954.2532,-2542.2391,3109.6854,-3044.2219,2704.9848,-5287.2841,5517.1908,-2477.1207,4381.1157,-6168.1479,3652.4977,-1305.9874,-2156.2216,4995.7671,3959.5946,1317.4794,-206.2086,-4653.3227,-4160.5368,-5380.2884,-4156.2329,-2985.2079,-2460.0423,-4204.5150,-4417.9721,5042.3949,-1056.4366,4222.6544,2911.0735,-5320.8582,294.9466,-98.8668,-3654.6785,3929.5340,4620.6476,2497.4933,4455.5100,1263.8874,-2093.8095,-5339.5859,-1067.2843,3988.4328,-940.5542,998.8153,-1697.2963,4255.8509,-1327.4456,2197.0300,115.2870,-1415.2105,-4221.7661,-3776.2590,1592.7116,-3140.5181,4030.5891,5245.0970,4307.7907,2585.6947,-4470.1111,3433.1484,-5239.2692,-633.1555,-1937.8845,4245.7058,5490.1064,-5393.7448,-1088.5319,-3822.0854,43.2836,246.7860,1002.9788,4229.6610,-1228.8589,-3442.6942,-4786.8892,-2309.8117,-5494.9814,-5181.1892,68.6664,3725.1017,5480.1819,3293.4716,6432.5294,-2876.0658,1150.7854,1267.0987,461.5347,6653.4660,-1446.1511,-4834.9576,-3892.8392,1368.4946,-41472.0381,-41671.3876,-39131.8078,-39653.3936,-35238.1056,-43307.2888,-49695.0697,-39392.9583,-3141269.8145,-3147052.9804,-3167555.7570,-3143739.9227,-41035.5463,-3149954.0864,
