sl_20_5400_20290505 Coordinates.csv
2029/05/05 07:47:00.0000 UTC

Generated: Tue Oct  8 21:45:09 2024,
Start: 2029/05/05 07:47:00.00, Stop: 2029/05/05 09:17:00.00,
TIME_UNITS,STARLINK-30860 - X-Coordinate,STARLINK-31611 - X-Coordinate,STARLINK-4320 - X-Coordinate,STARLINK-1721 - X-Coordinate,STARLINK-31485 - X-Coordinate,STARLINK-1392 - X-Coordinate,STARLINK-2373 - X-Coordinate,STARLINK-30401 - X-Coordinate,STARLINK-11120 [DTC] - X-Coordinate,STARLINK-30886 - X-Coordinate,STARLINK-5841 - X-Coordinate,STARLINK-5889 - X-Coordinate,STARLINK-2612 - X-Coordinate,STARLINK-31284 - X-Coordinate,STARLINK-31526 - X-Coordinate,STARLINK-31583 - X-Coordinate,STARLINK-3916 - X-Coordinate,STARLINK-5903 - X-Coordinate,STARLINK-1059 - X-Coordinate,STARLINK-4172 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-30860 - Y-Coordinate,STARLINK-31611 - Y-Coordinate,STARLINK-4320 - Y-Coordinate,STARLINK-1721 - Y-Coordinate,STARLINK-31485 - Y-Coordinate,STARLINK-1392 - Y-Coordinate,STARLINK-2373 - Y-Coordinate,STARLINK-30401 - Y-Coordinate,STARLINK-11120 [DTC] - Y-Coordinate,STARLINK-30886 - Y-Coordinate,STARLINK-5841 - Y-Coordinate,STARLINK-5889 - Y-Coordinate,STARLINK-2612 - Y-Coordinate,STARLINK-31284 - Y-Coordinate,STARLINK-31526 - Y-Coordinate,STARLINK-31583 - Y-Coordinate,STARLINK-3916 - Y-Coordinate,STARLINK-5903 - Y-Coordinate,STARLINK-1059 - Y-Coordinate,STARLINK-4172 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-30860 - Z-Coordinate,STARLINK-31611 - Z-Coordinate,STARLINK-4320 - Z-Coordinate,STARLINK-1721 - Z-Coordinate,STARLINK-31485 - Z-Coordinate,STARLINK-1392 - Z-Coordinate,STARLINK-2373 - Z-Coordinate,STARLINK-30401 - Z-Coordinate,STARLINK-11120 [DTC] - Z-Coordinate,STARLINK-30886 - Z-Coordinate,STARLINK-5841 - Z-Coordinate,STARLINK-5889 - Z-Coordinate,STARLINK-2612 - Z-Coordinate,STARLINK-31284 - Z-Coordinate,STARLINK-31526 - Z-Coordinate,STARLINK-31583 - Z-Coordinate,STARLINK-3916 - Z-Coordinate,STARLINK-5903 - Z-Coordinate,STARLINK-1059 - Z-Coordinate,STARLINK-4172 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-5936.1394,-4952.2345,-6369.4037,0.0000,3199.3552,-2348.8320,-2494.1612,4822.9637,521.0639,-148.9524,-4267.7929,2519.9829,4606.6684,3621.9433,14.8887,6722.5649,-3050.1842,715.5289,0.0000,-3195.9784,-349758.8865,-347858.2001,-349516.7885,-351673.9052,-353600.8788,-351800.7084,-344525.6808,-348317.3227,110506834.6419,110537725.1787,110515581.1102,110518095.2522,-347755.1780,110521887.1979,-3078.8717,-874.1879,-2463.6135,0.0000,-5453.1619,-4561.7385,-3342.3161,4999.9736,-6647.0151,5100.3005,3799.5361,-3230.4926,-4672.9768,5760.1834,-4215.0627,-71.9642,-2791.6275,6553.3828,0.0000,-2842.6071,-146720.4951,-176333.2064,-153354.2617,-155017.9473,-163346.5904,-162060.4808,-160575.8912,-158500.1203,-31284117.2059,-31297532.9054,-31272369.5882,-31267084.4716,-158925.5852,-31277827.2100,-1811.2535,-4646.5152,-1122.9066,0.0000,2588.2969,4593.2768,-5480.7259,-9.0396,-279.1188,-4719.8883,-3925.5071,-5624.1349,1612.4398,-379.2635,-5354.1037,-891.1200,5492.1585,-2116.2806,0.0000,-5416.3092,-88904.7216,-95114.5042,-90267.7206,-90633.2646,-86465.6820,-94762.8751,-100705.7899,-90485.7207,7186232.7160,7220089.7913,7213828.0955,7201161.4265,-92161.4370,7198530.5646,
300.000,-6031.9438,-5230.8900,-6190.3542,0.0000,1894.4158,-3364.4780,-3977.6716,5662.1744,-722.8338,1979.9336,-4392.8364,2377.2003,3768.0440,4670.6214,-2068.9107,6159.0883,-4254.0738,2213.9872,0.0000,-4765.5428,-346746.7438,-344150.3509,-345984.1221,-348131.1666,-350213.3742,-348335.5864,-341187.1024,-344936.3308,111167511.8200,111199017.3217,111176124.1459,111178363.8934,-344354.6776,111182595.1749,-1368.1713,1238.8207,-2877.7542,0.0000,-6460.6065,-2773.8424,-1750.1443,3726.1431,-6446.9922,4813.6400,4958.8184,-4962.0446,-5607.8420,4590.8525,-4464.7588,-1595.7312,-976.9009,5631.3980,0.0000,-1477.0883,-153996.3828,-183596.5433,-160672.5530,-162399.8267,-170718.1322,-169379.9665,-167925.9707,-165395.9619,-28859549.7997,-28872961.1303,-28848439.8239,-28843019.8037,-166261.7125,-28853330.9672,-3122.9648,-4241.4467,1123.8983,0.0000,1167.7443,5328.2651,-5342.8600,1515.0575,1554.5273,-4606.3429,-2040.7042,-4259.4561,-204.4353,-1889.4408,-4713.2525,-2351.3247,5311.8728,-3366.4185,0.0000,-4767.8675,-88788.6235,-95026.2069,-90105.3664,-90711.9753,-86320.4804,-94394.4618,-100687.3223,-90567.1388,7186169.2449,7219915.2624,7214022.8251,7201459.5447,-92063.7548,7198465.5491,
600.000,-5564.0422,-5022.9770,-5337.8963,0.0000,408.7859,-4100.1883,-5103.8548,5966.2973,-1904.9184,3922.0466,-4089.9194,2049.5002,2525.0669,5258.5078,-3919.7370,4960.3551,-5076.6077,3528.5975,0.0000,-5884.6795,-343582.7828,-340290.9374,-342295.0558,-344423.7330,-346669.1317,-344708.3078,-337693.2480,-341376.6868,111775005.2732,111807131.6732,111783513.4149,111785480.6198,-340799.3669,111790122.9044,496.3170,3213.8407,-2961.3331,0.0000,-6811.5429,-724.2376,-25.9536,2083.2039,-5531.0137,4109.3116,5594.5242,-6182.9787,-5945.0883,2943.7786,-4302.0124,-2977.0487,899.5995,4170.6142,0.0000,-11.6417,-161213.2637,-190780.6855,-167920.2871,-169710.5941,-178017.2094,-176617.2730,-175205.9369,-172281.5201,-26421046.7220,-26434433.8429,-26410580.5892,-26405057.3875,-173525.1325,-26414897.4650,-4100.0257,-3366.0961,3249.5577,0.0000,-383.4029,5482.9424,-4623.5696,2877.7777,3201.4897,-4004.4648,62.6167,-2444.5808,-1997.7397,-3186.8566,-3542.5252,-3542.9684,4550.5635,-4255.2006,0.0000,-3603.2920,-88673.1406,-94937.6140,-89946.6855,-90794.0818,-86178.3377,-94020.0412,-100664.1237,-90756.6288,7186111.2166,7219738.3957,7214206.3367,7201750.0392,-91966.0174,7198400.4165,
900.000,-4585.8115,-4340.5720,-3918.4896,0.0000,-1121.9947,-4483.3149,-5752.4709,5716.1340,-2913.2868,5489.4944,-3366.7283,1545.8572,994.0230,5337.9794,-5348.1694,3254.0460,-5426.8639,4540.0056,0.0000,-6433.4016,-340268.0802,-336281.6743,-338451.2407,-340552.4500,-342969.7464,-340919.9933,-334045.5265,-337637.2375,112329021.5152,112361774.1203,112337455.6051,112339154.8958,-337090.7994,112344176.8284,2339.7244,4854.0918,-2678.2561,0.0000,-6472.2629,1379.2107,1662.1643,221.1208,-4003.2952,3048.8170,5656.8853,-6771.7749,-5662.0891,982.4341,-3729.8600,-4084.6698,2652.6629,2316.5801,0.0000,1418.5130,-168367.9048,-197882.4620,-175094.1510,-176947.4312,-185240.5081,-183768.0490,-182412.5121,-179178.9779,-23969774.4879,-23983117.3090,-23959956.8875,-23954362.3595,-180712.5771,-23963693.0697,-4638.2224,-2117.2111,5025.0092,0.0000,-1891.7135,5040.4985,-3400.5857,3934.0268,4464.0790,-2977.7090,2159.1914,-370.8517,-3560.7326,-4125.8813,-1972.8978,-4330.4838,3291.3109,-4687.6955,0.0000,-2048.0079,-88558.2573,-94848.7219,-89791.7941,-90879.4288,-86039.2271,-93639.7870,-100636.2307,-91032.8655,7186058.6279,7219559.2356,7214378.6864,7202031.6672,-91868.2249,7198335.1667,
1200.000,-3196.8220,-3240.1647,-2100.1660,0.0000,-2557.5089,-4469.9917,-5847.2131,4944.1885,-3650.8728,6529.9987,-2275.2763,890.1189,-675.7295,4910.3492,-6210.4340,1219.5904,-5257.4343,5153.9882,0.0000,-6347.0456,-336803.7849,-332124.3432,-334454.4009,-336518.1649,-339116.8806,-336971.7713,-330245.4194,-333717.6441,112829292.6449,112862676.1265,112837682.9162,112839121.7695,-333230.5976,112844488.9674,3986.4097,5997.7247,-2037.8792,0.0000,-5480.0535,3325.3331,3153.8219,-1686.7175,-2036.5902,1723.7830,5156.2998,-6672.6728,-4801.7424,-1096.1697,-2789.9547,-4811.8892,4113.3668,251.5553,0.0000,2685.4671,-175457.0927,-204898.7392,-182190.8660,-184107.6568,-192384.7469,-190827.8628,-189542.4442,-186104.3028,-21506905.7825,-21520183.9839,-21497739.9028,-21492105.8010,-187820.8116,-21500890.3207,-4680.2853,-633.1320,6259.2834,0.0000,-3188.8094,4048.9366,-1806.5431,4571.4916,5191.0210,-1634.6448,4024.1326,1742.1735,-4713.9143,-4601.4772,-180.7579,-4624.5710,1671.7570,-4617.7992,0.0000,-270.2829,-88443.9584,-94759.5269,-89640.8009,-90967.8002,-85903.1228,-93253.9573,-100603.6777,-91368.8375,7186011.4731,7219377.8254,7214539.9399,7202303.0999,-91770.3772,7198269.7998,
1500.000,-1532.5350,-1818.6601,-92.0063,0.0000,-3765.2376,-4050.2906,-5365.1312,3730.3271,-4044.3506,6942.0420,-908.7649,121.5306,-2316.4424,4024.2580,-6423.4618,-930.9091,-4570.9367,5309.9485,0.0000,-5624.4718,-333191.1177,-327820.7914,-330306.3329,-332321.7222,-335112.2636,-332864.7653,-326294.4804,-329618.8235,113275576.4750,113309594.8617,113283953.1904,113285141.9894,-329220.4524,113290817.0499,5276.4589,6534.0743,-1095.9916,0.0000,-3938.6984,4920.9491,4311.5216,-3459.7814,148.0028,248.4893,4160.3761,-5901.5003,-3465.7375,-3081.3405,-1560.6175,-5086.3601,5145.5817,-1823.3794,0.0000,3679.9715,-182477.6351,-211826.4220,-189207.1898,-191188.7513,-199446.6782,-197792.1889,-196592.5093,-193066.2343,-19033618.8994,-19046811.9514,-19025106.4418,-19019464.1615,-194846.6357,-19027667.3699,-4221.7280,921.3346,6819.9936,0.0000,-4130.3220,2616.0468,-15.0631,4722.5031,5295.4005,-117.7420,5457.5521,3670.2966,-5325.4479,-4560.6003,1631.7681,-4391.9513,-130.8258,-4052.9338,0.0000,1536.8109,-88330.2296,-94670.0252,-89493.8072,-91058.9004,-85770.0010,-92862.9224,-100566.4970,-91733.5180,7185969.7440,7219194.2076,7214690.1722,7202562.9154,-91672.4744,7198204.3156,
1800.000,248.7837,-205.2941,1880.2988,0.0000,-4632.5049,-3250.7394,-4340.9852,2193.2561,-4051.0619,6685.2593,606.3621,-706.4593,-3758.6733,2769.9585,-5973.3042,-2974.6111,-3421.5725,4986.8755,0.0000,-4329.6479,-329431.3702,-323372.9313,-326008.9040,-327963.9620,-330957.6910,-328600.0782,-322194.3347,-325343.4004,113667656.6501,113702313.3199,113676050.0317,113677002.1069,-325062.1221,113682944.6300,6081.0405,6414.6882,50.0653,0.0000,-2007.0443,6010.3570,5033.4853,-4927.5019,2306.2017,-1249.6590,2784.7480,-4543.4428,-1802.0044,-4769.8417,-150.9399,-4877.0279,5658.8768,-3707.6869,0.0000,4320.7877,-189426.3625,-218662.4556,-196139.9180,-198188.3873,-206423.0900,-204656.3950,-203559.5125,-200065.6079,-16551097.1774,-16564184.3606,-16543238.3730,-16537618.6765,-201786.8853,-16545207.4175,-3311.3070,2373.2637,6647.0819,0.0000,-4611.8389,897.9058,1778.0341,4371.0697,4764.7391,1411.6780,6306.1347,5209.0022,-5325.6746,-4007.8380,3259.8974,-3658.9451,-1919.1280,-3053.3055,0.0000,3176.6043,-88217.0569,-94580.2130,-89350.9064,-91152.3297,-85639.8390,-92467.2007,-100524.7187,-92093.7006,7185933.4297,7219008.4238,7214829.4664,7202809.5925,-91574.5167,7198138.7143,
2100.000,1980.8527,1449.9392,3599.8560,0.0000,-5076.5663,-2133.5811,-2865.5099,478.8273,-3663.5874,5784.7100,2122.2234,-1529.1836,-4848.4099,1270.2448,-4915.6864,-4700.7457,-1911.1774,4206.2457,0.0000,-2586.0658,-325525.9047,-318782.7394,-321564.0521,-323445.7217,-326655.0238,-324178.7759,-317946.6782,-320896.1159,114005342.7507,114040640.4245,114013782.9129,114014514.5623,-320757.4319,114020681.1918,6315.3707,5657.7474,1271.5365,0.0000,117.7500,6490.9856,5262.6731,-5945.6789,4197.8636,-2640.9724,1179.2249,-2743.1052,11.7862,-5986.4626,1308.6793,-4197.7241,5616.3077,-5220.6361,0.0000,4561.0196,-196300.1296,-225403.8263,-202985.8857,-205104.4662,-213310.8074,-211415.7284,-210440.2899,-207095.0239,-14060528.4337,-14073488.8593,-14053322.0633,-14047754.7825,-208638.4336,-14054698.1468,-2046.0727,3561.0463,5758.9171,0.0000,-4580.1528,-918.1425,3376.3972,3554.5149,3662.4309,2790.7601,6479.2514,6195.4157,-4714.5690,-3004.9111,4519.7562,-2508.6448,-3497.7823,-1725.7600,0.0000,4470.6358,-88104.4273,-94490.0862,-89212.1843,-91247.5512,-85512.6157,-92067.5079,-100478.3711,-92415.9940,7185902.5171,7218820.5145,7214957.9133,7203041.5036,-91476.5041,7198072.9957,
2400.000,3504.7278,2990.1950,4882.4327,0.0000,-5052.1570,-792.4593,-1077.4562,-1253.7495,-2911.5812,4328.3904,3483.9262,-2275.3567,-5463.2599,-331.2122,-3368.7556,-5932.3227,-180.0739,3031.3678,0.0000,-564.5902,-321476.1536,-314052.2555,-316973.7840,-318767.8464,-322206.1882,-319601.8689,-313553.2769,-316284.1297,114288470.3862,114324411.1218,114296987.2696,114297517.7559,-316308.2730,114303862.2427,5948.0220,4345.3838,2422.6701,0.0000,2220.3413,6323.3068,4990.9252,-6410.7916,5613.8190,-3804.6109,-488.7729,-688.4461,1786.9004,-6602.2591,2678.5601,-3106.9781,5036.2640,-6218.7965,0.0000,4390.8450,-203095.8171,-232047.5633,-209741.9690,-211935.1624,-220106.6936,-218065.3050,-217231.7105,-214138.9077,-11563104.3958,-11575917.0261,-11556547.8120,-11551061.5272,-215398.1929,-11557331.1551,-561.3300,4352.5228,4250.5009,0.0000,-4038.8598,-2634.2326,4605.0234,2359.6052,2120.4421,3872.6908,5958.2588,6525.3552,-3561.7415,-1664.0746,5269.3404,-1071.8605,-4694.9504,-212.6519,0.0000,5278.2978,-87992.3278,-94399.6408,-89077.7184,-91343.8471,-85388.3113,-91664.8222,-100427.4803,-92668.9613,7185876.9904,7218630.5196,7215075.6104,7203256.9088,-91378.4366,7198007.1600,
