sl_100_86400_20290328 Coordinates.csv
2029/03/28 07:47:00.0000 UTC

Generated: Tue Oct  8 21:49:52 2024,
Start: 2029/03/28 07:47:00.00, Stop: 2029/03/29 07:47:00.00,
TIME_UNITS,STARLINK-5019 - X-Coordinate,STARLINK-31581 - X-Coordinate,STARLINK-5604 - X-Coordinate,STARLINK-31862 - X-Coordinate,STARLINK-31685 - X-Coordinate,STARLINK-5492 - X-Coordinate,STARLINK-6120 - X-Coordinate,STARLINK-31043 - X-Coordinate,STARLINK-4000 - X-Coordinate,STARLINK-3419 - X-Coordinate,STARLINK-31539 - X-Coordinate,STARLINK-1700 - X-Coordinate,STARLINK-31990 - X-Coordinate,STARLINK-11144 [DTC] - X-Coordinate,STARLINK-4407 - X-Coordinate,STARLINK-31468 - X-Coordinate,STARLINK-4063 - X-Coordinate,STARLINK-1146 - X-Coordinate,STARLINK-3509 - X-Coordinate,STARLINK-30344 - X-Coordinate,STARLINK-5786 - X-Coordinate,STARLINK-4080 - X-Coordinate,STARLINK-5654 - X-Coordinate,STARLINK-5044 - X-Coordinate,STARLINK-3607 - X-Coordinate,STARLINK-5666 - X-Coordinate,STARLINK-5499 - X-Coordinate,STARLINK-6240 - X-Coordinate,STARLINK-3846 - X-Coordinate,STARLINK-5331 - X-Coordinate,STARLINK-4138 - X-Coordinate,STARLINK-3975 - X-Coordinate,STARLINK-2348 - X-Coordinate,STARLINK-4678 - X-Coordinate,STARLINK-2714 - X-Coordinate,STARLINK-30403 - X-Coordinate,STARLINK-31825 - X-Coordinate,STARLINK-30207 - X-Coordinate,STARLINK-1012 - X-Coordinate,STARLINK-31029 - X-Coordinate,STARLINK-5011 - X-Coordinate,STARLINK-3312 - X-Coordinate,STARLINK-3609 - X-Coordinate,STARLINK-4515 - X-Coordinate,STARLINK-1280 - X-Coordinate,STARLINK-2228 - X-Coordinate,STARLINK-30208 - X-Coordinate,STARLINK-30537 - X-Coordinate,STARLINK-4762 - X-Coordinate,STARLINK-3145 - X-Coordinate,STARLINK-2487 - X-Coordinate,STARLINK-3814 - X-Coordinate,STARLINK-30367 - X-Coordinate,STARLINK-30787 - X-Coordinate,STARLINK-1185 - X-Coordinate,STARLINK-5914 - X-Coordinate,STARLINK-31281 - X-Coordinate,STARLINK-3309 - X-Coordinate,STARLINK-5336 - X-Coordinate,STARLINK-31016 - X-Coordinate,STARLINK-30535 - X-Coordinate,STARLINK-2190 - X-Coordinate,STARLINK-5927 - X-Coordinate,STARLINK-11113 [DTC] - X-Coordinate,STARLINK-31548 - X-Coordinate,STARLINK-6285 - X-Coordinate,STARLINK-2314 - X-Coordinate,STARLINK-2307 - X-Coordinate,STARLINK-5286 - X-Coordinate,STARLINK-30972 - X-Coordinate,STARLINK-1226 - X-Coordinate,STARLINK-4277 - X-Coordinate,STARLINK-6147 - X-Coordinate,STARLINK-1690 - X-Coordinate,STARLINK-31112 - X-Coordinate,STARLINK-2639 - X-Coordinate,STARLINK-4810 - X-Coordinate,STARLINK-1269 - X-Coordinate,STARLINK-30998 - X-Coordinate,STARLINK-11117 [DTC] - X-Coordinate,STARLINK-6088 - X-Coordinate,STARLINK-5309 - X-Coordinate,STARLINK-3550 - X-Coordinate,STARLINK-5100 - X-Coordinate,STARLINK-30952 - X-Coordinate,STARLINK-31568 - X-Coordinate,STARLINK-4008 - X-Coordinate,STARLINK-2699 - X-Coordinate,STARLINK-31955 - X-Coordinate,STARLINK-4615 - X-Coordinate,STARLINK-5479 - X-Coordinate,STARLINK-6331 - X-Coordinate,STARLINK-5474 - X-Coordinate,STARLINK-5195 - X-Coordinate,STARLINK-5220 - X-Coordinate,STARLINK-30484 - X-Coordinate,STARLINK-31199 - X-Coordinate,STARLINK-31244 - X-Coordinate,STARLINK-5235 - X-Coordinate,STARLINK-1365 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5019 - Y-Coordinate,STARLINK-31581 - Y-Coordinate,STARLINK-5604 - Y-Coordinate,STARLINK-31862 - Y-Coordinate,STARLINK-31685 - Y-Coordinate,STARLINK-5492 - Y-Coordinate,STARLINK-6120 - Y-Coordinate,STARLINK-31043 - Y-Coordinate,STARLINK-4000 - Y-Coordinate,STARLINK-3419 - Y-Coordinate,STARLINK-31539 - Y-Coordinate,STARLINK-1700 - Y-Coordinate,STARLINK-31990 - Y-Coordinate,STARLINK-11144 [DTC] - Y-Coordinate,STARLINK-4407 - Y-Coordinate,STARLINK-31468 - Y-Coordinate,STARLINK-4063 - Y-Coordinate,STARLINK-1146 - Y-Coordinate,STARLINK-3509 - Y-Coordinate,STARLINK-30344 - Y-Coordinate,STARLINK-5786 - Y-Coordinate,STARLINK-4080 - Y-Coordinate,STARLINK-5654 - Y-Coordinate,STARLINK-5044 - Y-Coordinate,STARLINK-3607 - Y-Coordinate,STARLINK-5666 - Y-Coordinate,STARLINK-5499 - Y-Coordinate,STARLINK-6240 - Y-Coordinate,STARLINK-3846 - Y-Coordinate,STARLINK-5331 - Y-Coordinate,STARLINK-4138 - Y-Coordinate,STARLINK-3975 - Y-Coordinate,STARLINK-2348 - Y-Coordinate,STARLINK-4678 - Y-Coordinate,STARLINK-2714 - Y-Coordinate,STARLINK-30403 - Y-Coordinate,STARLINK-31825 - Y-Coordinate,STARLINK-30207 - Y-Coordinate,STARLINK-1012 - Y-Coordinate,STARLINK-31029 - Y-Coordinate,STARLINK-5011 - Y-Coordinate,STARLINK-3312 - Y-Coordinate,STARLINK-3609 - Y-Coordinate,STARLINK-4515 - Y-Coordinate,STARLINK-1280 - Y-Coordinate,STARLINK-2228 - Y-Coordinate,STARLINK-30208 - Y-Coordinate,STARLINK-30537 - Y-Coordinate,STARLINK-4762 - Y-Coordinate,STARLINK-3145 - Y-Coordinate,STARLINK-2487 - Y-Coordinate,STARLINK-3814 - Y-Coordinate,STARLINK-30367 - Y-Coordinate,STARLINK-30787 - Y-Coordinate,STARLINK-1185 - Y-Coordinate,STARLINK-5914 - Y-Coordinate,STARLINK-31281 - Y-Coordinate,STARLINK-3309 - Y-Coordinate,STARLINK-5336 - Y-Coordinate,STARLINK-31016 - Y-Coordinate,STARLINK-30535 - Y-Coordinate,STARLINK-2190 - Y-Coordinate,STARLINK-5927 - Y-Coordinate,STARLINK-11113 [DTC] - Y-Coordinate,STARLINK-31548 - Y-Coordinate,STARLINK-6285 - Y-Coordinate,STARLINK-2314 - Y-Coordinate,STARLINK-2307 - Y-Coordinate,STARLINK-5286 - Y-Coordinate,STARLINK-30972 - Y-Coordinate,STARLINK-1226 - Y-Coordinate,STARLINK-4277 - Y-Coordinate,STARLINK-6147 - Y-Coordinate,STARLINK-1690 - Y-Coordinate,STARLINK-31112 - Y-Coordinate,STARLINK-2639 - Y-Coordinate,STARLINK-4810 - Y-Coordinate,STARLINK-1269 - Y-Coordinate,STARLINK-30998 - Y-Coordinate,STARLINK-11117 [DTC] - Y-Coordinate,STARLINK-6088 - Y-Coordinate,STARLINK-5309 - Y-Coordinate,STARLINK-3550 - Y-Coordinate,STARLINK-5100 - Y-Coordinate,STARLINK-30952 - Y-Coordinate,STARLINK-31568 - Y-Coordinate,STARLINK-4008 - Y-Coordinate,STARLINK-2699 - Y-Coordinate,STARLINK-31955 - Y-Coordinate,STARLINK-4615 - Y-Coordinate,STARLINK-5479 - Y-Coordinate,STARLINK-6331 - Y-Coordinate,STARLINK-5474 - Y-Coordinate,STARLINK-5195 - Y-Coordinate,STARLINK-5220 - Y-Coordinate,STARLINK-30484 - Y-Coordinate,STARLINK-31199 - Y-Coordinate,STARLINK-31244 - Y-Coordinate,STARLINK-5235 - Y-Coordinate,STARLINK-1365 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5019 - Z-Coordinate,STARLINK-31581 - Z-Coordinate,STARLINK-5604 - Z-Coordinate,STARLINK-31862 - Z-Coordinate,STARLINK-31685 - Z-Coordinate,STARLINK-5492 - Z-Coordinate,STARLINK-6120 - Z-Coordinate,STARLINK-31043 - Z-Coordinate,STARLINK-4000 - Z-Coordinate,STARLINK-3419 - Z-Coordinate,STARLINK-31539 - Z-Coordinate,STARLINK-1700 - Z-Coordinate,STARLINK-31990 - Z-Coordinate,STARLINK-11144 [DTC] - Z-Coordinate,STARLINK-4407 - Z-Coordinate,STARLINK-31468 - Z-Coordinate,STARLINK-4063 - Z-Coordinate,STARLINK-1146 - Z-Coordinate,STARLINK-3509 - Z-Coordinate,STARLINK-30344 - Z-Coordinate,STARLINK-5786 - Z-Coordinate,STARLINK-4080 - Z-Coordinate,STARLINK-5654 - Z-Coordinate,STARLINK-5044 - Z-Coordinate,STARLINK-3607 - Z-Coordinate,STARLINK-5666 - Z-Coordinate,STARLINK-5499 - Z-Coordinate,STARLINK-6240 - Z-Coordinate,STARLINK-3846 - Z-Coordinate,STARLINK-5331 - Z-Coordinate,STARLINK-4138 - Z-Coordinate,STARLINK-3975 - Z-Coordinate,STARLINK-2348 - Z-Coordinate,STARLINK-4678 - Z-Coordinate,STARLINK-2714 - Z-Coordinate,STARLINK-30403 - Z-Coordinate,STARLINK-31825 - Z-Coordinate,STARLINK-30207 - Z-Coordinate,STARLINK-1012 - Z-Coordinate,STARLINK-31029 - Z-Coordinate,STARLINK-5011 - Z-Coordinate,STARLINK-3312 - Z-Coordinate,STARLINK-3609 - Z-Coordinate,STARLINK-4515 - Z-Coordinate,STARLINK-1280 - Z-Coordinate,STARLINK-2228 - Z-Coordinate,STARLINK-30208 - Z-Coordinate,STARLINK-30537 - Z-Coordinate,STARLINK-4762 - Z-Coordinate,STARLINK-3145 - Z-Coordinate,STARLINK-2487 - Z-Coordinate,STARLINK-3814 - Z-Coordinate,STARLINK-30367 - Z-Coordinate,STARLINK-30787 - Z-Coordinate,STARLINK-1185 - Z-Coordinate,STARLINK-5914 - Z-Coordinate,STARLINK-31281 - Z-Coordinate,STARLINK-3309 - Z-Coordinate,STARLINK-5336 - Z-Coordinate,STARLINK-31016 - Z-Coordinate,STARLINK-30535 - Z-Coordinate,STARLINK-2190 - Z-Coordinate,STARLINK-5927 - Z-Coordinate,STARLINK-11113 [DTC] - Z-Coordinate,STARLINK-31548 - Z-Coordinate,STARLINK-6285 - Z-Coordinate,STARLINK-2314 - Z-Coordinate,STARLINK-2307 - Z-Coordinate,STARLINK-5286 - Z-Coordinate,STARLINK-30972 - Z-Coordinate,STARLINK-1226 - Z-Coordinate,STARLINK-4277 - Z-Coordinate,STARLINK-6147 - Z-Coordinate,STARLINK-1690 - Z-Coordinate,STARLINK-31112 - Z-Coordinate,STARLINK-2639 - Z-Coordinate,STARLINK-4810 - Z-Coordinate,STARLINK-1269 - Z-Coordinate,STARLINK-30998 - Z-Coordinate,STARLINK-11117 [DTC] - Z-Coordinate,STARLINK-6088 - Z-Coordinate,STARLINK-5309 - Z-Coordinate,STARLINK-3550 - Z-Coordinate,STARLINK-5100 - Z-Coordinate,STARLINK-30952 - Z-Coordinate,STARLINK-31568 - Z-Coordinate,STARLINK-4008 - Z-Coordinate,STARLINK-2699 - Z-Coordinate,STARLINK-31955 - Z-Coordinate,STARLINK-4615 - Z-Coordinate,STARLINK-5479 - Z-Coordinate,STARLINK-6331 - Z-Coordinate,STARLINK-5474 - Z-Coordinate,STARLINK-5195 - Z-Coordinate,STARLINK-5220 - Z-Coordinate,STARLINK-30484 - Z-Coordinate,STARLINK-31199 - Z-Coordinate,STARLINK-31244 - Z-Coordinate,STARLINK-5235 - Z-Coordinate,STARLINK-1365 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-5381.7780,-4636.7172,4923.8529,6546.4589,-4330.6507,5028.2703,-4409.8884,3629.4807,5655.8619,-5015.1166,4138.3329,-4737.6453,6042.2703,4529.3208,5754.5034,3516.0986,-6436.0391,-5420.9274,1866.9723,4588.8296,-4343.2955,-3377.3160,-3971.8442,-3741.2982,3417.4385,5447.2724,-4921.5620,4267.0565,3954.2854,-5847.5511,-4501.8358,236.0768,1398.7701,5624.7402,-1383.0384,4466.4469,1601.3299,-1267.3825,-5013.1410,-5872.7799,-4479.2889,4374.8266,-2069.3335,-4624.8539,-1074.7741,5113.7015,4694.4396,6539.7592,-4074.4969,3624.6448,-5007.3647,1916.4579,-5446.4161,4820.0370,2748.5414,-4976.3577,6517.9930,-2622.8404,3384.2849,1380.1594,-1630.1791,-1998.0682,5392.4364,6372.6867,4929.7778,3058.5669,-1772.4333,-4494.8095,4536.3772,-5927.7811,533.2011,3790.8325,-3366.2760,0.0000,-6026.9972,-3641.7630,-4768.1626,4111.4164,5993.7026,2932.4403,2935.9491,-1568.9907,-3879.0087,-6250.2841,5659.3468,4385.9813,3672.1688,3649.8877,0.0000,2637.0696,-2382.4974,-2066.3874,-128.7905,173.5134,748.8699,-5672.8675,-3736.9020,2740.9245,2264.1272,4857.4914,283841.6787,267980.4088,279562.3388,277044.1848,270526.9817,272683.7806,279416.4519,277427.7169,45455873.3602,45464423.7956,45473559.5286,45477783.9314,277821.7536,45472447.5340,-1347.0895,3372.7824,78.4559,274.9825,-2260.6205,-2868.3165,-3223.8527,-5392.7502,3931.4545,-4640.0031,3151.0792,4769.7098,-2678.0197,-2586.9725,-2172.1642,5628.6787,1331.0013,2424.0056,-3724.9862,-4770.4052,-3670.0778,3718.9288,4644.4825,5058.2630,-4819.8023,4139.2295,507.0700,4552.0850,-1178.4728,-3707.0620,-3999.6779,-4242.3323,5429.4745,2505.0285,6166.2950,-2590.5782,6525.0708,-6034.8442,1080.7633,3571.0512,-3801.5263,-4819.5707,-3842.3949,4195.4536,3988.8677,2787.1144,-2130.6538,1513.8135,-656.6495,-2340.4556,623.5339,4588.2249,85.2770,1818.9876,3536.5613,2588.9883,179.9803,-5674.8873,4030.7483,4711.8561,4843.3429,-6479.6043,-4299.4988,2022.8445,-633.2413,4200.2362,3683.6089,-12.4980,-36.3483,-3135.4866,-6017.8843,5481.9005,-4816.6446,0.0000,-3195.5995,-2576.2035,-1513.0506,-1573.1279,3425.0729,-4032.6752,5500.9125,1886.9911,-1674.9535,282.1822,1516.7921,4912.3298,4217.6336,3978.3608,0.0000,-3207.8449,-6520.2758,-5091.8482,-5774.1734,4823.0484,-6843.5566,-23.4361,-4323.3805,4499.0812,4458.9684,4793.8697,-218215.2558,-244890.3108,-223063.1624,-223144.7329,-228676.8787,-228671.6876,-231924.2859,-228390.6984,-85472257.9173,-85505252.1573,-85461025.8757,-85475162.6765,-228666.4008,-85471555.1816,4163.8425,-3683.9807,4879.6598,-1745.2463,4532.4369,-3759.6502,4267.9793,-2388.8291,117.4328,-893.9819,4388.0283,1580.8677,-1499.4717,4222.9999,3224.9288,1597.7188,2279.7972,-3290.4485,-5474.1855,-2008.6616,-3918.3337,-4733.8575,3243.5205,2840.1180,-3556.2728,809.4360,4865.3376,-2984.6441,-5509.7121,193.2364,-3347.1579,-5462.2956,4011.6292,3139.9316,-2642.3315,-4612.1605,1227.9795,-3144.1090,4607.7313,853.7405,-3589.3918,2305.7163,-5318.1498,-2966.9175,-5485.4983,-3090.5740,-4606.4851,1673.5093,5469.5040,-5392.1868,-4645.7375,-4768.2193,4277.4825,-4641.0491,-5114.6839,-4093.2340,2062.7240,-2063.1468,4506.9197,4766.5363,-4687.8106,932.7632,765.6093,-620.9176,4622.0280,-4550.8490,-5417.3190,5168.9385,5238.4977,1554.2797,-3349.1470,-1772.3341,-3651.1982,0.0000,-769.3207,5234.6868,4707.8047,5296.4951,1023.1996,4456.6555,2713.9990,-6498.7932,5456.4457,-2960.2532,3657.4982,-1821.3954,4034.5194,-4265.2849,0.0000,-5537.3357,308.2711,-4226.3626,-3860.9797,4921.0833,-178.4805,-3957.7854,-3757.3917,4321.7525,4753.0801,-954.7827,20279.7841,14563.1490,18893.4263,18728.0344,22775.7376,14351.2711,8558.6709,18806.5840,2466810.4857,2450174.8773,2491209.3811,2470028.8624,17075.9663,2478734.5579,
3600.000,6775.4057,2986.2084,-1049.2820,-5826.5215,5544.0068,-1373.3442,5279.2877,-1652.3158,-5355.8807,5328.3705,-6633.2701,3213.1807,-4290.1600,488.1709,-2167.6894,-4612.9948,3631.8083,1067.2622,2362.4673,-2718.7104,5143.7329,2277.8241,67.9319,69.2517,639.4017,-6024.7122,838.9044,-6209.4198,-2472.2927,4598.0792,4145.4904,3999.2516,-3666.6086,-6722.9170,-418.4806,-1540.9574,-3088.3392,3798.1486,5689.8619,3269.1380,6267.3285,-912.8952,5695.9492,852.9075,-3192.7408,-3211.6578,-2036.8515,-5161.2143,4201.3197,-2382.5816,1820.7145,-4385.1615,3735.3353,-6246.2144,-6238.2134,5978.4895,-4173.0889,3885.9136,-6240.7864,-4466.4806,-2358.3019,3339.0645,-4254.7560,-5245.7378,-3566.6289,-5581.6587,-2669.8385,5607.0465,-643.8708,4759.8252,2450.3680,-4818.7990,5899.7062,0.0000,6152.5931,6490.0903,3396.5767,-3806.0395,-6386.0305,-973.8204,-4750.3092,-391.6936,4695.8601,6314.5808,-4488.4894,-5868.7397,-5892.4711,-6094.7511,0.0000,746.7532,2082.0428,5171.0829,395.9368,-3914.8881,1199.1249,6193.9617,5127.0117,-5459.0422,-4389.2650,-5268.0908,328363.4313,320196.3477,329224.2884,326781.6427,318505.3396,322640.5298,326930.4979,326477.6158,66096706.9077,66113446.2243,66108663.8485,66120753.1224,326084.4737,66113019.8983,1376.0588,-6123.4732,2178.0594,2486.5567,-2655.9284,4926.5044,-759.4070,6596.3199,-1633.2937,2685.2609,-230.9672,-5443.0576,4059.6114,4354.5676,-527.5905,-4012.2579,-2879.2493,-3934.0189,5003.2189,6117.8871,-468.1235,-6419.9058,-5067.2286,-4294.6068,4081.0026,-1679.1092,-2258.0595,-2976.0652,5201.1041,2504.4997,-54.9578,3492.2354,-5842.6877,-1136.6463,-6541.7768,5500.0036,-5096.7080,5769.9087,-3794.2920,-4086.6639,2747.7733,4396.3748,2980.9335,-4177.4422,-4834.6985,2456.3521,5345.3120,1526.0006,-3779.0269,5861.4933,-4045.0804,-782.0424,-3822.9639,1540.1064,-2135.8009,-3449.9947,2968.7186,713.1259,-2139.8900,-5093.2179,-5361.4916,4820.6691,3688.2385,656.5042,4957.9991,-811.8563,-5206.3119,-3404.0540,2508.5299,123.3569,3387.5667,-4143.5614,3592.7262,0.0000,512.7196,415.0023,-2859.4285,5188.2073,-1377.5628,6621.6787,-1502.7701,-5549.1718,-2570.9474,-2755.8337,2421.6304,-2736.5314,-3590.4066,-3180.3101,0.0000,5612.7260,4541.7454,4392.0296,6859.9383,-2347.3618,5311.4041,-2955.2696,7.2993,-709.7962,-567.9790,-2877.1377,-138610.8279,-169363.0279,-147233.2784,-148541.0659,-152269.5369,-151954.7072,-155037.9515,-152271.9500,-70723545.6532,-70755909.4777,-70717474.4094,-70719730.9683,-151948.8285,-70723728.3388,614.9462,37.0177,-6504.6263,-2419.4213,-2595.7717,4621.3555,-4444.7114,-1309.5412,4003.9324,-3450.8106,-1523.0346,2774.5923,-3325.4284,-5097.6380,-6587.6124,3032.8638,-5194.9604,5415.1754,4074.4649,-1740.7918,4569.1280,1093.0207,-4722.4740,-5412.6612,5509.2836,2882.0821,-6515.2929,-629.9870,3756.5610,4528.3311,5490.2433,4425.8317,49.3405,1143.1463,-1988.2026,3896.3626,3332.4465,-403.7556,-914.7935,-4543.2529,-745.4312,-5254.6287,2433.9902,5429.6587,3670.9107,5194.1480,3866.7837,-4356.7536,-3893.2001,2752.3271,5216.4205,5242.0207,-4419.9900,2567.0491,1634.5733,-739.5874,-4542.6678,5253.3774,-2147.2105,-1030.7774,3694.7732,3520.7208,4049.4489,-4144.6317,-2981.1259,3971.0493,3422.0722,-2003.4401,-6435.5860,-4978.5113,5484.1392,-2681.4463,318.2718,0.0000,-3005.3414,-2264.4589,-5254.1274,-2480.3292,2445.2187,128.7666,-4638.8049,4149.8330,-4370.3181,-643.9251,-4671.2417,-2188.2647,25.6223,213.0395,0.0000,3967.4669,-4832.1884,1398.5247,-1012.9026,-5177.3101,4206.5529,829.5281,4511.9801,-4031.6760,-5304.6510,-3392.3855,18838.8010,12753.9058,17808.1268,14805.1442,21533.9472,16230.8167,6242.5608,13719.5980,2475509.9505,2457987.4983,2503852.0966,2478751.7101,15434.4738,2487807.6549,
7200.000,-4735.1987,144.2185,-1995.6798,1951.6147,-3599.3318,-2230.7349,-5239.3865,-1246.3627,3480.2339,-3965.6824,5850.9219,331.5418,-393.0438,-4487.1727,-3284.9627,4121.9657,149.5808,3413.5947,-4763.9801,-554.5071,-5032.3091,-476.3394,3852.0351,4160.8221,-4773.1589,4621.2484,2533.6029,5751.1376,994.3580,-2088.0504,-3532.6774,-6394.5170,4276.1822,4926.8258,2609.6450,-1103.5968,4023.2111,-4902.9019,-3911.4919,1000.1626,-5145.0360,-3434.2232,-6392.9424,3481.5203,5299.4046,404.0486,-504.4576,2537.8912,-3378.5559,915.3767,961.1075,6061.8438,-1666.8791,5714.3857,6037.2167,-3800.1635,599.4486,-3795.2175,6767.0404,5048.7378,5048.9067,-4088.8302,302.9731,1241.1003,1154.6471,6522.2423,4826.8043,-4313.0180,-2151.7335,-2560.5661,-5519.9694,4296.7255,-6039.4395,0.0000,-3993.2839,-6387.1867,-1973.3100,2429.4098,4998.1176,-1744.3210,5380.3132,784.9931,-4603.3130,-3854.2741,2674.3108,4937.3196,5409.7942,5542.0145,0.0000,-2846.4942,-2387.8937,-6108.3428,-799.1476,6577.3762,-3807.5552,-4379.4692,-5262.9448,6250.6053,5866.4394,4036.3534,351169.6998,351693.8377,358067.5926,355559.2987,345967.8026,355290.7384,353743.7723,353219.6410,82197144.2080,82221255.7051,82206960.9283,82218347.4958,353632.8247,82213734.3818,-474.6106,5762.8570,-5113.8140,-4571.3450,5289.5844,-6032.3983,4111.0873,-5371.9920,-2263.7112,1178.4900,-2406.3368,4316.5178,-4041.9755,-4810.4659,519.4906,-236.1962,4706.3305,4895.3968,-4958.1766,-5318.3506,4135.0427,6073.1633,4730.0724,3145.6924,-3118.2738,-2047.5320,4807.8436,98.2235,-6788.9102,1123.6438,4340.5207,-2557.7872,3537.3675,-1094.0122,3635.8725,-6788.1419,808.7323,-3198.6273,4563.8504,4166.1046,-187.6899,-3512.6832,-1440.8506,3949.4763,4307.8217,-6376.6792,-6857.6672,-4770.6492,5955.2642,-6641.8469,6443.6399,-2365.1549,6464.2646,-3773.0217,62.6892,2755.5908,-5706.8866,4697.5618,-34.2374,3076.3633,4724.7338,-496.7695,-2459.3830,-4145.8809,-6615.3874,-2097.9352,4581.2418,4661.4003,-5410.3960,3870.0915,-419.5541,457.6080,-1039.3830,0.0000,3038.0545,1276.1366,6196.5886,-6143.1946,-1652.0283,-4528.4490,-2929.8607,6872.3903,5127.8841,4279.2255,-5762.0426,-1169.9718,1281.2130,921.7512,0.0000,-6305.1640,-158.0769,-2350.2515,-4449.6328,196.9322,-1762.2550,4551.6927,3890.8969,-2638.8309,-2689.3081,-1000.8098,-51056.5164,-83160.5908,-62045.2270,-67209.0947,-66351.5675,-64379.9642,-68940.0424,-64978.8753,-51119739.4348,-51149356.3444,-51121159.5045,-51110183.5036,-65623.0465,-51120803.9531,-5055.3446,3621.0187,4234.8602,4599.9339,-1893.6076,-2503.6123,1939.1792,4174.7569,-5500.5435,5500.5119,-2527.8313,-5387.3419,5413.0479,1350.7079,6090.9481,-5445.0896,5116.2638,-3235.2156,60.1002,4375.0987,-2291.0352,3231.5477,3264.5585,4518.9388,-3878.3647,-4687.7894,4315.3907,3825.8877,497.2032,-6510.0388,-4018.2368,-647.0650,-4104.7277,-4731.6998,5172.6551,-769.9731,-5468.2508,3677.9671,-3395.7701,5434.6705,4558.5334,4848.7849,2073.9739,-4480.4127,666.0766,-1621.3268,-687.9358,4313.6292,-424.7893,1634.0160,-2137.4140,-2257.7490,1860.3749,1053.7196,3108.0091,5106.6931,3715.9836,-2621.9557,-1530.2131,-3466.6015,-468.3563,-5472.7293,-6484.9228,5122.2554,-1036.4152,-853.5329,1302.2154,-2593.8986,3760.3895,5078.2383,-4130.4955,5364.4742,3194.4754,0.0000,4674.3268,-2238.7678,2224.9749,-1982.4247,-4591.9289,-4616.9469,2951.0791,616.3349,487.1449,3824.3847,2715.9005,4565.2718,-4092.2870,3957.1627,0.0000,52.6504,6515.4686,2263.9129,5265.1902,2067.5499,-5464.5224,2801.4948,-1979.7231,685.6647,2450.6136,5484.6025,17315.6451,10969.5585,16084.9298,12667.5427,19868.0735,15578.8307,4561.0098,15429.1961,2485002.2338,2465992.7471,2514918.5012,2490032.3467,13791.2169,2496877.1446,
