sl_100_5400_20290730 Coordinates.csv
2029/07/30 07:47:00.0000 UTC

Generated: Tue Oct  8 21:45:39 2024,
Start: 2029/07/30 07:47:00.00, Stop: 2029/07/30 09:17:00.00,
TIME_UNITS,STARLINK-30579 - X-Coordinate,STARLINK-31640 - X-Coordinate,STARLINK-5983 - X-Coordinate,STARLINK-30400 - X-Coordinate,STARLINK-5093 - X-Coordinate,STARLINK-5905 - X-Coordinate,STARLINK-3005 - X-Coordinate,STARLINK-31485 - X-Coordinate,STARLINK-31724 - X-Coordinate,STARLINK-11255 [DTC] - X-Coordinate,STARLINK-6333 - X-Coordinate,STARLINK-1740 - X-Coordinate,STARLINK-31763 - X-Coordinate,STARLINK-1978 - X-Coordinate,STARLINK-2640 - X-Coordinate,STARLINK-5089 - X-Coordinate,STARLINK-3284 - X-Coordinate,STARLINK-31134 - X-Coordinate,STARLINK-31437 - X-Coordinate,STARLINK-30449 - X-Coordinate,STARLINK-3268 - X-Coordinate,STARLINK-2487 - X-Coordinate,STARLINK-1705 - X-Coordinate,STARLINK-4789 - X-Coordinate,STARLINK-31366 - X-Coordinate,STARLINK-31213 - X-Coordinate,STARLINK-4045 - X-Coordinate,STARLINK-31593 - X-Coordinate,STARLINK-5329 - X-Coordinate,STARLINK-5748 - X-Coordinate,STARLINK-5733 - X-Coordinate,STARLINK-3601 - X-Coordinate,STARLINK-3833 - X-Coordinate,STARLINK-31106 - X-Coordinate,STARLINK-2629 - X-Coordinate,STARLINK-32042 - X-Coordinate,STARLINK-4139 - X-Coordinate,STARLINK-2588 - X-Coordinate,STARLINK-4623 - X-Coordinate,STARLINK-1319 - X-Coordinate,STARLINK-4410 - X-Coordinate,STARLINK-32008 - X-Coordinate,STARLINK-5617 - X-Coordinate,STARLINK-4015 - X-Coordinate,STARLINK-1723 - X-Coordinate,STARLINK-31177 - X-Coordinate,STARLINK-31360 - X-Coordinate,STARLINK-5482 - X-Coordinate,STARLINK-3846 - X-Coordinate,STARLINK-30525 - X-Coordinate,STARLINK-2123 - X-Coordinate,STARLINK-6364 - X-Coordinate,STARLINK-2086 - X-Coordinate,STARLINK-4126 - X-Coordinate,STARLINK-4701 - X-Coordinate,STARLINK-1333 - X-Coordinate,STARLINK-2546 - X-Coordinate,STARLINK-30565 - X-Coordinate,STARLINK-6124 - X-Coordinate,STARLINK-30381 - X-Coordinate,STARLINK-5806 - X-Coordinate,STARLINK-30969 - X-Coordinate,STARLINK-3847 - X-Coordinate,STARLINK-31651 - X-Coordinate,STARLINK-31585 - X-Coordinate,STARLINK-2561 - X-Coordinate,STARLINK-30779 - X-Coordinate,STARLINK-11164 [DTC] - X-Coordinate,STARLINK-30348 - X-Coordinate,STARLINK-6291 - X-Coordinate,STARLINK-2427 - X-Coordinate,STARLINK-3249 - X-Coordinate,STARLINK-5508 - X-Coordinate,STARLINK-30962 - X-Coordinate,STARLINK-30430 - X-Coordinate,STARLINK-1434 - X-Coordinate,STARLINK-30068 - X-Coordinate,STARLINK-5895 - X-Coordinate,STARLINK-3706 - X-Coordinate,STARLINK-5799 - X-Coordinate,STARLINK-5989 - X-Coordinate,STARLINK-3734 - X-Coordinate,STARLINK-31627 - X-Coordinate,STARLINK-4743 - X-Coordinate,STARLINK-2388 - X-Coordinate,STARLINK-5181 - X-Coordinate,STARLINK-3940 - X-Coordinate,STARLINK-1108 - X-Coordinate,STARLINK-31449 - X-Coordinate,STARLINK-6160 - X-Coordinate,STARLINK-31465 - X-Coordinate,STARLINK-1799 - X-Coordinate,STARLINK-30556 - X-Coordinate,STARLINK-1151 - X-Coordinate,STARLINK-30705 - X-Coordinate,STARLINK-5320 - X-Coordinate,STARLINK-5397 - X-Coordinate,STARLINK-31860 - X-Coordinate,STARLINK-4809 - X-Coordinate,STARLINK-1067 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-30579 - Y-Coordinate,STARLINK-31640 - Y-Coordinate,STARLINK-5983 - Y-Coordinate,STARLINK-30400 - Y-Coordinate,STARLINK-5093 - Y-Coordinate,STARLINK-5905 - Y-Coordinate,STARLINK-3005 - Y-Coordinate,STARLINK-31485 - Y-Coordinate,STARLINK-31724 - Y-Coordinate,STARLINK-11255 [DTC] - Y-Coordinate,STARLINK-6333 - Y-Coordinate,STARLINK-1740 - Y-Coordinate,STARLINK-31763 - Y-Coordinate,STARLINK-1978 - Y-Coordinate,STARLINK-2640 - Y-Coordinate,STARLINK-5089 - Y-Coordinate,STARLINK-3284 - Y-Coordinate,STARLINK-31134 - Y-Coordinate,STARLINK-31437 - Y-Coordinate,STARLINK-30449 - Y-Coordinate,STARLINK-3268 - Y-Coordinate,STARLINK-2487 - Y-Coordinate,STARLINK-1705 - Y-Coordinate,STARLINK-4789 - Y-Coordinate,STARLINK-31366 - Y-Coordinate,STARLINK-31213 - Y-Coordinate,STARLINK-4045 - Y-Coordinate,STARLINK-31593 - Y-Coordinate,STARLINK-5329 - Y-Coordinate,STARLINK-5748 - Y-Coordinate,STARLINK-5733 - Y-Coordinate,STARLINK-3601 - Y-Coordinate,STARLINK-3833 - Y-Coordinate,STARLINK-31106 - Y-Coordinate,STARLINK-2629 - Y-Coordinate,STARLINK-32042 - Y-Coordinate,STARLINK-4139 - Y-Coordinate,STARLINK-2588 - Y-Coordinate,STARLINK-4623 - Y-Coordinate,STARLINK-1319 - Y-Coordinate,STARLINK-4410 - Y-Coordinate,STARLINK-32008 - Y-Coordinate,STARLINK-5617 - Y-Coordinate,STARLINK-4015 - Y-Coordinate,STARLINK-1723 - Y-Coordinate,STARLINK-31177 - Y-Coordinate,STARLINK-31360 - Y-Coordinate,STARLINK-5482 - Y-Coordinate,STARLINK-3846 - Y-Coordinate,STARLINK-30525 - Y-Coordinate,STARLINK-2123 - Y-Coordinate,STARLINK-6364 - Y-Coordinate,STARLINK-2086 - Y-Coordinate,STARLINK-4126 - Y-Coordinate,STARLINK-4701 - Y-Coordinate,STARLINK-1333 - Y-Coordinate,STARLINK-2546 - Y-Coordinate,STARLINK-30565 - Y-Coordinate,STARLINK-6124 - Y-Coordinate,STARLINK-30381 - Y-Coordinate,STARLINK-5806 - Y-Coordinate,STARLINK-30969 - Y-Coordinate,STARLINK-3847 - Y-Coordinate,STARLINK-31651 - Y-Coordinate,STARLINK-31585 - Y-Coordinate,STARLINK-2561 - Y-Coordinate,STARLINK-30779 - Y-Coordinate,STARLINK-11164 [DTC] - Y-Coordinate,STARLINK-30348 - Y-Coordinate,STARLINK-6291 - Y-Coordinate,STARLINK-2427 - Y-Coordinate,STARLINK-3249 - Y-Coordinate,STARLINK-5508 - Y-Coordinate,STARLINK-30962 - Y-Coordinate,STARLINK-30430 - Y-Coordinate,STARLINK-1434 - Y-Coordinate,STARLINK-30068 - Y-Coordinate,STARLINK-5895 - Y-Coordinate,STARLINK-3706 - Y-Coordinate,STARLINK-5799 - Y-Coordinate,STARLINK-5989 - Y-Coordinate,STARLINK-3734 - Y-Coordinate,STARLINK-31627 - Y-Coordinate,STARLINK-4743 - Y-Coordinate,STARLINK-2388 - Y-Coordinate,STARLINK-5181 - Y-Coordinate,STARLINK-3940 - Y-Coordinate,STARLINK-1108 - Y-Coordinate,STARLINK-31449 - Y-Coordinate,STARLINK-6160 - Y-Coordinate,STARLINK-31465 - Y-Coordinate,STARLINK-1799 - Y-Coordinate,STARLINK-30556 - Y-Coordinate,STARLINK-1151 - Y-Coordinate,STARLINK-30705 - Y-Coordinate,STARLINK-5320 - Y-Coordinate,STARLINK-5397 - Y-Coordinate,STARLINK-31860 - Y-Coordinate,STARLINK-4809 - Y-Coordinate,STARLINK-1067 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-30579 - Z-Coordinate,STARLINK-31640 - Z-Coordinate,STARLINK-5983 - Z-Coordinate,STARLINK-30400 - Z-Coordinate,STARLINK-5093 - Z-Coordinate,STARLINK-5905 - Z-Coordinate,STARLINK-3005 - Z-Coordinate,STARLINK-31485 - Z-Coordinate,STARLINK-31724 - Z-Coordinate,STARLINK-11255 [DTC] - Z-Coordinate,STARLINK-6333 - Z-Coordinate,STARLINK-1740 - Z-Coordinate,STARLINK-31763 - Z-Coordinate,STARLINK-1978 - Z-Coordinate,STARLINK-2640 - Z-Coordinate,STARLINK-5089 - Z-Coordinate,STARLINK-3284 - Z-Coordinate,STARLINK-31134 - Z-Coordinate,STARLINK-31437 - Z-Coordinate,STARLINK-30449 - Z-Coordinate,STARLINK-3268 - Z-Coordinate,STARLINK-2487 - Z-Coordinate,STARLINK-1705 - Z-Coordinate,STARLINK-4789 - Z-Coordinate,STARLINK-31366 - Z-Coordinate,STARLINK-31213 - Z-Coordinate,STARLINK-4045 - Z-Coordinate,STARLINK-31593 - Z-Coordinate,STARLINK-5329 - Z-Coordinate,STARLINK-5748 - Z-Coordinate,STARLINK-5733 - Z-Coordinate,STARLINK-3601 - Z-Coordinate,STARLINK-3833 - Z-Coordinate,STARLINK-31106 - Z-Coordinate,STARLINK-2629 - Z-Coordinate,STARLINK-32042 - Z-Coordinate,STARLINK-4139 - Z-Coordinate,STARLINK-2588 - Z-Coordinate,STARLINK-4623 - Z-Coordinate,STARLINK-1319 - Z-Coordinate,STARLINK-4410 - Z-Coordinate,STARLINK-32008 - Z-Coordinate,STARLINK-5617 - Z-Coordinate,STARLINK-4015 - Z-Coordinate,STARLINK-1723 - Z-Coordinate,STARLINK-31177 - Z-Coordinate,STARLINK-31360 - Z-Coordinate,STARLINK-5482 - Z-Coordinate,STARLINK-3846 - Z-Coordinate,STARLINK-30525 - Z-Coordinate,STARLINK-2123 - Z-Coordinate,STARLINK-6364 - Z-Coordinate,STARLINK-2086 - Z-Coordinate,STARLINK-4126 - Z-Coordinate,STARLINK-4701 - Z-Coordinate,STARLINK-1333 - Z-Coordinate,STARLINK-2546 - Z-Coordinate,STARLINK-30565 - Z-Coordinate,STARLINK-6124 - Z-Coordinate,STARLINK-30381 - Z-Coordinate,STARLINK-5806 - Z-Coordinate,STARLINK-30969 - Z-Coordinate,STARLINK-3847 - Z-Coordinate,STARLINK-31651 - Z-Coordinate,STARLINK-31585 - Z-Coordinate,STARLINK-2561 - Z-Coordinate,STARLINK-30779 - Z-Coordinate,STARLINK-11164 [DTC] - Z-Coordinate,STARLINK-30348 - Z-Coordinate,STARLINK-6291 - Z-Coordinate,STARLINK-2427 - Z-Coordinate,STARLINK-3249 - Z-Coordinate,STARLINK-5508 - Z-Coordinate,STARLINK-30962 - Z-Coordinate,STARLINK-30430 - Z-Coordinate,STARLINK-1434 - Z-Coordinate,STARLINK-30068 - Z-Coordinate,STARLINK-5895 - Z-Coordinate,STARLINK-3706 - Z-Coordinate,STARLINK-5799 - Z-Coordinate,STARLINK-5989 - Z-Coordinate,STARLINK-3734 - Z-Coordinate,STARLINK-31627 - Z-Coordinate,STARLINK-4743 - Z-Coordinate,STARLINK-2388 - Z-Coordinate,STARLINK-5181 - Z-Coordinate,STARLINK-3940 - Z-Coordinate,STARLINK-1108 - Z-Coordinate,STARLINK-31449 - Z-Coordinate,STARLINK-6160 - Z-Coordinate,STARLINK-31465 - Z-Coordinate,STARLINK-1799 - Z-Coordinate,STARLINK-30556 - Z-Coordinate,STARLINK-1151 - Z-Coordinate,STARLINK-30705 - Z-Coordinate,STARLINK-5320 - Z-Coordinate,STARLINK-5397 - Z-Coordinate,STARLINK-31860 - Z-Coordinate,STARLINK-4809 - Z-Coordinate,STARLINK-1067 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,2137.7162,4355.2736,5383.4641,5591.0584,-261.5516,-2601.6142,-144.3786,5441.2660,-3870.1693,-6337.0322,-5999.0159,-1053.3725,2985.1274,-4489.7426,3989.2079,1097.3330,610.0219,-5039.1108,1633.7104,4657.9182,-1564.9876,-2292.6407,-2698.6284,-6377.2210,-5160.1403,-1250.9198,1551.4683,5042.3127,-238.5989,-1661.0848,3815.1334,4878.2271,1374.0089,2742.1041,6143.9063,-3882.7432,1185.7440,4850.7427,3748.2609,178.6497,-3006.3139,-4887.5968,2577.3146,-6014.9499,5240.7442,-2278.9157,0.0000,-724.7192,-3141.9063,2464.0715,3896.8909,-6463.6658,162.4553,-2694.7305,-4104.2559,6184.7769,2658.8177,3865.9962,4940.7697,-1056.7480,1716.3436,-4685.1022,5338.2286,-3979.3816,1152.6014,642.1443,-4840.1431,-6233.9237,-4462.0237,-800.4393,-679.9403,829.3955,-2207.9213,-296.7561,-5549.6879,4321.0721,5443.3542,-4156.5005,-5847.6752,-5018.6208,5733.9305,-5926.1469,-1070.9486,-5390.8335,-2800.0888,3490.7809,3614.6739,0.0000,-3320.9204,5370.3286,5850.2868,3513.1410,-2361.1155,-4798.7803,4533.8460,-2250.1426,-4175.6014,-6347.3828,2591.8332,2605.9471,-183649.4649,-171854.6226,-178658.8926,-177117.4224,-169086.0668,-170119.3265,-170882.2191,-171184.1483,148660126.1420,148642346.5479,148630094.6602,148633455.6646,-172903.0698,148640505.9590,-4893.5290,-5011.1676,-2409.2277,3584.4583,-1271.6879,-4619.0382,-3767.0634,-3874.6849,-4940.6959,1545.2829,-159.1598,3997.1001,6047.3239,719.8616,2137.2554,-5462.2259,-4096.2077,156.8315,-3778.6879,-2033.8439,-4128.9593,-4208.9492,4922.3641,2337.6975,326.3065,5900.8585,-6143.3913,509.5865,-5432.1625,4809.1867,-5374.0791,1453.3740,-5596.9869,-5562.5731,187.6457,-3385.0156,-6091.6004,-3943.2327,-4509.2890,-4475.5553,2767.0485,-368.1544,6416.0802,3395.2110,2778.0691,-4855.2345,0.0000,-1425.8850,2714.2939,-6355.5548,-1409.2736,2451.0488,5050.0303,-5964.3139,-2603.8316,2017.7174,5482.8876,-1858.6699,-3737.4542,5068.7621,5280.1069,-2020.2314,3190.7031,-4275.4990,4856.5237,6708.6605,-4617.9096,-2407.7285,2772.0090,-5106.6382,4684.2213,-6740.2319,-1004.4433,-5323.3550,-3144.5815,-1527.8071,2793.0751,-5061.0375,2568.4767,-1094.0589,-3165.3276,-2088.6139,-6251.9559,-4398.1021,-4771.6645,2265.6359,4754.6771,0.0000,3224.2058,-4201.7160,-2178.4227,-5301.6798,3428.7411,-1708.8990,-1877.1124,6531.7427,-4314.8205,-1882.1786,5964.6553,6066.3108,-360035.2621,-355159.2106,-360743.9685,-363517.7692,-366435.4978,-364331.3299,-357076.1942,-359705.9920,133235133.8416,133241409.6257,133240659.1886,133243146.1491,-360095.8943,133236696.9677,-4404.4166,1410.6479,3636.0026,1710.8595,-6826.0009,-4450.8000,5784.9503,-1459.2203,2647.1467,1552.3701,3439.4547,-5462.0164,854.1035,-5227.2588,-5160.1626,4110.5778,-5523.8789,4672.3392,-5472.0845,-4678.5885,-5319.6885,4880.8720,-3973.4071,-1297.8311,4393.1839,3144.8361,-2754.2663,-4593.4801,4272.3428,4673.0672,2105.2021,4610.4137,3779.6497,2728.4909,3116.2274,-4544.9162,-2938.5173,-2321.6703,3699.7310,5196.5689,5591.5196,4714.8791,684.1046,-303.8572,3542.3930,4113.5982,0.0000,-6748.3839,5472.3169,1204.4041,5499.1269,172.3272,4449.0100,2192.2726,-4921.0958,2238.9600,-3202.5418,-5325.4736,3109.6556,-4556.2399,4118.3093,-4688.5373,-2995.6304,3459.1156,4646.0194,1519.3498,1450.6467,-821.2333,-4525.9483,4577.4866,5009.3196,1206.1250,6498.6310,-4405.8705,-2422.2492,5163.4628,-3272.2773,-2322.0293,-2631.4262,-4665.1268,2318.1740,2849.5370,2585.3115,-134.3919,4066.5444,5483.1078,-3349.1424,0.0000,-5033.4037,-1264.1768,2843.9668,-2532.5733,5494.1439,4411.1445,-4727.7260,686.1695,3471.9097,1593.9395,2101.9367,-1940.3827,44506.3035,42952.4256,43563.4246,42763.8679,47211.1999,39210.0189,32919.1068,41254.3145,-36220519.2654,-36192760.1993,-36226049.4923,-36224526.1140,41519.0222,-36215043.3524,
300.000,11.5112,3172.2732,4953.0806,6350.1960,1618.7305,-4047.7339,517.6523,4532.9435,-4660.6228,-5286.0205,-6362.7572,1113.1505,4278.2302,-3315.5614,5332.5365,-711.3575,-1524.1560,-4854.4971,-364.4141,3752.2652,-3570.7796,-4170.4407,-785.3134,-5953.4614,-4373.2708,372.7363,366.0044,5260.9906,-2183.2250,353.1195,2603.8093,5981.4980,-357.6872,1352.6253,5134.5455,-5465.0331,-358.5542,4225.1309,3676.1819,-1843.3453,-4556.5473,-5648.3446,3098.5721,-5194.5636,4946.7892,-3736.2132,0.0000,1273.5029,-1425.5165,1028.2707,3067.1793,-5655.8996,1870.9894,-3942.6073,-5577.1895,5741.7304,4101.5101,2334.9406,3213.3550,946.1017,3306.8623,-5472.0408,5159.3122,-5500.1924,3199.1238,1814.9673,-5716.6042,-6138.5133,-2857.3113,-2777.7847,1064.3709,-469.1476,-3403.4490,-2275.5800,-5386.1529,2810.4482,5459.2250,-4894.7416,-4431.0472,-5021.7766,5736.2533,-6734.4983,-2416.5587,-5855.4618,-3577.7795,4303.4979,5032.1021,0.0000,-1286.4885,4391.4623,5749.7073,2594.3688,-618.4083,-5965.2587,4444.0622,-1472.5327,-5655.8943,-6133.7211,3837.6678,3455.4971,-176120.9858,-163996.3804,-170976.7724,-169377.8433,-161374.5313,-162466.2556,-163194.9615,-163467.4642,145716401.4848,145698968.2971,145686007.4042,145689261.4804,-165227.4735,145696842.0145,-5066.9719,-6001.1212,-4172.3379,2594.7939,14.1344,-3042.7903,-1756.4855,-5115.4403,-3242.1402,2598.2600,1580.1873,4228.6407,5237.7322,2522.9725,660.4063,-6130.9524,-4331.0742,2282.6705,-4578.6829,-3946.0125,-3801.1761,-3869.4015,4663.5361,3476.6369,2348.3898,6541.0807,-6817.6075,-1586.2083,-4590.5115,5451.7194,-6381.4845,20.5921,-4850.2977,-6506.4687,-1242.8468,-2553.3757,-5345.1356,-5127.8980,-5608.4313,-3691.1514,3341.0033,1334.4453,6053.5013,4305.0953,967.5743,-3290.3131,0.0000,-327.1651,4062.6726,-6838.9655,-3397.1914,3740.6837,5637.0250,-5651.7296,-1423.1542,502.7844,5298.9447,-3419.2756,-4578.7227,5586.6287,3914.6777,-62.6335,1482.7060,-3291.7654,4188.6768,5868.0743,-3751.5005,-1048.0459,4194.7955,-4242.3502,5516.7590,-6242.2022,787.8644,-4522.0398,-1529.8874,-3059.8967,848.0033,-4922.4886,3399.6126,1058.7411,-3918.8324,-966.8098,-6354.2995,-3238.8233,-2976.7757,242.3851,4304.8483,0.0000,3913.1689,-5358.2546,-3564.9105,-6282.6996,4663.2248,-346.8616,-3737.3677,6204.4202,-3327.7514,-186.4396,5648.9137,4806.3905,-363969.6694,-358519.8948,-364189.5473,-366950.0105,-370033.8682,-367838.9768,-360718.5886,-363409.5498,136451994.0360,136458461.0346,136457050.2290,136459620.5612,-363677.6219,136453483.0587,-4716.3802,-135.6358,2468.0245,-91.5014,-6756.8339,-4719.4964,6655.9041,79.6678,3760.1265,3198.1366,2210.7552,-5272.1686,-706.2213,-5535.2675,-4269.6429,3140.6620,-5155.5053,4298.3813,-5079.2440,-4250.7096,-4537.8520,3802.1947,-4994.0015,514.8662,4624.6897,1837.3876,-1050.3473,-4072.1479,4687.0009,4229.5595,626.3299,3378.5229,4880.9309,1329.9012,4422.5400,-3285.7827,-4296.2345,-548.0545,1775.2445,5480.8749,4010.1815,3548.4702,-1438.4406,1502.4979,4722.3713,4570.8092,0.0000,-6810.2535,5352.7816,-335.6857,5145.4586,-1362.5407,3174.2597,427.3190,-3834.6878,3753.0020,-1570.5892,-5442.6267,4090.7875,-3931.7197,4638.1528,-4250.2168,-4340.6257,2240.3912,4328.0182,3157.1757,-364.6787,-2564.6005,-4724.4452,4685.6652,3994.5854,2891.4544,5994.1139,-4713.2035,-3901.1198,5513.6809,-4198.5467,-237.6619,-4066.1817,-4670.0768,234.5698,1158.6943,856.7652,-1914.0894,5046.1520,5367.5087,-1738.2280,0.0000,-5458.6670,272.6789,1150.2072,-799.5349,5039.3454,3119.4587,-3564.7076,2736.5523,2252.2002,2947.4239,321.6604,-3511.2374,44650.9180,43089.5799,43737.3472,42705.4827,47370.4318,39603.2355,32962.9048,41839.3364,-36224016.9957,-36195904.9579,-36228911.5404,-36227632.5788,41636.7349,-36218308.1866,
600.000,-2118.1088,1659.7746,4063.7787,6461.4099,3271.0487,-5137.4561,1031.5951,3164.5153,-5010.8250,-3654.6065,-6118.3247,3155.3809,5136.4425,-1863.7318,6157.8606,-2427.5662,-3492.6337,-4229.5148,-2296.5597,2519.6038,-5216.0022,-5610.4867,1233.8124,-4933.4469,-3175.3335,1941.0369,-844.1747,4986.0970,-3940.2501,2312.2242,1144.4632,6493.8802,-2093.2521,-164.2838,3631.0726,-6491.7496,-1907.7085,3134.5393,3249.1919,-3705.1542,-5638.3327,-5845.1695,3322.3521,-3847.4907,4204.3652,-4841.5815,0.0000,3086.6294,395.0685,-510.7626,1985.7105,-4291.0486,3350.0140,-4791.8727,-6507.5919,4742.6240,5117.8631,607.8307,1172.4379,2835.5559,4610.9905,-5762.6338,4504.6214,-6448.9011,4926.8106,2842.2951,-6008.4021,-5394.2781,-1003.9098,-4502.9027,2668.7691,-1752.3453,-4315.0861,-4055.2294,-4698.0683,1059.7884,4984.5665,-5132.1844,-2569.0413,-4585.6579,5157.3152,-6867.7270,-3505.6449,-5762.6739,-4049.9878,4739.0582,5923.0121,0.0000,867.2117,2984.8080,5071.0857,1417.5891,1146.3727,-6502.6724,3929.8533,-510.9859,-6586.0122,-5307.1020,4684.4387,3995.9437,-168504.6655,-156076.2429,-163218.2767,-161561.1665,-153588.3614,-154748.9073,-155431.0093,-155804.0800,142703072.0059,142685976.3433,142672341.5871,142675487.6800,-157477.7173,142683575.9145,-4793.7205,-6370.5139,-5520.3986,1339.3229,1375.7427,-1197.8395,467.9281,-5838.2548,-1205.4139,3404.6549,3147.9138,4087.7692,3884.8069,4115.7188,-841.1644,-6223.3307,-4190.8555,4177.7679,-4961.2123,-5481.6891,-3146.6351,-3175.3215,3984.4972,4274.2149,4148.2568,6515.7617,-6811.1813,-3507.8659,-3339.1001,5596.7249,-6764.9248,-1379.0760,-3655.6979,-6773.5778,-2594.0049,-1500.0305,-4082.8322,-5738.0820,-6123.1756,-2588.2706,3502.1010,2866.1259,5068.3967,4800.4185,-969.3740,-1405.0508,0.0000,889.4754,5046.0569,-6657.1551,-5059.6019,4677.2384,5641.2276,-4776.3368,-142.9329,-1098.3797,4592.8986,-4673.8528,-5015.8876,5587.3098,2193.6008,1878.0103,-402.9063,-1989.7414,3136.6918,4445.0504,-2496.4780,451.5211,5248.5919,-3003.5900,5827.0511,-5126.5613,2450.8356,-3320.0449,273.7372,-4335.1355,-1196.9038,-4284.5917,3937.8519,3109.0001,-4271.3397,238.6301,-5809.9209,-1747.2403,-884.2774,-1779.7734,3430.3585,0.0000,4261.9625,-5997.0621,-4577.5161,-6615.0939,5471.0253,1017.9494,-5192.8269,5257.6087,-2040.4346,1552.9845,4752.4815,3055.2184,-367746.6406,-361720.4747,-367470.4364,-370208.1179,-373466.6811,-371174.4661,-364196.9539,-366970.8059,139603830.5589,139610504.5913,139608400.4121,139611044.6609,-367095.7235,139605248.2327,-4522.3629,-1666.4796,1035.6209,-1883.7813,-5973.0283,-4481.8450,6809.1551,1609.6258,4449.0919,4465.6150,743.9528,-4499.2080,-2186.4290,-5251.5734,-2909.0225,1833.6614,-4229.9432,3453.3591,-4124.0579,-3363.7296,-3267.1812,2300.9293,-5468.7305,2271.9320,4329.4873,321.9561,767.2573,-3097.6468,4597.0931,3329.4556,-920.0022,1775.3385,5451.4818,-221.0560,5247.5378,-1665.4066,-5181.7425,1291.3624,-339.0177,5161.9662,1999.4541,1980.6164,-3408.1953,3146.4920,5392.4350,4501.5858,0.0000,-6148.1973,4646.3535,-1839.7034,4231.5860,-2750.4884,1529.6048,-1383.9958,-2335.4319,4856.2068,233.1998,-4955.0402,4634.1719,-2880.3521,4658.1205,-3356.9797,-5215.9769,766.5298,3524.4550,4453.3863,-2139.5035,-4008.8094,-4418.6301,4287.2571,2545.6629,4262.3767,4852.0437,-4513.6874,-4942.9600,5268.3628,-4677.3184,1871.9688,-5061.7730,-4177.5235,-1874.0102,-657.9451,-966.8324,-3491.2382,5471.1274,4667.0732,65.8339,0.0000,-5277.4124,1780.3106,-670.5719,1022.4477,4036.8014,1465.1995,-2000.3522,4494.8861,791.9174,3967.9858,-1494.5554,-4698.4313,44794.5880,43222.8455,43907.2463,42644.0709,47526.5807,40002.1437,33011.3056,42408.9948,-36227512.2216,-36199056.8472,-36231762.8490,-36230724.5038,41754.4234,-36221573.0977,
