sl_5_5400_20290515 Coordinates.csv
2029/05/15 07:47:00.0000 UTC

Generated: Tue Oct  8 21:11:15 2024,
Start: 2029/05/15 07:47:00.00, Stop: 2029/05/15 09:17:00.00,
TIME_UNITS,STARLINK-31721 - X-Coordinate,STARLINK-5726 - X-Coordinate,STARLINK-1659 - X-Coordinate,STARLINK-5471 - X-Coordinate,STARLINK-31753 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31721 - Y-Coordinate,STARLINK-5726 - Y-Coordinate,STARLINK-1659 - Y-Coordinate,STARLINK-5471 - Y-Coordinate,STARLINK-31753 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31721 - Z-Coordinate,STARLINK-5726 - Z-Coordinate,STARLINK-1659 - Z-Coordinate,STARLINK-5471 - Z-Coordinate,STARLINK-31753 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-4706.6716,6368.1377,3421.8186,5503.0892,1287.2317,-46851.1530,-47613.1160,-47720.8619,-49611.6256,-50110.9354,-48535.9010,-41636.8453,-44367.4750,123429443.9488,123416729.5914,123423338.5084,123420970.6892,-45095.9987,123418236.2258,-1649.3412,1491.1485,2408.0338,2718.7225,5373.8094,369080.3599,349221.3245,364443.5966,362408.5390,353879.8730,355441.9575,358135.6939,358126.2479,-13623148.1235,-13600200.0063,-13601540.3751,-13595780.9825,359228.0864,-13606069.3805,-4647.7484,2279.7974,-5417.4190,-3125.4660,3959.0212,166665.0441,160995.1939,165737.9779,165323.6472,169533.8012,161268.0497,155279.7557,162666.9824,6500451.8264,6518288.4064,6483858.3431,6491983.4932,163830.7221,6500161.9092,
300.000,-5194.1271,5973.8257,4235.9857,6508.8535,2964.5408,-54770.0303,-55025.9221,-55143.7547,-57013.0521,-57668.5871,-56025.1691,-49245.7176,-51913.4178,123700961.7248,123688365.2629,123694470.1515,123691899.9214,-52646.7834,123689669.4152,454.4588,-250.6148,378.1336,1697.1152,4105.2078,368130.3157,348317.1981,363440.2143,361344.9926,352800.2197,354428.8129,357068.4763,356784.2565,-10921082.2492,-10898516.0121,-10899004.8732,-10893431.2368,358185.6820,-10904056.8709,-4391.7851,3493.1567,-5363.7949,-1475.7338,4533.7752,166701.8125,161020.7730,165806.0860,165151.6610,169585.1262,161543.7966,155205.8397,163063.5542,6499762.1543,6518155.1279,6483626.0432,6491774.0761,163835.2735,6499733.7221,
600.000,-5192.8845,5019.1387,4673.1719,6856.4572,4372.4255,-62668.9249,-62421.2113,-62540.8397,-64380.4429,-65200.3816,-63484.9134,-56829.7483,-59483.3382,123913327.4507,123900865.2521,123906428.1667,123903662.7456,-60173.6531,123901952.6619,2496.8936,-1995.1987,-1665.9754,521.0114,2442.1803,367006.4656,347259.3234,362276.3294,360122.8898,351561.9962,353267.7511,355840.1574,355394.7020,-8213649.2939,-8191459.2993,-8191120.3952,-8185751.7200,356984.6284,-8196680.4864,-3642.5431,4331.6425,-4715.8931,335.1818,4594.8867,166737.4138,161047.3208,165870.3479,164976.1833,169633.2452,161825.3653,155136.4993,163522.0301,6499072.3354,6518011.8092,6483405.0917,6491577.0896,163839.7307,6499305.4011,
900.000,-4695.2865,3602.5898,4680.8155,6511.9435,5365.9774,-70543.9223,-69795.8084,-69908.8895,-71709.6826,-72703.0349,-70911.5583,-64385.4661,-67075.3977,124066436.2182,124054124.3562,124059108.4692,124056156.4927,-67673.2759,124054981.1935,4271.3729,-3579.1318,-3516.7920,-711.6033,556.9161,365709.3705,346048.1596,360952.5145,358742.4454,350165.7865,351960.4710,354451.3175,353970.5655,-5502144.0846,-5480323.8941,-5479182.8987,-5474038.0520,355625.4706,-5485234.9602,-2483.7714,4705.4620,-3544.9728,2109.4070,4135.4579,166771.8847,161074.8815,165930.6494,164797.3787,169678.1856,162112.5723,155071.6983,164005.8726,6498382.4880,6517858.5600,6483195.5802,6491392.0827,163844.0939,6498876.9462,
1200.000,-3740.5898,1864.8556,4244.7041,5512.6223,5838.7775,-78391.1307,-77146.5492,-77244.6927,-78996.5834,-80173.2740,-78301.4984,-71909.4168,-74683.9999,124160211.4606,124148065.6855,124152435.3798,124149306.8691,-75142.3323,124148678.5753,5599.9727,-4850.9202,-4988.8959,-1896.2843,-1358.9291,364239.6748,344684.2389,359469.4101,357203.8512,348612.2453,350508.8651,352902.6136,352514.4645,-2787863.4708,-2766405.8695,-2764490.3391,-2759587.7577,354108.8239,-2771017.0422,-1045.3963,4574.6609,-1980.2634,3652.7964,3207.4182,166805.2596,161103.5024,165986.8842,164615.4749,169719.9729,162405.1466,155011.4025,164476.8420,6497692.7302,6517695.4974,6482997.5898,6491218.6079,163848.3629,6498448.3573,
1500.000,-2412.6565,-25.3830,3392.4009,3962.8788,5734.5087,-86206.6822,-84470.2814,-84545.0552,-86236.8793,-87607.8384,-85651.0905,-79398.1652,-82299.7339,124194604.9917,124182640.7036,124186361.6633,124183067.9907,-82577.5164,124182996.7487,6351.5537,-5685.4957,-5937.7137,-2930.7092,-3113.6979,362598.1058,343168.1675,357827.7245,355507.2528,346902.0980,348915.0364,351194.7782,351018.9318,-72105.7042,-51002.7258,-48342.0462,-43699.6467,352435.3729,-55324.8792,510.7887,3953.2812,-195.2146,4796.5535,1915.7925,166837.5711,161133.2341,166038.9533,164430.7821,169758.6311,162702.7015,154955.5798,164898.4832,6497003.1802,6517522.7453,6482811.1909,6491056.2198,163852.5377,6498019.6345,
1800.000,-833.1305,-1887.8417,2192.7588,2022.7353,5053.9591,-93986.7339,-91763.8666,-91806.8016,-93426.2213,-95003.4818,-92956.6434,-86848.2963,-89909.6942,124169597.0302,124157829.2535,124160868.5531,124157422.4036,-89975.5379,124157916.0551,6455.1098,-5996.5874,-6274.2088,-3723.2339,-4534.9985,360785.4735,341500.6254,356028.2323,353652.7203,345036.1399,347181.3150,349328.6192,349467.7130,2643830.1823,2664587.2300,2667961.9008,2672326.8081,350605.8717,2660542.6063,2009.3375,2907.8760,1611.5550,5415.8116,406.9492,166868.8496,161164.1310,166086.7656,164243.7183,169794.1830,163004.6969,154904.2002,165239.2001,6496313.9558,6517340.4333,6482636.4413,6490904.4743,163856.6184,6497590.7777,
2100.000,849.4969,-3547.8441,751.0541,-109.2016,3856.3351,-101727.4693,-99024.1811,-99026.7759,-100560.1767,-102356.9734,-100214.4051,-94256.4169,-97498.1083,124085196.2112,124073639.5701,124075965.7619,124072381.0915,-97333.1229,124073445.2475,5906.6520,-5745.8771,-5973.6010,-4200.6938,-5486.8435,358802.6697,339682.3679,354071.7752,351640.2117,343015.2363,345310.2747,347305.0191,347837.7855,5358644.9958,5379065.5056,5383121.2982,5387192.0916,348621.1436,5375286.3373,3281.1672,1550.5043,3238.6029,5443.0946,-1148.0391,166899.1244,161196.2515,166130.2376,164054.8435,169826.6498,163310.3888,154857.2357,165474.5996,6495625.1748,6517148.6959,6482473.3859,6490762.9277,163860.6049,6497161.7870,
2400.000,2473.8582,-4852.8171,-800.0293,-2216.3329,2254.3701,-109425.0996,-106248.1177,-106201.8430,-107634.2345,-109665.0998,-107420.5492,-101619.1570,-105047.1761,123941439.5832,123930108.2792,123931691.4789,123927983.4690,-104647.0160,123929621.4874,4768.7763,-4947.8838,-5076.9081,-4314.9306,-5882.7436,356650.6678,337714.2257,351959.2602,349469.5273,340840.3219,343304.7476,345124.9346,346101.7502,8071040.0056,8091134.0441,8095836.4436,8099597.2687,346482.0802,8087607.7035,4182.8662,26.7845,4504.5254,4875.4465,-2573.0310,166928.4226,161229.6587,166169.2943,163864.9051,169856.0513,163618.7616,154814.6603,165588.9703,6494936.9546,6516947.6720,6482322.0552,6490631.1350,163864.4972,6496732.6623,
