sl_100_5400_20290628 Coordinates.csv
2029/06/28 07:47:00.0000 UTC

Generated: Tue Oct  8 21:45:44 2024,
Start: 2029/06/28 07:47:00.00, Stop: 2029/06/28 09:17:00.00,
TIME_UNITS,STARLINK-4646 - X-Coordinate,STARLINK-31395 - X-Coordinate,STARLINK-30236 - X-Coordinate,STARLINK-31399 - X-Coordinate,STARLINK-31971 - X-Coordinate,STARLINK-6158 - X-Coordinate,STARLINK-32290 - X-Coordinate,STARLINK-6299 - X-Coordinate,STARLINK-5880 - X-Coordinate,STARLINK-6066 - X-Coordinate,STARLINK-11123 [DTC] - X-Coordinate,STARLINK-2008 - X-Coordinate,STARLINK-32188 - X-Coordinate,STARLINK-4285 - X-Coordinate,STARLINK-30498 - X-Coordinate,STARLINK-4159 - X-Coordinate,STARLINK-4742 - X-Coordinate,STARLINK-6161 - X-Coordinate,STARLINK-1108 - X-Coordinate,STARLINK-1408 - X-Coordinate,STARLINK-3519 - X-Coordinate,STARLINK-5691 - X-Coordinate,STARLINK-3779 - X-Coordinate,STARLINK-5178 - X-Coordinate,STARLINK-3668 - X-Coordinate,STARLINK-4682 - X-Coordinate,STARLINK-6090 - X-Coordinate,STARLINK-4605 - X-Coordinate,STARLINK-1202 - X-Coordinate,STARLINK-2588 - X-Coordinate,STARLINK-4561 - X-Coordinate,STARLINK-2502 - X-Coordinate,STARLINK-31281 - X-Coordinate,STARLINK-31176 - X-Coordinate,STARLINK-31540 - X-Coordinate,STARLINK-2469 - X-Coordinate,STARLINK-31242 - X-Coordinate,STARLINK-1765 - X-Coordinate,STARLINK-4317 - X-Coordinate,STARLINK-5626 - X-Coordinate,STARLINK-2615 - X-Coordinate,STARLINK-5797 - X-Coordinate,STARLINK-6044 - X-Coordinate,STARLINK-5195 - X-Coordinate,STARLINK-30715 - X-Coordinate,STARLINK-30757 - X-Coordinate,STARLINK-5949 - X-Coordinate,STARLINK-5212 - X-Coordinate,STARLINK-4528 - X-Coordinate,STARLINK-3140 - X-Coordinate,STARLINK-5019 - X-Coordinate,STARLINK-6191 - X-Coordinate,STARLINK-31347 - X-Coordinate,STARLINK-31907 - X-Coordinate,STARLINK-1582 - X-Coordinate,STARLINK-5420 - X-Coordinate,STARLINK-3637 - X-Coordinate,STARLINK-3450 - X-Coordinate,STARLINK-5124 - X-Coordinate,STARLINK-4502 - X-Coordinate,STARLINK-5820 - X-Coordinate,STARLINK-5822 - X-Coordinate,STARLINK-11164 [DTC] - X-Coordinate,STARLINK-32196 - X-Coordinate,STARLINK-6369 - X-Coordinate,STARLINK-31692 - X-Coordinate,STARLINK-4454 - X-Coordinate,STARLINK-6314 - X-Coordinate,STARLINK-3586 - X-Coordinate,STARLINK-2104 - X-Coordinate,STARLINK-31485 - X-Coordinate,STARLINK-2727 - X-Coordinate,STARLINK-2591 - X-Coordinate,STARLINK-4031 - X-Coordinate,STARLINK-2193 - X-Coordinate,STARLINK-3248 - X-Coordinate,STARLINK-3218 - X-Coordinate,STARLINK-31491 - X-Coordinate,STARLINK-6323 - X-Coordinate,STARLINK-5492 - X-Coordinate,STARLINK-4563 - X-Coordinate,STARLINK-4710 - X-Coordinate,STARLINK-3874 - X-Coordinate,STARLINK-5727 - X-Coordinate,STARLINK-30583 - X-Coordinate,STARLINK-2423 - X-Coordinate,STARLINK-1470 - X-Coordinate,STARLINK-6147 - X-Coordinate,STARLINK-31117 - X-Coordinate,STARLINK-2101 - X-Coordinate,STARLINK-4726 - X-Coordinate,STARLINK-30362 - X-Coordinate,STARLINK-30300 - X-Coordinate,STARLINK-6309 - X-Coordinate,STARLINK-32037 - X-Coordinate,STARLINK-1103 - X-Coordinate,STARLINK-4177 - X-Coordinate,STARLINK-4633 - X-Coordinate,STARLINK-5368 - X-Coordinate,STARLINK-1540 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-4646 - Y-Coordinate,STARLINK-31395 - Y-Coordinate,STARLINK-30236 - Y-Coordinate,STARLINK-31399 - Y-Coordinate,STARLINK-31971 - Y-Coordinate,STARLINK-6158 - Y-Coordinate,STARLINK-32290 - Y-Coordinate,STARLINK-6299 - Y-Coordinate,STARLINK-5880 - Y-Coordinate,STARLINK-6066 - Y-Coordinate,STARLINK-11123 [DTC] - Y-Coordinate,STARLINK-2008 - Y-Coordinate,STARLINK-32188 - Y-Coordinate,STARLINK-4285 - Y-Coordinate,STARLINK-30498 - Y-Coordinate,STARLINK-4159 - Y-Coordinate,STARLINK-4742 - Y-Coordinate,STARLINK-6161 - Y-Coordinate,STARLINK-1108 - Y-Coordinate,STARLINK-1408 - Y-Coordinate,STARLINK-3519 - Y-Coordinate,STARLINK-5691 - Y-Coordinate,STARLINK-3779 - Y-Coordinate,STARLINK-5178 - Y-Coordinate,STARLINK-3668 - Y-Coordinate,STARLINK-4682 - Y-Coordinate,STARLINK-6090 - Y-Coordinate,STARLINK-4605 - Y-Coordinate,STARLINK-1202 - Y-Coordinate,STARLINK-2588 - Y-Coordinate,STARLINK-4561 - Y-Coordinate,STARLINK-2502 - Y-Coordinate,STARLINK-31281 - Y-Coordinate,STARLINK-31176 - Y-Coordinate,STARLINK-31540 - Y-Coordinate,STARLINK-2469 - Y-Coordinate,STARLINK-31242 - Y-Coordinate,STARLINK-1765 - Y-Coordinate,STARLINK-4317 - Y-Coordinate,STARLINK-5626 - Y-Coordinate,STARLINK-2615 - Y-Coordinate,STARLINK-5797 - Y-Coordinate,STARLINK-6044 - Y-Coordinate,STARLINK-5195 - Y-Coordinate,STARLINK-30715 - Y-Coordinate,STARLINK-30757 - Y-Coordinate,STARLINK-5949 - Y-Coordinate,STARLINK-5212 - Y-Coordinate,STARLINK-4528 - Y-Coordinate,STARLINK-3140 - Y-Coordinate,STARLINK-5019 - Y-Coordinate,STARLINK-6191 - Y-Coordinate,STARLINK-31347 - Y-Coordinate,STARLINK-31907 - Y-Coordinate,STARLINK-1582 - Y-Coordinate,STARLINK-5420 - Y-Coordinate,STARLINK-3637 - Y-Coordinate,STARLINK-3450 - Y-Coordinate,STARLINK-5124 - Y-Coordinate,STARLINK-4502 - Y-Coordinate,STARLINK-5820 - Y-Coordinate,STARLINK-5822 - Y-Coordinate,STARLINK-11164 [DTC] - Y-Coordinate,STARLINK-32196 - Y-Coordinate,STARLINK-6369 - Y-Coordinate,STARLINK-31692 - Y-Coordinate,STARLINK-4454 - Y-Coordinate,STARLINK-6314 - Y-Coordinate,STARLINK-3586 - Y-Coordinate,STARLINK-2104 - Y-Coordinate,STARLINK-31485 - Y-Coordinate,STARLINK-2727 - Y-Coordinate,STARLINK-2591 - Y-Coordinate,STARLINK-4031 - Y-Coordinate,STARLINK-2193 - Y-Coordinate,STARLINK-3248 - Y-Coordinate,STARLINK-3218 - Y-Coordinate,STARLINK-31491 - Y-Coordinate,STARLINK-6323 - Y-Coordinate,STARLINK-5492 - Y-Coordinate,STARLINK-4563 - Y-Coordinate,STARLINK-4710 - Y-Coordinate,STARLINK-3874 - Y-Coordinate,STARLINK-5727 - Y-Coordinate,STARLINK-30583 - Y-Coordinate,STARLINK-2423 - Y-Coordinate,STARLINK-1470 - Y-Coordinate,STARLINK-6147 - Y-Coordinate,STARLINK-31117 - Y-Coordinate,STARLINK-2101 - Y-Coordinate,STARLINK-4726 - Y-Coordinate,STARLINK-30362 - Y-Coordinate,STARLINK-30300 - Y-Coordinate,STARLINK-6309 - Y-Coordinate,STARLINK-32037 - Y-Coordinate,STARLINK-1103 - Y-Coordinate,STARLINK-4177 - Y-Coordinate,STARLINK-4633 - Y-Coordinate,STARLINK-5368 - Y-Coordinate,STARLINK-1540 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-4646 - Z-Coordinate,STARLINK-31395 - Z-Coordinate,STARLINK-30236 - Z-Coordinate,STARLINK-31399 - Z-Coordinate,STARLINK-31971 - Z-Coordinate,STARLINK-6158 - Z-Coordinate,STARLINK-32290 - Z-Coordinate,STARLINK-6299 - Z-Coordinate,STARLINK-5880 - Z-Coordinate,STARLINK-6066 - Z-Coordinate,STARLINK-11123 [DTC] - Z-Coordinate,STARLINK-2008 - Z-Coordinate,STARLINK-32188 - Z-Coordinate,STARLINK-4285 - Z-Coordinate,STARLINK-30498 - Z-Coordinate,STARLINK-4159 - Z-Coordinate,STARLINK-4742 - Z-Coordinate,STARLINK-6161 - Z-Coordinate,STARLINK-1108 - Z-Coordinate,STARLINK-1408 - Z-Coordinate,STARLINK-3519 - Z-Coordinate,STARLINK-5691 - Z-Coordinate,STARLINK-3779 - Z-Coordinate,STARLINK-5178 - Z-Coordinate,STARLINK-3668 - Z-Coordinate,STARLINK-4682 - Z-Coordinate,STARLINK-6090 - Z-Coordinate,STARLINK-4605 - Z-Coordinate,STARLINK-1202 - Z-Coordinate,STARLINK-2588 - Z-Coordinate,STARLINK-4561 - Z-Coordinate,STARLINK-2502 - Z-Coordinate,STARLINK-31281 - Z-Coordinate,STARLINK-31176 - Z-Coordinate,STARLINK-31540 - Z-Coordinate,STARLINK-2469 - Z-Coordinate,STARLINK-31242 - Z-Coordinate,STARLINK-1765 - Z-Coordinate,STARLINK-4317 - Z-Coordinate,STARLINK-5626 - Z-Coordinate,STARLINK-2615 - Z-Coordinate,STARLINK-5797 - Z-Coordinate,STARLINK-6044 - Z-Coordinate,STARLINK-5195 - Z-Coordinate,STARLINK-30715 - Z-Coordinate,STARLINK-30757 - Z-Coordinate,STARLINK-5949 - Z-Coordinate,STARLINK-5212 - Z-Coordinate,STARLINK-4528 - Z-Coordinate,STARLINK-3140 - Z-Coordinate,STARLINK-5019 - Z-Coordinate,STARLINK-6191 - Z-Coordinate,STARLINK-31347 - Z-Coordinate,STARLINK-31907 - Z-Coordinate,STARLINK-1582 - Z-Coordinate,STARLINK-5420 - Z-Coordinate,STARLINK-3637 - Z-Coordinate,STARLINK-3450 - Z-Coordinate,STARLINK-5124 - Z-Coordinate,STARLINK-4502 - Z-Coordinate,STARLINK-5820 - Z-Coordinate,STARLINK-5822 - Z-Coordinate,STARLINK-11164 [DTC] - Z-Coordinate,STARLINK-32196 - Z-Coordinate,STARLINK-6369 - Z-Coordinate,STARLINK-31692 - Z-Coordinate,STARLINK-4454 - Z-Coordinate,STARLINK-6314 - Z-Coordinate,STARLINK-3586 - Z-Coordinate,STARLINK-2104 - Z-Coordinate,STARLINK-31485 - Z-Coordinate,STARLINK-2727 - Z-Coordinate,STARLINK-2591 - Z-Coordinate,STARLINK-4031 - Z-Coordinate,STARLINK-2193 - Z-Coordinate,STARLINK-3248 - Z-Coordinate,STARLINK-3218 - Z-Coordinate,STARLINK-31491 - Z-Coordinate,STARLINK-6323 - Z-Coordinate,STARLINK-5492 - Z-Coordinate,STARLINK-4563 - Z-Coordinate,STARLINK-4710 - Z-Coordinate,STARLINK-3874 - Z-Coordinate,STARLINK-5727 - Z-Coordinate,STARLINK-30583 - Z-Coordinate,STARLINK-2423 - Z-Coordinate,STARLINK-1470 - Z-Coordinate,STARLINK-6147 - Z-Coordinate,STARLINK-31117 - Z-Coordinate,STARLINK-2101 - Z-Coordinate,STARLINK-4726 - Z-Coordinate,STARLINK-30362 - Z-Coordinate,STARLINK-30300 - Z-Coordinate,STARLINK-6309 - Z-Coordinate,STARLINK-32037 - Z-Coordinate,STARLINK-1103 - Z-Coordinate,STARLINK-4177 - Z-Coordinate,STARLINK-4633 - Z-Coordinate,STARLINK-5368 - Z-Coordinate,STARLINK-1540 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,355.9082,276.0620,-869.4023,-3558.6069,4891.6270,-4086.8235,3151.1231,-744.0704,-4989.5524,6557.6284,-1848.6725,2643.0716,-3278.5327,-6222.8481,-1656.9055,4796.0155,-6081.3556,5486.7575,0.0000,0.0000,0.0000,130.6214,-1334.1835,-1328.5681,-4338.5806,0.0000,2462.3899,3813.1242,4180.4526,-1312.7032,-6185.3983,-6801.7405,-4965.0458,-4813.5962,5282.2906,-3902.9409,4945.8146,-139.1084,-2002.2068,-909.3022,-310.2285,6738.9940,-2464.0132,-1922.0065,-5888.9025,6582.5306,5074.1455,1405.6864,-5416.0576,-4756.7065,5457.7573,1461.5520,0.0000,2626.0886,387.8938,4304.1325,114.3656,5338.4785,-5438.3409,-3372.4086,-3032.7873,-2886.4914,-2052.9495,-5171.6075,5839.1620,0.0000,51.4752,-3457.5255,4670.0412,5009.8335,-4286.9821,4775.5902,-5059.1685,5723.3764,-1015.9405,-5954.3292,2192.7353,6486.8679,87.1272,5048.7657,2408.0561,-2528.5533,4196.0481,-913.2604,3739.4070,5908.0877,-4024.9035,-3227.1306,-4195.9280,2413.7238,6627.0311,-5148.1407,-43.1793,1866.2928,3883.7357,-4283.4311,-1665.8014,-3601.9050,5120.1283,1680.0565,-36471.6464,-11873.8500,-23178.7504,-23242.4246,-17841.4399,-17687.6325,-14543.4417,-16496.4541,153901044.9397,153930111.2395,153897948.9495,153884630.3871,-17824.5549,153883638.8417,4132.9311,6157.5185,6378.4774,-3780.8617,-1099.3480,-2995.5056,-2896.6967,6871.5809,4595.8740,-1789.3584,4553.8261,-6120.4464,-5959.5155,2358.1555,-5617.9275,4117.3164,3226.4888,-3169.8449,0.0000,0.0000,0.0000,6821.8495,-4516.4791,3951.4223,-5287.6087,0.0000,-4799.4569,-1972.1976,5471.6206,6003.4835,-2307.8091,-927.1412,-587.4804,-1637.0895,1828.4234,-4867.8130,4478.1643,5436.2303,-267.4908,6879.9025,-4246.9536,-1237.9580,-1694.5242,-5063.4973,794.2975,-129.4152,1926.6845,-6303.8675,4148.9898,-4988.0454,-4288.4547,5665.3814,0.0000,-6235.7707,-5049.3787,4849.1314,5762.4902,-4349.5721,-3433.1726,2363.7638,-428.7146,4184.3100,3555.1536,4189.6054,-1844.8202,0.0000,-6911.2441,6000.9794,4708.3108,671.8265,3969.7440,4894.0898,-792.2262,3618.9379,-5787.9857,3261.8551,-6496.2406,2117.4409,6602.3144,-544.9115,5379.4036,-3774.1058,5131.6289,6260.8692,-3533.4899,2388.3085,2550.2485,-6062.4818,4041.5477,6455.4536,1569.0472,-2139.4851,-5272.9876,5871.3121,1917.4445,-4044.0922,-5120.9432,5808.8972,2612.1507,-5696.8950,-367473.1679,-376323.5028,-364582.5492,-367590.4243,-374214.0929,-371925.7940,-365287.7558,-367030.7525,72883663.4483,72870711.4653,72875682.6684,72871880.1542,-366839.7631,72876849.9258,-5520.1023,-2912.5247,2511.0503,4431.4188,4651.5253,-4722.5506,-5331.8939,-364.9595,1348.3575,1338.5717,4598.2772,1559.1718,415.0791,1797.1299,3636.6979,2791.7754,-591.8010,2787.4890,0.0000,0.0000,0.0000,-1582.0620,-5069.6989,-5434.3493,-1018.0344,0.0000,-4335.7950,5392.6090,-417.7850,2598.5572,1998.2654,-658.0018,4658.8652,-4704.5343,3779.9677,-2895.0574,-1372.8695,-4224.5037,-6650.3692,-224.8880,-5410.6457,1183.1580,6248.8908,4263.9677,-3440.8440,2182.4290,-4317.9677,2402.3378,1001.0580,340.0486,69.3799,3700.1936,0.0000,-975.8841,-4594.4859,-2370.1984,3330.4830,-336.4363,-2523.9058,5501.8834,-6257.5441,4698.4149,5325.6027,1797.7742,3192.0744,0.0000,568.2383,-155.2209,-1530.2445,-4714.7011,-3554.8503,-298.2170,4561.3072,-842.1123,-3574.1310,-1145.2545,829.8896,341.6753,-1628.8702,4657.4118,3558.3951,5187.5392,1934.5385,-2830.2649,-4639.2790,-2687.3827,-4982.1754,-802.6246,3733.1045,243.7349,1036.1416,-4112.0201,-4491.6423,3145.2021,5283.7811,-3325.8888,-4285.1171,220.8541,3875.7813,-3340.9928,-106284.3423,-112246.8343,-107240.3487,-107881.4789,-103538.7719,-111651.5483,-117812.1684,-110372.8184,-10382040.7767,-10403249.7973,-10407008.3029,-10384885.6553,-109231.9947,-10390286.0320,
300.000,2485.4400,1940.6802,860.1764,-4620.7565,4099.8749,-5172.4113,1237.7803,767.3026,-3931.6827,6120.0349,223.0073,1192.9431,-4117.3682,-5034.3709,-3469.8833,4919.0417,-5079.2171,4873.5266,0.0000,0.0000,0.0000,1651.6095,-2862.9578,848.2529,-5220.6308,0.0000,354.2994,2267.6019,4865.7642,241.2381,-5846.9500,-6790.5136,-4982.9556,-5167.4588,6191.5414,-5196.3686,5947.7695,1501.6898,-3605.6426,-238.4467,-2400.9677,6637.8522,-2335.2143,-3021.5498,-4602.3134,6686.5931,5088.7263,-74.6362,-4195.7489,-5447.0836,4777.1650,3012.5546,0.0000,1003.7248,-1257.6147,4675.3139,1562.9808,4379.7514,-5346.5980,-1952.9864,-4383.5700,-934.4803,69.4734,-4488.0859,5606.6126,0.0000,484.7284,-2014.2883,5586.1041,4152.2526,-3305.7554,5344.0449,-5955.2055,5894.2109,-2274.1116,-5329.9419,1012.7214,6439.5486,1646.0818,4411.1546,3932.4082,-4407.4335,4658.6650,861.8239,2327.1459,6720.2895,-3536.1413,-4319.1114,-2349.7912,3441.6732,6312.1016,-6153.5869,-2073.0062,3242.3873,4110.9286,-4476.5581,-3369.5439,-2359.3428,6245.2645,466.8259,-28717.4854,-4112.1828,-15371.5488,-15379.0808,-10085.1108,-9930.9784,-6831.8943,-8543.0210,152275155.5077,152304224.6349,152271707.3590,152259520.1699,-10089.6881,152257681.6401,3907.5177,5210.2401,5791.0363,-1896.1131,-3117.5168,-1152.1433,-3955.5232,6775.7605,5689.0321,-3244.1269,4175.7399,-5934.8295,-4965.6669,3256.5913,-5422.9879,2445.5361,4059.2857,-4713.3610,0.0000,0.0000,0.0000,6806.2181,-3035.4181,4159.1465,-4460.9716,0.0000,-5063.3037,-3509.8858,4379.2413,5311.0995,-820.4772,291.4959,1570.8349,485.5305,165.8540,-4338.1986,3312.4992,4327.7482,-1596.7864,6546.1160,-4321.9875,-1854.1406,501.3658,-3409.8143,2082.3968,-1706.6167,-191.3738,-5687.1209,4750.2895,-3977.1062,-4542.2827,4364.2410,0.0000,-6314.9113,-5816.6140,3300.9208,4596.9134,-5113.6707,-1815.0228,4003.7572,1038.2531,5096.7135,4174.5030,5236.7794,-3560.9426,0.0000,-6347.1137,6481.7139,3873.9060,-1211.2745,5500.1214,3741.5992,770.0828,2281.0413,-4435.4587,4303.3530,-6761.7210,828.5570,5890.5043,-2611.2325,5290.5048,-3116.7100,3692.2568,5665.4921,-5071.7466,1301.3998,4407.7538,-4904.0291,4332.4879,5771.1361,238.9096,-496.7965,-5421.1951,4516.7320,-257.0393,-2226.8108,-5240.1522,6094.0176,1121.4396,-6573.2428,-368285.6868,-376461.3105,-364806.6352,-367837.5117,-374584.9000,-372194.2793,-365684.0392,-367575.9790,76230301.3543,76218281.5266,76222801.4009,76218410.9161,-367178.1204,76223427.3461,-5122.0023,-3946.0072,3666.9510,4651.6907,4499.3891,-4460.3573,-5438.2656,1176.2583,-186.9542,-195.9641,5272.4581,3194.0668,2189.0857,3395.9266,2471.2503,4188.0525,-2342.6333,1406.8789,0.0000,0.0000,0.0000,-67.2214,-5520.5157,-5375.4226,798.6528,0.0000,-4704.9548,5481.1096,-2180.4749,4027.5000,3561.8734,1155.9011,4405.8508,-4587.3853,2682.2440,-1212.6222,172.7542,-5141.6974,-5722.8971,-2310.4909,-4791.8222,-942.0536,6501.8150,5170.6021,-4652.0314,713.6725,-4708.8652,3886.7708,2711.2630,-1469.1016,2164.2221,4448.2134,0.0000,-2422.2911,-3366.5985,-3862.2838,4550.7051,1473.2209,-3983.1934,5233.5920,-5314.2015,4590.0651,5271.5254,4.0187,1897.0539,0.0000,2744.7295,1377.8012,288.6023,-5391.8323,-2364.4673,-2075.7232,3316.2543,-2576.3917,-4740.1744,674.0008,-988.1516,2119.8335,-2976.2314,4604.6576,1993.4253,4292.5547,3509.5842,-3899.9544,-4104.8981,-979.9471,-3948.1327,-2263.8502,4853.4720,-1558.4510,2742.7664,-3141.4622,-3780.1419,4112.7005,5450.3020,-4557.8681,-2922.3227,2008.2133,2796.4748,-1731.7200,-106214.0222,-112142.6164,-107093.6202,-107970.4900,-103407.7579,-111290.4993,-117800.8251,-109896.8102,-10384481.3487,-10405684.8629,-10409379.5173,-10387483.2674,-109144.7379,-10392530.7297,
600.000,4365.4463,3441.4625,2535.1300,-5255.7367,2936.0429,-5790.2747,-773.5375,2215.2314,-2488.5569,5087.2296,2294.0244,-409.8452,-4549.9454,-3334.3817,-4927.9345,4593.3821,-3560.1634,3797.4242,0.0000,0.0000,0.0000,3016.7553,-4157.3139,2930.7483,-5588.6787,0.0000,-1789.7946,538.2199,5084.0901,1809.0991,-4945.1135,-6097.9161,-4540.0627,-5063.4358,6460.7339,-5956.1133,6340.8426,3037.3576,-4774.1546,486.7243,-4236.8448,5860.7792,-2053.9176,-3874.5813,-2866.3666,6146.1294,4656.7324,-1585.9182,-2538.3664,-5603.7850,3591.3274,4308.1736,0.0000,-740.1141,-2742.8807,4619.4216,2886.3218,2969.4597,-4757.0645,-384.8515,-5337.1945,1087.1470,2165.3037,-3353.3162,4838.5780,0.0000,826.6375,-363.5782,5919.2210,2931.3831,-2013.2574,5381.7568,-6264.3187,5472.9100,-3354.0359,-4162.5534,-279.2983,5735.1417,3064.2157,3382.1311,5045.4311,-5845.8352,4691.6048,2582.9600,724.2929,6862.2767,-2737.1014,-5009.9301,-257.3048,4140.8156,5372.1778,-6575.9648,-3886.3938,4340.4993,3977.6337,-4244.3399,-4712.9358,-854.2510,6774.1254,-775.2259,-20943.8701,3648.2397,-7555.3975,-7501.6391,-2320.9766,-2171.5821,888.4385,-697.3695,150576493.1991,150605544.6821,150572673.3304,150561622.6012,-2348.4050,150558953.8154,3350.6967,3750.8573,4656.6118,162.1812,-4833.4111,776.4871,-4663.5484,6019.9481,6227.8258,-4385.4677,3404.8503,-5161.0146,-3443.2804,3866.0157,-4714.0092,506.9652,4511.7096,-5790.7252,0.0000,0.0000,0.0000,6151.0402,-1292.7817,4003.2222,-3183.1466,0.0000,-4880.4361,-4740.8578,2834.3570,4055.4681,782.5512,1494.0037,3564.5366,2551.0301,-1490.0175,-3380.8391,1805.7100,2820.7604,-2818.8212,5550.9099,-4015.1179,-2294.2984,2653.0551,-1430.9529,3209.4550,-3112.2176,-2298.3015,-4520.5282,4901.0924,-2556.1539,-4355.1520,2660.1371,0.0000,-5768.1322,-6008.4766,1404.8096,2942.0948,-5376.1353,12.6694,5273.6813,2346.3080,5552.9957,4401.8167,5757.2292,-4916.1727,0.0000,-5091.3203,6338.7307,2631.0703,-3010.3976,6471.2171,2189.2959,2221.5889,683.6105,-2652.5294,4916.3960,-6354.3686,-568.8831,4581.5426,-4431.9658,4685.5029,-2196.0209,1866.5460,4544.8859,-6136.3924,95.8931,5817.4932,-3259.3963,4247.1283,4501.4983,-1144.5937,1167.5225,-5076.3385,2733.3852,-2401.0138,-154.7195,-4856.7234,5763.7078,-452.1831,-6767.2539,-368934.4398,-376436.7258,-364867.7875,-367914.2481,-374791.2137,-372287.5728,-365918.2842,-367919.5789,79540684.2849,79529593.8161,79533649.0669,79528766.5115,-367353.3837,79533746.6933,-4170.6582,-4536.1997,4426.5928,4351.5268,3845.8960,-3720.3500,-4940.1296,2590.7780,-1702.1299,-1709.4958,5332.0837,4474.0372,3716.1412,4624.8937,1037.0890,5131.9415,-3840.3988,-124.9580,0.0000,0.0000,0.0000,1454.6058,-5379.1647,-4721.9857,2529.0514,0.0000,-4569.0509,4974.6366,-3706.4408,4974.3784,4738.4220,2843.9250,3661.7170,-3978.9864,1273.6987,602.8132,1698.8419,-5499.0338,-4189.6137,-4150.2367,-3650.7359,-2967.4229,6060.4644,5515.4953,-5352.1382,-831.3811,-4597.4808,4947.7803,4126.3757,-3118.9054,4027.8898,4718.7287,0.0000,-3598.5447,-1763.5358,-4936.4473,5222.9974,3122.3119,-5012.5257,4392.1858,-3811.9516,3989.2174,4601.6917,-1790.2086,396.6878,0.0000,4627.4298,2762.8210,2074.7367,-5488.5898,-910.5020,-3622.5588,1705.1462,-4021.8586,-5388.0671,2419.4870,-2699.2601,3660.7158,-3986.7309,4051.0834,210.7499,2931.7575,4704.4959,-4552.5591,-3130.7728,833.2292,-2484.8931,-3480.9891,5452.1333,-3191.2497,4149.9600,-1833.9978,-2663.3980,4637.4373,5009.4544,-5266.6527,-1239.8772,3571.4235,1418.0776,72.7410,-106143.8246,-112037.4453,-106950.7274,-108062.6132,-103279.7531,-110923.5644,-117784.7674,-109360.8068,-10386925.6962,-10408119.6237,-10411744.7122,-10390129.9023,-109057.4116,-10394775.5633,
