sl_100_86400_20291007 Coordinates.csv
2029/10/07 07:47:00.0000 UTC

Generated: Tue Oct  8 21:49:36 2024,
Start: 2029/10/07 07:47:00.00, Stop: 2029/10/08 07:47:00.00,
TIME_UNITS,STARLINK-5860 - X-Coordinate,STARLINK-31011 - X-Coordinate,STARLINK-31565 - X-Coordinate,STARLINK-3159 - X-Coordinate,STARLINK-5523 - X-Coordinate,STARLINK-4341 - X-Coordinate,STARLINK-3813 - X-Coordinate,STARLINK-3677 - X-Coordinate,STARLINK-1394 - X-Coordinate,STARLINK-31678 - X-Coordinate,STARLINK-31762 - X-Coordinate,STARLINK-6279 - X-Coordinate,STARLINK-11098 [DTC] - X-Coordinate,STARLINK-5794 - X-Coordinate,STARLINK-30092 - X-Coordinate,STARLINK-2131 - X-Coordinate,STARLINK-31665 - X-Coordinate,STARLINK-2591 - X-Coordinate,STARLINK-5433 - X-Coordinate,STARLINK-31116 - X-Coordinate,STARLINK-2242 - X-Coordinate,STARLINK-3828 - X-Coordinate,STARLINK-31408 - X-Coordinate,STARLINK-3656 - X-Coordinate,STARLINK-3522 - X-Coordinate,STARLINK-6330 - X-Coordinate,STARLINK-3180 - X-Coordinate,STARLINK-1277 - X-Coordinate,STARLINK-5786 - X-Coordinate,STARLINK-30994 - X-Coordinate,STARLINK-2105 - X-Coordinate,STARLINK-1460 - X-Coordinate,STARLINK-31136 - X-Coordinate,STARLINK-5458 - X-Coordinate,STARLINK-4096 - X-Coordinate,STARLINK-30270 - X-Coordinate,STARLINK-30968 - X-Coordinate,STARLINK-3125 - X-Coordinate,STARLINK-2371 - X-Coordinate,STARLINK-5656 - X-Coordinate,STARLINK-6365 - X-Coordinate,STARLINK-5918 - X-Coordinate,STARLINK-1834 - X-Coordinate,STARLINK-11110 [DTC] - X-Coordinate,STARLINK-31040 - X-Coordinate,STARLINK-3841 - X-Coordinate,STARLINK-32005 - X-Coordinate,STARLINK-2361 - X-Coordinate,STARLINK-1959 - X-Coordinate,STARLINK-3078 - X-Coordinate,STARLINK-6366 - X-Coordinate,STARLINK-6057 - X-Coordinate,STARLINK-31706 - X-Coordinate,STARLINK-4809 - X-Coordinate,STARLINK-3198 - X-Coordinate,STARLINK-2260 - X-Coordinate,STARLINK-31093 - X-Coordinate,STARLINK-31409 - X-Coordinate,STARLINK-6103 - X-Coordinate,STARLINK-2658 - X-Coordinate,STARLINK-11261 [DTC] - X-Coordinate,STARLINK-30512 - X-Coordinate,STARLINK-2372 - X-Coordinate,STARLINK-1964 - X-Coordinate,STARLINK-4115 - X-Coordinate,STARLINK-2178 - X-Coordinate,STARLINK-30857 - X-Coordinate,STARLINK-32268 - X-Coordinate,STARLINK-31965 - X-Coordinate,STARLINK-3640 - X-Coordinate,STARLINK-1412 - X-Coordinate,STARLINK-30302 - X-Coordinate,STARLINK-1139 - X-Coordinate,STARLINK-31209 - X-Coordinate,STARLINK-5061 - X-Coordinate,STARLINK-4700 - X-Coordinate,STARLINK-3131 - X-Coordinate,STARLINK-30569 - X-Coordinate,STARLINK-11090 [DTC] - X-Coordinate,STARLINK-30967 - X-Coordinate,STARLINK-3944 - X-Coordinate,STARLINK-3620 - X-Coordinate,STARLINK-31464 - X-Coordinate,STARLINK-2295 - X-Coordinate,STARLINK-2099 - X-Coordinate,STARLINK-4618 - X-Coordinate,STARLINK-4670 - X-Coordinate,STARLINK-4293 - X-Coordinate,STARLINK-5867 - X-Coordinate,STARLINK-32108 - X-Coordinate,STARLINK-4334 - X-Coordinate,STARLINK-5477 - X-Coordinate,STARLINK-4482 - X-Coordinate,STARLINK-2343 - X-Coordinate,STARLINK-4366 - X-Coordinate,STARLINK-30120 - X-Coordinate,STARLINK-3621 - X-Coordinate,STARLINK-2112 - X-Coordinate,STARLINK-4424 - X-Coordinate,STARLINK-4763 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5860 - Y-Coordinate,STARLINK-31011 - Y-Coordinate,STARLINK-31565 - Y-Coordinate,STARLINK-3159 - Y-Coordinate,STARLINK-5523 - Y-Coordinate,STARLINK-4341 - Y-Coordinate,STARLINK-3813 - Y-Coordinate,STARLINK-3677 - Y-Coordinate,STARLINK-1394 - Y-Coordinate,STARLINK-31678 - Y-Coordinate,STARLINK-31762 - Y-Coordinate,STARLINK-6279 - Y-Coordinate,STARLINK-11098 [DTC] - Y-Coordinate,STARLINK-5794 - Y-Coordinate,STARLINK-30092 - Y-Coordinate,STARLINK-2131 - Y-Coordinate,STARLINK-31665 - Y-Coordinate,STARLINK-2591 - Y-Coordinate,STARLINK-5433 - Y-Coordinate,STARLINK-31116 - Y-Coordinate,STARLINK-2242 - Y-Coordinate,STARLINK-3828 - Y-Coordinate,STARLINK-31408 - Y-Coordinate,STARLINK-3656 - Y-Coordinate,STARLINK-3522 - Y-Coordinate,STARLINK-6330 - Y-Coordinate,STARLINK-3180 - Y-Coordinate,STARLINK-1277 - Y-Coordinate,STARLINK-5786 - Y-Coordinate,STARLINK-30994 - Y-Coordinate,STARLINK-2105 - Y-Coordinate,STARLINK-1460 - Y-Coordinate,STARLINK-31136 - Y-Coordinate,STARLINK-5458 - Y-Coordinate,STARLINK-4096 - Y-Coordinate,STARLINK-30270 - Y-Coordinate,STARLINK-30968 - Y-Coordinate,STARLINK-3125 - Y-Coordinate,STARLINK-2371 - Y-Coordinate,STARLINK-5656 - Y-Coordinate,STARLINK-6365 - Y-Coordinate,STARLINK-5918 - Y-Coordinate,STARLINK-1834 - Y-Coordinate,STARLINK-11110 [DTC] - Y-Coordinate,STARLINK-31040 - Y-Coordinate,STARLINK-3841 - Y-Coordinate,STARLINK-32005 - Y-Coordinate,STARLINK-2361 - Y-Coordinate,STARLINK-1959 - Y-Coordinate,STARLINK-3078 - Y-Coordinate,STARLINK-6366 - Y-Coordinate,STARLINK-6057 - Y-Coordinate,STARLINK-31706 - Y-Coordinate,STARLINK-4809 - Y-Coordinate,STARLINK-3198 - Y-Coordinate,STARLINK-2260 - Y-Coordinate,STARLINK-31093 - Y-Coordinate,STARLINK-31409 - Y-Coordinate,STARLINK-6103 - Y-Coordinate,STARLINK-2658 - Y-Coordinate,STARLINK-11261 [DTC] - Y-Coordinate,STARLINK-30512 - Y-Coordinate,STARLINK-2372 - Y-Coordinate,STARLINK-1964 - Y-Coordinate,STARLINK-4115 - Y-Coordinate,STARLINK-2178 - Y-Coordinate,STARLINK-30857 - Y-Coordinate,STARLINK-32268 - Y-Coordinate,STARLINK-31965 - Y-Coordinate,STARLINK-3640 - Y-Coordinate,STARLINK-1412 - Y-Coordinate,STARLINK-30302 - Y-Coordinate,STARLINK-1139 - Y-Coordinate,STARLINK-31209 - Y-Coordinate,STARLINK-5061 - Y-Coordinate,STARLINK-4700 - Y-Coordinate,STARLINK-3131 - Y-Coordinate,STARLINK-30569 - Y-Coordinate,STARLINK-11090 [DTC] - Y-Coordinate,STARLINK-30967 - Y-Coordinate,STARLINK-3944 - Y-Coordinate,STARLINK-3620 - Y-Coordinate,STARLINK-31464 - Y-Coordinate,STARLINK-2295 - Y-Coordinate,STARLINK-2099 - Y-Coordinate,STARLINK-4618 - Y-Coordinate,STARLINK-4670 - Y-Coordinate,STARLINK-4293 - Y-Coordinate,STARLINK-5867 - Y-Coordinate,STARLINK-32108 - Y-Coordinate,STARLINK-4334 - Y-Coordinate,STARLINK-5477 - Y-Coordinate,STARLINK-4482 - Y-Coordinate,STARLINK-2343 - Y-Coordinate,STARLINK-4366 - Y-Coordinate,STARLINK-30120 - Y-Coordinate,STARLINK-3621 - Y-Coordinate,STARLINK-2112 - Y-Coordinate,STARLINK-4424 - Y-Coordinate,STARLINK-4763 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5860 - Z-Coordinate,STARLINK-31011 - Z-Coordinate,STARLINK-31565 - Z-Coordinate,STARLINK-3159 - Z-Coordinate,STARLINK-5523 - Z-Coordinate,STARLINK-4341 - Z-Coordinate,STARLINK-3813 - Z-Coordinate,STARLINK-3677 - Z-Coordinate,STARLINK-1394 - Z-Coordinate,STARLINK-31678 - Z-Coordinate,STARLINK-31762 - Z-Coordinate,STARLINK-6279 - Z-Coordinate,STARLINK-11098 [DTC] - Z-Coordinate,STARLINK-5794 - Z-Coordinate,STARLINK-30092 - Z-Coordinate,STARLINK-2131 - Z-Coordinate,STARLINK-31665 - Z-Coordinate,STARLINK-2591 - Z-Coordinate,STARLINK-5433 - Z-Coordinate,STARLINK-31116 - Z-Coordinate,STARLINK-2242 - Z-Coordinate,STARLINK-3828 - Z-Coordinate,STARLINK-31408 - Z-Coordinate,STARLINK-3656 - Z-Coordinate,STARLINK-3522 - Z-Coordinate,STARLINK-6330 - Z-Coordinate,STARLINK-3180 - Z-Coordinate,STARLINK-1277 - Z-Coordinate,STARLINK-5786 - Z-Coordinate,STARLINK-30994 - Z-Coordinate,STARLINK-2105 - Z-Coordinate,STARLINK-1460 - Z-Coordinate,STARLINK-31136 - Z-Coordinate,STARLINK-5458 - Z-Coordinate,STARLINK-4096 - Z-Coordinate,STARLINK-30270 - Z-Coordinate,STARLINK-30968 - Z-Coordinate,STARLINK-3125 - Z-Coordinate,STARLINK-2371 - Z-Coordinate,STARLINK-5656 - Z-Coordinate,STARLINK-6365 - Z-Coordinate,STARLINK-5918 - Z-Coordinate,STARLINK-1834 - Z-Coordinate,STARLINK-11110 [DTC] - Z-Coordinate,STARLINK-31040 - Z-Coordinate,STARLINK-3841 - Z-Coordinate,STARLINK-32005 - Z-Coordinate,STARLINK-2361 - Z-Coordinate,STARLINK-1959 - Z-Coordinate,STARLINK-3078 - Z-Coordinate,STARLINK-6366 - Z-Coordinate,STARLINK-6057 - Z-Coordinate,STARLINK-31706 - Z-Coordinate,STARLINK-4809 - Z-Coordinate,STARLINK-3198 - Z-Coordinate,STARLINK-2260 - Z-Coordinate,STARLINK-31093 - Z-Coordinate,STARLINK-31409 - Z-Coordinate,STARLINK-6103 - Z-Coordinate,STARLINK-2658 - Z-Coordinate,STARLINK-11261 [DTC] - Z-Coordinate,STARLINK-30512 - Z-Coordinate,STARLINK-2372 - Z-Coordinate,STARLINK-1964 - Z-Coordinate,STARLINK-4115 - Z-Coordinate,STARLINK-2178 - Z-Coordinate,STARLINK-30857 - Z-Coordinate,STARLINK-32268 - Z-Coordinate,STARLINK-31965 - Z-Coordinate,STARLINK-3640 - Z-Coordinate,STARLINK-1412 - Z-Coordinate,STARLINK-30302 - Z-Coordinate,STARLINK-1139 - Z-Coordinate,STARLINK-31209 - Z-Coordinate,STARLINK-5061 - Z-Coordinate,STARLINK-4700 - Z-Coordinate,STARLINK-3131 - Z-Coordinate,STARLINK-30569 - Z-Coordinate,STARLINK-11090 [DTC] - Z-Coordinate,STARLINK-30967 - Z-Coordinate,STARLINK-3944 - Z-Coordinate,STARLINK-3620 - Z-Coordinate,STARLINK-31464 - Z-Coordinate,STARLINK-2295 - Z-Coordinate,STARLINK-2099 - Z-Coordinate,STARLINK-4618 - Z-Coordinate,STARLINK-4670 - Z-Coordinate,STARLINK-4293 - Z-Coordinate,STARLINK-5867 - Z-Coordinate,STARLINK-32108 - Z-Coordinate,STARLINK-4334 - Z-Coordinate,STARLINK-5477 - Z-Coordinate,STARLINK-4482 - Z-Coordinate,STARLINK-2343 - Z-Coordinate,STARLINK-4366 - Z-Coordinate,STARLINK-30120 - Z-Coordinate,STARLINK-3621 - Z-Coordinate,STARLINK-2112 - Z-Coordinate,STARLINK-4424 - Z-Coordinate,STARLINK-4763 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-4718.1647,3220.8804,-3855.3892,877.7993,-2635.1779,5176.8798,2562.1816,5597.6870,1133.9909,5216.5275,-4992.3799,5046.3935,5191.8970,-6390.8556,4583.1559,-4402.0611,4774.0706,5682.5366,-4120.6021,-5404.0280,-3358.7872,-5900.0740,3484.2071,5602.7704,978.7075,-2784.8103,5214.4330,1949.4830,-5024.0572,4896.2161,-8.1150,-250.9145,-4324.5306,4183.2235,-2186.7865,-2499.4454,4586.0000,-2442.7137,4437.8492,-6286.9428,-3211.1098,3021.4432,4403.5943,-429.5970,5225.0310,1430.5313,-5140.9894,-5589.7846,-5319.4073,-1889.7676,3460.4192,5106.3220,-4865.5511,-897.2223,-4818.5352,-4947.0407,4408.9118,5840.7552,2108.3953,2713.4538,681.3059,-2209.7113,-1772.4394,-4758.9885,-1997.0124,-1161.6789,-2375.7813,2791.7793,-6626.6188,-3657.2740,3362.9644,3387.6147,0.0000,5746.5401,-4774.7957,-6789.8328,3271.3079,-4448.6200,2746.4057,5636.3446,1490.7579,-1556.0931,-3799.1824,-3487.8388,-772.0892,-4540.0433,-1884.2308,-1079.6290,4093.8666,4892.4086,-5960.4440,4471.4133,186.0417,4160.5606,1916.9776,-2748.1381,-4205.5453,2920.9994,-529.1459,-5762.6138,-211538.5648,-214788.8650,-221335.9816,-217830.6403,-211978.2646,-214446.3969,-221348.9159,-219269.6628,100518192.0308,100507049.5157,100510826.4771,100500998.6295,-219353.4699,100504655.4374,-2767.8725,3917.0595,4197.0762,-6041.3886,1722.7078,2770.1294,-3721.6061,3474.4294,5488.7329,3659.7186,-284.3578,2934.8868,2471.3370,-2347.4032,-2537.6947,3951.4445,-1578.7303,1736.7075,-415.6687,3939.1364,-3024.3638,58.7020,4497.4971,1696.9773,4067.9820,4229.5202,4003.9247,4728.4934,418.4939,2786.0425,4984.0169,6773.8326,-4190.7144,2821.3813,-4048.1868,-6456.3124,-4292.3568,3608.9443,-50.2869,-2216.6125,4140.2980,4860.9560,-54.3633,5339.3624,-2754.7102,-5581.8509,-4518.7639,3425.0681,2153.6643,2044.7354,5609.6347,4681.9061,4671.2665,6226.1708,3403.6348,-1098.5756,437.6150,1191.5925,6241.6640,5197.0401,-4098.4139,6543.7551,-4494.5843,966.6171,-4963.5708,-4304.5973,6469.6418,3061.4906,-1467.5816,-4663.2608,2389.5879,3370.0922,0.0000,3612.4090,-3503.6449,-1273.4732,5917.1215,-2906.5605,2975.4467,2691.2055,3854.6345,5573.8394,5448.8559,-3863.6939,-6480.2765,-262.8680,4649.7727,-4975.9803,3833.1819,1061.0662,1907.3781,272.2402,-4592.8741,422.6518,-2096.4905,-5841.7466,1712.8719,6051.2799,1467.3430,-3794.4728,274001.3336,299675.6757,274880.1491,275171.1039,281400.3266,281333.4474,283333.3854,278604.0486,216143990.8021,216183020.3393,216151787.4209,216144244.2832,280281.3134,216154771.2883,-4244.4961,4705.5659,-3787.6869,-3207.9582,6148.3300,-3668.8861,5194.6285,2114.2404,-4043.1650,-2413.3933,4640.1147,-3630.7285,-3256.7787,-1292.3850,-4540.7970,-3453.8554,-4634.3315,3416.3131,-5518.2636,1511.4144,5196.3134,-3598.8074,3756.4908,3661.5752,5460.3289,4717.6178,1996.5756,-4649.5444,4697.7494,-3904.0958,4710.3604,-1160.6120,3380.0934,4679.1821,5131.4283,95.4702,2942.9072,5342.7553,4874.8357,-1639.7855,4534.7865,3951.7061,-5224.2360,-4104.3358,3611.1538,-3820.5321,284.4080,1855.1813,-3820.0990,-6370.9606,-2136.5964,-300.9818,-972.6023,2655.5621,3592.2779,4613.4694,5318.8455,-3401.7221,2128.2013,-3655.7401,-5284.2060,-1056.7140,4812.3690,-4892.6496,4334.2657,5197.8946,475.6324,5383.1883,-757.2538,-3521.5905,5478.7857,4896.8938,0.0000,682.5568,-3565.9834,-199.1996,1366.9348,4389.1254,5399.6256,3000.3024,-5523.1245,3736.1045,-1540.0700,4351.9135,-2235.0355,5142.9211,4679.5152,4611.5864,4104.9296,-4631.4973,3022.4643,-5315.5924,5128.6201,-5428.0765,-6333.5864,-2568.8404,-5218.5265,1584.6392,-6755.1454,-128.9044,-47583.1104,-49095.8814,-45014.0748,-46145.7165,-41483.0210,-49235.1122,-55803.9574,-46550.1215,-101944031.2067,-101964634.1758,-101915218.2582,-101933592.0847,-47164.9233,-101933172.0019,
3600.000,6766.1203,-6078.7978,1765.6113,846.0527,3702.6010,-538.8671,-524.6994,-4603.6165,-3388.2228,-6492.0842,4457.9990,-4889.2622,-3048.9356,6504.8209,-3176.7297,72.0761,-3251.9871,-6782.0577,4182.6407,3774.7327,6407.0844,2985.9412,-6210.9216,-3677.4471,-4976.0053,-602.2885,-5907.4741,-4250.6415,4232.2128,-4894.1587,-3816.5815,-1472.7105,5994.0781,-4066.4461,4771.1390,4138.0333,-3137.2828,74.7972,-1411.0747,5135.0130,-618.4743,-2394.1251,-2514.9427,-2165.8619,-5061.5161,264.9713,4961.1263,4077.0728,5321.1932,1415.9060,-5259.7983,-4137.4894,2632.1210,-938.8086,4358.6204,6701.1343,-5795.8407,-6671.4585,-4057.6393,-3941.2160,3560.0698,107.7648,4600.2263,5413.9984,4556.3265,4821.1480,-446.6223,-5517.6110,5943.9134,4091.6108,-5792.0722,-4481.6636,0.0000,-4949.1741,6735.6322,5662.9976,-4280.0992,5318.4846,-5998.2010,-6886.5119,-5349.6922,-2130.8712,1187.9800,4235.0977,2727.6256,2769.2652,-140.4315,3869.0303,-2492.5946,-5472.5685,2397.9825,-821.9885,2910.0557,-3700.5946,-6143.7626,4402.2181,4066.7136,-3748.9604,5272.2012,5420.1083,-274606.8810,-282010.1802,-285558.6353,-282758.0443,-274514.9029,-279402.9863,-283417.2971,-282523.2973,41114598.5053,41096450.3419,41107901.8157,41103352.2785,-282138.4945,41100341.5177,268.8853,-1363.4790,-6597.2447,6737.9801,-5157.6191,-1576.3323,6533.0594,-292.2770,-6018.6039,-1241.6698,-4093.2826,1400.2857,2706.0042,55.3239,5747.5019,-4113.5367,5447.7906,-13.3732,-3839.2665,-4859.9297,1337.8156,-2869.5991,-2819.7508,1911.9910,-2252.9595,-6117.2408,-2447.0952,-992.3055,-4389.5286,1699.6601,-2348.1174,-5866.4308,3329.9073,1693.3388,374.8433,4322.9840,6165.6036,-6388.9097,5046.2852,-1198.5564,-5548.3548,-933.8505,4450.2505,-6365.5814,4706.0495,6896.1505,1792.7878,-4657.2969,-4360.3215,-5841.7088,-4225.7859,-3357.6241,-5138.8390,-6460.8961,-5334.1932,-1248.7861,2770.4898,1562.7171,-3332.3438,-1304.5196,5311.7163,-6544.2695,553.8007,-4023.6274,5157.1414,1386.8042,-5781.7451,836.8334,-1299.8393,569.3056,1109.8519,1235.3229,0.0000,-629.7300,1530.7003,-627.3720,-4502.9344,-1282.4882,392.7651,-625.4444,-2187.8310,-3540.2833,-6233.1708,-1039.4519,3582.5624,-4000.7667,-6806.5233,5626.9484,-92.9186,3160.6083,608.6780,2469.5696,5933.8660,4107.7524,2009.4105,2716.9060,-5128.8039,-3010.9392,-2410.5938,1530.8150,214760.1250,236429.0562,212003.0667,213636.1972,218007.4611,216837.4139,219598.6095,218233.1056,234815229.0562,234851858.0072,234830619.5598,234819616.1411,216480.0292,234826726.9558,1416.4943,-3029.6608,292.1928,-1185.3008,-2738.2087,6707.5458,-2142.6180,-5163.2089,-7.6406,-1648.8378,-3172.4037,4613.4968,5187.3621,-2388.1859,2199.9266,5464.0525,2524.4868,1016.5695,3901.7331,3014.7792,-2173.5143,5519.2588,-223.5674,-5534.0671,-4201.6266,-3202.0172,2515.2848,5345.9370,-3230.3194,4472.8182,-5203.9059,-3274.0801,858.8648,-5301.3951,-4976.8457,-3487.3841,562.9546,-2622.1267,-4018.1491,4383.7846,-4121.0393,-6472.9124,4520.2640,-557.9080,492.5557,-332.7611,-4377.6713,2844.9431,-391.8193,3483.4449,-1570.5646,-4446.6600,-3624.6886,2006.2549,584.9864,-779.2491,-2610.1458,-248.4338,-4520.6230,5510.9327,2053.9338,-2435.5718,-5016.9828,1393.3491,-407.0239,-4676.9925,-3761.1996,-3894.3196,-3107.4927,5504.7606,-3522.8664,-5035.8790,0.0000,-4660.9194,169.0305,-3915.0474,2994.7486,-4207.3416,-3091.1380,514.3519,3747.1113,-5522.6688,-2496.5175,-5209.9542,5215.1862,-4859.9196,-916.1787,-820.2671,-6497.7531,2540.2440,-6505.2268,6432.9322,-1975.2528,4032.8438,2514.2570,4626.3427,2211.3515,-4959.4220,3784.2554,-3991.6055,-49419.9769,-50849.4975,-46210.4261,-49755.8215,-42728.6631,-47219.9882,-57835.9852,-48878.3798,-101972815.9220,-101995966.0480,-101944889.8069,-101959248.9481,-48657.5717,-101963765.1111,
7200.000,-6235.4309,6831.8979,1058.3502,-2514.3866,-3624.7037,-2951.3919,-1127.3680,2950.3183,4089.5475,4676.9710,-2592.9266,3804.8520,148.3202,-4365.2177,1138.3406,4316.6620,887.7972,4490.6952,-3475.3626,271.2936,-6494.7861,140.1909,5858.4187,1551.5001,6855.7363,3137.6349,4226.5768,5974.4393,-2512.7173,3873.6213,6539.6996,3471.8846,-5125.4779,3659.0175,-6258.5028,-5050.5551,375.1034,1579.3973,-1398.8951,-2604.8485,3674.2734,2795.1411,729.5297,3535.8231,2593.4829,-1914.1054,-3413.7515,154.0857,-2761.8932,-1448.1755,5338.4742,2310.7743,1731.5897,2948.0259,-1787.9779,-5136.1771,5213.4809,4469.3143,5539.8660,5029.0959,-4891.4770,2543.2817,-6136.5934,-3842.1919,-4900.7458,-6736.6187,3829.9119,5919.0204,-2670.7856,-4330.5102,6014.8127,4769.5347,0.0000,2637.2798,-5976.4162,-2481.9428,4190.4343,-5017.7204,5965.0056,5548.3799,6846.2126,5674.3407,2563.9910,-4202.7681,-4917.7052,-1114.4021,1833.3199,-4594.4851,1787.0298,3918.2587,3045.2248,-1672.7588,-4192.5564,2629.9904,6349.3039,-5598.5759,-2747.3982,4378.4347,-6765.1031,-3480.7561,-322551.2865,-331264.2799,-331669.6094,-329164.9101,-319333.3872,-329107.0397,-327660.8905,-326211.6949,-21102376.5989,-21126068.3734,-21112328.3394,-21113966.5817,-326969.3398,-21117679.4969,1949.5739,-996.8254,5835.9766,-4279.4168,5375.5205,-2688.5918,-6385.9353,-3762.0228,3833.0407,-2198.5577,6281.7706,-5206.2571,-6427.3569,2797.9440,-6674.3724,3921.9036,-6623.4704,-2061.1307,5950.9349,4161.8003,322.6546,5663.5711,-216.5012,-5495.4889,636.6770,6168.8067,-941.7732,-2220.2851,6413.9914,-5333.5322,-32.6626,2286.1222,-727.2793,-5315.3917,2426.7305,-441.4222,-5830.3106,6472.7123,-6337.0396,4855.4983,5754.8729,-3541.4953,-6773.5018,3264.1993,-4756.0594,-5097.0893,2578.4797,4148.1551,4594.6607,6648.4775,987.6257,-559.4601,3709.5315,3287.8019,5007.6257,2751.3896,-4235.1159,-3646.6499,-521.4934,-2723.7701,-3480.1048,4615.6715,2596.3150,4864.4277,-2994.3748,939.1667,3388.8882,-3289.2173,4221.5025,3689.9107,-3191.8002,-4657.1760,0.0000,-3628.6645,988.7418,3311.0794,642.2857,4556.3944,-2589.8823,-1833.4811,675.1547,1319.4835,4298.3722,4973.0499,334.1979,6664.4173,5617.6068,-3686.6936,-4324.4069,-5379.8329,-391.0382,-5557.9589,-4874.9817,-6320.2831,358.8058,1094.1630,5961.8631,-1400.4853,341.6953,2245.3767,141104.7663,158470.6290,135736.4684,141203.3967,141099.9274,137174.5990,142631.4281,137488.1262,237465863.9397,237498338.9499,237488233.4239,237480355.6007,139094.8031,237477649.3541,2274.7441,-533.6877,3395.7963,4773.2133,-2413.8827,-5660.1622,-2341.5938,4994.6930,4029.0012,4426.9477,-669.4851,-2408.9191,-1522.8947,4585.6770,1468.2981,-3593.9421,1423.3764,-4760.8287,233.5277,-5447.7558,-2294.0438,-3961.0697,-3497.1639,3879.5427,136.4980,-295.3965,-5343.6299,-2673.6682,-357.6439,-1872.5561,2074.5089,5467.0569,-4583.8806,2398.2476,1583.6376,4705.5120,-3752.0828,-1810.5430,-1207.9375,-4097.6189,1203.9081,5292.7952,-499.3769,4716.9276,-4325.2986,4244.7312,5341.2854,-5409.9211,4320.9471,1399.7401,4292.0633,6506.7503,5435.5958,-5218.4108,-4422.3707,-3625.2550,-1713.5747,3702.5509,4112.5007,-3878.7425,3006.7444,4573.2249,1469.4012,3000.4602,-3815.6005,842.7586,4635.7717,-650.1564,4645.3817,-3894.8455,-886.2526,1568.7341,0.0000,5131.2227,3315.7286,5523.2825,-5449.8092,1275.6331,-1845.8846,-3736.6214,452.9995,3673.6843,4617.3749,1917.6613,-4829.2200,1245.3671,-3505.2602,-3552.3270,5139.6070,1464.4734,6233.6020,-3820.1757,-2495.3777,215.0749,2760.6628,-3970.8379,2160.6403,5142.7582,1442.1956,5507.6958,-51126.2474,-52580.3957,-48057.1331,-50706.0172,-44373.8322,-48993.7580,-59235.7199,-50097.2226,-102000991.4230,-102027015.6897,-101975719.3364,-101988608.9901,-50144.7468,-101994335.1560,
