sl_100_86400_20290516 Coordinates.csv
2029/05/16 07:47:00.0000 UTC

Generated: Tue Oct  8 21:48:17 2024,
Start: 2029/05/16 07:47:00.00, Stop: 2029/05/17 07:47:00.00,
TIME_UNITS,STARLINK-5132 - X-Coordinate,STARLINK-5495 - X-Coordinate,STARLINK-1981 - X-Coordinate,STARLINK-11272 [DTC] - X-Coordinate,STARLINK-3808 - X-Coordinate,STARLINK-3179 - X-Coordinate,STARLINK-5369 - X-Coordinate,STARLINK-6308 - X-Coordinate,STARLINK-30578 - X-Coordinate,STARLINK-2629 - X-Coordinate,STARLINK-30820 - X-Coordinate,STARLINK-5318 - X-Coordinate,STARLINK-4167 - X-Coordinate,STARLINK-30155 - X-Coordinate,STARLINK-4322 - X-Coordinate,STARLINK-1433 - X-Coordinate,STARLINK-4394 - X-Coordinate,STARLINK-5653 - X-Coordinate,STARLINK-2042 - X-Coordinate,STARLINK-31546 - X-Coordinate,STARLINK-4626 - X-Coordinate,STARLINK-3078 - X-Coordinate,STARLINK-30364 - X-Coordinate,STARLINK-3585 - X-Coordinate,STARLINK-30505 - X-Coordinate,STARLINK-3306 - X-Coordinate,STARLINK-3783 - X-Coordinate,STARLINK-5310 - X-Coordinate,STARLINK-5854 - X-Coordinate,STARLINK-5794 - X-Coordinate,STARLINK-5481 - X-Coordinate,STARLINK-3139 - X-Coordinate,STARLINK-30473 - X-Coordinate,STARLINK-30266 - X-Coordinate,STARLINK-2320 - X-Coordinate,STARLINK-31205 - X-Coordinate,STARLINK-4083 - X-Coordinate,STARLINK-5019 - X-Coordinate,STARLINK-6273 - X-Coordinate,STARLINK-5760 - X-Coordinate,STARLINK-5384 - X-Coordinate,STARLINK-3122 - X-Coordinate,STARLINK-5787 - X-Coordinate,STARLINK-2264 - X-Coordinate,STARLINK-2002 - X-Coordinate,STARLINK-5211 - X-Coordinate,STARLINK-1341 - X-Coordinate,STARLINK-5173 - X-Coordinate,STARLINK-31604 - X-Coordinate,STARLINK-4609 - X-Coordinate,STARLINK-4561 - X-Coordinate,STARLINK-6353 - X-Coordinate,STARLINK-1351 - X-Coordinate,STARLINK-5448 - X-Coordinate,STARLINK-4093 - X-Coordinate,STARLINK-2025 - X-Coordinate,STARLINK-3804 - X-Coordinate,STARLINK-32083 - X-Coordinate,STARLINK-31819 - X-Coordinate,STARLINK-5525 - X-Coordinate,STARLINK-31172 - X-Coordinate,STARLINK-5577 - X-Coordinate,STARLINK-1716 - X-Coordinate,STARLINK-1277 - X-Coordinate,STARLINK-32003 - X-Coordinate,STARLINK-4325 - X-Coordinate,STARLINK-32096 - X-Coordinate,STARLINK-4584 - X-Coordinate,STARLINK-3200 - X-Coordinate,STARLINK-32211 - X-Coordinate,STARLINK-4679 - X-Coordinate,STARLINK-3104 - X-Coordinate,STARLINK-5995 - X-Coordinate,STARLINK-30228 - X-Coordinate,STARLINK-11174 [DTC] - X-Coordinate,STARLINK-5789 - X-Coordinate,STARLINK-6206 - X-Coordinate,STARLINK-31885 - X-Coordinate,STARLINK-2099 - X-Coordinate,STARLINK-3458 - X-Coordinate,STARLINK-30912 - X-Coordinate,STARLINK-4587 - X-Coordinate,STARLINK-30079 - X-Coordinate,STARLINK-3624 - X-Coordinate,STARLINK-4411 - X-Coordinate,STARLINK-30786 - X-Coordinate,STARLINK-3837 - X-Coordinate,STARLINK-30863 - X-Coordinate,STARLINK-1215 - X-Coordinate,STARLINK-11117 [DTC] - X-Coordinate,STARLINK-2213 - X-Coordinate,STARLINK-3821 - X-Coordinate,STARLINK-2585 - X-Coordinate,STARLINK-1687 - X-Coordinate,STARLINK-3931 - X-Coordinate,STARLINK-5942 - X-Coordinate,STARLINK-3265 - X-Coordinate,STARLINK-4675 - X-Coordinate,STARLINK-2415 - X-Coordinate,STARLINK-5812 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5132 - Y-Coordinate,STARLINK-5495 - Y-Coordinate,STARLINK-1981 - Y-Coordinate,STARLINK-11272 [DTC] - Y-Coordinate,STARLINK-3808 - Y-Coordinate,STARLINK-3179 - Y-Coordinate,STARLINK-5369 - Y-Coordinate,STARLINK-6308 - Y-Coordinate,STARLINK-30578 - Y-Coordinate,STARLINK-2629 - Y-Coordinate,STARLINK-30820 - Y-Coordinate,STARLINK-5318 - Y-Coordinate,STARLINK-4167 - Y-Coordinate,STARLINK-30155 - Y-Coordinate,STARLINK-4322 - Y-Coordinate,STARLINK-1433 - Y-Coordinate,STARLINK-4394 - Y-Coordinate,STARLINK-5653 - Y-Coordinate,STARLINK-2042 - Y-Coordinate,STARLINK-31546 - Y-Coordinate,STARLINK-4626 - Y-Coordinate,STARLINK-3078 - Y-Coordinate,STARLINK-30364 - Y-Coordinate,STARLINK-3585 - Y-Coordinate,STARLINK-30505 - Y-Coordinate,STARLINK-3306 - Y-Coordinate,STARLINK-3783 - Y-Coordinate,STARLINK-5310 - Y-Coordinate,STARLINK-5854 - Y-Coordinate,STARLINK-5794 - Y-Coordinate,STARLINK-5481 - Y-Coordinate,STARLINK-3139 - Y-Coordinate,STARLINK-30473 - Y-Coordinate,STARLINK-30266 - Y-Coordinate,STARLINK-2320 - Y-Coordinate,STARLINK-31205 - Y-Coordinate,STARLINK-4083 - Y-Coordinate,STARLINK-5019 - Y-Coordinate,STARLINK-6273 - Y-Coordinate,STARLINK-5760 - Y-Coordinate,STARLINK-5384 - Y-Coordinate,STARLINK-3122 - Y-Coordinate,STARLINK-5787 - Y-Coordinate,STARLINK-2264 - Y-Coordinate,STARLINK-2002 - Y-Coordinate,STARLINK-5211 - Y-Coordinate,STARLINK-1341 - Y-Coordinate,STARLINK-5173 - Y-Coordinate,STARLINK-31604 - Y-Coordinate,STARLINK-4609 - Y-Coordinate,STARLINK-4561 - Y-Coordinate,STARLINK-6353 - Y-Coordinate,STARLINK-1351 - Y-Coordinate,STARLINK-5448 - Y-Coordinate,STARLINK-4093 - Y-Coordinate,STARLINK-2025 - Y-Coordinate,STARLINK-3804 - Y-Coordinate,STARLINK-32083 - Y-Coordinate,STARLINK-31819 - Y-Coordinate,STARLINK-5525 - Y-Coordinate,STARLINK-31172 - Y-Coordinate,STARLINK-5577 - Y-Coordinate,STARLINK-1716 - Y-Coordinate,STARLINK-1277 - Y-Coordinate,STARLINK-32003 - Y-Coordinate,STARLINK-4325 - Y-Coordinate,STARLINK-32096 - Y-Coordinate,STARLINK-4584 - Y-Coordinate,STARLINK-3200 - Y-Coordinate,STARLINK-32211 - Y-Coordinate,STARLINK-4679 - Y-Coordinate,STARLINK-3104 - Y-Coordinate,STARLINK-5995 - Y-Coordinate,STARLINK-30228 - Y-Coordinate,STARLINK-11174 [DTC] - Y-Coordinate,STARLINK-5789 - Y-Coordinate,STARLINK-6206 - Y-Coordinate,STARLINK-31885 - Y-Coordinate,STARLINK-2099 - Y-Coordinate,STARLINK-3458 - Y-Coordinate,STARLINK-30912 - Y-Coordinate,STARLINK-4587 - Y-Coordinate,STARLINK-30079 - Y-Coordinate,STARLINK-3624 - Y-Coordinate,STARLINK-4411 - Y-Coordinate,STARLINK-30786 - Y-Coordinate,STARLINK-3837 - Y-Coordinate,STARLINK-30863 - Y-Coordinate,STARLINK-1215 - Y-Coordinate,STARLINK-11117 [DTC] - Y-Coordinate,STARLINK-2213 - Y-Coordinate,STARLINK-3821 - Y-Coordinate,STARLINK-2585 - Y-Coordinate,STARLINK-1687 - Y-Coordinate,STARLINK-3931 - Y-Coordinate,STARLINK-5942 - Y-Coordinate,STARLINK-3265 - Y-Coordinate,STARLINK-4675 - Y-Coordinate,STARLINK-2415 - Y-Coordinate,STARLINK-5812 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5132 - Z-Coordinate,STARLINK-5495 - Z-Coordinate,STARLINK-1981 - Z-Coordinate,STARLINK-11272 [DTC] - Z-Coordinate,STARLINK-3808 - Z-Coordinate,STARLINK-3179 - Z-Coordinate,STARLINK-5369 - Z-Coordinate,STARLINK-6308 - Z-Coordinate,STARLINK-30578 - Z-Coordinate,STARLINK-2629 - Z-Coordinate,STARLINK-30820 - Z-Coordinate,STARLINK-5318 - Z-Coordinate,STARLINK-4167 - Z-Coordinate,STARLINK-30155 - Z-Coordinate,STARLINK-4322 - Z-Coordinate,STARLINK-1433 - Z-Coordinate,STARLINK-4394 - Z-Coordinate,STARLINK-5653 - Z-Coordinate,STARLINK-2042 - Z-Coordinate,STARLINK-31546 - Z-Coordinate,STARLINK-4626 - Z-Coordinate,STARLINK-3078 - Z-Coordinate,STARLINK-30364 - Z-Coordinate,STARLINK-3585 - Z-Coordinate,STARLINK-30505 - Z-Coordinate,STARLINK-3306 - Z-Coordinate,STARLINK-3783 - Z-Coordinate,STARLINK-5310 - Z-Coordinate,STARLINK-5854 - Z-Coordinate,STARLINK-5794 - Z-Coordinate,STARLINK-5481 - Z-Coordinate,STARLINK-3139 - Z-Coordinate,STARLINK-30473 - Z-Coordinate,STARLINK-30266 - Z-Coordinate,STARLINK-2320 - Z-Coordinate,STARLINK-31205 - Z-Coordinate,STARLINK-4083 - Z-Coordinate,STARLINK-5019 - Z-Coordinate,STARLINK-6273 - Z-Coordinate,STARLINK-5760 - Z-Coordinate,STARLINK-5384 - Z-Coordinate,STARLINK-3122 - Z-Coordinate,STARLINK-5787 - Z-Coordinate,STARLINK-2264 - Z-Coordinate,STARLINK-2002 - Z-Coordinate,STARLINK-5211 - Z-Coordinate,STARLINK-1341 - Z-Coordinate,STARLINK-5173 - Z-Coordinate,STARLINK-31604 - Z-Coordinate,STARLINK-4609 - Z-Coordinate,STARLINK-4561 - Z-Coordinate,STARLINK-6353 - Z-Coordinate,STARLINK-1351 - Z-Coordinate,STARLINK-5448 - Z-Coordinate,STARLINK-4093 - Z-Coordinate,STARLINK-2025 - Z-Coordinate,STARLINK-3804 - Z-Coordinate,STARLINK-32083 - Z-Coordinate,STARLINK-31819 - Z-Coordinate,STARLINK-5525 - Z-Coordinate,STARLINK-31172 - Z-Coordinate,STARLINK-5577 - Z-Coordinate,STARLINK-1716 - Z-Coordinate,STARLINK-1277 - Z-Coordinate,STARLINK-32003 - Z-Coordinate,STARLINK-4325 - Z-Coordinate,STARLINK-32096 - Z-Coordinate,STARLINK-4584 - Z-Coordinate,STARLINK-3200 - Z-Coordinate,STARLINK-32211 - Z-Coordinate,STARLINK-4679 - Z-Coordinate,STARLINK-3104 - Z-Coordinate,STARLINK-5995 - Z-Coordinate,STARLINK-30228 - Z-Coordinate,STARLINK-11174 [DTC] - Z-Coordinate,STARLINK-5789 - Z-Coordinate,STARLINK-6206 - Z-Coordinate,STARLINK-31885 - Z-Coordinate,STARLINK-2099 - Z-Coordinate,STARLINK-3458 - Z-Coordinate,STARLINK-30912 - Z-Coordinate,STARLINK-4587 - Z-Coordinate,STARLINK-30079 - Z-Coordinate,STARLINK-3624 - Z-Coordinate,STARLINK-4411 - Z-Coordinate,STARLINK-30786 - Z-Coordinate,STARLINK-3837 - Z-Coordinate,STARLINK-30863 - Z-Coordinate,STARLINK-1215 - Z-Coordinate,STARLINK-11117 [DTC] - Z-Coordinate,STARLINK-2213 - Z-Coordinate,STARLINK-3821 - Z-Coordinate,STARLINK-2585 - Z-Coordinate,STARLINK-1687 - Z-Coordinate,STARLINK-3931 - Z-Coordinate,STARLINK-5942 - Z-Coordinate,STARLINK-3265 - Z-Coordinate,STARLINK-4675 - Z-Coordinate,STARLINK-2415 - Z-Coordinate,STARLINK-5812 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-5715.6582,-5389.1437,-4403.4496,6176.1096,1247.6608,-2098.1332,957.1671,6744.0603,4312.7153,-6159.9351,-81.7156,2001.4291,4682.7033,-4899.3042,5068.1577,-6463.0888,-2823.0148,-5606.7047,6586.1764,6591.6649,4298.5968,-937.4233,4886.9497,-1645.2228,-4161.8104,1307.1195,-676.6785,-5069.0681,-2328.5134,2666.3681,-6151.2502,-1145.9159,-4774.0189,3697.0470,-4193.5572,3270.8897,-5032.1195,-773.7580,2408.8782,44.7319,153.8310,4607.0471,6084.5762,6227.6977,-425.7960,-548.9547,1581.1863,-3277.8200,-5826.6378,2456.8116,927.5162,3493.6711,6629.1354,5129.2214,2547.8369,5872.3671,4421.8137,-4136.6434,-4956.2570,-6016.8571,0.0000,5640.2955,-1473.7821,5404.6373,-1068.2949,-4136.0565,6181.9154,-3136.8245,1612.4883,-4085.8206,-4459.8643,-3475.3768,-2318.8915,-593.1139,-2082.4446,3290.1621,-4344.3352,3529.4104,4756.3617,4201.7416,954.4245,-2688.0218,-4041.4504,3625.1367,-2134.7290,0.0000,4084.5755,-5567.5602,1061.0371,18.8728,-6712.3923,-3506.3827,4500.2430,2850.9107,-956.2033,3514.3848,-5805.4524,2054.6002,-1072.9594,-4184.6591,37227.7273,37855.3696,31898.0395,30038.3028,29685.9854,31235.7273,38085.1535,34142.4867,124610076.9014,124624818.6648,124603013.7063,124601680.0808,34607.6571,124596603.0413,3851.5746,3216.2284,-5288.1715,2657.4989,5116.2672,4910.8506,6863.2606,797.2098,-4566.1482,2997.5054,-6623.7893,3624.7910,-1590.6730,-3270.5078,2235.8227,278.5000,-5341.5404,3300.9179,-80.6213,1732.7685,-5068.3261,5956.6428,-2038.6284,4057.3390,-4837.2012,6736.4420,-4330.8451,1477.2071,-469.9625,4372.6359,2521.5739,-3997.8538,4463.1036,3408.3191,-54.2566,-5587.4045,-1501.2283,2496.7400,6089.1658,5759.4098,-6810.6809,5145.0816,1639.8351,-2888.0303,4266.1079,-4659.2195,-4360.0919,-2832.8809,2086.8387,3375.2986,-4559.0154,-4454.7954,-1143.6883,63.3431,-3352.5747,1907.7588,-1410.0182,2108.9044,3111.1328,2706.1989,0.0000,-3372.2027,-4243.4106,4300.5460,-5496.8940,-2464.4637,-1920.8305,-2775.5184,-5424.0167,-3358.0952,4351.1620,3847.3361,-574.3169,6689.8611,-5771.3027,-4968.3232,5217.0425,-3966.0472,4139.2908,-267.9434,5861.6847,5367.5070,-3707.3585,5812.3740,2101.7261,0.0000,-4841.9297,614.5424,5756.2198,4150.6303,-969.7542,-4489.7636,-2151.6080,-3315.7796,6625.2823,4085.6192,-462.2058,4062.2954,5639.4587,2865.6114,359225.1251,340847.3548,363220.7321,361150.1180,352614.2649,354203.2458,357016.7224,359768.4250,-11792635.1640,-11812495.1564,-11776024.1920,-11783288.2478,358049.3940,-11777441.3531,557.0251,3109.0846,-214.5653,493.0178,4432.1219,-4390.5245,36.1757,-1382.2263,-2962.5360,791.8015,-2037.3658,5558.7332,-4836.0325,-3638.5190,4162.9513,-2389.7457,-3241.5031,-2362.9197,1942.2973,474.4043,-1725.9946,-3458.2716,-4435.2890,-5356.4047,-2682.2679,989.1040,5287.5710,-4572.9314,6519.8894,-4672.0059,-1996.3102,-5515.3453,-2259.4502,4664.4888,5232.4812,-2209.1343,4482.6189,6419.8942,2233.6115,-3846.6234,1200.5753,819.3874,-2878.8350,563.0261,-5421.9272,-4998.8651,5048.0538,-5251.6077,2810.0718,5498.8619,5084.3529,-4023.2509,-1614.3692,4561.7399,-5468.2117,3065.3692,-5106.7309,-5048.7398,-3399.4255,-2138.9956,0.0000,2272.8301,-5215.8069,201.4254,-3981.7359,4960.3401,2163.4270,5482.1544,-3939.1553,4242.9155,-2196.2038,4614.2284,-6513.7816,1474.9992,2793.1616,3522.2655,-1374.5156,-4143.6050,-2809.2686,5462.4135,-3482.2753,3419.8670,-4201.8586,754.0290,6253.7479,0.0000,-2800.8369,3886.6878,-3640.5487,-5254.3889,1244.4522,-3887.8776,4690.5197,-5344.7053,1646.9590,-4362.3824,-3688.9887,5192.6885,3623.9013,-4775.9865,161708.7746,158278.9068,163134.0195,162714.5990,166928.2092,158665.7938,152673.3706,160854.4276,6373524.0990,6353377.1487,6353870.1198,6367610.6072,161225.0111,6371291.6617,
3600.000,3190.3915,5872.2601,4656.2729,-4805.3939,-3840.7736,436.7936,-2989.4896,-5152.0959,-2733.3979,4447.4720,2315.0826,-4205.8290,-5030.4669,5028.6262,-4804.2453,3658.7946,646.7611,4324.5210,-3893.5921,-5452.7152,-2955.4166,-917.8737,-3897.5813,-2733.9657,4968.3290,-2692.9033,4637.2333,6587.7089,3789.2653,-5864.6943,3248.3503,5075.4154,3043.9626,-6264.0176,4859.6618,-846.2320,6862.2336,-3823.8470,-4450.8538,-2914.4488,2414.0752,-4636.3091,-6858.7241,-4361.6814,-3873.4030,4349.3319,3043.2125,6463.0143,1817.0791,-5485.9102,3383.7344,-1542.7029,-5799.6711,-2416.3155,193.6574,-3954.8017,-4636.1888,3739.3803,515.7610,2981.5641,0.0000,-2572.2405,5042.3894,-5306.9386,3673.7462,-826.1006,-2847.0313,6091.3592,131.6773,3989.1678,-590.4609,4319.3077,3397.9890,-2340.5145,4053.6007,696.4087,1179.7066,1413.2389,-6017.1915,-3055.7086,-4071.9882,-1049.2630,6575.6917,-4147.6629,6259.5419,0.0000,-499.5579,5572.2429,-3132.4463,-4455.7558,4760.9836,5665.8009,-4402.9536,-765.1102,-688.7169,-6302.7679,6711.7079,-4790.5180,-1025.5316,-68.4394,-55975.8890,-49532.3728,-57029.2192,-57832.3835,-60827.0806,-58152.3765,-53070.5150,-55245.7023,123440918.1220,123461667.0902,123428811.3879,123432998.8925,-55948.8523,123426511.7540,-4284.0464,-3501.8534,2799.3911,450.6692,-5692.9322,-6875.2088,-5262.8877,1924.0032,6359.7404,-3962.8950,6316.8813,-5313.4897,4548.3108,-780.1007,-4915.3310,-2508.5174,6377.8492,-5234.3649,2352.2813,1342.0536,1183.8881,-2661.3130,5390.9843,-4268.5397,1195.5239,-4430.2136,2066.7102,-2303.2524,-3587.1993,-2485.2716,-4203.5232,2345.2962,-6028.4663,-244.6987,-4220.8104,6551.5056,-397.8289,-2333.0424,-5093.0437,-6244.0724,4993.7993,-2644.5868,654.3482,3859.1800,-3568.4455,1845.6136,3706.9710,527.7833,-3706.2533,-402.3263,3303.7727,6688.3368,2580.5939,3623.9635,6158.0566,1501.4578,4745.9148,-5509.9844,-5005.4884,-4332.1886,0.0000,2568.4394,4153.0784,-2125.7147,1923.6853,526.4302,4203.6339,210.6246,6885.7882,-1596.2120,-3918.0335,-5444.8844,-3736.4781,-4819.2822,4922.9400,5035.4445,-5366.1616,5257.4446,-2969.7062,4439.6303,-2992.7176,-4039.3521,1667.2222,-3085.5817,-1805.5681,0.0000,4311.4473,-3912.4932,-6102.1955,-4621.2756,-1337.4110,3916.2272,5176.5449,6340.3039,-6276.7586,-2313.6343,-1448.2943,-600.5911,-6640.5906,-2381.1660,361100.9424,340014.2583,360860.2825,358066.9304,349443.4305,352875.4875,353818.5513,353855.4662,20943783.1534,20932102.2934,20965515.7401,20959894.1258,355310.9635,20958241.3906,-4399.6135,1546.2131,4220.8604,-4711.2777,-559.7032,518.3683,3363.5009,4203.6848,-558.6430,3468.8569,-1666.3764,-1515.8836,1330.1302,4680.2465,935.5021,5267.8997,-2436.9042,-1346.4464,-5153.1793,-3896.7833,6073.2611,6344.9408,1838.0676,4690.1957,4655.8513,-4612.5481,-4644.2510,73.6683,-4596.1807,2719.4320,4453.0717,4037.7312,-1483.5271,-2805.1894,-1914.8200,-1777.2157,-726.4082,-5308.3701,1457.2243,663.1888,-4142.7478,-4467.6437,-721.5453,3670.4163,4459.6534,4950.7044,-4914.1491,2050.8711,-5409.9624,-4193.6404,-5030.4258,1034.8959,-2749.2394,-5320.4559,3089.7342,-5453.1652,1872.8983,1624.0344,4511.3286,4507.4778,0.0000,-5932.1032,2145.4130,3873.2623,5466.1524,-6855.8501,-4568.7881,-3257.5801,-240.0936,-5257.3746,5273.5261,-33.4757,4739.5790,-4318.5209,2189.6982,-4711.6197,4204.7951,3949.4708,-1610.1041,-4323.2939,4656.0277,-5518.5530,1284.1505,-4565.6232,-2402.1351,0.0000,5382.1709,-450.7281,-643.5963,1883.5097,-4811.8591,-302.7735,-904.5311,2603.5671,2761.3689,1711.6708,-587.5598,-4955.5925,997.5350,6533.9686,162691.8514,157899.5127,163346.7845,160183.4709,167008.8794,161913.0272,151754.0668,161681.7388,6364786.9970,6345693.1733,6350338.8646,6357196.2505,160945.3381,6365679.4697,
7200.000,1097.5896,-3498.6140,-3920.9422,1412.9981,4503.5071,1233.9273,4760.3656,2211.7284,36.6926,-371.4458,-4064.5868,3866.3937,3455.0624,-4425.5678,1448.1338,57.0509,1106.4763,-1148.0574,27.2431,2289.6601,-2109.2575,4100.2612,1799.3653,5542.7604,-5056.3869,4272.0224,-6822.4769,-5006.9095,-4727.2354,6861.1388,629.8935,-6846.9292,175.1423,6364.4484,-2752.0810,-2406.9563,-5630.8923,6264.9650,5110.0552,4478.2867,-4974.6938,3993.2637,4985.2870,163.3145,6346.9708,-6686.2070,-6142.6731,-6080.6971,2756.9373,6704.3704,-6364.3036,-689.1870,2329.5143,-79.6298,-1942.6842,1579.6091,3204.2901,-1934.0901,3719.4957,949.4297,0.0000,-2063.8979,-5879.9785,3776.0289,-5866.3418,3636.3520,-1464.1996,-6648.8641,-1859.7704,-3294.2467,5624.0416,-2962.5772,-4259.5763,5205.8448,-4127.3152,-4459.6441,2863.0347,-5020.3695,4786.4758,1824.4981,6319.5681,4969.1329,-6421.0368,4094.6410,-6282.1119,0.0000,-3741.5481,-2892.5896,3885.0840,5342.9590,-1372.4105,-5208.0104,2275.3659,-860.1360,2874.3389,6641.8505,-4428.1519,6411.6069,2887.5603,4267.6873,-147440.0170,-134178.4017,-142308.2405,-140313.2620,-147567.4611,-142673.3047,-140355.1833,-143920.2207,113815253.0408,113839622.5461,113796155.3652,113801956.1247,-142943.6130,113800342.0866,4084.5287,2696.8480,1556.7404,-4471.7752,3668.6917,5727.4732,1754.9566,-4816.0889,-5850.4860,4146.6092,-3556.7861,4608.7528,-5184.9995,4510.3091,3938.9109,5018.7186,-2194.8992,5373.0306,-4892.8850,-4656.5975,1752.0308,-683.2603,-6379.2057,3984.3571,2886.4062,488.1390,-158.3690,1997.7005,5089.9487,369.3607,5447.9266,-875.5466,5426.4238,-2368.4253,5249.0800,-4592.3447,1927.2340,2798.8852,1917.7686,4398.0193,-1708.6614,-1397.5193,-2856.3415,-4142.1030,2643.0017,502.3102,-2742.2832,1379.7451,4930.2529,-1669.7707,-2042.7808,-6416.0514,-3679.1914,-6424.9421,-6492.8110,-5164.2349,-5543.6227,5889.5778,5330.6877,5469.7408,0.0000,-2493.6573,-2688.8505,-1746.4617,1561.9338,3794.5549,-5631.2794,1545.5046,-5102.4862,5565.5499,2169.5955,4281.4748,5472.8707,1501.5267,-590.3473,-4367.8680,4463.3552,-4475.4830,56.5428,-6647.7268,-260.1987,2444.6627,687.6627,-1373.6693,-582.1166,0.0000,-3489.2729,5201.7472,3501.6908,2383.8128,4273.1735,-1454.0798,-5409.2387,-6607.7660,3194.4333,122.4287,2828.1478,-2042.0593,3778.0740,2976.0124,337002.4539,317256.2398,335719.5817,330239.5218,323823.4274,332316.4958,327847.9993,331262.7616,52266343.3281,52263765.0029,52289690.9529,52287593.6073,330039.6594,52279736.0766,5460.3121,-5445.5542,-5447.0132,4834.6057,-3711.7715,3652.0849,-4725.0761,-4467.8894,3727.7773,-5505.1257,4330.3948,-3462.5841,2983.5916,-2826.8392,-5529.9230,-4733.2719,6394.0722,4197.5141,4811.1582,4439.1901,-6301.9660,-5575.8164,1922.7225,-1100.7389,-3744.9746,5429.4754,836.8138,4426.9297,-39.0054,878.7030,-4255.6738,6.0393,4269.6187,-1015.3731,-3159.5752,4449.7047,-3520.7164,1021.6360,-4261.8375,2910.8146,4486.1369,5510.0573,3857.4184,-5507.8613,-687.2741,-1417.1195,1346.1071,2713.0910,3779.4875,220.9960,1702.5388,2548.4746,5362.1070,2426.4337,1268.5559,4279.6539,2550.6329,2921.1067,-1879.8259,-4157.8997,0.0000,6144.2950,2342.4148,-5523.2405,-3217.0148,4489.9974,3565.5408,-1068.2159,4231.2162,2049.4587,-2704.3760,-4603.9367,-149.1379,4227.3544,-5305.4973,2995.7445,-4458.7183,-283.7363,4958.8459,395.1058,-2709.2438,4129.2700,2437.4932,5360.9308,-2897.8669,0.0000,-4670.6011,-3341.9188,4474.4853,3241.0258,5225.1246,4265.1540,-3546.5318,1789.3831,-5399.0130,1964.1190,4447.1032,1581.1677,-4857.9053,-4636.6345,163103.7233,157547.0263,162902.2974,159659.3131,166657.6535,162291.2194,151454.9243,159744.7639,6356088.2229,6338089.1608,6348458.9033,6350400.2475,160651.9948,6360047.8069,
