sl_100_86400_20290708 Coordinates.csv
2029/07/08 07:47:00.0000 UTC

Generated: Tue Oct  8 21:49:05 2024,
Start: 2029/07/08 07:47:00.00, Stop: 2029/07/09 07:47:00.00,
TIME_UNITS,STARLINK-2750 - X-Coordinate,STARLINK-5747 - X-Coordinate,STARLINK-6337 - X-Coordinate,STARLINK-1289 - X-Coordinate,STARLINK-5237 - X-Coordinate,STARLINK-6070 - X-Coordinate,STARLINK-1008 - X-Coordinate,STARLINK-2447 - X-Coordinate,STARLINK-6170 - X-Coordinate,STARLINK-3624 - X-Coordinate,STARLINK-2408 - X-Coordinate,STARLINK-30444 - X-Coordinate,STARLINK-4356 - X-Coordinate,STARLINK-31039 - X-Coordinate,STARLINK-31164 - X-Coordinate,STARLINK-2327 - X-Coordinate,STARLINK-5531 - X-Coordinate,STARLINK-5386 - X-Coordinate,STARLINK-3005 - X-Coordinate,STARLINK-32182 - X-Coordinate,STARLINK-30861 - X-Coordinate,STARLINK-11083 [DTC] - X-Coordinate,STARLINK-5120 - X-Coordinate,STARLINK-11123 [DTC] - X-Coordinate,STARLINK-5330 - X-Coordinate,STARLINK-4096 - X-Coordinate,STARLINK-5996 - X-Coordinate,STARLINK-5767 - X-Coordinate,STARLINK-5499 - X-Coordinate,STARLINK-30793 - X-Coordinate,STARLINK-30875 - X-Coordinate,STARLINK-31444 - X-Coordinate,STARLINK-5962 - X-Coordinate,STARLINK-5440 - X-Coordinate,STARLINK-5716 - X-Coordinate,STARLINK-1212 - X-Coordinate,STARLINK-2413 - X-Coordinate,STARLINK-2008 - X-Coordinate,STARLINK-4102 - X-Coordinate,STARLINK-31055 - X-Coordinate,STARLINK-3570 - X-Coordinate,STARLINK-5281 - X-Coordinate,STARLINK-2354 - X-Coordinate,STARLINK-11079 [DTC] - X-Coordinate,STARLINK-5137 - X-Coordinate,STARLINK-1291 - X-Coordinate,STARLINK-1960 - X-Coordinate,STARLINK-30483 - X-Coordinate,STARLINK-32226 - X-Coordinate,STARLINK-30236 - X-Coordinate,STARLINK-30152 - X-Coordinate,STARLINK-1354 - X-Coordinate,STARLINK-5468 - X-Coordinate,STARLINK-3189 - X-Coordinate,STARLINK-5158 - X-Coordinate,STARLINK-4385 - X-Coordinate,STARLINK-5337 - X-Coordinate,STARLINK-2020 - X-Coordinate,STARLINK-4605 - X-Coordinate,STARLINK-5831 - X-Coordinate,STARLINK-5664 - X-Coordinate,STARLINK-32169 - X-Coordinate,STARLINK-1133 - X-Coordinate,STARLINK-4155 - X-Coordinate,STARLINK-30931 - X-Coordinate,STARLINK-30266 - X-Coordinate,STARLINK-1534 - X-Coordinate,STARLINK-31127 - X-Coordinate,STARLINK-31717 - X-Coordinate,STARLINK-2647 - X-Coordinate,STARLINK-5612 - X-Coordinate,STARLINK-31911 - X-Coordinate,STARLINK-6316 - X-Coordinate,STARLINK-5328 - X-Coordinate,STARLINK-6335 - X-Coordinate,STARLINK-1376 - X-Coordinate,STARLINK-4566 - X-Coordinate,STARLINK-6363 - X-Coordinate,STARLINK-3389 - X-Coordinate,STARLINK-4035 - X-Coordinate,STARLINK-31223 - X-Coordinate,STARLINK-6190 - X-Coordinate,STARLINK-30299 - X-Coordinate,STARLINK-5858 - X-Coordinate,STARLINK-2260 - X-Coordinate,STARLINK-4074 - X-Coordinate,STARLINK-4768 - X-Coordinate,STARLINK-3947 - X-Coordinate,STARLINK-5162 - X-Coordinate,STARLINK-3190 - X-Coordinate,STARLINK-3621 - X-Coordinate,STARLINK-6336 - X-Coordinate,STARLINK-6237 - X-Coordinate,STARLINK-5955 - X-Coordinate,STARLINK-30609 - X-Coordinate,STARLINK-1470 - X-Coordinate,STARLINK-32123 - X-Coordinate,STARLINK-5802 - X-Coordinate,STARLINK-4701 - X-Coordinate,STARLINK-6106 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-2750 - Y-Coordinate,STARLINK-5747 - Y-Coordinate,STARLINK-6337 - Y-Coordinate,STARLINK-1289 - Y-Coordinate,STARLINK-5237 - Y-Coordinate,STARLINK-6070 - Y-Coordinate,STARLINK-1008 - Y-Coordinate,STARLINK-2447 - Y-Coordinate,STARLINK-6170 - Y-Coordinate,STARLINK-3624 - Y-Coordinate,STARLINK-2408 - Y-Coordinate,STARLINK-30444 - Y-Coordinate,STARLINK-4356 - Y-Coordinate,STARLINK-31039 - Y-Coordinate,STARLINK-31164 - Y-Coordinate,STARLINK-2327 - Y-Coordinate,STARLINK-5531 - Y-Coordinate,STARLINK-5386 - Y-Coordinate,STARLINK-3005 - Y-Coordinate,STARLINK-32182 - Y-Coordinate,STARLINK-30861 - Y-Coordinate,STARLINK-11083 [DTC] - Y-Coordinate,STARLINK-5120 - Y-Coordinate,STARLINK-11123 [DTC] - Y-Coordinate,STARLINK-5330 - Y-Coordinate,STARLINK-4096 - Y-Coordinate,STARLINK-5996 - Y-Coordinate,STARLINK-5767 - Y-Coordinate,STARLINK-5499 - Y-Coordinate,STARLINK-30793 - Y-Coordinate,STARLINK-30875 - Y-Coordinate,STARLINK-31444 - Y-Coordinate,STARLINK-5962 - Y-Coordinate,STARLINK-5440 - Y-Coordinate,STARLINK-5716 - Y-Coordinate,STARLINK-1212 - Y-Coordinate,STARLINK-2413 - Y-Coordinate,STARLINK-2008 - Y-Coordinate,STARLINK-4102 - Y-Coordinate,STARLINK-31055 - Y-Coordinate,STARLINK-3570 - Y-Coordinate,STARLINK-5281 - Y-Coordinate,STARLINK-2354 - Y-Coordinate,STARLINK-11079 [DTC] - Y-Coordinate,STARLINK-5137 - Y-Coordinate,STARLINK-1291 - Y-Coordinate,STARLINK-1960 - Y-Coordinate,STARLINK-30483 - Y-Coordinate,STARLINK-32226 - Y-Coordinate,STARLINK-30236 - Y-Coordinate,STARLINK-30152 - Y-Coordinate,STARLINK-1354 - Y-Coordinate,STARLINK-5468 - Y-Coordinate,STARLINK-3189 - Y-Coordinate,STARLINK-5158 - Y-Coordinate,STARLINK-4385 - Y-Coordinate,STARLINK-5337 - Y-Coordinate,STARLINK-2020 - Y-Coordinate,STARLINK-4605 - Y-Coordinate,STARLINK-5831 - Y-Coordinate,STARLINK-5664 - Y-Coordinate,STARLINK-32169 - Y-Coordinate,STARLINK-1133 - Y-Coordinate,STARLINK-4155 - Y-Coordinate,STARLINK-30931 - Y-Coordinate,STARLINK-30266 - Y-Coordinate,STARLINK-1534 - Y-Coordinate,STARLINK-31127 - Y-Coordinate,STARLINK-31717 - Y-Coordinate,STARLINK-2647 - Y-Coordinate,STARLINK-5612 - Y-Coordinate,STARLINK-31911 - Y-Coordinate,STARLINK-6316 - Y-Coordinate,STARLINK-5328 - Y-Coordinate,STARLINK-6335 - Y-Coordinate,STARLINK-1376 - Y-Coordinate,STARLINK-4566 - Y-Coordinate,STARLINK-6363 - Y-Coordinate,STARLINK-3389 - Y-Coordinate,STARLINK-4035 - Y-Coordinate,STARLINK-31223 - Y-Coordinate,STARLINK-6190 - Y-Coordinate,STARLINK-30299 - Y-Coordinate,STARLINK-5858 - Y-Coordinate,STARLINK-2260 - Y-Coordinate,STARLINK-4074 - Y-Coordinate,STARLINK-4768 - Y-Coordinate,STARLINK-3947 - Y-Coordinate,STARLINK-5162 - Y-Coordinate,STARLINK-3190 - Y-Coordinate,STARLINK-3621 - Y-Coordinate,STARLINK-6336 - Y-Coordinate,STARLINK-6237 - Y-Coordinate,STARLINK-5955 - Y-Coordinate,STARLINK-30609 - Y-Coordinate,STARLINK-1470 - Y-Coordinate,STARLINK-32123 - Y-Coordinate,STARLINK-5802 - Y-Coordinate,STARLINK-4701 - Y-Coordinate,STARLINK-6106 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-2750 - Z-Coordinate,STARLINK-5747 - Z-Coordinate,STARLINK-6337 - Z-Coordinate,STARLINK-1289 - Z-Coordinate,STARLINK-5237 - Z-Coordinate,STARLINK-6070 - Z-Coordinate,STARLINK-1008 - Z-Coordinate,STARLINK-2447 - Z-Coordinate,STARLINK-6170 - Z-Coordinate,STARLINK-3624 - Z-Coordinate,STARLINK-2408 - Z-Coordinate,STARLINK-30444 - Z-Coordinate,STARLINK-4356 - Z-Coordinate,STARLINK-31039 - Z-Coordinate,STARLINK-31164 - Z-Coordinate,STARLINK-2327 - Z-Coordinate,STARLINK-5531 - Z-Coordinate,STARLINK-5386 - Z-Coordinate,STARLINK-3005 - Z-Coordinate,STARLINK-32182 - Z-Coordinate,STARLINK-30861 - Z-Coordinate,STARLINK-11083 [DTC] - Z-Coordinate,STARLINK-5120 - Z-Coordinate,STARLINK-11123 [DTC] - Z-Coordinate,STARLINK-5330 - Z-Coordinate,STARLINK-4096 - Z-Coordinate,STARLINK-5996 - Z-Coordinate,STARLINK-5767 - Z-Coordinate,STARLINK-5499 - Z-Coordinate,STARLINK-30793 - Z-Coordinate,STARLINK-30875 - Z-Coordinate,STARLINK-31444 - Z-Coordinate,STARLINK-5962 - Z-Coordinate,STARLINK-5440 - Z-Coordinate,STARLINK-5716 - Z-Coordinate,STARLINK-1212 - Z-Coordinate,STARLINK-2413 - Z-Coordinate,STARLINK-2008 - Z-Coordinate,STARLINK-4102 - Z-Coordinate,STARLINK-31055 - Z-Coordinate,STARLINK-3570 - Z-Coordinate,STARLINK-5281 - Z-Coordinate,STARLINK-2354 - Z-Coordinate,STARLINK-11079 [DTC] - Z-Coordinate,STARLINK-5137 - Z-Coordinate,STARLINK-1291 - Z-Coordinate,STARLINK-1960 - Z-Coordinate,STARLINK-30483 - Z-Coordinate,STARLINK-32226 - Z-Coordinate,STARLINK-30236 - Z-Coordinate,STARLINK-30152 - Z-Coordinate,STARLINK-1354 - Z-Coordinate,STARLINK-5468 - Z-Coordinate,STARLINK-3189 - Z-Coordinate,STARLINK-5158 - Z-Coordinate,STARLINK-4385 - Z-Coordinate,STARLINK-5337 - Z-Coordinate,STARLINK-2020 - Z-Coordinate,STARLINK-4605 - Z-Coordinate,STARLINK-5831 - Z-Coordinate,STARLINK-5664 - Z-Coordinate,STARLINK-32169 - Z-Coordinate,STARLINK-1133 - Z-Coordinate,STARLINK-4155 - Z-Coordinate,STARLINK-30931 - Z-Coordinate,STARLINK-30266 - Z-Coordinate,STARLINK-1534 - Z-Coordinate,STARLINK-31127 - Z-Coordinate,STARLINK-31717 - Z-Coordinate,STARLINK-2647 - Z-Coordinate,STARLINK-5612 - Z-Coordinate,STARLINK-31911 - Z-Coordinate,STARLINK-6316 - Z-Coordinate,STARLINK-5328 - Z-Coordinate,STARLINK-6335 - Z-Coordinate,STARLINK-1376 - Z-Coordinate,STARLINK-4566 - Z-Coordinate,STARLINK-6363 - Z-Coordinate,STARLINK-3389 - Z-Coordinate,STARLINK-4035 - Z-Coordinate,STARLINK-31223 - Z-Coordinate,STARLINK-6190 - Z-Coordinate,STARLINK-30299 - Z-Coordinate,STARLINK-5858 - Z-Coordinate,STARLINK-2260 - Z-Coordinate,STARLINK-4074 - Z-Coordinate,STARLINK-4768 - Z-Coordinate,STARLINK-3947 - Z-Coordinate,STARLINK-5162 - Z-Coordinate,STARLINK-3190 - Z-Coordinate,STARLINK-3621 - Z-Coordinate,STARLINK-6336 - Z-Coordinate,STARLINK-6237 - Z-Coordinate,STARLINK-5955 - Z-Coordinate,STARLINK-30609 - Z-Coordinate,STARLINK-1470 - Z-Coordinate,STARLINK-32123 - Z-Coordinate,STARLINK-5802 - Z-Coordinate,STARLINK-4701 - Z-Coordinate,STARLINK-6106 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-5056.0428,400.8431,-6734.9137,0.0000,3283.3303,-1729.7226,-6061.8427,4678.3439,1522.0136,916.0952,-3175.7967,-2322.0533,2300.1945,1387.4666,-5000.4903,-1944.8680,-3561.4156,-2244.5645,-1128.4351,3004.9642,-3168.3751,-6014.8453,-2765.9704,-1412.3201,335.1873,-5664.6226,-5989.3731,3371.3236,-4473.9874,-5965.1340,5049.3576,0.0000,57.9698,531.9582,6450.5404,6129.6285,902.4443,-4092.6142,147.1039,-1012.0235,6530.5029,-3398.5498,2387.1369,-3949.0992,3753.0401,-3603.6269,-378.5946,-3618.9929,-412.6380,1563.8945,-4142.3379,-1643.3481,-3070.0289,4691.6326,6408.7132,-434.3332,-4596.1696,145.3444,-4188.8503,-6851.6546,-4830.7077,4230.0137,-3998.3851,-1619.0480,-6006.5038,4558.7068,-78.2183,89.4105,3837.6930,4347.3459,2731.2033,5300.4051,4947.8624,-2587.5126,-484.8826,5121.4491,4428.0051,4616.0397,-2677.8348,2097.9769,-2478.6881,4246.2321,5129.7911,1838.1240,6242.0191,6545.2258,-5339.4806,3979.4333,2917.4625,-6422.4867,-3735.5146,2274.9154,-5632.2280,3845.5231,3713.6800,-384.1861,3770.8806,-6682.6867,-1209.2399,-4955.2719,-356001.3122,-334017.9012,-343374.8384,-342936.4155,-336507.3135,-336723.7412,-334753.4955,-339483.6691,154509467.4834,154568240.6303,154546400.7469,154511010.2726,-337734.5479,154522453.6450,-1225.0338,5505.0285,1554.9118,0.0000,2980.8220,-4099.0963,-2128.4364,-2473.7772,5177.4281,4058.4097,5932.7480,-5993.6241,-2739.0720,-5300.5305,-1138.6566,-4477.2456,-4619.9184,-6414.0767,-770.6709,-5948.3153,5491.2452,621.5899,6204.8860,3888.8567,2939.9860,-690.0746,785.4472,5949.3328,-2794.1887,3392.8197,-719.6227,0.0000,5921.7805,4116.9686,1135.7766,-2826.1685,4764.6141,-3277.2067,-5548.2786,-6736.3960,-1737.4869,-2971.2789,5114.6207,-4250.3695,-2220.3521,2144.6384,4556.5182,5610.8722,-6619.8304,5031.5203,-5517.4811,-6352.1815,-4321.7844,4119.2291,72.1309,1294.1331,-3103.9497,-6401.4583,1541.0820,-799.1400,1611.5390,595.1986,-1356.6183,4756.0165,3445.2849,2189.6285,-4429.1708,-6620.4850,5478.2782,-1868.9597,-2665.2075,-4235.6471,1676.9581,-6403.6570,-6455.7527,-1350.7191,-2171.1728,-5170.2076,3130.8918,6487.7935,5203.2703,5489.1929,-73.7663,-4825.9435,1764.2901,2109.5547,-2798.1401,4035.5583,-3984.7992,2518.9600,-2117.0835,-1927.3264,-2529.1565,1120.0300,3522.3589,-4361.5770,-3297.7094,1519.8528,-5356.5110,4661.4335,129740.9084,136902.1592,133885.0847,130855.6979,125231.8262,127523.9566,134580.0758,132808.6671,92688139.8328,92679320.3645,92665009.8089,92679647.4249,132506.4993,92675165.6696,4430.0266,-4178.1134,-510.9047,0.0000,-5281.4909,-5338.6680,-2455.0056,-4248.5657,4322.6867,-5498.4403,-1446.7698,-2587.6567,-5926.6644,-4209.3694,-4688.3027,-4704.7731,-3640.0299,-1368.5064,-6778.9918,1433.3052,-2799.6993,-2718.3425,1152.9913,5307.0562,-6267.6801,-3885.7545,-3357.0644,-997.3835,-4523.7993,-349.5578,-4618.1351,0.0000,-3611.6320,-5505.9398,2251.3461,-1437.7834,4863.7459,4396.2434,-4124.2730,629.9841,-1359.6539,5197.6777,-3455.6638,-3427.4097,5352.5817,5405.3902,-5154.0056,1425.0896,-1743.2604,4465.4723,746.4115,2077.4950,4412.4915,2902.7792,-2552.4855,6792.5866,4159.6899,-2597.5880,-5266.3225,-161.4254,-4692.2027,-5223.9619,-5438.5290,4723.5480,-273.5065,4628.7233,5127.1161,1872.8291,1051.1836,4729.9542,-5812.9338,-591.9588,4540.9771,-801.4004,2253.3937,-4355.8631,-4874.7108,213.6059,5269.8616,628.0462,-3744.3515,-320.2787,-4662.2001,-4700.1702,2236.8665,-350.0778,-3384.2571,-3963.9784,4776.9388,-484.1785,5409.2177,6262.7974,3164.2338,-5661.1955,-4671.4024,-5325.1142,4675.3197,937.3505,4192.2060,-1293.5081,163933.6228,162233.3527,162758.6437,162070.2416,166454.0457,158374.0280,152168.5193,161135.8919,-17395987.5719,-17402855.8403,-17402304.6918,-17406158.2423,160754.7217,-17404954.8048,
3600.000,6751.0165,-3564.4071,5188.3813,0.0000,-6373.8567,2590.4217,6540.9637,-4278.1537,-4752.2203,-4920.9173,1351.4507,4250.6437,-6158.2442,462.5005,5874.1029,5228.9889,6117.8357,4093.7474,406.0752,263.1277,1160.5463,5229.7716,43.2773,-2524.8896,-3246.7787,6787.3696,3318.3379,-4897.7789,6105.0185,3268.7552,-4527.3983,0.0000,-3407.5719,-4702.9437,-6689.3571,-4803.7542,-4279.8754,6539.1800,3070.1947,2582.6668,-5342.6195,6429.6915,-4132.9397,5898.1536,-2812.5051,2008.4088,-3869.4152,-85.1712,2103.0754,-4982.1705,5040.4371,3199.3893,4252.7275,-4233.6733,-6435.3309,5273.2482,5895.2218,1499.3374,4048.3055,5784.3027,3569.8951,-5551.5590,4480.8290,-431.1014,3613.9422,-6218.1057,4587.9654,2174.3296,-4234.8972,243.1691,1921.8896,-2880.9285,-6380.4068,2329.5699,3383.8234,-5537.2663,-197.9563,-2171.8091,-2121.2873,-3365.3728,-1855.1438,-3520.4766,-5162.7184,1365.6319,-6460.5076,-5355.3327,4064.1905,-6081.0169,1667.2805,4649.9668,6255.8252,-2687.6879,4941.7318,-5166.6598,-5825.2140,4463.4860,-2904.4777,4402.1391,3526.9667,2943.0864,-376607.5866,-354142.6387,-364730.7324,-363037.5990,-358264.1394,-359367.6797,-356869.5070,-358093.9324,125235994.8622,125292203.2015,125274162.3809,125238570.2609,-359873.9857,125248201.8518,-1024.2309,-5791.5078,-3460.7980,0.0000,-1147.8510,-395.7150,467.1535,5262.2662,-2538.6603,-3494.2910,-6041.6296,2885.4494,2730.5916,6885.8235,-2409.2850,4264.9517,3126.9919,5097.9111,5683.3920,4611.0197,-6783.3524,-3030.7518,-4967.5581,-5825.5333,-5291.8263,-1213.5295,-3810.1999,-4064.0095,3302.5451,-4740.0984,4566.3049,0.0000,-3778.8762,-3055.9392,1100.9624,3979.7873,-1636.0681,2001.7122,2811.2354,5089.6124,3097.9755,1258.4084,200.1423,2877.7586,5725.9796,-5887.3492,-2930.9786,-5269.9289,5875.5017,-4368.7277,2815.0172,3213.3595,107.9337,-261.1006,1591.0312,-1925.7018,3610.9101,6499.8923,-5078.8390,-1693.1553,-5196.8754,3370.9148,-3056.9342,-6798.6403,-4701.2872,1432.5370,2240.7974,4060.7537,-1939.4226,4824.4661,2421.2790,4773.9765,1522.5386,5175.2473,3823.7066,4031.4110,-907.5209,5733.7876,-5212.0015,-4629.6350,-4766.0059,-4061.4647,3766.6467,6211.2314,-41.2504,166.7879,-938.2670,-3285.8099,4166.8771,-3549.6637,-620.3514,5565.9863,-1200.6438,-4476.1357,-60.2464,2492.7370,6154.4770,-3531.5289,5942.0451,-5793.9372,35614.8525,50027.2565,46693.2884,44167.4200,36307.9421,40760.6773,45151.5013,43843.0480,129600982.9923,129604474.0815,129586439.1539,129586429.9251,43819.9196,129588666.1118,-376.7171,1273.9965,-3030.2407,0.0000,2351.1785,6418.7500,-2074.7404,-169.7197,-4347.9531,3318.4143,-3011.2239,4636.0957,1584.0706,229.5336,2810.3709,617.2090,163.4658,-2308.7959,3906.7721,-5019.9909,-810.9120,-2723.9129,-4780.6812,-2258.7712,3053.5218,-271.0893,4701.0769,-2697.0489,-173.4499,3740.1467,2429.3222,0.0000,4700.2745,3996.1310,1416.6542,-2955.7531,-5129.3158,-353.6857,5509.5368,3763.1517,-3062.6740,-2143.0116,5151.1538,-1527.5034,-2664.7823,-2869.6945,4875.9884,-4347.5311,-2846.7655,-1975.9978,-3860.7805,-5185.3416,-5440.0005,-5431.3950,-1906.2742,-4083.5536,607.8143,-1803.8808,2320.1430,-3364.8982,2847.0180,1798.8341,4228.0412,-1116.8115,3575.0506,-2530.8766,-4470.6361,-5118.1388,-4921.5515,-4644.1886,6209.7644,-3913.3894,-2233.4324,-4021.1828,-4583.2348,274.1283,6857.1897,3227.6668,-3636.6293,3752.3588,4576.6392,-4407.4697,2671.0100,2875.9849,2310.2222,4316.1932,5502.1283,-111.4920,-5214.7668,-3690.5753,-2882.1545,-3181.4648,-4730.5828,1149.7799,3738.6541,4611.4960,-886.0973,-4007.7279,-263.5889,-2397.8476,163978.7743,162445.2967,163402.9785,160082.1625,166994.8095,162123.7681,151788.3051,161003.9554,-17425616.7815,-17436779.7845,-17437421.7583,-17432873.0404,160977.1094,-17436417.9124,
7200.000,-4905.1941,5067.3173,-1635.9859,0.0000,6547.1231,-4265.0409,-4035.9216,1319.2221,6716.8191,6408.6714,1882.5408,-5686.0468,5835.5643,-2009.5564,-5153.2954,-5237.1028,-5955.7210,-4932.4568,2067.2428,-4400.5261,1469.4520,-69.5216,3707.2251,4228.9469,3608.1363,-4775.0470,-186.2394,5086.5672,-4632.2630,1072.4631,2667.1573,0.0000,6154.5387,6646.5171,4382.4153,982.2747,6528.6696,-5582.2495,-5995.0810,-4038.8133,1512.6576,-6469.7368,4360.6064,-4291.4891,1394.6068,-276.0793,6595.2703,4318.5861,-3608.6909,6227.6565,-5002.0395,-4785.9608,-5066.7531,3409.5630,3456.2766,-6850.6915,-4285.1675,-2996.5982,-2717.1910,-2645.3260,-1671.8920,3688.4074,-4073.6743,1965.8376,361.5315,5492.5395,-6778.5305,-4789.3850,3673.1633,-3602.7850,-5431.6068,-1730.2736,5682.9348,-2250.9347,-5780.2347,3197.6480,-4974.6995,-1579.6979,4635.1050,4109.8949,5473.2798,2393.0107,3847.0479,-3554.8648,3658.5688,2400.2254,-2534.7974,5464.7669,-5222.8365,-632.8415,-6348.5198,2781.8021,-3559.3604,2587.8137,6357.6621,-6778.9541,811.5530,-588.2230,-4216.5828,591.4657,-372650.2123,-352693.0246,-362984.6947,-357437.5060,-357083.0226,-360888.0885,-355744.0878,-360882.2667,87386842.8655,87437139.6487,87422785.9169,87396740.8997,-359141.0736,87398102.4844,2637.0167,4046.1089,4807.1361,0.0000,-475.4090,3990.0872,2021.9996,-4957.7547,-151.4182,2319.5473,3771.2083,923.3619,-225.0635,-5347.5149,4599.6241,-1679.0338,-322.2931,-1677.5777,-6446.8461,-2009.5795,5524.2466,3975.9970,2468.0691,4448.7886,5563.5625,2619.5477,6191.3270,278.4505,-2093.3644,5008.4008,-6183.0125,0.0000,1218.7260,1821.4230,-3303.0660,-4146.2216,-1006.8132,221.4150,-125.7675,-829.2380,-3924.5159,402.0665,-4768.6572,785.1885,-6545.0858,6621.4545,1419.8683,3416.8325,-2152.4731,2419.7126,1182.0141,1051.7435,3630.9106,-4097.4258,-3082.8518,-212.8499,-2055.9178,-3647.3302,5981.4863,4300.3775,6673.0151,-4661.5141,5541.4090,5775.2367,5077.1170,-3888.7157,-157.4745,-312.9971,-3143.0974,-5641.1908,-3112.8803,-3766.7304,-3686.1970,-1134.6493,-126.1277,-4568.7157,965.6048,-4823.0443,4627.7476,231.0403,3472.2868,-22.4140,-5684.3481,-5982.8574,-2428.9115,-3483.6071,4901.4303,1054.0298,-3938.6913,4092.2867,2302.8985,-6106.5307,4842.8458,5013.5322,-2697.9086,-863.9767,-5816.1538,5161.7821,-3898.6726,5141.8662,-60381.3072,-39016.9827,-43255.9700,-45302.6457,-55038.3961,-45699.4789,-46813.6390,-47945.5650,157671186.0679,157685694.6956,157664828.3959,157653901.3140,-47513.4125,157659014.5926,-3974.4954,2405.6324,4707.9966,0.0000,2097.0969,-3765.6469,5178.0387,4428.7438,1652.7732,1018.4285,5430.6597,-3850.8497,3702.6277,3873.3114,713.5558,3949.2192,3405.6976,4562.0936,1380.9276,4793.5683,3905.2192,5291.3226,5249.8379,-2785.2777,1985.0956,4230.1994,-3063.4234,4658.7101,4719.0252,-4585.3774,1387.7294,0.0000,-2954.7329,113.3634,-4234.2400,5418.3657,1897.5206,-3965.6087,-3444.4210,-5466.3434,5450.0106,-2343.4424,-1422.4564,5121.7628,-1730.0915,-1735.4240,-1385.6686,4028.9799,5406.7808,-1781.1892,4655.9116,4827.9737,2956.3326,4353.2897,5101.1640,-1092.0881,-5064.3275,5034.7512,2103.0158,4693.1832,749.6450,3176.0502,-209.3480,-3232.3127,-4706.2133,-1348.6927,202.0771,4922.5031,4731.8469,222.3771,-3023.4654,5391.8442,-1462.0267,6465.8185,3678.7828,3976.8687,-4730.8945,-4728.9652,-1402.4506,-5477.3253,-2279.6203,6508.7018,936.3533,515.3117,-5279.9014,-5437.1770,-4166.4314,4093.3197,2112.7623,5528.9585,-1480.5586,-1806.1782,3466.8262,4018.0271,-523.5343,-886.0020,-3550.4865,4559.8060,-3854.4049,4590.1866,163982.1386,162480.5250,163383.7921,160345.2737,167108.7044,162653.8255,152025.9192,160989.3879,-17455963.4022,-17470719.7684,-17472524.9157,-17461530.6644,161186.1029,-17467898.9266,
