sl_100_5400_20291213 Coordinates.csv
2029/12/13 07:47:00.0000 UTC

Generated: Tue Oct  8 21:45:34 2024,
Start: 2029/12/13 07:47:00.00, Stop: 2029/12/13 09:17:00.00,
TIME_UNITS,STARLINK-4715 - X-Coordinate,STARLINK-30801 - X-Coordinate,STARLINK-2100 - X-Coordinate,STARLINK-31493 - X-Coordinate,STARLINK-2144 - X-Coordinate,STARLINK-30799 - X-Coordinate,STARLINK-4506 - X-Coordinate,STARLINK-30381 - X-Coordinate,STARLINK-5098 - X-Coordinate,STARLINK-30198 - X-Coordinate,STARLINK-1399 - X-Coordinate,STARLINK-30169 - X-Coordinate,STARLINK-32145 - X-Coordinate,STARLINK-2352 - X-Coordinate,STARLINK-4053 - X-Coordinate,STARLINK-5086 - X-Coordinate,STARLINK-30412 - X-Coordinate,STARLINK-1483 - X-Coordinate,STARLINK-30548 - X-Coordinate,STARLINK-3937 - X-Coordinate,STARLINK-31190 - X-Coordinate,STARLINK-4035 - X-Coordinate,STARLINK-4420 - X-Coordinate,STARLINK-5173 - X-Coordinate,STARLINK-3120 - X-Coordinate,STARLINK-5603 - X-Coordinate,STARLINK-3683 - X-Coordinate,STARLINK-3877 - X-Coordinate,STARLINK-1434 - X-Coordinate,STARLINK-1996 - X-Coordinate,STARLINK-6186 - X-Coordinate,STARLINK-5119 - X-Coordinate,STARLINK-4433 - X-Coordinate,STARLINK-31880 - X-Coordinate,STARLINK-6287 - X-Coordinate,STARLINK-2372 - X-Coordinate,STARLINK-3060 - X-Coordinate,STARLINK-30176 - X-Coordinate,STARLINK-11161 [DTC] - X-Coordinate,STARLINK-31066 - X-Coordinate,STARLINK-3101 - X-Coordinate,STARLINK-5914 - X-Coordinate,STARLINK-4189 - X-Coordinate,STARLINK-5897 - X-Coordinate,STARLINK-31211 - X-Coordinate,STARLINK-4278 - X-Coordinate,STARLINK-4624 - X-Coordinate,STARLINK-5629 - X-Coordinate,STARLINK-3592 - X-Coordinate,STARLINK-2699 - X-Coordinate,STARLINK-11120 [DTC] - X-Coordinate,STARLINK-5854 - X-Coordinate,STARLINK-30109 - X-Coordinate,STARLINK-5913 - X-Coordinate,STARLINK-4010 - X-Coordinate,STARLINK-31373 - X-Coordinate,STARLINK-1395 - X-Coordinate,STARLINK-1982 - X-Coordinate,STARLINK-1710 - X-Coordinate,STARLINK-30117 - X-Coordinate,STARLINK-4128 - X-Coordinate,STARLINK-4528 - X-Coordinate,STARLINK-6219 - X-Coordinate,STARLINK-31782 - X-Coordinate,STARLINK-32181 - X-Coordinate,STARLINK-1235 - X-Coordinate,STARLINK-3245 - X-Coordinate,STARLINK-4121 - X-Coordinate,STARLINK-4032 - X-Coordinate,STARLINK-31644 - X-Coordinate,STARLINK-5675 - X-Coordinate,STARLINK-31522 - X-Coordinate,STARLINK-2502 - X-Coordinate,STARLINK-31116 - X-Coordinate,STARLINK-3450 - X-Coordinate,STARLINK-5581 - X-Coordinate,STARLINK-31893 - X-Coordinate,STARLINK-1462 - X-Coordinate,STARLINK-5526 - X-Coordinate,STARLINK-3915 - X-Coordinate,STARLINK-1357 - X-Coordinate,STARLINK-3658 - X-Coordinate,STARLINK-1735 - X-Coordinate,STARLINK-31213 - X-Coordinate,STARLINK-5538 - X-Coordinate,STARLINK-2278 - X-Coordinate,STARLINK-5806 - X-Coordinate,STARLINK-5582 - X-Coordinate,STARLINK-3568 - X-Coordinate,STARLINK-30116 - X-Coordinate,STARLINK-1284 - X-Coordinate,STARLINK-31754 - X-Coordinate,STARLINK-5442 - X-Coordinate,STARLINK-11101 [DTC] - X-Coordinate,STARLINK-5106 - X-Coordinate,STARLINK-3653 - X-Coordinate,STARLINK-31150 - X-Coordinate,STARLINK-2017 - X-Coordinate,STARLINK-1962 - X-Coordinate,STARLINK-4287 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-4715 - Y-Coordinate,STARLINK-30801 - Y-Coordinate,STARLINK-2100 - Y-Coordinate,STARLINK-31493 - Y-Coordinate,STARLINK-2144 - Y-Coordinate,STARLINK-30799 - Y-Coordinate,STARLINK-4506 - Y-Coordinate,STARLINK-30381 - Y-Coordinate,STARLINK-5098 - Y-Coordinate,STARLINK-30198 - Y-Coordinate,STARLINK-1399 - Y-Coordinate,STARLINK-30169 - Y-Coordinate,STARLINK-32145 - Y-Coordinate,STARLINK-2352 - Y-Coordinate,STARLINK-4053 - Y-Coordinate,STARLINK-5086 - Y-Coordinate,STARLINK-30412 - Y-Coordinate,STARLINK-1483 - Y-Coordinate,STARLINK-30548 - Y-Coordinate,STARLINK-3937 - Y-Coordinate,STARLINK-31190 - Y-Coordinate,STARLINK-4035 - Y-Coordinate,STARLINK-4420 - Y-Coordinate,STARLINK-5173 - Y-Coordinate,STARLINK-3120 - Y-Coordinate,STARLINK-5603 - Y-Coordinate,STARLINK-3683 - Y-Coordinate,STARLINK-3877 - Y-Coordinate,STARLINK-1434 - Y-Coordinate,STARLINK-1996 - Y-Coordinate,STARLINK-6186 - Y-Coordinate,STARLINK-5119 - Y-Coordinate,STARLINK-4433 - Y-Coordinate,STARLINK-31880 - Y-Coordinate,STARLINK-6287 - Y-Coordinate,STARLINK-2372 - Y-Coordinate,STARLINK-3060 - Y-Coordinate,STARLINK-30176 - Y-Coordinate,STARLINK-11161 [DTC] - Y-Coordinate,STARLINK-31066 - Y-Coordinate,STARLINK-3101 - Y-Coordinate,STARLINK-5914 - Y-Coordinate,STARLINK-4189 - Y-Coordinate,STARLINK-5897 - Y-Coordinate,STARLINK-31211 - Y-Coordinate,STARLINK-4278 - Y-Coordinate,STARLINK-4624 - Y-Coordinate,STARLINK-5629 - Y-Coordinate,STARLINK-3592 - Y-Coordinate,STARLINK-2699 - Y-Coordinate,STARLINK-11120 [DTC] - Y-Coordinate,STARLINK-5854 - Y-Coordinate,STARLINK-30109 - Y-Coordinate,STARLINK-5913 - Y-Coordinate,STARLINK-4010 - Y-Coordinate,STARLINK-31373 - Y-Coordinate,STARLINK-1395 - Y-Coordinate,STARLINK-1982 - Y-Coordinate,STARLINK-1710 - Y-Coordinate,STARLINK-30117 - Y-Coordinate,STARLINK-4128 - Y-Coordinate,STARLINK-4528 - Y-Coordinate,STARLINK-6219 - Y-Coordinate,STARLINK-31782 - Y-Coordinate,STARLINK-32181 - Y-Coordinate,STARLINK-1235 - Y-Coordinate,STARLINK-3245 - Y-Coordinate,STARLINK-4121 - Y-Coordinate,STARLINK-4032 - Y-Coordinate,STARLINK-31644 - Y-Coordinate,STARLINK-5675 - Y-Coordinate,STARLINK-31522 - Y-Coordinate,STARLINK-2502 - Y-Coordinate,STARLINK-31116 - Y-Coordinate,STARLINK-3450 - Y-Coordinate,STARLINK-5581 - Y-Coordinate,STARLINK-31893 - Y-Coordinate,STARLINK-1462 - Y-Coordinate,STARLINK-5526 - Y-Coordinate,STARLINK-3915 - Y-Coordinate,STARLINK-1357 - Y-Coordinate,STARLINK-3658 - Y-Coordinate,STARLINK-1735 - Y-Coordinate,STARLINK-31213 - Y-Coordinate,STARLINK-5538 - Y-Coordinate,STARLINK-2278 - Y-Coordinate,STARLINK-5806 - Y-Coordinate,STARLINK-5582 - Y-Coordinate,STARLINK-3568 - Y-Coordinate,STARLINK-30116 - Y-Coordinate,STARLINK-1284 - Y-Coordinate,STARLINK-31754 - Y-Coordinate,STARLINK-5442 - Y-Coordinate,STARLINK-11101 [DTC] - Y-Coordinate,STARLINK-5106 - Y-Coordinate,STARLINK-3653 - Y-Coordinate,STARLINK-31150 - Y-Coordinate,STARLINK-2017 - Y-Coordinate,STARLINK-1962 - Y-Coordinate,STARLINK-4287 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-4715 - Z-Coordinate,STARLINK-30801 - Z-Coordinate,STARLINK-2100 - Z-Coordinate,STARLINK-31493 - Z-Coordinate,STARLINK-2144 - Z-Coordinate,STARLINK-30799 - Z-Coordinate,STARLINK-4506 - Z-Coordinate,STARLINK-30381 - Z-Coordinate,STARLINK-5098 - Z-Coordinate,STARLINK-30198 - Z-Coordinate,STARLINK-1399 - Z-Coordinate,STARLINK-30169 - Z-Coordinate,STARLINK-32145 - Z-Coordinate,STARLINK-2352 - Z-Coordinate,STARLINK-4053 - Z-Coordinate,STARLINK-5086 - Z-Coordinate,STARLINK-30412 - Z-Coordinate,STARLINK-1483 - Z-Coordinate,STARLINK-30548 - Z-Coordinate,STARLINK-3937 - Z-Coordinate,STARLINK-31190 - Z-Coordinate,STARLINK-4035 - Z-Coordinate,STARLINK-4420 - Z-Coordinate,STARLINK-5173 - Z-Coordinate,STARLINK-3120 - Z-Coordinate,STARLINK-5603 - Z-Coordinate,STARLINK-3683 - Z-Coordinate,STARLINK-3877 - Z-Coordinate,STARLINK-1434 - Z-Coordinate,STARLINK-1996 - Z-Coordinate,STARLINK-6186 - Z-Coordinate,STARLINK-5119 - Z-Coordinate,STARLINK-4433 - Z-Coordinate,STARLINK-31880 - Z-Coordinate,STARLINK-6287 - Z-Coordinate,STARLINK-2372 - Z-Coordinate,STARLINK-3060 - Z-Coordinate,STARLINK-30176 - Z-Coordinate,STARLINK-11161 [DTC] - Z-Coordinate,STARLINK-31066 - Z-Coordinate,STARLINK-3101 - Z-Coordinate,STARLINK-5914 - Z-Coordinate,STARLINK-4189 - Z-Coordinate,STARLINK-5897 - Z-Coordinate,STARLINK-31211 - Z-Coordinate,STARLINK-4278 - Z-Coordinate,STARLINK-4624 - Z-Coordinate,STARLINK-5629 - Z-Coordinate,STARLINK-3592 - Z-Coordinate,STARLINK-2699 - Z-Coordinate,STARLINK-11120 [DTC] - Z-Coordinate,STARLINK-5854 - Z-Coordinate,STARLINK-30109 - Z-Coordinate,STARLINK-5913 - Z-Coordinate,STARLINK-4010 - Z-Coordinate,STARLINK-31373 - Z-Coordinate,STARLINK-1395 - Z-Coordinate,STARLINK-1982 - Z-Coordinate,STARLINK-1710 - Z-Coordinate,STARLINK-30117 - Z-Coordinate,STARLINK-4128 - Z-Coordinate,STARLINK-4528 - Z-Coordinate,STARLINK-6219 - Z-Coordinate,STARLINK-31782 - Z-Coordinate,STARLINK-32181 - Z-Coordinate,STARLINK-1235 - Z-Coordinate,STARLINK-3245 - Z-Coordinate,STARLINK-4121 - Z-Coordinate,STARLINK-4032 - Z-Coordinate,STARLINK-31644 - Z-Coordinate,STARLINK-5675 - Z-Coordinate,STARLINK-31522 - Z-Coordinate,STARLINK-2502 - Z-Coordinate,STARLINK-31116 - Z-Coordinate,STARLINK-3450 - Z-Coordinate,STARLINK-5581 - Z-Coordinate,STARLINK-31893 - Z-Coordinate,STARLINK-1462 - Z-Coordinate,STARLINK-5526 - Z-Coordinate,STARLINK-3915 - Z-Coordinate,STARLINK-1357 - Z-Coordinate,STARLINK-3658 - Z-Coordinate,STARLINK-1735 - Z-Coordinate,STARLINK-31213 - Z-Coordinate,STARLINK-5538 - Z-Coordinate,STARLINK-2278 - Z-Coordinate,STARLINK-5806 - Z-Coordinate,STARLINK-5582 - Z-Coordinate,STARLINK-3568 - Z-Coordinate,STARLINK-30116 - Z-Coordinate,STARLINK-1284 - Z-Coordinate,STARLINK-31754 - Z-Coordinate,STARLINK-5442 - Z-Coordinate,STARLINK-11101 [DTC] - Z-Coordinate,STARLINK-5106 - Z-Coordinate,STARLINK-3653 - Z-Coordinate,STARLINK-31150 - Z-Coordinate,STARLINK-2017 - Z-Coordinate,STARLINK-1962 - Z-Coordinate,STARLINK-4287 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-3364.7321,2861.1611,-4866.8922,-6126.9281,4212.8110,6441.6564,-6161.7173,-3644.5252,-4085.9734,4296.6074,-3498.1469,6783.8744,745.3836,-1583.7694,6577.5921,4218.5438,-4584.5672,0.0000,-3423.5324,-885.8309,1952.0252,1820.6664,-4566.8903,-2574.2118,-3908.0174,-6922.9837,2870.5450,1172.3299,-4468.1854,-2724.6072,5202.4567,1193.4024,1994.6925,718.3866,1185.5170,4535.5338,468.1056,-572.5654,-3054.5960,-1646.3948,-5216.9779,-2946.9870,-2581.3816,3470.3233,-4640.9492,-4782.6578,-2316.2103,-5227.7448,-3535.3414,-6555.7924,-6370.9691,319.0066,-1228.6993,-4537.8023,3731.0041,-2160.3668,4789.0920,6122.3138,-4551.3885,-2253.3704,4196.7765,-6792.9215,-4844.1187,-363.3355,2863.0255,0.0000,2442.3177,3986.6038,-1155.8878,5478.9287,-5408.9986,4997.2823,3350.2086,-2451.8711,-4578.4641,5496.4278,4338.0665,0.0000,-2631.1950,-3312.4526,-744.1008,1347.1812,-1286.0310,-2998.0929,-282.8832,6129.9403,-2749.7357,-2373.1567,-3521.9393,-5873.1162,2721.9890,2744.2816,-3493.7543,-3809.7406,4765.4131,-4911.6317,3834.0908,-5037.9260,949.0691,-4731.9795,378352.0936,351667.4631,370895.2040,372310.0351,369204.7803,368116.3644,363506.3949,368233.2220,65482142.5852,65432605.7336,65459339.1215,65482093.4474,367134.8286,65475939.3088,-5955.3310,4632.9617,334.5080,3024.3418,296.0393,-1931.8115,680.5731,-4874.5449,630.3441,-3196.0545,-5944.9103,-794.0057,6654.2928,6666.3448,1979.5020,3189.0403,2068.2536,0.0000,3160.0850,6671.8970,4816.0100,5958.1614,3894.8604,5152.5488,-5285.6008,-209.3770,3011.5328,-6520.9164,-457.0975,-4727.8660,-1638.7676,-6342.6863,4010.4803,-5625.4864,-5564.8607,-5073.7114,2680.8937,6508.1382,2689.6808,6705.6869,-27.8250,-998.1840,6162.7432,-6007.5002,4397.7404,4570.1139,645.4337,-4167.2070,-2176.5480,-1983.2193,1622.7702,3479.2174,-6631.3348,5221.3669,3279.7115,-4722.1588,-1412.2823,-1576.5247,166.9632,4854.6231,-3646.7477,912.6717,-2083.2633,-6615.1651,4558.7276,0.0000,4170.4221,4350.6873,-4032.4347,3147.9493,283.7538,1833.8417,5145.6206,4895.6482,3708.5737,-1557.3254,-3673.2251,0.0000,-1381.1417,4237.2216,-6243.8061,6728.3431,5985.5837,-5578.0027,907.6644,1949.2389,6265.7906,10.9041,-4816.8042,3287.2396,-6150.8740,5154.0221,2371.4361,1683.9105,-3617.8578,4805.5341,3874.4756,-2240.6583,-5799.9347,2144.7584,159219.9871,161622.3392,150602.1757,154165.9956,162142.9397,159769.4741,154393.8982,153971.4080,272305619.1969,272337047.0541,272341936.2790,272313644.4476,154908.1695,272322824.7818,-765.0391,-4179.7958,-4853.1905,406.4674,5248.2371,1711.9794,-3072.6761,-3233.8550,5515.5202,4393.1642,319.5510,-1075.8067,-1362.0356,-529.8157,755.4948,-4415.9555,-4664.2378,0.0000,5070.4400,-1089.8792,4365.2855,-2826.7962,-3462.4042,3568.0045,-2321.0592,-715.5485,-5517.1072,1870.9897,-5258.0783,-4235.5367,-4291.8960,-2448.4793,5232.9402,-3697.4490,-3863.4170,431.3518,-6425.0081,2052.0966,5216.5488,-462.6109,-4519.4700,6194.0398,-1689.3573,431.5495,2507.9571,-1973.6347,6477.5600,-1704.3227,-5519.2683,-516.0164,1047.9924,-6008.3689,-1609.3287,747.6562,4777.4915,-4411.5605,4779.5024,2680.6771,-5195.2416,-4395.5940,-4081.8336,-753.8587,4460.7572,1529.8969,-4166.8147,0.0000,4937.9986,-3575.1470,5444.4700,2527.3242,-4295.2976,-4201.0747,-3137.2624,-4132.4253,3563.0129,-4021.3289,-3794.3973,0.0000,-6270.0999,-4333.2155,2791.2984,-368.5911,-2984.1158,-2485.0229,6861.6708,1411.4163,1003.2638,6515.9600,-3483.1669,-1629.0226,1603.2663,3395.8263,-5458.3523,-5267.7948,-3497.5558,-125.6815,4015.9454,-4073.5843,3636.7425,-4449.1413,28478.7354,28327.9968,30801.4252,29359.3026,34213.4637,26715.0130,19882.1154,27544.7493,-109556163.5623,-109562571.8578,-109559065.3720,-109569063.2337,28554.8562,-109565266.7366,
300.000,-4340.3072,4123.4663,-5354.7119,-5067.7796,3664.5118,6038.6616,-4977.2586,-5196.4751,-3671.7813,3281.6891,-4402.0926,6508.8530,1968.0533,-291.8994,6409.2603,4905.7662,-2848.8086,0.0000,-2560.1967,331.6867,3072.0723,3207.6229,-5472.9968,-1520.9196,-4418.2191,-6378.8682,4175.6321,-218.8680,-3836.2822,-3545.4800,3893.7265,-17.0895,2097.2064,-1245.0387,-558.0259,3315.0724,2170.3512,1084.2885,-1793.9535,-139.6511,-3655.7880,-4565.2516,-1478.9209,2688.1474,-2914.7192,-3306.0736,-538.3395,-5759.4988,-4384.8420,-6447.0834,-5427.9674,1645.8593,-2628.7796,-3990.1083,4082.8315,-3211.5337,3243.2044,6131.6934,-4967.6357,-535.7736,3662.5062,-6098.7438,-5051.9444,-1908.3447,4533.2957,0.0000,4300.8428,5403.7683,-3224.9476,6404.7287,-4561.7447,6141.6493,4741.1820,-510.5657,-2788.0158,5295.5682,2465.8978,0.0000,-4386.4249,-1321.5552,-2108.3529,2474.6328,-41.8731,-4059.2342,-2176.0615,5796.0606,-1324.6656,-2279.6376,-4038.6547,-4530.9878,1276.5747,4460.7387,-2465.6163,-2363.5628,2989.0070,-3845.0273,5409.5382,-6228.7982,-384.5306,-4642.9566,374722.2321,348116.5541,367416.3655,368774.8014,365827.5756,364722.2553,360173.4174,364502.9782,59523675.2732,59473788.4848,59500330.8744,59524096.7005,363772.8124,59517491.6269,-5233.8382,2933.3476,2152.5842,4181.9477,-1841.1938,-3416.8318,1939.5820,-4085.0026,2741.3308,-4926.3708,-5111.5101,-2281.1891,6525.7326,6476.2893,665.5702,1158.8622,3205.1125,0.0000,4912.2686,6767.8438,3109.5634,5935.2016,4021.5327,6293.9756,-3804.2253,434.7794,1276.4923,-5946.8073,1607.7709,-2931.0598,-3297.7793,-6864.8877,5537.5563,-4986.0300,-6262.8191,-5534.7177,1284.6080,5891.0614,4419.6226,6832.2953,913.4105,153.1595,6728.5317,-5899.5365,5023.6619,4918.3864,-746.8438,-3772.6186,-180.0560,-683.0239,2674.4615,1787.5070,-5695.0651,5534.1742,1222.1224,-2974.3273,-2809.5072,-2941.5337,2113.3271,5889.9769,-5207.0314,2041.1964,52.6859,-6527.8635,4255.0778,0.0000,3786.3543,3785.7251,-3605.1050,2168.9136,2228.1716,557.0182,4775.9629,4574.2001,4143.1484,-3434.9504,-4541.2534,0.0000,-389.1256,4333.9291,-6459.1682,6243.4586,6681.7735,-4067.1984,-337.9544,499.5311,6767.6369,2194.2706,-3075.4302,4311.9790,-5977.2828,4592.8939,4205.0832,3355.7770,-4506.1103,5441.0173,2727.1401,-1080.7566,-6577.4306,3909.4368,167255.3378,169131.0316,158274.2458,161849.5297,169932.8506,167427.1180,162195.1359,161751.8262,273672767.0200,273703212.3073,273708613.2326,273681048.5580,162658.0446,273689886.6552,1055.7197,-4638.6266,-3746.3273,1911.3357,5344.0228,199.9992,-4398.1629,-1948.8328,5150.6208,3598.8919,-1484.3967,468.8321,458.0144,-2285.8798,2490.8398,-4696.7102,-5354.1277,0.0000,4093.3585,738.8591,5189.6211,-1126.9234,-1364.4616,2002.7193,-3822.8413,-2761.4222,-5355.1767,3457.7422,-5524.3411,-5153.5614,-4705.1631,-707.4878,3524.1797,-4407.6968,-2784.8492,2200.9935,-6506.4148,3315.0054,4587.0918,1081.1000,-5783.8820,5215.1995,111.7162,2501.3108,3662.6488,-3542.1887,6846.5886,418.5008,-5332.4269,-2273.6696,2770.0469,-6512.2965,-2956.9908,-1374.9390,5415.3878,-5222.2341,5417.2749,968.5828,-4310.5596,-3603.1795,-2651.7968,-2490.7314,4708.7724,-8.5316,-2770.4333,0.0000,3864.5379,-2013.4330,4884.5377,787.4233,-4692.1530,-2818.4193,-1494.5621,-5087.2764,4738.0149,-2996.6870,-4473.2692,0.0000,-5362.7372,-5213.0037,1095.1205,1445.1358,-1310.3354,-3642.6734,6568.1496,3080.8037,-542.4332,6170.8276,-4687.6627,-2973.7474,3228.1547,2158.4487,-4884.2031,-5315.5083,-4335.6433,1678.1062,3026.6637,-2648.4875,2095.5103,-3151.8437,28563.9539,28416.2387,30959.4487,29301.8924,34362.0055,27113.7367,19932.8316,27342.2446,-109553808.1080,-109560595.1441,-109557175.6323,-109566447.2353,28671.2385,-109563085.0244,
600.000,-4887.0303,5015.7683,-5335.2300,-3490.1166,2783.0849,5053.2792,-3313.5629,-6228.8575,-2948.3067,1982.8520,-4880.5265,5595.7695,2992.3502,1054.3472,5611.9992,5154.1035,-845.3558,0.0000,-1485.7856,1523.2929,3926.4491,4253.5973,-5791.2019,-330.0314,-4540.3210,-5194.0411,5111.6590,-1624.2315,-2882.2665,-4071.3989,2239.8254,-1217.9030,1919.2287,-3105.3180,-2223.5177,1731.9925,3709.9120,2661.2562,-380.0546,1391.0321,-1743.1467,-5748.3400,-226.1469,1604.7615,-887.1380,-1479.2281,1354.4506,-5695.1585,-4851.4815,-5693.1683,-3873.5852,2876.9029,-3802.7486,-3024.6133,4087.0451,-3987.2965,1406.6115,5523.6998,-4931.2009,1205.6248,2789.4840,-4791.6366,-4811.2196,-3256.9120,5717.0252,0.0000,5722.6663,6270.2944,-4968.7744,6658.7655,-3307.4310,6645.0716,5645.6778,1509.7430,-706.6277,4618.6159,349.6487,0.0000,-5720.8994,814.9653,-3248.1513,3366.8026,1191.7029,-4739.7991,-3783.1893,4811.5758,234.7536,-2035.7175,-4205.8331,-2742.2107,-325.8191,5699.8067,-1243.8435,-708.2147,925.3857,-2374.4135,6424.3864,-6787.2913,-1657.0711,-4108.3735,370918.8558,344406.6321,363772.0957,365064.7758,362284.9369,361166.1899,356674.6997,360548.8679,53536723.7019,53486510.8358,53512854.7184,53537590.0512,360247.1787,53530563.2532,-3976.3127,960.4874,3726.5865,4934.8678,-3797.3335,-4570.0553,3053.9690,-2909.8236,4581.7380,-6182.9689,-3758.6718,-3549.5980,5720.8926,5637.7739,-740.9886,-976.0505,4073.2959,0.0000,6175.2471,6159.2317,1094.9787,5308.2962,3692.6929,6768.7882,-1939.4257,1071.2135,-546.0954,-4788.4319,3535.7240,-849.6848,-4673.0582,-6699.5783,6464.0979,-3862.5770,-6353.5405,-5438.3228,-173.9995,4695.1559,5669.8505,6294.2163,1832.7165,1226.9538,6616.7078,-5209.6627,5182.7522,4810.1322,-1979.0331,-2980.8058,1806.9051,710.6874,3459.7566,-35.8487,-4210.4027,5298.3096,-959.5076,-934.6078,-3980.2509,-3998.0677,3824.6952,6373.5385,-6235.8801,2993.1757,2183.7022,-5768.4646,3536.2593,0.0000,3068.3892,2862.2009,-2869.1978,972.0717,3980.2501,-746.9541,3939.9633,3839.1453,4213.6989,-4974.4691,-4993.8880,0.0000,576.3772,4056.4660,-6027.1158,5120.4036,6682.4093,-2137.6950,-1624.3272,-1040.6961,6610.0478,4152.9820,-1019.5232,4945.6892,-5229.7609,3569.1964,5635.8064,4704.6569,-4999.8615,5537.6377,1325.7583,159.6595,-6706.9232,5255.2251,175206.8047,176561.1351,165874.4792,169454.6118,177648.8144,174996.9178,169924.6829,169513.4559,274909557.0552,274939011.2756,274944914.4305,274918133.3193,170334.9849,274926592.1297,2760.8275,-4587.3279,-2229.8399,3203.4178,4819.2770,-1333.3449,-5251.0627,-451.4155,4226.7283,2418.9041,-3127.6591,1962.8040,2226.7792,-3791.0201,3956.7745,-4466.5043,-5454.4459,0.0000,2670.2409,2484.3396,5423.6152,698.5438,879.8852,208.1476,-4922.6896,-4515.8447,-4616.1246,4666.6122,-5196.8167,-5515.6453,-4617.6176,1110.2885,1431.6683,-4612.7229,-1401.0339,3722.8972,-5908.0970,4209.8759,3395.3324,2508.3038,-6423.6430,3679.7933,1900.5736,4305.2021,4414.3348,-4727.2826,6479.2139,2495.7888,-4570.0186,-3781.3305,4157.3745,-6327.9503,-3988.5187,-3352.0305,5465.1239,-5446.2921,5471.5872,-850.1526,-2960.4390,-2424.2536,-933.5140,-3956.8819,4448.1650,-1546.0116,-1060.9880,0.0000,2374.1445,-232.9682,3789.7993,-1041.5421,-4583.6172,-1113.6019,310.8697,-5481.8926,5396.2895,-1658.1680,-4653.5833,0.0000,-3884.7163,-5530.2055,-720.9541,3099.8208,511.4313,-4388.4564,5573.6284,4367.1396,-2029.6604,5168.6675,-5386.5171,-3999.3524,4504.6606,671.6140,-3781.2869,-4739.9430,-4710.0816,3297.3067,1690.1831,-930.2286,328.0924,-1503.5246,28649.1846,28504.4875,31113.0995,29242.3839,34507.5664,27517.5959,19988.0835,27245.2716,-109551456.5623,-109558618.2446,-109555286.8906,-109563822.5162,28787.6045,-109560903.0261,
