sl_100_5400_20291209 Coordinates.csv
2029/12/09 07:47:00.0000 UTC

Generated: Tue Oct  8 21:46:06 2024,
Start: 2029/12/09 07:47:00.00, Stop: 2029/12/09 09:17:00.00,
TIME_UNITS,STARLINK-30830 - X-Coordinate,STARLINK-11270 [DTC] - X-Coordinate,STARLINK-31906 - X-Coordinate,STARLINK-31585 - X-Coordinate,STARLINK-2279 - X-Coordinate,STARLINK-5529 - X-Coordinate,STARLINK-5371 - X-Coordinate,STARLINK-31408 - X-Coordinate,STARLINK-5358 - X-Coordinate,STARLINK-2720 - X-Coordinate,STARLINK-4331 - X-Coordinate,STARLINK-5897 - X-Coordinate,STARLINK-31118 - X-Coordinate,STARLINK-2641 - X-Coordinate,STARLINK-5469 - X-Coordinate,STARLINK-31034 - X-Coordinate,STARLINK-3585 - X-Coordinate,STARLINK-6340 - X-Coordinate,STARLINK-30331 - X-Coordinate,STARLINK-6115 - X-Coordinate,STARLINK-4090 - X-Coordinate,STARLINK-5767 - X-Coordinate,STARLINK-6192 - X-Coordinate,STARLINK-31107 - X-Coordinate,STARLINK-30787 - X-Coordinate,STARLINK-32186 - X-Coordinate,STARLINK-2025 - X-Coordinate,STARLINK-31757 - X-Coordinate,STARLINK-4299 - X-Coordinate,STARLINK-1010 - X-Coordinate,STARLINK-2034 - X-Coordinate,STARLINK-30500 - X-Coordinate,STARLINK-30517 - X-Coordinate,STARLINK-4641 - X-Coordinate,STARLINK-5528 - X-Coordinate,STARLINK-6180 - X-Coordinate,STARLINK-3758 - X-Coordinate,STARLINK-31425 - X-Coordinate,STARLINK-4365 - X-Coordinate,STARLINK-2225 - X-Coordinate,STARLINK-3508 - X-Coordinate,STARLINK-30558 - X-Coordinate,STARLINK-30250 - X-Coordinate,STARLINK-3666 - X-Coordinate,STARLINK-5017 - X-Coordinate,STARLINK-31898 - X-Coordinate,STARLINK-3722 - X-Coordinate,STARLINK-3343 - X-Coordinate,STARLINK-5979 - X-Coordinate,STARLINK-3500 - X-Coordinate,STARLINK-2420 - X-Coordinate,STARLINK-3329 - X-Coordinate,STARLINK-1206 - X-Coordinate,STARLINK-11168 [DTC] - X-Coordinate,STARLINK-3336 - X-Coordinate,STARLINK-31912 - X-Coordinate,STARLINK-6265 - X-Coordinate,STARLINK-30254 - X-Coordinate,STARLINK-3520 - X-Coordinate,STARLINK-2403 - X-Coordinate,STARLINK-6272 - X-Coordinate,STARLINK-4514 - X-Coordinate,STARLINK-5491 - X-Coordinate,STARLINK-30540 - X-Coordinate,STARLINK-4180 - X-Coordinate,STARLINK-30261 - X-Coordinate,STARLINK-30306 - X-Coordinate,STARLINK-5514 - X-Coordinate,STARLINK-11111 [DTC] - X-Coordinate,STARLINK-1029 - X-Coordinate,STARLINK-30343 - X-Coordinate,STARLINK-31437 - X-Coordinate,STARLINK-31895 - X-Coordinate,STARLINK-1940 - X-Coordinate,STARLINK-5655 - X-Coordinate,STARLINK-31968 - X-Coordinate,STARLINK-4070 - X-Coordinate,STARLINK-2562 - X-Coordinate,STARLINK-6142 - X-Coordinate,STARLINK-3087 - X-Coordinate,STARLINK-31777 - X-Coordinate,STARLINK-3288 - X-Coordinate,STARLINK-6121 - X-Coordinate,STARLINK-4361 - X-Coordinate,STARLINK-5439 - X-Coordinate,STARLINK-6033 - X-Coordinate,STARLINK-3225 - X-Coordinate,STARLINK-31690 - X-Coordinate,STARLINK-30567 - X-Coordinate,STARLINK-1394 - X-Coordinate,STARLINK-30463 - X-Coordinate,STARLINK-4271 - X-Coordinate,STARLINK-4207 - X-Coordinate,STARLINK-5609 - X-Coordinate,STARLINK-5587 - X-Coordinate,STARLINK-11162 [DTC] - X-Coordinate,STARLINK-3452 - X-Coordinate,STARLINK-3608 - X-Coordinate,STARLINK-2503 - X-Coordinate,STARLINK-2692 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-30830 - Y-Coordinate,STARLINK-11270 [DTC] - Y-Coordinate,STARLINK-31906 - Y-Coordinate,STARLINK-31585 - Y-Coordinate,STARLINK-2279 - Y-Coordinate,STARLINK-5529 - Y-Coordinate,STARLINK-5371 - Y-Coordinate,STARLINK-31408 - Y-Coordinate,STARLINK-5358 - Y-Coordinate,STARLINK-2720 - Y-Coordinate,STARLINK-4331 - Y-Coordinate,STARLINK-5897 - Y-Coordinate,STARLINK-31118 - Y-Coordinate,STARLINK-2641 - Y-Coordinate,STARLINK-5469 - Y-Coordinate,STARLINK-31034 - Y-Coordinate,STARLINK-3585 - Y-Coordinate,STARLINK-6340 - Y-Coordinate,STARLINK-30331 - Y-Coordinate,STARLINK-6115 - Y-Coordinate,STARLINK-4090 - Y-Coordinate,STARLINK-5767 - Y-Coordinate,STARLINK-6192 - Y-Coordinate,STARLINK-31107 - Y-Coordinate,STARLINK-30787 - Y-Coordinate,STARLINK-32186 - Y-Coordinate,STARLINK-2025 - Y-Coordinate,STARLINK-31757 - Y-Coordinate,STARLINK-4299 - Y-Coordinate,STARLINK-1010 - Y-Coordinate,STARLINK-2034 - Y-Coordinate,STARLINK-30500 - Y-Coordinate,STARLINK-30517 - Y-Coordinate,STARLINK-4641 - Y-Coordinate,STARLINK-5528 - Y-Coordinate,STARLINK-6180 - Y-Coordinate,STARLINK-3758 - Y-Coordinate,STARLINK-31425 - Y-Coordinate,STARLINK-4365 - Y-Coordinate,STARLINK-2225 - Y-Coordinate,STARLINK-3508 - Y-Coordinate,STARLINK-30558 - Y-Coordinate,STARLINK-30250 - Y-Coordinate,STARLINK-3666 - Y-Coordinate,STARLINK-5017 - Y-Coordinate,STARLINK-31898 - Y-Coordinate,STARLINK-3722 - Y-Coordinate,STARLINK-3343 - Y-Coordinate,STARLINK-5979 - Y-Coordinate,STARLINK-3500 - Y-Coordinate,STARLINK-2420 - Y-Coordinate,STARLINK-3329 - Y-Coordinate,STARLINK-1206 - Y-Coordinate,STARLINK-11168 [DTC] - Y-Coordinate,STARLINK-3336 - Y-Coordinate,STARLINK-31912 - Y-Coordinate,STARLINK-6265 - Y-Coordinate,STARLINK-30254 - Y-Coordinate,STARLINK-3520 - Y-Coordinate,STARLINK-2403 - Y-Coordinate,STARLINK-6272 - Y-Coordinate,STARLINK-4514 - Y-Coordinate,STARLINK-5491 - Y-Coordinate,STARLINK-30540 - Y-Coordinate,STARLINK-4180 - Y-Coordinate,STARLINK-30261 - Y-Coordinate,STARLINK-30306 - Y-Coordinate,STARLINK-5514 - Y-Coordinate,STARLINK-11111 [DTC] - Y-Coordinate,STARLINK-1029 - Y-Coordinate,STARLINK-30343 - Y-Coordinate,STARLINK-31437 - Y-Coordinate,STARLINK-31895 - Y-Coordinate,STARLINK-1940 - Y-Coordinate,STARLINK-5655 - Y-Coordinate,STARLINK-31968 - Y-Coordinate,STARLINK-4070 - Y-Coordinate,STARLINK-2562 - Y-Coordinate,STARLINK-6142 - Y-Coordinate,STARLINK-3087 - Y-Coordinate,STARLINK-31777 - Y-Coordinate,STARLINK-3288 - Y-Coordinate,STARLINK-6121 - Y-Coordinate,STARLINK-4361 - Y-Coordinate,STARLINK-5439 - Y-Coordinate,STARLINK-6033 - Y-Coordinate,STARLINK-3225 - Y-Coordinate,STARLINK-31690 - Y-Coordinate,STARLINK-30567 - Y-Coordinate,STARLINK-1394 - Y-Coordinate,STARLINK-30463 - Y-Coordinate,STARLINK-4271 - Y-Coordinate,STARLINK-4207 - Y-Coordinate,STARLINK-5609 - Y-Coordinate,STARLINK-5587 - Y-Coordinate,STARLINK-11162 [DTC] - Y-Coordinate,STARLINK-3452 - Y-Coordinate,STARLINK-3608 - Y-Coordinate,STARLINK-2503 - Y-Coordinate,STARLINK-2692 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-30830 - Z-Coordinate,STARLINK-11270 [DTC] - Z-Coordinate,STARLINK-31906 - Z-Coordinate,STARLINK-31585 - Z-Coordinate,STARLINK-2279 - Z-Coordinate,STARLINK-5529 - Z-Coordinate,STARLINK-5371 - Z-Coordinate,STARLINK-31408 - Z-Coordinate,STARLINK-5358 - Z-Coordinate,STARLINK-2720 - Z-Coordinate,STARLINK-4331 - Z-Coordinate,STARLINK-5897 - Z-Coordinate,STARLINK-31118 - Z-Coordinate,STARLINK-2641 - Z-Coordinate,STARLINK-5469 - Z-Coordinate,STARLINK-31034 - Z-Coordinate,STARLINK-3585 - Z-Coordinate,STARLINK-6340 - Z-Coordinate,STARLINK-30331 - Z-Coordinate,STARLINK-6115 - Z-Coordinate,STARLINK-4090 - Z-Coordinate,STARLINK-5767 - Z-Coordinate,STARLINK-6192 - Z-Coordinate,STARLINK-31107 - Z-Coordinate,STARLINK-30787 - Z-Coordinate,STARLINK-32186 - Z-Coordinate,STARLINK-2025 - Z-Coordinate,STARLINK-31757 - Z-Coordinate,STARLINK-4299 - Z-Coordinate,STARLINK-1010 - Z-Coordinate,STARLINK-2034 - Z-Coordinate,STARLINK-30500 - Z-Coordinate,STARLINK-30517 - Z-Coordinate,STARLINK-4641 - Z-Coordinate,STARLINK-5528 - Z-Coordinate,STARLINK-6180 - Z-Coordinate,STARLINK-3758 - Z-Coordinate,STARLINK-31425 - Z-Coordinate,STARLINK-4365 - Z-Coordinate,STARLINK-2225 - Z-Coordinate,STARLINK-3508 - Z-Coordinate,STARLINK-30558 - Z-Coordinate,STARLINK-30250 - Z-Coordinate,STARLINK-3666 - Z-Coordinate,STARLINK-5017 - Z-Coordinate,STARLINK-31898 - Z-Coordinate,STARLINK-3722 - Z-Coordinate,STARLINK-3343 - Z-Coordinate,STARLINK-5979 - Z-Coordinate,STARLINK-3500 - Z-Coordinate,STARLINK-2420 - Z-Coordinate,STARLINK-3329 - Z-Coordinate,STARLINK-1206 - Z-Coordinate,STARLINK-11168 [DTC] - Z-Coordinate,STARLINK-3336 - Z-Coordinate,STARLINK-31912 - Z-Coordinate,STARLINK-6265 - Z-Coordinate,STARLINK-30254 - Z-Coordinate,STARLINK-3520 - Z-Coordinate,STARLINK-2403 - Z-Coordinate,STARLINK-6272 - Z-Coordinate,STARLINK-4514 - Z-Coordinate,STARLINK-5491 - Z-Coordinate,STARLINK-30540 - Z-Coordinate,STARLINK-4180 - Z-Coordinate,STARLINK-30261 - Z-Coordinate,STARLINK-30306 - Z-Coordinate,STARLINK-5514 - Z-Coordinate,STARLINK-11111 [DTC] - Z-Coordinate,STARLINK-1029 - Z-Coordinate,STARLINK-30343 - Z-Coordinate,STARLINK-31437 - Z-Coordinate,STARLINK-31895 - Z-Coordinate,STARLINK-1940 - Z-Coordinate,STARLINK-5655 - Z-Coordinate,STARLINK-31968 - Z-Coordinate,STARLINK-4070 - Z-Coordinate,STARLINK-2562 - Z-Coordinate,STARLINK-6142 - Z-Coordinate,STARLINK-3087 - Z-Coordinate,STARLINK-31777 - Z-Coordinate,STARLINK-3288 - Z-Coordinate,STARLINK-6121 - Z-Coordinate,STARLINK-4361 - Z-Coordinate,STARLINK-5439 - Z-Coordinate,STARLINK-6033 - Z-Coordinate,STARLINK-3225 - Z-Coordinate,STARLINK-31690 - Z-Coordinate,STARLINK-30567 - Z-Coordinate,STARLINK-1394 - Z-Coordinate,STARLINK-30463 - Z-Coordinate,STARLINK-4271 - Z-Coordinate,STARLINK-4207 - Z-Coordinate,STARLINK-5609 - Z-Coordinate,STARLINK-5587 - Z-Coordinate,STARLINK-11162 [DTC] - Z-Coordinate,STARLINK-3452 - Z-Coordinate,STARLINK-3608 - Z-Coordinate,STARLINK-2503 - Z-Coordinate,STARLINK-2692 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-6642.1599,-265.5677,-5497.2196,-856.3222,-1682.4465,-5207.3275,3558.2689,3816.2095,-6695.7169,1301.6795,3127.2908,1033.2759,0.0000,5863.9093,-1046.3216,-4251.1721,-4624.8141,4655.1029,5339.1734,-4335.6372,2571.8791,6519.6065,-5930.9154,-1571.0660,-3479.3995,-4316.4040,1678.0890,602.9906,-3816.7205,3753.8345,5456.6602,6081.3216,-3594.5560,2615.9684,-6773.5365,1510.6605,-5339.5189,-5126.3955,1804.8600,6595.0526,2134.2498,2658.4365,-2831.8873,2914.7721,-927.9813,-4789.6805,-1012.4312,-2726.6156,-5198.4248,-689.0117,3669.2887,2622.1923,902.9413,-3306.0335,-3693.5569,2369.1032,-1571.5957,-2046.1635,1645.0180,-3194.2854,1315.6657,-1831.3914,6173.9561,5375.9789,-5042.5120,-3286.2040,3721.3217,3857.1869,4482.2119,1283.2850,-2569.3697,752.4401,3364.3172,-4260.0924,-6320.0833,2086.7934,-4628.0329,4817.7485,-2180.1567,-5788.0890,-1097.5706,-4045.4627,-766.1566,30.5899,-4596.6710,-3843.6687,-412.4456,-4812.6681,-2556.2830,-2380.7096,-3800.3204,5432.1012,-3041.3216,-5000.5032,-2897.6686,0.0000,3932.3502,-1218.6751,4303.4230,-6479.0905,157658.4003,146673.2697,147670.5197,149306.7127,146734.9143,145497.7017,140533.2812,142530.5359,67803348.8323,67766963.6876,67792285.7863,67808871.4407,144186.3116,67810399.3810,1472.0664,-3985.2918,3163.5351,-4964.7437,-6288.1278,4227.6645,-4318.9243,-3555.4594,-687.6413,-6671.4812,663.2176,-6397.5957,0.0000,2687.8357,2430.7696,2010.5655,135.1601,-2047.7052,-4275.7740,-4887.1334,-6314.0722,-1592.1301,1314.6650,-4916.7239,5191.3336,424.8626,5270.6289,6157.0867,2930.7901,1758.0039,3316.4009,2914.8832,3564.3319,-3377.3521,-556.1484,-5040.2948,-1476.5404,1748.8398,-220.7152,570.8041,-3978.6191,-4679.1344,-4529.7286,-2980.5478,5575.5840,2685.7419,-4304.2065,-6287.9274,-3521.7176,5293.3445,5384.2026,5665.2667,-5425.2768,-3273.8196,-2765.3057,-6035.5411,6494.5712,-6100.6068,-5637.6113,-5179.8558,-6259.2948,-4677.6874,684.9340,4324.0972,-4689.9871,-3951.3954,-3720.6736,4469.1057,596.4141,-6648.1599,6333.3258,5764.1009,3959.2146,-2547.6356,-2236.2022,-5990.9978,-493.5620,2312.3278,-5820.4328,3429.7017,-6457.0068,2212.7114,-5020.2193,-4335.1188,-2021.4777,-3339.1562,4570.7821,-3796.9373,5242.5368,-5112.3696,4325.4243,-997.5054,4251.3523,-2251.5661,5595.0770,0.0000,-5638.2970,6479.3245,4956.4258,1970.6323,327121.9213,334743.3776,330404.6386,333851.7747,342016.2499,339725.6830,334665.7487,335647.6234,268249043.1236,268282514.1048,268282013.3907,268269826.6983,334939.1894,268263807.8426,1218.2009,-5297.4025,2448.3334,4598.5380,-984.6381,1752.7735,4036.5745,-4404.7953,-1655.6053,-58.8450,6137.4085,2507.8207,0.0000,-2196.0285,-6426.6404,-4960.8513,-5140.8224,4681.7231,-1011.8698,-2220.0966,992.8197,-1639.6691,3326.7784,-4501.9642,2984.5566,-5287.3539,4102.7050,2875.6958,4948.5888,-5504.3764,-2658.8033,1608.8792,4717.0307,-5419.3957,1361.7715,-4503.7534,4111.1365,4118.6629,6667.9249,1127.8433,5222.9494,-4411.3572,4392.1068,5497.8307,3949.3777,4032.7616,5276.4476,-947.0210,-2958.0781,4356.7384,-2230.6166,-2962.6117,4166.7804,-4897.9140,5124.6868,-1909.1757,-1804.2160,-2374.8868,-3624.1477,2745.4617,-2655.6615,4721.5181,3023.9355,-611.3040,-701.8496,4600.5759,-4506.3563,-3631.0868,4958.8875,-739.7627,1117.4008,3603.0574,4416.8462,-4808.9635,-1692.9169,2478.7755,5070.7451,4309.8990,3028.5015,1707.6519,1793.2983,5109.2519,-4731.7991,5380.7978,-4729.7135,-4729.1917,-5265.6759,-2959.9368,-3672.3454,3977.9692,-3841.9706,4097.0150,-4498.6239,-4165.6546,2874.4598,0.0000,-611.9191,2015.3449,-1913.4121,-1165.2171,-95242.4294,-99064.2479,-96499.8673,-97924.4492,-93083.0091,-100596.5012,-107412.9473,-99035.7920,-111875887.7660,-111891586.4413,-111891042.6712,-111883863.8932,-98742.0136,-111888121.8744,
300.000,-5728.1500,-2428.7810,-3958.5768,-2879.4319,-2732.2383,-4112.3017,1553.8643,2555.5247,-6183.3520,39.1062,4647.2307,169.9990,0.0000,5598.2830,406.3816,-2528.1197,-3624.3404,3743.4392,3959.8355,-5612.5873,1214.9638,6175.8427,-4692.9855,-3372.3672,-1591.5394,-3360.9385,2836.2507,1871.8580,-3196.0918,4554.7139,6425.5450,6760.6751,-1950.9514,583.0695,-6278.4657,-392.0909,-6352.6105,-4760.8524,-26.4425,6646.3241,650.3671,568.8432,-4172.1166,1099.5790,778.2925,-4109.9523,-3041.8286,-3792.2707,-3891.8069,1087.2809,4245.9757,3434.7367,-528.2007,-3903.1682,-4087.5957,608.5265,-81.6139,-3333.2536,-80.6927,-4544.6360,-467.9521,-3665.0077,5499.3369,5952.1654,-5740.0654,-4924.2215,1828.8894,4655.5684,5270.6894,-23.3295,-944.3158,2258.8008,4513.2941,-4252.5637,-6194.4038,613.2834,-5380.1478,4489.1686,-3849.0624,-5612.9598,-2650.6870,-2284.8241,-2832.2553,544.5366,-4293.0660,-2193.6080,1453.9056,-5186.0225,-530.0990,-4006.3988,-1838.2986,4008.3864,-2084.3826,-5083.5881,-1545.5113,0.0000,2656.0326,191.9810,5355.4626,-5505.3661,150866.9591,139389.1829,140479.2014,142060.2315,139652.6534,138389.4529,133496.0860,135507.0996,61932972.7952,61896233.9621,61921543.5846,61937771.7760,137116.4541,61940083.8728,2833.7125,-3493.8103,4178.3752,-4165.4905,-5340.4396,4191.4448,-4899.2768,-5163.2594,923.8181,-6540.6482,1754.8292,-5444.3340,0.0000,1127.4772,3934.5906,3274.0081,2028.1050,-3958.2667,-5114.1888,-3940.2656,-6216.6877,-3090.8842,2833.9452,-3718.9785,5418.6357,2387.3968,3692.7094,4999.2558,4730.5249,-241.0094,2373.4727,1540.8549,4935.2643,-4158.8698,1021.8352,-5774.2824,-163.5779,3681.0316,1141.8036,-667.1793,-5320.0835,-5064.7239,-2867.5731,-4182.9198,4694.6345,4503.3926,-4263.7616,-5719.0205,-3165.6808,4362.0557,3921.3456,4162.3382,-6300.1821,-1207.5071,-655.1806,-5922.1030,6913.1524,-4821.1000,-4975.8188,-4785.2419,-5788.5093,-4649.2338,-1104.7064,2861.4830,-3701.6680,-2658.6749,-4728.5974,2625.8646,-1223.5127,-6344.5701,6371.4857,6123.6366,2125.9941,-460.7504,-541.3527,-6704.9068,1308.8132,332.9912,-5489.5577,4066.2587,-6248.0479,3443.6467,-4462.0541,-2383.1563,30.4846,-2539.0489,5235.0040,-1907.4620,5257.0606,-5023.9739,4908.4197,-2339.6818,5733.5324,-144.3826,6581.6137,0.0000,-5917.3104,5888.5314,4245.5674,2964.1485,330453.8386,337316.5290,333340.2359,336803.2124,345062.8796,342642.3866,337720.7445,338799.6577,269667966.5868,269700473.9973,269700354.8788,269688865.1676,337944.9297,269682682.5181,2627.1420,-5089.1448,3614.9867,4569.6567,-2715.6929,3680.8117,4601.9120,-3662.8211,-2995.4973,-1857.4649,4820.8860,4310.5317,0.0000,-3719.5512,-5715.3159,-5442.4039,-5530.2852,4255.4182,-2448.3404,-752.2814,2704.6455,-119.0289,4230.2631,-4658.9728,4005.8303,-5456.7016,5072.0281,4245.0594,3883.3633,-5164.3893,-947.6429,89.0816,4440.3199,-5475.4365,2748.8529,-3804.2101,2691.0489,3178.8718,6815.3864,-708.9189,4354.3370,-4738.4720,4710.6355,5376.4058,4988.0567,3043.6830,4470.0717,869.8827,-4799.0731,5220.0729,-3746.8495,-4316.6378,2770.0739,-5380.6456,5514.2587,-3202.6131,-297.1153,-3563.5278,-4781.4844,1026.0063,-3774.5141,3536.5919,4030.6456,-2091.3966,1113.2703,4034.1200,-4722.0896,-4412.8576,3972.5033,-2481.8474,2539.3656,2048.5975,4647.9535,-5428.6189,-3026.5978,1039.7934,4091.5959,5181.6450,1695.8082,-408.9324,272.7470,5502.7305,-4499.9209,6460.2054,-5399.5181,-6086.4520,-4389.1846,-3976.9069,-4426.3801,2524.1157,-4521.7148,5072.2225,-3214.1507,-4644.0078,1510.2905,0.0000,-2361.6196,3576.1487,-122.8920,-2853.9415,-95152.3031,-98780.7509,-96369.0271,-98009.5900,-92961.8344,-100225.5891,-107390.1385,-98501.5450,-111874013.1007,-111889939.9974,-111889493.5321,-111882438.5077,-98653.2784,-111886270.9354,
600.000,-4253.3255,-4326.6289,-2009.7921,-4625.2436,-3499.7415,-2570.0424,-601.9311,1069.8694,-5083.0398,-1248.5359,5627.2437,-764.6476,0.0000,4778.7741,1758.2343,-574.9021,-2316.3733,2506.5202,2182.6897,-6333.4383,-291.2567,5226.7123,-3016.5553,-4862.5874,466.7083,-2115.8492,3764.3435,2993.9024,-2300.3855,4950.2180,6751.9068,6784.7396,-149.3108,-1486.0583,-5182.6817,-2232.5924,-6738.4273,-3937.0013,-1910.0864,5974.1508,-855.6840,-1573.1404,-5144.8403,-789.2077,2448.6912,-3039.8993,-4751.9852,-4489.2277,-2198.4683,2795.5631,4435.9895,3954.2243,-1877.6943,-4146.7847,-4135.2500,-1239.8663,1413.5102,-4321.4503,-1836.7690,-5384.0516,-2234.1748,-5113.8247,4311.1464,5964.4760,-5875.2788,-6093.3095,-222.8763,5045.8812,5519.2357,-1354.9370,793.1086,3513.0059,5243.8064,-3882.8776,-5481.4822,-912.7256,-5624.5844,3758.3801,-5131.5595,-4862.2485,-3927.3368,-324.2561,-4631.8432,908.8426,-3617.9728,-355.5448,3150.3889,-5065.5101,1563.1385,-5215.2403,303.6142,2203.8066,-954.7859,-4709.4428,-57.7744,0.0000,1093.2581,1620.3234,5853.8515,-3968.9200,144003.4299,131986.6415,133223.4056,134739.5544,132505.7884,131219.1021,126394.1330,128530.4611,56032964.2590,55995894.8289,56021190.0514,56037055.4179,129983.8706,56040138.1206,3943.4470,-2668.0240,4798.8563,-2984.9100,-3773.1634,3767.3687,-5043.3672,-6257.0866,2472.4351,-5728.7478,2714.1962,-3956.0366,0.0000,-582.6319,5086.2194,4256.2122,3755.1715,-5492.2079,-5474.0977,-2611.7890,-5508.2461,-4285.4360,4115.2038,-2184.2791,5154.9200,4134.6823,1760.8845,3336.7379,6055.0936,-2187.7851,1204.5144,18.4067,5854.9781,-4583.3676,2525.8907,-5975.2769,1136.3957,5226.0483,2301.1793,-1840.8558,-6155.8213,-5011.7442,-949.5928,-5016.8557,3381.4561,5855.6226,-3843.5534,-4576.1897,-2409.6724,3035.9226,2050.7255,2242.5914,-6557.6108,978.5820,1515.8205,-5209.3962,6657.5481,-3062.8577,-3855.3111,-3870.3523,-4779.0472,-4190.9748,-2816.5606,1106.7786,-2335.7155,-1141.0039,-5320.3700,529.8190,-2877.7450,-5388.3364,5803.3094,5866.0404,96.9797,1683.6765,1229.8389,-6733.0497,2947.5520,-1705.8948,-4635.1712,4292.4382,-5394.4853,4383.1091,-3516.8173,-157.1242,2100.6032,-1395.8339,5433.6592,190.2654,4794.2890,-4456.8937,5058.1517,-3498.2682,6642.3835,1984.8014,6928.6693,0.0000,-5621.1827,4723.4445,3097.5103,3689.4161,333645.7398,339750.9459,336127.8351,339600.6945,347959.4119,345394.9548,340627.9253,341746.0109,270958443.9247,270989981.0556,270990239.5695,270979376.0327,340801.4603,270973114.1548,3752.1126,-4260.5643,4371.6496,4028.4771,-4109.3519,5214.8556,4668.5179,-2510.8413,-4014.8743,-3445.4537,2987.2731,5655.3266,0.0000,-4824.7386,-4399.1139,-5318.5717,-5325.5618,3370.5174,-3620.8649,797.2779,4121.3435,1414.4826,4680.1067,-4300.0865,4597.2996,-5019.8712,5488.7706,5138.2299,2397.9422,-4263.0194,865.7548,-1440.2680,3686.5181,-4939.1731,3841.3637,-2696.7492,979.0090,1879.8204,6230.4478,-2462.3773,3015.0157,-4565.1442,4522.2625,4673.2332,5485.2711,1711.8455,3176.4207,2592.9619,-6129.7932,5515.7546,-4854.7117,-5205.0192,1073.0517,-5243.5696,5306.0494,-4126.8120,1241.9679,-4358.8562,-5421.2689,-816.0991,-4488.6825,1967.4424,4601.7830,-3347.0982,2808.4959,3030.1101,-4432.5453,-4722.8488,2518.7626,-3944.2134,3688.4627,265.9207,4357.5233,-5463.7197,-4034.0688,-516.5204,2666.0331,5483.7561,180.1771,-2481.9407,-1278.8753,5296.2053,-3789.0413,6843.9786,-5484.6109,-6799.8081,-3053.8234,-4545.2073,-4699.3319,796.7143,-4716.2365,5492.4489,-1580.3407,-4616.5012,-16.0079,0.0000,-3855.2611,4747.7884,1681.3252,-4229.3765,-95062.4851,-98493.1165,-96242.4702,-98096.7798,-92843.5609,-99849.4365,-107362.7100,-97978.0934,-111872143.6900,-111888293.1333,-111887943.3831,-111881046.0264,-98564.4774,-111884419.7084,
