sl_100_86400_20290824 Coordinates.csv
2029/08/24 07:47:00.0000 UTC

Generated: Tue Oct  8 21:49:04 2024,
Start: 2029/08/24 07:47:00.00, Stop: 2029/08/25 07:47:00.00,
TIME_UNITS,STARLINK-3068 - X-Coordinate,STARLINK-4177 - X-Coordinate,STARLINK-1200 - X-Coordinate,STARLINK-4379 - X-Coordinate,STARLINK-3357 - X-Coordinate,STARLINK-4381 - X-Coordinate,STARLINK-31997 - X-Coordinate,STARLINK-4775 - X-Coordinate,STARLINK-1737 - X-Coordinate,STARLINK-31326 - X-Coordinate,STARLINK-3622 - X-Coordinate,STARLINK-3807 - X-Coordinate,STARLINK-5194 - X-Coordinate,STARLINK-2317 - X-Coordinate,STARLINK-30368 - X-Coordinate,STARLINK-4697 - X-Coordinate,STARLINK-31129 - X-Coordinate,STARLINK-30311 - X-Coordinate,STARLINK-3751 - X-Coordinate,STARLINK-6272 - X-Coordinate,STARLINK-3687 - X-Coordinate,STARLINK-4278 - X-Coordinate,STARLINK-3189 - X-Coordinate,STARLINK-1554 - X-Coordinate,STARLINK-31512 - X-Coordinate,STARLINK-2251 - X-Coordinate,STARLINK-31383 - X-Coordinate,STARLINK-2501 - X-Coordinate,STARLINK-2486 - X-Coordinate,STARLINK-2025 - X-Coordinate,STARLINK-5726 - X-Coordinate,STARLINK-5231 - X-Coordinate,STARLINK-3136 - X-Coordinate,STARLINK-3729 - X-Coordinate,STARLINK-30281 - X-Coordinate,STARLINK-3863 - X-Coordinate,STARLINK-31258 - X-Coordinate,STARLINK-4598 - X-Coordinate,STARLINK-5970 - X-Coordinate,STARLINK-30174 - X-Coordinate,STARLINK-4084 - X-Coordinate,STARLINK-6167 - X-Coordinate,STARLINK-2435 - X-Coordinate,STARLINK-5528 - X-Coordinate,STARLINK-31886 - X-Coordinate,STARLINK-5555 - X-Coordinate,STARLINK-5059 - X-Coordinate,STARLINK-4199 - X-Coordinate,STARLINK-30089 - X-Coordinate,STARLINK-31956 - X-Coordinate,STARLINK-31350 - X-Coordinate,STARLINK-5298 - X-Coordinate,STARLINK-1375 - X-Coordinate,STARLINK-30584 - X-Coordinate,STARLINK-31592 - X-Coordinate,STARLINK-3977 - X-Coordinate,STARLINK-3291 - X-Coordinate,STARLINK-5245 - X-Coordinate,STARLINK-31080 - X-Coordinate,STARLINK-3159 - X-Coordinate,STARLINK-1478 - X-Coordinate,STARLINK-31404 - X-Coordinate,STARLINK-3590 - X-Coordinate,STARLINK-3533 - X-Coordinate,STARLINK-3946 - X-Coordinate,STARLINK-31361 - X-Coordinate,STARLINK-4024 - X-Coordinate,STARLINK-30517 - X-Coordinate,STARLINK-1333 - X-Coordinate,STARLINK-6310 - X-Coordinate,STARLINK-6321 - X-Coordinate,STARLINK-5834 - X-Coordinate,STARLINK-1775 - X-Coordinate,STARLINK-2220 - X-Coordinate,STARLINK-5450 - X-Coordinate,STARLINK-30425 - X-Coordinate,STARLINK-2166 - X-Coordinate,STARLINK-31629 - X-Coordinate,STARLINK-1888 - X-Coordinate,STARLINK-3534 - X-Coordinate,STARLINK-31277 - X-Coordinate,STARLINK-5963 - X-Coordinate,STARLINK-5813 - X-Coordinate,STARLINK-3566 - X-Coordinate,STARLINK-5303 - X-Coordinate,STARLINK-4104 - X-Coordinate,STARLINK-5322 - X-Coordinate,STARLINK-1500 - X-Coordinate,STARLINK-1258 - X-Coordinate,STARLINK-30318 - X-Coordinate,STARLINK-3606 - X-Coordinate,STARLINK-11121 [DTC] - X-Coordinate,STARLINK-5749 - X-Coordinate,STARLINK-31150 - X-Coordinate,STARLINK-4193 - X-Coordinate,STARLINK-31945 - X-Coordinate,STARLINK-30052 - X-Coordinate,STARLINK-2387 - X-Coordinate,STARLINK-5558 - X-Coordinate,STARLINK-4337 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3068 - Y-Coordinate,STARLINK-4177 - Y-Coordinate,STARLINK-1200 - Y-Coordinate,STARLINK-4379 - Y-Coordinate,STARLINK-3357 - Y-Coordinate,STARLINK-4381 - Y-Coordinate,STARLINK-31997 - Y-Coordinate,STARLINK-4775 - Y-Coordinate,STARLINK-1737 - Y-Coordinate,STARLINK-31326 - Y-Coordinate,STARLINK-3622 - Y-Coordinate,STARLINK-3807 - Y-Coordinate,STARLINK-5194 - Y-Coordinate,STARLINK-2317 - Y-Coordinate,STARLINK-30368 - Y-Coordinate,STARLINK-4697 - Y-Coordinate,STARLINK-31129 - Y-Coordinate,STARLINK-30311 - Y-Coordinate,STARLINK-3751 - Y-Coordinate,STARLINK-6272 - Y-Coordinate,STARLINK-3687 - Y-Coordinate,STARLINK-4278 - Y-Coordinate,STARLINK-3189 - Y-Coordinate,STARLINK-1554 - Y-Coordinate,STARLINK-31512 - Y-Coordinate,STARLINK-2251 - Y-Coordinate,STARLINK-31383 - Y-Coordinate,STARLINK-2501 - Y-Coordinate,STARLINK-2486 - Y-Coordinate,STARLINK-2025 - Y-Coordinate,STARLINK-5726 - Y-Coordinate,STARLINK-5231 - Y-Coordinate,STARLINK-3136 - Y-Coordinate,STARLINK-3729 - Y-Coordinate,STARLINK-30281 - Y-Coordinate,STARLINK-3863 - Y-Coordinate,STARLINK-31258 - Y-Coordinate,STARLINK-4598 - Y-Coordinate,STARLINK-5970 - Y-Coordinate,STARLINK-30174 - Y-Coordinate,STARLINK-4084 - Y-Coordinate,STARLINK-6167 - Y-Coordinate,STARLINK-2435 - Y-Coordinate,STARLINK-5528 - Y-Coordinate,STARLINK-31886 - Y-Coordinate,STARLINK-5555 - Y-Coordinate,STARLINK-5059 - Y-Coordinate,STARLINK-4199 - Y-Coordinate,STARLINK-30089 - Y-Coordinate,STARLINK-31956 - Y-Coordinate,STARLINK-31350 - Y-Coordinate,STARLINK-5298 - Y-Coordinate,STARLINK-1375 - Y-Coordinate,STARLINK-30584 - Y-Coordinate,STARLINK-31592 - Y-Coordinate,STARLINK-3977 - Y-Coordinate,STARLINK-3291 - Y-Coordinate,STARLINK-5245 - Y-Coordinate,STARLINK-31080 - Y-Coordinate,STARLINK-3159 - Y-Coordinate,STARLINK-1478 - Y-Coordinate,STARLINK-31404 - Y-Coordinate,STARLINK-3590 - Y-Coordinate,STARLINK-3533 - Y-Coordinate,STARLINK-3946 - Y-Coordinate,STARLINK-31361 - Y-Coordinate,STARLINK-4024 - Y-Coordinate,STARLINK-30517 - Y-Coordinate,STARLINK-1333 - Y-Coordinate,STARLINK-6310 - Y-Coordinate,STARLINK-6321 - Y-Coordinate,STARLINK-5834 - Y-Coordinate,STARLINK-1775 - Y-Coordinate,STARLINK-2220 - Y-Coordinate,STARLINK-5450 - Y-Coordinate,STARLINK-30425 - Y-Coordinate,STARLINK-2166 - Y-Coordinate,STARLINK-31629 - Y-Coordinate,STARLINK-1888 - Y-Coordinate,STARLINK-3534 - Y-Coordinate,STARLINK-31277 - Y-Coordinate,STARLINK-5963 - Y-Coordinate,STARLINK-5813 - Y-Coordinate,STARLINK-3566 - Y-Coordinate,STARLINK-5303 - Y-Coordinate,STARLINK-4104 - Y-Coordinate,STARLINK-5322 - Y-Coordinate,STARLINK-1500 - Y-Coordinate,STARLINK-1258 - Y-Coordinate,STARLINK-30318 - Y-Coordinate,STARLINK-3606 - Y-Coordinate,STARLINK-11121 [DTC] - Y-Coordinate,STARLINK-5749 - Y-Coordinate,STARLINK-31150 - Y-Coordinate,STARLINK-4193 - Y-Coordinate,STARLINK-31945 - Y-Coordinate,STARLINK-30052 - Y-Coordinate,STARLINK-2387 - Y-Coordinate,STARLINK-5558 - Y-Coordinate,STARLINK-4337 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3068 - Z-Coordinate,STARLINK-4177 - Z-Coordinate,STARLINK-1200 - Z-Coordinate,STARLINK-4379 - Z-Coordinate,STARLINK-3357 - Z-Coordinate,STARLINK-4381 - Z-Coordinate,STARLINK-31997 - Z-Coordinate,STARLINK-4775 - Z-Coordinate,STARLINK-1737 - Z-Coordinate,STARLINK-31326 - Z-Coordinate,STARLINK-3622 - Z-Coordinate,STARLINK-3807 - Z-Coordinate,STARLINK-5194 - Z-Coordinate,STARLINK-2317 - Z-Coordinate,STARLINK-30368 - Z-Coordinate,STARLINK-4697 - Z-Coordinate,STARLINK-31129 - Z-Coordinate,STARLINK-30311 - Z-Coordinate,STARLINK-3751 - Z-Coordinate,STARLINK-6272 - Z-Coordinate,STARLINK-3687 - Z-Coordinate,STARLINK-4278 - Z-Coordinate,STARLINK-3189 - Z-Coordinate,STARLINK-1554 - Z-Coordinate,STARLINK-31512 - Z-Coordinate,STARLINK-2251 - Z-Coordinate,STARLINK-31383 - Z-Coordinate,STARLINK-2501 - Z-Coordinate,STARLINK-2486 - Z-Coordinate,STARLINK-2025 - Z-Coordinate,STARLINK-5726 - Z-Coordinate,STARLINK-5231 - Z-Coordinate,STARLINK-3136 - Z-Coordinate,STARLINK-3729 - Z-Coordinate,STARLINK-30281 - Z-Coordinate,STARLINK-3863 - Z-Coordinate,STARLINK-31258 - Z-Coordinate,STARLINK-4598 - Z-Coordinate,STARLINK-5970 - Z-Coordinate,STARLINK-30174 - Z-Coordinate,STARLINK-4084 - Z-Coordinate,STARLINK-6167 - Z-Coordinate,STARLINK-2435 - Z-Coordinate,STARLINK-5528 - Z-Coordinate,STARLINK-31886 - Z-Coordinate,STARLINK-5555 - Z-Coordinate,STARLINK-5059 - Z-Coordinate,STARLINK-4199 - Z-Coordinate,STARLINK-30089 - Z-Coordinate,STARLINK-31956 - Z-Coordinate,STARLINK-31350 - Z-Coordinate,STARLINK-5298 - Z-Coordinate,STARLINK-1375 - Z-Coordinate,STARLINK-30584 - Z-Coordinate,STARLINK-31592 - Z-Coordinate,STARLINK-3977 - Z-Coordinate,STARLINK-3291 - Z-Coordinate,STARLINK-5245 - Z-Coordinate,STARLINK-31080 - Z-Coordinate,STARLINK-3159 - Z-Coordinate,STARLINK-1478 - Z-Coordinate,STARLINK-31404 - Z-Coordinate,STARLINK-3590 - Z-Coordinate,STARLINK-3533 - Z-Coordinate,STARLINK-3946 - Z-Coordinate,STARLINK-31361 - Z-Coordinate,STARLINK-4024 - Z-Coordinate,STARLINK-30517 - Z-Coordinate,STARLINK-1333 - Z-Coordinate,STARLINK-6310 - Z-Coordinate,STARLINK-6321 - Z-Coordinate,STARLINK-5834 - Z-Coordinate,STARLINK-1775 - Z-Coordinate,STARLINK-2220 - Z-Coordinate,STARLINK-5450 - Z-Coordinate,STARLINK-30425 - Z-Coordinate,STARLINK-2166 - Z-Coordinate,STARLINK-31629 - Z-Coordinate,STARLINK-1888 - Z-Coordinate,STARLINK-3534 - Z-Coordinate,STARLINK-31277 - Z-Coordinate,STARLINK-5963 - Z-Coordinate,STARLINK-5813 - Z-Coordinate,STARLINK-3566 - Z-Coordinate,STARLINK-5303 - Z-Coordinate,STARLINK-4104 - Z-Coordinate,STARLINK-5322 - Z-Coordinate,STARLINK-1500 - Z-Coordinate,STARLINK-1258 - Z-Coordinate,STARLINK-30318 - Z-Coordinate,STARLINK-3606 - Z-Coordinate,STARLINK-11121 [DTC] - Z-Coordinate,STARLINK-5749 - Z-Coordinate,STARLINK-31150 - Z-Coordinate,STARLINK-4193 - Z-Coordinate,STARLINK-31945 - Z-Coordinate,STARLINK-30052 - Z-Coordinate,STARLINK-2387 - Z-Coordinate,STARLINK-5558 - Z-Coordinate,STARLINK-4337 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,1545.2960,-4939.9431,2002.7266,-841.4533,-2629.0756,366.4074,-4431.8357,5520.2917,-6809.7961,4080.2438,-5265.0365,-36.6499,-4643.0499,-3597.4391,1363.1835,5992.7112,6125.1877,-4346.3352,-4027.0068,6378.5222,3639.4272,1608.2647,-5979.2897,-6078.9050,4757.9391,5189.9510,4135.2838,-2468.4816,-4826.3231,-5046.8241,4928.5231,-842.7819,-6846.0000,3288.1323,-5084.9755,6481.6462,-3455.9389,-6063.9270,-5129.5336,5821.9694,-154.1125,4460.0036,-4569.4088,-2161.3110,6198.4656,5159.4084,-3916.5864,-4016.3347,4779.1859,-5473.0622,5059.6834,-5521.3732,-6177.7812,6015.3103,4649.6486,-2285.0479,-771.5238,851.6987,-2164.6130,6226.6567,485.9626,-58.1177,-4653.9134,2911.7054,-1760.1562,-3484.6355,347.4804,4422.0012,6134.3823,-6149.2387,-3984.9689,-609.3301,-5393.7300,3780.1563,6105.4253,-3130.3687,3574.4312,4322.0510,1734.6436,349.1361,-4555.0138,-2427.2489,758.3267,-5360.3122,6024.5174,-2939.1098,-4538.4181,-1544.5222,3920.6210,4085.6314,-5101.7734,5714.8272,6292.8913,5852.6648,3034.5743,5458.0437,-4694.6333,-4167.9837,6529.9346,5098.1454,157223.7924,183329.7523,161531.4940,164160.4551,172684.4415,170858.1715,167164.2716,165359.3083,133099657.9410,133132354.5768,133125562.4021,133111827.4641,166564.8906,133109925.5503,1909.1845,3298.5277,-5564.7525,6075.6178,-3287.9177,856.1016,298.1542,2726.1406,-6.0198,3257.4443,-2361.6475,-5588.9219,-4944.7924,3224.6783,-4914.8790,-3323.5283,126.7933,-5152.8480,2159.6807,-2694.2190,2313.0911,-5568.3451,2708.5020,632.2876,2581.5796,-129.2798,934.9766,-3175.1320,-570.5622,-1041.7707,2251.9503,5389.7309,925.3905,4560.4330,3428.8273,90.8949,2222.6305,2761.1761,3128.8312,1358.8724,6255.9508,4211.2525,6.0920,-6179.1899,-1651.1979,3098.0333,5553.3467,2896.6560,-3222.2213,-1599.5479,-312.1283,-2836.6786,-526.8228,2048.3270,-2273.6626,6126.1058,-4836.4324,-4262.6587,-4615.0928,2509.6714,4654.2203,-4991.1714,-400.9351,6253.7660,4304.1335,5721.2903,5066.7932,-2697.8351,1292.3169,-91.8855,3745.0622,5192.1749,-1132.6130,4849.6582,-2543.3703,-2697.5820,-5830.2411,-1563.3141,-5253.0710,4653.0578,-1983.0284,107.2638,-2298.3241,3065.7936,518.1692,3040.0865,1649.7230,3921.1621,1876.4789,-3089.7213,-2982.6953,3099.1223,482.2281,-1989.7897,6068.8395,3736.7789,-3485.5186,5519.9601,676.7879,2006.8493,-372217.2133,-345215.1859,-358887.1903,-360880.9398,-360253.8032,-358711.6611,-352464.2514,-357241.0871,171363186.2511,171411575.4709,171380627.8398,171387797.7449,-356051.6415,171380276.4443,-6503.8537,3454.6652,-3442.0463,2681.4128,5409.2660,6863.5509,-5205.8661,-2979.2879,45.4784,4418.2162,3779.7492,4099.5848,1224.0749,-4770.9531,4752.9081,-806.1550,-3006.0758,-1624.9420,-5194.3644,-57.2235,5374.0038,3738.4924,2078.4490,2487.2714,4118.2850,-4425.8919,5368.7575,5324.2171,-4894.0633,4570.7128,-4323.5157,4218.2830,-185.2606,3931.0765,3233.6675,-2326.6562,5454.7086,-1820.7727,-3619.7006,-3511.9388,-2902.9265,3181.2306,-5092.0047,-2287.1386,2301.3514,3363.3035,1068.4976,4798.6831,-3812.8379,-3672.7334,4633.5620,-3075.5771,2236.7031,-2780.3496,4412.6902,-2241.3686,4867.2193,-5364.8771,-4698.7955,-1569.9897,-5065.3693,-4590.3116,5044.4626,302.1986,-5116.1676,323.1780,-4669.7923,-4602.0724,2831.4626,-3171.6646,-4252.8605,4550.3117,-4068.9213,-2741.2811,-2014.2683,5301.5038,829.2400,-5078.9250,4090.7774,5072.8378,-4475.2379,6480.9658,6508.7310,3113.2338,3404.9261,-5454.4991,4973.5468,-5459.3025,5298.9158,-4655.5844,3555.3515,1617.3307,-2841.5269,2774.7457,1138.4115,1748.2655,3690.6581,274.2618,-2322.6934,4238.8958,-37001.7614,-41798.3175,-37757.3816,-38680.1957,-34157.4407,-42068.7231,-48458.7101,-39221.0482,-61106771.6512,-61088979.7575,-61085076.2069,-61109995.4391,-39843.9242,-61102312.7201,
3600.000,-4593.2836,822.4989,-239.2981,2920.2526,6100.7801,4660.1083,2232.3990,-6543.1966,4866.1961,-4072.4104,3838.7277,3055.8621,4548.9761,2347.1505,2249.1337,-4222.2150,-3593.0856,5698.5474,3572.2456,-4240.7957,-6332.5681,25.2858,5023.1229,5061.2430,-4893.7790,-2088.2195,-3881.3255,5936.4862,6405.1266,3160.7967,-6718.2699,-1151.6849,4976.2394,-5550.0011,1509.0432,-3777.1818,600.2228,2943.1882,1653.5757,-4490.7040,-1564.2291,-5051.9056,2393.7058,4245.7391,-2870.9699,-4957.5079,1995.5103,-152.9400,-1027.4463,6606.2425,-6110.2808,5980.3371,5385.3571,-4898.4843,-1216.4948,-720.5661,4074.5306,2473.1215,5431.9033,-6222.2561,-3688.4420,4607.2523,2819.4521,-3805.8104,-611.4647,478.7221,-3782.2984,-2737.4388,-6679.5793,6458.4769,2175.2578,-2794.5755,3095.2064,-4050.5942,-2954.1036,5270.8081,-1595.3527,-823.3085,2274.1547,-4139.3896,5013.1882,1713.1633,3513.9930,1657.3029,-2592.6527,628.9738,118.7532,-2763.3093,-6338.5593,-947.2071,4032.4268,-5713.3439,-6597.1716,-4742.7186,-4071.8047,-5200.9245,5074.3152,2084.0487,-6427.1605,-4991.6730,246871.6487,264812.4470,245402.0318,248483.4312,257475.7563,253304.8073,252066.0804,251943.2057,84164370.2864,84188610.4268,84191303.0542,84168594.2467,250907.0698,84173908.4878,1385.2155,-4046.1962,6747.7521,-4817.9843,1346.9311,-1971.3992,-4515.5581,-1088.0964,-2019.7305,1432.3093,-1546.5319,2837.3317,1935.7544,-6317.2696,5654.0322,4200.2693,3459.2519,3370.0239,-5513.7392,4250.4106,258.5962,6886.5393,-4055.3922,-3017.9230,2159.3005,3817.8998,3685.4962,-519.4008,-2120.6912,-2991.3638,481.3347,-6799.2506,-2381.3449,-4027.0972,-4848.3144,2300.8399,-5705.7198,-3654.6770,-2422.8293,2366.3165,-6543.2598,-299.5866,-4269.7599,5303.7041,4140.8102,995.6936,-5682.3020,-4459.1621,5024.3078,-1520.0423,3035.1076,2862.4252,-2017.9490,1468.0153,5491.9765,-4461.1295,1906.8999,5873.6656,2300.6369,-769.0892,-5538.8580,3830.1712,-3786.7093,-4296.2264,-6602.6363,-5103.2891,-2200.8698,5885.1536,370.4415,-2449.8767,-6411.0140,-5928.5744,-2811.3504,-190.3226,3555.8373,-1925.2325,5733.7169,4768.3712,3514.8552,-2253.4364,-3172.9181,-4560.0803,3361.8769,-3907.8851,1112.6278,-6166.4663,-2442.2852,-4693.3148,1030.5242,5724.9419,-959.0212,-636.7901,1932.5168,4661.0442,-4484.9678,41.6707,-577.3285,-5401.4798,-576.5776,-4728.2841,-321109.6704,-288680.1813,-304158.0457,-304796.1276,-307037.6048,-304638.2150,-299839.7947,-301508.8815,200019424.8382,200075289.7459,200044927.2842,200042694.4151,-302955.7017,200037435.4515,5014.3520,-5504.4451,-1096.1387,3627.7036,-2844.3385,-4753.1325,4619.0815,-1668.1409,-4321.5365,-5316.0921,-5531.5046,-5550.0984,-4812.1727,784.8868,-3413.5638,-3491.7118,4644.0847,-2063.0193,2149.5142,3440.8557,-2728.4042,433.5306,2388.5471,2967.3712,-4214.1577,5238.7141,-4277.3349,-3026.4962,1399.9686,-5354.4351,1620.5820,-259.8235,4149.8666,309.7206,-4730.3516,5265.3051,-3723.2728,5054.5433,6356.3594,4710.8904,-1527.5424,-4715.6364,4763.0447,-1386.7392,-4597.4894,-4698.0102,3314.9029,-5272.4662,4618.8743,-89.8212,-816.6153,-2018.3239,3217.2716,4674.5254,-3839.1575,5215.3702,-5252.3429,2640.2796,3628.8000,-2873.7125,1783.1839,3159.7271,-5013.5558,3826.5554,1938.2368,4316.3892,5318.1463,2409.5312,1609.5418,-370.9376,1446.8353,-2272.5885,5411.1339,5360.3595,5126.7660,-3719.7413,3461.6113,4834.5429,-5473.5005,-5045.0080,3066.9960,-4937.3548,-4976.9738,-5471.1788,-6353.6957,3018.4708,-6502.0667,4213.1493,-2426.2867,3759.7733,-5524.2970,3434.4819,-790.9124,1311.9172,3253.2002,-4448.8212,-4672.6451,3785.0117,-2626.5891,879.4538,-35809.9916,-40632.3685,-35981.0615,-39427.9654,-32457.5567,-37127.9755,-47611.9369,-38640.5154,-61146374.6136,-61133867.7008,-61129751.3282,-61155116.8976,-38426.0570,-61144952.9627,
7200.000,6408.2969,3479.9336,-1973.1533,-628.5457,-6632.9602,-6932.8473,-304.7934,4278.5062,-580.3488,3642.4061,-2230.7453,-5889.2423,-3717.3903,7.8885,-4662.4562,162.6051,269.7226,-5281.9083,-2165.1653,343.3096,6393.9357,-1808.0203,-1381.6003,328.0611,3692.3022,-760.9197,2959.6765,-5610.9085,-5192.2772,-1332.2011,6076.2639,2565.0462,-1055.6768,5120.7506,2307.5079,143.9353,1481.4359,1448.6235,2684.4038,2585.3443,3000.4398,4852.6784,-441.9056,-5019.4761,-1388.1949,3928.8201,1659.2936,3557.0380,-2588.6799,-4145.5536,4255.7078,-3628.8729,-154.8402,3004.7110,-1957.5032,4427.2307,-6487.0939,-4018.3899,-6921.0951,3701.4990,4748.3042,-6554.4069,-1124.5178,4137.9288,2114.9214,3958.8585,6410.3410,639.6665,4088.9393,-4196.3261,81.1641,4762.9079,-730.9739,3536.9756,-1363.3679,-4907.3506,-1964.7567,-1874.9712,-5857.0221,6672.6396,-3014.1531,-1817.1205,-5418.1640,2559.9916,-1002.8441,1046.8777,3707.6795,5232.4072,5904.9887,-1741.1850,-2721.4223,2389.8683,4281.4410,837.4600,4136.8181,3608.0708,-4660.8114,1659.8053,3371.2759,1612.9647,320838.6698,329535.2681,313504.9538,318960.8281,326135.4990,316532.7437,321119.3116,318554.0828,29469611.9487,29483071.7684,29493854.0675,29468953.3097,319238.4672,29478074.6861,-2604.0868,4533.4615,-4431.6389,-639.1763,397.0719,50.5271,6796.7641,-1610.4240,4266.9791,-5279.9696,5365.5709,-107.9279,2485.2160,5613.0919,-5185.1732,-4139.1497,-6214.3774,16.4206,6176.9001,-5062.6153,-1949.3834,-5045.6271,4184.4007,4009.2286,-5621.0130,-6435.7752,-6173.7563,2899.3359,3405.4703,6230.9011,-2614.2803,5092.6849,4041.3182,1387.5847,5603.2085,-5011.8551,6632.8031,4454.1449,2734.7614,-5660.9424,3754.0179,-3679.3045,6751.4964,-2268.2413,-5740.6496,-4826.7023,3800.1676,5430.4186,-5900.7327,3814.9398,-4041.8825,-782.7605,4083.6210,-4999.7510,-6512.5819,2032.1394,592.1512,-5323.2601,-12.7046,-2104.8207,4233.3135,-1509.4857,6594.7155,133.9926,6104.6110,2046.4906,-322.9486,-6781.0472,-2382.6867,4093.7607,6550.8181,4847.5243,6157.7520,-4695.4874,-4550.4886,4455.0826,-3662.7557,-6485.1069,-1667.8541,212.4714,5827.5920,6681.2292,-4328.5447,4664.0777,-4043.3330,6680.0695,4138.4071,4480.3592,-2751.8348,-6675.4267,4978.5219,-3309.7645,-3765.9758,-5136.4680,407.2502,-4286.3152,4320.8435,3821.1738,-659.8291,3903.8304,-248612.0064,-213429.5918,-229811.2342,-227392.0487,-234056.3312,-230264.9797,-227313.9254,-231958.0910,215021090.3951,215081725.7740,215054510.2086,215038452.1606,-230302.3105,215039606.5074,-628.7069,3816.0324,4811.2257,-6647.8806,-1723.2541,-228.0646,-705.3296,5073.9991,5265.0393,2379.5114,3719.7994,3658.3175,5238.1142,3804.2059,167.8227,5507.5880,-2806.6388,4482.3638,2217.6033,-4716.1423,-1714.1030,-4354.9231,-5298.3344,-5239.4378,1038.1149,-2127.4133,112.3230,-2184.7435,2982.0554,2626.1432,2056.7669,-3895.0702,-5509.4015,-4363.4042,3368.5072,-4722.4614,-745.8300,-5077.9661,-5875.7904,-3056.4471,4935.2833,3264.8973,-991.1209,4201.2391,3397.2112,2967.2617,-5494.6576,2340.3045,-2495.9017,3761.8175,-3576.4974,5834.3411,-5180.1548,-3753.6053,285.4981,-4904.1397,2305.0054,1760.3916,-358.3989,5410.8199,2641.7502,828.1973,1612.4645,-5531.0629,2440.5634,-5017.0503,-2523.1273,1249.5768,-5003.6439,3662.5480,2234.0888,-1391.1173,-2910.6161,-3281.5949,-5024.7065,-1170.4665,-5501.5622,-1151.7149,3205.1666,1738.8810,1262.8073,378.8821,542.1836,4416.5532,5548.1286,1350.7299,4152.1411,-229.9545,-2162.2338,-533.0246,3921.8003,-5318.2279,3909.7797,-4350.0855,-5488.7450,3920.3236,2726.6793,-5534.7786,6044.1921,-5499.5690,-34640.1780,-39445.8455,-34856.8313,-37704.8242,-31163.3200,-35695.7946,-46132.9644,-36949.0179,-61185885.4764,-61178838.4636,-61175017.2914,-61197435.9518,-37005.0271,-61187593.1748,
