sl_100_5400_20291031 Coordinates.csv
2029/10/31 07:47:00.0000 UTC

Generated: Tue Oct  8 21:45:44 2024,
Start: 2029/10/31 07:47:00.00, Stop: 2029/10/31 09:17:00.00,
TIME_UNITS,STARLINK-4738 - X-Coordinate,STARLINK-4664 - X-Coordinate,STARLINK-2617 - X-Coordinate,STARLINK-5795 - X-Coordinate,STARLINK-3609 - X-Coordinate,STARLINK-30805 - X-Coordinate,STARLINK-6033 - X-Coordinate,STARLINK-2046 - X-Coordinate,STARLINK-5671 - X-Coordinate,STARLINK-6245 - X-Coordinate,STARLINK-4398 - X-Coordinate,STARLINK-5733 - X-Coordinate,STARLINK-1560 - X-Coordinate,STARLINK-3720 - X-Coordinate,STARLINK-6136 - X-Coordinate,STARLINK-4004 - X-Coordinate,STARLINK-2169 - X-Coordinate,STARLINK-4027 - X-Coordinate,STARLINK-30369 - X-Coordinate,STARLINK-31466 - X-Coordinate,STARLINK-5255 - X-Coordinate,STARLINK-3799 - X-Coordinate,STARLINK-30841 - X-Coordinate,STARLINK-11288 [DTC] - X-Coordinate,STARLINK-30098 - X-Coordinate,STARLINK-2016 - X-Coordinate,STARLINK-2000 - X-Coordinate,STARLINK-5942 - X-Coordinate,STARLINK-31945 - X-Coordinate,STARLINK-31093 - X-Coordinate,STARLINK-6028 - X-Coordinate,STARLINK-30555 - X-Coordinate,STARLINK-4290 - X-Coordinate,STARLINK-30113 - X-Coordinate,STARLINK-5498 - X-Coordinate,STARLINK-6030 - X-Coordinate,STARLINK-5829 - X-Coordinate,STARLINK-5486 - X-Coordinate,STARLINK-31772 - X-Coordinate,STARLINK-4791 - X-Coordinate,STARLINK-4722 - X-Coordinate,STARLINK-3843 - X-Coordinate,STARLINK-30426 - X-Coordinate,STARLINK-4171 - X-Coordinate,STARLINK-3539 - X-Coordinate,STARLINK-6341 - X-Coordinate,STARLINK-31036 - X-Coordinate,STARLINK-30797 - X-Coordinate,STARLINK-11119 [DTC] - X-Coordinate,STARLINK-5247 - X-Coordinate,STARLINK-2509 - X-Coordinate,STARLINK-31114 - X-Coordinate,STARLINK-4716 - X-Coordinate,STARLINK-30052 - X-Coordinate,STARLINK-3366 - X-Coordinate,STARLINK-1542 - X-Coordinate,STARLINK-1984 - X-Coordinate,STARLINK-4601 - X-Coordinate,STARLINK-2160 - X-Coordinate,STARLINK-31775 - X-Coordinate,STARLINK-30989 - X-Coordinate,STARLINK-2534 - X-Coordinate,STARLINK-4319 - X-Coordinate,STARLINK-6173 - X-Coordinate,STARLINK-5621 - X-Coordinate,STARLINK-6203 - X-Coordinate,STARLINK-4534 - X-Coordinate,STARLINK-2698 - X-Coordinate,STARLINK-1781 - X-Coordinate,STARLINK-31783 - X-Coordinate,STARLINK-1479 - X-Coordinate,STARLINK-1979 - X-Coordinate,STARLINK-5711 - X-Coordinate,STARLINK-3275 - X-Coordinate,STARLINK-1545 - X-Coordinate,STARLINK-5732 - X-Coordinate,STARLINK-31777 - X-Coordinate,STARLINK-31646 - X-Coordinate,STARLINK-1012 - X-Coordinate,STARLINK-1911 - X-Coordinate,STARLINK-11077 [DTC] - X-Coordinate,STARLINK-3176 - X-Coordinate,STARLINK-31947 - X-Coordinate,STARLINK-30262 - X-Coordinate,STARLINK-30474 - X-Coordinate,STARLINK-30356 - X-Coordinate,STARLINK-31004 - X-Coordinate,STARLINK-3620 - X-Coordinate,STARLINK-32095 - X-Coordinate,STARLINK-31511 - X-Coordinate,STARLINK-3209 - X-Coordinate,STARLINK-4140 - X-Coordinate,STARLINK-5807 - X-Coordinate,STARLINK-4714 - X-Coordinate,STARLINK-3936 - X-Coordinate,STARLINK-3285 - X-Coordinate,STARLINK-5447 - X-Coordinate,STARLINK-5827 - X-Coordinate,STARLINK-6339 - X-Coordinate,STARLINK-1832 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-4738 - Y-Coordinate,STARLINK-4664 - Y-Coordinate,STARLINK-2617 - Y-Coordinate,STARLINK-5795 - Y-Coordinate,STARLINK-3609 - Y-Coordinate,STARLINK-30805 - Y-Coordinate,STARLINK-6033 - Y-Coordinate,STARLINK-2046 - Y-Coordinate,STARLINK-5671 - Y-Coordinate,STARLINK-6245 - Y-Coordinate,STARLINK-4398 - Y-Coordinate,STARLINK-5733 - Y-Coordinate,STARLINK-1560 - Y-Coordinate,STARLINK-3720 - Y-Coordinate,STARLINK-6136 - Y-Coordinate,STARLINK-4004 - Y-Coordinate,STARLINK-2169 - Y-Coordinate,STARLINK-4027 - Y-Coordinate,STARLINK-30369 - Y-Coordinate,STARLINK-31466 - Y-Coordinate,STARLINK-5255 - Y-Coordinate,STARLINK-3799 - Y-Coordinate,STARLINK-30841 - Y-Coordinate,STARLINK-11288 [DTC] - Y-Coordinate,STARLINK-30098 - Y-Coordinate,STARLINK-2016 - Y-Coordinate,STARLINK-2000 - Y-Coordinate,STARLINK-5942 - Y-Coordinate,STARLINK-31945 - Y-Coordinate,STARLINK-31093 - Y-Coordinate,STARLINK-6028 - Y-Coordinate,STARLINK-30555 - Y-Coordinate,STARLINK-4290 - Y-Coordinate,STARLINK-30113 - Y-Coordinate,STARLINK-5498 - Y-Coordinate,STARLINK-6030 - Y-Coordinate,STARLINK-5829 - Y-Coordinate,STARLINK-5486 - Y-Coordinate,STARLINK-31772 - Y-Coordinate,STARLINK-4791 - Y-Coordinate,STARLINK-4722 - Y-Coordinate,STARLINK-3843 - Y-Coordinate,STARLINK-30426 - Y-Coordinate,STARLINK-4171 - Y-Coordinate,STARLINK-3539 - Y-Coordinate,STARLINK-6341 - Y-Coordinate,STARLINK-31036 - Y-Coordinate,STARLINK-30797 - Y-Coordinate,STARLINK-11119 [DTC] - Y-Coordinate,STARLINK-5247 - Y-Coordinate,STARLINK-2509 - Y-Coordinate,STARLINK-31114 - Y-Coordinate,STARLINK-4716 - Y-Coordinate,STARLINK-30052 - Y-Coordinate,STARLINK-3366 - Y-Coordinate,STARLINK-1542 - Y-Coordinate,STARLINK-1984 - Y-Coordinate,STARLINK-4601 - Y-Coordinate,STARLINK-2160 - Y-Coordinate,STARLINK-31775 - Y-Coordinate,STARLINK-30989 - Y-Coordinate,STARLINK-2534 - Y-Coordinate,STARLINK-4319 - Y-Coordinate,STARLINK-6173 - Y-Coordinate,STARLINK-5621 - Y-Coordinate,STARLINK-6203 - Y-Coordinate,STARLINK-4534 - Y-Coordinate,STARLINK-2698 - Y-Coordinate,STARLINK-1781 - Y-Coordinate,STARLINK-31783 - Y-Coordinate,STARLINK-1479 - Y-Coordinate,STARLINK-1979 - Y-Coordinate,STARLINK-5711 - Y-Coordinate,STARLINK-3275 - Y-Coordinate,STARLINK-1545 - Y-Coordinate,STARLINK-5732 - Y-Coordinate,STARLINK-31777 - Y-Coordinate,STARLINK-31646 - Y-Coordinate,STARLINK-1012 - Y-Coordinate,STARLINK-1911 - Y-Coordinate,STARLINK-11077 [DTC] - Y-Coordinate,STARLINK-3176 - Y-Coordinate,STARLINK-31947 - Y-Coordinate,STARLINK-30262 - Y-Coordinate,STARLINK-30474 - Y-Coordinate,STARLINK-30356 - Y-Coordinate,STARLINK-31004 - Y-Coordinate,STARLINK-3620 - Y-Coordinate,STARLINK-32095 - Y-Coordinate,STARLINK-31511 - Y-Coordinate,STARLINK-3209 - Y-Coordinate,STARLINK-4140 - Y-Coordinate,STARLINK-5807 - Y-Coordinate,STARLINK-4714 - Y-Coordinate,STARLINK-3936 - Y-Coordinate,STARLINK-3285 - Y-Coordinate,STARLINK-5447 - Y-Coordinate,STARLINK-5827 - Y-Coordinate,STARLINK-6339 - Y-Coordinate,STARLINK-1832 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-4738 - Z-Coordinate,STARLINK-4664 - Z-Coordinate,STARLINK-2617 - Z-Coordinate,STARLINK-5795 - Z-Coordinate,STARLINK-3609 - Z-Coordinate,STARLINK-30805 - Z-Coordinate,STARLINK-6033 - Z-Coordinate,STARLINK-2046 - Z-Coordinate,STARLINK-5671 - Z-Coordinate,STARLINK-6245 - Z-Coordinate,STARLINK-4398 - Z-Coordinate,STARLINK-5733 - Z-Coordinate,STARLINK-1560 - Z-Coordinate,STARLINK-3720 - Z-Coordinate,STARLINK-6136 - Z-Coordinate,STARLINK-4004 - Z-Coordinate,STARLINK-2169 - Z-Coordinate,STARLINK-4027 - Z-Coordinate,STARLINK-30369 - Z-Coordinate,STARLINK-31466 - Z-Coordinate,STARLINK-5255 - Z-Coordinate,STARLINK-3799 - Z-Coordinate,STARLINK-30841 - Z-Coordinate,STARLINK-11288 [DTC] - Z-Coordinate,STARLINK-30098 - Z-Coordinate,STARLINK-2016 - Z-Coordinate,STARLINK-2000 - Z-Coordinate,STARLINK-5942 - Z-Coordinate,STARLINK-31945 - Z-Coordinate,STARLINK-31093 - Z-Coordinate,STARLINK-6028 - Z-Coordinate,STARLINK-30555 - Z-Coordinate,STARLINK-4290 - Z-Coordinate,STARLINK-30113 - Z-Coordinate,STARLINK-5498 - Z-Coordinate,STARLINK-6030 - Z-Coordinate,STARLINK-5829 - Z-Coordinate,STARLINK-5486 - Z-Coordinate,STARLINK-31772 - Z-Coordinate,STARLINK-4791 - Z-Coordinate,STARLINK-4722 - Z-Coordinate,STARLINK-3843 - Z-Coordinate,STARLINK-30426 - Z-Coordinate,STARLINK-4171 - Z-Coordinate,STARLINK-3539 - Z-Coordinate,STARLINK-6341 - Z-Coordinate,STARLINK-31036 - Z-Coordinate,STARLINK-30797 - Z-Coordinate,STARLINK-11119 [DTC] - Z-Coordinate,STARLINK-5247 - Z-Coordinate,STARLINK-2509 - Z-Coordinate,STARLINK-31114 - Z-Coordinate,STARLINK-4716 - Z-Coordinate,STARLINK-30052 - Z-Coordinate,STARLINK-3366 - Z-Coordinate,STARLINK-1542 - Z-Coordinate,STARLINK-1984 - Z-Coordinate,STARLINK-4601 - Z-Coordinate,STARLINK-2160 - Z-Coordinate,STARLINK-31775 - Z-Coordinate,STARLINK-30989 - Z-Coordinate,STARLINK-2534 - Z-Coordinate,STARLINK-4319 - Z-Coordinate,STARLINK-6173 - Z-Coordinate,STARLINK-5621 - Z-Coordinate,STARLINK-6203 - Z-Coordinate,STARLINK-4534 - Z-Coordinate,STARLINK-2698 - Z-Coordinate,STARLINK-1781 - Z-Coordinate,STARLINK-31783 - Z-Coordinate,STARLINK-1479 - Z-Coordinate,STARLINK-1979 - Z-Coordinate,STARLINK-5711 - Z-Coordinate,STARLINK-3275 - Z-Coordinate,STARLINK-1545 - Z-Coordinate,STARLINK-5732 - Z-Coordinate,STARLINK-31777 - Z-Coordinate,STARLINK-31646 - Z-Coordinate,STARLINK-1012 - Z-Coordinate,STARLINK-1911 - Z-Coordinate,STARLINK-11077 [DTC] - Z-Coordinate,STARLINK-3176 - Z-Coordinate,STARLINK-31947 - Z-Coordinate,STARLINK-30262 - Z-Coordinate,STARLINK-30474 - Z-Coordinate,STARLINK-30356 - Z-Coordinate,STARLINK-31004 - Z-Coordinate,STARLINK-3620 - Z-Coordinate,STARLINK-32095 - Z-Coordinate,STARLINK-31511 - Z-Coordinate,STARLINK-3209 - Z-Coordinate,STARLINK-4140 - Z-Coordinate,STARLINK-5807 - Z-Coordinate,STARLINK-4714 - Z-Coordinate,STARLINK-3936 - Z-Coordinate,STARLINK-3285 - Z-Coordinate,STARLINK-5447 - Z-Coordinate,STARLINK-5827 - Z-Coordinate,STARLINK-6339 - Z-Coordinate,STARLINK-1832 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,1356.8407,39.5107,4986.3797,-4618.2882,-3619.0143,5974.5552,-4424.2092,1426.5560,-2702.1614,-527.8938,1425.5950,2577.4836,3549.2309,-3378.0483,-257.7326,-965.4119,4696.9544,-3758.8751,-6281.7717,284.0002,-616.3574,4211.3272,3440.0221,-5280.9089,-5231.2005,2101.4938,-5056.9381,4723.1367,504.5769,4484.6490,3472.3024,4750.3773,5183.7869,2593.9625,2946.5900,-1167.3511,-547.3035,5890.5787,-3807.2828,1972.2029,-2556.9671,4786.8266,-4805.4589,-5679.0661,4668.4148,-4349.3731,1038.4166,6332.1080,0.0000,2843.2973,3739.0034,1614.5178,4396.0613,3535.0944,6211.5321,-3747.8751,0.0000,5891.6760,912.8283,-5402.3987,-1891.8731,6165.6095,-5139.4083,330.0933,2581.1551,-3297.3662,-1273.8424,-3306.7971,-4475.9731,-951.1108,2503.6523,923.4110,3059.1288,6157.4644,3348.6733,-6310.8061,-5249.9541,-3975.6650,4645.9433,4929.2123,-3094.0071,-4757.3239,4349.6190,-4616.5481,4551.1106,15.2911,-4273.1424,-33.1992,-4669.1759,-2304.3356,-3207.6712,3842.3491,-1948.0382,-2220.5120,-1427.3805,-3353.5069,4941.8768,-4949.3953,360.7005,341.9350,-347988.1631,-363605.0611,-356245.9944,-353023.9950,-350085.8620,-352378.4452,-359467.7330,-355747.6036,86758473.2026,86750147.2761,86769820.6923,86776139.9540,-356426.5026,86772446.9027,-5998.9714,-5850.0746,-4674.0821,3076.9064,5836.1252,3495.6492,-3600.5218,6724.7104,5502.8045,-6724.3207,2779.2747,-5030.2641,-5708.1546,-5951.7667,-5612.8475,5652.8962,-154.0122,-2939.0183,864.8802,5490.7655,-6850.4668,-1722.4507,-3721.1425,3283.0033,-3708.2715,-6326.6399,241.3261,3369.9889,5284.6263,1985.0686,-1547.0903,4833.3909,2278.5185,6179.0481,5075.5438,-6218.2023,749.8849,-3436.0559,4459.1272,-3690.6985,3232.0249,-1899.9684,4763.1951,363.4309,4966.5822,919.5481,4664.0990,-2155.5797,0.0000,-5939.3240,-5332.7480,-4253.4954,1102.1660,-5014.8388,1823.1212,4575.3184,0.0000,-2088.2401,-4206.3046,-598.1166,-6662.9285,-3077.2270,-3454.0059,-5121.2351,2757.8846,6082.1462,6764.5190,3919.3357,-2952.1951,6449.4696,6346.0545,6237.1308,-4525.7111,-600.9871,-2989.0216,-116.7760,4017.5648,-2344.2368,3405.3863,-4717.3271,4154.3515,4952.9613,3526.1927,4681.6272,-2706.6403,5254.6108,3675.6750,6873.3836,-2171.4298,6401.9520,4544.7377,-1567.6291,2742.8286,3936.0676,-4657.6670,-2591.5346,1364.5274,4776.6568,2470.8960,4880.8774,-124634.4127,-102968.6665,-114920.7877,-113241.5400,-105213.3714,-106249.2840,-107159.6118,-109042.4088,234315865.4845,234366203.5743,234350207.8861,234317380.2892,-109182.7599,234324583.7416,-3168.3575,3672.2908,1104.1269,-4274.2305,-170.1375,226.1733,-3964.9558,-96.5414,3165.6742,1612.0657,-6013.8095,3984.4023,1573.5259,-298.2629,-4025.1079,-3852.9482,5033.7958,5006.9847,-2506.7617,3989.1779,515.7343,5184.4582,-4718.0133,-2409.7272,-2627.2356,-1523.3713,-4794.4853,-3793.3567,4309.1611,-4901.5008,5798.9719,-1221.3014,3898.0476,-859.3725,-3723.1370,-2837.5015,6867.3527,1315.4245,3442.4342,5370.0507,-5476.8070,4587.1953,1094.3752,3906.0581,-1003.3792,-5331.1252,-4886.3957,-1530.9163,0.0000,-1978.7502,-1814.6734,4917.8499,-5231.2509,3187.0824,-2287.4936,3303.2966,0.0000,2913.2254,-5243.0307,-4144.7420,-498.0267,-350.8194,3124.0883,-4676.9610,-5810.5227,-479.4256,-577.9292,-4596.0884,4328.9769,2067.8582,671.0896,-2723.5242,4256.1302,2370.9615,5166.5574,-2866.3706,1557.1282,5028.4535,3783.0057,844.9526,4190.6907,622.4053,3919.6582,-1785.7148,-4285.1723,4521.6679,4036.6441,498.1999,-4470.4793,419.5883,-4089.8252,5488.5111,6059.9957,-5210.2789,-4854.6737,5449.8724,-4592.3891,-711.7756,6475.3112,-4747.5386,78823.1146,76760.9086,77609.2201,76365.9268,81102.0003,73438.7965,66773.3775,77104.7780,-115090795.3949,-115105725.8648,-115105561.6872,-115098928.1842,75424.8366,-115102882.9202,
300.000,129.8091,-1447.5920,4117.7647,-3780.3422,-2390.7150,6481.2268,-2923.1656,2529.0649,-763.1510,-2018.4328,-135.2176,506.9972,2537.9849,-4288.4430,-2153.0611,390.3595,3647.0834,-4102.1981,-5236.3206,2174.7964,-1773.1953,2631.2743,1693.9608,-3746.5206,-6342.3640,941.6865,-3890.0163,6044.4074,2445.4811,4250.9148,4126.2858,5599.6096,6333.9353,3936.8675,2948.2488,-2831.5506,-2436.2138,4922.1901,-3061.3860,219.1466,-663.3137,3104.8858,-3489.8961,-4438.2893,5145.8943,-5339.2749,2936.0323,5235.4759,0.0000,1785.9747,2777.0223,-542.8685,5335.4198,1616.3809,6811.4957,-2967.5923,0.0000,4473.9145,-1259.2014,-4425.4680,-3264.2627,5237.9599,-3785.7272,-1800.6732,4402.2301,-1772.9602,-59.8628,-2434.1341,-5891.8189,595.8618,3444.3346,2116.8969,1594.5637,5056.6159,1370.9857,-5493.2974,-3756.4801,-4104.1290,4623.6600,3675.0940,-2170.1312,-3765.8668,5776.2788,-2988.5169,3724.9434,2054.9594,-3282.6305,1167.2693,-4995.4959,-732.6327,-2317.3497,2675.4606,-1464.0768,-72.4443,-2846.9121,-4792.0429,4310.0469,-3551.2871,2318.6315,2145.6778,-345186.1467,-361414.8860,-354002.2251,-350807.5717,-347687.9937,-350078.3134,-357028.2873,-353227.0521,81624256.3543,81615044.7008,81634943.9377,81642281.8256,-354044.4076,81638239.0382,-6745.4494,-4734.7268,-5522.5758,4833.4522,6136.7128,2064.9273,-2962.1875,6110.7133,5476.9575,-5936.3880,1213.3398,-5150.5229,-6417.8437,-5119.4129,-5834.6092,6481.2315,-2014.6112,-845.9314,2386.0946,4555.7457,-6263.5323,-3187.9666,-4968.7974,3915.1256,-2508.4470,-6765.3975,1945.5340,2078.8602,4371.1861,-97.5414,-3243.1500,3960.4451,1151.9322,5443.2066,3474.0134,-6156.0681,-471.3777,-3617.5039,5784.7110,-4865.2954,4309.2492,-3070.9891,5191.1337,1814.2880,3693.0796,2220.4324,4857.0589,-3102.9304,0.0000,-6635.3153,-6162.5625,-3996.1451,-656.9155,-5294.8820,667.3958,5854.5314,0.0000,-3034.6316,-3905.6901,1121.5042,-6037.7887,-3962.4907,-3073.9535,-4818.1687,2814.1099,6409.7519,6793.8562,5494.4098,-1968.9990,6790.2898,5409.4868,5063.0689,-5838.4850,-1847.2972,-3880.5948,1573.9642,4845.5800,-194.8045,1516.3359,-5208.0772,5638.4535,5653.8733,2264.1324,5278.8083,-4539.3527,5397.1581,5304.8128,6664.8245,-28.5730,6496.4077,5933.3160,-3408.1993,4607.8319,4131.3778,-3104.5586,-1064.5819,-588.4462,5519.1545,1447.6779,5377.5282,-131948.6460,-110405.6442,-122403.1005,-120674.0468,-112672.1896,-113786.2668,-114640.0283,-116983.4862,236155716.6230,236205524.0293,236189840.8916,236157808.7469,-116680.2296,236164357.0927,-1528.1489,4813.5047,-706.6982,-3374.9747,-1957.6921,-1309.8739,-5562.8187,-1884.1384,4123.5749,2959.0099,-6666.8496,4585.4287,-226.9945,1515.5282,-3014.0723,-2358.7490,5482.2024,5502.5291,-3659.3042,4543.7474,2274.2531,5521.1059,-4514.3660,-3888.6811,-1218.6857,287.8114,-5449.7484,-2680.8833,4654.3699,-5477.5269,4534.5870,595.2248,2416.5387,705.1207,-5248.4097,-1466.1048,6471.1725,3300.4879,1851.0163,4758.3890,-5288.7754,5336.2034,2795.3925,4962.4337,-2714.2447,-3839.2551,-3806.2055,-3172.4784,0.0000,-193.3916,-8.8163,5348.7503,-4359.5838,4139.5443,-526.5529,1685.5218,0.0000,4278.4121,-5401.4752,-5087.9694,1044.0856,-2118.5803,4928.3527,-4663.6123,-4552.7649,-1970.6281,1236.7861,-3361.2064,2987.8865,577.9790,2415.7274,-4131.0263,3368.3412,3857.4093,5467.7964,-3925.3235,2917.4408,5449.2261,4877.8510,2570.3343,2814.6791,-1194.6366,2871.7858,-3103.7153,-3451.6536,3836.9616,3028.3588,-1316.8215,-4641.4995,1926.1581,-2662.2088,5345.2504,4969.0390,-5522.8233,-5437.0097,4855.5428,-5334.4987,-2182.5656,6379.5279,-3599.3927,78703.2882,76631.3166,77543.7765,76079.2933,81025.3068,73607.2412,66593.4343,76898.4608,-115091927.3318,-115107107.9225,-115107041.2865,-115099745.6673,75313.0709,-115104060.2377,
600.000,-1093.0474,-2837.9228,2834.8647,-2619.5483,-901.0594,6364.1380,-1150.6553,3396.5600,1270.2233,-3341.4888,-1607.7854,-1622.4757,1270.5163,-4773.8369,-3819.7137,1681.8720,2280.7668,-4101.0768,-3668.9266,3870.8096,-2777.9341,826.4186,-187.7262,-1784.9280,-6835.2346,-318.5979,-2389.2956,6783.2077,4164.8834,3658.3929,4409.3866,5887.6451,6845.4624,4872.2332,2717.9804,-4210.1642,-4013.1859,3434.0188,-2015.4713,-1517.2543,1264.3947,1134.3576,-1797.8237,-2780.9676,5130.8054,-5815.3890,4509.8608,3600.9232,0.0000,549.5115,1518.4794,-2656.0844,5780.6149,-473.6165,6717.0002,-1891.9258,0.0000,2609.2597,-3309.7194,-3033.0213,-4331.0798,3776.2744,-2055.9533,-3763.7044,5758.2773,-61.2771,1174.0928,-1354.4650,-6717.5072,2076.9583,4059.2854,3141.8651,5.4810,3392.6696,-726.0192,-4163.9318,-1864.1326,-3871.5740,4188.4588,2030.5613,-1038.1243,-2386.1265,6622.5985,-1041.0505,2551.9447,3880.9648,-2003.6596,2265.2825,-4858.9575,931.2714,-1225.4086,1292.3586,-896.3502,2082.5365,-4031.6939,-5784.3942,3296.5124,-1793.9849,4078.4200,3699.6616,-342231.1318,-359069.4956,-351601.5098,-348444.9678,-345134.4047,-347629.0672,-354431.7876,-350590.1094,76451066.7571,76440983.1464,76461103.9848,76469404.2416,-351504.5975,76465062.1825,-6823.4251,-3174.2759,-5828.6809,6135.3103,5826.5361,422.5431,-1940.3562,4874.0501,4948.0013,-4579.3724,-556.1445,-4812.0490,-6486.4660,-3752.8192,-5508.5599,6671.1411,-3710.2986,1329.9599,3698.4287,3185.4991,-5047.2400,-4384.6039,-5766.6424,4157.4060,-1076.4389,-6506.8010,3505.4656,611.7653,3054.6710,-2187.9248,-4575.1085,2682.1905,-63.7555,4131.8424,1502.0040,-5505.8142,-1718.5563,-3470.1597,6498.2915,-5571.9048,4997.6892,-3991.2448,5113.4375,3133.5205,2030.0236,3254.2919,4587.6793,-3770.3461,0.0000,-6657.4859,-6334.1778,-3363.8114,-2315.6054,-5095.7963,-550.3771,6508.2023,0.0000,-3725.4389,-3256.1119,2769.0414,-4826.5052,-4472.9813,-2300.5725,-4095.8809,2640.9928,6127.6393,6145.6806,6516.5492,-822.0560,6445.5828,3911.7229,3385.1246,-6596.2403,-2929.7477,-4434.1027,3144.6108,5199.8085,1978.5342,-546.5195,-5194.2085,6493.7630,5796.0778,800.9679,5363.7157,-5907.7312,5051.4754,6420.3865,5785.4651,2113.3051,5934.7741,6726.6917,-4935.2466,6007.3532,3976.4840,-1271.6137,523.4240,-2513.7529,5739.7801,353.1733,5347.3794,-139198.8374,-117799.1251,-129831.4068,-128051.4815,-120078.6289,-121282.8222,-122066.1261,-124845.1052,237883087.3595,237932344.0627,237916971.5782,237885805.2725,-124125.7821,237891650.7451,276.7471,5434.6193,-2441.5964,-2125.3022,-3530.0007,-2705.3196,-6570.9962,-3465.0875,4634.1628,3989.4174,-6561.1657,4692.8185,-2002.9338,3160.9654,-1677.5581,-609.4082,5333.8569,5406.6529,-4401.0243,4582.4605,3785.3823,5259.6940,-3826.5812,-4901.3678,320.6094,2066.8325,-5533.3318,-1281.3458,4481.5746,-5469.5188,2786.4764,2346.6278,670.0139,2188.0405,-6217.7769,62.2736,5385.1319,4934.1093,49.7920,3610.7339,-4516.9831,5506.6052,4186.5699,5481.6053,-4129.4135,-1938.4411,-2301.3188,-4464.3461,0.0000,1613.1852,1798.0286,5148.5400,-3019.8221,4645.7622,1292.4497,-125.3448,0.0000,5178.7913,-4945.4033,-5464.9314,2474.8280,-3656.4589,6206.5621,-4154.3266,-2808.1653,-3251.1731,2917.4777,-1759.4755,1321.6461,-976.3405,3892.7248,-5084.7476,2119.3032,4872.3662,5162.9352,-4564.6386,3945.6403,5260.9121,5442.2037,4013.4394,1100.0826,-2881.8052,1503.5593,-4072.1604,-2229.2203,2742.1823,1696.3046,-2988.4262,-4291.7912,3215.7343,-946.1362,4618.7717,3347.6578,-5237.2083,-5425.4095,3736.4481,-5495.1549,-3418.0730,5606.3907,-2046.7589,78583.1540,76501.0500,77474.0357,75790.2091,80945.5657,73780.9869,66418.0162,76574.7806,-115093064.5214,-115108489.6362,-115108519.9886,-115100587.1316,75201.2550,-115105237.3216,
