sl_100_86400_20290308 Coordinates.csv
2029/03/08 07:47:00.0000 UTC

Generated: Tue Oct  8 21:48:18 2024,
Start: 2029/03/08 07:47:00.00, Stop: 2029/03/09 07:47:00.00,
TIME_UNITS,STARLINK-5645 - X-Coordinate,STARLINK-1984 - X-Coordinate,STARLINK-6078 - X-Coordinate,STARLINK-5328 - X-Coordinate,STARLINK-5331 - X-Coordinate,STARLINK-2404 - X-Coordinate,STARLINK-3987 - X-Coordinate,STARLINK-2103 - X-Coordinate,STARLINK-5021 - X-Coordinate,STARLINK-3185 - X-Coordinate,STARLINK-5100 - X-Coordinate,STARLINK-2514 - X-Coordinate,STARLINK-31095 - X-Coordinate,STARLINK-32220 - X-Coordinate,STARLINK-31463 - X-Coordinate,STARLINK-30938 - X-Coordinate,STARLINK-2054 - X-Coordinate,STARLINK-30201 - X-Coordinate,STARLINK-4534 - X-Coordinate,STARLINK-30756 - X-Coordinate,STARLINK-1770 - X-Coordinate,STARLINK-4188 - X-Coordinate,STARLINK-31264 - X-Coordinate,STARLINK-3231 - X-Coordinate,STARLINK-31922 - X-Coordinate,STARLINK-5450 - X-Coordinate,STARLINK-5520 - X-Coordinate,STARLINK-3372 - X-Coordinate,STARLINK-2184 - X-Coordinate,STARLINK-1808 - X-Coordinate,STARLINK-31332 - X-Coordinate,STARLINK-3891 - X-Coordinate,STARLINK-31468 - X-Coordinate,STARLINK-5788 - X-Coordinate,STARLINK-31605 - X-Coordinate,STARLINK-4079 - X-Coordinate,STARLINK-31671 - X-Coordinate,STARLINK-30900 - X-Coordinate,STARLINK-31446 - X-Coordinate,STARLINK-5799 - X-Coordinate,STARLINK-5771 - X-Coordinate,STARLINK-4158 - X-Coordinate,STARLINK-30255 - X-Coordinate,STARLINK-4080 - X-Coordinate,STARLINK-5960 - X-Coordinate,STARLINK-5053 - X-Coordinate,STARLINK-3978 - X-Coordinate,STARLINK-3675 - X-Coordinate,STARLINK-4656 - X-Coordinate,STARLINK-11141 [DTC] - X-Coordinate,STARLINK-31443 - X-Coordinate,STARLINK-4522 - X-Coordinate,STARLINK-2486 - X-Coordinate,STARLINK-3587 - X-Coordinate,STARLINK-31171 - X-Coordinate,STARLINK-4096 - X-Coordinate,STARLINK-11228 [DTC] - X-Coordinate,STARLINK-4694 - X-Coordinate,STARLINK-4287 - X-Coordinate,STARLINK-2232 - X-Coordinate,STARLINK-1828 - X-Coordinate,STARLINK-2280 - X-Coordinate,STARLINK-5612 - X-Coordinate,STARLINK-4551 - X-Coordinate,STARLINK-4711 - X-Coordinate,STARLINK-2426 - X-Coordinate,STARLINK-5792 - X-Coordinate,STARLINK-5882 - X-Coordinate,STARLINK-31438 - X-Coordinate,STARLINK-30169 - X-Coordinate,STARLINK-11114 [DTC] - X-Coordinate,STARLINK-31074 - X-Coordinate,STARLINK-30182 - X-Coordinate,STARLINK-5467 - X-Coordinate,STARLINK-31504 - X-Coordinate,STARLINK-30534 - X-Coordinate,STARLINK-2309 - X-Coordinate,STARLINK-30289 - X-Coordinate,STARLINK-31296 - X-Coordinate,STARLINK-31152 - X-Coordinate,STARLINK-6068 - X-Coordinate,STARLINK-30279 - X-Coordinate,STARLINK-2235 - X-Coordinate,STARLINK-30504 - X-Coordinate,STARLINK-6079 - X-Coordinate,STARLINK-30514 - X-Coordinate,STARLINK-31177 - X-Coordinate,STARLINK-31005 - X-Coordinate,STARLINK-5397 - X-Coordinate,STARLINK-11096 [DTC] - X-Coordinate,STARLINK-30984 - X-Coordinate,STARLINK-31381 - X-Coordinate,STARLINK-11132 [DTC] - X-Coordinate,STARLINK-4497 - X-Coordinate,STARLINK-3527 - X-Coordinate,STARLINK-31664 - X-Coordinate,STARLINK-5406 - X-Coordinate,STARLINK-4342 - X-Coordinate,STARLINK-5759 - X-Coordinate,STARLINK-3770 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5645 - Y-Coordinate,STARLINK-1984 - Y-Coordinate,STARLINK-6078 - Y-Coordinate,STARLINK-5328 - Y-Coordinate,STARLINK-5331 - Y-Coordinate,STARLINK-2404 - Y-Coordinate,STARLINK-3987 - Y-Coordinate,STARLINK-2103 - Y-Coordinate,STARLINK-5021 - Y-Coordinate,STARLINK-3185 - Y-Coordinate,STARLINK-5100 - Y-Coordinate,STARLINK-2514 - Y-Coordinate,STARLINK-31095 - Y-Coordinate,STARLINK-32220 - Y-Coordinate,STARLINK-31463 - Y-Coordinate,STARLINK-30938 - Y-Coordinate,STARLINK-2054 - Y-Coordinate,STARLINK-30201 - Y-Coordinate,STARLINK-4534 - Y-Coordinate,STARLINK-30756 - Y-Coordinate,STARLINK-1770 - Y-Coordinate,STARLINK-4188 - Y-Coordinate,STARLINK-31264 - Y-Coordinate,STARLINK-3231 - Y-Coordinate,STARLINK-31922 - Y-Coordinate,STARLINK-5450 - Y-Coordinate,STARLINK-5520 - Y-Coordinate,STARLINK-3372 - Y-Coordinate,STARLINK-2184 - Y-Coordinate,STARLINK-1808 - Y-Coordinate,STARLINK-31332 - Y-Coordinate,STARLINK-3891 - Y-Coordinate,STARLINK-31468 - Y-Coordinate,STARLINK-5788 - Y-Coordinate,STARLINK-31605 - Y-Coordinate,STARLINK-4079 - Y-Coordinate,STARLINK-31671 - Y-Coordinate,STARLINK-30900 - Y-Coordinate,STARLINK-31446 - Y-Coordinate,STARLINK-5799 - Y-Coordinate,STARLINK-5771 - Y-Coordinate,STARLINK-4158 - Y-Coordinate,STARLINK-30255 - Y-Coordinate,STARLINK-4080 - Y-Coordinate,STARLINK-5960 - Y-Coordinate,STARLINK-5053 - Y-Coordinate,STARLINK-3978 - Y-Coordinate,STARLINK-3675 - Y-Coordinate,STARLINK-4656 - Y-Coordinate,STARLINK-11141 [DTC] - Y-Coordinate,STARLINK-31443 - Y-Coordinate,STARLINK-4522 - Y-Coordinate,STARLINK-2486 - Y-Coordinate,STARLINK-3587 - Y-Coordinate,STARLINK-31171 - Y-Coordinate,STARLINK-4096 - Y-Coordinate,STARLINK-11228 [DTC] - Y-Coordinate,STARLINK-4694 - Y-Coordinate,STARLINK-4287 - Y-Coordinate,STARLINK-2232 - Y-Coordinate,STARLINK-1828 - Y-Coordinate,STARLINK-2280 - Y-Coordinate,STARLINK-5612 - Y-Coordinate,STARLINK-4551 - Y-Coordinate,STARLINK-4711 - Y-Coordinate,STARLINK-2426 - Y-Coordinate,STARLINK-5792 - Y-Coordinate,STARLINK-5882 - Y-Coordinate,STARLINK-31438 - Y-Coordinate,STARLINK-30169 - Y-Coordinate,STARLINK-11114 [DTC] - Y-Coordinate,STARLINK-31074 - Y-Coordinate,STARLINK-30182 - Y-Coordinate,STARLINK-5467 - Y-Coordinate,STARLINK-31504 - Y-Coordinate,STARLINK-30534 - Y-Coordinate,STARLINK-2309 - Y-Coordinate,STARLINK-30289 - Y-Coordinate,STARLINK-31296 - Y-Coordinate,STARLINK-31152 - Y-Coordinate,STARLINK-6068 - Y-Coordinate,STARLINK-30279 - Y-Coordinate,STARLINK-2235 - Y-Coordinate,STARLINK-30504 - Y-Coordinate,STARLINK-6079 - Y-Coordinate,STARLINK-30514 - Y-Coordinate,STARLINK-31177 - Y-Coordinate,STARLINK-31005 - Y-Coordinate,STARLINK-5397 - Y-Coordinate,STARLINK-11096 [DTC] - Y-Coordinate,STARLINK-30984 - Y-Coordinate,STARLINK-31381 - Y-Coordinate,STARLINK-11132 [DTC] - Y-Coordinate,STARLINK-4497 - Y-Coordinate,STARLINK-3527 - Y-Coordinate,STARLINK-31664 - Y-Coordinate,STARLINK-5406 - Y-Coordinate,STARLINK-4342 - Y-Coordinate,STARLINK-5759 - Y-Coordinate,STARLINK-3770 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5645 - Z-Coordinate,STARLINK-1984 - Z-Coordinate,STARLINK-6078 - Z-Coordinate,STARLINK-5328 - Z-Coordinate,STARLINK-5331 - Z-Coordinate,STARLINK-2404 - Z-Coordinate,STARLINK-3987 - Z-Coordinate,STARLINK-2103 - Z-Coordinate,STARLINK-5021 - Z-Coordinate,STARLINK-3185 - Z-Coordinate,STARLINK-5100 - Z-Coordinate,STARLINK-2514 - Z-Coordinate,STARLINK-31095 - Z-Coordinate,STARLINK-32220 - Z-Coordinate,STARLINK-31463 - Z-Coordinate,STARLINK-30938 - Z-Coordinate,STARLINK-2054 - Z-Coordinate,STARLINK-30201 - Z-Coordinate,STARLINK-4534 - Z-Coordinate,STARLINK-30756 - Z-Coordinate,STARLINK-1770 - Z-Coordinate,STARLINK-4188 - Z-Coordinate,STARLINK-31264 - Z-Coordinate,STARLINK-3231 - Z-Coordinate,STARLINK-31922 - Z-Coordinate,STARLINK-5450 - Z-Coordinate,STARLINK-5520 - Z-Coordinate,STARLINK-3372 - Z-Coordinate,STARLINK-2184 - Z-Coordinate,STARLINK-1808 - Z-Coordinate,STARLINK-31332 - Z-Coordinate,STARLINK-3891 - Z-Coordinate,STARLINK-31468 - Z-Coordinate,STARLINK-5788 - Z-Coordinate,STARLINK-31605 - Z-Coordinate,STARLINK-4079 - Z-Coordinate,STARLINK-31671 - Z-Coordinate,STARLINK-30900 - Z-Coordinate,STARLINK-31446 - Z-Coordinate,STARLINK-5799 - Z-Coordinate,STARLINK-5771 - Z-Coordinate,STARLINK-4158 - Z-Coordinate,STARLINK-30255 - Z-Coordinate,STARLINK-4080 - Z-Coordinate,STARLINK-5960 - Z-Coordinate,STARLINK-5053 - Z-Coordinate,STARLINK-3978 - Z-Coordinate,STARLINK-3675 - Z-Coordinate,STARLINK-4656 - Z-Coordinate,STARLINK-11141 [DTC] - Z-Coordinate,STARLINK-31443 - Z-Coordinate,STARLINK-4522 - Z-Coordinate,STARLINK-2486 - Z-Coordinate,STARLINK-3587 - Z-Coordinate,STARLINK-31171 - Z-Coordinate,STARLINK-4096 - Z-Coordinate,STARLINK-11228 [DTC] - Z-Coordinate,STARLINK-4694 - Z-Coordinate,STARLINK-4287 - Z-Coordinate,STARLINK-2232 - Z-Coordinate,STARLINK-1828 - Z-Coordinate,STARLINK-2280 - Z-Coordinate,STARLINK-5612 - Z-Coordinate,STARLINK-4551 - Z-Coordinate,STARLINK-4711 - Z-Coordinate,STARLINK-2426 - Z-Coordinate,STARLINK-5792 - Z-Coordinate,STARLINK-5882 - Z-Coordinate,STARLINK-31438 - Z-Coordinate,STARLINK-30169 - Z-Coordinate,STARLINK-11114 [DTC] - Z-Coordinate,STARLINK-31074 - Z-Coordinate,STARLINK-30182 - Z-Coordinate,STARLINK-5467 - Z-Coordinate,STARLINK-31504 - Z-Coordinate,STARLINK-30534 - Z-Coordinate,STARLINK-2309 - Z-Coordinate,STARLINK-30289 - Z-Coordinate,STARLINK-31296 - Z-Coordinate,STARLINK-31152 - Z-Coordinate,STARLINK-6068 - Z-Coordinate,STARLINK-30279 - Z-Coordinate,STARLINK-2235 - Z-Coordinate,STARLINK-30504 - Z-Coordinate,STARLINK-6079 - Z-Coordinate,STARLINK-30514 - Z-Coordinate,STARLINK-31177 - Z-Coordinate,STARLINK-31005 - Z-Coordinate,STARLINK-5397 - Z-Coordinate,STARLINK-11096 [DTC] - Z-Coordinate,STARLINK-30984 - Z-Coordinate,STARLINK-31381 - Z-Coordinate,STARLINK-11132 [DTC] - Z-Coordinate,STARLINK-4497 - Z-Coordinate,STARLINK-3527 - Z-Coordinate,STARLINK-31664 - Z-Coordinate,STARLINK-5406 - Z-Coordinate,STARLINK-4342 - Z-Coordinate,STARLINK-5759 - Z-Coordinate,STARLINK-3770 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-1193.9417,0.0000,5756.0174,-5663.8731,-1207.2044,6174.2876,-4170.8558,6467.3759,1204.9141,-4415.0632,3254.5401,-5777.9387,-3863.8203,-5233.2684,-3826.1454,5142.6105,405.1868,6369.2575,-5067.9414,2821.0582,5644.2344,-5577.6353,-3333.4693,2423.3755,-5010.3705,19.2150,-4119.5589,408.0456,4453.3222,4262.0638,-4569.1136,2316.5756,1810.5186,5870.8312,-2265.1142,5834.1170,-4289.2660,-5089.8692,-1225.1402,475.1264,-3469.8631,139.5992,6.2332,-1568.0170,-2796.4309,-3029.7737,-5250.0559,-939.9996,1409.3350,-4411.5332,3320.5458,4848.2213,1469.9708,5128.3782,6610.9472,-4762.6039,1088.3027,-5382.5217,-6574.5604,-91.6226,-2335.7113,-4682.0643,1387.4653,6181.4076,4278.7920,164.6039,2399.9861,4062.4586,-5375.2431,5910.0885,-4074.3363,3223.8946,-6240.3086,5721.0213,-4714.0726,4466.8816,1417.8841,4242.5341,4210.0803,1640.6419,5679.0528,-5015.4899,4060.5940,-5043.2564,511.7101,3498.7943,5272.5989,-5091.2422,3646.5605,6655.5039,-5675.0864,43.4845,-3968.1620,-384.3486,-1022.2103,6294.2009,-197.8493,4860.6620,3714.3453,-3509.2895,-331310.2637,-348458.0538,-337445.2753,-339749.4803,-347739.3073,-345710.2553,-340447.7879,-342306.9598,3124273.6769,3110088.3305,3091652.8833,3110675.3789,-340873.1960,3108747.9103,6790.7828,0.0000,-226.7567,1577.9672,-2064.9127,2955.4564,279.6177,1454.1777,6800.3653,570.4485,4992.1472,412.8007,-5678.3091,-3450.6472,-5213.2640,4477.9022,5426.1492,2106.6178,-1112.4202,5173.8420,2950.0435,662.4698,2473.0610,-3482.8632,436.2750,-4749.5093,-3282.9316,5496.5875,-4595.1951,1351.9509,3984.1754,3854.2175,-6459.9457,-2728.9096,5640.7359,2013.0773,3874.8144,-547.0332,6236.3347,6522.7504,4741.0203,-6888.8474,5628.9366,4624.8380,5084.2202,2861.8434,4291.2600,-4045.6688,-5857.5840,-3050.5389,5672.9442,-985.9130,-6735.6294,1160.5317,-1292.6085,1728.0039,-4152.9346,-629.2141,-49.7978,4115.0834,-3567.1370,-377.2794,-6807.1585,-2718.0040,-2325.8965,6732.5751,6246.2447,3745.1719,180.4498,-3588.6621,-712.3246,3823.4231,-2911.6264,-1320.9563,4737.3573,5115.9121,-5125.8126,-2834.7443,-4578.1898,4765.7321,-190.2133,-881.7477,2981.2366,2727.0841,-6326.0881,-2427.2118,-1211.1491,-1956.1356,3913.9230,-561.5614,-3870.8997,5348.7625,-1034.1641,-6670.3872,-3968.6732,1020.4651,-5225.4935,1742.7422,-5851.2281,-5824.2330,-65122.6568,-92758.3751,-72594.3052,-71887.5299,-74941.5750,-75617.5337,-80972.7404,-78138.0448,-103968554.3452,-103953168.4365,-103979998.4629,-103954885.9629,-77369.9409,-103962930.1168,-659.0936,0.0000,3860.6346,3700.4567,6492.9895,-923.8620,5436.2007,-1920.5641,227.9146,-5289.0054,-3520.5912,3673.0196,175.1440,-2815.4168,2233.2190,-304.1651,-4277.4619,1476.9136,4552.5057,3615.7674,-2653.2167,4015.5764,-5495.5880,-5461.9130,-4590.0328,5012.9480,4489.7310,-4186.4671,-2594.6677,5267.2353,-3104.5226,5226.7787,-1286.2482,2323.0541,2740.7925,-3084.3470,-3638.2152,4654.9730,-2511.6470,2299.8111,3669.2555,489.7102,4095.1586,-4878.7905,3768.5121,-5504.3770,1128.1262,5519.0427,3389.0219,-4138.3540,1682.3425,-4753.1450,-156.3417,4415.5362,-1215.6345,4679.4813,5198.5507,-4267.4039,1923.9856,-5382.5663,5115.2292,4628.0318,168.6361,-1393.6696,4899.7831,451.7447,-1810.9327,4237.6952,-4243.8361,172.6523,5305.0753,-4576.2755,931.5806,-3722.4225,1246.7128,-1383.1291,-4355.6615,-4694.2359,-2766.6791,4689.3236,-4059.8317,-4651.5370,-4742.2310,3762.2771,-2833.8108,-5187.4000,4072.8007,4253.8499,4415.7071,-685.5738,-1034.1835,-4221.8861,5327.9209,-1732.5068,-5404.5598,2398.9288,-4544.9881,4613.3159,-10.5653,1132.5576,-155297.7593,-158706.1986,-157101.2830,-157162.5701,-153188.7158,-161676.6254,-167384.8866,-158207.8648,-1951875.2524,-1984422.1517,-1971836.8155,-1957610.7345,-158882.2213,-1963904.3504,
3600.000,298.0011,0.0000,-6191.3287,1774.2983,5014.9188,-5126.0253,4442.7168,-6424.3865,-2606.8232,2251.6329,-5735.0331,6352.4338,5074.0139,6334.3600,5670.4222,-4922.2347,-3428.3662,-6436.9231,3221.3739,-5434.0284,-6495.8313,6313.7458,344.9674,1583.4317,4470.1965,3843.4227,5505.1321,-2610.2518,-821.3418,-6304.8373,191.3598,-4902.2296,999.3098,-4657.5846,-919.3550,-3970.2805,-90.0158,4639.7685,-1435.1721,-2690.6222,1577.8401,1676.3874,-3505.1366,-2778.2399,592.0417,549.4642,2188.3473,4914.6969,161.0560,6614.0305,-4001.9618,-5489.2279,532.6716,-3129.5525,-5257.4422,1101.8479,3992.6932,6724.8797,6086.3527,-4325.6540,5325.7090,5792.9153,-766.1854,-4826.6726,-4109.3484,-2225.0009,-4129.4516,-2471.5977,5631.6411,-3458.2922,3549.0540,-6357.9496,6397.7792,-1841.0121,943.1666,-5112.2687,2715.0163,-1439.1859,-2729.2710,-5306.8644,-6942.6805,4825.0347,-4188.4739,3958.1554,2587.0823,-1721.1246,-2094.2183,4862.3395,-6359.2137,-3755.0958,6236.8531,-4288.6375,4032.5787,1940.7598,5361.5801,-4249.5762,3724.0321,-5134.2500,-1102.0595,4050.5340,-305572.3090,-315447.6357,-306627.9035,-309302.0088,-318327.6519,-314398.9992,-311314.3569,-309898.5409,30007226.5224,29992314.1467,29982460.9368,29987557.1492,-311093.9669,29992207.2853,-4661.0183,0.0000,3038.4642,-1994.7795,-310.5208,-383.4665,-4304.6217,204.7798,-4828.6389,-4420.4198,-3868.8679,-2508.5777,3127.2386,2021.8821,3437.1607,-1648.9348,-2446.1507,369.3792,-2861.9938,-4271.0367,-1491.0264,-2808.9076,-5616.7393,5080.0086,-4604.8583,2575.1917,-602.1020,-6401.6244,4301.0288,1477.4196,-4982.3112,-209.6819,4615.8517,4838.1920,-6383.1016,1404.3349,-5088.5109,-3488.9342,-6514.2936,-6246.5352,-6735.6243,5080.8945,-3872.7539,-3558.3828,-6875.2880,-6006.3057,-4415.3233,3016.8925,6864.3230,1405.0084,-1905.2502,3989.2047,5617.0106,2921.3214,2840.8197,-4244.1126,3500.2509,-1493.1728,-1672.5433,-4452.9203,-1013.1028,-3162.8151,5254.8213,3884.5009,5354.8061,-4849.6373,-3410.0494,-8.9687,-3693.9955,4827.5364,-4333.9905,-834.4356,675.3811,1913.9914,-5180.6917,-2034.6301,3288.1081,5703.4408,5897.1290,-2912.6970,443.5052,-3316.2440,1392.2344,-5593.0692,4422.1100,6272.2905,4919.0833,-2197.3699,-2034.4158,2749.7126,1685.5762,-3301.4111,-4010.4846,6048.9521,3069.4817,2670.5676,5402.2777,-4633.9539,5943.1605,2909.1496,-144599.3115,-177553.0686,-156601.3265,-157047.2164,-157859.8034,-158922.2797,-163271.5124,-159072.9989,-99568911.8115,-99549539.1160,-99582343.3380,-99560882.9371,-160093.8479,-99562518.5933,5104.7144,0.0000,-764.9713,-6421.1120,-4770.3113,4602.3147,-2983.4682,-2516.5103,-4202.7003,4801.4269,131.1827,663.8443,3406.8799,-1730.0129,1707.0695,4420.8308,5479.5378,2366.3407,-5403.5577,-300.9059,-1784.8610,17.0011,3955.3265,4404.5797,2254.9907,-5139.6060,-4165.7041,236.0577,5326.7518,-2432.8631,4627.8493,-4858.3556,4921.7847,1491.3900,1700.4626,5454.1198,4543.7011,-3780.3920,-1475.6930,1343.6202,-426.4127,-4373.2127,-4611.4252,5209.1736,-562.7360,3344.8586,-4797.4822,-3818.6886,833.5300,-403.1881,-5145.8320,980.1080,-3970.6512,-5379.2686,-3341.1467,-5334.5107,-4172.7783,270.7479,2661.2991,2698.4127,-3885.9421,93.6635,4472.6001,-3026.9475,-1509.6336,4125.3334,4389.8156,-6518.4311,1222.9942,-3552.1530,-3742.2974,2179.2380,2619.8504,6413.4594,-4307.3153,4203.6653,5378.8168,3656.7972,-2027.1569,-3297.9795,-599.8371,3629.7478,5314.9673,-353.0210,4684.0305,1629.9081,-4170.6325,-4414.3416,-1901.4094,4827.6442,-2558.4379,4126.2925,-3602.8358,-2699.3150,2781.6550,-4613.5498,2208.4418,395.5969,-3397.1467,-4764.5077,-155063.1847,-158778.4880,-156302.1949,-159237.0984,-152555.8501,-157941.7930,-167857.9802,-159596.7474,-1942915.2801,-1971013.1521,-1966348.9951,-1948672.2964,-158665.5928,-1955200.6310,
7200.000,2368.4120,0.0000,4407.7550,2517.3416,-6854.9597,2788.6521,-3340.8797,3623.7965,4094.7789,-477.5712,5929.5095,-3680.9318,-4919.6133,-4555.1215,-5209.8957,3275.3141,6076.8186,3887.7659,-1450.0885,5876.0790,4557.8928,-4184.2070,1701.0590,-4109.9267,-2248.2405,-6575.6505,-5695.1148,3569.8107,-3555.0983,5906.8641,4115.7225,6293.2163,-4531.5092,1209.3913,4018.5700,1681.0461,4085.1811,-3346.6321,3785.3909,4248.0513,830.1483,-3981.2534,6242.5044,6061.9838,1720.1148,1189.8051,2369.2399,-6672.8639,-1934.7835,-4821.0917,4037.4860,3569.6900,-3370.0768,1145.1398,1095.9629,2034.9992,-6421.7586,-4950.3396,-2521.7397,5702.7028,-5325.1176,-2056.5696,-1642.4500,941.3124,2493.4094,4288.9464,5409.8147,1807.8280,-3515.7299,-582.0404,-1966.8893,6167.8650,-4585.9000,-2368.0101,3693.8508,4873.8648,-6133.2693,-1060.3474,-806.9276,6851.1417,4918.2041,-3573.6326,4078.9245,-1151.4229,-5536.2708,-647.1015,-1240.8873,-3869.5581,6713.9971,-1266.8631,-4922.0161,6717.8326,-2622.9174,-3416.1362,-6324.1723,1034.8582,-5472.2386,1904.7354,-2506.2479,-4147.9406,-261107.2385,-262077.4905,-256248.3787,-260257.3657,-269024.3518,-259694.9743,-262570.8146,-262406.3407,54819121.9053,54801507.9135,54801951.6216,54801266.6370,-261576.3424,54804094.7840,885.8366,0.0000,-4568.7711,3565.8491,996.5009,-3345.1247,5792.9107,-2497.4378,831.7013,6772.4848,1273.1167,3573.6215,1135.7981,861.0427,291.4936,-2851.9654,-377.2598,-3306.3652,6140.5744,1731.6625,-1140.8075,3710.5529,6667.1212,-5528.2306,6160.6546,-686.7407,3731.2408,4509.1110,-3653.5459,-3028.7499,4762.1521,-2489.1040,-1312.7267,-5220.7332,2859.2612,-5122.7725,5061.2675,6036.5561,3648.2587,3539.0101,6149.1347,-1417.9678,1810.0210,2463.0018,5996.0937,6730.2612,3819.0647,-1789.3811,-4833.5371,1205.4864,-3099.4410,-4719.4286,-2433.6804,-6229.7978,-3956.7184,6081.3218,-2038.1537,2814.3164,3411.3485,2929.5379,3842.4943,4120.4243,-1732.8383,-4110.9996,-5787.1081,172.1669,-506.0531,-4342.4649,5238.1059,-5041.5220,6344.4806,-1977.4056,2386.9945,-3687.4799,4082.6673,-2077.1977,-1434.8300,-6836.9111,-4271.2623,684.5094,-672.1690,5890.0920,-4955.5020,5897.3814,-1809.6193,-5739.6010,-6606.5432,5439.5298,-134.7861,-4723.6415,1599.1438,712.4785,6058.0216,-2655.4284,-1279.5694,-5866.8131,-3977.6772,4164.9253,-4404.3789,1579.8263,-215669.1053,-251520.1464,-230853.9864,-234902.4167,-230969.4853,-232240.9349,-235983.5341,-233868.4069,-88342041.1394,-88319541.2975,-88353938.7948,-88341453.8967,-232852.5737,-88334720.0605,-6448.7568,0.0000,-2806.3954,5402.9691,118.0395,-5363.5959,-1554.0729,5305.2915,5494.2205,-1295.4174,3321.9485,-4564.4275,-4662.8007,5057.7624,-4434.1303,-5271.5041,-3289.1906,-4605.7396,2804.2343,-3220.1768,5040.6491,-4062.2827,201.4521,-596.8103,1811.0579,2006.5274,1270.6471,3837.6801,-4658.1586,-1948.7189,-2605.4982,1344.0785,-4943.2245,-4321.8488,-4497.9825,-4307.5104,-2087.6984,560.7406,4351.9406,-4190.1733,-3094.2602,5455.0240,2500.2886,-2197.4889,-3009.4752,949.9913,5192.8720,-300.0530,-4557.1110,4590.0868,4479.7315,3457.4890,5493.5481,2655.1147,5464.1954,2543.3703,-435.2885,3879.0823,-5386.2303,2173.7857,-1158.4374,-4734.0822,-6527.7761,5443.6279,-2851.3884,-5214.4535,-4306.4959,5134.0312,2660.9804,4691.0793,-1122.0423,1979.8508,-4647.8171,-5395.6719,3981.0748,-4470.5410,-2749.8468,-404.0924,5224.5490,-285.7401,4900.4953,-243.6778,-2579.3648,-3318.9409,-3791.6486,3399.9258,855.5625,1825.3148,-1763.1490,-4603.9298,4625.4865,-884.4240,-1322.1385,5366.9114,2071.3185,3297.4268,1472.1576,-5206.8090,4719.6407,5266.5013,-154862.0372,-158834.9127,-156121.7847,-159608.4023,-152332.0023,-156588.5800,-167678.9581,-157252.2484,-1934745.5036,-1956588.7795,-1960445.5706,-1945563.5194,-158434.2572,-1946491.4816,
