sl_20_5400_20291002 Coordinates.csv
2029/10/02 07:47:00.0000 UTC

Generated: Tue Oct  8 21:45:04 2024,
Start: 2029/10/02 07:47:00.00, Stop: 2029/10/02 09:17:00.00,
TIME_UNITS,STARLINK-31961 - X-Coordinate,STARLINK-4443 - X-Coordinate,STARLINK-2615 - X-Coordinate,STARLINK-2314 - X-Coordinate,STARLINK-30502 - X-Coordinate,STARLINK-11098 [DTC] - X-Coordinate,STARLINK-4458 - X-Coordinate,STARLINK-32170 - X-Coordinate,STARLINK-1201 - X-Coordinate,STARLINK-1545 - X-Coordinate,STARLINK-2418 - X-Coordinate,STARLINK-5803 - X-Coordinate,STARLINK-30185 - X-Coordinate,STARLINK-2056 - X-Coordinate,STARLINK-2666 - X-Coordinate,STARLINK-30821 - X-Coordinate,STARLINK-4197 - X-Coordinate,STARLINK-1918 - X-Coordinate,STARLINK-4647 - X-Coordinate,STARLINK-3876 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31961 - Y-Coordinate,STARLINK-4443 - Y-Coordinate,STARLINK-2615 - Y-Coordinate,STARLINK-2314 - Y-Coordinate,STARLINK-30502 - Y-Coordinate,STARLINK-11098 [DTC] - Y-Coordinate,STARLINK-4458 - Y-Coordinate,STARLINK-32170 - Y-Coordinate,STARLINK-1201 - Y-Coordinate,STARLINK-1545 - Y-Coordinate,STARLINK-2418 - Y-Coordinate,STARLINK-5803 - Y-Coordinate,STARLINK-30185 - Y-Coordinate,STARLINK-2056 - Y-Coordinate,STARLINK-2666 - Y-Coordinate,STARLINK-30821 - Y-Coordinate,STARLINK-4197 - Y-Coordinate,STARLINK-1918 - Y-Coordinate,STARLINK-4647 - Y-Coordinate,STARLINK-3876 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31961 - Z-Coordinate,STARLINK-4443 - Z-Coordinate,STARLINK-2615 - Z-Coordinate,STARLINK-2314 - Z-Coordinate,STARLINK-30502 - Z-Coordinate,STARLINK-11098 [DTC] - Z-Coordinate,STARLINK-4458 - Z-Coordinate,STARLINK-32170 - Z-Coordinate,STARLINK-1201 - Z-Coordinate,STARLINK-1545 - Z-Coordinate,STARLINK-2418 - Z-Coordinate,STARLINK-5803 - Z-Coordinate,STARLINK-30185 - Z-Coordinate,STARLINK-2056 - Z-Coordinate,STARLINK-2666 - Z-Coordinate,STARLINK-30821 - Z-Coordinate,STARLINK-4197 - Z-Coordinate,STARLINK-1918 - Z-Coordinate,STARLINK-4647 - Z-Coordinate,STARLINK-3876 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-673.3092,991.8952,5901.0811,-6039.7855,-3984.6817,2928.8280,-4767.7159,-3376.6102,-3728.1371,-5512.1874,-5043.0752,-856.4677,-2628.4637,4989.1460,-4082.7749,-5116.6115,-165.8189,-5192.5651,-2837.1901,3248.0058,-358253.6864,-355024.9513,-361547.7856,-358054.4915,-351694.9358,-354148.3560,-360857.9560,-358398.6528,103849585.2540,103846423.9312,103860480.7381,103840494.8927,-359133.2104,103848367.6101,-5726.3786,-5916.0548,-1661.8750,-2404.2762,-4327.5985,-3004.2179,2015.2392,-4908.0811,2043.5803,-4071.2449,-1439.0948,-5114.9501,-6240.6064,2685.8017,5237.8538,88.4960,5205.8229,-4171.0991,4405.0333,-6144.0167,-81776.5634,-44808.2844,-68831.9073,-68835.5930,-63127.8543,-62987.0992,-60394.1424,-62664.3399,212109373.8993,212168421.5705,212139883.9238,212130724.4226,-63605.9386,212129467.1991,3504.3885,-3547.0358,3113.4235,1821.5029,3618.8473,-5107.6099,4607.7366,-3315.2180,-5449.6771,-94.7808,-4325.8457,-4601.3379,1396.4986,-3985.3806,-1271.8683,-4668.4711,-4531.3695,-1478.0195,4509.1793,-157.2226,125890.9196,121457.5329,124765.0601,123657.9001,128308.0157,120536.8999,113986.8123,124009.1141,-98104873.5663,-98088606.1893,-98084247.8994,-98111931.4716,122623.0621,-98101386.8461,
300.000,-2385.6629,1609.9722,4505.1576,-6631.4767,-4723.3819,890.2128,-3340.8696,-3939.9892,-2232.4268,-5965.6828,-4388.4107,-2821.6102,-3799.2218,6233.5241,-3095.3421,-4644.8308,1460.9632,-5998.3357,-808.5208,2016.2034,-356371.9996,-353951.8597,-360249.0457,-356751.2185,-350248.5333,-352820.2197,-359384.7051,-356995.2464,99194941.9163,99190861.8224,99205601.3429,99185573.2994,-357718.7796,99193632.6889,-4617.8092,-6618.5985,-2724.5137,-1276.9836,-2452.6785,-3893.1717,897.8019,-3189.7524,3624.5224,-2905.2772,480.5595,-4239.3704,-5061.5607,1646.3232,5983.7900,2191.1023,5906.9868,-3229.4832,4355.5112,-6366.7873,-89332.0252,-52253.6025,-76309.5332,-76256.3996,-70655.5102,-70533.1094,-67961.3789,-70637.9186,214327099.2562,214386314.6992,214358240.1660,214347882.3194,-71159.3487,214347228.8393,4300.2328,-1464.7428,4419.0870,15.4637,4399.7606,-5267.1131,6002.8299,-4559.9792,-5445.8119,1705.8540,-5170.5436,-4705.2189,2779.1423,-2532.2258,556.8042,-4648.5170,-3259.5274,336.7344,5304.5713,-1936.5069,125796.5228,121349.5654,124731.6602,123399.6562,128262.2341,120732.8207,113834.0328,124137.6441,-98107388.8891,-98091558.8075,-98087162.8900,-98114690.0072,122540.2153,-98104153.7109,
600.000,-3882.0626,2074.3946,2660.4835,-6512.9415,-5042.3041,-1226.5529,-1510.2514,-4146.8311,-560.3211,-5819.8914,-3324.5608,-4533.9626,-4625.1453,6862.0032,-1771.7681,-3766.7332,2912.2408,-6182.8762,1317.0091,568.2233,-354331.1085,-352722.9219,-358791.2164,-355297.5398,-348644.8032,-351345.9694,-357751.9726,-355465.2396,94492967.1368,94487960.2322,94503365.2292,94483354.7109,-356145.5006,94491564.7804,-3047.9808,-6603.9459,-3561.5523,-13.1823,-337.5809,-4397.8670,-243.6019,-1132.6837,4887.3339,-1426.0090,2383.8781,-2994.7557,-3383.4993,472.4097,6094.2143,4090.2532,6039.8872,-1948.9089,3931.0073,-5977.2005,-96843.1109,-59674.6764,-83753.5185,-83637.8594,-78150.4696,-78053.4170,-75494.8279,-78618.4171,216442703.8266,216502063.7394,216474467.2788,216462907.7761,-78681.4034,216462866.1828,4597.8168,772.0409,5240.4925,-1792.3970,4705.0444,-4779.5107,6756.8653,-5293.0074,-4855.7617,3317.2783,-5430.6492,-4306.7030,3861.7331,-807.3713,2321.1830,-4130.8274,-1634.5594,2113.6044,5528.6142,-3510.3227,125701.8207,121241.5921,124694.0094,123138.7326,128213.3561,120934.1380,113685.7658,124151.6998,-98109902.6082,-98094511.9812,-98090082.7725,-98117431.0807,122457.2899,-98106920.4347,
900.000,-5006.8720,2305.0681,556.4256,-5702.2002,-4913.2478,-3181.1589,527.9098,-3984.7648,1126.2609,-5101.6989,-1966.1552,-5825.2962,-5036.0701,6810.4213,-235.9259,-2562.4470,4056.7762,-5737.6825,3327.4634,-968.9636,-352132.0846,-351338.6607,-357174.9241,-353694.5020,-346884.4394,-349727.4279,-355960.5746,-353805.4572,89745901.0513,89739959.9651,89756012.9246,89736079.7289,-354414.0663,89744404.1729,-1184.7757,-5881.3007,-4097.5538,1272.4976,1809.5987,-4454.3897,-1274.5676,1049.5368,5700.7591,229.2277,4072.6295,-1498.1934,-1369.8062,-739.2675,5568.3171,5599.7222,5578.5950,-444.9320,3176.5475,-5024.1176,-104306.4738,-67068.2449,-91160.6220,-90975.6675,-85609.4561,-85545.4828,-82991.0991,-86571.1999,218455178.1085,218514658.9181,218487554.8093,218474793.5234,-86168.7624,218475369.6642,4362.7512,2927.2385,5487.8709,-3393.0731,4501.7718,-3704.2076,6790.1187,-5432.7103,-3742.6243,4560.8438,-5077.0707,-3448.1267,4527.4947,1004.2061,3817.5743,-3170.5416,167.7642,3652.7587,5157.1974,-4712.3117,125606.8153,121133.6142,124652.0214,122875.4378,128161.4083,121140.5088,113541.9783,124043.8292,-98112414.8379,-98097465.6944,-98093007.4457,-98120154.9504,122374.2859,-98109687.0177,
1200.000,-5639.1358,2248.6906,-1592.4119,-4291.8514,-4346.7845,-4754.1878,2550.3972,-3472.4254,2668.3495,-3894.7215,-452.2438,-6565.9814,-4998.4694,6083.2302,1362.4399,-1139.4804,4795.9734,-4719.3401,5020.5513,-2456.2478,-349776.0688,-349799.6672,-355400.8615,-351943.2017,-344968.2078,-347966.6323,-354011.3973,-352012.2924,84956005.3118,84949123.3497,84965806.5074,84946010.3473,-352525.2403,84954412.6736,776.3274,-4537.7805,-4280.9003,2460.9257,3777.7213,-4043.0086,-2081.7358,3129.6765,5974.0456,1901.3676,5366.8592,112.9721,782.5175,-1889.0301,4472.6652,6570.1149,4556.5297,1140.7597,2163.2492,-3609.5936,-111718.7938,-74431.0577,-98527.6185,-98265.3738,-93029.2086,-93006.8546,-90446.8248,-94460.5813,220363561.7316,220423139.6144,220396541.4559,220382581.4242,-93618.1008,220383778.8564,3622.1983,4773.1679,5134.1755,-4602.1875,3811.8541,-2172.6687,6099.3797,-4963.5397,-2225.7492,5298.9167,-4149.4812,-2220.8310,4704.6946,2707.7838,4873.3981,-1870.1661,1951.8291,4781.2178,4230.1298,-5416.0054,125511.5083,121025.6328,124605.6183,122610.1801,128106.4154,121351.4524,113402.6392,123814.8657,-98114925.6933,-98100419.9315,-98095936.8099,-98122861.8738,122291.2033,-98112453.4597,
1500.000,-5705.7098,1887.5410,-3568.1476,-2437.7073,-3391.5098,-5771.8707,4331.4351,-2657.2901,3924.7830,-2329.1411,1067.6013,-6678.2958,-4517.8521,4753.2525,2862.3869,376.4601,5072.3641,-3242.0302,6224.1494,-3754.7931,-347264.2719,-348106.6005,-353469.7873,-350044.7647,-342896.9450,-346065.8548,-351905.3969,-350081.9039,80125562.0089,80117733.1606,80135028.5278,80115428.8775,-350479.8557,80123872.5305,2632.7538,-2727.6063,-4088.6703,3439.1686,5373.4455,-3192.6178,-2585.2030,4890.1475,5667.4880,3424.9777,6123.9405,1693.4208,2862.3252,-2882.0671,2932.3713,6903.9726,3064.7327,2653.7334,981.7464,-1877.4281,-119076.7783,-81759.8766,-105851.2988,-105502.3573,-100406.4828,-100435.1724,-97858.6619,-102251.7982,222166943.9155,222226594.8183,222200515.5275,222185362.9279,-101026.1105,222187182.9289,2461.8147,6115.1557,4217.9451,-5281.0992,2709.7410,-373.0387,4758.1397,-3937.6118,-468.4079,5449.9592,-2752.1418,-755.7622,4374.2413,4120.1663,5367.1339,-368.9408,3523.6902,5372.3700,2847.0381,-5547.6765,125415.9016,120917.6492,124554.7302,122343.4978,128048.4010,121566.3055,113267.7197,123474.1456,-98117435.2900,-98103374.6767,-98098870.7665,-98125552.1078,122208.0422,-98115219.7609,
1800.000,-5190.0293,1243.6916,-5171.7854,-340.9844,-2130.1843,-6125.9149,5667.9579,-1611.6510,4785.2173,-567.3391,2447.7230,-6145.0617,-3637.9719,2954.0514,4107.9417,1852.2651,4873.6555,-1464.2501,6814.2405,-4738.6795,-344597.9731,-346260.1876,-351382.5261,-348000.3160,-340671.5582,-344027.6244,-349643.5991,-348010.3271,75256872.5846,75248091.5309,75265980.9199,75246636.8627,-348278.8152,75255085.3450,4195.8152,-653.6937,-3529.5675,4110.7251,6440.4500,-1980.2273,-2746.4761,6145.5819,4798.3070,4644.5782,6254.6420,3102.7695,4665.1090,-3635.9058,1116.3048,6566.0635,1243.7741,3941.8147,-265.6562,1.6300,-126377.1639,-89051.4775,-113128.4717,-112681.7989,-107738.0527,-107828.1706,-105223.2926,-109913.1250,223864463.9043,223924163.5652,223898615.3790,223882279.5022,-108389.5014,223884721.0827,1016.0096,6812.1228,2839.2770,-5352.2644,1314.5244,1472.6587,2909.1197,-2469.3046,1339.5809,4997.2807,-1042.7314,790.2998,3571.6948,5089.6392,5242.0489,1171.9321,4712.5163,5359.9617,1156.8889,-5093.6073,125319.9968,120809.6643,124499.2958,122076.0998,127987.3872,121784.1621,113137.1929,123039.2778,-98119943.7438,-98106329.9150,-98101809.2181,-98128225.9086,122124.8026,-98117985.9211,
2100.000,-4135.2910,378.1260,-6243.5756,1773.5779,-672.8906,-5785.5957,6403.1851,-426.8365,5179.8944,1213.0093,3560.2043,-5012.3726,-2436.9868,865.9902,4964.2145,3158.9560,4232.0639,428.4332,6728.2709,-5306.8793,-341778.5197,-344261.2230,-349139.9680,-345810.9359,-338293.0247,-341854.7462,-347227.0980,-345793.5156,70352256.7360,70342518.8546,70360983.9046,70341953.9830,-345923.0908,70350370.9754,5310.1006,1455.6300,-2644.4801,4404.5813,6875.1262,-524.8275,-2571.2049,6762.6831,3440.7101,5430.4873,5734.2740,4217.9848,6013.2315,-4086.8384,-781.6376,5587.4711,-729.7977,4870.2884,-1473.5880,1846.5197,-133616.7177,-96302.6514,-120355.9647,-119798.6525,-115020.7125,-115183.6763,-112537.4259,-117418.0499,225455311.3774,225515035.3473,225490029.8231,225472523.0398,-115705.0033,225475582.9608,-547.5926,6791.0096,1149.1527,-4807.5761,-222.8851,3136.1950,749.4867,-723.0789,3002.5349,3990.8181,785.0727,2251.5603,2383.5363,5512.2375,4512.4886,2586.7035,5389.2948,4745.2952,-658.0383,-4101.4004,125223.7957,120701.6793,124439.2621,121808.9179,127923.3945,122003.7930,113011.0337,122535.3648,-98122451.1715,-98109285.6311,-98104752.0686,-98130883.5321,122041.4846,-98120751.9403,
2400.000,-2641.2809,-615.0947,-6679.4524,3681.4478,852.3684,-4800.2059,6445.6006,794.1583,5085.0412,2836.8179,4306.7190,-3385.8048,-1020.7896,-1302.2245,5332.0651,4182.8550,3219.3907,2242.7526,5972.1319,-5393.6868,-338807.3262,-342110.5687,-346743.0685,-343477.5963,-335762.3914,-339550.3140,-344657.0561,-343427.3397,65414051.3104,65403352.6815,65422374.8833,65403716.9517,-343413.7230,65412066.4317,5869.1211,3371.8999,-1504.2600,4282.5622,6636.9492,1024.0558,-2106.3405,6675.1167,1719.7540,5692.8142,4607.1020,4944.0624,6773.7351,-4194.9062,-2563.2130,4062.7931,-2660.8478,5336.0127,-2542.2883,3483.0231,-140792.2389,-103510.2060,-127530.6257,-126847.6197,-122251.2776,-122499.5991,-119797.7989,-124747.3568,226938726.8364,226998450.5001,226973998.5185,226955336.2425,-122969.3671,226959009.0354,-2047.7837,6054.0263,-667.0479,-3709.2209,-1736.2216,4411.8966,-1490.1829,1104.6305,4340.4456,2541.8326,2523.6080,3471.1940,937.9790,5342.6676,3262.3036,3723.1319,5480.6861,3597.1267,-2402.0995,-2675.2929,125127.3000,120593.6955,124374.5849,121543.1767,127856.4424,122223.5392,112889.2191,121993.5754,-98124957.6899,-98112241.8104,-98107699.2231,-98133525.2342,121958.0882,-98123517.8186,
