sl_20_5400_20290929 Coordinates.csv
2029/09/29 07:47:00.0000 UTC

Generated: Tue Oct  8 21:45:04 2024,
Start: 2029/09/29 07:47:00.00, Stop: 2029/09/29 09:17:00.00,
TIME_UNITS,STARLINK-31226 - X-Coordinate,STARLINK-4342 - X-Coordinate,STARLINK-6292 - X-Coordinate,STARLINK-5311 - X-Coordinate,STARLINK-11168 [DTC] - X-Coordinate,STARLINK-3273 - X-Coordinate,STARLINK-3871 - X-Coordinate,STARLINK-5459 - X-Coordinate,STARLINK-2312 - X-Coordinate,STARLINK-4700 - X-Coordinate,STARLINK-32025 - X-Coordinate,STARLINK-31075 - X-Coordinate,STARLINK-1221 - X-Coordinate,STARLINK-3611 - X-Coordinate,STARLINK-30205 - X-Coordinate,STARLINK-11141 [DTC] - X-Coordinate,STARLINK-5977 - X-Coordinate,STARLINK-3764 - X-Coordinate,STARLINK-4112 - X-Coordinate,STARLINK-5574 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31226 - Y-Coordinate,STARLINK-4342 - Y-Coordinate,STARLINK-6292 - Y-Coordinate,STARLINK-5311 - Y-Coordinate,STARLINK-11168 [DTC] - Y-Coordinate,STARLINK-3273 - Y-Coordinate,STARLINK-3871 - Y-Coordinate,STARLINK-5459 - Y-Coordinate,STARLINK-2312 - Y-Coordinate,STARLINK-4700 - Y-Coordinate,STARLINK-32025 - Y-Coordinate,STARLINK-31075 - Y-Coordinate,STARLINK-1221 - Y-Coordinate,STARLINK-3611 - Y-Coordinate,STARLINK-30205 - Y-Coordinate,STARLINK-11141 [DTC] - Y-Coordinate,STARLINK-5977 - Y-Coordinate,STARLINK-3764 - Y-Coordinate,STARLINK-4112 - Y-Coordinate,STARLINK-5574 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31226 - Z-Coordinate,STARLINK-4342 - Z-Coordinate,STARLINK-6292 - Z-Coordinate,STARLINK-5311 - Z-Coordinate,STARLINK-11168 [DTC] - Z-Coordinate,STARLINK-3273 - Z-Coordinate,STARLINK-3871 - Z-Coordinate,STARLINK-5459 - Z-Coordinate,STARLINK-2312 - Z-Coordinate,STARLINK-4700 - Z-Coordinate,STARLINK-32025 - Z-Coordinate,STARLINK-31075 - Z-Coordinate,STARLINK-1221 - Z-Coordinate,STARLINK-3611 - Z-Coordinate,STARLINK-30205 - Z-Coordinate,STARLINK-11141 [DTC] - Z-Coordinate,STARLINK-5977 - Z-Coordinate,STARLINK-3764 - Z-Coordinate,STARLINK-4112 - Z-Coordinate,STARLINK-5574 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
2700.000,2054.4566,-5607.6901,4105.6417,0.0000,-796.2408,3753.5397,-6221.3436,-3151.2062,-4161.3383,6551.9642,877.2104,1690.0258,0.0000,1579.4631,-5502.9495,-840.1019,3354.4803,-3320.7218,4835.6024,5283.5359,-184687.1150,-188134.4583,-197316.9168,-194095.6518,-185965.2398,-190003.2858,-194679.3102,-193999.2816,62968308.8836,62978458.2937,62985362.7297,62966413.7816,-193662.2310,62974864.2017,-5051.3554,-4011.5819,1684.9654,0.0000,-5510.4809,-2580.2987,-1651.0728,-2886.4865,5052.4091,-1852.4295,6300.9198,6693.8331,0.0000,-6498.4612,2402.1772,6044.1580,-517.5568,5558.3899,556.0019,250.2485,-322509.3848,-308872.6987,-314338.9185,-313676.0891,-309688.7867,-309825.2317,-306808.8172,-311649.3943,226269201.1885,226296749.3347,226308826.6606,226284654.6978,-310041.2233,226288003.2628,3879.1575,-665.2670,5339.3657,0.0000,3812.4088,-5161.3051,-2481.6630,-5478.3502,1872.7306,1166.7912,2365.4889,-289.9682,0.0000,1680.9339,-3404.6146,-2947.9488,6031.0952,-2394.5710,4872.1720,-4465.6432,162698.3345,159794.8534,164229.8708,161214.5064,167714.6408,162356.2040,152697.5308,161148.2365,-95680937.0729,-95717004.7130,-95675059.2250,-95695533.8531,161800.4334,-95685507.6725,
3000.000,396.9869,-5211.9124,2999.7390,0.0000,-2374.7352,1893.8875,-5655.5925,-4837.2963,-3280.2541,6187.1091,2059.9275,3070.3057,0.0000,402.6894,-3986.8341,683.3338,1597.0986,-1728.4027,3983.6222,5557.9304,-177824.6866,-181759.0112,-190841.1576,-187693.8487,-179363.4811,-183680.3362,-188036.9219,-187529.0117,58013946.2749,58023851.0303,58030402.0449,58012038.4192,-187080.4343,58020408.7105,-6050.8740,-4277.3674,4.5814,0.0000,-5880.9328,-3666.3662,-138.6289,-2912.3767,5967.7938,-3008.5449,5189.0272,6060.8145,0.0000,-6885.1835,3671.8613,5197.4212,-1784.3840,5442.4151,-1370.7667,-1759.2614,-326192.3367,-313024.6524,-318243.4900,-317413.7649,-313657.1016,-313892.0898,-310805.6222,-315387.8899,227591506.2897,227618777.2112,227631530.5839,227606322.0792,-314043.9819,227610280.1833,2834.8980,1575.8276,6260.2578,0.0000,2310.9005,-5510.0172,-3949.9452,-4047.1264,76.6284,-648.9890,3855.5691,1249.9739,0.0000,-119.5649,-4274.8112,-4295.7113,6492.9796,-3881.6900,5446.5224,-3732.2407,162661.7579,159863.1862,164232.7829,161033.0766,167718.6195,162645.6588,152660.7749,160744.7910,-95683577.9781,-95719794.8856,-95678205.6038,-95698280.6964,161793.4859,-95688390.2975,
3300.000,-1277.5691,-4258.8007,1652.3812,0.0000,-3677.0682,-129.9524,-4548.1600,-6017.2214,-2057.5844,5201.8297,3069.9210,4161.3096,0.0000,-815.7951,-2090.7341,2177.7537,-277.0774,65.9539,2783.0167,5323.2716,-170890.4718,-175303.9443,-184281.7021,-181215.4664,-172680.5823,-177304.7354,-181312.1914,-180954.2179,53031865.7046,53041539.5241,53047709.0559,53029982.0232,-180415.9763,53038236.7387,-6409.9074,-4057.0551,-1729.9865,0.0000,-5637.4057,-4440.7607,1425.4065,-2693.7362,6259.7426,-3871.0689,3537.6722,4830.3670,0.0000,-6580.7546,4621.5634,3826.6127,-2940.9631,4815.7125,-3194.2525,-3580.1967,-329727.8820,-317047.8883,-322007.0105,-320986.9620,-317484.8949,-317832.6920,-314660.0993,-318884.2994,228805352.8136,228832339.7318,228845755.2272,228819535.8656,-317907.0593,228824094.9899,1454.1867,3647.5246,6516.7229,0.0000,541.5587,-5258.4787,-4989.9947,-2186.0137,-1728.1575,-2394.6141,4906.2091,2654.6068,0.0000,-1907.0946,-4682.3467,-5152.4781,6259.6975,-4948.8346,5427.9429,-2597.9557,162624.9817,159935.9076,164230.9583,160859.3881,167719.6733,162926.2135,152628.2920,160425.1354,-95686220.9294,-95722581.4709,-95681354.1931,-95701012.0918,161786.4458,-95691272.7925,
3600.000,-2800.8032,-2871.4066,204.2090,0.0000,-4579.9864,-2114.4038,-3018.1260,-6575.9066,-603.0440,3688.4767,3812.7830,4869.3134,0.0000,-1974.0486,-2.6480,3493.3920,-2076.2611,1890.2801,1355.0106,4591.8146,-163887.6905,-168773.0288,-177641.4218,-174661.2596,-165919.5182,-170881.9227,-174508.2003,-174274.4299,48024441.1720,48033898.0009,48039658.5569,48022618.1758,-173671.8204,48030722.4367,-6083.1489,-3352.5525,-3343.4848,0.0000,-4793.2653,-4822.2308,2893.9596,-2228.3544,5908.8860,-4373.1222,1524.4094,3120.0059,0.0000,-5618.5766,5162.0061,2083.3571,-3865.2553,3751.5618,-4729.8756,-5039.8187,-333114.6534,-320940.8350,-325627.8693,-324391.1828,-321170.5265,-321646.0738,-318370.5496,-322164.6739,229910160.7951,229936857.4285,229950920.1402,229923718.3281,-321628.7500,229928867.7849,-99.1302,5327.2555,6081.8763,0.0000,-1290.5593,-4433.8717,-5489.9004,-92.2297,-3338.0358,-3881.6823,5397.9888,3771.8810,0.0000,-3487.5646,-4583.4076,-5421.0140,5356.2853,-5481.4073,4818.4064,-1184.2703,162588.0078,160013.4389,164224.3871,160696.9200,167717.8165,163192.7386,152600.0661,160214.7197,-95688866.0349,-95725364.4247,-95684504.9208,-95703728.3018,161779.3132,-95694155.1575,
3900.000,-4022.6688,-1217.9411,-1201.2030,0.0000,-5004.6366,-3862.6176,-1222.9841,-6463.6644,947.3720,1793.5763,4215.7796,5135.7125,0.0000,-2974.1333,2072.1937,4493.3909,-3621.5332,3565.7347,-162.1397,3422.2774,-156819.5888,-162170.2703,-170923.2211,-168030.9819,-159083.2993,-164416.9021,-167628.0645,-167490.0432,42994058.7880,43003312.7804,43008637.4692,42992332.4544,-166850.9652,43000252.0632,-5099.5718,-2224.0477,-4667.1369,0.0000,-3426.9660,-4762.7907,4124.4640,-1536.8210,4962.8280,-4481.6253,-636.1864,1095.6350,0.0000,-4098.7101,5238.9616,154.6229,-4451.5914,2361.9265,-5818.2911,-6002.0040,-336351.3554,-324701.9393,-329104.5161,-327622.2688,-324712.4198,-325330.9349,-321935.3436,-325261.4259,230905402.2250,230931802.7981,230946496.8588,230918343.6687,-325207.4113,230924070.6326,-1640.7126,6435.0475,5001.7421,0.0000,-2973.3123,-3125.4646,-5396.0676,2011.3528,-4572.0393,-4950.3630,5275.1324,4480.9578,0.0000,-4690.0122,-3988.6281,-5070.8756,3879.1822,-5422.4424,3684.0444,356.9247,162550.8379,160096.2608,164213.0682,160550.0531,167713.0625,163438.6490,152576.0827,160129.8304,-95691513.4021,-95728143.7021,-95687657.7154,-95706429.5907,161772.0882,-95697037.3925,
4200.000,-4826.2262,509.0848,-2431.5384,0.0000,-4922.9368,-5203.8902,657.5864,-5701.0526,2444.1097,-296.8787,4234.7644,4941.4508,0.0000,-3729.9413,3931.2586,5067.7382,-4764.7499,4923.9366,-1626.4506,1915.7435,-149689.4374,-155499.9537,-164130.0358,-161323.1500,-152174.9701,-157913.6621,-160674.9324,-160602.3860,37943115.6384,37952181.1401,37957043.7024,37941521.2958,-159956.4432,37949222.8484,-3559.9774,-784.6798,-5556.3972,0.0000,-1674.6581,-4253.9158,4992.3637,-663.3680,3529.2659,-4198.3789,-2715.5911,-1044.8825,0.0000,-2176.7485,4838.6833,-1757.1622,-4622.9373,785.5583,-6342.2179,-6380.2417,-339436.7646,-328329.6360,-332435.4616,-330676.9218,-328109.0621,-328885.3948,-325352.9214,-328210.1797,231790601.3020,231816700.5536,231832009.1575,231802938.2692,-328641.4641,231809227.8119,-2987.9039,6852.6713,3390.5953,0.0000,-4312.4190,-1475.4542,-4718.5877,3900.4123,-5292.0707,-5486.3205,4551.6106,4705.2408,0.0000,-5384.9631,-2962.0036,-4141.6555,1986.3218,-4778.3030,2148.1971,1859.6275,162513.4741,160184.9227,164197.0094,160424.1149,167705.4233,163655.7694,152556.3294,160176.0778,-95694163.1370,-95730919.2574,-95690812.5059,-95709116.2251,161764.7706,-95699919.4975,
4500.000,-5138.4733,2115.5190,-3378.2162,0.0000,-4358.1536,-6010.6129,2439.4109,-4375.6963,3738.2901,-2375.8636,3859.0645,4307.9375,0.0000,-4174.0553,5394.3619,5145.4028,-5403.0828,5823.6492,-2905.4704,207.2015,-142500.5300,-148766.7011,-157264.8321,-154534.9341,-145197.6077,-151374.3498,-153651.9832,-153613.7725,32874018.6413,32882910.1717,32887285.0120,32872590.8551,-152991.3191,32880041.8513,-1626.2883,811.1550,-5907.1092,0.0000,283.8027,-3329.4824,5403.5675,326.0074,1763.1429,-3558.1158,-4495.5366,-3091.2582,0.0000,-47.3738,3990.1748,-3455.0235,-4341.0597,-825.6334,-6239.5804,-6145.5768,-342369.7304,-331822.3019,-335619.2783,-333553.4747,-331359.0059,-332306.7067,-328621.7941,-331046.3351,232565334.6604,232591127.8513,232607033.2778,232577080.9154,-331929.3937,232583916.0432,-3981.5613,6535.7631,1419.2581,0.0000,-5153.8985,336.0645,-3530.2175,5373.7262,-5417.8686,-5432.4309,3309.6002,4420.5167,0.0000,-5497.8961,-1614.2967,-2738.8061,-119.5018,-3618.0230,378.1762,3161.7936,162475.9182,160280.0521,164176.2273,160325.2267,167694.9099,163834.4831,152540.7950,160348.0699,-95696815.3447,-95733691.0443,-95693969.2218,-95711788.4747,161757.3605,-95702801.4725,
4800.000,-4936.2517,3427.3929,-3966.0235,0.0000,-3380.1661,-6210.8733,3951.5988,-2631.6402,4696.1562,-4235.6084,3113.8320,3294.6155,0.0000,-4263.3142,6321.3084,4703.4405,-5488.5178,6165.5853,-3888.2807,-1546.5453,-135256.1819,-141975.5409,-150330.6058,-147662.3608,-138154.3208,-144798.3004,-146562.4256,-146527.5454,27789183.4006,27797915.6349,27801777.8511,27787955.8594,-145958.6891,27795124.8131,495.9373,2384.4790,-5668.1477,0.0000,2243.5616,-2064.6289,5304.8381,1348.0912,-150.2871,-2624.1504,-5791.1237,-4841.5049,0.0000,2075.4041,2763.8333,-4767.6532,-3613.0285,-2320.8935,-5511.2225,-5328.5810,-345149.1756,-335178.1842,-338654.6005,-336252.8327,-334460.8688,-335591.0094,-331740.5437,-333801.8259,233229231.5727,233254714.4932,233271198.1308,233240402.9957,-335069.7502,233247764.6912,-4504.7205,5518.2194,-702.8833,0.0000,-5401.3382,2110.7171,-1959.0144,6274.8677,-4935.4493,-4794.4772,1690.4070,3657.5062,0.0000,-5016.7633,-91.3860,-1022.2307,-2212.5535,-2066.3341,-1433.0787,4123.0284,162438.1724,160382.3630,164150.7473,160259.8018,167681.5322,163964.4088,152529.4702,160630.2580,-95699470.1291,-95736459.0156,-95697127.7930,-95714446.6132,161749.8579,-95705683.3174,
5100.000,-4247.0422,4309.8035,-4158.8592,0.0000,-2096.5604,-5795.0667,5052.9732,-652.9751,5212.6353,-5688.0556,2059.3024,1993.4894,0.0000,-3982.8773,6625.7080,3771.7031,-5031.0626,5903.8344,-4494.9912,-3181.3473,-127959.7278,-135131.9919,-143330.3809,-140701.0338,-131048.2474,-138181.2526,-139409.4960,-139348.1132,22691033.0551,22699620.8051,22702946.2179,22690038.4579,-138861.6788,22696895.0054,2579.5069,3751.7856,-4848.6568,0.0000,3996.0279,-570.1980,4690.9314,2309.2462,-2014.6513,-1482.2323,-6470.5031,-6121.9898,0.0000,3979.4575,1266.2058,-5566.9956,-2492.8296,-3564.5529,-4221.9255,-4015.2747,-347774.0963,-338395.2897,-341540.1251,-338779.2885,-337413.3350,-338733.2710,-334707.8238,-336502.4723,233781974.1271,233807143.1032,233824185.4752,233792588.6752,-338061.1492,233800455.9420,-4495.9743,3908.7448,-2750.4436,0.0000,-5026.3936,3653.8920,-175.0200,6508.5614,-3898.5504,-3640.5581,-121.4656,2498.6334,0.0000,-3993.1709,1441.4333,811.5905,-4068.8669,-290.7422,-3088.4092,4639.7988,162400.2389,160492.6602,164120.6038,160233.5924,167665.2992,164035.7992,152522.3474,160998.7298,-95702127.5929,-95739223.1233,-95700288.1500,-95717090.9193,161742.2628,-95708565.0323,
5400.000,-3145.0792,4681.0882,-3960.9388,0.0000,-640.8474,-4815.6548,5645.5371,1355.9987,5222.9549,-6583.8821,786.5923,521.0000,0.0000,-3348.5208,6283.3174,2431.9986,-4095.3476,5052.3372,-4682.7206,-4541.0854,-120614.5210,-128242.1552,-136267.2086,-133647.4133,-123882.5543,-131515.3111,-132196.4570,-132080.9873,17581997.1238,17590455.3194,17593220.5007,17581267.0679,-131703.4423,17587782.0758,4399.6828,4746.5614,-3518.6122,0.0000,5350.7123,1016.8601,3607.2853,3113.8585,-3642.2839,-233.0664,-6468.7572,-6804.9626,0.0000,5475.5079,-368.9506,-5781.1354,-1077.6529,-4448.3657,-2494.4145,-2337.7231,-350243.5632,-341471.2150,-344274.6118,-341140.6843,-340215.1555,-341727.5930,-337522.3604,-339166.1604,234223297.3795,234248149.2792,234265730.0696,234233375.0444,-340902.2728,234241724.9555,-3956.3487,1879.6906,-4506.5019,0.0000,-4071.8446,4796.4483,1627.9813,6050.2986,-2423.0174,-2094.2440,-1919.5375,1069.2558,0.0000,-2537.1849,2817.5430,2552.2104,-5490.5746,1516.3686,-4408.2358,4656.4957,162362.1199,160611.8341,164085.8396,160250.4072,167646.2186,164041.5364,152519.4204,161423.6106,-95704787.8375,-95741983.3189,-95703450.2235,-95719721.6773,161734.5751,-95711446.6172,
