sl_100_5400_20290625 Coordinates.csv
2029/06/25 07:47:00.0000 UTC

Generated: Tue Oct  8 21:45:49 2024,
Start: 2029/06/25 07:47:00.00, Stop: 2029/06/25 09:17:00.00,
TIME_UNITS,STARLINK-4284 - X-Coordinate,STARLINK-5870 - X-Coordinate,STARLINK-30998 - X-Coordinate,STARLINK-32159 - X-Coordinate,STARLINK-6201 - X-Coordinate,STARLINK-31646 - X-Coordinate,STARLINK-5214 - X-Coordinate,STARLINK-3419 - X-Coordinate,STARLINK-2564 - X-Coordinate,STARLINK-31219 - X-Coordinate,STARLINK-30876 - X-Coordinate,STARLINK-5639 - X-Coordinate,STARLINK-31528 - X-Coordinate,STARLINK-31489 - X-Coordinate,STARLINK-30526 - X-Coordinate,STARLINK-5265 - X-Coordinate,STARLINK-5872 - X-Coordinate,STARLINK-1822 - X-Coordinate,STARLINK-4474 - X-Coordinate,STARLINK-31586 - X-Coordinate,STARLINK-4068 - X-Coordinate,STARLINK-6375 - X-Coordinate,STARLINK-5964 - X-Coordinate,STARLINK-1543 - X-Coordinate,STARLINK-3863 - X-Coordinate,STARLINK-5211 - X-Coordinate,STARLINK-30360 - X-Coordinate,STARLINK-5317 - X-Coordinate,STARLINK-4106 - X-Coordinate,STARLINK-5492 - X-Coordinate,STARLINK-4720 - X-Coordinate,STARLINK-31184 - X-Coordinate,STARLINK-4453 - X-Coordinate,STARLINK-32178 - X-Coordinate,STARLINK-5659 - X-Coordinate,STARLINK-31608 - X-Coordinate,STARLINK-1765 - X-Coordinate,STARLINK-32262 - X-Coordinate,STARLINK-5727 - X-Coordinate,STARLINK-31777 - X-Coordinate,STARLINK-5590 - X-Coordinate,STARLINK-3886 - X-Coordinate,STARLINK-3525 - X-Coordinate,STARLINK-30966 - X-Coordinate,STARLINK-3357 - X-Coordinate,STARLINK-4337 - X-Coordinate,STARLINK-4688 - X-Coordinate,STARLINK-31261 - X-Coordinate,STARLINK-2623 - X-Coordinate,STARLINK-11242 [DTC] - X-Coordinate,STARLINK-3915 - X-Coordinate,STARLINK-30558 - X-Coordinate,STARLINK-5174 - X-Coordinate,STARLINK-2255 - X-Coordinate,STARLINK-31230 - X-Coordinate,STARLINK-31425 - X-Coordinate,STARLINK-31955 - X-Coordinate,STARLINK-30108 - X-Coordinate,STARLINK-2089 - X-Coordinate,STARLINK-5719 - X-Coordinate,STARLINK-30542 - X-Coordinate,STARLINK-31050 - X-Coordinate,STARLINK-32220 - X-Coordinate,STARLINK-3740 - X-Coordinate,STARLINK-2756 - X-Coordinate,STARLINK-32048 - X-Coordinate,STARLINK-2115 - X-Coordinate,STARLINK-3742 - X-Coordinate,STARLINK-4305 - X-Coordinate,STARLINK-3151 - X-Coordinate,STARLINK-2086 - X-Coordinate,STARLINK-6297 - X-Coordinate,STARLINK-31251 - X-Coordinate,STARLINK-1832 - X-Coordinate,STARLINK-5179 - X-Coordinate,STARLINK-31959 - X-Coordinate,STARLINK-4260 - X-Coordinate,STARLINK-3868 - X-Coordinate,STARLINK-30160 - X-Coordinate,STARLINK-1460 - X-Coordinate,STARLINK-31683 - X-Coordinate,STARLINK-3837 - X-Coordinate,STARLINK-3599 - X-Coordinate,STARLINK-2135 - X-Coordinate,STARLINK-31310 - X-Coordinate,STARLINK-3254 - X-Coordinate,STARLINK-4114 - X-Coordinate,STARLINK-4390 - X-Coordinate,STARLINK-31875 - X-Coordinate,STARLINK-5561 - X-Coordinate,STARLINK-3723 - X-Coordinate,STARLINK-1699 - X-Coordinate,STARLINK-6210 - X-Coordinate,STARLINK-31810 - X-Coordinate,STARLINK-3793 - X-Coordinate,STARLINK-3370 - X-Coordinate,STARLINK-31271 - X-Coordinate,STARLINK-30975 - X-Coordinate,STARLINK-31540 - X-Coordinate,STARLINK-31027 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-4284 - Y-Coordinate,STARLINK-5870 - Y-Coordinate,STARLINK-30998 - Y-Coordinate,STARLINK-32159 - Y-Coordinate,STARLINK-6201 - Y-Coordinate,STARLINK-31646 - Y-Coordinate,STARLINK-5214 - Y-Coordinate,STARLINK-3419 - Y-Coordinate,STARLINK-2564 - Y-Coordinate,STARLINK-31219 - Y-Coordinate,STARLINK-30876 - Y-Coordinate,STARLINK-5639 - Y-Coordinate,STARLINK-31528 - Y-Coordinate,STARLINK-31489 - Y-Coordinate,STARLINK-30526 - Y-Coordinate,STARLINK-5265 - Y-Coordinate,STARLINK-5872 - Y-Coordinate,STARLINK-1822 - Y-Coordinate,STARLINK-4474 - Y-Coordinate,STARLINK-31586 - Y-Coordinate,STARLINK-4068 - Y-Coordinate,STARLINK-6375 - Y-Coordinate,STARLINK-5964 - Y-Coordinate,STARLINK-1543 - Y-Coordinate,STARLINK-3863 - Y-Coordinate,STARLINK-5211 - Y-Coordinate,STARLINK-30360 - Y-Coordinate,STARLINK-5317 - Y-Coordinate,STARLINK-4106 - Y-Coordinate,STARLINK-5492 - Y-Coordinate,STARLINK-4720 - Y-Coordinate,STARLINK-31184 - Y-Coordinate,STARLINK-4453 - Y-Coordinate,STARLINK-32178 - Y-Coordinate,STARLINK-5659 - Y-Coordinate,STARLINK-31608 - Y-Coordinate,STARLINK-1765 - Y-Coordinate,STARLINK-32262 - Y-Coordinate,STARLINK-5727 - Y-Coordinate,STARLINK-31777 - Y-Coordinate,STARLINK-5590 - Y-Coordinate,STARLINK-3886 - Y-Coordinate,STARLINK-3525 - Y-Coordinate,STARLINK-30966 - Y-Coordinate,STARLINK-3357 - Y-Coordinate,STARLINK-4337 - Y-Coordinate,STARLINK-4688 - Y-Coordinate,STARLINK-31261 - Y-Coordinate,STARLINK-2623 - Y-Coordinate,STARLINK-11242 [DTC] - Y-Coordinate,STARLINK-3915 - Y-Coordinate,STARLINK-30558 - Y-Coordinate,STARLINK-5174 - Y-Coordinate,STARLINK-2255 - Y-Coordinate,STARLINK-31230 - Y-Coordinate,STARLINK-31425 - Y-Coordinate,STARLINK-31955 - Y-Coordinate,STARLINK-30108 - Y-Coordinate,STARLINK-2089 - Y-Coordinate,STARLINK-5719 - Y-Coordinate,STARLINK-30542 - Y-Coordinate,STARLINK-31050 - Y-Coordinate,STARLINK-32220 - Y-Coordinate,STARLINK-3740 - Y-Coordinate,STARLINK-2756 - Y-Coordinate,STARLINK-32048 - Y-Coordinate,STARLINK-2115 - Y-Coordinate,STARLINK-3742 - Y-Coordinate,STARLINK-4305 - Y-Coordinate,STARLINK-3151 - Y-Coordinate,STARLINK-2086 - Y-Coordinate,STARLINK-6297 - Y-Coordinate,STARLINK-31251 - Y-Coordinate,STARLINK-1832 - Y-Coordinate,STARLINK-5179 - Y-Coordinate,STARLINK-31959 - Y-Coordinate,STARLINK-4260 - Y-Coordinate,STARLINK-3868 - Y-Coordinate,STARLINK-30160 - Y-Coordinate,STARLINK-1460 - Y-Coordinate,STARLINK-31683 - Y-Coordinate,STARLINK-3837 - Y-Coordinate,STARLINK-3599 - Y-Coordinate,STARLINK-2135 - Y-Coordinate,STARLINK-31310 - Y-Coordinate,STARLINK-3254 - Y-Coordinate,STARLINK-4114 - Y-Coordinate,STARLINK-4390 - Y-Coordinate,STARLINK-31875 - Y-Coordinate,STARLINK-5561 - Y-Coordinate,STARLINK-3723 - Y-Coordinate,STARLINK-1699 - Y-Coordinate,STARLINK-6210 - Y-Coordinate,STARLINK-31810 - Y-Coordinate,STARLINK-3793 - Y-Coordinate,STARLINK-3370 - Y-Coordinate,STARLINK-31271 - Y-Coordinate,STARLINK-30975 - Y-Coordinate,STARLINK-31540 - Y-Coordinate,STARLINK-31027 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-4284 - Z-Coordinate,STARLINK-5870 - Z-Coordinate,STARLINK-30998 - Z-Coordinate,STARLINK-32159 - Z-Coordinate,STARLINK-6201 - Z-Coordinate,STARLINK-31646 - Z-Coordinate,STARLINK-5214 - Z-Coordinate,STARLINK-3419 - Z-Coordinate,STARLINK-2564 - Z-Coordinate,STARLINK-31219 - Z-Coordinate,STARLINK-30876 - Z-Coordinate,STARLINK-5639 - Z-Coordinate,STARLINK-31528 - Z-Coordinate,STARLINK-31489 - Z-Coordinate,STARLINK-30526 - Z-Coordinate,STARLINK-5265 - Z-Coordinate,STARLINK-5872 - Z-Coordinate,STARLINK-1822 - Z-Coordinate,STARLINK-4474 - Z-Coordinate,STARLINK-31586 - Z-Coordinate,STARLINK-4068 - Z-Coordinate,STARLINK-6375 - Z-Coordinate,STARLINK-5964 - Z-Coordinate,STARLINK-1543 - Z-Coordinate,STARLINK-3863 - Z-Coordinate,STARLINK-5211 - Z-Coordinate,STARLINK-30360 - Z-Coordinate,STARLINK-5317 - Z-Coordinate,STARLINK-4106 - Z-Coordinate,STARLINK-5492 - Z-Coordinate,STARLINK-4720 - Z-Coordinate,STARLINK-31184 - Z-Coordinate,STARLINK-4453 - Z-Coordinate,STARLINK-32178 - Z-Coordinate,STARLINK-5659 - Z-Coordinate,STARLINK-31608 - Z-Coordinate,STARLINK-1765 - Z-Coordinate,STARLINK-32262 - Z-Coordinate,STARLINK-5727 - Z-Coordinate,STARLINK-31777 - Z-Coordinate,STARLINK-5590 - Z-Coordinate,STARLINK-3886 - Z-Coordinate,STARLINK-3525 - Z-Coordinate,STARLINK-30966 - Z-Coordinate,STARLINK-3357 - Z-Coordinate,STARLINK-4337 - Z-Coordinate,STARLINK-4688 - Z-Coordinate,STARLINK-31261 - Z-Coordinate,STARLINK-2623 - Z-Coordinate,STARLINK-11242 [DTC] - Z-Coordinate,STARLINK-3915 - Z-Coordinate,STARLINK-30558 - Z-Coordinate,STARLINK-5174 - Z-Coordinate,STARLINK-2255 - Z-Coordinate,STARLINK-31230 - Z-Coordinate,STARLINK-31425 - Z-Coordinate,STARLINK-31955 - Z-Coordinate,STARLINK-30108 - Z-Coordinate,STARLINK-2089 - Z-Coordinate,STARLINK-5719 - Z-Coordinate,STARLINK-30542 - Z-Coordinate,STARLINK-31050 - Z-Coordinate,STARLINK-32220 - Z-Coordinate,STARLINK-3740 - Z-Coordinate,STARLINK-2756 - Z-Coordinate,STARLINK-32048 - Z-Coordinate,STARLINK-2115 - Z-Coordinate,STARLINK-3742 - Z-Coordinate,STARLINK-4305 - Z-Coordinate,STARLINK-3151 - Z-Coordinate,STARLINK-2086 - Z-Coordinate,STARLINK-6297 - Z-Coordinate,STARLINK-31251 - Z-Coordinate,STARLINK-1832 - Z-Coordinate,STARLINK-5179 - Z-Coordinate,STARLINK-31959 - Z-Coordinate,STARLINK-4260 - Z-Coordinate,STARLINK-3868 - Z-Coordinate,STARLINK-30160 - Z-Coordinate,STARLINK-1460 - Z-Coordinate,STARLINK-31683 - Z-Coordinate,STARLINK-3837 - Z-Coordinate,STARLINK-3599 - Z-Coordinate,STARLINK-2135 - Z-Coordinate,STARLINK-31310 - Z-Coordinate,STARLINK-3254 - Z-Coordinate,STARLINK-4114 - Z-Coordinate,STARLINK-4390 - Z-Coordinate,STARLINK-31875 - Z-Coordinate,STARLINK-5561 - Z-Coordinate,STARLINK-3723 - Z-Coordinate,STARLINK-1699 - Z-Coordinate,STARLINK-6210 - Z-Coordinate,STARLINK-31810 - Z-Coordinate,STARLINK-3793 - Z-Coordinate,STARLINK-3370 - Z-Coordinate,STARLINK-31271 - Z-Coordinate,STARLINK-30975 - Z-Coordinate,STARLINK-31540 - Z-Coordinate,STARLINK-31027 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-6016.7683,-5143.0547,-4645.6388,-5362.0687,1207.9610,4168.9859,4272.3211,-654.2230,-6203.8034,-4851.0917,-5594.8217,-6585.1599,6743.8804,3583.2588,4883.9034,691.1106,-4323.4688,1888.1917,-5652.2264,-5724.3424,-4253.3957,-5795.5034,2987.5003,-5667.8306,-5697.4919,-4762.4083,5020.6940,2727.7116,-4649.2837,-4981.3002,3430.8499,-4193.3160,816.2322,4161.8925,-6304.2581,-4247.4573,2493.0114,0.0000,-4579.2507,1994.0732,6622.7046,-3461.4934,1173.6273,-4452.0560,-6586.4518,-4691.9922,5879.5170,-3840.8701,2463.8276,0.0000,2942.6648,4477.5045,-3720.8725,1709.9538,0.0000,-2557.0069,0.0000,2283.6250,2452.9744,-1091.2137,0.0000,3447.4285,4218.0961,-1496.4610,-1513.6042,272.3649,-3286.9137,3154.6628,-4183.2707,1736.4193,3261.4738,-3788.5173,-1155.7187,5829.4540,-2749.7461,0.0000,-6128.1323,841.4615,-6398.8734,4312.3800,-572.2548,4896.0619,3447.0714,-6290.4951,-5625.1475,-6696.9809,3713.8126,-1042.4382,-4427.9778,4132.0551,-3783.4441,0.0000,-2623.8389,5579.8388,5105.9100,-212.8813,-6477.6087,4519.3368,5731.9237,5693.7652,194703.1133,225249.7878,201652.0382,201443.3307,206509.0169,206772.7941,210250.3436,208325.2592,153267533.8711,153237328.3673,153253965.7926,153247161.2521,206895.8410,153247439.1099,-920.5974,-2152.4386,2526.5540,2842.8625,-6157.9268,2505.6988,5180.6454,-4070.1739,2422.1811,2999.3238,-1086.2516,2143.6477,-1363.0004,-3562.8922,4125.0839,-2286.8175,-3713.3527,3969.5887,-3237.2161,-3461.1197,-4642.2354,1216.6291,5597.9067,3488.5868,-2126.1110,2957.1051,872.7666,-2783.1907,236.2516,1448.2146,2924.0223,-2710.3596,6707.2349,-3977.0107,-2682.1427,3199.1516,-6414.9500,0.0000,4353.5293,4833.1075,-2032.0029,2441.6228,4273.4699,5199.5358,950.1686,-1743.4763,-2860.1727,-4874.9144,-3618.6573,0.0000,-6131.4381,-3277.6729,2186.1230,-4705.1879,0.0000,-6151.9038,0.0000,5193.1390,-3369.4167,6273.5084,0.0000,4004.7750,1750.8756,-5845.4856,5055.5654,-5483.5681,-2544.3016,4032.6038,-1205.6252,4138.6107,-2742.1508,-4932.0299,-6619.0998,1421.6072,5620.8398,0.0000,-1050.3113,-4047.6716,766.1004,-1208.2680,6465.7996,3379.4265,3210.0444,-2752.0589,2757.6677,-491.3630,-1578.8359,-331.4000,2919.1154,1225.5919,3939.1439,0.0000,-4916.7554,-1074.0840,4171.4469,-4864.8560,2286.6633,2267.2849,-819.4270,-3861.1499,-272408.2830,-273855.1937,-264351.5052,-267337.2547,-274220.1306,-271947.5919,-265473.3630,-267258.4373,66852894.6221,66858350.5057,66858559.9045,66850054.7219,-266859.1230,66854828.5500,-3258.0975,4111.4457,-4560.8951,-3220.2652,2845.7623,-4807.2533,1536.3761,5508.6994,-1884.3308,-3723.0705,3930.5800,211.4391,-612.5494,4615.9615,-2679.2856,6488.7228,3927.8951,-5354.2057,-2268.7382,1298.9681,-2877.2400,-3614.8118,-2750.0657,602.6080,3222.1124,-3939.5113,4688.9243,5712.7602,-5115.2941,-4550.5382,-5233.4405,-4592.7523,-1484.1115,-3723.6022,-908.4444,4249.0685,-105.6398,0.0000,2836.1294,-4347.0856,-95.0092,5353.0593,-5210.8343,877.2598,-1690.2009,-4803.8888,2254.2087,2861.6088,5108.5869,0.0000,-1191.2260,-4195.9821,5378.2958,4308.1663,0.0000,-1425.6918,0.0000,-3723.3021,-5500.1153,-2518.9633,0.0000,-4345.7336,5122.1127,-3201.3419,4368.7751,-4021.5310,5438.2574,4576.8365,-5394.8879,-5257.4734,5219.2085,-3030.5005,1203.1038,3251.9295,2898.3105,0.0000,-2980.7064,5502.7221,-2353.3103,-5225.8225,1831.0087,-3547.8448,-5049.8842,798.0992,2817.6998,-1582.1709,-5380.0777,6813.9183,4306.6430,-5431.0718,4073.1563,0.0000,4116.9087,3777.5875,2063.9866,4875.0207,228.6771,-4706.2933,3466.4987,512.7533,-152120.7165,-153780.9898,-150539.0863,-151164.7867,-146830.6079,-154954.0446,-161103.1316,-153475.5785,-8498841.5499,-8488376.6136,-8519815.1443,-8496171.8978,-152524.9017,-8501978.5975,
300.000,-6696.8763,-5141.0470,-3134.6861,-3753.6832,263.3694,4178.7123,5258.1028,-2751.2219,-5885.9591,-3126.1035,-5122.4698,-5849.5598,6014.3132,1773.4218,5315.1883,-1316.3688,-4906.6841,3861.5253,-6496.8383,-6355.9847,-4574.3631,-4569.7449,4058.9811,-4851.6879,-5184.7175,-2966.7077,5000.0221,638.1428,-3593.2529,-3850.4622,5052.4910,-5294.2403,283.2138,2302.9045,-6406.9724,-3796.5086,1254.0582,0.0000,-3623.0070,3940.0336,5882.1816,-1723.2599,3192.8774,-3216.8394,-5645.0229,-5664.3698,4514.7273,-4635.6734,1073.6667,0.0000,1558.4951,2696.9044,-2960.3105,-312.7790,0.0000,-3967.5554,0.0000,3639.9373,517.7014,474.7648,0.0000,5090.4112,4100.7785,-2951.7752,-142.0131,-1235.7730,-4259.4372,4875.5932,-5413.5001,3716.5857,1357.2011,-4612.0673,-2261.2825,5112.5319,-1728.5774,0.0000,-6765.6418,-1328.5689,-6371.2070,2957.4226,1080.3722,6140.3653,4003.4555,-6274.4093,-4115.5445,-6051.6688,2790.0325,760.6965,-3515.2560,5365.5063,-3099.0096,0.0000,-2685.6054,5546.3552,5257.2313,-1980.8932,-5689.2020,5318.7823,5789.8354,4619.1571,200525.6207,230949.1336,207278.9657,207125.1908,212078.0604,212347.5783,215773.3218,214023.2864,151773386.5370,151743442.7865,151759294.1963,151753814.6114,212445.1564,151753245.6274,367.7929,-61.5473,4037.2184,3589.8704,-5135.6362,397.5097,4445.0150,-3527.6449,3637.4903,4121.2842,921.8213,3471.7297,-2447.3901,-4762.0540,2328.9006,-3109.4018,-1734.5419,3431.3900,-2255.1768,-2406.5802,-2985.2148,2802.2005,4074.1730,4429.0593,-429.6632,3662.2774,-1282.9098,-2521.8481,2093.9995,3282.6573,1751.5641,-881.1323,5921.3448,-4278.0972,-1081.9119,4862.1534,-6551.0394,0.0000,5719.9545,4240.1280,-3363.8794,3777.8955,4186.1756,6070.4318,2085.1216,-2690.3460,-3634.6632,-3144.6234,-5106.8851,0.0000,-6080.8203,-4380.4885,4108.9626,-4189.5793,0.0000,-5535.4345,0.0000,3636.7282,-4354.6213,6742.9170,0.0000,3438.1448,-402.8992,-5957.4227,6137.0564,-6174.5170,-585.4562,3510.9254,-2185.4791,3805.3858,-3851.4734,-3209.5028,-5751.6735,-226.2844,6566.7200,0.0000,201.8646,-4184.7111,2377.3952,-2896.2952,5867.9245,2517.3713,1154.4598,-1417.9843,3890.4229,806.2142,-3546.2158,-1730.2382,4712.2980,2222.6142,5463.6265,0.0000,-3203.4013,-2947.7159,2643.8989,-3720.5499,3285.5590,286.0805,-2640.9773,-4590.2266,-268327.0381,-269142.9865,-259863.3926,-262875.3874,-269876.0935,-267501.8639,-261152.5467,-263078.9252,70187148.1642,70192313.3224,70193096.9673,70184045.5193,-262481.6388,70188994.7184,-1632.9203,4641.2830,-4758.3346,-4499.1475,4580.6504,-5399.2229,-271.5851,5227.8496,-101.9949,-4431.4641,4563.8124,-1323.6834,-2360.6069,4584.0370,-3792.0365,6034.6293,4561.9345,-4615.4063,-509.5319,-524.8923,-4254.0632,-4405.0497,-3841.7751,-1236.2163,4501.9907,-4973.7401,4616.3110,6405.2602,-5527.0021,-4692.2370,-4371.7890,-4149.0962,-3568.2163,-4837.8718,-2357.8459,2882.3669,1692.0254,0.0000,1464.7451,-3567.2449,1435.1408,5417.8597,-4367.1704,-671.4058,-3308.1042,-2964.6244,3768.9854,3912.2061,4248.4498,0.0000,-2878.4615,-4683.7504,4681.4863,5094.4477,0.0000,117.3670,0.0000,-4424.5551,-5328.1300,-1088.1042,0.0000,-3010.1941,5486.9156,-1561.5644,3046.1199,-2578.6898,5326.3489,3329.8622,-3736.3980,-4414.6835,5358.9075,-4036.9909,2892.5047,4512.7383,1214.0435,0.0000,-1308.1632,5300.5948,-899.4316,-5498.3715,3140.2219,-1981.4214,-5507.4974,2524.9794,3885.4953,-3215.4802,-4986.8357,6637.7312,3482.0041,-3785.2364,2644.9802,0.0000,5521.7577,2670.1353,3615.3526,5449.2069,2010.5847,-4397.8311,2251.8702,2269.8031,-152145.0465,-153797.0598,-150471.9305,-151333.6796,-146779.2417,-154673.0263,-161171.8079,-153043.7773,-8501221.2518,-8490080.5119,-8521891.8058,-8498581.5479,-152517.4961,-8504104.7512,
600.000,-6710.7251,-4684.1181,-1356.8860,-1762.2066,-765.6742,3820.7576,5716.2621,-4580.2462,-4983.7399,-1092.3542,-4190.6766,-4541.9954,4681.3654,-189.1206,5265.8162,-3152.8466,-5056.9840,5454.0762,-6687.0372,-6328.2126,-4487.3034,-2924.5158,4771.8197,-3491.6961,-4185.2400,-869.2263,4538.8110,-1534.7754,-2231.5271,-2379.3676,6186.1478,-5877.2222,-231.3427,196.2943,-5895.3201,-2981.3182,-129.6276,0.0000,-2328.0897,5477.2535,4565.7712,155.1128,4871.6718,-1660.0864,-4132.5325,-5999.9400,2693.5201,-4999.3458,-387.3727,0.0000,-8.3735,673.2088,-1956.1688,-2329.1134,0.0000,-4972.5473,0.0000,4660.8523,-1438.4253,1982.5735,0.0000,6202.2527,3629.0677,-4087.1366,1211.3250,-2588.5611,-4849.6052,6094.0230,-6029.8337,5320.7077,-662.8263,-5025.4108,-3165.9375,3899.4108,-547.7082,0.0000,-6725.4033,-3356.6429,-5709.1864,1350.7146,2647.7518,6772.4943,4223.1029,-5646.9886,-2198.5327,-4810.1179,1620.8287,2537.7436,-2280.7318,5989.7638,-2122.1906,0.0000,-2544.4627,4970.2867,4917.0720,-3592.3112,-4316.2710,5634.5441,5254.6253,3068.0215,206264.8620,236549.0024,212815.8827,212722.5213,217556.0189,217826.7883,221206.0707,219511.8975,150206703.8290,150177036.2281,150192074.4170,150187936.7507,217901.9308,150186520.1043,1601.3438,2045.9364,5200.7995,4024.6177,-3600.8276,-1762.1782,3259.3793,-2688.6888,4490.3686,4864.6705,2862.3983,4474.8165,-3314.0450,-5518.7479,293.6945,-3684.4517,413.1834,2606.4028,-1052.0492,-1095.9526,-1015.1823,4153.9908,2153.7980,4892.6612,1346.5181,4050.6278,-3312.5914,-2084.7769,3781.3149,4821.0257,451.5159,1010.9686,4479.9410,-4197.0987,643.3393,6007.6682,-6032.1888,0.0000,6525.9049,3246.1910,-4382.0155,4774.1681,3717.5504,6348.2788,3045.9454,-3380.3704,-4089.7735,-1091.0437,-6065.7079,0.0000,-5441.0526,-5106.7145,5627.7624,-3250.5592,0.0000,-4351.0567,0.0000,1721.3042,-4957.1059,6535.1695,0.0000,2551.6381,-2525.5525,-5463.5055,6603.2270,-6234.1764,1403.6165,2670.2593,-2973.4983,3143.3257,-4602.6503,-1171.2701,-4287.4265,-1891.2482,6851.7983,0.0000,1419.1071,-3960.5222,3742.7389,-4335.5635,4663.2402,1427.9323,-1007.8769,82.3523,4673.4327,2058.2616,-5148.1445,-2865.3206,6029.8064,3024.2138,6413.5249,0.0000,-1147.9017,-4506.3968,828.2491,-2248.5438,3972.8648,-1701.3790,-4168.9942,-4881.0372,-264119.9769,-264311.8157,-255260.2064,-258291.3209,-265415.3752,-262928.5453,-256717.5555,-258733.0415,73488028.1922,73492913.6153,73494237.0820,73484741.8983,-257988.7999,73489785.4749,169.3463,4674.0372,-4458.3994,-5284.5728,5816.4654,-5391.3482,-2049.9485,4376.4630,1691.3039,-4640.9521,4707.3387,-2716.8817,-3853.3790,4043.2528,-4499.2549,4932.4290,4706.1298,-3382.4773,1305.0966,-2289.6600,-5174.4839,-4725.7353,-4519.8378,-2927.7214,5289.9032,-5458.2363,4048.9807,6409.7735,-5345.0754,-4325.8399,-3037.8752,-3232.5415,-5268.5623,-5418.2820,-3552.6455,1190.2604,3304.4327,0.0000,-63.8711,-2383.2117,2811.1660,4877.4728,-3037.9793,-2147.2442,-4562.0512,-808.7136,4877.4810,4526.1018,2892.7208,0.0000,-4254.1444,-4676.3896,3476.8718,5254.4107,0.0000,1647.1530,0.0000,-4622.3833,-4579.7108,463.6749,0.0000,-1339.5527,5248.1994,253.0247,1386.1627,-844.1327,4624.2654,1716.8457,-1678.2321,-3096.1339,4876.6904,-4609.3865,4257.4412,5268.1605,-602.2192,0.0000,506.8127,4520.5828,653.8465,-5171.5156,4084.5535,-202.2535,-5370.7781,3979.0060,4526.1671,-4499.9963,-4011.4749,5745.2873,2268.5280,-1734.6947,919.0325,0.0000,6335.7689,1263.2760,4775.7314,5431.0487,3571.3538,-3614.3579,776.2966,3780.0243,-152169.3387,-153812.9481,-150408.5614,-151505.6613,-146730.8487,-154386.0769,-161235.7295,-152570.0684,-8503602.3960,-8491794.7566,-8523958.9660,-8501042.9585,-152509.9825,-8506231.0433,
