sl_100_5400_20290212 Coordinates.csv
2029/02/12 07:47:00.0000 UTC

Generated: Tue Oct  8 21:45:34 2024,
Start: 2029/02/12 07:47:00.00, Stop: 2029/02/12 09:17:00.00,
TIME_UNITS,STARLINK-11114 [DTC] - X-Coordinate,STARLINK-30486 - X-Coordinate,STARLINK-3925 - X-Coordinate,STARLINK-3569 - X-Coordinate,STARLINK-32250 - X-Coordinate,STARLINK-6093 - X-Coordinate,STARLINK-30456 - X-Coordinate,STARLINK-6299 - X-Coordinate,STARLINK-5267 - X-Coordinate,STARLINK-5769 - X-Coordinate,STARLINK-31096 - X-Coordinate,STARLINK-2093 - X-Coordinate,STARLINK-5351 - X-Coordinate,STARLINK-4363 - X-Coordinate,STARLINK-2181 - X-Coordinate,STARLINK-31608 - X-Coordinate,STARLINK-31607 - X-Coordinate,STARLINK-3805 - X-Coordinate,STARLINK-1821 - X-Coordinate,STARLINK-30944 - X-Coordinate,STARLINK-3898 - X-Coordinate,STARLINK-4040 - X-Coordinate,STARLINK-30521 - X-Coordinate,STARLINK-2182 - X-Coordinate,STARLINK-32120 - X-Coordinate,STARLINK-5440 - X-Coordinate,STARLINK-3354 - X-Coordinate,STARLINK-3976 - X-Coordinate,STARLINK-30562 - X-Coordinate,STARLINK-2421 - X-Coordinate,STARLINK-5359 - X-Coordinate,STARLINK-6302 - X-Coordinate,STARLINK-6177 - X-Coordinate,STARLINK-30385 - X-Coordinate,STARLINK-2129 - X-Coordinate,STARLINK-32241 - X-Coordinate,STARLINK-1008 - X-Coordinate,STARLINK-31479 - X-Coordinate,STARLINK-5640 - X-Coordinate,STARLINK-4108 - X-Coordinate,STARLINK-2030 - X-Coordinate,STARLINK-30206 - X-Coordinate,STARLINK-6081 - X-Coordinate,STARLINK-2361 - X-Coordinate,STARLINK-2236 - X-Coordinate,STARLINK-5266 - X-Coordinate,STARLINK-30354 - X-Coordinate,STARLINK-3811 - X-Coordinate,STARLINK-1793 - X-Coordinate,STARLINK-1509 - X-Coordinate,STARLINK-5765 - X-Coordinate,STARLINK-3682 - X-Coordinate,STARLINK-1513 - X-Coordinate,STARLINK-3554 - X-Coordinate,STARLINK-3931 - X-Coordinate,STARLINK-30582 - X-Coordinate,STARLINK-31429 - X-Coordinate,STARLINK-31449 - X-Coordinate,STARLINK-3803 - X-Coordinate,STARLINK-4748 - X-Coordinate,STARLINK-1805 - X-Coordinate,STARLINK-6256 - X-Coordinate,STARLINK-2437 - X-Coordinate,STARLINK-4083 - X-Coordinate,STARLINK-2493 - X-Coordinate,STARLINK-5424 - X-Coordinate,STARLINK-5941 - X-Coordinate,STARLINK-4122 - X-Coordinate,STARLINK-6178 - X-Coordinate,STARLINK-4359 - X-Coordinate,STARLINK-1457 - X-Coordinate,STARLINK-3601 - X-Coordinate,STARLINK-2695 - X-Coordinate,STARLINK-31349 - X-Coordinate,STARLINK-6262 - X-Coordinate,STARLINK-6202 - X-Coordinate,STARLINK-31425 - X-Coordinate,STARLINK-3084 - X-Coordinate,STARLINK-31417 - X-Coordinate,STARLINK-30261 - X-Coordinate,STARLINK-4077 - X-Coordinate,STARLINK-30492 - X-Coordinate,STARLINK-30545 - X-Coordinate,STARLINK-5857 - X-Coordinate,STARLINK-31618 - X-Coordinate,STARLINK-31475 - X-Coordinate,STARLINK-1822 - X-Coordinate,STARLINK-1639 - X-Coordinate,STARLINK-6321 - X-Coordinate,STARLINK-31198 - X-Coordinate,STARLINK-4612 - X-Coordinate,STARLINK-31205 - X-Coordinate,STARLINK-3173 - X-Coordinate,STARLINK-6257 - X-Coordinate,STARLINK-11246 [DTC] - X-Coordinate,STARLINK-5700 - X-Coordinate,STARLINK-3915 - X-Coordinate,STARLINK-31951 - X-Coordinate,STARLINK-5955 - X-Coordinate,STARLINK-5503 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-11114 [DTC] - Y-Coordinate,STARLINK-30486 - Y-Coordinate,STARLINK-3925 - Y-Coordinate,STARLINK-3569 - Y-Coordinate,STARLINK-32250 - Y-Coordinate,STARLINK-6093 - Y-Coordinate,STARLINK-30456 - Y-Coordinate,STARLINK-6299 - Y-Coordinate,STARLINK-5267 - Y-Coordinate,STARLINK-5769 - Y-Coordinate,STARLINK-31096 - Y-Coordinate,STARLINK-2093 - Y-Coordinate,STARLINK-5351 - Y-Coordinate,STARLINK-4363 - Y-Coordinate,STARLINK-2181 - Y-Coordinate,STARLINK-31608 - Y-Coordinate,STARLINK-31607 - Y-Coordinate,STARLINK-3805 - Y-Coordinate,STARLINK-1821 - Y-Coordinate,STARLINK-30944 - Y-Coordinate,STARLINK-3898 - Y-Coordinate,STARLINK-4040 - Y-Coordinate,STARLINK-30521 - Y-Coordinate,STARLINK-2182 - Y-Coordinate,STARLINK-32120 - Y-Coordinate,STARLINK-5440 - Y-Coordinate,STARLINK-3354 - Y-Coordinate,STARLINK-3976 - Y-Coordinate,STARLINK-30562 - Y-Coordinate,STARLINK-2421 - Y-Coordinate,STARLINK-5359 - Y-Coordinate,STARLINK-6302 - Y-Coordinate,STARLINK-6177 - Y-Coordinate,STARLINK-30385 - Y-Coordinate,STARLINK-2129 - Y-Coordinate,STARLINK-32241 - Y-Coordinate,STARLINK-1008 - Y-Coordinate,STARLINK-31479 - Y-Coordinate,STARLINK-5640 - Y-Coordinate,STARLINK-4108 - Y-Coordinate,STARLINK-2030 - Y-Coordinate,STARLINK-30206 - Y-Coordinate,STARLINK-6081 - Y-Coordinate,STARLINK-2361 - Y-Coordinate,STARLINK-2236 - Y-Coordinate,STARLINK-5266 - Y-Coordinate,STARLINK-30354 - Y-Coordinate,STARLINK-3811 - Y-Coordinate,STARLINK-1793 - Y-Coordinate,STARLINK-1509 - Y-Coordinate,STARLINK-5765 - Y-Coordinate,STARLINK-3682 - Y-Coordinate,STARLINK-1513 - Y-Coordinate,STARLINK-3554 - Y-Coordinate,STARLINK-3931 - Y-Coordinate,STARLINK-30582 - Y-Coordinate,STARLINK-31429 - Y-Coordinate,STARLINK-31449 - Y-Coordinate,STARLINK-3803 - Y-Coordinate,STARLINK-4748 - Y-Coordinate,STARLINK-1805 - Y-Coordinate,STARLINK-6256 - Y-Coordinate,STARLINK-2437 - Y-Coordinate,STARLINK-4083 - Y-Coordinate,STARLINK-2493 - Y-Coordinate,STARLINK-5424 - Y-Coordinate,STARLINK-5941 - Y-Coordinate,STARLINK-4122 - Y-Coordinate,STARLINK-6178 - Y-Coordinate,STARLINK-4359 - Y-Coordinate,STARLINK-1457 - Y-Coordinate,STARLINK-3601 - Y-Coordinate,STARLINK-2695 - Y-Coordinate,STARLINK-31349 - Y-Coordinate,STARLINK-6262 - Y-Coordinate,STARLINK-6202 - Y-Coordinate,STARLINK-31425 - Y-Coordinate,STARLINK-3084 - Y-Coordinate,STARLINK-31417 - Y-Coordinate,STARLINK-30261 - Y-Coordinate,STARLINK-4077 - Y-Coordinate,STARLINK-30492 - Y-Coordinate,STARLINK-30545 - Y-Coordinate,STARLINK-5857 - Y-Coordinate,STARLINK-31618 - Y-Coordinate,STARLINK-31475 - Y-Coordinate,STARLINK-1822 - Y-Coordinate,STARLINK-1639 - Y-Coordinate,STARLINK-6321 - Y-Coordinate,STARLINK-31198 - Y-Coordinate,STARLINK-4612 - Y-Coordinate,STARLINK-31205 - Y-Coordinate,STARLINK-3173 - Y-Coordinate,STARLINK-6257 - Y-Coordinate,STARLINK-11246 [DTC] - Y-Coordinate,STARLINK-5700 - Y-Coordinate,STARLINK-3915 - Y-Coordinate,STARLINK-31951 - Y-Coordinate,STARLINK-5955 - Y-Coordinate,STARLINK-5503 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-11114 [DTC] - Z-Coordinate,STARLINK-30486 - Z-Coordinate,STARLINK-3925 - Z-Coordinate,STARLINK-3569 - Z-Coordinate,STARLINK-32250 - Z-Coordinate,STARLINK-6093 - Z-Coordinate,STARLINK-30456 - Z-Coordinate,STARLINK-6299 - Z-Coordinate,STARLINK-5267 - Z-Coordinate,STARLINK-5769 - Z-Coordinate,STARLINK-31096 - Z-Coordinate,STARLINK-2093 - Z-Coordinate,STARLINK-5351 - Z-Coordinate,STARLINK-4363 - Z-Coordinate,STARLINK-2181 - Z-Coordinate,STARLINK-31608 - Z-Coordinate,STARLINK-31607 - Z-Coordinate,STARLINK-3805 - Z-Coordinate,STARLINK-1821 - Z-Coordinate,STARLINK-30944 - Z-Coordinate,STARLINK-3898 - Z-Coordinate,STARLINK-4040 - Z-Coordinate,STARLINK-30521 - Z-Coordinate,STARLINK-2182 - Z-Coordinate,STARLINK-32120 - Z-Coordinate,STARLINK-5440 - Z-Coordinate,STARLINK-3354 - Z-Coordinate,STARLINK-3976 - Z-Coordinate,STARLINK-30562 - Z-Coordinate,STARLINK-2421 - Z-Coordinate,STARLINK-5359 - Z-Coordinate,STARLINK-6302 - Z-Coordinate,STARLINK-6177 - Z-Coordinate,STARLINK-30385 - Z-Coordinate,STARLINK-2129 - Z-Coordinate,STARLINK-32241 - Z-Coordinate,STARLINK-1008 - Z-Coordinate,STARLINK-31479 - Z-Coordinate,STARLINK-5640 - Z-Coordinate,STARLINK-4108 - Z-Coordinate,STARLINK-2030 - Z-Coordinate,STARLINK-30206 - Z-Coordinate,STARLINK-6081 - Z-Coordinate,STARLINK-2361 - Z-Coordinate,STARLINK-2236 - Z-Coordinate,STARLINK-5266 - Z-Coordinate,STARLINK-30354 - Z-Coordinate,STARLINK-3811 - Z-Coordinate,STARLINK-1793 - Z-Coordinate,STARLINK-1509 - Z-Coordinate,STARLINK-5765 - Z-Coordinate,STARLINK-3682 - Z-Coordinate,STARLINK-1513 - Z-Coordinate,STARLINK-3554 - Z-Coordinate,STARLINK-3931 - Z-Coordinate,STARLINK-30582 - Z-Coordinate,STARLINK-31429 - Z-Coordinate,STARLINK-31449 - Z-Coordinate,STARLINK-3803 - Z-Coordinate,STARLINK-4748 - Z-Coordinate,STARLINK-1805 - Z-Coordinate,STARLINK-6256 - Z-Coordinate,STARLINK-2437 - Z-Coordinate,STARLINK-4083 - Z-Coordinate,STARLINK-2493 - Z-Coordinate,STARLINK-5424 - Z-Coordinate,STARLINK-5941 - Z-Coordinate,STARLINK-4122 - Z-Coordinate,STARLINK-6178 - Z-Coordinate,STARLINK-4359 - Z-Coordinate,STARLINK-1457 - Z-Coordinate,STARLINK-3601 - Z-Coordinate,STARLINK-2695 - Z-Coordinate,STARLINK-31349 - Z-Coordinate,STARLINK-6262 - Z-Coordinate,STARLINK-6202 - Z-Coordinate,STARLINK-31425 - Z-Coordinate,STARLINK-3084 - Z-Coordinate,STARLINK-31417 - Z-Coordinate,STARLINK-30261 - Z-Coordinate,STARLINK-4077 - Z-Coordinate,STARLINK-30492 - Z-Coordinate,STARLINK-30545 - Z-Coordinate,STARLINK-5857 - Z-Coordinate,STARLINK-31618 - Z-Coordinate,STARLINK-31475 - Z-Coordinate,STARLINK-1822 - Z-Coordinate,STARLINK-1639 - Z-Coordinate,STARLINK-6321 - Z-Coordinate,STARLINK-31198 - Z-Coordinate,STARLINK-4612 - Z-Coordinate,STARLINK-31205 - Z-Coordinate,STARLINK-3173 - Z-Coordinate,STARLINK-6257 - Z-Coordinate,STARLINK-11246 [DTC] - Z-Coordinate,STARLINK-5700 - Z-Coordinate,STARLINK-3915 - Z-Coordinate,STARLINK-31951 - Z-Coordinate,STARLINK-5955 - Z-Coordinate,STARLINK-5503 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-4740.0995,1098.2985,6005.4592,346.7945,3777.2105,5326.9358,-2025.2559,-4197.4102,2333.7635,-6530.1136,5862.8554,4052.3933,2012.6599,5954.1513,-3165.6380,296.3679,3668.5694,-5549.7710,5261.5755,2501.2801,2791.6421,-4105.2755,-1356.8905,-5664.7877,0.0000,-1003.5559,4068.2883,2642.7032,-6438.1641,4103.2236,2257.3381,354.5859,-4518.9698,6685.7884,5333.5192,-6593.6764,-753.1453,6027.3600,-1733.9189,-5413.2819,-3872.8700,6422.0997,921.7423,-3091.3755,1237.1963,2470.0251,4652.6947,-2909.9777,1864.7715,0.0000,-2181.3516,-518.7292,-772.5890,-599.2078,-1093.7587,3101.5903,0.0000,5011.5159,3872.2895,6569.2380,-4338.2197,3626.6526,3451.7471,-4803.4426,4372.3022,-5376.7696,-2824.1966,5272.0088,1805.2837,4729.0977,4393.4230,-3466.3745,2742.1230,-6717.4221,-4952.3133,5020.5228,-3431.2847,-6747.6795,4202.3557,-5298.5230,-557.5351,-1341.8238,1358.6769,387.3344,5994.7757,400.5724,-6633.0449,-1986.7921,-4154.7076,-6545.5369,-5127.3121,6557.5873,3825.7935,2178.8520,-4046.2490,-4199.4107,-275.9464,-2244.0490,5216.8122,2089.0183,-221404.2496,-244966.6845,-221871.9547,-223624.2013,-232173.1857,-230573.1750,-227896.6011,-226903.4758,-52819728.4551,-52842672.6964,-52827507.9425,-52809994.4478,-226858.4213,-52819896.1387,4070.4253,6751.1314,1371.3976,5248.3955,1838.9392,441.4088,-5709.2034,5281.4698,-5020.7410,-1631.3421,-2352.0811,918.4077,-4492.9840,-3552.5930,4599.5310,-5746.5695,-2137.4509,-4099.4576,-11.2758,-4467.4139,-3992.4791,-5302.6531,5274.2863,3211.3583,0.0000,6143.6391,-5494.7723,-3192.5920,-894.7084,-2478.2602,-4610.4110,5069.2909,3474.6541,1637.2699,-1146.0070,1846.3343,-6764.3210,1916.1709,-1903.4952,602.8480,2503.5437,971.9108,5189.3818,-6092.7104,-3950.9542,3420.3282,2740.2815,3701.9465,-3919.6539,0.0000,-5629.0409,-4402.9019,4367.8812,-5882.8597,-5331.8814,5541.2270,0.0000,-4648.0857,4440.6267,251.6958,-1805.8454,4099.2588,5946.4144,2643.5583,3581.6905,-1474.7124,6309.1838,4378.6990,-6197.0983,-2846.9357,-2136.6771,5940.7076,-4801.9962,-956.0589,-3108.9190,4483.6679,3662.1871,872.6741,-912.1290,2878.3011,-6309.7413,6199.6483,-5847.9802,2687.9590,3260.0457,6347.7967,1838.2271,-4828.7840,-3661.5904,1459.0819,4186.5532,1947.4566,1900.8744,5655.2396,-3578.1886,5134.6713,-6088.2168,4970.2268,2164.0856,5186.4900,321320.9427,303303.4864,311222.6760,312678.2240,313034.2512,311654.8583,304604.0969,308511.5001,-115119142.2802,-115159188.2343,-115131115.7104,-115130161.3675,308081.9833,-115136358.5018,-2519.3132,1095.7523,3136.7665,-4418.7714,5422.6170,4339.8595,3121.0348,1541.4069,4188.9186,-1623.8935,2812.9974,-5417.9921,-4454.0596,190.3968,3818.0223,-3655.9180,-5323.1202,347.1997,-4502.3301,4714.4787,-4888.1901,-1658.6554,4286.4990,-2355.4381,0.0000,2953.1095,-943.3322,-5369.0486,2364.9694,4946.5545,4660.6987,-4703.5890,-3928.1512,525.6146,4211.2004,158.8992,-1014.5378,-2641.0292,-6450.5194,4222.9515,5099.0836,-2336.0461,-4525.7822,216.8481,-5473.7272,-5489.2959,-4339.5916,-5035.5716,5374.9864,0.0000,3360.8488,-5264.7667,-5304.7089,-3553.6748,-4241.0077,2808.1755,0.0000,94.5733,-3632.0374,2004.0965,-4955.9710,-4249.8721,791.1424,4199.6908,3980.2890,-3614.9840,-429.4504,852.4737,2523.6034,4155.4629,-4857.6551,-13.3837,3579.1518,0.9002,-3711.9592,1675.2740,-4612.1225,1399.0231,-5334.8644,3365.6136,2738.8940,2687.8266,3470.9462,-6415.9809,146.1971,-2480.3873,-759.6538,4433.2739,4149.9008,-1352.5841,1993.7917,41.0325,-5447.1299,-3395.9120,4022.6509,2023.4873,-3251.2403,-4092.6426,-4028.2638,-4184.2053,-102313.8200,-105592.0260,-101357.7627,-101290.8763,-97398.8754,-105963.4354,-111574.3422,-101362.7953,-5535677.3163,-5506280.2475,-5506098.3618,-5521053.3083,-103089.8940,-5524679.3998,
300.000,-4117.1739,2505.6941,6750.5632,1931.7768,4855.3149,4776.1354,-3474.7928,-3001.9345,1991.9861,-6920.0561,4452.2365,4079.0567,63.2605,5800.6891,-1231.8293,-1133.6143,2877.6849,-6057.6039,5902.2522,468.4866,696.0213,-4631.9896,746.7809,-4235.4272,0.0000,252.4312,3039.5982,656.8153,-6883.2373,3669.1552,163.9675,2449.4965,-3641.5721,6600.3006,5621.8314,-5887.9411,-1905.7201,5731.2637,-3677.4306,-4086.0792,-2029.7568,6819.9169,2832.3265,-4036.9173,-822.0543,2467.2025,5860.7448,-1810.8700,-295.2402,0.0000,-3504.7560,-2532.8643,1116.1512,-2069.2562,-2435.0401,4142.9984,0.0000,3952.5416,5312.8826,5775.3999,-4128.0269,5260.3365,4227.7169,-3022.9080,4467.4987,-4654.4945,-1362.6268,5612.4072,10.6710,3563.6785,2645.1948,-2253.6568,822.9670,-6583.7129,-5188.0316,5546.7197,-1836.8909,-6744.3488,4083.5518,-3680.7157,-1899.0544,210.1912,-273.6890,2132.9416,6438.6251,1990.2865,-5793.8222,-3752.2654,-4839.3997,-6170.4719,-4474.4778,6643.2562,4214.4588,3907.4105,-5545.9984,-2507.8694,-1634.9166,-599.4441,5914.8930,3966.1462,-228299.6605,-251314.3052,-228308.5232,-230130.1693,-238693.9632,-237043.6235,-234402.8893,-232910.3493,-50287075.0705,-50309754.3340,-50295411.5320,-50277889.2336,-233343.8850,-50287276.8338,5274.6960,5943.4235,147.1857,3992.5793,23.9494,-1622.8584,-5677.8536,6237.1331,-6221.4409,-147.2499,-3587.7179,-1270.3279,-5365.5029,-2948.8476,4521.4174,-6380.3597,-4067.8977,-2987.0670,-1651.6180,-5167.5009,-4163.9242,-3940.7102,5038.7283,3902.5438,0.0000,6768.3939,-6131.8192,-4136.1369,335.1319,-4341.2102,-5124.9622,4576.6381,5138.9083,70.3295,-2812.6659,2901.4821,-6028.0416,80.3806,-1085.8431,2069.4703,3611.1536,-580.3726,4222.3334,-5283.7107,-4557.1621,1369.4360,1161.3085,5293.8424,-4180.1981,0.0000,-4169.5127,-4601.5907,5112.9100,-6272.8643,-3880.1437,3991.1172,0.0000,-5310.7692,3914.3106,-1058.6458,322.5184,3012.6321,4863.9808,3483.5975,1660.3108,306.3142,6696.6552,3084.5517,-5872.2274,-1610.4663,-3305.2310,6243.3409,-4544.8502,587.3904,-1098.9772,2873.1056,5072.4614,1506.1117,-2978.3156,4005.9473,-6556.1193,6766.3997,-6555.5578,1343.1048,1789.7514,5422.2560,2864.4694,-4799.2157,-1677.3879,2944.4714,5268.3298,405.6360,-238.5306,5323.9291,-2820.5326,5561.8753,-4956.4360,6024.5555,3006.0365,4747.3420,316533.5723,298151.2703,306266.0987,307706.3745,308205.6528,306762.8808,299829.9435,303743.3346,-116243084.4723,-116283849.5528,-116255417.1326,-116253844.1427,303246.2867,-116260376.0952,-770.8559,2520.5516,1491.3232,-5246.6170,4847.8454,4685.3210,1468.0735,16.2021,2359.1670,-103.8779,3885.8409,-5326.0799,-3908.9817,2393.3989,4875.3390,-2112.8640,-4639.7752,-1461.3124,-3222.5742,4638.5142,-5460.0150,-3279.8615,4698.2085,-3846.4849,0.0000,1276.5462,875.4504,-5335.3702,618.9456,3893.1577,4666.5685,-4582.8385,-2871.7156,2015.3693,2829.1128,1948.0768,-2720.7397,-3758.9424,-5790.3157,5147.4370,5485.9990,-882.9313,-4734.7113,-1591.5491,-5065.3843,-6321.5021,-3505.1370,-4027.5224,5492.2722,0.0000,4248.6537,-4447.4274,-4519.4719,-1987.5734,-5160.9635,3884.6463,0.0000,-1710.5169,-2084.0761,3567.2546,-5431.4972,-3356.3362,2517.8772,5137.9979,5004.8801,-4733.0855,1112.8782,2578.0152,3677.2463,5692.2593,-5435.7932,-1809.4336,4693.5847,-1538.9218,-4455.8162,3010.9322,-4165.1504,-724.4049,-4625.8434,4250.9619,1032.8151,1287.7492,2250.8330,-6494.5874,-1396.7382,-3640.7518,-2489.5128,3135.8213,4652.3522,190.7777,214.2671,1572.6011,-5486.9702,-2153.7501,2583.8597,3292.8108,-4526.2520,-3134.3611,-2019.5565,-3240.2744,-102247.6353,-105508.5854,-101188.1838,-101369.3544,-97248.0497,-105599.9929,-111561.0245,-101328.7297,-5535331.0046,-5506205.9130,-5505881.7967,-5520497.9301,-102992.3304,-5524452.6022,
600.000,-3056.9968,3693.8402,6825.7077,3369.4835,5481.0898,3795.3941,-4549.7356,-1514.1097,1478.1786,-6635.7498,2612.2082,3746.3129,-1867.8486,4997.9748,855.3634,-2423.3324,1840.1142,-5970.4237,5981.2659,-1592.6796,-1474.5907,-4730.2810,2791.1711,-2377.6870,0.0000,1468.6109,1697.4630,-1370.3374,-6644.7006,2910.0705,-1934.1491,4313.9464,-2437.2812,5872.6489,5368.7904,-4572.5828,-2896.8912,4886.6855,-5270.0641,-2378.5137,-7.8725,6548.8621,4494.7528,-4582.5339,-2773.9099,2295.2355,6515.6851,-574.6061,-2419.9758,0.0000,-4524.7876,-4272.7685,2863.1285,-3312.3584,-3586.1328,4822.4550,0.0000,2472.8297,6216.6074,4407.3217,-3553.3372,6387.5833,4609.8282,-948.4655,4172.7171,-3451.4953,241.6456,5412.5645,-1811.2383,1959.9286,656.5823,-795.3695,-1219.1424,-5770.3898,-4962.3782,5560.8856,-88.3506,-6052.9366,3599.6897,-1709.1092,-3039.4843,1729.2135,-1859.7241,3716.4909,6234.1226,3411.0846,-4376.2605,-5116.2241,-5098.1329,-5170.4504,-3377.8503,6061.7756,4247.5786,5248.2429,-6442.8927,-557.4592,-2878.5708,1079.0565,5954.5831,5459.3016,-235092.2086,-257552.5439,-234643.8954,-236532.9433,-245111.5835,-243401.5428,-240808.7410,-238849.6058,-47730527.8538,-47752919.8083,-47739405.4904,-47721916.6692,-239726.3115,-47730760.3616,5904.1619,4558.6632,-1074.8583,2368.1786,-1756.3696,-3544.9139,-5066.6686,6584.8868,-6783.1273,1350.2438,-4510.4089,-3324.8934,-5676.5828,-2052.6509,4015.2260,-6360.0161,-5582.9701,-1563.0681,-3100.0866,-5415.3329,-3981.6434,-2169.5694,4358.7999,4250.0677,0.0000,6714.6792,-6159.0729,-4699.8579,1524.6062,-5760.7134,-5187.7391,3683.4097,6300.0906,-1521.9805,-4174.5444,3680.6619,-4684.0010,-1789.2372,-231.2004,3379.0987,4411.0244,-2067.2732,2888.4613,-3921.6683,-4753.3033,-830.8157,-500.5073,6365.3634,-4086.9911,0.0000,-2314.0393,-4383.5391,5390.8440,-6045.1428,-2065.9332,2056.5179,0.0000,-5440.4511,3020.9079,-2300.8033,2432.3443,1665.9328,3286.7932,4034.2351,-443.1123,2092.7092,6436.1807,1461.4831,-5001.8144,-262.0498,-4198.8378,5925.1650,-3814.5148,2085.0294,1027.6815,969.3082,5989.4746,1995.6206,-4730.4327,4781.7559,-6150.5183,6667.6162,-6637.7740,-68.9075,125.3656,3959.9247,3634.7700,-4310.0724,465.1148,4133.7782,5823.7065,-1191.9579,-2343.3151,4497.0278,-1788.8151,5478.0095,-3350.2205,6478.7016,3544.8664,3888.3979,311596.0175,292866.5551,301170.7486,302588.7444,303238.5848,301728.6350,294918.5033,298821.0125,-117311325.9764,-117352808.0439,-117324042.0797,-117321862.3292,298274.0233,-117328694.8753,1067.5506,3674.6665,-315.0723,-5499.2818,3739.2320,4519.9339,-350.2240,-1510.7673,278.2604,1427.2938,4539.7946,-4639.6105,-2889.9814,4340.2834,5372.4636,-331.9233,-3433.5496,-3111.8489,-1596.9005,4072.7691,-5441.5177,-4546.7499,4607.4580,-4925.0724,0.0000,-539.1523,2599.0913,-4694.3998,-1193.7906,2415.7789,4174.1006,-3970.7996,-1506.6083,3286.4241,1139.1349,3520.7937,-4129.4746,-4461.1201,-4515.8552,5512.3859,5272.7994,666.0207,-4441.1292,-3222.3745,-4099.8855,-6477.2963,-2294.8996,-2581.7420,5017.4913,0.0000,4677.5845,-3144.5998,-3247.6972,-205.4901,-5522.4502,4547.3635,0.0000,-3324.7828,-311.8377,4738.5493,-5301.2959,-2103.2456,3973.5114,5521.2111,5490.1948,-5279.2991,2535.5402,4024.1516,4436.9822,6615.0450,-5423.1852,-3407.3085,5226.1337,-2903.1798,-4722.3680,4024.6669,-3249.9186,-2770.7955,-3405.1455,4676.4289,-785.3155,-252.7529,790.1546,-5891.3553,-2783.1115,-4393.7157,-3952.1835,1490.9734,4655.0363,1712.8424,-1588.4098,2928.7759,-4938.9188,-682.3606,843.9390,4209.9421,-5312.6839,-1823.6331,205.0479,-1957.1178,-102181.5050,-105424.9194,-101021.9803,-101451.5727,-97100.3311,-105230.3850,-111542.9241,-101421.8199,-5534979.6675,-5506132.8305,-5505672.9963,-5519951.0433,-102894.7074,-5524225.6981,
