sl_100_5400_20290922 Coordinates.csv
2029/09/22 07:47:00.0000 UTC

Generated: Tue Oct  8 21:45:35 2024,
Start: 2029/09/22 07:47:00.00, Stop: 2029/09/22 09:17:00.00,
TIME_UNITS,STARLINK-2211 - X-Coordinate,STARLINK-30825 - X-Coordinate,STARLINK-4076 - X-Coordinate,STARLINK-3799 - X-Coordinate,STARLINK-2116 - X-Coordinate,STARLINK-2525 - X-Coordinate,STARLINK-31300 - X-Coordinate,STARLINK-32226 - X-Coordinate,STARLINK-4503 - X-Coordinate,STARLINK-5972 - X-Coordinate,STARLINK-4545 - X-Coordinate,STARLINK-6357 - X-Coordinate,STARLINK-1765 - X-Coordinate,STARLINK-4692 - X-Coordinate,STARLINK-2347 - X-Coordinate,STARLINK-5302 - X-Coordinate,STARLINK-3248 - X-Coordinate,STARLINK-3087 - X-Coordinate,STARLINK-6172 - X-Coordinate,STARLINK-30615 - X-Coordinate,STARLINK-5680 - X-Coordinate,STARLINK-2117 - X-Coordinate,STARLINK-2018 - X-Coordinate,STARLINK-30925 - X-Coordinate,STARLINK-1844 - X-Coordinate,STARLINK-30522 - X-Coordinate,STARLINK-30833 - X-Coordinate,STARLINK-2213 - X-Coordinate,STARLINK-31958 - X-Coordinate,STARLINK-5086 - X-Coordinate,STARLINK-3527 - X-Coordinate,STARLINK-2547 - X-Coordinate,STARLINK-31079 - X-Coordinate,STARLINK-3135 - X-Coordinate,STARLINK-1536 - X-Coordinate,STARLINK-4303 - X-Coordinate,STARLINK-31709 - X-Coordinate,STARLINK-31436 - X-Coordinate,STARLINK-2372 - X-Coordinate,STARLINK-6120 - X-Coordinate,STARLINK-32120 - X-Coordinate,STARLINK-31483 - X-Coordinate,STARLINK-4166 - X-Coordinate,STARLINK-31391 - X-Coordinate,STARLINK-30138 - X-Coordinate,STARLINK-5668 - X-Coordinate,STARLINK-31282 - X-Coordinate,STARLINK-31307 - X-Coordinate,STARLINK-5158 - X-Coordinate,STARLINK-4132 - X-Coordinate,STARLINK-3173 - X-Coordinate,STARLINK-4265 - X-Coordinate,STARLINK-11121 [DTC] - X-Coordinate,STARLINK-6175 - X-Coordinate,STARLINK-5755 - X-Coordinate,STARLINK-2140 - X-Coordinate,STARLINK-3204 - X-Coordinate,STARLINK-2637 - X-Coordinate,STARLINK-11136 [DTC] - X-Coordinate,STARLINK-30591 - X-Coordinate,STARLINK-1300 - X-Coordinate,STARLINK-4307 - X-Coordinate,STARLINK-4187 - X-Coordinate,STARLINK-4716 - X-Coordinate,STARLINK-4727 - X-Coordinate,STARLINK-30939 - X-Coordinate,STARLINK-30783 - X-Coordinate,STARLINK-2478 - X-Coordinate,STARLINK-5471 - X-Coordinate,STARLINK-1012 - X-Coordinate,STARLINK-31985 - X-Coordinate,STARLINK-1319 - X-Coordinate,STARLINK-4514 - X-Coordinate,STARLINK-31288 - X-Coordinate,STARLINK-31425 - X-Coordinate,STARLINK-30285 - X-Coordinate,STARLINK-6308 - X-Coordinate,STARLINK-3785 - X-Coordinate,STARLINK-3995 - X-Coordinate,STARLINK-2000 - X-Coordinate,STARLINK-1222 - X-Coordinate,STARLINK-3573 - X-Coordinate,STARLINK-5053 - X-Coordinate,STARLINK-2447 - X-Coordinate,STARLINK-5470 - X-Coordinate,STARLINK-3264 - X-Coordinate,STARLINK-5473 - X-Coordinate,STARLINK-5376 - X-Coordinate,STARLINK-2240 - X-Coordinate,STARLINK-6338 - X-Coordinate,STARLINK-4784 - X-Coordinate,STARLINK-1173 - X-Coordinate,STARLINK-5699 - X-Coordinate,STARLINK-4072 - X-Coordinate,STARLINK-30325 - X-Coordinate,STARLINK-30095 - X-Coordinate,STARLINK-6277 - X-Coordinate,STARLINK-5659 - X-Coordinate,STARLINK-5293 - X-Coordinate,STARLINK-4732 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-2211 - Y-Coordinate,STARLINK-30825 - Y-Coordinate,STARLINK-4076 - Y-Coordinate,STARLINK-3799 - Y-Coordinate,STARLINK-2116 - Y-Coordinate,STARLINK-2525 - Y-Coordinate,STARLINK-31300 - Y-Coordinate,STARLINK-32226 - Y-Coordinate,STARLINK-4503 - Y-Coordinate,STARLINK-5972 - Y-Coordinate,STARLINK-4545 - Y-Coordinate,STARLINK-6357 - Y-Coordinate,STARLINK-1765 - Y-Coordinate,STARLINK-4692 - Y-Coordinate,STARLINK-2347 - Y-Coordinate,STARLINK-5302 - Y-Coordinate,STARLINK-3248 - Y-Coordinate,STARLINK-3087 - Y-Coordinate,STARLINK-6172 - Y-Coordinate,STARLINK-30615 - Y-Coordinate,STARLINK-5680 - Y-Coordinate,STARLINK-2117 - Y-Coordinate,STARLINK-2018 - Y-Coordinate,STARLINK-30925 - Y-Coordinate,STARLINK-1844 - Y-Coordinate,STARLINK-30522 - Y-Coordinate,STARLINK-30833 - Y-Coordinate,STARLINK-2213 - Y-Coordinate,STARLINK-31958 - Y-Coordinate,STARLINK-5086 - Y-Coordinate,STARLINK-3527 - Y-Coordinate,STARLINK-2547 - Y-Coordinate,STARLINK-31079 - Y-Coordinate,STARLINK-3135 - Y-Coordinate,STARLINK-1536 - Y-Coordinate,STARLINK-4303 - Y-Coordinate,STARLINK-31709 - Y-Coordinate,STARLINK-31436 - Y-Coordinate,STARLINK-2372 - Y-Coordinate,STARLINK-6120 - Y-Coordinate,STARLINK-32120 - Y-Coordinate,STARLINK-31483 - Y-Coordinate,STARLINK-4166 - Y-Coordinate,STARLINK-31391 - Y-Coordinate,STARLINK-30138 - Y-Coordinate,STARLINK-5668 - Y-Coordinate,STARLINK-31282 - Y-Coordinate,STARLINK-31307 - Y-Coordinate,STARLINK-5158 - Y-Coordinate,STARLINK-4132 - Y-Coordinate,STARLINK-3173 - Y-Coordinate,STARLINK-4265 - Y-Coordinate,STARLINK-11121 [DTC] - Y-Coordinate,STARLINK-6175 - Y-Coordinate,STARLINK-5755 - Y-Coordinate,STARLINK-2140 - Y-Coordinate,STARLINK-3204 - Y-Coordinate,STARLINK-2637 - Y-Coordinate,STARLINK-11136 [DTC] - Y-Coordinate,STARLINK-30591 - Y-Coordinate,STARLINK-1300 - Y-Coordinate,STARLINK-4307 - Y-Coordinate,STARLINK-4187 - Y-Coordinate,STARLINK-4716 - Y-Coordinate,STARLINK-4727 - Y-Coordinate,STARLINK-30939 - Y-Coordinate,STARLINK-30783 - Y-Coordinate,STARLINK-2478 - Y-Coordinate,STARLINK-5471 - Y-Coordinate,STARLINK-1012 - Y-Coordinate,STARLINK-31985 - Y-Coordinate,STARLINK-1319 - Y-Coordinate,STARLINK-4514 - Y-Coordinate,STARLINK-31288 - Y-Coordinate,STARLINK-31425 - Y-Coordinate,STARLINK-30285 - Y-Coordinate,STARLINK-6308 - Y-Coordinate,STARLINK-3785 - Y-Coordinate,STARLINK-3995 - Y-Coordinate,STARLINK-2000 - Y-Coordinate,STARLINK-1222 - Y-Coordinate,STARLINK-3573 - Y-Coordinate,STARLINK-5053 - Y-Coordinate,STARLINK-2447 - Y-Coordinate,STARLINK-5470 - Y-Coordinate,STARLINK-3264 - Y-Coordinate,STARLINK-5473 - Y-Coordinate,STARLINK-5376 - Y-Coordinate,STARLINK-2240 - Y-Coordinate,STARLINK-6338 - Y-Coordinate,STARLINK-4784 - Y-Coordinate,STARLINK-1173 - Y-Coordinate,STARLINK-5699 - Y-Coordinate,STARLINK-4072 - Y-Coordinate,STARLINK-30325 - Y-Coordinate,STARLINK-30095 - Y-Coordinate,STARLINK-6277 - Y-Coordinate,STARLINK-5659 - Y-Coordinate,STARLINK-5293 - Y-Coordinate,STARLINK-4732 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-2211 - Z-Coordinate,STARLINK-30825 - Z-Coordinate,STARLINK-4076 - Z-Coordinate,STARLINK-3799 - Z-Coordinate,STARLINK-2116 - Z-Coordinate,STARLINK-2525 - Z-Coordinate,STARLINK-31300 - Z-Coordinate,STARLINK-32226 - Z-Coordinate,STARLINK-4503 - Z-Coordinate,STARLINK-5972 - Z-Coordinate,STARLINK-4545 - Z-Coordinate,STARLINK-6357 - Z-Coordinate,STARLINK-1765 - Z-Coordinate,STARLINK-4692 - Z-Coordinate,STARLINK-2347 - Z-Coordinate,STARLINK-5302 - Z-Coordinate,STARLINK-3248 - Z-Coordinate,STARLINK-3087 - Z-Coordinate,STARLINK-6172 - Z-Coordinate,STARLINK-30615 - Z-Coordinate,STARLINK-5680 - Z-Coordinate,STARLINK-2117 - Z-Coordinate,STARLINK-2018 - Z-Coordinate,STARLINK-30925 - Z-Coordinate,STARLINK-1844 - Z-Coordinate,STARLINK-30522 - Z-Coordinate,STARLINK-30833 - Z-Coordinate,STARLINK-2213 - Z-Coordinate,STARLINK-31958 - Z-Coordinate,STARLINK-5086 - Z-Coordinate,STARLINK-3527 - Z-Coordinate,STARLINK-2547 - Z-Coordinate,STARLINK-31079 - Z-Coordinate,STARLINK-3135 - Z-Coordinate,STARLINK-1536 - Z-Coordinate,STARLINK-4303 - Z-Coordinate,STARLINK-31709 - Z-Coordinate,STARLINK-31436 - Z-Coordinate,STARLINK-2372 - Z-Coordinate,STARLINK-6120 - Z-Coordinate,STARLINK-32120 - Z-Coordinate,STARLINK-31483 - Z-Coordinate,STARLINK-4166 - Z-Coordinate,STARLINK-31391 - Z-Coordinate,STARLINK-30138 - Z-Coordinate,STARLINK-5668 - Z-Coordinate,STARLINK-31282 - Z-Coordinate,STARLINK-31307 - Z-Coordinate,STARLINK-5158 - Z-Coordinate,STARLINK-4132 - Z-Coordinate,STARLINK-3173 - Z-Coordinate,STARLINK-4265 - Z-Coordinate,STARLINK-11121 [DTC] - Z-Coordinate,STARLINK-6175 - Z-Coordinate,STARLINK-5755 - Z-Coordinate,STARLINK-2140 - Z-Coordinate,STARLINK-3204 - Z-Coordinate,STARLINK-2637 - Z-Coordinate,STARLINK-11136 [DTC] - Z-Coordinate,STARLINK-30591 - Z-Coordinate,STARLINK-1300 - Z-Coordinate,STARLINK-4307 - Z-Coordinate,STARLINK-4187 - Z-Coordinate,STARLINK-4716 - Z-Coordinate,STARLINK-4727 - Z-Coordinate,STARLINK-30939 - Z-Coordinate,STARLINK-30783 - Z-Coordinate,STARLINK-2478 - Z-Coordinate,STARLINK-5471 - Z-Coordinate,STARLINK-1012 - Z-Coordinate,STARLINK-31985 - Z-Coordinate,STARLINK-1319 - Z-Coordinate,STARLINK-4514 - Z-Coordinate,STARLINK-31288 - Z-Coordinate,STARLINK-31425 - Z-Coordinate,STARLINK-30285 - Z-Coordinate,STARLINK-6308 - Z-Coordinate,STARLINK-3785 - Z-Coordinate,STARLINK-3995 - Z-Coordinate,STARLINK-2000 - Z-Coordinate,STARLINK-1222 - Z-Coordinate,STARLINK-3573 - Z-Coordinate,STARLINK-5053 - Z-Coordinate,STARLINK-2447 - Z-Coordinate,STARLINK-5470 - Z-Coordinate,STARLINK-3264 - Z-Coordinate,STARLINK-5473 - Z-Coordinate,STARLINK-5376 - Z-Coordinate,STARLINK-2240 - Z-Coordinate,STARLINK-6338 - Z-Coordinate,STARLINK-4784 - Z-Coordinate,STARLINK-1173 - Z-Coordinate,STARLINK-5699 - Z-Coordinate,STARLINK-4072 - Z-Coordinate,STARLINK-30325 - Z-Coordinate,STARLINK-30095 - Z-Coordinate,STARLINK-6277 - Z-Coordinate,STARLINK-5659 - Z-Coordinate,STARLINK-5293 - Z-Coordinate,STARLINK-4732 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-2279.6724,2133.7991,-3596.9223,4888.5703,-4130.2119,6305.3205,-4124.9666,4317.2333,-4946.6373,-3515.8832,-3444.0202,-4570.2677,-868.9606,-2200.4585,-4867.7480,3688.2621,2557.9226,4193.7207,-3043.9132,-3530.8164,6270.5283,2159.7594,-237.5834,-4554.3201,0.0000,5042.0092,4228.7423,5352.5096,-1548.4606,-4186.4370,1581.6240,5647.6738,3665.2848,-3049.9769,1427.1486,-3948.4272,3815.0546,2362.0344,-5844.1962,-409.8180,0.0000,-5645.3050,-3405.6897,2994.7522,-1932.6481,-3792.0701,5425.1940,6700.1029,4582.4214,-6728.2175,1356.4033,-5782.1990,2248.1464,1473.5693,6855.0736,-1342.6933,1766.3991,-3741.5951,2734.8839,1785.3912,5495.3540,-168.5488,-5552.1894,-2936.3839,4387.6877,479.5483,-6576.8798,-52.9240,-6138.4554,5695.0546,-3217.7211,2751.4050,2813.5909,-5968.0056,360.6987,3170.7600,5696.9845,-6865.1745,521.3493,1711.4165,5829.0077,5210.2543,3949.0601,3822.5945,-3762.3420,1544.8944,-387.3750,-3932.6749,4706.3579,6034.1864,2787.3358,-5315.2588,-6350.0536,2605.7783,4350.1520,-156.2957,-1336.0184,-3182.8982,-730.6773,-534.1104,224599.3103,227684.1309,222653.1384,226047.9703,233283.1749,230900.1862,224716.8878,225057.0118,110981384.0426,111006476.6090,111012143.3761,110989880.0898,225877.5117,110998020.3359,3691.3891,4230.5562,2225.4723,-2841.9647,3971.7296,337.4744,2282.8844,-5001.8677,-1206.0675,-739.0024,3638.2200,897.9774,-6360.5525,6547.8066,-3700.6924,-5744.6756,6025.9373,5462.3559,-6197.8295,3878.2048,2313.3256,5698.9074,-6708.0602,2078.1547,0.0000,4365.4374,41.7610,-1966.9139,-5176.4840,4815.6419,5168.1061,-2720.4653,-4655.0498,5222.3428,4052.0181,1935.8964,5646.7140,5044.9416,-644.0052,5368.3033,0.0000,-1080.9787,2568.3207,-6048.1919,5768.4435,4861.1868,-1519.7917,-74.4979,5093.1911,-696.8714,-4568.9934,3050.4075,4120.2030,-6745.1014,-365.2582,-4021.3594,6142.2474,1783.4913,4700.7347,6670.0972,-808.9608,959.0247,-2214.0977,5781.6917,-2549.8350,-4197.9672,385.3934,6460.8552,1527.6867,3834.9214,-3468.3750,4739.5773,-5738.8581,-2996.0376,6128.1173,-2637.8774,-118.6873,233.9374,6500.7814,4391.3846,352.2569,319.2653,-1235.1794,3633.9680,5379.4250,-6744.7699,2573.1849,3334.9040,4430.0460,-1604.1058,5657.2264,-1519.3477,-1130.6227,6358.6870,2523.3125,-6721.1166,6435.1538,4406.3335,-4288.4573,-6664.8079,-349953.8517,-316724.3012,-336208.5535,-336785.7727,-332233.4169,-331693.8135,-327981.6396,-332901.3545,203480742.4951,203526917.1434,203502177.9944,203471978.4415,-331434.5333,203480553.0820,5306.2602,4951.7755,5417.4547,-3969.2752,3804.1032,-2769.1196,4946.3549,1821.2121,4622.8387,5910.6246,4730.7671,-5141.1355,2465.4754,-390.2793,-3155.5236,-1168.9128,-2127.5220,-885.4835,470.5341,-4535.3197,-1766.6515,-3191.4874,-929.0267,4631.4628,0.0000,1896.1778,-5418.9713,-3878.2568,4120.0678,-2602.3068,4031.6849,2309.5467,3571.4671,3318.7888,-5382.9218,-5245.7055,288.3906,3990.8679,3460.8333,-4383.9679,0.0000,-3700.9760,5402.4350,-479.4013,-3315.1391,3076.1900,3810.9132,1260.5443,-789.9986,-1394.1536,5004.0906,2153.3508,-4786.5081,330.0395,879.5026,-5469.1210,2596.0516,-5488.5494,3979.9191,-559.4397,-4117.2097,-6870.0599,-3369.0406,-2417.9384,4683.5398,-5403.2849,-2147.4604,-2273.9359,-2717.2376,633.1648,-4937.0299,-4141.2401,2592.3287,-1479.5237,2940.3436,5385.4255,-3946.3454,-748.9005,2261.1757,5123.0782,3660.0407,4489.8330,5509.0366,-4255.0809,-2161.4528,-18.8560,6425.6018,-4584.4084,-2437.2148,-2961.7008,2792.5179,4011.4078,2477.5709,551.4110,4685.4817,-1790.1223,-2224.9652,4254.4503,5393.3037,1778.8389,22654.0416,20090.3578,21718.4836,20656.4510,25269.3085,17463.0726,10956.3708,19029.0506,-89586932.7210,-89601010.3016,-89601225.9596,-89601900.9008,19587.4684,-89598789.2989,
300.000,-735.3458,4034.9459,-2687.3489,3125.5422,-3523.3687,5390.1738,-3746.2130,2829.4451,-5976.4833,-4981.5983,-2633.6128,-2748.1437,-2194.6387,-989.1945,-6059.9126,2373.6174,3404.8969,4634.1703,-4193.8721,-2113.5588,6156.9849,3611.6839,-1451.3481,-3571.2634,0.0000,5525.3019,4457.6976,3757.2810,-3211.0754,-3096.4782,3254.3670,5314.8139,1706.2824,-1275.5531,3171.8715,-2325.3201,4576.5392,3285.1503,-4895.6195,1641.9521,0.0000,-6303.6059,-1640.5059,1528.9535,-396.9626,-2631.9826,4079.0874,6622.2119,5382.4771,-6872.4232,-227.3489,-5385.9643,4138.3172,-41.4553,6635.3713,-3182.2808,3107.4981,-2763.5192,3517.0636,3173.0333,4132.3406,-2123.6838,-5066.6761,-1921.7521,4092.1065,-1570.0591,-5727.7091,1264.0918,-4859.5631,6220.4854,-4959.8465,3552.5470,1197.3925,-5881.1530,2018.7725,1429.8885,5976.4290,-6673.1894,1741.9480,3649.8157,4796.8314,4171.5530,3018.6815,5394.4460,-2212.4450,302.2605,1731.8209,-2644.1476,4936.8504,5860.5232,3557.7502,-4634.0966,-5836.9011,3640.2021,5201.7979,-1697.3674,384.3318,-1751.3637,-1593.9858,-1777.2218,232048.1010,234434.4603,229529.0435,232939.5331,240296.4008,237795.8676,231749.9408,232002.5440,106513472.3946,106537536.9159,106543577.1764,106522357.9239,232854.9848,106530060.1039,5056.8395,3931.0427,4116.4474,-3596.3085,5442.0177,-1067.1292,4175.7690,-5222.0624,281.5664,-1750.2553,5287.9754,1632.0723,-6478.6346,6696.6076,-2883.0872,-6494.1532,4727.6716,5016.1118,-5140.8623,5355.2471,607.1232,5642.8191,-6065.4532,3978.1862,0.0000,2708.0748,-2044.7266,-3008.4932,-3845.6384,6039.3556,5308.2670,-4015.8846,-5077.8606,5002.8675,2746.3418,3385.2100,4610.2617,3335.4573,935.3211,4815.0525,0.0000,648.9832,3852.4992,-6499.8190,6604.6184,6123.4861,-3101.9566,-1604.1830,4183.5798,514.5304,-5653.8682,4272.4686,3771.6250,-6806.7767,-1857.7102,-2861.5937,6099.5100,3695.4344,2885.9344,6076.5846,-2202.2799,-183.7364,-474.5166,6612.3386,-4344.2890,-4650.2271,1930.1483,5570.6796,2594.1441,2735.0969,-2653.4690,2941.9399,-5460.9149,-1553.5173,5150.3964,-3982.0470,-1981.1802,1428.7511,5506.9379,4225.8557,-1199.5706,-1429.6883,-3198.8731,2902.2263,5406.8446,-6673.9088,1936.6718,4965.4212,2839.3431,-3284.8088,4164.1902,313.9656,616.9240,5718.9517,544.3997,-6739.0801,6008.3880,5764.7079,-2452.1106,-6689.1389,-345132.9061,-311726.5868,-331253.3343,-331775.7000,-327351.8737,-326809.1368,-323144.2869,-327776.4773,205856904.4051,205903223.7391,205878594.4918,205847725.0103,-326572.7675,205856652.4536,4569.8109,3907.0242,4805.0366,-5003.7301,2302.9946,-4166.8045,3904.9106,3416.0974,3394.9405,4473.4274,3550.8291,-6156.5724,728.6008,1418.2519,-1515.3028,372.0476,-3668.1640,1241.3176,1963.6246,-3863.1717,-3087.0132,-1557.5764,-2653.6186,4235.6075,0.0000,3191.0877,-4815.8989,-4939.7572,4588.9374,-1187.5993,2593.8456,536.2325,4375.3835,4571.9124,-5461.7809,-5476.3569,2071.7088,5002.3582,4655.6434,-4725.3153,0.0000,-2561.8825,5463.1261,1081.3764,-2051.0110,1753.6221,4471.0110,-288.8115,1029.0301,416.9327,3970.3644,382.8463,-3685.2225,-1210.9566,-667.1191,-5438.2278,871.9484,-5100.2131,4969.7975,985.3499,-5088.0799,-6602.8763,-4603.7897,-675.6836,3478.4839,-4790.7915,-3390.8995,-3781.6165,-4131.3252,-1180.5001,-3886.7849,-5090.8554,4035.1241,-3129.8214,3962.9713,5302.6959,-2896.4999,1068.2916,3774.6342,4159.0109,4797.9323,5285.8878,5303.6818,-2896.7024,-3695.1758,-1809.7179,6428.0750,-3994.1397,-3911.1426,-1614.1940,4188.0108,5005.4158,3642.0691,-1264.4065,4460.3678,-285.0880,-3451.4482,3371.6066,6280.6415,-13.5459,22758.3028,20183.2820,21888.3880,20600.2952,25426.3930,17860.7240,11005.0253,18737.6707,-89589986.4453,-89604335.6637,-89604649.1348,-89604607.7798,19706.7632,-89601909.7415,
600.000,840.5069,5514.1213,-1559.4646,1054.1775,-2585.4592,3953.8779,-3025.8513,1029.0293,-6420.4194,-5874.6827,-1599.2098,-665.8751,-3290.4861,335.9863,-6634.4350,824.5568,3950.1340,4614.4392,-4952.6287,-525.6282,5460.5217,4685.0232,-2542.2886,-2264.9947,0.0000,5499.8991,4288.1033,1797.6635,-4578.2320,-1711.4837,4557.7541,4398.8476,-426.4361,655.9601,4635.9863,-503.3131,4882.7972,3929.6176,-3469.9215,3553.8032,0.0000,-6336.7111,253.3910,-106.8870,1158.3229,-1229.0143,2337.8439,5867.8511,5649.6192,-6328.4657,-1751.0272,-4448.8728,5565.9634,-1563.8864,5768.2282,-4738.6679,4128.5937,-1561.4550,3979.4665,4261.0765,2385.1664,-3803.4264,-4105.0734,-723.4227,3426.0131,-3437.1697,-4333.6878,2493.2332,-3096.2599,6128.3806,-6193.8005,4051.8002,-571.4482,-5211.3385,3504.2690,-421.9097,5697.0847,-5813.0545,2830.3294,5220.9887,3312.7438,2755.6888,1841.8943,6390.8028,-415.6347,-990.2030,3698.2512,-1131.8941,4714.0802,5123.6117,4018.9454,-3519.3496,-4772.9632,4321.9898,5574.7231,-3072.9348,2094.9833,-178.8244,-2373.5896,-2843.8196,239393.4286,241074.8631,236300.9197,239719.5693,247203.7249,244573.5225,238679.4352,238897.3681,101994719.2189,102017753.6417,102024162.7295,102004025.2037,239727.8257,102011261.5637,5935.9224,3274.0134,5604.3244,-4049.4420,6354.2352,-2408.1698,5630.2620,-4939.7549,1706.3387,-2626.4332,6406.6909,2279.1849,-5944.3081,6183.5989,-1790.4381,-6612.9034,2947.2862,4047.4612,-3575.7995,6329.5779,-1181.8685,5027.6054,-4783.8524,5485.2190,0.0000,772.8747,-3907.4143,-3803.9596,-2147.8672,6662.8837,4901.5514,-4862.6445,-5047.6856,4325.3852,1214.1658,4537.4684,3082.0623,1293.9921,2462.4635,3840.1385,0.0000,2291.8010,4799.7973,-6275.2641,6804.4762,6779.1602,-4403.2259,-2972.8718,2844.8871,1679.2455,-6201.2860,5059.8105,3052.8998,-6204.9678,-3175.4928,-1471.3198,5450.6099,5253.9573,765.2845,4888.8788,-3428.4227,-1386.6187,1348.6665,6783.7955,-5693.4042,-4679.0003,3318.7988,4123.3537,3446.2273,1349.2790,-1610.1256,852.2650,-4667.8222,77.3626,3663.5563,-4954.7174,-3632.8956,2492.9368,3970.5794,3694.2980,-2676.8818,-3077.6247,-4863.4108,1896.6515,4928.3353,-5945.3683,1184.7433,6122.4647,944.1956,-4632.5544,2248.8683,2151.7655,2332.7636,4498.7577,-1466.9495,-6110.8530,5020.4361,6568.9070,-391.7361,-6048.8231,-340152.0638,-306586.8851,-326148.9708,-326609.5132,-322321.8525,-321780.8291,-318157.7459,-322409.6100,208134976.4140,208181415.9831,208156897.9354,208125414.5563,-321564.0991,208134659.8620,3328.7043,2430.4725,3666.4558,-5498.6153,549.6836,-5112.1224,2428.0681,4632.6159,1795.4714,2555.7873,1984.5459,-6517.0267,-1088.1699,3073.7941,290.9044,1872.9884,-4808.4243,3235.6294,3245.2206,-2778.1087,-4074.4910,247.0526,-4074.6118,3364.7785,0.0000,4144.4366,-3685.2817,-5465.7170,4537.3213,356.6379,854.9522,-1301.0887,4708.5753,5328.9626,-4946.4380,-5100.3598,3621.9630,5460.7683,5328.5483,-4564.2446,0.0000,-1136.7922,4928.4620,2517.5158,-566.7875,239.9505,4625.4214,-1805.7030,2735.9814,2182.7765,2508.5175,-1429.5426,-2148.4451,-2621.2197,-2141.9964,-4823.9870,-946.8690,-4154.4854,5382.2374,2424.2561,-5511.6271,-5634.2686,-5331.6763,1139.3424,1897.4102,-3650.1164,-4271.2988,-4870.4617,-5094.8778,-2865.8070,-2403.5676,-5482.1254,5039.5270,-4431.7589,4537.8947,4616.4939,-1536.4433,2769.7903,4878.7899,2756.0767,5413.9283,5505.8876,4521.9301,-1206.7220,-4830.3742,-3405.9040,5745.9907,-2970.7625,-4962.6684,-92.1190,5128.5789,5440.5422,4412.8908,-2942.6904,3746.5482,1250.1667,-4309.9121,2123.6831,6497.5153,-1804.5048,22862.3509,20276.1319,22054.1277,20541.4560,25580.4448,18263.8903,11058.2654,18523.5278,-89593045.4558,-89607660.8319,-89608071.5984,-89607308.6838,19826.0468,-89605030.0790,
