sl_5_86400_20290107 Coordinates.csv
2029/01/07 07:47:00.0000 UTC

Generated: Tue Oct  8 21:11:31 2024,
Start: 2029/01/07 07:47:00.00, Stop: 2029/01/08 07:47:00.00,
TIME_UNITS,STARLINK-4423 - X-Coordinate,STARLINK-11103 [DTC] - X-Coordinate,STARLINK-30884 - X-Coordinate,STARLINK-2193 - X-Coordinate,STARLINK-31459 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-4423 - Y-Coordinate,STARLINK-11103 [DTC] - Y-Coordinate,STARLINK-30884 - Y-Coordinate,STARLINK-2193 - Y-Coordinate,STARLINK-31459 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-4423 - Z-Coordinate,STARLINK-11103 [DTC] - Z-Coordinate,STARLINK-30884 - Z-Coordinate,STARLINK-2193 - Z-Coordinate,STARLINK-31459 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,5845.7036,-2830.3560,-3087.4950,-5430.7796,2940.4581,-287763.7624,-320239.2760,-299767.0385,-300360.7122,-307185.2797,-306613.6098,-308525.0209,-304152.4856,-140516976.2918,-140548825.7554,-140509798.3949,-140503596.1935,-305681.7294,-140516136.1310,-2435.8225,-3583.7178,4948.4914,-2546.3094,4246.8375,-193593.3501,-201200.9236,-198072.8899,-196082.2894,-190915.8400,-192910.3431,-200255.4884,-198946.5765,-105282436.5695,-105296911.2162,-105294860.2103,-105303633.6197,-197993.1889,-105298771.4773,2849.0670,-4932.3128,-3693.7858,3363.7905,4432.0797,-64617.8612,-66430.4382,-65603.3998,-65341.1286,-61570.0896,-70247.9412,-75714.4759,-67528.7496,-783484.2619,-800720.9142,-755161.4554,-772695.0957,-67258.4396,-771243.1228,
3600.000,-2560.5829,6303.0989,-1082.8834,3947.4310,-6238.3532,-230781.8726,-261003.6047,-240818.5470,-242575.9167,-248113.0605,-247014.2604,-249047.2375,-247877.9676,-108370750.9476,-108400415.8666,-108370938.4528,-108358428.9407,-246268.2629,-108370825.0652,-382.5579,2134.8584,-4981.3338,-1303.7235,-2178.9583,-258570.3916,-274533.7617,-269657.4398,-267834.9465,-260732.3424,-264409.8688,-269495.2006,-267474.9318,-138067251.9408,-138089317.8904,-138076922.9653,-138081928.0777,-268016.7278,-138083680.7217,-6450.7950,905.3439,4641.7708,-5489.3527,-1667.2253,-66348.2503,-68168.6134,-66419.8834,-69129.7763,-62577.7680,-68220.1878,-77917.7217,-68252.1819,-798384.8582,-816830.1920,-768234.5799,-783389.2340,-68730.2381,-786241.1258,
7200.000,-2911.2681,-5435.2015,4807.0602,-2118.2514,6358.0329,-159691.8651,-185170.6423,-166576.5819,-172038.8424,-173509.4643,-169927.4228,-174386.0243,-169655.1775,-68837036.3145,-68862657.7979,-68844959.9370,-68831078.8365,-171271.6070,-68837838.7593,646.1870,427.1270,4214.1668,5237.0883,-543.5454,-307551.0637,-330917.7147,-324099.7490,-323044.7088,-313623.6717,-321939.7670,-321673.0446,-321095.0188,-161387498.7859,-161415905.4575,-161398602.1714,-161398103.0852,-320909.1764,-161404526.7614,6266.0711,3916.7287,-2605.2259,3919.2040,-2391.3128,-68096.2461,-69908.3945,-67848.4167,-71507.1877,-64007.2424,-68194.3533,-79473.4304,-71028.0142,-812474.8651,-832700.4369,-782684.4177,-794857.3158,-70194.9170,-801214.9937,
10800.000,6247.9535,1543.5516,-6386.1732,505.0553,-3483.7267,-78802.8400,-97513.2419,-81733.9863,-89803.9264,-88066.4483,-82714.6960,-89248.6983,-86907.1612,-24624219.5959,-24644429.2281,-24638166.7186,-24627148.5845,-85483.1935,-24625338.2340,1790.4080,-3933.6922,-2359.2173,-6858.2835,3606.0779,-337635.0981,-366681.7441,-357868.5807,-355149.0271,-346234.2320,-356934.7604,-353645.9108,-353475.2877,-173655284.0641,-173688273.9832,-173671548.2272,-173668133.3223,-353330.2170,-173673258.1713,-2459.5515,-5227.3176,-1135.0260,250.0481,4602.6651,-69860.6126,-71644.6546,-69898.5406,-70486.4476,-65846.8911,-73289.0258,-80395.9358,-70627.6979,-825811.5254,-848304.7030,-798267.9757,-808866.5027,-71652.3301,-816164.7286,
14400.000,-5051.3284,2139.9616,5483.4076,1456.2772,-412.4870,7028.8557,-3580.3510,8275.3431,-197.2815,2860.3106,8758.0443,1094.6004,6855.4765,21241317.3981,21227228.5769,21224535.7006,21234274.5907,5626.1881,21240412.8638,-3852.4956,6103.6742,-700.2347,5192.5582,-5942.7376,-347041.2598,-379475.9371,-368745.4073,-364648.3421,-356523.9218,-366954.3060,-363496.0178,-362872.9820,-174039590.9811,-174075068.6215,-174063439.6906,-174061292.0277,-363246.9092,-174058608.5908,-2818.6908,1804.7306,4121.4316,-4280.2877,-3312.6657,-71640.1189,-73373.6635,-72411.2646,-69814.6980,-68108.0022,-77911.9096,-80665.0450,-74405.1931,-838499.3075,-863611.4838,-814751.9163,-827988.2041,-73102.3321,-831090.3326,
18000.000,990.4467,-3816.4868,-3122.9654,-3946.9728,3407.1818,92682.3659,90659.6947,97639.1918,89633.4372,93623.7474,99152.5267,91143.5757,95352.1827,65622370.5970,65614341.2815,65606605.5140,65621804.6053,96255.6436,65622189.6374,2449.3183,-4485.0111,4246.0023,-1514.0206,5875.9478,-335195.9084,-368425.2590,-356019.5158,-351400.8711,-343903.7382,-353293.8722,-350604.2895,-350507.8572,-162522532.7637,-162558304.7732,-162554654.7226,-162549237.4227,-350060.9270,-162542415.9031,6416.3539,3224.8592,-4459.6376,5419.2151,-527.5018,-73433.3579,-75092.5115,-75101.6375,-69786.7990,-70826.4544,-81576.3910,-80222.3931,-73101.5325,-850683.1397,-878583.5343,-831932.0908,-850381.9256,-74544.7786,-845991.8080,
21600.000,1993.7864,4017.0590,496.1605,5928.0116,-4794.3360,173066.1376,179204.3362,180587.8587,173572.7914,178710.2892,182918.0896,175565.1398,181333.5400,105485494.7800,105482675.9754,105474420.7860,105492359.5625,180643.8217,105486392.5066,2142.5939,-494.1934,-6613.3367,-1876.7988,-2791.2392,-302751.0116,-334188.8577,-320559.0684,-316177.9606,-309331.6454,-317477.9353,-315598.2201,-314179.2170,-139899964.2330,-139934028.5159,-139939283.3246,-139921687.7935,-314644.2476,-139920305.9683,-6304.4709,-5366.4862,1899.3390,-2955.1911,3945.4674,-75238.4090,-76798.7776,-77635.0747,-70291.0922,-74063.0545,-84435.7634,-78968.1847,-77607.0427,-862539.0248,-893176.3611,-849634.1534,-869182.4913,-75979.5262,-860869.1568,
25200.000,-1574.3518,-3372.2836,1822.9905,-5625.8820,4877.5246,243406.4933,256405.2944,251816.4465,246158.7384,253238.3359,254925.6035,249832.4448,252971.9318,138108317.1423,138109172.9606,138104711.7618,138116527.8824,253435.3779,138110401.2261,-6289.4263,5165.4364,6384.8112,3664.0481,-1905.3386,-251529.7818,-278920.3580,-264737.3358,-261157.0894,-255590.2948,-262054.0875,-260042.5025,-259548.0972,-107726461.3850,-107757304.5873,-107770446.9196,-107739935.1507,-259281.1949,-107746732.2095,2490.2734,2649.9213,1871.1522,-1515.7123,-4364.0456,-77052.1139,-78490.3211,-79716.9876,-71254.0839,-77806.7285,-86593.9321,-76895.4624,-75724.7048,-874262.6413,-907336.3007,-867708.1377,-883832.0371,-77406.4324,-875722.3813,
28800.000,-802.4340,1367.3203,-3911.2761,2447.1423,-3709.4305,299515.0493,317335.0687,306849.0709,302744.8388,312159.9884,310798.1263,311046.8879,310420.6745,161265420.7401,161267953.3206,161270668.3895,161269654.8472,310020.9300,161268523.1750,6329.1029,-6106.7308,-3545.6767,-4103.3089,5529.4385,-184398.9364,-206131.2360,-192228.4809,-189789.7364,-188280.0945,-190632.2240,-186171.4593,-187360.4016,-68208480.7723,-68235331.3668,-68253703.4735,-68216039.2353,-187520.7126,-68228167.1161,2742.8828,2436.3007,-4449.6992,4942.4165,1431.1211,-78868.2900,-80165.1384,-81171.6945,-72637.9903,-80137.0928,-88103.7138,-76825.4029,-80595.6283,-886056.6719,-920998.1468,-886021.8434,-895948.8524,-78825.3558,-890551.4839,
