sl_100_86400_20290222 Coordinates.csv
2029/02/22 07:47:00.0000 UTC

Generated: Tue Oct  8 21:49:07 2024,
Start: 2029/02/22 07:47:00.00, Stop: 2029/02/23 07:47:00.00,
TIME_UNITS,STARLINK-1677 - X-Coordinate,STARLINK-4585 - X-Coordinate,STARLINK-11188 [DTC] - X-Coordinate,STARLINK-31362 - X-Coordinate,STARLINK-31152 - X-Coordinate,STARLINK-6071 - X-Coordinate,STARLINK-5035 - X-Coordinate,STARLINK-6198 - X-Coordinate,STARLINK-30132 - X-Coordinate,STARLINK-3233 - X-Coordinate,STARLINK-30482 - X-Coordinate,STARLINK-5977 - X-Coordinate,STARLINK-5635 - X-Coordinate,STARLINK-6211 - X-Coordinate,STARLINK-4350 - X-Coordinate,STARLINK-6279 - X-Coordinate,STARLINK-4056 - X-Coordinate,STARLINK-4737 - X-Coordinate,STARLINK-3653 - X-Coordinate,STARLINK-4329 - X-Coordinate,STARLINK-1816 - X-Coordinate,STARLINK-3167 - X-Coordinate,STARLINK-2550 - X-Coordinate,STARLINK-30987 - X-Coordinate,STARLINK-30304 - X-Coordinate,STARLINK-6352 - X-Coordinate,STARLINK-30331 - X-Coordinate,STARLINK-5275 - X-Coordinate,STARLINK-4266 - X-Coordinate,STARLINK-5742 - X-Coordinate,STARLINK-4767 - X-Coordinate,STARLINK-1303 - X-Coordinate,STARLINK-4541 - X-Coordinate,STARLINK-3087 - X-Coordinate,STARLINK-1347 - X-Coordinate,STARLINK-3325 - X-Coordinate,STARLINK-3691 - X-Coordinate,STARLINK-5783 - X-Coordinate,STARLINK-1236 - X-Coordinate,STARLINK-31854 - X-Coordinate,STARLINK-30803 - X-Coordinate,STARLINK-5639 - X-Coordinate,STARLINK-31357 - X-Coordinate,STARLINK-4116 - X-Coordinate,STARLINK-1963 - X-Coordinate,STARLINK-4717 - X-Coordinate,STARLINK-5422 - X-Coordinate,STARLINK-31428 - X-Coordinate,STARLINK-3550 - X-Coordinate,STARLINK-4753 - X-Coordinate,STARLINK-3726 - X-Coordinate,STARLINK-31436 - X-Coordinate,STARLINK-32237 - X-Coordinate,STARLINK-3552 - X-Coordinate,STARLINK-3825 - X-Coordinate,STARLINK-5371 - X-Coordinate,STARLINK-4036 - X-Coordinate,STARLINK-2314 - X-Coordinate,STARLINK-30944 - X-Coordinate,STARLINK-3905 - X-Coordinate,STARLINK-3878 - X-Coordinate,STARLINK-3992 - X-Coordinate,STARLINK-6308 - X-Coordinate,STARLINK-4021 - X-Coordinate,STARLINK-3855 - X-Coordinate,STARLINK-31958 - X-Coordinate,STARLINK-31850 - X-Coordinate,STARLINK-32003 - X-Coordinate,STARLINK-31568 - X-Coordinate,STARLINK-5555 - X-Coordinate,STARLINK-5460 - X-Coordinate,STARLINK-4134 - X-Coordinate,STARLINK-11137 [DTC] - X-Coordinate,STARLINK-6115 - X-Coordinate,STARLINK-3590 - X-Coordinate,STARLINK-1959 - X-Coordinate,STARLINK-2319 - X-Coordinate,STARLINK-5231 - X-Coordinate,STARLINK-3514 - X-Coordinate,STARLINK-30936 - X-Coordinate,STARLINK-4587 - X-Coordinate,STARLINK-2405 - X-Coordinate,STARLINK-30462 - X-Coordinate,STARLINK-31932 - X-Coordinate,STARLINK-5069 - X-Coordinate,STARLINK-31425 - X-Coordinate,STARLINK-3109 - X-Coordinate,STARLINK-4378 - X-Coordinate,STARLINK-6038 - X-Coordinate,STARLINK-3998 - X-Coordinate,STARLINK-3177 - X-Coordinate,STARLINK-31170 - X-Coordinate,STARLINK-1720 - X-Coordinate,STARLINK-30269 - X-Coordinate,STARLINK-5915 - X-Coordinate,STARLINK-30463 - X-Coordinate,STARLINK-5663 - X-Coordinate,STARLINK-30428 - X-Coordinate,STARLINK-2430 - X-Coordinate,STARLINK-3912 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-1677 - Y-Coordinate,STARLINK-4585 - Y-Coordinate,STARLINK-11188 [DTC] - Y-Coordinate,STARLINK-31362 - Y-Coordinate,STARLINK-31152 - Y-Coordinate,STARLINK-6071 - Y-Coordinate,STARLINK-5035 - Y-Coordinate,STARLINK-6198 - Y-Coordinate,STARLINK-30132 - Y-Coordinate,STARLINK-3233 - Y-Coordinate,STARLINK-30482 - Y-Coordinate,STARLINK-5977 - Y-Coordinate,STARLINK-5635 - Y-Coordinate,STARLINK-6211 - Y-Coordinate,STARLINK-4350 - Y-Coordinate,STARLINK-6279 - Y-Coordinate,STARLINK-4056 - Y-Coordinate,STARLINK-4737 - Y-Coordinate,STARLINK-3653 - Y-Coordinate,STARLINK-4329 - Y-Coordinate,STARLINK-1816 - Y-Coordinate,STARLINK-3167 - Y-Coordinate,STARLINK-2550 - Y-Coordinate,STARLINK-30987 - Y-Coordinate,STARLINK-30304 - Y-Coordinate,STARLINK-6352 - Y-Coordinate,STARLINK-30331 - Y-Coordinate,STARLINK-5275 - Y-Coordinate,STARLINK-4266 - Y-Coordinate,STARLINK-5742 - Y-Coordinate,STARLINK-4767 - Y-Coordinate,STARLINK-1303 - Y-Coordinate,STARLINK-4541 - Y-Coordinate,STARLINK-3087 - Y-Coordinate,STARLINK-1347 - Y-Coordinate,STARLINK-3325 - Y-Coordinate,STARLINK-3691 - Y-Coordinate,STARLINK-5783 - Y-Coordinate,STARLINK-1236 - Y-Coordinate,STARLINK-31854 - Y-Coordinate,STARLINK-30803 - Y-Coordinate,STARLINK-5639 - Y-Coordinate,STARLINK-31357 - Y-Coordinate,STARLINK-4116 - Y-Coordinate,STARLINK-1963 - Y-Coordinate,STARLINK-4717 - Y-Coordinate,STARLINK-5422 - Y-Coordinate,STARLINK-31428 - Y-Coordinate,STARLINK-3550 - Y-Coordinate,STARLINK-4753 - Y-Coordinate,STARLINK-3726 - Y-Coordinate,STARLINK-31436 - Y-Coordinate,STARLINK-32237 - Y-Coordinate,STARLINK-3552 - Y-Coordinate,STARLINK-3825 - Y-Coordinate,STARLINK-5371 - Y-Coordinate,STARLINK-4036 - Y-Coordinate,STARLINK-2314 - Y-Coordinate,STARLINK-30944 - Y-Coordinate,STARLINK-3905 - Y-Coordinate,STARLINK-3878 - Y-Coordinate,STARLINK-3992 - Y-Coordinate,STARLINK-6308 - Y-Coordinate,STARLINK-4021 - Y-Coordinate,STARLINK-3855 - Y-Coordinate,STARLINK-31958 - Y-Coordinate,STARLINK-31850 - Y-Coordinate,STARLINK-32003 - Y-Coordinate,STARLINK-31568 - Y-Coordinate,STARLINK-5555 - Y-Coordinate,STARLINK-5460 - Y-Coordinate,STARLINK-4134 - Y-Coordinate,STARLINK-11137 [DTC] - Y-Coordinate,STARLINK-6115 - Y-Coordinate,STARLINK-3590 - Y-Coordinate,STARLINK-1959 - Y-Coordinate,STARLINK-2319 - Y-Coordinate,STARLINK-5231 - Y-Coordinate,STARLINK-3514 - Y-Coordinate,STARLINK-30936 - Y-Coordinate,STARLINK-4587 - Y-Coordinate,STARLINK-2405 - Y-Coordinate,STARLINK-30462 - Y-Coordinate,STARLINK-31932 - Y-Coordinate,STARLINK-5069 - Y-Coordinate,STARLINK-31425 - Y-Coordinate,STARLINK-3109 - Y-Coordinate,STARLINK-4378 - Y-Coordinate,STARLINK-6038 - Y-Coordinate,STARLINK-3998 - Y-Coordinate,STARLINK-3177 - Y-Coordinate,STARLINK-31170 - Y-Coordinate,STARLINK-1720 - Y-Coordinate,STARLINK-30269 - Y-Coordinate,STARLINK-5915 - Y-Coordinate,STARLINK-30463 - Y-Coordinate,STARLINK-5663 - Y-Coordinate,STARLINK-30428 - Y-Coordinate,STARLINK-2430 - Y-Coordinate,STARLINK-3912 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-1677 - Z-Coordinate,STARLINK-4585 - Z-Coordinate,STARLINK-11188 [DTC] - Z-Coordinate,STARLINK-31362 - Z-Coordinate,STARLINK-31152 - Z-Coordinate,STARLINK-6071 - Z-Coordinate,STARLINK-5035 - Z-Coordinate,STARLINK-6198 - Z-Coordinate,STARLINK-30132 - Z-Coordinate,STARLINK-3233 - Z-Coordinate,STARLINK-30482 - Z-Coordinate,STARLINK-5977 - Z-Coordinate,STARLINK-5635 - Z-Coordinate,STARLINK-6211 - Z-Coordinate,STARLINK-4350 - Z-Coordinate,STARLINK-6279 - Z-Coordinate,STARLINK-4056 - Z-Coordinate,STARLINK-4737 - Z-Coordinate,STARLINK-3653 - Z-Coordinate,STARLINK-4329 - Z-Coordinate,STARLINK-1816 - Z-Coordinate,STARLINK-3167 - Z-Coordinate,STARLINK-2550 - Z-Coordinate,STARLINK-30987 - Z-Coordinate,STARLINK-30304 - Z-Coordinate,STARLINK-6352 - Z-Coordinate,STARLINK-30331 - Z-Coordinate,STARLINK-5275 - Z-Coordinate,STARLINK-4266 - Z-Coordinate,STARLINK-5742 - Z-Coordinate,STARLINK-4767 - Z-Coordinate,STARLINK-1303 - Z-Coordinate,STARLINK-4541 - Z-Coordinate,STARLINK-3087 - Z-Coordinate,STARLINK-1347 - Z-Coordinate,STARLINK-3325 - Z-Coordinate,STARLINK-3691 - Z-Coordinate,STARLINK-5783 - Z-Coordinate,STARLINK-1236 - Z-Coordinate,STARLINK-31854 - Z-Coordinate,STARLINK-30803 - Z-Coordinate,STARLINK-5639 - Z-Coordinate,STARLINK-31357 - Z-Coordinate,STARLINK-4116 - Z-Coordinate,STARLINK-1963 - Z-Coordinate,STARLINK-4717 - Z-Coordinate,STARLINK-5422 - Z-Coordinate,STARLINK-31428 - Z-Coordinate,STARLINK-3550 - Z-Coordinate,STARLINK-4753 - Z-Coordinate,STARLINK-3726 - Z-Coordinate,STARLINK-31436 - Z-Coordinate,STARLINK-32237 - Z-Coordinate,STARLINK-3552 - Z-Coordinate,STARLINK-3825 - Z-Coordinate,STARLINK-5371 - Z-Coordinate,STARLINK-4036 - Z-Coordinate,STARLINK-2314 - Z-Coordinate,STARLINK-30944 - Z-Coordinate,STARLINK-3905 - Z-Coordinate,STARLINK-3878 - Z-Coordinate,STARLINK-3992 - Z-Coordinate,STARLINK-6308 - Z-Coordinate,STARLINK-4021 - Z-Coordinate,STARLINK-3855 - Z-Coordinate,STARLINK-31958 - Z-Coordinate,STARLINK-31850 - Z-Coordinate,STARLINK-32003 - Z-Coordinate,STARLINK-31568 - Z-Coordinate,STARLINK-5555 - Z-Coordinate,STARLINK-5460 - Z-Coordinate,STARLINK-4134 - Z-Coordinate,STARLINK-11137 [DTC] - Z-Coordinate,STARLINK-6115 - Z-Coordinate,STARLINK-3590 - Z-Coordinate,STARLINK-1959 - Z-Coordinate,STARLINK-2319 - Z-Coordinate,STARLINK-5231 - Z-Coordinate,STARLINK-3514 - Z-Coordinate,STARLINK-30936 - Z-Coordinate,STARLINK-4587 - Z-Coordinate,STARLINK-2405 - Z-Coordinate,STARLINK-30462 - Z-Coordinate,STARLINK-31932 - Z-Coordinate,STARLINK-5069 - Z-Coordinate,STARLINK-31425 - Z-Coordinate,STARLINK-3109 - Z-Coordinate,STARLINK-4378 - Z-Coordinate,STARLINK-6038 - Z-Coordinate,STARLINK-3998 - Z-Coordinate,STARLINK-3177 - Z-Coordinate,STARLINK-31170 - Z-Coordinate,STARLINK-1720 - Z-Coordinate,STARLINK-30269 - Z-Coordinate,STARLINK-5915 - Z-Coordinate,STARLINK-30463 - Z-Coordinate,STARLINK-5663 - Z-Coordinate,STARLINK-30428 - Z-Coordinate,STARLINK-2430 - Z-Coordinate,STARLINK-3912 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,4313.9295,-3538.4306,-907.2985,-1904.0535,-3945.4559,-4070.9342,-6182.5998,-5109.6324,-145.6327,1497.7657,-3705.3253,5912.6041,-5360.8461,-2013.3449,6098.8392,2835.4458,-3999.1560,-6489.7597,-4306.9520,5890.1058,-23.6538,-2529.4979,3983.4390,5496.1526,5491.0667,5850.8514,3256.6186,527.7678,-175.7539,-2728.6459,-5887.9852,-521.4311,2717.9407,4854.5198,-703.1860,-2270.9460,2712.3084,-4735.3502,-3217.3644,1542.9807,-5467.4876,-2352.8941,5825.2900,-4019.1833,-3151.9041,-5852.9404,4084.6252,-4777.3368,-4090.8154,6322.9395,-4448.0098,6506.7386,0.0000,-2663.5631,4932.5455,-4944.7657,3838.4555,1175.6739,-4682.6802,2910.8295,-4520.2411,-6234.2834,-3294.8874,5295.6120,1832.9467,5463.7282,3455.5804,-4215.2889,3496.6278,1723.1125,3127.3983,2536.9012,-6578.6013,-5586.5068,693.5340,5429.8350,5040.3612,5341.5377,-5566.6424,4676.3004,-255.4394,-312.9589,-2745.2366,0.0000,-573.5506,5507.3285,-371.4326,-972.1789,306.8240,-4473.2870,6269.1782,4653.1537,-4784.1438,5997.2363,2702.9391,4779.9108,6223.2594,-1511.0268,2187.5647,1588.7882,341278.5621,323188.8986,340958.1906,338943.4520,330462.5223,332263.4223,336095.6890,335851.1477,-28995927.6799,-28978500.1316,-28964371.1529,-28966310.2348,336541.3103,-28977447.8952,3563.9241,-5670.5880,4151.3873,-6573.0755,-5497.0342,4804.7467,2592.1278,3892.3810,-5274.5135,4414.4294,5574.0402,-2935.8918,4363.0720,6567.2086,3261.3834,-4848.8965,1082.9978,-1395.3570,5220.3408,3416.7868,6664.6668,4072.7801,1790.4873,-3526.9002,-3385.9610,-3735.7935,5975.4004,-3557.8881,6848.9277,-4262.7424,-153.0522,5560.7947,3991.3871,237.2085,-6837.0517,6365.0137,6168.4224,-3003.2718,6065.9594,-5245.5786,520.9717,-6215.9933,-3466.8668,-1335.3713,3976.3303,-1877.2725,642.4129,-3487.5959,1284.8602,-379.1746,4203.2478,-19.5288,0.0000,4882.4814,1994.1257,2169.3822,-1869.6408,4159.9145,-3268.3056,-2955.9103,4104.0066,-176.5832,3963.5088,22.4042,6070.9809,-3394.1887,-5622.1089,2947.9842,-4839.7256,4964.8873,-362.4819,5078.4725,-930.9598,1868.6021,-5806.5287,-3244.4604,1408.9655,-771.8015,1962.3221,-4869.6723,4960.8990,6824.5527,-5009.3185,0.0000,5471.6061,-1650.3765,-2786.8197,-1146.4840,-907.6667,-1819.6012,-2844.3261,2048.4404,-4951.8871,1923.7261,4575.0874,1736.6523,-2194.8241,-5548.2128,4571.5208,-6569.4546,132910.5585,116077.3690,121698.3053,122874.9537,121784.7619,120677.2488,114202.4389,117150.6194,-112063819.4708,-112063511.0616,-112053873.3339,-112056770.9927,117804.0556,-112056903.1395,3970.9471,1683.9188,-5057.7493,-673.5141,-1313.2886,-2865.2417,1630.0137,-2659.6675,4460.8535,5093.4599,1744.7535,-2116.2611,-171.1262,905.6625,490.2615,4084.0696,-5537.5357,1849.0655,1234.4025,1344.7654,-1752.4837,-4906.9294,-5298.7382,-2298.2940,-1954.4452,338.2075,1234.8290,-5935.3226,-837.7415,4632.1755,3614.1219,4075.6275,4912.9011,4951.8342,5.9909,-1447.9926,-1530.5099,-4089.9965,251.5254,-4062.9869,4092.2753,1953.9875,119.9945,-5456.9022,-4609.7664,3299.8780,-5519.8682,3372.5470,-5421.7360,-2777.2385,-2918.3619,-2169.4067,0.0000,-4080.5536,-4392.6565,4303.3899,-5423.6531,5223.1961,-3996.8262,-5535.9434,3123.1190,-2959.9625,-4635.1941,4400.8872,-2676.6802,-2225.3671,-1690.5567,-4556.8287,-3326.5888,-4481.1618,6190.8420,3920.1625,722.9278,-3608.0191,3630.1797,-2752.0125,4514.9040,-4310.3394,-3534.0026,1288.7464,-4815.3396,299.1775,3895.3359,0.0000,4234.2330,3643.9462,6338.6896,-6770.1946,-6883.8023,4949.1322,595.5268,4672.8297,-579.9848,-2881.1211,4429.2156,-4700.6025,1221.8339,3827.5330,4713.9038,-1330.4362,166076.5652,161876.3040,166566.5756,166582.3646,170518.3427,161983.3461,156326.7411,163304.8611,-4474896.7067,-4446736.0313,-4476421.7802,-4476715.5690,164818.7009,-4469601.1905,
3600.000,-6405.0510,4034.0901,-3217.4164,3165.9726,4918.5340,2283.9945,5047.5473,1924.4207,4048.0036,-4557.5808,1614.1964,-5554.5361,2774.9463,-810.8193,-3343.8096,1246.4517,2849.8185,6382.5106,2484.9510,-3588.6546,-1615.2064,628.9801,-4310.5639,-2139.1648,-3276.1029,-3980.3057,-4582.0469,716.7235,-1722.6152,5765.7128,6689.3105,-2840.3755,-5786.1059,-1099.2606,2337.4462,563.1041,-3620.9548,6794.4915,942.3252,1724.0668,2134.7918,4144.7525,-2742.6801,5841.2965,-1525.2812,4114.4744,-4471.6179,6697.8162,3756.0133,-6412.0240,-33.8893,-6163.9738,0.0000,-1516.6687,-3625.1122,4067.4325,-2889.5489,-5145.3393,5144.3404,229.1205,3537.1643,3471.1707,-374.7448,-6469.0127,-3403.0997,-3633.5105,424.9125,-159.7898,940.2180,-5041.9926,-5586.7318,-3991.4633,4090.1917,5098.3888,2605.2090,-4674.0620,-3428.6871,-6120.4595,1757.1107,-1544.3553,-2330.9779,-1753.7452,4936.6971,0.0000,-1545.3468,-4879.6391,3531.9370,-681.3493,-3642.0741,6722.8678,-3802.1713,-6158.0790,4767.3644,-4806.4813,-5821.2079,-5497.0471,-3985.9283,4433.8638,-4315.3517,198.1746,295875.2482,284880.6956,301339.9721,298671.9550,289724.6246,293236.4620,295234.2455,297038.4302,1085028.8471,1101045.3719,1113975.5384,1113492.3115,296202.6441,1102428.6764,-2459.3533,2451.9939,-5689.1326,4076.6825,2327.8670,-6482.7666,-3809.8283,-2738.4757,3756.2270,-1200.6899,-6432.3646,2928.7160,-5246.4093,-5621.0111,-4035.1430,5085.2800,-5031.6068,-255.3181,-5574.0126,-4546.8383,-6126.3725,-6702.0350,2810.9443,4735.2067,5405.4509,3010.2448,-3095.5236,6530.9332,-4870.4490,1208.0931,-1668.6630,-3066.8400,-3453.7232,2168.4528,4966.1385,-6234.9478,-3229.4704,779.2658,-5537.8265,6546.7450,-3598.1771,3318.6571,4907.5183,-2062.2279,-4144.6418,-1237.3832,3577.7250,1181.0592,-5027.6320,2032.8588,-4073.4675,1767.3159,0.0000,-3868.7308,2198.1849,-5368.4674,5560.1255,-3948.5257,-579.1672,5678.8457,-5718.0451,-2451.6802,-5724.2367,2325.2000,-2619.3431,5440.6414,5137.7817,-4348.4471,4930.0244,-2318.3292,2885.3328,-1117.8213,-1989.5764,-4650.8901,3202.7864,4783.9226,2599.2357,3168.9288,-3724.6486,4605.5839,-6375.9267,-4931.0866,1509.9339,0.0000,-1883.0797,4753.4288,4905.5781,5703.1905,-3112.3891,-257.7269,3696.3160,1472.8106,2372.8147,1663.7841,-3236.5227,2227.0793,4474.1400,2604.0651,-819.7313,6145.6718,212735.9912,194523.6994,200396.7521,200563.5989,201864.4541,199929.4180,194952.0461,198951.2882,-115703363.2217,-115707553.8118,-115687069.0906,-115689192.1181,197981.6858,-115696165.4002,239.2804,-5028.5652,926.0864,4529.5309,4219.0376,-770.8936,2758.9466,6080.5751,-4168.0925,-5060.2866,1967.1243,-2945.5489,3539.2195,-3973.2429,4527.1804,-4567.7221,3776.8359,2585.5547,3172.1651,3812.4628,-2711.3264,1293.1086,4532.3348,4563.2490,-2342.8152,-4844.5667,-4161.6727,2228.7342,4568.7950,-3535.6851,546.3879,-5516.6751,-1474.7118,-6508.9078,-4141.5431,-2927.2592,4910.0673,1149.9864,3948.4258,708.9600,-5435.9419,-4456.7390,-3795.7388,3037.0626,5229.9952,-5503.7546,3826.5195,408.7630,2878.1784,-1598.8852,5406.9638,-2441.9233,0.0000,5492.9055,5429.7152,-1554.1960,2875.3400,-2007.9096,4654.1679,3927.5599,1367.5275,5428.7267,3876.6197,-513.7062,5367.6546,-1874.5214,4439.9650,5303.0097,4624.0796,4096.2617,-2968.4352,-5525.4006,-4902.1472,217.6486,-5516.9608,-1684.2499,-5421.4724,371.2036,5498.0675,-4872.6115,1299.1923,-4406.8268,-4611.7404,0.0000,-6510.2517,-0.3391,-3416.9138,3868.0596,5018.8410,-1638.5214,-4434.3580,-2774.4625,4394.2114,4688.8211,-1898.6291,3559.7779,3016.4984,-4625.0295,-5359.9733,-3105.7113,165812.5636,162053.0129,167259.5953,164378.1812,171039.7294,165590.4942,155723.4886,166191.9034,-4471619.0021,-4440132.0056,-4464238.5642,-4467243.5964,164913.4507,-4463693.2292,
7200.000,5350.8133,-4182.6146,4339.7357,-4328.4381,-4955.3572,564.0812,-1315.1545,2718.9060,-6559.0101,6527.5008,1563.7949,1972.1049,1277.9084,4086.0887,-596.5085,-4689.5352,-1597.2793,-3497.6887,1233.1484,-169.2241,3312.2528,1154.9419,3888.1677,-1956.2883,-1269.2937,-360.3846,5168.8389,-815.7698,4158.8964,-6688.0677,-4469.0688,5930.5888,5996.0536,-1783.6691,-4097.7342,2184.4650,4416.3390,-6324.8288,2743.4861,-3896.9912,1097.0726,-5455.6194,-2091.8265,-5617.6036,5223.1594,-2121.9805,3889.3018,-5275.0765,-2587.5868,3575.2639,4730.2334,2703.1658,0.0000,5377.6232,2277.6882,-1912.7368,1506.7522,5832.9098,-4988.4062,-2249.6487,-425.2018,-143.4555,3248.2943,4651.3487,4968.2856,-380.5096,-4676.0397,3816.2630,-4975.8873,6810.8935,5861.8585,5208.4326,531.1260,-2593.3313,-5768.8900,1461.5221,1849.8083,4164.6800,2243.1166,-2924.6794,3505.0850,4219.5605,-6178.4452,0.0000,4672.8005,1764.6924,-4100.5455,3247.9540,3113.8915,-6122.6477,-498.0409,5657.6425,-3833.8421,2843.0807,6588.9077,4904.6191,-986.8961,-6425.0685,5906.7059,-2776.3374,232434.0318,228143.2181,242806.1367,238001.1694,230401.3385,239076.3095,235459.6364,236515.2957,31068813.8489,31085980.2164,31091485.4844,31091400.8052,237168.6255,31085194.2145,42.0812,2061.6695,2661.1631,323.6281,1987.8106,5674.9347,4104.1522,2259.6514,-1799.9688,-1354.3325,5049.2769,-2359.3653,4917.1282,3181.0577,796.0398,-4567.1130,6717.0883,2585.0869,3984.0538,1599.6201,2761.0344,5946.1205,-5619.6763,-5294.8394,-4768.3365,-2366.3657,-1037.0241,-6300.5363,1183.2433,1559.6091,2934.5761,565.3472,1709.7125,-5209.8529,-882.0855,3672.7297,-1134.5968,1420.6524,3127.3582,-4587.1038,6094.3339,587.8786,-4728.3379,3793.1315,3872.0575,4731.7902,-5680.7640,1859.1246,6233.6646,-3238.4550,3334.2764,-3373.1749,0.0000,2730.1963,-5801.4740,6267.5638,-6559.2289,2014.4850,4054.2594,-6537.7898,4756.2118,5298.0280,6073.9274,-3454.6176,-1602.9783,-5082.4955,-3182.3995,5170.1610,-3945.9126,-300.0371,-3163.8099,-2778.4366,5010.7843,5481.6435,-385.7703,-4509.3253,-5982.9792,-3994.6156,5297.9050,-3499.5807,5141.6443,918.8421,1927.7324,0.0000,-1298.3210,-5469.7390,-5384.9418,-5975.7968,6200.4562,1759.6249,-4216.5111,-3861.9222,1858.6907,-5179.3148,1101.8074,-4879.9310,-4857.4094,525.2413,-2389.4921,-3135.9002,278086.8342,261337.5072,266250.2029,263236.7544,269082.8174,265648.7690,262691.6684,264277.1387,-111411236.1830,-111420416.6852,-111391908.1638,-111392918.1557,265485.1572,-111404293.0152,-4307.3578,5067.8216,4194.2642,-5336.2423,-4362.4987,3903.7998,-5394.9337,-5984.9783,1241.2489,1811.9055,-4469.7380,6204.2081,-4695.0059,4594.3132,-6866.9402,2301.3164,342.2503,-5352.8249,-5478.3853,-6757.7497,5364.1787,3204.9470,-644.7048,-4010.9410,4579.6998,6517.7211,4469.5423,2777.9521,-5384.7483,-16.3947,-4391.1982,3510.2671,-2949.1115,4226.5845,5437.7808,5419.6117,-5194.7037,2464.4476,-5472.8956,3171.1155,2934.2622,4222.5515,4376.0777,1306.9318,-2170.0050,4659.8744,349.2961,-3898.0037,1470.1096,4943.7088,-3533.9584,5312.4733,0.0000,-3349.7998,-2960.0751,-2200.1987,1511.6775,-2832.4777,-2699.3041,124.6403,-4933.1919,-4426.6279,-761.7230,-3737.1187,-4489.4839,4496.6585,-3800.7111,-2427.6906,-2528.3211,-1090.8586,-2002.0010,3569.2864,4382.7048,3293.1374,3732.0645,4999.2916,2930.2252,3781.1437,-3774.6649,5135.7423,3007.3264,5293.3337,2437.0845,0.0000,4968.8817,-3662.9441,-1556.2653,1334.0980,-253.0274,-2711.8126,5441.5261,-897.7689,-5443.3925,-3615.9114,-1824.1310,-227.1909,-4531.8797,2486.2433,2710.0020,5456.7123,165516.7112,162318.1283,167309.5304,163786.0003,171121.4189,166875.7333,155743.9104,163867.4879,-4467816.8894,-4434247.5862,-4451951.4956,-4456974.9828,164993.8769,-4457774.1500,
