sl_100_5400_20290101 Coordinates.csv
2029/01/01 07:47:00.0000 UTC

Generated: Tue Oct  8 21:46:02 2024,
Start: 2029/01/01 07:47:00.00, Stop: 2029/01/01 09:17:00.00,
TIME_UNITS,STARLINK-32250 - X-Coordinate,STARLINK-31372 - X-Coordinate,STARLINK-30799 - X-Coordinate,STARLINK-32040 - X-Coordinate,STARLINK-31216 - X-Coordinate,STARLINK-3282 - X-Coordinate,STARLINK-5009 - X-Coordinate,STARLINK-11232 [DTC] - X-Coordinate,STARLINK-31665 - X-Coordinate,STARLINK-5069 - X-Coordinate,STARLINK-4731 - X-Coordinate,STARLINK-4084 - X-Coordinate,STARLINK-3529 - X-Coordinate,STARLINK-31644 - X-Coordinate,STARLINK-2477 - X-Coordinate,STARLINK-5612 - X-Coordinate,STARLINK-3765 - X-Coordinate,STARLINK-3106 - X-Coordinate,STARLINK-3285 - X-Coordinate,STARLINK-2211 - X-Coordinate,STARLINK-5551 - X-Coordinate,STARLINK-30501 - X-Coordinate,STARLINK-2160 - X-Coordinate,STARLINK-31950 - X-Coordinate,STARLINK-3968 - X-Coordinate,STARLINK-4265 - X-Coordinate,STARLINK-5096 - X-Coordinate,STARLINK-4472 - X-Coordinate,STARLINK-31073 - X-Coordinate,STARLINK-31731 - X-Coordinate,STARLINK-1206 - X-Coordinate,STARLINK-4254 - X-Coordinate,STARLINK-11088 [DTC] - X-Coordinate,STARLINK-1032 - X-Coordinate,STARLINK-31148 - X-Coordinate,STARLINK-3574 - X-Coordinate,STARLINK-4801 - X-Coordinate,STARLINK-4557 - X-Coordinate,STARLINK-4618 - X-Coordinate,STARLINK-30878 - X-Coordinate,STARLINK-30136 - X-Coordinate,STARLINK-4369 - X-Coordinate,STARLINK-5366 - X-Coordinate,STARLINK-1135 - X-Coordinate,STARLINK-4436 - X-Coordinate,STARLINK-30229 - X-Coordinate,STARLINK-2032 - X-Coordinate,STARLINK-5644 - X-Coordinate,STARLINK-2346 - X-Coordinate,STARLINK-1059 - X-Coordinate,STARLINK-3534 - X-Coordinate,STARLINK-4505 - X-Coordinate,STARLINK-2372 - X-Coordinate,STARLINK-1215 - X-Coordinate,STARLINK-6232 - X-Coordinate,STARLINK-31955 - X-Coordinate,STARLINK-31985 - X-Coordinate,STARLINK-2502 - X-Coordinate,STARLINK-5493 - X-Coordinate,STARLINK-30451 - X-Coordinate,STARLINK-31413 - X-Coordinate,STARLINK-11094 [DTC] - X-Coordinate,STARLINK-2431 - X-Coordinate,STARLINK-30142 - X-Coordinate,STARLINK-4187 - X-Coordinate,STARLINK-3587 - X-Coordinate,STARLINK-4047 - X-Coordinate,STARLINK-5602 - X-Coordinate,STARLINK-30372 - X-Coordinate,STARLINK-30184 - X-Coordinate,STARLINK-31788 - X-Coordinate,STARLINK-3208 - X-Coordinate,STARLINK-30365 - X-Coordinate,STARLINK-5267 - X-Coordinate,STARLINK-3833 - X-Coordinate,STARLINK-3684 - X-Coordinate,STARLINK-30987 - X-Coordinate,STARLINK-31771 - X-Coordinate,STARLINK-4448 - X-Coordinate,STARLINK-5902 - X-Coordinate,STARLINK-6177 - X-Coordinate,STARLINK-31090 - X-Coordinate,STARLINK-11108 [DTC] - X-Coordinate,STARLINK-1411 - X-Coordinate,STARLINK-5703 - X-Coordinate,STARLINK-4649 - X-Coordinate,STARLINK-5932 - X-Coordinate,STARLINK-3807 - X-Coordinate,STARLINK-6049 - X-Coordinate,STARLINK-31848 - X-Coordinate,STARLINK-31132 - X-Coordinate,STARLINK-3297 - X-Coordinate,STARLINK-5587 - X-Coordinate,STARLINK-1982 - X-Coordinate,STARLINK-5971 - X-Coordinate,STARLINK-3825 - X-Coordinate,STARLINK-30188 - X-Coordinate,STARLINK-6377 - X-Coordinate,STARLINK-32098 - X-Coordinate,STARLINK-30770 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-32250 - Y-Coordinate,STARLINK-31372 - Y-Coordinate,STARLINK-30799 - Y-Coordinate,STARLINK-32040 - Y-Coordinate,STARLINK-31216 - Y-Coordinate,STARLINK-3282 - Y-Coordinate,STARLINK-5009 - Y-Coordinate,STARLINK-11232 [DTC] - Y-Coordinate,STARLINK-31665 - Y-Coordinate,STARLINK-5069 - Y-Coordinate,STARLINK-4731 - Y-Coordinate,STARLINK-4084 - Y-Coordinate,STARLINK-3529 - Y-Coordinate,STARLINK-31644 - Y-Coordinate,STARLINK-2477 - Y-Coordinate,STARLINK-5612 - Y-Coordinate,STARLINK-3765 - Y-Coordinate,STARLINK-3106 - Y-Coordinate,STARLINK-3285 - Y-Coordinate,STARLINK-2211 - Y-Coordinate,STARLINK-5551 - Y-Coordinate,STARLINK-30501 - Y-Coordinate,STARLINK-2160 - Y-Coordinate,STARLINK-31950 - Y-Coordinate,STARLINK-3968 - Y-Coordinate,STARLINK-4265 - Y-Coordinate,STARLINK-5096 - Y-Coordinate,STARLINK-4472 - Y-Coordinate,STARLINK-31073 - Y-Coordinate,STARLINK-31731 - Y-Coordinate,STARLINK-1206 - Y-Coordinate,STARLINK-4254 - Y-Coordinate,STARLINK-11088 [DTC] - Y-Coordinate,STARLINK-1032 - Y-Coordinate,STARLINK-31148 - Y-Coordinate,STARLINK-3574 - Y-Coordinate,STARLINK-4801 - Y-Coordinate,STARLINK-4557 - Y-Coordinate,STARLINK-4618 - Y-Coordinate,STARLINK-30878 - Y-Coordinate,STARLINK-30136 - Y-Coordinate,STARLINK-4369 - Y-Coordinate,STARLINK-5366 - Y-Coordinate,STARLINK-1135 - Y-Coordinate,STARLINK-4436 - Y-Coordinate,STARLINK-30229 - Y-Coordinate,STARLINK-2032 - Y-Coordinate,STARLINK-5644 - Y-Coordinate,STARLINK-2346 - Y-Coordinate,STARLINK-1059 - Y-Coordinate,STARLINK-3534 - Y-Coordinate,STARLINK-4505 - Y-Coordinate,STARLINK-2372 - Y-Coordinate,STARLINK-1215 - Y-Coordinate,STARLINK-6232 - Y-Coordinate,STARLINK-31955 - Y-Coordinate,STARLINK-31985 - Y-Coordinate,STARLINK-2502 - Y-Coordinate,STARLINK-5493 - Y-Coordinate,STARLINK-30451 - Y-Coordinate,STARLINK-31413 - Y-Coordinate,STARLINK-11094 [DTC] - Y-Coordinate,STARLINK-2431 - Y-Coordinate,STARLINK-30142 - Y-Coordinate,STARLINK-4187 - Y-Coordinate,STARLINK-3587 - Y-Coordinate,STARLINK-4047 - Y-Coordinate,STARLINK-5602 - Y-Coordinate,STARLINK-30372 - Y-Coordinate,STARLINK-30184 - Y-Coordinate,STARLINK-31788 - Y-Coordinate,STARLINK-3208 - Y-Coordinate,STARLINK-30365 - Y-Coordinate,STARLINK-5267 - Y-Coordinate,STARLINK-3833 - Y-Coordinate,STARLINK-3684 - Y-Coordinate,STARLINK-30987 - Y-Coordinate,STARLINK-31771 - Y-Coordinate,STARLINK-4448 - Y-Coordinate,STARLINK-5902 - Y-Coordinate,STARLINK-6177 - Y-Coordinate,STARLINK-31090 - Y-Coordinate,STARLINK-11108 [DTC] - Y-Coordinate,STARLINK-1411 - Y-Coordinate,STARLINK-5703 - Y-Coordinate,STARLINK-4649 - Y-Coordinate,STARLINK-5932 - Y-Coordinate,STARLINK-3807 - Y-Coordinate,STARLINK-6049 - Y-Coordinate,STARLINK-31848 - Y-Coordinate,STARLINK-31132 - Y-Coordinate,STARLINK-3297 - Y-Coordinate,STARLINK-5587 - Y-Coordinate,STARLINK-1982 - Y-Coordinate,STARLINK-5971 - Y-Coordinate,STARLINK-3825 - Y-Coordinate,STARLINK-30188 - Y-Coordinate,STARLINK-6377 - Y-Coordinate,STARLINK-32098 - Y-Coordinate,STARLINK-30770 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-32250 - Z-Coordinate,STARLINK-31372 - Z-Coordinate,STARLINK-30799 - Z-Coordinate,STARLINK-32040 - Z-Coordinate,STARLINK-31216 - Z-Coordinate,STARLINK-3282 - Z-Coordinate,STARLINK-5009 - Z-Coordinate,STARLINK-11232 [DTC] - Z-Coordinate,STARLINK-31665 - Z-Coordinate,STARLINK-5069 - Z-Coordinate,STARLINK-4731 - Z-Coordinate,STARLINK-4084 - Z-Coordinate,STARLINK-3529 - Z-Coordinate,STARLINK-31644 - Z-Coordinate,STARLINK-2477 - Z-Coordinate,STARLINK-5612 - Z-Coordinate,STARLINK-3765 - Z-Coordinate,STARLINK-3106 - Z-Coordinate,STARLINK-3285 - Z-Coordinate,STARLINK-2211 - Z-Coordinate,STARLINK-5551 - Z-Coordinate,STARLINK-30501 - Z-Coordinate,STARLINK-2160 - Z-Coordinate,STARLINK-31950 - Z-Coordinate,STARLINK-3968 - Z-Coordinate,STARLINK-4265 - Z-Coordinate,STARLINK-5096 - Z-Coordinate,STARLINK-4472 - Z-Coordinate,STARLINK-31073 - Z-Coordinate,STARLINK-31731 - Z-Coordinate,STARLINK-1206 - Z-Coordinate,STARLINK-4254 - Z-Coordinate,STARLINK-11088 [DTC] - Z-Coordinate,STARLINK-1032 - Z-Coordinate,STARLINK-31148 - Z-Coordinate,STARLINK-3574 - Z-Coordinate,STARLINK-4801 - Z-Coordinate,STARLINK-4557 - Z-Coordinate,STARLINK-4618 - Z-Coordinate,STARLINK-30878 - Z-Coordinate,STARLINK-30136 - Z-Coordinate,STARLINK-4369 - Z-Coordinate,STARLINK-5366 - Z-Coordinate,STARLINK-1135 - Z-Coordinate,STARLINK-4436 - Z-Coordinate,STARLINK-30229 - Z-Coordinate,STARLINK-2032 - Z-Coordinate,STARLINK-5644 - Z-Coordinate,STARLINK-2346 - Z-Coordinate,STARLINK-1059 - Z-Coordinate,STARLINK-3534 - Z-Coordinate,STARLINK-4505 - Z-Coordinate,STARLINK-2372 - Z-Coordinate,STARLINK-1215 - Z-Coordinate,STARLINK-6232 - Z-Coordinate,STARLINK-31955 - Z-Coordinate,STARLINK-31985 - Z-Coordinate,STARLINK-2502 - Z-Coordinate,STARLINK-5493 - Z-Coordinate,STARLINK-30451 - Z-Coordinate,STARLINK-31413 - Z-Coordinate,STARLINK-11094 [DTC] - Z-Coordinate,STARLINK-2431 - Z-Coordinate,STARLINK-30142 - Z-Coordinate,STARLINK-4187 - Z-Coordinate,STARLINK-3587 - Z-Coordinate,STARLINK-4047 - Z-Coordinate,STARLINK-5602 - Z-Coordinate,STARLINK-30372 - Z-Coordinate,STARLINK-30184 - Z-Coordinate,STARLINK-31788 - Z-Coordinate,STARLINK-3208 - Z-Coordinate,STARLINK-30365 - Z-Coordinate,STARLINK-5267 - Z-Coordinate,STARLINK-3833 - Z-Coordinate,STARLINK-3684 - Z-Coordinate,STARLINK-30987 - Z-Coordinate,STARLINK-31771 - Z-Coordinate,STARLINK-4448 - Z-Coordinate,STARLINK-5902 - Z-Coordinate,STARLINK-6177 - Z-Coordinate,STARLINK-31090 - Z-Coordinate,STARLINK-11108 [DTC] - Z-Coordinate,STARLINK-1411 - Z-Coordinate,STARLINK-5703 - Z-Coordinate,STARLINK-4649 - Z-Coordinate,STARLINK-5932 - Z-Coordinate,STARLINK-3807 - Z-Coordinate,STARLINK-6049 - Z-Coordinate,STARLINK-31848 - Z-Coordinate,STARLINK-31132 - Z-Coordinate,STARLINK-3297 - Z-Coordinate,STARLINK-5587 - Z-Coordinate,STARLINK-1982 - Z-Coordinate,STARLINK-5971 - Z-Coordinate,STARLINK-3825 - Z-Coordinate,STARLINK-30188 - Z-Coordinate,STARLINK-6377 - Z-Coordinate,STARLINK-32098 - Z-Coordinate,STARLINK-30770 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-2925.6958,2483.0447,4934.4283,-3821.6512,0.0000,4123.7409,-4466.4816,2634.0400,-6342.7869,-2641.2530,4851.3470,-5356.0998,-2583.6229,-2876.6005,5056.2051,-4447.3082,-4286.9997,3214.2412,2232.0745,6544.1138,5813.4179,1411.2103,-1015.6193,2330.3404,2107.8642,4431.7950,-3361.3270,-5876.0222,4227.9226,312.2679,6597.8342,-1291.2286,-1240.0388,4602.6787,-5206.9499,-6551.7625,-5357.6495,1559.3628,-3740.0223,-4966.2003,-5354.2718,-3623.0840,-4924.1451,0.0000,-226.5555,2706.7315,3524.3673,4724.2215,2123.9415,0.0000,-3146.3909,1250.7190,-6723.8803,-6155.4385,6195.6161,0.0000,-4547.5235,-4171.9579,5598.1300,-1706.9744,3570.2182,5030.2159,5918.7274,6151.9236,2801.4556,-2995.1877,4502.6221,-4306.1795,-4333.6119,4689.8555,-3822.5922,-492.5847,4025.7606,-4826.2880,4376.9134,-3806.1146,787.7508,1161.7833,314.8178,1377.6614,4175.8772,-4878.4178,3948.7007,6745.1299,3603.3982,-2479.3010,0.0000,3167.2907,4188.8794,4949.4355,-4540.9812,2228.0731,-5897.8911,5811.0099,-1797.4069,5585.0063,-4232.9110,-3161.2829,5475.3378,5221.6837,116820.0951,86523.9827,110154.5189,109766.5233,103504.9101,103875.7800,101207.9903,105505.0396,-154637054.6717,-154675325.0250,-154664060.0519,-154642504.1466,104271.1782,-154654104.2989,-5953.7432,-3279.9978,-1576.2160,1961.8832,0.0000,-1614.3767,1128.0946,-3798.1753,1487.0634,6356.3009,-121.7885,281.0950,3449.3868,-3980.8163,4310.0155,-5329.3378,148.7527,2654.4687,5105.4139,1140.4838,3723.0737,4845.9435,-6662.6444,4429.3642,5739.1403,-4624.7902,-2445.2698,3677.0791,800.4789,5359.5383,-1828.0725,5935.0887,-6400.4989,-4921.5187,1965.5599,-2086.5981,3927.4301,-6103.9851,-1918.3757,4687.9711,-165.4670,2831.2915,3371.8377,0.0000,-6128.4350,-5894.5248,2909.4135,4746.8155,6339.7722,0.0000,-3281.2276,-6017.0862,1291.3329,-3053.2317,-2722.8442,0.0000,536.6376,2114.5937,-2318.1886,6560.6447,3639.2373,-865.2957,1283.6765,-2724.8625,-3353.5217,2832.4827,2077.3780,-1281.9782,2443.7264,-2125.5218,-4119.8304,4764.4632,5543.3989,3548.9319,-694.9656,-2129.2846,-5012.1527,6125.2110,-4463.0409,-4878.4155,-3932.7284,1740.8484,961.6040,-1302.6725,5691.9121,4661.7354,0.0000,3193.8680,-5461.1941,2866.3236,1089.5346,-5859.5638,-517.9783,3376.0346,-5318.5438,-2395.6701,-3686.8135,4496.4378,-3209.8073,-4533.9182,-337948.2887,-332311.3795,-333668.3050,-331662.0995,-325828.2674,-327859.1869,-334971.1450,-334134.2000,-100277578.2987,-100280050.1984,-100273178.7574,-100292083.7060,-333015.1689,-100285446.4719,1772.2299,-5461.3903,4610.8266,-5356.4122,0.0000,5300.6843,-5161.4930,4884.6975,2046.8832,952.7354,4890.4592,4329.0381,-5412.3512,4711.3507,1169.2307,-288.1676,5409.7640,5559.8709,4079.7567,-1774.3081,746.0178,-4695.8820,-1025.4202,-4633.2212,3210.0378,-2547.9795,-5531.6334,126.9821,-5405.7970,4229.8177,-942.3599,3285.8976,-787.0848,-1577.7094,-4126.7397,-376.4365,-1956.0101,2731.7289,-5453.3180,972.9922,-4414.6047,5186.9494,3493.1085,0.0000,3193.6521,-2438.7986,-5162.6585,-1784.1615,-370.3216,0.0000,5183.7288,3126.4149,10.5637,534.5105,1502.5485,0.0000,-5079.5637,5060.7120,-3372.0909,-491.4892,-4569.5488,4368.1162,3280.3817,1646.4051,5289.4929,-5506.1281,4794.2781,5297.4042,4588.3162,4627.8110,-3928.1735,4959.7000,1069.0551,3508.8270,-5293.8453,5347.2216,-4713.2829,2756.8919,5274.2220,-4724.3006,-3875.1071,-4443.2583,5369.9508,-639.0231,-1605.8383,-4430.8256,0.0000,5268.0020,-967.1023,3680.9416,5004.6638,2902.9393,3595.1162,-1494.1343,-4046.1157,-3267.8123,4048.6712,-4221.6958,2552.9541,-48.9952,141597.2000,138291.5973,139831.4997,140127.6608,143883.1355,135185.6034,129740.6114,137442.8590,1633071.5608,1608672.0827,1657869.9847,1638835.2245,138191.7458,1641120.3267,
300.000,-3711.8516,742.9774,4371.2529,-3159.5873,0.0000,3790.3120,-3090.4672,486.1744,-5234.7347,-2044.7368,5421.6837,-4117.9626,-529.1086,-4666.3888,5357.7125,-4749.4153,-3564.3703,4931.9624,3204.6377,5987.4779,5059.9115,3410.8353,-2211.9976,4169.2292,3058.2222,3713.0811,-4584.4219,-5752.4920,4890.3164,2295.9962,6177.9016,-45.4920,-2428.7676,3190.2910,-3773.3831,-6494.9811,-4507.5434,6.4433,-4841.6305,-3843.3654,-5628.3686,-5070.0058,-4195.0265,0.0000,264.0049,1327.5361,5132.8732,5337.8148,3141.7157,0.0000,-3930.3343,-329.0179,-6145.6544,-6507.6614,5577.8843,0.0000,-4851.6066,-3819.7315,5222.8409,-185.2986,4713.2638,5384.0085,6686.1309,5554.1398,738.9757,-1349.3640,5808.6935,-3035.4591,-2941.7333,3369.7607,-4172.0481,1250.0117,4921.3369,-4984.3671,3261.4095,-4154.6562,-1331.9438,2836.4466,695.0784,-728.5077,2275.3120,-4327.4266,4088.3824,6338.8523,4554.9838,-1352.0042,0.0000,3975.1602,3297.1637,5114.0865,-3126.4662,1126.4513,-5181.2027,6467.6769,-3682.7968,5482.0475,-5705.4533,-1114.2843,4826.6949,3980.8727,124035.6221,93421.3965,117091.7083,116639.4366,110457.5517,110821.2811,108208.5179,112240.9710,-152404323.0777,-152442489.2149,-152431990.4946,-152409521.5305,111244.9684,-152421434.4482,-4685.4049,-4545.3343,-3573.7308,3925.9679,0.0000,-3616.3372,2771.5269,-4032.4092,2869.9733,6539.6207,-1923.0749,1851.0592,4158.7841,-3467.1300,2925.3427,-4726.7231,2204.2134,2576.3754,3421.8529,-242.6872,3758.9389,4091.7471,-6396.2793,3337.7142,4253.6919,-5748.3634,-690.0844,3080.8965,-1164.1072,5498.3933,-2967.2323,6704.1379,-6003.6760,-5239.8596,3488.1110,-805.7272,5235.1734,-5474.8459,-120.3094,5701.6175,1821.7417,3226.1459,5004.3969,0.0000,-4783.1371,-6726.0082,1747.7975,3147.4097,5508.3404,0.0000,-1272.8406,-5266.7986,2411.0341,-1882.8758,-4118.9176,0.0000,2486.7097,4033.4607,-4035.8947,6708.4197,1796.7696,-2614.1894,28.3592,-4139.9036,-4056.6052,4241.6334,759.0022,263.8222,4124.2902,-3831.0228,-2225.7570,5547.2416,4195.3956,4581.0826,-2551.4418,17.4186,-5203.2876,6048.3142,-2510.6468,-5250.8913,-4707.0142,3722.5586,-1237.7878,-2451.8053,4300.8815,5994.5197,0.0000,1192.2615,-5340.3834,817.6009,2699.7108,-6708.3591,1355.1310,2332.7570,-5005.3363,-3851.5750,-2465.6755,4988.5515,-4718.5786,-5433.4391,-335377.2617,-330379.7597,-331544.1995,-329499.4666,-323552.5514,-325658.3680,-332663.5926,-331783.2642,-103630413.8526,-103633415.8017,-103626198.6710,-103644518.8174,-330767.5019,-103638349.2926,3374.7644,-5053.6871,4028.1085,-4663.6762,0.0000,4504.2185,-5534.4598,5358.5324,3310.6560,-1172.8458,3795.1855,5206.1081,-5503.5039,3542.2998,2865.7894,1823.5304,5486.7283,4167.6249,5068.6523,-3374.0529,2905.6715,-4375.8099,800.0613,-4241.8090,4495.6602,-816.9613,-5135.9255,2333.9098,-4739.3566,3350.7357,871.4930,1666.6986,1073.3968,-3206.5715,-4648.0094,-2147.3952,-462.4605,4141.0104,-4893.3451,-575.0889,-3630.8687,3459.6813,2280.1443,0.0000,4982.1735,-1001.7575,-4258.0829,-3102.3765,-2157.1776,0.0000,5519.3651,4434.8783,1806.3216,-1277.3377,-23.4792,0.0000,-4128.4426,4080.7399,-2123.2248,1065.8469,-4629.3796,3056.0286,1663.9049,128.6317,5483.4251,-5243.5856,3645.1311,6240.5942,4488.1440,4679.2329,-4966.2241,3903.3640,2496.9075,1554.4985,-5524.2691,5509.0828,-4371.2432,1365.1869,6404.6686,-4462.4055,-4537.8636,-3739.3751,5206.5557,1174.0673,-2954.4200,-3119.9660,0.0000,5545.9949,-2990.0887,4407.0934,5456.8241,1220.6595,4390.9082,312.3224,-3043.9510,-1643.8562,3047.9520,-4680.8408,1127.5576,-1572.8234,141538.9383,138196.5350,139834.8877,139879.9701,143867.3845,135376.9102,129581.9752,136969.8196,1631729.6943,1607106.0417,1656177.2348,1637646.9722,138119.8217,1639578.9213,
600.000,-4158.0530,-1033.0558,3424.5323,-2230.0014,0.0000,3130.2371,-1451.9130,-1716.0160,-3599.2232,-1226.0584,5480.1034,-2501.1880,1558.4627,-5962.4605,5109.2318,-4586.2654,-2545.0723,6138.5297,3914.2290,4840.1111,3778.7218,5083.3165,-3187.0342,5597.8858,3754.2526,2628.7869,-5396.0863,-4983.9851,5111.5050,4030.8577,5137.5326,1186.0645,-3346.5066,1440.5842,-1998.9511,-5792.5227,-3222.0891,-1586.3137,-5497.2596,-2337.9999,-5389.6577,-5987.4270,-3077.4633,0.0000,655.8366,-171.0190,6241.2188,5458.2356,3839.5577,0.0000,-4381.2716,-1917.0177,-4932.4655,-6211.6697,4419.3794,0.0000,-4698.5905,-3130.0038,4358.8420,1365.9127,5421.4145,5179.9078,6783.8851,4417.4742,-1381.1872,389.6291,6547.5608,-1513.5529,-1279.5343,1757.8646,-4152.6037,2835.0816,5361.7904,-4650.0309,1872.5491,-4150.5832,-3311.6045,4210.7670,909.6501,-2751.1772,157.1513,-3373.1911,3848.9315,5293.1002,5091.4324,-123.8146,0.0000,4450.6142,2041.3952,4795.8263,-1433.2315,-73.6406,-3992.7631,6472.0931,-5198.4212,4842.4015,-6627.1764,1039.0478,3699.8071,2341.7774,131192.5006,100277.1866,123977.6039,123458.3038,117360.6830,117721.4251,115158.2552,118851.7858,-150098918.4071,-150136966.4428,-150127241.4144,-150103896.9052,118170.3813,-150116088.9664,-2931.4150,-5385.4967,-5225.4187,5496.3042,0.0000,-5252.4181,4185.4827,-3893.8975,3993.6656,6063.9045,-3502.7762,3283.7742,4515.4904,-2632.2271,1204.4430,-3627.0507,4061.3851,2291.1030,1407.8884,-1636.7854,3352.2517,2976.4212,-5461.4377,1945.6849,2347.2642,-6288.9900,1094.1244,2176.3819,-2984.5682,5109.5638,-3819.4068,6806.9051,-4902.0968,-5068.1873,4710.2662,579.1318,6030.5399,-4316.1197,1652.2834,6157.6301,3615.3770,3226.8352,6141.6694,0.0000,-2906.7683,-6903.7000,457.1006,1227.8937,4066.2323,0.0000,845.6182,-4017.4266,3303.5453,-510.0649,-5115.8854,0.0000,4158.5114,5539.5877,-5351.7353,6166.1192,-203.0195,-4055.0240,-1211.1061,-5151.6688,-4407.9125,5264.5723,-596.3789,1842.9712,5401.9434,-5192.6289,-95.0654,5804.8318,2430.5662,5132.6753,-4189.0451,2154.7132,-4930.1852,5362.0761,-277.5136,-5155.7968,-5067.7621,5322.8440,-3296.3534,-3367.8765,2484.1007,6730.5703,0.0000,-907.8895,-4703.8083,-1326.3629,4080.6961,-6887.2483,3125.6988,1050.3578,-4231.7427,-4907.9953,-1033.8067,5043.0411,-5744.4748,-5814.1832,-332651.3399,-328305.1699,-329274.6431,-327197.5993,-321132.3361,-323321.7466,-330208.7667,-329226.1108,-106933564.3589,-106937089.6611,-106929560.5497,-106947252.1942,-328373.8261,-106941569.9210,4605.5450,-4083.9002,3015.3844,-3458.3790,0.0000,3221.6237,-5313.3352,5206.3388,4203.6269,-3173.8717,2286.9442,5517.5405,-5003.8883,1973.3664,4229.6035,3740.9329,4971.1376,2333.6654,5509.8557,-4604.1861,4755.5000,-3580.3205,2535.3523,-3374.5181,5294.9484,1003.0820,-4188.7383,4290.7468,-3561.5593,2097.9482,2591.0037,-132.8756,2798.7351,-4490.8812,-4671.9858,-3684.0314,1080.8002,5094.5566,-3800.0286,-2060.7177,-2460.2774,1362.6485,821.4052,0.0000,6233.9722,542.7544,-2890.9481,-4086.9723,-3688.5577,0.0000,5256.4179,5261.4184,3401.1305,-2950.1173,-1547.0101,0.0000,-2717.8074,2657.0860,-647.1461,2502.0321,-4175.9613,1385.2595,-134.0636,-1402.9634,5074.0033,-4408.1314,2100.6137,6522.2262,3873.3603,4228.7832,-5456.5681,2423.3234,3657.4368,-565.3788,-5158.0308,5074.9588,-3560.5974,-180.1641,6847.4461,-3723.0611,-4713.7853,-2616.4628,4437.6066,2859.4486,-3986.0279,-1469.4251,0.0000,5230.8774,-4695.8543,4634.6465,5304.1370,-593.6090,4716.0793,2084.5625,-1714.2981,158.7035,1719.7031,-4639.6356,-423.3899,-2927.0913,141480.0352,138101.3730,139834.9166,139628.2371,143848.3432,135574.2771,129427.9931,136579.0572,1630391.5456,1605542.2772,1654479.4780,1636461.8765,138047.8038,1638037.6845,
