sl_100_86400_20290918 Coordinates.csv
2029/09/18 07:47:00.0000 UTC

Generated: Tue Oct  8 21:49:06 2024,
Start: 2029/09/18 07:47:00.00, Stop: 2029/09/19 07:47:00.00,
TIME_UNITS,STARLINK-30485 - X-Coordinate,STARLINK-5877 - X-Coordinate,STARLINK-2348 - X-Coordinate,STARLINK-31633 - X-Coordinate,STARLINK-5868 - X-Coordinate,STARLINK-3175 - X-Coordinate,STARLINK-3737 - X-Coordinate,STARLINK-1571 - X-Coordinate,STARLINK-2437 - X-Coordinate,STARLINK-30170 - X-Coordinate,STARLINK-30043 - X-Coordinate,STARLINK-31539 - X-Coordinate,STARLINK-6034 - X-Coordinate,STARLINK-31988 - X-Coordinate,STARLINK-31360 - X-Coordinate,STARLINK-4680 - X-Coordinate,STARLINK-4421 - X-Coordinate,STARLINK-1063 - X-Coordinate,STARLINK-31463 - X-Coordinate,STARLINK-3602 - X-Coordinate,STARLINK-4578 - X-Coordinate,STARLINK-2603 - X-Coordinate,STARLINK-5295 - X-Coordinate,STARLINK-4411 - X-Coordinate,STARLINK-1273 - X-Coordinate,STARLINK-3991 - X-Coordinate,STARLINK-6098 - X-Coordinate,STARLINK-11203 [DTC] - X-Coordinate,STARLINK-5807 - X-Coordinate,STARLINK-30947 - X-Coordinate,STARLINK-5770 - X-Coordinate,STARLINK-4499 - X-Coordinate,STARLINK-4186 - X-Coordinate,STARLINK-4434 - X-Coordinate,STARLINK-5589 - X-Coordinate,STARLINK-6215 - X-Coordinate,STARLINK-1680 - X-Coordinate,STARLINK-31809 - X-Coordinate,STARLINK-4172 - X-Coordinate,STARLINK-5617 - X-Coordinate,STARLINK-1822 - X-Coordinate,STARLINK-31177 - X-Coordinate,STARLINK-30579 - X-Coordinate,STARLINK-4036 - X-Coordinate,STARLINK-32202 - X-Coordinate,STARLINK-4348 - X-Coordinate,STARLINK-6124 - X-Coordinate,STARLINK-3394 - X-Coordinate,STARLINK-30585 - X-Coordinate,STARLINK-11110 [DTC] - X-Coordinate,STARLINK-3655 - X-Coordinate,STARLINK-1306 - X-Coordinate,STARLINK-5062 - X-Coordinate,STARLINK-30502 - X-Coordinate,STARLINK-5644 - X-Coordinate,STARLINK-3124 - X-Coordinate,STARLINK-5518 - X-Coordinate,STARLINK-6256 - X-Coordinate,STARLINK-30866 - X-Coordinate,STARLINK-4096 - X-Coordinate,STARLINK-31527 - X-Coordinate,STARLINK-1485 - X-Coordinate,STARLINK-3525 - X-Coordinate,STARLINK-31113 - X-Coordinate,STARLINK-1154 - X-Coordinate,STARLINK-31117 - X-Coordinate,STARLINK-1215 - X-Coordinate,STARLINK-30412 - X-Coordinate,STARLINK-4074 - X-Coordinate,STARLINK-6222 - X-Coordinate,STARLINK-11190 [DTC] - X-Coordinate,STARLINK-31274 - X-Coordinate,STARLINK-31540 - X-Coordinate,STARLINK-1694 - X-Coordinate,STARLINK-30395 - X-Coordinate,STARLINK-31517 - X-Coordinate,STARLINK-31444 - X-Coordinate,STARLINK-2100 - X-Coordinate,STARLINK-5932 - X-Coordinate,STARLINK-5007 - X-Coordinate,STARLINK-5548 - X-Coordinate,STARLINK-31335 - X-Coordinate,STARLINK-5364 - X-Coordinate,STARLINK-4751 - X-Coordinate,STARLINK-32255 - X-Coordinate,STARLINK-30407 - X-Coordinate,STARLINK-4216 - X-Coordinate,STARLINK-6040 - X-Coordinate,STARLINK-1191 - X-Coordinate,STARLINK-31951 - X-Coordinate,STARLINK-31588 - X-Coordinate,STARLINK-31200 - X-Coordinate,STARLINK-5751 - X-Coordinate,STARLINK-3880 - X-Coordinate,STARLINK-30880 - X-Coordinate,STARLINK-3091 - X-Coordinate,STARLINK-6235 - X-Coordinate,STARLINK-32041 - X-Coordinate,STARLINK-32266 - X-Coordinate,STARLINK-31545 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-30485 - Y-Coordinate,STARLINK-5877 - Y-Coordinate,STARLINK-2348 - Y-Coordinate,STARLINK-31633 - Y-Coordinate,STARLINK-5868 - Y-Coordinate,STARLINK-3175 - Y-Coordinate,STARLINK-3737 - Y-Coordinate,STARLINK-1571 - Y-Coordinate,STARLINK-2437 - Y-Coordinate,STARLINK-30170 - Y-Coordinate,STARLINK-30043 - Y-Coordinate,STARLINK-31539 - Y-Coordinate,STARLINK-6034 - Y-Coordinate,STARLINK-31988 - Y-Coordinate,STARLINK-31360 - Y-Coordinate,STARLINK-4680 - Y-Coordinate,STARLINK-4421 - Y-Coordinate,STARLINK-1063 - Y-Coordinate,STARLINK-31463 - Y-Coordinate,STARLINK-3602 - Y-Coordinate,STARLINK-4578 - Y-Coordinate,STARLINK-2603 - Y-Coordinate,STARLINK-5295 - Y-Coordinate,STARLINK-4411 - Y-Coordinate,STARLINK-1273 - Y-Coordinate,STARLINK-3991 - Y-Coordinate,STARLINK-6098 - Y-Coordinate,STARLINK-11203 [DTC] - Y-Coordinate,STARLINK-5807 - Y-Coordinate,STARLINK-30947 - Y-Coordinate,STARLINK-5770 - Y-Coordinate,STARLINK-4499 - Y-Coordinate,STARLINK-4186 - Y-Coordinate,STARLINK-4434 - Y-Coordinate,STARLINK-5589 - Y-Coordinate,STARLINK-6215 - Y-Coordinate,STARLINK-1680 - Y-Coordinate,STARLINK-31809 - Y-Coordinate,STARLINK-4172 - Y-Coordinate,STARLINK-5617 - Y-Coordinate,STARLINK-1822 - Y-Coordinate,STARLINK-31177 - Y-Coordinate,STARLINK-30579 - Y-Coordinate,STARLINK-4036 - Y-Coordinate,STARLINK-32202 - Y-Coordinate,STARLINK-4348 - Y-Coordinate,STARLINK-6124 - Y-Coordinate,STARLINK-3394 - Y-Coordinate,STARLINK-30585 - Y-Coordinate,STARLINK-11110 [DTC] - Y-Coordinate,STARLINK-3655 - Y-Coordinate,STARLINK-1306 - Y-Coordinate,STARLINK-5062 - Y-Coordinate,STARLINK-30502 - Y-Coordinate,STARLINK-5644 - Y-Coordinate,STARLINK-3124 - Y-Coordinate,STARLINK-5518 - Y-Coordinate,STARLINK-6256 - Y-Coordinate,STARLINK-30866 - Y-Coordinate,STARLINK-4096 - Y-Coordinate,STARLINK-31527 - Y-Coordinate,STARLINK-1485 - Y-Coordinate,STARLINK-3525 - Y-Coordinate,STARLINK-31113 - Y-Coordinate,STARLINK-1154 - Y-Coordinate,STARLINK-31117 - Y-Coordinate,STARLINK-1215 - Y-Coordinate,STARLINK-30412 - Y-Coordinate,STARLINK-4074 - Y-Coordinate,STARLINK-6222 - Y-Coordinate,STARLINK-11190 [DTC] - Y-Coordinate,STARLINK-31274 - Y-Coordinate,STARLINK-31540 - Y-Coordinate,STARLINK-1694 - Y-Coordinate,STARLINK-30395 - Y-Coordinate,STARLINK-31517 - Y-Coordinate,STARLINK-31444 - Y-Coordinate,STARLINK-2100 - Y-Coordinate,STARLINK-5932 - Y-Coordinate,STARLINK-5007 - Y-Coordinate,STARLINK-5548 - Y-Coordinate,STARLINK-31335 - Y-Coordinate,STARLINK-5364 - Y-Coordinate,STARLINK-4751 - Y-Coordinate,STARLINK-32255 - Y-Coordinate,STARLINK-30407 - Y-Coordinate,STARLINK-4216 - Y-Coordinate,STARLINK-6040 - Y-Coordinate,STARLINK-1191 - Y-Coordinate,STARLINK-31951 - Y-Coordinate,STARLINK-31588 - Y-Coordinate,STARLINK-31200 - Y-Coordinate,STARLINK-5751 - Y-Coordinate,STARLINK-3880 - Y-Coordinate,STARLINK-30880 - Y-Coordinate,STARLINK-3091 - Y-Coordinate,STARLINK-6235 - Y-Coordinate,STARLINK-32041 - Y-Coordinate,STARLINK-32266 - Y-Coordinate,STARLINK-31545 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-30485 - Z-Coordinate,STARLINK-5877 - Z-Coordinate,STARLINK-2348 - Z-Coordinate,STARLINK-31633 - Z-Coordinate,STARLINK-5868 - Z-Coordinate,STARLINK-3175 - Z-Coordinate,STARLINK-3737 - Z-Coordinate,STARLINK-1571 - Z-Coordinate,STARLINK-2437 - Z-Coordinate,STARLINK-30170 - Z-Coordinate,STARLINK-30043 - Z-Coordinate,STARLINK-31539 - Z-Coordinate,STARLINK-6034 - Z-Coordinate,STARLINK-31988 - Z-Coordinate,STARLINK-31360 - Z-Coordinate,STARLINK-4680 - Z-Coordinate,STARLINK-4421 - Z-Coordinate,STARLINK-1063 - Z-Coordinate,STARLINK-31463 - Z-Coordinate,STARLINK-3602 - Z-Coordinate,STARLINK-4578 - Z-Coordinate,STARLINK-2603 - Z-Coordinate,STARLINK-5295 - Z-Coordinate,STARLINK-4411 - Z-Coordinate,STARLINK-1273 - Z-Coordinate,STARLINK-3991 - Z-Coordinate,STARLINK-6098 - Z-Coordinate,STARLINK-11203 [DTC] - Z-Coordinate,STARLINK-5807 - Z-Coordinate,STARLINK-30947 - Z-Coordinate,STARLINK-5770 - Z-Coordinate,STARLINK-4499 - Z-Coordinate,STARLINK-4186 - Z-Coordinate,STARLINK-4434 - Z-Coordinate,STARLINK-5589 - Z-Coordinate,STARLINK-6215 - Z-Coordinate,STARLINK-1680 - Z-Coordinate,STARLINK-31809 - Z-Coordinate,STARLINK-4172 - Z-Coordinate,STARLINK-5617 - Z-Coordinate,STARLINK-1822 - Z-Coordinate,STARLINK-31177 - Z-Coordinate,STARLINK-30579 - Z-Coordinate,STARLINK-4036 - Z-Coordinate,STARLINK-32202 - Z-Coordinate,STARLINK-4348 - Z-Coordinate,STARLINK-6124 - Z-Coordinate,STARLINK-3394 - Z-Coordinate,STARLINK-30585 - Z-Coordinate,STARLINK-11110 [DTC] - Z-Coordinate,STARLINK-3655 - Z-Coordinate,STARLINK-1306 - Z-Coordinate,STARLINK-5062 - Z-Coordinate,STARLINK-30502 - Z-Coordinate,STARLINK-5644 - Z-Coordinate,STARLINK-3124 - Z-Coordinate,STARLINK-5518 - Z-Coordinate,STARLINK-6256 - Z-Coordinate,STARLINK-30866 - Z-Coordinate,STARLINK-4096 - Z-Coordinate,STARLINK-31527 - Z-Coordinate,STARLINK-1485 - Z-Coordinate,STARLINK-3525 - Z-Coordinate,STARLINK-31113 - Z-Coordinate,STARLINK-1154 - Z-Coordinate,STARLINK-31117 - Z-Coordinate,STARLINK-1215 - Z-Coordinate,STARLINK-30412 - Z-Coordinate,STARLINK-4074 - Z-Coordinate,STARLINK-6222 - Z-Coordinate,STARLINK-11190 [DTC] - Z-Coordinate,STARLINK-31274 - Z-Coordinate,STARLINK-31540 - Z-Coordinate,STARLINK-1694 - Z-Coordinate,STARLINK-30395 - Z-Coordinate,STARLINK-31517 - Z-Coordinate,STARLINK-31444 - Z-Coordinate,STARLINK-2100 - Z-Coordinate,STARLINK-5932 - Z-Coordinate,STARLINK-5007 - Z-Coordinate,STARLINK-5548 - Z-Coordinate,STARLINK-31335 - Z-Coordinate,STARLINK-5364 - Z-Coordinate,STARLINK-4751 - Z-Coordinate,STARLINK-32255 - Z-Coordinate,STARLINK-30407 - Z-Coordinate,STARLINK-4216 - Z-Coordinate,STARLINK-6040 - Z-Coordinate,STARLINK-1191 - Z-Coordinate,STARLINK-31951 - Z-Coordinate,STARLINK-31588 - Z-Coordinate,STARLINK-31200 - Z-Coordinate,STARLINK-5751 - Z-Coordinate,STARLINK-3880 - Z-Coordinate,STARLINK-30880 - Z-Coordinate,STARLINK-3091 - Z-Coordinate,STARLINK-6235 - Z-Coordinate,STARLINK-32041 - Z-Coordinate,STARLINK-32266 - Z-Coordinate,STARLINK-31545 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,5008.0532,0.0000,2549.4545,-2205.3132,6613.5897,-2220.1570,4364.9251,3007.6605,6284.6767,-3178.2173,3076.5797,2987.2175,4600.5406,5686.7518,0.0000,0.0000,-1375.9233,-6193.8628,-1879.9263,2431.1060,625.9306,4795.7250,-146.1221,1799.2981,-6349.8856,3251.4062,-2709.4811,0.0000,826.5262,4081.0651,3038.3124,-4227.1795,-1381.4773,-71.5756,-4423.1466,2562.1264,-3023.2670,-2500.2794,-6823.9930,3767.3501,3962.1878,-1801.4773,-6197.9386,-3666.1793,-5182.2522,-1065.4046,-6062.2843,2260.5427,-5595.5320,5211.7571,3871.8542,4906.0886,-999.9036,5189.5464,5079.0015,4746.9944,-1033.0378,605.3049,-2924.9370,-3853.0195,4114.0790,1667.9583,-4595.4192,-5171.1191,1128.5413,704.1078,-496.4646,3456.8932,3930.8334,-239.9093,-5346.3604,2893.9132,974.5001,861.0184,3653.0843,5496.4610,0.0000,5007.7271,0.0000,1648.6876,-6060.1401,-4633.3929,-6164.5727,5101.4675,3155.0316,-1325.8560,-4354.3280,5031.1644,-4718.7680,2160.2910,-3567.2353,-5706.2376,-1338.5137,-4000.1355,-1191.3500,4631.1003,-1380.7809,-2789.1799,0.0000,1206.0957,369554.2296,371554.0053,360733.5880,364064.3151,371585.1809,369247.7932,363321.2067,364714.9376,113982248.8137,114005904.4161,114003566.5464,113998614.0377,364251.8845,113993261.6629,-4260.1601,0.0000,-6335.6950,-4770.3254,1300.8893,4678.8134,1000.8487,-5784.3228,-1661.1430,-5986.6809,5902.7597,-4678.4227,1849.4277,3110.7852,0.0000,0.0000,-6428.4814,2981.6984,5409.7485,5423.8073,-6887.7660,-4794.1852,-3365.9568,-1953.9515,1547.1007,4312.7225,4712.2885,0.0000,3558.5369,-3068.1169,5933.2377,1869.5839,5218.5656,4963.4353,-2446.5372,-6100.4693,3368.2113,6335.9860,-696.1968,3277.1535,-4252.9309,6495.1267,1848.3699,4864.2519,-4072.0813,518.3670,2642.0746,4276.7299,-1780.1470,-2701.6714,-4457.4172,4626.6967,4055.5342,3245.6637,2025.0016,-4090.6947,2252.5660,5470.2547,4130.4760,2879.1931,-5404.6569,-5176.7164,5042.5888,3284.7553,4181.0641,-6093.8691,4260.1476,5219.0142,5613.6273,2365.5794,3951.5362,-4066.7530,-4896.9504,-6794.2117,5885.2363,1683.0110,0.0000,-2327.3557,0.0000,-6236.8327,-3298.1816,-4248.2770,-2157.2748,3739.8997,3633.1217,-6769.3207,5026.7322,-3434.2143,-2831.4460,5896.2362,3565.4080,-3886.6130,-4888.5808,-2887.7559,-5000.1142,303.2449,-5148.8584,-2922.6167,0.0000,4889.6005,-93035.8671,-83886.2666,-88853.9509,-89646.2293,-85581.5519,-84891.2689,-80769.1185,-82716.4949,199752141.2040,199785174.9554,199758584.3152,199740654.1996,-84289.9062,199739320.8572,-2184.6911,0.0000,940.0069,4372.6617,1671.7673,4437.1717,-5227.3459,-1214.5733,-2378.7286,-1419.9910,1925.6949,-3948.0573,4777.5764,-2080.6476,0.0000,0.0000,2077.9093,-561.6517,3745.7539,-3472.3769,-214.1939,-442.2799,6058.9701,-6417.9087,2246.0091,4291.1693,-4294.9299,0.0000,5887.4071,4679.1140,1873.7181,5069.6679,-4322.7879,-4827.6411,4674.1284,-2037.8787,5210.5492,756.2402,-710.5969,4820.4417,3752.6179,515.2711,-2460.8849,-3239.7634,1664.0103,-6830.4274,2082.5514,4871.0847,-3622.2592,-3327.0689,3537.9574,1415.3760,5528.8489,3201.1602,-4081.5827,2903.6925,6475.6720,-4207.9007,4710.9701,4935.8900,-721.0011,-4152.1982,-346.8133,3066.6943,-5390.8078,-3215.7678,-5392.5587,-2803.8570,-659.4544,6510.4264,-1207.3250,-4582.5568,4530.1986,66.6827,268.7398,3638.6178,0.0000,4094.7043,0.0000,-2515.5182,-669.5980,2515.0330,-2307.2402,2743.7536,-4819.4382,541.6889,1767.3452,-3358.9690,4159.2017,2635.4664,-4566.1797,519.7922,-4711.5771,-4812.3181,-4661.5787,5164.0518,4424.8559,-5327.3827,0.0000,4575.4316,-108095.8960,-110187.2645,-105600.2212,-106643.8261,-102045.1207,-109865.5325,-116355.2601,-108444.8943,-85925839.4856,-85945617.8028,-85948335.0273,-85932524.3474,-107726.2887,-85937317.1347,
3600.000,-1587.1924,0.0000,-667.8658,5330.6112,-6030.9095,-2445.7162,-6195.7264,1027.0809,-3198.1305,4836.8922,-4868.9837,-295.1550,663.0784,-6131.8780,0.0000,0.0000,-860.0603,4308.5650,-892.7545,-4435.4311,1180.1528,-1729.1728,3528.2777,-6101.1110,3286.1153,-4212.2426,156.7365,0.0000,-3223.9528,-1106.3069,-4489.5193,4054.3115,-2498.0297,897.5583,6196.1942,-360.0250,-1188.4393,-203.8163,5799.4092,-2242.2786,-3159.3366,-1306.9721,5453.0281,-244.2051,5688.6078,4559.6998,4982.6213,-4564.7581,6846.5287,-4390.7996,271.8594,-5468.4134,-2597.5705,-6792.5809,-6671.3183,-3885.2700,-3337.2817,-4138.7985,-565.9110,-302.2232,-1109.5018,319.2643,2098.1368,3824.1585,-4831.4359,948.6314,-3145.6287,-4019.9884,-4311.5469,-3864.6714,1629.9477,1505.1467,3874.0615,1259.7607,-4895.3548,-6731.2486,0.0000,-961.9080,0.0000,625.8403,2714.0938,5792.3732,6784.2355,-4307.9788,-6265.8385,3355.9384,2785.6935,-5514.2553,6733.2820,-4459.6582,526.7869,5723.3753,5029.0479,6638.3914,4776.0347,-977.5020,4693.0485,5719.4438,0.0000,-5201.6611,380876.3874,378793.9995,369615.6101,372745.0325,381914.0312,377000.8713,373990.0632,374111.4416,58360604.6328,58372612.5276,58374622.6358,58373880.9081,374218.0636,58371935.5637,4986.3595,0.0000,5980.9876,1455.9101,-1051.7624,-3589.4604,2068.4759,4108.6014,3172.1873,4399.1145,-4611.5444,6785.7391,-681.0418,-1193.3449,0.0000,0.0000,2890.8394,-3931.3006,-6781.9083,-5181.0581,5406.7667,4725.7324,104.8351,1832.6092,-3124.5893,-89.8129,-6747.5658,0.0000,500.2987,5747.5794,-2874.3942,-5263.1267,-3385.2544,226.9997,-1071.8745,6703.9783,-4743.5299,-6140.0467,-1065.7647,847.7100,6154.6706,-5677.8290,-4072.8507,-4167.3738,2081.2820,3079.9637,-4559.2827,-273.9575,-797.1496,4863.3772,4125.2763,-2955.4002,-1095.5979,-1233.9209,1148.1750,5530.9508,-3340.2370,-3300.8165,-6018.2545,-4569.1735,4869.8425,6830.1101,-5107.9457,-5646.0692,-1871.0842,6776.9628,-5458.7013,-1258.4785,-2902.5717,-3628.4479,-4236.4120,5789.8198,4486.7302,5229.4575,-3723.1864,264.1726,0.0000,4076.5375,0.0000,6794.8969,3490.9883,2582.4637,-53.8147,-69.3441,-2484.7409,4731.0535,-5685.3631,3945.1420,1520.0509,-2251.7637,-6435.5056,1014.3506,3637.4429,1384.3166,4258.8088,2314.3750,4734.8729,-1322.8963,0.0000,-3795.2388,5300.3670,9123.2286,6442.5839,7112.9562,8701.3785,9154.9680,13030.2737,7993.2410,222481163.1258,222514733.0791,222486228.0055,222475756.7848,9689.9721,222467409.5628,4525.8639,0.0000,3357.9642,-4035.7979,3265.1767,-5271.8351,2147.9098,5091.7669,5244.1688,-2285.8492,1745.0164,483.0822,-6835.2493,-2709.8975,0.0000,0.0000,-6212.1827,-3683.4225,-291.7956,-911.0165,4142.6151,4556.2317,-5981.4456,2743.6428,-5222.6520,-5476.2638,1536.6011,0.0000,-6126.9664,-3721.9998,-4429.9428,-1750.8304,5472.4462,6847.0131,-2825.0044,-1691.2611,-4887.1213,3022.9706,-3581.0296,-6525.7400,313.5631,3420.1069,-1245.9696,5477.5590,3077.4121,4196.6621,1568.5030,-5136.3026,210.9580,-1610.1675,-5515.7619,2970.7782,-6343.6671,321.4210,711.9478,1429.3510,-5093.9633,4452.8777,-3376.5023,-5168.0614,4648.2738,-111.3382,-4027.3048,692.1524,4562.9962,-1056.7637,2768.8752,5399.7704,4503.7086,-4482.5412,4992.5162,3165.4373,-3230.9841,-4243.4926,3188.5879,965.2286,0.0000,-5463.3779,0.0000,-1170.3985,5329.5546,2369.6773,-1394.0541,-5393.6702,944.5560,-3780.4378,2693.4594,-1565.1950,-191.5149,-4639.2342,2123.7586,-3770.3174,3042.5842,1196.9537,2662.3093,-6485.8525,-1916.1259,3183.1116,0.0000,-2225.8595,-107404.3484,-108319.4486,-104232.3496,-107738.4460,-100738.4261,-105304.8722,-115864.7464,-106108.1814,-85966121.7681,-85986784.4339,-85989929.0755,-85977762.2478,-106682.0372,-85976113.2685,
7200.000,-2535.7909,0.0000,-2438.2265,-6592.6209,2789.3813,6070.3520,5403.0774,-5445.3701,-845.6523,-5130.8699,5217.0775,-2382.5229,-4163.0709,3546.2569,0.0000,0.0000,114.9382,-158.7028,3207.4196,4510.5710,-3660.6033,-3035.7365,-6346.7285,6447.3416,787.8091,4867.3463,2040.6828,0.0000,5644.6389,-1501.1659,5334.2184,-2347.2590,5921.8948,1421.5866,-5823.7452,-2372.5056,4190.9312,3550.2344,-2386.6749,1771.4408,870.5007,4592.8921,-2432.5354,4466.7926,-3635.0146,-3836.4425,-1820.7708,5928.1444,-5264.0136,430.9923,-4499.1377,4183.6172,6043.3395,5702.1390,4895.0003,935.0240,5365.3214,6578.4423,3205.0132,3567.1171,-3324.9013,-2149.3506,2253.7247,-559.5866,6856.8644,-2476.0250,4712.6233,4283.4785,4008.2471,5339.8017,3505.6544,-4458.2092,-6258.8466,-3963.9353,5074.1908,4144.0317,0.0000,-2848.4073,0.0000,-2930.9409,1206.4017,-3977.6675,-4847.8497,3079.5963,5743.7716,-5020.6159,738.5689,2972.8965,-5664.2859,5714.2551,2183.0756,-4284.3873,-6667.2560,-6092.0827,-6362.9315,-1661.7274,-6024.1500,-5207.3909,0.0000,6413.4128,365457.9912,360439.5928,354812.2120,358864.5924,368153.4751,357723.7091,360765.7159,360104.9119,-1255198.0185,-1254223.3683,-1246808.5461,-1247829.3026,360294.2308,-1243069.5512,-4977.2539,0.0000,-3387.8849,1660.8567,-806.0063,2238.0033,-3543.8756,-651.5342,-4836.8522,-861.4747,1321.9893,-5430.0144,-3252.1026,-2156.7240,0.0000,0.0000,2764.2540,4138.8854,5015.4295,2291.5423,-2008.8427,-3299.8716,1554.8162,518.8830,4813.0904,-3753.1901,6253.7846,0.0000,-3004.1440,-6750.5555,-1175.9894,5819.2732,1591.9426,-4893.5483,3572.9528,-4824.5852,5297.1509,3544.1026,3370.8483,-5071.9124,-5428.2530,2094.6993,4961.3668,3196.3268,1876.6517,-5685.9313,5138.0511,-2919.1657,2962.2207,-4334.5155,-3531.7517,-719.6079,-572.9201,-1379.0430,-3507.0022,-4800.9375,4357.5549,909.5990,6133.8198,5540.0092,-3000.3263,-4884.1445,3496.0309,5556.7876,47.5325,-4485.8177,4733.4911,-3296.1256,-1586.4217,4431.5994,3537.3287,-5027.4201,-2376.1871,-1495.2192,-131.5122,-2403.9252,0.0000,-5410.1814,0.0000,-4728.5997,192.2750,1276.0040,2570.4112,-4182.9825,255.5229,-995.6756,4229.9206,-2930.6441,454.0583,-2044.8042,6130.1515,2790.0903,-1762.4245,375.6507,-2593.0407,-5414.9590,-2946.5150,3682.1406,0.0000,1363.5316,103468.1206,101062.5689,101505.0289,105921.5094,102747.0912,102177.8640,106829.8349,105077.4934,230028038.4915,230059115.7562,230028701.8008,230020128.4763,103292.6856,230013597.9832,-4101.0509,0.0000,-5494.0828,761.0025,-6313.1983,2167.4065,2349.7161,-3732.1369,-4882.9428,4558.3736,-4374.6577,3333.5462,4419.1275,5383.8241,0.0000,0.0000,6307.3455,5502.7313,-3397.6048,4651.9902,-5523.4570,-5111.1871,2342.1077,2517.1635,4887.6460,3136.4142,2150.1918,0.0000,2689.8097,486.1900,4249.8792,-2800.3245,-3196.2570,-4689.5757,-904.6052,4348.8175,1443.0084,-4674.9337,5510.5922,4399.4802,-4214.9404,-4502.3239,4151.9423,-4175.9286,-5435.5243,945.6977,-4295.3902,1880.5702,3318.3273,5141.5373,3828.3595,-5435.3376,3355.6195,-3660.4311,3188.0119,-4888.3107,677.2582,-1966.4337,-74.0254,2038.2801,-5159.9023,4268.4946,5407.5769,-3980.6048,-875.4276,4644.4158,1668.0632,-4222.4128,-5372.8611,-237.9782,-4565.2425,837.0490,-856.0669,5370.5417,-4727.2011,-4841.9869,0.0000,3144.1059,0.0000,4108.1111,-6830.2804,-5336.6889,4213.8275,4529.0460,3634.8450,4646.7385,-5386.2693,5552.2933,-3926.5497,3089.1521,1964.1474,4652.0421,516.4781,3181.1841,925.4730,4023.3352,-1774.1568,1985.0840,0.0000,-1850.6799,-106596.3012,-105489.2213,-103511.4864,-106250.4396,-99828.6980,-104407.1167,-114736.8988,-105796.4958,-86007037.9708,-86027886.0542,-86030916.3303,-86022291.2238,-105628.2838,-86014896.2514,
