sl_100_86400_20290924 Coordinates.csv
2029/09/24 07:47:00.0000 UTC

Generated: Tue Oct  8 21:48:48 2024,
Start: 2029/09/24 07:47:00.00, Stop: 2029/09/25 07:47:00.00,
TIME_UNITS,STARLINK-2126 - X-Coordinate,STARLINK-11249 [DTC] - X-Coordinate,STARLINK-30320 - X-Coordinate,STARLINK-11106 [DTC] - X-Coordinate,STARLINK-30959 - X-Coordinate,STARLINK-1167 - X-Coordinate,STARLINK-32247 - X-Coordinate,STARLINK-4418 - X-Coordinate,STARLINK-30314 - X-Coordinate,STARLINK-1815 - X-Coordinate,STARLINK-4134 - X-Coordinate,STARLINK-11265 [DTC] - X-Coordinate,STARLINK-5968 - X-Coordinate,STARLINK-31826 - X-Coordinate,STARLINK-5743 - X-Coordinate,STARLINK-5682 - X-Coordinate,STARLINK-1443 - X-Coordinate,STARLINK-31819 - X-Coordinate,STARLINK-5620 - X-Coordinate,STARLINK-30073 - X-Coordinate,STARLINK-31374 - X-Coordinate,STARLINK-30311 - X-Coordinate,STARLINK-5704 - X-Coordinate,STARLINK-1015 - X-Coordinate,STARLINK-5796 - X-Coordinate,STARLINK-4030 - X-Coordinate,STARLINK-5388 - X-Coordinate,STARLINK-4456 - X-Coordinate,STARLINK-4095 - X-Coordinate,STARLINK-31169 - X-Coordinate,STARLINK-3989 - X-Coordinate,STARLINK-2354 - X-Coordinate,STARLINK-4545 - X-Coordinate,STARLINK-3332 - X-Coordinate,STARLINK-2757 - X-Coordinate,STARLINK-1540 - X-Coordinate,STARLINK-5297 - X-Coordinate,STARLINK-4739 - X-Coordinate,STARLINK-31225 - X-Coordinate,STARLINK-6344 - X-Coordinate,STARLINK-3772 - X-Coordinate,STARLINK-3507 - X-Coordinate,STARLINK-30232 - X-Coordinate,STARLINK-3861 - X-Coordinate,STARLINK-31019 - X-Coordinate,STARLINK-31051 - X-Coordinate,STARLINK-31763 - X-Coordinate,STARLINK-5616 - X-Coordinate,STARLINK-6104 - X-Coordinate,STARLINK-31222 - X-Coordinate,STARLINK-30100 - X-Coordinate,STARLINK-30340 - X-Coordinate,STARLINK-4495 - X-Coordinate,STARLINK-3155 - X-Coordinate,STARLINK-2133 - X-Coordinate,STARLINK-30146 - X-Coordinate,STARLINK-5659 - X-Coordinate,STARLINK-4623 - X-Coordinate,STARLINK-30221 - X-Coordinate,STARLINK-3650 - X-Coordinate,STARLINK-5136 - X-Coordinate,STARLINK-2663 - X-Coordinate,STARLINK-5402 - X-Coordinate,STARLINK-3368 - X-Coordinate,STARLINK-1991 - X-Coordinate,STARLINK-5663 - X-Coordinate,STARLINK-30754 - X-Coordinate,STARLINK-1542 - X-Coordinate,STARLINK-1301 - X-Coordinate,STARLINK-6365 - X-Coordinate,STARLINK-2005 - X-Coordinate,STARLINK-5570 - X-Coordinate,STARLINK-3338 - X-Coordinate,STARLINK-3290 - X-Coordinate,STARLINK-1053 - X-Coordinate,STARLINK-5926 - X-Coordinate,STARLINK-6133 - X-Coordinate,STARLINK-3283 - X-Coordinate,STARLINK-30771 - X-Coordinate,STARLINK-5068 - X-Coordinate,STARLINK-5754 - X-Coordinate,STARLINK-11272 [DTC] - X-Coordinate,STARLINK-3659 - X-Coordinate,STARLINK-5576 - X-Coordinate,STARLINK-2459 - X-Coordinate,STARLINK-31787 - X-Coordinate,STARLINK-4215 - X-Coordinate,STARLINK-3793 - X-Coordinate,STARLINK-2161 - X-Coordinate,STARLINK-1202 - X-Coordinate,STARLINK-5954 - X-Coordinate,STARLINK-30197 - X-Coordinate,STARLINK-2257 - X-Coordinate,STARLINK-5134 - X-Coordinate,STARLINK-5779 - X-Coordinate,STARLINK-5868 - X-Coordinate,STARLINK-30348 - X-Coordinate,STARLINK-5780 - X-Coordinate,STARLINK-4448 - X-Coordinate,STARLINK-1393 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-2126 - Y-Coordinate,STARLINK-11249 [DTC] - Y-Coordinate,STARLINK-30320 - Y-Coordinate,STARLINK-11106 [DTC] - Y-Coordinate,STARLINK-30959 - Y-Coordinate,STARLINK-1167 - Y-Coordinate,STARLINK-32247 - Y-Coordinate,STARLINK-4418 - Y-Coordinate,STARLINK-30314 - Y-Coordinate,STARLINK-1815 - Y-Coordinate,STARLINK-4134 - Y-Coordinate,STARLINK-11265 [DTC] - Y-Coordinate,STARLINK-5968 - Y-Coordinate,STARLINK-31826 - Y-Coordinate,STARLINK-5743 - Y-Coordinate,STARLINK-5682 - Y-Coordinate,STARLINK-1443 - Y-Coordinate,STARLINK-31819 - Y-Coordinate,STARLINK-5620 - Y-Coordinate,STARLINK-30073 - Y-Coordinate,STARLINK-31374 - Y-Coordinate,STARLINK-30311 - Y-Coordinate,STARLINK-5704 - Y-Coordinate,STARLINK-1015 - Y-Coordinate,STARLINK-5796 - Y-Coordinate,STARLINK-4030 - Y-Coordinate,STARLINK-5388 - Y-Coordinate,STARLINK-4456 - Y-Coordinate,STARLINK-4095 - Y-Coordinate,STARLINK-31169 - Y-Coordinate,STARLINK-3989 - Y-Coordinate,STARLINK-2354 - Y-Coordinate,STARLINK-4545 - Y-Coordinate,STARLINK-3332 - Y-Coordinate,STARLINK-2757 - Y-Coordinate,STARLINK-1540 - Y-Coordinate,STARLINK-5297 - Y-Coordinate,STARLINK-4739 - Y-Coordinate,STARLINK-31225 - Y-Coordinate,STARLINK-6344 - Y-Coordinate,STARLINK-3772 - Y-Coordinate,STARLINK-3507 - Y-Coordinate,STARLINK-30232 - Y-Coordinate,STARLINK-3861 - Y-Coordinate,STARLINK-31019 - Y-Coordinate,STARLINK-31051 - Y-Coordinate,STARLINK-31763 - Y-Coordinate,STARLINK-5616 - Y-Coordinate,STARLINK-6104 - Y-Coordinate,STARLINK-31222 - Y-Coordinate,STARLINK-30100 - Y-Coordinate,STARLINK-30340 - Y-Coordinate,STARLINK-4495 - Y-Coordinate,STARLINK-3155 - Y-Coordinate,STARLINK-2133 - Y-Coordinate,STARLINK-30146 - Y-Coordinate,STARLINK-5659 - Y-Coordinate,STARLINK-4623 - Y-Coordinate,STARLINK-30221 - Y-Coordinate,STARLINK-3650 - Y-Coordinate,STARLINK-5136 - Y-Coordinate,STARLINK-2663 - Y-Coordinate,STARLINK-5402 - Y-Coordinate,STARLINK-3368 - Y-Coordinate,STARLINK-1991 - Y-Coordinate,STARLINK-5663 - Y-Coordinate,STARLINK-30754 - Y-Coordinate,STARLINK-1542 - Y-Coordinate,STARLINK-1301 - Y-Coordinate,STARLINK-6365 - Y-Coordinate,STARLINK-2005 - Y-Coordinate,STARLINK-5570 - Y-Coordinate,STARLINK-3338 - Y-Coordinate,STARLINK-3290 - Y-Coordinate,STARLINK-1053 - Y-Coordinate,STARLINK-5926 - Y-Coordinate,STARLINK-6133 - Y-Coordinate,STARLINK-3283 - Y-Coordinate,STARLINK-30771 - Y-Coordinate,STARLINK-5068 - Y-Coordinate,STARLINK-5754 - Y-Coordinate,STARLINK-11272 [DTC] - Y-Coordinate,STARLINK-3659 - Y-Coordinate,STARLINK-5576 - Y-Coordinate,STARLINK-2459 - Y-Coordinate,STARLINK-31787 - Y-Coordinate,STARLINK-4215 - Y-Coordinate,STARLINK-3793 - Y-Coordinate,STARLINK-2161 - Y-Coordinate,STARLINK-1202 - Y-Coordinate,STARLINK-5954 - Y-Coordinate,STARLINK-30197 - Y-Coordinate,STARLINK-2257 - Y-Coordinate,STARLINK-5134 - Y-Coordinate,STARLINK-5779 - Y-Coordinate,STARLINK-5868 - Y-Coordinate,STARLINK-30348 - Y-Coordinate,STARLINK-5780 - Y-Coordinate,STARLINK-4448 - Y-Coordinate,STARLINK-1393 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-2126 - Z-Coordinate,STARLINK-11249 [DTC] - Z-Coordinate,STARLINK-30320 - Z-Coordinate,STARLINK-11106 [DTC] - Z-Coordinate,STARLINK-30959 - Z-Coordinate,STARLINK-1167 - Z-Coordinate,STARLINK-32247 - Z-Coordinate,STARLINK-4418 - Z-Coordinate,STARLINK-30314 - Z-Coordinate,STARLINK-1815 - Z-Coordinate,STARLINK-4134 - Z-Coordinate,STARLINK-11265 [DTC] - Z-Coordinate,STARLINK-5968 - Z-Coordinate,STARLINK-31826 - Z-Coordinate,STARLINK-5743 - Z-Coordinate,STARLINK-5682 - Z-Coordinate,STARLINK-1443 - Z-Coordinate,STARLINK-31819 - Z-Coordinate,STARLINK-5620 - Z-Coordinate,STARLINK-30073 - Z-Coordinate,STARLINK-31374 - Z-Coordinate,STARLINK-30311 - Z-Coordinate,STARLINK-5704 - Z-Coordinate,STARLINK-1015 - Z-Coordinate,STARLINK-5796 - Z-Coordinate,STARLINK-4030 - Z-Coordinate,STARLINK-5388 - Z-Coordinate,STARLINK-4456 - Z-Coordinate,STARLINK-4095 - Z-Coordinate,STARLINK-31169 - Z-Coordinate,STARLINK-3989 - Z-Coordinate,STARLINK-2354 - Z-Coordinate,STARLINK-4545 - Z-Coordinate,STARLINK-3332 - Z-Coordinate,STARLINK-2757 - Z-Coordinate,STARLINK-1540 - Z-Coordinate,STARLINK-5297 - Z-Coordinate,STARLINK-4739 - Z-Coordinate,STARLINK-31225 - Z-Coordinate,STARLINK-6344 - Z-Coordinate,STARLINK-3772 - Z-Coordinate,STARLINK-3507 - Z-Coordinate,STARLINK-30232 - Z-Coordinate,STARLINK-3861 - Z-Coordinate,STARLINK-31019 - Z-Coordinate,STARLINK-31051 - Z-Coordinate,STARLINK-31763 - Z-Coordinate,STARLINK-5616 - Z-Coordinate,STARLINK-6104 - Z-Coordinate,STARLINK-31222 - Z-Coordinate,STARLINK-30100 - Z-Coordinate,STARLINK-30340 - Z-Coordinate,STARLINK-4495 - Z-Coordinate,STARLINK-3155 - Z-Coordinate,STARLINK-2133 - Z-Coordinate,STARLINK-30146 - Z-Coordinate,STARLINK-5659 - Z-Coordinate,STARLINK-4623 - Z-Coordinate,STARLINK-30221 - Z-Coordinate,STARLINK-3650 - Z-Coordinate,STARLINK-5136 - Z-Coordinate,STARLINK-2663 - Z-Coordinate,STARLINK-5402 - Z-Coordinate,STARLINK-3368 - Z-Coordinate,STARLINK-1991 - Z-Coordinate,STARLINK-5663 - Z-Coordinate,STARLINK-30754 - Z-Coordinate,STARLINK-1542 - Z-Coordinate,STARLINK-1301 - Z-Coordinate,STARLINK-6365 - Z-Coordinate,STARLINK-2005 - Z-Coordinate,STARLINK-5570 - Z-Coordinate,STARLINK-3338 - Z-Coordinate,STARLINK-3290 - Z-Coordinate,STARLINK-1053 - Z-Coordinate,STARLINK-5926 - Z-Coordinate,STARLINK-6133 - Z-Coordinate,STARLINK-3283 - Z-Coordinate,STARLINK-30771 - Z-Coordinate,STARLINK-5068 - Z-Coordinate,STARLINK-5754 - Z-Coordinate,STARLINK-11272 [DTC] - Z-Coordinate,STARLINK-3659 - Z-Coordinate,STARLINK-5576 - Z-Coordinate,STARLINK-2459 - Z-Coordinate,STARLINK-31787 - Z-Coordinate,STARLINK-4215 - Z-Coordinate,STARLINK-3793 - Z-Coordinate,STARLINK-2161 - Z-Coordinate,STARLINK-1202 - Z-Coordinate,STARLINK-5954 - Z-Coordinate,STARLINK-30197 - Z-Coordinate,STARLINK-2257 - Z-Coordinate,STARLINK-5134 - Z-Coordinate,STARLINK-5779 - Z-Coordinate,STARLINK-5868 - Z-Coordinate,STARLINK-30348 - Z-Coordinate,STARLINK-5780 - Z-Coordinate,STARLINK-4448 - Z-Coordinate,STARLINK-1393 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,0.0000,-1317.4261,5329.8220,-4849.1048,5927.0035,6592.4311,0.0000,4821.4845,0.0000,4311.0159,366.3147,4901.4028,4915.4048,-4139.0563,-1024.0356,5983.0041,5035.1312,5220.4664,4713.6459,-5822.7477,0.0000,-5402.8086,-6162.5246,-962.2742,-3722.0604,4211.6342,-66.5658,5823.7696,-4027.7815,3560.0650,4990.1653,-6198.2383,2963.0222,-5716.9718,-2574.2250,3816.4403,-3089.0964,2970.1186,5584.5597,1297.2995,4382.4688,5985.3748,-4888.1978,6354.1917,6180.4791,3538.3337,4359.8842,2975.8361,-6518.2197,4479.7564,250.3777,-2308.8255,-1351.4941,1563.8109,3142.8181,3937.3727,3535.3129,1463.0927,-6225.5352,5901.7929,5407.8111,-6532.4984,4110.8919,3033.9742,-6619.9494,4099.8606,5796.9292,-3485.4450,2713.7790,3.9290,-811.4077,2630.7026,-4008.0456,-360.0938,708.5643,5486.4686,-28.9527,4965.8849,-5474.2754,2009.9948,4525.1852,2170.1538,924.4726,-5530.5728,3548.9319,-5598.7343,-3735.7045,5847.0531,-4376.8401,1027.8966,-5310.8446,2269.0966,-6474.4912,6875.9004,-5958.5452,6148.2092,-2946.8200,5194.8511,-1214.7071,3582.2023,90264.0308,105685.4828,91920.8487,95342.8355,102420.8083,100019.4968,93717.9121,95033.2253,109509049.0902,109531704.3049,109540385.8379,109530727.4998,94991.9008,109525431.2503,0.0000,-6386.7866,-2705.7944,526.6722,-3558.5978,-487.6415,0.0000,-4927.5664,0.0000,1879.5995,4257.8385,1515.0038,-3000.7644,3794.8686,6383.1532,1827.6094,2194.3663,3456.6969,-4893.6966,-3666.3072,0.0000,442.2779,1633.9977,4096.6180,-3884.5828,-2447.3721,-6190.5320,-3594.7411,1323.4489,-5355.9862,-1791.3642,-1528.9900,3990.9796,225.9843,-6410.7937,5172.7073,2902.5501,3632.6797,2628.4848,5136.2379,-5298.8667,-975.7068,-1597.5952,-1294.5669,-1489.8370,4557.1910,-2639.5081,5328.9807,-1712.1382,-1536.4401,5773.3662,5376.1110,-3903.1446,-3985.3112,-2697.3582,3541.7420,5368.2393,1903.4337,-37.3062,-3139.3016,1990.1525,1288.5450,5231.2418,-2820.7794,-1569.7253,3029.2868,-1208.6445,2394.5163,6123.5535,-6536.4875,-4202.7656,579.2505,1010.2415,4348.6486,-4407.3809,3893.9640,-6816.4501,-906.5939,1114.0630,-3633.5590,4927.0874,6208.4131,4291.2780,-4096.1853,1912.2529,-8.3392,4725.8660,2981.6871,4878.8945,-4072.2561,-2639.5761,6523.9259,-560.0593,-633.6780,644.8141,3225.5667,-5687.5239,-4517.9139,-2542.6484,5704.0128,-399048.3349,-377668.1599,-389514.4331,-389980.7768,-385189.4975,-384726.8518,-381227.7469,-383246.9966,205278897.5373,205331451.0732,205306879.9271,205289330.6315,-384641.1236,205285538.6732,0.0000,-1705.7984,3209.4407,-4626.0154,56.0656,1906.9042,0.0000,213.2789,0.0000,-4949.6807,5408.0556,-4283.7279,3842.0332,3920.1475,2352.5969,-2947.6447,-4169.7164,2535.7415,-964.7954,-899.4857,0.0000,-4328.3841,2689.4495,5482.9783,4381.1820,-4857.0335,3069.8776,-1116.9342,5430.6945,-2348.8704,-4551.1976,1605.1354,-4788.7323,3859.9050,18.8954,-2234.4857,-5410.9046,5056.5170,2771.7119,-4463.5427,-456.7129,3183.6735,4645.6948,2326.8950,2535.2991,3800.0518,-4504.2396,-3311.1040,-1584.2949,4930.7318,-3855.7633,3685.7865,5501.5348,-5425.0526,5471.3145,-4452.8598,-2538.8414,-6514.1354,2965.8180,857.2906,-3854.2933,-1240.9545,1875.3382,5534.7254,-1188.8994,4261.1038,3585.4946,-5308.8115,1697.3515,-2325.0832,-5302.2361,-6377.3770,5489.4104,5343.0922,-5230.9801,1727.8752,1172.6631,4705.7713,3977.9767,-5539.5878,1685.5881,1473.5785,-5328.4536,724.0759,5245.9235,-3886.9479,-3323.2382,2149.8961,-2297.9677,5460.1158,3594.2608,592.5924,2210.0469,-96.2493,-3465.5342,213.5264,2633.6127,401.1267,-6324.0434,1183.4434,87930.2269,81124.7155,86557.2430,85486.4490,90107.6386,82308.2096,75792.4023,83313.6511,-91368134.6348,-91377518.6304,-91376210.3845,-91374771.6221,84424.5051,-91378376.7398,
3600.000,0.0000,3271.1706,-4627.5107,1233.3836,-3597.5544,-6035.1332,0.0000,-4501.8580,0.0000,-3736.6882,-4111.0429,-2710.2904,-3900.6598,-332.0582,-1400.1306,-4725.2036,-6867.2540,-6497.0658,-3478.8484,5654.8035,0.0000,3490.3915,3244.0510,-3265.6485,5056.3086,-3851.3971,2564.8971,-4024.2193,1699.9943,-1242.1391,-1619.6961,5260.4450,-4441.6553,2713.2516,3570.0268,-5111.0937,943.4603,-4658.0950,-6631.9097,-4732.0824,-2207.6527,-6061.3463,5233.7691,-3225.7668,-5673.4013,-4122.1945,-2265.1643,-2374.6274,5254.0278,-847.4028,-3062.2792,-33.0683,5293.5143,1587.9840,-574.8054,-5489.1577,-4776.0909,-4913.7037,6403.8672,-3523.5796,-6874.5766,3380.1243,-4959.7773,-287.3234,4945.9099,-6581.9389,-3020.4441,1701.0707,-3918.3050,2777.7220,5001.6740,-1734.7095,3226.7250,-3043.8633,2542.1065,-3644.9399,2546.8098,-5763.0607,5934.5562,-2229.8109,-5850.7883,-3604.0726,-4556.9318,5614.2592,-4818.3823,5930.4454,-332.9160,-6362.1648,3206.4545,3304.5415,4520.9200,-3978.0614,3917.9511,-5109.9307,6062.4321,-4843.7931,5023.9494,-2364.0054,-470.4089,-4121.0080,188674.0812,196777.1617,184300.3881,187362.3910,196338.1278,191376.3011,188019.7827,188845.2411,52606857.6725,52617011.3792,52630135.4699,52622564.0653,188577.8792,52622576.0854,0.0000,2795.9246,4715.6529,-4496.3808,4829.5480,2089.2898,0.0000,1881.9035,0.0000,2942.7372,-4746.1460,3557.2252,5683.8592,-4132.0725,-6577.8097,1827.5517,-564.0813,-830.9269,4178.9238,774.8315,0.0000,-4078.9428,-3959.9701,-4367.0091,4743.3648,5554.5245,6402.1884,510.2475,-5043.6222,6536.6166,3924.3759,-1243.5954,233.0730,-3130.4304,4301.2619,-3688.5179,-6202.8785,494.6390,104.2284,-2805.5038,5321.6282,2908.6862,-2404.6999,3053.6388,3214.3154,-482.4871,6134.2892,-1598.5766,-1304.0112,4617.2200,-6185.8365,-6907.9893,2696.4577,6066.4347,5976.9823,350.9873,-1847.2964,923.4692,-2477.1696,4225.0704,503.3276,-3100.6111,-1884.3520,5794.9639,-809.1107,521.5313,4099.3689,-6154.3248,-5036.3097,4411.1062,1816.4669,4064.4384,-5054.8833,-5618.0151,5999.6763,-1694.0049,4935.0030,3646.7281,-3437.7564,6413.1746,-3004.2239,-2520.7801,-4526.1759,1152.6758,3337.4047,-3329.1136,-4123.2838,-1499.1731,-5828.6657,4359.6646,5009.5877,-4854.6409,-2077.1652,2166.4867,-3335.1834,-2202.8705,4670.3236,5294.9717,6462.8320,-2468.4411,-364340.5600,-340799.0068,-351862.9704,-350884.4286,-348405.8676,-348451.4032,-344887.0432,-349674.7333,226659959.4513,226712553.5953,226690729.7392,226674605.3248,-348196.6848,226665883.0330,0.0000,5175.3531,1549.3858,4829.5482,3386.5493,2559.7715,0.0000,4859.5126,0.0000,4883.4928,-2871.3677,4952.1886,-705.4629,-5463.2492,1454.8870,4693.7026,121.7641,1657.2128,-4198.8611,3935.5771,0.0000,4375.9296,-4667.4109,-4265.3697,313.8329,1243.5474,486.3763,5607.1571,-4395.1729,-1610.7086,5529.3902,3750.9637,5261.2941,-5532.8491,-4063.2061,-2564.9241,2785.9187,-5081.0483,1346.3332,4193.2927,-3785.6905,1326.0319,-3874.6965,-5276.1798,2077.8086,-5535.5474,1849.1078,6311.4082,4302.9168,-4984.4556,739.7175,-419.9491,-3494.2188,2882.1402,-3345.0207,4181.5317,4627.5618,4804.2056,671.5380,3885.3690,694.8133,4972.3069,-4440.5809,-3782.3491,4742.6274,-801.0074,-4702.8964,2280.5783,2650.7026,4563.7394,4241.2349,5316.4719,-3380.1355,-2631.4628,2174.7934,-5675.4730,-4131.4338,-1113.5744,246.8447,1346.6022,2080.9502,-5114.7030,2508.7580,-3886.0022,-3091.7473,384.5323,5482.5821,2232.4986,-1989.4066,-4205.8327,1606.0943,2937.2233,-5247.3460,4098.8781,48.4281,4450.4711,976.5780,-3739.3658,2414.8972,-4873.5758,89176.6734,82523.3297,88097.8872,84579.8417,91590.8490,87047.2247,76469.3960,86645.9370,-91403435.6202,-91416670.3167,-91416554.4255,-91418217.3674,85650.3377,-91415064.1733,
7200.000,0.0000,-4851.6612,892.8694,1821.0002,-420.7579,2559.3072,0.0000,-89.1205,0.0000,2745.8067,5548.8172,249.6744,1524.7857,4512.5551,3637.2024,2690.9146,5476.1723,4273.1431,-706.7932,-4218.7167,0.0000,-1329.9503,384.1735,5678.4722,-3892.2647,1982.1126,-4190.8274,-1217.6771,153.7937,-2035.6181,-1425.4514,-271.8085,5359.7972,365.0884,-4167.4430,4171.0757,776.8055,5571.8754,4079.2882,6780.7784,-1712.7806,2901.8841,-4536.2200,-874.1398,2034.8948,4528.2316,-461.1217,2762.1691,-2736.4486,-2056.5707,4555.6808,2280.1964,-6715.7745,-3264.8560,-1299.7176,5811.4237,5318.3239,6689.4143,-3890.4242,-1558.8170,5742.0580,1462.1072,4978.5396,-1580.2882,-1890.2463,4475.5862,-84.0823,301.8107,4148.7269,-5458.5271,-6807.0423,1807.1954,-1917.5756,4527.1339,-3984.8735,1579.8417,-5012.3948,4149.4771,-3373.1841,1730.7376,5190.7303,4462.2448,5704.1311,-4349.1386,3187.2058,-3334.8304,4606.8320,4334.4977,-278.5331,-5719.5811,-1034.6456,4949.4850,-367.3382,1246.4273,-3808.2166,2120.3680,-5396.3633,-1808.2644,2709.2905,4031.1186,275314.5065,275918.9236,264648.0065,268258.1329,277818.7945,267473.7120,270054.4261,269400.2484,-7896459.6501,-7898197.4397,-7881469.7136,-7886961.8550,269940.2087,-7880904.6500,0.0000,2141.1086,-4399.6207,6429.3200,-5047.7571,-3513.8082,0.0000,977.7381,0.0000,-6133.3947,3804.5926,-6617.0944,-6115.1028,4092.6215,3955.8377,-5327.8853,-1267.9784,-2735.7174,-2237.6340,2994.2478,0.0000,6567.4078,5805.6995,3933.5800,-3083.0082,-5755.0087,-4021.9713,973.1716,6878.0958,-4832.1121,-5872.1836,4309.1197,-3657.0125,5838.7324,-115.4553,-378.5001,6601.5534,-3636.9707,-3185.0029,397.3368,-3751.0966,-3785.6575,5192.9340,-4911.0221,-3934.5300,-3603.2698,-6398.1381,-3046.4039,4624.6202,-6367.5008,4426.8128,5739.6197,-1278.2815,-5902.7953,-6656.8587,-3518.2835,-2269.1477,-1815.2598,4166.7613,-3881.4501,-2599.7631,4702.1296,-2310.1367,-6731.2632,4017.7829,-3482.8876,-6276.7731,6272.4330,1404.9577,-1350.4406,228.2480,-6602.6572,6528.5554,4903.3370,-5084.8100,-2458.5058,-1574.2951,-4494.7822,4130.3526,-5616.0354,-545.6030,-2619.7552,3375.5989,2755.2808,-5329.9350,4869.0564,3225.3834,-1291.8916,4726.3180,-3846.6250,-3515.4313,1216.0660,5029.9455,-3977.5259,4680.9715,-1095.4862,-1689.6623,-4778.3413,-5638.5727,-2309.2477,-305492.4506,-282660.3487,-291716.0745,-286922.4300,-289167.6518,-290794.4866,-285837.5396,-287824.6212,232574085.6954,232623241.9926,232604226.3811,232584153.0226,-289417.2374,232579092.4992,0.0000,-4161.5560,-5097.4749,-708.2948,-4710.7223,-5341.0402,0.0000,-6831.7914,0.0000,-1197.2834,-1544.3066,-880.9655,-2885.7065,3135.1017,-4305.5460,-3493.2300,3980.0082,-4469.8907,6441.5174,-4630.3799,0.0000,-1787.3228,3741.3872,374.0633,-4858.5983,3185.6194,-3757.2830,-6759.3752,485.0836,4389.4967,-3504.3638,-4976.5005,-2348.6727,3661.1615,5497.3455,5351.4183,1723.5891,1840.8463,-4369.1717,-1347.9769,5509.4204,-4927.8281,755.2998,4745.8550,-5225.3808,3773.4401,2240.6347,-5592.8806,-4368.7638,1431.9676,2792.5009,-3128.3453,-850.1057,1472.3934,-1095.5520,-1300.6187,-3787.0308,-266.9730,-3892.8513,-5291.3773,2868.3087,-4654.6182,4195.9806,-335.6785,-5295.0873,-3478.8913,2920.1611,2557.1233,-5351.8569,-4066.6897,40.4672,-993.9738,-1025.7015,-1786.2624,2338.0995,6296.4411,4490.6122,-3217.6021,-4326.0015,3643.5367,-4519.9584,4313.9424,1906.2851,4615.0088,-2310.7801,3392.8708,-3964.6519,-5229.9434,5068.5130,193.1078,-5898.9870,-4707.0299,4650.2002,-5512.1246,3376.6730,-6525.2589,-4011.8383,4623.1604,2942.1961,5009.7189,90366.4638,84049.8184,88975.8219,86266.6705,92661.1787,88067.8562,77767.0992,86241.7075,-91439473.5383,-91455797.3598,-91456834.7980,-91460007.5226,86869.3981,-91451735.4491,
