sl_100_5400_20290516 Coordinates.csv
2029/05/16 07:47:00.0000 UTC

Generated: Tue Oct  8 21:45:39 2024,
Start: 2029/05/16 07:47:00.00, Stop: 2029/05/16 09:17:00.00,
TIME_UNITS,STARLINK-3362 - X-Coordinate,STARLINK-4722 - X-Coordinate,STARLINK-4567 - X-Coordinate,STARLINK-1502 - X-Coordinate,STARLINK-3281 - X-Coordinate,STARLINK-30483 - X-Coordinate,STARLINK-30187 - X-Coordinate,STARLINK-2170 - X-Coordinate,STARLINK-2211 - X-Coordinate,STARLINK-3319 - X-Coordinate,STARLINK-1830 - X-Coordinate,STARLINK-31454 - X-Coordinate,STARLINK-30917 - X-Coordinate,STARLINK-1458 - X-Coordinate,STARLINK-30481 - X-Coordinate,STARLINK-31523 - X-Coordinate,STARLINK-6057 - X-Coordinate,STARLINK-1977 - X-Coordinate,STARLINK-31574 - X-Coordinate,STARLINK-4598 - X-Coordinate,STARLINK-31949 - X-Coordinate,STARLINK-4125 - X-Coordinate,STARLINK-4749 - X-Coordinate,STARLINK-31597 - X-Coordinate,STARLINK-6161 - X-Coordinate,STARLINK-2130 - X-Coordinate,STARLINK-2178 - X-Coordinate,STARLINK-2115 - X-Coordinate,STARLINK-5999 - X-Coordinate,STARLINK-4661 - X-Coordinate,STARLINK-30335 - X-Coordinate,STARLINK-3616 - X-Coordinate,STARLINK-3941 - X-Coordinate,STARLINK-4484 - X-Coordinate,STARLINK-6109 - X-Coordinate,STARLINK-3666 - X-Coordinate,STARLINK-1303 - X-Coordinate,STARLINK-6189 - X-Coordinate,STARLINK-4712 - X-Coordinate,STARLINK-3004 - X-Coordinate,STARLINK-5462 - X-Coordinate,STARLINK-31093 - X-Coordinate,STARLINK-31079 - X-Coordinate,STARLINK-1054 - X-Coordinate,STARLINK-1994 - X-Coordinate,STARLINK-1801 - X-Coordinate,STARLINK-4389 - X-Coordinate,STARLINK-1453 - X-Coordinate,STARLINK-2412 - X-Coordinate,STARLINK-6097 - X-Coordinate,STARLINK-4202 - X-Coordinate,STARLINK-1559 - X-Coordinate,STARLINK-4728 - X-Coordinate,STARLINK-5657 - X-Coordinate,STARLINK-2410 - X-Coordinate,STARLINK-1055 - X-Coordinate,STARLINK-4410 - X-Coordinate,STARLINK-2415 - X-Coordinate,STARLINK-1219 - X-Coordinate,STARLINK-4036 - X-Coordinate,STARLINK-1433 - X-Coordinate,STARLINK-5443 - X-Coordinate,STARLINK-31458 - X-Coordinate,STARLINK-30959 - X-Coordinate,STARLINK-1505 - X-Coordinate,STARLINK-3887 - X-Coordinate,STARLINK-6325 - X-Coordinate,STARLINK-6099 - X-Coordinate,STARLINK-3842 - X-Coordinate,STARLINK-2503 - X-Coordinate,STARLINK-1956 - X-Coordinate,STARLINK-2454 - X-Coordinate,STARLINK-31010 - X-Coordinate,STARLINK-5943 - X-Coordinate,STARLINK-2640 - X-Coordinate,STARLINK-11117 [DTC] - X-Coordinate,STARLINK-4191 - X-Coordinate,STARLINK-30834 - X-Coordinate,STARLINK-30608 - X-Coordinate,STARLINK-31613 - X-Coordinate,STARLINK-5449 - X-Coordinate,STARLINK-1860 - X-Coordinate,STARLINK-30905 - X-Coordinate,STARLINK-6242 - X-Coordinate,STARLINK-5509 - X-Coordinate,STARLINK-3866 - X-Coordinate,STARLINK-2663 - X-Coordinate,STARLINK-31876 - X-Coordinate,STARLINK-4800 - X-Coordinate,STARLINK-4322 - X-Coordinate,STARLINK-4051 - X-Coordinate,STARLINK-2427 - X-Coordinate,STARLINK-31266 - X-Coordinate,STARLINK-4686 - X-Coordinate,STARLINK-1574 - X-Coordinate,STARLINK-4098 - X-Coordinate,STARLINK-2476 - X-Coordinate,STARLINK-30435 - X-Coordinate,STARLINK-32166 - X-Coordinate,STARLINK-5541 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3362 - Y-Coordinate,STARLINK-4722 - Y-Coordinate,STARLINK-4567 - Y-Coordinate,STARLINK-1502 - Y-Coordinate,STARLINK-3281 - Y-Coordinate,STARLINK-30483 - Y-Coordinate,STARLINK-30187 - Y-Coordinate,STARLINK-2170 - Y-Coordinate,STARLINK-2211 - Y-Coordinate,STARLINK-3319 - Y-Coordinate,STARLINK-1830 - Y-Coordinate,STARLINK-31454 - Y-Coordinate,STARLINK-30917 - Y-Coordinate,STARLINK-1458 - Y-Coordinate,STARLINK-30481 - Y-Coordinate,STARLINK-31523 - Y-Coordinate,STARLINK-6057 - Y-Coordinate,STARLINK-1977 - Y-Coordinate,STARLINK-31574 - Y-Coordinate,STARLINK-4598 - Y-Coordinate,STARLINK-31949 - Y-Coordinate,STARLINK-4125 - Y-Coordinate,STARLINK-4749 - Y-Coordinate,STARLINK-31597 - Y-Coordinate,STARLINK-6161 - Y-Coordinate,STARLINK-2130 - Y-Coordinate,STARLINK-2178 - Y-Coordinate,STARLINK-2115 - Y-Coordinate,STARLINK-5999 - Y-Coordinate,STARLINK-4661 - Y-Coordinate,STARLINK-30335 - Y-Coordinate,STARLINK-3616 - Y-Coordinate,STARLINK-3941 - Y-Coordinate,STARLINK-4484 - Y-Coordinate,STARLINK-6109 - Y-Coordinate,STARLINK-3666 - Y-Coordinate,STARLINK-1303 - Y-Coordinate,STARLINK-6189 - Y-Coordinate,STARLINK-4712 - Y-Coordinate,STARLINK-3004 - Y-Coordinate,STARLINK-5462 - Y-Coordinate,STARLINK-31093 - Y-Coordinate,STARLINK-31079 - Y-Coordinate,STARLINK-1054 - Y-Coordinate,STARLINK-1994 - Y-Coordinate,STARLINK-1801 - Y-Coordinate,STARLINK-4389 - Y-Coordinate,STARLINK-1453 - Y-Coordinate,STARLINK-2412 - Y-Coordinate,STARLINK-6097 - Y-Coordinate,STARLINK-4202 - Y-Coordinate,STARLINK-1559 - Y-Coordinate,STARLINK-4728 - Y-Coordinate,STARLINK-5657 - Y-Coordinate,STARLINK-2410 - Y-Coordinate,STARLINK-1055 - Y-Coordinate,STARLINK-4410 - Y-Coordinate,STARLINK-2415 - Y-Coordinate,STARLINK-1219 - Y-Coordinate,STARLINK-4036 - Y-Coordinate,STARLINK-1433 - Y-Coordinate,STARLINK-5443 - Y-Coordinate,STARLINK-31458 - Y-Coordinate,STARLINK-30959 - Y-Coordinate,STARLINK-1505 - Y-Coordinate,STARLINK-3887 - Y-Coordinate,STARLINK-6325 - Y-Coordinate,STARLINK-6099 - Y-Coordinate,STARLINK-3842 - Y-Coordinate,STARLINK-2503 - Y-Coordinate,STARLINK-1956 - Y-Coordinate,STARLINK-2454 - Y-Coordinate,STARLINK-31010 - Y-Coordinate,STARLINK-5943 - Y-Coordinate,STARLINK-2640 - Y-Coordinate,STARLINK-11117 [DTC] - Y-Coordinate,STARLINK-4191 - Y-Coordinate,STARLINK-30834 - Y-Coordinate,STARLINK-30608 - Y-Coordinate,STARLINK-31613 - Y-Coordinate,STARLINK-5449 - Y-Coordinate,STARLINK-1860 - Y-Coordinate,STARLINK-30905 - Y-Coordinate,STARLINK-6242 - Y-Coordinate,STARLINK-5509 - Y-Coordinate,STARLINK-3866 - Y-Coordinate,STARLINK-2663 - Y-Coordinate,STARLINK-31876 - Y-Coordinate,STARLINK-4800 - Y-Coordinate,STARLINK-4322 - Y-Coordinate,STARLINK-4051 - Y-Coordinate,STARLINK-2427 - Y-Coordinate,STARLINK-31266 - Y-Coordinate,STARLINK-4686 - Y-Coordinate,STARLINK-1574 - Y-Coordinate,STARLINK-4098 - Y-Coordinate,STARLINK-2476 - Y-Coordinate,STARLINK-30435 - Y-Coordinate,STARLINK-32166 - Y-Coordinate,STARLINK-5541 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3362 - Z-Coordinate,STARLINK-4722 - Z-Coordinate,STARLINK-4567 - Z-Coordinate,STARLINK-1502 - Z-Coordinate,STARLINK-3281 - Z-Coordinate,STARLINK-30483 - Z-Coordinate,STARLINK-30187 - Z-Coordinate,STARLINK-2170 - Z-Coordinate,STARLINK-2211 - Z-Coordinate,STARLINK-3319 - Z-Coordinate,STARLINK-1830 - Z-Coordinate,STARLINK-31454 - Z-Coordinate,STARLINK-30917 - Z-Coordinate,STARLINK-1458 - Z-Coordinate,STARLINK-30481 - Z-Coordinate,STARLINK-31523 - Z-Coordinate,STARLINK-6057 - Z-Coordinate,STARLINK-1977 - Z-Coordinate,STARLINK-31574 - Z-Coordinate,STARLINK-4598 - Z-Coordinate,STARLINK-31949 - Z-Coordinate,STARLINK-4125 - Z-Coordinate,STARLINK-4749 - Z-Coordinate,STARLINK-31597 - Z-Coordinate,STARLINK-6161 - Z-Coordinate,STARLINK-2130 - Z-Coordinate,STARLINK-2178 - Z-Coordinate,STARLINK-2115 - Z-Coordinate,STARLINK-5999 - Z-Coordinate,STARLINK-4661 - Z-Coordinate,STARLINK-30335 - Z-Coordinate,STARLINK-3616 - Z-Coordinate,STARLINK-3941 - Z-Coordinate,STARLINK-4484 - Z-Coordinate,STARLINK-6109 - Z-Coordinate,STARLINK-3666 - Z-Coordinate,STARLINK-1303 - Z-Coordinate,STARLINK-6189 - Z-Coordinate,STARLINK-4712 - Z-Coordinate,STARLINK-3004 - Z-Coordinate,STARLINK-5462 - Z-Coordinate,STARLINK-31093 - Z-Coordinate,STARLINK-31079 - Z-Coordinate,STARLINK-1054 - Z-Coordinate,STARLINK-1994 - Z-Coordinate,STARLINK-1801 - Z-Coordinate,STARLINK-4389 - Z-Coordinate,STARLINK-1453 - Z-Coordinate,STARLINK-2412 - Z-Coordinate,STARLINK-6097 - Z-Coordinate,STARLINK-4202 - Z-Coordinate,STARLINK-1559 - Z-Coordinate,STARLINK-4728 - Z-Coordinate,STARLINK-5657 - Z-Coordinate,STARLINK-2410 - Z-Coordinate,STARLINK-1055 - Z-Coordinate,STARLINK-4410 - Z-Coordinate,STARLINK-2415 - Z-Coordinate,STARLINK-1219 - Z-Coordinate,STARLINK-4036 - Z-Coordinate,STARLINK-1433 - Z-Coordinate,STARLINK-5443 - Z-Coordinate,STARLINK-31458 - Z-Coordinate,STARLINK-30959 - Z-Coordinate,STARLINK-1505 - Z-Coordinate,STARLINK-3887 - Z-Coordinate,STARLINK-6325 - Z-Coordinate,STARLINK-6099 - Z-Coordinate,STARLINK-3842 - Z-Coordinate,STARLINK-2503 - Z-Coordinate,STARLINK-1956 - Z-Coordinate,STARLINK-2454 - Z-Coordinate,STARLINK-31010 - Z-Coordinate,STARLINK-5943 - Z-Coordinate,STARLINK-2640 - Z-Coordinate,STARLINK-11117 [DTC] - Z-Coordinate,STARLINK-4191 - Z-Coordinate,STARLINK-30834 - Z-Coordinate,STARLINK-30608 - Z-Coordinate,STARLINK-31613 - Z-Coordinate,STARLINK-5449 - Z-Coordinate,STARLINK-1860 - Z-Coordinate,STARLINK-30905 - Z-Coordinate,STARLINK-6242 - Z-Coordinate,STARLINK-5509 - Z-Coordinate,STARLINK-3866 - Z-Coordinate,STARLINK-2663 - Z-Coordinate,STARLINK-31876 - Z-Coordinate,STARLINK-4800 - Z-Coordinate,STARLINK-4322 - Z-Coordinate,STARLINK-4051 - Z-Coordinate,STARLINK-2427 - Z-Coordinate,STARLINK-31266 - Z-Coordinate,STARLINK-4686 - Z-Coordinate,STARLINK-1574 - Z-Coordinate,STARLINK-4098 - Z-Coordinate,STARLINK-2476 - Z-Coordinate,STARLINK-30435 - Z-Coordinate,STARLINK-32166 - Z-Coordinate,STARLINK-5541 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-4638.7340,-3625.0268,5864.2322,6679.0628,-3631.9915,-6111.9665,-5728.0236,-5939.7292,-2332.0518,4534.0649,-3456.6347,-3176.6720,861.0274,-1033.5860,-2561.3089,-905.7200,2885.7425,-1612.9764,-270.6840,5878.7604,-1215.9791,-6648.8722,0.0000,-3607.9089,-6440.7352,1066.6107,3285.7643,-4194.6737,-4827.6835,4985.2254,-6568.6618,5176.3819,-3509.4038,-3234.9771,155.6848,6352.9241,-3385.0860,6420.2574,-2502.9472,600.5574,-2438.3592,4461.7007,-4099.0129,4797.4413,-214.4631,6656.5152,-627.9916,-5346.5682,-3248.6799,3291.4654,2427.2896,-5227.2657,3883.8543,-2896.5688,-4083.6316,0.0000,402.8553,-1072.9594,-4529.5102,-6391.8676,-6463.0888,5684.9073,-2102.9413,-354.1454,0.0000,6095.9802,-1971.6112,-1965.5512,5096.5496,-5625.3957,1323.5529,-832.3091,6478.0921,-1089.4186,-2986.1743,18.8728,-3691.5224,-4917.9548,5709.0829,-4968.0540,3094.2811,0.0000,6017.9219,3800.3205,-5978.3815,-6333.3931,-137.5674,-1997.7336,-967.7885,5068.1577,-4136.8265,3698.0107,2810.5930,4088.4495,3412.0230,-1497.0231,6521.9258,6697.3202,82.3258,-2927.7077,37227.7273,37855.3696,31898.0395,30038.3028,29685.9854,31235.7273,38085.1535,34142.4867,124610076.9014,124624818.6648,124603013.7063,124601680.0808,34607.6571,124596603.0413,-4988.1153,-3235.4166,-1866.9083,-1739.3589,5693.4953,1053.5447,2249.5385,-3253.5554,-6078.0371,534.9708,-4227.5052,-2598.3740,5077.8103,-4111.8281,6392.9071,6809.7760,5017.9789,3930.3915,6402.6258,401.1656,6626.0920,924.8475,0.0000,3963.6464,-2520.7708,-5257.6884,-2503.9383,192.9028,4955.1568,770.3454,213.1228,-261.7639,-2891.4340,-3893.4856,-5325.5256,-579.9797,2469.5901,67.7572,-5992.6878,6804.6043,385.2396,5197.6588,-5575.0696,-3990.2403,-5661.2249,368.6084,4959.8278,-3712.7187,3083.7499,3860.3704,3467.7529,-3020.6798,-4842.8111,5262.1757,1577.6583,0.0000,835.6978,5639.4587,1172.0408,-1565.4595,278.5000,1995.8515,4477.5194,-5245.7347,0.0000,2309.7689,-4473.7145,5907.5014,2464.1778,2586.5662,4143.6323,-6793.4283,-217.1506,-6856.3105,4715.1376,4150.6303,-2773.6656,-1897.3722,-1401.5090,1225.1116,4067.3463,0.0000,2300.2639,5183.4222,-2822.9032,1658.4236,4399.5359,-5427.9788,-6818.6880,2235.8227,-4032.9339,3131.4677,5042.4212,-1526.8340,-2595.2830,-6232.0809,-2313.8411,-1190.4023,4115.0431,2589.1162,359225.1251,340847.3548,363220.7321,361150.1180,352614.2649,354203.2458,357016.7224,359768.4250,-11792635.1640,-11812495.1564,-11776024.1920,-11783288.2478,358049.3940,-11777441.3531,-1258.8287,-4846.3503,3149.4716,385.3407,1432.3222,-2867.1563,-3232.9854,-1297.0696,-2196.2378,-5149.6943,-4214.0611,-5474.2011,-4643.4809,5437.5344,-653.9372,171.6710,-3825.6774,-5406.8630,2309.8136,3590.7633,-1135.4823,1596.8826,0.0000,-4207.0634,345.1984,4212.0226,-5485.0559,-5422.8267,-466.2580,4689.6176,2079.4687,4546.7331,-5214.4981,4679.4588,-4007.2154,-2658.8520,5494.4775,-2602.2157,-2394.3226,-1187.3679,-6498.0180,1044.3771,223.3454,-2970.7735,3882.4873,1740.0125,-4814.9610,2249.7386,5216.5454,4691.2852,-5467.1976,3230.5146,3015.3618,-3551.8618,5246.3115,0.0000,6862.2092,3623.9013,-5053.6430,2057.2823,-2389.7457,-3377.5815,4599.5105,4482.6369,0.0000,-2195.2605,4948.9220,3010.7500,-3924.8304,2917.7497,-5359.1118,639.7532,-2556.5703,519.9218,3984.7071,-5254.3889,5136.1494,4352.0982,-3682.6635,-4504.9248,-4633.9769,0.0000,2536.8821,2600.1957,2066.3555,2207.2725,-5175.4721,-3618.5372,-597.5957,4162.9513,-3791.1547,4901.7654,-3645.4451,5364.5809,5271.0694,-2540.5662,-479.4719,374.2442,5464.2994,-5746.9671,161708.7746,158278.9068,163134.0195,162714.5990,166928.2092,158665.7938,152673.3706,160854.4276,6373524.0990,6353377.1487,6353870.1198,6367610.6072,161225.0111,6371291.6617,
300.000,-5089.5716,-5269.8785,5886.8708,6141.9891,-2208.0196,-6075.0987,-4285.8099,-6520.3817,-3603.7981,3843.2466,-5068.0420,-4400.2838,2848.1339,-2945.6930,-1099.7264,325.8750,2893.2723,230.8724,1390.7976,6522.0805,399.2611,-5738.1624,0.0000,-2322.0827,-6599.9840,-365.0618,1800.9767,-3580.9275,-3452.0169,5883.0912,-6632.3504,3955.2774,-4065.6096,-3860.9721,-1847.3658,6573.0816,-1795.8571,5616.6775,-3355.2132,101.1405,-1477.0472,4990.4541,-5072.5376,3133.0046,-1734.7485,6837.2753,-881.6010,-6274.7375,-2227.8331,4843.7788,4245.7996,-6334.3916,3101.6147,-916.6235,-2610.1155,0.0000,-1565.6876,263.2478,-3108.1164,-6880.5636,-5492.2919,6619.7334,-18.9159,-2394.0339,0.0000,6757.1683,-2245.6101,-78.3677,6287.4600,-5430.6760,3360.3284,-1976.2420,5615.3489,-2494.9976,-2024.4980,2118.2523,-5256.0615,-6103.2041,5598.4241,-3449.8012,4825.5218,0.0000,5839.0022,5230.2550,-6749.0175,-6238.1345,1900.8639,-3413.3860,-2091.0065,5794.3194,-5572.1468,5321.0741,4550.0567,3716.9053,1579.7953,-2829.5955,5683.4344,6036.3831,2233.5120,-3067.2157,29660.7620,30603.4983,24482.8719,22645.7240,22137.3399,23754.3451,30485.1173,26748.8962,124841354.2925,124856683.6276,124833988.2513,124833276.4588,27065.2255,124827791.1724,-3672.1148,-2320.0724,-3302.2720,-2840.9150,5763.7009,2742.7218,3539.6896,-2177.5414,-5831.5981,-1503.4871,-3723.1848,-807.9081,4248.1265,-3062.1440,6769.5454,6669.0762,3386.5939,4924.9338,5666.5783,-988.1179,6321.8963,2058.1952,0.0000,5478.5665,-977.4588,-6195.3964,-4083.4793,2290.0789,5687.1161,-820.0707,1788.7930,-1898.9128,-813.4229,-1921.8772,-4560.5606,-1909.8503,3955.1713,-1582.1709,-4647.9156,6096.3910,2368.0387,3941.6401,-4377.8364,-4394.6698,-6198.3727,-867.3605,3117.4801,-2801.4603,4820.6146,2410.7409,2419.3787,-2055.3877,-6018.6204,5357.3100,3187.7898,0.0000,1925.3389,6460.2561,2768.2080,-390.6516,1551.3689,847.3995,5115.0020,-5272.2768,0.0000,1203.2991,-2579.4964,5622.8910,1378.9603,3982.1942,3840.4596,-6133.8954,-1817.7756,-6180.3674,6044.7075,4391.4216,-1580.9387,-618.7097,-3219.6524,2613.0281,3562.2246,0.0000,481.6009,4396.7846,-1454.7501,2942.3490,3620.3848,-3963.6164,-6158.7006,3120.2147,-3388.5857,2150.6706,4440.2745,-3545.1181,-3803.6285,-6232.8888,-3294.5550,-2305.3685,4031.2936,4371.8433,360405.7561,341622.9672,363908.2299,361777.9377,353223.2411,354880.0996,357637.2195,360286.3763,-9065273.7969,-9084503.0956,-9048141.0342,-9055480.7461,358695.7545,-9050123.7947,-2935.6759,-3732.5144,1506.4603,-1420.0630,3086.7906,-1497.4815,-4174.9780,513.9585,-431.7119,-5507.6382,-2832.0054,-5176.1705,-4682.4609,5430.0231,893.1107,-1633.4681,-5321.6379,-4793.1284,3512.3664,2033.6613,-2560.5589,3227.2380,0.0000,-3318.6648,1848.2244,2835.1803,-5218.6607,-5382.7855,-1958.6842,3490.7169,595.7816,5316.7138,-5538.8523,5376.1056,-4498.3252,-942.9302,5373.7267,-3735.5960,-3881.4065,-3305.3716,-6366.9882,2745.4792,1735.4336,-4318.5585,2402.3325,-54.0549,-6139.0256,492.2321,4369.9829,4298.8789,-4891.0242,1602.3249,1349.5197,-4376.9110,5450.4439,0.0000,6465.2418,2077.3646,-5487.3948,280.4899,-3873.5618,-1775.0049,4412.1279,3771.6443,0.0000,-427.1727,6055.0022,4022.7715,-2449.7517,1236.7622,-4647.4076,2385.3837,-3703.8614,2005.3710,2533.8462,-4589.4006,4195.2272,3020.4291,-2529.6006,-5267.7630,-3406.5580,0.0000,3686.9954,1188.3828,584.1774,444.4223,-5426.0876,-4380.4287,-2347.5718,2180.1214,-2280.7882,3820.0846,-2486.9674,4632.7778,5403.1125,-808.9694,-2233.4726,2151.8757,5057.1622,-4447.8764,161829.0674,158246.4468,163174.6948,162515.2756,166952.1283,158914.2607,152572.1831,160395.6585,6372799.5076,6352734.0566,6353516.1837,6366597.8414,161202.2274,6370824.7225,
600.000,-5064.5824,-6382.0380,5334.1879,4988.8668,-537.1901,-5430.7607,-2442.2839,-6447.5428,-4505.0968,2822.7883,-6162.0096,-5218.0897,4577.7110,-4592.0156,477.5958,1542.8389,2674.4381,2016.0400,2941.0908,6521.1127,1997.3439,-4254.4716,0.0000,-830.7170,-6124.5122,-1728.7888,180.7002,-2662.4827,-1729.9294,6211.5125,-6043.9227,2376.3671,-4280.9936,-4161.0524,-3674.2122,6140.8205,-71.8048,4285.1521,-3918.7897,-363.4175,-443.0423,5051.3378,-5565.9587,1142.2618,-3055.5286,6330.0124,-954.2887,-6568.6970,-1030.5137,5944.9673,5660.3917,-6789.6430,2023.5284,1164.8201,-912.1068,0.0000,-3409.4480,1548.5094,-1415.7254,-6678.1985,-3982.6887,6894.0284,2050.2119,-4186.6394,0.0000,6732.8690,-2372.7093,1841.0103,6846.6772,-4688.3644,5056.4108,-2946.9810,4232.2228,-3680.9359,-885.4317,3967.2689,-6311.5552,-6669.3544,4965.9570,-1603.2183,6065.4702,0.0000,5118.4446,6148.0256,-6863.2721,-5522.7975,3766.6362,-4521.7302,-3032.5678,5872.6449,-6443.9943,6416.4692,5818.8055,3028.9975,-384.8227,-3869.4784,4278.5421,4742.7608,4149.9065,-2951.6547,22024.2044,23335.3835,17057.7538,15251.4014,14578.7637,16266.5108,22874.1805,19374.6062,125012936.9239,125028838.4925,125005244.3312,125005128.4420,19510.9220,124999286.1787,-1974.4900,-1211.0899,-4395.4779,-3674.9558,5280.8252,4142.0001,4529.1336,-877.0511,-4994.9557,-3416.6117,-2876.2629,1026.9242,3049.4834,-1760.5649,6487.4214,5853.8279,1392.7064,5463.7057,4366.1715,-2256.9267,5386.1438,3021.9625,0.0000,6441.2908,677.1357,-6503.9114,-5285.6768,4170.2425,5882.7686,-2294.9199,3182.5562,-3392.6707,1334.3964,236.6930,-3336.9774,-3039.1306,5090.0025,-3110.5507,-2838.5136,4720.2286,4145.9936,2278.5298,-2744.9083,-4408.6195,-6120.7680,-2016.5941,939.2245,-1613.2619,6082.1670,760.9052,1183.1525,-897.6803,-6587.0149,4983.8262,4514.6463,0.0000,2727.2475,6608.0957,4133.4522,820.1108,2711.3361,-365.7265,5257.1031,-4817.4858,0.0000,-20.3568,-423.5008,4819.9307,182.5911,4958.7400,3206.2204,-4851.1666,-3277.4455,-4911.6484,6757.1803,4202.0242,-276.0019,690.1210,-4712.2540,3783.5123,2738.0316,0.0000,-1408.1229,3194.3689,49.0851,3928.1337,2519.4677,-2113.3765,-4884.0391,3690.4921,-2430.7874,997.2225,3409.7927,-5208.0005,-4667.1411,-5611.0274,-3975.0043,-3204.6427,3592.1345,5693.6051,361402.5135,342245.5611,364435.0791,362247.1975,353673.5016,355408.9675,358096.4547,360536.1169,-6333430.6585,-6352018.7757,-6315789.7370,-6323149.9934,359183.2867,-6318327.9354,-4297.8902,-2207.2686,-299.0712,-3072.2315,4406.4802,39.7013,-4674.3946,2268.9687,1380.3175,-5265.1338,-1142.2320,-4303.5577,-4221.6315,4833.6861,2343.7974,-3259.0910,-6251.4502,-3654.9677,4318.8625,255.9987,-3699.4349,4507.1221,0.0000,-2056.4583,3152.5330,1140.2534,-4379.2918,-4749.8350,-3241.6293,1911.5294,-952.7828,5509.6711,-5268.7779,5489.0746,-4450.9341,874.9652,4673.9328,-4468.8453,-4951.8047,-5070.3165,-5563.1530,4152.0049,3060.7849,-5200.8331,658.0105,-1842.2606,-6811.2770,-1319.0231,3045.2725,3442.7051,-3788.3793,-203.7345,-462.6725,-4743.2906,5047.4567,0.0000,5377.4248,294.3879,-5324.1925,-1526.8410,-4936.9953,19.8153,3715.6223,2653.5157,0.0000,1387.7572,6521.5681,4601.3681,-707.3188,-581.7019,-3432.7606,3868.8689,-4461.0449,3278.6037,803.1281,-3380.9275,2801.2609,1352.0645,-1106.1788,-5439.7699,-1809.3084,0.0000,4441.1203,-350.5835,-960.7050,-1366.5002,-5062.2761,-4651.5030,-3844.3340,-36.1121,-523.7925,2323.2115,-1049.8355,3402.8114,4923.1823,1010.7476,-3749.0109,3686.6054,4088.6784,-2677.1556,161940.6244,158214.1277,163211.5197,162312.4647,166972.8413,159168.5459,152475.5700,159996.3675,6372073.8880,6352091.4439,6353172.6629,6365609.1688,161179.3487,6370357.6482,
