sl_100_86400_20290505 Coordinates.csv
2029/05/05 07:47:00.0000 UTC

Generated: Tue Oct  8 21:49:49 2024,
Start: 2029/05/05 07:47:00.00, Stop: 2029/05/06 07:47:00.00,
TIME_UNITS,STARLINK-5685 - X-Coordinate,STARLINK-2384 - X-Coordinate,STARLINK-30219 - X-Coordinate,STARLINK-6041 - X-Coordinate,STARLINK-2733 - X-Coordinate,STARLINK-5147 - X-Coordinate,STARLINK-6206 - X-Coordinate,STARLINK-31753 - X-Coordinate,STARLINK-11133 [DTC] - X-Coordinate,STARLINK-3767 - X-Coordinate,STARLINK-3578 - X-Coordinate,STARLINK-2395 - X-Coordinate,STARLINK-30463 - X-Coordinate,STARLINK-30763 - X-Coordinate,STARLINK-5656 - X-Coordinate,STARLINK-31155 - X-Coordinate,STARLINK-3780 - X-Coordinate,STARLINK-4268 - X-Coordinate,STARLINK-31741 - X-Coordinate,STARLINK-31547 - X-Coordinate,STARLINK-2304 - X-Coordinate,STARLINK-11169 [DTC] - X-Coordinate,STARLINK-31498 - X-Coordinate,STARLINK-32008 - X-Coordinate,STARLINK-3827 - X-Coordinate,STARLINK-6049 - X-Coordinate,STARLINK-5248 - X-Coordinate,STARLINK-5619 - X-Coordinate,STARLINK-4686 - X-Coordinate,STARLINK-4591 - X-Coordinate,STARLINK-4395 - X-Coordinate,STARLINK-3772 - X-Coordinate,STARLINK-3613 - X-Coordinate,STARLINK-30253 - X-Coordinate,STARLINK-4598 - X-Coordinate,STARLINK-31586 - X-Coordinate,STARLINK-3182 - X-Coordinate,STARLINK-5963 - X-Coordinate,STARLINK-6051 - X-Coordinate,STARLINK-1154 - X-Coordinate,STARLINK-6040 - X-Coordinate,STARLINK-30557 - X-Coordinate,STARLINK-5229 - X-Coordinate,STARLINK-1979 - X-Coordinate,STARLINK-11120 [DTC] - X-Coordinate,STARLINK-5621 - X-Coordinate,STARLINK-31383 - X-Coordinate,STARLINK-31437 - X-Coordinate,STARLINK-5065 - X-Coordinate,STARLINK-2623 - X-Coordinate,STARLINK-1780 - X-Coordinate,STARLINK-5012 - X-Coordinate,STARLINK-30299 - X-Coordinate,STARLINK-30770 - X-Coordinate,STARLINK-4639 - X-Coordinate,STARLINK-4795 - X-Coordinate,STARLINK-2055 - X-Coordinate,STARLINK-31465 - X-Coordinate,STARLINK-30288 - X-Coordinate,STARLINK-1221 - X-Coordinate,STARLINK-4365 - X-Coordinate,STARLINK-6083 - X-Coordinate,STARLINK-3733 - X-Coordinate,STARLINK-5160 - X-Coordinate,STARLINK-30406 - X-Coordinate,STARLINK-5683 - X-Coordinate,STARLINK-5898 - X-Coordinate,STARLINK-2380 - X-Coordinate,STARLINK-30782 - X-Coordinate,STARLINK-30547 - X-Coordinate,STARLINK-1715 - X-Coordinate,STARLINK-1306 - X-Coordinate,STARLINK-31359 - X-Coordinate,STARLINK-5800 - X-Coordinate,STARLINK-5774 - X-Coordinate,STARLINK-5861 - X-Coordinate,STARLINK-31521 - X-Coordinate,STARLINK-1108 - X-Coordinate,STARLINK-3302 - X-Coordinate,STARLINK-2169 - X-Coordinate,STARLINK-30206 - X-Coordinate,STARLINK-30434 - X-Coordinate,STARLINK-6342 - X-Coordinate,STARLINK-5472 - X-Coordinate,STARLINK-30894 - X-Coordinate,STARLINK-3857 - X-Coordinate,STARLINK-31642 - X-Coordinate,STARLINK-1940 - X-Coordinate,STARLINK-31308 - X-Coordinate,STARLINK-2583 - X-Coordinate,STARLINK-1832 - X-Coordinate,STARLINK-2191 - X-Coordinate,STARLINK-3841 - X-Coordinate,STARLINK-31746 - X-Coordinate,STARLINK-31329 - X-Coordinate,STARLINK-32167 - X-Coordinate,STARLINK-31172 - X-Coordinate,STARLINK-11168 [DTC] - X-Coordinate,STARLINK-5453 - X-Coordinate,STARLINK-3612 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5685 - Y-Coordinate,STARLINK-2384 - Y-Coordinate,STARLINK-30219 - Y-Coordinate,STARLINK-6041 - Y-Coordinate,STARLINK-2733 - Y-Coordinate,STARLINK-5147 - Y-Coordinate,STARLINK-6206 - Y-Coordinate,STARLINK-31753 - Y-Coordinate,STARLINK-11133 [DTC] - Y-Coordinate,STARLINK-3767 - Y-Coordinate,STARLINK-3578 - Y-Coordinate,STARLINK-2395 - Y-Coordinate,STARLINK-30463 - Y-Coordinate,STARLINK-30763 - Y-Coordinate,STARLINK-5656 - Y-Coordinate,STARLINK-31155 - Y-Coordinate,STARLINK-3780 - Y-Coordinate,STARLINK-4268 - Y-Coordinate,STARLINK-31741 - Y-Coordinate,STARLINK-31547 - Y-Coordinate,STARLINK-2304 - Y-Coordinate,STARLINK-11169 [DTC] - Y-Coordinate,STARLINK-31498 - Y-Coordinate,STARLINK-32008 - Y-Coordinate,STARLINK-3827 - Y-Coordinate,STARLINK-6049 - Y-Coordinate,STARLINK-5248 - Y-Coordinate,STARLINK-5619 - Y-Coordinate,STARLINK-4686 - Y-Coordinate,STARLINK-4591 - Y-Coordinate,STARLINK-4395 - Y-Coordinate,STARLINK-3772 - Y-Coordinate,STARLINK-3613 - Y-Coordinate,STARLINK-30253 - Y-Coordinate,STARLINK-4598 - Y-Coordinate,STARLINK-31586 - Y-Coordinate,STARLINK-3182 - Y-Coordinate,STARLINK-5963 - Y-Coordinate,STARLINK-6051 - Y-Coordinate,STARLINK-1154 - Y-Coordinate,STARLINK-6040 - Y-Coordinate,STARLINK-30557 - Y-Coordinate,STARLINK-5229 - Y-Coordinate,STARLINK-1979 - Y-Coordinate,STARLINK-11120 [DTC] - Y-Coordinate,STARLINK-5621 - Y-Coordinate,STARLINK-31383 - Y-Coordinate,STARLINK-31437 - Y-Coordinate,STARLINK-5065 - Y-Coordinate,STARLINK-2623 - Y-Coordinate,STARLINK-1780 - Y-Coordinate,STARLINK-5012 - Y-Coordinate,STARLINK-30299 - Y-Coordinate,STARLINK-30770 - Y-Coordinate,STARLINK-4639 - Y-Coordinate,STARLINK-4795 - Y-Coordinate,STARLINK-2055 - Y-Coordinate,STARLINK-31465 - Y-Coordinate,STARLINK-30288 - Y-Coordinate,STARLINK-1221 - Y-Coordinate,STARLINK-4365 - Y-Coordinate,STARLINK-6083 - Y-Coordinate,STARLINK-3733 - Y-Coordinate,STARLINK-5160 - Y-Coordinate,STARLINK-30406 - Y-Coordinate,STARLINK-5683 - Y-Coordinate,STARLINK-5898 - Y-Coordinate,STARLINK-2380 - Y-Coordinate,STARLINK-30782 - Y-Coordinate,STARLINK-30547 - Y-Coordinate,STARLINK-1715 - Y-Coordinate,STARLINK-1306 - Y-Coordinate,STARLINK-31359 - Y-Coordinate,STARLINK-5800 - Y-Coordinate,STARLINK-5774 - Y-Coordinate,STARLINK-5861 - Y-Coordinate,STARLINK-31521 - Y-Coordinate,STARLINK-1108 - Y-Coordinate,STARLINK-3302 - Y-Coordinate,STARLINK-2169 - Y-Coordinate,STARLINK-30206 - Y-Coordinate,STARLINK-30434 - Y-Coordinate,STARLINK-6342 - Y-Coordinate,STARLINK-5472 - Y-Coordinate,STARLINK-30894 - Y-Coordinate,STARLINK-3857 - Y-Coordinate,STARLINK-31642 - Y-Coordinate,STARLINK-1940 - Y-Coordinate,STARLINK-31308 - Y-Coordinate,STARLINK-2583 - Y-Coordinate,STARLINK-1832 - Y-Coordinate,STARLINK-2191 - Y-Coordinate,STARLINK-3841 - Y-Coordinate,STARLINK-31746 - Y-Coordinate,STARLINK-31329 - Y-Coordinate,STARLINK-32167 - Y-Coordinate,STARLINK-31172 - Y-Coordinate,STARLINK-11168 [DTC] - Y-Coordinate,STARLINK-5453 - Y-Coordinate,STARLINK-3612 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5685 - Z-Coordinate,STARLINK-2384 - Z-Coordinate,STARLINK-30219 - Z-Coordinate,STARLINK-6041 - Z-Coordinate,STARLINK-2733 - Z-Coordinate,STARLINK-5147 - Z-Coordinate,STARLINK-6206 - Z-Coordinate,STARLINK-31753 - Z-Coordinate,STARLINK-11133 [DTC] - Z-Coordinate,STARLINK-3767 - Z-Coordinate,STARLINK-3578 - Z-Coordinate,STARLINK-2395 - Z-Coordinate,STARLINK-30463 - Z-Coordinate,STARLINK-30763 - Z-Coordinate,STARLINK-5656 - Z-Coordinate,STARLINK-31155 - Z-Coordinate,STARLINK-3780 - Z-Coordinate,STARLINK-4268 - Z-Coordinate,STARLINK-31741 - Z-Coordinate,STARLINK-31547 - Z-Coordinate,STARLINK-2304 - Z-Coordinate,STARLINK-11169 [DTC] - Z-Coordinate,STARLINK-31498 - Z-Coordinate,STARLINK-32008 - Z-Coordinate,STARLINK-3827 - Z-Coordinate,STARLINK-6049 - Z-Coordinate,STARLINK-5248 - Z-Coordinate,STARLINK-5619 - Z-Coordinate,STARLINK-4686 - Z-Coordinate,STARLINK-4591 - Z-Coordinate,STARLINK-4395 - Z-Coordinate,STARLINK-3772 - Z-Coordinate,STARLINK-3613 - Z-Coordinate,STARLINK-30253 - Z-Coordinate,STARLINK-4598 - Z-Coordinate,STARLINK-31586 - Z-Coordinate,STARLINK-3182 - Z-Coordinate,STARLINK-5963 - Z-Coordinate,STARLINK-6051 - Z-Coordinate,STARLINK-1154 - Z-Coordinate,STARLINK-6040 - Z-Coordinate,STARLINK-30557 - Z-Coordinate,STARLINK-5229 - Z-Coordinate,STARLINK-1979 - Z-Coordinate,STARLINK-11120 [DTC] - Z-Coordinate,STARLINK-5621 - Z-Coordinate,STARLINK-31383 - Z-Coordinate,STARLINK-31437 - Z-Coordinate,STARLINK-5065 - Z-Coordinate,STARLINK-2623 - Z-Coordinate,STARLINK-1780 - Z-Coordinate,STARLINK-5012 - Z-Coordinate,STARLINK-30299 - Z-Coordinate,STARLINK-30770 - Z-Coordinate,STARLINK-4639 - Z-Coordinate,STARLINK-4795 - Z-Coordinate,STARLINK-2055 - Z-Coordinate,STARLINK-31465 - Z-Coordinate,STARLINK-30288 - Z-Coordinate,STARLINK-1221 - Z-Coordinate,STARLINK-4365 - Z-Coordinate,STARLINK-6083 - Z-Coordinate,STARLINK-3733 - Z-Coordinate,STARLINK-5160 - Z-Coordinate,STARLINK-30406 - Z-Coordinate,STARLINK-5683 - Z-Coordinate,STARLINK-5898 - Z-Coordinate,STARLINK-2380 - Z-Coordinate,STARLINK-30782 - Z-Coordinate,STARLINK-30547 - Z-Coordinate,STARLINK-1715 - Z-Coordinate,STARLINK-1306 - Z-Coordinate,STARLINK-31359 - Z-Coordinate,STARLINK-5800 - Z-Coordinate,STARLINK-5774 - Z-Coordinate,STARLINK-5861 - Z-Coordinate,STARLINK-31521 - Z-Coordinate,STARLINK-1108 - Z-Coordinate,STARLINK-3302 - Z-Coordinate,STARLINK-2169 - Z-Coordinate,STARLINK-30206 - Z-Coordinate,STARLINK-30434 - Z-Coordinate,STARLINK-6342 - Z-Coordinate,STARLINK-5472 - Z-Coordinate,STARLINK-30894 - Z-Coordinate,STARLINK-3857 - Z-Coordinate,STARLINK-31642 - Z-Coordinate,STARLINK-1940 - Z-Coordinate,STARLINK-31308 - Z-Coordinate,STARLINK-2583 - Z-Coordinate,STARLINK-1832 - Z-Coordinate,STARLINK-2191 - Z-Coordinate,STARLINK-3841 - Z-Coordinate,STARLINK-31746 - Z-Coordinate,STARLINK-31329 - Z-Coordinate,STARLINK-32167 - Z-Coordinate,STARLINK-31172 - Z-Coordinate,STARLINK-11168 [DTC] - Z-Coordinate,STARLINK-5453 - Z-Coordinate,STARLINK-3612 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,3819.8428,2023.4550,-2673.6490,1019.7903,5521.6979,-4646.2856,5122.4696,3923.1494,6088.5861,-1302.9471,-6365.2344,-182.1698,-3867.6672,-2246.8348,-1244.3163,5585.4269,-4272.4329,4685.5916,845.7587,-3215.6709,-6167.5177,1429.9091,3855.7014,-1490.1761,-1640.5010,-5524.4034,6431.1201,-2394.4740,-4075.0026,-5621.7800,5457.3039,4893.5896,-4536.8092,6566.6590,-3820.0346,2194.0749,6323.6292,5349.6700,4181.7484,-4771.3650,-3978.3709,-2538.9580,2260.4620,2327.2983,521.0639,2047.1255,6523.6176,1137.6709,-6713.0762,-4694.6343,4218.0356,2993.1997,2399.8067,1783.7921,-1913.6712,-2657.7140,939.8307,-6638.1963,-5303.8170,0.0000,4717.2317,6740.1034,-1567.3271,3363.2577,0.0000,-2901.0158,-2680.2241,-1486.7760,166.1663,880.0677,6277.4477,2900.4558,0.0000,2986.0822,5049.4607,2382.3047,3192.6658,0.0000,-5484.4586,-3709.2478,6177.2503,-3595.8561,2829.6002,2438.4835,0.0000,3442.5606,-4329.7356,5165.6380,-6169.7930,5199.1395,-2124.7646,0.0000,4741.2339,-1384.1561,-4874.8433,-2253.9214,0.0000,4056.6589,-3927.0368,2215.9034,-349758.8865,-347858.2001,-349516.7885,-351673.9052,-353600.8788,-351800.7084,-344525.6808,-348317.3227,110506834.6419,110537725.1787,110515581.1102,110518095.2522,-347755.1780,110521887.1979,4232.0270,3879.7221,-4772.1264,6025.8970,1098.6910,4196.9394,2888.3509,-3081.7531,802.1083,-6617.3507,2479.2972,-4299.6361,-5135.8105,6299.6902,-6491.1773,-373.1915,-4582.6614,-719.1030,-6525.6891,-6030.0415,180.4919,-4159.7156,-3752.2849,3911.3178,5545.7393,-1042.6025,1002.5518,-582.9922,-4936.7568,-2689.8813,-2546.8552,2215.1263,4349.2582,-2169.8885,3504.6819,5679.0704,-1112.2915,3516.1811,2153.9099,2098.4317,-3104.6475,5592.0263,3815.0558,-3832.0326,-6647.0151,-6164.3625,-1409.7091,6745.1819,-601.2895,-236.4700,-1441.2019,6076.8027,6176.6052,-4933.8649,5222.6598,-5337.2012,-4131.9551,-1666.7729,2664.7769,0.0000,-3794.6285,377.5346,-6636.3304,2850.4671,0.0000,-5964.1380,-6233.0810,3863.4832,-5454.5942,6417.7859,1189.9413,3785.7095,0.0000,4694.6705,603.0337,50.0092,-5753.1546,0.0000,2994.6714,-2196.3389,-3005.8183,3595.3028,-1703.8126,-6387.6722,0.0000,3117.2604,-3128.7138,-230.7491,2758.7699,621.9523,6478.6556,0.0000,-4624.3547,5407.9127,1540.0927,3388.8275,0.0000,3681.7914,-1285.0170,3911.1433,-146720.4951,-176333.2064,-153354.2617,-155017.9473,-163346.5904,-162060.4808,-160575.8912,-158500.1203,-31284117.2059,-31297532.9054,-31272369.5882,-31267084.4716,-158925.5852,-31277827.2100,-3951.8448,-5418.4419,-4062.1474,-3304.6337,-3989.7558,-2902.5708,-3661.9629,4615.8195,-2763.0377,-1595.1228,-869.2255,-5331.1145,2555.2779,-1474.2684,-1886.5580,4056.8421,-2915.4784,-4999.0044,-1622.6716,-165.3858,-2948.6558,-5125.0035,-4211.3023,5361.0116,3759.2027,4074.9876,-2343.7331,6491.1466,2631.6266,-3025.4770,3437.7854,-4326.4848,-2889.9616,147.2382,-4567.5141,3056.6380,2260.5157,-2663.4737,5098.8660,4528.8180,-4792.6146,3183.5629,-5306.4381,5198.9556,-279.1188,2405.9985,-1539.6578,200.6223,1694.3427,-4843.0524,5257.4675,1076.3030,2020.2178,-4507.5649,-4117.4704,-3420.0380,5391.1635,-523.0400,3576.0316,0.0000,-3372.8005,-1499.6874,-1100.7088,-5324.9143,0.0000,1911.7740,-1524.8425,5422.6592,-4255.7624,2394.5639,2414.1752,4969.9273,0.0000,-4137.4239,-4717.3076,-6489.5554,1752.7346,0.0000,-2958.5686,-5389.4654,-632.7465,-4710.4209,-6108.6312,865.0570,0.0000,-5039.0009,-4264.0591,-4589.1332,-842.0631,-4416.8616,415.2303,0.0000,1965.6434,3967.0113,-4573.2348,5388.0705,0.0000,-3949.1536,5515.6369,-5232.6151,-88904.7216,-95114.5042,-90267.7206,-90633.2646,-86465.6820,-94762.8751,-100705.7899,-90485.7207,7186232.7160,7220089.7913,7213828.0955,7201161.4265,-92161.4370,7198530.5646,
3600.000,-6326.7467,-5466.3061,5232.0934,-1287.1964,-3295.7025,3679.0336,-4964.7218,-1008.4001,-3006.5911,2778.8289,3705.2093,4544.7225,5722.6448,-685.2689,3650.9476,-5919.9820,5694.8783,-1826.4862,2618.9241,4703.9189,6273.7271,1883.6897,-1625.1436,-3253.9468,-2036.0668,2125.3193,-6581.0492,4874.4151,5362.8284,4205.9277,-1912.5569,-3704.6361,822.5098,-4470.6363,3059.6448,-3775.8720,-5636.5234,-3178.1906,-1813.3354,4923.3366,5780.1930,373.6663,-4976.7085,2230.0357,2026.7815,-1891.5082,-3541.6922,-2727.1495,6150.1969,5937.1926,-4148.0726,-3823.1955,-4359.2800,1415.8531,298.5545,3898.8956,3588.3061,5159.1739,1910.6691,0.0000,-6337.0659,-4897.6699,2899.1528,-6370.2775,0.0000,4785.7520,2526.7894,-3010.2251,3033.1385,-2809.6617,-6420.9478,-5994.3356,0.0000,-5115.2925,-4936.9086,-3507.3548,-1224.7899,0.0000,4943.8994,6288.6776,-3563.4529,369.3543,1619.9070,89.4712,0.0000,-6487.7719,3948.4579,-6272.4252,3075.0030,-2730.6159,-453.2442,0.0000,-3422.6428,-1637.5251,3761.7441,-1490.2644,0.0000,-3964.0693,4995.8698,-5670.5447,-303865.3547,-293770.3574,-297201.0449,-298479.0496,-302989.9181,-299755.5619,-294559.9540,-296416.1170,114873023.5829,114911543.7049,114882141.1127,114882116.9847,-297107.0365,114888656.4150,-2695.2966,-3115.7059,812.5595,-6613.6714,2534.7445,-5637.7647,1142.8222,6247.4474,2707.9488,3997.4163,-3495.3916,2655.6115,3731.9753,-4639.2130,3724.8856,3421.8825,3629.0530,4279.3140,4387.0927,3304.0137,-2119.7249,6297.1359,6539.7620,-4405.1497,-3603.1557,-1283.2701,575.5767,-2697.2953,4040.3716,-751.7193,-433.0396,2017.2753,-4212.9219,3926.8221,-6137.8832,-1625.0583,2888.6210,-829.3711,1717.8789,-4783.3728,3854.4362,-6903.4326,-335.3366,4441.1614,4553.7579,6125.0872,3034.5284,-4537.4729,438.7339,-3096.3098,4982.3731,-3081.5478,-5121.9199,6440.8599,-6909.9554,1328.8536,4000.4656,-674.9511,-4719.4594,0.0000,1962.8162,2334.2806,5374.0479,-883.0213,0.0000,4617.9274,5504.7036,-4765.8699,6047.6265,-3467.1940,641.9915,-3002.9098,0.0000,-1184.6148,3352.4702,4176.9921,6006.8561,0.0000,-4624.2306,-562.2992,4465.7374,-5941.3385,3216.0956,5116.2729,0.0000,-1529.2862,-1566.7315,2759.5172,-4469.3509,3339.7329,-5130.6022,0.0000,5492.6135,-6620.8373,-5286.5443,-5961.8828,0.0000,1369.3369,-2777.1200,-3239.8048,-229436.3775,-257588.3291,-235806.5105,-238380.2683,-246310.6130,-243463.9245,-243442.4330,-241906.8424,-1528794.7213,-1540803.5506,-1524783.1659,-1519868.9646,-241459.0249,-1523222.9630,884.1472,2959.8437,4273.3200,-1676.2755,5492.0100,-1518.6317,4681.5819,-2503.3179,5371.2170,4917.8270,4620.8945,4368.9113,1098.6624,4980.9493,4464.1185,-1058.8192,-1466.9811,5064.4735,4440.7979,3695.9586,-1700.5359,1525.1810,1093.4750,-4049.1018,-5531.0861,-6491.7432,-2055.3304,-4166.0997,1679.0222,5438.2909,-6659.5080,5440.6835,5408.8514,-3534.0641,804.3142,-5441.9436,2491.8864,6098.0285,-6481.1356,-822.4244,273.7592,314.1725,4772.8934,-4754.2621,-4441.4583,2633.6066,5006.2720,-4340.7850,3209.6084,803.5426,-2373.8793,-4797.3054,1658.1765,2069.0666,121.5464,5487.5498,-4279.1354,4467.8044,-4711.3654,0.0000,-1986.0839,4276.1048,-3234.7110,2516.3650,0.0000,1847.3628,-3411.5102,-3864.2161,1435.1574,-5281.6168,2240.5897,-1621.1462,0.0000,4515.3632,3522.8687,4231.6023,2960.2369,0.0000,-1405.4888,2764.7714,3856.4449,3536.9198,5924.5310,-4625.4585,0.0000,1568.2896,5341.3806,871.0843,4108.1478,5306.6085,-4495.8776,0.0000,2411.5250,-682.5949,2205.8317,-2821.5173,0.0000,5280.5857,-3871.3942,2200.6278,-87548.9951,-94034.5868,-88583.6783,-91715.2976,-84919.9322,-90058.6434,-100178.9444,-92550.3180,7185828.3409,7217850.4522,7215441.0553,7203914.4797,-90985.6193,7197742.6449,
7200.000,6371.4279,6565.2848,-6092.8688,1459.6712,1009.0046,-684.1070,4113.0625,-1763.5860,-779.0257,-4512.3737,739.9019,-6759.9158,-5551.6978,4418.9272,-5584.5378,4087.7993,-4818.4244,-531.0756,-5677.5836,-4969.0173,-2982.9195,-3512.8280,-1071.0171,5724.7057,5606.6288,866.2963,3889.4223,-5909.3383,-4703.7289,-2429.4514,-3555.4649,2446.3876,3503.3431,591.3885,-1158.6678,4976.2965,1634.9934,1149.9321,569.3679,-3036.0295,-4639.4165,2042.5245,6437.3356,-5262.1804,-4585.6439,-110.7021,-907.4993,4268.6303,-2783.9594,-3548.0901,2817.5862,4235.9289,5055.8023,-3572.6643,1383.3101,-4919.1094,-6075.9535,-1874.0027,1629.3306,0.0000,3240.0210,1712.3862,-3879.0563,6613.8343,0.0000,-5168.2987,-2236.7477,5342.9544,-4729.2441,4941.6103,3260.8204,6167.2264,0.0000,6249.6659,3838.7599,4113.6122,-2269.6026,0.0000,-1951.9459,-6308.2175,-616.6739,2241.8226,-4323.4689,-3634.6806,0.0000,6146.5444,-3207.6757,4690.6247,1607.0434,363.6890,3945.1329,0.0000,49.1976,3740.3878,-1534.5711,3528.2856,0.0000,3196.0550,-4776.9345,6280.1466,-238487.0826,-221179.2306,-225640.0304,-224665.5888,-232957.2910,-226592.8353,-225137.7446,-228232.9834,111366057.4461,111412012.6868,111379512.0297,111381122.9239,-227259.0369,111382603.7035,378.8956,1986.8457,2788.4604,3773.6737,-5888.9687,4769.2929,-4801.6931,-6380.1546,-5832.8763,-19.6682,4309.7240,-1047.5461,-643.3716,1708.5833,218.8841,-4932.1507,-714.5516,-6629.0974,-648.3893,1215.0636,3453.5891,-4681.5721,-6123.7767,3666.6987,1485.4344,4638.0594,-2490.0383,3610.9038,-1017.2786,4644.2795,757.8290,-5696.3039,3849.9208,-5038.3229,5866.1917,-2832.5281,-3877.2722,-3468.0533,-5627.1233,5178.2727,-2777.7835,5527.9921,-2184.2594,-4292.2517,407.3731,-3271.1545,-4677.6523,131.1766,1032.4903,4196.4524,-5952.3655,-1571.3080,1914.9059,-5679.9511,5520.9026,2901.4047,-3190.2258,3892.2585,6040.4015,0.0000,564.8600,-5078.5447,-1585.9678,-693.9607,0.0000,-1144.5325,-1761.0552,4218.1277,-4506.7205,-405.8601,-2874.5620,1279.0866,0.0000,-2084.5335,-5769.7834,-5513.7441,-3434.5577,0.0000,4506.4873,2255.0964,-5116.9983,6551.9865,-4941.0821,-2392.4855,0.0000,-320.6448,5487.0668,-3783.6515,5090.5412,-6395.2558,1886.1903,0.0000,-4453.0714,4834.8527,6459.5443,5359.9906,0.0000,-5552.5027,4971.8535,1736.6576,-298786.5008,-322830.4496,-303248.5422,-308975.3469,-313961.9444,-306581.8440,-311337.5159,-308151.9592,28349279.4040,28341731.8742,28346845.6784,28349766.1607,-308723.1283,28354555.9882,2701.6057,1163.9501,-1222.9717,5635.3235,-3453.2064,4926.6678,-2829.5149,-1574.9079,-3276.5499,-5262.5430,-5323.2020,-307.9545,-4088.1348,-4947.4091,-4003.4630,-2619.5608,4887.8321,-1786.8525,-3646.6057,-4542.0450,5078.5261,3354.6605,2820.1665,-393.2285,3734.2749,5088.1411,5136.7566,-600.6593,-4984.8870,-4530.4853,5900.8942,-3019.5466,-4556.4285,4694.0526,3443.3988,3690.1793,-5359.3712,-5898.0340,4014.6062,-3433.5185,4367.4018,-3634.9999,-1247.8696,1050.9488,4820.4743,-6112.5576,-4923.7372,5339.5755,-6290.4227,3901.4316,-2069.7490,5152.8511,-4339.3031,1656.9388,3919.7314,-3823.6729,187.7775,-5338.0835,2982.7120,0.0000,6084.4335,-4372.4124,5478.7362,1861.5242,0.0000,-4438.2961,6332.0000,-568.6497,2266.4557,4802.7929,-5278.2980,-2812.9694,0.0000,-2156.2457,-208.3939,668.1572,-5430.3968,0.0000,4852.2869,1629.6884,-4590.1755,-212.9572,-2265.7431,5336.0342,0.0000,2994.2574,-2510.4977,3369.4126,-4233.8107,-2424.5925,5235.4094,0.0000,-5290.1915,-3098.1240,1700.7962,-2132.1774,0.0000,-2137.7225,-298.8183,2241.3470,-86262.1510,-92905.3501,-87535.4982,-90825.4971,-83785.0532,-88126.1473,-99009.7417,-88367.5759,7186178.6794,7215336.4860,7215593.8840,7202649.9624,-89801.9497,7196937.8428,
