sl_100_86400_20290610 Coordinates.csv
2029/06/10 07:47:00.0000 UTC

Generated: Tue Oct  8 21:48:06 2024,
Start: 2029/06/10 07:47:00.00, Stop: 2029/06/11 07:47:00.00,
TIME_UNITS,STARLINK-31850 - X-Coordinate,STARLINK-1958 - X-Coordinate,STARLINK-30237 - X-Coordinate,STARLINK-31615 - X-Coordinate,STARLINK-2745 - X-Coordinate,STARLINK-5166 - X-Coordinate,STARLINK-3997 - X-Coordinate,STARLINK-5002 - X-Coordinate,STARLINK-5921 - X-Coordinate,STARLINK-4395 - X-Coordinate,STARLINK-5752 - X-Coordinate,STARLINK-1291 - X-Coordinate,STARLINK-2702 - X-Coordinate,STARLINK-31132 - X-Coordinate,STARLINK-3894 - X-Coordinate,STARLINK-5651 - X-Coordinate,STARLINK-5355 - X-Coordinate,STARLINK-31468 - X-Coordinate,STARLINK-31129 - X-Coordinate,STARLINK-11103 [DTC] - X-Coordinate,STARLINK-1176 - X-Coordinate,STARLINK-3823 - X-Coordinate,STARLINK-31938 - X-Coordinate,STARLINK-2706 - X-Coordinate,STARLINK-31747 - X-Coordinate,STARLINK-6047 - X-Coordinate,STARLINK-3300 - X-Coordinate,STARLINK-3726 - X-Coordinate,STARLINK-5302 - X-Coordinate,STARLINK-30921 - X-Coordinate,STARLINK-31896 - X-Coordinate,STARLINK-1790 - X-Coordinate,STARLINK-31887 - X-Coordinate,STARLINK-2174 - X-Coordinate,STARLINK-3079 - X-Coordinate,STARLINK-3262 - X-Coordinate,STARLINK-32149 - X-Coordinate,STARLINK-31135 - X-Coordinate,STARLINK-1705 - X-Coordinate,STARLINK-30856 - X-Coordinate,STARLINK-31472 - X-Coordinate,STARLINK-4712 - X-Coordinate,STARLINK-3174 - X-Coordinate,STARLINK-30281 - X-Coordinate,STARLINK-30981 - X-Coordinate,STARLINK-4624 - X-Coordinate,STARLINK-2058 - X-Coordinate,STARLINK-31533 - X-Coordinate,STARLINK-5686 - X-Coordinate,STARLINK-1784 - X-Coordinate,STARLINK-4137 - X-Coordinate,STARLINK-2076 - X-Coordinate,STARLINK-5518 - X-Coordinate,STARLINK-5782 - X-Coordinate,STARLINK-2270 - X-Coordinate,STARLINK-3901 - X-Coordinate,STARLINK-30887 - X-Coordinate,STARLINK-3167 - X-Coordinate,STARLINK-4367 - X-Coordinate,STARLINK-31108 - X-Coordinate,STARLINK-31958 - X-Coordinate,STARLINK-4780 - X-Coordinate,STARLINK-1361 - X-Coordinate,STARLINK-31273 - X-Coordinate,STARLINK-30798 - X-Coordinate,STARLINK-4722 - X-Coordinate,STARLINK-3733 - X-Coordinate,STARLINK-2682 - X-Coordinate,STARLINK-5733 - X-Coordinate,STARLINK-5065 - X-Coordinate,STARLINK-3757 - X-Coordinate,STARLINK-4339 - X-Coordinate,STARLINK-30761 - X-Coordinate,STARLINK-30141 - X-Coordinate,STARLINK-2221 - X-Coordinate,STARLINK-31664 - X-Coordinate,STARLINK-4094 - X-Coordinate,STARLINK-30387 - X-Coordinate,STARLINK-1740 - X-Coordinate,STARLINK-5984 - X-Coordinate,STARLINK-1571 - X-Coordinate,STARLINK-4057 - X-Coordinate,STARLINK-1682 - X-Coordinate,STARLINK-3652 - X-Coordinate,STARLINK-2249 - X-Coordinate,STARLINK-6284 - X-Coordinate,STARLINK-30090 - X-Coordinate,STARLINK-5893 - X-Coordinate,STARLINK-2380 - X-Coordinate,STARLINK-5315 - X-Coordinate,STARLINK-30843 - X-Coordinate,STARLINK-11144 [DTC] - X-Coordinate,STARLINK-5098 - X-Coordinate,STARLINK-4710 - X-Coordinate,STARLINK-31187 - X-Coordinate,STARLINK-30330 - X-Coordinate,STARLINK-1780 - X-Coordinate,STARLINK-30386 - X-Coordinate,STARLINK-2757 - X-Coordinate,STARLINK-31247 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31850 - Y-Coordinate,STARLINK-1958 - Y-Coordinate,STARLINK-30237 - Y-Coordinate,STARLINK-31615 - Y-Coordinate,STARLINK-2745 - Y-Coordinate,STARLINK-5166 - Y-Coordinate,STARLINK-3997 - Y-Coordinate,STARLINK-5002 - Y-Coordinate,STARLINK-5921 - Y-Coordinate,STARLINK-4395 - Y-Coordinate,STARLINK-5752 - Y-Coordinate,STARLINK-1291 - Y-Coordinate,STARLINK-2702 - Y-Coordinate,STARLINK-31132 - Y-Coordinate,STARLINK-3894 - Y-Coordinate,STARLINK-5651 - Y-Coordinate,STARLINK-5355 - Y-Coordinate,STARLINK-31468 - Y-Coordinate,STARLINK-31129 - Y-Coordinate,STARLINK-11103 [DTC] - Y-Coordinate,STARLINK-1176 - Y-Coordinate,STARLINK-3823 - Y-Coordinate,STARLINK-31938 - Y-Coordinate,STARLINK-2706 - Y-Coordinate,STARLINK-31747 - Y-Coordinate,STARLINK-6047 - Y-Coordinate,STARLINK-3300 - Y-Coordinate,STARLINK-3726 - Y-Coordinate,STARLINK-5302 - Y-Coordinate,STARLINK-30921 - Y-Coordinate,STARLINK-31896 - Y-Coordinate,STARLINK-1790 - Y-Coordinate,STARLINK-31887 - Y-Coordinate,STARLINK-2174 - Y-Coordinate,STARLINK-3079 - Y-Coordinate,STARLINK-3262 - Y-Coordinate,STARLINK-32149 - Y-Coordinate,STARLINK-31135 - Y-Coordinate,STARLINK-1705 - Y-Coordinate,STARLINK-30856 - Y-Coordinate,STARLINK-31472 - Y-Coordinate,STARLINK-4712 - Y-Coordinate,STARLINK-3174 - Y-Coordinate,STARLINK-30281 - Y-Coordinate,STARLINK-30981 - Y-Coordinate,STARLINK-4624 - Y-Coordinate,STARLINK-2058 - Y-Coordinate,STARLINK-31533 - Y-Coordinate,STARLINK-5686 - Y-Coordinate,STARLINK-1784 - Y-Coordinate,STARLINK-4137 - Y-Coordinate,STARLINK-2076 - Y-Coordinate,STARLINK-5518 - Y-Coordinate,STARLINK-5782 - Y-Coordinate,STARLINK-2270 - Y-Coordinate,STARLINK-3901 - Y-Coordinate,STARLINK-30887 - Y-Coordinate,STARLINK-3167 - Y-Coordinate,STARLINK-4367 - Y-Coordinate,STARLINK-31108 - Y-Coordinate,STARLINK-31958 - Y-Coordinate,STARLINK-4780 - Y-Coordinate,STARLINK-1361 - Y-Coordinate,STARLINK-31273 - Y-Coordinate,STARLINK-30798 - Y-Coordinate,STARLINK-4722 - Y-Coordinate,STARLINK-3733 - Y-Coordinate,STARLINK-2682 - Y-Coordinate,STARLINK-5733 - Y-Coordinate,STARLINK-5065 - Y-Coordinate,STARLINK-3757 - Y-Coordinate,STARLINK-4339 - Y-Coordinate,STARLINK-30761 - Y-Coordinate,STARLINK-30141 - Y-Coordinate,STARLINK-2221 - Y-Coordinate,STARLINK-31664 - Y-Coordinate,STARLINK-4094 - Y-Coordinate,STARLINK-30387 - Y-Coordinate,STARLINK-1740 - Y-Coordinate,STARLINK-5984 - Y-Coordinate,STARLINK-1571 - Y-Coordinate,STARLINK-4057 - Y-Coordinate,STARLINK-1682 - Y-Coordinate,STARLINK-3652 - Y-Coordinate,STARLINK-2249 - Y-Coordinate,STARLINK-6284 - Y-Coordinate,STARLINK-30090 - Y-Coordinate,STARLINK-5893 - Y-Coordinate,STARLINK-2380 - Y-Coordinate,STARLINK-5315 - Y-Coordinate,STARLINK-30843 - Y-Coordinate,STARLINK-11144 [DTC] - Y-Coordinate,STARLINK-5098 - Y-Coordinate,STARLINK-4710 - Y-Coordinate,STARLINK-31187 - Y-Coordinate,STARLINK-30330 - Y-Coordinate,STARLINK-1780 - Y-Coordinate,STARLINK-30386 - Y-Coordinate,STARLINK-2757 - Y-Coordinate,STARLINK-31247 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31850 - Z-Coordinate,STARLINK-1958 - Z-Coordinate,STARLINK-30237 - Z-Coordinate,STARLINK-31615 - Z-Coordinate,STARLINK-2745 - Z-Coordinate,STARLINK-5166 - Z-Coordinate,STARLINK-3997 - Z-Coordinate,STARLINK-5002 - Z-Coordinate,STARLINK-5921 - Z-Coordinate,STARLINK-4395 - Z-Coordinate,STARLINK-5752 - Z-Coordinate,STARLINK-1291 - Z-Coordinate,STARLINK-2702 - Z-Coordinate,STARLINK-31132 - Z-Coordinate,STARLINK-3894 - Z-Coordinate,STARLINK-5651 - Z-Coordinate,STARLINK-5355 - Z-Coordinate,STARLINK-31468 - Z-Coordinate,STARLINK-31129 - Z-Coordinate,STARLINK-11103 [DTC] - Z-Coordinate,STARLINK-1176 - Z-Coordinate,STARLINK-3823 - Z-Coordinate,STARLINK-31938 - Z-Coordinate,STARLINK-2706 - Z-Coordinate,STARLINK-31747 - Z-Coordinate,STARLINK-6047 - Z-Coordinate,STARLINK-3300 - Z-Coordinate,STARLINK-3726 - Z-Coordinate,STARLINK-5302 - Z-Coordinate,STARLINK-30921 - Z-Coordinate,STARLINK-31896 - Z-Coordinate,STARLINK-1790 - Z-Coordinate,STARLINK-31887 - Z-Coordinate,STARLINK-2174 - Z-Coordinate,STARLINK-3079 - Z-Coordinate,STARLINK-3262 - Z-Coordinate,STARLINK-32149 - Z-Coordinate,STARLINK-31135 - Z-Coordinate,STARLINK-1705 - Z-Coordinate,STARLINK-30856 - Z-Coordinate,STARLINK-31472 - Z-Coordinate,STARLINK-4712 - Z-Coordinate,STARLINK-3174 - Z-Coordinate,STARLINK-30281 - Z-Coordinate,STARLINK-30981 - Z-Coordinate,STARLINK-4624 - Z-Coordinate,STARLINK-2058 - Z-Coordinate,STARLINK-31533 - Z-Coordinate,STARLINK-5686 - Z-Coordinate,STARLINK-1784 - Z-Coordinate,STARLINK-4137 - Z-Coordinate,STARLINK-2076 - Z-Coordinate,STARLINK-5518 - Z-Coordinate,STARLINK-5782 - Z-Coordinate,STARLINK-2270 - Z-Coordinate,STARLINK-3901 - Z-Coordinate,STARLINK-30887 - Z-Coordinate,STARLINK-3167 - Z-Coordinate,STARLINK-4367 - Z-Coordinate,STARLINK-31108 - Z-Coordinate,STARLINK-31958 - Z-Coordinate,STARLINK-4780 - Z-Coordinate,STARLINK-1361 - Z-Coordinate,STARLINK-31273 - Z-Coordinate,STARLINK-30798 - Z-Coordinate,STARLINK-4722 - Z-Coordinate,STARLINK-3733 - Z-Coordinate,STARLINK-2682 - Z-Coordinate,STARLINK-5733 - Z-Coordinate,STARLINK-5065 - Z-Coordinate,STARLINK-3757 - Z-Coordinate,STARLINK-4339 - Z-Coordinate,STARLINK-30761 - Z-Coordinate,STARLINK-30141 - Z-Coordinate,STARLINK-2221 - Z-Coordinate,STARLINK-31664 - Z-Coordinate,STARLINK-4094 - Z-Coordinate,STARLINK-30387 - Z-Coordinate,STARLINK-1740 - Z-Coordinate,STARLINK-5984 - Z-Coordinate,STARLINK-1571 - Z-Coordinate,STARLINK-4057 - Z-Coordinate,STARLINK-1682 - Z-Coordinate,STARLINK-3652 - Z-Coordinate,STARLINK-2249 - Z-Coordinate,STARLINK-6284 - Z-Coordinate,STARLINK-30090 - Z-Coordinate,STARLINK-5893 - Z-Coordinate,STARLINK-2380 - Z-Coordinate,STARLINK-5315 - Z-Coordinate,STARLINK-30843 - Z-Coordinate,STARLINK-11144 [DTC] - Z-Coordinate,STARLINK-5098 - Z-Coordinate,STARLINK-4710 - Z-Coordinate,STARLINK-31187 - Z-Coordinate,STARLINK-30330 - Z-Coordinate,STARLINK-1780 - Z-Coordinate,STARLINK-30386 - Z-Coordinate,STARLINK-2757 - Z-Coordinate,STARLINK-31247 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-3969.2233,4065.8396,6119.9519,5598.6642,4181.4847,998.4638,4184.6001,-6463.7922,-5750.7332,3212.9754,4239.3553,2820.7480,-6173.8390,-5436.1417,4369.3940,-5180.2360,-6616.5948,3315.9412,1077.3016,-6534.9405,-2913.0601,-4584.3425,4216.6685,1125.6983,2480.7023,-5848.6641,-833.6140,-1846.1352,-6385.4412,3654.5467,3044.9980,4415.3266,6642.9174,6257.7908,6122.9929,2360.1089,-4983.4393,2895.8335,-4549.2365,91.4981,-5427.1938,-4874.9219,3214.2989,262.0793,-1758.3008,-874.5804,1781.7080,5034.2380,3997.5390,-1851.5154,3844.5786,-3127.4536,6292.4105,6619.8820,-4174.2987,-4356.7883,5273.1138,-5061.6263,-5926.3459,3231.1259,4311.4724,-5581.2239,-1923.1530,6267.4805,5648.2752,-3583.2930,-1752.7212,6483.5136,-5518.7207,1350.5215,-1724.6015,68.5924,3646.3582,-4128.4103,-2496.5240,-1632.9980,-2082.0487,4911.2249,2341.4670,-5299.9341,895.5514,4895.9327,6140.7233,-5330.1190,3524.4675,-2922.6391,5463.9937,1711.4344,-4188.2628,3377.4829,2977.7616,1047.7265,5264.3916,4026.1086,5043.3270,5150.5465,4796.5136,-5064.2250,6367.6740,-3077.5743,-298073.0745,-269391.3629,-286131.5523,-287047.3738,-283881.0805,-283075.3845,-278038.2668,-280422.8851,146844770.2058,146883639.1188,146858887.2584,146855803.4319,-281634.6280,146861273.3358,-3257.1427,-3740.4048,-2200.9826,421.4227,1249.1444,4470.8821,-241.3979,-2197.4231,-2288.2844,-2675.5329,-4116.1547,4439.7322,-590.7764,-4087.4535,-729.1007,1608.2720,-1103.7553,-5689.4170,6613.7063,-1410.8633,-4360.2907,471.3077,3016.6399,-6763.5262,-4615.2850,1518.3165,4763.5306,-5761.4839,2650.0679,-1868.3336,4767.4142,-5132.4227,1215.4019,380.5027,-2672.3916,-6010.0353,-1370.5496,-3653.3898,-5115.6970,4704.8266,1777.2311,-4855.2754,-2643.3074,6325.3568,-5122.4110,1707.1818,-6665.1470,300.4204,5576.1472,4340.7289,2203.0258,6123.6278,2351.9566,-1615.7142,55.9845,-561.6688,2351.1358,4601.9636,3286.7043,-4601.5394,2723.8970,-1662.1486,-6131.8983,-2207.8359,-2203.1348,-2124.1392,6137.5797,424.9125,-1179.8682,-4835.0494,6598.6141,1070.3588,5586.7185,4534.5600,3392.4126,6141.0648,4393.2084,4834.1343,5739.2269,-2699.7574,-6497.9423,2171.7740,-2703.9078,3904.1467,2758.2026,4438.7905,2904.3131,3874.7419,-4886.9915,129.6969,-6132.2443,6513.3344,-101.6231,3617.6447,-841.5392,4664.0572,-3561.0653,-4328.8460,676.7691,-2729.3539,244212.4540,234728.5674,240743.3909,237975.8140,230041.8206,232150.9749,237528.4648,235765.5938,36611113.6694,36602402.8011,36609157.1384,36615833.0070,237044.0963,36617103.8855,-4479.7770,-4144.9882,-2366.1636,3688.0112,5322.1592,5144.1702,-5481.7269,1030.8291,-3157.7255,-5543.1723,-3635.8818,4380.2001,-2983.3915,-838.1051,5288.2049,4279.5370,1599.4836,-1805.9263,-1296.7014,-647.1958,4493.1254,5140.7522,-4439.1263,1000.0303,-4406.7928,3410.5171,-4942.2972,-3025.5065,-405.0077,5415.6624,-3791.0502,-1329.3275,-920.4472,-2865.1104,-1720.1771,-2465.7020,-4382.7923,-4851.7034,-640.5813,5060.8385,3338.2318,-744.1607,-5517.3224,-2843.8291,-4326.7354,-6657.7852,195.6244,-4583.7687,-926.1964,-5012.5245,5279.7609,-624.6413,1741.7296,1240.1476,5501.2550,-5305.8834,-3686.3450,353.6891,-1489.4651,3939.4758,-4507.7605,3702.1558,-2522.7987,-1607.4658,-3167.4731,5436.7106,-2645.3395,2273.2940,-4014.7584,-4815.5759,610.9777,-6850.4209,-1919.3373,-3249.3605,-5479.7176,-2467.8247,-4909.0763,-595.8602,2905.9132,3563.9084,-1176.0168,-4354.9580,-729.2366,-1994.4158,5086.5206,-4454.3681,-3114.5837,-5529.4114,2269.3705,-6066.0046,-1210.7042,1249.7673,-4470.0195,-4290.0463,4316.6027,-318.9764,-3460.2693,1771.0063,2586.8794,5406.8373,158857.4501,156536.2604,157404.0480,156856.6026,161150.4604,152973.4476,146880.7530,155665.6391,-662221.4903,-683554.0408,-633073.9845,-645303.5424,155449.0624,-651774.2617,
3600.000,6566.4324,186.9523,-5213.2893,-3162.5524,-3983.1377,-4354.3221,-3146.0366,5060.2932,2995.3312,-6614.6501,-391.8317,-4303.8943,3517.7051,4874.4515,-4873.6407,4696.4388,6425.5122,-1407.6583,-3445.3991,4428.3015,4293.1795,5489.3747,-6612.1396,1010.1098,2035.5688,2033.1315,-3285.9944,3922.2158,4097.3441,-1866.5732,-5978.8509,-2669.9411,-5908.1636,-6569.0051,-4974.0200,-842.4214,2899.9697,-830.8625,4629.1724,-3062.6180,4013.6352,5198.6607,-888.9533,-2631.7746,4825.2898,5499.4133,207.1456,-5151.2526,-4949.6845,-2698.2177,-4475.8798,1109.9240,-5813.3567,-5434.7710,4421.5663,3298.4057,-6770.6952,2712.1711,3766.0875,-936.5225,-6500.6058,3635.1500,3375.8759,-2998.7015,-2002.2147,6069.7683,191.4142,-3926.2882,6656.5673,1673.4857,-752.0763,3848.4680,-5300.2404,2500.9968,-1357.3162,-2247.8478,-2339.3108,-5721.7538,-3742.7675,4471.3954,1613.7783,-6864.8973,-2850.4956,4086.3372,-6576.7815,-1082.6093,-6863.0675,-3651.1766,5370.6421,-6226.1773,-663.6296,-3121.3692,-6399.0340,-4141.7833,-4322.1525,-5763.6002,-4176.4766,6191.4731,-3915.2429,6157.8882,-349934.2593,-317676.1737,-334855.0104,-334471.4000,-333735.0711,-332692.2131,-328455.5999,-333186.6314,132365063.5380,132404848.1872,132386508.4386,132385933.2673,-331712.6098,132382527.1745,243.1098,4180.2335,4344.7729,4089.4136,3232.3768,-4956.3898,4463.4972,-297.3248,-100.8968,1847.8503,5075.9635,-33.8409,-2328.6020,1134.6278,4242.4383,-4847.8022,-1242.0128,6028.2721,-5245.4746,-1508.8999,232.0241,-3669.9363,24.1369,5070.1283,5163.5760,-1922.5414,-3143.3958,5170.0825,-4204.0070,5841.6116,-3245.6750,5577.9646,1560.7584,1352.0255,3923.4239,6572.9400,-3302.3580,6630.5937,2341.0727,-5913.1889,-5147.2643,2959.0796,5915.5531,-6376.8738,2358.8107,-2490.9620,5685.9250,3858.9135,-2743.7723,-3846.0152,2215.6498,-5780.5358,-2038.4690,3552.6641,-4026.2940,-3839.6347,-697.0001,-4898.2370,-247.8844,6771.7349,694.4091,-1981.0568,2828.5101,3479.3376,4586.4545,-1111.0052,-6672.9326,2109.5144,-1631.0335,1701.4183,-5041.5218,2544.4900,-4122.9476,-6465.8572,-5280.5795,-4470.7985,-3877.8178,-2468.6306,-1880.4120,5050.5077,5171.3242,-517.7163,3799.6619,-4985.1752,-551.6452,-5374.3066,-819.3185,-5731.3740,3453.4786,1699.3417,6431.0148,-3127.7100,2506.7966,706.3801,5006.0926,-2335.1403,5430.3628,2264.1334,1996.0869,-314.8008,160768.5873,158729.5393,163568.7986,160622.5405,151492.5086,155830.1201,158692.1079,159848.3711,73460837.6934,73459156.9739,73456222.2422,73462013.6468,158875.7806,73467212.5999,1777.7842,5482.5568,-1349.1747,-4303.7582,-4603.8330,-2016.6311,4201.0192,-4694.1010,6255.8015,974.1913,4698.9726,-5333.8523,5425.2319,4668.3541,-2448.4043,-1512.5798,2171.5785,-2887.0949,-2685.6488,4807.8202,-5414.5933,-2052.9683,1663.8508,-4618.0751,3988.0709,-6358.5443,5193.0762,-1903.9507,3665.6452,-2951.4761,194.5237,-3058.8227,-3021.4208,-1581.3639,-2729.5461,-1956.1917,5137.9540,744.9249,4503.9682,-1884.2299,1093.9095,-3482.2430,3440.9656,-728.1340,4366.7937,3386.4559,3900.7776,2217.4012,3978.2552,5018.4903,-4767.7065,-3610.9855,3198.0782,2409.6956,-3475.1589,4655.4632,-757.5831,3939.1251,5806.6573,-695.5789,1869.9594,-5532.0234,5305.6640,5050.4945,4649.4511,-2998.5851,-1773.3756,-5252.9394,960.6123,6519.2815,-4577.5830,5160.9517,-1754.2965,-201.9032,4233.1963,4612.6862,5201.9847,-3004.9850,-5423.2638,1631.3821,-3884.1969,423.6930,4784.4863,-2463.5427,-1569.6914,4230.7343,-422.7396,1487.3064,2410.4521,2531.3279,-2478.5304,-5063.4309,627.9669,5466.4797,-1063.9614,-3118.0775,-829.2536,2014.1440,-5335.1708,-2879.0251,159172.6131,156706.9335,158305.1227,155064.9646,161932.5591,156943.2404,146700.0158,155490.6353,-678259.7257,-702171.1005,-651325.2781,-665957.6187,155890.5880,-669788.4485,
7200.000,-5957.9892,-4150.0612,2107.8233,-67.0980,3308.5623,5333.8497,1968.0538,-2282.0784,-323.2396,5535.9903,-3344.7381,5153.2523,-314.0745,-3088.1398,3775.4739,-2670.2789,-3676.7823,-2029.4487,4843.8560,-210.5116,-5272.3925,-4370.2963,5860.8048,-3883.6957,-5241.0978,2334.3159,6344.0475,-4138.7037,-156.9311,-29.0476,5809.9498,-931.5021,2450.6749,3778.1761,1243.5665,-1592.9679,-698.2046,-1503.8800,-3783.0083,4255.4149,662.4554,-4082.8124,-806.4032,4166.9363,-6695.9585,-6641.1638,-3172.4260,3210.0594,5004.9334,5913.7964,4427.9476,2266.1728,2922.9791,2046.8304,-3661.2118,-2139.8034,4794.0702,1666.0859,1579.1975,-1608.6254,5553.5786,-1499.7586,-4877.8149,-1684.1728,-1982.6857,-5970.4497,1961.0476,422.7547,-5304.0499,-5285.6875,4043.5759,-3800.3383,5322.1987,88.4040,3754.2395,5761.6103,5706.2580,4891.7740,4891.7953,-991.6123,-4253.2980,5652.9564,-2359.7756,-544.8635,5778.1063,4246.9497,5619.4240,3363.3495,-4261.9143,6220.3411,-2440.9272,4789.0672,4691.7755,4063.2172,1072.4091,4934.7460,1466.0244,-5094.2125,721.1477,-6101.6005,-378791.4086,-345490.7342,-362230.3020,-358193.2053,-362249.2833,-361314.4093,-357312.8283,-359136.0238,108818737.7123,108857265.7472,108848023.1983,108844827.7711,-360610.1917,108836896.8184,2382.2348,-4403.7817,-5068.8453,-6638.3992,-5984.1154,3622.2624,-6606.9567,3733.1757,3923.9544,602.3613,-5320.1363,-3764.5833,5407.3597,3214.1858,-5435.1779,5980.1145,3664.0201,-3616.4492,1223.6347,4858.0314,3393.6390,4809.9966,-2575.4659,-1909.4325,-4344.1136,3487.9447,1664.7161,-1117.5643,5101.5921,-6556.0374,132.6976,-4126.8795,-4338.0282,-2915.5440,-4124.7320,-4361.4677,6531.9112,-5184.3773,2123.1535,4853.2791,4921.5773,824.4813,-6811.7251,3992.6097,366.7839,327.6163,-2689.2949,-5717.8781,-1381.6508,3093.0441,-5161.2624,3477.8210,-303.5976,-4762.1120,5815.3637,6478.6786,-1532.5210,3795.0879,-920.0201,-5948.7310,-3243.7697,5555.4717,1347.0256,-4548.5913,-5937.8115,2988.5741,4293.6845,-4980.4092,3551.7800,527.3767,1688.4510,-5784.3160,877.6277,5977.1215,5791.2868,1631.6572,3215.8963,-1309.8330,-2533.8166,-3507.8432,-356.4261,-1217.9902,-4144.6861,4372.9034,-1479.7875,5285.2742,-1664.8620,5077.8602,375.2983,-1821.0040,-4539.6993,-1944.2218,-3562.1457,-4604.7030,-5789.2948,-1265.9122,-4960.7324,1176.2526,-5022.6057,2326.4394,67008.3165,73532.1764,76234.9253,71971.1137,63146.2112,73039.6692,69811.0272,70110.4697,105304770.3038,105309552.9638,105301418.8661,105312437.5464,70744.4958,105311999.6955,2271.3132,-3330.5399,4200.8829,1043.9636,831.3215,-2451.4065,-212.6454,5330.7970,-5730.3517,4130.7026,-2941.9597,2480.7893,-4247.8503,-5207.1937,-1980.4416,-2225.5057,-4548.3454,5413.8344,4638.4562,-4636.0589,2897.1066,-2358.4400,2343.7674,5402.3053,-700.7608,5517.0685,-2186.3744,5218.4901,-4686.6004,-1827.3234,3532.7407,5438.9003,4637.0812,4960.8732,5374.7564,5105.1507,-1642.9360,4000.9128,-5338.7939,-2494.3903,-4382.1567,5514.0912,804.3761,3840.3937,-1751.4666,1912.0879,-5513.5388,1831.5012,-4584.6583,-1684.9418,1156.1991,5506.6076,-6296.8108,-4602.4886,-759.8067,-929.8458,4631.6546,-5460.2034,-6696.0214,-3044.5012,2206.1557,3806.2693,-4698.7685,-4820.3032,-2756.3079,-1569.0139,5031.4619,4726.5987,2669.5445,-4495.3235,5251.4818,-385.8743,4356.6387,3510.1950,-317.6749,-3259.3819,-2195.3353,4700.2647,4059.6506,-5911.9407,5106.1767,3753.7066,-4779.1904,5297.7747,-3234.2032,-1447.2810,3678.9340,3360.8748,-5325.2606,2471.2052,4610.6742,4280.2849,3589.2867,-3160.9315,-3198.5547,4724.0165,4558.9989,-4501.6909,4679.0757,-1913.5932,159442.7162,156845.7046,158546.4590,155397.1488,162286.0406,157879.3805,147139.2351,157102.9821,-693770.7680,-720531.3009,-670582.1189,-691149.4291,156319.4645,-687824.0602,
