sl_100_5400_20290505 Coordinates.csv
2029/05/05 07:47:00.0000 UTC

Generated: Tue Oct  8 21:46:06 2024,
Start: 2029/05/05 07:47:00.00, Stop: 2029/05/05 09:17:00.00,
TIME_UNITS,STARLINK-30171 - X-Coordinate,STARLINK-2622 - X-Coordinate,STARLINK-30135 - X-Coordinate,STARLINK-31118 - X-Coordinate,STARLINK-30542 - X-Coordinate,STARLINK-31438 - X-Coordinate,STARLINK-5089 - X-Coordinate,STARLINK-3077 - X-Coordinate,STARLINK-30440 - X-Coordinate,STARLINK-3561 - X-Coordinate,STARLINK-30942 - X-Coordinate,STARLINK-3146 - X-Coordinate,STARLINK-31202 - X-Coordinate,STARLINK-4020 - X-Coordinate,STARLINK-32048 - X-Coordinate,STARLINK-30579 - X-Coordinate,STARLINK-31556 - X-Coordinate,STARLINK-31980 - X-Coordinate,STARLINK-5781 - X-Coordinate,STARLINK-5540 - X-Coordinate,STARLINK-30780 - X-Coordinate,STARLINK-3821 - X-Coordinate,STARLINK-4410 - X-Coordinate,STARLINK-30466 - X-Coordinate,STARLINK-1536 - X-Coordinate,STARLINK-4104 - X-Coordinate,STARLINK-31919 - X-Coordinate,STARLINK-3774 - X-Coordinate,STARLINK-1276 - X-Coordinate,STARLINK-30348 - X-Coordinate,STARLINK-3548 - X-Coordinate,STARLINK-31638 - X-Coordinate,STARLINK-30343 - X-Coordinate,STARLINK-31435 - X-Coordinate,STARLINK-5927 - X-Coordinate,STARLINK-5807 - X-Coordinate,STARLINK-4559 - X-Coordinate,STARLINK-5935 - X-Coordinate,STARLINK-5446 - X-Coordinate,STARLINK-5988 - X-Coordinate,STARLINK-31682 - X-Coordinate,STARLINK-30759 - X-Coordinate,STARLINK-31730 - X-Coordinate,STARLINK-6203 - X-Coordinate,STARLINK-31487 - X-Coordinate,STARLINK-30188 - X-Coordinate,STARLINK-3853 - X-Coordinate,STARLINK-3270 - X-Coordinate,STARLINK-4693 - X-Coordinate,STARLINK-1225 - X-Coordinate,STARLINK-32025 - X-Coordinate,STARLINK-2128 - X-Coordinate,STARLINK-4761 - X-Coordinate,STARLINK-31746 - X-Coordinate,STARLINK-4649 - X-Coordinate,STARLINK-3158 - X-Coordinate,STARLINK-5442 - X-Coordinate,STARLINK-1301 - X-Coordinate,STARLINK-30919 - X-Coordinate,STARLINK-1423 - X-Coordinate,STARLINK-5947 - X-Coordinate,STARLINK-5473 - X-Coordinate,STARLINK-3147 - X-Coordinate,STARLINK-32044 - X-Coordinate,STARLINK-5313 - X-Coordinate,STARLINK-4343 - X-Coordinate,STARLINK-3134 - X-Coordinate,STARLINK-4408 - X-Coordinate,STARLINK-4582 - X-Coordinate,STARLINK-2130 - X-Coordinate,STARLINK-5039 - X-Coordinate,STARLINK-2453 - X-Coordinate,STARLINK-1485 - X-Coordinate,STARLINK-5761 - X-Coordinate,STARLINK-31985 - X-Coordinate,STARLINK-31850 - X-Coordinate,STARLINK-1056 - X-Coordinate,STARLINK-32179 - X-Coordinate,STARLINK-3575 - X-Coordinate,STARLINK-30974 - X-Coordinate,STARLINK-11199 [DTC] - X-Coordinate,STARLINK-3244 - X-Coordinate,STARLINK-3250 - X-Coordinate,STARLINK-6338 - X-Coordinate,STARLINK-2119 - X-Coordinate,STARLINK-31261 - X-Coordinate,STARLINK-6219 - X-Coordinate,STARLINK-6183 - X-Coordinate,STARLINK-5081 - X-Coordinate,STARLINK-4084 - X-Coordinate,STARLINK-2062 - X-Coordinate,STARLINK-2627 - X-Coordinate,STARLINK-31941 - X-Coordinate,STARLINK-30997 - X-Coordinate,STARLINK-5626 - X-Coordinate,STARLINK-30503 - X-Coordinate,STARLINK-11124 [DTC] - X-Coordinate,STARLINK-4517 - X-Coordinate,STARLINK-5511 - X-Coordinate,STARLINK-5949 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-30171 - Y-Coordinate,STARLINK-2622 - Y-Coordinate,STARLINK-30135 - Y-Coordinate,STARLINK-31118 - Y-Coordinate,STARLINK-30542 - Y-Coordinate,STARLINK-31438 - Y-Coordinate,STARLINK-5089 - Y-Coordinate,STARLINK-3077 - Y-Coordinate,STARLINK-30440 - Y-Coordinate,STARLINK-3561 - Y-Coordinate,STARLINK-30942 - Y-Coordinate,STARLINK-3146 - Y-Coordinate,STARLINK-31202 - Y-Coordinate,STARLINK-4020 - Y-Coordinate,STARLINK-32048 - Y-Coordinate,STARLINK-30579 - Y-Coordinate,STARLINK-31556 - Y-Coordinate,STARLINK-31980 - Y-Coordinate,STARLINK-5781 - Y-Coordinate,STARLINK-5540 - Y-Coordinate,STARLINK-30780 - Y-Coordinate,STARLINK-3821 - Y-Coordinate,STARLINK-4410 - Y-Coordinate,STARLINK-30466 - Y-Coordinate,STARLINK-1536 - Y-Coordinate,STARLINK-4104 - Y-Coordinate,STARLINK-31919 - Y-Coordinate,STARLINK-3774 - Y-Coordinate,STARLINK-1276 - Y-Coordinate,STARLINK-30348 - Y-Coordinate,STARLINK-3548 - Y-Coordinate,STARLINK-31638 - Y-Coordinate,STARLINK-30343 - Y-Coordinate,STARLINK-31435 - Y-Coordinate,STARLINK-5927 - Y-Coordinate,STARLINK-5807 - Y-Coordinate,STARLINK-4559 - Y-Coordinate,STARLINK-5935 - Y-Coordinate,STARLINK-5446 - Y-Coordinate,STARLINK-5988 - Y-Coordinate,STARLINK-31682 - Y-Coordinate,STARLINK-30759 - Y-Coordinate,STARLINK-31730 - Y-Coordinate,STARLINK-6203 - Y-Coordinate,STARLINK-31487 - Y-Coordinate,STARLINK-30188 - Y-Coordinate,STARLINK-3853 - Y-Coordinate,STARLINK-3270 - Y-Coordinate,STARLINK-4693 - Y-Coordinate,STARLINK-1225 - Y-Coordinate,STARLINK-32025 - Y-Coordinate,STARLINK-2128 - Y-Coordinate,STARLINK-4761 - Y-Coordinate,STARLINK-31746 - Y-Coordinate,STARLINK-4649 - Y-Coordinate,STARLINK-3158 - Y-Coordinate,STARLINK-5442 - Y-Coordinate,STARLINK-1301 - Y-Coordinate,STARLINK-30919 - Y-Coordinate,STARLINK-1423 - Y-Coordinate,STARLINK-5947 - Y-Coordinate,STARLINK-5473 - Y-Coordinate,STARLINK-3147 - Y-Coordinate,STARLINK-32044 - Y-Coordinate,STARLINK-5313 - Y-Coordinate,STARLINK-4343 - Y-Coordinate,STARLINK-3134 - Y-Coordinate,STARLINK-4408 - Y-Coordinate,STARLINK-4582 - Y-Coordinate,STARLINK-2130 - Y-Coordinate,STARLINK-5039 - Y-Coordinate,STARLINK-2453 - Y-Coordinate,STARLINK-1485 - Y-Coordinate,STARLINK-5761 - Y-Coordinate,STARLINK-31985 - Y-Coordinate,STARLINK-31850 - Y-Coordinate,STARLINK-1056 - Y-Coordinate,STARLINK-32179 - Y-Coordinate,STARLINK-3575 - Y-Coordinate,STARLINK-30974 - Y-Coordinate,STARLINK-11199 [DTC] - Y-Coordinate,STARLINK-3244 - Y-Coordinate,STARLINK-3250 - Y-Coordinate,STARLINK-6338 - Y-Coordinate,STARLINK-2119 - Y-Coordinate,STARLINK-31261 - Y-Coordinate,STARLINK-6219 - Y-Coordinate,STARLINK-6183 - Y-Coordinate,STARLINK-5081 - Y-Coordinate,STARLINK-4084 - Y-Coordinate,STARLINK-2062 - Y-Coordinate,STARLINK-2627 - Y-Coordinate,STARLINK-31941 - Y-Coordinate,STARLINK-30997 - Y-Coordinate,STARLINK-5626 - Y-Coordinate,STARLINK-30503 - Y-Coordinate,STARLINK-11124 [DTC] - Y-Coordinate,STARLINK-4517 - Y-Coordinate,STARLINK-5511 - Y-Coordinate,STARLINK-5949 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-30171 - Z-Coordinate,STARLINK-2622 - Z-Coordinate,STARLINK-30135 - Z-Coordinate,STARLINK-31118 - Z-Coordinate,STARLINK-30542 - Z-Coordinate,STARLINK-31438 - Z-Coordinate,STARLINK-5089 - Z-Coordinate,STARLINK-3077 - Z-Coordinate,STARLINK-30440 - Z-Coordinate,STARLINK-3561 - Z-Coordinate,STARLINK-30942 - Z-Coordinate,STARLINK-3146 - Z-Coordinate,STARLINK-31202 - Z-Coordinate,STARLINK-4020 - Z-Coordinate,STARLINK-32048 - Z-Coordinate,STARLINK-30579 - Z-Coordinate,STARLINK-31556 - Z-Coordinate,STARLINK-31980 - Z-Coordinate,STARLINK-5781 - Z-Coordinate,STARLINK-5540 - Z-Coordinate,STARLINK-30780 - Z-Coordinate,STARLINK-3821 - Z-Coordinate,STARLINK-4410 - Z-Coordinate,STARLINK-30466 - Z-Coordinate,STARLINK-1536 - Z-Coordinate,STARLINK-4104 - Z-Coordinate,STARLINK-31919 - Z-Coordinate,STARLINK-3774 - Z-Coordinate,STARLINK-1276 - Z-Coordinate,STARLINK-30348 - Z-Coordinate,STARLINK-3548 - Z-Coordinate,STARLINK-31638 - Z-Coordinate,STARLINK-30343 - Z-Coordinate,STARLINK-31435 - Z-Coordinate,STARLINK-5927 - Z-Coordinate,STARLINK-5807 - Z-Coordinate,STARLINK-4559 - Z-Coordinate,STARLINK-5935 - Z-Coordinate,STARLINK-5446 - Z-Coordinate,STARLINK-5988 - Z-Coordinate,STARLINK-31682 - Z-Coordinate,STARLINK-30759 - Z-Coordinate,STARLINK-31730 - Z-Coordinate,STARLINK-6203 - Z-Coordinate,STARLINK-31487 - Z-Coordinate,STARLINK-30188 - Z-Coordinate,STARLINK-3853 - Z-Coordinate,STARLINK-3270 - Z-Coordinate,STARLINK-4693 - Z-Coordinate,STARLINK-1225 - Z-Coordinate,STARLINK-32025 - Z-Coordinate,STARLINK-2128 - Z-Coordinate,STARLINK-4761 - Z-Coordinate,STARLINK-31746 - Z-Coordinate,STARLINK-4649 - Z-Coordinate,STARLINK-3158 - Z-Coordinate,STARLINK-5442 - Z-Coordinate,STARLINK-1301 - Z-Coordinate,STARLINK-30919 - Z-Coordinate,STARLINK-1423 - Z-Coordinate,STARLINK-5947 - Z-Coordinate,STARLINK-5473 - Z-Coordinate,STARLINK-3147 - Z-Coordinate,STARLINK-32044 - Z-Coordinate,STARLINK-5313 - Z-Coordinate,STARLINK-4343 - Z-Coordinate,STARLINK-3134 - Z-Coordinate,STARLINK-4408 - Z-Coordinate,STARLINK-4582 - Z-Coordinate,STARLINK-2130 - Z-Coordinate,STARLINK-5039 - Z-Coordinate,STARLINK-2453 - Z-Coordinate,STARLINK-1485 - Z-Coordinate,STARLINK-5761 - Z-Coordinate,STARLINK-31985 - Z-Coordinate,STARLINK-31850 - Z-Coordinate,STARLINK-1056 - Z-Coordinate,STARLINK-32179 - Z-Coordinate,STARLINK-3575 - Z-Coordinate,STARLINK-30974 - Z-Coordinate,STARLINK-11199 [DTC] - Z-Coordinate,STARLINK-3244 - Z-Coordinate,STARLINK-3250 - Z-Coordinate,STARLINK-6338 - Z-Coordinate,STARLINK-2119 - Z-Coordinate,STARLINK-31261 - Z-Coordinate,STARLINK-6219 - Z-Coordinate,STARLINK-6183 - Z-Coordinate,STARLINK-5081 - Z-Coordinate,STARLINK-4084 - Z-Coordinate,STARLINK-2062 - Z-Coordinate,STARLINK-2627 - Z-Coordinate,STARLINK-31941 - Z-Coordinate,STARLINK-30997 - Z-Coordinate,STARLINK-5626 - Z-Coordinate,STARLINK-30503 - Z-Coordinate,STARLINK-11124 [DTC] - Z-Coordinate,STARLINK-4517 - Z-Coordinate,STARLINK-5511 - Z-Coordinate,STARLINK-5949 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-6281.9556,2749.7662,5847.3877,0.0000,0.0000,4932.3340,4188.0634,-93.8365,-4150.5917,-5115.1236,4725.5815,1862.5580,-443.2709,5765.9944,2855.7626,6607.7509,1347.5851,2743.4181,-1990.7389,-286.3288,-638.2520,-5863.4933,1685.2424,5765.9585,4152.2254,4739.0508,991.7251,3532.5368,-4060.2112,-6319.9018,-3906.5048,-623.8701,4202.9077,832.7658,-2394.4593,6481.4816,-3051.2885,3687.9983,4133.4906,-1053.0786,0.0000,5186.3857,1402.8962,-4897.1159,-5610.5947,4901.4047,-5167.0154,-2937.0999,3726.9583,4324.9885,-562.0024,-6633.2659,-6428.6976,-1384.1561,-1231.7293,2603.4278,4231.0680,-6854.6895,5262.9094,6708.0293,-1732.0641,-5909.1405,1636.7062,-355.9461,2449.9899,2641.7393,1073.0866,-2371.7631,4290.9810,6699.1983,1540.1797,2628.2731,594.8727,-2979.3933,3204.5669,-958.8247,2903.3410,132.9093,-108.3668,0.0000,-2229.0933,-1870.9938,-5887.3658,2768.9765,-5056.9715,-4998.8312,-4995.3143,1155.1179,-588.7229,1901.3834,6215.8886,-3587.3985,4053.7768,2438.5923,2198.8515,4393.5753,-3996.0892,2987.1513,-2251.5045,4418.0431,-349758.8865,-347858.2001,-349516.7885,-351673.9052,-353600.8788,-351800.7084,-344525.6808,-348317.3227,110506834.6419,110537725.1787,110515581.1102,110518095.2522,-347755.1780,110521887.1979,-2848.9334,-3431.5273,765.1450,0.0000,0.0000,2164.6526,-3075.3988,-6209.3700,2878.2903,-204.4380,-3314.2538,6522.5615,4992.6456,2089.9736,-5953.7268,-100.9220,-5646.2381,-3641.5327,6617.8770,-1224.2675,-5924.0476,1748.4257,-2046.7815,3652.2327,-115.1999,-3715.2315,-6740.6607,-2568.6570,5208.6156,650.4661,-1681.0889,5749.8508,-4861.4773,-6759.2822,1023.1337,203.1685,4583.0451,5207.8931,-2589.4753,-1731.6691,0.0000,610.6909,-6293.4336,1730.5639,1355.3088,3769.4769,3034.1543,3301.2627,-1836.4679,-3498.1136,-4513.3540,-52.5150,-1472.9091,5407.9127,-5496.7292,6045.5324,29.2550,105.0942,168.9902,458.0009,6658.7461,-2198.7580,-5685.1852,6188.9203,2891.9443,580.2989,-6813.8644,2579.4066,-1724.8848,1024.2938,5362.6131,6164.3893,-4272.4790,5200.9010,3322.0758,-6728.5448,3959.3396,6750.1058,-5349.1686,0.0000,-3409.3107,6569.8065,-3367.2763,4430.0283,4019.9355,-358.0041,-1037.2596,6761.7135,-2447.5510,3931.9619,2768.6620,-4232.2443,-3352.1848,6415.6314,3132.2519,-3400.3209,-2408.5259,-3484.5556,6460.7527,3277.0013,-146720.4951,-176333.2064,-153354.2617,-155017.9473,-163346.5904,-162060.4808,-160575.8912,-158500.1203,-31284117.2059,-31297532.9054,-31272369.5882,-31267084.4716,-158925.5852,-31277827.2100,433.4201,5209.7721,-3633.0016,0.0000,0.0000,4222.4956,-4590.5332,-3116.1688,-4703.0181,4620.5863,-3839.1257,1309.6204,4661.5706,3175.8673,1626.5673,-2055.5804,3540.8305,5095.9300,492.9932,-6827.7778,-3596.6436,-3181.1225,-6407.8252,1093.1819,-5499.0708,-3374.5116,-121.7805,-5327.3696,2057.4618,2759.6252,5430.9998,3706.6575,-2593.3668,-314.1756,6422.6598,-2481.3209,4155.8545,-2756.0256,4807.9173,-6645.3021,0.0000,-4508.3218,-2067.7348,4585.5122,-3646.8496,3110.2844,-3435.2096,-5322.7115,5508.9773,3994.3109,5037.8512,1782.7780,-2036.6844,3967.0113,3952.5235,2115.3193,-5456.2227,-904.7000,-4522.4876,-1379.1732,777.0485,-2907.8175,3566.4042,-2938.5884,5800.0276,6380.1992,-213.7185,5968.1578,-5121.0189,-840.7651,-4114.3695,-414.2425,-5324.1419,-3476.5355,5032.0241,431.4604,4849.7494,705.1738,4359.7620,0.0000,5370.7373,1185.9229,-1192.4261,4513.9959,2364.1950,4643.6099,4659.7110,986.2472,6465.7498,5328.2149,336.2694,4104.5349,4092.9508,1001.4111,5786.6248,4107.7381,4645.6878,-5111.0066,-1125.6335,-4225.0117,-88904.7216,-95114.5042,-90267.7206,-90633.2646,-86465.6820,-94762.8751,-100705.7899,-90485.7207,7186232.7160,7220089.7913,7213828.0955,7201161.4265,-92161.4370,7198530.5646,
300.000,-6680.3434,1458.0573,5215.6419,0.0000,0.0000,5958.8826,2513.4265,-807.5347,-2789.5173,-4058.3311,3940.9554,2860.9642,1717.2415,6666.6744,1382.5184,6691.1661,-326.8928,1531.2178,-496.1808,1667.2252,-2328.7641,-5914.5236,3488.1562,6095.9028,3794.7133,3001.8087,-553.1637,1721.3601,-2529.2998,-5312.7020,-4943.1189,1302.6710,2426.2265,-423.0771,-2322.5469,6915.1295,-2113.7476,4531.4869,2256.1974,869.8303,0.0000,4820.1830,-336.8400,-3681.6204,-5497.0977,5256.2662,-4899.5305,-1718.9605,2786.8417,2441.2643,-2369.3302,-6766.3716,-5894.4053,368.3177,-2832.1333,3441.1515,4436.4012,-6726.0750,4710.4051,6804.6986,-240.4511,-5054.9373,418.1979,963.1997,4264.3242,4188.1239,-173.5549,-4011.5498,4085.6287,6752.5608,3168.6987,3571.8987,-1383.5033,-1000.3116,3903.9454,-2392.5159,3730.8696,1345.9385,-1723.3148,0.0000,-4050.7572,-518.9147,-6460.0719,4195.8899,-4467.8354,-5032.2545,-5002.5696,2618.2170,-2417.8711,3878.5147,6303.5286,-4047.8813,2159.9757,3804.3084,2353.5681,2570.5826,-5459.1199,1891.1768,-628.5606,4961.8774,-346746.7438,-344150.3509,-345984.1221,-348131.1666,-350213.3742,-348335.5864,-341187.1024,-344936.3308,111167511.8200,111199017.3217,111176124.1459,111178363.8934,-344354.6776,111182595.1749,-1388.8071,-5007.6323,-1143.3154,0.0000,0.0000,468.1054,-4425.0046,-6810.3855,4527.2400,1559.5903,-4998.2938,5533.9978,4889.5774,964.1012,-5805.8116,-1668.1980,-6374.5649,-5209.4112,6831.6960,-52.5898,-4864.4450,3190.4842,-2860.0580,2061.1057,-2255.5159,-4168.3068,-6589.4727,-3770.1979,5330.5822,2218.2462,135.6259,5078.0221,-5313.9823,-6475.2818,3125.7498,-450.0040,5965.7194,5221.5768,-3545.7402,-530.2982,0.0000,-1509.3697,-5889.1690,3507.6762,3192.9911,1878.5811,4503.2420,4926.8901,-3755.9102,-3989.7249,-3319.1306,1195.4191,-40.4542,6175.5269,-5760.7291,4748.8939,-2059.5371,1311.8493,-1901.2408,-767.8398,6878.4998,-1103.3714,-6600.2125,6673.7356,3042.2668,1801.3942,-6606.2422,3325.9410,-3676.3354,-198.6357,4055.3036,5246.1844,-4875.2238,5322.4489,1286.0974,-6072.6549,2029.2341,6181.1034,-4164.5431,0.0000,-2254.3759,6286.6911,-2295.2996,2818.4675,5197.2964,1782.0854,1122.2467,6393.9036,-1206.4119,3394.1411,1476.5611,-2334.0443,-4394.8206,5776.1084,1025.0838,-4433.5453,-1165.9372,-5122.6642,6419.5874,1244.0976,-153996.3828,-183596.5433,-160672.5530,-162399.8267,-170718.1322,-169379.9665,-167925.9707,-165395.9619,-28859549.7997,-28872961.1303,-28848439.8239,-28843019.8037,-166261.7125,-28853330.9672,-1110.5403,4392.6220,-4412.5492,0.0000,0.0000,3335.5537,-4708.7116,-1107.6335,-4398.9808,5351.4030,-2744.4026,2980.7041,4472.2304,1536.9485,3255.8240,-571.1784,2348.0486,4158.5172,-1050.4687,-6739.5548,-4399.2008,-1541.3962,-5266.7033,2519.3465,-5292.1559,-4612.1958,-1651.2980,-5502.6978,3605.8815,3848.9294,4811.2946,4438.7793,-3729.2110,-2096.1018,5733.7500,-408.6745,2749.9210,-708.5549,5406.5858,-6873.0457,0.0000,-4699.5061,-3326.7842,4705.7770,-2488.9426,4090.2036,-1844.0969,-4540.7734,5074.7166,4999.3543,5424.8118,-11.5493,-3593.8303,2938.9207,2486.2413,3657.2034,-4872.6796,908.5935,-4730.3335,433.8124,-769.5399,-4631.8678,2004.1661,-1258.4511,4537.2367,5221.6125,-1994.7523,4558.2049,-4170.7389,983.4895,-4644.6933,-2195.6961,-4611.8821,-4322.9379,5451.8806,1937.3874,5437.9890,2455.5486,5224.9263,0.0000,4894.2685,2871.2258,626.1210,4702.6999,616.9973,4264.8622,4632.3190,-557.9895,6390.1896,4574.3432,2114.1305,5076.3574,4520.4251,-541.9691,6443.2541,4632.8461,3495.3440,-4166.6248,-2546.4450,-4684.1256,-88788.6235,-95026.2069,-90105.3664,-90711.9753,-86320.4804,-94394.4618,-100687.3223,-90567.1388,7186169.2449,7219915.2624,7214022.8251,7201459.5447,-92063.7548,7198465.5491,
600.000,-6429.1638,61.9034,4110.7728,0.0000,0.0000,6402.5672,622.7757,-1424.6593,-1191.3919,-2639.1545,2800.2854,3607.3212,3702.8572,6902.0877,-265.7052,6123.6387,-1946.8193,207.0515,1056.3568,3392.1079,-3831.0505,-5381.9113,4948.9929,5846.1052,3116.7188,953.9061,-2057.4846,-230.1645,-722.1562,-3804.2880,-5526.3685,3126.8165,400.8964,-1658.7670,-2089.4177,6643.4482,-995.8745,4907.3435,166.1598,2645.8449,0.0000,4025.0824,-2068.9633,-2145.8488,-4844.8613,5137.2042,-4159.0618,-378.1350,1623.4455,302.7122,-3968.0621,-6212.1593,-4789.8059,2059.8375,-4125.8303,3977.3333,4252.0319,-5925.9761,3747.0246,6206.8850,1281.8457,-3718.7081,-819.4937,2170.1623,5624.7246,5239.9551,-1425.0021,-5247.5800,3517.5294,6107.2030,4526.2759,4151.2689,-3193.4078,1090.2070,4262.2310,-3600.0401,4246.0953,2445.5788,-3213.2102,0.0000,-5460.2638,914.0442,-6383.1304,5248.2118,-3432.6761,-4597.6324,-4565.9992,3832.3816,-4047.2481,5466.6267,5744.9658,-4161.3700,44.6634,4806.4359,2354.1724,508.7498,-6303.5140,649.4800,1076.3023,5071.7089,-343582.7828,-340290.9374,-342295.0558,-344423.7330,-346669.1317,-344708.3078,-337693.2480,-341376.6868,111775005.2732,111807131.6732,111783513.4149,111785480.6198,-340799.3669,111790122.9044,217.1181,-6084.4427,-2968.1836,0.0000,0.0000,-1247.9042,-5383.3909,-6720.5335,5754.0400,3209.8376,-6192.9399,3988.8159,4338.5110,-240.5026,-5072.4197,-3067.5694,-6457.4418,-6257.0901,6384.5599,1205.0913,-3364.4848,4298.1086,-3299.0026,250.5428,-4175.1635,-4256.4575,-5767.6694,-4647.0426,4955.1326,3604.8191,1902.2944,3934.1736,-5284.8845,-5522.5465,4903.7578,-1051.9325,6750.5474,4710.5783,-4199.1386,807.6844,0.0000,-3492.4202,-4890.0740,4972.2632,4692.0450,-207.6503,5509.8157,6082.2959,-5317.7796,-4130.2969,-1824.7991,2321.9820,1432.2601,6338.0332,-5462.6776,2973.3935,-3926.7185,2398.1599,-3803.7095,-1920.3895,6430.2169,156.4482,-6860.4297,6481.0353,2938.9632,2888.3328,-5741.7647,3655.2936,-5248.8479,-1412.3799,2383.1229,3748.6182,-5025.4115,4967.4525,-869.3246,-4793.0064,-89.5450,4962.3067,-2600.2605,0.0000,-910.3594,5395.8953,-984.8420,958.5106,5844.9245,3733.4880,3170.9205,5404.1552,86.3696,2567.7882,8.6477,-197.4043,-5001.0783,4575.1740,-1186.9695,-5076.5915,170.3449,-6252.9716,5769.4577,-906.2813,-161213.2637,-190780.6855,-167920.2871,-169710.5941,-178017.2094,-176617.2730,-175205.9369,-172281.5201,-26421046.7220,-26434433.8429,-26410580.5892,-26405057.3875,-173525.1325,-26414897.4650,-2534.5627,3082.5804,-4719.4447,0.0000,0.0000,2078.0309,-4324.0798,1018.7711,-3618.5707,5501.8657,-1355.8448,4329.2012,3786.7541,-268.2591,4515.9584,974.7339,889.1616,2758.4007,-2481.2921,-5936.9296,-4737.1105,266.0852,-3563.9572,3673.2715,-4510.4242,-5351.0137,-2994.8115,-5079.8329,4765.7340,4525.4310,3670.4073,4683.2516,-4465.9384,-3642.3565,4432.9738,1707.5433,1045.6196,1414.2166,5406.9787,-6374.0301,0.0000,-4381.4760,-4204.3584,4322.5094,-1052.1728,4630.5742,-53.2359,-3270.5401,4091.3604,5450.4618,5195.2856,-1804.6374,-4761.8683,1584.7818,748.1855,4804.4448,-3762.4103,2623.7035,-4434.7597,2198.8516,-2233.4646,-5863.6848,225.2708,560.7801,2789.2455,3505.5698,-3559.5039,2659.3848,-2768.3379,2697.4421,-4678.8408,-3719.0749,-3389.6405,-4706.7553,5263.1606,3224.3865,5437.8269,3925.7848,5524.6373,0.0000,3849.9538,4249.0324,2376.1579,4382.9163,-1197.7938,3410.3206,4105.2269,-2042.4458,5635.4493,3323.0438,3653.3892,5498.5079,4405.2445,-2027.4308,6414.4784,4657.9495,1909.9484,-2764.5362,-3694.9549,-4643.6402,-88673.1406,-94937.6140,-89946.6855,-90794.0818,-86178.3377,-94020.0412,-100664.1237,-90756.6288,7186111.2166,7219738.3957,7214206.3367,7201750.0392,-91966.0174,7198400.4165,
