sl_100_5400_20290707 Coordinates.csv
2029/07/07 07:47:00.0000 UTC

Generated: Tue Oct  8 21:45:30 2024,
Start: 2029/07/07 07:47:00.00, Stop: 2029/07/07 09:17:00.00,
TIME_UNITS,STARLINK-32128 - X-Coordinate,STARLINK-31779 - X-Coordinate,STARLINK-2363 - X-Coordinate,STARLINK-5045 - X-Coordinate,STARLINK-30898 - X-Coordinate,STARLINK-1686 - X-Coordinate,STARLINK-30356 - X-Coordinate,STARLINK-5772 - X-Coordinate,STARLINK-5677 - X-Coordinate,STARLINK-32277 - X-Coordinate,STARLINK-31171 - X-Coordinate,STARLINK-11100 [DTC] - X-Coordinate,STARLINK-2605 - X-Coordinate,STARLINK-5477 - X-Coordinate,STARLINK-5179 - X-Coordinate,STARLINK-4576 - X-Coordinate,STARLINK-2613 - X-Coordinate,STARLINK-5326 - X-Coordinate,STARLINK-4652 - X-Coordinate,STARLINK-1627 - X-Coordinate,STARLINK-2550 - X-Coordinate,STARLINK-11283 [DTC] - X-Coordinate,STARLINK-3073 - X-Coordinate,STARLINK-30161 - X-Coordinate,STARLINK-5611 - X-Coordinate,STARLINK-31933 - X-Coordinate,STARLINK-6054 - X-Coordinate,STARLINK-5643 - X-Coordinate,STARLINK-3558 - X-Coordinate,STARLINK-30790 - X-Coordinate,STARLINK-3845 - X-Coordinate,STARLINK-4642 - X-Coordinate,STARLINK-30875 - X-Coordinate,STARLINK-31670 - X-Coordinate,STARLINK-30827 - X-Coordinate,STARLINK-3806 - X-Coordinate,STARLINK-2013 - X-Coordinate,STARLINK-31594 - X-Coordinate,STARLINK-31375 - X-Coordinate,STARLINK-2355 - X-Coordinate,STARLINK-31943 - X-Coordinate,STARLINK-31738 - X-Coordinate,STARLINK-3840 - X-Coordinate,STARLINK-31783 - X-Coordinate,STARLINK-2409 - X-Coordinate,STARLINK-1282 - X-Coordinate,STARLINK-3545 - X-Coordinate,STARLINK-3894 - X-Coordinate,STARLINK-30217 - X-Coordinate,STARLINK-11191 [DTC] - X-Coordinate,STARLINK-1453 - X-Coordinate,STARLINK-30229 - X-Coordinate,STARLINK-3078 - X-Coordinate,STARLINK-4091 - X-Coordinate,STARLINK-5799 - X-Coordinate,STARLINK-31104 - X-Coordinate,STARLINK-2123 - X-Coordinate,STARLINK-4409 - X-Coordinate,STARLINK-4465 - X-Coordinate,STARLINK-5606 - X-Coordinate,STARLINK-2153 - X-Coordinate,STARLINK-4209 - X-Coordinate,STARLINK-4043 - X-Coordinate,STARLINK-1470 - X-Coordinate,STARLINK-5564 - X-Coordinate,STARLINK-5148 - X-Coordinate,STARLINK-30188 - X-Coordinate,STARLINK-31270 - X-Coordinate,STARLINK-4632 - X-Coordinate,STARLINK-2336 - X-Coordinate,STARLINK-5806 - X-Coordinate,STARLINK-5890 - X-Coordinate,STARLINK-31952 - X-Coordinate,STARLINK-31508 - X-Coordinate,STARLINK-31263 - X-Coordinate,STARLINK-4527 - X-Coordinate,STARLINK-1235 - X-Coordinate,STARLINK-5049 - X-Coordinate,STARLINK-30249 - X-Coordinate,STARLINK-5460 - X-Coordinate,STARLINK-5305 - X-Coordinate,STARLINK-6153 - X-Coordinate,STARLINK-30321 - X-Coordinate,STARLINK-1788 - X-Coordinate,STARLINK-1225 - X-Coordinate,STARLINK-6183 - X-Coordinate,STARLINK-11124 [DTC] - X-Coordinate,STARLINK-31515 - X-Coordinate,STARLINK-1954 - X-Coordinate,STARLINK-31291 - X-Coordinate,STARLINK-3369 - X-Coordinate,STARLINK-31465 - X-Coordinate,STARLINK-5446 - X-Coordinate,STARLINK-4646 - X-Coordinate,STARLINK-5776 - X-Coordinate,STARLINK-30838 - X-Coordinate,STARLINK-2631 - X-Coordinate,STARLINK-6040 - X-Coordinate,STARLINK-30798 - X-Coordinate,STARLINK-31630 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-32128 - Y-Coordinate,STARLINK-31779 - Y-Coordinate,STARLINK-2363 - Y-Coordinate,STARLINK-5045 - Y-Coordinate,STARLINK-30898 - Y-Coordinate,STARLINK-1686 - Y-Coordinate,STARLINK-30356 - Y-Coordinate,STARLINK-5772 - Y-Coordinate,STARLINK-5677 - Y-Coordinate,STARLINK-32277 - Y-Coordinate,STARLINK-31171 - Y-Coordinate,STARLINK-11100 [DTC] - Y-Coordinate,STARLINK-2605 - Y-Coordinate,STARLINK-5477 - Y-Coordinate,STARLINK-5179 - Y-Coordinate,STARLINK-4576 - Y-Coordinate,STARLINK-2613 - Y-Coordinate,STARLINK-5326 - Y-Coordinate,STARLINK-4652 - Y-Coordinate,STARLINK-1627 - Y-Coordinate,STARLINK-2550 - Y-Coordinate,STARLINK-11283 [DTC] - Y-Coordinate,STARLINK-3073 - Y-Coordinate,STARLINK-30161 - Y-Coordinate,STARLINK-5611 - Y-Coordinate,STARLINK-31933 - Y-Coordinate,STARLINK-6054 - Y-Coordinate,STARLINK-5643 - Y-Coordinate,STARLINK-3558 - Y-Coordinate,STARLINK-30790 - Y-Coordinate,STARLINK-3845 - Y-Coordinate,STARLINK-4642 - Y-Coordinate,STARLINK-30875 - Y-Coordinate,STARLINK-31670 - Y-Coordinate,STARLINK-30827 - Y-Coordinate,STARLINK-3806 - Y-Coordinate,STARLINK-2013 - Y-Coordinate,STARLINK-31594 - Y-Coordinate,STARLINK-31375 - Y-Coordinate,STARLINK-2355 - Y-Coordinate,STARLINK-31943 - Y-Coordinate,STARLINK-31738 - Y-Coordinate,STARLINK-3840 - Y-Coordinate,STARLINK-31783 - Y-Coordinate,STARLINK-2409 - Y-Coordinate,STARLINK-1282 - Y-Coordinate,STARLINK-3545 - Y-Coordinate,STARLINK-3894 - Y-Coordinate,STARLINK-30217 - Y-Coordinate,STARLINK-11191 [DTC] - Y-Coordinate,STARLINK-1453 - Y-Coordinate,STARLINK-30229 - Y-Coordinate,STARLINK-3078 - Y-Coordinate,STARLINK-4091 - Y-Coordinate,STARLINK-5799 - Y-Coordinate,STARLINK-31104 - Y-Coordinate,STARLINK-2123 - Y-Coordinate,STARLINK-4409 - Y-Coordinate,STARLINK-4465 - Y-Coordinate,STARLINK-5606 - Y-Coordinate,STARLINK-2153 - Y-Coordinate,STARLINK-4209 - Y-Coordinate,STARLINK-4043 - Y-Coordinate,STARLINK-1470 - Y-Coordinate,STARLINK-5564 - Y-Coordinate,STARLINK-5148 - Y-Coordinate,STARLINK-30188 - Y-Coordinate,STARLINK-31270 - Y-Coordinate,STARLINK-4632 - Y-Coordinate,STARLINK-2336 - Y-Coordinate,STARLINK-5806 - Y-Coordinate,STARLINK-5890 - Y-Coordinate,STARLINK-31952 - Y-Coordinate,STARLINK-31508 - Y-Coordinate,STARLINK-31263 - Y-Coordinate,STARLINK-4527 - Y-Coordinate,STARLINK-1235 - Y-Coordinate,STARLINK-5049 - Y-Coordinate,STARLINK-30249 - Y-Coordinate,STARLINK-5460 - Y-Coordinate,STARLINK-5305 - Y-Coordinate,STARLINK-6153 - Y-Coordinate,STARLINK-30321 - Y-Coordinate,STARLINK-1788 - Y-Coordinate,STARLINK-1225 - Y-Coordinate,STARLINK-6183 - Y-Coordinate,STARLINK-11124 [DTC] - Y-Coordinate,STARLINK-31515 - Y-Coordinate,STARLINK-1954 - Y-Coordinate,STARLINK-31291 - Y-Coordinate,STARLINK-3369 - Y-Coordinate,STARLINK-31465 - Y-Coordinate,STARLINK-5446 - Y-Coordinate,STARLINK-4646 - Y-Coordinate,STARLINK-5776 - Y-Coordinate,STARLINK-30838 - Y-Coordinate,STARLINK-2631 - Y-Coordinate,STARLINK-6040 - Y-Coordinate,STARLINK-30798 - Y-Coordinate,STARLINK-31630 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-32128 - Z-Coordinate,STARLINK-31779 - Z-Coordinate,STARLINK-2363 - Z-Coordinate,STARLINK-5045 - Z-Coordinate,STARLINK-30898 - Z-Coordinate,STARLINK-1686 - Z-Coordinate,STARLINK-30356 - Z-Coordinate,STARLINK-5772 - Z-Coordinate,STARLINK-5677 - Z-Coordinate,STARLINK-32277 - Z-Coordinate,STARLINK-31171 - Z-Coordinate,STARLINK-11100 [DTC] - Z-Coordinate,STARLINK-2605 - Z-Coordinate,STARLINK-5477 - Z-Coordinate,STARLINK-5179 - Z-Coordinate,STARLINK-4576 - Z-Coordinate,STARLINK-2613 - Z-Coordinate,STARLINK-5326 - Z-Coordinate,STARLINK-4652 - Z-Coordinate,STARLINK-1627 - Z-Coordinate,STARLINK-2550 - Z-Coordinate,STARLINK-11283 [DTC] - Z-Coordinate,STARLINK-3073 - Z-Coordinate,STARLINK-30161 - Z-Coordinate,STARLINK-5611 - Z-Coordinate,STARLINK-31933 - Z-Coordinate,STARLINK-6054 - Z-Coordinate,STARLINK-5643 - Z-Coordinate,STARLINK-3558 - Z-Coordinate,STARLINK-30790 - Z-Coordinate,STARLINK-3845 - Z-Coordinate,STARLINK-4642 - Z-Coordinate,STARLINK-30875 - Z-Coordinate,STARLINK-31670 - Z-Coordinate,STARLINK-30827 - Z-Coordinate,STARLINK-3806 - Z-Coordinate,STARLINK-2013 - Z-Coordinate,STARLINK-31594 - Z-Coordinate,STARLINK-31375 - Z-Coordinate,STARLINK-2355 - Z-Coordinate,STARLINK-31943 - Z-Coordinate,STARLINK-31738 - Z-Coordinate,STARLINK-3840 - Z-Coordinate,STARLINK-31783 - Z-Coordinate,STARLINK-2409 - Z-Coordinate,STARLINK-1282 - Z-Coordinate,STARLINK-3545 - Z-Coordinate,STARLINK-3894 - Z-Coordinate,STARLINK-30217 - Z-Coordinate,STARLINK-11191 [DTC] - Z-Coordinate,STARLINK-1453 - Z-Coordinate,STARLINK-30229 - Z-Coordinate,STARLINK-3078 - Z-Coordinate,STARLINK-4091 - Z-Coordinate,STARLINK-5799 - Z-Coordinate,STARLINK-31104 - Z-Coordinate,STARLINK-2123 - Z-Coordinate,STARLINK-4409 - Z-Coordinate,STARLINK-4465 - Z-Coordinate,STARLINK-5606 - Z-Coordinate,STARLINK-2153 - Z-Coordinate,STARLINK-4209 - Z-Coordinate,STARLINK-4043 - Z-Coordinate,STARLINK-1470 - Z-Coordinate,STARLINK-5564 - Z-Coordinate,STARLINK-5148 - Z-Coordinate,STARLINK-30188 - Z-Coordinate,STARLINK-31270 - Z-Coordinate,STARLINK-4632 - Z-Coordinate,STARLINK-2336 - Z-Coordinate,STARLINK-5806 - Z-Coordinate,STARLINK-5890 - Z-Coordinate,STARLINK-31952 - Z-Coordinate,STARLINK-31508 - Z-Coordinate,STARLINK-31263 - Z-Coordinate,STARLINK-4527 - Z-Coordinate,STARLINK-1235 - Z-Coordinate,STARLINK-5049 - Z-Coordinate,STARLINK-30249 - Z-Coordinate,STARLINK-5460 - Z-Coordinate,STARLINK-5305 - Z-Coordinate,STARLINK-6153 - Z-Coordinate,STARLINK-30321 - Z-Coordinate,STARLINK-1788 - Z-Coordinate,STARLINK-1225 - Z-Coordinate,STARLINK-6183 - Z-Coordinate,STARLINK-11124 [DTC] - Z-Coordinate,STARLINK-31515 - Z-Coordinate,STARLINK-1954 - Z-Coordinate,STARLINK-31291 - Z-Coordinate,STARLINK-3369 - Z-Coordinate,STARLINK-31465 - Z-Coordinate,STARLINK-5446 - Z-Coordinate,STARLINK-4646 - Z-Coordinate,STARLINK-5776 - Z-Coordinate,STARLINK-30838 - Z-Coordinate,STARLINK-2631 - Z-Coordinate,STARLINK-6040 - Z-Coordinate,STARLINK-30798 - Z-Coordinate,STARLINK-31630 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,4355.1026,-3103.6071,6551.0556,-2182.6078,-6723.9499,3187.3315,-229.7323,-6441.2843,3056.5178,-2521.9427,4915.1274,-4471.6316,4803.0765,-3519.9938,-3529.7999,-475.0376,-2950.8454,-1210.8155,-1121.6415,3999.0045,2255.1045,-3450.9019,-5376.8383,86.7372,-606.5987,-2809.8195,-2580.8152,4033.6949,-793.9889,-5230.0623,-6445.4283,-5865.1010,1325.9328,-1228.8600,-4331.5804,-2049.6111,3692.4341,1244.3702,0.0000,-1493.1134,-5287.0541,5565.8182,0.0000,-6204.3111,-1960.7544,5720.6463,4704.9626,-1479.0556,3249.9035,-5890.1278,-5354.0193,6262.7574,-3455.2248,-2506.8062,-2101.3319,-2827.3253,-673.5827,5630.0513,-557.7757,5278.0926,-6812.6907,3491.3462,2820.3568,5356.2039,-5276.7899,-1390.7086,3894.2155,701.4134,-3499.2872,285.1548,4519.9699,6632.1322,-5031.7637,4627.3143,2574.9270,-2402.5147,0.0000,-5378.9625,5364.8181,2442.4820,-2377.2916,4736.4786,2253.4340,-2792.8758,3152.2100,-4625.3516,1816.5541,5253.2884,-6607.1660,-5750.4519,3819.8358,6750.8075,-5120.2024,5219.4072,5102.2659,-5875.2775,3964.9299,4077.4783,-1669.5825,0.0000,-383551.2566,-349813.6397,-371194.0218,-370807.3397,-364475.3712,-364653.7859,-362560.7290,-364813.7837,154548292.4933,154556489.3196,154582586.9660,154562991.1423,-365576.4802,154558374.2481,-3901.9584,4425.1271,-495.5350,3841.0851,1119.1277,2741.4414,-5072.9539,881.7907,4710.4294,4275.2621,-4360.3274,647.1000,-4183.5610,-3682.6753,-2909.1322,6330.9198,4943.8755,-4635.4167,4238.3870,1167.7872,-6092.3072,-2292.1070,1600.4266,-6705.0234,2321.8109,-4127.8272,5115.2238,-2186.4784,4452.3503,-970.2168,-2239.6677,-561.0050,6654.0393,6251.5803,5192.3026,6466.9389,-2183.1267,-5728.0999,0.0000,5880.1789,-1069.5266,1434.6879,0.0000,-2864.0646,-3624.7080,-1904.1005,-3252.1836,-6740.7550,3883.0002,-1732.4778,2589.6001,2442.7670,5268.4077,-6124.9630,6446.1496,5403.8600,-5051.1250,-3593.3362,-889.3791,2012.4192,-550.3734,2658.4264,5667.0442,-4282.4912,-474.6181,-6478.4761,3340.1250,4971.2961,3730.9059,-5206.3018,3019.4127,1560.6922,-1166.1818,-1912.4836,-3895.2184,4140.4242,0.0000,3483.2153,2243.6807,6096.7224,686.6169,5088.5099,-4602.0754,-6158.5821,-4168.4496,4839.3065,-3665.4817,3644.9147,1157.8557,-2439.4919,5699.0002,371.9898,2298.2637,1153.8998,828.0330,2953.3896,1016.2602,5293.7067,4741.2298,0.0000,54679.3911,60771.6331,60801.5752,57770.4077,52036.8411,54331.1574,61353.7197,59672.2133,90735936.8380,90717171.1751,90711563.9762,90717029.1000,59331.2234,90721377.4080,3560.0160,4155.8220,1809.8222,-5244.3049,-554.3446,5280.8407,-4732.3661,2386.7024,3995.3328,4686.4432,-1922.0812,-5014.8228,2263.3490,4713.1748,5156.9461,2702.9627,-3803.7138,-5032.4570,-5349.0402,5439.8731,2183.3515,5266.5351,-4119.4906,-1591.3559,6487.9008,-4653.1201,-3928.3719,5163.1826,5214.2671,4419.2229,-984.5575,-3626.2530,-1128.6625,2378.0892,1317.7072,1291.0739,-5423.5202,-3550.8512,0.0000,2641.5304,4086.7273,3616.0416,0.0000,-286.3560,-5468.1209,-3367.6861,-3867.3038,-288.8949,4704.3165,-2755.4822,3469.5726,1658.8946,-2943.5220,1987.9469,-1465.2968,3000.9303,4634.4626,-1875.8403,-6919.4034,4033.4558,1003.1972,-5335.5963,-2776.5641,-683.3522,4438.0567,-1943.5108,4641.7361,4635.8492,4559.7744,-4406.4049,-4285.5055,-1243.2160,4359.2531,4629.6573,4954.5951,4925.4178,0.0000,-2641.3114,-3726.1910,2268.8120,-6488.4140,-573.2385,4504.0145,-1368.5458,4419.2301,1789.2156,5143.5546,-2414.5357,1509.8232,2754.8066,503.6543,1176.7764,-3937.4550,4356.8730,4599.5949,-2241.4585,5402.4562,1920.6562,-4637.0813,0.0000,154108.9052,151870.1659,153501.8323,152818.2085,157198.1269,149114.7741,142913.6430,149950.3499,-16645049.4569,-16682047.1007,-16654884.6488,-16651585.7753,151499.2415,-16655235.8100,
300.000,3800.1817,-1659.8187,6585.7580,-674.7787,-6320.7243,4062.4323,-2344.0294,-6396.6242,4201.9580,-1352.1562,4197.9387,-4719.2623,4138.8970,-3116.6370,-5144.3948,805.8329,-1072.5625,-2451.4369,723.8541,4674.7022,727.2017,-4103.3490,-6026.7094,-1473.7607,1406.1441,-4439.9132,-1194.0358,2056.7261,1028.2987,-4928.7877,-6757.5979,-4894.5319,2709.7885,536.4189,-3133.0328,-673.3677,2852.4928,-714.2558,0.0000,-266.9951,-4886.8453,6330.2932,0.0000,-6577.5113,-3738.7484,4240.0864,4349.5038,-2589.3293,4791.2598,-5296.1078,-5206.1449,6194.1744,-3181.7814,-3369.5447,-441.9124,-1448.1051,-2245.3087,6072.2382,667.3967,6401.7988,-6829.8080,4112.7647,3584.7676,4191.4993,-4792.6029,-2460.0730,4905.0697,2800.2437,-2638.8218,-1456.1574,5820.5988,6917.5916,-4842.7498,3718.0385,437.3255,-1138.6373,0.0000,-3791.9074,6362.8998,3182.2679,-1155.8071,5684.6177,214.0962,-3638.4623,1119.5566,-3547.6713,-396.4535,6317.9392,-6445.0403,-6615.3060,4554.6919,6167.8548,-3436.0265,4448.0754,5506.1192,-5294.8991,4163.5485,4046.9766,469.7045,0.0000,-384554.0176,-350886.4858,-372279.8970,-371834.3197,-365590.1928,-365784.9831,-363715.3293,-365557.0115,152532259.6187,152540148.4137,152566737.5647,152547587.4198,-366717.5297,152542281.6784,-5335.8839,5769.1719,-1759.0575,5196.1288,2276.3058,717.1893,-4762.6057,2486.7956,2971.3406,5704.9244,-5403.7232,2617.5825,-5324.5599,-1864.8114,-1762.9359,6782.7881,4746.4500,-5521.6312,5115.3761,-852.6831,-5714.6709,-174.5962,2631.7115,-6056.1054,3118.2925,-2709.4973,4212.1756,-2353.4535,5270.7189,1147.2604,-1069.6614,1006.4838,5785.2000,5765.5090,6133.3919,6198.0692,-4088.9705,-5246.9029,0.0000,6552.0207,1024.6559,-244.4642,0.0000,-1381.5538,-2374.0683,-2921.0922,-4805.4139,-6218.9681,2410.1078,-123.6013,4094.0308,749.5828,6112.8981,-4872.7227,6315.5533,6432.4711,-3714.1417,-3329.7751,-2732.5586,1589.4227,664.1701,579.7507,4181.8709,-4906.1879,1612.1902,-5410.2614,1433.4739,4584.0930,2120.0891,-4152.0230,1533.6583,72.0374,998.2132,-3848.0400,-4090.2212,5570.4108,0.0000,4415.9839,699.3395,6177.9992,2522.1636,3922.9959,-4326.8730,-5020.4189,-4266.9303,5947.5087,-3997.1898,2418.8025,2382.3516,-1006.1155,4628.0444,-894.5300,3235.6036,-695.4624,-1209.6787,4427.7789,-1168.5300,4159.4025,5093.9134,0.0000,46498.6096,53319.4357,53196.8800,50152.6146,44279.4144,46676.5752,53564.5581,51777.3860,94092752.7763,94074011.1688,94069082.5630,94074230.6662,51602.7340,94078253.8625,1995.9434,3235.2162,10.5514,-4422.9430,1267.3491,5342.5880,-4472.3022,942.7886,4581.9649,3500.2786,-130.5816,-4053.4396,493.3866,5910.8695,4238.2068,992.2401,-4893.1123,-3429.8774,-4597.9617,4937.6620,3708.6027,5294.3868,-2274.0863,-2943.3546,6013.4528,-4419.3558,-5395.2729,6156.8884,4338.4045,4712.7324,835.1815,-4785.7198,-2552.0806,3563.1997,-221.6534,2964.7080,-4790.9685,-4350.2916,0.0000,902.8843,4566.8176,2450.1550,0.0000,1260.9476,-5221.6959,-4602.9389,-2376.8266,1517.5562,4360.5991,-4151.8452,1890.7112,2997.9664,-915.2646,3553.1196,-2836.4557,1659.3381,5347.4240,354.8358,-6408.3081,2170.8348,-810.3660,-5520.5926,-4177.4859,-2423.6423,4711.0464,-3517.3863,4664.0731,4225.1329,5956.3344,-5219.8069,-3416.6219,295.4012,4607.2995,4228.5675,5423.7993,3856.2534,0.0000,-3764.3915,-2591.0931,181.8133,-6366.1475,966.9238,5268.3214,-3028.6287,5231.1044,282.1013,5201.5005,-967.2841,-296.6244,1363.6506,2264.8685,2866.9594,-4973.3321,5221.6418,4013.6796,-779.8650,5219.7316,3822.6239,-4538.7287,0.0000,154133.5818,151889.5463,153605.0588,152686.6517,157286.0032,149433.7465,142883.1847,150231.5145,-16647490.4480,-16684410.0695,-16657774.9589,-16654697.3931,151544.0284,-16657821.0042,
600.000,2876.6823,-77.0134,5934.9597,858.6923,-5262.4062,4561.4130,-4233.1731,-5734.7557,4975.7269,-81.9927,3050.1137,-4503.9520,3038.0085,-2468.3624,-6257.0154,1994.8954,939.0054,-3406.1529,2463.8296,4923.2964,-909.4583,-4367.3390,-6081.6281,-2916.2698,3239.6680,-5643.7835,366.2997,-136.7503,2714.9760,-4191.2824,-6392.0859,-3469.1818,3849.5211,2275.1299,-1623.0200,800.3342,1782.4378,-2626.2696,0.0000,978.5474,-4019.1763,6451.9742,0.0000,-6290.0008,-5164.4419,2343.8516,3583.0311,-3457.4712,5888.5802,-4159.7587,-4550.3125,5540.6504,-2595.9358,-3936.1882,1283.1665,63.7892,-3640.2699,5849.5203,1897.2231,6869.6849,-6165.0304,4385.8209,4039.7092,2590.4988,-3883.5660,-3323.7267,5478.5395,4615.1438,-1414.3713,-3090.5479,6567.5428,6529.7945,-4192.2704,2470.7986,-1748.6075,198.9012,0.0000,-1834.2841,6745.3264,3596.4498,111.6187,6098.0256,-1869.6666,-4153.0437,-1040.4202,-2128.1040,-2554.4945,6739.8654,-5629.1032,-6808.8286,4850.9463,4962.7063,-1410.3502,3277.7261,5408.5680,-4209.5808,3983.1783,3649.2784,2551.9443,0.0000,-385381.0767,-351802.3081,-373199.9214,-372691.3940,-366540.5054,-366758.4325,-364704.0896,-366222.2046,150443330.5823,150450910.2845,150477967.8310,150459220.8011,-367695.2372,150453290.6298,-6213.6143,6535.6899,-2839.2867,6048.0523,3213.0315,-1359.2384,-4036.3737,3842.1386,953.2843,6554.0417,-5890.4615,4286.3452,-5894.2450,173.0997,-486.2435,6557.6277,4123.8883,-5872.9878,5524.2802,-2759.3365,-4777.7454,1943.3262,3370.8270,-4818.2132,3666.7927,-1052.0306,2930.1901,-2359.6133,5599.5351,3164.8689,217.2833,2519.0677,4342.3068,4707.1941,6469.3537,5324.6325,-5599.5077,-4274.1173,0.0000,6479.9151,3029.7627,-1876.5999,0.0000,252.1809,-932.4518,-3698.6053,-5865.8562,-5071.1951,736.9747,1537.5255,5172.1614,-1039.4176,6331.2713,-3128.7441,5589.1776,6799.3944,-2040.6841,-2707.4406,-4240.9138,1033.1022,1821.5496,-1541.4089,2275.7212,-5059.8620,3556.8972,-3803.0833,-591.4714,3774.8875,322.3582,-2710.9739,-70.9546,-1426.5319,3066.7656,-5401.9589,-3922.2939,6449.6851,0.0000,4957.2537,-889.9551,5632.6573,4146.6456,2377.3166,-3660.6014,-3371.0580,-3987.0590,6477.1465,-3928.3345,956.6601,3368.7141,516.0484,3075.6582,-2102.0907,3899.5997,-2512.3923,-3111.5830,5470.2811,-3220.5347,2577.2356,4976.2691,0.0000,38300.3649,45849.0340,45570.6967,42521.5483,36501.8947,39011.7778,45753.0611,43862.4780,97404785.2404,97386052.6024,97381822.3870,97386711.4352,43852.5599,97390343.7972,210.2007,1951.1410,-1789.9366,-3113.3885,2947.5229,4787.5899,-3736.1265,-602.3530,4670.2309,1922.5054,1675.4210,-2622.9063,-1333.5002,6479.6972,2859.0874,-826.1842,-5452.8550,-1462.7725,-3352.2332,3889.8366,4823.1682,4697.2635,-187.9681,-3974.9997,4894.0411,-3690.9923,-6290.3127,6486.5704,2993.1585,4499.1067,2563.8811,-5431.1026,-3696.0252,4344.5336,-1736.8595,4317.1229,-3642.7720,-4668.6388,0.0000,-946.4740,4522.6987,1005.5430,0.0000,2667.5557,-4397.0492,-5340.9449,-628.7502,3159.5491,3546.8596,-5063.7612,105.4305,4014.8242,1210.1685,4734.2821,-3904.7005,129.4554,5478.4919,2547.4780,-5233.4119,76.9430,-2536.2896,-5110.4999,-5128.1854,-3900.0672,4476.1888,-4710.8028,4185.2411,3343.3088,6695.2210,-5450.1751,-2180.5315,1802.2409,4324.6205,3353.0267,5282.1366,2363.5521,0.0000,-4484.8279,-1175.4661,-1924.5478,-5569.0331,2405.3278,5442.5997,-4360.1706,5462.7085,-1255.2731,4609.5396,588.0882,-2070.5618,-180.2707,3777.7349,4240.6028,-5460.5179,5519.9234,2996.4424,764.7661,4441.6664,5318.7933,-3935.5711,0.0000,154157.9990,151908.8035,153704.2758,152551.8822,157370.7179,149758.4119,142857.2807,150617.9065,-16649936.2362,-16686767.9626,-16660665.4048,-16657839.3529,151588.7298,-16660406.3242,
