sl_100_86400_20290625 Coordinates.csv
2029/06/25 07:47:00.0000 UTC

Generated: Tue Oct  8 21:48:49 2024,
Start: 2029/06/25 07:47:00.00, Stop: 2029/06/26 07:47:00.00,
TIME_UNITS,STARLINK-5310 - X-Coordinate,STARLINK-3615 - X-Coordinate,STARLINK-1524 - X-Coordinate,STARLINK-5648 - X-Coordinate,STARLINK-31092 - X-Coordinate,STARLINK-31766 - X-Coordinate,STARLINK-5698 - X-Coordinate,STARLINK-1733 - X-Coordinate,STARLINK-4347 - X-Coordinate,STARLINK-6099 - X-Coordinate,STARLINK-5366 - X-Coordinate,STARLINK-2291 - X-Coordinate,STARLINK-2471 - X-Coordinate,STARLINK-5094 - X-Coordinate,STARLINK-31455 - X-Coordinate,STARLINK-31660 - X-Coordinate,STARLINK-3736 - X-Coordinate,STARLINK-5452 - X-Coordinate,STARLINK-6334 - X-Coordinate,STARLINK-5734 - X-Coordinate,STARLINK-6133 - X-Coordinate,STARLINK-2549 - X-Coordinate,STARLINK-5840 - X-Coordinate,STARLINK-30461 - X-Coordinate,STARLINK-5550 - X-Coordinate,STARLINK-4091 - X-Coordinate,STARLINK-2364 - X-Coordinate,STARLINK-31861 - X-Coordinate,STARLINK-6194 - X-Coordinate,STARLINK-31900 - X-Coordinate,STARLINK-2699 - X-Coordinate,STARLINK-32250 - X-Coordinate,STARLINK-30277 - X-Coordinate,STARLINK-30117 - X-Coordinate,STARLINK-3338 - X-Coordinate,STARLINK-2147 - X-Coordinate,STARLINK-31776 - X-Coordinate,STARLINK-6341 - X-Coordinate,STARLINK-1029 - X-Coordinate,STARLINK-4599 - X-Coordinate,STARLINK-4095 - X-Coordinate,STARLINK-5280 - X-Coordinate,STARLINK-3566 - X-Coordinate,STARLINK-4355 - X-Coordinate,STARLINK-2620 - X-Coordinate,STARLINK-31905 - X-Coordinate,STARLINK-4648 - X-Coordinate,STARLINK-4383 - X-Coordinate,STARLINK-4694 - X-Coordinate,STARLINK-3326 - X-Coordinate,STARLINK-5690 - X-Coordinate,STARLINK-4731 - X-Coordinate,STARLINK-1591 - X-Coordinate,STARLINK-32103 - X-Coordinate,STARLINK-3538 - X-Coordinate,STARLINK-31276 - X-Coordinate,STARLINK-32017 - X-Coordinate,STARLINK-6104 - X-Coordinate,STARLINK-32025 - X-Coordinate,STARLINK-32173 - X-Coordinate,STARLINK-4349 - X-Coordinate,STARLINK-30951 - X-Coordinate,STARLINK-2198 - X-Coordinate,STARLINK-30522 - X-Coordinate,STARLINK-5705 - X-Coordinate,STARLINK-30900 - X-Coordinate,STARLINK-30106 - X-Coordinate,STARLINK-5302 - X-Coordinate,STARLINK-11116 [DTC] - X-Coordinate,STARLINK-3059 - X-Coordinate,STARLINK-3327 - X-Coordinate,STARLINK-2464 - X-Coordinate,STARLINK-31650 - X-Coordinate,STARLINK-11141 [DTC] - X-Coordinate,STARLINK-3219 - X-Coordinate,STARLINK-1460 - X-Coordinate,STARLINK-31747 - X-Coordinate,STARLINK-31171 - X-Coordinate,STARLINK-4790 - X-Coordinate,STARLINK-3835 - X-Coordinate,STARLINK-1304 - X-Coordinate,STARLINK-5079 - X-Coordinate,STARLINK-31997 - X-Coordinate,STARLINK-30510 - X-Coordinate,STARLINK-31051 - X-Coordinate,STARLINK-1559 - X-Coordinate,STARLINK-5227 - X-Coordinate,STARLINK-6071 - X-Coordinate,STARLINK-31264 - X-Coordinate,STARLINK-3807 - X-Coordinate,STARLINK-11126 [DTC] - X-Coordinate,STARLINK-2648 - X-Coordinate,STARLINK-31429 - X-Coordinate,STARLINK-4179 - X-Coordinate,STARLINK-3560 - X-Coordinate,STARLINK-2106 - X-Coordinate,STARLINK-5881 - X-Coordinate,STARLINK-2184 - X-Coordinate,STARLINK-4342 - X-Coordinate,STARLINK-4710 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5310 - Y-Coordinate,STARLINK-3615 - Y-Coordinate,STARLINK-1524 - Y-Coordinate,STARLINK-5648 - Y-Coordinate,STARLINK-31092 - Y-Coordinate,STARLINK-31766 - Y-Coordinate,STARLINK-5698 - Y-Coordinate,STARLINK-1733 - Y-Coordinate,STARLINK-4347 - Y-Coordinate,STARLINK-6099 - Y-Coordinate,STARLINK-5366 - Y-Coordinate,STARLINK-2291 - Y-Coordinate,STARLINK-2471 - Y-Coordinate,STARLINK-5094 - Y-Coordinate,STARLINK-31455 - Y-Coordinate,STARLINK-31660 - Y-Coordinate,STARLINK-3736 - Y-Coordinate,STARLINK-5452 - Y-Coordinate,STARLINK-6334 - Y-Coordinate,STARLINK-5734 - Y-Coordinate,STARLINK-6133 - Y-Coordinate,STARLINK-2549 - Y-Coordinate,STARLINK-5840 - Y-Coordinate,STARLINK-30461 - Y-Coordinate,STARLINK-5550 - Y-Coordinate,STARLINK-4091 - Y-Coordinate,STARLINK-2364 - Y-Coordinate,STARLINK-31861 - Y-Coordinate,STARLINK-6194 - Y-Coordinate,STARLINK-31900 - Y-Coordinate,STARLINK-2699 - Y-Coordinate,STARLINK-32250 - Y-Coordinate,STARLINK-30277 - Y-Coordinate,STARLINK-30117 - Y-Coordinate,STARLINK-3338 - Y-Coordinate,STARLINK-2147 - Y-Coordinate,STARLINK-31776 - Y-Coordinate,STARLINK-6341 - Y-Coordinate,STARLINK-1029 - Y-Coordinate,STARLINK-4599 - Y-Coordinate,STARLINK-4095 - Y-Coordinate,STARLINK-5280 - Y-Coordinate,STARLINK-3566 - Y-Coordinate,STARLINK-4355 - Y-Coordinate,STARLINK-2620 - Y-Coordinate,STARLINK-31905 - Y-Coordinate,STARLINK-4648 - Y-Coordinate,STARLINK-4383 - Y-Coordinate,STARLINK-4694 - Y-Coordinate,STARLINK-3326 - Y-Coordinate,STARLINK-5690 - Y-Coordinate,STARLINK-4731 - Y-Coordinate,STARLINK-1591 - Y-Coordinate,STARLINK-32103 - Y-Coordinate,STARLINK-3538 - Y-Coordinate,STARLINK-31276 - Y-Coordinate,STARLINK-32017 - Y-Coordinate,STARLINK-6104 - Y-Coordinate,STARLINK-32025 - Y-Coordinate,STARLINK-32173 - Y-Coordinate,STARLINK-4349 - Y-Coordinate,STARLINK-30951 - Y-Coordinate,STARLINK-2198 - Y-Coordinate,STARLINK-30522 - Y-Coordinate,STARLINK-5705 - Y-Coordinate,STARLINK-30900 - Y-Coordinate,STARLINK-30106 - Y-Coordinate,STARLINK-5302 - Y-Coordinate,STARLINK-11116 [DTC] - Y-Coordinate,STARLINK-3059 - Y-Coordinate,STARLINK-3327 - Y-Coordinate,STARLINK-2464 - Y-Coordinate,STARLINK-31650 - Y-Coordinate,STARLINK-11141 [DTC] - Y-Coordinate,STARLINK-3219 - Y-Coordinate,STARLINK-1460 - Y-Coordinate,STARLINK-31747 - Y-Coordinate,STARLINK-31171 - Y-Coordinate,STARLINK-4790 - Y-Coordinate,STARLINK-3835 - Y-Coordinate,STARLINK-1304 - Y-Coordinate,STARLINK-5079 - Y-Coordinate,STARLINK-31997 - Y-Coordinate,STARLINK-30510 - Y-Coordinate,STARLINK-31051 - Y-Coordinate,STARLINK-1559 - Y-Coordinate,STARLINK-5227 - Y-Coordinate,STARLINK-6071 - Y-Coordinate,STARLINK-31264 - Y-Coordinate,STARLINK-3807 - Y-Coordinate,STARLINK-11126 [DTC] - Y-Coordinate,STARLINK-2648 - Y-Coordinate,STARLINK-31429 - Y-Coordinate,STARLINK-4179 - Y-Coordinate,STARLINK-3560 - Y-Coordinate,STARLINK-2106 - Y-Coordinate,STARLINK-5881 - Y-Coordinate,STARLINK-2184 - Y-Coordinate,STARLINK-4342 - Y-Coordinate,STARLINK-4710 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5310 - Z-Coordinate,STARLINK-3615 - Z-Coordinate,STARLINK-1524 - Z-Coordinate,STARLINK-5648 - Z-Coordinate,STARLINK-31092 - Z-Coordinate,STARLINK-31766 - Z-Coordinate,STARLINK-5698 - Z-Coordinate,STARLINK-1733 - Z-Coordinate,STARLINK-4347 - Z-Coordinate,STARLINK-6099 - Z-Coordinate,STARLINK-5366 - Z-Coordinate,STARLINK-2291 - Z-Coordinate,STARLINK-2471 - Z-Coordinate,STARLINK-5094 - Z-Coordinate,STARLINK-31455 - Z-Coordinate,STARLINK-31660 - Z-Coordinate,STARLINK-3736 - Z-Coordinate,STARLINK-5452 - Z-Coordinate,STARLINK-6334 - Z-Coordinate,STARLINK-5734 - Z-Coordinate,STARLINK-6133 - Z-Coordinate,STARLINK-2549 - Z-Coordinate,STARLINK-5840 - Z-Coordinate,STARLINK-30461 - Z-Coordinate,STARLINK-5550 - Z-Coordinate,STARLINK-4091 - Z-Coordinate,STARLINK-2364 - Z-Coordinate,STARLINK-31861 - Z-Coordinate,STARLINK-6194 - Z-Coordinate,STARLINK-31900 - Z-Coordinate,STARLINK-2699 - Z-Coordinate,STARLINK-32250 - Z-Coordinate,STARLINK-30277 - Z-Coordinate,STARLINK-30117 - Z-Coordinate,STARLINK-3338 - Z-Coordinate,STARLINK-2147 - Z-Coordinate,STARLINK-31776 - Z-Coordinate,STARLINK-6341 - Z-Coordinate,STARLINK-1029 - Z-Coordinate,STARLINK-4599 - Z-Coordinate,STARLINK-4095 - Z-Coordinate,STARLINK-5280 - Z-Coordinate,STARLINK-3566 - Z-Coordinate,STARLINK-4355 - Z-Coordinate,STARLINK-2620 - Z-Coordinate,STARLINK-31905 - Z-Coordinate,STARLINK-4648 - Z-Coordinate,STARLINK-4383 - Z-Coordinate,STARLINK-4694 - Z-Coordinate,STARLINK-3326 - Z-Coordinate,STARLINK-5690 - Z-Coordinate,STARLINK-4731 - Z-Coordinate,STARLINK-1591 - Z-Coordinate,STARLINK-32103 - Z-Coordinate,STARLINK-3538 - Z-Coordinate,STARLINK-31276 - Z-Coordinate,STARLINK-32017 - Z-Coordinate,STARLINK-6104 - Z-Coordinate,STARLINK-32025 - Z-Coordinate,STARLINK-32173 - Z-Coordinate,STARLINK-4349 - Z-Coordinate,STARLINK-30951 - Z-Coordinate,STARLINK-2198 - Z-Coordinate,STARLINK-30522 - Z-Coordinate,STARLINK-5705 - Z-Coordinate,STARLINK-30900 - Z-Coordinate,STARLINK-30106 - Z-Coordinate,STARLINK-5302 - Z-Coordinate,STARLINK-11116 [DTC] - Z-Coordinate,STARLINK-3059 - Z-Coordinate,STARLINK-3327 - Z-Coordinate,STARLINK-2464 - Z-Coordinate,STARLINK-31650 - Z-Coordinate,STARLINK-11141 [DTC] - Z-Coordinate,STARLINK-3219 - Z-Coordinate,STARLINK-1460 - Z-Coordinate,STARLINK-31747 - Z-Coordinate,STARLINK-31171 - Z-Coordinate,STARLINK-4790 - Z-Coordinate,STARLINK-3835 - Z-Coordinate,STARLINK-1304 - Z-Coordinate,STARLINK-5079 - Z-Coordinate,STARLINK-31997 - Z-Coordinate,STARLINK-30510 - Z-Coordinate,STARLINK-31051 - Z-Coordinate,STARLINK-1559 - Z-Coordinate,STARLINK-5227 - Z-Coordinate,STARLINK-6071 - Z-Coordinate,STARLINK-31264 - Z-Coordinate,STARLINK-3807 - Z-Coordinate,STARLINK-11126 [DTC] - Z-Coordinate,STARLINK-2648 - Z-Coordinate,STARLINK-31429 - Z-Coordinate,STARLINK-4179 - Z-Coordinate,STARLINK-3560 - Z-Coordinate,STARLINK-2106 - Z-Coordinate,STARLINK-5881 - Z-Coordinate,STARLINK-2184 - Z-Coordinate,STARLINK-4342 - Z-Coordinate,STARLINK-4710 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-2685.1568,-3845.7820,-4106.5407,-4008.5521,-1782.5592,1692.5400,-1084.7949,1790.0289,-2976.1473,6268.9426,-6376.0846,-1075.9725,-3435.4211,3347.7990,-2389.3537,-4302.1944,-2566.4782,-260.1643,-5654.6996,592.7058,-5245.9661,-6215.8080,2966.2573,-3174.4323,5340.2049,5339.0131,-4481.1399,2667.3227,-3477.1381,-2816.2092,-5137.2726,6052.8201,6468.0033,3790.2211,4332.7004,3017.3929,4142.6866,-1245.3826,-2919.9715,3073.1175,2145.1776,-3350.2652,5876.6300,-6149.2446,-685.2624,4730.8396,551.3309,953.9981,-2752.3090,3787.2509,6738.3669,613.8156,-4200.9753,6553.7227,848.4380,-1469.6686,-4177.4479,-438.0595,2002.5660,-2539.3180,-6206.2909,-4092.9318,-3694.6602,-6594.1437,707.6051,-4968.9395,198.8824,-5150.2309,5470.4480,-2674.3874,571.3287,-5427.7504,-6383.1214,84.1635,-3257.1954,4312.3800,-766.7561,2694.5516,-1799.0314,887.7964,-6410.7990,-5973.6003,4067.7817,4867.3518,2473.4737,-2891.4425,-2201.8721,-6089.7304,965.0245,6123.0905,0.0000,-885.4738,0.0000,-4436.1843,-1373.1381,-2214.7331,-6643.7734,3975.6071,-3798.8010,5218.0278,194703.1133,225249.7878,201652.0382,201443.3307,206509.0169,206772.7941,210250.3436,208325.2592,153267533.8711,153237328.3673,153253965.7926,153247161.2521,206895.8410,153247439.1099,5325.1843,5444.7590,-226.8411,-3800.0432,-4959.6442,5054.2341,6364.6588,3736.0114,-2477.1144,1751.6240,-529.4686,-6298.7471,-2653.0145,-2954.8921,-6025.3778,-2586.8942,-3603.0481,-5269.7558,1610.5624,-6008.1510,982.3497,2654.3167,5871.5523,-5508.6052,2500.4686,-1716.2190,-5185.2314,5340.4853,-4222.1443,4152.5167,4419.8385,-3215.4681,1459.1469,5211.2951,310.2446,6200.8530,-3354.9944,-4539.5351,3126.5098,-6041.6528,-6087.4372,-3689.7472,-360.9604,-3101.8046,-6028.8237,4651.7516,6906.2376,422.4382,-5105.9761,-1756.7458,1315.9691,4336.8601,-5400.5937,-1030.5479,-5812.3619,-6606.5237,263.4440,5237.1958,6490.8909,4802.5078,-2849.1548,3003.8555,-5358.0985,-1462.2175,5166.7301,1141.4626,-6678.0545,-370.8367,3318.8770,-3030.6587,-6086.3207,-2271.9599,-1683.9876,6761.8515,5906.2323,-1208.2680,-6479.3960,-3282.4068,-3773.8599,4907.7144,1113.6889,984.4696,3329.1944,4537.1537,-6241.2778,2946.7961,4400.1819,-2279.2708,5603.7982,-3178.0528,0.0000,6326.3201,0.0000,-3108.3287,4708.8065,-5151.3743,244.7572,-2065.2026,-2609.9703,1560.9906,-272408.2830,-273855.1937,-264351.5052,-267337.2547,-274220.1306,-271947.5919,-265473.3630,-267258.4373,66852894.6221,66858350.5057,66858559.9045,66850054.7219,-266859.1230,66854828.5500,3617.4172,1740.7706,5390.9065,4167.1564,-4318.7716,-4254.1149,-2515.4933,5454.7720,5741.2733,2339.3161,2621.2941,-2379.3790,-5354.4171,5259.0076,-2164.7473,4566.6649,5001.0561,-4445.5960,3632.5329,3381.4909,-4408.0085,1395.8498,-2179.9118,-2579.4466,-3653.3191,-4044.5106,-366.4124,3304.3647,-4275.2106,-4621.9517,1146.3492,-471.7806,-1775.6499,-2539.1104,5328.9117,130.3556,4193.2756,5087.5751,5308.7153,1467.7462,2427.6960,4737.6258,-3640.9634,-780.2078,-3250.5935,1593.2550,-528.8932,6837.8916,3713.7436,5495.5945,-729.6898,-5328.6324,-1168.8494,1417.7335,-3603.0984,-1025.4033,-5347.8781,4496.5745,-35.8757,4074.4680,-1157.3813,4719.3337,-2234.7344,1572.2186,-4542.4351,4676.6733,-1796.6035,-4619.5444,1950.3054,-5650.6935,3199.1913,3376.6573,-1723.1216,357.9564,-1437.0692,-5225.8225,2056.6492,-5372.1258,-5129.9808,4746.2647,-2161.9303,-3339.5125,4365.9536,1657.1219,1651.1809,5456.2822,4824.8529,-2356.9677,-3877.0102,734.7919,0.0000,-2191.0203,0.0000,-4273.1239,4845.3183,-4043.4662,1927.2186,5240.0214,5162.0772,-4247.5369,-152120.7165,-153780.9898,-150539.0863,-151164.7867,-146830.6079,-154954.0446,-161103.1316,-153475.5785,-8498841.5499,-8488376.6136,-8519815.1443,-8496171.8978,-152524.9017,-8501978.5975,
3600.000,3004.2506,2238.7338,3518.0454,6524.7325,5403.9613,-4412.9821,-2130.0395,-5661.3621,-1695.1138,-4930.5382,6592.7502,3153.6272,4932.4632,645.6518,4388.4091,5598.0126,6255.4720,2702.8844,5345.3296,2912.3412,3037.2388,3305.9790,-4471.9132,4716.6971,-4630.8474,-1689.6360,4656.5433,-5358.7051,6231.0983,-1370.0587,2058.8602,-3439.3570,-4888.9186,-5665.3891,-5541.5097,-3863.6596,222.1690,2498.1483,622.5269,-360.1469,-602.2634,4388.4463,-2867.9511,3546.2260,3110.4586,-5960.4090,-2035.5397,400.2889,4849.7353,-1428.7668,-6149.6684,-4244.9443,4373.0235,-3639.6481,979.4674,3666.9713,4481.9437,-3587.6637,-3368.4642,779.8443,3853.4039,1393.2447,4084.6707,5252.2791,-4287.5953,3323.4576,2540.8590,4393.4745,-5801.2862,2419.5292,1121.1238,3572.0649,4826.9124,-2243.6699,1488.4541,-1441.2828,3540.6396,-113.4437,6056.2659,-3734.9483,5764.2520,2718.7498,-4071.9517,-5184.7198,302.0994,-31.6247,341.3387,6777.8731,-3538.2441,-3666.4491,0.0000,-2310.1846,0.0000,4016.3073,-890.2919,4522.1746,4459.3589,-549.9664,-1028.0148,-6891.8035,258494.7314,286552.6396,262705.8065,263814.3350,266806.2582,266702.3704,270078.3191,265228.2375,130731011.2280,130704728.4974,130710545.8642,130718210.6376,266873.8098,130710596.7792,-6205.5541,-5933.2241,-4489.8288,1928.2004,3931.7420,-5194.1459,-4693.8503,-2161.7230,-354.3807,1606.2610,-1816.6559,2871.2289,-1561.8482,4901.8015,2555.8915,-1891.9308,2120.6383,6317.3869,-4376.9874,4150.6661,-4527.2249,-3607.2251,-2731.7500,1793.4642,-4914.5471,3791.4530,2497.2913,-4205.9644,2634.6011,-5815.9136,-4475.8331,3958.4065,1856.9812,-3817.7027,3209.0271,-3919.8971,5423.5041,6437.9873,-6363.3726,4935.8058,6575.5573,-745.4670,2998.4107,4062.8565,2773.9935,-2306.6617,-5079.8100,-5315.2270,4872.1080,5312.5993,1131.6450,-4815.2336,2675.0265,3694.3251,6780.9351,5028.6060,-4475.4993,-4239.2886,-3990.1964,-6742.0902,4071.5607,-5837.5617,1787.0849,-1455.1082,-4962.4587,-4833.8486,4688.1413,-3653.7458,-950.1606,-1622.8125,6721.2296,-1985.5884,-1849.5395,-4459.1888,-6034.1169,4761.7537,3701.0433,6326.1571,2352.8240,-5683.5904,-2790.5157,-3174.7176,1376.5965,-894.9142,4791.1175,-6023.0684,-6767.4837,42.7195,-2135.7011,3855.1498,0.0000,-3496.2468,0.0000,-1227.9828,-6710.4537,5225.0823,-2879.1840,4923.6304,329.5227,256.7309,-215510.0938,-209948.2325,-203365.9164,-206159.9858,-214843.6822,-210312.9181,-206515.6428,-207059.9540,104322972.9815,104325800.7279,104330379.7780,104321864.1271,-207169.8572,104323766.5136,1091.2262,2692.8238,-3685.3601,-1293.9543,1303.1137,-51.4157,4619.5330,-3214.0860,-6717.8131,-4586.1248,1034.7536,5308.2593,4541.6605,-4827.0183,4558.8282,-3356.4732,-1032.9897,562.8765,-318.7387,-4719.1390,4251.6661,-4873.1186,4523.8579,4635.7150,-1605.4004,5517.1903,4370.3541,462.3217,1538.5804,3275.0248,-4798.5829,4423.4036,4434.6337,-1133.2314,-2530.4451,-4161.7471,-4081.9126,-717.2614,-2394.1586,-4863.6476,1994.6036,-5254.2857,5528.9631,-4361.1460,5467.2163,2395.3089,4275.3567,-4434.6237,504.9284,-4185.9185,-2931.4504,2503.0705,4670.3158,-4381.5956,-707.6893,-2854.0826,2427.4027,-4137.1436,4334.7292,362.3641,-4076.3278,-3485.2596,5230.1933,-4294.5582,2176.7918,-3683.8907,4396.4258,3904.0896,3186.3689,6289.2063,1112.9630,-5424.9049,4443.7247,-4584.1200,-2988.1332,4741.8525,-4539.7018,2598.2738,1228.8102,-1125.3820,-2449.0514,5495.6670,-5326.3228,-4406.3219,-4981.6484,-3266.9036,-1302.9927,-1371.6854,5490.0558,-4456.0795,0.0000,5283.8507,0.0000,5460.8065,-1354.7626,4.6400,-4451.1291,-4808.2124,-6847.8457,270.2879,-152409.1140,-153961.6100,-150002.6283,-153289.3652,-146405.2668,-151327.8323,-161620.1920,-151648.2885,-8527467.5886,-8509513.5791,-8544073.8687,-8527688.0085,-152428.9137,-8527501.5809,
7200.000,-1558.4440,1089.9717,-2069.6541,-6487.4478,-6120.9183,4680.1698,5310.9894,6714.7024,3508.3063,2608.3625,-4175.0994,-5126.0053,-5329.2667,-3491.2506,-5513.4013,-4723.8846,-5376.3119,-3708.1752,-2958.4972,-5931.6335,-672.2936,1084.0563,5432.8723,-5378.6077,1117.4958,-1867.5645,-3793.3964,5532.8055,-6593.9787,4262.9814,2484.1979,-1116.7020,1970.0556,5532.0363,4657.1178,4170.9667,-3828.4052,-2257.4497,1266.5674,-3394.0483,-1828.0332,-4871.1732,-332.8519,451.2650,-5500.5138,4752.4737,3935.1643,-3077.2182,-4803.0846,-383.3002,3311.5976,5469.4804,-4069.0220,-804.9484,-2539.2539,-4903.8289,-2883.6155,6281.5632,4248.1322,1575.2537,232.9828,1037.9784,-4157.8261,-2670.0946,5873.2639,-1317.9862,-5247.0953,-2965.6523,2634.8252,-3124.6678,-2667.4692,-1240.0809,-1795.2581,4517.8363,1714.2198,-808.0774,-5730.2595,-1699.4064,-5268.3582,4575.0656,-2064.5986,904.5955,3636.0103,4291.8978,-3952.6802,2004.5091,1299.7506,-4848.7181,5811.3147,-505.6101,0.0000,5489.7833,0.0000,-3436.4617,2364.4570,-4775.5602,-1140.9226,-2016.7328,3490.7524,5414.7339,306308.0136,330070.6157,307279.2542,312255.2151,310529.9800,308878.5632,313607.4789,311874.8900,99242926.9644,99221373.8126,99215618.8638,99228410.4616,310166.2736,99222732.6430,4336.9451,4170.6675,6392.1036,379.7432,-1265.0492,2459.6765,2139.2597,495.5554,4741.8485,-5031.7121,3737.4239,1488.0604,4302.2169,-5813.6349,1824.6026,4853.2244,546.9583,-4509.6615,5364.9181,-1707.7118,6731.4724,4394.9046,-1267.0291,2488.2040,3499.3284,-5643.9269,1999.1415,902.2631,-472.3662,5295.4241,3771.2918,-4147.6153,-5205.7950,749.9659,-4664.8902,-389.8175,-5561.6885,-5108.2442,6292.1191,-2869.6381,-4216.8962,4309.5917,-5634.2921,-1004.6603,885.0080,-1663.9601,1459.4750,6167.3639,-2227.6024,-6894.6167,-3823.0505,3720.7610,1548.0094,-5548.8390,-4521.1809,-1004.3726,5647.7744,2646.3706,-876.3337,4811.0152,-1287.0572,6857.6647,2772.9421,4626.8612,3297.1927,6785.2758,-1492.4162,6207.9677,-3063.5566,5282.4673,-4260.3627,5885.4921,5348.8210,-100.3071,3865.1949,-6745.1079,226.9609,-6310.7234,521.3414,3995.3010,3798.2377,5411.7858,-5266.8942,-3480.8572,-2320.2422,6426.7347,6031.3103,2536.4872,-1336.7100,-4206.3687,0.0000,-407.3354,0.0000,5104.2071,5732.3747,-2961.5773,5368.4339,-6477.2565,4097.8897,-1848.5570,-143550.8739,-132725.2030,-129459.2373,-132613.2363,-142190.1622,-132307.5740,-134462.7265,-134205.8101,134677471.6604,134679979.4797,134682728.6056,134681967.9088,-134407.0904,134677101.1309,-5249.5737,-5381.3624,-976.3595,-2396.2307,2695.7943,4292.0083,-3904.2331,-1305.0435,3639.5626,3960.4647,-4060.9659,-4244.9705,-757.0567,1294.4125,-3604.1446,-531.2531,-3939.3311,3661.2828,-3213.2381,3128.3124,-1458.7598,5202.5282,-4113.8011,-3458.7357,5874.3423,-3532.7544,-5362.7323,-3902.2364,2103.7669,534.0295,5173.5837,-5366.2365,-4017.9118,4087.1851,-1983.7094,5470.2568,692.4476,-4126.7879,-2326.9136,5314.7504,-5149.4063,2240.9879,-4010.8031,6832.3357,-4043.9482,-4613.6555,-5543.1382,-701.0434,-4417.8148,198.8789,4689.3409,1935.1790,-5408.7737,3812.8392,4524.8970,4658.5191,2407.9441,1199.3283,-5233.7657,-4541.0109,6791.7191,140.6203,-4732.1738,4415.9555,1547.3674,401.8915,-4257.5178,-798.9489,-5338.4625,-3254.5992,-4737.5400,3139.0440,-3842.0334,5036.7057,5435.7851,-1089.1756,3721.9457,2020.4332,3955.0659,-3260.2835,5310.4350,-4209.7914,2401.4118,4054.3118,5167.6734,-1270.1072,-3089.7499,4217.4851,-3437.3057,5483.5585,0.0000,-3914.2182,0.0000,-3121.7453,-3034.0521,4013.8220,4212.6645,1257.9592,4354.5464,3854.0694,-152681.6270,-154114.4170,-150100.8911,-153197.1041,-146378.6679,-150804.3687,-161489.7649,-152729.8123,-8556115.7664,-8532101.5532,-8566746.2974,-8559660.3856,-152317.4079,-8553044.5019,
