sl_100_5400_20291011 Coordinates.csv
2029/10/11 07:47:00.0000 UTC

Generated: Tue Oct  8 21:45:30 2024,
Start: 2029/10/11 07:47:00.00, Stop: 2029/10/11 09:17:00.00,
TIME_UNITS,STARLINK-6101 - X-Coordinate,STARLINK-3313 - X-Coordinate,STARLINK-31262 - X-Coordinate,STARLINK-2698 - X-Coordinate,STARLINK-3664 - X-Coordinate,STARLINK-5948 - X-Coordinate,STARLINK-1924 - X-Coordinate,STARLINK-5967 - X-Coordinate,STARLINK-30327 - X-Coordinate,STARLINK-30975 - X-Coordinate,STARLINK-5263 - X-Coordinate,STARLINK-3401 - X-Coordinate,STARLINK-31336 - X-Coordinate,STARLINK-4036 - X-Coordinate,STARLINK-3960 - X-Coordinate,STARLINK-4756 - X-Coordinate,STARLINK-31271 - X-Coordinate,STARLINK-4085 - X-Coordinate,STARLINK-30386 - X-Coordinate,STARLINK-11082 [DTC] - X-Coordinate,STARLINK-31614 - X-Coordinate,STARLINK-1979 - X-Coordinate,STARLINK-1312 - X-Coordinate,STARLINK-30263 - X-Coordinate,STARLINK-1228 - X-Coordinate,STARLINK-1200 - X-Coordinate,STARLINK-30280 - X-Coordinate,STARLINK-1122 - X-Coordinate,STARLINK-1213 - X-Coordinate,STARLINK-31714 - X-Coordinate,STARLINK-31011 - X-Coordinate,STARLINK-31826 - X-Coordinate,STARLINK-4535 - X-Coordinate,STARLINK-32360 - X-Coordinate,STARLINK-3095 - X-Coordinate,STARLINK-5848 - X-Coordinate,STARLINK-30190 - X-Coordinate,STARLINK-1480 - X-Coordinate,STARLINK-30403 - X-Coordinate,STARLINK-3183 - X-Coordinate,STARLINK-4093 - X-Coordinate,STARLINK-4260 - X-Coordinate,STARLINK-30844 - X-Coordinate,STARLINK-30162 - X-Coordinate,STARLINK-30484 - X-Coordinate,STARLINK-3619 - X-Coordinate,STARLINK-3244 - X-Coordinate,STARLINK-5357 - X-Coordinate,STARLINK-31307 - X-Coordinate,STARLINK-5372 - X-Coordinate,STARLINK-30349 - X-Coordinate,STARLINK-31104 - X-Coordinate,STARLINK-5416 - X-Coordinate,STARLINK-32106 - X-Coordinate,STARLINK-6293 - X-Coordinate,STARLINK-3529 - X-Coordinate,STARLINK-31850 - X-Coordinate,STARLINK-5835 - X-Coordinate,STARLINK-32008 - X-Coordinate,STARLINK-11079 [DTC] - X-Coordinate,STARLINK-30389 - X-Coordinate,STARLINK-3107 - X-Coordinate,STARLINK-31964 - X-Coordinate,STARLINK-1112 - X-Coordinate,STARLINK-30559 - X-Coordinate,STARLINK-3043 - X-Coordinate,STARLINK-30524 - X-Coordinate,STARLINK-3230 - X-Coordinate,STARLINK-6249 - X-Coordinate,STARLINK-5785 - X-Coordinate,STARLINK-6327 - X-Coordinate,STARLINK-3813 - X-Coordinate,STARLINK-1335 - X-Coordinate,STARLINK-5934 - X-Coordinate,STARLINK-30433 - X-Coordinate,STARLINK-3774 - X-Coordinate,STARLINK-4107 - X-Coordinate,STARLINK-31515 - X-Coordinate,STARLINK-31595 - X-Coordinate,STARLINK-4137 - X-Coordinate,STARLINK-4746 - X-Coordinate,STARLINK-30217 - X-Coordinate,STARLINK-5595 - X-Coordinate,STARLINK-31136 - X-Coordinate,STARLINK-3189 - X-Coordinate,STARLINK-4540 - X-Coordinate,STARLINK-2726 - X-Coordinate,STARLINK-5030 - X-Coordinate,STARLINK-30588 - X-Coordinate,STARLINK-4530 - X-Coordinate,STARLINK-31070 - X-Coordinate,STARLINK-5944 - X-Coordinate,STARLINK-1056 - X-Coordinate,STARLINK-5506 - X-Coordinate,STARLINK-30224 - X-Coordinate,STARLINK-4211 - X-Coordinate,STARLINK-2458 - X-Coordinate,STARLINK-3346 - X-Coordinate,STARLINK-2629 - X-Coordinate,STARLINK-11213 [DTC] - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-6101 - Y-Coordinate,STARLINK-3313 - Y-Coordinate,STARLINK-31262 - Y-Coordinate,STARLINK-2698 - Y-Coordinate,STARLINK-3664 - Y-Coordinate,STARLINK-5948 - Y-Coordinate,STARLINK-1924 - Y-Coordinate,STARLINK-5967 - Y-Coordinate,STARLINK-30327 - Y-Coordinate,STARLINK-30975 - Y-Coordinate,STARLINK-5263 - Y-Coordinate,STARLINK-3401 - Y-Coordinate,STARLINK-31336 - Y-Coordinate,STARLINK-4036 - Y-Coordinate,STARLINK-3960 - Y-Coordinate,STARLINK-4756 - Y-Coordinate,STARLINK-31271 - Y-Coordinate,STARLINK-4085 - Y-Coordinate,STARLINK-30386 - Y-Coordinate,STARLINK-11082 [DTC] - Y-Coordinate,STARLINK-31614 - Y-Coordinate,STARLINK-1979 - Y-Coordinate,STARLINK-1312 - Y-Coordinate,STARLINK-30263 - Y-Coordinate,STARLINK-1228 - Y-Coordinate,STARLINK-1200 - Y-Coordinate,STARLINK-30280 - Y-Coordinate,STARLINK-1122 - Y-Coordinate,STARLINK-1213 - Y-Coordinate,STARLINK-31714 - Y-Coordinate,STARLINK-31011 - Y-Coordinate,STARLINK-31826 - Y-Coordinate,STARLINK-4535 - Y-Coordinate,STARLINK-32360 - Y-Coordinate,STARLINK-3095 - Y-Coordinate,STARLINK-5848 - Y-Coordinate,STARLINK-30190 - Y-Coordinate,STARLINK-1480 - Y-Coordinate,STARLINK-30403 - Y-Coordinate,STARLINK-3183 - Y-Coordinate,STARLINK-4093 - Y-Coordinate,STARLINK-4260 - Y-Coordinate,STARLINK-30844 - Y-Coordinate,STARLINK-30162 - Y-Coordinate,STARLINK-30484 - Y-Coordinate,STARLINK-3619 - Y-Coordinate,STARLINK-3244 - Y-Coordinate,STARLINK-5357 - Y-Coordinate,STARLINK-31307 - Y-Coordinate,STARLINK-5372 - Y-Coordinate,STARLINK-30349 - Y-Coordinate,STARLINK-31104 - Y-Coordinate,STARLINK-5416 - Y-Coordinate,STARLINK-32106 - Y-Coordinate,STARLINK-6293 - Y-Coordinate,STARLINK-3529 - Y-Coordinate,STARLINK-31850 - Y-Coordinate,STARLINK-5835 - Y-Coordinate,STARLINK-32008 - Y-Coordinate,STARLINK-11079 [DTC] - Y-Coordinate,STARLINK-30389 - Y-Coordinate,STARLINK-3107 - Y-Coordinate,STARLINK-31964 - Y-Coordinate,STARLINK-1112 - Y-Coordinate,STARLINK-30559 - Y-Coordinate,STARLINK-3043 - Y-Coordinate,STARLINK-30524 - Y-Coordinate,STARLINK-3230 - Y-Coordinate,STARLINK-6249 - Y-Coordinate,STARLINK-5785 - Y-Coordinate,STARLINK-6327 - Y-Coordinate,STARLINK-3813 - Y-Coordinate,STARLINK-1335 - Y-Coordinate,STARLINK-5934 - Y-Coordinate,STARLINK-30433 - Y-Coordinate,STARLINK-3774 - Y-Coordinate,STARLINK-4107 - Y-Coordinate,STARLINK-31515 - Y-Coordinate,STARLINK-31595 - Y-Coordinate,STARLINK-4137 - Y-Coordinate,STARLINK-4746 - Y-Coordinate,STARLINK-30217 - Y-Coordinate,STARLINK-5595 - Y-Coordinate,STARLINK-31136 - Y-Coordinate,STARLINK-3189 - Y-Coordinate,STARLINK-4540 - Y-Coordinate,STARLINK-2726 - Y-Coordinate,STARLINK-5030 - Y-Coordinate,STARLINK-30588 - Y-Coordinate,STARLINK-4530 - Y-Coordinate,STARLINK-31070 - Y-Coordinate,STARLINK-5944 - Y-Coordinate,STARLINK-1056 - Y-Coordinate,STARLINK-5506 - Y-Coordinate,STARLINK-30224 - Y-Coordinate,STARLINK-4211 - Y-Coordinate,STARLINK-2458 - Y-Coordinate,STARLINK-3346 - Y-Coordinate,STARLINK-2629 - Y-Coordinate,STARLINK-11213 [DTC] - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-6101 - Z-Coordinate,STARLINK-3313 - Z-Coordinate,STARLINK-31262 - Z-Coordinate,STARLINK-2698 - Z-Coordinate,STARLINK-3664 - Z-Coordinate,STARLINK-5948 - Z-Coordinate,STARLINK-1924 - Z-Coordinate,STARLINK-5967 - Z-Coordinate,STARLINK-30327 - Z-Coordinate,STARLINK-30975 - Z-Coordinate,STARLINK-5263 - Z-Coordinate,STARLINK-3401 - Z-Coordinate,STARLINK-31336 - Z-Coordinate,STARLINK-4036 - Z-Coordinate,STARLINK-3960 - Z-Coordinate,STARLINK-4756 - Z-Coordinate,STARLINK-31271 - Z-Coordinate,STARLINK-4085 - Z-Coordinate,STARLINK-30386 - Z-Coordinate,STARLINK-11082 [DTC] - Z-Coordinate,STARLINK-31614 - Z-Coordinate,STARLINK-1979 - Z-Coordinate,STARLINK-1312 - Z-Coordinate,STARLINK-30263 - Z-Coordinate,STARLINK-1228 - Z-Coordinate,STARLINK-1200 - Z-Coordinate,STARLINK-30280 - Z-Coordinate,STARLINK-1122 - Z-Coordinate,STARLINK-1213 - Z-Coordinate,STARLINK-31714 - Z-Coordinate,STARLINK-31011 - Z-Coordinate,STARLINK-31826 - Z-Coordinate,STARLINK-4535 - Z-Coordinate,STARLINK-32360 - Z-Coordinate,STARLINK-3095 - Z-Coordinate,STARLINK-5848 - Z-Coordinate,STARLINK-30190 - Z-Coordinate,STARLINK-1480 - Z-Coordinate,STARLINK-30403 - Z-Coordinate,STARLINK-3183 - Z-Coordinate,STARLINK-4093 - Z-Coordinate,STARLINK-4260 - Z-Coordinate,STARLINK-30844 - Z-Coordinate,STARLINK-30162 - Z-Coordinate,STARLINK-30484 - Z-Coordinate,STARLINK-3619 - Z-Coordinate,STARLINK-3244 - Z-Coordinate,STARLINK-5357 - Z-Coordinate,STARLINK-31307 - Z-Coordinate,STARLINK-5372 - Z-Coordinate,STARLINK-30349 - Z-Coordinate,STARLINK-31104 - Z-Coordinate,STARLINK-5416 - Z-Coordinate,STARLINK-32106 - Z-Coordinate,STARLINK-6293 - Z-Coordinate,STARLINK-3529 - Z-Coordinate,STARLINK-31850 - Z-Coordinate,STARLINK-5835 - Z-Coordinate,STARLINK-32008 - Z-Coordinate,STARLINK-11079 [DTC] - Z-Coordinate,STARLINK-30389 - Z-Coordinate,STARLINK-3107 - Z-Coordinate,STARLINK-31964 - Z-Coordinate,STARLINK-1112 - Z-Coordinate,STARLINK-30559 - Z-Coordinate,STARLINK-3043 - Z-Coordinate,STARLINK-30524 - Z-Coordinate,STARLINK-3230 - Z-Coordinate,STARLINK-6249 - Z-Coordinate,STARLINK-5785 - Z-Coordinate,STARLINK-6327 - Z-Coordinate,STARLINK-3813 - Z-Coordinate,STARLINK-1335 - Z-Coordinate,STARLINK-5934 - Z-Coordinate,STARLINK-30433 - Z-Coordinate,STARLINK-3774 - Z-Coordinate,STARLINK-4107 - Z-Coordinate,STARLINK-31515 - Z-Coordinate,STARLINK-31595 - Z-Coordinate,STARLINK-4137 - Z-Coordinate,STARLINK-4746 - Z-Coordinate,STARLINK-30217 - Z-Coordinate,STARLINK-5595 - Z-Coordinate,STARLINK-31136 - Z-Coordinate,STARLINK-3189 - Z-Coordinate,STARLINK-4540 - Z-Coordinate,STARLINK-2726 - Z-Coordinate,STARLINK-5030 - Z-Coordinate,STARLINK-30588 - Z-Coordinate,STARLINK-4530 - Z-Coordinate,STARLINK-31070 - Z-Coordinate,STARLINK-5944 - Z-Coordinate,STARLINK-1056 - Z-Coordinate,STARLINK-5506 - Z-Coordinate,STARLINK-30224 - Z-Coordinate,STARLINK-4211 - Z-Coordinate,STARLINK-2458 - Z-Coordinate,STARLINK-3346 - Z-Coordinate,STARLINK-2629 - Z-Coordinate,STARLINK-11213 [DTC] - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-2438.9915,-4792.7842,-1475.6584,-5089.7040,-3485.4279,-5615.7932,-4716.9347,-4750.2052,-2483.4991,-3342.4070,-5271.4027,3219.8240,968.3183,-966.8752,-1915.2531,-5645.5704,4496.4692,-2477.3432,-2171.8580,2890.0586,6045.3658,-2054.3201,1276.6358,1175.9432,-6324.2993,6206.0516,-5448.1332,-1932.1890,0.0000,2504.2814,5312.0581,-1901.5816,-6364.5333,0.0000,-1135.0233,2334.2245,2240.3569,-1230.9248,4779.9780,1011.9915,-3156.2966,4345.1928,-6719.9924,-4533.2861,-1168.2074,-6472.5622,-2221.7598,5034.5103,3358.9105,-2456.3376,-6492.8826,584.0760,6444.1591,6005.5472,-3596.0186,-5368.1674,-3187.0848,5543.1393,-5717.7133,2105.6618,2907.2362,2221.4346,4101.2490,4723.3832,-3182.1168,605.3256,-542.3014,-4319.4263,1576.5236,6083.9300,-124.4359,1177.2481,6700.9366,-699.1526,6502.6332,6176.9588,-4448.1764,-1908.7018,4120.2317,-260.1847,-6271.8851,-4278.8182,3711.5005,2072.3998,-5304.3788,-5699.8294,-5334.2770,5904.2905,-2760.8965,6120.8773,5454.4240,5668.6913,-619.8841,5155.6462,2954.5717,-6341.0688,0.0000,2142.5947,-4239.2251,6669.3831,112716.1343,115631.7131,106102.1713,109599.3148,115020.4798,112551.9284,105532.7771,108107.0381,97969852.3607,97952664.4155,97953579.5650,97945371.8411,107733.5006,97953667.7265,-5813.8725,-4869.7165,6672.4516,4053.9447,-2204.0461,-958.9556,960.9822,-3612.6151,-5108.0519,5706.0586,4437.9078,2667.2779,4177.1368,-6394.4248,-3709.2428,-3292.2099,-1006.5530,-5273.8264,6535.6760,-2837.7799,2612.4921,4232.5404,3889.0218,4930.8798,2684.9113,1241.5704,-3583.5184,5168.8283,0.0000,3304.4271,-3599.6635,5738.4343,-2525.4499,0.0000,6142.9408,-1071.4129,-5102.7300,6255.7462,4807.5861,5406.7297,-2825.9884,-1114.0902,-682.1198,-2253.1006,-5033.7808,-121.4969,4920.0242,-625.0437,3967.1090,6202.1200,-806.4398,-4964.4960,-2494.7007,-3204.2660,5469.8613,1792.0616,4952.6829,-2845.6259,1021.5917,5461.5738,-4652.9207,-1223.3771,-4515.1514,2894.4037,2935.2572,3508.7409,5042.9702,3392.4656,6155.3190,360.1601,-6841.9768,6691.9498,-1151.6175,5579.7839,1969.1400,-913.4454,-1009.9580,-5373.0134,1896.1145,5159.1142,2830.6821,-5395.9468,966.6738,5477.4050,-1140.8697,1658.6077,3817.4328,-2329.5819,-4977.8085,1394.8278,-4044.5164,-558.6556,6414.4046,415.9724,4375.3658,-1213.3587,0.0000,-4041.8219,390.0223,351.0560,299212.7449,331517.9015,311600.5896,312126.1579,318737.1871,318503.6968,320023.1137,318680.3484,219271701.9792,219303750.7995,219256224.6788,219267414.9108,317114.8576,219268969.1082,2609.0984,-997.9189,-1115.3930,-2251.2999,-5505.7737,3915.0566,-4534.6612,-3556.3492,-3945.8481,1966.6711,-275.0728,-5410.9764,-5336.5787,-2397.2247,5472.9805,2116.6817,5091.3810,3703.8422,-272.1764,5321.9851,1728.4278,4992.7616,5282.7786,4716.4091,-457.0968,2575.6142,-2326.2580,-3893.3082,0.0000,-5493.6702,-2608.1479,3222.2105,749.8501,0.0000,-3048.0057,6475.9996,4224.9868,2624.3980,1366.5989,4124.5478,5428.8440,5219.9949,1096.6097,-4652.7483,4578.9281,-2341.0920,4345.4216,4661.6132,-4418.7485,1876.4171,-2264.3017,-4609.5806,-409.7127,-182.5260,-2170.3850,-3977.4186,3406.9059,-3081.4532,-3556.3185,-3338.0230,4225.2002,6467.8096,2922.3009,4074.2471,5375.1975,5971.2203,-4660.5030,-4125.6438,-2766.6145,-3305.2869,1011.2912,1153.4132,-282.8466,4036.6141,-1309.5965,2882.5500,5245.4347,3757.6323,5105.0939,-4579.0919,691.8047,635.7149,5787.3490,-3676.5650,4231.2191,-3329.7782,-1839.2076,-2760.7073,3899.5645,-2879.9692,820.2581,-3941.7413,2475.4341,-4644.0651,4396.5663,-2314.2462,0.0000,5122.0472,-5427.8201,926.5926,-141498.7626,-147930.6801,-142373.8367,-143525.5896,-138854.5443,-146590.9851,-153174.0155,-143669.6116,-104773871.8593,-104790371.2095,-104752516.9812,-104772172.8449,-144532.6999,-104761707.5837,
300.000,-3645.6473,-5592.9086,-282.7867,-3582.8516,-4541.9071,-5095.0206,-3247.0306,-3325.4925,-4295.5398,-2040.8582,-4288.5950,4157.4618,3035.9700,-2123.6783,-3845.2959,-5544.0976,3142.5728,-3342.3409,-664.0224,1416.2308,6701.2578,81.8851,3351.8660,3207.6913,-5642.2602,6782.4613,-6455.0254,-56.8447,0.0000,4009.3754,3710.3428,-737.3207,-6671.0702,0.0000,-554.3760,2119.0390,601.7867,-10.5894,5426.9563,2646.5524,-4710.9723,3009.7486,-6777.7679,-5424.4277,-3078.3440,-6759.7257,-1041.5514,4375.0990,4510.8073,-734.5271,-6834.7847,-1545.5728,5507.4822,5023.5278,-2347.1118,-5468.0463,-1868.8847,4113.8507,-4346.8797,3614.0843,1408.7553,1801.4531,2234.3711,6055.2618,-2036.4792,1763.0139,1567.2043,-2430.5676,3222.1888,5312.7295,-1628.9323,2273.8328,6072.6714,1131.9423,6895.8227,4969.2187,-5354.2089,-3373.9395,5390.4775,1368.8354,-5298.2467,-5330.6891,5278.2660,3619.3117,-4510.5238,-5785.3300,-4710.4277,6120.7184,-3991.8549,6799.0111,4426.8361,4645.4784,639.7426,3662.0496,4259.2747,-6834.3084,0.0000,-10.8775,-3470.6136,6625.0404,106519.1576,108688.0392,99321.5135,102812.7975,108393.2400,105809.5615,98938.0605,101560.0012,93160976.5506,93143093.9839,93145230.7794,93136503.3197,101078.6287,93144805.9751,-4393.5571,-3962.2281,6880.9825,4519.0929,-326.5938,1037.5970,2499.1111,-3087.7310,-4579.6097,6575.4373,5175.7413,689.0889,4018.4011,-5290.9636,-2823.4570,-1741.5631,-2677.8904,-3619.8159,6740.2079,-4417.6068,1197.7382,4154.4301,3362.8198,4278.8610,3704.1056,16.7152,-2342.8385,4627.3972,0.0000,1734.5500,-4498.2558,6625.2470,-1352.3212,0.0000,6850.0050,-3171.6279,-6136.3454,6836.7545,3281.5345,5740.4188,-1418.9629,-2817.5902,839.7462,-330.7184,-4029.4918,1152.9522,6161.6443,-2684.2716,2138.5235,6113.4838,747.2215,-5130.7612,-3736.8929,-4387.0591,6445.8554,3406.2968,6173.2565,-2945.5818,2280.7978,5418.9031,-5913.8563,-3301.8103,-5016.1396,1905.3107,4653.5086,1703.6542,5214.6997,3924.6595,5976.7273,-1433.3730,-6703.3577,5847.8420,-2277.3435,6121.6981,501.8724,-2114.7983,762.9494,-3923.9211,365.3631,5890.6891,3715.5798,-4313.2380,61.4592,5488.0336,676.6093,3147.2320,4919.2057,-3150.1875,-3320.5693,187.0603,-5164.0245,-2348.7835,6835.5083,-654.3352,2669.3168,-3.4712,0.0000,-4119.2801,2428.6444,-878.7924,301520.5064,333763.7574,313846.4565,314428.4956,320955.5686,320684.3299,322206.5410,320578.5527,221358915.0804,221390818.2415,221343737.9147,221354081.1629,319302.5440,221356258.9428,3733.5670,820.2127,697.8707,-3763.3372,-5156.0971,4553.3320,-5191.4104,-5261.7746,-2897.9597,472.0223,1532.1454,-5385.3449,-4636.0233,-3883.6619,4963.0734,3658.7916,5486.3741,4833.6961,1268.9833,4818.9195,204.2454,5457.4195,4704.5348,4398.6528,1353.6464,847.0622,-873.5669,-4919.2047,0.0000,-5318.6721,-3739.9944,1589.8536,-1069.8328,0.0000,-1030.9977,5831.4771,3301.0836,907.6129,2753.5971,2709.5015,4819.3130,5510.1848,-454.9115,-4211.7086,4685.4894,-587.2801,3000.3631,4595.8565,-4650.4169,3175.1371,-803.8660,-4185.6067,-1907.9632,1363.8348,-696.5692,-2516.6758,2171.2053,-4766.8501,-4721.9555,-1721.2690,3318.5638,5842.7817,3945.9475,2649.2422,4674.0419,6505.0494,-4218.4530,-5087.7840,-1382.2409,-4218.8319,-534.0214,2845.5567,-2065.7349,3029.6405,227.2272,4254.4909,4369.1982,4452.9309,4179.5431,-3327.3674,2432.4982,-911.1967,4513.5965,-2140.4423,5149.1262,-1713.1267,-41.0390,-709.3086,4542.2311,-1193.3476,-735.5341,-4570.7928,742.2700,-5871.8761,4682.9163,-555.0347,0.0000,5493.6363,-5444.5698,-911.3282,-141544.4343,-147965.6539,-142355.5859,-143731.0610,-138848.3812,-146341.9941,-153273.7997,-143343.8852,-104776264.8623,-104792841.2182,-104754431.3461,-104774458.0801,-144563.0126,-104764064.9446,
600.000,-4518.0610,-5838.9631,946.0967,-1699.1050,-5187.8024,-4114.4692,-1444.5814,-1582.2262,-5679.9854,-543.0644,-2863.2059,4723.7535,4783.9314,-3111.4307,-5402.7855,-4909.3562,1514.2544,-3928.4138,921.2648,-165.4266,6669.8801,2220.4494,5061.2066,4934.5561,-4384.0482,6659.6762,-6831.2855,1858.5166,0.0000,5151.6808,1744.2616,484.1215,-6309.4564,0.0000,69.1141,1767.8034,-1066.1367,1200.4714,5566.6058,3990.6758,-5819.8196,1417.6754,-6151.4003,-5809.8297,-4709.6630,-6365.0586,208.1845,3327.5364,5245.2216,1081.9155,-6512.5900,-3504.7974,4029.6412,3519.4944,-873.2335,-5045.4077,-380.2890,2250.8843,-2541.1354,4718.1960,-196.9033,1275.8493,123.2985,6775.1839,-737.4870,2817.6003,3510.0151,-292.8089,4544.9204,4054.0866,-2979.5350,3174.0723,4807.0616,2831.1617,6615.9874,3269.7907,-5771.0837,-4536.1595,6129.7390,2830.8738,-3787.8761,-5868.4960,6326.5751,4789.3159,-3306.2021,-5278.2316,-3595.2771,5711.1528,-4872.4609,6798.3636,2946.9684,3202.3878,1827.0175,1830.6356,5179.8220,-6629.0237,0.0000,-2167.5319,-2413.1853,5867.6730,100274.5227,101700.5223,92496.3927,95972.2614,101719.9101,99011.0361,92299.2059,94948.8989,88307658.3439,88289086.6901,88292425.1930,88283224.9169,94379.3844,88291498.0324,-2529.3011,-2650.7265,6407.1348,4568.9148,1549.0042,2955.9272,3805.0032,-2168.4424,-3630.8363,6796.9363,5406.5437,-1332.2286,3500.5071,-3664.2777,-1708.3036,15.4509,-4122.5488,-1608.6023,6282.4047,-5543.2371,-337.7467,3715.5559,2522.3235,3253.4490,4363.3823,-1200.0814,-882.1122,3638.8610,0.0000,34.7225,-4996.1934,6834.9436,-31.4485,0.0000,6859.9622,-4953.4486,-6607.1567,6732.3265,1421.1154,5514.4431,83.2218,-4280.0450,2281.2821,1599.6719,-2670.0316,2304.3794,6801.5279,-4490.8017,113.3131,5451.4244,2220.5805,-4809.6177,-4633.0286,-5131.5353,6784.5098,4662.9132,6761.6410,-2807.6900,3354.5881,4805.7385,-6612.7213,-5053.7038,-5030.6578,753.8269,5925.2799,-231.7646,4910.9375,4117.5212,5226.4550,-3119.3076,-5909.8741,4414.2839,-3188.8166,6087.8374,-1016.6339,-3149.6989,2426.5055,-2096.5298,-1161.9309,6055.9566,4256.5481,-2803.4305,-793.0091,4969.8287,2464.4136,4291.3290,5507.3080,-3638.0831,-1352.0954,-1025.9840,-5766.8838,-3943.1671,6574.3750,-1728.6826,721.0941,1200.4714,0.0000,-3842.0222,4246.0554,-2024.7429,303701.3124,335862.9533,315955.0124,316597.9109,323035.4591,322717.7161,324252.8836,322250.6258,223340677.0446,223372419.2817,223325828.9253,223335299.6213,321350.6471,223338098.1027,4439.2942,2549.3359,2436.0120,-4864.9272,-4243.2336,4700.7611,-5212.9396,-6409.4410,-1537.6804,-1073.9016,3172.5127,-4761.2591,-3421.2732,-4948.7634,3912.1072,4798.4582,5279.1179,5440.5676,2671.7419,3743.6614,-1343.0279,5321.1744,3567.1071,3609.2298,3016.3198,-976.1447,673.0912,-5377.8739,0.0000,-4563.5560,-4471.0383,-218.7363,-2772.8535,0.0000,1095.6087,4574.5170,2033.1077,-907.9235,3843.5302,997.4921,3684.9849,5199.5729,-1955.8430,-3309.3891,4285.4470,1230.7861,1334.1855,4030.0604,-4361.1916,4133.4745,743.0404,-3287.8185,-3201.1480,2755.9674,853.0533,-784.6980,689.8893,-5947.2797,-5356.1496,96.1577,2055.9479,4599.0339,4515.3806,934.0220,3467.2385,6351.6547,-3316.8643,-5491.9748,150.3693,-4681.7337,-2021.8140,4227.4815,-3615.1326,1697.2368,1739.5339,5160.3833,3029.2656,4650.2845,2787.2338,-1715.1173,3910.6293,-2359.8853,2760.2651,-373.3231,5504.5327,97.3256,1761.7350,1418.4392,4692.5655,622.5587,-2209.3887,-4710.4665,-1071.3627,-6478.5150,4455.4635,1265.5791,0.0000,5262.2454,-4871.7840,-2643.3527,-141590.1970,-148000.1965,-142341.4296,-143938.9689,-138845.1188,-146087.4473,-153368.8892,-143105.3793,-104778652.1741,-104795309.8351,-104756354.9405,-104776726.7969,-144593.2170,-104766422.1308,
