sl_100_86400_20290831 Coordinates.csv
2029/08/31 07:47:00.0000 UTC

Generated: Tue Oct  8 21:49:03 2024,
Start: 2029/08/31 07:47:00.00, Stop: 2029/09/01 07:47:00.00,
TIME_UNITS,STARLINK-5015 - X-Coordinate,STARLINK-30172 - X-Coordinate,STARLINK-5555 - X-Coordinate,STARLINK-30766 - X-Coordinate,STARLINK-31504 - X-Coordinate,STARLINK-4357 - X-Coordinate,STARLINK-31473 - X-Coordinate,STARLINK-6107 - X-Coordinate,STARLINK-3655 - X-Coordinate,STARLINK-1765 - X-Coordinate,STARLINK-31052 - X-Coordinate,STARLINK-6110 - X-Coordinate,STARLINK-1347 - X-Coordinate,STARLINK-30944 - X-Coordinate,STARLINK-3911 - X-Coordinate,STARLINK-30351 - X-Coordinate,STARLINK-30265 - X-Coordinate,STARLINK-5800 - X-Coordinate,STARLINK-31898 - X-Coordinate,STARLINK-4646 - X-Coordinate,STARLINK-2185 - X-Coordinate,STARLINK-5209 - X-Coordinate,STARLINK-1313 - X-Coordinate,STARLINK-5653 - X-Coordinate,STARLINK-6299 - X-Coordinate,STARLINK-5085 - X-Coordinate,STARLINK-5696 - X-Coordinate,STARLINK-1483 - X-Coordinate,STARLINK-4740 - X-Coordinate,STARLINK-5887 - X-Coordinate,STARLINK-4602 - X-Coordinate,STARLINK-31965 - X-Coordinate,STARLINK-31338 - X-Coordinate,STARLINK-1407 - X-Coordinate,STARLINK-6048 - X-Coordinate,STARLINK-30793 - X-Coordinate,STARLINK-5236 - X-Coordinate,STARLINK-31705 - X-Coordinate,STARLINK-5033 - X-Coordinate,STARLINK-4624 - X-Coordinate,STARLINK-4368 - X-Coordinate,STARLINK-30886 - X-Coordinate,STARLINK-31597 - X-Coordinate,STARLINK-2285 - X-Coordinate,STARLINK-11119 [DTC] - X-Coordinate,STARLINK-6185 - X-Coordinate,STARLINK-5658 - X-Coordinate,STARLINK-6121 - X-Coordinate,STARLINK-4025 - X-Coordinate,STARLINK-4701 - X-Coordinate,STARLINK-6363 - X-Coordinate,STARLINK-5079 - X-Coordinate,STARLINK-30216 - X-Coordinate,STARLINK-1031 - X-Coordinate,STARLINK-31107 - X-Coordinate,STARLINK-3085 - X-Coordinate,STARLINK-5199 - X-Coordinate,STARLINK-2214 - X-Coordinate,STARLINK-31632 - X-Coordinate,STARLINK-1531 - X-Coordinate,STARLINK-31123 - X-Coordinate,STARLINK-30182 - X-Coordinate,STARLINK-3288 - X-Coordinate,STARLINK-3612 - X-Coordinate,STARLINK-30792 - X-Coordinate,STARLINK-5210 - X-Coordinate,STARLINK-5824 - X-Coordinate,STARLINK-31493 - X-Coordinate,STARLINK-5925 - X-Coordinate,STARLINK-6137 - X-Coordinate,STARLINK-30835 - X-Coordinate,STARLINK-1890 - X-Coordinate,STARLINK-4664 - X-Coordinate,STARLINK-5237 - X-Coordinate,STARLINK-1966 - X-Coordinate,STARLINK-5148 - X-Coordinate,STARLINK-5374 - X-Coordinate,STARLINK-2121 - X-Coordinate,STARLINK-6210 - X-Coordinate,STARLINK-4358 - X-Coordinate,STARLINK-5381 - X-Coordinate,STARLINK-3899 - X-Coordinate,STARLINK-3910 - X-Coordinate,STARLINK-31956 - X-Coordinate,STARLINK-3861 - X-Coordinate,STARLINK-4513 - X-Coordinate,STARLINK-4571 - X-Coordinate,STARLINK-11134 [DTC] - X-Coordinate,STARLINK-31265 - X-Coordinate,STARLINK-31976 - X-Coordinate,STARLINK-6229 - X-Coordinate,STARLINK-4418 - X-Coordinate,STARLINK-1015 - X-Coordinate,STARLINK-2479 - X-Coordinate,STARLINK-3589 - X-Coordinate,STARLINK-4676 - X-Coordinate,STARLINK-30146 - X-Coordinate,STARLINK-5987 - X-Coordinate,STARLINK-3294 - X-Coordinate,STARLINK-5999 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5015 - Y-Coordinate,STARLINK-30172 - Y-Coordinate,STARLINK-5555 - Y-Coordinate,STARLINK-30766 - Y-Coordinate,STARLINK-31504 - Y-Coordinate,STARLINK-4357 - Y-Coordinate,STARLINK-31473 - Y-Coordinate,STARLINK-6107 - Y-Coordinate,STARLINK-3655 - Y-Coordinate,STARLINK-1765 - Y-Coordinate,STARLINK-31052 - Y-Coordinate,STARLINK-6110 - Y-Coordinate,STARLINK-1347 - Y-Coordinate,STARLINK-30944 - Y-Coordinate,STARLINK-3911 - Y-Coordinate,STARLINK-30351 - Y-Coordinate,STARLINK-30265 - Y-Coordinate,STARLINK-5800 - Y-Coordinate,STARLINK-31898 - Y-Coordinate,STARLINK-4646 - Y-Coordinate,STARLINK-2185 - Y-Coordinate,STARLINK-5209 - Y-Coordinate,STARLINK-1313 - Y-Coordinate,STARLINK-5653 - Y-Coordinate,STARLINK-6299 - Y-Coordinate,STARLINK-5085 - Y-Coordinate,STARLINK-5696 - Y-Coordinate,STARLINK-1483 - Y-Coordinate,STARLINK-4740 - Y-Coordinate,STARLINK-5887 - Y-Coordinate,STARLINK-4602 - Y-Coordinate,STARLINK-31965 - Y-Coordinate,STARLINK-31338 - Y-Coordinate,STARLINK-1407 - Y-Coordinate,STARLINK-6048 - Y-Coordinate,STARLINK-30793 - Y-Coordinate,STARLINK-5236 - Y-Coordinate,STARLINK-31705 - Y-Coordinate,STARLINK-5033 - Y-Coordinate,STARLINK-4624 - Y-Coordinate,STARLINK-4368 - Y-Coordinate,STARLINK-30886 - Y-Coordinate,STARLINK-31597 - Y-Coordinate,STARLINK-2285 - Y-Coordinate,STARLINK-11119 [DTC] - Y-Coordinate,STARLINK-6185 - Y-Coordinate,STARLINK-5658 - Y-Coordinate,STARLINK-6121 - Y-Coordinate,STARLINK-4025 - Y-Coordinate,STARLINK-4701 - Y-Coordinate,STARLINK-6363 - Y-Coordinate,STARLINK-5079 - Y-Coordinate,STARLINK-30216 - Y-Coordinate,STARLINK-1031 - Y-Coordinate,STARLINK-31107 - Y-Coordinate,STARLINK-3085 - Y-Coordinate,STARLINK-5199 - Y-Coordinate,STARLINK-2214 - Y-Coordinate,STARLINK-31632 - Y-Coordinate,STARLINK-1531 - Y-Coordinate,STARLINK-31123 - Y-Coordinate,STARLINK-30182 - Y-Coordinate,STARLINK-3288 - Y-Coordinate,STARLINK-3612 - Y-Coordinate,STARLINK-30792 - Y-Coordinate,STARLINK-5210 - Y-Coordinate,STARLINK-5824 - Y-Coordinate,STARLINK-31493 - Y-Coordinate,STARLINK-5925 - Y-Coordinate,STARLINK-6137 - Y-Coordinate,STARLINK-30835 - Y-Coordinate,STARLINK-1890 - Y-Coordinate,STARLINK-4664 - Y-Coordinate,STARLINK-5237 - Y-Coordinate,STARLINK-1966 - Y-Coordinate,STARLINK-5148 - Y-Coordinate,STARLINK-5374 - Y-Coordinate,STARLINK-2121 - Y-Coordinate,STARLINK-6210 - Y-Coordinate,STARLINK-4358 - Y-Coordinate,STARLINK-5381 - Y-Coordinate,STARLINK-3899 - Y-Coordinate,STARLINK-3910 - Y-Coordinate,STARLINK-31956 - Y-Coordinate,STARLINK-3861 - Y-Coordinate,STARLINK-4513 - Y-Coordinate,STARLINK-4571 - Y-Coordinate,STARLINK-11134 [DTC] - Y-Coordinate,STARLINK-31265 - Y-Coordinate,STARLINK-31976 - Y-Coordinate,STARLINK-6229 - Y-Coordinate,STARLINK-4418 - Y-Coordinate,STARLINK-1015 - Y-Coordinate,STARLINK-2479 - Y-Coordinate,STARLINK-3589 - Y-Coordinate,STARLINK-4676 - Y-Coordinate,STARLINK-30146 - Y-Coordinate,STARLINK-5987 - Y-Coordinate,STARLINK-3294 - Y-Coordinate,STARLINK-5999 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5015 - Z-Coordinate,STARLINK-30172 - Z-Coordinate,STARLINK-5555 - Z-Coordinate,STARLINK-30766 - Z-Coordinate,STARLINK-31504 - Z-Coordinate,STARLINK-4357 - Z-Coordinate,STARLINK-31473 - Z-Coordinate,STARLINK-6107 - Z-Coordinate,STARLINK-3655 - Z-Coordinate,STARLINK-1765 - Z-Coordinate,STARLINK-31052 - Z-Coordinate,STARLINK-6110 - Z-Coordinate,STARLINK-1347 - Z-Coordinate,STARLINK-30944 - Z-Coordinate,STARLINK-3911 - Z-Coordinate,STARLINK-30351 - Z-Coordinate,STARLINK-30265 - Z-Coordinate,STARLINK-5800 - Z-Coordinate,STARLINK-31898 - Z-Coordinate,STARLINK-4646 - Z-Coordinate,STARLINK-2185 - Z-Coordinate,STARLINK-5209 - Z-Coordinate,STARLINK-1313 - Z-Coordinate,STARLINK-5653 - Z-Coordinate,STARLINK-6299 - Z-Coordinate,STARLINK-5085 - Z-Coordinate,STARLINK-5696 - Z-Coordinate,STARLINK-1483 - Z-Coordinate,STARLINK-4740 - Z-Coordinate,STARLINK-5887 - Z-Coordinate,STARLINK-4602 - Z-Coordinate,STARLINK-31965 - Z-Coordinate,STARLINK-31338 - Z-Coordinate,STARLINK-1407 - Z-Coordinate,STARLINK-6048 - Z-Coordinate,STARLINK-30793 - Z-Coordinate,STARLINK-5236 - Z-Coordinate,STARLINK-31705 - Z-Coordinate,STARLINK-5033 - Z-Coordinate,STARLINK-4624 - Z-Coordinate,STARLINK-4368 - Z-Coordinate,STARLINK-30886 - Z-Coordinate,STARLINK-31597 - Z-Coordinate,STARLINK-2285 - Z-Coordinate,STARLINK-11119 [DTC] - Z-Coordinate,STARLINK-6185 - Z-Coordinate,STARLINK-5658 - Z-Coordinate,STARLINK-6121 - Z-Coordinate,STARLINK-4025 - Z-Coordinate,STARLINK-4701 - Z-Coordinate,STARLINK-6363 - Z-Coordinate,STARLINK-5079 - Z-Coordinate,STARLINK-30216 - Z-Coordinate,STARLINK-1031 - Z-Coordinate,STARLINK-31107 - Z-Coordinate,STARLINK-3085 - Z-Coordinate,STARLINK-5199 - Z-Coordinate,STARLINK-2214 - Z-Coordinate,STARLINK-31632 - Z-Coordinate,STARLINK-1531 - Z-Coordinate,STARLINK-31123 - Z-Coordinate,STARLINK-30182 - Z-Coordinate,STARLINK-3288 - Z-Coordinate,STARLINK-3612 - Z-Coordinate,STARLINK-30792 - Z-Coordinate,STARLINK-5210 - Z-Coordinate,STARLINK-5824 - Z-Coordinate,STARLINK-31493 - Z-Coordinate,STARLINK-5925 - Z-Coordinate,STARLINK-6137 - Z-Coordinate,STARLINK-30835 - Z-Coordinate,STARLINK-1890 - Z-Coordinate,STARLINK-4664 - Z-Coordinate,STARLINK-5237 - Z-Coordinate,STARLINK-1966 - Z-Coordinate,STARLINK-5148 - Z-Coordinate,STARLINK-5374 - Z-Coordinate,STARLINK-2121 - Z-Coordinate,STARLINK-6210 - Z-Coordinate,STARLINK-4358 - Z-Coordinate,STARLINK-5381 - Z-Coordinate,STARLINK-3899 - Z-Coordinate,STARLINK-3910 - Z-Coordinate,STARLINK-31956 - Z-Coordinate,STARLINK-3861 - Z-Coordinate,STARLINK-4513 - Z-Coordinate,STARLINK-4571 - Z-Coordinate,STARLINK-11134 [DTC] - Z-Coordinate,STARLINK-31265 - Z-Coordinate,STARLINK-31976 - Z-Coordinate,STARLINK-6229 - Z-Coordinate,STARLINK-4418 - Z-Coordinate,STARLINK-1015 - Z-Coordinate,STARLINK-2479 - Z-Coordinate,STARLINK-3589 - Z-Coordinate,STARLINK-4676 - Z-Coordinate,STARLINK-30146 - Z-Coordinate,STARLINK-5987 - Z-Coordinate,STARLINK-3294 - Z-Coordinate,STARLINK-5999 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-3808.8255,4811.6119,5295.0839,-1783.9708,-96.1540,3626.3300,812.9967,-241.6062,4907.6040,-2517.9290,-6620.3451,-6219.0816,3814.2314,2123.2868,-4348.5035,1454.9390,-4936.7931,-1191.3005,-449.0308,-2574.4914,3060.9452,1808.2242,0.0000,-92.8713,-3269.1541,-1570.1780,3783.0320,0.0000,4592.8560,-5710.8910,6118.8595,800.3048,0.0000,1872.5947,1967.6214,2630.5472,5157.1903,-3285.1145,6449.7317,5634.5170,18.3853,-4915.4853,2038.6868,-1483.8617,0.0000,2228.2732,-4830.9625,4138.4395,4134.5510,-6325.9598,5201.7613,-6459.3903,-3819.5973,-1623.8421,6570.2026,-2070.0624,-952.3620,-2444.3758,-5162.2226,3377.0917,5531.8697,-4983.6524,2797.8938,-1761.4768,-6659.1163,5459.5858,3459.8193,868.6957,-1283.2545,-3615.9045,-6871.2027,-4223.1592,1919.0231,3030.8496,-1042.1150,-6134.0981,-4934.2664,-3048.1479,-1053.2948,-3609.8215,-3914.2445,-6717.4308,4536.1132,-2315.1261,4483.3459,6082.5835,1103.5544,6390.1120,-1747.5882,405.1334,-3700.9710,3467.2637,3275.7257,2518.6978,-2850.1163,4460.4969,-4658.5460,2942.8567,-3153.4202,3430.6765,-282052.0810,-273934.6529,-286010.1169,-283137.4564,-274749.7118,-276745.0173,-281146.1296,-279960.2699,127853125.2622,127862808.7219,127838700.2935,127843075.0682,-281325.9679,127842099.0395,-4814.0371,-2559.6732,-352.7076,-5666.2859,-6781.5478,-1546.4947,5801.1938,-6626.2363,3998.6815,6182.0694,-332.7967,1215.7394,5548.9794,-4638.0207,-4332.5751,5695.6576,-1119.9961,-5022.9891,5583.6127,4045.9478,5754.3060,3735.1826,0.0000,-6844.0706,5510.2816,1998.2699,5535.9458,0.0000,4708.4066,-3307.4650,529.9361,-6466.6363,0.0000,4469.2426,-5582.9150,4284.1673,3164.3151,5968.0179,-771.9130,-3896.0110,1051.9901,-4639.3770,-5868.9727,4356.5032,0.0000,-6170.6966,-1634.0662,-3080.7006,-186.3816,236.6243,-3653.3104,-849.9603,-3901.5931,-6170.9394,1917.6760,-1744.6809,-6751.9676,3682.0893,1059.7141,-5965.9275,-3926.2592,-4422.0124,-3388.1433,-4802.4616,-324.7491,-2268.5342,-5258.9872,4983.5119,-2050.6234,5810.6424,-616.0147,677.1930,3711.8264,3991.6507,6769.0474,-1603.0657,1082.0677,-4703.0762,-2299.8521,3400.5389,-4609.7767,-1177.8005,-3710.4257,-5158.2542,-626.7532,-1989.1036,-2551.8065,-1385.3490,4706.9304,-4979.4856,-4687.4185,-2420.5900,5867.5623,5889.0157,3119.5255,-2760.5241,5108.8770,-4838.0005,2972.9437,4303.0647,-257391.4920,-229430.1575,-246000.5177,-247694.9817,-246071.2844,-244742.1545,-238988.8048,-241639.9148,180260394.5467,180297293.7319,180263778.3395,180267572.8541,-242623.3501,180272465.6873,-3266.2368,4284.2090,4397.8925,-3586.0358,-455.1027,-5703.5518,-3314.1384,-1965.0301,-2725.0248,-1677.0428,1996.4079,2765.1431,-1343.2696,-4754.2047,2949.5027,3640.5692,4714.6951,4614.6859,-3892.8430,-4968.1577,-2296.9114,-5505.0021,0.0000,-1019.8525,2606.8577,6458.0588,-1726.1148,0.0000,-2009.0723,-2124.8740,-3198.2599,2035.8019,0.0000,-4854.1132,3635.3559,-4685.0328,-3418.2159,-291.8858,2444.3915,-1009.3005,6845.9042,1607.8308,2781.8808,4792.4129,0.0000,-2251.3106,-4671.8779,-4643.0851,5526.3706,2772.5649,2762.8642,-2317.0952,-4270.9287,2626.7102,201.8242,6395.4838,-1093.1856,5158.8029,4332.8066,641.9936,1425.2631,-1987.1688,5298.1529,4608.1994,-1896.8211,3435.4132,-2881.7293,4599.3897,6504.2116,-1058.2604,525.4681,-5257.7943,-5510.9118,-4737.4450,500.2741,-2740.0246,4706.9882,-4056.4944,-6461.6775,4817.4003,3339.4972,-1073.2586,3660.1683,-3745.9329,-5203.8812,-2609.7047,6284.2329,1650.4043,-4627.3791,4599.5583,3503.0991,-5453.9565,-1658.6536,2578.2083,5465.2030,4477.5723,-151.4422,4006.9212,-5389.0553,-4220.6114,155354.9258,155081.3271,156707.4433,155753.1306,160304.8596,152417.1360,145995.4488,155288.2161,-68262630.3684,-68280288.3858,-68236012.0332,-68244214.9925,154613.9857,-68250379.2237,
3600.000,5442.3355,-3806.0718,-5473.0306,4455.9880,2758.2093,1051.6912,-4069.6024,2506.8563,-4284.1857,-415.8705,4662.6984,5851.3642,-4187.3664,1377.9852,4118.1207,-4221.7157,5372.4101,4784.8184,-3755.3650,-1909.1634,-4419.4111,-5439.8352,0.0000,2529.7297,-421.4181,-2573.5858,-5363.0511,0.0000,-5510.7229,1722.4573,-6744.1658,2605.1569,0.0000,-4556.9286,-2105.7052,-5894.1564,-2808.9421,533.5052,-6394.4420,-4041.1488,4943.5273,6030.7058,628.1432,-4007.8558,0.0000,-67.1385,5327.9776,-2118.8794,-4022.4813,6469.2010,-3959.7927,4152.4356,5331.3630,3230.9066,-5844.8090,5838.0722,2397.1364,-56.7203,2545.1422,-1315.4214,-4166.7370,5216.4585,1453.6681,4223.9999,6416.6115,-1392.8924,-1505.9259,-4829.0985,4839.7694,1315.7943,5485.7639,4341.1564,-5376.9725,-4412.9903,-888.8600,4062.0587,3662.9494,5335.7287,4620.7515,6478.6366,5006.6809,6059.4884,-3959.8940,5477.5836,-2044.6176,-2750.4991,-5220.0756,-4974.8990,-2687.2543,3878.0055,4996.1350,600.5866,-4365.2016,-3654.9098,-844.0622,-343.1573,2085.0796,-3350.7797,1355.1453,-5260.0645,-207577.8184,-206448.3520,-216743.5082,-213590.8326,-204395.1567,-208850.2863,-210612.0915,-212452.8474,76794866.3776,76797071.9787,76787279.1392,76789927.0992,-211404.7002,76784129.7418,4235.3417,5581.8317,3816.3024,5308.9188,5203.3313,-1324.0113,-5296.7641,6193.0808,-270.8888,-4683.8940,-2498.3076,-3583.1546,-2367.1118,5906.1699,26.0536,-5470.9208,-2801.2281,3116.8636,-3588.8375,-4175.7759,-4869.2295,-1400.4284,0.0000,5011.3458,-5112.6280,-3777.9418,-3896.8967,0.0000,-3246.0398,2703.9421,1135.2149,4390.3822,0.0000,-608.9714,6507.6343,-1680.3573,-169.5172,-5144.1024,876.2662,734.8178,-1943.0078,2799.9228,6672.3953,-3003.2155,0.0000,6789.7182,-2441.5826,6075.6001,4246.8167,-1861.9942,5631.3666,-1722.9121,59.6771,5843.1201,910.4812,921.8756,5608.8301,-6551.4756,-4881.5210,5704.5462,4758.0823,1141.9551,4837.5186,1064.2771,-1904.4476,3859.3448,6716.7220,-4238.7914,-579.8187,-6283.1432,-1899.8111,-4773.5930,-1230.6139,290.8194,-5659.6801,-1467.6352,-4863.8559,4396.7588,-596.5452,-2438.5764,747.7947,-558.8655,5644.9850,3993.9681,4429.0887,3400.2048,3877.1123,3164.6122,-5338.5739,5051.4786,928.3875,-1387.9531,-4645.9070,-2441.3285,-5281.9220,4266.3511,-5692.2472,6021.6789,-6192.4596,-625.5377,-318050.3711,-289596.1240,-306921.8827,-307200.4596,-308389.6983,-306491.7238,-301875.1236,-306285.1489,207245478.4733,207285165.7472,207252169.9673,207262025.6592,-305114.8176,207258436.0923,-887.5702,-1580.9147,-1758.5483,289.5851,-3399.4019,6702.5277,-808.4050,-1787.2443,5376.9652,5013.4295,-4474.8164,864.7251,4887.7586,3431.8224,-5434.3420,-341.9945,-3355.9597,-3931.0019,4408.5270,5141.3493,-2122.9628,3980.1169,0.0000,4035.5982,-4650.0332,-5241.2550,-1999.5994,0.0000,-2532.1628,6133.4433,-1082.4719,-4540.2133,0.0000,5074.2954,1213.6105,3090.9677,6336.4208,4432.5379,2542.5228,5560.2143,-4471.3970,2008.9906,1202.7444,-4382.6740,0.0000,-1418.4229,3656.8791,2587.7288,-3689.5455,1564.2266,812.6752,5239.1374,4416.0535,1750.0610,3438.3819,-3669.8864,-3244.6952,-1831.9977,-4041.7310,3617.6915,2828.6658,4440.7469,-4693.1511,-5346.5210,-1804.8938,-5481.5972,-732.1816,-2360.6294,-4958.4315,-2602.6502,-3770.7437,2054.3972,4155.3568,5275.7913,3778.1403,5374.4890,-3274.7256,33.7533,5126.1802,143.0028,-4712.1496,-3267.3632,489.0494,32.1772,4859.9278,5336.8589,-2270.4527,3269.1463,3285.1250,-2382.8732,-4714.4333,6715.9088,-2696.4238,-5334.9453,-4390.9645,-5422.3229,-3334.2194,802.0612,2746.1631,4463.3021,155427.2541,155208.3118,157497.6992,154036.3756,161023.0016,156378.4730,145872.7254,154235.2655,-68304324.6915,-68323721.7791,-68275497.1690,-68289684.4910,155056.2401,-68292739.9890,
7200.000,-4999.0070,1734.0098,3735.6373,-5379.5166,-4912.2826,-5803.0343,5043.0531,-4217.8840,3259.1230,4212.1963,-1592.8010,-3071.8572,4019.1539,-3848.9594,-3356.1355,5280.7177,-4491.0803,-6808.8720,6556.5598,5268.5925,4328.9628,6876.2857,0.0000,-4952.7151,4319.5142,4512.1908,5260.4596,0.0000,4317.3723,1955.7245,4391.9468,-5669.1663,0.0000,6152.2506,773.1170,6787.4929,924.0346,3539.3713,3069.7932,-1153.1249,-6910.4578,-5313.4894,-3334.5236,6571.9451,0.0000,-2452.5016,-4595.5863,-14.1595,3175.9856,-3665.6398,1047.3445,-985.6994,-5821.4235,-3902.1334,2871.3143,-6795.4549,-3723.0481,1957.7366,299.6329,-2248.3379,589.6141,-4662.2961,-4325.0368,-6014.9498,-3726.5883,-2848.8401,-1194.1456,6314.1199,-6783.5655,2009.6842,-2360.8569,-2469.7031,6882.2768,5250.2023,3520.6421,-1393.3143,-1761.6296,-5218.1405,-6699.6910,-4718.5428,-5298.1359,-2938.5069,1473.7580,-5639.6315,56.1068,-1399.0330,5845.7375,212.2085,5369.4687,-5820.5891,-5533.8521,-5491.8626,4252.7760,4731.8625,3272.4918,-3286.5257,1782.5710,1782.6626,190.8543,6076.7221,-120985.4603,-126406.5066,-133888.8674,-128736.7183,-120833.4122,-130850.8516,-126609.5256,-127356.1459,20483405.8462,20478033.7332,20479955.0962,20473108.0992,-128131.5194,20472423.8543,-1745.2165,-6385.9890,-5429.9472,-3018.8638,-1079.0502,933.8267,1465.6713,-3258.3165,-4073.0120,2120.8202,5277.2402,4762.8355,-2287.1844,-5808.6946,4567.9649,3139.4838,5269.5773,-983.1080,973.0890,3972.7641,1491.0455,-389.0910,0.0000,-1639.3114,3850.3361,5202.8660,456.4021,0.0000,-316.1951,1450.8603,-2602.4156,-1016.7435,0.0000,-2474.3081,-4317.8955,-846.3871,-4058.9302,2542.5386,-1436.3756,1030.6293,-86.9174,443.0665,-4122.5420,934.1043,0.0000,-4924.5373,5152.5177,-6863.0345,-6121.1738,3156.5366,-5631.3651,4798.2824,3258.9906,-2673.8023,-4154.2318,-877.4841,-1915.5548,5811.3971,6780.3099,-3481.8116,-4317.1707,2835.6272,-5273.5752,2177.7349,3848.8284,-5097.5585,-5604.3127,2096.9336,1435.6178,4722.0314,4539.3744,5645.6186,-594.1738,-3781.0019,2178.5601,4971.3819,6678.4520,-2159.7888,1616.6360,-206.6327,3176.2130,2972.0059,-5165.2552,-682.8127,-6758.2616,-4873.5212,-1533.5766,-4049.9674,4181.4562,-3061.0636,2858.4078,1975.7288,1052.5742,-1832.0335,6069.1478,-5345.6017,4731.4922,-4274.3755,6717.1231,-2665.8912,-357619.4625,-330877.4427,-348214.9653,-345182.6502,-350972.1481,-348347.3851,-344857.4962,-346887.9209,220083425.9823,220123608.2768,220096549.8300,220105820.4894,-348062.8721,220097332.3835,4491.9154,-2091.3177,-2043.2251,3163.9784,4562.6722,-3674.1193,4195.1191,4395.2736,-4504.5303,-5017.1438,4183.8814,-3970.5384,-5079.6371,-195.1515,3773.7147,-3188.4826,-92.9525,834.1761,-1605.0624,-2024.2947,5161.8562,142.7407,0.0000,-4549.7963,3787.5533,945.6380,4467.0180,0.0000,5331.5587,-6497.7606,4663.9665,3658.3500,0.0000,-1744.6131,-5398.5048,614.6148,-5562.6511,-5247.8234,-6064.7349,-6756.0458,-607.6319,-4460.6060,-4278.4754,-431.0060,0.0000,4213.4020,-348.7715,1005.8298,-497.8583,-4946.2927,-3912.2747,-4881.8123,-1875.3211,-5035.5166,-4629.3235,-1210.7980,5480.1807,-2947.7961,729.0192,-5505.4901,-5398.3814,-4308.7431,981.7001,2557.2108,4387.2308,3558.0087,3872.9852,-1600.9542,492.4095,4639.7662,4648.6339,2803.7222,-202.3732,-2380.2322,-5485.2346,-4588.6430,-250.6982,3979.4556,-747.9069,-5066.8713,3094.3930,5483.5775,-4360.3973,3690.1912,-1359.2460,-4696.9829,-3298.4349,-5393.2405,498.3645,-1725.6228,3027.2087,-3684.5462,5344.9322,4676.2808,547.8479,2870.5010,4709.0156,-5178.2275,1604.1571,-2009.7283,155477.8438,155320.3332,157621.1032,154808.6686,161320.0873,156768.4981,146366.0495,156642.6000,-68345265.3958,-68366933.9323,-68316453.7484,-68338932.8519,155485.9476,-68335097.3857,
