sl_100_5400_20290508 Coordinates.csv
2029/05/08 07:47:00.0000 UTC

Generated: Tue Oct  8 21:46:01 2024,
Start: 2029/05/08 07:47:00.00, Stop: 2029/05/08 09:17:00.00,
TIME_UNITS,STARLINK-30803 - X-Coordinate,STARLINK-31015 - X-Coordinate,STARLINK-6213 - X-Coordinate,STARLINK-3654 - X-Coordinate,STARLINK-31654 - X-Coordinate,STARLINK-4343 - X-Coordinate,STARLINK-30507 - X-Coordinate,STARLINK-5362 - X-Coordinate,STARLINK-5532 - X-Coordinate,STARLINK-5430 - X-Coordinate,STARLINK-30542 - X-Coordinate,STARLINK-5567 - X-Coordinate,STARLINK-3743 - X-Coordinate,STARLINK-6188 - X-Coordinate,STARLINK-3936 - X-Coordinate,STARLINK-31391 - X-Coordinate,STARLINK-2094 - X-Coordinate,STARLINK-5636 - X-Coordinate,STARLINK-30299 - X-Coordinate,STARLINK-6083 - X-Coordinate,STARLINK-31882 - X-Coordinate,STARLINK-4510 - X-Coordinate,STARLINK-5657 - X-Coordinate,STARLINK-1832 - X-Coordinate,STARLINK-2565 - X-Coordinate,STARLINK-2077 - X-Coordinate,STARLINK-5898 - X-Coordinate,STARLINK-4669 - X-Coordinate,STARLINK-5772 - X-Coordinate,STARLINK-6037 - X-Coordinate,STARLINK-5939 - X-Coordinate,STARLINK-5487 - X-Coordinate,STARLINK-31701 - X-Coordinate,STARLINK-4798 - X-Coordinate,STARLINK-30160 - X-Coordinate,STARLINK-31930 - X-Coordinate,STARLINK-30218 - X-Coordinate,STARLINK-31885 - X-Coordinate,STARLINK-30371 - X-Coordinate,STARLINK-31624 - X-Coordinate,STARLINK-2016 - X-Coordinate,STARLINK-11078 [DTC] - X-Coordinate,STARLINK-1333 - X-Coordinate,STARLINK-3255 - X-Coordinate,STARLINK-3968 - X-Coordinate,STARLINK-31870 - X-Coordinate,STARLINK-3605 - X-Coordinate,STARLINK-30704 - X-Coordinate,STARLINK-30586 - X-Coordinate,STARLINK-30512 - X-Coordinate,STARLINK-4134 - X-Coordinate,STARLINK-4027 - X-Coordinate,STARLINK-1202 - X-Coordinate,STARLINK-5518 - X-Coordinate,STARLINK-1297 - X-Coordinate,STARLINK-5313 - X-Coordinate,STARLINK-30130 - X-Coordinate,STARLINK-2562 - X-Coordinate,STARLINK-30879 - X-Coordinate,STARLINK-3904 - X-Coordinate,STARLINK-6189 - X-Coordinate,STARLINK-31648 - X-Coordinate,STARLINK-4715 - X-Coordinate,STARLINK-5606 - X-Coordinate,STARLINK-2059 - X-Coordinate,STARLINK-31216 - X-Coordinate,STARLINK-2492 - X-Coordinate,STARLINK-1453 - X-Coordinate,STARLINK-4609 - X-Coordinate,STARLINK-1540 - X-Coordinate,STARLINK-6129 - X-Coordinate,STARLINK-6261 - X-Coordinate,STARLINK-30763 - X-Coordinate,STARLINK-11261 [DTC] - X-Coordinate,STARLINK-1932 - X-Coordinate,STARLINK-5862 - X-Coordinate,STARLINK-1193 - X-Coordinate,STARLINK-31905 - X-Coordinate,STARLINK-5916 - X-Coordinate,STARLINK-11179 [DTC] - X-Coordinate,STARLINK-5088 - X-Coordinate,STARLINK-30922 - X-Coordinate,STARLINK-30801 - X-Coordinate,STARLINK-3370 - X-Coordinate,STARLINK-2627 - X-Coordinate,STARLINK-30919 - X-Coordinate,STARLINK-5046 - X-Coordinate,STARLINK-31986 - X-Coordinate,STARLINK-5320 - X-Coordinate,STARLINK-1267 - X-Coordinate,STARLINK-5932 - X-Coordinate,STARLINK-30067 - X-Coordinate,STARLINK-3989 - X-Coordinate,STARLINK-5682 - X-Coordinate,STARLINK-5510 - X-Coordinate,STARLINK-31665 - X-Coordinate,STARLINK-4178 - X-Coordinate,STARLINK-30828 - X-Coordinate,STARLINK-4784 - X-Coordinate,STARLINK-31827 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-30803 - Y-Coordinate,STARLINK-31015 - Y-Coordinate,STARLINK-6213 - Y-Coordinate,STARLINK-3654 - Y-Coordinate,STARLINK-31654 - Y-Coordinate,STARLINK-4343 - Y-Coordinate,STARLINK-30507 - Y-Coordinate,STARLINK-5362 - Y-Coordinate,STARLINK-5532 - Y-Coordinate,STARLINK-5430 - Y-Coordinate,STARLINK-30542 - Y-Coordinate,STARLINK-5567 - Y-Coordinate,STARLINK-3743 - Y-Coordinate,STARLINK-6188 - Y-Coordinate,STARLINK-3936 - Y-Coordinate,STARLINK-31391 - Y-Coordinate,STARLINK-2094 - Y-Coordinate,STARLINK-5636 - Y-Coordinate,STARLINK-30299 - Y-Coordinate,STARLINK-6083 - Y-Coordinate,STARLINK-31882 - Y-Coordinate,STARLINK-4510 - Y-Coordinate,STARLINK-5657 - Y-Coordinate,STARLINK-1832 - Y-Coordinate,STARLINK-2565 - Y-Coordinate,STARLINK-2077 - Y-Coordinate,STARLINK-5898 - Y-Coordinate,STARLINK-4669 - Y-Coordinate,STARLINK-5772 - Y-Coordinate,STARLINK-6037 - Y-Coordinate,STARLINK-5939 - Y-Coordinate,STARLINK-5487 - Y-Coordinate,STARLINK-31701 - Y-Coordinate,STARLINK-4798 - Y-Coordinate,STARLINK-30160 - Y-Coordinate,STARLINK-31930 - Y-Coordinate,STARLINK-30218 - Y-Coordinate,STARLINK-31885 - Y-Coordinate,STARLINK-30371 - Y-Coordinate,STARLINK-31624 - Y-Coordinate,STARLINK-2016 - Y-Coordinate,STARLINK-11078 [DTC] - Y-Coordinate,STARLINK-1333 - Y-Coordinate,STARLINK-3255 - Y-Coordinate,STARLINK-3968 - Y-Coordinate,STARLINK-31870 - Y-Coordinate,STARLINK-3605 - Y-Coordinate,STARLINK-30704 - Y-Coordinate,STARLINK-30586 - Y-Coordinate,STARLINK-30512 - Y-Coordinate,STARLINK-4134 - Y-Coordinate,STARLINK-4027 - Y-Coordinate,STARLINK-1202 - Y-Coordinate,STARLINK-5518 - Y-Coordinate,STARLINK-1297 - Y-Coordinate,STARLINK-5313 - Y-Coordinate,STARLINK-30130 - Y-Coordinate,STARLINK-2562 - Y-Coordinate,STARLINK-30879 - Y-Coordinate,STARLINK-3904 - Y-Coordinate,STARLINK-6189 - Y-Coordinate,STARLINK-31648 - Y-Coordinate,STARLINK-4715 - Y-Coordinate,STARLINK-5606 - Y-Coordinate,STARLINK-2059 - Y-Coordinate,STARLINK-31216 - Y-Coordinate,STARLINK-2492 - Y-Coordinate,STARLINK-1453 - Y-Coordinate,STARLINK-4609 - Y-Coordinate,STARLINK-1540 - Y-Coordinate,STARLINK-6129 - Y-Coordinate,STARLINK-6261 - Y-Coordinate,STARLINK-30763 - Y-Coordinate,STARLINK-11261 [DTC] - Y-Coordinate,STARLINK-1932 - Y-Coordinate,STARLINK-5862 - Y-Coordinate,STARLINK-1193 - Y-Coordinate,STARLINK-31905 - Y-Coordinate,STARLINK-5916 - Y-Coordinate,STARLINK-11179 [DTC] - Y-Coordinate,STARLINK-5088 - Y-Coordinate,STARLINK-30922 - Y-Coordinate,STARLINK-30801 - Y-Coordinate,STARLINK-3370 - Y-Coordinate,STARLINK-2627 - Y-Coordinate,STARLINK-30919 - Y-Coordinate,STARLINK-5046 - Y-Coordinate,STARLINK-31986 - Y-Coordinate,STARLINK-5320 - Y-Coordinate,STARLINK-1267 - Y-Coordinate,STARLINK-5932 - Y-Coordinate,STARLINK-30067 - Y-Coordinate,STARLINK-3989 - Y-Coordinate,STARLINK-5682 - Y-Coordinate,STARLINK-5510 - Y-Coordinate,STARLINK-31665 - Y-Coordinate,STARLINK-4178 - Y-Coordinate,STARLINK-30828 - Y-Coordinate,STARLINK-4784 - Y-Coordinate,STARLINK-31827 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-30803 - Z-Coordinate,STARLINK-31015 - Z-Coordinate,STARLINK-6213 - Z-Coordinate,STARLINK-3654 - Z-Coordinate,STARLINK-31654 - Z-Coordinate,STARLINK-4343 - Z-Coordinate,STARLINK-30507 - Z-Coordinate,STARLINK-5362 - Z-Coordinate,STARLINK-5532 - Z-Coordinate,STARLINK-5430 - Z-Coordinate,STARLINK-30542 - Z-Coordinate,STARLINK-5567 - Z-Coordinate,STARLINK-3743 - Z-Coordinate,STARLINK-6188 - Z-Coordinate,STARLINK-3936 - Z-Coordinate,STARLINK-31391 - Z-Coordinate,STARLINK-2094 - Z-Coordinate,STARLINK-5636 - Z-Coordinate,STARLINK-30299 - Z-Coordinate,STARLINK-6083 - Z-Coordinate,STARLINK-31882 - Z-Coordinate,STARLINK-4510 - Z-Coordinate,STARLINK-5657 - Z-Coordinate,STARLINK-1832 - Z-Coordinate,STARLINK-2565 - Z-Coordinate,STARLINK-2077 - Z-Coordinate,STARLINK-5898 - Z-Coordinate,STARLINK-4669 - Z-Coordinate,STARLINK-5772 - Z-Coordinate,STARLINK-6037 - Z-Coordinate,STARLINK-5939 - Z-Coordinate,STARLINK-5487 - Z-Coordinate,STARLINK-31701 - Z-Coordinate,STARLINK-4798 - Z-Coordinate,STARLINK-30160 - Z-Coordinate,STARLINK-31930 - Z-Coordinate,STARLINK-30218 - Z-Coordinate,STARLINK-31885 - Z-Coordinate,STARLINK-30371 - Z-Coordinate,STARLINK-31624 - Z-Coordinate,STARLINK-2016 - Z-Coordinate,STARLINK-11078 [DTC] - Z-Coordinate,STARLINK-1333 - Z-Coordinate,STARLINK-3255 - Z-Coordinate,STARLINK-3968 - Z-Coordinate,STARLINK-31870 - Z-Coordinate,STARLINK-3605 - Z-Coordinate,STARLINK-30704 - Z-Coordinate,STARLINK-30586 - Z-Coordinate,STARLINK-30512 - Z-Coordinate,STARLINK-4134 - Z-Coordinate,STARLINK-4027 - Z-Coordinate,STARLINK-1202 - Z-Coordinate,STARLINK-5518 - Z-Coordinate,STARLINK-1297 - Z-Coordinate,STARLINK-5313 - Z-Coordinate,STARLINK-30130 - Z-Coordinate,STARLINK-2562 - Z-Coordinate,STARLINK-30879 - Z-Coordinate,STARLINK-3904 - Z-Coordinate,STARLINK-6189 - Z-Coordinate,STARLINK-31648 - Z-Coordinate,STARLINK-4715 - Z-Coordinate,STARLINK-5606 - Z-Coordinate,STARLINK-2059 - Z-Coordinate,STARLINK-31216 - Z-Coordinate,STARLINK-2492 - Z-Coordinate,STARLINK-1453 - Z-Coordinate,STARLINK-4609 - Z-Coordinate,STARLINK-1540 - Z-Coordinate,STARLINK-6129 - Z-Coordinate,STARLINK-6261 - Z-Coordinate,STARLINK-30763 - Z-Coordinate,STARLINK-11261 [DTC] - Z-Coordinate,STARLINK-1932 - Z-Coordinate,STARLINK-5862 - Z-Coordinate,STARLINK-1193 - Z-Coordinate,STARLINK-31905 - Z-Coordinate,STARLINK-5916 - Z-Coordinate,STARLINK-11179 [DTC] - Z-Coordinate,STARLINK-5088 - Z-Coordinate,STARLINK-30922 - Z-Coordinate,STARLINK-30801 - Z-Coordinate,STARLINK-3370 - Z-Coordinate,STARLINK-2627 - Z-Coordinate,STARLINK-30919 - Z-Coordinate,STARLINK-5046 - Z-Coordinate,STARLINK-31986 - Z-Coordinate,STARLINK-5320 - Z-Coordinate,STARLINK-1267 - Z-Coordinate,STARLINK-5932 - Z-Coordinate,STARLINK-30067 - Z-Coordinate,STARLINK-3989 - Z-Coordinate,STARLINK-5682 - Z-Coordinate,STARLINK-5510 - Z-Coordinate,STARLINK-31665 - Z-Coordinate,STARLINK-4178 - Z-Coordinate,STARLINK-30828 - Z-Coordinate,STARLINK-4784 - Z-Coordinate,STARLINK-31827 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-2252.4982,292.9335,4864.2850,4362.1994,-367.7197,4357.3175,3192.5811,4792.8775,-3795.3335,-498.3950,0.0000,6580.1087,-4185.4361,-6760.6968,-2607.0499,-4849.4709,-4004.9009,5227.4681,5169.5068,-2985.9892,-6443.1707,-3932.8555,-4574.8629,965.9531,-4415.5521,4529.8894,-680.0071,-5849.7714,-488.1222,74.5572,-4201.0830,6925.7358,0.0000,5996.1425,1980.9512,-4828.1568,-2963.1738,-4748.6478,-5287.9785,-4763.0497,207.9062,-4130.2939,3766.2112,3593.4982,316.1945,6250.0463,-2372.3631,-4558.6136,6073.0609,3687.4333,1085.1722,3226.5552,-1283.1249,2427.5689,2274.2010,4735.9604,-4383.6225,4075.3273,-4638.7748,-1470.1310,-6621.4028,4806.3694,-673.5184,2322.3099,6337.3507,0.0000,-6912.6153,6322.9337,3879.6012,-4643.5865,-4635.0390,-6642.8100,-3979.9260,6431.2380,2502.6838,5350.3771,-6530.1874,4070.6811,-4984.8946,-3348.7869,-2454.4034,-4915.1599,4733.1393,5244.4519,-193.6734,4525.1190,-6409.6950,-6754.1561,6846.3875,3978.8506,0.0000,-1183.4952,-3705.9591,3731.9721,3118.8727,2969.0113,-1022.3033,4511.4049,5529.5202,-3214.2916,-412802.6814,-392520.8529,-403823.8524,-405909.7860,-407419.7986,-405681.0213,-398495.2917,-402359.7094,114589006.7283,114615353.2167,114593597.4047,114593464.2886,-401802.2293,114598034.6659,-5684.9870,5577.3997,-1628.5990,-5165.2607,-5617.4381,1809.6531,-3909.0952,4130.2630,2686.8559,-5070.6155,0.0000,-783.8223,3288.4391,-245.0590,3194.0972,-3472.8617,3533.6761,-500.0776,3031.3554,-5670.6433,1576.7857,2843.2408,-2313.4496,4710.3216,756.8084,-1363.0454,-6112.4945,3129.2440,-6020.4912,4225.1092,5205.0572,503.3936,0.0000,2780.1981,-4644.6232,4618.0666,-4297.3544,-1846.9032,-40.2038,1591.1291,4190.6503,-3408.0100,1734.9135,-3930.4217,6460.5993,1641.5686,-5741.7704,479.6877,694.8780,5788.3950,4113.9775,-2874.5891,-4346.4071,92.3998,3810.3800,3740.2339,-5164.4078,1285.6317,-1967.3901,-6025.8070,1077.5149,568.4175,-6331.9089,1485.1566,-2503.3384,0.0000,18.6588,-704.7493,-2429.0432,-1649.4508,-2067.4236,-1691.4492,5373.6907,1348.3480,3232.2180,4027.5047,2026.1053,-2991.7265,1140.2891,-4710.2112,5613.7337,-3398.5668,-4485.5649,1452.6690,6777.0453,-3032.4995,1743.3927,906.7778,-475.9797,5029.7310,0.0000,-6452.5510,2967.0853,-3408.3111,-1555.2446,4029.9840,4810.3283,2326.3725,2331.4932,-3204.7633,47234.6796,34593.9701,49236.6042,47459.5567,39046.7131,40418.1350,42266.2343,43900.0907,-26115039.4678,-26132907.8127,-26087340.8512,-26090245.4359,43755.7797,-26100305.5560,3092.1258,4110.1192,-4661.0939,1391.3838,-3834.2668,5078.5843,4703.2474,-2820.8274,5169.8146,4638.0118,0.0000,2043.2573,4363.4243,1389.0656,5496.2928,-3210.5658,4373.3575,4477.4576,-3484.8559,-2598.7964,-1524.1030,4839.6640,4718.2907,4839.8320,-5037.7793,-5035.1903,-3248.0023,-1742.2104,3384.4731,-5514.4621,-1768.8941,458.4613,0.0000,2017.6698,-4651.2024,1371.8848,-4284.4247,-4405.1964,4407.8639,-4614.5611,-5418.5559,-4102.9041,-5503.0351,4389.6155,-2436.2267,2183.1389,2947.3607,5008.7435,-3307.0684,1276.8286,5424.7623,5396.3198,5191.2168,6495.9730,-5186.2509,3409.3645,-1479.8654,-5396.8646,-4659.0654,3025.3214,-1722.8658,-4854.2008,-2633.2272,-6382.3323,-975.3067,0.0000,-275.1604,-2655.1097,5169.8426,4700.5197,-4694.7452,-923.5749,-1481.2872,1402.2672,5383.4649,325.9351,529.0342,-4594.5423,4692.7148,3490.4458,3170.6932,2707.9546,-2176.4413,4227.3920,-1325.1623,-4301.4749,-1308.9538,-977.8213,-1053.9732,-2475.4613,0.0000,2239.8801,5108.2569,4709.7455,6005.8355,-4654.0439,4839.6441,4599.7117,3399.6011,-5102.9806,5679.8387,6711.9621,7584.1987,7203.8390,11383.7124,3096.0408,-2860.2361,7407.3089,7087059.6153,7070814.6342,7104500.0357,7101034.2214,5686.1259,7097958.6408,
300.000,-3163.0920,2207.3112,4199.7926,2967.9480,-2195.8158,5380.5771,1382.0951,6051.9692,-4193.0819,-2108.8270,0.0000,5655.1347,-3702.5676,-6185.0105,-892.7097,-5148.0172,-3422.2159,4396.2726,5312.0065,-4516.8722,-6069.5231,-3392.2126,-5186.4233,2553.7614,-3162.6336,4540.0666,-1461.5019,-5359.9567,-2173.5923,1231.1018,-2548.9270,6480.2851,0.0000,5771.2854,-129.2222,-3987.4463,-4234.8727,-5619.1098,-4622.8833,-4032.7298,2322.0780,-5617.6668,4444.0572,2844.8524,1612.3601,6784.6726,-3770.4113,-4905.2725,5402.9082,4932.2945,2956.2267,1341.1905,-2921.0057,1980.5113,3555.9908,5744.7489,-5141.2878,4936.8519,-5378.1083,-2564.0297,-6413.0250,5624.3996,-1897.2171,4098.7731,5804.7098,0.0000,-6634.4858,6513.8621,3301.7581,-5822.4147,-5179.9682,-6884.0583,-2545.4030,5973.4351,4211.5637,5347.7779,-5702.3169,2812.1205,-4119.5814,-3898.9611,-746.3722,-5156.2584,3738.3681,4558.3266,1062.1390,3648.4593,-6078.5358,-6001.2780,6138.2034,4436.7955,0.0000,-2764.5789,-1763.6546,2116.6535,1057.7513,4514.8249,960.8597,5484.0816,5077.2314,-3930.7980,-413605.8975,-393135.3101,-404535.8102,-406608.2367,-408274.2463,-406460.2892,-399399.5220,-403264.1991,115135605.0463,115162528.2499,115139756.3120,115139660.7654,-402645.4567,115144622.3732,-4185.4034,5778.3194,-3616.5996,-5430.4014,-4632.2530,2851.8330,-5067.5644,3042.2947,4210.3189,-3783.2628,0.0000,-2266.6528,4951.4602,1314.3296,4496.7322,-1516.8526,5165.7548,-2482.2688,1053.0365,-5099.4099,3076.5796,4649.5812,-253.9750,3300.6524,2538.2978,-3296.1389,-6681.5088,4276.2306,-5000.0897,5471.3966,5643.2657,-153.8792,0.0000,1270.4432,-5124.8545,5517.7009,-2548.8384,39.4427,1999.6710,3589.7301,4235.7209,-2590.3292,-322.2618,-5494.0863,6683.3329,134.0458,-5611.7353,2418.3312,-1134.5968,4935.2774,2992.3540,-3960.7849,-2938.9414,-2066.8845,2053.2152,3605.9113,-3679.6456,-614.1459,30.6403,-4690.0223,2604.3043,-1134.8357,-5229.9418,432.8964,-3598.0866,0.0000,1217.9669,-2046.2641,-4323.0724,-210.8940,16.7810,-201.1189,5535.4889,-36.4412,1915.1505,3224.8417,3041.2394,-4689.9139,3112.3138,-2925.1333,5201.1165,-1469.1422,-5724.8779,-403.7794,6137.6865,-4800.1851,2930.8487,2038.3100,-1065.3519,3472.7653,0.0000,-6311.1628,3820.3329,-4822.4130,-2181.4504,2515.6426,4129.7740,456.6208,583.8974,-1165.4958,38312.5903,26101.9102,40725.1419,38885.3148,30475.0510,31902.9318,33713.4160,35822.1471,-23602647.1438,-23620073.6225,-23575366.6496,-23578426.9334,35220.1851,-23587995.2185,4404.9911,3137.9895,-4161.2785,3051.6829,-4485.3377,3317.8474,4473.1592,-1445.8910,3615.2595,5356.6614,0.0000,3308.7099,3029.4528,2773.0109,5118.8315,-4134.0364,3047.1749,4704.3070,-4328.2807,-1184.9869,14.3410,3725.2443,4646.4891,5395.2864,-5385.6534,-4030.7730,-1256.9357,60.1081,4265.8192,-4100.6643,-3088.5385,2525.1034,0.0000,3577.6506,-4566.0679,-449.0442,-4601.6533,-3712.9008,4692.2520,-4166.9725,-4861.0430,-2689.2619,-5255.9132,3063.5614,-694.8434,704.5766,1268.9675,4026.5604,-4222.0317,-254.4654,5462.4111,5505.2350,5505.1448,6316.6159,-5452.4595,1438.2822,-2848.9503,-4757.5406,-4263.8663,4361.6070,-209.8397,-3749.8029,-4067.2594,-5599.2708,841.9530,0.0000,1525.6657,-941.5442,4255.9762,3529.7763,-4578.7321,623.3035,-3130.8357,3070.7602,4929.2912,2433.3314,2286.3482,-4090.1889,4638.8894,4668.7316,4466.9158,3778.0405,-701.4800,5150.0975,-2990.7116,-3437.2403,521.7518,-2690.5251,-3069.2364,-3940.4957,0.0000,777.5316,5560.8994,4471.6450,6505.1829,-4473.1818,5441.9439,4080.8113,4628.2119,-5461.9961,5767.8208,6810.6533,7769.0343,7147.8978,11551.4991,3487.4064,-2818.7448,7411.0648,7086772.2222,7070519.9006,7104822.0047,7101219.8529,5806.6145,7097789.9112,
600.000,-3800.8751,3890.3979,3168.5858,1254.1638,-3831.2116,5793.1422,-536.5889,6719.3528,-4206.6798,-3555.3509,0.0000,4190.2519,-2879.7701,-5009.9562,870.8057,-4950.6253,-2531.5656,3174.2311,4979.8977,-5599.2065,-5071.9249,-2547.7730,-5346.4148,3925.9132,-1618.7271,4140.2660,-2078.7830,-4321.5771,-3682.1965,2214.8244,-632.0839,5382.2160,0.0000,4996.5183,-2214.4866,-2728.6061,-5103.1340,-5921.1958,-3542.4241,-2932.5879,4187.6495,-6498.2800,4731.0632,1846.5014,2740.0923,6628.2465,-4775.8897,-4777.2079,4241.9212,5711.0005,4563.3322,-647.3169,-4310.8225,1414.3258,4524.0315,6156.3529,-5426.0765,5344.6609,-5616.1799,-3450.4416,-5581.2997,5895.9213,-2975.4615,5490.2342,4680.8080,0.0000,-5695.7936,6053.6800,2443.0327,-6412.3791,-5261.7296,-6453.1876,-825.7925,4879.3766,5500.3647,4760.8328,-4285.7431,1305.6039,-2898.9315,-4086.3999,1070.7357,-4843.0860,2377.2856,3461.1025,2245.2347,2452.7862,-5098.2137,-4643.0321,4805.5459,4488.1391,0.0000,-4071.2089,331.8006,326.6661,-1090.3889,5632.0878,2878.3624,5935.9871,4156.0672,-4303.4068,-414212.8741,-393567.7479,-405064.7293,-407115.3492,-408945.4019,-407051.3425,-400121.7938,-403961.8033,115627128.0990,115654616.5226,115630862.0160,115630818.9784,-403307.3297,115636138.6407,-2259.5095,5444.9116,-5257.4854,-5178.3924,-3204.9117,3622.7684,-5762.2109,1672.0286,5282.0195,-2154.2402,0.0000,-3561.0304,6106.0087,2770.6427,5386.1097,609.4296,6274.6624,-4242.4674,-1041.2103,-4038.6912,4260.3164,5975.8625,1815.1576,1588.7430,4088.9247,-4884.1122,-6576.9444,4986.5523,-3516.6550,6187.4085,5556.6245,-828.7379,0.0000,-397.5543,-5137.1883,5847.4965,-555.0438,1895.5253,3861.1457,5228.2989,3903.0030,-1525.7446,-2323.5132,-6504.9358,6241.1575,-1380.1722,-4923.3325,4079.3175,-2884.6469,3612.3382,1624.5293,-4708.6305,-1280.6468,-4029.8508,117.4676,3119.2913,-1826.9394,-2419.5757,2003.9157,-2892.6083,3875.8252,-2689.5456,-3613.2472,-595.4839,-4337.6874,0.0000,2313.4065,-3172.1385,-5784.6156,1212.5534,2085.4569,1314.9052,5156.7521,-1450.9417,444.9184,2030.5724,3771.1388,-5927.8674,4801.0107,-820.1802,4305.1651,644.9556,-6390.8820,-2255.6623,4892.9865,-6104.9755,3812.1511,2994.9440,-1586.8083,1549.0114,0.0000,-5561.9024,4364.0027,-5794.1168,-2669.9782,781.1950,3090.5860,-1432.1591,-1256.7171,979.0536,29377.0439,17601.1655,32195.5224,30293.8790,21887.1509,23381.5125,25141.9464,27682.6812,-21078832.4561,-21095805.7600,-21051996.1196,-21055223.3462,26668.5004,-21064262.5111,5230.2086,1830.6136,-3216.3374,4380.8662,-4631.4672,1202.5560,3758.2832,84.3042,1677.8881,5492.8351,0.0000,4220.2730,1364.6323,3856.5794,4180.4687,-4584.3285,1391.0984,4421.7811,-4709.1706,356.7150,1551.1403,2199.1139,4085.7806,5346.7284,-5109.7071,-2590.9825,867.4799,1855.7408,4689.3388,-2251.3870,-4075.9144,4324.2294,0.0000,4750.9737,-3978.8233,-2219.5479,-4387.9961,-2588.0651,4464.8746,-3251.8161,-3766.3695,-963.4032,-4437.5966,1405.6496,1121.6619,-853.1670,-548.5499,2586.9686,-4689.1293,-1759.0795,4907.6077,5021.9456,5221.0020,5464.9461,-5109.5532,-686.7900,-3913.4351,-3599.3113,-3399.1488,5225.0485,1325.7220,-2230.7233,-5058.8391,-4224.0215,2566.9747,0.0000,3161.8909,874.6055,2882.2289,1961.3939,-3969.5752,2102.8918,-4433.2922,4378.2760,3908.2909,4253.0491,3790.5758,-3128.5918,4091.2995,5307.1034,5278.4552,4374.2006,850.5458,5512.8089,-4333.1220,-2206.5733,2292.4228,-4109.3743,-4757.9135,-4973.8319,0.0000,-768.0792,5430.2686,3750.9003,6314.5145,-3793.8894,5455.1256,3110.1061,5354.3887,-5211.7702,5855.8120,6909.1498,7950.1311,7088.5186,11716.1700,3884.7114,-2772.5821,7298.4775,7086489.6882,7070226.1417,7105136.2136,7101396.2270,5927.1006,7097621.0587,
