sl_100_86400_20290213 Coordinates.csv
2029/02/13 07:47:00.0000 UTC

Generated: Tue Oct  8 21:47:50 2024,
Start: 2029/02/13 07:47:00.00, Stop: 2029/02/14 07:47:00.00,
TIME_UNITS,STARLINK-4138 - X-Coordinate,STARLINK-30312 - X-Coordinate,STARLINK-4382 - X-Coordinate,STARLINK-3316 - X-Coordinate,STARLINK-30102 - X-Coordinate,STARLINK-2606 - X-Coordinate,STARLINK-4679 - X-Coordinate,STARLINK-5591 - X-Coordinate,STARLINK-2580 - X-Coordinate,STARLINK-4166 - X-Coordinate,STARLINK-1417 - X-Coordinate,STARLINK-30783 - X-Coordinate,STARLINK-5820 - X-Coordinate,STARLINK-30410 - X-Coordinate,STARLINK-4432 - X-Coordinate,STARLINK-5934 - X-Coordinate,STARLINK-3278 - X-Coordinate,STARLINK-2314 - X-Coordinate,STARLINK-5022 - X-Coordinate,STARLINK-5336 - X-Coordinate,STARLINK-4574 - X-Coordinate,STARLINK-3837 - X-Coordinate,STARLINK-11264 [DTC] - X-Coordinate,STARLINK-3893 - X-Coordinate,STARLINK-5377 - X-Coordinate,STARLINK-5765 - X-Coordinate,STARLINK-3509 - X-Coordinate,STARLINK-1486 - X-Coordinate,STARLINK-31646 - X-Coordinate,STARLINK-32014 - X-Coordinate,STARLINK-2081 - X-Coordinate,STARLINK-32289 - X-Coordinate,STARLINK-11090 [DTC] - X-Coordinate,STARLINK-1817 - X-Coordinate,STARLINK-6075 - X-Coordinate,STARLINK-30597 - X-Coordinate,STARLINK-30787 - X-Coordinate,STARLINK-5722 - X-Coordinate,STARLINK-32006 - X-Coordinate,STARLINK-3536 - X-Coordinate,STARLINK-5197 - X-Coordinate,STARLINK-31892 - X-Coordinate,STARLINK-4697 - X-Coordinate,STARLINK-3944 - X-Coordinate,STARLINK-5970 - X-Coordinate,STARLINK-3178 - X-Coordinate,STARLINK-31570 - X-Coordinate,STARLINK-5091 - X-Coordinate,STARLINK-31223 - X-Coordinate,STARLINK-31741 - X-Coordinate,STARLINK-31077 - X-Coordinate,STARLINK-31250 - X-Coordinate,STARLINK-3794 - X-Coordinate,STARLINK-4212 - X-Coordinate,STARLINK-5205 - X-Coordinate,STARLINK-6180 - X-Coordinate,STARLINK-4022 - X-Coordinate,STARLINK-31782 - X-Coordinate,STARLINK-6157 - X-Coordinate,STARLINK-6154 - X-Coordinate,STARLINK-5262 - X-Coordinate,STARLINK-2109 - X-Coordinate,STARLINK-2145 - X-Coordinate,STARLINK-3733 - X-Coordinate,STARLINK-5785 - X-Coordinate,STARLINK-3923 - X-Coordinate,STARLINK-5898 - X-Coordinate,STARLINK-4417 - X-Coordinate,STARLINK-31615 - X-Coordinate,STARLINK-11200 [DTC] - X-Coordinate,STARLINK-2660 - X-Coordinate,STARLINK-30859 - X-Coordinate,STARLINK-11288 [DTC] - X-Coordinate,STARLINK-3100 - X-Coordinate,STARLINK-4623 - X-Coordinate,STARLINK-3728 - X-Coordinate,STARLINK-2589 - X-Coordinate,STARLINK-1962 - X-Coordinate,STARLINK-2738 - X-Coordinate,STARLINK-5717 - X-Coordinate,STARLINK-1498 - X-Coordinate,STARLINK-5430 - X-Coordinate,STARLINK-3770 - X-Coordinate,STARLINK-3058 - X-Coordinate,STARLINK-32129 - X-Coordinate,STARLINK-5021 - X-Coordinate,STARLINK-3460 - X-Coordinate,STARLINK-4104 - X-Coordinate,STARLINK-31996 - X-Coordinate,STARLINK-31846 - X-Coordinate,STARLINK-2304 - X-Coordinate,STARLINK-2598 - X-Coordinate,STARLINK-5604 - X-Coordinate,STARLINK-4251 - X-Coordinate,STARLINK-30242 - X-Coordinate,STARLINK-30514 - X-Coordinate,STARLINK-3671 - X-Coordinate,STARLINK-30705 - X-Coordinate,STARLINK-4294 - X-Coordinate,STARLINK-1728 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-4138 - Y-Coordinate,STARLINK-30312 - Y-Coordinate,STARLINK-4382 - Y-Coordinate,STARLINK-3316 - Y-Coordinate,STARLINK-30102 - Y-Coordinate,STARLINK-2606 - Y-Coordinate,STARLINK-4679 - Y-Coordinate,STARLINK-5591 - Y-Coordinate,STARLINK-2580 - Y-Coordinate,STARLINK-4166 - Y-Coordinate,STARLINK-1417 - Y-Coordinate,STARLINK-30783 - Y-Coordinate,STARLINK-5820 - Y-Coordinate,STARLINK-30410 - Y-Coordinate,STARLINK-4432 - Y-Coordinate,STARLINK-5934 - Y-Coordinate,STARLINK-3278 - Y-Coordinate,STARLINK-2314 - Y-Coordinate,STARLINK-5022 - Y-Coordinate,STARLINK-5336 - Y-Coordinate,STARLINK-4574 - Y-Coordinate,STARLINK-3837 - Y-Coordinate,STARLINK-11264 [DTC] - Y-Coordinate,STARLINK-3893 - Y-Coordinate,STARLINK-5377 - Y-Coordinate,STARLINK-5765 - Y-Coordinate,STARLINK-3509 - Y-Coordinate,STARLINK-1486 - Y-Coordinate,STARLINK-31646 - Y-Coordinate,STARLINK-32014 - Y-Coordinate,STARLINK-2081 - Y-Coordinate,STARLINK-32289 - Y-Coordinate,STARLINK-11090 [DTC] - Y-Coordinate,STARLINK-1817 - Y-Coordinate,STARLINK-6075 - Y-Coordinate,STARLINK-30597 - Y-Coordinate,STARLINK-30787 - Y-Coordinate,STARLINK-5722 - Y-Coordinate,STARLINK-32006 - Y-Coordinate,STARLINK-3536 - Y-Coordinate,STARLINK-5197 - Y-Coordinate,STARLINK-31892 - Y-Coordinate,STARLINK-4697 - Y-Coordinate,STARLINK-3944 - Y-Coordinate,STARLINK-5970 - Y-Coordinate,STARLINK-3178 - Y-Coordinate,STARLINK-31570 - Y-Coordinate,STARLINK-5091 - Y-Coordinate,STARLINK-31223 - Y-Coordinate,STARLINK-31741 - Y-Coordinate,STARLINK-31077 - Y-Coordinate,STARLINK-31250 - Y-Coordinate,STARLINK-3794 - Y-Coordinate,STARLINK-4212 - Y-Coordinate,STARLINK-5205 - Y-Coordinate,STARLINK-6180 - Y-Coordinate,STARLINK-4022 - Y-Coordinate,STARLINK-31782 - Y-Coordinate,STARLINK-6157 - Y-Coordinate,STARLINK-6154 - Y-Coordinate,STARLINK-5262 - Y-Coordinate,STARLINK-2109 - Y-Coordinate,STARLINK-2145 - Y-Coordinate,STARLINK-3733 - Y-Coordinate,STARLINK-5785 - Y-Coordinate,STARLINK-3923 - Y-Coordinate,STARLINK-5898 - Y-Coordinate,STARLINK-4417 - Y-Coordinate,STARLINK-31615 - Y-Coordinate,STARLINK-11200 [DTC] - Y-Coordinate,STARLINK-2660 - Y-Coordinate,STARLINK-30859 - Y-Coordinate,STARLINK-11288 [DTC] - Y-Coordinate,STARLINK-3100 - Y-Coordinate,STARLINK-4623 - Y-Coordinate,STARLINK-3728 - Y-Coordinate,STARLINK-2589 - Y-Coordinate,STARLINK-1962 - Y-Coordinate,STARLINK-2738 - Y-Coordinate,STARLINK-5717 - Y-Coordinate,STARLINK-1498 - Y-Coordinate,STARLINK-5430 - Y-Coordinate,STARLINK-3770 - Y-Coordinate,STARLINK-3058 - Y-Coordinate,STARLINK-32129 - Y-Coordinate,STARLINK-5021 - Y-Coordinate,STARLINK-3460 - Y-Coordinate,STARLINK-4104 - Y-Coordinate,STARLINK-31996 - Y-Coordinate,STARLINK-31846 - Y-Coordinate,STARLINK-2304 - Y-Coordinate,STARLINK-2598 - Y-Coordinate,STARLINK-5604 - Y-Coordinate,STARLINK-4251 - Y-Coordinate,STARLINK-30242 - Y-Coordinate,STARLINK-30514 - Y-Coordinate,STARLINK-3671 - Y-Coordinate,STARLINK-30705 - Y-Coordinate,STARLINK-4294 - Y-Coordinate,STARLINK-1728 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-4138 - Z-Coordinate,STARLINK-30312 - Z-Coordinate,STARLINK-4382 - Z-Coordinate,STARLINK-3316 - Z-Coordinate,STARLINK-30102 - Z-Coordinate,STARLINK-2606 - Z-Coordinate,STARLINK-4679 - Z-Coordinate,STARLINK-5591 - Z-Coordinate,STARLINK-2580 - Z-Coordinate,STARLINK-4166 - Z-Coordinate,STARLINK-1417 - Z-Coordinate,STARLINK-30783 - Z-Coordinate,STARLINK-5820 - Z-Coordinate,STARLINK-30410 - Z-Coordinate,STARLINK-4432 - Z-Coordinate,STARLINK-5934 - Z-Coordinate,STARLINK-3278 - Z-Coordinate,STARLINK-2314 - Z-Coordinate,STARLINK-5022 - Z-Coordinate,STARLINK-5336 - Z-Coordinate,STARLINK-4574 - Z-Coordinate,STARLINK-3837 - Z-Coordinate,STARLINK-11264 [DTC] - Z-Coordinate,STARLINK-3893 - Z-Coordinate,STARLINK-5377 - Z-Coordinate,STARLINK-5765 - Z-Coordinate,STARLINK-3509 - Z-Coordinate,STARLINK-1486 - Z-Coordinate,STARLINK-31646 - Z-Coordinate,STARLINK-32014 - Z-Coordinate,STARLINK-2081 - Z-Coordinate,STARLINK-32289 - Z-Coordinate,STARLINK-11090 [DTC] - Z-Coordinate,STARLINK-1817 - Z-Coordinate,STARLINK-6075 - Z-Coordinate,STARLINK-30597 - Z-Coordinate,STARLINK-30787 - Z-Coordinate,STARLINK-5722 - Z-Coordinate,STARLINK-32006 - Z-Coordinate,STARLINK-3536 - Z-Coordinate,STARLINK-5197 - Z-Coordinate,STARLINK-31892 - Z-Coordinate,STARLINK-4697 - Z-Coordinate,STARLINK-3944 - Z-Coordinate,STARLINK-5970 - Z-Coordinate,STARLINK-3178 - Z-Coordinate,STARLINK-31570 - Z-Coordinate,STARLINK-5091 - Z-Coordinate,STARLINK-31223 - Z-Coordinate,STARLINK-31741 - Z-Coordinate,STARLINK-31077 - Z-Coordinate,STARLINK-31250 - Z-Coordinate,STARLINK-3794 - Z-Coordinate,STARLINK-4212 - Z-Coordinate,STARLINK-5205 - Z-Coordinate,STARLINK-6180 - Z-Coordinate,STARLINK-4022 - Z-Coordinate,STARLINK-31782 - Z-Coordinate,STARLINK-6157 - Z-Coordinate,STARLINK-6154 - Z-Coordinate,STARLINK-5262 - Z-Coordinate,STARLINK-2109 - Z-Coordinate,STARLINK-2145 - Z-Coordinate,STARLINK-3733 - Z-Coordinate,STARLINK-5785 - Z-Coordinate,STARLINK-3923 - Z-Coordinate,STARLINK-5898 - Z-Coordinate,STARLINK-4417 - Z-Coordinate,STARLINK-31615 - Z-Coordinate,STARLINK-11200 [DTC] - Z-Coordinate,STARLINK-2660 - Z-Coordinate,STARLINK-30859 - Z-Coordinate,STARLINK-11288 [DTC] - Z-Coordinate,STARLINK-3100 - Z-Coordinate,STARLINK-4623 - Z-Coordinate,STARLINK-3728 - Z-Coordinate,STARLINK-2589 - Z-Coordinate,STARLINK-1962 - Z-Coordinate,STARLINK-2738 - Z-Coordinate,STARLINK-5717 - Z-Coordinate,STARLINK-1498 - Z-Coordinate,STARLINK-5430 - Z-Coordinate,STARLINK-3770 - Z-Coordinate,STARLINK-3058 - Z-Coordinate,STARLINK-32129 - Z-Coordinate,STARLINK-5021 - Z-Coordinate,STARLINK-3460 - Z-Coordinate,STARLINK-4104 - Z-Coordinate,STARLINK-31996 - Z-Coordinate,STARLINK-31846 - Z-Coordinate,STARLINK-2304 - Z-Coordinate,STARLINK-2598 - Z-Coordinate,STARLINK-5604 - Z-Coordinate,STARLINK-4251 - Z-Coordinate,STARLINK-30242 - Z-Coordinate,STARLINK-30514 - Z-Coordinate,STARLINK-3671 - Z-Coordinate,STARLINK-30705 - Z-Coordinate,STARLINK-4294 - Z-Coordinate,STARLINK-1728 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-6832.4823,5056.0903,-4412.3358,0.0000,4627.7923,5099.2779,-4429.9136,2956.2297,4133.9521,-4423.9932,-2780.4513,-5348.1154,5161.5601,6202.4625,-247.4305,5462.6060,-5681.3545,4986.7087,-1915.0724,-2930.1963,2535.1080,6064.7096,-4944.4753,1595.7652,-4996.7733,-4604.3441,-596.5676,0.0000,422.3794,4863.3189,-4172.3410,-3723.8516,1749.0829,4256.3755,2033.9291,6213.5672,5374.7108,-465.2514,2892.8421,-2955.5859,-217.5402,5190.5064,1352.2436,-460.1256,4084.7384,6267.3190,5825.1890,-2196.9814,1127.8310,4882.9836,3969.0534,-2215.0068,-797.7557,-6792.6249,635.6580,4445.0430,-634.4855,5101.0480,-3691.3786,-4014.7221,-3603.1781,4893.7712,-4709.6580,-6639.0177,1513.4915,227.8492,116.8372,5853.3732,1200.6003,-3747.4624,-390.1345,1392.2291,5218.1991,4876.1322,-838.2122,2867.2725,4399.9848,5052.2943,6413.0937,975.0242,0.0000,-2001.7089,-3818.4251,1239.8108,1372.4617,2228.1738,-56.3877,-4160.8920,-5210.5067,3860.6783,-3760.9435,-1800.2525,-3755.3954,4019.6288,5548.1309,1891.4303,-4152.4139,1258.3883,803.7531,470.7042,-160580.4127,-187040.2287,-164446.2523,-166225.9967,-174779.2929,-173157.4618,-170363.2663,-170755.6416,-50412247.7782,-50433518.9536,-50413566.4334,-50399190.2709,-169382.3753,-50409060.8699,-371.1198,39.6451,3086.2247,0.0000,3189.2503,293.1525,3911.2426,-738.6201,120.9116,-2539.6666,-4269.1752,-4340.9502,865.1389,-481.7844,3312.5512,-350.6585,-3938.4924,-4605.8380,5727.4024,4658.3476,-4816.6116,2428.3565,353.6961,5785.6076,4016.9806,-2086.1745,5159.0804,0.0000,5386.6687,3022.4725,-5115.9459,-2273.9011,-3705.5591,-5476.8478,4659.6571,4.5199,4243.6060,5049.2193,3340.2048,2916.1894,6004.3660,-2893.4617,-4302.0151,6241.0882,5307.0738,-1955.3735,-946.5554,-6309.3803,6414.8264,895.5326,-2977.6564,3684.1155,-5040.9002,-1170.3679,-5192.5476,-3297.0177,4077.9725,2968.9887,-3678.6601,3725.1714,2049.8755,-1444.1600,-2925.6725,438.3604,5779.9621,5013.0742,-3143.8808,-3454.3314,-5831.2623,-5515.6186,-4337.0454,5653.6500,-673.3666,-3640.6547,-5791.1652,4989.5340,-2284.4590,4237.2371,-230.2430,-5065.0481,0.0000,3622.8816,5689.7820,-2983.8387,4005.5742,-5671.6845,4387.7901,-2568.9333,4023.7695,1362.4244,-5639.1616,-3754.6009,-5564.5929,1555.9769,-4192.8585,3943.8179,-5276.3909,-4675.2351,4578.9244,-5239.5771,368599.5094,344704.0125,357214.9515,358645.5886,358859.8235,357505.4593,350502.2457,353505.3962,-114917775.2529,-114949365.7713,-114928299.8680,-114936772.5442,353996.6552,-114934195.3645,788.1393,4710.0614,4368.4977,0.0000,-4055.0026,-4582.2588,3016.6702,6241.6159,-5481.4179,-4644.5550,4536.9131,731.1534,4578.5946,2821.1155,-6064.4125,4237.7876,-232.4587,-83.1560,3348.1905,4211.2519,4248.7286,-2300.3463,-4367.7623,3409.8056,-2669.4135,4706.9439,-4514.2857,0.0000,4179.0973,3685.3650,-1954.2005,5202.9762,-5373.9697,-197.5940,-4734.1847,3108.7016,-1074.6352,4698.0064,-5263.2850,5510.9306,-3395.4818,-3330.0519,5215.4960,2893.5167,-2061.7898,-2125.7992,3367.3556,-1753.8990,2175.0975,-4620.9120,4623.8715,5299.3485,4557.9060,505.1887,-4519.1144,4152.4444,-5508.6416,3378.1656,4549.5588,4224.8588,5509.0320,-4636.1189,-4018.7728,-1864.1333,3506.0241,4685.7651,6188.6502,1356.0656,3130.1614,849.0122,-5175.9092,3705.7774,-4113.8400,3332.8917,-3733.4757,-3831.6849,-4781.5041,2082.8608,-1473.3557,-4629.8903,0.0000,5508.3767,-778.4389,6134.2399,5331.0051,3250.3328,5375.7177,-4873.1428,-1320.5200,5439.6918,-932.2337,5396.9667,-1748.8802,5426.7972,-10.9751,5079.1484,-1608.7976,4786.6665,5050.7253,-4427.0774,-71026.2370,-74113.7488,-71050.2524,-70988.5722,-67092.4974,-75654.0366,-81269.3408,-73798.5642,-5466727.3005,-5486086.2508,-5436605.6447,-5462845.4605,-72784.1314,-5454996.8222,
3600.000,4865.2152,-4779.4079,6731.8349,0.0000,-5135.4961,-6425.8553,-875.3073,492.0216,-4312.8905,3927.2187,4411.5735,5973.8803,-1736.3842,-6146.8415,667.4997,-5794.0265,5277.1437,-2091.1363,422.0953,616.2038,1646.3065,-6538.9746,839.6498,-3498.4505,1517.5274,5808.3244,-3269.4641,0.0000,-2888.8191,-6590.9322,5192.9791,6503.9076,3032.9006,-2178.7896,-5384.9728,-4079.8403,-6105.2382,-3369.5590,-4989.8971,342.8424,-2654.7364,-3845.5159,3088.9120,-2302.3883,-3947.6675,-5520.9592,-2615.4670,4064.4869,-3692.6023,-4899.3178,-790.6116,-605.2108,3589.7430,5276.8281,1598.9326,-3049.8845,-3647.5587,-6776.1618,6397.1493,2259.4690,1815.1720,-1338.6629,6684.3955,6104.4376,-4199.6187,-2955.6986,3709.8480,-3812.6059,3279.1952,4221.6331,4355.2876,-4244.2898,-1025.7468,-1258.6630,1208.5742,-5005.7366,-4230.5247,-5856.1909,-4608.4277,3097.0719,0.0000,-1889.4442,1807.6720,3270.3693,-5372.6665,1313.4379,-3282.8521,4086.5316,2802.4826,-5371.8508,4215.9466,5747.8975,3557.9648,-4873.8301,-3231.8757,-5219.0179,5030.7057,1344.4661,-4438.1884,3305.8459,-249533.5223,-268366.7491,-247750.2084,-250336.0090,-258986.3341,-255833.0625,-254586.5771,-251727.5217,-18852516.3219,-18867771.6025,-18860014.9786,-18837652.9443,-253181.6481,-18849647.7186,-1648.1735,3873.9034,-1550.1003,0.0000,886.5245,2293.9750,-3913.8965,3815.2175,4112.3887,-1891.5981,-246.2608,2048.6806,1637.6260,2361.8906,2319.0969,3513.9240,1621.6930,4750.8390,-6837.4262,-6763.4254,3862.8292,-943.2316,-4616.6401,-2260.2441,-4917.5922,-1724.4389,-2806.8096,0.0000,-6195.2509,-1507.3549,3732.9857,-434.1174,4854.9019,5370.8910,-2718.5391,3057.8972,-2037.3864,-5265.6964,774.5830,-5959.6336,-3194.5954,5596.3804,3791.3344,-3585.7977,-5131.5860,3415.1807,4298.0553,3438.9355,-3576.3871,3696.1088,6144.8878,-6389.1867,5801.0466,-891.4857,6679.1045,6088.8746,-4438.1563,-438.6735,1403.0390,-6391.6148,-5676.9063,4170.6073,1445.6125,-1982.1726,-2865.5678,-6134.1643,506.2560,358.4023,3750.3713,1847.4470,4866.9085,-5434.4217,4248.7912,2566.1878,6732.1388,-4751.8300,5305.4213,-2899.8364,2663.2465,4818.4236,0.0000,-5328.8988,-5643.5799,1677.6998,-3407.5998,3985.0538,-5441.5285,-1903.8506,-4889.0286,2753.2717,2568.2894,2362.8432,4988.6370,-4866.1551,5170.3957,236.0924,3813.7195,6613.5924,-1707.1209,2737.5247,316154.5384,287286.0446,301965.5045,302514.4487,305139.9415,302712.6307,297471.5265,301169.0185,-124012785.4904,-124048582.6034,-124028159.9872,-124025988.6812,300313.1291,-124030123.5949,-4593.8572,-3169.7251,660.6670,0.0000,4553.7101,679.7091,-5295.5168,-5796.5528,3394.6614,5332.5814,-5210.4893,2841.2925,-6541.6670,1816.7636,6460.2772,-1456.9162,4160.1359,4366.2150,906.1216,-1419.6115,-5493.8713,-2071.7107,4636.2488,-5514.3525,4651.0298,-3336.3433,5349.7669,0.0000,49.5614,842.9015,-2547.8946,-1941.6633,3578.0728,-3823.5894,3427.1804,-4731.2635,-2574.3369,-2971.5950,4645.4081,-3484.3902,5498.6257,-517.3887,-4876.6442,-5428.4187,-2685.9454,-2336.8334,-4578.8514,4388.8557,-4561.8575,2869.5357,-2781.9349,-2345.2878,-625.6230,-4377.6371,735.0537,-1267.8080,3773.4740,428.4569,-2256.9903,-1412.5647,-3489.7154,5310.7124,-288.1468,-2556.7228,-4718.0403,-945.1393,-5858.7719,-5779.6720,-4533.6416,-4901.4937,1736.2146,-408.5315,5035.6826,-6331.9252,-1195.1689,-314.8910,1148.0430,2264.4770,-3878.5400,3885.7520,0.0000,-3959.0476,-3528.5776,-5891.5687,-2451.9951,-5494.9586,-2817.0877,5213.1250,-3654.0615,-3174.1646,4727.9583,-2825.7646,-3262.6206,-852.2192,-3346.6207,-4216.6724,-2796.1474,-946.5654,-4966.1530,5357.9872,-70009.3828,-73018.4341,-69092.1081,-71943.3295,-65310.6768,-70794.8238,-80627.9576,-70758.0939,-5462323.3685,-5483776.2696,-5433427.6964,-5456616.2964,-71436.9314,-5451905.0280,
7200.000,-1160.4195,3384.5494,-4355.4507,0.0000,4843.7521,4603.3002,5624.1799,-2197.7157,3359.7295,-3272.7166,-5200.3633,-4862.9805,-1020.8942,2715.6737,1802.1483,4149.5375,-3535.7211,-2701.5327,1562.5742,1594.6416,-5411.1333,4377.8526,2577.3303,5333.1985,2466.1527,-5381.4927,6341.2073,0.0000,3859.3332,4750.4603,-4350.0742,-5723.6812,-5279.4622,-1504.5718,6912.7058,1349.7825,4951.3450,5547.9497,5792.7823,1457.6569,5575.8242,447.9135,-6044.8226,5274.5053,2800.4471,2028.1661,-1063.8721,-5431.7746,5710.8033,3030.0650,-2087.4399,2414.1293,-4384.8771,-2018.8497,-2870.8715,765.7820,5729.1115,4990.5126,-6717.0659,36.0800,-238.4380,-1732.0328,-5195.7207,-2796.1178,6210.1184,4000.3852,-6597.0663,-1510.0351,-6424.4087,-3526.5687,-5252.0653,5317.2883,-2650.3376,-3393.5659,-1353.4972,4935.4052,2367.2511,4534.3185,-1066.4567,-5789.6002,0.0000,4150.7643,1809.6327,-6423.8923,6192.1561,-5085.3856,4745.9877,-3751.9700,2167.0505,4700.4877,-3969.2440,-6536.0177,-2544.3857,2141.1081,-545.3734,5914.3374,-4309.8358,-2928.4823,6676.6901,-6328.1153,-322316.5565,-332710.9141,-315168.8099,-320343.8463,-326984.9073,-318986.2996,-322953.0375,-322086.1731,13973313.6471,13964630.7449,13962805.1754,13985235.1904,-320852.9608,13976394.2719,4181.3845,-6020.5349,-818.1959,0.0000,-4402.7065,-3504.4326,2787.6620,-6291.4532,-5895.2165,5501.9039,3939.1740,1544.5682,-4966.6686,-3589.4363,-6045.1527,-5080.5833,2226.4208,-3436.1359,4905.4357,6366.1459,-2806.9720,-1511.6492,6078.3132,-1577.2756,5204.0611,4337.4938,601.6441,0.0000,3698.2890,-1135.6902,-101.8570,2297.4680,-4028.0697,-3888.4689,652.3605,-5801.0408,-1402.2564,4087.5754,-3587.7072,6707.1420,61.8742,-5523.1942,-3026.4967,337.9729,2239.2942,-3965.6202,-6346.1001,577.1339,-301.0676,-5942.2922,-6329.7567,5940.8561,-3666.9591,3711.4431,-5221.5936,-6445.3488,3777.8655,-2464.0300,863.8484,6533.5488,6852.3323,-6179.2253,854.6699,3386.5422,-370.6694,4387.6963,597.8626,955.1834,-576.6398,3452.2999,-2871.5039,3069.2998,-6027.7956,-2339.9489,-4153.7960,2321.0363,-5597.2137,-256.8605,-4247.8740,-3726.5531,0.0000,5506.1698,3717.4749,-1527.3892,1675.9902,-1954.4504,4870.7498,5355.6158,3506.9867,-4699.8161,2186.3909,-587.4172,-1364.1093,5031.4886,-5052.3688,-3130.4249,-147.6794,-4967.7711,-663.2012,-367.6159,242413.6184,211187.8602,227155.1466,224892.3414,231798.4660,227093.6978,224723.3443,226031.7910,-124606247.9366,-124644092.8595,-124628992.3707,-124614685.3766,227208.9888,-124624600.0570,5338.6705,-374.7719,-5347.7814,0.0000,-2275.0783,3676.0613,2152.7492,1986.5110,1025.4850,-2570.7484,2006.0392,-4692.4419,4761.2769,-5148.3272,-2823.1122,-2236.1919,-5518.5007,-5199.3998,-4614.3613,-2249.0748,3244.9146,5135.6832,114.1766,4084.7550,-3884.9534,-155.8638,-2602.2376,0.0000,-4267.8186,-4758.8567,5323.6300,-2866.2859,1226.3016,5536.9233,-101.3555,3572.7781,4631.7174,-627.2190,-858.3199,-782.0278,-4069.2808,3946.3679,1379.5807,4421.4216,6009.0456,5257.8899,2188.4193,-4231.4475,3795.0414,1199.1779,-1297.7017,-2362.8988,-3779.0461,5458.5309,3488.3560,-2419.3430,476.3444,-3922.7710,-1448.5348,-2294.5394,-796.9320,-2517.7130,4364.2216,5321.3100,3046.7002,-3466.3931,2104.6065,6687.1848,1914.3344,4557.7047,3133.2448,-3169.8751,-1102.4300,5580.0245,5382.6463,4233.8172,3227.6203,-5222.2289,4904.2465,-775.5366,0.0000,-180.2608,5507.6207,2141.2132,-2312.5954,4239.2985,-1423.3370,-2211.7499,5288.1677,-1520.6169,-5130.2889,-1877.5389,6299.1077,-4278.8916,4735.8370,-513.9133,5380.8463,-3638.7075,1471.4548,-2662.6995,-69007.5966,-71904.9173,-67756.6083,-71313.3630,-63948.7915,-68176.1570,-79342.2474,-70550.0008,-5457229.8012,-5481195.1625,-5431301.2520,-5449313.4397,-70083.9689,-5448798.3126,
