sl_100_5400_20290415 Coordinates.csv
2029/04/15 07:47:00.0000 UTC

Generated: Tue Oct  8 21:45:48 2024,
Start: 2029/04/15 07:47:00.00, Stop: 2029/04/15 09:17:00.00,
TIME_UNITS,STARLINK-31848 - X-Coordinate,STARLINK-5958 - X-Coordinate,STARLINK-4058 - X-Coordinate,STARLINK-5612 - X-Coordinate,STARLINK-2325 - X-Coordinate,STARLINK-5249 - X-Coordinate,STARLINK-31962 - X-Coordinate,STARLINK-4436 - X-Coordinate,STARLINK-5720 - X-Coordinate,STARLINK-3773 - X-Coordinate,STARLINK-30130 - X-Coordinate,STARLINK-3727 - X-Coordinate,STARLINK-31472 - X-Coordinate,STARLINK-2463 - X-Coordinate,STARLINK-5001 - X-Coordinate,STARLINK-4731 - X-Coordinate,STARLINK-30189 - X-Coordinate,STARLINK-31633 - X-Coordinate,STARLINK-3922 - X-Coordinate,STARLINK-5546 - X-Coordinate,STARLINK-32252 - X-Coordinate,STARLINK-4556 - X-Coordinate,STARLINK-3239 - X-Coordinate,STARLINK-4544 - X-Coordinate,STARLINK-31517 - X-Coordinate,STARLINK-31108 - X-Coordinate,STARLINK-31587 - X-Coordinate,STARLINK-1730 - X-Coordinate,STARLINK-4073 - X-Coordinate,STARLINK-3667 - X-Coordinate,STARLINK-5851 - X-Coordinate,STARLINK-30910 - X-Coordinate,STARLINK-5121 - X-Coordinate,STARLINK-11083 [DTC] - X-Coordinate,STARLINK-11147 [DTC] - X-Coordinate,STARLINK-30399 - X-Coordinate,STARLINK-32088 - X-Coordinate,STARLINK-4347 - X-Coordinate,STARLINK-5443 - X-Coordinate,STARLINK-4602 - X-Coordinate,STARLINK-32026 - X-Coordinate,STARLINK-4160 - X-Coordinate,STARLINK-30919 - X-Coordinate,STARLINK-31895 - X-Coordinate,STARLINK-30148 - X-Coordinate,STARLINK-3559 - X-Coordinate,STARLINK-6052 - X-Coordinate,STARLINK-2005 - X-Coordinate,STARLINK-31413 - X-Coordinate,STARLINK-4536 - X-Coordinate,STARLINK-30321 - X-Coordinate,STARLINK-3458 - X-Coordinate,STARLINK-1235 - X-Coordinate,STARLINK-4138 - X-Coordinate,STARLINK-31277 - X-Coordinate,STARLINK-30215 - X-Coordinate,STARLINK-11186 [DTC] - X-Coordinate,STARLINK-5061 - X-Coordinate,STARLINK-31017 - X-Coordinate,STARLINK-30956 - X-Coordinate,STARLINK-1434 - X-Coordinate,STARLINK-3876 - X-Coordinate,STARLINK-6260 - X-Coordinate,STARLINK-5800 - X-Coordinate,STARLINK-4361 - X-Coordinate,STARLINK-5893 - X-Coordinate,STARLINK-4065 - X-Coordinate,STARLINK-6257 - X-Coordinate,STARLINK-30405 - X-Coordinate,STARLINK-3161 - X-Coordinate,STARLINK-31251 - X-Coordinate,STARLINK-5603 - X-Coordinate,STARLINK-30238 - X-Coordinate,STARLINK-31877 - X-Coordinate,STARLINK-5814 - X-Coordinate,STARLINK-32122 - X-Coordinate,STARLINK-5981 - X-Coordinate,STARLINK-31542 - X-Coordinate,STARLINK-6314 - X-Coordinate,STARLINK-2003 - X-Coordinate,STARLINK-4089 - X-Coordinate,STARLINK-6200 - X-Coordinate,STARLINK-6046 - X-Coordinate,STARLINK-30553 - X-Coordinate,STARLINK-1047 - X-Coordinate,STARLINK-5280 - X-Coordinate,STARLINK-6105 - X-Coordinate,STARLINK-2171 - X-Coordinate,STARLINK-30392 - X-Coordinate,STARLINK-32130 - X-Coordinate,STARLINK-30369 - X-Coordinate,STARLINK-4428 - X-Coordinate,STARLINK-30572 - X-Coordinate,STARLINK-11249 [DTC] - X-Coordinate,STARLINK-30498 - X-Coordinate,STARLINK-31309 - X-Coordinate,STARLINK-5112 - X-Coordinate,STARLINK-30763 - X-Coordinate,STARLINK-3191 - X-Coordinate,STARLINK-31575 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31848 - Y-Coordinate,STARLINK-5958 - Y-Coordinate,STARLINK-4058 - Y-Coordinate,STARLINK-5612 - Y-Coordinate,STARLINK-2325 - Y-Coordinate,STARLINK-5249 - Y-Coordinate,STARLINK-31962 - Y-Coordinate,STARLINK-4436 - Y-Coordinate,STARLINK-5720 - Y-Coordinate,STARLINK-3773 - Y-Coordinate,STARLINK-30130 - Y-Coordinate,STARLINK-3727 - Y-Coordinate,STARLINK-31472 - Y-Coordinate,STARLINK-2463 - Y-Coordinate,STARLINK-5001 - Y-Coordinate,STARLINK-4731 - Y-Coordinate,STARLINK-30189 - Y-Coordinate,STARLINK-31633 - Y-Coordinate,STARLINK-3922 - Y-Coordinate,STARLINK-5546 - Y-Coordinate,STARLINK-32252 - Y-Coordinate,STARLINK-4556 - Y-Coordinate,STARLINK-3239 - Y-Coordinate,STARLINK-4544 - Y-Coordinate,STARLINK-31517 - Y-Coordinate,STARLINK-31108 - Y-Coordinate,STARLINK-31587 - Y-Coordinate,STARLINK-1730 - Y-Coordinate,STARLINK-4073 - Y-Coordinate,STARLINK-3667 - Y-Coordinate,STARLINK-5851 - Y-Coordinate,STARLINK-30910 - Y-Coordinate,STARLINK-5121 - Y-Coordinate,STARLINK-11083 [DTC] - Y-Coordinate,STARLINK-11147 [DTC] - Y-Coordinate,STARLINK-30399 - Y-Coordinate,STARLINK-32088 - Y-Coordinate,STARLINK-4347 - Y-Coordinate,STARLINK-5443 - Y-Coordinate,STARLINK-4602 - Y-Coordinate,STARLINK-32026 - Y-Coordinate,STARLINK-4160 - Y-Coordinate,STARLINK-30919 - Y-Coordinate,STARLINK-31895 - Y-Coordinate,STARLINK-30148 - Y-Coordinate,STARLINK-3559 - Y-Coordinate,STARLINK-6052 - Y-Coordinate,STARLINK-2005 - Y-Coordinate,STARLINK-31413 - Y-Coordinate,STARLINK-4536 - Y-Coordinate,STARLINK-30321 - Y-Coordinate,STARLINK-3458 - Y-Coordinate,STARLINK-1235 - Y-Coordinate,STARLINK-4138 - Y-Coordinate,STARLINK-31277 - Y-Coordinate,STARLINK-30215 - Y-Coordinate,STARLINK-11186 [DTC] - Y-Coordinate,STARLINK-5061 - Y-Coordinate,STARLINK-31017 - Y-Coordinate,STARLINK-30956 - Y-Coordinate,STARLINK-1434 - Y-Coordinate,STARLINK-3876 - Y-Coordinate,STARLINK-6260 - Y-Coordinate,STARLINK-5800 - Y-Coordinate,STARLINK-4361 - Y-Coordinate,STARLINK-5893 - Y-Coordinate,STARLINK-4065 - Y-Coordinate,STARLINK-6257 - Y-Coordinate,STARLINK-30405 - Y-Coordinate,STARLINK-3161 - Y-Coordinate,STARLINK-31251 - Y-Coordinate,STARLINK-5603 - Y-Coordinate,STARLINK-30238 - Y-Coordinate,STARLINK-31877 - Y-Coordinate,STARLINK-5814 - Y-Coordinate,STARLINK-32122 - Y-Coordinate,STARLINK-5981 - Y-Coordinate,STARLINK-31542 - Y-Coordinate,STARLINK-6314 - Y-Coordinate,STARLINK-2003 - Y-Coordinate,STARLINK-4089 - Y-Coordinate,STARLINK-6200 - Y-Coordinate,STARLINK-6046 - Y-Coordinate,STARLINK-30553 - Y-Coordinate,STARLINK-1047 - Y-Coordinate,STARLINK-5280 - Y-Coordinate,STARLINK-6105 - Y-Coordinate,STARLINK-2171 - Y-Coordinate,STARLINK-30392 - Y-Coordinate,STARLINK-32130 - Y-Coordinate,STARLINK-30369 - Y-Coordinate,STARLINK-4428 - Y-Coordinate,STARLINK-30572 - Y-Coordinate,STARLINK-11249 [DTC] - Y-Coordinate,STARLINK-30498 - Y-Coordinate,STARLINK-31309 - Y-Coordinate,STARLINK-5112 - Y-Coordinate,STARLINK-30763 - Y-Coordinate,STARLINK-3191 - Y-Coordinate,STARLINK-31575 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31848 - Z-Coordinate,STARLINK-5958 - Z-Coordinate,STARLINK-4058 - Z-Coordinate,STARLINK-5612 - Z-Coordinate,STARLINK-2325 - Z-Coordinate,STARLINK-5249 - Z-Coordinate,STARLINK-31962 - Z-Coordinate,STARLINK-4436 - Z-Coordinate,STARLINK-5720 - Z-Coordinate,STARLINK-3773 - Z-Coordinate,STARLINK-30130 - Z-Coordinate,STARLINK-3727 - Z-Coordinate,STARLINK-31472 - Z-Coordinate,STARLINK-2463 - Z-Coordinate,STARLINK-5001 - Z-Coordinate,STARLINK-4731 - Z-Coordinate,STARLINK-30189 - Z-Coordinate,STARLINK-31633 - Z-Coordinate,STARLINK-3922 - Z-Coordinate,STARLINK-5546 - Z-Coordinate,STARLINK-32252 - Z-Coordinate,STARLINK-4556 - Z-Coordinate,STARLINK-3239 - Z-Coordinate,STARLINK-4544 - Z-Coordinate,STARLINK-31517 - Z-Coordinate,STARLINK-31108 - Z-Coordinate,STARLINK-31587 - Z-Coordinate,STARLINK-1730 - Z-Coordinate,STARLINK-4073 - Z-Coordinate,STARLINK-3667 - Z-Coordinate,STARLINK-5851 - Z-Coordinate,STARLINK-30910 - Z-Coordinate,STARLINK-5121 - Z-Coordinate,STARLINK-11083 [DTC] - Z-Coordinate,STARLINK-11147 [DTC] - Z-Coordinate,STARLINK-30399 - Z-Coordinate,STARLINK-32088 - Z-Coordinate,STARLINK-4347 - Z-Coordinate,STARLINK-5443 - Z-Coordinate,STARLINK-4602 - Z-Coordinate,STARLINK-32026 - Z-Coordinate,STARLINK-4160 - Z-Coordinate,STARLINK-30919 - Z-Coordinate,STARLINK-31895 - Z-Coordinate,STARLINK-30148 - Z-Coordinate,STARLINK-3559 - Z-Coordinate,STARLINK-6052 - Z-Coordinate,STARLINK-2005 - Z-Coordinate,STARLINK-31413 - Z-Coordinate,STARLINK-4536 - Z-Coordinate,STARLINK-30321 - Z-Coordinate,STARLINK-3458 - Z-Coordinate,STARLINK-1235 - Z-Coordinate,STARLINK-4138 - Z-Coordinate,STARLINK-31277 - Z-Coordinate,STARLINK-30215 - Z-Coordinate,STARLINK-11186 [DTC] - Z-Coordinate,STARLINK-5061 - Z-Coordinate,STARLINK-31017 - Z-Coordinate,STARLINK-30956 - Z-Coordinate,STARLINK-1434 - Z-Coordinate,STARLINK-3876 - Z-Coordinate,STARLINK-6260 - Z-Coordinate,STARLINK-5800 - Z-Coordinate,STARLINK-4361 - Z-Coordinate,STARLINK-5893 - Z-Coordinate,STARLINK-4065 - Z-Coordinate,STARLINK-6257 - Z-Coordinate,STARLINK-30405 - Z-Coordinate,STARLINK-3161 - Z-Coordinate,STARLINK-31251 - Z-Coordinate,STARLINK-5603 - Z-Coordinate,STARLINK-30238 - Z-Coordinate,STARLINK-31877 - Z-Coordinate,STARLINK-5814 - Z-Coordinate,STARLINK-32122 - Z-Coordinate,STARLINK-5981 - Z-Coordinate,STARLINK-31542 - Z-Coordinate,STARLINK-6314 - Z-Coordinate,STARLINK-2003 - Z-Coordinate,STARLINK-4089 - Z-Coordinate,STARLINK-6200 - Z-Coordinate,STARLINK-6046 - Z-Coordinate,STARLINK-30553 - Z-Coordinate,STARLINK-1047 - Z-Coordinate,STARLINK-5280 - Z-Coordinate,STARLINK-6105 - Z-Coordinate,STARLINK-2171 - Z-Coordinate,STARLINK-30392 - Z-Coordinate,STARLINK-32130 - Z-Coordinate,STARLINK-30369 - Z-Coordinate,STARLINK-4428 - Z-Coordinate,STARLINK-30572 - Z-Coordinate,STARLINK-11249 [DTC] - Z-Coordinate,STARLINK-30498 - Z-Coordinate,STARLINK-31309 - Z-Coordinate,STARLINK-5112 - Z-Coordinate,STARLINK-30763 - Z-Coordinate,STARLINK-3191 - Z-Coordinate,STARLINK-31575 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,276.8109,-3049.9655,-5510.0115,-2516.5909,811.8343,1010.7971,-3004.9717,-357.6813,1558.0247,0.0000,-4452.4205,1765.8898,-1260.1557,5189.6996,-3681.0079,-646.0528,-5466.6875,-5202.0288,2803.0232,-1793.2767,0.0000,956.9263,-4085.3469,-2732.1323,3744.5991,3486.0254,5355.5272,614.8098,-4216.9743,955.7590,-6836.4347,2360.7457,-5519.4928,-3608.0079,-1590.0761,-6703.0598,5349.4046,3949.1652,5535.0222,3154.1521,-1792.0715,-1055.4852,-5102.2606,5816.9304,-1362.2005,5001.6675,4479.0679,4377.3030,1346.8750,3886.8036,2995.4289,2158.6172,0.0000,400.9830,-3587.4690,5361.0546,565.9733,-4370.0863,-6428.4430,-5220.6278,2161.8613,4015.7977,-267.6761,6376.1749,-774.7868,1622.3195,-6344.2494,5263.7956,330.2740,-6418.0659,1530.3245,1040.4870,665.1268,-4530.3020,73.6877,-3028.6149,6003.8997,-1992.7253,-5651.2647,723.4562,-2660.8111,-5071.2028,-2228.2160,-2126.9419,-5872.7753,-3927.8608,5493.4817,3037.9290,5230.9424,2716.6776,-3021.1976,2511.4799,3216.0607,-3633.4187,-4928.3038,-4622.5231,-6058.8104,-4425.1684,4413.1186,4189.5127,-87227.3088,-85518.4535,-86911.4865,-89390.4049,-93970.9894,-91884.7879,-84510.7369,-87652.4700,79172592.7877,79164964.6426,79154443.2842,79163683.9042,-87001.1227,79156274.1607,6252.3943,5418.6851,-123.6666,518.0173,-4909.3077,-4538.8978,6088.7143,-6127.5517,-5044.2505,0.0000,-2985.5055,-4244.4785,6403.9368,-2075.6033,-1543.1188,-4094.7542,4215.3727,3856.1507,-5578.3027,6688.5038,0.0000,4061.6751,1666.3554,5080.7047,5675.6902,5820.6913,-2423.5006,6012.4179,764.0060,4812.0335,-1240.5264,5990.7611,3789.9661,3178.7109,-3815.3460,-1141.6402,4107.5197,2905.7105,2702.6725,-5974.2204,6564.9213,-4740.0727,4216.3370,-1209.0569,6794.1874,-1355.2447,968.3445,-5191.6727,-6668.6851,1459.3539,5619.0367,-5301.4393,0.0000,4130.9928,-4759.9910,-4152.5612,6719.7811,-2550.5311,-1008.3683,-1356.9717,-4083.8755,1125.7328,5148.7374,809.7420,1246.0890,3028.8579,-1665.4041,189.4420,4165.7244,2551.6934,-4033.1280,-2731.5600,5052.2147,-4666.7431,4391.5078,-3699.7105,3470.0088,-4688.6646,2862.0567,6793.2119,-4498.2114,-1976.6354,4666.5280,-4664.3194,-1747.7220,-5608.3866,1703.7166,3835.8322,2019.0330,5763.9083,5717.7171,-815.4565,2582.0364,-4814.8797,1480.3966,-2467.9734,-1832.9052,-3446.0149,4010.2094,4592.3927,388157.6669,353654.0536,378278.5822,377439.6182,370224.5899,370851.7291,369785.7024,371200.1454,-62620547.9239,-62667461.0358,-62643284.6956,-62618552.2206,372422.5938,-62620622.3863,-2680.0870,3022.7186,-4146.9784,6447.4659,4645.3130,-5101.2290,-434.2377,3179.2202,-4480.3260,0.0000,4385.8251,-5134.3005,1170.8347,3967.6804,-5313.9735,5499.9301,-373.0918,-2212.3887,2937.9214,425.7102,0.0000,5476.5329,-5331.5034,3722.7160,-728.9251,1093.4802,-3486.5139,2860.1023,-5382.4668,4833.3957,-291.7884,-2313.7161,-1756.0251,-4578.6709,5173.2582,-692.7234,889.1075,-4906.3630,3111.7136,1495.6610,-946.1186,-4824.4080,-2089.4589,-3364.8062,-332.7176,-4566.4062,5163.4784,683.1623,-735.4303,-5523.4973,2459.8439,-3867.6507,0.0000,5485.6074,3051.1143,-1396.4599,446.4586,-4715.2840,-2012.5745,-4404.0927,-5147.5819,-5563.4473,-4639.0891,2582.6040,-6765.9577,6043.3271,-2155.6358,4515.6455,5384.8880,169.5852,-5298.5038,-6322.5620,-4678.5777,-2047.0004,5389.6013,-4847.1052,-131.4681,-4544.5052,-2809.9151,-667.6225,-4496.2531,-4317.5938,4634.1987,-4665.5016,3204.9447,700.2236,3832.5425,-4885.7632,3867.6740,2332.2800,2205.3693,-6397.9993,-5357.7034,-3011.1062,4588.7030,4405.0635,2751.1802,-3933.6963,3475.6708,2800.9899,136273.5768,132162.1389,134554.7466,134295.4072,138404.8085,130039.1753,124172.9561,133811.7374,5855517.2066,5837373.0915,5833020.7494,5833796.7334,132703.1411,5843225.8503,
300.000,1935.2897,-1140.5772,-4392.5139,-1243.8562,-791.8306,-701.2965,-1451.4869,161.0128,-326.5631,0.0000,-4987.4225,-377.7584,280.3520,5188.7236,-4234.0678,-2713.0089,-4221.4304,-3612.6200,1792.9468,-1137.7164,0.0000,3043.9503,-2599.5243,-873.1167,4667.1626,4498.0572,3802.2214,2016.8916,-4138.9450,2807.8241,-6684.4903,3650.6909,-4170.9456,-1567.2258,-3634.6046,-6384.2599,6158.8417,2193.2142,6534.4773,1722.3953,-457.8520,-2924.2635,-4193.1253,5761.4925,150.4451,3465.6852,5881.1731,3098.7387,-167.8744,4603.5082,4283.2932,1011.3970,0.0000,2497.6841,-4444.4520,4405.4647,1742.2333,-5265.3854,-5928.4690,-5045.0556,20.3325,4342.6058,1811.8428,6786.2325,-1008.3491,3484.8296,-6873.7422,4714.4000,2404.0240,-5698.4803,-246.9127,-200.0935,2750.8072,-5737.3062,1179.7604,-3781.4569,5489.7904,-3721.5739,-4145.2815,1878.9455,-4403.1681,-5101.2649,-693.7492,-4033.4150,-6711.7402,-4616.0239,5222.3668,4811.6586,6330.1283,4002.1050,-1226.5624,766.0605,4654.0825,-4989.9696,-4390.7582,-5739.3308,-6790.5218,-5827.4450,4568.3866,5584.1292,-95498.3957,-93015.5170,-94626.5380,-97119.7959,-101840.3833,-99665.9375,-92419.2615,-95476.2023,80525753.9459,80519111.3490,80508234.2430,80516853.4714,-94846.4747,80509426.5693,6400.5888,5498.4016,1484.2964,2326.0444,-5818.3686,-5481.2480,6359.0998,-4796.5726,-5805.1125,0.0000,-922.0481,-4118.4759,6614.6788,-3712.8359,596.4048,-3413.3273,5145.5194,4684.9394,-6544.9547,6633.0228,0.0000,3663.6790,3242.2392,4788.1532,4873.9707,4539.8783,-3699.4925,6271.3788,2838.0548,5082.5121,-585.4572,5758.7352,4385.6444,3785.9687,-3275.3190,148.2495,2814.7112,2219.8986,1679.4759,-5917.7949,6318.2225,-4958.3739,5495.7927,-2988.9123,6828.3238,-2697.7016,220.5508,-5571.6804,-6789.2725,-557.1277,5269.6814,-6405.8877,0.0000,3534.3269,-2982.1568,-5337.3397,6136.7521,-607.0798,687.8764,758.1152,-4166.6414,-1007.1600,5294.7682,-768.5689,-1024.9161,3451.0117,-498.9335,-1883.3942,3445.7368,3552.4636,-5081.3378,-4333.8928,4728.8778,-3639.8307,5621.5084,-1712.2881,3683.3025,-3375.2056,3969.0933,6147.5179,-4221.2161,137.9046,3650.7996,-3789.2316,-564.1260,-4479.4088,-328.2739,3209.5898,829.5992,5452.5686,5776.3692,584.4923,1008.8821,-4330.8834,3493.2936,-763.2159,-679.8441,-2625.4692,2197.5077,3650.1115,386273.2627,351685.6079,376301.3873,375397.8687,368243.8104,368891.3441,367841.8985,369614.0195,-60873882.0119,-60920529.9647,-60896396.0227,-60871141.8180,370470.2599,-60873879.3780,-1273.5716,4030.4664,-5106.6784,6419.4245,3448.0688,-4135.3042,-1940.6404,4970.9307,-3759.5346,0.0000,4715.6191,-5512.6153,-401.7818,2511.8491,-5087.6883,5332.0021,-1875.0947,-3439.5953,1259.9634,-1692.0158,0.0000,4973.1703,-5533.4762,4839.9755,1097.3747,2521.7688,-4310.3127,1158.5342,-4705.9004,3707.2004,1818.6211,-554.0780,-3360.9007,-5224.9962,4463.8782,-2440.1902,-670.3357,-6195.2360,1461.5619,3140.2733,-2663.7699,-3702.8733,-610.5077,-2115.4787,1205.7558,-5330.7661,3612.1741,2429.4491,820.3556,-5122.2844,714.2546,-2376.9532,0.0000,5347.4013,4021.0775,136.1911,2223.6553,-4443.3687,-3284.2689,-4740.6978,-5521.5633,-5335.4605,-4096.7431,1167.1829,-6772.5822,4928.9643,-387.0440,4727.9008,5366.9767,-1631.7552,-4560.7485,-5449.7522,-4233.7600,-552.4469,3920.7182,-5396.7825,2089.6061,-4622.1187,-3885.6242,-2411.9091,-3211.0863,-4714.9798,5863.2150,-4173.6245,1576.2671,2443.3838,4513.4903,-3787.9587,2380.5551,568.8579,3433.3304,-6854.2600,-4799.3879,-1333.4847,4008.3836,3654.5462,1047.0619,-2463.9238,4681.3583,1418.1433,136348.8225,132210.9727,134694.0183,134191.8162,138526.5803,130381.5505,124165.5207,134207.2736,5856002.9467,5837668.3896,5833256.6467,5834312.7475,132776.0351,5843722.9898,
600.000,3384.0796,898.4691,-2870.3934,85.0196,-2279.7896,-2307.9803,267.4156,592.5359,-2154.7666,0.0000,-5083.9445,-2493.8649,1793.7561,4680.8183,-4370.9573,-4522.8892,-2553.7826,-1650.9433,617.5328,-344.3642,0.0000,4825.9534,-899.7654,1103.6992,5117.4594,5085.0876,1876.5776,3184.2298,-3696.0786,4354.6363,-5858.1516,4559.5056,-2394.7476,643.7302,-5268.0189,-5414.5394,6338.6093,242.4313,6878.1844,91.5613,950.9377,-4471.1930,-2883.5537,5135.5613,1660.0303,1612.3741,6683.5032,1479.1298,-1673.7415,4913.7588,5121.4980,-210.0941,0.0000,4356.1589,-4862.9382,3019.5182,2758.2880,-5683.9342,-4838.1959,-4432.7717,-2127.4136,4304.0122,3703.2278,6540.3835,-1037.7676,4968.9296,-6714.4724,3753.0449,4247.8713,-4403.4234,-1961.5212,-1358.3736,4565.9637,-6355.4021,2119.8734,-4202.1166,4392.1645,-5101.3305,-2239.6430,2870.8242,-5690.3299,-4686.1666,965.2543,-5557.0136,-6884.8153,-4861.9626,4480.5096,6103.7487,6774.0465,4860.1380,713.8881,-1118.8885,5630.5694,-5800.3650,-3460.1816,-6299.2275,-6842.7018,-6628.8327,4316.8585,6404.2138,-103728.7219,-100467.5848,-102297.0598,-104796.8760,-109664.3548,-107393.4112,-100284.5636,-103225.3356,81840379.9824,81834714.7117,81823479.1441,81831443.1828,-102648.1279,81824040.0619,5897.7320,5075.6925,2990.3009,3945.7208,-6143.2700,-5906.6694,5986.3817,-2931.1617,-6028.4645,0.0000,1225.6870,-3641.5713,6090.0415,-4953.4098,2649.2774,-2447.9702,5587.9996,5074.1623,-6854.0156,5905.8595,0.0000,2954.0693,4542.4862,4056.5168,3560.7968,2798.3528,-4642.1503,5845.1922,4615.4886,4877.4268,152.7541,4937.2946,4581.8760,4030.2180,-2417.7519,1449.9463,1226.9361,1218.4471,504.7631,-5295.4610,5442.1486,-4704.4611,6240.8544,-4450.8666,6203.1781,-3825.2705,-502.6946,-5393.9230,-6224.2842,-2491.4436,4380.2689,-6873.6046,0.0000,2640.9803,-881.0531,-6002.8837,4896.9103,1372.4610,2341.9693,2811.1261,-3898.9106,-3027.8865,4966.3462,-2261.4004,-3192.8764,3583.7014,713.1847,-3789.9186,2427.4516,4215.9027,-5642.9820,-5535.9525,3985.7949,-2245.6707,6305.0603,440.9167,3469.8272,-1754.9662,4729.0547,4876.1225,-3554.3931,2246.3518,2319.8684,-2586.8422,657.7255,-2883.8779,-2347.2729,2306.9023,-418.9325,4570.2288,5275.6211,1842.9415,-626.6658,-3393.3377,5161.5218,988.9568,529.2817,-1563.9101,146.3297,2348.6389,384210.8707,349559.4502,374156.3776,373186.1807,366096.9417,366771.9601,365730.2707,367930.1924,-59097984.1563,-59144344.7091,-59120253.2132,-59094504.4419,368352.7046,-59097904.8918,276.9630,4603.5887,-5512.9646,5709.7691,1861.9263,-2721.5538,-3227.4751,6226.6712,-2635.2505,0.0000,4540.1991,-5292.3470,-1925.3813,778.2309,-4247.1469,4584.0266,-3174.7849,-4284.4247,-554.7489,-3629.1170,0.0000,3928.1639,-5141.9493,5424.9194,2800.9139,3672.8117,-4653.7429,-680.9158,-3515.1763,2177.1059,3735.9123,1267.2895,-4604.7939,-5237.7559,3208.4592,-3915.3865,-2153.8975,-6825.0828,-347.1210,4446.6972,-4088.8180,-2170.1114,933.6266,-629.0510,2615.2300,-5519.9409,1670.0626,3903.0285,2284.6720,-4168.8211,-1111.4024,-629.0394,0.0000,4625.3588,4514.3684,1654.1657,3743.7350,-3693.3903,-4185.8533,-4577.7459,-5302.5793,-4542.9360,-3117.0362,-373.4834,-6055.3726,3292.9760,1423.5178,4436.1877,4746.8152,-3256.7137,-3314.2617,-4003.6780,-3333.5694,1004.3049,2036.6290,-5338.9239,4087.0230,-4182.9178,-4545.5840,-3890.5145,-1576.5749,-4612.0187,6469.4850,-3235.4633,-222.3439,3919.0719,4707.6184,-2281.9032,625.1314,-1259.4867,4277.6200,-6577.4824,-3689.0589,499.3874,2992.7255,2498.4811,-770.6043,-720.8615,5380.0610,-124.1773,136423.6259,132259.7710,134829.5658,134084.6152,138645.1492,130729.8376,124162.6999,134492.1180,5856483.0585,5837963.8226,5833495.0939,5834848.1796,132848.8566,5844220.0537,
