sl_100_5400_20290615 Coordinates.csv
2029/06/15 07:47:00.0000 UTC

Generated: Tue Oct  8 21:46:11 2024,
Start: 2029/06/15 07:47:00.00, Stop: 2029/06/15 09:17:00.00,
TIME_UNITS,STARLINK-3326 - X-Coordinate,STARLINK-1185 - X-Coordinate,STARLINK-4076 - X-Coordinate,STARLINK-3562 - X-Coordinate,STARLINK-2742 - X-Coordinate,STARLINK-30106 - X-Coordinate,STARLINK-1346 - X-Coordinate,STARLINK-5390 - X-Coordinate,STARLINK-6142 - X-Coordinate,STARLINK-4409 - X-Coordinate,STARLINK-1822 - X-Coordinate,STARLINK-31977 - X-Coordinate,STARLINK-11186 [DTC] - X-Coordinate,STARLINK-11244 [DTC] - X-Coordinate,STARLINK-31731 - X-Coordinate,STARLINK-4798 - X-Coordinate,STARLINK-11161 [DTC] - X-Coordinate,STARLINK-4553 - X-Coordinate,STARLINK-3312 - X-Coordinate,STARLINK-3042 - X-Coordinate,STARLINK-3973 - X-Coordinate,STARLINK-6300 - X-Coordinate,STARLINK-2557 - X-Coordinate,STARLINK-31349 - X-Coordinate,STARLINK-5573 - X-Coordinate,STARLINK-2068 - X-Coordinate,STARLINK-11255 [DTC] - X-Coordinate,STARLINK-3898 - X-Coordinate,STARLINK-6232 - X-Coordinate,STARLINK-5267 - X-Coordinate,STARLINK-5983 - X-Coordinate,STARLINK-30932 - X-Coordinate,STARLINK-31198 - X-Coordinate,STARLINK-5637 - X-Coordinate,STARLINK-3107 - X-Coordinate,STARLINK-2210 - X-Coordinate,STARLINK-2005 - X-Coordinate,STARLINK-31964 - X-Coordinate,STARLINK-31545 - X-Coordinate,STARLINK-4679 - X-Coordinate,STARLINK-31080 - X-Coordinate,STARLINK-2586 - X-Coordinate,STARLINK-5932 - X-Coordinate,STARLINK-30049 - X-Coordinate,STARLINK-3756 - X-Coordinate,STARLINK-5830 - X-Coordinate,STARLINK-1368 - X-Coordinate,STARLINK-6158 - X-Coordinate,STARLINK-4392 - X-Coordinate,STARLINK-31142 - X-Coordinate,STARLINK-1390 - X-Coordinate,STARLINK-31306 - X-Coordinate,STARLINK-4330 - X-Coordinate,STARLINK-31509 - X-Coordinate,STARLINK-4285 - X-Coordinate,STARLINK-4462 - X-Coordinate,STARLINK-30785 - X-Coordinate,STARLINK-5228 - X-Coordinate,STARLINK-5969 - X-Coordinate,STARLINK-5736 - X-Coordinate,STARLINK-31329 - X-Coordinate,STARLINK-31320 - X-Coordinate,STARLINK-5699 - X-Coordinate,STARLINK-6042 - X-Coordinate,STARLINK-30952 - X-Coordinate,STARLINK-30905 - X-Coordinate,STARLINK-1402 - X-Coordinate,STARLINK-32032 - X-Coordinate,STARLINK-6140 - X-Coordinate,STARLINK-30563 - X-Coordinate,STARLINK-3527 - X-Coordinate,STARLINK-31804 - X-Coordinate,STARLINK-31232 - X-Coordinate,STARLINK-30211 - X-Coordinate,STARLINK-4126 - X-Coordinate,STARLINK-4615 - X-Coordinate,STARLINK-3313 - X-Coordinate,STARLINK-4329 - X-Coordinate,STARLINK-2711 - X-Coordinate,STARLINK-5014 - X-Coordinate,STARLINK-30206 - X-Coordinate,STARLINK-3943 - X-Coordinate,STARLINK-5313 - X-Coordinate,STARLINK-3985 - X-Coordinate,STARLINK-3668 - X-Coordinate,STARLINK-1740 - X-Coordinate,STARLINK-3879 - X-Coordinate,STARLINK-2643 - X-Coordinate,STARLINK-2257 - X-Coordinate,STARLINK-6105 - X-Coordinate,STARLINK-31072 - X-Coordinate,STARLINK-1793 - X-Coordinate,STARLINK-30558 - X-Coordinate,STARLINK-5538 - X-Coordinate,STARLINK-6168 - X-Coordinate,STARLINK-2126 - X-Coordinate,STARLINK-3886 - X-Coordinate,STARLINK-31298 - X-Coordinate,STARLINK-30435 - X-Coordinate,STARLINK-3654 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3326 - Y-Coordinate,STARLINK-1185 - Y-Coordinate,STARLINK-4076 - Y-Coordinate,STARLINK-3562 - Y-Coordinate,STARLINK-2742 - Y-Coordinate,STARLINK-30106 - Y-Coordinate,STARLINK-1346 - Y-Coordinate,STARLINK-5390 - Y-Coordinate,STARLINK-6142 - Y-Coordinate,STARLINK-4409 - Y-Coordinate,STARLINK-1822 - Y-Coordinate,STARLINK-31977 - Y-Coordinate,STARLINK-11186 [DTC] - Y-Coordinate,STARLINK-11244 [DTC] - Y-Coordinate,STARLINK-31731 - Y-Coordinate,STARLINK-4798 - Y-Coordinate,STARLINK-11161 [DTC] - Y-Coordinate,STARLINK-4553 - Y-Coordinate,STARLINK-3312 - Y-Coordinate,STARLINK-3042 - Y-Coordinate,STARLINK-3973 - Y-Coordinate,STARLINK-6300 - Y-Coordinate,STARLINK-2557 - Y-Coordinate,STARLINK-31349 - Y-Coordinate,STARLINK-5573 - Y-Coordinate,STARLINK-2068 - Y-Coordinate,STARLINK-11255 [DTC] - Y-Coordinate,STARLINK-3898 - Y-Coordinate,STARLINK-6232 - Y-Coordinate,STARLINK-5267 - Y-Coordinate,STARLINK-5983 - Y-Coordinate,STARLINK-30932 - Y-Coordinate,STARLINK-31198 - Y-Coordinate,STARLINK-5637 - Y-Coordinate,STARLINK-3107 - Y-Coordinate,STARLINK-2210 - Y-Coordinate,STARLINK-2005 - Y-Coordinate,STARLINK-31964 - Y-Coordinate,STARLINK-31545 - Y-Coordinate,STARLINK-4679 - Y-Coordinate,STARLINK-31080 - Y-Coordinate,STARLINK-2586 - Y-Coordinate,STARLINK-5932 - Y-Coordinate,STARLINK-30049 - Y-Coordinate,STARLINK-3756 - Y-Coordinate,STARLINK-5830 - Y-Coordinate,STARLINK-1368 - Y-Coordinate,STARLINK-6158 - Y-Coordinate,STARLINK-4392 - Y-Coordinate,STARLINK-31142 - Y-Coordinate,STARLINK-1390 - Y-Coordinate,STARLINK-31306 - Y-Coordinate,STARLINK-4330 - Y-Coordinate,STARLINK-31509 - Y-Coordinate,STARLINK-4285 - Y-Coordinate,STARLINK-4462 - Y-Coordinate,STARLINK-30785 - Y-Coordinate,STARLINK-5228 - Y-Coordinate,STARLINK-5969 - Y-Coordinate,STARLINK-5736 - Y-Coordinate,STARLINK-31329 - Y-Coordinate,STARLINK-31320 - Y-Coordinate,STARLINK-5699 - Y-Coordinate,STARLINK-6042 - Y-Coordinate,STARLINK-30952 - Y-Coordinate,STARLINK-30905 - Y-Coordinate,STARLINK-1402 - Y-Coordinate,STARLINK-32032 - Y-Coordinate,STARLINK-6140 - Y-Coordinate,STARLINK-30563 - Y-Coordinate,STARLINK-3527 - Y-Coordinate,STARLINK-31804 - Y-Coordinate,STARLINK-31232 - Y-Coordinate,STARLINK-30211 - Y-Coordinate,STARLINK-4126 - Y-Coordinate,STARLINK-4615 - Y-Coordinate,STARLINK-3313 - Y-Coordinate,STARLINK-4329 - Y-Coordinate,STARLINK-2711 - Y-Coordinate,STARLINK-5014 - Y-Coordinate,STARLINK-30206 - Y-Coordinate,STARLINK-3943 - Y-Coordinate,STARLINK-5313 - Y-Coordinate,STARLINK-3985 - Y-Coordinate,STARLINK-3668 - Y-Coordinate,STARLINK-1740 - Y-Coordinate,STARLINK-3879 - Y-Coordinate,STARLINK-2643 - Y-Coordinate,STARLINK-2257 - Y-Coordinate,STARLINK-6105 - Y-Coordinate,STARLINK-31072 - Y-Coordinate,STARLINK-1793 - Y-Coordinate,STARLINK-30558 - Y-Coordinate,STARLINK-5538 - Y-Coordinate,STARLINK-6168 - Y-Coordinate,STARLINK-2126 - Y-Coordinate,STARLINK-3886 - Y-Coordinate,STARLINK-31298 - Y-Coordinate,STARLINK-30435 - Y-Coordinate,STARLINK-3654 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3326 - Z-Coordinate,STARLINK-1185 - Z-Coordinate,STARLINK-4076 - Z-Coordinate,STARLINK-3562 - Z-Coordinate,STARLINK-2742 - Z-Coordinate,STARLINK-30106 - Z-Coordinate,STARLINK-1346 - Z-Coordinate,STARLINK-5390 - Z-Coordinate,STARLINK-6142 - Z-Coordinate,STARLINK-4409 - Z-Coordinate,STARLINK-1822 - Z-Coordinate,STARLINK-31977 - Z-Coordinate,STARLINK-11186 [DTC] - Z-Coordinate,STARLINK-11244 [DTC] - Z-Coordinate,STARLINK-31731 - Z-Coordinate,STARLINK-4798 - Z-Coordinate,STARLINK-11161 [DTC] - Z-Coordinate,STARLINK-4553 - Z-Coordinate,STARLINK-3312 - Z-Coordinate,STARLINK-3042 - Z-Coordinate,STARLINK-3973 - Z-Coordinate,STARLINK-6300 - Z-Coordinate,STARLINK-2557 - Z-Coordinate,STARLINK-31349 - Z-Coordinate,STARLINK-5573 - Z-Coordinate,STARLINK-2068 - Z-Coordinate,STARLINK-11255 [DTC] - Z-Coordinate,STARLINK-3898 - Z-Coordinate,STARLINK-6232 - Z-Coordinate,STARLINK-5267 - Z-Coordinate,STARLINK-5983 - Z-Coordinate,STARLINK-30932 - Z-Coordinate,STARLINK-31198 - Z-Coordinate,STARLINK-5637 - Z-Coordinate,STARLINK-3107 - Z-Coordinate,STARLINK-2210 - Z-Coordinate,STARLINK-2005 - Z-Coordinate,STARLINK-31964 - Z-Coordinate,STARLINK-31545 - Z-Coordinate,STARLINK-4679 - Z-Coordinate,STARLINK-31080 - Z-Coordinate,STARLINK-2586 - Z-Coordinate,STARLINK-5932 - Z-Coordinate,STARLINK-30049 - Z-Coordinate,STARLINK-3756 - Z-Coordinate,STARLINK-5830 - Z-Coordinate,STARLINK-1368 - Z-Coordinate,STARLINK-6158 - Z-Coordinate,STARLINK-4392 - Z-Coordinate,STARLINK-31142 - Z-Coordinate,STARLINK-1390 - Z-Coordinate,STARLINK-31306 - Z-Coordinate,STARLINK-4330 - Z-Coordinate,STARLINK-31509 - Z-Coordinate,STARLINK-4285 - Z-Coordinate,STARLINK-4462 - Z-Coordinate,STARLINK-30785 - Z-Coordinate,STARLINK-5228 - Z-Coordinate,STARLINK-5969 - Z-Coordinate,STARLINK-5736 - Z-Coordinate,STARLINK-31329 - Z-Coordinate,STARLINK-31320 - Z-Coordinate,STARLINK-5699 - Z-Coordinate,STARLINK-6042 - Z-Coordinate,STARLINK-30952 - Z-Coordinate,STARLINK-30905 - Z-Coordinate,STARLINK-1402 - Z-Coordinate,STARLINK-32032 - Z-Coordinate,STARLINK-6140 - Z-Coordinate,STARLINK-30563 - Z-Coordinate,STARLINK-3527 - Z-Coordinate,STARLINK-31804 - Z-Coordinate,STARLINK-31232 - Z-Coordinate,STARLINK-30211 - Z-Coordinate,STARLINK-4126 - Z-Coordinate,STARLINK-4615 - Z-Coordinate,STARLINK-3313 - Z-Coordinate,STARLINK-4329 - Z-Coordinate,STARLINK-2711 - Z-Coordinate,STARLINK-5014 - Z-Coordinate,STARLINK-30206 - Z-Coordinate,STARLINK-3943 - Z-Coordinate,STARLINK-5313 - Z-Coordinate,STARLINK-3985 - Z-Coordinate,STARLINK-3668 - Z-Coordinate,STARLINK-1740 - Z-Coordinate,STARLINK-3879 - Z-Coordinate,STARLINK-2643 - Z-Coordinate,STARLINK-2257 - Z-Coordinate,STARLINK-6105 - Z-Coordinate,STARLINK-31072 - Z-Coordinate,STARLINK-1793 - Z-Coordinate,STARLINK-30558 - Z-Coordinate,STARLINK-5538 - Z-Coordinate,STARLINK-6168 - Z-Coordinate,STARLINK-2126 - Z-Coordinate,STARLINK-3886 - Z-Coordinate,STARLINK-31298 - Z-Coordinate,STARLINK-30435 - Z-Coordinate,STARLINK-3654 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,6591.7184,502.7135,2730.5442,-6825.0175,4635.4959,-4536.3933,-4297.0239,-5719.9519,-6448.8593,-2871.8289,3416.2552,-3901.3573,-1623.5886,6149.0381,-3659.6780,-1719.1421,-5311.5202,2385.8580,-4240.2244,2076.8322,-2681.3295,4104.3863,-2321.5705,-4560.4393,2097.9853,4516.3779,-3944.2916,5540.5301,1029.0357,6768.0487,-6615.4991,-4634.0022,-4986.9428,-2420.0039,6101.3907,4145.8645,-4336.7804,1375.2050,-1299.8340,-2871.4446,5349.2908,1428.4937,0.0000,6257.9255,5099.5226,-5130.9068,-6358.3321,-6045.0333,-807.0811,-4797.0817,3922.7839,-5168.7288,-6010.2213,-5407.2739,-4166.4776,3171.3791,788.8571,-5672.4052,5413.7641,2713.0812,-6504.6260,699.8100,-4514.3343,-5840.8207,-6452.5557,-3687.7055,-47.8394,3468.3627,-2695.4187,-5180.1644,6541.9023,6348.4712,912.6120,5833.0800,-6689.5492,-2593.9086,3964.9537,-5913.0363,-3595.9778,-1400.6806,-3980.7375,-399.6685,-6115.7922,2058.1208,6360.4702,-3296.3015,3502.4403,5198.9373,-5181.4188,-3469.0093,0.0000,-5950.2905,-5434.1811,-3896.4730,-6561.7045,0.0000,6489.6333,-4655.6392,6389.0971,6809.9398,74209.5314,99973.9295,79790.1231,79104.3421,82939.7295,83569.1044,88113.2279,83697.2375,149582646.6528,149606582.4435,149574746.0106,149591450.1513,84571.4606,149585602.5993,1256.5585,-6432.1968,6318.8507,418.8639,898.2036,-5189.2273,-4297.9622,1344.0601,268.4331,2574.4098,-5995.3817,-4589.9796,5940.0630,-2468.7604,-5744.7705,4800.5920,-3377.8824,-6080.4454,-5259.1615,-2043.3800,6135.3092,5557.3940,-4876.3951,5010.9826,-3383.1597,5161.0161,-1664.9083,-3274.1746,5737.6612,-513.8430,1211.6690,-2075.5183,504.1179,-5415.1297,3317.5849,3005.8075,-265.4393,-5983.7218,6136.7309,5007.5991,-488.0167,6397.9174,0.0000,-2268.2093,3675.1276,-3294.5210,2462.0364,-789.6434,-6769.3760,-209.2456,867.0440,-1317.4995,-2955.5248,-2248.4474,6.8284,5782.6039,-5568.4133,-191.4342,2806.6277,6206.3998,1512.7876,5976.8679,-2283.3408,-139.0143,-719.0680,3561.0128,6280.1371,-3412.3016,4266.0537,-3573.3405,1694.9029,-152.9144,4681.8965,1647.0263,819.2057,6381.9905,1195.7001,-3432.1562,4564.8280,6559.4489,-5456.3021,5434.3980,2823.3179,3580.7074,-2581.8333,-2557.2238,2771.6706,-1516.8424,2930.2349,5430.1968,0.0000,2274.3945,-949.4820,-3147.1838,-1492.8136,0.0000,-840.4068,2404.3675,-2295.7928,-830.1207,351451.6550,350992.2986,358971.4197,356111.0937,348478.4330,350654.5119,356444.9082,355680.8873,46667550.1164,46680654.3568,46688677.3916,46687486.9152,355653.0170,46683856.1628,-1655.6454,2089.8637,-130.3468,939.2068,5024.9394,569.3817,-3149.5670,-3664.4644,2485.3031,5751.8014,578.6297,-3171.5504,-2789.2756,-678.3456,-682.3482,4658.0564,2114.0476,-2254.9876,1430.3146,6289.7615,-1650.2179,436.5446,-4186.7929,-294.2301,5679.7402,-506.0443,5152.7378,2466.2811,3746.5317,1456.2130,1684.5245,-4727.0897,4641.0040,-3620.4365,402.9741,4513.8727,5247.8212,-2863.4762,2645.1835,3175.0673,4370.2290,-921.6562,0.0000,1949.1532,-2553.6796,3377.5779,665.3727,-3286.7709,1145.0604,-4962.2751,-5325.4260,4357.2685,-1791.4765,3473.9360,-5498.6605,-2081.7551,-3994.3105,3891.6415,3279.9967,1428.0237,-1555.7453,3207.6020,4703.5042,3617.9865,2360.1498,4650.1426,2640.5877,4830.2366,-4694.9556,2579.7715,294.1574,2472.4327,4876.9651,3301.3728,-1511.3555,619.5121,-5529.4948,-1195.0912,3247.0755,-1485.9836,-1403.8237,-4246.0759,-1657.6507,-5500.3738,803.0122,-5435.5781,5231.3217,-4150.6612,-3436.7258,-2517.9635,0.0000,2681.6942,-4241.0808,-4813.9808,1630.7999,0.0000,1961.8861,-4398.3686,-580.1835,763.5049,113393.1267,113839.0808,115467.3684,114894.6912,119205.0381,111045.1436,104932.1207,115109.3915,-2978133.0136,-2943514.3345,-2955555.4265,-2975073.7898,113503.6747,-2966184.9676,
300.000,6908.0632,-757.5445,3705.5294,-6164.5449,5545.7686,-5524.5428,-5593.2612,-5627.1429,-6572.8372,-4488.7798,2122.2858,-5402.3142,-426.3956,5174.6141,-4826.9074,-345.6804,-5248.8600,857.7109,-5211.6050,1618.7079,-1232.4814,5050.6996,-4016.7617,-3250.7278,1741.9654,5281.0947,-3998.0098,5140.7674,2682.4032,6816.3508,-5664.5073,-5255.7918,-4424.8691,-3415.4665,5980.4092,4231.7676,-4839.4456,-207.9393,265.7980,-1044.5242,4457.1960,2613.7613,0.0000,5037.6037,5094.1320,-6326.0126,-5428.5854,-5401.9373,-286.8799,-5471.0987,4302.4737,-4459.0397,-5990.4066,-6384.2256,-4213.3632,3884.9763,-1213.2407,-4576.2164,6474.3271,4101.4887,-5501.5528,1986.1997,-5212.6797,-4475.1644,-5840.8513,-2236.9853,1273.3638,1429.2992,-738.5313,-6197.6909,6419.8974,6498.2157,2807.9203,5459.8290,-6589.9767,-1415.9272,4475.8565,-5691.9828,-2777.5526,-32.5292,-4851.0880,1114.6809,-5077.1155,3890.8582,5785.7672,-4241.1079,5079.9078,5359.6932,-3510.6976,-2215.9521,0.0000,-5806.2012,-6039.5330,-2198.0437,-6924.9795,0.0000,6497.2205,-3119.1826,5502.3320,6522.1639,66981.4229,92630.2305,72375.1938,71738.9346,75444.1184,76097.1370,80568.2442,75900.3511,148530121.6424,148554511.4084,148522306.3444,148538603.9722,77062.4049,148533134.9557,63.6253,-6734.6047,5553.6113,1597.1582,-811.1962,-4047.0688,-3645.3844,3162.1473,1883.3678,3145.5983,-6165.5153,-3694.6619,6658.5984,-3411.5040,-4772.1927,5980.2965,-1769.8856,-5728.2629,-4517.4618,-4022.9064,5944.8584,4318.7638,-4766.1307,5815.1230,-5117.4896,4203.0836,541.9892,-4536.0300,4558.8348,-1149.9043,2616.0600,-23.5739,2599.7058,-5810.9919,2543.2524,948.0089,1727.9020,-6604.1981,6691.9072,4753.4982,-2422.1839,6008.5541,0.0000,-3499.2648,2017.5629,-2012.4372,3409.0837,1052.3626,-6080.6025,1574.5108,-1282.0199,561.0947,-3457.3295,-725.2732,2134.2499,4424.2893,-5010.0643,1375.7514,1421.9141,5577.6607,2875.8356,4734.7592,-246.9512,698.8445,976.6882,5075.4021,6631.7803,-3953.2858,5163.2897,-2676.7224,407.5422,-1781.8350,4926.7680,-279.0381,2040.8846,6666.1495,-892.8877,-3826.0490,5833.2700,6114.3891,-4038.1817,6184.1951,3068.2906,2461.4366,-3645.6931,-587.0015,1518.7537,-3201.0043,3651.6694,6460.9054,0.0000,3624.6866,905.0805,-2395.6069,-0.9289,0.0000,-2111.2021,3913.9216,-3270.7386,-2006.0011,352904.9756,352949.6488,360787.0577,357889.9090,350161.4552,352435.1717,358112.8278,357696.3846,49926727.7665,49940125.4404,49947233.5724,49947164.4065,357372.1784,49942979.7193,144.4212,306.5967,1672.1398,2655.7032,4018.8902,-976.7255,-1506.0280,-2506.0881,1054.5690,4236.8622,2324.9485,-1870.1343,-1078.3151,-2443.6787,872.6139,3440.9335,3657.4417,-3770.6296,-379.5199,5409.6294,-3273.1841,1932.4011,-2799.6665,1259.5781,4348.9371,1306.9920,5347.9382,726.6862,4474.3068,-667.1152,3018.7899,-4528.2392,4508.6370,-1682.9332,2474.1495,5269.9693,4475.4448,-1490.6782,1233.0663,4436.9663,4712.4192,928.0360,0.0000,3233.5729,-4003.2225,2130.1097,2411.0562,-4205.8258,3269.5240,-3906.7433,-4933.9097,5217.4836,442.9386,2259.0939,-5028.6950,-3630.5078,-4584.3951,4949.3313,2007.0730,-103.0242,-2914.8131,4484.3942,4526.0829,5164.3715,3553.6599,4141.1442,918.2267,5414.6449,-4505.6549,845.7870,2084.0506,1032.6725,3795.9561,4210.5226,295.5214,-1194.7886,-5186.2742,1048.9328,1613.1989,-3135.1488,-2786.3213,-2867.9287,-3599.9600,-5110.2212,-1014.2307,-5349.8170,4384.1495,-2752.2346,-4646.8124,-1091.6943,0.0000,973.7113,-3335.0845,-6139.0008,111.5712,0.0000,170.4045,-4664.3029,-2340.1644,-1054.5573,113268.8001,113721.7427,115435.7541,114626.0218,119157.4478,111225.8932,104763.3374,114787.3092,-2979906.1310,-2945306.6338,-2956859.1584,-2976987.8945,113411.4691,-2967898.8605,
600.000,6534.5758,-1934.1837,4323.7421,-4888.2009,5930.4422,-5979.9779,-6307.7558,-5006.5212,-6059.7161,-5644.7198,596.1080,-6343.5586,803.8097,3614.3395,-5513.6023,1025.9803,-4627.2532,-789.7299,-5664.8815,1066.8971,370.2607,5520.7897,-5281.1846,-1593.6580,1265.9820,5521.3548,-3677.9949,4230.0880,4111.3338,6168.7478,-4167.8236,-5410.6174,-3458.4568,-4045.2919,5269.6189,3940.2983,-4884.4957,-1755.1627,1792.2692,933.1693,3170.6212,3512.5130,0.0000,3329.5153,4590.2676,-6919.5248,-3934.7994,-4263.0202,219.1967,-5631.1750,4261.9923,-3348.6909,-5319.1941,-6713.3754,-3895.2314,4252.5436,-3119.1180,-3050.1950,6907.6424,5091.3507,-3948.6155,3115.8267,-5441.3498,-2658.5209,-4674.5370,-603.6571,2451.7016,-750.1714,1269.0833,-6563.0902,5620.6688,5988.0997,4390.3268,4583.2833,-5829.9845,-84.4274,4596.3936,-4859.0540,-1667.7651,1371.9643,-5269.4631,2489.5703,-3505.5432,5354.5968,4629.2707,-4807.5222,6163.1200,4989.0371,-1482.6638,-756.8784,0.0000,-5090.3813,-6089.0705,-308.4570,-6614.6141,0.0000,5834.0969,-1296.7752,4035.8144,5579.4831,59728.2560,85246.8945,64927.8151,64347.5739,67915.2360,68589.4057,72990.4038,68138.9465,147406593.0678,147431431.1561,147398895.2597,147414721.3474,69518.4238,147409666.1291,-1137.3753,-6326.1629,4219.6966,2645.6460,-2404.7918,-2503.1590,-2633.9625,4658.4449,3305.2340,3321.6035,-5739.0668,-2437.8393,6666.1166,-4001.4212,-3312.4993,6578.1436,66.9812,-4831.6919,-3321.0477,-5598.3353,5179.9483,2649.5123,-4191.7800,6023.1635,-6328.2523,2808.7855,2691.1286,-5335.9558,2962.8131,-1677.4058,3795.8809,2013.8524,4440.5668,-5628.3152,1482.8240,-1219.5456,3516.3143,-6540.3658,6563.8774,3996.9753,-4146.1477,4932.5034,0.0000,-4422.8385,120.5818,-559.0747,4033.3610,2821.4137,-4717.0303,3170.7770,-3271.4632,2418.8185,-3575.8932,850.6179,4037.9863,2616.5959,-3997.8853,2851.0905,-81.7498,4405.3467,3979.2210,3017.4073,1795.6239,1530.2194,2606.4506,6116.0817,6295.7715,-4153.3946,5589.9324,-1509.1945,-946.6251,-3219.3210,4699.4126,-2202.4318,3061.6287,6291.8950,-2871.9963,-3790.8617,6445.6260,5062.9252,-2212.8912,6332.8003,3045.4367,1147.2168,-4356.4066,1414.5346,159.2145,-4532.9204,4056.8005,6859.0409,0.0000,4605.0489,2650.1800,-1313.4840,1489.9156,0.0000,-3161.9153,5065.1110,-3931.3341,-2992.8552,354211.6144,354753.9502,362443.4753,359515.5360,351687.0052,354069.7639,359620.6514,359519.2471,53162199.1404,53175909.4140,53182086.4049,53183112.4116,358932.8150,53178399.9909,1928.8361,-1511.7206,3291.6396,4083.9033,2576.5834,-2417.5558,305.0464,-1078.5066,-489.8400,2268.2402,3821.3061,-357.2687,757.1854,-3914.6343,2330.4047,1851.9051,4755.9133,-4879.4276,-2148.2848,3952.4310,-4540.6959,3220.2684,-1099.8034,2669.2249,2554.5391,2976.5023,4911.4861,-1092.0708,4723.1077,-2719.4062,4029.8659,-3846.6174,3873.0731,433.6007,4282.8772,5436.9746,3199.9510,53.1598,-318.3635,5148.6901,4549.4063,2663.8606,0.0000,4172.2442,-4996.8927,658.3576,3889.1341,-4674.2207,5040.8026,-2428.5332,-3952.8945,5509.3567,2629.8287,789.2933,-4014.0434,-4788.4745,-4677.5384,5466.4329,518.6139,-1623.0143,-3951.7983,5257.5952,3859.9773,6144.3129,4362.8160,3187.5030,-907.6355,5401.6510,-3826.6317,-984.0273,3633.7238,-523.4179,2289.5833,4663.4381,2070.3357,-2880.3912,-4283.7324,3180.8451,-215.0751,-4439.9694,-3866.3878,-1179.5663,-5158.4218,-4161.6981,-2721.9682,-4673.0870,3057.8087,-1044.9842,-5347.9133,452.2718,0.0000,-839.4426,-2076.2295,-6813.6807,-1419.6635,0.0000,-1640.1568,-4412.0268,-3836.6270,-2758.3322,113144.4480,113604.2997,115400.2131,114354.0363,119106.6937,111412.4090,104599.1336,114366.6852,-2981673.9664,-2947101.9388,-2958173.3489,-2978878.5378,113319.1908,-2969612.9006,
