sl_100_86400_20291206 Coordinates.csv
2029/12/06 07:47:00.0000 UTC

Generated: Tue Oct  8 21:48:21 2024,
Start: 2029/12/06 07:47:00.00, Stop: 2029/12/07 07:47:00.00,
TIME_UNITS,STARLINK-3585 - X-Coordinate,STARLINK-5828 - X-Coordinate,STARLINK-5705 - X-Coordinate,STARLINK-3842 - X-Coordinate,STARLINK-2476 - X-Coordinate,STARLINK-4745 - X-Coordinate,STARLINK-31742 - X-Coordinate,STARLINK-4358 - X-Coordinate,STARLINK-4809 - X-Coordinate,STARLINK-2209 - X-Coordinate,STARLINK-5183 - X-Coordinate,STARLINK-30858 - X-Coordinate,STARLINK-30415 - X-Coordinate,STARLINK-4768 - X-Coordinate,STARLINK-6300 - X-Coordinate,STARLINK-11151 [DTC] - X-Coordinate,STARLINK-3938 - X-Coordinate,STARLINK-3664 - X-Coordinate,STARLINK-1746 - X-Coordinate,STARLINK-5443 - X-Coordinate,STARLINK-30445 - X-Coordinate,STARLINK-5657 - X-Coordinate,STARLINK-4351 - X-Coordinate,STARLINK-30754 - X-Coordinate,STARLINK-2086 - X-Coordinate,STARLINK-30793 - X-Coordinate,STARLINK-1357 - X-Coordinate,STARLINK-3593 - X-Coordinate,STARLINK-30555 - X-Coordinate,STARLINK-5873 - X-Coordinate,STARLINK-11232 [DTC] - X-Coordinate,STARLINK-11093 [DTC] - X-Coordinate,STARLINK-5731 - X-Coordinate,STARLINK-4694 - X-Coordinate,STARLINK-5003 - X-Coordinate,STARLINK-31601 - X-Coordinate,STARLINK-30498 - X-Coordinate,STARLINK-6247 - X-Coordinate,STARLINK-3289 - X-Coordinate,STARLINK-4290 - X-Coordinate,STARLINK-5863 - X-Coordinate,STARLINK-4715 - X-Coordinate,STARLINK-3244 - X-Coordinate,STARLINK-1274 - X-Coordinate,STARLINK-3256 - X-Coordinate,STARLINK-6341 - X-Coordinate,STARLINK-1998 - X-Coordinate,STARLINK-5621 - X-Coordinate,STARLINK-31112 - X-Coordinate,STARLINK-31507 - X-Coordinate,STARLINK-31065 - X-Coordinate,STARLINK-5555 - X-Coordinate,STARLINK-1918 - X-Coordinate,STARLINK-30756 - X-Coordinate,STARLINK-3830 - X-Coordinate,STARLINK-2424 - X-Coordinate,STARLINK-5601 - X-Coordinate,STARLINK-4360 - X-Coordinate,STARLINK-3722 - X-Coordinate,STARLINK-5195 - X-Coordinate,STARLINK-31225 - X-Coordinate,STARLINK-4487 - X-Coordinate,STARLINK-4728 - X-Coordinate,STARLINK-2119 - X-Coordinate,STARLINK-4105 - X-Coordinate,STARLINK-31898 - X-Coordinate,STARLINK-30053 - X-Coordinate,STARLINK-31193 - X-Coordinate,STARLINK-5626 - X-Coordinate,STARLINK-2447 - X-Coordinate,STARLINK-5878 - X-Coordinate,STARLINK-31123 - X-Coordinate,STARLINK-3122 - X-Coordinate,STARLINK-30493 - X-Coordinate,STARLINK-5823 - X-Coordinate,STARLINK-3605 - X-Coordinate,STARLINK-32001 - X-Coordinate,STARLINK-3669 - X-Coordinate,STARLINK-30483 - X-Coordinate,STARLINK-4661 - X-Coordinate,STARLINK-30871 - X-Coordinate,STARLINK-4027 - X-Coordinate,STARLINK-3961 - X-Coordinate,STARLINK-4037 - X-Coordinate,STARLINK-5209 - X-Coordinate,STARLINK-5074 - X-Coordinate,STARLINK-31607 - X-Coordinate,STARLINK-6087 - X-Coordinate,STARLINK-1332 - X-Coordinate,STARLINK-3847 - X-Coordinate,STARLINK-4274 - X-Coordinate,STARLINK-3419 - X-Coordinate,STARLINK-2241 - X-Coordinate,STARLINK-11081 [DTC] - X-Coordinate,STARLINK-31752 - X-Coordinate,STARLINK-4556 - X-Coordinate,STARLINK-31964 - X-Coordinate,STARLINK-31636 - X-Coordinate,STARLINK-2066 - X-Coordinate,STARLINK-31844 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3585 - Y-Coordinate,STARLINK-5828 - Y-Coordinate,STARLINK-5705 - Y-Coordinate,STARLINK-3842 - Y-Coordinate,STARLINK-2476 - Y-Coordinate,STARLINK-4745 - Y-Coordinate,STARLINK-31742 - Y-Coordinate,STARLINK-4358 - Y-Coordinate,STARLINK-4809 - Y-Coordinate,STARLINK-2209 - Y-Coordinate,STARLINK-5183 - Y-Coordinate,STARLINK-30858 - Y-Coordinate,STARLINK-30415 - Y-Coordinate,STARLINK-4768 - Y-Coordinate,STARLINK-6300 - Y-Coordinate,STARLINK-11151 [DTC] - Y-Coordinate,STARLINK-3938 - Y-Coordinate,STARLINK-3664 - Y-Coordinate,STARLINK-1746 - Y-Coordinate,STARLINK-5443 - Y-Coordinate,STARLINK-30445 - Y-Coordinate,STARLINK-5657 - Y-Coordinate,STARLINK-4351 - Y-Coordinate,STARLINK-30754 - Y-Coordinate,STARLINK-2086 - Y-Coordinate,STARLINK-30793 - Y-Coordinate,STARLINK-1357 - Y-Coordinate,STARLINK-3593 - Y-Coordinate,STARLINK-30555 - Y-Coordinate,STARLINK-5873 - Y-Coordinate,STARLINK-11232 [DTC] - Y-Coordinate,STARLINK-11093 [DTC] - Y-Coordinate,STARLINK-5731 - Y-Coordinate,STARLINK-4694 - Y-Coordinate,STARLINK-5003 - Y-Coordinate,STARLINK-31601 - Y-Coordinate,STARLINK-30498 - Y-Coordinate,STARLINK-6247 - Y-Coordinate,STARLINK-3289 - Y-Coordinate,STARLINK-4290 - Y-Coordinate,STARLINK-5863 - Y-Coordinate,STARLINK-4715 - Y-Coordinate,STARLINK-3244 - Y-Coordinate,STARLINK-1274 - Y-Coordinate,STARLINK-3256 - Y-Coordinate,STARLINK-6341 - Y-Coordinate,STARLINK-1998 - Y-Coordinate,STARLINK-5621 - Y-Coordinate,STARLINK-31112 - Y-Coordinate,STARLINK-31507 - Y-Coordinate,STARLINK-31065 - Y-Coordinate,STARLINK-5555 - Y-Coordinate,STARLINK-1918 - Y-Coordinate,STARLINK-30756 - Y-Coordinate,STARLINK-3830 - Y-Coordinate,STARLINK-2424 - Y-Coordinate,STARLINK-5601 - Y-Coordinate,STARLINK-4360 - Y-Coordinate,STARLINK-3722 - Y-Coordinate,STARLINK-5195 - Y-Coordinate,STARLINK-31225 - Y-Coordinate,STARLINK-4487 - Y-Coordinate,STARLINK-4728 - Y-Coordinate,STARLINK-2119 - Y-Coordinate,STARLINK-4105 - Y-Coordinate,STARLINK-31898 - Y-Coordinate,STARLINK-30053 - Y-Coordinate,STARLINK-31193 - Y-Coordinate,STARLINK-5626 - Y-Coordinate,STARLINK-2447 - Y-Coordinate,STARLINK-5878 - Y-Coordinate,STARLINK-31123 - Y-Coordinate,STARLINK-3122 - Y-Coordinate,STARLINK-30493 - Y-Coordinate,STARLINK-5823 - Y-Coordinate,STARLINK-3605 - Y-Coordinate,STARLINK-32001 - Y-Coordinate,STARLINK-3669 - Y-Coordinate,STARLINK-30483 - Y-Coordinate,STARLINK-4661 - Y-Coordinate,STARLINK-30871 - Y-Coordinate,STARLINK-4027 - Y-Coordinate,STARLINK-3961 - Y-Coordinate,STARLINK-4037 - Y-Coordinate,STARLINK-5209 - Y-Coordinate,STARLINK-5074 - Y-Coordinate,STARLINK-31607 - Y-Coordinate,STARLINK-6087 - Y-Coordinate,STARLINK-1332 - Y-Coordinate,STARLINK-3847 - Y-Coordinate,STARLINK-4274 - Y-Coordinate,STARLINK-3419 - Y-Coordinate,STARLINK-2241 - Y-Coordinate,STARLINK-11081 [DTC] - Y-Coordinate,STARLINK-31752 - Y-Coordinate,STARLINK-4556 - Y-Coordinate,STARLINK-31964 - Y-Coordinate,STARLINK-31636 - Y-Coordinate,STARLINK-2066 - Y-Coordinate,STARLINK-31844 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3585 - Z-Coordinate,STARLINK-5828 - Z-Coordinate,STARLINK-5705 - Z-Coordinate,STARLINK-3842 - Z-Coordinate,STARLINK-2476 - Z-Coordinate,STARLINK-4745 - Z-Coordinate,STARLINK-31742 - Z-Coordinate,STARLINK-4358 - Z-Coordinate,STARLINK-4809 - Z-Coordinate,STARLINK-2209 - Z-Coordinate,STARLINK-5183 - Z-Coordinate,STARLINK-30858 - Z-Coordinate,STARLINK-30415 - Z-Coordinate,STARLINK-4768 - Z-Coordinate,STARLINK-6300 - Z-Coordinate,STARLINK-11151 [DTC] - Z-Coordinate,STARLINK-3938 - Z-Coordinate,STARLINK-3664 - Z-Coordinate,STARLINK-1746 - Z-Coordinate,STARLINK-5443 - Z-Coordinate,STARLINK-30445 - Z-Coordinate,STARLINK-5657 - Z-Coordinate,STARLINK-4351 - Z-Coordinate,STARLINK-30754 - Z-Coordinate,STARLINK-2086 - Z-Coordinate,STARLINK-30793 - Z-Coordinate,STARLINK-1357 - Z-Coordinate,STARLINK-3593 - Z-Coordinate,STARLINK-30555 - Z-Coordinate,STARLINK-5873 - Z-Coordinate,STARLINK-11232 [DTC] - Z-Coordinate,STARLINK-11093 [DTC] - Z-Coordinate,STARLINK-5731 - Z-Coordinate,STARLINK-4694 - Z-Coordinate,STARLINK-5003 - Z-Coordinate,STARLINK-31601 - Z-Coordinate,STARLINK-30498 - Z-Coordinate,STARLINK-6247 - Z-Coordinate,STARLINK-3289 - Z-Coordinate,STARLINK-4290 - Z-Coordinate,STARLINK-5863 - Z-Coordinate,STARLINK-4715 - Z-Coordinate,STARLINK-3244 - Z-Coordinate,STARLINK-1274 - Z-Coordinate,STARLINK-3256 - Z-Coordinate,STARLINK-6341 - Z-Coordinate,STARLINK-1998 - Z-Coordinate,STARLINK-5621 - Z-Coordinate,STARLINK-31112 - Z-Coordinate,STARLINK-31507 - Z-Coordinate,STARLINK-31065 - Z-Coordinate,STARLINK-5555 - Z-Coordinate,STARLINK-1918 - Z-Coordinate,STARLINK-30756 - Z-Coordinate,STARLINK-3830 - Z-Coordinate,STARLINK-2424 - Z-Coordinate,STARLINK-5601 - Z-Coordinate,STARLINK-4360 - Z-Coordinate,STARLINK-3722 - Z-Coordinate,STARLINK-5195 - Z-Coordinate,STARLINK-31225 - Z-Coordinate,STARLINK-4487 - Z-Coordinate,STARLINK-4728 - Z-Coordinate,STARLINK-2119 - Z-Coordinate,STARLINK-4105 - Z-Coordinate,STARLINK-31898 - Z-Coordinate,STARLINK-30053 - Z-Coordinate,STARLINK-31193 - Z-Coordinate,STARLINK-5626 - Z-Coordinate,STARLINK-2447 - Z-Coordinate,STARLINK-5878 - Z-Coordinate,STARLINK-31123 - Z-Coordinate,STARLINK-3122 - Z-Coordinate,STARLINK-30493 - Z-Coordinate,STARLINK-5823 - Z-Coordinate,STARLINK-3605 - Z-Coordinate,STARLINK-32001 - Z-Coordinate,STARLINK-3669 - Z-Coordinate,STARLINK-30483 - Z-Coordinate,STARLINK-4661 - Z-Coordinate,STARLINK-30871 - Z-Coordinate,STARLINK-4027 - Z-Coordinate,STARLINK-3961 - Z-Coordinate,STARLINK-4037 - Z-Coordinate,STARLINK-5209 - Z-Coordinate,STARLINK-5074 - Z-Coordinate,STARLINK-31607 - Z-Coordinate,STARLINK-6087 - Z-Coordinate,STARLINK-1332 - Z-Coordinate,STARLINK-3847 - Z-Coordinate,STARLINK-4274 - Z-Coordinate,STARLINK-3419 - Z-Coordinate,STARLINK-2241 - Z-Coordinate,STARLINK-11081 [DTC] - Z-Coordinate,STARLINK-31752 - Z-Coordinate,STARLINK-4556 - Z-Coordinate,STARLINK-31964 - Z-Coordinate,STARLINK-31636 - Z-Coordinate,STARLINK-2066 - Z-Coordinate,STARLINK-31844 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-703.1911,-4810.6904,-6822.9579,5472.1394,84.2029,1997.4051,1961.6717,-2584.3485,-638.3011,3838.2727,4210.0048,-5941.1100,-5010.3405,-6409.1059,2529.5044,-4479.2500,-195.0204,0.9693,-795.2781,4336.3535,6022.3926,-4461.5137,5651.3555,3405.4902,499.2020,4390.8120,4702.0399,3238.1013,4717.3826,-4873.8446,-3385.9138,4856.8621,5589.9893,-5314.2255,1294.7135,4332.0854,906.6618,-6250.3265,5758.7126,-6749.3329,-2291.5913,6295.3322,4463.8541,-1929.1464,-3105.7053,1705.5544,2740.6264,-5058.1908,-4186.7977,3036.5196,1718.3662,6480.8365,-4442.6683,4854.6020,-4559.7691,-5085.1498,5499.3577,998.7077,-383.4141,3846.0095,-529.2602,-4811.6268,6145.1033,-4709.7359,-230.0238,-2001.7666,329.4619,270.6970,-2574.8297,2820.6407,-3446.4709,-5135.0184,-1457.3897,-981.2814,1521.3073,-6083.8937,-4264.1302,-2957.4883,-5222.4022,-1497.9561,-5263.7809,3469.8794,-6347.3729,4044.1570,-1224.0581,-6064.9264,-6620.2361,-1095.9512,-785.5562,-4274.9830,156.8413,6764.0668,6432.7678,484.9492,0.0000,-3354.2881,-6386.7163,5043.3854,3185.2364,-1884.4775,-87017.5512,-118032.9184,-101850.4538,-100053.7888,-102216.5031,-103561.9625,-108779.1996,-106705.7689,69448436.1558,69477157.9404,69446261.1713,69463057.7654,-105117.7618,69463383.1804,-5015.6476,-3030.0619,967.5559,3762.3283,-4252.9510,-3678.8407,-5622.6054,860.3221,-5810.2196,5222.7648,-1609.1726,3194.5503,1850.4675,2521.6707,5502.4672,-436.0344,-5050.7980,-6551.3562,4037.3787,-1476.9941,1415.0529,3813.9030,-2764.7687,-5703.0074,5990.1320,4978.2754,4314.4955,5283.0956,4618.5801,4825.3460,-4742.0644,2217.4611,-356.7049,-4382.5792,-6610.3298,-2924.8394,-4991.0741,2353.2832,2960.4700,-585.6544,818.4317,2627.7655,4275.6063,-4329.7905,2879.3564,5067.7516,-3939.6163,2260.5136,3150.4405,4143.6332,-6244.6348,300.0050,1403.9876,3107.9422,4406.4281,2549.4411,-1275.0381,6201.6193,4140.5560,2065.9908,-5509.2326,1591.2109,-3124.6867,-968.6701,-6236.5448,-6488.6206,-6701.7376,6640.2915,-390.4163,6038.3150,3240.3585,1879.3036,5239.7366,-5294.3203,-2171.8717,2465.1535,-4395.4376,3579.7644,-1929.2540,3874.7002,-869.3035,2542.9011,-1810.7806,-5537.3552,-4100.2170,1694.9035,314.6315,-6764.6979,4220.0108,-5282.4463,-5512.4570,636.6986,1387.5904,4412.7003,0.0000,2557.8906,1166.0528,-4225.4462,-5915.5274,-4028.2560,312192.1574,330565.7897,310835.8244,314186.6303,322467.1676,320247.5121,315442.7882,316431.8836,265276285.9819,265279838.1171,265299393.6368,265289886.2291,315531.4780,265284227.6713,4696.1452,-3973.2202,-513.3514,1788.1337,-5486.5984,-5443.2150,3280.9602,-6367.3688,-3533.8114,-2345.3963,5213.9365,1490.7263,-4412.1008,549.3453,3341.9806,5035.0621,4675.1099,2072.4974,-5464.3773,5152.9966,-3127.2284,3766.7324,2920.2176,-1970.2571,2978.8863,-1750.9850,-2585.8394,3016.0627,-1956.5479,996.5389,-3376.9708,4112.7869,-4062.9496,114.2427,-1520.7570,4461.0390,4660.2515,-1900.6648,2379.3030,-1202.8596,6512.6536,912.9201,3143.4211,4927.5435,5424.7860,-4425.2243,4980.3974,-4165.2246,-4438.9946,-4483.1222,-2240.4053,2328.5658,4961.3678,3809.5383,2800.0817,-3607.4870,-4066.3804,-2871.9500,-5499.9397,5328.1644,3878.3980,-4663.3627,377.5445,-4919.1845,-2970.7116,616.8026,-1481.6738,351.7836,-6439.3258,1133.3712,5107.2572,4254.0898,-4346.2562,-4219.7984,6425.0203,-2044.9528,-3093.0295,-5096.1720,-3953.2626,5489.1763,-4425.4679,5414.2720,-1994.9733,-625.0852,-5401.8437,2900.6485,-1529.1604,1121.4131,-5421.5093,-1195.1245,4129.6855,1111.1219,1856.2297,5051.4597,0.0000,-5450.2393,-1908.7343,1872.9405,1302.1963,-5143.0688,-141817.3538,-146710.6139,-141864.8196,-143275.1862,-138440.4820,-145965.9030,-152771.3464,-144164.1588,-113368190.0693,-113392627.1896,-113389092.9125,-113374856.6104,-144101.9191,-113379631.0743,
3600.000,3383.2108,6816.8764,4885.2394,-4608.3263,3617.4239,2331.4968,819.0701,-2317.3357,2800.0080,-4125.2725,-4115.1550,4351.8162,2262.4510,4024.7050,-4604.6913,5881.2633,3744.9421,1663.8417,-3516.6375,-1187.8597,-6853.2853,878.0409,-2448.3477,-26.8365,-2763.7989,-5052.3547,-5870.7791,-3966.2152,-4415.1494,2714.0321,5461.8703,-6725.0798,-3442.9013,5129.1236,1140.2073,-12.9016,3262.6738,5177.3369,-6417.9873,4633.7882,2320.5148,-5921.5132,-5934.0795,5247.0066,-596.5021,-2238.7939,1603.6847,6141.3897,2210.3527,-6291.7884,1903.8333,-4343.3425,846.3422,-6820.0131,991.8708,303.5738,-6671.6233,960.0494,-3940.1357,-4519.4491,4533.3258,1134.9036,-4197.7011,3158.6004,1934.2083,4055.8165,2538.5096,-3310.3685,5193.8441,-3845.0289,4569.3254,5464.3294,-239.8462,3888.6825,2868.1664,5095.7573,5834.1375,1293.3199,4502.0786,-2707.2681,4438.4405,-4965.8533,6434.5365,-1928.0394,4979.0702,2462.6852,5588.0834,1279.8703,-2705.4042,4965.4396,1972.9666,-5961.0582,-4244.7487,-4337.2532,0.0000,-39.0422,3143.1113,-3021.4022,-1193.1106,5059.3840,-162336.6775,-195982.3918,-178555.7390,-178408.9404,-177578.9318,-179173.1367,-183627.8497,-178574.5104,-1612349.3352,-1580299.6911,-1615269.9016,-1604490.4813,-180243.1377,-1596422.2545,5926.2423,853.2349,-3106.2223,-493.8042,4943.7322,4949.9133,6730.8123,1828.9164,6142.8100,-1645.5328,5078.6973,-4876.1044,-4956.7438,-3496.7573,-2115.3494,-3056.8547,2299.3312,6199.7941,-4794.2229,4654.3657,942.3078,-5055.7528,-262.6786,5298.8701,-5746.8705,-1386.1650,-3047.4035,-1461.2319,-1203.0691,-3520.3082,3591.8394,-148.2066,3923.9864,1936.5427,4693.3835,4304.7773,4914.9743,-4274.2422,-1492.2140,-1622.1913,-4948.2242,-688.9018,-3433.0221,4180.0677,-5299.4805,-817.6685,4305.1978,-3125.5805,-6253.0724,-1889.4567,4724.7001,2767.0268,-4733.2929,-974.0540,-4255.2822,-4098.6923,1823.0154,-2150.7228,-3944.6152,2342.1138,2619.9922,-4238.0170,3964.6143,-3368.7488,6488.3411,3752.8365,4695.0241,-4398.6142,-2621.4036,-2528.3131,-5192.2146,-4243.9554,-6926.2333,1649.9427,3296.8604,-3881.4403,3297.8262,-6507.1319,-2643.2019,-4862.6192,-3174.1981,1491.1753,151.2540,5498.3289,1683.5060,-1890.3617,-2165.8365,4231.2186,-5646.1638,3591.9929,6604.9460,1072.7327,1515.6350,-4982.7277,0.0000,-5387.5221,-3923.3725,5781.2392,5912.4052,207.5761,281994.4561,291400.2117,274375.4377,277724.7041,287122.8220,282027.0517,280309.6763,279214.9020,274249045.5436,274255163.9015,274264735.9775,274261313.9066,279750.3002,274257111.2316,-1104.8806,918.0875,3763.9486,-5089.5472,3249.0554,4134.9072,574.0575,6248.3874,-1033.6858,5257.1700,-2209.0734,2236.3438,4264.0366,-4402.5159,-4718.9892,-1345.4494,-5313.1696,2446.6752,3364.3593,-4960.3201,-390.4778,-4731.2312,-6491.6951,4452.4641,2086.9930,4424.1363,-1914.4587,-5452.9772,5132.4388,-5318.5096,-1609.2029,507.1049,4528.0897,-4178.8073,4922.6162,-5366.5661,-3574.9480,-1766.1133,2039.5825,4808.5462,-4317.2036,3430.7706,1049.6450,-1363.4122,-4366.3071,6508.7853,-5186.6139,-709.3571,1759.7904,1801.3230,4572.0411,-4591.4354,-4834.1249,-603.9898,-5390.6894,5322.7961,-718.2346,6481.8858,4042.4006,-4656.5290,-4286.8484,5295.2296,3775.3805,5083.4985,-1393.4749,-3999.6180,4316.0133,3730.9308,3780.1792,-4960.1876,-858.1439,-437.4790,641.9537,5366.5547,-5419.7012,-2501.9859,-1455.7106,1853.8035,4386.4021,-4068.5473,4260.1687,-4590.5421,-2477.2259,-3673.5540,4443.0979,-6203.1968,-3218.3589,-5357.1459,2917.8695,-3174.9299,-94.3510,3264.3167,-5150.4726,-1309.1599,0.0000,4284.2056,4517.6232,2073.1842,3225.6668,4523.3190,-141966.8220,-146807.2078,-141526.7135,-145185.9945,-138112.6228,-142360.3644,-153142.3993,-144149.6777,-113350457.2675,-113367196.0884,-113372871.1175,-113361655.9377,-143974.6956,-113360389.7066,
7200.000,-4295.3235,-6240.2635,-1187.4089,2911.7151,-5282.0244,-4813.3348,-3363.9093,6434.4513,-3746.9395,4117.7662,2719.5924,-737.4916,415.3185,237.3745,5960.1637,-3883.2761,-6438.5641,-3307.0429,5428.2994,-1289.6594,5053.6900,2629.9791,-3032.6835,-3866.4321,3888.5882,4650.1094,4599.9872,4519.4590,3549.9886,1691.4207,-4310.0445,4293.7568,1001.7265,-3582.5147,-4293.5163,-3710.8529,-5824.7471,-2019.5128,4408.0711,-992.2087,-2656.3990,3290.2971,5091.5456,-5630.5236,3059.8364,3833.3975,-4952.6091,-3889.9647,256.9525,6386.7864,-5423.2609,1185.5159,2005.4596,6069.2044,3266.2950,4126.8964,4457.3890,207.2181,6132.9522,4437.6959,-6635.8909,1995.0844,42.5487,-1648.7916,-3166.1678,-5192.8940,-5294.4772,5194.7510,-6020.6062,4167.3121,-3684.6248,-3527.1362,1628.8020,-6074.5683,-5140.7476,-1350.6569,-4725.0565,376.9326,-2813.9963,5066.9914,-3028.4837,5461.0527,-3745.6994,-1869.8124,-6861.0505,2062.6275,-1407.0915,-2635.2200,4338.0914,-4184.9434,-3175.4030,2555.5814,880.3884,5055.5659,0.0000,2326.5745,1333.4301,-829.6045,-2288.0272,-6286.4387,-228282.0055,-261775.0976,-244132.0979,-247321.8146,-241948.0958,-243641.0203,-247661.2947,-245938.8874,-72581699.3993,-72548527.0997,-72582057.1969,-72573553.9928,-244189.5307,-72564936.4881,-4368.7600,1387.2019,4984.8136,-3771.3361,-4403.6758,-4891.5206,-4360.3006,-1075.4759,-3056.8258,-2858.3679,-5929.7735,5142.7159,6748.9971,4228.6881,-1547.6340,4294.7170,164.8702,-2830.7616,3985.4059,-6598.0537,-3014.4981,5684.6721,812.3860,-3910.7129,1442.9481,-3035.6680,-114.8454,-2894.2747,-3276.5075,2035.8176,310.5369,-2212.9146,-6492.4729,2149.8123,-1532.3906,-5156.3997,-3686.8476,5002.1964,-1247.7733,4397.3362,6422.7788,-2507.6502,865.6356,-2213.3208,6159.4483,-3306.0479,-4317.5595,2556.8824,6518.6489,-784.9004,-2030.9210,-5595.9294,6433.0059,-1414.2587,3879.3190,4751.7761,-1684.9766,-3385.3235,3140.9062,-5195.0329,690.6744,6129.9690,-4138.2397,6421.6530,-3755.5623,773.8347,-1237.2156,-724.4677,3285.5876,-2611.8263,4445.6976,4712.4077,5841.2845,1721.4954,-4504.0211,4119.6722,-188.0387,6373.0889,6021.2280,4671.8895,6049.7908,-4155.4016,2289.2073,-3670.9022,213.0018,3238.1936,3826.5909,149.3965,5189.9946,257.9353,-4612.6293,-3282.6788,-4888.4421,2604.1445,0.0000,6476.0520,5709.0048,-5055.7997,-3442.1785,2556.2076,233787.8291,234152.9571,220608.6007,225754.1628,234050.2703,223379.4509,227674.7354,226633.4731,264514406.6821,264524388.5656,264523420.1834,264520586.0105,226415.0217,264523115.7130,-3207.9249,2675.7877,-4641.0546,4954.1328,906.2329,19.1176,-4000.1381,-2325.2916,4810.9078,-4732.8501,-2251.3969,-4561.5099,-1501.8837,5451.7225,3149.4751,-3494.4215,2445.6704,-5323.7073,1165.8716,1557.4282,3650.1490,3063.8482,6176.6598,-4217.5202,-5282.9214,-4038.7523,5108.6696,4321.6997,-4908.0423,6396.0824,5150.5784,-4712.5031,-2172.2044,5469.1702,-5188.1816,2624.2656,133.9338,4359.6326,-5165.1108,-5200.1699,-360.2831,-5505.3498,-4637.3041,-3208.0802,408.9832,-4751.3999,2178.6641,5124.9017,2124.5617,2236.4927,-3666.6911,3842.1544,1011.0821,-3001.2749,4723.7402,-2397.9798,5057.5528,-6022.5919,47.9170,932.4114,1102.8747,-2418.6315,-5530.3748,-1825.3896,4850.5810,4340.9767,-4204.9211,-4102.4292,1083.4846,4630.9272,-3903.5807,-3669.3435,3405.3276,-2633.0551,1295.1925,5324.9222,4956.8613,2581.3307,-1557.7857,-46.1558,-1503.5288,911.6633,5306.4021,5507.3149,-567.4552,5766.1981,5433.1109,6413.7711,1403.6407,5470.2733,-4027.3982,-5490.3496,4692.5436,-3608.7014,0.0000,-310.1858,-3381.8568,-4543.9586,-5461.1526,-368.7764,-142121.9535,-146864.8740,-141829.0110,-144200.0973,-138168.2126,-142900.1525,-152873.8083,-143342.0859,-113333326.1866,-113341067.0293,-113356095.0379,-113348060.6889,-143831.8226,-113341106.8137,
