sl_100_86400_20290508 Coordinates.csv
2029/05/08 07:47:00.0000 UTC

Generated: Tue Oct  8 21:49:23 2024,
Start: 2029/05/08 07:47:00.00, Stop: 2029/05/09 07:47:00.00,
TIME_UNITS,STARLINK-31243 - X-Coordinate,STARLINK-3804 - X-Coordinate,STARLINK-5897 - X-Coordinate,STARLINK-4217 - X-Coordinate,STARLINK-5977 - X-Coordinate,STARLINK-3059 - X-Coordinate,STARLINK-2099 - X-Coordinate,STARLINK-6159 - X-Coordinate,STARLINK-1727 - X-Coordinate,STARLINK-2506 - X-Coordinate,STARLINK-30190 - X-Coordinate,STARLINK-5489 - X-Coordinate,STARLINK-31635 - X-Coordinate,STARLINK-31113 - X-Coordinate,STARLINK-3316 - X-Coordinate,STARLINK-5026 - X-Coordinate,STARLINK-31175 - X-Coordinate,STARLINK-6139 - X-Coordinate,STARLINK-30965 - X-Coordinate,STARLINK-3160 - X-Coordinate,STARLINK-5825 - X-Coordinate,STARLINK-31396 - X-Coordinate,STARLINK-11234 [DTC] - X-Coordinate,STARLINK-6092 - X-Coordinate,STARLINK-4406 - X-Coordinate,STARLINK-31800 - X-Coordinate,STARLINK-1552 - X-Coordinate,STARLINK-30111 - X-Coordinate,STARLINK-3335 - X-Coordinate,STARLINK-5867 - X-Coordinate,STARLINK-6106 - X-Coordinate,STARLINK-4037 - X-Coordinate,STARLINK-30392 - X-Coordinate,STARLINK-6357 - X-Coordinate,STARLINK-30937 - X-Coordinate,STARLINK-3140 - X-Coordinate,STARLINK-1321 - X-Coordinate,STARLINK-1408 - X-Coordinate,STARLINK-31755 - X-Coordinate,STARLINK-6056 - X-Coordinate,STARLINK-31454 - X-Coordinate,STARLINK-5211 - X-Coordinate,STARLINK-30141 - X-Coordinate,STARLINK-30612 - X-Coordinate,STARLINK-5342 - X-Coordinate,STARLINK-31059 - X-Coordinate,STARLINK-2622 - X-Coordinate,STARLINK-4041 - X-Coordinate,STARLINK-30314 - X-Coordinate,STARLINK-4047 - X-Coordinate,STARLINK-3288 - X-Coordinate,STARLINK-1799 - X-Coordinate,STARLINK-31402 - X-Coordinate,STARLINK-31985 - X-Coordinate,STARLINK-4427 - X-Coordinate,STARLINK-32198 - X-Coordinate,STARLINK-3077 - X-Coordinate,STARLINK-6302 - X-Coordinate,STARLINK-2474 - X-Coordinate,STARLINK-2485 - X-Coordinate,STARLINK-30883 - X-Coordinate,STARLINK-4588 - X-Coordinate,STARLINK-6039 - X-Coordinate,STARLINK-1231 - X-Coordinate,STARLINK-30472 - X-Coordinate,STARLINK-5945 - X-Coordinate,STARLINK-5955 - X-Coordinate,STARLINK-4760 - X-Coordinate,STARLINK-2393 - X-Coordinate,STARLINK-5368 - X-Coordinate,STARLINK-5078 - X-Coordinate,STARLINK-31627 - X-Coordinate,STARLINK-30604 - X-Coordinate,STARLINK-31177 - X-Coordinate,STARLINK-4636 - X-Coordinate,STARLINK-4426 - X-Coordinate,STARLINK-2278 - X-Coordinate,STARLINK-30777 - X-Coordinate,STARLINK-6277 - X-Coordinate,STARLINK-3798 - X-Coordinate,STARLINK-31367 - X-Coordinate,STARLINK-4073 - X-Coordinate,STARLINK-6342 - X-Coordinate,STARLINK-2225 - X-Coordinate,STARLINK-2609 - X-Coordinate,STARLINK-6208 - X-Coordinate,STARLINK-6173 - X-Coordinate,STARLINK-3148 - X-Coordinate,STARLINK-4357 - X-Coordinate,STARLINK-2398 - X-Coordinate,STARLINK-32027 - X-Coordinate,STARLINK-4159 - X-Coordinate,STARLINK-6121 - X-Coordinate,STARLINK-30820 - X-Coordinate,STARLINK-3125 - X-Coordinate,STARLINK-5441 - X-Coordinate,STARLINK-4115 - X-Coordinate,STARLINK-30116 - X-Coordinate,STARLINK-31858 - X-Coordinate,STARLINK-31125 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31243 - Y-Coordinate,STARLINK-3804 - Y-Coordinate,STARLINK-5897 - Y-Coordinate,STARLINK-4217 - Y-Coordinate,STARLINK-5977 - Y-Coordinate,STARLINK-3059 - Y-Coordinate,STARLINK-2099 - Y-Coordinate,STARLINK-6159 - Y-Coordinate,STARLINK-1727 - Y-Coordinate,STARLINK-2506 - Y-Coordinate,STARLINK-30190 - Y-Coordinate,STARLINK-5489 - Y-Coordinate,STARLINK-31635 - Y-Coordinate,STARLINK-31113 - Y-Coordinate,STARLINK-3316 - Y-Coordinate,STARLINK-5026 - Y-Coordinate,STARLINK-31175 - Y-Coordinate,STARLINK-6139 - Y-Coordinate,STARLINK-30965 - Y-Coordinate,STARLINK-3160 - Y-Coordinate,STARLINK-5825 - Y-Coordinate,STARLINK-31396 - Y-Coordinate,STARLINK-11234 [DTC] - Y-Coordinate,STARLINK-6092 - Y-Coordinate,STARLINK-4406 - Y-Coordinate,STARLINK-31800 - Y-Coordinate,STARLINK-1552 - Y-Coordinate,STARLINK-30111 - Y-Coordinate,STARLINK-3335 - Y-Coordinate,STARLINK-5867 - Y-Coordinate,STARLINK-6106 - Y-Coordinate,STARLINK-4037 - Y-Coordinate,STARLINK-30392 - Y-Coordinate,STARLINK-6357 - Y-Coordinate,STARLINK-30937 - Y-Coordinate,STARLINK-3140 - Y-Coordinate,STARLINK-1321 - Y-Coordinate,STARLINK-1408 - Y-Coordinate,STARLINK-31755 - Y-Coordinate,STARLINK-6056 - Y-Coordinate,STARLINK-31454 - Y-Coordinate,STARLINK-5211 - Y-Coordinate,STARLINK-30141 - Y-Coordinate,STARLINK-30612 - Y-Coordinate,STARLINK-5342 - Y-Coordinate,STARLINK-31059 - Y-Coordinate,STARLINK-2622 - Y-Coordinate,STARLINK-4041 - Y-Coordinate,STARLINK-30314 - Y-Coordinate,STARLINK-4047 - Y-Coordinate,STARLINK-3288 - Y-Coordinate,STARLINK-1799 - Y-Coordinate,STARLINK-31402 - Y-Coordinate,STARLINK-31985 - Y-Coordinate,STARLINK-4427 - Y-Coordinate,STARLINK-32198 - Y-Coordinate,STARLINK-3077 - Y-Coordinate,STARLINK-6302 - Y-Coordinate,STARLINK-2474 - Y-Coordinate,STARLINK-2485 - Y-Coordinate,STARLINK-30883 - Y-Coordinate,STARLINK-4588 - Y-Coordinate,STARLINK-6039 - Y-Coordinate,STARLINK-1231 - Y-Coordinate,STARLINK-30472 - Y-Coordinate,STARLINK-5945 - Y-Coordinate,STARLINK-5955 - Y-Coordinate,STARLINK-4760 - Y-Coordinate,STARLINK-2393 - Y-Coordinate,STARLINK-5368 - Y-Coordinate,STARLINK-5078 - Y-Coordinate,STARLINK-31627 - Y-Coordinate,STARLINK-30604 - Y-Coordinate,STARLINK-31177 - Y-Coordinate,STARLINK-4636 - Y-Coordinate,STARLINK-4426 - Y-Coordinate,STARLINK-2278 - Y-Coordinate,STARLINK-30777 - Y-Coordinate,STARLINK-6277 - Y-Coordinate,STARLINK-3798 - Y-Coordinate,STARLINK-31367 - Y-Coordinate,STARLINK-4073 - Y-Coordinate,STARLINK-6342 - Y-Coordinate,STARLINK-2225 - Y-Coordinate,STARLINK-2609 - Y-Coordinate,STARLINK-6208 - Y-Coordinate,STARLINK-6173 - Y-Coordinate,STARLINK-3148 - Y-Coordinate,STARLINK-4357 - Y-Coordinate,STARLINK-2398 - Y-Coordinate,STARLINK-32027 - Y-Coordinate,STARLINK-4159 - Y-Coordinate,STARLINK-6121 - Y-Coordinate,STARLINK-30820 - Y-Coordinate,STARLINK-3125 - Y-Coordinate,STARLINK-5441 - Y-Coordinate,STARLINK-4115 - Y-Coordinate,STARLINK-30116 - Y-Coordinate,STARLINK-31858 - Y-Coordinate,STARLINK-31125 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31243 - Z-Coordinate,STARLINK-3804 - Z-Coordinate,STARLINK-5897 - Z-Coordinate,STARLINK-4217 - Z-Coordinate,STARLINK-5977 - Z-Coordinate,STARLINK-3059 - Z-Coordinate,STARLINK-2099 - Z-Coordinate,STARLINK-6159 - Z-Coordinate,STARLINK-1727 - Z-Coordinate,STARLINK-2506 - Z-Coordinate,STARLINK-30190 - Z-Coordinate,STARLINK-5489 - Z-Coordinate,STARLINK-31635 - Z-Coordinate,STARLINK-31113 - Z-Coordinate,STARLINK-3316 - Z-Coordinate,STARLINK-5026 - Z-Coordinate,STARLINK-31175 - Z-Coordinate,STARLINK-6139 - Z-Coordinate,STARLINK-30965 - Z-Coordinate,STARLINK-3160 - Z-Coordinate,STARLINK-5825 - Z-Coordinate,STARLINK-31396 - Z-Coordinate,STARLINK-11234 [DTC] - Z-Coordinate,STARLINK-6092 - Z-Coordinate,STARLINK-4406 - Z-Coordinate,STARLINK-31800 - Z-Coordinate,STARLINK-1552 - Z-Coordinate,STARLINK-30111 - Z-Coordinate,STARLINK-3335 - Z-Coordinate,STARLINK-5867 - Z-Coordinate,STARLINK-6106 - Z-Coordinate,STARLINK-4037 - Z-Coordinate,STARLINK-30392 - Z-Coordinate,STARLINK-6357 - Z-Coordinate,STARLINK-30937 - Z-Coordinate,STARLINK-3140 - Z-Coordinate,STARLINK-1321 - Z-Coordinate,STARLINK-1408 - Z-Coordinate,STARLINK-31755 - Z-Coordinate,STARLINK-6056 - Z-Coordinate,STARLINK-31454 - Z-Coordinate,STARLINK-5211 - Z-Coordinate,STARLINK-30141 - Z-Coordinate,STARLINK-30612 - Z-Coordinate,STARLINK-5342 - Z-Coordinate,STARLINK-31059 - Z-Coordinate,STARLINK-2622 - Z-Coordinate,STARLINK-4041 - Z-Coordinate,STARLINK-30314 - Z-Coordinate,STARLINK-4047 - Z-Coordinate,STARLINK-3288 - Z-Coordinate,STARLINK-1799 - Z-Coordinate,STARLINK-31402 - Z-Coordinate,STARLINK-31985 - Z-Coordinate,STARLINK-4427 - Z-Coordinate,STARLINK-32198 - Z-Coordinate,STARLINK-3077 - Z-Coordinate,STARLINK-6302 - Z-Coordinate,STARLINK-2474 - Z-Coordinate,STARLINK-2485 - Z-Coordinate,STARLINK-30883 - Z-Coordinate,STARLINK-4588 - Z-Coordinate,STARLINK-6039 - Z-Coordinate,STARLINK-1231 - Z-Coordinate,STARLINK-30472 - Z-Coordinate,STARLINK-5945 - Z-Coordinate,STARLINK-5955 - Z-Coordinate,STARLINK-4760 - Z-Coordinate,STARLINK-2393 - Z-Coordinate,STARLINK-5368 - Z-Coordinate,STARLINK-5078 - Z-Coordinate,STARLINK-31627 - Z-Coordinate,STARLINK-30604 - Z-Coordinate,STARLINK-31177 - Z-Coordinate,STARLINK-4636 - Z-Coordinate,STARLINK-4426 - Z-Coordinate,STARLINK-2278 - Z-Coordinate,STARLINK-30777 - Z-Coordinate,STARLINK-6277 - Z-Coordinate,STARLINK-3798 - Z-Coordinate,STARLINK-31367 - Z-Coordinate,STARLINK-4073 - Z-Coordinate,STARLINK-6342 - Z-Coordinate,STARLINK-2225 - Z-Coordinate,STARLINK-2609 - Z-Coordinate,STARLINK-6208 - Z-Coordinate,STARLINK-6173 - Z-Coordinate,STARLINK-3148 - Z-Coordinate,STARLINK-4357 - Z-Coordinate,STARLINK-2398 - Z-Coordinate,STARLINK-32027 - Z-Coordinate,STARLINK-4159 - Z-Coordinate,STARLINK-6121 - Z-Coordinate,STARLINK-30820 - Z-Coordinate,STARLINK-3125 - Z-Coordinate,STARLINK-5441 - Z-Coordinate,STARLINK-4115 - Z-Coordinate,STARLINK-30116 - Z-Coordinate,STARLINK-31858 - Z-Coordinate,STARLINK-31125 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,1301.4135,1814.2858,-1537.7190,2009.6101,2266.0796,-1594.4687,-2920.1038,-1318.3028,-1040.4744,2083.2145,-4410.8762,-4348.9791,-2452.1448,-5827.9905,0.0000,196.2238,0.0000,-3702.5526,1604.9440,-2425.8812,-399.9530,-2904.7505,3532.4107,-2691.3215,-4019.6288,-2717.6550,-5259.0771,4311.1308,4099.1789,-3279.0266,-3507.0810,5980.9204,-4671.8180,241.8256,-1775.1718,-4328.0317,4783.5929,0.0000,4572.0131,3305.2592,-2935.7128,2820.9985,-210.3184,3145.5890,2367.1233,1141.8211,-1322.4424,3965.2584,0.0000,-5682.4170,1064.8957,-6609.6789,0.0000,4554.8587,3250.8108,4242.9701,766.7460,-6781.2916,4134.2464,-6722.0597,6226.9496,-100.7506,-262.7958,4818.4663,5655.6100,1848.7297,-2344.0914,4114.9502,-5701.6105,-3557.1904,3828.2291,-3460.6891,784.3801,-4037.8681,-4131.0960,988.4953,-4315.9386,-6447.1434,6318.1888,-667.4311,4255.0980,-3700.2060,1485.5638,4581.3731,566.8985,-494.3442,-5450.2145,6697.1046,-2725.4583,-2476.1332,5813.0748,-1581.9850,-5094.1551,3679.6186,234.3731,1996.7842,-1418.4857,-1565.8577,2868.7483,-5082.3649,-412802.6814,-392520.8529,-403823.8524,-405909.7860,-407419.7986,-405681.0213,-398495.2917,-402359.7094,114589006.7283,114615353.2167,114593597.4047,114593464.2886,-401802.2293,114598034.6659,-4206.4204,6411.3641,-6649.5677,-4318.5770,5197.3757,-5073.8431,4646.4679,5643.4815,6641.7213,4511.0847,4272.2065,-3498.0801,-6102.9561,1123.4076,0.0000,5699.4744,0.0000,4191.3727,6526.7325,-3778.7307,-2344.2784,5579.0308,1862.2335,4334.3349,1933.5663,-5767.4933,-2133.5272,2715.8183,1859.3810,-5859.7404,5068.8086,3410.5458,4423.0724,-4639.0678,3836.7218,-680.2624,-4198.9196,0.0000,4939.4015,-566.3306,4220.0317,4844.9991,6409.8369,5890.0547,4496.4424,-6527.4804,-6670.2612,5103.1743,0.0000,1439.8716,6295.1108,1030.0040,0.0000,-493.9720,-2673.7423,-4733.4638,-6486.5109,1068.5541,4054.7369,157.6447,1643.9820,6281.0972,-1263.0575,-3174.8277,347.9504,-6661.3888,-235.2925,-378.3365,-275.1871,4009.5765,5306.3597,-2301.2130,6879.2484,4277.3420,-1021.4345,6543.2204,1898.4236,944.2543,-1466.6705,4750.3156,4355.0787,1980.7114,-1954.0496,4555.3988,4015.1876,-6833.0866,-57.8239,-226.3283,2727.9700,-5851.9013,-2273.8788,5330.6833,1406.8015,4892.6383,5587.5157,-6466.2403,-6445.6165,-5138.4730,-4294.1512,2837.2599,47234.6796,34593.9701,49236.6042,47459.5567,39046.7131,40418.1350,42266.2343,43900.0907,-26115039.4678,-26132907.8127,-26087340.8512,-26090245.4359,43755.7797,-26100305.5560,-5237.6032,1771.1999,-1330.0925,-5005.5120,3975.5908,4455.8423,-4187.9225,3787.7907,848.1102,-4768.2317,3336.4895,-4133.9669,-1786.2288,-3437.1569,0.0000,-3948.9806,0.0000,-4086.9400,-1723.0283,-5252.1485,6525.9428,-2654.7947,5324.0628,4660.8803,5284.5596,2396.6219,-3627.8091,4688.0857,5250.3496,1813.7536,-3160.8585,254.4659,2246.0405,-5154.0405,5365.9292,-5339.5300,-2637.7772,0.0000,-950.6849,-6092.7556,-4514.5739,3928.4952,2636.4454,-1415.0902,4693.9006,-1632.8908,-589.3787,2374.1680,0.0000,-3651.5496,2588.8433,1462.9614,0.0000,5063.3174,-5520.0960,2437.8544,-2368.5268,858.3618,3729.8017,296.5912,2354.6623,2860.4266,-6827.2984,3742.7844,3961.1451,519.3607,6508.7060,5484.5736,-3805.0278,4394.7108,2289.4223,5438.6368,301.4186,-3361.9357,-5441.7301,2014.2149,4698.3967,-2202.4039,2451.3830,4955.8341,2947.0952,5435.6213,-6496.8887,-1987.6126,5343.9521,-1057.4904,-4299.7854,-1675.0243,-5764.4572,2061.9285,-2717.1333,4095.9907,4485.7829,3237.5807,4038.2566,1354.9261,1984.2747,4362.2028,4433.8525,-3168.8855,5679.8387,6711.9621,7584.1987,7203.8390,11383.7124,3096.0408,-2860.2361,7407.3089,7087059.6153,7070814.6342,7104500.0357,7101034.2214,5686.1259,7097958.6408,
3600.000,1868.6731,-3197.7498,1501.2239,110.7924,-3005.8097,2238.8830,-1341.0984,-2553.6407,-1617.6433,-4435.2539,935.6483,6659.0379,4385.8158,5552.8370,0.0000,-3683.6633,0.0000,1777.0716,-3638.9595,4914.4275,4708.3524,-1265.7267,-5472.1393,-479.9497,-443.5081,4605.2247,3274.1022,-6294.0168,-6476.9189,2554.5981,1598.9233,-5538.6818,3131.5590,417.3252,-2827.4849,5843.6975,-3682.0617,0.0000,-5663.9153,300.3978,1403.9968,-4108.6432,-2076.7880,-4309.9365,-5557.8291,1524.2436,2913.1707,-5194.1883,0.0000,5931.3661,-3010.9816,3751.3777,0.0000,-5353.7898,-6627.5504,-191.0509,-628.7204,4679.6196,-6085.8545,4664.0429,-6633.9176,-2453.0133,-3382.0780,-650.1162,-3910.0710,806.9006,4863.7776,-3205.5254,6582.2705,-275.8012,-5565.0460,6082.7070,-2839.8254,1793.2479,4104.1301,1362.0552,-457.3887,5788.2997,-5778.2960,-3445.8228,-4956.9496,799.9829,2449.0152,-5499.8247,-5310.5421,2607.6906,6001.0453,-4221.1732,6394.9635,3834.8618,-5037.4553,-2234.4265,2787.6854,-5882.7710,-3251.6451,583.7237,3030.2502,4840.8262,1678.1302,31.9212,-409466.7700,-387899.5200,-400284.4431,-401440.2379,-405558.6912,-402462.3945,-397281.1550,-399290.5166,117473995.6431,117506453.4115,117475005.3106,117476706.1903,-399925.4444,117483144.3513,6233.1694,-5502.3766,5765.5873,6699.2629,-6183.0548,819.6503,-3973.2053,-4448.7426,-4491.1128,-617.4441,-5037.6218,1512.0973,2676.2624,-4016.4944,0.0000,-3625.6162,0.0000,-6599.4811,-3986.1644,89.0364,2040.5801,-4837.5018,2747.2838,-6347.3776,1135.7766,1999.8115,-2491.5726,457.7092,595.0932,3051.8702,-6728.8064,-1211.4800,-5518.4539,6878.9577,-4575.4429,-2634.1250,5521.6173,0.0000,-2211.4189,3508.3028,-6675.5152,-526.7543,-6547.2859,-4192.2894,-2059.6660,6208.7258,4130.6393,-4006.2291,0.0000,-3484.4384,-3137.2326,-2835.6833,0.0000,3922.5805,1818.2660,4226.6470,6385.0925,-3213.4631,-3203.9618,-2292.6980,838.1761,-3518.6945,-2646.8815,4091.9984,3406.5040,5787.6958,3913.5217,4642.8725,-1838.0266,-5423.6802,-3905.2964,-881.8599,-5463.1980,-6504.3718,-3352.6377,-5922.8166,-4856.3759,-3320.8574,3651.7908,-3026.8455,267.3359,-5365.3096,4128.2005,-2593.3223,-2471.0709,5883.6927,-3098.0148,2202.6228,-2314.8632,1459.4375,4084.2385,-3517.8218,-4764.1501,-3653.6857,-2592.8536,4873.0081,3446.1322,4641.6369,5388.1621,-5000.2844,-59744.0957,-67038.9111,-53242.1886,-55882.8380,-64025.6739,-61012.6511,-60742.2074,-59059.8620,4519959.8871,4508078.0428,4541255.5674,4535935.8418,-58884.0346,4533746.2931,2099.3821,2645.7646,-3581.7545,1663.4058,894.7201,-6524.5774,5468.1028,-4661.9523,-4815.7011,5215.7390,-4765.4875,1252.9028,4468.6877,-203.7527,0.0000,4613.5848,0.0000,1103.7979,4348.1215,4840.1024,-4700.7553,4637.7507,-2634.0375,-2711.2567,-6823.0634,-4612.5964,5319.3796,-2870.0560,-2379.9067,-5708.1404,-359.9979,3903.4178,2482.2131,738.0155,-4227.2824,2552.2595,-1846.0107,0.0000,-3040.6122,5983.6009,474.8245,-5463.6668,953.9120,-3233.4709,-3583.6016,-2390.7682,4576.7687,2089.3268,0.0000,-587.2165,-5354.4767,-4985.3180,0.0000,-1638.4481,949.5496,-5343.2206,-2656.7892,-3962.3637,464.8366,4267.6647,1525.0727,-5419.3588,5444.2155,-5501.9181,-4585.0822,-3737.6993,-3024.0085,-3935.6729,-552.4624,-4320.7365,1354.8060,-3037.7611,3171.4870,-590.9497,4413.9628,3305.9992,-4544.4910,-1664.1358,1168.2464,-5167.5874,-4606.0715,-4231.0352,5004.0095,-2953.7138,-3293.5226,-2582.0239,1591.6269,4989.6237,1297.4753,-5279.9822,-2072.2281,-5521.2179,-4207.4619,213.7820,-5517.3427,-4862.1371,-5152.1436,-1730.9247,-3820.4713,4335.5757,6739.0661,7885.2937,9533.8420,6393.4046,13196.7335,8069.8347,-2061.0260,5488.1043,7083941.7566,7067344.4377,7107774.3002,7102297.0706,7131.8072,7095925.7758,
7200.000,-3449.3293,3919.6402,-1928.8574,-1650.2203,2470.4499,-3914.5255,5210.7992,5799.6418,4701.5471,5988.7149,2723.9664,-6490.9510,-5370.3628,-2719.4769,0.0000,6350.2169,0.0000,530.1531,5383.8133,-6254.0393,-6552.4579,5274.6310,3965.9257,2881.1827,5440.0211,-5424.4376,-853.0347,6272.6046,6278.8613,-2491.5305,995.2125,3328.3134,717.9203,-584.4442,5433.9462,-5212.0665,454.5618,0.0000,4476.6487,-2244.8805,696.2979,4952.4841,3845.8367,4093.8308,6912.1375,-4075.7195,-4426.3883,4487.8550,0.0000,-3390.4693,5060.4276,601.2466,0.0000,3677.4696,5516.5767,-4457.3116,-704.7359,-992.4548,5277.3558,145.1068,4089.7339,5226.0206,3248.2885,-3499.6356,1715.2545,-3925.9724,-3236.4468,1950.4274,-4090.9144,3491.4583,5469.6019,-6067.9960,4642.5883,1579.2336,-3549.2508,-1530.7256,3846.8194,-2503.9081,2944.3626,6433.2101,4223.4170,1327.7912,-4077.2054,3710.4334,6475.4595,-4372.9799,-4595.3639,453.9911,-5716.2542,-4296.1117,1126.7778,5755.3635,-399.4293,5876.0967,5966.7249,-4011.7331,-4748.3387,-6050.2350,-4910.2514,4525.2439,-378298.2016,-357690.4148,-370881.6672,-369630.7652,-377671.1346,-371677.8993,-369988.3578,-373134.7953,112308417.0346,112345002.4006,112310153.9429,112317825.8810,-372241.8582,112318164.9315,-5327.3102,1853.8931,-1948.9121,-6127.4807,3784.6239,3239.3640,3161.9196,2684.2327,447.3147,-2584.7935,5315.3912,691.5947,1870.5557,5097.1861,0.0000,1236.4579,0.0000,6414.3965,287.9551,2594.4259,-2320.8165,2955.7659,-4637.5895,6216.1913,-1021.6188,2464.7859,6244.9984,-2860.0341,-2144.8430,1547.6447,5800.4764,-2461.8291,4166.0511,-5565.6439,4152.6496,4126.1955,-4619.9654,0.0000,-2172.4753,-6115.4078,5576.9943,-3565.7530,4180.4661,-172.8879,-324.3655,-2943.6114,448.5522,583.5312,0.0000,4066.7227,-836.8680,4700.0068,0.0000,-4917.1436,628.7211,-3039.2024,-3258.5430,5081.0456,705.2081,4393.2731,-3377.5898,130.1134,6073.4506,-4724.8848,-6280.5581,-3271.8646,-5674.6525,-6587.1069,3162.6780,5766.1250,775.8569,2791.6306,2047.9592,5193.2473,5892.8853,1262.3549,5439.9559,4660.9713,-4761.2991,1431.7225,-4689.7156,6745.4327,-5591.4531,-1659.4110,391.2730,-2714.5129,4773.9651,-4596.1903,-182.7995,3769.0163,-4184.5841,1645.6344,6785.0166,948.5777,-387.5936,-2025.4945,727.8683,-2728.0168,-4713.0049,4740.4031,-161604.1625,-163889.1644,-152206.9489,-157886.1161,-163273.0970,-155568.5862,-160263.3295,-157430.2234,34863701.3504,34858952.4515,34877390.2248,34871478.4661,-157753.2224,34876787.3596,2541.0883,-5368.7296,6377.3925,2712.2737,-5257.7836,4720.2214,-3240.9135,2668.9828,4849.9458,-2204.6204,3635.3231,2355.9562,-3759.5195,3681.9585,0.0000,-2498.1019,0.0000,2543.4755,-4368.1019,-1361.9635,139.8089,-3173.1316,-2681.8055,-956.2343,4143.8146,3297.7650,-2373.9745,-717.3567,-1987.9206,6297.4842,3639.9799,-5512.1323,-5351.4518,4088.5784,-4.5693,1847.6042,5076.6866,0.0000,4620.1301,-2437.6426,3888.0227,3105.2475,-3986.1626,5448.6165,242.7617,4603.4117,-5181.6174,-5198.4649,0.0000,4418.5888,4595.3673,4935.0768,0.0000,-3008.6698,4156.2654,4150.6580,6082.8533,4582.1907,-4384.8721,-5102.4944,-4356.1006,4503.9059,-897.3133,3567.7658,2334.1001,4677.4919,-2323.7537,-304.7711,4491.9505,1633.3299,-4196.4968,-1537.9542,-4724.6364,4040.2005,-581.2645,-6635.8333,-92.1511,4381.9920,-4100.6186,2052.4647,2436.6782,137.1849,-580.5380,5388.0245,-1747.1185,4633.9919,2051.9956,-5138.5189,3899.5319,3453.7540,5238.3501,3448.1108,1387.0240,-3553.2076,3443.2933,5230.6105,4935.2091,-1985.4756,268.0020,-974.1062,7831.1893,9042.1484,10839.2755,7561.8120,14590.7097,10242.9791,-627.9610,10133.6551,7081582.3081,7064031.6172,7109527.5536,7099109.4404,8577.0181,7093875.2100,
