sl_100_5400_20291002 Coordinates.csv
2029/10/02 07:47:00.0000 UTC

Generated: Tue Oct  8 21:45:26 2024,
Start: 2029/10/02 07:47:00.00, Stop: 2029/10/02 09:17:00.00,
TIME_UNITS,STARLINK-30445 - X-Coordinate,STARLINK-4787 - X-Coordinate,STARLINK-30364 - X-Coordinate,STARLINK-3173 - X-Coordinate,STARLINK-4072 - X-Coordinate,STARLINK-5540 - X-Coordinate,STARLINK-4533 - X-Coordinate,STARLINK-31797 - X-Coordinate,STARLINK-4528 - X-Coordinate,STARLINK-1189 - X-Coordinate,STARLINK-11181 [DTC] - X-Coordinate,STARLINK-32152 - X-Coordinate,STARLINK-4182 - X-Coordinate,STARLINK-31757 - X-Coordinate,STARLINK-3823 - X-Coordinate,STARLINK-31511 - X-Coordinate,STARLINK-1967 - X-Coordinate,STARLINK-30282 - X-Coordinate,STARLINK-3292 - X-Coordinate,STARLINK-2430 - X-Coordinate,STARLINK-30257 - X-Coordinate,STARLINK-30573 - X-Coordinate,STARLINK-4004 - X-Coordinate,STARLINK-5030 - X-Coordinate,STARLINK-31433 - X-Coordinate,STARLINK-31280 - X-Coordinate,STARLINK-6265 - X-Coordinate,STARLINK-3203 - X-Coordinate,STARLINK-4348 - X-Coordinate,STARLINK-2480 - X-Coordinate,STARLINK-31416 - X-Coordinate,STARLINK-3657 - X-Coordinate,STARLINK-31802 - X-Coordinate,STARLINK-4005 - X-Coordinate,STARLINK-6246 - X-Coordinate,STARLINK-31659 - X-Coordinate,STARLINK-5657 - X-Coordinate,STARLINK-30834 - X-Coordinate,STARLINK-5724 - X-Coordinate,STARLINK-5655 - X-Coordinate,STARLINK-30466 - X-Coordinate,STARLINK-5614 - X-Coordinate,STARLINK-5358 - X-Coordinate,STARLINK-3621 - X-Coordinate,STARLINK-5042 - X-Coordinate,STARLINK-11110 [DTC] - X-Coordinate,STARLINK-30814 - X-Coordinate,STARLINK-3528 - X-Coordinate,STARLINK-31503 - X-Coordinate,STARLINK-4410 - X-Coordinate,STARLINK-32173 - X-Coordinate,STARLINK-6280 - X-Coordinate,STARLINK-4057 - X-Coordinate,STARLINK-30142 - X-Coordinate,STARLINK-4678 - X-Coordinate,STARLINK-4543 - X-Coordinate,STARLINK-31047 - X-Coordinate,STARLINK-4481 - X-Coordinate,STARLINK-31313 - X-Coordinate,STARLINK-31474 - X-Coordinate,STARLINK-2545 - X-Coordinate,STARLINK-2039 - X-Coordinate,STARLINK-30401 - X-Coordinate,STARLINK-31760 - X-Coordinate,STARLINK-4682 - X-Coordinate,STARLINK-3197 - X-Coordinate,STARLINK-31253 - X-Coordinate,STARLINK-1659 - X-Coordinate,STARLINK-1832 - X-Coordinate,STARLINK-30452 - X-Coordinate,STARLINK-30815 - X-Coordinate,STARLINK-5460 - X-Coordinate,STARLINK-30294 - X-Coordinate,STARLINK-5910 - X-Coordinate,STARLINK-6252 - X-Coordinate,STARLINK-6163 - X-Coordinate,STARLINK-5731 - X-Coordinate,STARLINK-3098 - X-Coordinate,STARLINK-5784 - X-Coordinate,STARLINK-32206 - X-Coordinate,STARLINK-30893 - X-Coordinate,STARLINK-3362 - X-Coordinate,STARLINK-30239 - X-Coordinate,STARLINK-30495 - X-Coordinate,STARLINK-4187 - X-Coordinate,STARLINK-2562 - X-Coordinate,STARLINK-30948 - X-Coordinate,STARLINK-3824 - X-Coordinate,STARLINK-31924 - X-Coordinate,STARLINK-5942 - X-Coordinate,STARLINK-1375 - X-Coordinate,STARLINK-31572 - X-Coordinate,STARLINK-5017 - X-Coordinate,STARLINK-4293 - X-Coordinate,STARLINK-3647 - X-Coordinate,STARLINK-30907 - X-Coordinate,STARLINK-5160 - X-Coordinate,STARLINK-5648 - X-Coordinate,STARLINK-31949 - X-Coordinate,STARLINK-2463 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-30445 - Y-Coordinate,STARLINK-4787 - Y-Coordinate,STARLINK-30364 - Y-Coordinate,STARLINK-3173 - Y-Coordinate,STARLINK-4072 - Y-Coordinate,STARLINK-5540 - Y-Coordinate,STARLINK-4533 - Y-Coordinate,STARLINK-31797 - Y-Coordinate,STARLINK-4528 - Y-Coordinate,STARLINK-1189 - Y-Coordinate,STARLINK-11181 [DTC] - Y-Coordinate,STARLINK-32152 - Y-Coordinate,STARLINK-4182 - Y-Coordinate,STARLINK-31757 - Y-Coordinate,STARLINK-3823 - Y-Coordinate,STARLINK-31511 - Y-Coordinate,STARLINK-1967 - Y-Coordinate,STARLINK-30282 - Y-Coordinate,STARLINK-3292 - Y-Coordinate,STARLINK-2430 - Y-Coordinate,STARLINK-30257 - Y-Coordinate,STARLINK-30573 - Y-Coordinate,STARLINK-4004 - Y-Coordinate,STARLINK-5030 - Y-Coordinate,STARLINK-31433 - Y-Coordinate,STARLINK-31280 - Y-Coordinate,STARLINK-6265 - Y-Coordinate,STARLINK-3203 - Y-Coordinate,STARLINK-4348 - Y-Coordinate,STARLINK-2480 - Y-Coordinate,STARLINK-31416 - Y-Coordinate,STARLINK-3657 - Y-Coordinate,STARLINK-31802 - Y-Coordinate,STARLINK-4005 - Y-Coordinate,STARLINK-6246 - Y-Coordinate,STARLINK-31659 - Y-Coordinate,STARLINK-5657 - Y-Coordinate,STARLINK-30834 - Y-Coordinate,STARLINK-5724 - Y-Coordinate,STARLINK-5655 - Y-Coordinate,STARLINK-30466 - Y-Coordinate,STARLINK-5614 - Y-Coordinate,STARLINK-5358 - Y-Coordinate,STARLINK-3621 - Y-Coordinate,STARLINK-5042 - Y-Coordinate,STARLINK-11110 [DTC] - Y-Coordinate,STARLINK-30814 - Y-Coordinate,STARLINK-3528 - Y-Coordinate,STARLINK-31503 - Y-Coordinate,STARLINK-4410 - Y-Coordinate,STARLINK-32173 - Y-Coordinate,STARLINK-6280 - Y-Coordinate,STARLINK-4057 - Y-Coordinate,STARLINK-30142 - Y-Coordinate,STARLINK-4678 - Y-Coordinate,STARLINK-4543 - Y-Coordinate,STARLINK-31047 - Y-Coordinate,STARLINK-4481 - Y-Coordinate,STARLINK-31313 - Y-Coordinate,STARLINK-31474 - Y-Coordinate,STARLINK-2545 - Y-Coordinate,STARLINK-2039 - Y-Coordinate,STARLINK-30401 - Y-Coordinate,STARLINK-31760 - Y-Coordinate,STARLINK-4682 - Y-Coordinate,STARLINK-3197 - Y-Coordinate,STARLINK-31253 - Y-Coordinate,STARLINK-1659 - Y-Coordinate,STARLINK-1832 - Y-Coordinate,STARLINK-30452 - Y-Coordinate,STARLINK-30815 - Y-Coordinate,STARLINK-5460 - Y-Coordinate,STARLINK-30294 - Y-Coordinate,STARLINK-5910 - Y-Coordinate,STARLINK-6252 - Y-Coordinate,STARLINK-6163 - Y-Coordinate,STARLINK-5731 - Y-Coordinate,STARLINK-3098 - Y-Coordinate,STARLINK-5784 - Y-Coordinate,STARLINK-32206 - Y-Coordinate,STARLINK-30893 - Y-Coordinate,STARLINK-3362 - Y-Coordinate,STARLINK-30239 - Y-Coordinate,STARLINK-30495 - Y-Coordinate,STARLINK-4187 - Y-Coordinate,STARLINK-2562 - Y-Coordinate,STARLINK-30948 - Y-Coordinate,STARLINK-3824 - Y-Coordinate,STARLINK-31924 - Y-Coordinate,STARLINK-5942 - Y-Coordinate,STARLINK-1375 - Y-Coordinate,STARLINK-31572 - Y-Coordinate,STARLINK-5017 - Y-Coordinate,STARLINK-4293 - Y-Coordinate,STARLINK-3647 - Y-Coordinate,STARLINK-30907 - Y-Coordinate,STARLINK-5160 - Y-Coordinate,STARLINK-5648 - Y-Coordinate,STARLINK-31949 - Y-Coordinate,STARLINK-2463 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-30445 - Z-Coordinate,STARLINK-4787 - Z-Coordinate,STARLINK-30364 - Z-Coordinate,STARLINK-3173 - Z-Coordinate,STARLINK-4072 - Z-Coordinate,STARLINK-5540 - Z-Coordinate,STARLINK-4533 - Z-Coordinate,STARLINK-31797 - Z-Coordinate,STARLINK-4528 - Z-Coordinate,STARLINK-1189 - Z-Coordinate,STARLINK-11181 [DTC] - Z-Coordinate,STARLINK-32152 - Z-Coordinate,STARLINK-4182 - Z-Coordinate,STARLINK-31757 - Z-Coordinate,STARLINK-3823 - Z-Coordinate,STARLINK-31511 - Z-Coordinate,STARLINK-1967 - Z-Coordinate,STARLINK-30282 - Z-Coordinate,STARLINK-3292 - Z-Coordinate,STARLINK-2430 - Z-Coordinate,STARLINK-30257 - Z-Coordinate,STARLINK-30573 - Z-Coordinate,STARLINK-4004 - Z-Coordinate,STARLINK-5030 - Z-Coordinate,STARLINK-31433 - Z-Coordinate,STARLINK-31280 - Z-Coordinate,STARLINK-6265 - Z-Coordinate,STARLINK-3203 - Z-Coordinate,STARLINK-4348 - Z-Coordinate,STARLINK-2480 - Z-Coordinate,STARLINK-31416 - Z-Coordinate,STARLINK-3657 - Z-Coordinate,STARLINK-31802 - Z-Coordinate,STARLINK-4005 - Z-Coordinate,STARLINK-6246 - Z-Coordinate,STARLINK-31659 - Z-Coordinate,STARLINK-5657 - Z-Coordinate,STARLINK-30834 - Z-Coordinate,STARLINK-5724 - Z-Coordinate,STARLINK-5655 - Z-Coordinate,STARLINK-30466 - Z-Coordinate,STARLINK-5614 - Z-Coordinate,STARLINK-5358 - Z-Coordinate,STARLINK-3621 - Z-Coordinate,STARLINK-5042 - Z-Coordinate,STARLINK-11110 [DTC] - Z-Coordinate,STARLINK-30814 - Z-Coordinate,STARLINK-3528 - Z-Coordinate,STARLINK-31503 - Z-Coordinate,STARLINK-4410 - Z-Coordinate,STARLINK-32173 - Z-Coordinate,STARLINK-6280 - Z-Coordinate,STARLINK-4057 - Z-Coordinate,STARLINK-30142 - Z-Coordinate,STARLINK-4678 - Z-Coordinate,STARLINK-4543 - Z-Coordinate,STARLINK-31047 - Z-Coordinate,STARLINK-4481 - Z-Coordinate,STARLINK-31313 - Z-Coordinate,STARLINK-31474 - Z-Coordinate,STARLINK-2545 - Z-Coordinate,STARLINK-2039 - Z-Coordinate,STARLINK-30401 - Z-Coordinate,STARLINK-31760 - Z-Coordinate,STARLINK-4682 - Z-Coordinate,STARLINK-3197 - Z-Coordinate,STARLINK-31253 - Z-Coordinate,STARLINK-1659 - Z-Coordinate,STARLINK-1832 - Z-Coordinate,STARLINK-30452 - Z-Coordinate,STARLINK-30815 - Z-Coordinate,STARLINK-5460 - Z-Coordinate,STARLINK-30294 - Z-Coordinate,STARLINK-5910 - Z-Coordinate,STARLINK-6252 - Z-Coordinate,STARLINK-6163 - Z-Coordinate,STARLINK-5731 - Z-Coordinate,STARLINK-3098 - Z-Coordinate,STARLINK-5784 - Z-Coordinate,STARLINK-32206 - Z-Coordinate,STARLINK-30893 - Z-Coordinate,STARLINK-3362 - Z-Coordinate,STARLINK-30239 - Z-Coordinate,STARLINK-30495 - Z-Coordinate,STARLINK-4187 - Z-Coordinate,STARLINK-2562 - Z-Coordinate,STARLINK-30948 - Z-Coordinate,STARLINK-3824 - Z-Coordinate,STARLINK-31924 - Z-Coordinate,STARLINK-5942 - Z-Coordinate,STARLINK-1375 - Z-Coordinate,STARLINK-31572 - Z-Coordinate,STARLINK-5017 - Z-Coordinate,STARLINK-4293 - Z-Coordinate,STARLINK-3647 - Z-Coordinate,STARLINK-30907 - Z-Coordinate,STARLINK-5160 - Z-Coordinate,STARLINK-5648 - Z-Coordinate,STARLINK-31949 - Z-Coordinate,STARLINK-2463 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-3138.3696,3164.0603,-49.0512,4380.1218,-3421.6786,1922.3167,-3459.1622,1362.8233,1494.8174,-3882.6137,0.0000,5919.9700,4075.4764,-162.3329,-4947.7376,-5012.0447,-5903.7532,3426.9424,-6595.9290,4754.5183,-2880.7037,2327.4546,3673.1385,-1293.8778,-4814.6125,-971.9438,2276.3225,-3.7019,3959.2283,4628.8645,-5568.4907,-5223.8802,-6140.4707,1620.0894,0.0000,-3784.0994,-456.7765,1136.6001,3956.6040,-5173.5135,-4750.1736,-79.4842,-4658.4832,4225.3320,-2679.6767,-4944.9105,-1535.0752,2472.2770,5126.4526,5161.0131,-2513.7926,-6605.8848,4042.1728,2503.8482,-3789.1366,-374.2038,-3480.6172,-6270.4875,-1385.1110,31.6731,-3887.9133,-5846.9506,-1276.8906,1587.2916,0.0000,4493.6315,-3366.1041,4768.6573,-3789.2600,-5741.7437,-4141.5529,5739.2449,5794.9856,5411.4855,-6874.4506,5766.0811,1427.7126,1704.9001,4600.7450,-1065.3043,1514.4558,-2824.3964,3883.8069,-1210.9094,-547.0614,711.1817,-4782.7681,-3768.8155,3834.6611,-6501.0554,-3697.2661,5444.3484,-3273.2987,4042.2966,4464.4834,3963.4669,1210.8220,5053.3466,3344.8730,-2832.7789,-358253.6864,-355024.9513,-361547.7856,-358054.4915,-351694.9358,-354148.3560,-360857.9560,-358398.6528,103849585.2540,103846423.9312,103860480.7381,103840494.8927,-359133.2104,103848367.6101,5919.9496,4163.8971,-6846.0276,-425.2029,-2319.4527,2060.4760,-3569.1478,-6603.5277,4037.9685,-4693.2001,0.0000,-943.0165,-767.5905,-6596.5880,-4160.8924,912.7496,-3326.1175,-4030.3390,-1276.4012,3449.9573,4407.0218,4819.3300,-3173.7509,-2496.2683,2652.6901,-4901.7220,-4660.1213,4306.9828,2582.0063,-1864.0699,2511.7636,911.6895,-1044.7776,4921.1254,0.0000,-4857.8446,-5703.4573,5645.7931,-3388.5810,4563.9244,4455.8124,-4610.7139,-2068.4185,-257.8460,4068.3968,-4282.1185,3854.9180,5781.0786,4266.1365,-2672.4375,-3738.0891,-1937.6568,3995.7073,5306.8428,5614.8167,4387.9910,3340.8387,2705.2718,5019.8908,5877.3116,2857.5892,-639.3908,-6302.7221,-5565.7749,0.0000,199.3230,-2619.9223,2889.8991,1670.6397,-1873.9602,1343.2155,-810.0810,-95.8890,1686.6013,533.9672,1195.8268,-5163.6972,-3883.4084,-5134.6193,6485.6963,-6341.5540,5424.2720,5395.9026,-6722.7867,-6344.1952,-4599.2193,-1865.1391,1720.6560,-3343.6488,-719.4790,2048.9559,3999.6038,-2636.0652,-3005.1285,2226.2476,-3426.9401,-6120.6551,663.6482,-5453.8504,-3663.5351,-81776.5634,-44808.2844,-68831.9073,-68835.5930,-63127.8543,-62987.0992,-60394.1424,-62664.3399,212109373.8993,212168421.5705,212139883.9238,212130724.4226,-63605.9386,212129467.1991,1755.3801,4398.3834,-871.7085,5327.6495,5507.2183,6328.4260,4738.5113,448.2978,-5390.0958,-3253.7418,0.0000,-3254.2265,-5517.5387,1737.8482,-2453.6447,4519.8028,1361.4447,4329.5016,-1603.9732,-3674.9968,4471.6711,-4207.6308,-4918.1247,6315.2766,3999.2010,-4539.4768,4571.6505,-5360.2953,-5070.2578,4656.4475,-2954.4791,-4442.3347,-2788.9336,-4559.9328,0.0000,-2922.6635,-3994.9309,-3695.3159,4536.7632,445.6998,2303.3552,-5200.5249,4686.3237,5454.1882,-4919.7443,1642.8533,-5454.3039,2857.3133,1429.1465,3770.7578,-5092.7277,-745.4466,-3913.1372,3672.9321,1382.1647,-5309.5820,-4942.3100,973.2463,4442.9694,-3481.0495,4628.5058,3636.1810,2624.0546,3562.7041,0.0000,-5271.8147,-5338.4506,-3951.2141,5407.2640,3394.0595,-5242.4288,-3847.3963,3781.6088,3978.6716,-618.6801,-3627.0937,-4381.6077,-5453.0245,-796.5979,1843.8249,1758.7781,-3258.8552,-1873.0949,1043.3357,-2551.8389,5049.3958,-4662.8288,5510.5734,-4525.5970,-2297.1655,5030.6494,-328.8729,-5480.3078,4672.1562,4742.5825,-4520.2993,2954.0913,-4691.6985,-2399.0665,5039.1534,125890.9196,121457.5329,124765.0601,123657.9001,128308.0157,120536.8999,113986.8123,124009.1141,-98104873.5663,-98088606.1893,-98084247.8994,-98111931.4716,122623.0621,-98101386.8461,
300.000,-1798.2778,4855.9880,-1557.8962,4579.5692,-4388.3360,-54.3335,-5148.6385,-217.6064,3199.7234,-4292.8112,0.0000,6174.9090,3369.9336,-1413.4419,-5996.6623,-4710.2786,-6516.1688,2039.4580,-6901.7509,4721.2288,-1274.5690,4213.7658,2966.6341,-2375.1111,-3149.2654,-2771.6340,160.2378,2061.4565,2126.0962,2936.1676,-5112.0925,-3813.8813,-6654.5502,2877.9493,0.0000,-5099.0329,-2264.7686,2681.8207,2713.2013,-4007.0697,-3777.1215,-1136.1930,-5464.7621,3539.9416,-1528.1900,-5830.1656,422.9689,3323.5513,6092.7988,4014.5307,-3623.8981,-6553.5651,4303.6580,3777.7180,-2378.2403,1706.2918,-1458.5473,-5711.4437,773.5595,1809.4249,-1917.2685,-6551.4384,-2722.3054,-59.2362,0.0000,3732.6931,-4110.6855,6072.4339,-2511.5906,-5451.4160,-3899.6596,4227.7018,6092.1464,6269.7593,-6290.0665,6446.0721,-698.0876,-121.9080,3143.3866,149.9689,82.0927,-1827.2885,5185.8037,-2605.8062,-1789.6682,-1060.4507,-5123.8252,-2586.3166,2041.6802,-6828.4427,-1964.2077,5997.8702,-4220.9829,2102.6219,4266.6740,2735.2826,-21.6930,4946.5401,1527.5060,-4657.3734,-356371.9996,-353951.8597,-360249.0457,-356751.2185,-350248.5333,-352820.2197,-359384.7051,-356995.2464,99194941.9163,99190861.8224,99205601.3429,99185573.2994,-357718.7796,99193632.6889,6686.4244,3693.3331,-6309.5762,-2454.6036,-373.5032,1038.6113,-2819.5363,-6462.2148,2685.0144,-2968.6300,0.0000,-2394.7275,-2819.2606,-6677.7941,-3364.5156,2982.7073,-2266.7234,-5494.8379,-83.7869,1597.0100,5660.0200,4189.2107,-4925.4607,-567.9992,3947.6974,-5198.0145,-5070.4893,3609.9888,1982.3896,-3086.1311,4163.3658,2346.5929,553.1310,3315.0368,0.0000,-4348.6457,-4723.8091,5910.8904,-5029.8455,5527.4944,5724.1698,-2943.5511,-115.0905,-2327.4665,5560.3089,-3390.2944,4700.2194,4320.1980,3068.6709,-1573.5100,-1874.8811,-353.7479,2105.1656,3738.9837,5730.9012,3774.3544,3947.7251,3778.8679,4948.6685,6183.3228,3655.3068,732.9379,-5169.5848,-6368.5315,0.0000,-1817.7307,-562.1628,1901.4499,3453.6199,75.4185,3376.3525,-1424.3194,-1921.0961,-2.3530,1994.6345,-486.4555,-5020.6676,-4909.1576,-5763.0363,6826.7185,-5850.1206,6479.8000,4545.2219,-5899.4378,-5276.5586,-5429.1640,261.2255,3544.1976,-4573.1769,839.4535,3444.8757,2525.2316,-676.3861,-3740.7412,151.7805,-5064.6713,-6786.2266,-1487.2875,-5616.9394,-2943.0644,-89332.0252,-52253.6025,-76309.5332,-76256.3996,-70655.5102,-70533.1094,-67961.3789,-70637.9186,214327099.2562,214386314.6992,214358240.1660,214347882.3194,-71159.3487,214347228.8393,245.2298,3082.4465,-2325.9590,4557.3745,5293.7719,6848.1795,3567.2074,1957.3361,-5490.8883,-4523.0038,0.0000,-1625.0232,-5323.3690,-67.1830,-714.5220,3913.2292,-445.6767,3521.0184,199.1611,-4814.8018,3751.1641,-3321.8859,-3832.0015,6467.6768,4549.2794,-3296.5098,4696.5751,-5477.6034,-6292.7699,5331.0169,-1601.4137,-5273.6394,-1403.2604,-5326.4541,0.0000,-1236.3193,-4611.6524,-2162.2948,3882.4315,-1098.4023,846.9434,-6192.7309,4251.1466,5451.2448,-3830.9127,-177.0564,-4968.8765,4237.1740,-112.6478,5418.0394,-5438.9378,-2212.1109,-4967.4580,4432.9732,3042.8735,-5516.7617,-5476.8986,-845.7856,4665.2016,-2266.9052,5258.4681,2094.5350,3751.9910,2377.7512,0.0000,-5549.0832,-5429.2765,-2490.4162,5305.1523,4272.3237,-4452.5150,-5338.1888,2666.3490,2944.3992,-2098.2413,-2456.5099,-4712.7874,-4858.7551,-2256.7919,45.4490,3367.3532,-1635.2687,-370.2974,2475.9845,-4003.8255,4071.2617,-4666.4789,5318.1595,-4613.5475,-841.3994,5238.7792,-1847.7549,-5424.6380,5363.4320,5397.5186,-3840.5430,1278.7929,-4616.2619,-3580.9454,4062.7973,125796.5228,121349.5654,124731.6602,123399.6562,128262.2341,120732.8207,113834.0328,124137.6441,-98107388.8891,-98091558.8075,-98087162.8900,-98114690.0072,122540.2153,-98104153.7109,
600.000,-285.8094,6037.9689,-2935.9708,4371.8003,-4965.8640,-1976.2447,-6314.2515,-1793.9525,4624.7156,-4324.6504,0.0000,5797.7774,2386.5674,-2518.6741,-6444.2419,-3965.2687,-6481.0223,478.4864,-6516.9481,4271.6684,425.1566,5663.8144,2007.9567,-3287.7870,-1178.2724,-4251.0813,-1964.8564,3940.0361,100.5425,965.1025,-4138.4903,-2055.9886,-6494.8210,3903.8280,0.0000,-5874.9602,-3889.2477,3931.7355,1240.1282,-2441.6001,-2441.4933,-2152.3077,-5774.2817,2560.7419,-267.2844,-6089.6793,2307.0005,3891.1351,6438.5340,2390.7413,-4412.4433,-5872.9220,4190.2662,4725.0604,-705.3531,3637.1682,700.4721,-4575.1566,2860.0187,3386.0159,252.0317,-6612.6192,-3940.2737,-1678.0978,0.0000,2660.8447,-4491.4351,6749.2188,-1024.2432,-4666.6884,-3303.3574,2297.9771,5814.2077,6533.4541,-5094.5712,6507.8419,-2765.4515,-1900.5050,1368.7705,1349.1164,-1394.5232,-667.6246,5976.5590,-3769.4582,-2894.6171,-2691.3595,-5014.3267,-1197.8849,64.6621,-6495.1963,-41.3795,5935.8857,-4802.9827,-40.8415,3698.2997,1276.2138,-1237.5633,4404.8280,-463.8775,-6005.7114,-354331.1085,-352722.9219,-358791.2164,-355297.5398,-348644.8032,-351345.9694,-357751.9726,-355465.2396,94492967.1368,94487960.2322,94503365.2292,94483354.7109,-356145.5006,94491564.7804,6802.6365,2876.3804,-5156.7990,-4221.3823,1579.0254,-178.6168,-1824.6234,-5647.7427,1111.9444,-935.1592,0.0000,-3581.5512,-4605.1752,-6066.4399,-2239.9401,4741.8247,-976.7926,-6415.7873,1119.5558,-436.1228,6378.1597,3162.3823,-6185.4210,1377.2264,4878.1056,-4968.2977,-5031.3629,2607.4508,1088.4863,-4045.6053,5373.9830,3600.6052,2081.5539,1402.9822,0.0000,-3398.3237,-3328.0153,5583.3696,-6191.0736,5958.3755,6428.1834,-1012.5341,1826.0665,-4183.8392,6512.1419,-2132.2628,5113.7382,2426.1608,1557.4593,-367.8713,157.2463,1283.9609,-8.4191,1821.0491,5299.7586,2842.7390,4223.2256,4481.9532,4425.1401,5875.3321,4112.5063,2010.0565,-3548.3496,-6524.9792,0.0000,-3682.1262,1533.1373,745.3558,4911.2436,2040.3022,5050.6721,-1964.4953,-3540.7566,-1666.4995,3281.4374,-2100.3693,-4434.2740,-5487.6672,-5851.8334,6460.6792,-4749.9800,6892.0526,3251.1428,-4498.3448,-3682.5576,-5741.0937,2354.8335,5042.1720,-5373.4610,2309.1233,4494.1435,772.7015,1322.2813,-4158.2620,-1955.8941,-6220.4325,-6775.1077,-3494.2771,-5240.8242,-1967.6337,-96843.1109,-59674.6764,-83753.5185,-83637.8594,-78150.4696,-78053.4170,-75494.8279,-78618.4171,216442703.8266,216502063.7394,216474467.2788,216462907.7761,-78681.4034,216462866.1828,-1291.2594,1422.5951,-3528.0190,3295.8031,4504.0404,6637.1667,2003.8273,3240.0347,-4997.3611,-5303.6171,0.0000,186.9065,-4553.6863,-1864.7118,1101.7537,2865.8068,-2204.6902,2320.2331,1980.6756,-5439.8159,2625.4475,-2061.1561,-2332.1635,5925.4609,4583.9993,-1671.9377,4315.6921,-4996.2287,-6844.5253,5409.4603,-65.5009,-5538.6550,139.9647,-5517.1375,0.0000,589.3499,-4745.4258,-388.5151,2808.8006,-2523.9786,-701.0887,-6529.9068,3360.0838,4859.4918,-2330.8251,-1976.4280,-3934.3738,5158.6029,-1641.8125,6485.1991,-5170.4194,-3441.2837,-5484.2471,4717.0442,4374.9308,-5126.7413,-5420.7138,-2572.9904,4369.9237,-799.0542,5264.1832,327.1251,4480.6052,922.9852,0.0000,-5233.7646,-4915.4048,-751.3989,4606.3092,4692.8249,-3161.9268,-6265.2216,1264.4121,1594.2607,-3352.3716,-1021.0455,-4538.1545,-3740.1611,-3476.3349,-1758.0489,4586.3225,163.7319,1172.6087,3640.8101,-5014.4784,2645.7908,-4172.2285,4548.8484,-4181.7030,704.5336,4793.9767,-3153.8652,-4783.6466,5466.4898,5463.8586,-2747.8962,-535.0866,-4046.6162,-4363.2312,2635.5610,125701.8207,121241.5921,124694.0094,123138.7326,128213.3561,120934.1380,113685.7658,124151.6998,-98109902.6082,-98094511.9812,-98090082.7725,-98117431.0807,122457.2899,-98106920.4347,
