sl_100_5400_20291022 Coordinates.csv
2029/10/22 07:47:00.0000 UTC

Generated: Tue Oct  8 21:45:53 2024,
Start: 2029/10/22 07:47:00.00, Stop: 2029/10/22 09:17:00.00,
TIME_UNITS,STARLINK-31964 - X-Coordinate,STARLINK-30084 - X-Coordinate,STARLINK-31885 - X-Coordinate,STARLINK-32360 - X-Coordinate,STARLINK-2455 - X-Coordinate,STARLINK-4723 - X-Coordinate,STARLINK-4152 - X-Coordinate,STARLINK-2682 - X-Coordinate,STARLINK-2556 - X-Coordinate,STARLINK-30207 - X-Coordinate,STARLINK-4329 - X-Coordinate,STARLINK-11077 [DTC] - X-Coordinate,STARLINK-32152 - X-Coordinate,STARLINK-4388 - X-Coordinate,STARLINK-3973 - X-Coordinate,STARLINK-31908 - X-Coordinate,STARLINK-3930 - X-Coordinate,STARLINK-3853 - X-Coordinate,STARLINK-32159 - X-Coordinate,STARLINK-31273 - X-Coordinate,STARLINK-6121 - X-Coordinate,STARLINK-30610 - X-Coordinate,STARLINK-4259 - X-Coordinate,STARLINK-1795 - X-Coordinate,STARLINK-4477 - X-Coordinate,STARLINK-2231 - X-Coordinate,STARLINK-2140 - X-Coordinate,STARLINK-4714 - X-Coordinate,STARLINK-31002 - X-Coordinate,STARLINK-5699 - X-Coordinate,STARLINK-4489 - X-Coordinate,STARLINK-4360 - X-Coordinate,STARLINK-5623 - X-Coordinate,STARLINK-11142 [DTC] - X-Coordinate,STARLINK-31182 - X-Coordinate,STARLINK-30917 - X-Coordinate,STARLINK-32186 - X-Coordinate,STARLINK-30460 - X-Coordinate,STARLINK-5973 - X-Coordinate,STARLINK-31888 - X-Coordinate,STARLINK-2520 - X-Coordinate,STARLINK-5958 - X-Coordinate,STARLINK-5213 - X-Coordinate,STARLINK-31023 - X-Coordinate,STARLINK-6352 - X-Coordinate,STARLINK-3219 - X-Coordinate,STARLINK-5433 - X-Coordinate,STARLINK-2429 - X-Coordinate,STARLINK-3272 - X-Coordinate,STARLINK-31129 - X-Coordinate,STARLINK-30212 - X-Coordinate,STARLINK-2329 - X-Coordinate,STARLINK-5352 - X-Coordinate,STARLINK-4333 - X-Coordinate,STARLINK-31512 - X-Coordinate,STARLINK-3055 - X-Coordinate,STARLINK-3522 - X-Coordinate,STARLINK-3743 - X-Coordinate,STARLINK-3253 - X-Coordinate,STARLINK-3832 - X-Coordinate,STARLINK-3397 - X-Coordinate,STARLINK-31101 - X-Coordinate,STARLINK-3708 - X-Coordinate,STARLINK-2487 - X-Coordinate,STARLINK-6038 - X-Coordinate,STARLINK-5773 - X-Coordinate,STARLINK-4693 - X-Coordinate,STARLINK-3313 - X-Coordinate,STARLINK-3456 - X-Coordinate,STARLINK-30790 - X-Coordinate,STARLINK-5610 - X-Coordinate,STARLINK-1237 - X-Coordinate,STARLINK-31851 - X-Coordinate,STARLINK-5965 - X-Coordinate,STARLINK-1719 - X-Coordinate,STARLINK-1321 - X-Coordinate,STARLINK-6193 - X-Coordinate,STARLINK-31175 - X-Coordinate,STARLINK-6206 - X-Coordinate,STARLINK-1291 - X-Coordinate,STARLINK-3956 - X-Coordinate,STARLINK-11117 [DTC] - X-Coordinate,STARLINK-3203 - X-Coordinate,STARLINK-31568 - X-Coordinate,STARLINK-30503 - X-Coordinate,STARLINK-1225 - X-Coordinate,STARLINK-4588 - X-Coordinate,STARLINK-4514 - X-Coordinate,STARLINK-2683 - X-Coordinate,STARLINK-31063 - X-Coordinate,STARLINK-4432 - X-Coordinate,STARLINK-3951 - X-Coordinate,STARLINK-4548 - X-Coordinate,STARLINK-4009 - X-Coordinate,STARLINK-1730 - X-Coordinate,STARLINK-5820 - X-Coordinate,STARLINK-3800 - X-Coordinate,STARLINK-5418 - X-Coordinate,STARLINK-5849 - X-Coordinate,STARLINK-6127 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31964 - Y-Coordinate,STARLINK-30084 - Y-Coordinate,STARLINK-31885 - Y-Coordinate,STARLINK-32360 - Y-Coordinate,STARLINK-2455 - Y-Coordinate,STARLINK-4723 - Y-Coordinate,STARLINK-4152 - Y-Coordinate,STARLINK-2682 - Y-Coordinate,STARLINK-2556 - Y-Coordinate,STARLINK-30207 - Y-Coordinate,STARLINK-4329 - Y-Coordinate,STARLINK-11077 [DTC] - Y-Coordinate,STARLINK-32152 - Y-Coordinate,STARLINK-4388 - Y-Coordinate,STARLINK-3973 - Y-Coordinate,STARLINK-31908 - Y-Coordinate,STARLINK-3930 - Y-Coordinate,STARLINK-3853 - Y-Coordinate,STARLINK-32159 - Y-Coordinate,STARLINK-31273 - Y-Coordinate,STARLINK-6121 - Y-Coordinate,STARLINK-30610 - Y-Coordinate,STARLINK-4259 - Y-Coordinate,STARLINK-1795 - Y-Coordinate,STARLINK-4477 - Y-Coordinate,STARLINK-2231 - Y-Coordinate,STARLINK-2140 - Y-Coordinate,STARLINK-4714 - Y-Coordinate,STARLINK-31002 - Y-Coordinate,STARLINK-5699 - Y-Coordinate,STARLINK-4489 - Y-Coordinate,STARLINK-4360 - Y-Coordinate,STARLINK-5623 - Y-Coordinate,STARLINK-11142 [DTC] - Y-Coordinate,STARLINK-31182 - Y-Coordinate,STARLINK-30917 - Y-Coordinate,STARLINK-32186 - Y-Coordinate,STARLINK-30460 - Y-Coordinate,STARLINK-5973 - Y-Coordinate,STARLINK-31888 - Y-Coordinate,STARLINK-2520 - Y-Coordinate,STARLINK-5958 - Y-Coordinate,STARLINK-5213 - Y-Coordinate,STARLINK-31023 - Y-Coordinate,STARLINK-6352 - Y-Coordinate,STARLINK-3219 - Y-Coordinate,STARLINK-5433 - Y-Coordinate,STARLINK-2429 - Y-Coordinate,STARLINK-3272 - Y-Coordinate,STARLINK-31129 - Y-Coordinate,STARLINK-30212 - Y-Coordinate,STARLINK-2329 - Y-Coordinate,STARLINK-5352 - Y-Coordinate,STARLINK-4333 - Y-Coordinate,STARLINK-31512 - Y-Coordinate,STARLINK-3055 - Y-Coordinate,STARLINK-3522 - Y-Coordinate,STARLINK-3743 - Y-Coordinate,STARLINK-3253 - Y-Coordinate,STARLINK-3832 - Y-Coordinate,STARLINK-3397 - Y-Coordinate,STARLINK-31101 - Y-Coordinate,STARLINK-3708 - Y-Coordinate,STARLINK-2487 - Y-Coordinate,STARLINK-6038 - Y-Coordinate,STARLINK-5773 - Y-Coordinate,STARLINK-4693 - Y-Coordinate,STARLINK-3313 - Y-Coordinate,STARLINK-3456 - Y-Coordinate,STARLINK-30790 - Y-Coordinate,STARLINK-5610 - Y-Coordinate,STARLINK-1237 - Y-Coordinate,STARLINK-31851 - Y-Coordinate,STARLINK-5965 - Y-Coordinate,STARLINK-1719 - Y-Coordinate,STARLINK-1321 - Y-Coordinate,STARLINK-6193 - Y-Coordinate,STARLINK-31175 - Y-Coordinate,STARLINK-6206 - Y-Coordinate,STARLINK-1291 - Y-Coordinate,STARLINK-3956 - Y-Coordinate,STARLINK-11117 [DTC] - Y-Coordinate,STARLINK-3203 - Y-Coordinate,STARLINK-31568 - Y-Coordinate,STARLINK-30503 - Y-Coordinate,STARLINK-1225 - Y-Coordinate,STARLINK-4588 - Y-Coordinate,STARLINK-4514 - Y-Coordinate,STARLINK-2683 - Y-Coordinate,STARLINK-31063 - Y-Coordinate,STARLINK-4432 - Y-Coordinate,STARLINK-3951 - Y-Coordinate,STARLINK-4548 - Y-Coordinate,STARLINK-4009 - Y-Coordinate,STARLINK-1730 - Y-Coordinate,STARLINK-5820 - Y-Coordinate,STARLINK-3800 - Y-Coordinate,STARLINK-5418 - Y-Coordinate,STARLINK-5849 - Y-Coordinate,STARLINK-6127 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31964 - Z-Coordinate,STARLINK-30084 - Z-Coordinate,STARLINK-31885 - Z-Coordinate,STARLINK-32360 - Z-Coordinate,STARLINK-2455 - Z-Coordinate,STARLINK-4723 - Z-Coordinate,STARLINK-4152 - Z-Coordinate,STARLINK-2682 - Z-Coordinate,STARLINK-2556 - Z-Coordinate,STARLINK-30207 - Z-Coordinate,STARLINK-4329 - Z-Coordinate,STARLINK-11077 [DTC] - Z-Coordinate,STARLINK-32152 - Z-Coordinate,STARLINK-4388 - Z-Coordinate,STARLINK-3973 - Z-Coordinate,STARLINK-31908 - Z-Coordinate,STARLINK-3930 - Z-Coordinate,STARLINK-3853 - Z-Coordinate,STARLINK-32159 - Z-Coordinate,STARLINK-31273 - Z-Coordinate,STARLINK-6121 - Z-Coordinate,STARLINK-30610 - Z-Coordinate,STARLINK-4259 - Z-Coordinate,STARLINK-1795 - Z-Coordinate,STARLINK-4477 - Z-Coordinate,STARLINK-2231 - Z-Coordinate,STARLINK-2140 - Z-Coordinate,STARLINK-4714 - Z-Coordinate,STARLINK-31002 - Z-Coordinate,STARLINK-5699 - Z-Coordinate,STARLINK-4489 - Z-Coordinate,STARLINK-4360 - Z-Coordinate,STARLINK-5623 - Z-Coordinate,STARLINK-11142 [DTC] - Z-Coordinate,STARLINK-31182 - Z-Coordinate,STARLINK-30917 - Z-Coordinate,STARLINK-32186 - Z-Coordinate,STARLINK-30460 - Z-Coordinate,STARLINK-5973 - Z-Coordinate,STARLINK-31888 - Z-Coordinate,STARLINK-2520 - Z-Coordinate,STARLINK-5958 - Z-Coordinate,STARLINK-5213 - Z-Coordinate,STARLINK-31023 - Z-Coordinate,STARLINK-6352 - Z-Coordinate,STARLINK-3219 - Z-Coordinate,STARLINK-5433 - Z-Coordinate,STARLINK-2429 - Z-Coordinate,STARLINK-3272 - Z-Coordinate,STARLINK-31129 - Z-Coordinate,STARLINK-30212 - Z-Coordinate,STARLINK-2329 - Z-Coordinate,STARLINK-5352 - Z-Coordinate,STARLINK-4333 - Z-Coordinate,STARLINK-31512 - Z-Coordinate,STARLINK-3055 - Z-Coordinate,STARLINK-3522 - Z-Coordinate,STARLINK-3743 - Z-Coordinate,STARLINK-3253 - Z-Coordinate,STARLINK-3832 - Z-Coordinate,STARLINK-3397 - Z-Coordinate,STARLINK-31101 - Z-Coordinate,STARLINK-3708 - Z-Coordinate,STARLINK-2487 - Z-Coordinate,STARLINK-6038 - Z-Coordinate,STARLINK-5773 - Z-Coordinate,STARLINK-4693 - Z-Coordinate,STARLINK-3313 - Z-Coordinate,STARLINK-3456 - Z-Coordinate,STARLINK-30790 - Z-Coordinate,STARLINK-5610 - Z-Coordinate,STARLINK-1237 - Z-Coordinate,STARLINK-31851 - Z-Coordinate,STARLINK-5965 - Z-Coordinate,STARLINK-1719 - Z-Coordinate,STARLINK-1321 - Z-Coordinate,STARLINK-6193 - Z-Coordinate,STARLINK-31175 - Z-Coordinate,STARLINK-6206 - Z-Coordinate,STARLINK-1291 - Z-Coordinate,STARLINK-3956 - Z-Coordinate,STARLINK-11117 [DTC] - Z-Coordinate,STARLINK-3203 - Z-Coordinate,STARLINK-31568 - Z-Coordinate,STARLINK-30503 - Z-Coordinate,STARLINK-1225 - Z-Coordinate,STARLINK-4588 - Z-Coordinate,STARLINK-4514 - Z-Coordinate,STARLINK-2683 - Z-Coordinate,STARLINK-31063 - Z-Coordinate,STARLINK-4432 - Z-Coordinate,STARLINK-3951 - Z-Coordinate,STARLINK-4548 - Z-Coordinate,STARLINK-4009 - Z-Coordinate,STARLINK-1730 - Z-Coordinate,STARLINK-5820 - Z-Coordinate,STARLINK-3800 - Z-Coordinate,STARLINK-5418 - Z-Coordinate,STARLINK-5849 - Z-Coordinate,STARLINK-6127 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-1571.7374,3253.6812,6302.5042,0.0000,-663.3371,-4333.9334,-3686.9917,-2871.8541,-5774.6838,-5677.2079,-1771.9488,1103.3490,-2735.3464,-5094.8741,-2012.7907,-5482.7055,3201.2114,6622.4256,4814.1198,-4192.9037,-96.5644,3491.4120,2985.7565,-2560.3126,226.8673,-4314.3089,5591.6288,1727.3969,-5904.2272,-3161.3269,1700.2523,-1690.5331,-5882.7068,4618.0337,6029.0646,3287.9260,-2703.3892,2295.0235,-4298.2593,3216.7928,-4302.5647,777.9564,-923.0086,-3174.2219,-2307.7676,-3747.3851,4898.8022,-2072.8160,1243.3106,17.5845,4004.7311,-6715.2932,4942.7982,3723.4368,5438.1742,4834.4294,-3701.0496,-3726.3740,6219.2586,3994.5452,-4275.0442,-1017.1804,572.3933,-4005.5980,5339.1658,1881.5530,-2186.9308,1387.9042,-3856.6426,-1159.1599,-5370.3447,6553.0597,-5350.4120,-2767.6061,-3425.5536,-4992.6723,5398.8767,0.0000,662.3680,4310.2614,3505.2805,3957.5553,-4114.6925,5332.9444,-1787.8828,-4403.2069,875.2202,-3956.3523,1720.7510,-6411.5851,-1906.2125,-5368.5359,3955.9286,4425.5825,-3748.4863,-4474.5048,5321.5486,5212.8357,-6424.0490,-2314.5973,217889.3207,218582.1812,212862.7024,216259.7509,220390.3216,217983.3148,210822.5903,214261.4254,91487732.4441,91499109.9647,91490332.2171,91497494.7737,213517.8357,91496193.9786,5351.0848,5645.9318,1297.4886,0.0000,6212.3111,-959.2797,2285.8412,-5607.1062,1439.3466,84.2491,-19.8147,-4006.1753,-5747.5980,4614.0180,6414.6034,994.1921,5888.5208,-1867.6047,-1796.6868,1850.2692,-5738.7358,5992.2446,3786.5649,6290.9325,6118.5187,-962.1805,-2945.6425,-5865.1720,-1324.0898,4001.1179,4004.1342,-5515.6937,-1819.2905,2305.0063,2754.9463,-5712.5803,-3129.3069,-5193.4553,-4576.2366,4542.9492,5189.6667,-6419.1865,-6270.6107,3977.8840,-691.5685,-5615.5547,2580.6152,-3700.4684,-6763.2749,-6490.2112,3453.0027,-1311.8973,4260.7408,3056.2639,-3201.1621,-4593.0755,1849.2193,-1903.1984,-1156.9669,-1138.1693,175.2772,6436.7634,-6249.1142,5522.2068,3911.5915,-5555.0691,6536.8441,5968.0470,1473.9991,5318.3595,-2904.4858,1872.3933,-1982.1856,5379.5442,2149.5046,-1015.5391,-164.0188,0.0000,-6849.4789,870.9884,4851.1439,-746.0439,-311.8512,2587.5340,-5772.7323,-5215.0112,-5616.4612,-1349.0310,-3964.9246,-739.7721,-5552.8825,-887.0934,-2341.1362,1326.9014,1380.2514,1455.3067,1867.2236,-725.8525,-283.9275,-5726.7887,-345338.7573,-313562.6374,-335015.6581,-333855.3278,-326369.4952,-327045.6439,-326846.9587,-330017.7911,227576768.6090,227545857.8735,227567612.1238,227549135.2598,-329308.2373,227558593.1234,-3838.1431,-2319.9962,-1934.9336,0.0000,2216.3725,5240.1477,-5349.7472,2762.0944,3350.9937,-3954.5452,-6713.4408,-5221.6134,-2447.6289,-706.2196,-1524.9696,3947.5258,-1680.0386,-563.9527,-4566.7538,5058.8183,-3902.3003,-102.3924,4908.2692,-1326.4983,3197.2387,5016.1703,-2813.3210,3178.2295,3401.5804,-4671.2870,5336.3506,-3800.1263,3204.5864,-4198.8426,1641.8151,-2145.5458,-5448.3902,3951.4361,2935.9323,-3817.8840,1410.0235,2442.5047,-2684.3158,4706.1186,-6523.4845,1376.1241,4098.3985,5426.5102,686.5993,-2100.7291,-4471.5442,-95.3574,2277.6267,-5001.7169,2541.6386,2007.5478,5495.9503,-5473.1770,-2827.6944,-5531.8839,5408.3380,2340.1571,-2524.0706,-532.8778,2094.4997,-3749.0828,430.7033,-3183.7207,5505.2221,4264.7880,3236.3106,885.4354,3526.0474,3377.8041,-5235.5058,-4631.3908,-4323.6970,0.0000,-768.0208,5232.7004,3408.4376,-5342.5012,-5499.1205,-3403.3328,3346.6586,-506.7141,3913.0882,-5495.3146,5336.2859,-2227.8007,-3628.8977,-4255.7499,-5014.4047,-5145.1349,5285.1812,5121.7486,-3989.2315,-4497.0852,-2542.6364,-3121.8790,108382.5992,101466.7764,107053.2768,105850.5787,110556.2779,102860.2967,96232.5175,106366.2920,-111291202.0206,-111284891.5413,-111312688.9712,-111292739.5430,104879.5184,-111295130.7264,
300.000,140.2353,4257.3139,5881.4716,0.0000,614.1931,-5194.8703,-1988.2797,-4219.9696,-4357.6196,-5966.1375,-3476.5402,-839.1288,-3528.0793,-5280.5245,-608.3317,-5448.8646,4328.8748,6104.6052,4834.3620,-2532.5138,-1944.2678,4599.3992,3774.0186,-1161.8729,1588.1812,-3842.9485,5306.1406,81.7149,-5432.3378,-1484.4192,3293.3079,-1471.7534,-6707.8155,4306.0558,6694.1615,1988.1571,-4348.4279,719.8320,-4940.5342,4928.0937,-2896.2011,-933.2631,-2270.7853,-1294.1335,-2541.1879,-4773.1373,6167.5191,-3636.4918,-38.6577,-1567.7719,5458.6843,-6578.9951,6095.3865,1986.4142,4781.7964,4584.1594,-2438.4659,-4789.4765,4994.7321,3356.4154,-3547.2032,699.0500,-706.9932,-2900.8862,4252.2870,-125.7926,-978.2510,2511.1149,-3017.6022,694.9891,-6448.9773,6777.1886,-6278.3838,-1369.0586,-1834.5016,-5957.3095,5581.7854,0.0000,-845.3440,5111.1530,4027.1747,3220.2079,-3991.2129,6381.3429,-3535.1264,-5185.8825,-812.1050,-4715.9416,-24.2670,-5670.6036,-1706.8576,-4494.5754,2132.6985,4076.5933,-2937.6049,-2584.0502,6393.4911,4304.9192,-6887.6246,-3580.0618,225240.1002,225196.3256,219639.5250,223018.6851,227323.0109,224808.4852,217793.3424,221162.7483,86499726.0767,86511296.8828,86502177.5282,86510112.3215,220428.9941,86508285.4957,6178.7584,4160.8426,-428.8899,0.0000,6589.0506,871.2941,3645.9133,-5330.0617,2576.3157,1950.7930,-1280.5541,-4827.2730,-4324.8154,4179.4693,6094.4135,2908.9965,5382.2791,-2967.0749,-3589.0963,3228.6453,-6029.9054,4933.5577,1823.9414,6132.7283,5002.8365,1179.5242,-4292.7533,-5239.5019,586.8339,5278.8793,2519.5252,-6517.4334,-1328.9207,281.2509,1354.8338,-6605.2007,-1763.9984,-6237.7238,-2796.7671,3712.5613,5442.7974,-5814.4641,-6423.7318,5026.8169,1491.8443,-4952.2335,1513.5624,-2178.0509,-6467.5079,-6609.4320,2037.3566,-52.8809,3158.1636,2269.2360,-4711.8654,-5244.4956,3622.5606,-71.6156,-2301.4758,-3182.0029,2230.4882,5908.2149,-6680.2519,6060.5550,3653.4557,-5322.8395,6697.7496,4619.1382,3455.2781,5991.1215,-1540.4087,674.8252,-386.7311,6450.9834,3704.1589,517.7900,-2142.0738,0.0000,-6826.6031,-1004.2482,3118.4409,-2825.3722,1856.8322,1140.0240,-5556.2915,-4266.6192,-4719.2190,632.3573,-5075.4691,659.6410,-6503.9628,886.3868,-3489.8138,-786.4308,3410.4640,1956.5102,648.9177,-2668.6273,368.5404,-4277.2823,-340668.4835,-308945.1572,-330367.7726,-329153.5903,-321721.4124,-322457.9173,-322226.9541,-325798.6412,229521150.5603,229490565.0417,229511431.3384,229493918.6318,-324695.6922,229502968.8596,-2762.2158,-3523.9872,-3222.7517,0.0000,428.6652,4408.3836,-5495.0144,1061.6881,4582.1487,-2909.9795,-5872.0826,-4530.0296,-3920.8709,1538.4093,-3167.1520,2911.5414,119.1072,1250.8904,-3316.3021,5454.1383,-2832.4819,-1621.3227,5454.9800,-2990.9546,4486.4816,5341.5846,-1122.7614,4471.5737,4279.4810,-4213.1691,5495.3789,-1749.8375,1207.1146,-5064.8196,113.6286,-671.7111,-4976.0172,2906.3368,3973.2127,-2735.6616,3064.6998,3615.9860,-969.1219,4594.1716,-6298.5817,-437.3148,2674.5752,5428.5476,2428.3412,-612.5966,-3742.0868,-1886.7605,818.2750,-6255.1629,1111.9019,-92.5248,5315.5741,-4951.7696,-4217.0804,-5144.4074,5476.6500,3539.0749,-777.7373,1285.2142,4090.6540,-4484.0267,-1380.6611,-4477.7312,5129.8410,3385.1226,1952.4000,-933.1256,2333.6564,2131.1739,-5165.1492,-3412.2989,-3481.1747,0.0000,778.8309,4427.6251,4633.0042,-5138.7485,-5281.2997,-2165.3203,2091.9767,1310.5895,4966.4651,-5003.1958,4627.3217,-3747.6534,-1551.4041,-5171.1956,-5436.0884,-5530.6402,4862.0094,6152.0201,-2532.0951,-4719.2197,-470.6102,-4098.1892,108469.8137,101552.0258,107190.8740,105765.8388,110682.2351,103230.3677,96253.9883,106185.6131,-111293200.2589,-111286149.9816,-111314490.1051,-111294068.5614,104969.7661,-111296880.2965,
600.000,1813.7451,4879.8480,4850.1612,0.0000,1817.1182,-5566.6506,-127.4207,-5132.7510,-2501.9962,-5694.3592,-4760.9789,-2656.6423,-3999.8989,-4869.7825,888.8854,-4885.0059,5025.0174,4970.6559,4397.8903,-645.2484,-3585.5149,5276.1082,4242.7742,380.5150,2838.3215,-3009.7731,4501.8049,-1610.9929,-4468.8064,305.9545,4599.6572,-1066.5096,-6846.9617,3568.2046,6679.1613,501.7162,-5576.1188,-899.6523,-5141.5836,6116.3636,-1175.3810,-2582.9284,-3379.0200,687.2010,-2600.1336,-5322.0993,6818.1277,-4877.7252,-1343.3807,-2987.4826,6396.5446,-5771.5342,6649.0427,81.6004,3643.0342,3870.1055,-981.7872,-5414.7076,3285.6492,2442.9842,-2523.0662,2376.0192,-1902.0687,-1485.2088,2736.4654,-2140.4189,343.1157,3433.7587,-1931.0668,2457.6347,-6898.2824,6316.0992,-6540.8157,141.9284,-80.3769,-6341.1933,5249.8023,0.0000,-2278.2825,5425.8288,4195.9817,2188.0058,-3524.9439,6787.1171,-4923.8107,-5446.2543,-2460.8582,-5054.1247,-1728.4830,-4360.4379,-1297.4778,-3215.7802,114.0146,3383.6832,-1851.8576,-441.9101,6832.4179,3018.3179,-6639.9495,-4536.0705,232490.3221,231712.6220,226316.2573,229667.1816,234154.1838,231523.8036,224664.2161,227924.9211,81470434.8742,81482183.6345,81472762.8123,81481419.4000,227240.5312,81479092.5921,6375.5297,2266.5456,-2137.1076,0.0000,6221.6077,2579.8472,4690.0617,-4522.6520,3498.9789,3608.3657,-2471.6720,-5156.9235,-2447.7167,3300.5545,5179.6409,4512.8009,4337.2404,-3782.8470,-4999.4573,4326.3420,-5758.5945,3390.1933,-308.9015,5384.0393,3407.1692,3210.6943,-5203.9438,-4120.3637,2467.1090,6068.0400,825.8211,-6804.6378,-718.9770,-1799.1913,-181.7254,-6855.4497,-266.8880,-6685.1636,-738.4261,2518.2776,5174.0611,-4659.8729,-5932.0934,5626.7984,3512.3912,-3787.1457,324.7095,-481.7089,-5533.6184,-6056.1592,456.9985,1232.6621,1754.1703,1163.5657,-5731.9604,-5367.0663,5062.5763,1730.7221,-3265.6963,-4920.2881,4083.9313,4823.6701,-6400.4267,5983.2826,2951.8033,-4620.6587,6194.0624,2819.2102,5104.3165,6102.1532,-44.4950,-601.5737,1228.0026,6899.5441,4882.0039,1965.4208,-3894.4257,0.0000,-6138.7269,-2743.9881,1063.2426,-4610.4785,3836.6827,-402.1197,-4811.8607,-2869.1103,-3387.3125,2521.8233,-5707.9539,2030.7278,-6740.4006,2612.0747,-4331.4811,-2838.6421,5069.3829,2340.7430,-606.0302,-4375.1704,976.7388,-2420.1609,-335840.2125,-304189.5588,-325572.6875,-324302.0091,-316927.5668,-317735.0634,-317459.4611,-321353.0731,231356211.7561,231325963.4730,231345923.6177,231329441.9495,-319938.1455,231338027.6528,-1369.0230,-4348.6934,-4132.5028,0.0000,-1411.3572,3092.4962,-5042.6200,-755.0243,5301.2996,-1552.1748,-4407.4528,-3296.4888,-4954.2398,3616.5086,-4465.0275,1549.0481,1905.3320,2929.9461,-1702.0185,5240.0071,-1460.5092,-2966.9710,5406.2472,-4333.8671,5290.6984,5033.0395,688.8454,5278.0896,4701.5630,-3301.4189,5055.8329,489.8660,-919.0364,-5320.2280,-1427.3002,874.1251,-3950.6568,1548.4277,4585.1724,-1336.4275,4384.7039,4399.0813,852.1432,3991.2852,-5408.5983,-2203.1082,959.3005,4840.0429,3907.4228,944.4021,-2611.1415,-3468.3332,-729.4657,-6845.3796,-443.7400,-2182.8578,4554.8077,-3891.7593,-5155.3346,-4204.2831,4951.3476,4357.8450,1058.2328,2960.0762,5650.9894,-4745.6424,-3042.6268,-5287.8608,4194.8240,2140.8330,457.5592,-2649.2213,865.9450,656.1526,-4463.2722,-1820.6825,-2264.0487,0.0000,2241.8831,3129.4906,5352.5385,-4325.4413,-4485.7959,-685.4384,611.1053,2981.9195,5481.8790,-3970.4259,3410.2294,-4848.4774,694.4758,-5528.9419,-5244.4413,-5321.7734,3846.5279,6532.4987,-800.9843,-4435.1712,1652.2143,-4634.3669,108556.6599,101637.5365,107324.1862,105678.5753,110805.1338,103605.7795,96279.9830,105913.2847,-111295199.9531,-111287417.1322,-111316283.1188,-111295409.4336,105059.9574,-111298629.6585,
