sl_20_5400_20291020 Coordinates.csv
2029/10/20 07:47:00.0000 UTC

Generated: Tue Oct  8 21:45:07 2024,
Start: 2029/10/20 07:47:00.00, Stop: 2029/10/20 09:17:00.00,
TIME_UNITS,STARLINK-30192 - X-Coordinate,STARLINK-11133 [DTC] - X-Coordinate,STARLINK-5308 - X-Coordinate,STARLINK-30547 - X-Coordinate,STARLINK-3349 - X-Coordinate,STARLINK-3583 - X-Coordinate,STARLINK-5242 - X-Coordinate,STARLINK-30919 - X-Coordinate,STARLINK-31500 - X-Coordinate,STARLINK-3089 - X-Coordinate,STARLINK-11089 [DTC] - X-Coordinate,STARLINK-31940 - X-Coordinate,STARLINK-31683 - X-Coordinate,STARLINK-30586 - X-Coordinate,STARLINK-2101 - X-Coordinate,STARLINK-30509 - X-Coordinate,STARLINK-4395 - X-Coordinate,STARLINK-4019 - X-Coordinate,STARLINK-3803 - X-Coordinate,STARLINK-1395 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-30192 - Y-Coordinate,STARLINK-11133 [DTC] - Y-Coordinate,STARLINK-5308 - Y-Coordinate,STARLINK-30547 - Y-Coordinate,STARLINK-3349 - Y-Coordinate,STARLINK-3583 - Y-Coordinate,STARLINK-5242 - Y-Coordinate,STARLINK-30919 - Y-Coordinate,STARLINK-31500 - Y-Coordinate,STARLINK-3089 - Y-Coordinate,STARLINK-11089 [DTC] - Y-Coordinate,STARLINK-31940 - Y-Coordinate,STARLINK-31683 - Y-Coordinate,STARLINK-30586 - Y-Coordinate,STARLINK-2101 - Y-Coordinate,STARLINK-30509 - Y-Coordinate,STARLINK-4395 - Y-Coordinate,STARLINK-4019 - Y-Coordinate,STARLINK-3803 - Y-Coordinate,STARLINK-1395 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-30192 - Z-Coordinate,STARLINK-11133 [DTC] - Z-Coordinate,STARLINK-5308 - Z-Coordinate,STARLINK-30547 - Z-Coordinate,STARLINK-3349 - Z-Coordinate,STARLINK-3583 - Z-Coordinate,STARLINK-5242 - Z-Coordinate,STARLINK-30919 - Z-Coordinate,STARLINK-31500 - Z-Coordinate,STARLINK-3089 - Z-Coordinate,STARLINK-11089 [DTC] - Z-Coordinate,STARLINK-31940 - Z-Coordinate,STARLINK-31683 - Z-Coordinate,STARLINK-30586 - Z-Coordinate,STARLINK-2101 - Z-Coordinate,STARLINK-30509 - Z-Coordinate,STARLINK-4395 - Z-Coordinate,STARLINK-4019 - Z-Coordinate,STARLINK-3803 - Z-Coordinate,STARLINK-1395 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
2700.000,3977.7173,-1306.7699,-3946.1226,-3009.4926,-412.6931,-4658.3645,-1941.5806,4782.9021,-5709.8771,1689.8113,-5030.8197,-5214.1902,-6254.3171,6570.7389,-4128.0624,4681.8841,86.8854,-50.0412,-286.8108,-245.7105,374650.1792,354759.4660,360372.2446,363224.0159,369518.2788,365706.9604,360322.7231,363269.1740,46703093.3214,46705955.1844,46700880.9092,46701678.8771,362412.2861,46706879.4914,4884.6294,-4135.1038,-2353.4519,-2841.2761,4154.7297,992.1067,-6134.9675,3342.6276,-1838.6370,2098.8453,4394.0467,-2604.0586,-1934.8699,1711.3105,-2908.8545,5048.3999,944.5868,6766.0087,4850.2871,-6457.9612,-186508.4434,-164207.6525,-177758.8669,-176014.9310,-169463.9102,-171043.1580,-169819.3342,-173760.7365,239828617.8072,239804248.7338,239805715.6734,239799649.7321,-172505.1692,239808668.4863,-2950.2640,-5154.4815,-5205.6547,5520.5592,-5504.5813,4945.5698,-2397.5553,-3758.2328,3209.2464,6379.9223,772.2317,-3537.0390,1589.6593,-1478.1126,-4697.5183,-477.9362,6861.5551,1336.0677,-4927.9135,-2478.0060,48776.6584,47353.0497,48663.4639,45580.7675,52113.1455,46849.2504,37116.9421,47168.9209,-110272175.6146,-110250628.2456,-110286188.4688,-110278343.6799,46220.9305,-110269923.9298,
3000.000,5429.5428,-2991.7864,-3086.3882,-4366.2144,1695.6416,-3258.4255,-3252.2414,5124.8424,-5397.4769,3711.1288,-4110.5783,-6299.3520,-6052.6595,6339.5437,-5634.8406,5619.3857,-2071.7186,1168.8812,1595.6742,-1527.7439,378563.4840,358119.9945,363809.0125,366527.4807,373094.4684,369052.1552,363946.3532,366787.6943,41458020.2580,41460804.8683,41456072.5327,41457126.1098,365982.0391,41461893.6361,4041.0076,-2727.7314,-572.1971,-1161.4854,4422.5116,2592.2169,-6011.6147,1344.0155,108.9569,1599.3509,5215.9940,-1143.7185,-223.2015,63.5161,-1874.0336,3859.1874,1553.8225,6782.3366,3910.8512,-5480.3707,-178457.0686,-156460.8040,-169976.1618,-168099.5972,-161698.3354,-163475.0797,-162066.1556,-166276.9529,240792516.0309,240768545.4657,240769078.2838,240763196.0676,-164779.4907,240772614.1150,-1601.9491,-5383.6220,-6192.7776,5215.1363,-5030.0490,5458.1197,-647.6759,-4484.1022,4137.3456,5626.3446,-1067.5164,-2341.6525,2945.5869,-2846.9304,-3506.9800,1068.1274,6425.5676,-477.6318,-5482.5099,-3943.0518,48870.0241,47444.1717,48784.3982,45523.4574,52236.4466,47257.2979,37201.8803,46867.7089,-110274298.1100,-110252243.1569,-110287869.9770,-110279946.5595,46334.5730,-110271789.8719,
3300.000,6354.5588,-4398.4824,-1981.6495,-5328.7569,3619.0499,-1568.3625,-4225.4125,5015.4549,-4564.2200,5362.2222,-2735.5325,-6746.3254,-5225.9799,5512.2926,-6582.2522,6011.2078,-4031.7827,2275.8391,3356.7407,-2701.2854,382302.8118,361313.5791,367081.6440,369652.0121,376504.2125,372208.8433,367404.0220,370087.6727,36193123.7100,36195813.8276,36191465.3668,36192770.0806,369387.0881,36197082.2529,2823.7832,-1073.1816,1312.3610,592.3847,4304.8598,3977.1731,-5279.8693,-791.6214,2069.3905,1010.4124,5480.9377,410.9050,1536.8213,-1614.1769,-690.7856,2282.7616,1908.2318,6117.3990,2634.6755,-3972.0274,-170322.6740,-148647.7717,-162118.0338,-160088.6387,-153858.6920,-155856.7465,-154236.8218,-158607.4938,241641708.4274,241618132.1028,241617747.5325,241612070.0358,-156979.9912,241621857.1628,-83.7469,-4987.1584,-6522.8190,4345.2702,-4013.0500,5371.1654,1173.5886,-4732.5979,4597.4658,4271.2427,-2782.1948,-882.7501,3958.0769,-3913.3219,-1935.5348,2498.1579,5303.7053,-2239.4472,-5449.2089,-4984.6934,48963.1952,47534.9466,48900.6433,45474.8230,52356.9062,47655.3929,37291.1519,46525.2860,-110276419.2688,-110253867.2904,-110289539.6466,-110281536.0042,46448.1906,-110273655.6116,
3600.000,6668.9096,-5371.0568,-748.7569,-5792.8482,5167.8806,240.0106,-4779.4371,4467.9737,-3300.0424,6470.2814,-1041.6300,-6505.3042,-3868.4447,4174.9027,-6871.2645,5828.8026,-5573.4926,3180.0576,4820.8186,-3661.4348,385866.3759,364338.8973,370188.7337,372597.4098,379745.9975,375173.4813,370694.0973,373169.8010,30910911.9546,30913490.5306,30909567.1532,30911117.1396,372625.9078,30914953.4813,1336.0309,653.2267,3109.8306,2251.3076,3801.5303,5004.7579,-4002.8900,-2857.9724,3843.2978,374.4838,5176.0432,1915.0142,3166.7217,-3169.1738,540.0132,464.6446,1983.5745,4836.9746,1148.5447,-2087.3557,-162109.0425,-140772.0641,-154188.0507,-151982.1296,-145948.5580,-148193.1313,-146334.8938,-150746.4044,242375788.9182,242352601.7686,242351318.6148,242345867.0242,-149110.1824,242355991.4599,1443.3299,-4010.7264,-6160.9922,3004.8218,-2562.7138,4694.1640,2865.3311,-4477.4380,4537.6845,2459.1057,-4171.3962,675.5850,4509.2438,-4564.4707,-153.5490,3656.8121,3615.2535,-3758.2182,-4831.6278,-5491.8196,49056.1726,47625.3931,49012.1941,45438.5452,52474.5383,48038.0771,37384.7412,46176.8644,-110278538.9755,-110255500.5088,-110291197.3769,-110283112.3016,46561.7833,-110275521.1489,
3900.000,6348.2675,-5795.3901,490.3678,-5700.6750,6191.3130,1987.4481,-4874.8050,3532.6860,-1734.7422,6918.2922,797.9531,-5597.5574,-2127.9719,2460.1519,-6469.6296,5098.8427,-6520.9416,3808.7898,5837.6456,-4318.5614,389252.4723,367194.7024,373128.9521,375364.7139,382818.3845,377942.9886,373815.0249,376039.0550,25613901.5495,25616351.7556,25612893.8467,25614681.8227,375697.0475,25618023.7453,-292.7325,2273.4235,4633.5200,3659.8144,2946.1765,5563.8111,-2301.3963,-4654.6073,5247.4245,-267.2129,4348.0359,3229.8224,4497.9026,-4457.3020,1714.8424,-1423.5594,1793.8548,3069.5375,-405.6655,-15.9558,-153819.9959,-132837.2199,-146189.8087,-143780.1446,-137971.5439,-140488.6052,-138363.9695,-142697.2022,242994406.2683,242971602.4490,242969441.5606,242964237.1824,-141173.6074,242974665.6745,2817.1512,-2567.1391,-5145.1450,1338.7784,-835.2388,3501.2082,4240.8704,-3745.6199,3964.7317,383.6693,-5073.4809,2157.7448,4535.0024,-4731.6745,1645.1352,4418.3359,1540.2936,-4869.7970,-3695.5625,-5410.5049,49148.9572,47715.5289,49119.0546,45419.2209,52589.3562,48398.3902,37482.6342,45859.0484,-110280657.1152,-110257142.6711,-110292843.0777,-110284675.7512,46675.3508,-110277386.4837,
4200.000,5429.5661,-5612.8728,1620.5558,-5048.3605,6592.5138,3505.0485,-4516.2201,2292.4962,-24.6535,6658.1039,2590.6664,-4113.7495,-189.8446,534.2960,-5415.8984,3899.3441,-6762.9456,4112.4767,6297.7795,-4606.3557,392459.4805,369879.8235,375901.0467,377956.6140,385720.0103,380515.2535,376765.3298,378704.6788,20304616.1338,20306921.3914,20303968.4150,20305985.6533,378599.1322,20308816.5544,-1917.7639,3624.7094,5719.6753,4690.7423,1805.1429,5586.5575,-342.0025,-6006.2807,6133.6124,-876.3966,3095.8634,4235.2804,5389.0029,-5355.9106,2735.9332,-3200.5091,1387.6332,992.6940,-1884.2161,2036.4449,-145459.3934,-124846.8056,-138126.9307,-135483.2231,-129931.2905,-132746.4669,-130327.6820,-134473.1521,243497264.2541,243474837.1609,243471821.3989,243466885.5863,-133173.8392,243477583.4804,3891.9057,-823.9830,-3582.1727,-472.3571,982.6601,1923.1778,5148.6078,-2614.6959,2943.2567,-1732.8662,-5383.9367,3396.6220,4032.3594,-4397.3194,3264.5441,4700.1892,-699.3782,-5454.5916,-2162.3658,-4749.4032,49241.5499,47805.3706,49221.2373,45422.3707,52701.3719,48727.7845,37584.8186,45606.5830,-110282773.5736,-110258793.6324,-110294476.6699,-110286226.6670,46788.8932,-110279251.6160,
4500.000,4006.5252,-4828.9581,2543.9208,-3888.0101,6338.2641,4650.7550,-3750.2023,855.9700,1662.8743,5715.9031,4144.4993,-2204.6481,1743.0542,-1418.9578,-3815.6572,2351.0340,-6266.6390,4067.9245,6144.8351,-4488.4727,395485.8644,372393.1662,378503.8418,380377.7880,388449.5876,382889.8506,379543.6168,381179.6699,14985585.2258,14987729.2336,14985319.6357,14987555.9411,381330.8629,14989861.3020,-3391.9622,4576.1875,6245.3886,5256.8493,473.0430,5057.1608,1679.4581,-6780.1678,6404.7018,-1418.8196,1558.5172,4840.8475,5740.9243,-5775.3717,3519.0856,-4692.5763,839.7632,-1185.0354,-3154.5853,3868.1609,-137031.1296,-116804.4139,-130003.0645,-127093.1205,-121831.4675,-124968.3631,-122229.6983,-126096.5283,243884121.8058,243862064.0945,243858218.2963,243853572.3750,-125114.4792,243864503.6996,4553.6778,1015.4584,-1637.4883,-2232.3698,2694.0454,133.5577,5488.6760,-1204.8474,1588.6909,-3664.1087,-5066.8692,4252.6480,3059.7514,-3596.6470,4528.3026,4471.8521,-2864.3978,-5449.9395,-396.4472,-3578.8819,49333.9513,47894.9336,49318.7639,45454.2119,52810.5961,49016.3781,37691.2837,45449.0774,-110284888.2370,-110260453.2457,-110296098.0870,-110287765.3787,46902.4104,-110281116.5459,
4800.000,2219.6949,-3514.7685,3188.2575,-2323.7465,5461.7268,5322.8813,-2658.9287,-651.7757,3165.8338,4189.2092,5288.1325,-65.4070,3471.4772,-3215.7673,-1830.4643,605.0636,-5081.6894,3679.5933,5382.8379,-3963.2081,398330.1732,374733.7129,380936.2389,382634.9419,391005.9062,385068.8680,382148.5713,383479.7800,9659343.0174,9661309.7775,9659480.8903,9661924.5780,383891.0175,9663692.0599,-4579.1217,5041.6569,6143.1856,5317.9676,-934.7222,4015.1605,3557.6821,-6899.3404,6025.6050,-1864.8405,-100.3085,4993.2779,5508.0942,-5668.0979,4000.1700,-5750.8035,239.7490,-3245.0618,-4107.3062,5301.2457,-128539.1327,-108713.6621,-121821.8813,-118613.8023,-113675.7721,-117153.7419,-114073.7167,-117596.8794,244154793.1218,244133096.7292,244128447.6684,244124112.8626,-116999.1555,244135240.4172,4732.4398,2736.0520,481.9834,-3750.9921,4113.4382,-1670.7768,5223.6781,333.6601,54.3036,-5204.1705,-4158.8754,4629.5139,1730.4042,-2414.2069,5299.0160,3758.0467,-4724.1022,-4856.4049,1412.1688,-2023.9376,49426.1624,47984.2326,49411.6647,45521.0505,52917.0387,49253.7951,37802.0205,45408.1635,-110287000.9925,-110262121.3614,-110297707.2757,-110289292.2344,47015.9024,-110282981.2734,
5100.000,242.3002,-1800.9913,3512.4655,-502.1016,4058.0272,5469.0865,-1351.2874,-2099.7205,4343.1818,2235.9684,5889.6876,2084.6525,4820.4936,-4689.3754,338.9848,-1171.7261,-3334.5639,2979.1480,4077.3981,-3065.5155,400991.0421,376900.5237,383197.2168,384736.2457,393387.8333,387057.5300,384578.9599,385622.1492,4328427.1666,4330201.0105,4328988.9565,4331626.8311,386278.4510,4332846.3711,-5366.3960,4987.3122,5410.1464,4882.9940,-2291.8223,2552.9765,5098.7618,-6350.8784,5028.0341,-2189.6554,-1709.2464,4680.8862,4704.6163,-5034.1971,4139.8472,-6265.8901,-321.4546,-4980.3626,-4665.3652,6199.0238,-119987.3623,-100578.1897,-113587.0738,-110052.4104,-105467.9270,-109299.6362,-105863.4661,-109008.5083,244309147.7589,244287803.9235,244282380.2648,244278377.6219,-108831.5209,244289663.0714,4409.3073,4136.4460,2549.9214,-4864.6848,5087.1782,-3291.6154,4382.6636,1836.4914,-1486.2482,-6189.6321,-2765.1221,4484.8487,199.2743,-975.2185,5493.0671,2636.1299,-6081.4386,-3737.6946,3068.4772,-251.2786,49518.1840,48073.2812,49499.9788,45628.2277,53020.7085,49430.7377,37917.0217,45495.5120,-110289111.7280,-110263797.8286,-110299304.1972,-110290807.6026,47129.3690,-110284845.7983,
5400.000,-1736.6283,135.3724,3508.3687,1402.0249,2273.4296,5089.8009,47.9083,-3362.2047,5088.0555,57.5130,5872.3167,4024.5913,5657.4347,-5705.7257,2473.4161,-2812.7170,-1214.0269,2023.3128,2350.2089,-1865.7205,403467.1927,378892.7362,385285.8320,386690.0052,395594.3142,388864.1301,386833.6312,387623.7607,-1004622.4114,-1003056.7992,-1003617.2009,-1000799.8647,388492.0963,-1000135.9592,-5674.9756,4433.3619,4109.8951,4006.8600,-3472.2240,807.5774,6140.3176,-5187.4767,3508.0242,-2373.4639,-3106.6343,3934.1790,3404.2451,-3922.9402,3926.3551,-6179.7872,-764.1762,-6216.1861,-4790.1289,6479.6103,-111379.8082,-92401.6571,-105302.3544,-101419.6722,-97211.6792,-101401.1268,-97602.7033,-100367.5336,244347110.6942,244326109.9775,244319942.2280,244316292.5428,-100615.2521,244327696.5161,3618.4716,5052.9885,4345.3468,-5454.0562,5510.0245,-4551.5084,3058.0809,3142.9870,-2858.8375,-6516.3583,-1047.7963,3834.8672,-1355.1048,567.4985,5089.4287,1227.8519,-6793.4686,-2214.2088,4393.8717,1548.4198,49610.0169,48162.0925,49583.7542,45778.8212,53121.6132,49541.0444,38036.2815,45711.9728,-110291220.3320,-110265482.4951,-110300888.8284,-110292311.8752,47242.8103,-110286710.1207,
