sl_100_5400_20290619 Coordinates.csv
2029/06/19 07:47:00.0000 UTC

Generated: Tue Oct  8 21:45:58 2024,
Start: 2029/06/19 07:47:00.00, Stop: 2029/06/19 09:17:00.00,
TIME_UNITS,STARLINK-5090 - X-Coordinate,STARLINK-1580 - X-Coordinate,STARLINK-3639 - X-Coordinate,STARLINK-4160 - X-Coordinate,STARLINK-30850 - X-Coordinate,STARLINK-5393 - X-Coordinate,STARLINK-4734 - X-Coordinate,STARLINK-3200 - X-Coordinate,STARLINK-6224 - X-Coordinate,STARLINK-30541 - X-Coordinate,STARLINK-30151 - X-Coordinate,STARLINK-2725 - X-Coordinate,STARLINK-5197 - X-Coordinate,STARLINK-31293 - X-Coordinate,STARLINK-5931 - X-Coordinate,STARLINK-1453 - X-Coordinate,STARLINK-5345 - X-Coordinate,STARLINK-11271 [DTC] - X-Coordinate,STARLINK-5078 - X-Coordinate,STARLINK-3227 - X-Coordinate,STARLINK-30615 - X-Coordinate,STARLINK-31266 - X-Coordinate,STARLINK-30279 - X-Coordinate,STARLINK-2369 - X-Coordinate,STARLINK-4260 - X-Coordinate,STARLINK-5734 - X-Coordinate,STARLINK-1089 - X-Coordinate,STARLINK-3396 - X-Coordinate,STARLINK-2013 - X-Coordinate,STARLINK-4210 - X-Coordinate,STARLINK-4536 - X-Coordinate,STARLINK-30500 - X-Coordinate,STARLINK-5618 - X-Coordinate,STARLINK-6271 - X-Coordinate,STARLINK-6303 - X-Coordinate,STARLINK-4639 - X-Coordinate,STARLINK-31785 - X-Coordinate,STARLINK-3958 - X-Coordinate,STARLINK-3966 - X-Coordinate,STARLINK-4408 - X-Coordinate,STARLINK-1517 - X-Coordinate,STARLINK-2242 - X-Coordinate,STARLINK-30992 - X-Coordinate,STARLINK-3605 - X-Coordinate,STARLINK-30145 - X-Coordinate,STARLINK-1498 - X-Coordinate,STARLINK-4377 - X-Coordinate,STARLINK-4656 - X-Coordinate,STARLINK-4212 - X-Coordinate,STARLINK-5911 - X-Coordinate,STARLINK-31592 - X-Coordinate,STARLINK-2722 - X-Coordinate,STARLINK-5530 - X-Coordinate,STARLINK-5027 - X-Coordinate,STARLINK-1321 - X-Coordinate,STARLINK-5063 - X-Coordinate,STARLINK-30489 - X-Coordinate,STARLINK-5533 - X-Coordinate,STARLINK-2633 - X-Coordinate,STARLINK-31561 - X-Coordinate,STARLINK-32083 - X-Coordinate,STARLINK-5124 - X-Coordinate,STARLINK-1762 - X-Coordinate,STARLINK-4360 - X-Coordinate,STARLINK-1265 - X-Coordinate,STARLINK-4543 - X-Coordinate,STARLINK-3737 - X-Coordinate,STARLINK-30289 - X-Coordinate,STARLINK-1216 - X-Coordinate,STARLINK-31026 - X-Coordinate,STARLINK-31139 - X-Coordinate,STARLINK-4561 - X-Coordinate,STARLINK-11270 [DTC] - X-Coordinate,STARLINK-6176 - X-Coordinate,STARLINK-1677 - X-Coordinate,STARLINK-32020 - X-Coordinate,STARLINK-5879 - X-Coordinate,STARLINK-1585 - X-Coordinate,STARLINK-4151 - X-Coordinate,STARLINK-3682 - X-Coordinate,STARLINK-1965 - X-Coordinate,STARLINK-31184 - X-Coordinate,STARLINK-5125 - X-Coordinate,STARLINK-31034 - X-Coordinate,STARLINK-30501 - X-Coordinate,STARLINK-31160 - X-Coordinate,STARLINK-4461 - X-Coordinate,STARLINK-31676 - X-Coordinate,STARLINK-2059 - X-Coordinate,STARLINK-1193 - X-Coordinate,STARLINK-4674 - X-Coordinate,STARLINK-30327 - X-Coordinate,STARLINK-5128 - X-Coordinate,STARLINK-31300 - X-Coordinate,STARLINK-3053 - X-Coordinate,STARLINK-2152 - X-Coordinate,STARLINK-2468 - X-Coordinate,STARLINK-2645 - X-Coordinate,STARLINK-31212 - X-Coordinate,STARLINK-31515 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5090 - Y-Coordinate,STARLINK-1580 - Y-Coordinate,STARLINK-3639 - Y-Coordinate,STARLINK-4160 - Y-Coordinate,STARLINK-30850 - Y-Coordinate,STARLINK-5393 - Y-Coordinate,STARLINK-4734 - Y-Coordinate,STARLINK-3200 - Y-Coordinate,STARLINK-6224 - Y-Coordinate,STARLINK-30541 - Y-Coordinate,STARLINK-30151 - Y-Coordinate,STARLINK-2725 - Y-Coordinate,STARLINK-5197 - Y-Coordinate,STARLINK-31293 - Y-Coordinate,STARLINK-5931 - Y-Coordinate,STARLINK-1453 - Y-Coordinate,STARLINK-5345 - Y-Coordinate,STARLINK-11271 [DTC] - Y-Coordinate,STARLINK-5078 - Y-Coordinate,STARLINK-3227 - Y-Coordinate,STARLINK-30615 - Y-Coordinate,STARLINK-31266 - Y-Coordinate,STARLINK-30279 - Y-Coordinate,STARLINK-2369 - Y-Coordinate,STARLINK-4260 - Y-Coordinate,STARLINK-5734 - Y-Coordinate,STARLINK-1089 - Y-Coordinate,STARLINK-3396 - Y-Coordinate,STARLINK-2013 - Y-Coordinate,STARLINK-4210 - Y-Coordinate,STARLINK-4536 - Y-Coordinate,STARLINK-30500 - Y-Coordinate,STARLINK-5618 - Y-Coordinate,STARLINK-6271 - Y-Coordinate,STARLINK-6303 - Y-Coordinate,STARLINK-4639 - Y-Coordinate,STARLINK-31785 - Y-Coordinate,STARLINK-3958 - Y-Coordinate,STARLINK-3966 - Y-Coordinate,STARLINK-4408 - Y-Coordinate,STARLINK-1517 - Y-Coordinate,STARLINK-2242 - Y-Coordinate,STARLINK-30992 - Y-Coordinate,STARLINK-3605 - Y-Coordinate,STARLINK-30145 - Y-Coordinate,STARLINK-1498 - Y-Coordinate,STARLINK-4377 - Y-Coordinate,STARLINK-4656 - Y-Coordinate,STARLINK-4212 - Y-Coordinate,STARLINK-5911 - Y-Coordinate,STARLINK-31592 - Y-Coordinate,STARLINK-2722 - Y-Coordinate,STARLINK-5530 - Y-Coordinate,STARLINK-5027 - Y-Coordinate,STARLINK-1321 - Y-Coordinate,STARLINK-5063 - Y-Coordinate,STARLINK-30489 - Y-Coordinate,STARLINK-5533 - Y-Coordinate,STARLINK-2633 - Y-Coordinate,STARLINK-31561 - Y-Coordinate,STARLINK-32083 - Y-Coordinate,STARLINK-5124 - Y-Coordinate,STARLINK-1762 - Y-Coordinate,STARLINK-4360 - Y-Coordinate,STARLINK-1265 - Y-Coordinate,STARLINK-4543 - Y-Coordinate,STARLINK-3737 - Y-Coordinate,STARLINK-30289 - Y-Coordinate,STARLINK-1216 - Y-Coordinate,STARLINK-31026 - Y-Coordinate,STARLINK-31139 - Y-Coordinate,STARLINK-4561 - Y-Coordinate,STARLINK-11270 [DTC] - Y-Coordinate,STARLINK-6176 - Y-Coordinate,STARLINK-1677 - Y-Coordinate,STARLINK-32020 - Y-Coordinate,STARLINK-5879 - Y-Coordinate,STARLINK-1585 - Y-Coordinate,STARLINK-4151 - Y-Coordinate,STARLINK-3682 - Y-Coordinate,STARLINK-1965 - Y-Coordinate,STARLINK-31184 - Y-Coordinate,STARLINK-5125 - Y-Coordinate,STARLINK-31034 - Y-Coordinate,STARLINK-30501 - Y-Coordinate,STARLINK-31160 - Y-Coordinate,STARLINK-4461 - Y-Coordinate,STARLINK-31676 - Y-Coordinate,STARLINK-2059 - Y-Coordinate,STARLINK-1193 - Y-Coordinate,STARLINK-4674 - Y-Coordinate,STARLINK-30327 - Y-Coordinate,STARLINK-5128 - Y-Coordinate,STARLINK-31300 - Y-Coordinate,STARLINK-3053 - Y-Coordinate,STARLINK-2152 - Y-Coordinate,STARLINK-2468 - Y-Coordinate,STARLINK-2645 - Y-Coordinate,STARLINK-31212 - Y-Coordinate,STARLINK-31515 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5090 - Z-Coordinate,STARLINK-1580 - Z-Coordinate,STARLINK-3639 - Z-Coordinate,STARLINK-4160 - Z-Coordinate,STARLINK-30850 - Z-Coordinate,STARLINK-5393 - Z-Coordinate,STARLINK-4734 - Z-Coordinate,STARLINK-3200 - Z-Coordinate,STARLINK-6224 - Z-Coordinate,STARLINK-30541 - Z-Coordinate,STARLINK-30151 - Z-Coordinate,STARLINK-2725 - Z-Coordinate,STARLINK-5197 - Z-Coordinate,STARLINK-31293 - Z-Coordinate,STARLINK-5931 - Z-Coordinate,STARLINK-1453 - Z-Coordinate,STARLINK-5345 - Z-Coordinate,STARLINK-11271 [DTC] - Z-Coordinate,STARLINK-5078 - Z-Coordinate,STARLINK-3227 - Z-Coordinate,STARLINK-30615 - Z-Coordinate,STARLINK-31266 - Z-Coordinate,STARLINK-30279 - Z-Coordinate,STARLINK-2369 - Z-Coordinate,STARLINK-4260 - Z-Coordinate,STARLINK-5734 - Z-Coordinate,STARLINK-1089 - Z-Coordinate,STARLINK-3396 - Z-Coordinate,STARLINK-2013 - Z-Coordinate,STARLINK-4210 - Z-Coordinate,STARLINK-4536 - Z-Coordinate,STARLINK-30500 - Z-Coordinate,STARLINK-5618 - Z-Coordinate,STARLINK-6271 - Z-Coordinate,STARLINK-6303 - Z-Coordinate,STARLINK-4639 - Z-Coordinate,STARLINK-31785 - Z-Coordinate,STARLINK-3958 - Z-Coordinate,STARLINK-3966 - Z-Coordinate,STARLINK-4408 - Z-Coordinate,STARLINK-1517 - Z-Coordinate,STARLINK-2242 - Z-Coordinate,STARLINK-30992 - Z-Coordinate,STARLINK-3605 - Z-Coordinate,STARLINK-30145 - Z-Coordinate,STARLINK-1498 - Z-Coordinate,STARLINK-4377 - Z-Coordinate,STARLINK-4656 - Z-Coordinate,STARLINK-4212 - Z-Coordinate,STARLINK-5911 - Z-Coordinate,STARLINK-31592 - Z-Coordinate,STARLINK-2722 - Z-Coordinate,STARLINK-5530 - Z-Coordinate,STARLINK-5027 - Z-Coordinate,STARLINK-1321 - Z-Coordinate,STARLINK-5063 - Z-Coordinate,STARLINK-30489 - Z-Coordinate,STARLINK-5533 - Z-Coordinate,STARLINK-2633 - Z-Coordinate,STARLINK-31561 - Z-Coordinate,STARLINK-32083 - Z-Coordinate,STARLINK-5124 - Z-Coordinate,STARLINK-1762 - Z-Coordinate,STARLINK-4360 - Z-Coordinate,STARLINK-1265 - Z-Coordinate,STARLINK-4543 - Z-Coordinate,STARLINK-3737 - Z-Coordinate,STARLINK-30289 - Z-Coordinate,STARLINK-1216 - Z-Coordinate,STARLINK-31026 - Z-Coordinate,STARLINK-31139 - Z-Coordinate,STARLINK-4561 - Z-Coordinate,STARLINK-11270 [DTC] - Z-Coordinate,STARLINK-6176 - Z-Coordinate,STARLINK-1677 - Z-Coordinate,STARLINK-32020 - Z-Coordinate,STARLINK-5879 - Z-Coordinate,STARLINK-1585 - Z-Coordinate,STARLINK-4151 - Z-Coordinate,STARLINK-3682 - Z-Coordinate,STARLINK-1965 - Z-Coordinate,STARLINK-31184 - Z-Coordinate,STARLINK-5125 - Z-Coordinate,STARLINK-31034 - Z-Coordinate,STARLINK-30501 - Z-Coordinate,STARLINK-31160 - Z-Coordinate,STARLINK-4461 - Z-Coordinate,STARLINK-31676 - Z-Coordinate,STARLINK-2059 - Z-Coordinate,STARLINK-1193 - Z-Coordinate,STARLINK-4674 - Z-Coordinate,STARLINK-30327 - Z-Coordinate,STARLINK-5128 - Z-Coordinate,STARLINK-31300 - Z-Coordinate,STARLINK-3053 - Z-Coordinate,STARLINK-2152 - Z-Coordinate,STARLINK-2468 - Z-Coordinate,STARLINK-2645 - Z-Coordinate,STARLINK-31212 - Z-Coordinate,STARLINK-31515 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,6829.6193,-2807.9565,2363.6105,-5627.3021,6908.6828,-2518.1270,3291.7717,3559.5920,4773.7754,13.5349,-2349.7155,-6067.1949,-4132.3906,-2793.3404,-6291.4859,-4336.9105,-4744.2524,-232.1062,920.6653,-4014.8524,6728.3034,-4441.9369,-365.6579,-5076.3331,-4320.1719,2951.3637,0.0000,1546.1155,3471.8534,5353.4112,4668.0440,3370.8686,-2904.7505,-5493.1401,-2155.9243,-5731.1992,-3741.4977,1369.6807,859.5982,1231.2173,932.4160,3715.6615,919.5397,3447.6748,-4667.1610,0.0000,258.2490,480.5624,5416.8000,-2956.1683,5874.3427,5622.3275,6695.4559,-349.3158,6732.8399,-5305.2892,-4701.0509,802.2125,-4068.2716,-4831.7783,-2115.5375,-4822.3892,-773.9906,-1258.3618,-4377.0641,4813.7475,5709.4427,6359.3271,4665.6383,-5845.3295,6142.6431,4222.2037,-3852.0468,-4405.8740,2210.0003,79.9720,5275.1388,741.6363,-1881.5813,-881.9745,5454.7237,3533.6963,-4279.8553,-5084.7972,-6811.0551,3049.9646,-1463.1820,-1500.0405,-2151.4901,-5015.2788,5040.5610,37.4679,-4313.0556,3518.3694,-2592.5159,5889.5201,4292.5577,1224.1939,-714.1141,499.5800,304938.1428,339886.8359,318086.3221,317589.5999,321936.5640,322420.9205,326548.8493,324553.4428,151347181.6345,151346704.9458,151327300.1434,151334245.8912,323070.2077,151336918.8063,294.5102,3090.8467,-3510.2062,-292.2439,12.9961,5281.0111,3132.3249,-2827.3380,4210.5145,-6510.6454,-4501.7303,3279.6463,113.1178,-4398.9311,-2796.8410,-4632.1303,2168.1817,4044.8099,-6419.8433,3796.5533,705.1443,-4753.9368,-5713.6991,3842.9383,-1241.3885,5453.6131,0.0000,-6083.7389,-4542.2080,419.7145,-1620.9157,3968.3207,4125.6749,-2421.9691,5796.6279,3838.1335,3000.5808,-4496.9459,-6578.8360,-1915.3298,4477.1150,2732.1310,5689.2435,-4880.4267,-3325.2338,0.0000,-1254.6799,-6749.9396,-3431.1379,-1733.7113,-1809.1213,3927.3711,320.9338,6090.7327,322.5032,3106.0819,4463.5499,1471.3182,-3271.5942,-2301.3709,-4520.0154,-2948.7014,-4494.7630,-6780.1802,-3369.3640,-1341.0270,1411.7730,1452.4014,1053.4512,-2236.5981,906.7053,-4060.5460,-1833.9294,2705.2304,3900.1322,-5926.9316,-1269.1798,5318.5743,-5112.0839,-4163.8809,-3757.6879,-4827.8128,-2042.1833,1752.6291,-298.5837,-4129.0850,-6688.9507,6291.5508,3542.8603,288.2975,2548.0776,5055.6188,5309.8832,2579.6984,-106.8800,3226.3709,181.5059,-4309.9195,6584.4316,-6356.3241,184415.5900,170242.0965,184012.8179,181092.6440,173737.7545,175959.4512,182047.7753,180201.8588,54742725.8744,54759735.9275,54768801.7795,54754717.8583,181012.8331,54758534.3315,892.2960,5306.2244,-5453.5633,3864.5816,235.6854,3682.1309,-5160.3179,5167.9846,2745.6436,-2344.7802,-4711.7266,54.4630,5511.4603,-4428.4749,752.4365,-2689.5878,-4564.7031,-5333.7641,-2458.2776,-4112.9286,1491.3786,2047.7888,3823.9716,2672.4773,-5229.8455,-3084.7025,0.0000,2817.0282,-3888.6875,4369.2480,-4829.1475,4573.0642,-4666.0583,-3470.6491,-3109.0211,494.8392,4761.3501,-4982.5099,-1845.5753,-6548.6121,-5181.9781,5118.5775,3855.9850,-3415.0047,3766.6945,0.0000,-6816.5389,1428.7576,-2580.4118,-6061.9048,-2934.2466,741.6467,-628.0969,-3281.8018,1397.8233,-2957.9227,2414.3435,6717.6787,-4498.6044,-4212.9378,4690.7894,3959.9061,5043.5558,-415.4921,-4006.8981,4741.9101,3561.9416,2329.9284,4997.4876,-2954.1175,2737.3551,-3649.4676,5129.5709,-4605.0474,5183.7912,-3278.7383,4269.9652,-4329.5919,-4272.6355,-5403.7257,1540.1157,3182.5711,5024.7624,-4222.3240,-960.7210,4631.8321,826.5669,2034.0614,5482.7084,-4669.2657,-4046.2302,4707.5358,1106.0588,5257.0337,-6435.5679,1514.1874,5335.8366,5240.7179,-1687.9307,-2466.7123,-20567.7385,-25734.0345,-21805.6277,-22399.4025,-18079.0524,-26224.4943,-32352.1720,-24290.2286,-5045536.9772,-5014318.4400,-5042329.9365,-5031319.1036,-23777.9495,-5037653.6014,
300.000,6755.6938,-1401.5921,738.9207,-4553.0763,6519.7692,-493.9522,4982.4138,2759.7877,5242.1735,-1578.5072,-4172.3915,-5176.4816,-3997.9159,-3595.4745,-6431.9068,-5534.7506,-3359.3009,1957.7551,-799.7257,-3411.8296,6881.1149,-5089.9162,-2222.5541,-4559.4449,-5310.1980,4042.3172,0.0000,-16.6513,1569.8639,6123.3947,4686.5738,5009.7095,-1191.7718,-5406.4063,-671.9052,-4887.9478,-1749.1184,-723.2618,-498.6766,3032.9634,2914.7582,4103.5586,2618.8486,2595.8797,-5994.9199,0.0000,2178.2041,-802.7195,3903.9754,-2390.6948,5627.1521,5877.8008,6546.1952,1439.9996,6813.9106,-3708.4149,-3728.2783,-1195.9706,-4242.1350,-5000.1687,-3242.9409,-6123.2226,-2525.7094,-776.2965,-5797.9320,4966.0943,6579.8725,6872.2069,5637.7498,-6686.3349,6616.6710,2391.2806,-4000.6952,-3378.6905,3507.9491,-1319.6193,4077.2765,2204.3698,-2992.9045,-2960.6893,4121.4862,2308.3783,-5596.1487,-5169.3468,-6331.6737,1383.7697,-898.6208,19.5257,-147.9729,-3807.2553,4718.4971,2168.6730,-3343.0417,4083.1547,-1748.5481,5851.5865,4686.0894,-543.5650,919.5182,-1100.4656,300932.8373,336176.5579,314269.5190,313824.7559,318048.0485,318548.9493,322612.1477,320657.6318,150117800.1290,150117729.8671,150097471.3530,150105655.2249,319165.6685,150107554.4091,-1216.1392,4668.7323,-4838.4489,1301.2445,-1482.7132,5277.1902,2089.0136,-4647.8295,2410.7768,-6676.7560,-3408.5439,4165.8528,2259.1529,-2528.8006,-2179.4881,-3986.0516,3811.4226,3748.2284,-5856.9430,5342.7830,-813.8200,-3102.8172,-5919.3613,5098.1728,501.3198,3877.7792,0.0000,-5442.2158,-4566.3394,-1120.1292,-3481.4171,2714.8397,3376.1920,-443.4765,6650.8152,4714.0389,3747.6390,-4074.5487,-5948.1353,-2878.3199,4572.3161,618.5584,4546.8338,-6107.8293,-2019.5253,0.0000,-2302.8535,-6136.2062,-4040.9099,345.6699,-3495.9782,2622.9611,-321.0920,5315.9655,-903.2178,3774.3474,5747.0280,366.7659,-1245.4461,-171.0715,-2765.5745,-1984.9622,-3224.0132,-6615.7266,-2524.3467,-3176.4991,153.8805,-61.7823,-600.9409,-774.8203,-704.0199,-4347.1682,375.7195,4509.5089,2162.3484,-6434.0170,-3020.0310,3957.7064,-3478.4279,-3984.6707,-4372.1549,-6088.4312,-634.6818,3454.9579,1242.2954,-5394.7261,-6148.6926,6760.9410,4391.9054,1978.3932,653.4154,4771.3552,6030.8900,470.3771,1934.7158,1780.1051,-1857.0547,-5278.1446,6061.1733,-6667.1672,190721.6320,177328.0059,190881.7983,187928.9383,180469.0395,182790.4024,188760.6130,186822.1620,58038219.9426,58055266.0125,58063935.4914,58049714.7507,187779.3068,58053938.7970,-657.0533,4674.1734,-4867.6496,4923.0684,1747.8427,4435.9646,-4252.5350,4262.8787,3839.3397,-894.3026,-4354.1913,1842.0986,5136.5187,-5238.7708,-1374.8932,-980.2350,-4715.5554,-5194.0625,-3629.4154,-2693.1202,-35.9333,3311.2155,2728.9641,962.7177,-4370.8964,-4074.1746,0.0000,4205.6775,-4949.4541,3033.2758,-3694.5251,3945.2973,-5867.8560,-4320.5561,-1793.9878,-1317.0144,5343.4166,-5459.2985,-3437.2432,-5530.2467,-4285.1309,5498.9310,4531.3008,-1819.0530,2652.0457,0.0000,-6168.3206,3082.7116,-4027.2127,-6531.8520,-1577.6641,2475.4456,1524.3904,-4202.9267,-411.7088,-4307.7528,973.4844,6810.5435,-5286.8171,-4622.1928,5360.1398,2495.0916,5427.3615,1821.4796,-2562.7537,3567.3314,1997.5077,878.2895,3965.8587,-1605.4528,1340.7494,-4798.8090,5324.7820,-4022.9366,5475.4714,-1651.8912,4681.4374,-5202.3270,-5184.7355,-4761.5225,3180.1680,1884.5763,4004.4267,-2842.7615,-2405.4733,4098.5666,2985.2683,535.2945,5285.1853,-5351.0484,-5058.9477,4500.6203,-707.8441,5456.5736,-6430.8671,3154.0247,4640.7785,4404.7134,-3023.9901,-1027.2071,-20709.7312,-25883.1919,-21874.0726,-22704.5020,-18163.3951,-26079.9751,-32557.2389,-23950.9261,-5047617.8465,-5016157.6548,-5043692.4312,-5033344.1392,-23906.6434,-5039535.5566,
600.000,6015.1332,106.6684,-916.7723,-3042.1954,5493.6418,1593.6757,6180.3070,1730.4530,5237.6345,-3008.5179,-5605.4711,-3756.3678,-3520.6698,-4088.0826,-5919.3853,-6169.9051,-1682.4255,3938.3026,-2471.9662,-2494.8073,6365.4842,-5249.3635,-3841.8812,-3595.7810,-5802.1338,4780.1878,0.0000,-1617.1199,-507.6297,6304.8231,4275.7696,6176.0470,689.7948,-4834.4333,860.6133,-3549.6335,417.9949,-2763.1176,-1843.3999,4547.2641,4589.6569,4142.2471,4099.3817,1501.9888,-6726.0405,0.0000,3906.6069,-2040.0555,1991.9987,-1666.5732,4814.4712,5561.8507,5664.3280,3120.8282,6206.9938,-1720.6576,-2400.4175,-3016.2824,-4050.0702,-4703.2695,-4096.4188,-6810.8555,-4055.9103,-233.9730,-6614.6541,4654.2308,6788.8764,6718.6270,6078.1709,-6877.5866,6409.8094,307.5900,-3768.9055,-2061.0248,4501.3888,-2561.2862,2512.3775,3497.5565,-3864.4374,-4733.4212,2341.7541,861.8922,-6374.7734,-4747.5019,-5230.8121,-386.0069,-275.7052,1531.7025,1842.9968,-2253.2665,3984.5247,4089.0629,-2035.8120,4289.0649,-805.8897,5245.9718,4649.4546,-2221.1423,2487.3653,-2579.4525,296798.5299,332317.7193,310313.5130,309926.8195,314019.4038,314533.5423,318535.9121,316508.3688,148816664.5785,148817001.0049,148795911.7547,148805345.3536,315119.4202,148806439.5901,-2613.1789,5775.3142,-5718.7622,2807.1312,-2850.2201,4798.3473,881.7114,-6004.6661,364.9865,-6194.4939,-2024.0742,4652.4059,4174.6388,-407.8439,-1321.7772,-2948.3410,5117.2282,3102.7726,-4747.3008,6343.2233,-2254.0278,-1123.1146,-5559.3839,5837.4513,2157.5106,1929.2191,0.0000,-4278.5342,-4189.6171,-2519.7183,-4976.9637,1234.2811,2338.6765,1596.4786,6860.2303,5132.9511,4157.1160,-3295.3048,-4732.4508,-3463.8396,4257.8194,-1552.4505,2991.6738,-6713.7052,-537.3277,0.0000,-3027.7093,-4920.3315,-4293.0221,2417.2136,-4813.8115,1033.9740,-948.3623,4051.7936,-2042.4114,4101.1210,6465.9662,-860.2437,915.4643,1981.1767,-750.5167,-851.0775,-1663.2253,-5717.0957,-1446.9796,-4671.8991,-1097.1466,-1561.5293,-2160.2388,747.1975,-2229.1612,-4252.4036,2542.4566,5884.4840,237.5963,-6265.1963,-4506.9980,2231.3870,-1518.0059,-3457.1841,-4562.4083,-6715.2603,794.9832,4781.8555,2683.0558,-6158.5539,-4918.0680,6528.6844,4850.8849,3512.5166,-1333.2013,4064.2233,6159.8853,-1674.1462,3811.3213,126.4214,-3683.8015,-5752.8311,4936.3110,-6305.4284,196940.5420,184333.6230,197666.0380,194686.9837,187117.2795,189549.5562,195387.8210,193430.9275,61306134.6125,61323235.2328,61331464.0418,61317201.2060,194461.5689,61321765.1071,-2134.9124,3502.8337,-3755.2884,5432.3613,3071.0689,4711.5618,-2879.0178,2892.6355,4522.1827,652.5177,-3530.2997,3429.2708,4203.1537,-5466.8306,-3354.7975,835.9942,-4362.5349,-4440.3334,-4413.0862,-979.4744,-1559.4076,4202.6180,1336.0699,-851.3226,-3037.5130,-4627.0180,0.0000,5134.1685,-5477.6805,1371.6510,-2160.8307,2895.3916,-6428.0258,-4709.2176,-285.9254,-2986.9118,5310.2418,-5332.6770,-4654.1700,-3922.0352,-2926.1448,5281.5776,4722.5761,-24.0001,1244.4683,0.0000,-4863.4385,4404.1592,-5039.8969,-6315.3925,-42.9228,3940.0742,3498.5827,-4673.9837,-2176.2659,-5175.0463,-572.2644,6175.9067,-5500.8481,-4511.1563,5436.3237,759.8461,5197.8870,3861.1136,-831.0853,2004.2737,214.1075,-667.6162,2507.8111,-83.9342,-208.7712,-5429.0109,4882.0786,-3009.1141,5162.6244,164.5556,4586.6440,-5511.5644,-5541.3153,-3598.8639,4459.6909,370.8478,2551.9614,-1146.1500,-3587.5641,3123.8893,4819.1794,-1024.7082,4509.1110,-5443.4123,-5535.2721,3807.8462,-2445.9238,5047.9804,-5743.0966,4448.9564,3432.4558,3090.6476,-4022.6871,527.0522,-20851.9211,-26032.2242,-21946.3702,-23012.8089,-18250.8081,-25929.6068,-32757.6388,-23608.0477,-5049695.2054,-5018002.4290,-5045050.1242,-5035420.8582,-24035.3202,-5041417.6560,
