sl_100_86400_20290412 Coordinates.csv
2029/04/12 07:47:00.0000 UTC

Generated: Tue Oct  8 21:47:34 2024,
Start: 2029/04/12 07:47:00.00, Stop: 2029/04/13 07:47:00.00,
TIME_UNITS,STARLINK-5390 - X-Coordinate,STARLINK-30933 - X-Coordinate,STARLINK-30938 - X-Coordinate,STARLINK-4425 - X-Coordinate,STARLINK-30177 - X-Coordinate,STARLINK-31867 - X-Coordinate,STARLINK-31047 - X-Coordinate,STARLINK-31849 - X-Coordinate,STARLINK-31706 - X-Coordinate,STARLINK-1578 - X-Coordinate,STARLINK-1372 - X-Coordinate,STARLINK-2613 - X-Coordinate,STARLINK-1485 - X-Coordinate,STARLINK-3260 - X-Coordinate,STARLINK-2062 - X-Coordinate,STARLINK-4703 - X-Coordinate,STARLINK-3999 - X-Coordinate,STARLINK-2447 - X-Coordinate,STARLINK-31896 - X-Coordinate,STARLINK-1999 - X-Coordinate,STARLINK-6217 - X-Coordinate,STARLINK-2166 - X-Coordinate,STARLINK-4395 - X-Coordinate,STARLINK-30986 - X-Coordinate,STARLINK-1068 - X-Coordinate,STARLINK-5480 - X-Coordinate,STARLINK-4740 - X-Coordinate,STARLINK-11109 [DTC] - X-Coordinate,STARLINK-30166 - X-Coordinate,STARLINK-31167 - X-Coordinate,STARLINK-2726 - X-Coordinate,STARLINK-30930 - X-Coordinate,STARLINK-30546 - X-Coordinate,STARLINK-3266 - X-Coordinate,STARLINK-5522 - X-Coordinate,STARLINK-31573 - X-Coordinate,STARLINK-5912 - X-Coordinate,STARLINK-3825 - X-Coordinate,STARLINK-6190 - X-Coordinate,STARLINK-6374 - X-Coordinate,STARLINK-2037 - X-Coordinate,STARLINK-32128 - X-Coordinate,STARLINK-3998 - X-Coordinate,STARLINK-31503 - X-Coordinate,STARLINK-11082 [DTC] - X-Coordinate,STARLINK-1397 - X-Coordinate,STARLINK-4013 - X-Coordinate,STARLINK-31023 - X-Coordinate,STARLINK-31373 - X-Coordinate,STARLINK-11137 [DTC] - X-Coordinate,STARLINK-3116 - X-Coordinate,STARLINK-31416 - X-Coordinate,STARLINK-30766 - X-Coordinate,STARLINK-31407 - X-Coordinate,STARLINK-11272 [DTC] - X-Coordinate,STARLINK-6288 - X-Coordinate,STARLINK-31488 - X-Coordinate,STARLINK-5031 - X-Coordinate,STARLINK-4132 - X-Coordinate,STARLINK-4299 - X-Coordinate,STARLINK-3785 - X-Coordinate,STARLINK-4265 - X-Coordinate,STARLINK-4300 - X-Coordinate,STARLINK-1710 - X-Coordinate,STARLINK-2732 - X-Coordinate,STARLINK-1368 - X-Coordinate,STARLINK-3109 - X-Coordinate,STARLINK-31166 - X-Coordinate,STARLINK-30141 - X-Coordinate,STARLINK-31678 - X-Coordinate,STARLINK-1820 - X-Coordinate,STARLINK-6277 - X-Coordinate,STARLINK-3651 - X-Coordinate,STARLINK-3783 - X-Coordinate,STARLINK-30596 - X-Coordinate,STARLINK-31051 - X-Coordinate,STARLINK-31123 - X-Coordinate,STARLINK-3718 - X-Coordinate,STARLINK-4690 - X-Coordinate,STARLINK-4772 - X-Coordinate,STARLINK-5951 - X-Coordinate,STARLINK-30929 - X-Coordinate,STARLINK-30119 - X-Coordinate,STARLINK-4658 - X-Coordinate,STARLINK-4176 - X-Coordinate,STARLINK-31627 - X-Coordinate,STARLINK-4012 - X-Coordinate,STARLINK-2283 - X-Coordinate,STARLINK-31354 - X-Coordinate,STARLINK-3780 - X-Coordinate,STARLINK-1303 - X-Coordinate,STARLINK-31439 - X-Coordinate,STARLINK-3643 - X-Coordinate,STARLINK-30888 - X-Coordinate,STARLINK-4152 - X-Coordinate,STARLINK-3150 - X-Coordinate,STARLINK-4354 - X-Coordinate,STARLINK-30251 - X-Coordinate,STARLINK-30094 - X-Coordinate,STARLINK-31926 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5390 - Y-Coordinate,STARLINK-30933 - Y-Coordinate,STARLINK-30938 - Y-Coordinate,STARLINK-4425 - Y-Coordinate,STARLINK-30177 - Y-Coordinate,STARLINK-31867 - Y-Coordinate,STARLINK-31047 - Y-Coordinate,STARLINK-31849 - Y-Coordinate,STARLINK-31706 - Y-Coordinate,STARLINK-1578 - Y-Coordinate,STARLINK-1372 - Y-Coordinate,STARLINK-2613 - Y-Coordinate,STARLINK-1485 - Y-Coordinate,STARLINK-3260 - Y-Coordinate,STARLINK-2062 - Y-Coordinate,STARLINK-4703 - Y-Coordinate,STARLINK-3999 - Y-Coordinate,STARLINK-2447 - Y-Coordinate,STARLINK-31896 - Y-Coordinate,STARLINK-1999 - Y-Coordinate,STARLINK-6217 - Y-Coordinate,STARLINK-2166 - Y-Coordinate,STARLINK-4395 - Y-Coordinate,STARLINK-30986 - Y-Coordinate,STARLINK-1068 - Y-Coordinate,STARLINK-5480 - Y-Coordinate,STARLINK-4740 - Y-Coordinate,STARLINK-11109 [DTC] - Y-Coordinate,STARLINK-30166 - Y-Coordinate,STARLINK-31167 - Y-Coordinate,STARLINK-2726 - Y-Coordinate,STARLINK-30930 - Y-Coordinate,STARLINK-30546 - Y-Coordinate,STARLINK-3266 - Y-Coordinate,STARLINK-5522 - Y-Coordinate,STARLINK-31573 - Y-Coordinate,STARLINK-5912 - Y-Coordinate,STARLINK-3825 - Y-Coordinate,STARLINK-6190 - Y-Coordinate,STARLINK-6374 - Y-Coordinate,STARLINK-2037 - Y-Coordinate,STARLINK-32128 - Y-Coordinate,STARLINK-3998 - Y-Coordinate,STARLINK-31503 - Y-Coordinate,STARLINK-11082 [DTC] - Y-Coordinate,STARLINK-1397 - Y-Coordinate,STARLINK-4013 - Y-Coordinate,STARLINK-31023 - Y-Coordinate,STARLINK-31373 - Y-Coordinate,STARLINK-11137 [DTC] - Y-Coordinate,STARLINK-3116 - Y-Coordinate,STARLINK-31416 - Y-Coordinate,STARLINK-30766 - Y-Coordinate,STARLINK-31407 - Y-Coordinate,STARLINK-11272 [DTC] - Y-Coordinate,STARLINK-6288 - Y-Coordinate,STARLINK-31488 - Y-Coordinate,STARLINK-5031 - Y-Coordinate,STARLINK-4132 - Y-Coordinate,STARLINK-4299 - Y-Coordinate,STARLINK-3785 - Y-Coordinate,STARLINK-4265 - Y-Coordinate,STARLINK-4300 - Y-Coordinate,STARLINK-1710 - Y-Coordinate,STARLINK-2732 - Y-Coordinate,STARLINK-1368 - Y-Coordinate,STARLINK-3109 - Y-Coordinate,STARLINK-31166 - Y-Coordinate,STARLINK-30141 - Y-Coordinate,STARLINK-31678 - Y-Coordinate,STARLINK-1820 - Y-Coordinate,STARLINK-6277 - Y-Coordinate,STARLINK-3651 - Y-Coordinate,STARLINK-3783 - Y-Coordinate,STARLINK-30596 - Y-Coordinate,STARLINK-31051 - Y-Coordinate,STARLINK-31123 - Y-Coordinate,STARLINK-3718 - Y-Coordinate,STARLINK-4690 - Y-Coordinate,STARLINK-4772 - Y-Coordinate,STARLINK-5951 - Y-Coordinate,STARLINK-30929 - Y-Coordinate,STARLINK-30119 - Y-Coordinate,STARLINK-4658 - Y-Coordinate,STARLINK-4176 - Y-Coordinate,STARLINK-31627 - Y-Coordinate,STARLINK-4012 - Y-Coordinate,STARLINK-2283 - Y-Coordinate,STARLINK-31354 - Y-Coordinate,STARLINK-3780 - Y-Coordinate,STARLINK-1303 - Y-Coordinate,STARLINK-31439 - Y-Coordinate,STARLINK-3643 - Y-Coordinate,STARLINK-30888 - Y-Coordinate,STARLINK-4152 - Y-Coordinate,STARLINK-3150 - Y-Coordinate,STARLINK-4354 - Y-Coordinate,STARLINK-30251 - Y-Coordinate,STARLINK-30094 - Y-Coordinate,STARLINK-31926 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5390 - Z-Coordinate,STARLINK-30933 - Z-Coordinate,STARLINK-30938 - Z-Coordinate,STARLINK-4425 - Z-Coordinate,STARLINK-30177 - Z-Coordinate,STARLINK-31867 - Z-Coordinate,STARLINK-31047 - Z-Coordinate,STARLINK-31849 - Z-Coordinate,STARLINK-31706 - Z-Coordinate,STARLINK-1578 - Z-Coordinate,STARLINK-1372 - Z-Coordinate,STARLINK-2613 - Z-Coordinate,STARLINK-1485 - Z-Coordinate,STARLINK-3260 - Z-Coordinate,STARLINK-2062 - Z-Coordinate,STARLINK-4703 - Z-Coordinate,STARLINK-3999 - Z-Coordinate,STARLINK-2447 - Z-Coordinate,STARLINK-31896 - Z-Coordinate,STARLINK-1999 - Z-Coordinate,STARLINK-6217 - Z-Coordinate,STARLINK-2166 - Z-Coordinate,STARLINK-4395 - Z-Coordinate,STARLINK-30986 - Z-Coordinate,STARLINK-1068 - Z-Coordinate,STARLINK-5480 - Z-Coordinate,STARLINK-4740 - Z-Coordinate,STARLINK-11109 [DTC] - Z-Coordinate,STARLINK-30166 - Z-Coordinate,STARLINK-31167 - Z-Coordinate,STARLINK-2726 - Z-Coordinate,STARLINK-30930 - Z-Coordinate,STARLINK-30546 - Z-Coordinate,STARLINK-3266 - Z-Coordinate,STARLINK-5522 - Z-Coordinate,STARLINK-31573 - Z-Coordinate,STARLINK-5912 - Z-Coordinate,STARLINK-3825 - Z-Coordinate,STARLINK-6190 - Z-Coordinate,STARLINK-6374 - Z-Coordinate,STARLINK-2037 - Z-Coordinate,STARLINK-32128 - Z-Coordinate,STARLINK-3998 - Z-Coordinate,STARLINK-31503 - Z-Coordinate,STARLINK-11082 [DTC] - Z-Coordinate,STARLINK-1397 - Z-Coordinate,STARLINK-4013 - Z-Coordinate,STARLINK-31023 - Z-Coordinate,STARLINK-31373 - Z-Coordinate,STARLINK-11137 [DTC] - Z-Coordinate,STARLINK-3116 - Z-Coordinate,STARLINK-31416 - Z-Coordinate,STARLINK-30766 - Z-Coordinate,STARLINK-31407 - Z-Coordinate,STARLINK-11272 [DTC] - Z-Coordinate,STARLINK-6288 - Z-Coordinate,STARLINK-31488 - Z-Coordinate,STARLINK-5031 - Z-Coordinate,STARLINK-4132 - Z-Coordinate,STARLINK-4299 - Z-Coordinate,STARLINK-3785 - Z-Coordinate,STARLINK-4265 - Z-Coordinate,STARLINK-4300 - Z-Coordinate,STARLINK-1710 - Z-Coordinate,STARLINK-2732 - Z-Coordinate,STARLINK-1368 - Z-Coordinate,STARLINK-3109 - Z-Coordinate,STARLINK-31166 - Z-Coordinate,STARLINK-30141 - Z-Coordinate,STARLINK-31678 - Z-Coordinate,STARLINK-1820 - Z-Coordinate,STARLINK-6277 - Z-Coordinate,STARLINK-3651 - Z-Coordinate,STARLINK-3783 - Z-Coordinate,STARLINK-30596 - Z-Coordinate,STARLINK-31051 - Z-Coordinate,STARLINK-31123 - Z-Coordinate,STARLINK-3718 - Z-Coordinate,STARLINK-4690 - Z-Coordinate,STARLINK-4772 - Z-Coordinate,STARLINK-5951 - Z-Coordinate,STARLINK-30929 - Z-Coordinate,STARLINK-30119 - Z-Coordinate,STARLINK-4658 - Z-Coordinate,STARLINK-4176 - Z-Coordinate,STARLINK-31627 - Z-Coordinate,STARLINK-4012 - Z-Coordinate,STARLINK-2283 - Z-Coordinate,STARLINK-31354 - Z-Coordinate,STARLINK-3780 - Z-Coordinate,STARLINK-1303 - Z-Coordinate,STARLINK-31439 - Z-Coordinate,STARLINK-3643 - Z-Coordinate,STARLINK-30888 - Z-Coordinate,STARLINK-4152 - Z-Coordinate,STARLINK-3150 - Z-Coordinate,STARLINK-4354 - Z-Coordinate,STARLINK-30251 - Z-Coordinate,STARLINK-30094 - Z-Coordinate,STARLINK-31926 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,650.6652,-6281.0566,-2268.7925,-5089.0046,5767.2102,6546.0558,-801.9148,668.3701,4861.7762,-999.6355,6440.7173,5927.0023,4175.7922,-5626.2006,3209.0115,-6808.4516,1709.1153,-5649.9508,-1910.1362,-3693.2681,-1179.4730,-1857.3027,-5144.5714,-1346.7514,4972.3678,-3839.8384,-3995.8115,-4183.3505,-5067.4907,818.4542,-5918.1835,-4007.1317,-1195.6208,3442.5229,6914.3534,5553.1427,6214.5883,-5853.5327,106.0392,4986.2488,2335.0978,3343.8182,3951.9500,5226.4369,802.8118,6561.8458,3702.0533,2927.4943,241.4668,4121.4824,-5826.4634,-3031.0507,-803.9469,-4998.2354,4349.0978,5035.5361,4831.9690,-881.0817,6563.2491,-4402.3435,4934.3410,-2831.9739,-2856.4518,-3353.6474,3339.0159,-6498.2442,-4901.3172,-3540.5176,5009.8862,-3051.9373,4556.3164,-1900.0256,5720.7097,2593.3958,-3566.5967,-2876.3035,4074.0506,3733.9048,-4204.0773,2835.8722,3833.1288,-3033.2527,4644.9048,-389.9419,4005.2693,-5481.1960,2478.0780,-1542.2105,4061.6636,-1487.0181,2990.2324,-3509.5167,4075.0471,2013.3233,-1887.8713,3836.1206,5571.8915,5293.4767,-5034.0821,-3404.9671,-289272.8225,-290167.1224,-282514.4601,-285016.3819,-289960.0598,-287846.6523,-280531.5935,-283598.6129,73884566.4528,73867128.9162,73871007.8510,73877726.2050,-282886.8561,73870385.3294,6741.1749,1768.7888,3924.0264,3409.2059,244.6772,1314.7886,-4655.3530,4966.1525,-2285.0881,-6273.6919,1792.1033,3457.1890,312.6956,4026.0744,-3147.0336,526.4445,-5334.0394,-1049.6718,5470.0963,-2788.0231,5913.4540,-5960.1678,2265.4808,-5141.4099,3921.8691,576.7248,-2128.9394,-396.1737,-1791.2428,5704.8955,1615.0670,-2020.7097,6838.1128,-5309.4882,30.0722,1916.8328,-2226.4741,3620.9244,5442.0822,-988.9542,-3914.1846,3138.7584,5625.8698,-3479.8865,-4416.5596,1527.0415,-5729.5985,-4280.2729,-4743.4007,982.5969,-3515.6495,4041.6856,5128.3288,171.1168,3357.0676,-3947.6596,3923.2260,5591.7010,1266.4803,1905.4039,-3033.7500,5659.4201,3000.3668,-4793.9854,3572.6393,73.7137,-3193.7844,4361.9361,-786.0318,-6088.3571,-3986.7878,-4701.0741,-3574.5774,3204.7548,3412.3747,-6021.8763,-1057.4441,1829.0402,4980.7599,3000.0310,3941.0492,4568.0633,-3872.1111,4590.2707,4342.8236,3154.3993,-6321.3086,5860.8390,5273.9507,5885.1431,5362.2248,-3586.3623,2367.4371,-4805.4825,-5672.2185,2486.2688,-3286.9636,-3394.7426,-2000.1789,-3844.1479,305169.3700,281722.0922,293837.5706,293127.4690,286153.6900,286679.2744,285233.4900,286993.7879,-66815032.9497,-66788924.4392,-66822315.0805,-66803918.6298,287991.5293,-66804980.0590,-1441.1666,-2100.2935,-5107.5325,3253.7734,3725.3976,-1211.6346,-5042.3940,-4653.3135,-4197.6376,2160.0792,1403.3029,-731.2368,5409.5531,36.5939,-5128.7120,140.0221,4014.2515,-3631.8031,-3578.9577,-5135.2311,-3425.4036,-2931.5376,-4074.6256,-4428.4460,2637.7632,5735.0111,5170.7204,5220.6650,-4388.5978,-3737.3671,2986.7025,-5126.0336,-832.5211,2745.0187,704.7053,3416.3618,2084.0161,401.6785,4309.8405,-4731.7354,-5171.5930,-5093.0711,-818.7471,2661.1815,4966.1224,1396.2885,913.8924,4598.2870,-4892.5380,5155.8782,-1342.3180,-4538.3033,-4607.7495,-4638.4699,3896.5996,2655.8658,-2673.8957,3928.0634,-1738.0888,-4979.4363,3757.2513,2713.0852,-5536.9778,-3677.8584,-4945.3588,-2187.7846,-3742.6001,3902.2047,4722.3304,133.1034,-3365.0727,4722.8671,-1481.1281,5495.0061,4747.8843,1803.9626,5499.2234,5505.0062,-2272.0556,-5490.9680,4213.0507,-4123.7995,3336.7945,-5140.2062,-3573.4539,2630.5116,1160.2050,-2988.9073,-1634.1850,-3302.6991,-3194.9203,-4624.5216,5052.8209,-4543.1936,3413.7503,-5180.0365,-2531.1515,-2909.7786,4313.8213,4483.9376,50403.6087,45258.5348,49810.8430,49566.1389,53661.7901,45287.0945,39434.9560,49250.4299,5397169.5492,5381008.6393,5371106.1843,5377035.3566,47963.0876,5386435.6917,
3600.000,-2797.3053,5192.5429,-158.9281,6482.8433,-3687.9151,-4379.1888,4277.7577,-4795.8034,-483.1597,3331.2513,-6040.4263,-5144.1695,-3538.7938,3448.5846,-1483.2753,4921.1972,-15.7926,6631.9222,-2604.3410,6531.0035,-1290.5134,3468.9681,1215.7367,4762.7400,-4283.0361,6278.0121,6567.5183,2846.9156,4901.7814,-4186.7403,2126.7659,4080.2594,-1159.8538,156.3053,-4712.6390,-4342.3131,-5233.0724,3343.6101,-1816.8712,-4010.0173,2178.6084,-6451.2975,-4286.3373,-3600.7747,2707.1801,-6172.3489,-900.4175,-160.5423,4054.1364,-5792.3884,5158.5045,-1408.0616,-2666.5284,3999.3199,-6449.2102,-1487.5351,-5994.9531,-999.7546,-6357.9723,808.1461,-938.0312,-680.6265,-143.1951,5373.3746,-6178.5931,6145.6854,5854.1119,1314.3688,-3983.1061,4665.2337,-3832.4345,5332.3770,-2683.6765,-5705.1847,-1036.4657,3714.5071,-3638.5752,-5779.5877,747.5546,-5678.0231,-5302.5228,-1441.3970,-3240.0469,-3785.2290,-5867.4903,1607.3062,190.7086,-561.9201,-5001.2670,-111.9524,-4736.4854,5977.3223,-6647.9416,1194.8199,3836.4414,-6564.0215,-6291.1387,-1775.8064,6692.0059,5689.9699,-357221.5708,-351463.0397,-344222.6338,-346312.3644,-353441.6197,-349456.7369,-344578.2298,-345709.9773,88715732.4479,88694447.5014,88706697.6578,88706544.4050,-346169.9548,88700757.1710,-5912.1013,-4074.6498,-6609.7009,-1425.2522,3546.7289,1500.1613,1855.5298,-4037.8217,4208.2238,2443.8956,172.1107,-865.7597,4202.8851,-4476.1986,6421.0194,-2282.1248,6894.4677,-1077.7190,-4356.0595,1014.4520,-6809.7908,2462.1923,631.7491,2703.6387,-87.5687,-2315.5517,-226.9745,-4690.8904,-2298.8464,-2932.3990,-3556.5172,-2887.6283,-5749.6237,4312.0122,455.6163,2564.0433,4241.6362,-4186.3475,-1587.8881,4672.6859,4355.2004,-1523.3431,-3009.7082,5644.4557,6052.4937,243.2899,4983.5972,6492.6331,2382.6687,2968.7225,2883.0907,-5667.3441,-5915.5496,-4538.3296,-1774.9078,4915.4615,-2210.0536,-6817.7730,377.1686,-4512.6737,4033.3827,-4245.6900,-5808.3414,4311.0377,-2690.8237,-1836.2979,3542.5107,-6696.3408,4546.5855,3268.0411,5703.7008,2865.3145,4042.4218,-214.8597,-4395.1723,2932.5071,4851.9713,1600.1179,-4419.7723,352.1531,-103.6307,-3924.0317,6103.6321,-2920.8714,-3572.8863,-3940.8072,4958.8571,-6441.9081,-3635.8400,-6835.2022,-4925.9756,-183.2489,-469.5024,6445.9143,5645.9911,-455.0501,1016.0352,4765.4710,-786.9663,-143.5494,221521.4198,202360.3691,212702.0668,210820.3132,205173.2110,206531.2541,204596.3453,208408.2553,-45345856.7792,-45320185.0365,-45347492.6100,-45326646.2341,207387.1688,-45335159.9192,-2271.5993,-1846.1816,1682.0216,1999.9549,-4597.4903,4951.5952,5084.6113,2713.7146,5329.4471,-5296.0539,3179.1168,4504.2422,-4095.8367,3980.1536,1730.7719,4139.4365,71.8212,-1023.8193,4525.4749,2004.1035,30.8102,5412.7562,6791.4739,4211.3583,-5368.0665,-1823.2935,-2041.4458,-3867.6036,4323.9454,4575.0790,-5431.5735,4615.5036,3795.6850,-5391.3946,-5089.2969,-4570.4217,1602.0548,-4347.2398,-6516.9300,3192.3202,4862.6267,1721.3269,4516.2556,1301.3644,-985.8912,3023.2482,-4668.3509,-2447.0459,4923.7102,-1515.9941,-3631.1064,3450.4940,2441.5713,3131.2663,839.3423,-4659.5611,-2247.7855,200.7520,-2677.2394,5161.2661,-5535.8260,-5387.8683,3735.6087,-523.1596,1697.8536,-2426.6736,-1173.6227,-548.7515,-3410.2604,-3743.4314,-861.4967,-3393.9025,4902.0783,-3839.4493,-5163.8223,-5047.7492,-3362.9416,-3429.2123,5235.5876,3836.7104,-4470.4066,5426.2752,134.0231,4964.4408,-688.4105,-5376.6670,-4786.2025,-1958.7833,-2957.1974,-1007.3165,-1092.2967,3267.8656,-1851.5103,2172.3353,911.4997,2091.7348,-2763.4839,4692.5833,-1631.7359,-3770.4508,51525.4257,47052.7433,51743.5877,48688.8900,55445.0614,50206.7113,40165.8850,47939.2423,5402010.2112,5394632.7243,5376014.0211,5384864.1005,49358.4507,5393138.9746,
7200.000,4416.8153,-1545.8693,1941.4052,-3211.1894,1073.1767,574.4811,-6625.1606,6443.8711,-3389.4248,-5122.6970,2802.8314,3070.0945,2365.0165,690.9390,-471.2153,-622.3000,-1731.3734,-3765.3953,6098.7815,-6458.7301,3235.1667,-5069.2832,4161.7815,-6778.0419,3061.1128,-5705.3877,-6136.7207,-898.3984,-4012.7988,6482.6106,2170.7300,-3379.6482,3954.1603,-4326.4706,671.2788,2107.6425,2042.9724,1044.0319,4537.4398,2374.5529,-5268.4806,6217.6455,4084.4833,-80.7132,-4044.0159,3139.7691,-3183.2149,-2109.4364,-6699.1452,3573.8951,-2653.6000,4488.8701,4700.1208,-1896.1485,4493.1998,-2547.6699,3947.2076,2498.7832,3462.8657,2056.1245,-3117.4236,4692.7647,2065.4913,-5044.7346,6360.9372,-2665.8053,-4030.5717,1401.8640,2309.6568,-4941.2040,1254.8569,-6890.4973,-1772.5069,6615.1741,4604.5520,-4424.5165,2614.5862,5878.3510,3596.1016,6379.4948,5773.5374,5400.2936,483.2998,6561.1951,5142.7450,2982.9804,-3831.6403,2953.5885,4154.7496,1944.9696,4630.1593,-6042.8798,6342.8690,-3413.5049,-4238.6544,6406.3048,2495.3463,-2164.8554,-5944.9820,-5937.2067,-401482.9404,-390923.8111,-383615.4302,-384814.7025,-394343.4313,-385740.5444,-386146.9941,-387407.2971,97463802.7948,97439899.8888,97455929.5545,97447855.9116,-387091.7726,97447752.7710,2751.6434,4956.3123,5824.1768,-835.7826,-6375.2392,-4820.4699,434.4891,1926.8419,-5389.8507,2383.8933,-3027.0226,-3032.1304,-6426.6597,4095.5429,-6119.2284,4159.7478,-5243.3931,2897.4459,2279.0685,578.2424,5120.5981,1641.7070,-695.3204,-199.3286,-4317.3001,2279.5254,1879.5778,6566.2760,5408.8426,-169.0029,5212.4648,5883.6508,3288.7458,-2853.3513,-2376.1259,-6099.2883,-5016.4717,4093.7800,-1912.0492,-6518.3165,-4223.2734,-304.8394,-1279.5035,-5296.8248,-3625.1696,-2813.0135,-3023.6195,-6500.5304,-228.0435,-4352.2796,179.3378,5076.2266,4963.7455,6504.1093,-1250.2049,-5191.9811,-1446.1029,4848.0698,-2623.8142,6255.0796,-4858.4242,2276.2615,6581.8687,-1774.9773,1222.2941,3413.0485,-1753.3006,5880.1843,-6539.5105,1382.9903,-5076.7913,-790.2063,-4179.4247,-1835.7726,4694.2088,1422.8488,-6368.1880,-3525.4509,3362.3524,-2497.4130,-3270.5980,3032.6823,-5919.5531,1414.8954,1006.5156,4414.8831,-2283.0458,3077.5705,-364.0411,4713.0618,2129.2287,3111.3533,-1102.6986,-5798.2119,-2795.4628,-1126.0370,969.8766,-5505.3742,2907.3700,3359.2038,123263.6075,111003.6202,117999.0262,112356.1562,110843.9752,115138.6824,110277.5773,112753.2313,-20757165.1628,-20734494.3913,-20751794.5975,-20733745.6165,113479.0010,-20746284.9181,4554.7832,4463.4803,2974.7417,-6097.9666,2330.7393,-4745.6332,-1902.7829,1201.3733,-2435.8155,3615.8755,-5452.5071,-5388.7296,-158.9879,-5536.3995,2954.7125,-5386.0542,-4136.5130,4847.4009,-1992.0383,2372.1918,3361.8407,-4379.1605,-5512.7540,-1360.6794,4361.2717,-3213.7655,-2485.3469,-1047.4977,-1666.7416,-2267.1157,3828.9104,-588.7042,-4745.7239,4549.0328,6487.6250,2140.5430,-4321.0816,5440.6305,4891.2477,235.2154,-1370.1878,2853.7502,-5444.5859,-4306.4530,-3931.6516,-5444.9795,5293.4423,-1195.4370,-1243.2436,-3602.3922,6395.5613,382.6307,1175.1611,734.3889,-4873.6680,3809.6689,5298.6503,-4223.2204,5358.0883,-2099.4648,3789.9755,4492.5799,400.7577,4361.0293,2509.6944,5302.7799,5365.5914,-3218.4150,24.5619,4470.5592,4526.9086,0.6032,-5206.2848,-430.8567,1918.9915,5111.9715,-833.5945,-858.6198,-4838.1443,441.1846,1995.7330,-2953.0712,-3540.1224,-1597.5696,4482.9022,4299.8108,5243.0193,5227.0771,5426.3543,4651.9353,4667.6643,537.9228,-2534.7417,1562.3939,-4660.7526,2309.4361,6398.5282,-3609.7342,-2064.9552,216.9160,52620.1349,49198.3344,53033.3464,49665.1849,56803.6359,52494.2799,41528.6380,52354.3431,5406266.6337,5408049.3035,5381817.0955,5394692.0324,50750.0388,5399832.5383,
